,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF
2011-12-14,0.89182675,0.8892158,0.8898765,0.89304006,0.8930315,0.8950529,0.89377284
2011-12-15,0.8911493,0.89120376,0.8938189,0.8926234,0.8935894,0.8968472,0.8955492
2011-12-16,0.8907851,0.89162815,0.8916161,0.89515376,0.89612573,0.8965989,0.89585567
2011-12-18,0.8936031,0.89628744,0.895289,0.89554834,0.8943058,0.8971301,0.8993611
2011-12-19,0.89240456,0.89427143,0.8944833,0.8951665,0.8973615,0.8984135,0.9017829
2011-12-20,0.8933679,0.8949114,0.8963018,0.8993008,0.8970214,0.9001807,0.9012525
2011-12-21,0.89616233,0.89471614,0.898441,0.8982093,0.90233743,0.90220225,0.9035831
2011-12-22,0.8955343,0.8971154,0.8984308,0.90168095,0.90467066,0.9055623,0.90295637
2011-12-23,0.8979258,0.8962362,0.90091664,0.90270436,0.9034091,0.9026589,0.90125966
2011-12-27,0.9000021,0.90339,0.8998207,0.90622044,0.9073522,0.908246,0.90624774
2011-12-28,0.9006761,0.9015224,0.90232396,0.90102136,0.9041993,0.9040371,0.9046778
2011-12-29,0.90158176,0.90194225,0.90274334,0.90475225,0.90387446,0.90484893,0.9066976
2011-12-30,0.90499413,0.90653145,0.9044833,0.90868723,0.9076387,0.9073538,0.91029334
2012-01-02,0.90628767,0.9033967,0.90599954,0.905913,0.90858424,0.90965724,0.9120838
2012-01-03,0.9023185,0.90241313,0.90449417,0.9048653,0.9038167,0.9056817,0.9077071
2012-01-04,0.90680075,0.90488696,0.9068017,0.9069599,0.90748763,0.91003966,0.9126449
2012-01-05,0.9067817,0.9066843,0.9104007,0.90499246,0.9063188,0.9068854,0.9112835
2012-01-06,0.9073272,0.9084658,0.9092906,0.91099143,0.9106922,0.9104623,0.91095054
2012-01-08,0.9067136,0.9089229,0.90758485,0.9121859,0.9090203,0.91136867,0.913272
2012-01-09,0.90867877,0.90964234,0.9078534,0.9102191,0.9139133,0.9144176,0.9092964
2012-01-10,0.909865,0.9081865,0.91195345,0.91388047,0.9146589,0.91469973,0.9171126
2012-01-11,0.90968406,0.9144707,0.91065586,0.91549504,0.91670066,0.9158185,0.91499287
2012-01-12,0.90754545,0.9129332,0.9142115,0.91331446,0.91263044,0.9144185,0.9179642
2012-01-13,0.91334003,0.9138316,0.9135493,0.9152874,0.91695344,0.9182675,0.91760665
2012-01-15,0.9130969,0.91392756,0.9140187,0.91788226,0.9188915,0.91827166,0.92006814
2012-01-16,0.913703,0.916687,0.9164785,0.91501045,0.91575915,0.92053366,0.9198342
2012-01-17,0.9156482,0.9169971,0.9181242,0.918329,0.91986644,0.9234412,0.9226644
2012-01-18,0.91597164,0.9163411,0.9179941,0.91946054,0.91860324,0.9182354,0.9188615
2012-01-19,0.9133769,0.9165715,0.9199243,0.9178246,0.9217725,0.9217829,0.91810566
2012-01-20,0.9189621,0.916732,0.91885674,0.92114043,0.9193752,0.9240147,0.91694164
2012-01-22,0.9210287,0.92086816,0.9199516,0.9229554,0.9213864,0.92230046,0.92576724
2012-01-23,0.914986,0.9151985,0.92390543,0.9249023,0.92190766,0.9231481,0.92191327
2012-01-24,0.9226459,0.91883457,0.92232835,0.92115104,0.92198026,0.9179501,0.91884375
2012-01-25,0.9229539,0.9214027,0.92206204,0.9222189,0.9251067,0.92282844,0.92224824
2012-01-26,0.92217034,0.9207033,0.9160004,0.92068195,0.921308,0.92046404,0.91860855
2012-01-27,0.91907465,0.920712,0.9195403,0.9222586,0.9205195,0.9212605,0.9208623
2012-01-29,0.92356354,0.92069703,0.9220455,0.92241323,0.92183065,0.9190829,0.9233142
2012-01-30,0.92353415,0.9226061,0.9198706,0.92168087,0.9226125,0.9223039,0.9215463
2012-01-31,0.92077875,0.9212428,0.9234902,0.92241734,0.92068833,0.9214168,0.92302084
2012-02-01,0.9198579,0.92022187,0.9202744,0.92241955,0.92083126,0.92115974,0.92327595
2012-02-02,0.9183567,0.9193007,0.9197192,0.9212296,0.9218954,0.9220043,0.9227059
2012-02-03,0.91988957,0.9204074,0.919541,0.92130244,0.92196846,0.92142534,0.92088604
2012-02-05,0.9194485,0.9191868,0.9213872,0.9216299,0.92020965,0.920325,0.9194391
2012-02-06,0.9203081,0.9200588,0.9210981,0.91916376,0.9217725,0.92191905,0.9200567
2012-02-07,0.9222761,0.92199343,0.9220475,0.9236372,0.9237794,0.92140484,0.92365
2012-02-08,0.92303264,0.92025214,0.9207253,0.9209825,0.92121553,0.922239,0.92281866
2012-02-09,0.92268336,0.9234056,0.92322516,0.9222465,0.92174363,0.92293656,0.9230449
2012-02-10,0.92318356,0.9235344,0.9213965,0.9235307,0.92247736,0.9223105,0.92212784
2012-02-12,0.9248058,0.9253906,0.9231719,0.92432195,0.9232576,0.9215642,0.92346513
2012-02-13,0.92376256,0.9203594,0.92187035,0.9221468,0.921535,0.92161787,0.9207365
2012-02-14,0.92201614,0.92045873,0.92046547,0.9206908,0.921012,0.9220444,0.9222026
2012-02-15,0.92214864,0.9216109,0.92091703,0.920928,0.9197329,0.92156374,0.9201616
2012-02-16,0.92405605,0.9206812,0.92048776,0.92148334,0.9211522,0.91917425,0.9188311
2012-02-17,0.9249243,0.92257416,0.9197834,0.9229095,0.92656684,0.9217607,0.922264
2012-02-19,0.9194314,0.92058957,0.9198794,0.92113596,0.9151838,0.92044675,0.9189484
2012-02-20,0.9215539,0.9203594,0.9185903,0.91770226,0.9202318,0.9183992,0.91723335
2012-02-21,0.9207177,0.9195517,0.92204046,0.91817266,0.9182347,0.91966724,0.9169804
2012-02-22,0.9217957,0.9190079,0.9188679,0.91704214,0.92115545,0.9176699,0.9191835
2012-02-23,0.92021793,0.9183463,0.9169824,0.91683865,0.9172671,0.9155551,0.91469467
2012-02-24,0.91827387,0.9188889,0.9200399,0.91899705,0.91562814,0.91810685,0.9157323
2012-02-26,0.918504,0.9208026,0.91936564,0.9192889,0.91786444,0.9191125,0.9173825
2012-02-27,0.9183207,0.9193493,0.9180621,0.9172254,0.91857255,0.91736794,0.9174701
2012-02-28,0.91894996,0.9166785,0.9174796,0.9153633,0.91621697,0.91704607,0.9163952
2012-02-29,0.9184631,0.9183222,0.9176923,0.9169344,0.9184049,0.917982,0.9179956
2012-03-01,0.91876817,0.91916513,0.91850716,0.9182975,0.91739774,0.9189131,0.91642416
2012-03-02,0.9147565,0.9155581,0.9169483,0.9165566,0.91605055,0.914626,0.91600585
2012-03-04,0.9183322,0.91998416,0.91766816,0.9175275,0.91819066,0.9180194,0.9206717
2012-03-05,0.91708314,0.9158866,0.916512,0.9173183,0.9171157,0.915342,0.91361743
2012-03-06,0.91665053,0.91588944,0.9163312,0.9154167,0.9167092,0.91514057,0.9175135
2012-03-07,0.91884816,0.9180197,0.9180385,0.91890913,0.9185281,0.9180269,0.91791165
2012-03-08,0.9122553,0.91337633,0.9153166,0.9109596,0.91286165,0.9129883,0.9181031
2012-03-09,0.91722035,0.9178949,0.9182491,0.9180633,0.9172437,0.917891,0.9176055
2012-03-11,0.9166647,0.9165182,0.91541636,0.91633016,0.91666937,0.91700625,0.9166482
2012-03-12,0.9161354,0.9169948,0.9170251,0.9183903,0.91836184,0.9185323,0.91986454
2012-03-13,0.91691923,0.9173145,0.91782004,0.91706353,0.9164514,0.91766715,0.917963
2012-03-14,0.9150401,0.9178726,0.91896975,0.9165784,0.9178255,0.9180229,0.91871214
2012-03-15,0.91839004,0.9191238,0.9189099,0.9190873,0.91892076,0.9185529,0.9184264
2012-03-16,0.9181634,0.9181531,0.9181553,0.91878736,0.9184474,0.9184443,0.9193417
2012-03-18,0.91862696,0.91789615,0.91831505,0.920333,0.91859543,0.9188979,0.9180536
2012-03-19,0.9181534,0.9188925,0.9183139,0.91857165,0.91794395,0.9188806,0.9187273
2012-03-20,0.91798586,0.91861415,0.9189544,0.91863906,0.9179094,0.9180247,0.91838497
2012-03-21,0.91870844,0.9179866,0.91918516,0.9180487,0.918982,0.9187745,0.9181005
2012-03-22,0.91795665,0.91774946,0.918623,0.9181973,0.9186966,0.91903555,0.9188528
2012-03-23,0.9186981,0.91915655,0.91816217,0.9184953,0.91948324,0.91986436,0.91778564
2012-03-25,0.91836286,0.9184452,0.91858196,0.917663,0.91734594,0.91786426,0.91808057
2012-03-26,0.91884005,0.918227,0.918344,0.9170729,0.91848665,0.9173888,0.9167826
2012-03-27,0.91713494,0.91741264,0.9185169,0.9175743,0.9173959,0.916837,0.9168248
2012-03-28,0.9193369,0.9184418,0.91934264,0.91861004,0.9160863,0.9165789,0.91743153
2012-03-29,0.91692257,0.9178052,0.91778505,0.9168665,0.9159711,0.91649956,0.91714036
2012-03-30,0.9174374,0.91733396,0.91635346,0.917167,0.9171294,0.91670704,0.9164311
2012-04-01,0.91734815,0.917226,0.91594696,0.9148678,0.91688406,0.9168993,0.91591316
2012-04-02,0.9168663,0.91676605,0.9172565,0.9161117,0.91684705,0.9163848,0.9186759
2012-04-03,0.9172772,0.9170025,0.917,0.91677445,0.91712296,0.91659683,0.91771996
2012-04-04,0.917809,0.91785103,0.9171762,0.9169863,0.9189962,0.9199139,0.9208054
2012-04-05,0.9153787,0.9166171,0.915362,0.91727364,0.9181267,0.9185828,0.9193944
2012-04-08,0.91699755,0.91499406,0.9166592,0.91779816,0.9202057,0.91739154,0.91802996
2012-04-09,0.9167855,0.915925,0.9185461,0.91624695,0.9176116,0.9181062,0.91841495
2012-04-10,0.91727746,0.917356,0.91692007,0.9172322,0.91885906,0.91845614,0.9202882
2012-04-11,0.9174341,0.91898996,0.9185178,0.9177633,0.9173448,0.91956097,0.9187541
2012-04-12,0.91721296,0.91996294,0.91980547,0.91829044,0.91940844,0.91923153,0.9185295
2012-04-13,0.9171696,0.9163624,0.9169009,0.9174676,0.9174406,0.9194243,0.9163792
2012-04-15,0.918331,0.9185805,0.91543365,0.91643816,0.91906106,0.91982996,0.92032915
2012-04-16,0.91643906,0.919737,0.9173616,0.9190704,0.9197743,0.9194801,0.9193934
2012-04-17,0.91775215,0.91881835,0.9179683,0.92057043,0.92160267,0.9215689,0.92045486
2012-04-18,0.918241,0.91634274,0.91923964,0.9198128,0.9204246,0.91882354,0.917799
2012-04-19,0.9150933,0.91769695,0.91618216,0.9191988,0.9159121,0.92075104,0.9182956
2012-04-20,0.91884327,0.91437423,0.91939646,0.9194285,0.9193338,0.9193625,0.9166478
2012-04-22,0.9204012,0.9191765,0.92068005,0.9172804,0.92043924,0.9207719,0.91863155
2012-04-23,0.9191629,0.9204782,0.92139924,0.91940534,0.9212647,0.9189693,0.92274624
2012-04-24,0.9212028,0.9182271,0.9214313,0.9203574,0.91726136,0.91969717,0.91830325
2012-04-25,0.91897845,0.91769946,0.9173739,0.9178616,0.9176874,0.91618294,0.91958845
2012-04-26,0.9208112,0.9159163,0.92138386,0.91983366,0.9197495,0.9197411,0.91952956
2012-04-27,0.9202918,0.9186628,0.9180701,0.91580355,0.9198489,0.9157738,0.917704
2012-04-29,0.9187751,0.9163947,0.9175054,0.91815126,0.9196014,0.91733503,0.92060465
2012-04-30,0.9201349,0.91811013,0.91848516,0.91826355,0.9175214,0.92049086,0.91739255
2012-05-01,0.920374,0.91875374,0.9215139,0.91887593,0.91801023,0.91916704,0.9200284
2012-05-02,0.92226094,0.9201048,0.9209971,0.91928566,0.9226617,0.92072535,0.92141557
2012-05-03,0.9213207,0.91837347,0.92127436,0.9186168,0.91831315,0.9183259,0.9215721
2012-05-04,0.91802645,0.9183587,0.9182695,0.9197646,0.918509,0.9197037,0.9187528
2012-05-06,0.9184502,0.9193423,0.9187196,0.92042166,0.91892684,0.92107785,0.9216516
2012-05-07,0.9203944,0.92104137,0.9195641,0.9197348,0.9200707,0.92104745,0.922722
2012-05-08,0.9204507,0.92142403,0.9224875,0.9200706,0.9218144,0.92247015,0.9223007
2012-05-09,0.92104256,0.92081696,0.9215139,0.91963935,0.92230767,0.92199814,0.9211333
2012-05-10,0.92126137,0.92124355,0.92239535,0.92133653,0.91952217,0.9227408,0.9221318
2012-05-11,0.92269206,0.9217362,0.9221921,0.92243075,0.9232876,0.9238071,0.9223142
2012-05-13,0.9215168,0.92155313,0.9228966,0.9227984,0.92233527,0.9235542,0.9235375
2012-05-14,0.921878,0.92283154,0.92280376,0.9230516,0.9227381,0.92221105,0.92339337
2012-05-15,0.9209434,0.92234945,0.92146397,0.9254646,0.9234335,0.9233275,0.9233712
2012-05-16,0.9230974,0.9214969,0.92071176,0.9226277,0.92366207,0.924386,0.92403
2012-05-17,0.923656,0.9232299,0.92469084,0.9251659,0.92478144,0.92247283,0.92409915
2012-05-18,0.9237901,0.9216076,0.92384523,0.9225728,0.9232154,0.9229071,0.9237759
2012-05-20,0.92117417,0.9207126,0.9216094,0.92114043,0.9220646,0.9212272,0.9202595
2012-05-21,0.9253524,0.92303276,0.9214492,0.9237233,0.92230767,0.9236237,0.92479783
2012-05-22,0.9246913,0.92483026,0.9240577,0.9254408,0.92686504,0.9245278,0.9255525
2012-05-23,0.9240608,0.9241112,0.9243524,0.9232582,0.92469317,0.9240535,0.92595994
2012-05-24,0.9221744,0.92324644,0.92138594,0.9266929,0.9244766,0.9259554,0.92373306
2012-05-25,0.921401,0.92372,0.92418957,0.9258142,0.92501056,0.925763,0.9239347
2012-05-27,0.9230243,0.9244165,0.9272574,0.92501307,0.9252993,0.92516303,0.9271623
2012-05-28,0.9255274,0.927102,0.924848,0.923005,0.9268998,0.9268857,0.92492795
2012-05-29,0.92399955,0.9237674,0.924579,0.92622375,0.92598355,0.92429686,0.9263271
2012-05-30,0.92485684,0.92556095,0.925744,0.9249028,0.9238591,0.92894816,0.9263828
2012-05-31,0.92368156,0.92764896,0.92485934,0.92753196,0.92720413,0.92525566,0.92646027
2012-06-01,0.9243742,0.9258666,0.9256045,0.9257548,0.9255277,0.9268734,0.92688143
2012-06-03,0.92585,0.9264673,0.92603725,0.9260601,0.9266207,0.9267377,0.9268621
2012-06-04,0.92631525,0.9260479,0.92704105,0.9272659,0.9279095,0.9282275,0.9277033
2012-06-05,0.92757946,0.92569745,0.927298,0.9279254,0.9287269,0.9271872,0.9277932
2012-06-06,0.92548174,0.92554903,0.92538345,0.92605424,0.92763376,0.92867756,0.92882013
2012-06-07,0.92754394,0.92747915,0.9283265,0.928743,0.929016,0.92958796,0.9290177
2012-06-08,0.9289946,0.9293078,0.9279524,0.9297619,0.93004197,0.9290887,0.93060726
2012-06-10,0.9280637,0.92919284,0.9284605,0.9291774,0.9311739,0.9284946,0.9306137
2012-06-11,0.92796445,0.92912316,0.9279321,0.92832357,0.9296268,0.9288622,0.9302372
2012-06-12,0.9288484,0.92883134,0.929147,0.9291842,0.92780244,0.92764366,0.92790246
2012-06-13,0.92901313,0.92808306,0.9301765,0.9302387,0.93157256,0.92987686,0.9302098
2012-06-14,0.9283485,0.92894167,0.9289579,0.9293633,0.93077546,0.9293519,0.930842
2012-06-15,0.9289848,0.92981213,0.9301039,0.9285088,0.9288494,0.9302706,0.92908394
2012-06-17,0.92895037,0.9292237,0.9298316,0.930152,0.92985845,0.92867315,0.9291723
2012-06-18,0.93097514,0.9290076,0.9281653,0.92906433,0.9292524,0.92892164,0.92793244
2012-06-19,0.9310807,0.93233347,0.92764246,0.9309729,0.92897844,0.9321978,0.9334992
2012-06-20,0.9297213,0.93075264,0.930058,0.9309265,0.92960703,0.9308516,0.9307277
2012-06-21,0.93105656,0.9304864,0.92947537,0.9278441,0.9302123,0.92970675,0.930298
2012-06-22,0.9289356,0.9299823,0.9298138,0.9303675,0.9303635,0.9311268,0.9306815
2012-06-24,0.9322607,0.93111616,0.93084186,0.9325879,0.932537,0.9306904,0.93465245
2012-06-25,0.9309677,0.9312856,0.93158895,0.9304659,0.9307207,0.9305521,0.9304833
2012-06-26,0.9323157,0.9317711,0.9326854,0.9320616,0.9306667,0.9310599,0.93271035
2012-06-27,0.93106794,0.9316714,0.9298302,0.9320079,0.93082035,0.9313933,0.93098855
2012-06-28,0.92985064,0.9291377,0.9296213,0.9304508,0.93099433,0.9310357,0.93044955
2012-06-29,0.93031883,0.9301447,0.9303239,0.9305651,0.9307784,0.9309037,0.9319657
2012-07-01,0.9310752,0.93140817,0.93028045,0.9318626,0.932012,0.931069,0.932611
2012-07-02,0.9306318,0.9311091,0.93134344,0.93155044,0.9320154,0.93173206,0.9324272
2012-07-03,0.9304761,0.93197095,0.9312581,0.93097764,0.932068,0.9332799,0.93272424
2012-07-04,0.9298469,0.9312849,0.93147147,0.9311172,0.9324283,0.9331448,0.9333284
2012-07-05,0.9302716,0.93157536,0.93254673,0.93197507,0.93232334,0.9327643,0.93235916
2012-07-06,0.9317107,0.93112296,0.93241495,0.93301255,0.9323431,0.9337115,0.93327236
2012-07-08,0.93303025,0.9326211,0.9329442,0.9334284,0.9330268,0.93225086,0.9332118
2012-07-09,0.93167377,0.9325457,0.9324635,0.9317042,0.93199944,0.9319645,0.93241584
2012-07-10,0.9335044,0.9316211,0.93172425,0.93217444,0.9331866,0.93357265,0.9328402
2012-07-11,0.93197167,0.9327857,0.9313746,0.9338963,0.93311733,0.93359816,0.9329077
2012-07-12,0.9320767,0.9328704,0.93305105,0.9333088,0.9319901,0.9339018,0.9337237
2012-07-13,0.9331735,0.9329938,0.93304837,0.9321778,0.93330514,0.9335269,0.93528533
2012-07-15,0.9323451,0.9328606,0.9336841,0.9340092,0.9338145,0.93525493,0.9358414
2012-07-16,0.93366224,0.9337199,0.9336158,0.93338495,0.9354067,0.93622637,0.936458
2012-07-17,0.93179154,0.9342455,0.93316257,0.9343755,0.93482053,0.9372684,0.9373024
2012-07-18,0.93451935,0.93483496,0.93490815,0.93574524,0.9359565,0.9360202,0.93890345
2012-07-19,0.9328672,0.9345236,0.93466926,0.93635476,0.9376814,0.9384916,0.940348
2012-07-20,0.93666923,0.9369073,0.93660116,0.9376046,0.93851066,0.94087917,0.9461007
2012-07-22,0.93609583,0.93662286,0.9376714,0.9378754,0.9410018,0.94436836,0.9532416
2012-07-23,0.936123,0.9372573,0.93771505,0.9409511,0.9437743,0.95229757,0.9562298
2012-07-24,0.93696636,0.9395534,0.94040436,0.94419444,0.9541836,0.9561597,0.95794326
2012-07-25,0.93857706,0.93987453,0.9452517,0.9524925,0.9574172,0.95459604,0.9576709
2012-07-26,0.9405681,0.9436923,0.9526551,0.9563808,0.95854527,0.95847356,0.95953023
2012-07-27,0.9432218,0.9533017,0.9585304,0.9565152,0.95810825,0.960284,0.9602294
2012-07-29,0.9540671,0.9550246,0.95779425,0.95831096,0.9601042,0.9619711,0.9628178
2012-07-30,0.9550725,0.95961064,0.9565786,0.9609132,0.9604376,0.9623084,0.9651355
2012-07-31,0.95799553,0.9586251,0.959891,0.9611074,0.9633766,0.96390206,0.9648191
2012-08-01,0.9571677,0.9594018,0.9613118,0.962949,0.96568877,0.9663916,0.9669695
2012-08-02,0.958602,0.9607734,0.9640081,0.9653945,0.966197,0.96658546,0.9685863
2012-08-03,0.9620911,0.9642286,0.9644467,0.9655521,0.96615314,0.96713233,0.9678395
2012-08-05,0.9636183,0.9655698,0.96656835,0.96671855,0.9668765,0.9686651,0.9690556
2012-08-06,0.9636034,0.9646728,0.96501184,0.9644906,0.9654211,0.9671754,0.9667269
2012-08-07,0.9655007,0.96767163,0.9692061,0.9722272,0.9705314,0.96691257,0.9703615
2012-08-08,0.96532035,0.9664338,0.9676578,0.96663475,0.96712166,0.9684037,0.96921355
2012-08-09,0.9702207,0.970021,0.97265875,0.9682574,0.9697622,0.9711695,0.97210974
2012-08-10,0.96943855,0.9709557,0.96932316,0.9716548,0.9705653,0.97304976,0.9749568
2012-08-12,0.9663553,0.96751636,0.9694445,0.96854186,0.9723966,0.97155845,0.9735944
2012-08-13,0.9662983,0.96880025,0.97118604,0.9704125,0.9710879,0.97226006,0.9731487
2012-08-14,0.9637251,0.9714448,0.9671875,0.9676673,0.9685153,0.9728623,0.97163737
2012-08-15,0.9679799,0.96427625,0.97078025,0.9715318,0.96656245,0.9735651,0.97243434
2012-08-16,0.96809876,0.9733052,0.9725073,0.97231853,0.97245336,0.97325337,0.974512
2012-08-17,0.9723853,0.9751353,0.97488356,0.9733171,0.9767525,0.9749563,0.9744542
2012-08-19,0.97274077,0.97470737,0.97392935,0.9740095,0.9754672,0.9746394,0.97493386
2012-08-20,0.9719596,0.9731359,0.9745419,0.9722518,0.97196543,0.9720447,0.9713075
2012-08-21,0.9742336,0.97484386,0.9757562,0.9757385,0.97533363,0.9754447,0.97453374
2012-08-22,0.97318316,0.97422236,0.97470874,0.97415495,0.97219616,0.97519803,0.9736843
2012-08-23,0.97148937,0.97194576,0.9751651,0.97258055,0.9720473,0.9745704,0.97236353
2012-08-24,0.9720369,0.972106,0.9751579,0.97155696,0.9734031,0.9737481,0.9726227
2012-08-26,0.9727407,0.97340524,0.97424686,0.9721849,0.9749054,0.9741327,0.9744927
2012-08-27,0.9736229,0.97468,0.9736342,0.9754229,0.9755702,0.97336185,0.9751217
2012-08-28,0.9750974,0.973623,0.97576654,0.9726424,0.97406423,0.9748661,0.973956
2012-08-29,0.97572166,0.97380877,0.9744043,0.974531,0.9741478,0.9741696,0.9738433
2012-08-30,0.97359353,0.97444504,0.97235215,0.97513556,0.9740769,0.9745468,0.97306705
2012-08-31,0.97306067,0.9733288,0.9724965,0.97370946,0.97375315,0.97278965,0.9708093
2012-09-02,0.9751197,0.9714383,0.97456044,0.9728087,0.97253656,0.97109675,0.9698436
2012-09-03,0.9731703,0.9738657,0.9742447,0.97154975,0.96957564,0.96985054,0.96957505
2012-09-04,0.9705637,0.96979374,0.9659971,0.96826863,0.96765655,0.9720231,0.9680507
2012-09-05,0.9731831,0.9712536,0.9710768,0.96985584,0.9692706,0.9702951,0.9681138
2012-09-06,0.97158504,0.9703242,0.9719603,0.970988,0.97232074,0.96891284,0.970343
2012-09-07,0.9713597,0.97037613,0.9723151,0.9721652,0.97088856,0.971448,0.9706213
2012-09-09,0.96995056,0.96978223,0.97294563,0.96906304,0.97145617,0.9716419,0.96994334
2012-09-10,0.97364074,0.9721043,0.9686428,0.9750176,0.9693605,0.9691161,0.9720064
2012-09-11,0.97128177,0.975751,0.9687445,0.97241116,0.9727243,0.9697993,0.9666194
2012-09-12,0.9730217,0.9665495,0.96715075,0.96845746,0.96802294,0.9675705,0.9684045
2012-09-13,0.9717522,0.96893865,0.96821,0.97029454,0.97347105,0.9709373,0.9716362
2012-09-14,0.9707428,0.9707512,0.96944135,0.9685626,0.97112536,0.9700936,0.9696915
2012-09-16,0.9698212,0.970622,0.9711219,0.9699898,0.9679289,0.9693735,0.9692122
2012-09-17,0.97218776,0.9719255,0.9711255,0.96898,0.96898425,0.9711826,0.9673137
2012-09-18,0.9693049,0.97008556,0.9689298,0.96819526,0.96879315,0.96866083,0.96818817
2012-09-19,0.967764,0.9673438,0.96732587,0.96862,0.9667971,0.9675747,0.96642876
2012-09-20,0.96899724,0.96775365,0.9683406,0.96892977,0.968953,0.967245,0.9663565
2012-09-21,0.96903646,0.9680338,0.96781206,0.96762466,0.9668239,0.9673842,0.9661109
2012-09-23,0.9690947,0.9680313,0.9690396,0.9682179,0.9686637,0.9681876,0.9679568
2012-09-24,0.9665232,0.96589017,0.967162,0.9669713,0.9671467,0.96647346,0.96638906
2012-09-25,0.9673398,0.96737736,0.9679634,0.96668494,0.9662398,0.96629894,0.96709037
2012-09-26,0.96611285,0.9666139,0.9674515,0.96733046,0.9659261,0.9644681,0.9653571
2012-09-27,0.9655745,0.967075,0.96619654,0.96489096,0.9654435,0.964623,0.9639264
2012-09-28,0.9669218,0.96510684,0.96609473,0.9615716,0.96417767,0.9631341,0.9622237
2012-09-30,0.96574163,0.9646514,0.9672723,0.96549726,0.9633521,0.96283066,0.9614764
2012-10-01,0.9656627,0.9652931,0.9651953,0.96355593,0.96314055,0.96120507,0.9610585
2012-10-02,0.9664933,0.96538615,0.9656736,0.96328986,0.9618807,0.9616917,0.95810497
2012-10-03,0.9640802,0.963352,0.962898,0.9622848,0.9614564,0.95772237,0.9571288
2012-10-04,0.96467984,0.9629644,0.96138895,0.96067166,0.9622885,0.9569315,0.96096754
2012-10-05,0.96289897,0.962428,0.9594284,0.95686156,0.9555762,0.96151304,0.9557381
2012-10-07,0.9612521,0.959579,0.95615685,0.9534693,0.9599612,0.95535254,0.9557017
2012-10-08,0.96234405,0.95806617,0.9547994,0.9594297,0.9604867,0.956131,0.96061635
2012-10-09,0.9575068,0.95750415,0.9579564,0.9591105,0.9559973,0.9559123,0.9553478
2012-10-10,0.9616059,0.9573092,0.95597386,0.9529945,0.9554384,0.95634675,0.9561191
2012-10-11,0.95670897,0.9581918,0.9556373,0.953068,0.9538536,0.95839155,0.9546753
2012-10-12,0.9559481,0.95444983,0.95616657,0.96013373,0.9553302,0.95339656,0.9551911
2012-10-14,0.95565236,0.95226395,0.95679516,0.95262957,0.9561662,0.9541253,0.95728165
2012-10-15,0.95993567,0.9544656,0.9540614,0.9548119,0.9527416,0.9536846,0.95426226
2012-10-16,0.9556374,0.9556095,0.9563864,0.95523775,0.9554772,0.9546535,0.95543134
2012-10-17,0.9580028,0.95685476,0.953029,0.95503604,0.9549794,0.9527417,0.95305985
2012-10-18,0.9534201,0.95480376,0.95617205,0.95320237,0.9552552,0.95528746,0.95262206
2012-10-19,0.95445013,0.9548055,0.9546269,0.95546156,0.9549267,0.9530408,0.95484847
2012-10-21,0.9559552,0.95656145,0.95593107,0.95220196,0.95423627,0.95317066,0.9533048
2012-10-22,0.9541855,0.954106,0.95421976,0.9547946,0.95355034,0.9531548,0.9536725
2012-10-23,0.9547446,0.9534511,0.95407027,0.9535074,0.95334166,0.95337784,0.9534961
2012-10-24,0.95398587,0.9542193,0.95272046,0.95249426,0.9515163,0.9521954,0.9520433
2012-10-25,0.9536435,0.95284325,0.9541608,0.952777,0.95319855,0.9525217,0.952151
2012-10-26,0.95355576,0.9535667,0.9530766,0.9524845,0.95214057,0.9519694,0.9521408
2012-10-28,0.9536026,0.95393765,0.9527809,0.95276165,0.9520918,0.9530248,0.9532201
2012-10-29,0.95353585,0.9522415,0.95237446,0.95212615,0.95259845,0.95290613,0.9507338
2012-10-30,0.95248485,0.95234954,0.952159,0.952126,0.9519224,0.9520893,0.9504125
2012-10-31,0.95320415,0.95193255,0.9516557,0.95179635,0.9504,0.94885015,0.948066
2012-11-01,0.9520386,0.95296097,0.9523852,0.9509997,0.9500121,0.9496767,0.9483915
2012-11-02,0.9523623,0.952632,0.9516828,0.95046717,0.94833004,0.9496336,0.9489229
2012-11-04,0.9526535,0.95097375,0.94991505,0.9498272,0.9493631,0.94761515,0.94772005
2012-11-05,0.9501432,0.9499433,0.9483871,0.9485432,0.94788146,0.94810534,0.9469826
2012-11-06,0.9492935,0.9492958,0.9488897,0.94784504,0.94744337,0.94719386,0.94723
2012-11-07,0.9491643,0.9491,0.9477936,0.94781685,0.94689685,0.94786984,0.9476054
2012-11-08,0.94788885,0.9474033,0.94786084,0.9475535,0.9467204,0.94646746,0.9459241
2012-11-09,0.94833213,0.9473183,0.94652116,0.9462886,0.94658387,0.94802666,0.9465987
2012-11-11,0.9474921,0.9447263,0.94558287,0.9459903,0.94578564,0.94675094,0.9447414
2012-11-12,0.94692236,0.9463841,0.94831765,0.94721055,0.9476499,0.9459636,0.94531626
2012-11-13,0.94672906,0.94761395,0.94619876,0.94441503,0.9437542,0.94340575,0.9430818
2012-11-14,0.94631976,0.9453731,0.94576585,0.9450866,0.9430735,0.9444798,0.9432387
2012-11-15,0.9444866,0.94675803,0.94564444,0.94372237,0.9429834,0.94591045,0.94195426
2012-11-16,0.9469048,0.94570804,0.9441869,0.9435194,0.94001275,0.94263244,0.9443448
