,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP
2011-12-29,4237.209,4244.579,4241.5356,4240.1055,4242.664,4245.4546,4246.3486
2011-12-30,4250.995,4258.474,4255.419,4253.0464,4255.524,4258.3643,4260.2695
2012-01-02,4264.8896,4272.3574,4268.36,4265.9062,4268.4336,4272.2847,4274.294
2012-01-03,4278.773,4285.2983,4281.2197,4278.8164,4282.3545,4286.309,4287.345
2012-01-04,4291.7144,4298.158,4294.1294,4292.7363,4296.3784,4299.3604,4300.3193
2012-01-05,4304.5737,4311.068,4308.05,4306.7603,4309.43,4312.3345,4313.3403
2012-01-06,4317.4834,4324.989,4322.0737,4319.8125,4322.4043,4325.3555,4326.405
2012-01-08,4331.4043,4339.0127,4335.1255,4332.786,4335.4253,4338.42,4340.465
2012-01-09,4345.4277,4352.0645,4348.0996,4345.8076,4348.4897,4352.4805,4354.6357
2012-01-10,4358.48,4365.038,4361.121,4358.872,4362.55,4366.651,4367.808
2012-01-11,4371.4536,4378.059,4374.1855,4372.9326,4376.7207,4379.823,4380.8906
2012-01-12,4384.475,4391.124,4388.2456,4387.1025,4389.8926,4392.906,4394.016
2012-01-13,4397.5396,4405.184,4402.416,4400.275,4402.9756,4406.0312,4407.184
2012-01-15,4411.5996,4419.3545,4415.5884,4413.3574,4416.101,4419.199,4421.353
2012-01-16,4425.77,4432.527,4428.671,4426.4834,4429.269,4433.368,4435.6104
2012-01-17,4438.9424,4445.6094,4441.7964,4439.651,4443.438,4447.6255,4448.868
2012-01-18,4452.025,4458.7354,4454.9644,4453.8203,4457.6953,4460.8833,4462.0293
2012-01-19,4465.151,4471.9033,4469.1333,4468.0776,4470.9526,4474.045,4475.226
2012-01-20,4478.319,4486.0723,4483.3906,4481.335,4484.1143,4487.241,4488.453
2012-01-22,4492.4883,4500.3296,4496.648,4494.4966,4497.3105,4500.4688,4502.679
2012-01-23,4506.745,4513.5874,4509.81,4507.693,4510.538,4514.6943,4517.0005
2012-01-24,4520.003,4526.748,4523.0063,4520.92,4524.7637,4529.0156,4530.304
2012-01-25,4533.1636,4539.9453,4536.234,4535.1465,4539.0854,4542.32,4543.5146
2012-01-26,4546.361,4553.1724,4550.4604,4549.4673,4552.389,4555.5303,4556.756
2012-01-27,4559.5884,4567.3984,4564.781,4562.7715,4565.5986,4568.7705,4570.0234
2012-01-29,4573.8135,4581.7197,4578.085,4575.982,4578.8403,4582.038,4584.291
2012-01-30,4588.135,4595.023,4591.2954,4589.2227,4592.108,4596.3057,4598.6514
2012-01-31,4601.4395,4608.2334,4604.5356,4602.4897,4606.3755,4610.666,4611.9917
2012-02-01,4614.649,4621.475,4617.803,4616.7573,4620.736,4624.007,4625.2295
2012-02-02,4627.89,4634.7417,4632.071,4631.1177,4634.076,4637.2446,4638.4946
2012-02-03,4641.158,4649.0093,4646.431,4644.459,4647.3145,4650.5093,4651.7925
2012-02-05,4655.425,4663.37,4659.7725,4657.697,4660.579,4663.8076,4666.0957
2012-02-06,4669.785,4676.7104,4673.01,4670.961,4673.8774,4678.1104,4680.4785
2012-02-07,4683.1265,4689.948,4686.2744,4684.2593,4688.18,4692.4937,4693.8516
2012-02-08,4696.3643,4703.2134,4699.5723,4698.5625,4702.5635,4705.8667,4707.106
2012-02-09,4709.629,4716.5107,4713.8755,4712.9453,4715.9365,4719.1206,4721.3677
2012-02-10,4722.927,4730.8135,4728.259,4726.319,4729.1904,4733.3833,4735.718
2012-02-12,4737.23,4745.197,4741.632,4739.5728,4743.4526,4747.7324,4750.0117
2012-02-13,4751.6133,4758.5703,4754.8857,4753.8354,4757.8022,4762.0273,4764.262
2012-02-14,4764.987,4771.8247,4769.1484,4768.185,4772.0967,4776.2773,4777.5137
2012-02-15,4778.24,4786.087,4783.498,4782.4795,4786.347,4789.5293,4791.626
2012-02-16,4792.5024,4800.4365,4797.7925,4796.729,4799.5986,4803.641,4805.839
2012-02-17,4806.852,4814.731,4812.043,4809.981,4813.711,4817.8535,4820.016
2012-02-19,4821.147,4828.981,4825.295,4824.0933,4827.924,4832.0312,4834.151
2012-02-20,4835.3965,4842.2334,4839.4062,4838.3057,4842.101,4846.1665,4848.2524
2012-02-21,4848.6484,4856.345,4853.619,4852.483,4856.2363,4860.267,4861.3784
2012-02-22,4862.7607,4870.558,4867.7964,4866.618,4870.337,4873.393,4875.367
2012-02-23,4876.9736,4884.736,4881.932,4880.7188,4883.463,4887.382,4889.4575
2012-02-24,4891.151,4898.8706,4896.032,4893.845,4897.4517,4901.4727,4903.52
2012-02-26,4905.286,4912.971,4909.1587,4907.8335,4911.5425,4915.535,4917.565
2012-02-27,4919.387,4926.097,4923.147,4921.925,4925.605,4929.5806,4931.5757
2012-02-28,4932.5127,4940.086,4937.238,4935.987,4939.65,4943.591,4944.616
2012-02-29,4946.5015,4954.1763,4951.3003,4950.0327,4953.6606,4956.6313,4958.533
2012-03-01,4960.592,4968.239,4965.3457,4964.0425,4966.701,4970.549,4972.5513
2012-03-02,4974.6553,4982.284,4979.356,4977.084,4980.618,4984.5664,4986.5605
2012-03-04,4988.6997,4996.2944,4992.3975,4991.001,4994.636,4998.575,5000.5303
2012-03-05,5002.71,5009.335,5006.314,5005.0186,5008.645,5012.5454,5014.493
2012-03-06,5015.7515,5023.2524,5020.332,5019.0273,5022.615,5026.509,5027.488
2012-03-07,5029.668,5037.27,5034.341,5032.997,5036.578,5039.5034,5041.348
2012-03-08,5043.6865,5051.28,5048.3105,5046.9604,5049.573,5053.364,5055.3174
2012-03-09,5057.695,5065.2485,5062.274,5059.955,5063.4326,5067.333,5069.281
2012-03-11,5071.665,5079.212,5075.2686,5073.8154,5077.403,5081.2964,5083.2046
2012-03-12,5085.628,5092.2065,5089.129,5087.7847,5091.366,5095.2197,5097.1274
2012-03-13,5098.622,5106.0674,5103.098,5101.748,5105.2896,5109.143,5110.087
2012-03-14,5112.483,5120.037,5117.0615,5115.6714,5119.213,5122.103,5123.92
2012-03-15,5126.452,5134.0,5130.985,5129.5947,5132.173,5135.935,5137.8633
2012-03-16,5140.416,5147.924,5144.9087,5142.5547,5146.0054,5149.8784,5151.786
2012-03-18,5154.3394,5161.8467,5157.868,5156.387,5159.948,5163.8013,5165.7095
2012-03-19,5168.262,5174.806,5171.7007,5170.33,5173.871,5177.724,5179.5923
2012-03-20,5181.2227,5188.639,5185.6436,5184.253,5187.7944,5191.6074,5192.5415
2012-03-21,5195.0547,5202.5825,5199.567,5198.177,5201.6772,5204.556,5206.344
2012-03-22,5208.998,5216.5054,5213.4897,5212.0596,5214.626,5218.3594,5220.2676
2012-03-23,5222.9214,5230.428,5227.373,5225.0083,5228.429,5232.282,5234.1875
2012-03-25,5236.844,5244.311,5240.3213,5238.811,5242.352,5246.203,5248.0703
2012-03-26,5250.7275,5257.26,5254.1245,5252.734,5256.2725,5260.0854,5261.953
2012-03-27,5263.6763,5271.063,5268.0474,5266.655,5270.1553,5273.9688,5274.886
2012-03-28,5277.479,5284.986,5281.9683,5280.537,5284.039,5286.901,5288.684
2012-03-29,5291.4014,5298.9062,5295.8506,5294.421,5296.9707,5300.6987,5302.607
2012-03-30,5305.322,5312.7896,5309.7344,5307.353,5310.7686,5314.622,5316.4976
2012-04-01,5319.2056,5326.6724,5322.6665,5321.1504,5324.692,5328.5127,5330.381
2012-04-02,5333.088,5339.605,5336.464,5335.074,5338.5825,5342.396,5343.3193
2012-04-03,5346.02,5353.4023,5350.3867,5348.9653,5352.466,5355.3345,5355.228
2012-04-04,5359.8184,5367.326,5364.2783,5362.848,5365.404,5367.2427,5368.0713
2012-04-05,5373.7417,5381.217,5378.161,5375.786,5377.3125,5380.0864,5381.099
2012-04-08,5387.6323,5395.0996,5391.099,5387.6943,5390.1562,5393.1143,5394.1694
2012-04-09,5401.516,5408.038,5403.008,5400.5386,5403.184,5406.1846,5407.2812
2012-04-10,5414.454,5419.9463,5415.8516,5413.566,5416.255,5419.2964,5419.466
2012-04-11,5426.3623,5432.7905,5428.8794,5426.6367,5429.366,5431.4814,5431.6074
2012-04-12,5439.2065,5445.8184,5441.95,5439.7485,5441.5513,5443.6226,5444.8325
2012-04-13,5452.2344,5458.888,5455.0615,5451.933,5453.6924,5456.8477,5458.2134
2012-04-15,5465.304,5472.0005,5467.2466,5464.074,5466.9175,5470.2285,5471.6265
2012-04-16,5478.416,5484.1846,5479.3877,5477.2993,5480.2983,5483.641,5485.048
2012-04-17,5490.6006,5496.326,5492.613,5490.6807,5493.711,5497.0625,5497.503
2012-04-18,5502.7417,5509.5513,5505.994,5504.0933,5507.1323,5509.518,5509.9014
2012-04-19,5515.9673,5522.9326,5519.407,5517.5146,5519.588,5521.917,5523.3857
2012-04-20,5529.348,5536.345,5532.8276,5529.9697,5531.986,5535.4014,5537.0195
2012-04-22,5542.7607,5549.7666,5545.283,5542.3687,5545.471,5549.0347,5550.6553
2012-04-23,5556.1816,5562.2217,5557.6826,5555.853,5559.1045,5562.6704,5564.2905
2012-04-24,5568.6377,5574.6206,5571.1665,5569.487,5572.7397,5576.2856,5576.8633
2012-04-25,5580.6406,5586.6997,5583.953,5582.531,5585.266,5587.2705,5587.69
2012-04-26,5592.01,5598.1216,5595.3623,5593.9575,5595.663,5597.594,5599.1245
2012-04-27,5603.49,5609.669,5606.885,5604.4336,5606.07,5609.134,5610.826
2012-04-29,5615.0933,5620.9727,5617.432,5614.9224,5617.6494,5620.6143,5622.141
2012-04-30,5625.7534,5629.748,5626.604,5625.6104,5627.996,5630.589,5631.962
2012-05-01,5633.7554,5636.5347,5635.274,5634.6597,5636.422,5638.3735,5638.2817
2012-05-02,5639.646,5643.6377,5642.504,5641.876,5643.66,5644.504,5643.1284
2012-05-03,5646.8354,5650.7627,5649.768,5649.2056,5649.722,5649.2983,5647.966
2012-05-04,5653.005,5655.8047,5655.0107,5653.421,5652.48,5652.138,5650.5845
2012-05-06,5657.9766,5659.7817,5658.0493,5655.742,5654.6562,5653.052,5650.576
2012-05-07,5661.816,5662.205,5658.973,5657.1616,5655.5854,5652.473,5649.891
2012-05-08,5664.274,5663.1694,5659.7476,5656.5737,5654.9897,5650.3555,5647.974
2012-05-09,5665.248,5663.971,5659.1426,5655.6504,5652.754,5648.1187,5645.669
2012-05-10,5666.067,5663.338,5656.8486,5653.3604,5649.2744,5645.71,5643.0977
2012-05-11,5665.4214,5660.947,5654.055,5649.598,5646.2246,5643.0684,5638.8706
2012-05-13,5662.9937,5656.6797,5649.948,5646.3403,5643.525,5638.73,5632.6816
2012-05-14,5658.6636,5651.9526,5646.4287,5643.576,5639.094,5632.38,5627.36
2012-05-15,5653.2656,5647.1465,5643.561,5639.037,5632.609,5627.0757,5621.3545
2012-05-16,5647.7124,5644.158,5638.8594,5632.3994,5627.086,5621.0166,5616.3267
2012-05-17,5644.6387,5639.286,5631.9854,5626.8564,5620.9297,5615.9116,5612.9653
2012-05-18,5639.7104,5632.1606,5626.4663,5620.641,5615.768,5612.582,5609.7427
2012-05-20,5632.5044,5626.332,5620.1724,5615.4707,5612.4087,5609.2734,5606.4014
2012-05-21,5626.4385,5619.8813,5615.0264,5612.076,5609.034,5605.8467,5600.9277
2012-05-22,5619.8926,5614.7363,5611.5405,5608.6226,5605.5396,5600.2314,5592.9404
2012-05-23,5614.692,5611.151,5607.9663,5605.0483,5599.8154,5592.0444,5584.4756
2012-05-24,5611.0674,5607.454,5604.2666,5599.1924,5591.47,5583.3735,5573.7725
2012-05-25,5607.331,5603.6274,5598.2075,5590.66,5582.638,5572.6064,5562.701
2012-05-27,5603.467,5597.3643,5589.388,5581.634,5571.8535,5561.36,5549.2046
2012-05-28,5597.1406,5588.2554,5580.067,5570.8516,5560.438,5547.5693,5533.324
2012-05-29,5587.9424,5578.638,5569.329,5559.2144,5546.421,5531.3716,5515.353
2012-05-30,5578.2354,5567.9365,5557.34,5544.917,5529.978,5513.2417,5501.3853
2012-05-31,5567.5127,5555.587,5542.6235,5528.1816,5511.8633,5499.4644,5487.651
2012-06-01,5555.0527,5540.461,5525.451,5510.225,5498.0435,5485.78,5472.391
2012-06-03,5539.802,5522.854,5507.8384,5496.4023,5484.4204,5470.2407,5455.056
2012-06-04,5522.0654,5505.5215,5494.113,5482.6855,5468.665,5452.616,5437.685
2012-06-05,5504.822,5491.906,5480.117,5466.677,5450.8228,5435.539,5421.8516
2012-06-06,5491.213,5477.5654,5463.7227,5448.576,5433.9707,5419.932,5411.2197
2012-06-07,5476.7744,5460.7915,5445.3125,5432.0117,5418.589,5409.209,5400.8633
2012-06-08,5459.8926,5442.475,5429.128,5416.8975,5407.745,5398.661,5390.345
2012-06-10,5441.6846,5426.511,5414.4673,5405.885,5397.053,5387.956,5380.908
2012-06-11,5425.731,5412.132,5403.1714,5395.017,5386.2256,5378.8984,5372.395
2012-06-12,5411.4,5400.5605,5392.0327,5384.316,5377.415,5370.2324,5361.5596
2012-06-13,5399.75,5389.1636,5381.7373,5375.5283,5368.63,5359.3022,5355.6006
2012-06-14,5388.273,5379.3086,5372.77,5366.598,5357.8623,5354.6216,5355.1587
2012-06-15,5378.5234,5370.1274,5363.618,5356.4287,5354.2183,5355.1616,5355.1646
2012-06-17,5369.2793,5360.761,5354.597,5353.748,5355.206,5355.163,5355.166
2012-06-18,5359.885,5353.41,5352.918,5354.798,5355.158,5355.157,5355.1597
2012-06-19,5353.099,5352.9355,5354.3223,5355.164,5355.162,5355.16,5353.7866
2012-06-20,5352.943,5354.2476,5355.157,5355.161,5355.16,5353.8228,5354.9795
2012-06-21,5354.221,5355.16,5355.167,5355.164,5353.761,5355.045,5355.167
2012-06-22,5355.178,5355.163,5355.1646,5353.708,5355.0005,5355.155,5355.165
2012-06-24,5355.161,5355.161,5353.632,5354.97,5355.165,5355.1655,5355.1567
2012-06-25,5355.1694,5353.6685,5354.9316,5355.161,5355.163,5355.159,5356.8247
2012-06-26,5353.594,5355.0073,5355.1636,5355.1553,5355.165,5356.839,5358.3423
2012-06-27,5354.9453,5355.161,5355.1636,5355.1553,5356.8213,5358.346,5360.0923
2012-06-28,5355.161,5355.166,5355.1616,5356.926,5358.317,5360.1206,5362.5996
2012-06-29,5355.165,5355.161,5356.934,5358.308,5360.213,5362.627,5368.373
2012-07-01,5355.1616,5356.967,5358.3047,5360.329,5362.705,5368.5195,5378.548
2012-07-02,5357.028,5358.3516,5360.3813,5362.7017,5368.691,5378.898,5393.0435
2012-07-03,5358.3584,5360.3433,5362.757,5368.8022,5379.2256,5393.663,5407.9556
2012-07-04,5360.255,5362.8525,5369.037,5379.536,5394.1978,5408.829,5421.506
2012-07-05,5362.9077,5369.309,5380.0728,5394.769,5409.5605,5421.9014,5428.763
2012-07-06,5369.4155,5380.6445,5395.704,5410.3564,5422.2964,5429.079,5438.715
2012-07-08,5380.8384,5396.6685,5411.4995,5422.6777,5429.3237,5439.0615,5447.815
2012-07-09,5396.977,5412.566,5423.232,5429.632,5439.288,5448.0,5450.4395
2012-07-10,5412.876,5423.613,5430.0044,5439.595,5448.052,5450.4243,5452.83
2012-07-11,5423.6943,5430.4146,5440.046,5448.093,5450.3486,5452.8633,5457.226
2012-07-12,5430.508,5440.4556,5448.115,5450.327,5452.824,5457.2734,5460.2
2012-07-13,5440.623,5448.063,5450.2534,5452.846,5457.2993,5460.2305,5466.6084
2012-07-15,5448.036,5450.171,5452.8394,5457.402,5460.2305,5466.6953,5473.9077
2012-07-16,5450.1343,5452.825,5457.4424,5460.2427,5466.7227,5474.024,5479.7075
2012-07-17,5452.8076,5457.539,5460.3623,5466.7827,5474.093,5479.81,5482.603
2012-07-18,5457.5547,5460.3145,5466.928,5474.222,5479.861,5482.756,5490.7754
2012-07-19,5460.3477,5466.974,5474.4185,5479.919,5482.8486,5491.0796,5499.8525
2012-07-20,5467.0557,5474.515,5480.0635,5482.9546,5491.291,5500.319,5504.8643
2012-07-22,5474.578,5480.192,5483.1772,5491.5405,5500.6567,5505.079,5509.6973
2012-07-23,5480.199,5483.385,5491.9805,5501.0645,5505.229,5509.825,5518.205
2012-07-24,5483.41,5492.4062,5501.7236,5505.451,5509.9526,5518.414,5521.798
2012-07-25,5492.4907,5502.2285,5505.7812,5510.075,5518.5117,5522.047,5530.8486
2012-07-26,5502.332,5506.0903,5510.2437,5518.623,5522.157,5531.112,5539.1562
2012-07-27,5506.17,5510.289,5518.833,5522.305,5531.1885,5539.335,5549.171
2012-07-29,5510.3965,5518.916,5522.5854,5531.323,5539.392,5549.5137,5560.1514
2012-07-30,5518.991,5522.74,5531.5576,5539.541,5549.7056,5560.677,5571.5596
2012-07-31,5522.8276,5531.7437,5539.7383,5550.0205,5560.984,5571.9478,5576.36
2012-08-01,5531.795,5539.8994,5550.459,5561.369,5572.1616,5576.555,5582.141
2012-08-02,5539.891,5550.868,5561.834,5572.426,5576.6885,5582.2285,5593.1235
2012-08-03,5550.9326,5562.199,5572.7656,5576.902,5582.328,5593.4043,5605.425
2012-08-05,5562.2505,5573.0225,5577.206,5582.4175,5593.6504,5605.5503,5609.5884
2012-08-06,5573.1177,5577.4604,5582.624,5593.9194,5605.761,5609.603,5613.2256
2012-08-07,5577.5825,5582.775,5594.3867,5605.9297,5609.5815,5613.4297,5614.083
2012-08-08,5582.8203,5594.7695,5606.147,5609.57,5613.259,5614.0845,5615.636
2012-08-09,5594.8604,5606.386,5609.531,5613.2686,5614.0767,5615.6304,5615.9653
2012-08-10,5606.3555,5609.5547,5613.7397,5614.0767,5615.634,5615.981,5615.9644
2012-08-12,5609.505,5613.6353,5614.075,5615.6157,5615.9907,5616.002,5615.9785
2012-08-13,5613.8784,5614.0894,5615.6763,5615.9854,5615.999,5615.9927,5615.9995
2012-08-14,5614.084,5615.67,5615.9736,5615.972,5615.9624,5615.972,5615.613
2012-08-15,5615.644,5615.9526,5615.981,5615.9873,5615.9727,5615.6445,5615.998
2012-08-16,5615.9946,5615.996,5615.9946,5615.9854,5615.6353,5615.9673,5618.247
2012-08-17,5615.975,5615.997,5615.9814,5615.6304,5615.973,5618.22,5623.399
2012-08-19,5615.975,5615.998,5615.6553,5615.9937,5618.173,5623.541,5629.5366
2012-08-20,5615.966,5615.6484,5615.991,5618.26,5623.7593,5629.518,5634.834
2012-08-21,5615.644,5615.995,5618.197,5623.7734,5629.5464,5634.8228,5641.081
2012-08-22,5615.9937,5618.2705,5624.012,5629.4746,5635.003,5641.164,5647.415
2012-08-23,5618.237,5623.764,5629.4043,5635.013,5641.41,5647.456,5651.3438
2012-08-24,5623.962,5629.519,5635.4893,5641.5093,5647.3765,5651.22,5657.6997
2012-08-26,5629.418,5635.1475,5642.11,5647.312,5651.183,5657.8335,5667.383
2012-08-27,5635.56,5641.923,5647.0483,5651.214,5657.88,5667.6323,5686.173
2012-08-28,5642.348,5647.1,5651.333,5657.842,5667.569,5686.6196,5705.8013
2012-08-29,5647.121,5651.2383,5657.9673,5667.6606,5686.7056,5706.4263,5723.2227
2012-08-30,5651.3647,5658.3184,5667.9463,5687.0273,5706.643,5723.134,5722.7993
2012-08-31,5657.8374,5668.108,5687.5957,5707.171,5723.1396,5722.801,5722.791
2012-09-02,5668.059,5688.125,5707.987,5723.053,5722.798,5722.7954,5728.7056
2012-09-03,5688.1353,5708.8403,5722.952,5722.8145,5722.789,5728.8813,5737.3047
2012-09-04,5708.902,5722.8833,5722.8066,5722.7812,5728.913,5737.387,5742.3906
2012-09-05,5722.806,5722.811,5722.787,5728.9814,5737.301,5742.358,5745.243
2012-09-06,5722.784,5722.7954,5729.094,5737.452,5742.4014,5745.174,5751.6064
2012-09-07,5722.7993,5729.24,5737.5225,5742.3555,5745.2515,5752.2104,5761.203
2012-09-09,5729.179,5737.814,5742.441,5745.2305,5751.8647,5761.1875,5762.7607
2012-09-10,5737.7764,5742.543,5745.234,5751.9546,5761.2163,5762.7812,5769.6147
2012-09-11,5742.5234,5745.2466,5752.0728,5761.2095,5762.75,5769.7764,5774.5483
2012-09-12,5745.234,5752.0063,5761.1753,5762.7383,5769.779,5774.524,5778.231
2012-09-13,5752.2227,5761.2964,5762.783,5770.0103,5774.552,5778.3276,5778.5527
2012-09-14,5761.3794,5762.788,5770.026,5774.416,5778.192,5778.5664,5783.452
2012-09-16,5762.739,5770.0557,5774.424,5778.2104,5778.584,5783.4565,5783.598
2012-09-17,5770.1113,5774.399,5778.183,5778.575,5783.4653,5783.578,5783.599
2012-09-18,5774.469,5778.169,5778.5825,5783.4766,5783.605,5783.575,5778.348
2012-09-19,5778.2803,5778.577,5783.62,5783.59,5783.596,5778.394,5783.449
2012-09-20,5778.5415,5783.497,5783.5874,5783.631,5778.309,5783.602,5783.573
2012-09-21,5783.671,5783.605,5783.579,5778.2124,5783.393,5783.5957,5778.3223
2012-09-23,5783.588,5783.5767,5778.313,5783.6265,5783.613,5778.3604,5774.429
2012-09-24,5783.602,5778.151,5783.4805,5783.6167,5778.2856,5774.453,5765.859
2012-09-25,5778.292,5783.7056,5783.6187,5778.205,5774.3765,5765.5757,5761.3696
2012-09-26,5783.535,5783.601,5778.141,5774.49,5765.3374,5761.385,5761.714
2012-09-27,5783.578,5778.1504,5774.438,5765.2,5761.3145,5761.7095,5761.6846
2012-09-28,5778.196,5774.41,5765.166,5761.3755,5761.733,5761.669,5761.6865
2012-09-30,5774.567,5765.0015,5761.2793,5761.6934,5761.72,5761.6655,5761.7144
2012-10-01,5764.768,5761.271,5761.692,5761.7285,5761.693,5761.7173,5761.6836
2012-10-02,5761.29,5761.677,5761.72,5761.6997,5761.7075,5761.732,5761.6865
2012-10-03,5761.6997,5761.7017,5761.689,5761.692,5761.667,5761.6714,5771.6147
2012-10-04,5761.7036,5761.716,5761.692,5761.664,5761.7363,5771.5923,5778.22
2012-10-05,5761.6694,5761.699,5761.721,5761.694,5771.3726,5778.215,5778.2705
2012-10-07,5761.6724,5761.7065,5761.6885,5771.5337,5778.2207,5778.251,5785.857
2012-10-08,5761.7036,5761.6904,5771.501,5778.2827,5778.248,5785.8623,5785.8467
2012-10-09,5761.6685,5771.65,5778.219,5778.2593,5785.769,5785.8267,5785.824
2012-10-10,5771.723,5778.158,5778.249,5785.884,5785.825,5785.821,5786.875
2012-10-11,5778.21,5778.2607,5785.755,5785.865,5785.8203,5786.8555,5787.0474
2012-10-12,5778.2646,5785.875,5785.8013,5785.7764,5786.8633,5787.0435,5787.1323
2012-10-14,5785.7773,5785.8325,5785.8516,5786.883,5787.0366,5787.1597,5789.8867
2012-10-15,5785.8154,5785.83,5786.863,5787.0347,5787.1636,5789.887,5790.0713
2012-10-16,5785.8267,5786.8486,5787.0205,5787.158,5789.8022,5790.0513,5789.911
2012-10-17,5786.9165,5787.0684,5787.167,5789.9136,5790.0674,5789.952,5790.0586
2012-10-18,5787.0405,5787.193,5789.912,5790.034,5789.833,5790.0566,5790.7383
2012-10-19,5787.158,5789.891,5790.101,5789.877,5790.0454,5790.739,5790.6953
2012-10-21,5789.8384,5790.0146,5789.836,5790.034,5790.781,5790.784,5790.8433
2012-10-22,5790.086,5789.8735,5790.047,5790.813,5790.825,5790.8335,5790.803
2012-10-23,5789.815,5790.0435,5790.713,5790.7905,5790.8364,5790.72,5790.06
2012-10-24,5790.0674,5790.8354,5790.827,5790.814,5790.754,5790.072,5790.089
2012-10-25,5790.7646,5790.751,5790.868,5790.7954,5790.0635,5790.0596,5790.0566
2012-10-26,5790.7393,5790.7993,5790.7524,5790.0986,5790.073,5790.0625,5790.06
2012-10-28,5790.8584,5790.6646,5790.0225,5790.0576,5790.0654,5790.0923,5790.09
2012-10-29,5790.768,5790.0522,5790.1157,5790.0757,5790.0576,5790.0596,5790.0566
2012-10-30,5790.051,5790.058,5790.0444,5790.0625,5790.04,5790.0625,5787.122
2012-10-31,5790.062,5790.0293,5790.0586,5790.0796,5790.0786,5787.178,5790.093
2012-11-01,5790.095,5790.061,5790.1084,5790.072,5787.12,5790.0728,5790.0815
2012-11-02,5790.099,5790.0527,5790.0205,5787.129,5790.0938,5790.061,5790.031
2012-11-04,5790.06,5790.081,5787.1562,5790.0596,5790.0645,5790.065,5790.123
2012-11-05,5790.089,5787.1973,5790.0815,5790.067,5790.034,5790.0845,5790.0195
2012-11-06,5787.182,5790.0376,5790.038,5790.0615,5790.0693,5790.0947,5790.0996
2012-11-07,5790.0205,5790.094,5790.052,5790.0938,5790.0654,5790.043,5790.083
2012-11-08,5790.0435,5790.0776,5790.077,5790.0894,5790.033,5790.0605,5790.03
2012-11-09,5790.0083,5790.051,5790.0835,5790.0117,5790.069,5790.0586,5790.126
2012-11-11,5790.115,5790.0654,5790.053,5790.088,5790.0654,5790.0503,5790.0176
2012-11-12,5790.0464,5790.0757,5790.089,5790.0625,5790.033,5790.0728,5786.9175
2012-11-13,5790.1,5790.113,5790.0854,5790.0645,5790.07,5786.819,5781.4595
2012-11-14,5790.05,5790.113,5790.0527,5790.071,5786.886,5781.3516,5781.372
2012-11-15,5790.0415,5790.0513,5790.09,5786.8213,5781.3955,5781.392,5779.336
2012-11-16,5790.068,5790.021,5786.8867,5781.3364,5781.3926,5779.302,5775.204
2012-11-18,5790.065,5786.8706,5781.402,5781.3457,5779.322,5775.1787,5779.328
2012-11-19,5786.8022,5781.336,5781.3623,5779.2676,5775.324,5779.2056,5779.309
2012-11-20,5781.21,5781.3906,5779.308,5775.3047,5779.3696,5779.343,5775.337
2012-11-21,5781.345,5779.2935,5775.296,5779.207,5779.3,5775.3027,5781.438
2012-11-22,5779.3354,5775.258,5779.3154,5779.3257,5775.208,5781.3384,5781.382
2012-11-23,5775.3105,5779.268,5779.33,5775.3306,5781.4146,5781.353,5781.3438
2012-11-25,5779.24,5779.288,5775.251,5781.451,5781.395,5781.365,5781.348
2012-11-26,5779.322,5775.3027,5781.3105,5781.3447,5781.408,5781.3755,5781.3438
2012-11-27,5775.2915,5781.517,5781.3604,5781.3677,5781.3477,5781.3486,5775.2256
2012-11-28,5781.4043,5781.333,5781.343,5781.4067,5781.3555,5775.198,5781.3057
2012-11-29,5781.367,5781.332,5781.3604,5781.3584,5775.3066,5781.367,5781.3354
2012-11-30,5781.3535,5781.366,5781.343,5775.3276,5781.3174,5781.312,5781.3657
2012-12-02,5781.3506,5781.3784,5775.311,5781.4707,5781.3423,5781.375,5785.093
2012-12-03,5781.3833,5775.23,5781.348,5781.347,5781.3394,5785.0776,5785.081
2012-12-04,5775.333,5781.271,5781.3794,5781.378,5785.0317,5785.0513,5785.0767
2012-12-05,5781.4697,5781.343,5781.3574,5785.0117,5785.0757,5785.0586,5792.6377
2012-12-06,5781.389,5781.347,5785.1226,5785.0645,5785.0723,5792.3804,5792.6353
2012-12-07,5781.3716,5785.052,5785.072,5785.06,5792.5566,5792.6343,5792.601
2012-12-09,5784.9844,5785.038,5785.063,5792.569,5792.6675,5792.639,5792.633
2012-12-10,5784.98,5785.0596,5792.6514,5792.6797,5792.6924,5792.6504,5792.6313
2012-12-11,5785.047,5792.388,5792.6353,5792.661,5792.6533,5792.654,5792.448
2012-12-12,5792.4385,5792.6504,5792.6553,5792.6035,5792.635,5792.3984,5792.6045
2012-12-13,5792.6304,5792.5854,5792.6353,5792.707,5792.4263,5792.6484,5792.661
2012-12-14,5792.649,5792.624,5792.6553,5792.465,5792.6367,5792.654,5792.6733
2012-12-16,5792.706,5792.627,5792.4272,5792.6045,5792.6914,5792.682,5792.6147
2012-12-17,5792.6025,5792.4624,5792.6055,5792.709,5792.6533,5792.656,5804.6636
2012-12-18,5792.48,5792.6724,5792.6304,5792.593,5792.659,5804.231,5805.8833
2012-12-19,5792.638,5792.618,5792.684,5792.6826,5804.573,5805.9204,5809.05
2012-12-20,5792.6777,5792.6533,5792.658,5804.8115,5805.855,5809.1333,5821.121
