,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP
2012-12-21,5792.674,5792.6533,5804.1704,5805.945,5809.0654,5820.7744,5853.429
2012-12-23,5792.638,5804.4126,5805.902,5809.071,5821.046,5853.26,5878.0728
2012-12-24,5804.5776,5805.878,5809.162,5821.008,5853.3677,5878.231,5877.765
2012-12-26,5805.8853,5809.1465,5820.808,5853.4653,5878.218,5877.8,5877.7104
2012-12-27,5809.09,5821.3896,5853.428,5878.182,5877.739,5877.7236,5880.4233
2012-12-28,5821.0566,5853.9653,5878.0244,5877.758,5877.7554,5880.473,5889.258
2012-12-30,5853.4214,5878.107,5877.765,5877.7383,5880.4473,5889.493,5893.58
2012-12-31,5878.0947,5877.772,5877.7397,5880.449,5889.2495,5893.572,5893.5938
2013-01-02,5877.771,5877.7603,5880.4746,5889.444,5893.59,5893.62,5899.879
2013-01-03,5877.776,5880.4683,5889.5225,5893.5645,5893.6064,5899.7964,5900.947
2013-01-04,5880.467,5889.376,5893.5776,5893.58,5899.8716,5900.975,5907.1387
2013-01-06,5889.086,5893.5815,5893.5854,5899.8647,5901.0225,5907.0454,5908.1196
2013-01-07,5893.5576,5893.6157,5899.868,5900.966,5907.182,5908.1333,5911.0605
2013-01-08,5893.6035,5899.8735,5900.952,5907.096,5908.1484,5911.073,5911.064
2013-01-09,5899.8223,5900.9893,5907.122,5908.1753,5911.094,5911.0723,5913.212
2013-01-10,5900.9717,5907.071,5908.1353,5911.0635,5911.0825,5913.1406,5914.7393
2013-01-11,5907.24,5908.1353,5911.0977,5911.0625,5913.22,5914.7407,5925.0127
2013-01-13,5908.123,5911.073,5911.051,5913.2305,5914.792,5925.19,5927.731
2013-01-14,5911.0947,5911.0684,5913.2095,5914.7896,5924.9624,5927.803,5929.0186
2013-01-15,5911.046,5913.1943,5914.7065,5924.902,5927.808,5929.0005,5929.0522
2013-01-16,5913.185,5914.777,5925.0347,5927.7734,5929.0166,5929.004,5929.152
2013-01-17,5914.6943,5925.126,5927.753,5929.012,5929.0273,5929.117,5939.3438
2013-01-18,5925.0713,5927.746,5929.029,5929.012,5929.095,5939.248,5942.445
2013-01-20,5927.751,5929.0063,5929.0464,5929.098,5939.3115,5942.399,5952.9517
2013-01-21,5928.988,5929.059,5929.1045,5939.3315,5942.349,5952.842,5965.07
2013-01-22,5929.0044,5929.1304,5939.4087,5942.447,5953.312,5964.958,5965.2725
2013-01-23,5929.119,5939.3584,5942.4067,5953.0117,5965.214,5965.245,5975.2627
2013-01-24,5939.3,5942.3945,5952.701,5964.974,5965.239,5975.1274,5990.3906
2013-01-25,5942.4297,5953.107,5965.0205,5965.206,5975.0176,5990.22,6003.3564
2013-01-27,5952.8335,5965.0566,5965.254,5975.368,5990.1597,6003.4204,6023.759
2013-01-28,5965.099,5965.269,5975.326,5990.4775,6003.3994,6023.855,6024.467
2013-01-29,5965.199,5975.26,5990.464,6003.426,6023.776,6024.4497,6024.4487
2013-01-30,5975.525,5990.4443,6003.4355,6023.8403,6024.4316,6024.4287,6032.965
2013-01-31,5990.425,6003.4507,6023.879,6024.422,6024.4253,6033.4717,6050.467
2013-02-01,6003.4497,6023.886,6024.458,6024.4224,6033.2617,6050.7197,6063.602
2013-02-03,6023.939,6024.447,6024.4365,6033.3667,6050.798,6063.741,6067.7275
2013-02-04,6024.455,6024.417,6033.4375,6050.783,6063.676,6067.7188,6068.762
2013-02-05,6024.43,6033.201,6050.903,6063.686,6067.6514,6068.7666,6068.726
2013-02-06,6033.546,6050.842,6063.749,6067.7666,6068.779,6068.7144,6073.16
2013-02-07,6050.801,6063.715,6067.8154,6068.738,6068.74,6073.1587,6077.685
2013-02-08,6063.7764,6067.673,6068.733,6068.734,6073.1904,6077.752,6087.1523
2013-02-10,6067.803,6068.7134,6068.7437,6073.1665,6077.875,6087.1562,6113.6655
2013-02-11,6068.7446,6068.7847,6073.252,6077.7554,6086.7803,6113.692,6137.7017
2013-02-12,6068.7417,6073.1543,6077.7544,6087.4043,6113.379,6137.746,6139.6196
2013-02-13,6073.1104,6077.7285,6087.069,6114.241,6137.6763,6139.6807,6147.433
2013-02-14,6077.698,6087.2974,6113.933,6137.892,6139.6504,6147.5107,6161.3623
2013-02-15,6087.5674,6113.971,6137.8174,6139.6694,6147.44,6161.4844,6183.7876
2013-02-17,6114.407,6137.7314,6139.695,6147.298,6161.3965,6183.9717,6210.142
2013-02-18,6138.0913,6139.624,6147.227,6161.43,6183.861,6210.383,6229.526
2013-02-19,6139.6064,6147.536,6161.3555,6184.138,6210.2515,6229.629,6234.822
2013-02-20,6147.731,6161.3486,6184.0547,6210.582,6229.6553,6234.7866,6235.505
2013-02-21,6161.625,6183.9385,6210.647,6229.809,6234.7075,6235.48,6239.3276
2013-02-22,6184.332,6210.442,6229.6655,6234.712,6235.4863,6239.3174,6240.138
2013-02-24,6210.7764,6229.581,6234.7305,6235.5283,6239.2603,6240.1533,6246.957
2013-02-25,6229.673,6234.7793,6235.486,6239.269,6240.1685,6246.872,6251.913
2013-02-26,6234.744,6235.489,6239.2725,6240.1836,6246.6895,6251.9507,6251.8296
2013-02-27,6235.4746,6239.3125,6240.157,6246.849,6251.9653,6251.8364,6254.136
2013-02-28,6239.289,6240.1797,6246.8486,6251.818,6251.84,6254.093,6257.1323
2013-03-01,6240.1406,6246.7065,6251.9634,6251.8433,6254.129,6257.2114,6264.8823
2013-03-03,6246.9155,6251.932,6251.8296,6254.089,6257.1685,6264.3496,6274.794
2013-03-04,6251.9175,6251.8228,6254.122,6257.1704,6264.571,6274.771,6282.232
2013-03-05,6251.876,6254.1196,6257.1875,6264.946,6274.7656,6282.2485,6281.913
2013-03-06,6254.11,6257.126,6264.6777,6274.7993,6282.2427,6281.9146,6288.69
2013-03-07,6257.188,6264.9043,6274.7397,6282.145,6281.882,6288.6387,6290.969
2013-03-08,6264.5796,6274.8076,6282.2485,6281.875,6288.6255,6290.975,6292.426
2013-03-10,6274.8066,6282.163,6281.8804,6288.6484,6290.942,6292.4375,6293.074
2013-03-11,6282.2104,6281.9316,6288.6626,6290.9727,6292.4214,6293.075,6301.553
2013-03-12,6281.9106,6288.6377,6290.93,6292.4233,6293.0854,6301.4014,6301.7925
2013-03-13,6288.661,6290.952,6292.4414,6293.069,6301.5947,6301.83,6307.1953
2013-03-14,6290.9814,6292.4404,6293.069,6301.661,6301.812,6307.1284,6316.669
2013-03-15,6292.4253,6293.0806,6301.4727,6301.8125,6307.246,6316.546,6323.0947
2013-03-17,6293.122,6301.46,6301.808,6307.1514,6315.907,6323.058,6324.3516
2013-03-18,6301.5396,6301.8667,6307.293,6316.6,6323.055,6324.326,6324.972
2013-03-19,6301.8657,6307.205,6316.401,6323.1094,6324.3867,6324.955,6324.984
2013-03-20,6307.299,6316.443,6323.0645,6324.334,6325.0,6324.922,6331.7715
2013-03-21,6316.3145,6323.146,6324.362,6324.9917,6324.9673,6331.7754,6334.134
2013-03-22,6323.0176,6324.3223,6325.0107,6324.9756,6331.8184,6334.114,6334.109
2013-03-24,6324.344,6324.9785,6325.0063,6331.7085,6334.108,6334.108,6335.8193
2013-03-25,6325.0205,6325.0103,6331.8813,6334.112,6334.0947,6335.836,6335.812
2013-03-26,6324.9717,6331.7974,6334.0654,6334.104,6335.829,6335.834,6335.8604
2013-03-27,6331.7334,6334.088,6334.0864,6335.813,6335.8545,6335.851,6339.695
2013-03-28,6334.119,6334.1274,6335.8276,6335.846,6335.858,6339.6562,6339.699
2013-03-31,6334.0977,6335.8574,6335.8184,6335.8306,6339.662,6339.7056,6339.7393
2013-04-01,6335.8433,6335.836,6335.811,6339.557,6339.7974,6339.708,6339.6875
2013-04-02,6335.849,6335.8223,6339.643,6339.714,6339.722,6339.652,6339.6533
2013-04-03,6335.8574,6339.661,6339.6904,6339.7275,6339.6724,6339.627,6339.6562
2013-04-04,6339.692,6339.73,6339.735,6339.6924,6339.6255,6339.6646,6339.6865
2013-04-05,6339.7046,6339.7236,6339.672,6339.647,6339.6743,6339.6646,6339.6523
2013-04-07,6339.735,6339.667,6339.6606,6339.654,6339.6807,6339.6646,6339.7134
2013-04-08,6339.624,6339.6533,6339.641,6339.671,6339.659,6339.6978,6339.707
2013-04-09,6339.6416,6339.6416,6339.696,6339.6714,6339.8037,6339.7007,6339.6523
2013-04-10,6339.6846,6339.649,6339.639,6339.6914,6339.7197,6339.6143,6337.8467
2013-04-11,6339.665,6339.6455,6339.7188,6339.717,6339.693,6337.8477,6337.857
2013-04-12,6339.7046,6339.705,6339.6733,6339.67,6337.807,6337.8354,6337.834
2013-04-14,6339.7036,6339.7095,6339.68,6337.829,6337.8545,6337.828,6335.8545
2013-04-15,6339.7065,6339.6753,6337.879,6337.8438,6337.8647,6335.8335,6325.3257
2013-04-16,6339.6763,6337.825,6337.853,6337.843,6335.8623,6325.375,6325.0117
2013-04-17,6337.8735,6337.8413,6337.8438,6335.8203,6325.5176,6324.983,6323.6616
2013-04-18,6337.8184,6337.7974,6335.8433,6325.3774,6325.0186,6323.71,6323.702
2013-04-19,6337.8076,6335.8574,6325.1978,6324.9805,6323.716,6323.679,6323.743
2013-04-21,6335.854,6325.1914,6325.02,6323.6934,6323.6816,6323.7056,6323.6914
2013-04-22,6325.334,6324.98,6323.681,6323.713,6323.71,6323.641,6323.6855
2013-04-23,6324.978,6323.695,6323.716,6323.708,6323.7056,6323.6963,6317.219
2013-04-24,6323.6816,6323.706,6323.712,6323.7476,6323.711,6317.3296,6317.313
2013-04-25,6323.67,6323.721,6323.678,6323.75,6317.232,6317.311,6323.7754
2013-04-26,6323.726,6323.696,6323.716,6317.3237,6317.334,6323.757,6323.6973
2013-04-28,6323.738,6323.6694,6317.2686,6317.3354,6323.751,6323.706,6323.696
2013-04-29,6323.6807,6317.2305,6317.3296,6323.7715,6323.7295,6323.704,6323.7075
2013-04-30,6317.196,6317.3574,6323.7837,6323.7207,6323.7017,6323.6826,6317.278
2013-05-01,6317.3076,6323.784,6323.704,6323.725,6323.723,6317.293,6315.6284
2013-05-02,6323.8125,6323.7197,6323.7124,6323.694,6317.201,6315.6963,6317.3345
2013-05-03,6323.72,6323.7275,6323.6997,6317.206,6315.6123,6317.2134,6317.33
2013-05-05,6323.715,6323.68,6317.1885,6315.6177,6317.328,6317.381,6317.319
2013-05-06,6323.669,6317.26,6315.743,6317.322,6317.3345,6317.4146,6317.3223
2013-05-07,6317.125,6315.658,6317.346,6317.3,6317.2866,6317.228,6315.6045
2013-05-08,6315.745,6317.287,6317.3174,6317.3467,6317.288,6315.6704,6317.2944
2013-05-09,6317.283,6317.3027,6317.295,6317.3506,6315.6436,6317.2974,6323.7124
2013-05-10,6317.332,6317.305,6317.344,6315.671,6317.3345,6323.884,6323.6997
2013-05-12,6317.3193,6317.2686,6315.632,6317.319,6323.7417,6323.6533,6323.655
2013-05-13,6317.3086,6315.673,6317.35,6323.7,6323.7295,6323.707,6334.829
2013-05-14,6315.67,6317.287,6323.729,6323.7065,6323.7407,6335.71,6337.8574
2013-05-15,6317.284,6323.742,6323.6597,6323.7134,6335.2354,6337.8525,6348.497
2013-05-16,6323.876,6323.713,6323.763,6335.395,6337.784,6348.5186,6359.9604
2013-05-17,6323.732,6323.6997,6335.409,6337.821,6348.592,6359.9043,6381.7026
2013-05-19,6323.741,6335.4478,6337.859,6348.4043,6359.836,6381.735,6391.5684
2013-05-20,6335.6167,6337.819,6348.58,6359.513,6381.6875,6391.637,6398.9834
2013-05-21,6337.8364,6348.6104,6360.2056,6381.5825,6391.584,6398.9785,6399.002
2013-05-22,6348.358,6359.986,6381.6606,6391.4385,6398.9653,6398.885,6398.9727
2013-05-23,6359.5386,6381.549,6391.5527,6398.922,6399.016,6398.883,6404.7207
2013-05-24,6381.6655,6391.3696,6398.9917,6398.9463,6398.9985,6404.6787,6405.925
2013-05-26,6391.671,6398.962,6398.9624,6398.987,6404.6787,6405.9785,6406.5234
2013-05-27,6398.9023,6398.9526,6398.931,6404.659,6405.945,6406.484,6417.499
2013-05-28,6399.0156,6398.9824,6404.6357,6405.9434,6406.486,6417.8784,6430.081
2013-05-29,6398.965,6404.6475,6405.9717,6406.462,6417.417,6430.427,6460.7344
2013-05-30,6404.671,6405.9434,6406.4536,6417.899,6429.961,6460.8716,6489.0073
2013-05-31,6405.8906,6406.4683,6417.797,6430.4106,6460.539,6489.022,6512.7515
2013-06-02,6406.51,6417.9307,6430.3394,6460.785,6488.7646,6512.7754,6521.7217
2013-06-03,6417.301,6430.473,6460.9165,6488.8916,6512.6714,6521.75,6527.1177
2013-06-04,6429.8633,6460.9097,6489.1406,6512.8076,6521.646,6527.001,6526.9937
2013-06-05,6460.605,6489.0566,6512.855,6521.7856,6526.9873,6527.0347,6527.0063
2013-06-06,6488.9463,6512.806,6521.8145,6527.068,6527.024,6527.017,6526.998
2013-06-07,6512.834,6521.778,6526.9873,6527.0117,6527.032,6526.9795,6527.0083
2013-06-09,6521.8027,6527.0728,6526.9927,6527.038,6526.99,6526.998,6526.9873
2013-06-10,6527.08,6526.9717,6527.033,6526.9956,6526.981,6527.0366,6527.002
2013-06-11,6527.008,6527.0015,6526.959,6527.04,6527.024,6527.018,6527.012
2013-06-12,6527.007,6527.0186,6527.043,6527.005,6527.033,6526.9775,6527.015
2013-06-13,6527.02,6527.0107,6526.977,6526.9717,6526.9883,6526.996,6526.9697
2013-06-14,6527.0083,6527.006,6526.9907,6527.013,6526.9785,6527.0386,6526.9604
2013-06-16,6527.009,6527.0083,6527.036,6527.0034,6527.024,6527.018,6517.3516
2013-06-17,6527.0483,6527.021,6526.954,6527.04,6527.035,6517.109,6489.7314
2013-06-18,6526.9805,6526.999,6527.0454,6527.0205,6517.2686,6489.5347,6451.674
2013-06-19,6527.004,6527.051,6526.974,6517.137,6489.738,6451.519,6426.7534
2013-06-20,6527.0005,6526.981,6517.16,6489.599,6451.755,6426.6143,6397.998
2013-06-21,6527.0063,6517.4097,6489.5527,6451.6113,6426.7163,6397.8716,6368.5635
2013-06-23,6517.4663,6489.7866,6451.5107,6426.722,6398.0293,6368.5117,6351.8726
2013-06-24,6489.945,6451.7275,6426.5938,6397.9897,6368.638,6351.873,6344.456
2013-06-25,6451.9736,6426.8057,6397.8413,6368.571,6351.8486,6344.4507,6335.4575
2013-06-26,6426.938,6398.0493,6368.4766,6351.87,6344.443,6335.449,6330.318
2013-06-27,6398.252,6368.6147,6351.835,6344.487,6335.466,6330.306,6316.0806
2013-06-28,6368.7544,6351.8037,6344.5396,6335.501,6330.3354,6316.0605,6304.206
2013-06-30,6351.987,6344.5186,6335.5327,6330.365,6316.1006,6304.179,6304.471
2013-07-01,6344.5923,6335.527,6330.386,6316.111,6304.169,6304.521,6304.522
2013-07-02,6335.4976,6330.3887,6316.108,6304.1675,6304.506,6304.5044,6299.499
2013-07-03,6330.371,6316.13,6304.244,6304.5044,6304.5117,6299.4634,6303.888
2013-07-04,6316.1562,6304.1543,6304.516,6304.511,6299.436,6303.856,6306.4565
2013-07-05,6304.2197,6304.528,6304.516,6299.4297,6303.82,6306.4575,6306.4565
2013-07-07,6304.5044,6304.507,6299.3926,6303.817,6306.461,6306.4556,6306.4307
2013-07-08,6304.5005,6299.443,6303.7856,6306.4585,6306.4497,6306.44,6306.4565
2013-07-09,6299.5283,6303.8306,6306.4307,6306.4326,6306.4653,6306.4434,6304.5156
2013-07-10,6303.905,6306.443,6306.438,6306.4585,6306.433,6304.5513,6306.4834
2013-07-11,6306.437,6306.481,6306.4663,6306.463,6304.4946,6306.4453,6306.4473
2013-07-12,6306.4287,6306.4834,6306.416,6304.494,6306.468,6306.4717,6306.4062
2013-07-14,6306.438,6306.452,6304.513,6306.468,6306.436,6306.4575,6306.4307
2013-07-15,6306.4614,6304.5415,6306.428,6306.455,6306.4497,6306.4287,6306.432
2013-07-16,6304.4707,6306.4688,6306.467,6306.4517,6306.4634,6306.4424,6304.5435
2013-07-17,6306.4297,6306.4644,6306.473,6306.452,6306.4375,6304.5366,6306.4346
2013-07-18,6306.4517,6306.4375,6306.4414,6306.45,6304.4775,6306.458,6306.4614
2013-07-19,6306.4487,6306.448,6306.4336,6304.514,6306.4526,6306.4536,6313.795
2013-07-21,6306.43,6306.447,6304.4985,6306.44,6306.458,6314.0107,6315.7583
2013-07-22,6306.454,6304.4937,6306.4546,6306.449,6313.881,6315.8022,6323.464
2013-07-23,6304.5356,6306.4756,6306.4175,6313.888,6315.7505,6323.712,6332.4243
2013-07-24,6306.472,6306.4595,6314.105,6315.7173,6323.51,6332.6997,6347.4375
2013-07-25,6306.4565,6313.705,6315.755,6323.7495,6332.4336,6347.751,6358.6343
2013-07-26,6313.7847,6315.7656,6323.7686,6332.668,6347.39,6358.756,6367.634
2013-07-28,6315.7427,6323.5957,6332.7197,6347.614,6358.5474,6367.7915,6382.4824
2013-07-29,6323.876,6332.549,6347.719,6358.5474,6367.519,6382.467,6402.804
2013-07-30,6332.795,6347.5493,6358.6836,6367.5273,6382.32,6402.88,6411.4937
2013-07-31,6347.524,6358.5156,6367.6895,6382.344,6402.591,6411.607,6434.087
2013-08-01,6358.474,6367.524,6382.5444,6402.63,6411.2563,6434.281,6463.959
2013-08-02,6367.467,6382.38,6402.876,6411.3027,6433.802,6464.068,6484.616
2013-08-04,6382.3027,6402.7153,6411.5684,6433.863,6463.6284,6484.797,6506.727
2013-08-05,6402.6157,6411.408,6434.1704,6463.7046,6484.409,6506.696,6508.9565
2013-08-06,6411.302,6434.0107,6464.05,6484.491,6506.737,6508.9624,6508.9775
2013-08-07,6433.8833,6463.8906,6484.7144,6506.6963,6508.938,6508.9746,6514.669
2013-08-08,6463.745,6484.557,6506.685,6509.039,6508.97,6514.62,6524.397
2013-08-09,6484.546,6506.6704,6508.9644,6508.959,6514.6914,6524.379,6525.484
2013-08-11,6506.762,6508.964,6509.0103,6514.785,6524.3877,6525.503,6525.5176
2013-08-12,6508.935,6509.009,6514.6216,6524.3076,6525.5127,6525.529,6525.516
2013-08-13,6508.9746,6514.618,6524.3677,6525.5073,6525.514,6525.5146,6525.5176
2013-08-14,6514.691,6524.355,6525.523,6525.5176,6525.521,6525.474,6525.5283
2013-08-15,6524.3926,6525.5317,6525.521,6525.494,6525.495,6525.5225,6525.5117
2013-08-16,6525.4785,6525.5127,6525.5117,6525.4927,6525.5415,6525.5312,6525.5195
2013-08-18,6525.525,6525.5186,6525.522,6525.4946,6525.523,6525.5303,6525.4966
2013-08-19,6525.5,6525.5205,6525.5117,6525.485,6525.5205,6525.4927,6525.511
2013-08-20,6525.5,6525.519,6525.522,6525.5215,6525.5093,6525.541,6525.495
2013-08-21,6525.499,6525.506,6525.511,6525.5103,6525.522,6525.507,6525.5244
2013-08-22,6525.5176,6525.516,6525.522,6525.525,6525.4937,6525.4995,6524.67
2013-08-23,6525.527,6525.513,6525.511,6525.4893,6525.4897,6524.679,6517.802
2013-08-25,6525.521,6525.4883,6525.522,6525.5107,6524.6826,6517.8237,6510.141
2013-08-26,6525.5015,6525.4844,6525.511,6524.6987,6517.792,6510.048,6502.499
2013-08-27,6525.5186,6525.5347,6524.69,6517.864,6510.1465,6502.537,6494.1724
2013-08-28,6525.519,6524.6885,6517.7485,6510.3105,6502.4395,6494.029,6501.257
2013-08-29,6524.667,6517.8438,6510.0776,6502.4883,6494.418,6501.1353,6494.0347
2013-08-30,6517.92,6510.3335,6502.5073,6494.1562,6501.523,6493.891,6480.999
2013-09-01,6510.417,6502.487,6493.8335,6501.227,6494.279,6481.054,6479.0264
2013-09-02,6502.524,6494.13,6500.937,6494.0176,6481.2085,6479.005,6478.9907
2013-09-03,6493.9956,6501.22,6493.696,6481.004,6478.971,6479.0386,6473.5786
2013-09-04,6501.0684,6493.9873,6480.863,6478.9663,6478.9717,6473.523,6479.0796
2013-09-05,6493.8564,6480.94,6478.9595,6478.9663,6473.5825,6479.02,6478.909
2013-09-06,6481.0723,6478.927,6478.987,6473.622,6479.106,6478.9854,6478.9653
2013-09-08,6478.9595,6478.9463,6473.5737,6479.045,6478.98,6478.9575,6478.9487
2013-09-09,6478.942,6473.5786,6479.069,6479.014,6478.953,6478.989,6478.97
2013-09-10,6473.6035,6479.015,6478.9976,6478.9634,6478.991,6478.987,6473.5103
2013-09-11,6479.078,6478.972,6478.952,6478.969,6478.9707,6473.659,6478.9375
2013-09-12,6478.9966,6478.923,6478.942,6478.9844,6473.486,6478.998,6478.992
2013-09-13,6478.9746,6478.951,6478.99,6473.5757,6479.0127,6479.0054,6478.989
2013-09-15,6478.9873,6478.964,6473.51,6478.895,6478.99,6478.9565,6478.959
2013-09-16,6478.9688,6473.6343,6478.9233,6478.98,6478.945,6478.947,6478.993
2013-09-17,6473.5024,6478.963,6478.9736,6478.954,6478.966,6478.9976,6473.5635
2013-09-18,6478.9707,6478.9346,6478.9746,6478.986,6479.0117,6473.478,6479.031
2013-09-19,6478.9683,6478.9614,6478.9473,6478.986,6473.7144,6478.932,6479.0005
2013-09-20,6478.979,6479.0107,6478.9727,6473.573,6479.0005,6478.998,6478.999
2013-09-22,6478.9814,6478.9585,6473.673,6478.898,6478.961,6479.0127,6479.0005
2013-09-23,6478.97,6473.675,6478.9214,6478.9814,6478.9697,6478.9595,6478.9766
2013-09-24,6473.4795,6478.925,6478.977,6478.9717,6478.9375,6478.984,6478.9814
2013-09-25,6478.9365,6479.0195,6478.95,6478.9683,6478.973,6478.9717,6478.9795
2013-09-26,6478.984,6478.938,6478.9575,6478.991,6478.9697,6478.9834,6478.9976
2013-09-27,6478.97,6478.9556,6478.951,6479.0005,6478.9487,6478.997,6478.938
2013-09-29,6478.957,6479.0093,6478.95,6478.987,6478.9414,6478.9653,6478.97
2013-09-30,6478.9717,6478.9116,6478.966,6478.9785,6478.9736,6478.9395,6478.955
2013-10-01,6478.965,6479.0195,6478.9307,6478.935,6478.983,6478.984,6478.938
2013-10-02,6478.939,6478.936,6479.004,6479.001,6478.965,6478.984,6478.98
2013-10-03,6478.967,6478.9546,6478.968,6478.951,6478.9717,6478.9814,6479.0024
2013-10-04,6478.984,6479.0103,6478.956,6478.975,6478.9697,6479.0117,6478.9214
2013-10-06,6478.9385,6478.91,6478.9736,6478.9717,6478.983,6478.969,6478.936
2013-10-07,6479.017,6479.022,6479.0005,6478.9727,6478.9614,6478.959,6478.964
2013-10-08,6478.9844,6478.936,6478.995,6478.9575,6478.991,6478.934,6479.037
2013-10-09,6479.0005,6478.9546,6478.994,6478.9517,6478.9634,6478.959,6478.997
2013-10-10,6478.9595,6479.0117,6478.9624,6478.9727,6478.9697,6478.962,6478.9937
2013-10-11,6478.939,6478.909,6478.957,6478.951,6478.9614,6478.989,6487.9688
2013-10-13,6478.9844,6479.0234,6478.9614,6478.9795,6478.959,6488.037,6499.3193
2013-10-14,6478.9976,6478.9355,6478.9956,6478.9907,6487.8984,6498.7515,6512.4585
2013-10-15,6479.0234,6478.9546,6478.9688,6488.0034,6499.5596,6511.968,6502.4824
2013-10-16,6478.9663,6479.0127,6488.0483,6499.0444,6512.6523,6501.934,6512.4873
2013-10-17,6478.9746,6487.952,6498.854,6512.2305,6502.707,6511.991,6517.682
2013-10-18,6487.7397,6499.3315,6512.081,6502.2207,6512.683,6517.655,6517.645
2013-10-20,6500.0586,6512.506,6502.0415,6512.255,6517.637,6517.627,6517.6333
2013-10-21,6513.1475,6502.505,6512.103,6517.6904,6517.6416,6517.6665,6517.657
2013-10-22,6503.2036,6512.5327,6517.6226,6517.5938,6517.6753,6517.662,6505.6226
2013-10-23,6513.1763,6517.6406,6517.6475,6517.6196,6517.6055,6505.4614,6515.72
2013-10-24,6517.5586,6517.6616,6517.6367,6517.672,6505.793,6515.5938,6517.6797
2013-10-25,6517.667,6517.6226,6517.66,6505.7354,6515.903,6517.6685,6517.6367
2013-10-27,6517.609,6517.626,6505.573,6515.8535,6517.67,6517.616,6517.672
2013-10-28,6517.5967,6505.9746,6515.71,6517.6724,6517.65,6517.646,6517.626
2013-10-29,6505.9204,6516.1206,6517.6147,6517.694,6517.6436,6517.645,6505.5317
2013-10-30,6516.029,6517.621,6517.6504,6517.6406,6517.651,6505.424,6515.7246
2013-10-31,6517.6885,6517.6304,6517.6455,6517.672,6505.744,6515.6035,6517.6265
2013-11-01,6517.629,6517.6484,6517.6514,6505.3276,6515.9136,6517.6294,6517.659
2013-11-03,6517.6167,6517.679,6505.536,6515.499,6517.6567,6517.6304,6517.619
2013-11-04,6517.6763,6505.578,6515.7188,6517.644,6517.65,6517.6797,6517.623
2013-11-05,6505.556,6515.769,6517.6304,6517.6323,6517.614,6517.6445,6517.659
2013-11-06,6515.687,6517.653,6517.621,6517.6587,6517.654,6517.6777,6521.541
2013-11-07,6517.6475,6517.624,6517.6206,6517.644,6517.65,6521.581,6533.9844
2013-11-08,6517.637,6517.635,6517.6196,6517.633,6521.5156,6533.908,6550.2847
2013-11-10,6517.661,6517.6772,6517.649,6521.5566,6533.7812,6550.2524,6582.322
2013-11-11,6517.6475,6517.642,6521.525,6533.721,6550.057,6582.302,6611.816
2013-11-12,6517.637,6521.613,6533.6064,6550.005,6582.064,6611.666,6623.6973
2013-11-13,6521.575,6533.284,6550.2036,6582.0234,6611.5376,6623.816,6645.9355
2013-11-14,6533.1357,6549.8877,6582.1465,6611.505,6623.6445,6645.875,6653.5938
2013-11-15,6549.993,6581.8716,6611.5806,6623.614,6645.837,6653.5776,6661.2285
2013-11-17,6581.8223,6611.508,6623.6763,6645.811,6653.5674,6661.296,6669.2114
2013-11-18,6611.3623,6623.582,6645.847,6653.5728,6661.204,6669.418,6677.737
2013-11-19,6623.6343,6645.7275,6653.5654,6661.1807,6669.0728,6677.667,6677.719
2013-11-20,6645.6943,6653.505,6661.1963,6669.549,6677.708,6677.7275,6678.6113
2013-11-21,6653.5806,6661.2866,6669.059,6677.699,6677.7246,6678.605,6678.5977
2013-11-22,6661.2163,6669.126,6677.687,6677.7617,6678.5977,6678.576,6678.591
2013-11-24,6669.2573,6677.7715,6677.7534,6678.596,6678.608,6678.579,6678.617
2013-11-25,6677.7065,6677.7583,6678.596,6678.599,6678.599,6678.6055,6678.5874
2013-11-26,6677.761,6678.6245,6678.5854,6678.57,6678.607,6678.5757,6678.591
2013-11-27,6678.5884,6678.551,6678.5806,6678.6064,6678.5615,6678.578,6678.6187
2013-11-28,6678.5996,6678.6357,6678.574,6678.596,6678.6084,6678.6074,6678.5874
2013-11-29,6678.5996,6678.57,6678.5884,6678.6226,6678.5874,6678.5757,6678.59
2013-12-01,6678.575,6678.583,6678.581,6678.601,6678.5913,6678.578,6678.6196
2013-12-02,6678.57,6678.629,6678.585,6678.596,6678.562,6678.6084,6677.772
2013-12-03,6678.6387,6678.547,6678.6245,6678.613,6678.6104,6677.7817,6673.4126
2013-12-04,6678.5767,6678.6396,6678.5913,6678.584,6677.7544,6673.3877,6673.3403
2013-12-05,6678.576,6678.5674,6678.6245,6677.705,6673.285,6673.343,6662.9707
2013-12-06,6678.5767,6678.583,6677.75,6673.2744,6673.3784,6662.9243,6660.9175
2013-12-08,6678.6016,6677.7134,6673.3594,6673.352,6662.8237,6660.901,6655.916
2013-12-09,6677.7817,6673.4155,6673.306,6662.9956,6660.8657,6655.904,6655.641
2013-12-10,6673.3984,6673.3555,6663.059,6660.8325,6655.8823,6655.6123,6646.7705
2013-12-11,6673.339,6663.1016,6660.9224,6655.831,6655.568,6646.6323,6647.014
2013-12-12,6662.985,6660.8784,6655.7964,6655.597,6646.676,6646.967,6641.884
2013-12-13,6660.9644,6655.903,6655.6646,6646.7017,6646.976,6641.825,6630.939
2013-12-15,6655.844,6655.6465,6646.795,6647.004,6641.6426,6631.278,6601.837
