,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF
2011-12-18,1.2349854,1.2355627,1.2371366,1.2350001,1.2349072,1.2343248,1.2338713
2011-12-19,1.2356803,1.2354281,1.2345195,1.2353793,1.2349676,1.2354001,1.2355938
2011-12-20,1.2356136,1.2358923,1.2340235,1.2346594,1.2342789,1.2341306,1.2340442
2011-12-21,1.2344733,1.2356737,1.2351058,1.2349236,1.2351341,1.2350024,1.2341905
2011-12-22,1.2351856,1.2357756,1.2359096,1.2346531,1.2347834,1.2345698,1.2343317
2011-12-23,1.23484,1.2337806,1.233596,1.2343594,1.2335908,1.2342578,1.2300022
2011-12-27,1.2341632,1.235388,1.2341768,1.2337159,1.2340858,1.2304711,1.2296618
2011-12-28,1.234846,1.2348698,1.234177,1.2337097,1.2315661,1.2302729,1.2298787
2011-12-29,1.2338712,1.2340827,1.2343253,1.2309479,1.2304649,1.2287129,1.228712
2011-12-30,1.2342747,1.2337897,1.2307171,1.230321,1.2288027,1.2297137,1.227163
2012-01-02,1.2338649,1.2307103,1.2303346,1.2288319,1.2295054,1.2276734,1.2274835
2012-01-03,1.2317666,1.2299591,1.229222,1.2289464,1.2280831,1.2272989,1.2267137
2012-01-04,1.2302885,1.2294166,1.2277626,1.2279493,1.227385,1.2271595,1.225706
2012-01-05,1.2296526,1.2288654,1.2279601,1.2269351,1.2270496,1.2262964,1.2250522
2012-01-06,1.2280501,1.2283368,1.2287129,1.2282953,1.2272867,1.2220647,1.2227147
2012-01-08,1.2278309,1.2288212,1.2277921,1.2257501,1.223755,1.2231483,1.2222396
2012-01-09,1.227352,1.227123,1.2268995,1.2236383,1.2217383,1.222127,1.2208232
2012-01-10,1.227206,1.2265707,1.2238693,1.2214557,1.2217451,1.2213867,1.2201295
2012-01-11,1.2259182,1.224192,1.2225661,1.2230474,1.2212315,1.220781,1.2203339
2012-01-12,1.2230284,1.2225862,1.2212583,1.2217184,1.2206318,1.2195829,1.2198731
2012-01-13,1.222199,1.2226986,1.2213129,1.22163,1.2201986,1.219776,1.2196425
2012-01-15,1.2217257,1.2214382,1.2204502,1.2209402,1.2203575,1.2199135,1.220604
2012-01-16,1.2212993,1.220503,1.2202594,1.2183168,1.2185423,1.2189504,1.2186651
2012-01-17,1.2207419,1.2204336,1.2204944,1.2173105,1.2185428,1.2188073,1.2192837
2012-01-18,1.2203882,1.219394,1.2199037,1.219698,1.2193145,1.2179313,1.2190835
2012-01-19,1.2182821,1.220335,1.2176894,1.2177206,1.2191777,1.2177527,1.2174886
2012-01-20,1.2200364,1.2186152,1.2200879,1.2180597,1.2171818,1.2156651,1.2172197
2012-01-22,1.2201669,1.2198932,1.2175037,1.2181503,1.2176496,1.2168292,1.2167745
2012-01-23,1.2183722,1.2206684,1.2188716,1.2175362,1.2173871,1.2146765,1.2161828
2012-01-24,1.2173499,1.2183335,1.2177413,1.2153963,1.2155317,1.2151483,1.2138966
2012-01-25,1.218093,1.2187039,1.2166023,1.216458,1.2144597,1.2136441,1.2124509
2012-01-26,1.2164676,1.217364,1.2168312,1.2161777,1.2138312,1.2130977,1.2136182
2012-01-27,1.2172341,1.2177589,1.215867,1.2142445,1.2133132,1.212887,1.2125123
2012-01-29,1.2157849,1.2144548,1.2144551,1.2135553,1.2129453,1.2121865,1.2100896
2012-01-30,1.2155346,1.214204,1.2127709,1.2132692,1.212185,1.210638,1.2101789
2012-01-31,1.2144254,1.2135774,1.213022,1.212698,1.2106329,1.2100977,1.211582
2012-02-01,1.2132827,1.2126337,1.2123182,1.2110257,1.2102691,1.2106341,1.208703
2012-02-02,1.2131802,1.2124033,1.2105136,1.2097089,1.2091738,1.2090217,1.208686
2012-02-03,1.2124332,1.2102942,1.2093909,1.2102088,1.2089776,1.21012,1.2088721
2012-02-05,1.2105416,1.210487,1.2092639,1.2104487,1.2090074,1.2098836,1.208771
2012-02-06,1.2103766,1.2106878,1.2093922,1.2091223,1.2075865,1.2072736,1.2091414
2012-02-07,1.208712,1.2095836,1.2092814,1.2071863,1.2092605,1.2073743,1.2087874
2012-02-08,1.2089704,1.2085251,1.2081721,1.208569,1.2084444,1.2099622,1.2086748
2012-02-09,1.2089001,1.2088051,1.2093843,1.2091798,1.2080337,1.2082607,1.2081658
2012-02-10,1.2094572,1.2085145,1.2089123,1.2085762,1.2087977,1.2084787,1.208308
2012-02-12,1.2089139,1.2088149,1.2078853,1.2089038,1.2082559,1.2085935,1.208409
2012-02-13,1.2083533,1.2085036,1.2077459,1.209877,1.2084264,1.2082695,1.2092712
2012-02-14,1.208235,1.210181,1.2090055,1.2089951,1.2083273,1.2073951,1.2085563
2012-02-15,1.2085938,1.2082889,1.20824,1.2080525,1.2091801,1.2072207,1.2085682
2012-02-16,1.2087907,1.2083412,1.2083747,1.2074826,1.20813,1.2081354,1.2077214
2012-02-17,1.2077717,1.2081949,1.2087655,1.2071203,1.2077279,1.2079132,1.2072349
2012-02-19,1.2082931,1.20733,1.2074901,1.2075202,1.2074218,1.2085607,1.208189
2012-02-20,1.2084028,1.2075065,1.2072675,1.2075794,1.2073927,1.208065,1.2077502
2012-02-21,1.2071514,1.2088541,1.2070115,1.2077632,1.2075272,1.2070935,1.2081847
2012-02-22,1.2077957,1.2083528,1.2078319,1.2079704,1.2082236,1.2072208,1.2070016
2012-02-23,1.2080607,1.208228,1.2075156,1.2074517,1.207628,1.2077022,1.2078238
2012-02-24,1.2069156,1.207279,1.2081718,1.2077156,1.207084,1.2068366,1.2068363
2012-02-26,1.2077177,1.2079135,1.2072289,1.2073148,1.2078011,1.2071935,1.2064734
2012-02-27,1.2078838,1.2067693,1.2077272,1.2074184,1.2065713,1.2066317,1.2069505
2012-02-28,1.2071702,1.2071296,1.2067523,1.2063975,1.206454,1.2070812,1.2067667
2012-02-29,1.2067282,1.2071183,1.2064033,1.2075655,1.2067709,1.2067087,1.2068117
2012-03-01,1.2074803,1.2066506,1.2074219,1.2066556,1.2068126,1.2066326,1.2068827
2012-03-02,1.2066712,1.2060825,1.2062073,1.2069782,1.2064586,1.2063476,1.2067101
2012-03-04,1.2068486,1.2068858,1.2072729,1.2067093,1.2064345,1.2064953,1.2061228
2012-03-05,1.2070976,1.2066332,1.2069288,1.2066458,1.2062488,1.2060788,1.206115
2012-03-06,1.2072711,1.206619,1.2064505,1.2062863,1.2064288,1.2061875,1.2053475
2012-03-07,1.2068496,1.2068367,1.2067635,1.2067666,1.205926,1.2063528,1.2036573
2012-03-08,1.2068595,1.2062081,1.2050211,1.2062616,1.2054521,1.2065248,1.2060924
2012-03-09,1.2064937,1.2064825,1.2057387,1.206319,1.2078199,1.206129,1.2061777
2012-03-11,1.2056766,1.2067145,1.206202,1.2060369,1.2051799,1.2064004,1.2065659
2012-03-12,1.2059754,1.2058822,1.2059629,1.2066473,1.2065408,1.2084696,1.2064748
2012-03-13,1.2061372,1.2057573,1.2062546,1.2067355,1.2060217,1.206017,1.2063414
2012-03-14,1.2064494,1.205784,1.2057036,1.2059761,1.2064005,1.2064039,1.2063187
2012-03-15,1.2058616,1.2063198,1.2062038,1.206682,1.2064016,1.2069783,1.2057397
2012-03-16,1.2057657,1.2081789,1.20679,1.2064118,1.2064536,1.2066836,1.2072446
2012-03-18,1.2059803,1.2069961,1.2062417,1.2069473,1.2066157,1.206356,1.2058852
2012-03-19,1.2057359,1.2055907,1.2073715,1.2059575,1.2062224,1.2059993,1.2058067
2012-03-20,1.206843,1.2073154,1.2069267,1.2057594,1.2064254,1.2061775,1.2060056
2012-03-21,1.2062615,1.2062782,1.2065277,1.20683,1.205933,1.2061491,1.2051213
2012-03-22,1.2056845,1.2059929,1.206693,1.2062436,1.2057211,1.2074909,1.2066609
2012-03-23,1.2077268,1.2060236,1.2062212,1.2061384,1.2062652,1.2066543,1.2055922
2012-03-25,1.2060506,1.2061808,1.2062328,1.206848,1.2058346,1.205297,1.2064782
2012-03-26,1.206044,1.2059145,1.2059753,1.2055999,1.20532,1.2060927,1.2051286
2012-03-27,1.2056845,1.2059774,1.2064676,1.2065321,1.2062415,1.2055222,1.2059557
2012-03-28,1.2050124,1.2063375,1.2065426,1.205499,1.2057049,1.2061931,1.205879
2012-03-29,1.2062827,1.2065498,1.2051902,1.2058268,1.2061315,1.2049377,1.2058322
2012-03-30,1.2052699,1.2064805,1.2065041,1.206211,1.2050518,1.2060994,1.2056907
2012-04-01,1.2059339,1.2051004,1.2059399,1.2050658,1.2054107,1.204827,1.2057432
2012-04-02,1.206087,1.2050518,1.2052721,1.205023,1.2058964,1.2062463,1.2054231
2012-04-03,1.2051507,1.2057554,1.2047473,1.2059201,1.2046776,1.2051249,1.2052474
2012-04-04,1.205961,1.206585,1.206175,1.2054132,1.2061759,1.2055801,1.2048159
2012-04-05,1.2078961,1.2041079,1.2045875,1.2053024,1.2055066,1.2054974,1.2035027
2012-04-08,1.2063414,1.2044702,1.2064483,1.2054284,1.2052153,1.2055138,1.2063445
2012-04-09,1.2056077,1.2063004,1.2058809,1.205309,1.2054656,1.2059253,1.206271
2012-04-10,1.2054812,1.205204,1.2055253,1.2056414,1.2060786,1.2060634,1.205026
2012-04-11,1.205478,1.2057558,1.2051569,1.2047286,1.2055352,1.205261,1.2052168
2012-04-12,1.205382,1.2052932,1.2057863,1.20617,1.2051879,1.2052829,1.2047023
2012-04-13,1.2055031,1.2041502,1.2058704,1.2054896,1.2058314,1.2049919,1.2053863
2012-04-15,1.2054079,1.2060053,1.2053778,1.2052876,1.2052103,1.2052511,1.2050864
2012-04-16,1.2053862,1.2053306,1.2054589,1.206006,1.2051992,1.2050158,1.2046558
2012-04-17,1.2051338,1.2054673,1.2048323,1.2047011,1.2051095,1.2050693,1.2043049
2012-04-18,1.2055768,1.2052304,1.2051804,1.2051177,1.2049266,1.2044609,1.2041743
2012-04-19,1.2053367,1.2058082,1.2052802,1.2049868,1.2044519,1.2043113,1.2043188
2012-04-20,1.2053792,1.205033,1.2051753,1.2043132,1.2043538,1.2039206,1.2037634
2012-04-22,1.205315,1.2047518,1.2043607,1.2042345,1.2038776,1.203895,1.2036082
2012-04-23,1.2050092,1.2044303,1.2041292,1.2039086,1.204068,1.2037934,1.2021369
2012-04-24,1.2042688,1.2042123,1.2039735,1.2039491,1.2035124,1.2026082,1.2025759
2012-04-25,1.2043382,1.2040241,1.203916,1.2038045,1.2027973,1.2022666,1.2013234
2012-04-26,1.2040179,1.2040638,1.2031615,1.2021163,1.2026231,1.2047223,1.2039878
2012-04-27,1.2037116,1.203488,1.2024269,1.20245,1.2041036,1.2003286,1.1990181
2012-04-29,1.2035203,1.2025385,1.2024086,1.2012373,1.1980473,1.2043511,1.1986227
2012-04-30,1.2025614,1.2038474,1.2037132,1.2030782,1.2013078,1.2004746,1.2062272
2012-05-01,1.2048177,1.2060249,1.206687,1.2023731,1.2054057,1.2030894,1.2010586
2012-05-02,1.2026243,1.203779,1.2023536,1.2024388,1.202642,1.2023381,1.2025456
2012-05-03,1.2041627,1.2015334,1.2029574,1.2025445,1.204942,1.2010624,1.2013601
2012-05-04,1.204404,1.2022638,1.2010599,1.2013608,1.2010962,1.201964,1.20226
2012-05-06,1.2026943,1.2010983,1.2024486,1.2018818,1.2018874,1.201531,1.2019117
2012-05-07,1.2022089,1.2034242,1.2015213,1.2022117,1.2019453,1.2028035,1.2015703
2012-05-08,1.2025921,1.1990687,1.2025065,1.201939,1.2016798,1.2006872,1.2010604
2012-05-09,1.2039365,1.2036643,1.201179,1.2017018,1.2016323,1.2023535,1.2007884
2012-05-10,1.201851,1.201618,1.201482,1.2013866,1.2014813,1.2018882,1.2014135
2012-05-11,1.2016635,1.2018306,1.2032665,1.2003083,1.2014781,1.2018702,1.2015622
2012-05-13,1.2025533,1.2009972,1.202451,1.1998998,1.201762,1.2015989,1.2014233
2012-05-14,1.201154,1.2020351,1.2015712,1.20259,1.1988893,1.2013326,1.2023066
2012-05-15,1.2009255,1.1989958,1.2005908,1.2022103,1.2014952,1.1993222,1.2029165
2012-05-16,1.2026592,1.1996213,1.2018765,1.2031657,1.2014637,1.2017164,1.2015024
2012-05-17,1.203216,1.2017542,1.2012293,1.2017133,1.2008493,1.2020538,1.2014395
2012-05-18,1.2034134,1.2018366,1.2006844,1.2013209,1.2002717,1.2021813,1.2012808
2012-05-20,1.2012415,1.2026491,1.2026149,1.2014549,1.2040782,1.2011491,1.1998341
2012-05-21,1.2007645,1.2025974,1.2007133,1.2014778,1.2021506,1.2015669,1.2022811
2012-05-22,1.2013077,1.2018459,1.2012998,1.2013773,1.2051408,1.2012473,1.2017527
2012-05-23,1.2014133,1.2016112,1.2009156,1.2013885,1.2029365,1.201766,1.2037863
2012-05-24,1.2013733,1.2015588,1.2008283,1.2013853,1.1986384,1.2005216,1.2005752
2012-05-25,1.2021927,1.2013785,1.1984535,1.2012775,1.2007159,1.2006757,1.2009203
2012-05-27,1.2009082,1.2013222,1.2002563,1.201282,1.2047142,1.2025634,1.203587
2012-05-28,1.2023299,1.2014982,1.2044553,1.2026824,1.2027845,1.2023001,1.2002164
2012-05-29,1.201379,1.1990436,1.2024264,1.2006419,1.1989996,1.1996434,1.2005033
2012-05-30,1.2020687,1.2026734,1.1984969,1.2025065,1.2008244,1.2025324,1.202947
2012-05-31,1.2017727,1.2022724,1.2003932,1.2007544,1.2044497,1.2022291,1.2003334
2012-06-01,1.201895,1.1993687,1.2041267,1.202419,1.2027028,1.1997634,1.2005727
2012-06-03,1.2006214,1.2024976,1.2023275,1.2008252,1.1991993,1.2024629,1.2030033
2012-06-04,1.2004802,1.2021629,1.1987398,1.2023606,1.200508,1.2021828,1.200486
2012-06-05,1.2027643,1.199545,1.2004672,1.2012138,1.2037507,1.1998423,1.2006742
2012-06-06,1.2016021,1.2023954,1.2039398,1.2024273,1.2023891,1.2024145,1.2029774
2012-06-07,1.1999264,1.2020962,1.2022674,1.1997375,1.1992686,1.2021503,1.2005069
2012-06-08,1.1991305,1.199655,1.1988835,1.2022673,1.2004085,1.1998979,1.2011037
2012-06-10,1.2034131,1.2023295,1.2005112,1.1997864,1.2038721,1.202381,1.2000295
2012-06-11,1.2041957,1.200793,1.2038224,1.2025013,1.2025542,1.2021277,1.2005084
2012-06-12,1.2001095,1.2016355,1.2022301,1.2022192,1.1988373,1.1999391,1.2002445
2012-06-13,1.1993494,1.2009382,1.198977,1.1998677,1.2005618,1.202356,1.2010028
2012-06-14,1.2032869,1.2023636,1.2005414,1.2024511,1.2039392,1.2021104,1.1999035
2012-06-15,1.204029,1.2021129,1.203746,1.202185,1.2024752,1.1999686,1.2005366
2012-06-17,1.2002081,1.1998267,1.2022051,1.199925,1.1992449,1.2023367,1.2019553
2012-06-18,1.199157,1.2023185,1.1990407,1.2024158,1.2005982,1.2020972,1.2003174
2012-06-19,1.2026966,1.2022955,1.2005618,1.2021617,1.203555,1.1999913,1.200115
2012-06-20,1.2038103,1.199874,1.2036932,1.1999674,1.2021252,1.2023227,1.2045932
2012-06-21,1.2002453,1.2025881,1.2021873,1.2023901,1.1991588,1.2020876,1.201095
2012-06-22,1.1990782,1.2020772,1.1990834,1.202144,1.2011799,1.2000093,1.2015111
2012-06-24,1.2030915,1.199803,1.2005749,1.199999,1.2003435,1.2023113,1.2000376
2012-06-25,1.2033333,1.200628,1.2036557,1.2023722,1.1982751,1.2020785,1.202447
2012-06-26,1.2002591,1.2005117,1.2021757,1.2021322,1.2000676,1.2000219,1.2022026
2012-06-27,1.199229,1.2015976,1.1991149,1.2000239,1.2007942,1.2023021,1.2000662
2012-06-28,1.2030274,1.2017766,1.2005854,1.2023585,1.2037848,1.2020725,1.202429
2012-06-29,1.2035503,1.2010285,1.2036293,1.2021229,1.2020466,1.2000321,1.2021903
2012-07-01,1.20007,1.2025472,1.2021669,1.2000421,1.1988903,1.2022959,1.2000891
2012-07-02,1.19948,1.1998012,1.1991365,1.2023472,1.2001932,1.2020684,1.2024162
2012-07-03,1.2027239,1.1995001,1.2005919,1.2021155,1.2014468,1.2000408,1.2021811
2012-07-04,1.2036544,1.2030443,1.2036103,1.2000564,1.203883,1.2022902,1.2001057
2012-07-05,1.1999094,1.2035575,1.2021608,1.2023392,1.2005861,1.2020643,1.202406
2012-07-06,1.1995488,1.200046,1.1991533,1.20211,1.2017982,1.2000469,1.202175
2012-07-08,1.200345,1.1994522,1.200598,1.2000684,1.2005911,1.2022861,1.20012
2012-07-09,1.2018478,1.2027206,1.2035968,1.202333,1.2017597,1.2020617,1.2023983
2012-07-10,1.2011311,1.203519,1.2021561,1.2021055,1.2005959,1.200052,1.2021695
2012-07-11,1.2006862,1.199752,1.1991645,1.2000768,1.2017552,1.2022821,1.2001299
2012-07-12,1.200681,1.1990737,1.2006011,1.2023277,1.2006003,1.2020588,1.2023906
2012-07-13,1.2022265,1.2024909,1.203586,1.2021013,1.2017516,1.2000555,1.2021633
2012-07-15,1.1991374,1.2031631,1.2021532,1.2000835,1.2006037,1.2022792,1.2001373
2012-07-16,1.2006223,1.1997672,1.1991745,1.2023233,1.2017485,1.2020563,1.2023858
2012-07-17,1.2036912,1.1990976,1.200605,1.2020985,1.2006067,1.200058,1.2021601
2012-07-18,1.2022167,1.2024758,1.2035794,1.2000883,1.2017454,1.2022767,1.2001438
2012-07-19,1.1991657,1.2031423,1.2021512,1.20232,1.2006086,1.2020544,1.2023817
2012-07-20,1.2006317,1.1997792,1.1991804,1.2020961,1.201742,1.2000602,1.2021574
2012-07-22,1.2036678,1.1991147,1.2006068,1.2000923,1.2006102,1.2022744,1.2001492
2012-07-23,1.2022098,1.2024646,1.2035743,1.2023163,1.20174,1.2020527,1.2023791
2012-07-24,1.1991866,1.203127,1.2021497,1.2020932,1.2006117,1.2000625,1.2021556
2012-07-25,1.2006384,1.1997879,1.1991858,1.200095,1.2017384,1.2022741,1.2001541
2012-07-26,1.2036501,1.1991272,1.2006094,1.2023141,1.2006135,1.2020527,1.2023771
2012-07-27,1.2022034,1.2024564,1.2035708,1.2020919,1.2017367,1.2000645,1.2021545
2012-07-29,1.1992009,1.2031155,1.2021489,1.2000978,1.2006149,1.2022731,1.2001573
2012-07-30,1.2006431,1.1997936,1.1991898,1.2023128,1.2017355,1.2020522,1.2023749
2012-07-31,1.2036377,1.1991353,1.2006108,1.2020909,1.2006159,1.2000663,1.2021528
2012-08-01,1.2022,1.20245,1.2035685,1.2001,1.2017343,1.2022725,1.2001594
2012-08-02,1.1992126,1.203108,1.2021483,1.2023109,1.2004488,1.2020519,1.2023735
2012-08-03,1.2006471,1.199799,1.1991929,1.2020897,1.2006276,1.2000673,1.2021518
2012-08-05,1.2036282,1.1991427,1.2006122,1.2001014,1.2026377,1.202272,1.2001613
2012-08-06,1.2021959,1.2024466,1.2035664,1.2023098,1.2004067,1.2020514,1.202372
2012-08-07,1.1992197,1.2031022,1.202148,1.202089,1.2006304,1.2000682,1.2021508
2012-08-08,1.200649,1.199803,1.1991947,1.2001029,1.2026337,1.2022713,1.200163
2012-08-09,1.2036213,1.1991484,1.2006125,1.2023095,1.2004097,1.202051,1.202371
2012-08-10,1.2021942,1.202445,1.2035644,1.2020887,1.2006326,1.2000691,1.2021499
2012-08-12,1.1992257,1.2030994,1.202147,1.2001041,1.2026312,1.2022711,1.2001637
2012-08-13,1.2006507,1.199807,1.1991962,1.2023091,1.200412,1.2020509,1.2023698
2012-08-14,1.2036157,1.1991533,1.2006129,1.2020885,1.2006345,1.2000697,1.2021489
2012-08-15,1.2021917,1.202443,1.203563,1.2001052,1.2026285,1.2022709,1.2001646
2012-08-16,1.199229,1.2030965,1.2021464,1.2023088,1.2004141,1.2020507,1.2023689
2012-08-17,1.2006514,1.1998092,1.1991969,1.2020884,1.2006358,1.2000703,1.2021484
2012-08-19,1.2036114,1.1991563,1.2006131,1.2001063,1.2026266,1.2022709,1.2001655
2012-08-20,1.2021902,1.2024417,1.2035621,1.2023084,1.2004147,1.2020508,1.2023686
2012-08-21,1.1992319,1.2030942,1.2021463,1.202088,1.2006358,1.2000707,1.2021481
2012-08-22,1.2006516,1.1998107,1.1991976,1.2001064,1.2026243,1.2022707,1.200166
2012-08-23,1.2036082,1.1991581,1.2006133,1.2023077,1.2004157,1.2020507,1.2023679
2012-08-24,1.2021885,1.2024401,1.2035613,1.2020876,1.2006365,1.200071,1.2021477
2012-08-26,1.1992335,1.2030927,1.202146,1.200107,1.2026224,1.2022705,1.2001666
2012-08-27,1.2006522,1.1998115,1.1991981,1.2023075,1.200416,1.2020506,1.2023678
2012-08-28,1.2036058,1.1991593,1.2006133,1.2020874,1.2006367,1.2000712,1.2021476
2012-08-29,1.202188,1.202439,1.2035608,1.2001072,1.2026213,1.2022705,1.200167
2012-08-30,1.1992356,1.203091,1.2021455,1.2023072,1.2004164,1.2020504,1.2023673
2012-08-31,1.2006532,1.1998123,1.1991984,1.2020873,1.2006372,1.2000713,1.2004693
2012-09-02,1.2036046,1.1991603,1.2006133,1.2001075,1.2026204,1.2000799,1.2015806
2012-09-03,1.2021873,1.2024381,1.2035601,1.202307,1.2016336,1.2012624,1.1996334
2012-09-04,1.1992371,1.2030898,1.2021453,1.2015305,1.1981362,1.2009103,1.2026913
2012-09-05,1.2006538,1.1998129,1.2003913,1.2013693,1.201151,1.2014016,1.2014685
2012-09-06,1.2036037,1.2021327,1.1998748,1.2009485,1.2008537,1.2007608,1.2011226
2012-09-07,1.2037839,1.1995082,1.2011092,1.2006727,1.2010684,1.2008384,1.201148
2012-09-09,1.2014762,1.2010607,1.2015386,1.2007731,1.2022395,1.2006102,1.2029916
2012-09-10,1.201183,1.2017369,1.2002766,1.2013394,1.2012714,1.2006273,1.2012933
2012-09-11,1.202105,1.2020766,1.2011648,1.201875,1.2010748,1.2015688,1.2013043
2012-09-12,1.2025249,1.2013938,1.2011229,1.2004964,1.201414,1.2007325,1.2011458
2012-09-13,1.2013117,1.2012353,1.2012625,1.2019324,1.2012233,1.2015457,1.2016574
2012-09-14,1.2001162,1.2012836,1.2012339,1.2013516,1.2013096,1.2026442,1.2007627
2012-09-16,1.2015364,1.2005727,1.2012037,1.2011576,1.2012305,1.2040417,1.2031345
2012-09-17,1.200717,1.201594,1.2013493,1.2012998,1.2011693,1.2027427,1.201987
2012-09-18,1.2013324,1.2006212,1.2023269,1.2001518,1.2042184,1.2000225,1.2020919
2012-09-19,1.2012674,1.2014053,1.2035148,1.2020406,1.2017536,1.204086,1.2028241
2012-09-20,1.2019418,1.20275,1.2025607,1.2016413,1.2007376,1.202543,1.202518
2012-09-21,1.2017999,1.2017461,1.2004946,1.2018821,1.203399,1.2011886,1.2029817
2012-09-23,1.2006055,1.2039514,1.2038659,1.2015401,1.2038454,1.2029294,1.2050029
2012-09-24,1.2022475,1.2013282,1.2033532,1.2039727,1.203142,1.2050753,1.2074214
2012-09-25,1.2048382,1.20282,1.202598,1.2030272,1.2049255,1.2073007,1.2084644
2012-09-26,1.2024403,1.2026414,1.2031344,1.2050289,1.2072997,1.2085141,1.2085874
2012-09-27,1.2037548,1.2030728,1.2049705,1.207252,1.2087022,1.2088338,1.2088331
2012-09-28,1.2030363,1.2049794,1.2073562,1.2085938,1.2088474,1.2086831,1.208986
2012-09-30,1.2049131,1.2072107,1.2084489,1.2085689,1.2088166,1.2090544,1.2090821
2012-10-01,1.207298,1.2084846,1.2084991,1.2088138,1.2090092,1.209096,1.2092429
2012-10-02,1.2085352,1.2086638,1.2088397,1.2089806,1.2091485,1.2089896,1.2093002
2012-10-03,1.2085928,1.208725,1.2090164,1.209134,1.2092947,1.2092865,1.2095649
2012-10-04,1.2086931,1.2089158,1.2091434,1.209306,1.2093267,1.2092273,1.2095537
2012-10-05,1.2089533,1.2091721,1.2092282,1.2091379,1.2095065,1.2092799,1.2099456
2012-10-07,1.2091563,1.2092881,1.2093357,1.2094423,1.2094152,1.2096452,1.2095271
2012-10-08,1.2092347,1.2091683,1.2094545,1.2092699,1.2095258,1.2099428,1.2096204
2012-10-09,1.2092009,1.2092446,1.2092873,1.2094971,1.2095835,1.2095048,1.2094579
2012-10-10,1.2092806,1.209086,1.2095528,1.2093961,1.2098413,1.2099696,1.2096162
2012-10-11,1.2094454,1.2099104,1.2095313,1.2095569,1.2093732,1.2095008,1.2094325
2012-10-12,1.2096661,1.2097323,1.2098002,1.2099606,1.20967,1.2097551,1.2099895
2012-10-14,1.2096963,1.2097273,1.2098576,1.2095572,1.2104193,1.2101356,1.2099143
2012-10-15,1.2095844,1.2097342,1.2097677,1.2094864,1.210078,1.2098695,1.2099968
2012-10-16,1.2095584,1.209726,1.2096624,1.2093692,1.2098235,1.2099327,1.2097609
2012-10-17,1.2095168,1.2097332,1.2099025,1.2095125,1.2097993,1.2095817,1.210001
2012-10-18,1.2098583,1.2097017,1.2099347,1.2095652,1.2098683,1.2098644,1.2104291
2012-10-19,1.2099075,1.2098701,1.2097971,1.2092242,1.2099835,1.2100614,1.2099235
2012-10-21,1.2099226,1.2098123,1.2096525,1.2098445,1.2100469,1.2100356,1.2094929
2012-10-22,1.2100958,1.2098615,1.2097207,1.2095667,1.2103152,1.210167,1.2093244
2012-10-23,1.2091758,1.2098773,1.2100109,1.2101905,1.2099351,1.2103404,1.2104074
2012-10-24,1.2096193,1.2096261,1.2100196,1.2094188,1.2105378,1.2105124,1.2097623
2012-10-25,1.2098551,1.2101647,1.2099497,1.2100297,1.2095045,1.2092577,1.2086185
2012-10-26,1.2095118,1.21013,1.2093256,1.2104503,1.2104328,1.2099221,1.2093757
2012-10-28,1.2104552,1.2096155,1.2099802,1.2097123,1.2095422,1.2099072,1.2101525
2012-10-29,1.2098831,1.2098657,1.2098382,1.2086451,1.2093157,1.2089344,1.2094487
2012-10-30,1.2097254,1.2097614,1.2092345,1.2097166,1.2082527,1.2096112,1.2092979
2012-10-31,1.2103674,1.209496,1.2097561,1.2097092,1.2097726,1.2091949,1.2096616
2012-11-01,1.209771,1.2095426,1.2092263,1.2100439,1.2085909,1.2095735,1.2090471
2012-11-02,1.2092149,1.2083117,1.209606,1.2091985,1.2089605,1.209312,1.2089299
2012-11-04,1.2095357,1.2089831,1.2094145,1.209688,1.2087327,1.2090665,1.2089112
2012-11-05,1.2096342,1.2100626,1.209441,1.2100263,1.2088631,1.2087693,1.2091899
2012-11-06,1.20914,1.2092277,1.2086074,1.2087687,1.20888,1.2091414,1.2087022
2012-11-07,1.2092422,1.2089893,1.2091795,1.2095299,1.2091138,1.2088687,1.2088141
2012-11-08,1.2099216,1.2090577,1.2094275,1.2092105,1.208111,1.2090106,1.2091523
2012-11-09,1.2095449,1.2088041,1.2089761,1.2093077,1.2085794,1.2092404,1.2091547
2012-11-11,1.2091819,1.2091092,1.208785,1.208799,1.2090296,1.2092249,1.2100756
2012-11-12,1.2093997,1.2088542,1.2091335,1.2091956,1.2090511,1.2089505,1.208115
2012-11-13,1.2084799,1.2091521,1.2081517,1.2083997,1.209358,1.2082951,1.2080548
2012-11-14,1.2094376,1.2095519,1.2079353,1.2084627,1.2074687,1.2073332,1.2089021
2012-11-15,1.208961,1.2082037,1.208573,1.2073404,1.2084187,1.2093562,1.2083964
2012-11-16,1.2087858,1.208697,1.2094189,1.2089792,1.207084,1.206788,1.2077057
2012-11-18,1.2088412,1.2085063,1.2084084,1.2077079,1.2084347,1.2076544,1.2073592
2012-11-19,1.2095228,1.2086082,1.2086896,1.2083288,1.2076956,1.2072822,1.2072933
2012-11-20,1.2086797,1.2090096,1.2082628,1.2076517,1.2074357,1.2067581,1.2076931
2012-11-21,1.2084183,1.2083933,1.2078227,1.2072763,1.2069771,1.2073438,1.2075564
2012-11-22,1.2073859,1.2080852,1.2074245,1.206891,1.2071762,1.2069061,1.2070411
2012-11-23,1.2077377,1.20751,1.2071918,1.207215,1.2064801,1.2072356,1.2054265
