,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF,EURCHF
2012-11-25,1.2073478,1.2071619,1.2071997,1.2071294,1.2065376,1.2064906,1.2065432
2012-11-26,1.2072854,1.2078346,1.2069595,1.207265,1.2064712,1.2065182,1.205631
2012-11-27,1.2061123,1.2066374,1.2048501,1.206563,1.2059947,1.2055053,1.2054619
2012-11-28,1.207107,1.2066705,1.206618,1.2056389,1.2049705,1.2053474,1.2051299
2012-11-29,1.2072951,1.2062583,1.2059498,1.2055141,1.2056696,1.2061299,1.2058982
2012-11-30,1.2066518,1.2058741,1.2056928,1.2055435,1.2053725,1.2053161,1.205387
2012-12-02,1.2064978,1.2068554,1.2059095,1.2057396,1.2060219,1.2051156,1.2059088
2012-12-03,1.2060119,1.2058904,1.2057971,1.2061218,1.2060312,1.2059244,1.2060077
2012-12-04,1.2057841,1.2057196,1.2058362,1.2061919,1.2053603,1.2065622,1.2051538
2012-12-05,1.2058482,1.2055984,1.205507,1.2053401,1.2059017,1.205711,1.2060062
2012-12-06,1.2050629,1.2058375,1.205697,1.2054812,1.2055212,1.2052279,1.2051407
2012-12-07,1.2060928,1.2057219,1.2057089,1.2059703,1.206051,1.2050487,1.2056664
2012-12-09,1.2059851,1.2055885,1.2055551,1.2053931,1.2053345,1.2055106,1.205547
2012-12-10,1.2054746,1.2058516,1.205808,1.2050884,1.2061721,1.206101,1.2054813
2012-12-11,1.205505,1.2057238,1.2056856,1.2064077,1.2054958,1.2051574,1.2058973
2012-12-12,1.2057366,1.2055771,1.2055447,1.2060683,1.2050846,1.2060926,1.2057024
2012-12-13,1.2054868,1.2058666,1.2058227,1.2070143,1.205597,1.2050662,1.2061332
2012-12-14,1.2055228,1.2050908,1.205688,1.2059447,1.205939,1.2063527,1.2052387
2012-12-16,1.2056745,1.2062614,1.2055335,1.2057155,1.2070762,1.2051748,1.2060128
2012-12-17,1.2060375,1.2059029,1.2065438,1.2054565,1.2059197,1.2062125,1.2059281
2012-12-18,1.2058094,1.2063161,1.205496,1.2059679,1.2054694,1.2052915,1.2057915
2012-12-19,1.2060351,1.2048923,1.2054417,1.2053666,1.2059332,1.2057014,1.2063301
2012-12-20,1.2054261,1.2048784,1.2054055,1.2062548,1.2064096,1.2074472,1.206529
2012-12-21,1.2055459,1.2057382,1.2056803,1.2062774,1.2040882,1.205636,1.2064599
2012-12-23,1.2057246,1.205904,1.2060658,1.2045461,1.2058867,1.2074686,1.2066643
2012-12-24,1.205788,1.205883,1.2067881,1.2071731,1.2075108,1.2058789,1.2074705
2012-12-26,1.2058603,1.2076932,1.2071146,1.2074294,1.2079253,1.2075396,1.2070678
2012-12-27,1.2059311,1.2053214,1.2067276,1.2079968,1.2078487,1.2079004,1.2065384
2012-12-28,1.2054023,1.2071341,1.2075464,1.2071598,1.2072234,1.2077049,1.2079645
2012-12-30,1.2072426,1.2068874,1.2067786,1.207612,1.205634,1.2078869,1.2079718
2012-12-31,1.2077615,1.2073658,1.2074841,1.2086393,1.2074962,1.2081019,1.2080165
2013-01-02,1.2073507,1.2073663,1.2078313,1.2085687,1.2070043,1.2075583,1.2079654
2013-01-03,1.2070239,1.208085,1.2076923,1.2075125,1.2072742,1.2073988,1.2078544
2013-01-04,1.2079136,1.2087505,1.2056723,1.2078773,1.208117,1.2078332,1.2081101
2013-01-06,1.2076285,1.2084177,1.2076938,1.207927,1.2080199,1.2082759,1.2081543
2013-01-07,1.2066513,1.207956,1.2080148,1.2076198,1.2076718,1.2084569,1.2081689
2013-01-08,1.208006,1.20834,1.2082174,1.2083656,1.2081248,1.2084243,1.2084569
2013-01-09,1.2082666,1.2079475,1.2084614,1.2080747,1.2075282,1.2083297,1.2079155
2013-01-10,1.2077718,1.2075949,1.2080617,1.2088128,1.2077726,1.2084575,1.208895
2013-01-11,1.2078255,1.2078493,1.2083355,1.2088907,1.2086302,1.209444,1.2093674
2013-01-13,1.2081115,1.208421,1.208261,1.2083381,1.2092619,1.2085785,1.2087466
2013-01-14,1.2082508,1.2084666,1.2083477,1.2086027,1.2082146,1.2087915,1.2081559
2013-01-15,1.208363,1.208602,1.2086914,1.2085465,1.2088621,1.2088692,1.2085104
2013-01-16,1.2083359,1.2080522,1.2084862,1.208716,1.2084723,1.2096205,1.2090398
2013-01-17,1.2081716,1.2084559,1.2086722,1.2087471,1.2091042,1.2086734,1.20814
2013-01-18,1.2082018,1.2096037,1.2090442,1.2087524,1.2089753,1.209125,1.2092595
2013-01-20,1.2088709,1.2088902,1.2089394,1.2087398,1.2086563,1.2093539,1.2086124
2013-01-21,1.2090894,1.2090479,1.2088435,1.2100135,1.2090821,1.2087073,1.209307
2013-01-22,1.2085388,1.2092068,1.2084414,1.2087631,1.2094456,1.2097493,1.2089784
2013-01-23,1.2087889,1.2086737,1.2088588,1.2089146,1.2086565,1.2098924,1.2089828
2013-01-24,1.2087475,1.2089145,1.2093729,1.2087259,1.2097728,1.2093297,1.2105542
2013-01-25,1.2079669,1.2093519,1.209434,1.2097919,1.2091664,1.2093122,1.2092539
2013-01-27,1.2089007,1.209159,1.2095668,1.2096367,1.2093067,1.2092831,1.2112412
2013-01-28,1.2093506,1.2088212,1.209479,1.2095958,1.2091668,1.2110716,1.2166233
2013-01-29,1.209039,1.2093887,1.2089957,1.2095248,1.2113272,1.2166829,1.2220212
2013-01-30,1.2089909,1.2102219,1.2092613,1.2110269,1.2165833,1.221883,1.2282813
2013-01-31,1.2097962,1.2093302,1.2106305,1.2164559,1.2216998,1.2282965,1.2313429
2013-02-01,1.2095926,1.2114642,1.2169341,1.2216618,1.2282152,1.2306037,1.2315208
2013-02-03,1.2113657,1.2166265,1.2215316,1.2286446,1.2309641,1.2318163,1.2335285
2013-02-04,1.2170817,1.2220498,1.2285044,1.23109,1.2314754,1.2322268,1.2319442
2013-02-05,1.2215883,1.2283334,1.2312584,1.2317847,1.2323052,1.231342,1.2317902
2013-02-06,1.2285174,1.2312075,1.2319133,1.2325654,1.2324169,1.231239,1.2322488
2013-02-07,1.2311718,1.2322259,1.2319483,1.2313851,1.2311679,1.2320617,1.2331727
2013-02-08,1.2312144,1.2316453,1.2325583,1.2307379,1.2323879,1.2331957,1.2329968
2013-02-10,1.23241,1.2311828,1.2320522,1.2318048,1.2318958,1.2330781,1.232504
2013-02-11,1.2310427,1.2320632,1.2310386,1.2323179,1.2333684,1.2326082,1.2328525
2013-02-12,1.2314696,1.231534,1.2334075,1.2333139,1.2328236,1.2329938,1.2335364
2013-02-13,1.2323607,1.2321507,1.2330974,1.2331177,1.2327795,1.2336835,1.233203
2013-02-14,1.2317716,1.2321806,1.2328184,1.2324775,1.2328942,1.23344,1.234153
2013-02-15,1.2332814,1.2326915,1.2329524,1.2341838,1.232663,1.2342043,1.2340142
2013-02-17,1.2325435,1.2331991,1.2331089,1.2330074,1.2338495,1.234029,1.2344347
2013-02-18,1.2323062,1.232996,1.2332318,1.2340686,1.2341857,1.233773,1.2346256
2013-02-19,1.2332814,1.2327484,1.2339274,1.2344606,1.2338285,1.2338771,1.2338432
2013-02-20,1.2331547,1.2344716,1.2342094,1.2337052,1.2344764,1.2346026,1.2340761
2013-02-21,1.2332621,1.2340751,1.2339098,1.2335355,1.2338545,1.23471,1.2346495
2013-02-22,1.2342201,1.2341622,1.2342857,1.2343454,1.2337142,1.2342857,1.2330337
2013-02-24,1.2339083,1.2342373,1.2341869,1.2345273,1.233973,1.2327985,1.2329475
2013-02-25,1.2334937,1.2338398,1.2341037,1.2336594,1.2338902,1.233136,1.2324102
2013-02-26,1.234896,1.2345046,1.234544,1.2337749,1.2337215,1.2331359,1.2315341
2013-02-27,1.2334324,1.2342291,1.2335695,1.2326883,1.2319847,1.2328889,1.2337704
2013-02-28,1.2347844,1.2331549,1.2341336,1.2325675,1.2329639,1.2322494,1.2313703
2013-03-01,1.2358627,1.2326413,1.2332988,1.2323488,1.232031,1.2323873,1.23068
2013-03-03,1.2337593,1.2325408,1.23259,1.2317157,1.2312299,1.2299151,1.2319621
2013-03-04,1.2320297,1.232396,1.2310467,1.2313594,1.2314355,1.2319849,1.23175
2013-03-05,1.2331145,1.2331992,1.2317837,1.2324523,1.2333437,1.2318374,1.2318542
2013-03-06,1.2322475,1.2310174,1.2320077,1.2312502,1.2313453,1.2307186,1.2309359
2013-03-07,1.231673,1.231618,1.2310891,1.2317045,1.2303606,1.2319839,1.2319298
2013-03-08,1.2315345,1.2314833,1.2307287,1.2311064,1.2323375,1.2314863,1.2318609
2013-03-10,1.2309848,1.2312354,1.2315727,1.2315555,1.232676,1.2311407,1.2308596
2013-03-11,1.2319136,1.2321078,1.2311751,1.2313695,1.2323108,1.2319458,1.2313557
2013-03-12,1.2317443,1.2317281,1.2320113,1.2311034,1.232067,1.2310276,1.232292
2013-03-13,1.2305263,1.2312105,1.2317748,1.2326262,1.2321117,1.2307131,1.2312127
2013-03-14,1.2316556,1.2313117,1.2320247,1.2314916,1.2310622,1.2308321,1.2304618
2013-03-15,1.2320694,1.231311,1.231036,1.2307794,1.2308339,1.2313626,1.2303991
2013-03-17,1.2319146,1.2319702,1.2303728,1.232236,1.230426,1.2306539,1.229756
2013-03-18,1.2317873,1.230586,1.2299682,1.2304398,1.2302114,1.230163,1.2293172
2013-03-19,1.2304295,1.2297355,1.2304801,1.2292683,1.2296429,1.2286533,1.2292633
2013-03-20,1.2296243,1.2301934,1.2305975,1.2302625,1.2283933,1.2288997,1.2295103
2013-03-21,1.2305967,1.2303606,1.2300466,1.2288729,1.2282254,1.2286431,1.228149
2013-03-22,1.2304583,1.2297207,1.2293046,1.2285353,1.2290251,1.2280257,1.2276597
2013-03-24,1.2297109,1.2289151,1.229697,1.2285815,1.228235,1.2279152,1.225913
2013-03-25,1.2290125,1.2293055,1.2285411,1.2277985,1.2266986,1.227041,1.2276616
2013-03-26,1.2284919,1.228959,1.2279191,1.2283573,1.2274941,1.2264785,1.2262295
2013-03-27,1.2289661,1.2271987,1.2271518,1.2275,1.2261922,1.2260125,1.2254826
2013-03-28,1.2283826,1.2271409,1.2275168,1.2262882,1.2259376,1.2260836,1.2241954
2013-03-31,1.2268888,1.2274466,1.2275794,1.2261652,1.2254038,1.2231781,1.2235727
2013-04-01,1.2271512,1.2264661,1.2259053,1.22502,1.2242548,1.2231375,1.2228487
2013-04-02,1.2263893,1.2256039,1.2250844,1.2235606,1.2230939,1.2224356,1.2225393
2013-04-03,1.2261984,1.2247202,1.2241042,1.2230269,1.222951,1.2217816,1.2207332
2013-04-04,1.2256895,1.2234637,1.2233528,1.2235333,1.2227205,1.2216456,1.2223693
2013-04-05,1.2248566,1.2232324,1.2217464,1.223027,1.2220455,1.221723,1.2208784
2013-04-07,1.2239853,1.2229071,1.2241253,1.2201567,1.2223612,1.222271,1.2202636
2013-04-08,1.2249959,1.2230493,1.2224066,1.2233549,1.2214416,1.2227538,1.2227741
2013-04-09,1.2232035,1.2249497,1.2217538,1.2226695,1.221423,1.2209055,1.2222755
2013-04-10,1.2208056,1.2218989,1.220563,1.2225492,1.2219846,1.220754,1.2208474
2013-04-11,1.2218114,1.2222276,1.2211026,1.220945,1.218974,1.2197946,1.220201
2013-04-12,1.2233193,1.2209301,1.2223274,1.22128,1.2223355,1.2207594,1.2197112
2013-04-14,1.2213147,1.2208754,1.2218881,1.2210072,1.219825,1.2193164,1.2192662
2013-04-15,1.221259,1.2219435,1.2208319,1.2208735,1.2201954,1.2196145,1.2188147
2013-04-16,1.2215992,1.2209259,1.2203687,1.2197423,1.2197801,1.2187032,1.2198415
2013-04-17,1.2208679,1.2201917,1.2185696,1.2196299,1.2195631,1.218415,1.2200185
2013-04-18,1.2197921,1.2200946,1.2191365,1.2188706,1.2189234,1.2189178,1.2187666
2013-04-19,1.2192917,1.2189597,1.2193987,1.2183877,1.218882,1.2182827,1.2184559
2013-04-21,1.2191429,1.2193704,1.2183415,1.2189617,1.2191314,1.2191285,1.2177348
2013-04-22,1.2189113,1.2181749,1.2191764,1.2180732,1.2183166,1.2183139,1.2187741
2013-04-23,1.2180275,1.2193922,1.2190088,1.2200465,1.218563,1.2189674,1.2181234
2013-04-24,1.2187852,1.2190236,1.2183145,1.2192764,1.2187248,1.2191353,1.218673
2013-04-25,1.21856,1.2177969,1.2191666,1.2182947,1.2189133,1.2182845,1.219022
2013-04-26,1.2183073,1.219619,1.2189952,1.2200166,1.2191211,1.2189996,1.2189676
2013-04-28,1.2185377,1.2187052,1.2182885,1.2191846,1.218835,1.2192982,1.2190151
2013-04-29,1.2183046,1.2188185,1.2191551,1.2194731,1.2192382,1.21906,1.2189584
2013-04-30,1.2190282,1.2187775,1.2183135,1.2188435,1.2185389,1.2189142,1.2190075
2013-05-01,1.2184814,1.2182232,1.2189127,1.2186216,1.2195433,1.2187948,1.2189487
2013-05-02,1.2188163,1.2186953,1.2190942,1.2194654,1.2190433,1.2191985,1.2189991
2013-05-03,1.219593,1.2191912,1.2191911,1.2188494,1.2188861,1.219009,1.2189379
2013-05-05,1.2188612,1.2186768,1.21877,1.2185383,1.2186759,1.2199334,1.2189891
2013-05-06,1.2181393,1.2192017,1.2188123,1.218852,1.2187757,1.21805,1.2185098
2013-05-07,1.2196151,1.2186593,1.2183948,1.2190391,1.2188504,1.2190101,1.2190503
2013-05-08,1.2185413,1.2192117,1.2190326,1.2180449,1.2194779,1.2200495,1.2195197
2013-05-09,1.2189157,1.2186414,1.2191821,1.2197435,1.2188263,1.219272,1.2212803
2013-05-10,1.2180684,1.2192224,1.2193173,1.2195433,1.2212567,1.221581,1.2232411
2013-05-12,1.2197312,1.2179098,1.2197812,1.2195975,1.22238,1.2226366,1.2258211
2013-05-13,1.2185729,1.2197074,1.2204763,1.2219282,1.2239517,1.2241405,1.2246622
2013-05-14,1.2205827,1.2196018,1.2215679,1.2240248,1.2239825,1.2249869,1.2245339
2013-05-15,1.2205024,1.2222087,1.2232908,1.2247291,1.2231642,1.2252077,1.2273768
2013-05-16,1.2216405,1.2235327,1.2250781,1.2251436,1.2253988,1.2264519,1.2274997
2013-05-17,1.2222266,1.2242838,1.2246599,1.2250257,1.2270143,1.2276896,1.226579
2013-05-19,1.2240921,1.2257767,1.2247941,1.228022,1.2279434,1.2275718,1.2289721
2013-05-20,1.2244021,1.2244656,1.2271472,1.2279052,1.227512,1.227569,1.2285957
2013-05-21,1.2253906,1.2275027,1.2273052,1.2279125,1.2285938,1.2288064,1.2302758
2013-05-22,1.2268171,1.2277459,1.227927,1.2289901,1.2288165,1.2303864,1.2320375
2013-05-23,1.2278721,1.2276652,1.2270639,1.2288997,1.2302904,1.2302626,1.2304541
2013-05-24,1.2280307,1.2277269,1.2287633,1.2297063,1.2308657,1.2312983,1.2327425
2013-05-26,1.2280238,1.2298031,1.2292868,1.2322373,1.2302028,1.2327563,1.2344769
2013-05-27,1.2291497,1.2298137,1.231929,1.2317569,1.2323456,1.2320496,1.2419324
2013-05-28,1.2299376,1.2320876,1.2314948,1.2306361,1.2344882,1.2408367,1.2423201
2013-05-29,1.2325442,1.2292732,1.2312117,1.233119,1.2410996,1.2431413,1.2419182
2013-05-30,1.2323247,1.2323178,1.2345747,1.241429,1.2415718,1.2426457,1.2423326
2013-05-31,1.2320167,1.2349104,1.2414933,1.2432666,1.2425814,1.2420723,1.2419047
2013-06-02,1.2328116,1.2413633,1.2409301,1.2412225,1.2418971,1.2415491,1.2423463
2013-06-03,1.2422233,1.2414044,1.2421932,1.2417791,1.2421467,1.240932,1.2418911
2013-06-04,1.2431535,1.2426554,1.2417843,1.2430593,1.2415051,1.2418725,1.2423606
2013-06-05,1.2423285,1.241622,1.2422072,1.2422928,1.2426157,1.242149,1.2418773
2013-06-06,1.241565,1.2421649,1.2417713,1.2422125,1.2418625,1.24316,1.2423762
2013-06-07,1.2421178,1.2427056,1.2422212,1.240744,1.2421361,1.242655,1.2418635
2013-06-09,1.241611,1.2424577,1.2417578,1.241398,1.2414336,1.242061,1.2423908
2013-06-10,1.24099,1.2418278,1.2422355,1.2413994,1.2426453,1.241521,1.2418476
2013-06-11,1.241937,1.2420373,1.2417433,1.2428182,1.2418236,1.2416407,1.2424061
2013-06-12,1.2422156,1.2415737,1.2422509,1.2426616,1.2421196,1.2417835,1.2418319
2013-06-13,1.2432331,1.2428355,1.2417282,1.2428077,1.2413585,1.2420999,1.2424212
2013-06-14,1.2427247,1.2419348,1.2422657,1.2425293,1.2426661,1.2431127,1.2418162
2013-06-16,1.2421268,1.2427675,1.2417129,1.2429321,1.2427655,1.2423148,1.242437
2013-06-17,1.2415836,1.24133,1.2422806,1.2425698,1.2418331,1.241574,1.2418003
2013-06-18,1.2409463,1.2425237,1.2416971,1.2429451,1.2420815,1.2425325,1.2424529
2013-06-19,1.2419188,1.2426687,1.2422962,1.2426624,1.2421733,1.2416911,1.2413249
2013-06-20,1.2422041,1.2428219,1.2416816,1.2430831,1.2412978,1.2411317,1.2398276
2013-06-21,1.2432444,1.2416093,1.2423124,1.2426906,1.2407953,1.2380309,1.23687
2013-06-23,1.2427235,1.2422441,1.2416663,1.2415723,1.2399085,1.237999,1.236845
2013-06-24,1.2421134,1.2413112,1.2401203,1.2401044,1.2385216,1.2360839,1.2356569
2013-06-25,1.2419292,1.2414296,1.239542,1.2382069,1.2356704,1.2346183,1.2325058
2013-06-26,1.2414993,1.2397187,1.2391396,1.2357312,1.2334177,1.2319703,1.2359656
2013-06-27,1.2397306,1.2370948,1.2376721,1.2353419,1.2360555,1.2349136,1.2313482
2013-06-28,1.2378961,1.2356455,1.235223,1.2344215,1.2362539,1.2315768,1.233944
2013-06-30,1.2361373,1.2352183,1.2304654,1.2316724,1.2359797,1.233281,1.2309798
2013-07-01,1.2348917,1.2326087,1.2346034,1.233316,1.2320206,1.2342736,1.2327383
2013-07-02,1.2352908,1.2323383,1.234442,1.2329147,1.2312764,1.2326788,1.233506
2013-07-03,1.2323372,1.2332307,1.2318214,1.2339138,1.2347919,1.2320198,1.233248
2013-07-04,1.2310373,1.2334218,1.2330099,1.2326299,1.2332953,1.233613,1.23253
2013-07-05,1.2307814,1.2339591,1.2319878,1.2330722,1.2328186,1.2327124,1.2325512
2013-07-07,1.2318739,1.23342,1.2331512,1.2337999,1.2337924,1.2328527,1.2331712
2013-07-08,1.2334362,1.23186,1.2327245,1.2334146,1.2335265,1.2329524,1.2332054
2013-07-09,1.2320218,1.2342752,1.23343,1.2317964,1.2332981,1.2325784,1.2332969
2013-07-10,1.2342092,1.232044,1.2338094,1.2327234,1.2319247,1.2325808,1.2326646
2013-07-11,1.2319204,1.2318617,1.2335073,1.2326815,1.2334484,1.2325789,1.2329654
2013-07-12,1.2322568,1.2338748,1.2358856,1.2326912,1.2329715,1.2325768,1.2331032
2013-07-14,1.2317114,1.232406,1.232622,1.2326932,1.2338232,1.2325561,1.2333133
2013-07-15,1.2326277,1.233318,1.2325989,1.2326955,1.2326883,1.2317348,1.2328196
2013-07-16,1.2327274,1.2337687,1.2333955,1.2328439,1.2331492,1.2337782,1.2339137
2013-07-17,1.2333617,1.2334346,1.2333032,1.2342222,1.2348641,1.2338793,1.2341479
2013-07-18,1.2348462,1.232721,1.233123,1.2334834,1.2333119,1.2337463,1.2338452
2013-07-19,1.2330356,1.2348973,1.2330623,1.234427,1.2342782,1.2336515,1.2348384
2013-07-21,1.233232,1.232903,1.2334347,1.2333956,1.2334839,1.2358167,1.233848
2013-07-22,1.2318054,1.2334377,1.2329774,1.2336988,1.2349964,1.2346059,1.2350537
2013-07-23,1.2338278,1.2341099,1.2328091,1.2356269,1.2328631,1.2347834,1.2335912
2013-07-24,1.2339046,1.2334013,1.2339804,1.2341219,1.234275,1.2347554,1.2345828
2013-07-25,1.2336675,1.2346214,1.2344288,1.2339052,1.2348174,1.2347839,1.234644
2013-07-26,1.2338823,1.2351941,1.2345912,1.2342688,1.2346461,1.2347541,1.2347995
2013-07-28,1.2348245,1.234842,1.2349385,1.234855,1.2345883,1.2347847,1.2350683
2013-07-29,1.2348531,1.2345417,1.2345517,1.2345061,1.2347095,1.2346443,1.2345923
2013-07-30,1.2349849,1.2342471,1.2341452,1.2343559,1.2337735,1.2364503,1.2350979
2013-07-31,1.2359182,1.2338328,1.2351799,1.2347544,1.2354442,1.2360803,1.2350452
2013-08-01,1.2349858,1.2354841,1.234492,1.2343621,1.234942,1.235323,1.2351177
2013-08-02,1.2349864,1.2340355,1.2351876,1.2357833,1.234847,1.2352898,1.2355807
2013-08-04,1.2346699,1.2350055,1.2348179,1.2343928,1.2352071,1.2345128,1.2355831
2013-08-05,1.2359729,1.2351515,1.2348474,1.2357817,1.2370714,1.2352959,1.2348733
2013-08-06,1.2353135,1.234803,1.2353238,1.234413,1.2356261,1.2345246,1.2357445
2013-08-07,1.234209,1.2348955,1.2336388,1.2357811,1.234346,1.2353026,1.2343152
2013-08-08,1.235487,1.2353792,1.2344886,1.2344306,1.2347624,1.2345357,1.2356358
2013-08-09,1.234521,1.2350477,1.2343996,1.2357819,1.2354021,1.2351434,1.2352731
2013-08-11,1.2352897,1.2344966,1.2374792,1.2344464,1.2355278,1.2352086,1.2348732
2013-08-12,1.2345052,1.2359124,1.2355279,1.235371,1.2353128,1.2354926,1.2357016
2013-08-13,1.2352955,1.2348995,1.2351573,1.2353021,1.2357082,1.2352408,1.2364961
2013-08-14,1.2345176,1.2349577,1.2350675,1.2351505,1.2355496,1.2363429,1.235312
2013-08-15,1.2339354,1.2355571,1.2366282,1.2353196,1.2361066,1.2357286,1.2357919
2013-08-16,1.2349703,1.2364342,1.2355888,1.2354894,1.2358098,1.2350453,1.2350144
2013-08-18,1.235632,1.2352916,1.2358277,1.2360874,1.2351831,1.2351522,1.2353451
2013-08-19,1.2354409,1.2357293,1.2352958,1.2359023,1.2354883,1.234703,1.2350632
2013-08-20,1.235496,1.2347931,1.2354141,1.2345158,1.2352791,1.2343695,1.2344345
2013-08-21,1.2354602,1.2346163,1.2349175,1.2348596,1.2338445,1.2347784,1.2349316
2013-08-22,1.2358109,1.235105,1.2353263,1.2353349,1.2342825,1.2322754,1.2336198
2013-08-23,1.2357725,1.2354184,1.2337431,1.233072,1.2337265,1.2349811,1.2333593
2013-08-25,1.234631,1.2342538,1.2353164,1.2349322,1.2335739,1.2327198,1.2336268
2013-08-26,1.2349864,1.2345548,1.233735,1.2331035,1.2350202,1.2332848,1.233396
2013-08-27,1.2335709,1.2361132,1.233719,1.2335402,1.2346175,1.2339725,1.2326977
2013-08-28,1.2343808,1.235138,1.2333406,1.2338392,1.2343613,1.2320384,1.2330862
2013-08-29,1.2349243,1.2346934,1.2331504,1.232991,1.233639,1.2332422,1.2332058
2013-08-30,1.2335175,1.2328798,1.2339362,1.2328079,1.2329317,1.2331998,1.2333196
2013-09-01,1.2325948,1.2320317,1.2332356,1.2327884,1.2333658,1.2328863,1.233243
2013-09-02,1.2325368,1.2331226,1.2333932,1.233224,1.2327027,1.2330883,1.2333382
2013-09-03,1.2337744,1.2334863,1.2330601,1.2333363,1.2333795,1.232666,1.232925
2013-09-04,1.2334653,1.2329975,1.2327298,1.2334467,1.2326803,1.2350588,1.2319402
2013-09-05,1.2329078,1.2331573,1.2331932,1.2331591,1.2342035,1.2328787,1.2332798
2013-09-06,1.23283,1.2329918,1.2326945,1.2323687,1.2326905,1.2332757,1.2355392
2013-09-08,1.2332517,1.2331635,1.2328433,1.2327446,1.2311656,1.233944,1.234435
2013-09-09,1.2323371,1.2330382,1.2322133,1.2340249,1.233088,1.2341313,1.2337738
2013-09-10,1.2340128,1.2325523,1.2338849,1.2337507,1.23477,1.2330688,1.2332888
2013-09-11,1.2327864,1.2332593,1.2339388,1.2350134,1.2347217,1.2346209,1.2336488
2013-09-12,1.2327214,1.2335709,1.2341748,1.2336829,1.2340777,1.2339021,1.2331905
2013-09-13,1.2336718,1.2339818,1.2326751,1.2342744,1.2335857,1.2339245,1.233754
2013-09-15,1.2346605,1.2349596,1.2342209,1.2333534,1.2341843,1.2354,1.2350972
2013-09-16,1.2343265,1.2348974,1.2344742,1.2334623,1.2340698,1.2360514,1.2343102
2013-09-17,1.2335877,1.2338524,1.2348157,1.2340322,1.235059,1.2345638,1.234345
2013-09-18,1.231887,1.2347367,1.2344795,1.234399,1.2347537,1.2327352,1.2344856
2013-09-19,1.2344,1.2348439,1.235202,1.2351633,1.2339311,1.2349958,1.2351874
2013-09-20,1.2345003,1.2344942,1.2343439,1.2344693,1.235506,1.2338263,1.2341986
2013-09-22,1.2339269,1.2333305,1.2344456,1.2342762,1.2342802,1.2335206,1.234864
2013-09-23,1.2339185,1.2362478,1.2352163,1.2344102,1.2339338,1.2331985,1.232343
2013-09-24,1.2340249,1.2339497,1.2342987,1.2338407,1.234275,1.2329732,1.234109
2013-09-25,1.2347443,1.2346975,1.2347823,1.2344549,1.2341259,1.233321,1.2328093
2013-09-26,1.2350395,1.234671,1.2346963,1.2341444,1.2326139,1.2337408,1.231679
2013-09-27,1.2343524,1.2345003,1.2340486,1.2329262,1.2328495,1.2323401,1.232411
2013-09-29,1.2332394,1.2335225,1.2343,1.2328116,1.2326125,1.2323586,1.2323859
2013-09-30,1.2342224,1.2322766,1.2337106,1.2328725,1.2327247,1.2326138,1.2318426
2013-10-01,1.233725,1.2323245,1.2330006,1.2329284,1.232589,1.2320776,1.2324582
2013-10-02,1.2333447,1.232655,1.231818,1.2316424,1.2318164,1.2319742,1.2315038
2013-10-03,1.2316934,1.2326108,1.2319078,1.2333468,1.2317152,1.2318472,1.2317932
2013-10-04,1.2331109,1.2322127,1.2326998,1.2319852,1.2318223,1.2313462,1.2316487
2013-10-06,1.2321599,1.2320555,1.2319528,1.23187,1.2313927,1.2313701,1.2313783
2013-10-07,1.2319545,1.2321736,1.2313851,1.2316785,1.2309716,1.2320982,1.2319535
2013-10-08,1.2316706,1.2313311,1.2316297,1.2310047,1.2316334,1.2318456,1.2320714
2013-10-09,1.2311852,1.231198,1.2313762,1.23155,1.2318699,1.2316215,1.2320747
2013-10-10,1.2313757,1.2313378,1.2308569,1.2321209,1.2324961,1.2331367,1.2332454
2013-10-11,1.2312834,1.2317586,1.2316645,1.2317443,1.2313204,1.2321793,1.2324775
2013-10-13,1.2320868,1.2322903,1.2326664,1.2322221,1.2326192,1.2326965,1.2322489
2013-10-14,1.2313691,1.2322054,1.2322298,1.2325047,1.2325861,1.2329223,1.2331365
2013-10-15,1.231824,1.2325616,1.2323287,1.2331256,1.2328074,1.232097,1.2325212
2013-10-16,1.2321314,1.2323929,1.2324498,1.2325457,1.2330151,1.2326373,1.2330022
2013-10-17,1.2319391,1.2328337,1.2334347,1.2326603,1.2327282,1.2330649,1.2321188
2013-10-18,1.2329503,1.2326506,1.2326018,1.2328478,1.2329309,1.2335672,1.2322077
2013-10-20,1.2325366,1.2329336,1.2331434,1.2329907,1.2325478,1.2323904,1.2316046
2013-10-21,1.2322321,1.2326962,1.2332287,1.2325354,1.2328893,1.2319726,1.2314816
2013-10-22,1.2333602,1.2330736,1.2326195,1.2319313,1.2314621,1.2316551,1.2313944
2013-10-23,1.2332412,1.2328336,1.2318425,1.2320396,1.2332054,1.2319481,1.2315919
2013-10-24,1.2327847,1.2320257,1.2328153,1.2318171,1.232177,1.2312634,1.2322918
2013-10-25,1.2319763,1.2327005,1.2313551,1.2310439,1.2321849,1.2323192,1.2304239
2013-10-27,1.2322701,1.2322196,1.2319331,1.2315073,1.2319673,1.2315615,1.231897
2013-10-28,1.2327371,1.2316202,1.2315185,1.2314475,1.2317842,1.2315946,1.2315335
2013-10-29,1.2318996,1.2316303,1.2322235,1.2313511,1.2309036,1.231472,1.2321194
2013-10-30,1.2323843,1.2323265,1.2319213,1.23245,1.2317946,1.2323606,1.2321194
