,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD
2013-10-13,105.688576,105.43652,104.61339,103.98367,103.5619,103.48649,103.44761
2013-10-14,105.419785,104.61829,103.91679,103.56049,103.532715,103.42881,103.33971
2013-10-15,104.58133,103.940445,103.54286,103.4934,103.43335,103.349724,103.12955
2013-10-16,103.94849,103.5753,103.48805,103.45015,103.37142,103.1639,103.030235
2013-10-17,103.61194,103.482765,103.4553,103.355194,103.15849,102.99598,102.93788
2013-10-18,103.5592,103.46493,103.38912,103.16326,103.033485,102.93212,102.83847
2013-10-20,103.429886,103.36023,103.14186,102.9538,102.957954,102.82213,102.761444
2013-10-21,103.361374,103.106064,103.02191,102.90637,102.82132,102.76208,102.72757
2013-10-22,103.21083,102.991844,102.84406,102.81816,102.75013,102.7713,102.43789
2013-10-23,103.01666,102.92044,102.7561,102.727264,102.74945,102.3711,102.38329
2013-10-24,102.932755,102.87238,102.729866,102.79755,102.416855,102.33048,102.0358
2013-10-25,102.89901,102.75455,102.68512,102.40692,102.31576,101.98965,101.84772
2013-10-27,102.72027,102.73699,102.41913,102.37238,102.023186,101.88951,101.78223
2013-10-28,102.717316,102.429756,102.340385,102.01065,101.88824,101.85478,101.78731
2013-10-29,102.40659,102.280304,102.00755,101.82226,101.858955,101.784256,101.76763
2013-10-30,102.331375,101.97014,101.93825,101.79642,101.834274,101.75942,101.74477
2013-10-31,101.94414,101.84098,101.82944,101.75172,101.6768,101.72999,101.61741
2013-11-01,101.941574,101.78497,101.74545,101.72867,101.67814,101.64932,101.5738
2013-11-03,101.80041,101.76883,101.75541,101.69232,101.61033,101.57778,101.06886
2013-11-04,101.829636,101.761314,101.67451,101.65661,101.56542,101.12832,100.89764
2013-11-05,101.76397,101.72606,101.59585,101.60154,101.16638,100.93621,100.78852
2013-11-06,101.74095,101.6314,101.5514,101.117256,100.919334,100.76383,99.79893
2013-11-07,101.633064,101.592606,101.07381,100.90896,100.76635,99.77527,98.87415
2013-11-08,101.601944,101.15071,100.902534,100.79149,99.75274,98.830734,98.08011
2013-11-10,101.14012,100.90081,100.79735,99.76798,98.858864,98.107544,98.05789
2013-11-11,100.90171,100.78442,99.73731,98.91235,98.10244,98.0647,97.606346
2013-11-12,100.785034,99.80721,98.83838,98.084274,98.08023,97.653885,97.47862
2013-11-13,99.76049,98.88001,98.12646,98.062004,97.59626,97.44557,97.15097
2013-11-14,98.89281,98.10314,98.04983,97.61399,97.4727,97.13595,97.08579
2013-11-15,98.05604,98.06547,97.61119,97.4786,97.16238,97.07052,97.07521
2013-11-17,98.02443,97.64368,97.45049,97.15132,97.08973,97.06689,96.4013
2013-11-18,97.63417,97.45608,97.15006,97.06598,97.05486,96.4707,95.62637
2013-11-19,97.48714,97.15082,97.12323,97.04856,96.48914,95.605896,94.97023
2013-11-20,97.15353,97.10606,97.08406,96.45797,95.579384,95.00515,94.6933
2013-11-21,97.12504,97.042366,96.4463,95.60078,94.98078,94.81066,94.677216
2013-11-22,97.01952,96.45981,95.63742,95.008064,94.743004,94.67264,94.607086
2013-11-24,96.39718,95.64691,94.950714,94.71496,94.65007,94.6098,94.55289
2013-11-25,95.60097,94.88285,94.69359,94.70007,94.61915,94.59983,94.57225
2013-11-26,95.00678,94.69277,94.66369,94.5785,94.62594,94.512505,94.52922
2013-11-27,94.755936,94.66296,94.63022,94.583145,94.505264,94.50142,94.44038
2013-11-28,94.614334,94.609886,94.6043,94.55184,94.534386,94.469826,94.4682
2013-11-29,94.62188,94.58655,94.59475,94.46896,94.48017,94.47708,94.46417
2013-12-01,94.5979,94.5774,94.52106,94.48021,94.48767,94.44129,94.493546
2013-12-02,94.56035,94.49033,94.46543,94.45075,94.49195,94.447395,94.48612
2013-12-03,94.5515,94.468796,94.48586,94.47738,94.494545,94.486565,94.47138
2013-12-04,94.46299,94.488556,94.43974,94.48994,94.46066,94.45352,94.458534
2013-12-05,94.474045,94.46136,94.43495,94.45435,94.46824,94.46755,94.45167
2013-12-06,94.445564,94.442795,94.49709,94.45639,94.46089,94.474075,94.438644
2013-12-08,94.49056,94.49183,94.51395,94.4574,94.497475,94.441734,94.46338
2013-12-09,94.46735,94.468636,94.45935,94.464516,94.49668,94.48228,94.49826
2013-12-10,94.4767,94.49033,94.450386,94.42201,94.49472,94.442924,94.48789
2013-12-11,94.44304,94.460594,94.47663,94.46491,94.49056,94.45286,94.46762
2013-12-12,94.49618,94.44038,94.46424,94.46876,94.48221,94.50183,94.497
2013-12-13,94.469154,94.49375,94.488785,94.47088,94.46589,94.47104,94.575874
2013-12-15,94.44056,94.46859,94.43457,94.47209,94.49991,94.54529,94.54066
2013-12-16,94.44501,94.49199,94.42917,94.51347,94.51996,94.564674,94.65234
2013-12-17,94.46254,94.459915,94.501526,94.560715,94.62985,94.57151,94.71309
2013-12-18,94.47575,94.43828,94.53883,94.6453,94.71487,94.704315,94.971054
2013-12-19,94.44206,94.525635,94.57555,94.64821,94.76075,95.019585,95.49215
2013-12-20,94.57347,94.57051,94.66994,94.84628,95.04187,95.40764,96.57885
2013-12-22,94.599945,94.71617,94.73311,94.94713,95.42986,96.65854,96.93235
2013-12-23,94.73529,94.74381,95.0002,95.44896,96.536606,96.79935,96.97332
2013-12-24,94.73232,94.9855,95.38272,96.552345,96.90231,96.97974,97.142746
2013-12-26,94.97648,95.39874,96.59868,96.86246,97.10781,97.14053,97.30883
2013-12-27,95.41554,96.580025,96.876305,97.106415,97.14394,97.29027,97.37087
2013-12-29,96.57259,96.84538,97.13696,97.13189,97.2814,97.39889,97.42305
2013-12-30,96.85466,97.13492,97.17806,97.33722,97.382996,97.39034,97.42463
2013-12-31,97.12658,97.15641,97.33167,97.43862,97.428505,97.43169,97.38791
2014-01-01,97.20766,97.27928,97.44455,97.411285,97.42409,97.38112,97.395966
2014-01-02,97.3175,97.43589,97.39917,97.41181,97.382065,97.3675,97.40257
2014-01-03,97.38348,97.372086,97.39979,97.39345,97.429184,97.394394,97.36879
2014-01-05,97.40036,97.43884,97.37266,97.41268,97.42457,97.38637,97.42456
2014-01-06,97.414894,97.41101,97.361275,97.39316,97.38124,97.419426,97.4261
2014-01-07,97.422516,97.386024,97.41345,97.41296,97.42974,97.39425,97.3871
2014-01-08,97.43695,97.40681,97.39978,97.39288,97.42499,97.42678,97.39564
2014-01-09,97.40927,97.38249,97.40242,97.41324,97.38053,97.367004,97.40264
2014-01-10,97.370674,97.400444,97.42705,97.39262,97.43024,97.3888,97.36714
2014-01-12,97.382225,97.340866,97.361984,97.41346,97.42535,97.430115,97.42566
2014-01-13,97.40449,97.38746,97.39248,97.39235,97.37986,97.40405,97.427216
2014-01-14,97.37253,97.40186,97.41287,97.4137,97.43062,97.43207,97.273384
2014-01-15,97.382095,97.41769,97.402695,97.39214,97.425606,97.279785,97.12191
2014-01-16,97.400444,97.401505,97.42845,97.41392,97.32441,97.06224,96.88393
2014-01-17,97.416084,97.36983,97.36024,97.27854,97.171555,96.81788,96.80639
2014-01-19,97.4242,97.43285,97.29101,97.13536,96.91924,96.7877,96.84838
2014-01-20,97.43956,97.22048,97.10755,96.843254,96.75125,96.7607,96.80667
2014-01-21,97.277824,97.14631,96.8961,96.842026,96.78999,96.84366,96.78167
2014-01-22,97.09786,96.87277,96.8003,96.798965,96.75827,96.80393,96.580025
2014-01-23,96.84596,96.785385,96.801605,96.81027,96.76363,96.64396,96.723595
2014-01-24,96.73315,96.79004,96.80358,96.77361,96.6306,96.79875,96.72861
2014-01-26,96.76668,96.83466,96.8066,96.60695,96.75831,96.779884,96.77499
2014-01-27,96.837204,96.8071,96.51321,96.727036,96.76656,96.72796,96.72326
2014-01-28,96.76574,96.55934,96.73999,96.79185,96.72586,96.73266,96.72834
2014-01-29,96.558075,96.73958,96.75734,96.76073,96.72638,96.77711,96.77541
2014-01-30,96.65264,96.78458,96.76834,96.69468,96.78451,96.72743,96.72292
2014-01-31,96.7426,96.68653,96.72207,96.72632,96.747314,96.73232,96.72813
2014-02-02,96.7842,96.742325,96.6738,96.79338,96.75315,96.777725,96.77578
2014-02-03,96.70427,96.752556,96.79579,96.761215,96.76042,96.72702,96.72271
2014-02-04,96.7075,96.79449,96.78801,96.69323,96.76952,96.73202,96.72798
2014-02-05,96.70851,96.756714,96.67477,96.72586,96.7278,96.77826,96.776115
2014-02-06,96.81876,96.742065,96.72112,96.79469,96.7291,96.72667,96.722534
2014-02-07,96.767715,96.802414,96.76528,96.76169,96.790146,96.73181,96.72787
2014-02-09,96.665634,96.73419,96.76972,96.692154,96.75283,96.77877,96.77638
2014-02-10,96.75125,96.75489,96.73055,96.72551,96.76024,96.72643,96.722374
2014-02-11,96.79047,96.77373,96.76229,96.7957,96.76941,96.73159,96.78118
2014-02-12,96.70847,96.689186,96.67958,96.76205,96.72663,96.886505,96.85455
2014-02-13,96.70915,96.79871,96.718544,96.691284,96.895676,96.865105,96.97954
2014-02-14,96.71567,96.72662,96.75637,96.767624,96.959045,97.00291,97.09168
2014-02-16,96.79018,96.80467,96.83142,96.884735,97.08225,97.07636,97.1333
2014-02-17,96.70361,96.84786,96.88318,97.02569,97.12232,97.10078,97.19356
2014-02-18,96.810936,96.9186,97.036736,97.08341,97.09052,97.17048,97.14998
2014-02-19,96.8947,97.02771,97.111855,97.11785,97.14142,97.17477,97.55108
2014-02-20,97.05924,97.08502,97.08569,97.16934,97.182175,97.553116,97.71346
2014-02-21,97.10779,97.11997,97.132225,97.18322,97.59612,97.71741,97.85082
2014-02-23,97.104485,97.10777,97.190025,97.52984,97.791435,97.813,97.919266
2014-02-24,97.15867,97.12235,97.56488,97.73755,97.91629,98.00869,98.26861
2014-02-25,97.16483,97.571365,97.69558,97.880325,97.944084,98.25257,99.86294
2014-02-26,97.5822,97.73373,97.92799,98.0021,98.267944,99.83901,99.952255
2014-02-27,97.73093,97.872856,97.96391,98.27494,99.82696,100.00128,99.9665
2014-02-28,97.88671,97.922554,98.26388,99.83032,99.98919,100.05234,100.10922
2014-03-02,97.92322,98.32535,99.90044,99.91569,100.0458,100.10833,100.121185
2014-03-03,98.26093,99.803314,99.919754,100.03687,100.0279,100.1208,100.4504
2014-03-04,99.8194,100.04378,100.03053,100.0527,100.13595,100.433014,100.581215
2014-03-05,100.07234,100.067986,100.06313,100.13057,100.43407,100.541046,100.774895
2014-03-06,100.01851,100.12057,100.13549,100.42415,100.5825,100.77813,100.801
2014-03-07,100.06933,100.13415,100.46449,100.55824,100.75932,100.76487,100.79359
2014-03-09,100.13213,100.4063,100.53131,100.77205,100.7669,100.79144,100.77858
2014-03-10,100.45373,100.5896,100.74166,100.77867,100.728,100.77525,100.76548
2014-03-11,100.609535,100.76964,100.74679,100.74497,100.77479,100.7265,100.75851
2014-03-12,100.81288,100.75092,100.781136,100.7567,100.78138,100.761116,100.74506
2014-03-13,100.787895,100.80158,100.773636,100.8028,100.78874,100.82616,100.77087
2014-03-14,100.73361,100.71354,100.767365,100.76342,100.751854,100.80291,100.76501
2014-03-16,100.75955,100.77825,100.799324,100.77218,100.75714,100.746445,100.75369
2014-03-17,100.81569,100.80111,100.74655,100.779434,100.800575,100.77897,100.77573
2014-03-18,100.78886,100.73088,100.744995,100.74301,100.76973,100.76362,100.80675
2014-03-19,100.73098,100.77045,100.78215,100.75574,100.774345,100.793655,100.797745
2014-03-20,100.75868,100.749535,100.77405,100.80527,100.78264,100.77531,100.77992
2014-03-21,100.81823,100.80582,100.767334,100.76305,100.7498,100.72085,100.76455
2014-03-23,100.7897,100.70837,100.80144,100.77236,100.809395,100.75956,100.994896
2014-03-24,100.72861,100.77975,100.745186,100.78005,100.7216,100.943375,101.211464
2014-03-25,100.75786,100.80475,100.7436,100.74144,100.91987,101.25821,101.34828
2014-03-26,100.82042,100.727974,100.78291,100.97372,101.15935,101.2588,101.467316
2014-03-27,100.790436,100.77109,100.930275,101.25908,101.30004,101.39667,101.4681
2014-03-28,100.72655,100.91413,101.27464,101.27203,101.348305,101.46345,101.269905
2014-03-30,101.033585,101.18243,101.43156,101.34181,101.38148,101.245735,101.29372
2014-03-31,101.22543,101.25859,101.49342,101.37514,101.28838,101.14385,100.98316
2014-04-01,101.28204,101.38576,101.343636,101.31069,101.26549,101.02138,100.97748
2014-04-02,101.4583,101.3448,101.23813,101.164215,100.98854,101.00181,100.879944
2014-04-03,101.42763,101.27934,101.188385,101.00638,100.94187,100.915054,100.87946
2014-04-04,101.29545,101.20889,100.99261,100.97725,100.894936,100.86003,100.913124
2014-04-06,101.299,101.01095,100.92131,100.84837,100.974724,100.886345,100.868
2014-04-07,101.03827,100.98373,100.8672,100.941055,100.85603,100.943214,100.86942
2014-04-08,101.0187,100.880394,100.86194,100.9209,100.86945,100.91602,100.90637
2014-04-09,100.9087,100.92181,100.93216,100.85808,100.92647,100.857445,100.90088
2014-04-10,100.89574,100.9178,100.9509,100.97231,100.857925,100.88543,100.89632
2014-04-11,100.876686,100.879105,100.889725,100.84363,100.89765,100.945595,100.92979
2014-04-13,100.85111,100.922585,100.87979,100.943695,100.87661,100.9168,100.87803
2014-04-14,100.90943,100.91838,100.9089,100.84416,100.933174,100.855095,100.877464
2014-04-15,100.89341,100.87802,100.89525,100.89282,100.83528,100.884636,100.87521
2014-04-16,100.87191,100.923294,100.92216,100.934326,100.90703,100.94773,100.876816
2014-04-17,100.88305,100.91889,100.86286,100.88796,100.9321,100.9175,100.876915
2014-04-20,100.94391,100.87708,100.85719,100.89251,100.85508,100.85314,100.968185
2014-04-21,100.92644,100.924,100.9357,100.93529,100.89831,100.97442,100.96645
2014-04-22,100.90014,100.91943,100.95629,100.887405,100.95521,100.94638,101.02749
2014-04-23,100.91067,100.876274,100.88861,100.93326,101.02763,101.05399,101.03462
2014-04-24,100.89559,100.92461,100.97406,101.0381,100.95007,101.01207,101.12845
2014-04-25,100.87312,100.97625,101.06128,101.05036,100.98962,101.08401,101.030594
2014-04-27,100.93456,101.011154,101.065216,100.98244,101.03561,101.135284,101.09728
2014-04-28,100.98159,100.99462,100.99156,101.131966,101.13378,101.10728,101.10136
2014-04-29,100.99481,101.023056,101.06391,101.09761,101.06601,101.10478,101.13361
2014-04-30,101.00088,101.12882,101.05094,101.137115,101.01745,101.07213,101.11283
2014-05-01,101.090775,101.1627,101.11146,101.10002,101.04766,101.10854,101.07651
2014-05-02,101.14044,101.118675,101.1346,101.138016,101.138245,101.079544,101.058426
2014-05-04,101.043915,101.01159,101.12256,101.102165,101.075264,101.12771,101.16104
2014-05-05,101.03737,101.06817,101.10671,101.13894,101.029396,100.989365,101.079
2014-05-06,101.099754,101.121315,101.133804,101.096,101.05738,101.0316,100.968315
2014-05-07,101.14559,101.10548,101.07463,101.10933,101.14308,101.14401,101.07437
2014-05-08,101.05538,101.122986,101.10434,101.037,101.08309,101.00801,101.00988
2014-05-09,101.04872,101.02136,101.115585,101.05748,100.97792,100.97335,100.97616
2014-05-11,101.10731,101.10658,101.14736,100.97262,101.014145,101.00013,101.07815
2014-05-12,101.15079,101.0435,100.961205,100.99674,101.01069,101.03694,101.10919
2014-05-13,101.06456,100.99753,100.98866,100.99143,101.06671,101.106804,101.22709
2014-05-14,100.97227,101.035774,101.01459,101.10849,101.14077,101.260056,101.55644
2014-05-15,101.07037,101.01739,101.11741,101.1621,101.25548,101.53589,101.654015
2014-05-16,100.95929,101.1081,101.16943,101.3163,101.53926,101.59337,101.73379
2014-05-18,101.03244,101.10932,101.256546,101.55832,101.67437,101.820885,101.85507
2014-05-19,101.22195,101.23838,101.58323,101.66579,101.7623,101.72037,101.799255
2014-05-20,101.296135,101.590935,101.62361,101.767654,101.85373,101.82348,101.759964
2014-05-21,101.55326,101.67319,101.76599,101.739075,101.789406,101.892944,101.83734
2014-05-22,101.65324,101.746956,101.79193,101.824425,101.77579,101.79013,101.78931
2014-05-23,101.729614,101.75067,101.79213,101.80989,101.85087,101.74052,101.78186
2014-05-25,101.84079,101.78117,101.814545,101.835434,101.79288,101.82461,101.81216
2014-05-26,101.83471,101.78126,101.79191,101.8035,101.780075,101.88747,101.82175
2014-05-27,101.74906,101.877625,101.78278,101.83637,101.787704,101.79381,101.83241
2014-05-28,101.798195,101.84308,101.78292,101.80468,101.82002,101.74757,101.8571
2014-05-29,101.83312,101.838844,101.791115,101.837326,101.78722,101.82545,101.787926
2014-05-30,101.754486,101.859116,101.79509,101.80585,101.76433,101.88457,101.83425
2014-06-02,101.799866,101.782906,101.81447,101.83827,101.83681,101.79636,101.88957
2014-06-03,101.83261,101.856834,101.839584,101.80696,101.81162,101.79896,102.06522
2014-06-04,101.758316,101.82332,101.815216,101.83923,101.8142,102.09846,102.131996
2014-06-05,101.80124,101.78422,101.78562,101.912796,102.03489,102.10214,102.30039
2014-06-06,101.83255,101.829285,101.88649,102.07475,102.09921,102.24224,102.30401
2014-06-08,101.76126,101.89511,102.06897,102.10608,102.27451,102.347694,102.46734
2014-06-09,101.90745,102.05472,102.10032,102.275475,102.38671,102.46987,102.5232
2014-06-10,102.08941,102.112114,102.3326,102.31894,102.46348,102.49949,102.599754
2014-06-11,102.115715,102.294815,102.39463,102.47094,102.53801,102.53917,102.62311
2014-06-12,102.30366,102.32339,102.45349,102.51504,102.54914,102.63718,102.72429
2014-06-13,102.329735,102.43634,102.485855,102.576546,102.633545,102.75029,102.78108
2014-06-15,102.463776,102.50182,102.55346,102.60478,102.74486,102.80112,102.98931
2014-06-16,102.51549,102.52934,102.56144,102.69791,102.85876,102.98591,103.1726
2014-06-17,102.60016,102.6478,102.70355,102.81676,102.9713,103.1324,103.48486
2014-06-18,102.62856,102.729065,102.78461,102.984055,103.173164,103.43582,103.64215
2014-06-19,102.74778,102.834785,102.94744,103.15278,103.41108,103.608574,103.83829
2014-06-20,102.84576,103.02171,103.120605,103.42325,103.610245,103.833206,103.862206
2014-06-22,102.97045,103.20097,103.47816,103.57742,103.87374,103.96212,104.04044
2014-06-23,103.17553,103.47723,103.589745,103.87648,103.974144,104.0653,104.056656
2014-06-24,103.492546,103.61083,103.74057,103.94328,104.04858,104.09032,104.11337
2014-06-25,103.624886,103.83644,103.95195,104.067184,104.14293,104.126045,104.13495
2014-06-26,103.86899,103.90793,104.05406,104.070786,104.13154,104.138824,104.47452
2014-06-27,103.8115,104.02518,104.13613,104.148926,104.13645,104.42344,104.51725
2014-06-29,104.066315,104.09195,104.16345,104.16611,104.43248,104.521576,104.51385
2014-06-30,104.12505,104.122505,104.1614,104.46243,104.57661,104.49345,104.48275
2014-07-01,104.11919,104.19196,104.48072,104.503746,104.57734,104.503204,104.51787
2014-07-02,104.1762,104.48943,104.50227,104.48523,104.48282,104.54219,104.51464
2014-07-03,104.46032,104.46309,104.55905,104.53415,104.520134,104.50881,104.48144
2014-07-04,104.512276,104.55706,104.55869,104.511,104.51526,104.51626,104.51887
2014-07-06,104.50079,104.55693,104.512215,104.520004,104.51485,104.52251,104.5157
2014-07-07,104.50746,104.551865,104.47435,104.51126,104.48894,104.49092,104.48303
2014-07-08,104.512024,104.471695,104.539696,104.51072,104.50582,104.50195,104.5216
2014-07-09,104.521034,104.505165,104.50109,104.50518,104.50752,104.545425,104.499146
2014-07-10,104.52726,104.58315,104.480446,104.50309,104.486885,104.508224,104.52341
2014-07-11,104.49947,104.538086,104.53502,104.50223,104.49246,104.51651,104.605286
2014-07-13,104.50697,104.51315,104.54084,104.539986,104.52137,104.52339,104.5367
2014-07-14,104.512054,104.524734,104.54148,104.537796,104.5407,104.488716,104.52884
2014-07-15,104.52189,104.49875,104.525276,104.49527,104.49065,104.50081,104.48811
2014-07-16,104.5287,104.51326,104.511475,104.49392,104.518875,104.54818,104.52729
2014-07-17,104.49837,104.525444,104.503555,104.54405,104.53814,104.50769,104.52083
2014-07-18,104.506546,104.497986,104.52462,104.54332,104.48841,104.51664,104.469955
2014-07-20,104.512024,104.51337,104.510704,104.46509,104.5164,104.49284,104.10669
2014-07-21,104.52265,104.526215,104.49888,104.51982,104.41814,104.128586,103.89215
2014-07-22,104.52988,104.49746,104.5208,104.521545,103.95108,103.93738,103.73337
2014-07-23,104.497345,104.51352,104.489555,103.97223,103.839714,103.83009,103.61572
2014-07-24,104.5061,104.49286,103.96792,103.84982,103.833305,103.55854,103.40551
2014-07-25,104.51543,103.98085,103.86485,103.820526,103.60456,103.48369,103.360725
2014-07-27,103.955574,103.8556,103.83077,103.6211,103.45111,103.31622,103.28603
2014-07-28,103.85388,103.86108,103.5516,103.48642,103.43493,103.248985,102.94379
2014-07-29,103.811356,103.576,103.45331,103.31675,103.2319,102.84943,102.711845
2014-07-30,103.56455,103.54712,103.39231,103.238396,102.87104,102.70254,102.67461
2014-07-31,103.51617,103.38759,103.24487,102.89126,102.78674,102.66567,102.590324
2014-08-01,103.3962,103.20198,102.84488,102.676414,102.667625,102.62065,102.63733
2014-08-03,103.22746,102.86932,102.7414,102.65983,102.63349,102.578415,102.45052
2014-08-04,102.88187,102.7656,102.65022,102.63335,102.615616,102.45832,102.25561
2014-08-05,102.77507,102.64617,102.60985,102.58517,102.43032,102.22678,101.86492
2014-08-06,102.63242,102.6131,102.5458,102.427315,102.23573,101.93421,101.814644
2014-08-07,102.64227,102.56543,102.46329,102.20781,101.95915,101.75329,101.64074
2014-08-08,102.5622,102.40769,102.17775,101.8954,101.87719,101.59182,101.53158
2014-08-10,102.49688,102.23139,101.90549,101.826935,101.65169,101.51391,101.07119
2014-08-11,102.25783,101.92405,101.83876,101.60995,101.56604,101.03162,100.9155
2014-08-12,101.885376,101.84673,101.68151,101.5222,101.05373,101.015274,100.77725
2014-08-13,101.770546,101.61983,101.537094,101.06027,100.9802,100.83447,100.651955
2014-08-14,101.70613,101.49916,101.05012,100.991295,100.79571,100.63788,100.56596
2014-08-15,101.51425,101.038,101.03467,100.815384,100.62063,100.51554,100.149956
2014-08-17,101.06036,100.90279,100.82233,100.62546,100.55297,100.12209,98.76511
2014-08-18,100.926025,100.785805,100.68872,100.501625,100.06939,98.83666,98.14653
2014-08-19,100.78178,100.67491,100.53246,100.11683,98.839905,98.11188,97.90971
2014-08-20,100.657524,100.525,100.097404,98.81733,98.11169,97.870384,97.88909
2014-08-21,100.57119,100.22487,98.82187,98.11501,97.94111,97.90157,97.79925
2014-08-22,100.12537,98.77801,98.07067,97.861725,97.88849,97.81414,97.75711
2014-08-24,98.805374,98.082016,97.89467,97.876976,97.81086,97.78193,97.76898
2014-08-25,98.09231,97.87109,97.86424,97.77261,97.75747,97.76443,97.563644
2014-08-26,97.89382,97.881744,97.78353,97.76381,97.74359,97.59867,97.36546
2014-08-27,97.83419,97.82336,97.795204,97.75905,97.52059,97.39369,97.35409
2014-08-28,97.78709,97.78552,97.74822,97.55858,97.36596,97.33064,97.25286
2014-08-29,97.75777,97.7585,97.52149,97.34444,97.322754,97.26915,97.16339
2014-08-31,97.77738,97.596016,97.33173,97.32531,97.26391,97.15778,96.851265
2014-09-01,97.50066,97.30786,97.34417,97.26091,97.19845,96.82876,96.38634
2014-09-02,97.309975,97.29036,97.28172,97.21648,96.87499,96.42069,96.340645
2014-09-03,97.27871,97.229866,97.18962,96.86587,96.44492,96.35609,96.12097
2014-09-04,97.24197,97.19681,96.86265,96.4704,96.41284,96.14103,95.75646
2014-09-05,97.16113,96.859726,96.380585,96.40802,96.12978,95.76793,95.68276
2014-09-07,96.89132,96.50874,96.41792,96.13839,95.81093,95.62921,95.42913
2014-09-08,96.58821,96.37742,96.13351,95.753914,95.7391,95.37537,95.24683
2014-09-09,96.46077,96.14274,95.758514,95.66886,95.414925,95.18298,94.731026
2014-09-10,96.16167,95.77198,95.70058,95.471634,95.16833,94.74098,94.367035
2014-09-11,95.72496,95.69539,95.51468,95.220406,94.70239,94.41275,94.19888
2014-09-12,95.693825,95.38492,95.221245,94.71677,94.35556,94.139656,94.23776
2014-09-14,95.434555,95.178474,94.69723,94.32304,94.22203,94.278404,94.15808
2014-09-15,95.181564,94.70448,94.344124,94.23336,94.16397,94.14152,94.07105
2014-09-16,94.750786,94.39175,94.20882,94.23792,94.10432,93.98404,93.87191
2014-09-17,94.32935,94.21976,94.205666,94.159485,94.10508,93.924324,93.785324
2014-09-18,94.26258,94.20637,94.13659,94.167885,93.89129,93.782745,93.705055
2014-09-19,94.18244,94.162605,94.08876,93.88553,93.7884,93.68172,93.61267
2014-09-21,94.18711,94.00722,93.8214,93.72617,93.745544,93.65327,93.60157
2014-09-22,94.086,93.87877,93.77962,93.70621,93.661964,93.52232,93.46257
2014-09-23,93.80595,93.74262,93.689644,93.61241,93.54849,93.4868,93.4077
2014-09-24,93.75669,93.67856,93.62554,93.51208,93.54694,93.44851,93.500534
2014-09-25,93.69002,93.626564,93.58734,93.502785,93.4809,93.51175,93.39963
2014-09-26,93.67551,93.51768,93.52331,93.48393,93.4557,93.46854,93.30403
2014-09-28,93.54866,93.49642,93.50734,93.44945,93.387566,93.2712,93.321144
2014-09-29,93.50107,93.46678,93.48684,93.39704,93.337875,93.22694,93.06066
2014-09-30,93.48798,93.49884,93.36514,93.23926,93.29032,93.02821,93.01918
2014-10-01,93.443726,93.41992,93.33965,93.372406,93.00939,93.01578,92.94876
2014-10-02,93.41733,93.34323,93.33394,92.96354,92.94162,92.94648,92.85711
2014-10-03,93.34891,93.27456,93.05389,92.954834,92.91216,92.90895,92.89144
2014-10-05,93.312744,92.98451,92.98691,92.89576,92.91667,92.851585,92.691475
2014-10-06,93.10134,92.95631,92.88877,92.89292,92.85995,92.65841,92.60318
2014-10-07,92.98456,92.96118,92.921776,92.85791,92.75663,92.58728,92.58635
2014-10-08,92.92062,92.86387,92.87128,92.67761,92.678925,92.55708,92.110176
2014-10-09,92.92915,92.88922,92.81605,92.61468,92.56576,92.15779,92.07391
2014-10-10,92.84285,92.79428,92.69562,92.55026,92.106514,92.06741,91.993866
2014-10-12,92.73335,92.68107,92.58504,92.17857,92.130135,91.98788,91.852356
2014-10-13,92.68023,92.56596,92.14948,92.02828,92.016426,91.928734,91.521126
2014-10-14,92.58705,92.155464,92.09441,91.97377,91.93405,91.55373,91.59191
2014-10-15,92.187,92.07296,91.97199,91.900604,91.4767,91.52323,91.381325
2014-10-16,92.06427,92.00999,91.94967,91.51848,91.54336,91.3677,91.33028
2014-10-17,91.977455,91.95506,91.663895,91.43165,91.40162,91.26601,91.136024
2014-10-19,91.92154,91.61497,91.44043,91.39912,91.32766,91.08685,90.57254
2014-10-20,91.472336,91.39933,91.41896,91.37089,91.1314,90.55252,90.3793
2014-10-21,91.49943,91.438835,91.25206,91.1014,90.50566,90.36234,89.9542
2014-10-22,91.42312,91.30937,91.099556,90.501495,90.40248,89.98627,89.62577
2014-10-23,91.2986,91.135155,90.58711,90.39273,89.96972,89.59618,89.4022
2014-10-24,91.14498,90.526184,90.37072,90.0119,89.63878,89.42532,87.679504
2014-10-26,90.50367,90.3763,89.991554,89.621704,89.40506,87.67998,86.11605
2014-10-27,90.40251,90.000046,89.61716,89.38161,87.722206,86.073685,84.88614
2014-10-28,89.93508,89.60548,89.47723,87.74273,86.13046,84.89645,84.84415
2014-10-29,89.61645,89.37016,87.649055,86.12288,84.82895,84.78034,84.68666
2014-10-30,89.40982,87.65151,86.12855,84.9819,84.744316,84.73969,83.647224
2014-10-31,87.65649,86.1295,84.878265,84.82709,84.7088,83.65508,83.28234
2014-11-02,86.09697,84.86204,84.81248,84.71436,83.66705,83.23241,83.150375
2014-11-03,84.889114,84.84039,84.72134,83.692314,83.23414,83.147835,82.56144
2014-11-04,84.820206,84.74988,83.63588,83.194435,83.14142,82.587006,82.378654
2014-11-05,84.75388,83.63724,83.3076,83.18652,82.59889,82.38307,82.03515
2014-11-06,83.66366,83.27141,83.250694,82.613,82.41108,82.09613,81.78961
