,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD,WTIUSD
2014-11-07,83.25533,83.090904,82.60572,82.377525,82.062935,81.736145,81.62421
2014-11-09,83.15349,82.613884,82.33561,82.054245,81.686,81.5499,81.27785
2014-11-10,82.53079,82.33884,82.050446,81.738235,81.605225,81.296135,81.22836
2014-11-11,82.40084,82.01332,81.69702,81.561226,81.29084,81.31372,81.29309
2014-11-12,82.08065,81.71787,81.64903,81.29946,81.29982,81.24033,81.20936
2014-11-13,81.73294,81.639496,81.31802,81.26918,81.19549,81.23867,81.17157
2014-11-14,81.62204,81.31025,81.19168,81.28218,81.21115,81.173096,81.00348
2014-11-16,81.2784,81.2623,81.241486,81.1973,81.21061,81.04842,80.65832
2014-11-17,81.22653,81.26479,81.208084,81.09291,80.98658,80.650276,80.44901
2014-11-18,81.27223,81.204,81.21741,81.04278,80.62453,80.515915,80.42061
2014-11-19,81.21891,81.165016,81.02425,80.62532,80.4127,80.33616,79.61759
2014-11-20,81.16474,81.04436,80.62117,80.40936,80.40774,79.6021,78.888145
2014-11-21,81.01711,80.6574,80.498405,80.43994,79.59884,78.8195,78.36053
2014-11-23,80.6187,80.4308,80.30828,79.64743,78.85251,78.342186,78.3025
2014-11-24,80.46779,80.38759,79.587776,78.89723,78.38057,78.283165,78.04693
2014-11-25,80.402596,79.57197,78.876236,78.37469,78.31322,78.05696,77.87502
2014-11-26,79.60516,78.860886,78.38068,78.29143,78.091896,77.93227,77.27172
2014-11-27,78.84416,78.372925,78.28925,78.06377,77.89856,77.27423,77.21624
2014-11-28,78.35885,78.319046,78.08651,77.944984,77.2749,77.23747,77.14987
2014-11-30,78.22795,78.09928,77.92869,77.23294,77.20984,77.17511,76.57725
2014-12-01,78.061066,77.90515,77.258156,77.20355,77.120445,76.55898,76.46145
2014-12-02,77.88398,77.26683,77.15855,77.117615,76.55808,76.47623,76.23267
2014-12-03,77.28457,77.19595,77.148346,76.54817,76.460754,76.21175,75.66369
2014-12-04,77.18608,77.12277,76.572716,76.44042,76.21697,75.63881,75.56093
2014-12-05,77.137024,76.54208,76.44037,76.28456,75.65348,75.46169,75.312675
2014-12-07,76.58822,76.42884,76.22353,75.631,75.58783,75.32579,75.197784
2014-12-08,76.382225,76.22259,75.57771,75.59054,75.32744,75.19856,75.003204
2014-12-09,76.21804,75.641754,75.5218,75.32357,75.19535,74.982666,74.93764
2014-12-10,75.57333,75.59278,75.31254,75.23374,74.93953,74.88875,74.68955
2014-12-11,75.54599,75.286606,75.22121,74.96837,74.89605,74.725655,74.53664
2014-12-12,75.33193,75.245224,74.98279,74.93063,74.66004,74.52381,73.688255
2014-12-14,75.23254,74.99129,74.94263,74.63646,74.51346,73.67381,70.89861
2014-12-15,74.95047,74.976166,74.69717,74.54313,73.65446,70.82487,68.642914
2014-12-16,74.87454,74.66853,74.528946,73.74055,70.94382,68.657646,67.86298
2014-12-17,74.6264,74.59512,73.64368,70.875114,68.59643,67.80238,67.4123
2014-12-18,74.54492,73.71657,70.84778,68.64826,67.94689,67.420586,67.12493
2014-12-19,73.62033,70.893295,68.64711,67.838196,67.460556,67.10049,66.93103
2014-12-21,70.83731,68.72531,67.872734,67.45219,67.12588,67.00616,66.06751
2014-12-22,68.62167,67.88166,67.432106,67.134186,66.9775,66.07348,65.0096
2014-12-23,67.91808,67.448906,67.12257,66.97531,66.11296,65.007355,64.65152
2014-12-24,67.42139,67.10981,66.9872,66.17053,64.9485,64.634766,63.76506
2014-12-25,67.04838,66.966644,66.154564,65.0264,64.65744,63.808086,63.319424
2014-12-26,66.93955,66.13858,65.00207,64.67139,63.835514,63.243744,61.86481
2014-12-28,66.111115,64.998184,64.65268,63.80983,63.231052,61.817886,60.486225
2014-12-29,64.93465,64.68165,63.82639,63.260002,61.908634,60.372013,58.63044
2014-12-30,64.630424,63.77774,63.225273,61.954567,60.383244,58.67672,57.63019
2014-12-31,63.78434,63.30162,61.874733,60.40779,58.61392,57.571556,57.37765
2015-01-01,63.233448,61.838528,60.386414,58.66668,57.648144,57.346813,56.90013
2015-01-02,61.85624,60.295498,58.762444,57.593307,57.38039,56.851204,56.375767
2015-01-04,60.35437,58.629562,57.641994,57.344433,56.914913,56.467407,56.2984
2015-01-05,58.793713,57.65522,57.30838,56.8067,56.39579,56.1895,56.14264
2015-01-06,57.66662,57.37205,56.823524,56.37388,56.332344,56.070736,56.081024
2015-01-07,57.358555,56.88983,56.362396,56.327988,56.158257,56.038647,55.98464
2015-01-08,56.90839,56.434265,56.271034,56.053528,56.054565,56.055325,55.84703
2015-01-09,56.57856,56.32606,56.100403,56.052612,56.016815,55.99384,55.873093
2015-01-11,56.28659,56.07288,56.032997,55.98871,55.925858,55.867054,55.70448
2015-01-12,56.120506,55.983654,56.013233,55.927963,55.839375,55.727077,55.30281
2015-01-13,56.035625,55.995026,55.86478,55.841995,55.745514,55.25127,55.08547
2015-01-14,55.98486,55.8533,55.86798,55.743263,55.325783,55.098183,54.423164
2015-01-15,55.89462,55.84673,55.73458,55.24949,55.155315,54.48983,54.07693
2015-01-16,55.875877,55.75689,55.36227,55.099888,54.496033,54.03377,53.423103
2015-01-18,55.740494,55.338318,55.11373,54.49477,54.035522,53.508457,53.274075
2015-01-19,55.25101,55.10309,54.46209,54.02395,53.482346,53.215546,53.16911
2015-01-20,55.06111,54.42523,54.0174,53.485516,53.24667,53.142597,52.02041
2015-01-21,54.51323,53.942265,53.49553,53.287544,53.11659,51.92737,50.82242
2015-01-22,54.02467,53.630203,53.25037,53.07711,52.04014,50.821953,48.922043
2015-01-23,53.52868,53.257206,53.114536,51.958755,50.842793,48.86769,48.572742
2015-01-25,53.26141,53.16116,52.038708,50.791412,48.85812,48.616016,48.48385
2015-01-26,53.19376,52.017593,50.723606,48.832577,48.57828,48.482468,48.404465
2015-01-27,52.008392,50.776714,48.82993,48.685234,48.469944,48.412174,48.258324
2015-01-28,50.845844,48.844906,48.618084,48.524273,48.385147,48.299965,48.294304
2015-01-29,48.91039,48.5917,48.495277,48.39803,48.309135,48.263412,48.286747
2015-01-30,48.61714,48.528797,48.344906,48.30311,48.365005,48.30658,48.29907
2015-02-01,48.53849,48.353436,48.27694,48.264946,48.329838,48.311626,48.329147
2015-02-02,48.418728,48.28673,48.261757,48.31006,48.344326,48.210495,48.323112
2015-02-03,48.257812,48.27177,48.337376,48.3153,48.307808,48.264977,48.375305
2015-02-04,48.367306,48.346153,48.352737,48.210323,48.314026,48.271015,48.3118
2015-02-05,48.343506,48.361298,48.276196,48.266933,48.28062,48.24944,48.306747
2015-02-06,48.27062,48.28587,48.26069,48.273254,48.28598,48.31886,48.349644
2015-02-08,48.402348,48.270523,48.338013,48.25106,48.293716,48.326984,48.254616
2015-02-09,48.25496,48.346878,48.353626,48.322624,48.251648,48.357555,48.293102
2015-02-10,48.36885,48.362354,48.27558,48.33094,48.31681,48.336235,48.285194
2015-02-11,48.344093,48.28517,48.259827,48.362267,48.326702,48.346493,48.298283
2015-02-12,48.268646,48.26957,48.338512,48.340347,48.327354,48.384922,48.329998
2015-02-13,48.404797,48.347473,48.354362,48.350784,48.296726,48.299664,48.32364
2015-02-15,48.252758,48.36321,48.275143,48.389957,48.309002,48.25935,48.416203
2015-02-16,48.370064,48.28466,48.259212,48.302887,48.36939,48.412025,48.371956
2015-02-17,48.344593,48.26885,48.338936,48.261833,48.47807,48.47072,48.469852
2015-02-18,48.267216,48.347984,48.354973,48.428143,48.32081,48.42885,48.862717
2015-02-19,48.40669,48.363914,48.451225,48.432243,48.441868,48.899555,49.412693
2015-02-20,48.251163,48.407017,48.445892,48.434486,48.85623,49.3347,49.686905
2015-02-22,48.47205,48.448467,48.397186,48.930702,49.299606,49.624294,49.631653
2015-02-23,48.402664,48.39699,48.889267,49.44005,49.626724,49.626076,49.628204
2015-02-24,48.37299,48.87008,49.34522,49.621365,49.622044,49.55388,49.661762
2015-02-25,48.882915,49.38591,49.609745,49.568333,49.622578,49.689144,49.656414
2015-02-26,49.41703,49.61716,49.49932,49.64209,49.618702,49.60382,49.719162
2015-02-27,49.588966,49.678993,49.700653,49.616344,49.67793,49.675808,49.97664
2015-03-01,49.65366,49.552937,49.63955,49.619537,49.622505,49.905575,49.98979
2015-03-02,49.552013,49.605602,49.63089,49.63252,49.973427,50.02384,50.226627
2015-03-03,49.626724,49.643196,49.644222,49.96091,50.005135,50.22627,50.29248
2015-03-04,49.64294,49.654903,49.965805,50.031498,50.22023,50.193436,50.22565
2015-03-05,49.610443,49.957752,49.99489,50.238346,50.286716,50.237087,50.293114
2015-03-06,49.877625,49.991524,50.25696,50.256626,50.231712,50.24726,50.216797
2015-03-08,50.00044,50.265404,50.258022,50.256752,50.224854,50.259018,50.188667
2015-03-09,50.23322,50.259754,50.27275,50.256824,50.288883,50.22334,50.268803
2015-03-10,50.2863,50.24934,50.249596,50.256905,50.235203,50.245247,50.288853
2015-03-11,50.25039,50.240864,50.23913,50.25697,50.228416,50.273098,50.26851
2015-03-12,50.272366,50.272182,50.27036,50.25703,50.291092,50.223785,50.221077
2015-03-13,50.247387,50.199955,50.257713,50.25709,50.282658,50.221706,50.00007
2015-03-15,50.25236,50.26762,50.212627,50.257153,50.28993,50.025524,49.949074
2015-03-16,50.269543,50.237305,50.2496,50.257206,50.0117,49.975494,49.851456
2015-03-17,50.2902,50.272038,50.276104,49.970455,49.951477,49.865833,49.67665
2015-03-18,50.249847,50.228607,49.97935,49.88973,49.865833,49.65209,49.651577
2015-03-19,50.253998,49.98928,49.95418,49.841465,49.697323,49.596592,49.649014
2015-03-20,49.988144,49.88482,49.88295,49.683067,49.63606,49.614067,49.588123
2015-03-22,49.950657,49.88204,49.637352,49.653027,49.55761,49.553402,49.597347
2015-03-23,49.806786,49.634663,49.644268,49.61553,49.574093,49.532894,49.58098
2015-03-24,49.677048,49.66274,49.6264,49.532738,49.618553,49.586952,49.44866
2015-03-25,49.611996,49.624355,49.599636,49.58508,49.577896,49.427673,49.38469
2015-03-26,49.612457,49.578354,49.578365,49.61694,49.444912,49.392162,49.35004
2015-03-27,49.51417,49.590504,49.582886,49.445137,49.370964,49.336292,49.2349
2015-03-29,49.64233,49.60272,49.41168,49.362736,49.363934,49.214973,49.25489
2015-03-30,49.564533,49.47116,49.388123,49.35845,49.241516,49.25979,49.210743
2015-03-31,49.563343,49.379814,49.334282,49.25164,49.25071,49.25835,49.189796
2015-04-01,49.379852,49.37022,49.29248,49.249367,49.224144,49.22158,49.221176
2015-04-02,49.327072,49.176605,49.240253,49.210037,49.236645,49.22703,49.194748
2015-04-05,49.2119,49.227097,49.23272,49.254204,49.211834,49.231556,49.283424
2015-04-06,49.2294,49.23121,49.2696,49.2499,49.266678,49.19821,49.250793
2015-04-07,49.284492,49.19602,49.223736,49.208965,49.27208,49.249763,49.269993
2015-04-08,49.183857,49.274574,49.223743,49.25486,49.198997,49.25032,49.239677
2015-04-09,49.297695,49.242805,49.25734,49.250374,49.179596,49.272972,49.328777
2015-04-10,49.20875,49.249657,49.202,49.208004,49.370937,49.34764,49.371845
2015-04-12,49.228085,49.238678,49.23697,49.308132,49.316326,49.40831,49.36768
2015-04-13,49.28858,49.2115,49.370266,49.329567,49.355938,49.379288,49.327682
2015-04-14,49.178394,49.284496,49.390842,49.351364,49.391277,49.317184,49.372612
2015-04-15,49.30527,49.33992,49.326847,49.329235,49.382236,49.346954,49.368263
2015-04-16,49.296448,49.333733,49.31346,49.351677,49.305565,49.41043,49.32672
2015-04-17,49.32047,49.385174,49.379375,49.328957,49.255688,49.38003,49.373283
2015-04-19,49.3749,49.36851,49.39311,49.351974,49.293255,49.315304,49.892353
2015-04-20,49.348873,49.363655,49.325478,49.3287,49.394127,49.987453,50.019257
2015-04-21,49.292583,49.407093,49.311466,49.35225,49.9155,50.004745,50.977997
2015-04-22,49.31952,49.311092,49.38074,49.888054,50.06915,50.902805,50.95222
2015-04-23,49.377567,49.3502,49.87018,50.00344,50.9747,51.02159,51.05329
2015-04-24,49.349785,49.895733,49.999744,50.839523,50.945595,51.078983,51.12923
2015-04-26,49.954308,50.00509,50.84691,51.01179,51.017086,51.119392,51.65994
2015-04-27,50.004776,50.911903,51.075027,51.098957,51.145416,51.660686,51.86353
2015-04-28,50.930286,51.040165,51.096046,51.168377,51.675827,51.912582,52.163982
2015-04-29,51.01825,51.086185,51.12728,51.685165,51.935112,52.13472,52.43486
2015-04-30,51.11958,51.094322,51.679157,51.843174,52.1645,52.43225,52.950974
2015-05-01,51.10361,51.657383,51.871452,52.18726,52.39642,52.985313,54.925903
2015-05-03,51.6822,51.93503,52.13449,52.441597,52.977818,54.99263,56.120537
2015-05-04,51.917866,52.138653,52.44908,52.966915,54.94825,56.081837,56.131447
2015-05-05,52.25139,52.54336,52.973396,54.955627,56.05294,56.128353,56.276505
2015-05-06,52.465668,52.97062,54.95482,56.129993,56.091843,56.26621,56.440517
2015-05-07,52.901875,54.969276,56.066517,56.163876,56.22732,56.415466,56.527992
2015-05-08,54.97892,56.126667,56.09669,56.229446,56.317833,56.535152,56.73522
2015-05-10,56.15422,56.1612,56.31533,56.336433,56.432243,56.821823,56.91073
2015-05-11,56.10393,56.26666,56.356583,56.530796,56.784763,56.97689,56.973373
2015-05-12,56.256107,56.424118,56.481598,56.734795,56.875153,57.007015,57.03199
2015-05-13,56.322063,56.51842,56.822773,56.868385,56.941944,57.03053,57.114994
2015-05-14,56.564934,56.807526,56.858513,57.002647,56.99243,57.099365,57.274982
2015-05-15,56.80346,56.909977,56.987118,57.02147,57.138355,57.233273,57.70792
2015-05-17,56.94661,57.012547,57.064636,57.114117,57.286564,57.73155,58.674603
2015-05-18,56.996532,57.103596,57.089157,57.336933,57.77141,58.71349,58.93901
2015-05-19,57.06017,57.155018,57.322147,57.765465,58.701477,58.923195,58.92148
2015-05-20,57.142456,57.25382,57.760906,58.71987,58.969204,58.985107,59.052483
2015-05-21,57.370495,57.718884,58.662487,58.975407,59.016075,58.999073,59.0198
2015-05-22,57.76893,58.7355,58.881718,58.99859,59.05832,59.054695,59.02639
2015-05-24,58.687912,58.909664,59.030464,59.062866,59.01361,59.025288,59.030807
2015-05-25,59.014355,58.971245,59.008797,59.01856,59.025383,59.073734,59.03379
2015-05-26,59.01556,59.031567,59.05055,59.02294,59.042698,59.008183,59.069305
2015-05-27,59.011726,59.053864,59.046276,59.06462,59.060688,59.1127,59.17962
2015-05-28,59.046703,59.03139,59.005367,59.017937,59.047207,59.199074,59.231987
2015-05-29,59.006405,59.054146,59.051258,59.05589,59.128838,59.219055,59.24576
2015-05-31,59.05162,59.031136,59.167923,59.156933,59.226555,59.239117,59.27358
2015-06-01,59.047245,59.04579,59.17975,59.225204,59.212967,59.255898,59.268005
2015-06-02,59.07907,59.1545,59.21523,59.27163,59.247826,59.266525,59.224197
2015-06-03,59.14949,59.297447,59.255966,59.2794,59.282375,59.284744,59.262363
2015-06-04,59.194782,59.22765,59.30756,59.271812,59.2864,59.24867,59.339016
2015-06-05,59.24657,59.19642,59.251682,59.25046,59.250996,59.28603,59.525978
2015-06-07,59.26746,59.255196,59.265083,59.23819,59.279903,59.455666,59.611473
2015-06-08,59.284695,59.25144,59.280483,59.40061,59.50489,59.55705,59.692356
2015-06-09,59.252846,59.227737,59.273956,59.506237,59.6064,59.725708,59.724277
2015-06-10,59.272533,59.304165,59.47506,59.630432,59.767754,59.729385,59.728046
2015-06-11,59.242023,59.505974,59.630077,59.77531,59.723125,59.784584,59.82919
2015-06-12,59.506123,59.592827,59.688923,59.780052,59.731102,59.82342,59.76989
2015-06-14,59.600555,59.71113,59.704857,59.775314,59.81731,59.778374,59.754005
2015-06-15,59.69563,59.74961,59.78372,59.828926,59.80634,59.794422,59.739178
2015-06-16,59.773933,59.75733,59.81501,59.794693,59.82051,59.717636,59.761044
2015-06-17,59.746387,59.807487,59.770214,59.77482,59.684788,59.82038,59.803448
2015-06-18,59.795017,59.782413,59.798054,59.750107,59.712353,59.809586,59.82277
2015-06-19,59.80768,59.80044,59.74503,59.74558,59.83943,59.838722,59.827045
2015-06-21,59.770676,59.74115,59.748535,59.757416,59.796707,59.854855,59.823467
2015-06-22,59.760788,59.77324,59.772522,59.85096,59.847916,59.840042,59.774452
2015-06-23,59.699196,59.838844,59.79275,59.838074,59.84751,59.793633,59.755547
2015-06-24,59.810955,59.863426,59.85255,59.8188,59.787502,59.776745,59.71888
2015-06-25,59.795532,59.826298,59.824593,59.785492,59.81296,59.74861,59.787285
2015-06-26,59.87284,59.81237,59.765697,59.78412,59.764458,59.71666,59.75851
2015-06-28,59.83787,59.77667,59.79376,59.76227,59.800903,59.69879,59.762768
2015-06-29,59.812008,59.840305,59.703564,59.7405,59.71425,59.78191,59.662575
2015-06-30,59.796577,59.798256,59.754723,59.72627,59.723587,59.70914,59.670734
2015-07-01,59.78958,59.73946,59.669006,59.710476,59.705265,59.651283,59.615925
2015-07-02,59.804005,59.677525,59.729244,59.75523,59.67378,59.60356,59.525497
2015-07-03,59.681976,59.721813,59.69159,59.673344,59.585926,59.546562,59.560413
2015-07-05,59.68216,59.710682,59.668896,59.636566,59.572166,59.539837,59.56311
2015-07-06,59.720726,59.707928,59.625954,59.547825,59.53298,59.559315,59.540333
2015-07-07,59.668346,59.616917,59.58574,59.57539,59.551792,59.55003,59.575264
2015-07-08,59.593044,59.57648,59.51394,59.56371,59.59338,59.568684,59.43875
2015-07-09,59.504868,59.547363,59.480526,59.55717,59.573532,59.43469,58.785007
2015-07-10,59.5857,59.550095,59.506203,59.52335,59.473526,58.82122,58.784813
2015-07-12,59.52204,59.577847,59.583748,59.458958,58.752224,58.748245,58.671383
2015-07-13,59.535892,59.54641,59.44434,58.757668,58.713448,58.67441,58.654976
2015-07-14,59.580147,59.44991,58.76673,58.70612,58.67203,58.61757,58.66431
2015-07-15,59.49201,58.82348,58.72369,58.65745,58.66672,58.61297,58.43319
2015-07-16,58.76272,58.73232,58.668602,58.638836,58.663353,58.437244,58.32572
2015-07-17,58.734634,58.671707,58.607872,58.65534,58.50646,58.41518,57.81581
2015-07-19,58.706215,58.65483,58.63027,58.5283,58.404396,57.81858,57.02988
2015-07-20,58.646736,58.64297,58.456696,58.361694,57.805515,57.005997,56.447895
2015-07-21,58.66713,58.49471,58.38394,57.810154,57.047955,56.420937,55.03874
2015-07-22,58.459953,58.40631,57.804718,57.004612,56.39597,55.004635,53.79789
2015-07-23,58.363052,57.786625,56.9722,56.39317,54.97306,53.81212,52.951553
2015-07-24,57.788506,57.00655,56.407616,55.012283,53.829777,52.92985,52.751183
2015-07-26,57.029217,56.3777,54.9957,53.783768,52.961594,52.749317,52.54234
2015-07-27,56.457897,54.92817,53.875168,52.985565,52.743206,52.44641,52.284008
2015-07-28,54.984573,53.873493,52.968784,52.749706,52.563057,52.28667,52.18962
2015-07-29,53.84114,52.971832,52.747494,52.48812,52.246624,52.183502,52.03556
2015-07-30,52.939938,52.784718,52.511677,52.285397,52.12739,52.014256,51.933872
2015-07-31,52.74771,52.48056,52.31147,52.191685,51.987946,51.971302,51.91684
2015-08-02,52.456013,52.27781,52.17567,52.047066,51.938786,51.90503,51.417793
2015-08-03,52.266594,52.219982,52.014053,51.967777,51.860325,51.404247,50.807446
2015-08-04,52.151897,52.083946,51.947895,51.89096,51.37767,50.801014,50.757805
2015-08-05,52.035492,51.92181,51.889355,51.396973,50.785545,50.70215,50.47895
2015-08-06,51.955597,51.893555,51.390923,50.781204,50.735817,50.519707,50.44214
2015-08-07,51.86555,51.38632,50.79851,50.69882,50.53404,50.478596,49.82426
2015-08-09,51.4168,50.783623,50.697037,50.537945,50.45073,49.71189,48.9902
2015-08-10,50.867065,50.64772,50.524025,50.483604,49.842537,48.970066,48.742172
2015-08-11,50.737297,50.5259,50.490868,49.811417,49.022743,48.756973,48.51431
2015-08-12,50.526836,50.45694,49.752445,48.99811,48.753494,48.405617,48.305443
2015-08-13,50.489796,49.755447,49.001102,48.77125,48.42479,48.314056,48.049873
2015-08-14,49.743843,49.000996,48.738617,48.427593,48.309223,48.072727,47.639236
2015-08-16,48.970142,48.772125,48.51733,48.359703,47.95914,47.690464,47.50228
2015-08-17,48.73838,48.461525,48.306152,47.98756,47.631565,47.52493,47.507797
2015-08-18,48.45989,48.354546,48.047894,47.64476,47.587555,47.448772,46.76925
2015-08-19,48.298817,48.05111,47.602444,47.46955,47.51856,46.75689,45.931175
2015-08-20,48.009464,47.648014,47.559975,47.513584,46.757626,45.949192,45.80747
2015-08-21,47.626514,47.49755,47.458836,46.78008,45.971535,45.826504,45.655514
2015-08-23,47.517387,47.50925,46.768013,45.931957,45.80747,45.624367,44.701782
2015-08-24,47.46845,46.72492,45.939884,45.73493,45.60262,44.74734,44.35303
2015-08-25,46.749256,45.947575,45.835617,45.66575,44.7367,44.408302,44.45586
2015-08-26,45.887367,45.819485,45.621815,44.74244,44.38222,44.429047,44.424885
2015-08-27,45.80759,45.64016,44.634983,44.41322,44.425735,44.40801,44.4021
2015-08-28,45.587242,44.740982,44.365887,44.438942,44.41917,44.42929,44.467476
2015-08-30,44.629032,44.48069,44.390823,44.41793,44.41372,44.407772,44.38358
2015-08-31,44.46434,44.366207,44.450603,44.44331,44.452637,44.429493,44.415062
2015-09-01,44.43388,44.31498,44.41624,44.42107,44.44097,44.407555,44.467567
2015-09-02,44.440353,44.35596,44.432346,44.446373,44.391544,44.42967,44.399662
2015-09-03,44.38634,44.47386,44.400803,44.42319,44.435562,44.407356,44.522476
2015-09-04,44.403873,44.52639,44.419987,44.404057,44.426826,44.42982,44.43781
2015-09-06,44.408978,44.484184,44.476738,44.43312,44.378853,44.407173,44.48155
2015-09-07,44.363747,44.363262,44.43631,44.411835,44.42614,44.429985,44.427834
2015-09-08,44.46365,44.309563,44.361603,44.439857,44.41901,44.40704,44.371227
2015-09-09,44.42299,44.352818,44.388504,44.41704,44.413174,44.430145,44.35411
2015-09-10,44.431282,44.476265,44.452568,44.44448,44.454933,44.28587,44.22074
2015-09-11,44.468414,44.53093,44.415825,44.420555,44.38825,44.2724,44.262497
2015-09-13,44.434845,44.486782,44.43298,44.18664,44.27063,44.384117,44.281948
2015-09-14,44.441807,44.361164,44.32549,44.225086,44.27714,44.386574,44.350266
2015-09-15,44.38349,44.230473,44.272022,44.401924,44.310787,44.4029,44.25773
2015-09-16,44.309753,44.216118,44.277958,44.311047,44.300125,44.21904,44.493397
2015-09-17,44.246063,44.334675,44.27278,44.28825,44.318768,44.428394,44.699234
2015-09-18,44.286373,44.2163,44.2685,44.319656,44.546318,44.566505,44.756786
2015-09-20,44.25443,44.404545,44.33686,44.603714,44.720913,44.784615,44.780746
2015-09-21,44.338142,44.284447,44.507538,44.710754,44.806435,44.849968,44.858788
2015-09-22,44.253338,44.58119,44.558464,44.74373,44.80388,44.86227,44.94811
2015-09-23,44.5838,44.709656,44.7825,44.780117,44.838444,44.949707,44.9402
2015-09-24,44.60959,44.739567,44.76731,44.839397,44.950115,44.949787,44.938133
2015-09-25,44.76983,44.777084,44.870564,44.978153,44.938446,44.930542,45.007336
2015-09-27,44.786396,44.835743,44.940495,44.92865,44.962196,45.002464,45.030655
2015-09-28,44.902603,44.929726,44.987785,44.94618,44.987602,45.045406,45.026836
2015-09-29,44.96393,44.948017,44.966236,44.956238,44.98718,45.144012,45.12583
2015-09-30,44.944096,44.974464,45.008823,45.002293,45.078888,45.08874,45.158527
2015-10-01,45.012886,44.943466,44.998444,45.146797,45.15353,45.171463,45.19017
2015-10-02,44.96865,45.004883,45.111202,45.13381,45.167015,45.166695,45.281155
2015-10-04,45.00024,45.062466,45.106804,45.148716,45.184563,45.301266,45.339428
2015-10-05,45.096443,45.093132,45.149742,45.20613,45.313206,45.359165,45.37223
2015-10-06,45.128143,45.099735,45.202995,45.29882,45.379467,45.459408,45.567516
2015-10-07,45.144753,45.206757,45.29874,45.36706,45.39579,45.56331,45.58314
2015-10-08,45.230476,45.29891,45.30611,45.390194,45.52869,45.573517,45.565987
2015-10-09,45.31147,45.34583,45.36769,45.509995,45.537712,45.590435,45.583496
2015-10-11,45.37633,45.453148,45.543053,45.5478,45.572285,45.55977,45.720417
2015-10-12,45.39942,45.47673,45.5655,45.552933,45.57715,45.66714,45.62984
2015-10-13,45.5056,45.532288,45.637978,45.635536,45.65387,45.666332,45.649548
2015-10-14,45.587124,45.59377,45.63651,45.65898,45.642513,45.627487,45.684464
2015-10-15,45.580605,45.601456,45.645245,45.652016,45.66761,45.72408,45.815178
2015-10-16,45.54119,45.659367,45.657585,45.64613,45.722034,45.79643,45.82342
2015-10-18,45.67974,45.654724,45.664215,45.774185,45.82194,45.82278,45.8303
2015-10-19,45.64462,45.676304,45.70715,45.847027,45.823616,45.81006,45.795773
2015-10-20,45.65156,45.764908,45.83105,45.844933,45.851456,45.835236,45.8078
2015-10-21,45.7247,45.86721,45.791832,45.847797,45.806152,45.81986,45.854984
2015-10-22,45.84203,45.752167,45.795578,45.81514,45.797585,45.7735,45.81471
2015-10-23,45.79173,45.84198,45.8323,45.818626,45.83264,45.80641,45.82364
2015-10-25,45.818623,45.822468,45.790966,45.82305,45.772213,45.868538,45.764767
2015-10-26,45.785122,45.761414,45.79496,45.82864,45.816437,45.772102,45.7499
2015-10-27,45.849606,45.872574,45.833496,45.791527,45.788822,45.768066,45.743324
2015-10-28,45.899776,45.747242,45.790173,45.79608,45.76846,45.741848,45.911434
2015-10-29,45.860836,45.844814,45.76488,45.764683,45.771706,45.87085,45.977062
2015-10-30,45.798676,45.753647,45.74193,45.77422,45.87294,45.86621,46.01891
2015-11-01,45.7551,45.76459,45.801346,45.85683,46.008335,46.090897,46.045525
2015-11-02,45.77511,45.754925,45.896408,46.0929,46.05625,46.02707,46.082806
2015-11-03,45.754807,45.896393,46.046562,45.963047,46.02559,46.013737,46.071655
2015-11-04,45.90777,46.043976,46.117054,46.069798,46.07637,46.07938,46.050125
2015-11-05,46.043404,46.05481,46.096874,46.045544,46.07791,46.09305,46.08118
2015-11-06,46.07843,46.06006,46.00128,46.05729,46.042076,46.025627,46.071896
2015-11-08,46.025047,46.07764,45.96392,46.119694,46.049915,46.01164,46.05401
2015-11-09,46.05882,46.04554,46.013584,46.017418,46.056404,46.08068,46.03872
2015-11-10,46.049164,46.011776,46.09333,46.048172,46.023308,46.09494,46.03074
2015-11-11,46.051308,46.064465,46.07686,46.070797,46.07796,46.02438,46.015694
2015-11-12,46.089184,46.037453,46.05758,46.00582,46.079533,46.00984,45.86892
2015-11-13,46.037277,46.052788,46.03776,46.063477,46.041225,45.919945,45.76091
2015-11-15,46.03322,46.01343,46.075214,45.972683,45.913567,45.749474,45.4815
2015-11-16,46.06268,46.0749,46.061954,45.884415,45.77204,45.514393,45.431343
2015-11-17,46.05437,46.04315,45.92882,45.708443,45.58412,45.461193,45.05559
2015-11-18,46.09607,45.89602,45.745113,45.534847,45.413338,45.05869,44.935745
2015-11-19,45.91782,45.806877,45.515717,45.4046,45.10018,45.028385,44.735203
2015-11-20,45.770504,45.50384,45.441513,45.041077,44.96165,44.73956,44.561146
2015-11-22,45.513664,45.40613,45.07012,44.96077,44.70468,44.536224,44.47219
2015-11-23,45.49069,45.067394,44.930374,44.791904,44.609314,44.523304,44.30552
2015-11-24,45.074272,44.928284,44.74669,44.55826,44.510258,44.230034,44.26056
2015-11-25,44.928173,44.74599,44.571747,44.42841,44.254105,44.157448,44.026855
2015-11-26,44.787132,44.572266,44.48508,44.274467,44.23278,44.053894,43.365963
2015-11-27,44.628517,44.50927,44.283836,44.23818,44.032806,43.331673,43.2087
2015-11-29,44.466442,44.311386,44.14502,43.960556,43.423428,43.189575,42.747375
2015-11-30,44.293537,44.132824,44.059162,43.39173,43.247543,42.716957,42.64839
