,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD
2016-11-29,18120.268,18130.494,18149.38,18171.193,18200.943,18239.111,18278.922
2016-11-30,18130.637,18149.541,18171.34,18200.732,18239.18,18279.025,18325.883
2016-12-01,18149.68,18171.193,18200.902,18238.97,18279.055,18326.033,18374.596
2016-12-02,18171.33,18200.773,18239.162,18278.838,18326.043,18374.762,18422.516
2016-12-04,18200.906,18239.06,18279.059,18325.832,18374.764,18422.695,18468.744
2016-12-05,18239.188,18278.975,18326.062,18374.553,18422.693,18468.934,18513.12
2016-12-06,18279.102,18325.984,18374.79,18422.48,18468.926,18513.312,18555.707
2016-12-07,18326.111,18374.71,18422.717,18468.713,18513.3,18555.902,18596.682
2016-12-08,18374.838,18422.645,18468.955,18513.088,18555.895,18596.88,18636.195
2016-12-09,18422.771,18468.883,18513.33,18555.68,18596.867,18636.402,18674.418
2016-12-11,18469.008,18513.262,18555.924,18596.654,18636.389,18674.623,18710.502
2016-12-12,18513.387,18555.854,18596.9,18636.172,18674.605,18710.707,18744.455
2016-12-13,18555.979,18596.83,18636.422,18674.395,18710.693,18744.662,18777.035
2016-12-14,18596.957,18636.352,18674.643,18710.48,18744.646,18777.209,18808.535
2016-12-15,18636.477,18674.572,18710.725,18744.432,18777.195,18808.719,18840.123
2016-12-16,18674.697,18710.658,18744.68,18777.014,18808.701,18840.31,18864.926
2016-12-18,18710.785,18744.611,18777.229,18808.512,18840.293,18865.066,18884.723
2016-12-19,18744.74,18777.158,18808.736,18840.102,18865.05,18884.838,18905.621
2016-12-20,18777.29,18808.668,18840.328,18864.906,18884.822,18905.715,18926.797
2016-12-21,18808.795,18840.26,18865.086,18884.703,18905.723,18926.908,18949.646
2016-12-22,18840.385,18865.016,18884.857,18905.598,18926.914,18949.766,18973.95
2016-12-23,18865.113,18884.787,18905.732,18926.775,18949.773,18974.078,18998.17
2016-12-26,18884.885,18905.69,18926.926,18949.625,18974.086,18998.31,19023.064
2016-12-27,18905.766,18926.88,18949.785,18973.932,18998.316,19023.197,19047.459
2016-12-28,18926.96,18949.74,18974.098,18998.146,19023.201,19047.592,19072.791
2016-12-29,18949.818,18974.05,18998.33,19023.043,19047.594,19072.926,19097.299
2016-12-30,18974.137,18998.281,19023.217,19047.438,19072.932,19097.418,19117.938
2017-01-02,18998.37,19023.168,19047.61,19072.768,19097.42,19118.041,19137.943
2017-01-03,19023.256,19047.56,19072.945,19097.297,19118.041,19138.059,19158.104
2017-01-04,19047.65,19072.896,19097.438,19117.936,19138.057,19158.229,19176.596
2017-01-05,19072.986,19097.387,19118.06,19137.941,19158.223,19176.686,19195.545
2017-01-06,19097.482,19118.008,19138.078,19158.1,19176.68,19195.64,19215.717
2017-01-08,19118.104,19138.023,19158.246,19176.59,19195.635,19215.828,19234.662
2017-01-09,19138.104,19158.19,19176.705,19195.541,19215.812,19234.773,19255.03
2017-01-10,19158.254,19176.668,19195.66,19215.71,19234.758,19255.143,19276.816
2017-01-11,19176.71,19195.621,19215.846,19234.656,19255.129,19276.943,19299.834
2017-01-12,19195.67,19215.799,19234.793,19255.021,19276.928,19299.967,19323.918
2017-01-13,19215.871,19234.746,19255.162,19276.81,19299.95,19324.057,19348.877
2017-01-15,19234.82,19255.115,19276.963,19299.826,19324.04,19349.025,19374.395
2017-01-16,19255.191,19276.912,19299.986,19323.908,19349.008,19374.547,19399.344
2017-01-17,19276.994,19299.93,19324.076,19348.865,19374.531,19399.498,19424.896
2017-01-18,19300.021,19324.02,19349.045,19374.387,19399.482,19425.057,19449.848
2017-01-19,19324.115,19348.986,19374.566,19399.334,19425.04,19450.014,19474.145
2017-01-20,19349.086,19374.508,19399.518,19424.885,19449.996,19474.312,19497.871
2017-01-22,19374.613,19399.459,19425.076,19449.838,19474.297,19498.043,19521.11
2017-01-23,19399.564,19425.016,19450.033,19474.13,19498.027,19521.287,19543.924
2017-01-24,19425.123,19449.97,19474.33,19497.86,19521.27,19544.1,19566.355
2017-01-25,19450.08,19474.27,19498.062,19521.1,19544.086,19566.535,19588.457
2017-01-26,19474.38,19498.0,19521.307,19543.908,19566.52,19588.639,19610.252
2017-01-27,19498.113,19521.242,19544.12,19566.344,19588.623,19610.434,19631.787
2017-01-29,19521.357,19544.059,19566.555,19588.445,19610.416,19631.97,19653.082
2017-01-30,19544.176,19566.49,19588.656,19610.238,19631.953,19653.266,19674.162
2017-01-31,19566.61,19588.594,19610.453,19631.77,19653.25,19674.348,19695.06
2017-02-01,19588.71,19610.39,19631.99,19653.066,19674.33,19695.246,19714.924
2017-02-02,19610.508,19631.926,19653.285,19674.146,19695.229,19715.084,19731.922
2017-02-03,19632.047,19653.223,19674.367,19695.045,19715.068,19732.066,19748.193
2017-02-05,19653.346,19674.305,19695.264,19714.906,19732.05,19748.328,19763.613
2017-02-06,19674.426,19695.201,19715.098,19731.904,19748.312,19763.738,19776.688
2017-02-07,19695.324,19715.04,19732.068,19748.178,19763.72,19776.799,19789.29
2017-02-08,19715.156,19732.021,19748.332,19763.598,19776.799,19789.396,19799.762
2017-02-09,19732.129,19748.283,19763.74,19776.69,19789.395,19799.84,19809.744
2017-02-10,19748.393,19763.703,19776.803,19789.291,19799.84,19809.812,19817.29
2017-02-12,19763.8,19776.781,19789.398,19799.762,19809.81,19817.322,19822.453
2017-02-13,19776.861,19789.377,19799.844,19809.746,19817.322,19822.486,19826.238
2017-02-14,19789.432,19799.834,19809.818,19817.293,19822.486,19826.275,19829.812
2017-02-15,19799.875,19809.807,19817.328,19822.453,19826.273,19829.85,19833.514
2017-02-16,19809.834,19817.32,19822.475,19826.24,19829.852,19833.555,19837.348
2017-02-17,19817.328,19822.48,19826.264,19829.814,19833.555,19837.39,19842.715
2017-02-26,19822.473,19826.271,19829.838,19833.514,19837.389,19842.756,19849.893
2017-02-27,19826.266,19829.844,19833.543,19837.35,19842.754,19849.94,19858.979
2017-02-28,19829.842,19833.547,19837.379,19842.713,19849.938,19859.031,19870.03
2017-03-01,19833.545,19837.38,19842.746,19849.89,19859.027,19870.084,19883.092
2017-03-02,19837.38,19842.744,19849.928,19858.975,19870.082,19883.152,19898.15
2017-03-03,19842.748,19849.928,19859.021,19870.027,19883.148,19898.219,19913.227
2017-03-05,19849.934,19859.02,19870.074,19883.09,19898.213,19913.283,19928.676
2017-03-06,19859.027,19870.072,19883.145,19898.15,19913.277,19928.738,19946.094
2017-03-07,19870.084,19883.137,19898.213,19913.227,19928.732,19946.16,19964.932
2017-03-08,19883.152,19898.2,19913.277,19928.672,19946.158,19964.984,19982.316
2017-03-09,19898.225,19913.258,19928.734,19946.088,19965.002,19982.37,19998.268
2017-03-10,19913.29,19928.715,19946.158,19964.928,19982.371,19998.324,20015.572
2017-03-12,19928.748,19946.137,19964.984,19982.309,19998.318,20015.604,20031.72
2017-03-13,19946.172,19964.98,19982.37,19998.262,20015.598,20031.748,20046.988
2017-03-14,19965.0,19982.37,19998.322,20015.564,20031.742,20047.025,20063.35
2017-03-15,19982.387,19998.322,20015.604,20031.713,20047.02,20063.398,20081.764
2017-03-16,19998.342,20015.596,20031.75,20046.982,20063.395,20081.82,20100.65
2017-03-17,20015.623,20031.738,20047.027,20063.342,20081.812,20100.709,20120.95
2017-03-19,20031.77,20047.014,20063.4,20081.756,20100.703,20121.02,20142.945
2017-03-20,20047.021,20063.383,20081.822,20100.645,20121.014,20143.023,20166.432
2017-03-21,20063.402,20081.803,20100.686,20120.945,20143.02,20166.518,20191.096
2017-03-22,20081.824,20100.69,20120.996,20142.941,20166.514,20191.19,20215.293
2017-03-23,20100.688,20120.996,20143.002,20166.426,20191.184,20215.4,20240.5
2017-03-24,20120.996,20143.0,20166.498,20191.088,20215.395,20240.61,20265.871
2017-03-26,20143.008,20166.488,20191.17,20215.29,20240.604,20265.986,20291.209
2017-03-27,20166.506,20191.156,20215.38,20240.492,20265.98,20291.332,20317.3
2017-03-28,20191.176,20215.365,20240.59,20265.863,20291.324,20317.426,20342.98
2017-03-29,20215.389,20240.572,20265.973,20291.203,20317.42,20343.115,20368.863
2017-03-30,20240.602,20265.95,20291.32,20317.293,20343.107,20369.0,20395.26
2017-03-31,20265.984,20291.291,20317.42,20342.977,20368.992,20395.402,20420.94
2017-04-02,20291.332,20317.389,20343.107,20368.861,20395.396,20421.08,20445.854
2017-04-03,20317.434,20343.074,20368.992,20395.258,20421.076,20445.996,20470.05
2017-04-04,20343.123,20368.957,20395.395,20420.934,20445.992,20470.19,20491.506
2017-04-05,20369.01,20395.361,20421.076,20445.85,20470.184,20491.639,20512.58
2017-04-06,20395.418,20421.037,20445.99,20470.045,20491.63,20512.715,20533.467
2017-04-07,20421.098,20445.953,20470.188,20491.5,20512.707,20533.605,20553.957
2017-04-09,20446.014,20470.146,20491.635,20512.572,20533.598,20554.098,20572.002
2017-04-10,20470.21,20491.594,20512.71,20533.463,20554.09,20572.115,20586.504
2017-04-11,20491.658,20512.668,20533.6,20553.95,20572.107,20586.602,20596.002
2017-04-12,20512.734,20533.56,20554.092,20571.996,20586.592,20596.068,20602.195
2017-04-13,20533.625,20554.053,20572.111,20586.498,20596.059,20602.262,20607.215
2017-04-16,20554.12,20572.082,20586.596,20595.998,20602.252,20607.287,20610.783
2017-04-17,20572.135,20586.582,20596.062,20602.191,20607.277,20610.844,20611.756
2017-04-18,20586.62,20596.05,20602.256,20607.209,20610.836,20611.814,20612.559
2017-04-19,20596.07,20602.242,20607.281,20610.78,20611.807,20612.617,20613.361
2017-04-20,20602.262,20607.27,20610.84,20611.752,20612.61,20613.42,20614.158
2017-04-21,20607.29,20610.822,20611.81,20612.553,20613.41,20614.172,20614.14
2017-04-23,20610.848,20611.795,20612.613,20613.354,20614.176,20614.14,20614.14
2017-04-24,20611.818,20612.596,20613.414,20614.154,20614.143,20614.14,20614.137
2017-04-25,20612.62,20613.396,20614.166,20614.143,20614.139,20614.137,20614.137
2017-04-26,20613.422,20614.172,20614.139,20614.139,20614.143,20614.143,20614.14
2017-04-27,20614.174,20614.137,20614.137,20614.143,20614.139,20614.139,20614.14
2017-04-28,20614.137,20614.145,20614.14,20614.137,20614.143,20614.14,20614.137
2017-04-30,20614.137,20614.137,20614.143,20614.139,20614.139,20614.139,20614.137
2017-05-01,20614.14,20614.14,20614.139,20614.143,20614.143,20614.14,20615.197
2017-05-02,20614.14,20614.14,20614.137,20614.139,20614.139,20615.168,20615.916
2017-05-03,20614.137,20614.139,20614.14,20614.143,20615.184,20615.918,20615.904
2017-05-04,20614.137,20614.14,20614.143,20615.15,20615.918,20615.91,20617.057
2017-05-05,20614.14,20614.139,20615.154,20615.916,20615.906,20616.998,20620.76
2017-05-07,20614.14,20615.17,20615.916,20615.902,20617.043,20620.7,20626.682
2017-05-08,20615.137,20615.918,20615.906,20617.041,20620.742,20626.66,20630.516
2017-05-09,20615.91,20615.91,20617.041,20620.742,20626.703,20630.496,20634.64
2017-05-10,20615.902,20616.996,20620.742,20626.703,20630.502,20634.627,20641.959
2017-05-11,20617.041,20620.697,20626.703,20630.502,20634.629,20641.945,20651.049
2017-05-12,20620.74,20626.658,20630.504,20634.625,20641.95,20651.035,20660.7
2017-05-14,20626.703,20630.494,20634.629,20641.945,20651.04,20660.693,20669.07
2017-05-15,20630.502,20634.621,20641.95,20651.033,20660.695,20669.066,20680.676
2017-05-16,20634.629,20641.94,20651.04,20660.688,20669.068,20680.676,20695.959
2017-05-17,20641.951,20651.03,20660.7,20669.057,20680.68,20695.967,20712.03
2017-05-18,20651.041,20660.684,20669.07,20680.662,20695.969,20712.035,20727.838
2017-05-19,20660.7,20669.055,20680.682,20695.945,20712.037,20727.848,20743.924
2017-05-21,20669.072,20680.662,20695.973,20712.016,20727.852,20743.94,20763.344
2017-05-22,20680.682,20695.95,20712.04,20727.822,20743.941,20763.361,20786.086
2017-05-23,20695.977,20712.018,20727.855,20743.914,20763.363,20786.111,20810.81
2017-05-24,20712.043,20727.828,20743.945,20763.332,20786.111,20810.842,20835.783
2017-05-25,20727.855,20743.92,20763.367,20786.074,20810.846,20835.82,20859.496
2017-05-26,20743.95,20763.338,20786.12,20810.795,20835.824,20859.533,20870.826
2017-05-28,20763.371,20786.086,20810.852,20835.768,20859.537,20870.822,20878.182
2017-05-29,20786.125,20810.814,20835.83,20859.48,20870.826,20878.182,20884.488
2017-05-30,20810.855,20835.795,20859.545,20870.857,20878.184,20884.492,20886.322
2017-05-31,20835.836,20859.508,20870.834,20878.21,20884.494,20886.326,20891.055
2017-06-01,20859.553,20870.842,20878.193,20884.48,20886.328,20891.059,20896.51
2017-06-02,20870.84,20878.193,20884.504,20886.303,20891.06,20896.516,20905.824
2017-06-04,20878.197,20884.502,20886.336,20891.033,20896.518,20905.834,20912.191
2017-06-05,20884.508,20886.334,20891.068,20896.486,20905.838,20912.203,20915.629
2017-06-06,20886.342,20891.068,20896.525,20905.834,20912.207,20915.643,20919.623
2017-06-07,20891.076,20896.525,20905.848,20912.219,20915.645,20919.578,20925.645
2017-06-08,20896.533,20905.842,20912.215,20915.66,20919.582,20925.602,20932.355
2017-06-09,20905.854,20912.209,20915.654,20919.592,20925.602,20932.314,20940.404
2017-06-11,20912.22,20915.65,20919.592,20925.613,20932.316,20940.424,20951.992
2017-06-12,20915.66,20919.584,20925.613,20932.324,20940.426,20952.014,20962.008
2017-06-13,20919.596,20925.605,20932.328,20940.428,20951.969,20962.031,20974.51
2017-06-14,20925.617,20932.314,20940.438,20951.969,20961.969,20974.531,20992.426
2017-06-15,20932.33,20940.424,20951.979,20961.969,20974.473,20992.45,21014.96
2017-06-16,20940.44,20952.014,20961.98,20974.465,20992.39,21014.986,21037.645
2017-06-18,20951.984,20962.03,20974.484,20992.379,21014.926,21037.643,21058.88
2017-06-19,20961.986,20974.527,20992.402,21014.965,21037.613,21058.844,21075.264
2017-06-20,20974.488,20992.443,21014.936,21037.635,21058.852,21075.227,21084.465
2017-06-21,20992.41,21014.979,21037.625,21058.83,21075.234,21084.434,21097.129
2017-06-22,21014.941,21037.635,21058.865,21075.209,21084.438,21097.102,21115.273
2017-06-23,21037.629,21058.832,21075.246,21084.408,21097.104,21115.248,21138.496
2017-06-25,21058.87,21075.217,21084.45,21097.076,21115.25,21138.482,21163.379
2017-06-26,21075.254,21084.42,21097.117,21115.219,21138.479,21163.373,21185.309
2017-06-27,21084.455,21097.086,21115.262,21138.44,21163.37,21185.31,21197.338
2017-06-28,21097.123,21115.23,21138.49,21163.324,21185.299,21197.346,21209.717
2017-06-29,21115.268,21138.46,21163.379,21185.25,21197.328,21209.729,21225.256
2017-06-30,21138.496,21163.352,21185.31,21197.28,21209.71,21225.27,21237.355
2017-07-02,21163.385,21185.285,21197.344,21209.658,21225.254,21237.373,21250.469
2017-07-03,21185.318,21197.314,21209.725,21225.195,21237.355,21250.484,21269.084
2017-07-04,21197.352,21209.697,21225.268,21237.293,21250.465,21269.104,21292.26
2017-07-05,21209.729,21225.24,21237.37,21250.404,21269.086,21292.277,21311.12
2017-07-06,21225.273,21237.342,21250.48,21269.021,21292.262,21311.14,21329.297
2017-07-07,21237.377,21250.453,21269.098,21292.252,21311.121,21329.318,21334.932
2017-07-09,21250.488,21269.072,21292.273,21311.125,21329.299,21334.955,21337.504
2017-07-10,21269.105,21292.248,21311.137,21329.299,21334.936,21337.486,21340.02
2017-07-11,21292.283,21311.11,21329.31,21334.936,21337.51,21340.195,21341.877
2017-07-12,21311.145,21329.285,21334.947,21337.506,21340.023,21341.852,21344.645
2017-07-13,21329.322,21334.922,21337.514,21340.018,21341.828,21344.67,21347.662
2017-07-14,21334.959,21337.531,21340.033,21341.873,21344.662,21347.592,21357.016
2017-07-16,21337.488,21340.09,21341.838,21344.643,21347.582,21356.943,21365.738
2017-07-17,21340.12,21341.875,21344.674,21347.66,21356.932,21365.74,21369.033
2017-07-18,21341.826,21344.645,21347.594,21357.008,21365.736,21368.994,21371.703
2017-07-19,21344.686,21347.566,21356.947,21365.727,21369.037,21371.705,21375.3
2017-07-20,21347.605,21356.922,21365.742,21369.021,21371.705,21375.324,21382.555
2017-07-21,21356.955,21365.736,21368.99,21371.762,21375.3,21382.58,21388.621
2017-07-23,21365.75,21369.031,21371.701,21375.178,21382.55,21388.65,21395.768
2017-07-24,21368.99,21371.7,21375.32,21382.533,21388.613,21395.805,21405.867
2017-07-25,21371.729,21375.299,21382.574,21388.602,21395.754,21405.91,21418.182
2017-07-26,21375.232,21382.55,21388.646,21395.742,21405.842,21418.227,21434.908
2017-07-27,21382.59,21388.617,21395.795,21405.832,21418.152,21434.863,21440.273
2017-07-28,21388.656,21395.764,21405.896,21418.148,21434.867,21440.354,21445.021
2017-07-30,21395.8,21405.86,21418.213,21434.871,21440.23,21445.102,21452.271
2017-07-31,21405.89,21418.172,21434.85,21440.234,21444.975,21452.223,21466.07
2017-08-01,21418.205,21434.898,21440.336,21444.98,21452.219,21466.035,21489.662
2017-08-02,21434.926,21440.266,21445.084,21452.227,21466.016,21489.64,21508.16
2017-08-03,21440.293,21445.01,21452.205,21466.023,21489.604,21508.15,21521.842
2017-08-04,21445.035,21452.26,21466.016,21489.613,21508.21,21521.842,21537.83
2017-08-06,21452.285,21466.059,21489.62,21508.105,21521.875,21537.836,21543.17
2017-08-07,21466.088,21489.648,21508.113,21521.768,21537.848,21543.178,21551.36
2017-08-08,21489.678,21508.148,21521.793,21537.746,21543.188,21551.373,21558.645
2017-08-09,21508.172,21521.832,21537.775,21543.084,21551.373,21558.66,21573.857
2017-08-10,21521.855,21537.816,21543.115,21551.408,21558.65,21573.877,21593.086
2017-08-11,21537.842,21543.156,21551.305,21558.688,21573.842,21593.117,21604.365
2017-08-13,21543.182,21551.348,21558.729,21573.88,21593.191,21604.396,21619.924
2017-08-14,21551.367,21558.77,21573.938,21593.092,21604.318,21619.959,21639.736
2017-08-15,21558.65,21573.977,21593.156,21604.363,21619.865,21639.783,21665.834
2017-08-16,21573.863,21593.06,21604.297,21619.91,21639.67,21665.889,21691.486
2017-08-17,21593.09,21604.34,21619.857,21639.713,21665.738,21691.55,21707.584
2017-08-18,21604.365,21619.902,21639.682,21665.785,21691.379,21707.523,21726.523
2017-08-20,21619.924,21639.725,21665.785,21691.424,21707.475,21726.586,21741.324
2017-08-21,21639.74,21665.832,21691.443,21707.523,21726.531,21741.424,21765.62
2017-08-22,21665.832,21691.492,21707.545,21726.555,21741.32,21765.73,21790.172
2017-08-23,21691.479,21707.592,21726.598,21741.377,21765.602,21790.3,21803.4
2017-08-24,21707.576,21726.537,21741.43,21765.666,21790.137,21803.533,21804.52
2017-08-25,21726.518,21741.336,21765.723,21790.207,21803.49,21804.518,21809.336
2017-08-27,21741.314,21765.637,21790.27,21803.428,21804.514,21809.191,21819.701
2017-08-28,21765.611,21790.2,21803.498,21804.506,21809.432,21819.703,21824.617
2017-08-29,21790.162,21803.43,21804.514,21809.361,21819.688,21824.623,21839.562
2017-08-30,21803.39,21804.506,21809.438,21819.727,21824.537,21839.568,21850.504
2017-08-31,21804.521,21809.23,21819.71,21824.639,21839.584,21850.51,21856.578
2017-09-01,21809.334,21819.648,21824.566,21839.58,21850.55,21856.582,21862.83
2017-09-03,21819.7,21824.508,21839.51,21850.52,21856.607,21862.836,21869.297
2017-09-04,21824.617,21839.562,21850.447,21856.582,21862.852,21869.303,21870.422
2017-09-05,21839.559,21850.541,21856.518,21862.832,21869.309,21870.432,21876.703
2017-09-06,21850.502,21856.602,21862.768,21869.293,21870.445,21876.703,21893.656
2017-09-07,21856.574,21862.852,21869.232,21870.441,21876.71,21893.658,21906.44
2017-09-08,21862.826,21869.312,21870.424,21876.52,21893.645,21906.443,21906.21
2017-09-10,21869.293,21870.441,21876.625,21893.633,21906.54,21906.197,21906.225
2017-09-11,21870.44,21876.527,21893.74,21906.55,21906.176,21906.254,21906.205
2017-09-12,21876.693,21893.643,21906.418,21906.201,21906.223,21906.213,21906.205
2017-09-13,21893.646,21906.445,21906.223,21906.223,21906.215,21906.197,21906.229
2017-09-14,21906.55,21906.225,21906.223,21906.201,21906.178,21906.258,21906.205
2017-09-15,21906.201,21906.225,21906.2,21906.201,21906.242,21906.229,21906.207
2017-09-17,21906.205,21906.205,21906.223,21906.227,21906.168,21906.232,21906.229
2017-09-18,21906.225,21906.205,21906.219,21906.2,21906.227,21906.234,21906.203
2017-09-19,21906.2,21906.191,21906.197,21906.201,21906.215,21906.2,21914.572
2017-09-20,21906.201,21906.209,21906.223,21906.227,21906.176,21914.613,21922.738
2017-09-21,21906.225,21906.232,21906.219,21906.2,21914.81,21922.688,21922.754
2017-09-22,21906.195,21906.209,21906.197,21914.559,21922.684,21922.797,21922.744
2017-09-24,21906.2,21906.22,21914.693,21922.684,21922.764,21922.732,21922.787
2017-09-25,21906.225,21914.605,21922.729,21922.77,21922.79,21922.748,21932.22
2017-09-26,21914.568,21922.682,21922.703,21922.752,21922.773,21932.545,21949.076
2017-09-27,21922.734,21922.752,21922.734,21922.77,21931.928,21949.111,21977.508
2017-09-28,21922.746,21922.756,21922.781,21932.207,21949.059,21977.541,22006.422
2017-09-29,21922.775,21922.754,21932.354,21949.059,21977.473,22006.459,22031.484
2017-10-01,21922.734,21931.982,21948.941,21977.48,22006.365,22031.521,22070.635
2017-10-02,21932.215,21948.838,21977.398,22006.389,22031.416,22070.676,22115.297
2017-10-03,21949.068,21977.271,22006.34,22031.443,22070.559,22115.338,22148.305
2017-10-04,21977.49,22006.412,22031.426,22070.592,22115.207,22148.342,22179.787
2017-10-05,22006.4,22031.447,22070.611,22115.246,22148.203,22179.826,22208.1
2017-10-06,22031.453,22070.555,22115.291,22148.248,22179.68,22208.139,22241.953
2017-10-08,22070.602,22115.176,22148.31,22179.729,22207.992,22241.992,22272.803
2017-10-09,22115.26,22148.164,22179.799,22208.045,22241.842,22272.738,22287.992
2017-10-10,22148.264,22179.625,22208.117,22241.895,22272.691,22287.932,22300.291
2017-10-11,22179.744,22207.93,22241.973,22272.742,22287.996,22300.244,22307.162
2017-10-12,22208.059,22241.773,22272.824,22287.932,22300.29,22307.12,22315.947
2017-10-13,22241.908,22272.717,22288.016,22300.232,22307.162,22316.025,22320.201
2017-10-15,22272.762,22287.91,22300.203,22307.105,22315.934,22320.041,22325.902
2017-10-16,22287.947,22300.207,22307.078,22316.002,22320.188,22325.9,22339.74
2017-10-17,22300.248,22307.076,22315.986,22320.016,22325.885,22339.754,22350.107
2017-10-18,22307.12,22315.977,22320.0,22325.875,22339.71,22350.129,22365.19
2017-10-19,22316.018,22319.967,22325.86,22339.719,22350.072,22365.227,22385.021
2017-10-20,22320.031,22325.955,22339.709,22350.088,22365.148,22385.066,22410.418
2017-10-22,22325.89,22339.777,22350.084,22365.18,22384.975,22410.488,22443.55
2017-10-23,22339.732,22350.13,22365.184,22385.008,22410.367,22443.635,22475.26
2017-10-24,22350.104,22365.201,22385.021,22410.41,22443.488,22475.36,22512.158
2017-10-25,22365.193,22385.021,22410.443,22443.549,22475.191,22512.27,22552.05
2017-10-26,22385.025,22410.41,22443.59,22475.264,22512.088,22552.176,22590.12
2017-10-27,22410.43,22443.527,22475.309,22512.168,22551.967,22590.244,22624.654
2017-10-29,22443.564,22475.227,22512.22,22552.06,22590.104,22624.717,22658.992
2017-10-30,22475.28,22512.117,22552.121,22590.127,22624.621,22659.07,22692.123
2017-10-31,22512.184,22551.998,22590.191,22624.664,22658.94,22692.223,22723.508
2017-11-01,22552.076,22590.13,22624.73,22659.002,22692.117,22723.62,22747.58
2017-11-02,22590.143,22624.643,22659.072,22692.137,22723.486,22747.703,22772.875
2017-11-03,22624.68,22658.957,22692.205,22723.521,22747.541,22772.95,22798.617
2017-11-05,22659.02,22692.074,22723.592,22747.596,22772.82,22798.703,22821.305
2017-11-06,22692.15,22723.451,22747.664,22772.889,22798.555,22821.35,22843.018
2017-11-07,22723.537,22747.51,22772.904,22798.635,22821.256,22843.076,22865.6
2017-11-08,22747.611,22772.795,22798.654,22821.322,22842.988,22865.664,22887.246
2017-11-09,22772.904,22798.531,22821.299,22843.033,22865.562,22887.324,22911.46
