,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD
2015-11-04,16551.564,16571.387,16593.963,16619.035,16646.332,16672.871,16700.598
2015-11-05,16571.387,16594.01,16619.006,16646.068,16673.234,16700.404,16729.371
2015-11-06,16594.012,16619.057,16646.04,16672.975,16700.809,16729.17,16759.004
2015-11-08,16619.059,16646.096,16672.941,16700.514,16729.605,16758.799,16787.57
2015-11-09,16646.098,16673.006,16700.48,16729.28,16759.254,16787.354,16816.455
2015-11-10,16673.008,16700.549,16729.246,16758.91,16787.809,16816.232,16844.926
2015-11-11,16700.549,16729.316,16758.875,16787.469,16816.703,16844.72,16873.062
2015-11-12,16729.316,16758.945,16787.434,16816.352,16845.156,16872.852,16901.717
2015-11-13,16758.947,16787.51,16816.312,16844.816,16873.314,16901.496,16930.066
2015-11-15,16787.512,16816.39,16844.775,16872.953,16901.98,16929.861,16957.809
2015-11-16,16816.393,16844.857,16872.91,16901.605,16930.318,16957.598,16983.512
2015-11-17,16844.86,16872.996,16901.564,16929.955,16958.074,16983.352,17006.71
2015-11-18,16872.996,16901.646,16929.914,16957.697,16983.785,17006.543,17029.633
2015-11-19,16901.648,16929.998,16957.656,16983.459,17006.973,17029.459,17053.168
2015-11-20,16929.998,16957.74,16983.416,17006.65,17029.887,17052.984,17077.043
2015-11-22,16957.74,16983.5,17006.61,17029.57,17053.43,17076.848,17099.727
2015-11-23,16983.502,17006.693,17029.525,17053.096,17077.291,17099.537,17120.844
2015-11-24,17006.693,17029.611,17053.053,17076.963,17099.945,17120.645,17141.766
2015-11-25,17029.613,17053.137,17076.918,17099.643,17121.057,17141.596,17162.258
2015-11-26,17053.139,17077.01,17099.598,17120.752,17141.992,17162.076,17183.918
2015-11-27,17077.01,17099.686,17120.707,17141.709,17162.49,17183.727,17206.62
2015-11-29,17099.686,17120.795,17141.662,17162.193,17184.158,17206.416,17230.223
2015-11-30,17120.799,17141.734,17162.148,17183.848,17206.88,17230.014,17253.508
2015-12-01,17141.717,17162.22,17183.799,17206.537,17230.508,17253.291,17276.36
2015-12-02,17162.203,17183.875,17206.49,17230.137,17253.8,17276.135,17298.682
2015-12-03,17183.857,17206.568,17230.09,17253.418,17276.656,17298.46,17319.652
2015-12-04,17206.553,17230.17,17253.37,17276.264,17298.97,17319.434,17340.14
2015-12-06,17230.156,17253.451,17276.219,17298.594,17319.947,17339.934,17359.602
2015-12-07,17253.436,17276.299,17298.545,17319.564,17340.43,17359.38,17378.967
2015-12-08,17276.287,17298.633,17319.518,17340.05,17359.902,17378.748,17397.238
2015-12-09,17298.615,17319.604,17340.008,17359.502,17379.27,17397.012,17414.342
2015-12-10,17319.59,17340.094,17359.457,17378.867,17397.557,17414.107,17430.762
2015-12-11,17340.08,17359.545,17378.822,17397.137,17414.668,17430.545,17446.754
2015-12-13,17359.531,17378.91,17397.09,17414.232,17431.06,17446.533,17462.9
2015-12-14,17378.896,17397.182,17414.188,17430.654,17447.055,17462.672,17477.38
2015-12-15,17397.168,17414.277,17430.61,17446.643,17463.21,17477.164,17490.205
2015-12-16,17414.264,17430.697,17446.6,17462.787,17477.682,17489.986,17501.94
2015-12-17,17430.688,17446.688,17462.74,17477.281,17490.512,17501.717,17511.906
2015-12-18,17446.676,17462.832,17477.232,17490.104,17502.25,17511.719,17519.979
2015-12-20,17462.822,17477.324,17490.059,17501.834,17512.178,17519.791,17526.846
2015-12-21,17477.312,17490.148,17501.79,17511.822,17520.256,17526.648,17532.387
2015-12-22,17490.137,17501.88,17511.777,17519.895,17527.13,17532.188,17537.912
2015-12-23,17501.873,17511.865,17519.85,17526.754,17532.676,17537.736,17543.576
2015-12-24,17511.855,17519.938,17526.709,17532.297,17538.168,17543.441,17550.994
2015-12-27,17519.928,17526.803,17532.248,17537.838,17543.8,17550.854,17558.018
2015-12-28,17526.793,17532.342,17537.791,17543.53,17551.223,17557.9,17562.762
2015-12-29,17532.336,17537.877,17543.482,17550.945,17558.205,17562.645,17565.809
2015-12-30,17537.87,17543.553,17550.896,17557.969,17562.951,17565.69,17567.031
2015-12-31,17543.543,17550.969,17557.945,17562.715,17565.996,17566.914,17566.262
2016-01-03,17550.96,17557.994,17562.69,17565.76,17567.22,17566.143,17563.373
2016-01-04,17557.984,17562.738,17565.736,17566.982,17566.451,17563.258,17558.217
2016-01-05,17562.729,17565.783,17566.96,17566.21,17563.56,17558.102,17551.344
2016-01-06,17565.775,17567.008,17566.188,17563.324,17558.404,17551.29,17543.535
2016-01-07,17566.998,17566.234,17563.3,17558.168,17551.492,17543.486,17533.832
2016-01-08,17566.229,17563.35,17558.148,17551.324,17543.68,17533.785,17523.148
2016-01-10,17563.342,17558.195,17551.303,17543.52,17533.938,17523.104,17509.768
2016-01-11,17558.186,17551.352,17543.496,17533.818,17523.246,17509.727,17495.293
2016-01-12,17551.342,17543.547,17533.797,17523.135,17509.861,17495.254,17478.979
2016-01-13,17543.54,17533.846,17523.113,17509.756,17495.357,17478.945,17461.172
2016-01-14,17533.836,17523.158,17509.732,17495.283,17479.037,17461.143,17446.182
2016-01-15,17523.15,17509.78,17495.262,17478.973,17461.195,17446.16,17430.783
2016-01-17,17509.77,17495.307,17478.951,17461.168,17446.205,17430.762,17414.451
2016-01-18,17495.299,17478.996,17461.146,17446.182,17430.805,17414.465,17399.441
2016-01-19,17478.986,17461.16,17446.16,17430.781,17414.469,17399.46,17382.148
2016-01-20,17461.15,17446.176,17430.76,17414.457,17399.457,17382.17,17362.162
2016-01-21,17446.166,17430.775,17414.465,17399.45,17382.164,17362.182,17339.744
2016-01-22,17430.766,17414.447,17399.455,17382.156,17362.178,17339.764,17317.494
2016-01-24,17414.44,17399.441,17382.164,17362.17,17339.756,17317.496,17297.777
2016-01-25,17399.434,17382.152,17362.178,17339.75,17317.486,17297.766,17277.076
2016-01-26,17382.143,17362.166,17339.758,17317.504,17297.756,17277.074,17255.605
2016-01-27,17362.154,17339.75,17317.486,17297.787,17277.057,17255.61,17234.17
2016-01-28,17339.736,17317.504,17297.758,17277.09,17255.59,17234.174,17210.777
2016-01-29,17317.492,17297.787,17277.06,17255.621,17234.156,17210.785,17187.553
2016-01-31,17297.775,17277.09,17255.592,17234.184,17210.762,17187.566,17164.758
2016-02-01,17277.078,17255.621,17234.156,17210.793,17187.543,17164.775,17140.404
2016-02-02,17255.607,17234.186,17210.766,17187.572,17164.75,17140.426,17114.523
2016-02-03,17234.174,17210.795,17187.547,17164.78,17140.396,17114.545,17087.43
2016-02-04,17210.783,17187.576,17164.756,17140.426,17114.516,17087.451,17059.42
2016-02-05,17187.562,17164.783,17140.404,17114.543,17087.422,17059.443,17032.068
2016-02-07,17164.77,17140.432,17114.525,17087.451,17059.414,17032.092,17005.568
2016-02-08,17140.416,17114.55,17087.432,17059.443,17032.062,17005.592,16978.9
2016-02-09,17114.535,17087.457,17059.424,17032.09,17005.562,16978.928,16951.537
2016-02-10,17087.445,17059.45,17032.072,17005.592,16978.898,16951.564,16923.658
2016-02-11,17059.434,17032.098,17005.572,16978.926,16951.535,16923.686,16895.432
2016-02-12,17032.082,17005.598,16978.908,16951.56,16923.654,16895.463,16866.996
2016-02-14,17005.584,16978.934,16951.545,16923.682,16895.43,16867.027,16839.63
2016-02-15,16978.92,16951.57,16923.664,16895.457,16866.994,16839.664,16813.305
2016-02-16,16951.555,16923.691,16895.44,16867.02,16839.629,16813.336,16787.844
2016-02-17,16923.676,16895.465,16867.006,16839.656,16813.303,16787.879,16763.113
2016-02-18,16895.451,16867.03,16839.64,16813.33,16787.844,16763.146,16739.006
2016-02-19,16867.014,16839.666,16813.314,16787.871,16763.111,16739.041,16715.438
2016-02-21,16839.65,16813.34,16787.855,16763.139,16739.006,16715.47,16692.34
2016-02-22,16813.324,16787.879,16763.123,16739.033,16715.436,16692.375,16670.67
2016-02-23,16787.865,16763.148,16739.018,16715.463,16692.34,16670.705,16649.39
2016-02-24,16763.133,16739.043,16715.447,16692.367,16670.67,16649.426,16628.322
2016-02-25,16739.027,16715.473,16692.352,16670.695,16649.389,16628.36,16608.45
2016-02-26,16715.457,16692.377,16670.682,16649.416,16628.322,16608.484,16589.77
2016-02-28,16692.361,16670.707,16649.4,16628.35,16608.45,16589.805,16572.809
2016-02-29,16670.69,16649.426,16628.334,16608.477,16589.77,16572.832,16557.504
2016-03-01,16649.41,16628.36,16608.46,16589.797,16572.81,16557.527,16543.242
2016-03-02,16628.344,16608.486,16589.783,16572.838,16557.506,16543.264,16532.137
2016-03-03,16608.47,16589.807,16572.822,16557.533,16543.242,16532.16,16522.559
2016-03-04,16589.791,16572.832,16557.516,16543.27,16532.135,16522.584,16515.084
2016-03-06,16572.832,16557.527,16543.254,16532.145,16522.56,16515.11,16508.75
2016-03-07,16557.527,16543.264,16532.148,16522.568,16515.086,16508.775,16503.594
2016-03-08,16543.264,16532.16,16522.572,16515.094,16508.75,16503.62,16499.75
2016-03-09,16532.156,16522.584,16515.096,16508.758,16503.594,16499.78,16497.297
2016-03-10,16522.582,16515.11,16508.762,16503.602,16499.75,16497.324,16496.32
2016-03-11,16515.107,16508.775,16503.605,16499.76,16497.299,16496.346,16496.938
2016-03-13,16508.771,16503.62,16499.764,16497.307,16496.32,16496.965,16499.283
2016-03-14,16503.615,16499.78,16497.31,16496.33,16496.938,16499.31,16503.482
2016-03-15,16499.771,16497.326,16496.332,16496.947,16499.283,16503.51,16509.648
2016-03-16,16497.32,16496.348,16496.95,16499.291,16503.484,16509.674,16517.887
2016-03-17,16496.342,16496.965,16499.297,16503.492,16509.648,16517.916,16527.977
2016-03-18,16496.959,16499.31,16503.494,16509.658,16517.887,16528.0,16538.676
2016-03-20,16499.305,16503.51,16509.66,16517.896,16527.977,16538.7,16549.75
2016-03-21,16503.506,16509.676,16517.898,16527.98,16538.676,16549.74,16560.959
2016-03-22,16509.67,16517.914,16527.988,16538.682,16549.75,16560.95,16574.51
2016-03-23,16517.908,16528.0,16538.688,16549.754,16560.96,16574.5,16589.64
2016-03-24,16527.998,16538.7,16549.73,16560.965,16574.508,16589.63,16605.73
2016-03-27,16538.697,16549.74,16560.941,16574.51,16589.639,16605.72,16624.059
2016-03-28,16549.74,16560.95,16574.494,16589.643,16605.729,16624.047,16644.504
2016-03-29,16560.951,16574.5,16589.625,16605.73,16624.057,16644.496,16666.865
2016-03-30,16574.502,16589.633,16605.715,16624.059,16644.506,16666.857,16690.863
2016-03-31,16589.635,16605.72,16624.041,16644.506,16666.865,16690.854,16715.248
2016-04-01,16605.723,16624.049,16644.494,16666.865,16690.861,16715.24,16738.2
2016-04-03,16624.05,16644.498,16666.855,16690.861,16715.246,16738.191,16762.545
2016-04-04,16644.504,16666.86,16690.854,16715.248,16738.2,16762.535,16788.092
2016-04-05,16666.865,16690.854,16715.24,16738.201,16762.545,16788.084,16814.584
2016-04-06,16690.863,16715.24,16738.193,16762.545,16788.092,16814.576,16841.814
2016-04-07,16715.25,16738.193,16762.537,16788.094,16814.584,16841.805,16868.227
2016-04-08,16738.203,16762.537,16788.086,16814.58,16841.812,16868.219,16894.477
2016-04-10,16762.547,16788.084,16814.578,16841.81,16868.225,16894.469,16920.453
2016-04-11,16788.096,16814.576,16841.809,16868.225,16894.475,16920.443,16947.02
2016-04-12,16814.588,16841.807,16868.22,16894.473,16920.451,16947.012,16972.045
2016-04-13,16841.816,16868.219,16894.469,16920.45,16947.02,16972.037,16995.402
2016-04-14,16868.23,16894.469,16920.447,16947.018,16972.045,16995.395,17018.02
2016-04-15,16894.479,16920.445,16947.014,16972.041,16995.402,17018.01,17039.643
2016-04-17,16920.455,16947.012,16972.04,16995.4,17018.018,17039.635,17062.205
2016-04-18,16947.023,16972.037,16995.398,17018.016,17039.643,17062.2,17085.682
2016-04-19,16972.047,16995.396,17018.014,17039.64,17062.207,17085.674,17109.934
2016-04-20,16995.406,17018.012,17039.639,17062.201,17085.682,17109.926,17133.764
2016-04-21,17018.023,17039.635,17062.201,17085.68,17109.932,17133.756,17157.09
2016-04-22,17039.648,17062.2,17085.678,17109.93,17133.762,17157.082,17179.975
2016-04-24,17062.21,17085.676,17109.926,17133.76,17157.09,17179.967,17202.475
2016-04-25,17085.688,17109.926,17133.758,17157.088,17179.975,17202.467,17224.633
2016-04-26,17109.938,17133.756,17157.086,17179.973,17202.475,17224.625,17246.492
2016-04-27,17133.768,17157.086,17179.97,17202.473,17224.63,17246.484,17268.068
2016-04-28,17157.096,17179.967,17202.47,17224.627,17246.492,17268.06,17289.408
2016-04-29,17179.979,17202.467,17224.627,17246.488,17268.07,17289.4,17310.531
2016-05-01,17202.479,17224.627,17246.488,17268.066,17289.408,17310.523,17331.45
2016-05-02,17224.637,17246.484,17268.066,17289.402,17310.531,17331.441,17352.197
2016-05-03,17246.496,17268.06,17289.402,17310.53,17331.451,17352.19,17372.775
2016-05-04,17268.074,17289.402,17310.527,17331.447,17352.2,17372.768,17393.215
2016-05-05,17289.414,17310.523,17331.447,17352.193,17372.775,17393.205,17413.52
2016-05-06,17310.535,17331.443,17352.193,17372.771,17393.213,17413.512,17433.703
2016-05-08,17331.455,17352.19,17372.771,17393.209,17413.52,17433.695,17453.77
2016-05-09,17352.201,17372.77,17393.209,17413.518,17433.701,17453.762,17473.533
2016-05-10,17372.781,17393.209,17413.518,17433.7,17453.768,17473.525,17492.307
2016-05-11,17393.219,17413.512,17433.697,17453.764,17473.535,17492.299,17510.19
2016-05-12,17413.523,17433.695,17453.764,17473.531,17492.307,17510.182,17526.451
2016-05-13,17433.705,17453.764,17473.531,17492.303,17510.19,17526.443,17540.586
2016-05-15,17453.773,17473.527,17492.303,17510.188,17526.45,17540.578,17553.64
2016-05-16,17473.54,17492.3,17510.188,17526.445,17540.584,17553.633,17566.809
2016-05-17,17492.312,17510.182,17526.447,17540.58,17553.639,17566.8,17578.783
2016-05-18,17510.193,17526.443,17540.58,17553.637,17566.81,17578.775,17589.205
2016-05-19,17526.455,17540.58,17553.637,17566.805,17578.781,17589.197,17598.543
2016-05-20,17540.59,17553.633,17566.805,17578.78,17589.205,17598.535,17607.865
2016-05-22,17553.645,17566.8,17578.78,17589.2,17598.545,17607.857,17615.824
2016-05-23,17566.814,17578.775,17589.2,17598.541,17607.865,17615.816,17623.219
2016-05-24,17578.787,17589.2,17598.541,17607.861,17615.824,17623.21,17630.846
2016-05-25,17589.21,17598.537,17607.861,17615.818,17623.217,17630.838,17638.715
2016-05-26,17598.549,17607.86,17615.82,17623.213,17630.846,17638.707,17646.824
2016-05-27,17607.871,17615.818,17623.215,17630.842,17638.715,17646.814,17655.178
2016-05-29,17615.83,17623.21,17630.842,17638.709,17646.822,17655.17,17663.76
2016-05-30,17623.223,17630.84,17638.709,17646.818,17655.18,17663.762,17671.152
2016-05-31,17630.852,17638.709,17646.818,17655.176,17663.768,17671.174,17678.045
2016-06-01,17638.72,17646.818,17655.176,17663.764,17671.182,17678.066,17684.064
2016-06-02,17646.828,17655.17,17663.764,17671.178,17678.074,17684.088,17690.178
2016-06-03,17655.182,17663.764,17671.178,17678.07,17684.092,17690.182,17692.842
2016-06-05,17663.766,17671.176,17678.07,17684.088,17690.188,17692.842,17693.762
2016-06-06,17671.158,17678.068,17684.088,17690.184,17692.848,17693.76,17694.79
2016-06-07,17678.05,17684.088,17690.184,17692.844,17693.768,17694.79,17695.82
2016-06-08,17684.07,17690.184,17692.844,17693.762,17694.795,17695.818,17698.758
2016-06-09,17690.182,17692.842,17693.762,17694.791,17695.826,17698.758,17700.137
2016-06-10,17692.848,17693.762,17694.791,17695.824,17698.766,17700.135,17701.283
2016-06-12,17693.766,17694.791,17695.824,17698.76,17700.143,17701.283,17702.455
2016-06-13,17694.793,17695.818,17698.76,17700.139,17701.29,17702.453,17703.715
2016-06-14,17695.826,17698.76,17700.139,17701.285,17702.46,17703.715,17707.258
2016-06-15,17698.762,17700.139,17701.285,17702.457,17703.723,17707.254,17712.752
2016-06-16,17700.143,17701.285,17702.457,17703.717,17707.264,17712.75,17719.287
2016-06-17,17701.287,17702.453,17703.717,17707.26,17712.758,17719.285,17726.357
2016-06-19,17702.459,17703.715,17707.26,17712.754,17719.293,17726.36,17733.662
2016-06-20,17703.719,17707.256,17712.754,17719.287,17726.363,17733.658,17741.193
2016-06-21,17707.262,17712.752,17719.29,17726.36,17733.668,17741.191,17748.117
2016-06-22,17712.756,17719.287,17726.36,17733.664,17741.2,17748.115,17748.818
2016-06-23,17719.291,17726.36,17733.664,17741.195,17748.123,17748.816,17748.8
2016-06-24,17726.363,17733.66,17741.195,17748.117,17748.828,17748.799,17748.814
2016-06-26,17733.666,17741.193,17748.117,17748.814,17748.81,17748.812,17748.812
2016-06-27,17741.197,17748.115,17748.814,17748.81,17748.803,17748.81,17750.451
2016-06-28,17748.121,17748.812,17748.81,17748.81,17748.807,17750.45,17755.777
2016-06-29,17748.826,17748.807,17748.81,17748.81,17750.516,17755.775,17763.564
2016-06-30,17748.805,17748.807,17748.81,17750.453,17755.842,17763.562,17769.738
2016-07-01,17748.809,17748.814,17750.453,17755.781,17763.576,17769.736,17776.111
2016-07-03,17748.812,17750.457,17755.781,17763.568,17769.75,17776.11,17779.559
2016-07-04,17750.463,17755.785,17763.568,17769.742,17776.123,17779.555,17781.834
2016-07-05,17755.787,17763.572,17769.74,17776.113,17779.57,17781.83,17781.77
2016-07-06,17763.574,17769.744,17776.113,17779.562,17781.844,17781.758,17781.77
2016-07-07,17769.748,17776.117,17779.562,17781.836,17781.783,17781.777,17781.762
2016-07-08,17776.125,17779.564,17781.836,17781.77,17781.785,17781.76,17781.77
2016-07-10,17779.568,17781.838,17781.77,17781.77,17781.773,17781.764,17784.227
2016-07-11,17781.828,17781.764,17781.77,17781.764,17781.754,17784.3,17792.03
2016-07-12,17781.777,17781.766,17781.764,17781.77,17784.252,17792.1,17797.121
2016-07-13,17781.764,17781.77,17781.77,17784.23,17792.05,17797.195,17802.723
2016-07-14,17781.77,17781.766,17784.23,17792.03,17797.146,17802.795,17805.848
2016-07-15,17781.764,17784.244,17792.031,17797.125,17802.746,17805.918,17809.084
2016-07-17,17784.244,17792.045,17797.125,17802.725,17805.87,17809.156,17812.443
2016-07-18,17792.045,17797.139,17802.725,17805.848,17809.105,17812.514,17815.922
2016-07-19,17797.14,17802.74,17805.848,17809.09,17812.465,17815.992,17818.129
2016-07-20,17802.74,17805.863,17809.09,17812.443,17815.943,17818.11,17818.918
2016-07-21,17805.863,17809.1,17812.443,17815.926,17818.105,17818.902,17822.389
2016-07-22,17809.102,17812.459,17815.926,17818.133,17818.908,17822.465,17828.107
2016-07-24,17812.459,17815.936,17818.133,17818.91,17822.414,17828.182,17839.457
2016-07-25,17815.94,17818.133,17818.91,17822.395,17828.13,17839.53,17859.145
2016-07-26,17818.135,17818.914,17822.395,17828.113,17839.479,17859.213,17879.467
2016-07-27,17818.916,17822.41,17828.113,17839.463,17859.16,17879.428,17898.855
2016-07-28,17822.309,17828.125,17839.463,17859.148,17879.477,17898.814,17923.059
2016-07-29,17828.133,17839.473,17859.148,17879.469,17898.863,17923.02,17949.229
2016-07-31,17839.48,17859.16,17879.469,17898.854,17923.062,17949.191,17981.154
2016-08-01,17859.166,17879.479,17898.854,17923.059,17949.229,17981.123,18016.941
2016-08-02,17879.484,17898.861,17923.059,17949.227,17981.148,18016.918,18054.848
2016-08-03,17898.87,17923.064,17949.227,17981.152,18016.93,18054.828,18091.35
2016-08-04,17923.072,17949.23,17981.152,18016.934,18054.834,18091.336,18126.77
2016-08-05,17949.238,17981.16,18016.934,18054.84,18091.336,18126.756,18160.777
2016-08-07,17981.166,18016.94,18054.84,18091.34,18126.75,18160.768,18194.453
2016-08-08,18016.945,18054.846,18091.34,18126.758,18160.76,18194.443,18228.941
2016-08-09,18054.852,18091.344,18126.758,18160.766,18194.434,18228.934,18260.094
2016-08-10,18091.35,18126.762,18160.766,18194.438,18228.922,18260.084,18286.17
2016-08-11,18126.77,18160.77,18194.438,18228.928,18260.072,18286.16,18309.697
2016-08-12,18160.777,18194.443,18228.928,18260.08,18286.148,18309.688,18335.473
2016-08-14,18194.451,18228.934,18260.08,18286.154,18309.676,18335.463,18362.396
2016-08-15,18228.941,18260.084,18286.154,18309.684,18335.45,18362.389,18385.39
2016-08-16,18260.09,18286.158,18309.684,18335.457,18362.375,18385.414,18406.441
2016-08-17,18286.164,18309.688,18335.457,18362.38,18385.398,18406.469,18423.574
2016-08-18,18309.693,18335.46,18362.38,18385.406,18406.455,18423.598,18436.459
2016-08-19,18335.467,18362.387,18385.406,18406.463,18423.588,18436.482,18449.688
2016-08-21,18362.393,18385.41,18406.463,18423.594,18436.47,18449.709,18455.357
2016-08-22,18385.389,18406.467,18423.594,18436.479,18449.7,18455.38,18457.463
2016-08-23,18406.438,18423.598,18436.479,18449.705,18455.367,18457.486,18459.068
2016-08-24,18423.568,18436.48,18449.705,18455.375,18457.475,18459.09,18459.09
2016-08-25,18436.455,18449.709,18455.373,18457.48,18459.08,18459.082,18460.611
2016-08-26,18449.684,18455.379,18457.482,18459.084,18459.094,18460.637,18460.562
2016-08-28,18455.354,18457.484,18459.084,18459.096,18460.613,18460.564,18459.014
2016-08-29,18457.459,18459.09,18459.096,18460.623,18460.576,18459.023,18457.316
2016-08-30,18459.066,18459.09,18460.623,18460.56,18459.035,18457.328,18458.861
2016-08-31,18459.094,18460.621,18460.56,18459.006,18457.377,18458.871,18459.092
2016-09-01,18460.61,18460.564,18459.006,18457.287,18458.922,18459.086,18460.54
2016-09-02,18460.562,18459.04,18457.287,18458.83,18459.088,18460.545,18462.635
2016-09-04,18459.014,18457.379,18458.83,18459.092,18460.553,18462.637,18469.082
2016-09-05,18457.314,18458.92,18459.092,18460.525,18462.623,18469.082,18470.06
2016-09-06,18458.86,18459.096,18460.525,18462.719,18469.068,18470.06,18470.055
2016-09-07,18459.09,18460.559,18462.719,18469.164,18470.04,18470.055,18470.055
2016-09-08,18460.537,18462.629,18469.162,18470.05,18470.04,18470.055,18470.055
2016-09-09,18462.633,18469.074,18470.05,18470.055,18470.05,18470.055,18470.055
2016-09-11,18469.08,18470.059,18470.055,18470.05,18470.068,18470.055,18470.055
2016-09-12,18470.049,18470.05,18470.05,18470.055,18470.049,18470.055,18470.055
2016-09-13,18470.059,18470.055,18470.055,18470.05,18470.047,18470.055,18470.055
2016-09-14,18470.059,18470.055,18470.05,18470.055,18470.06,18470.055,18469.402
2016-09-15,18470.059,18470.055,18470.055,18470.05,18470.062,18469.404,18466.438
2016-09-16,18470.059,18470.055,18470.05,18470.055,18469.41,18466.44,18458.875
2016-09-18,18470.059,18470.055,18470.055,18469.416,18466.42,18458.877,18455.803
2016-09-19,18470.059,18470.055,18469.416,18466.46,18458.889,18455.805,18445.746
2016-09-20,18470.059,18469.404,18466.46,18458.84,18455.79,18445.754,18437.424
2016-09-21,18469.406,18466.44,18458.84,18455.736,18445.734,18437.432,18434.256
2016-09-22,18466.443,18458.875,18455.736,18445.684,18437.414,18434.27,18426.37
2016-09-23,18458.879,18455.805,18445.686,18437.363,18434.25,18426.379,18414.969
2016-09-25,18455.805,18445.752,18437.363,18434.201,18426.361,18414.984,18399.23
2016-09-26,18445.748,18437.434,18434.2,18426.31,18414.965,18399.25,18386.674
2016-09-27,18437.428,18434.27,18426.312,18414.912,18399.229,18386.693,18367.559
2016-09-28,18434.26,18426.379,18414.914,18399.18,18386.672,18367.582,18347.168
2016-09-29,18426.371,18414.988,18399.18,18386.621,18367.56,18347.193,18320.264
2016-09-30,18414.973,18399.252,18386.623,18367.51,18347.174,18320.29,18293.293
2016-10-02,18399.234,18386.7,18367.51,18347.123,18320.268,18293.326,18264.328
2016-10-03,18386.678,18367.586,18347.121,18320.215,18293.303,18264.363,18237.58
2016-10-04,18367.56,18347.195,18320.215,18293.25,18264.338,18237.617,18212.041
2016-10-05,18347.168,18320.293,18293.25,18264.29,18237.592,18212.078,18189.39
2016-10-06,18320.264,18293.328,18264.29,18237.541,18212.055,18189.43,18176.012
2016-10-07,18293.293,18264.365,18237.541,18212.0,18189.404,18175.959,18169.604
2016-10-09,18264.328,18237.62,18212.002,18189.352,18176.03,18169.547,18161.97
2016-10-10,18237.582,18212.08,18189.352,18175.975,18169.62,18161.916,18154.781
2016-10-11,18212.041,18189.432,18175.977,18169.566,18161.986,18154.822,18149.383
2016-10-12,18189.39,18175.959,18169.566,18161.934,18154.797,18149.385,18145.598
2016-10-13,18176.01,18169.549,18161.936,18154.842,18149.4,18145.645,18135.934
2016-10-14,18169.602,18161.92,18154.842,18149.4,18145.512,18135.88,18131.314
2016-10-16,18161.969,18154.824,18149.4,18145.555,18135.848,18131.283,18129.639
2016-10-17,18154.78,18149.389,18145.555,18135.887,18131.338,18129.627,18125.46
2016-10-18,18149.383,18145.646,18135.89,18131.3,18129.629,18125.51,18116.033
2016-10-19,18145.598,18135.883,18131.3,18129.637,18125.607,18115.955,18119.51
2016-10-20,18135.932,18131.283,18129.637,18125.53,18116.055,18119.477,18119.361
2016-10-21,18131.31,18129.629,18125.535,18115.982,18119.533,18119.355,18114.672
2016-10-23,18129.637,18125.514,18115.982,18119.5,18119.342,18114.72,18118.69
2016-10-24,18125.459,18115.957,18119.502,18119.365,18114.828,18118.736,18119.36
2016-10-25,18116.031,18119.479,18119.37,18114.615,18118.848,18119.34,18119.334
2016-10-26,18119.51,18119.36,18114.615,18118.629,18119.354,18119.357,18119.328
2016-10-27,18119.332,18114.72,18118.63,18119.342,18119.35,18119.342,18119.354
2016-10-28,18114.8,18118.738,18119.35,18119.357,18119.342,18119.344,18119.361
2016-10-30,18118.818,18119.34,18119.35,18119.37,18119.367,18119.357,18113.496
2016-10-31,18119.332,18119.361,18119.34,18119.361,18119.312,18113.543,18112.35
2016-11-01,18119.34,18119.344,18119.365,18119.361,18113.684,18112.35,18106.135
2016-11-02,18119.348,18119.344,18119.305,18113.445,18112.332,18106.0,18100.322
2016-11-03,18119.322,18119.361,18113.6,18112.334,18106.324,18100.404,18101.451
2016-11-04,18119.377,18113.543,18112.336,18106.271,18100.322,18101.467,18107.912
2016-11-06,18113.3,18112.35,18106.05,18100.293,18101.45,18107.973,18112.305
2016-11-07,18112.322,18106.002,18100.354,18101.436,18108.11,18112.293,18112.34
2016-11-08,18106.281,18100.404,18101.46,18108.04,18112.266,18112.344,18112.395
2016-11-09,18100.3,18101.432,18108.031,18112.334,18112.338,18112.365,18112.396
2016-11-10,18101.443,18108.166,18112.336,18112.334,18112.367,18112.34,18112.354
2016-11-11,18108.055,18112.297,18112.334,18112.318,18112.344,18112.342,18112.297
2016-11-13,18112.28,18112.365,18112.342,18112.338,18112.354,18112.365,18112.293
2016-11-14,18112.336,18112.355,18112.36,18112.36,18112.355,18112.34,18112.338
2016-11-15,18112.361,18112.338,18112.348,18112.346,18112.332,18112.342,18112.4
2016-11-16,18112.361,18112.354,18112.35,18112.338,18112.36,18112.367,18112.402
2016-11-17,18112.328,18112.346,18112.387,18112.334,18112.355,18112.336,18112.352
2016-11-18,18112.3,18112.348,18112.363,18112.35,18112.312,18112.34,18112.285
2016-11-20,18112.361,18112.357,18112.348,18112.35,18112.334,18112.367,18112.61
2016-11-21,18112.346,18112.334,18112.363,18112.363,18112.31,18112.58,18119.219
2016-11-22,18112.324,18112.338,18112.39,18112.346,18112.625,18119.154,18120.264
2016-11-23,18112.355,18112.354,18112.371,18112.62,18119.2,18120.264,18130.4
2016-11-24,18112.344,18112.336,18112.559,18119.094,18120.283,18130.545,18149.418
2016-11-25,18112.324,18112.56,18119.117,18120.268,18130.43,18149.592,18171.332
2016-11-27,18112.537,18119.258,18120.324,18130.87,18149.469,18171.242,18200.844
2016-11-28,18119.287,18120.291,18130.32,18149.566,18171.396,18200.822,18239.062
