,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR
2012-01-02,3022.7344,3022.7292,3022.753,3029.0825,3045.7458,3067.1353,3087.832
2012-01-03,3022.762,3022.753,3029.318,3048.2703,3067.8103,3086.3418,3090.2522
2012-01-04,3022.7473,3028.6833,3049.3247,3071.0364,3086.7578,3090.245,3095.8616
2012-01-05,3029.3323,3047.3813,3072.418,3088.436,3090.2263,3095.2717,3100.3806
2012-01-06,3049.3308,3070.1094,3089.0293,3090.2212,3095.5586,3100.474,3100.9155
2012-01-08,3072.419,3087.9778,3090.2517,3096.015,3100.4038,3100.8962,3106.7712
2012-01-09,3089.0254,3090.2446,3096.1692,3100.4124,3100.893,3106.456,3114.83
2012-01-10,3090.2312,3095.738,3100.4624,3100.9014,3106.5022,3114.6946,3114.8325
2012-01-11,3096.3354,3100.4458,3100.8696,3107.1975,3114.7834,3114.7678,3121.315
2012-01-12,3100.4395,3100.8765,3107.4443,3114.827,3114.8376,3120.9724,3128.6282
2012-01-13,3100.904,3106.965,3114.833,3114.8,3120.7883,3127.7683,3135.5435
2012-01-15,3107.4302,3114.85,3114.8027,3121.3616,3127.725,3134.7546,3136.81
2012-01-16,3114.8247,3114.794,3121.5627,3128.9475,3134.8538,3136.8062,3136.81
2012-01-17,3114.7617,3121.317,3129.4287,3135.2275,3136.7993,3136.7915,3135.228
2012-01-18,3121.7551,3128.708,3135.1199,3136.7961,3136.7893,3135.2563,3135.226
2012-01-19,3129.6184,3135.4343,3136.7668,3136.7783,3135.2346,3135.2546,3135.2275
2012-01-20,3135.1318,3136.8154,3136.8083,3135.2104,3135.2512,3135.2292,3135.2407
2012-01-22,3136.81,3136.7937,3135.2317,3135.215,3135.2217,3135.2017,3136.7905
2012-01-23,3136.8064,3135.224,3135.2595,3135.2373,3135.2205,3136.8218,3144.72
2012-01-24,3135.2493,3135.2502,3135.2327,3135.2185,3136.7852,3144.3794,3150.6643
2012-01-25,3135.255,3135.2249,3135.1948,3136.8076,3144.4414,3150.411,3159.0715
2012-01-26,3135.2183,3135.2268,3136.7498,3144.8945,3150.4824,3159.0352,3172.6592
2012-01-27,3135.2144,3136.776,3145.4246,3150.6824,3159.1255,3172.057,3195.3047
2012-01-29,3136.795,3144.9744,3150.5574,3159.099,3172.3826,3194.352,3197.4507
2012-01-30,3145.1887,3150.6692,3159.622,3173.005,3194.7112,3197.419,3205.3035
2012-01-31,3150.5647,3159.1824,3173.2397,3195.7083,3197.487,3204.9333,3206.7434
2012-02-01,3159.4602,3172.8635,3195.8877,3197.4028,3205.1396,3206.7522,3207.51
2012-02-02,3173.397,3195.4521,3197.4487,3205.8325,3206.7446,3207.5522,3213.5137
2012-02-03,3196.114,3197.4358,3205.662,3206.742,3207.4917,3213.578,3218.8096
2012-02-05,3197.415,3205.462,3206.7544,3207.5483,3213.4502,3218.661,3219.7505
2012-02-06,3205.9192,3206.7117,3207.5544,3213.611,3218.883,3219.8384,3228.8276
2012-02-07,3206.7854,3207.5354,3213.554,3218.7705,3219.8262,3228.251,3238.852
2012-02-08,3207.554,3213.459,3218.914,3219.8188,3228.3528,3237.8357,3264.7966
2012-02-09,3213.4568,3218.8853,3219.823,3228.8381,3238.0898,3262.8965,3279.4343
2012-02-10,3218.8252,3219.8228,3229.125,3239.0823,3263.477,3278.6445,3288.8975
2012-02-12,3219.8174,3228.5835,3239.5493,3265.3428,3278.9888,3288.5574,3308.3472
2012-02-13,3228.8403,3238.6633,3265.9712,3279.68,3288.604,3308.2168,3312.4453
2012-02-14,3239.2468,3264.7246,3279.7637,3288.8606,3308.2122,3312.3433,3312.3413
2012-02-15,3265.7476,3279.417,3288.8843,3308.2932,3312.3982,3312.334,3313.756
2012-02-16,3279.8608,3288.9143,3308.2173,3312.354,3312.3306,3313.7197,3320.088
2012-02-17,3288.9417,3308.2285,3312.4194,3312.3477,3313.738,3320.1584,3328.1216
2012-02-19,3308.2024,3312.4104,3312.3643,3313.7114,3320.1826,3327.4097,3335.2046
2012-02-20,3312.4524,3312.351,3313.701,3319.9966,3327.5881,3335.1655,3343.6157
2012-02-21,3312.3823,3313.7188,3319.905,3328.5242,3335.1943,3343.5276,3349.0261
2012-02-22,3313.7717,3319.9233,3328.9524,3335.2854,3343.43,3349.0247,3352.933
2012-02-23,3320.1655,3328.7266,3335.2712,3343.9924,3348.9988,3352.9307,3361.8787
2012-02-24,3327.959,3335.3105,3343.6245,3349.0112,3352.9653,3361.6914,3374.5645
2012-02-26,3335.168,3343.7725,3348.938,3352.8965,3361.5627,3374.625,3383.6846
2012-02-27,3344.2004,3348.9531,3352.8955,3362.2957,3374.643,3383.5508,3385.1528
2012-02-28,3348.9731,3352.9448,3362.3613,3374.7837,3383.593,3385.1257,3385.1255
2012-02-29,3352.9717,3362.0916,3374.5999,3383.6326,3385.0808,3385.1606,3390.7104
2012-03-01,3361.919,3374.7559,3383.6714,3385.1262,3385.0786,3390.514,3394.0386
2012-03-02,3374.6982,3383.654,3385.088,3385.1274,3390.7424,3394.1084,3394.0815
2012-03-04,3383.6514,3385.1282,3385.18,3390.6611,3394.0344,3394.057,3398.5964
2012-03-05,3385.1367,3385.113,3390.7432,3394.0396,3394.004,3398.5417,3399.104
2012-03-06,3385.114,3390.7383,3394.0195,3394.0837,3398.5369,3399.0803,3399.075
2012-03-07,3390.6821,3394.0352,3394.0378,3398.5303,3399.069,3399.0334,3400.819
2012-03-08,3394.068,3394.0435,3398.6223,3399.095,3399.075,3400.7666,3406.8396
2012-03-09,3394.075,3398.603,3399.142,3399.0623,3400.8032,3406.955,3417.4434
2012-03-11,3398.5413,3399.066,3399.1443,3400.8125,3406.825,3416.8308,3430.3936
2012-03-12,3399.0425,3399.0818,3400.8237,3407.0215,3417.2322,3430.3752,3434.2224
2012-03-13,3399.0627,3400.8416,3406.9238,3417.1782,3430.3796,3434.2195,3434.1965
2012-03-14,3400.7822,3406.85,3417.512,3430.433,3434.197,3434.21,3437.347
2012-03-15,3406.8145,3417.4238,3430.4065,3434.2212,3434.1514,3437.4023,3447.4128
2012-03-16,3417.5183,3430.312,3434.182,3434.199,3437.3918,3447.281,3451.7021
2012-03-18,3430.37,3434.1436,3434.1724,3437.3892,3447.3198,3451.6309,3451.8342
2012-03-19,3434.1504,3434.1892,3437.374,3447.1978,3451.6377,3451.8623,3456.144
2012-03-20,3434.1663,3437.4358,3447.383,3451.6558,3451.849,3456.2678,3456.2217
2012-03-21,3437.3882,3447.219,3451.5964,3451.8442,3456.1067,3456.2024,3458.5845
2012-03-22,3447.451,3451.6216,3451.83,3456.2515,3456.2117,3458.5928,3464.759
2012-03-23,3451.6208,3451.8198,3456.208,3456.1921,3458.5354,3464.9966,3464.9678
2012-03-25,3451.8123,3456.2358,3456.207,3458.5918,3465.0322,3464.9937,3464.9988
2012-03-26,3456.1282,3456.1416,3458.5793,3464.9988,3464.988,3464.9006,3464.9573
2012-03-27,3456.2253,3458.6455,3464.9338,3464.928,3464.996,3464.9395,3464.9436
2012-03-28,3458.6326,3465.015,3464.9788,3464.937,3464.9692,3464.9622,3464.9893
2012-03-29,3465.0486,3464.9683,3464.9646,3464.9902,3464.9573,3464.9668,3458.4905
2012-03-30,3464.9185,3464.9563,3464.9692,3465.0007,3464.9626,3458.5176,3456.1616
2012-04-01,3464.9556,3464.9734,3464.9297,3464.9468,3458.4478,3456.2188,3456.192
2012-04-02,3464.9954,3464.9807,3464.962,3458.525,3456.206,3456.2158,3456.2231
2012-04-03,3464.9656,3464.996,3458.5752,3456.1458,3456.1887,3456.197,3451.6023
2012-04-04,3464.9531,3458.4941,3456.2302,3456.2126,3456.224,3451.7036,3451.6697
2012-04-05,3458.4712,3456.2039,3456.199,3456.1926,3451.6484,3451.6257,3451.6406
2012-04-08,3456.202,3456.1785,3456.1702,3451.7085,3451.604,3451.6184,3446.5142
2012-04-09,3456.1665,3456.1826,3451.6167,3451.6013,3451.641,3446.4702,3434.7598
2012-04-10,3456.1672,3451.7068,3451.6472,3451.6282,3446.4944,3435.102,3429.2532
2012-04-11,3451.5872,3451.6565,3451.6287,3446.4197,3435.0068,3429.3198,3418.2036
2012-04-12,3451.6125,3451.612,3446.4922,3434.7178,3429.324,3417.739,3418.0667
2012-04-13,3451.6643,3446.581,3435.0332,3429.316,3417.7222,3418.0034,3406.4868
2012-04-15,3446.526,3434.6292,3429.2559,3418.0051,3418.047,3406.5903,3398.2168
2012-04-16,3434.7124,3429.3193,3417.5686,3417.9885,3406.6558,3398.0088,3398.0603
2012-04-17,3429.3608,3418.1848,3418.0464,3406.518,3398.194,3398.0435,3386.0928
2012-04-18,3417.8071,3418.0698,3406.5962,3398.1687,3398.0793,3386.64,3354.2366
2012-04-19,3418.002,3406.544,3398.137,3397.9956,3386.5254,3354.7788,3334.657
2012-04-20,3406.4482,3398.1965,3398.0537,3386.2554,3354.8887,3334.9478,3308.4993
2012-04-22,3398.268,3398.0571,3386.2126,3354.1187,3335.1567,3308.8303,3281.544
2012-04-23,3398.0603,3386.62,3354.2983,3334.6643,3309.146,3281.9087,3247.7563
2012-04-24,3386.5864,3354.899,3334.6914,3308.3254,3282.1418,3248.146,3222.23
2012-04-25,3354.6519,3335.1309,3308.502,3281.399,3248.515,3222.3757,3196.2634
2012-04-26,3334.7854,3309.0796,3281.5266,3247.434,3222.6726,3196.4966,3191.1182
2012-04-27,3308.631,3282.0444,3247.7188,3221.9316,3196.8096,3191.169,3186.792
2012-04-29,3281.6797,3248.3896,3222.184,3195.921,3191.163,3186.8691,3186.9197
2012-04-30,3247.8975,3222.5327,3196.2102,3191.1675,3186.8665,3186.9282,3186.7178
2012-05-01,3222.233,3196.661,3191.1226,3186.7544,3186.8901,3186.7031,3181.9238
2012-05-02,3196.2983,3191.1235,3186.851,3186.9006,3186.7463,3181.8235,3176.648
2012-05-03,3191.186,3186.7524,3186.9268,3186.738,3181.8887,3176.506,3170.2795
2012-05-04,3186.9114,3186.9146,3186.6816,3181.9187,3176.7158,3170.1602,3165.6829
2012-05-06,3186.887,3186.685,3181.863,3176.7288,3170.4016,3165.7031,3160.6753
2012-05-07,3186.6868,3181.9058,3176.5835,3170.331,3165.6719,3160.618,3154.9949
2012-05-08,3181.8894,3176.6594,3170.209,3165.7698,3160.7095,3154.9087,3149.0151
2012-05-09,3176.56,3170.3228,3165.7188,3160.7974,3154.903,3149.0525,3148.5457
2012-05-10,3170.2,3165.703,3160.7275,3154.461,3148.99,3148.5322,3148.5107
2012-05-11,3165.7197,3160.6277,3154.721,3149.0635,3148.536,3148.5332,3141.724
2012-05-13,3160.7388,3154.9294,3149.037,3148.537,3148.527,3141.6653,3131.9224
2012-05-14,3154.7446,3148.9868,3148.535,3148.5227,3141.7444,3132.09,3121.4995
2012-05-15,3148.9685,3148.4966,3148.514,3141.5247,3132.0237,3121.5317,3113.9138
2012-05-16,3148.4946,3148.538,3141.8232,3131.903,3121.5308,3113.9187,3105.888
2012-05-17,3148.5535,3141.7097,3132.0137,3121.5977,3113.9607,3105.92,3097.6663
2012-05-18,3141.4712,3131.9497,3121.5073,3113.859,3106.0059,3097.7244,3079.6199
2012-05-20,3132.086,3121.4927,3113.9932,3105.828,3097.8547,3079.618,3078.8206
2012-05-21,3121.5073,3114.0105,3105.9634,3097.6003,3079.6487,3078.7812,3075.8948
2012-05-22,3114.081,3106.0159,3097.7378,3079.6284,3078.8137,3075.9382,3068.13
2012-05-23,3106.0557,3097.8247,3079.573,3078.815,3075.9246,3068.0427,3059.5034
2012-05-24,3097.8354,3079.6284,3078.8123,3075.9182,3068.5906,3059.4358,3050.021
2012-05-25,3079.679,3078.7927,3075.89,3068.263,3060.0422,3049.9756,3036.599
2012-05-27,3078.8003,3075.9053,3068.4238,3059.6343,3049.9858,3036.5835,3036.454
2012-05-28,3075.8945,3068.6077,3059.7947,3049.9272,3036.6497,3036.4014,3028.879
2012-05-29,3068.5378,3059.9937,3049.869,3036.6187,3036.4617,3028.8652,3028.1416
2012-05-30,3059.9116,3049.8608,3036.6206,3036.4646,3028.8608,3028.0808,3028.1133
2012-05-31,3049.9895,3036.6528,3036.4426,3028.8064,3028.0852,3028.1052,3019.4973
2012-06-01,3036.6094,3036.4333,3028.8525,3028.1313,3028.157,3019.4858,3018.487
2012-06-03,3036.437,3028.7925,3028.1191,3028.1394,3019.354,3018.5422,3018.492
2012-06-04,3028.7688,3028.1062,3028.1099,3019.449,3018.4832,3018.489,3018.4973
2012-06-05,3028.113,3028.1272,3019.599,3018.5479,3018.487,3018.4875,3018.3801
2012-06-06,3028.1257,3019.443,3018.5088,3018.4573,3018.5122,3018.4312,3018.4734
2012-06-07,3019.5447,3018.4905,3018.4912,3018.4348,3018.3877,3018.546,3018.4727
2012-06-08,3018.5222,3018.494,3018.4648,3018.4287,3018.4707,3018.4556,3027.6316
2012-06-10,3018.506,3018.4705,3018.469,3018.5364,3018.4932,3028.0364,3019.7012
2012-06-11,3018.466,3018.4438,3018.4958,3018.593,3027.4788,3018.9377,3018.4626
2012-06-12,3018.4417,3018.4727,3018.4934,3027.2188,3019.5603,3018.5027,3018.455
2012-06-13,3018.563,3018.5068,3027.7651,3019.8037,3018.494,3018.4087,3018.4958
2012-06-14,3018.4866,3027.745,3019.583,3018.4548,3018.405,3018.503,3018.4673
2012-06-15,3027.641,3019.679,3018.4688,3018.4111,3018.492,3018.4805,3018.4995
2012-06-17,3019.7483,3018.497,3018.3967,3018.4775,3018.493,3018.5178,3018.4958
2012-06-18,3018.4644,3018.4338,3018.506,3018.4885,3018.493,3018.4805,3018.4663
2012-06-19,3018.43,3018.4587,3018.4912,3018.5247,3018.493,3018.4873,3018.4548
2012-06-20,3018.468,3018.4824,3018.4792,3018.4998,3018.493,3018.4497,3018.4824
2012-06-21,3018.4895,3018.5303,3018.472,3018.492,3018.4521,3018.5103,3018.4143
2012-06-22,3018.4978,3018.5127,3018.4663,3018.4646,3018.4753,3018.452,3018.4492
2012-06-24,3018.4792,3018.4727,3018.4265,3018.5012,3018.4004,3018.4597,3018.4663
2012-06-25,3018.4888,3018.354,3018.4705,3018.4436,3018.45,3018.481,3029.0361
2012-06-26,3018.4387,3018.5054,3018.484,3018.4658,3018.5657,3029.1228,3032.4773
2012-06-27,3018.4976,3018.438,3018.4736,3018.4785,3028.7385,3032.437,3033.4756
2012-06-28,3018.434,3018.4377,3018.5,3028.7124,3032.5254,3033.4788,3036.4612
2012-06-29,3018.4578,3018.5332,3029.023,3032.4468,3033.425,3036.483,3036.852
2012-07-01,3018.5002,3028.686,3032.4817,3033.4846,3036.4111,3036.909,3036.9407
2012-07-02,3028.9058,3032.5254,3033.5012,3036.446,3036.8591,3036.9712,3037.939
2012-07-03,3032.487,3033.4822,3036.392,3036.8381,3036.942,3037.9583,3037.9683
2012-07-04,3033.4988,3036.4456,3036.866,3036.912,3037.9343,3037.9556,3042.819
2012-07-05,3036.497,3036.8882,3036.9292,3037.9626,3037.9849,3042.7402,3043.9412
2012-07-06,3036.7383,3036.9211,3037.9805,3037.9639,3042.734,3043.9272,3043.9243
2012-07-08,3036.9204,3037.9668,3037.936,3042.87,3043.9067,3043.9084,3049.2893
2012-07-09,3037.955,3037.9675,3042.802,3043.9568,3043.908,3049.3042,3059.831
2012-07-10,3037.9358,3042.89,3043.9207,3043.9126,3049.2146,3059.7998,3066.7568
2012-07-11,3042.8267,3043.9688,3043.9211,3049.2107,3059.9404,3066.8567,3068.1204
2012-07-12,3043.8843,3043.947,3049.21,3060.1113,3066.859,3068.1519,3079.5415
2012-07-13,3043.9565,3049.2166,3060.7974,3066.8098,3068.1912,3079.1738,3081.4429
2012-07-15,3049.192,3060.2432,3066.892,3068.1157,3079.2979,3081.5178,3087.0847
2012-07-16,3060.265,3066.853,3068.1624,3079.331,3081.4653,3086.9404,3090.714
2012-07-17,3066.9482,3068.155,3079.3442,3081.4978,3087.0752,3090.7615,3090.8213
2012-07-18,3068.1096,3079.1675,3081.4,3086.9907,3090.8398,3090.7964,3102.3318
2012-07-19,3079.399,3081.3953,3086.9592,3090.7612,3090.7769,3101.9016,3111.083
2012-07-20,3081.4668,3086.9368,3090.7598,3090.7754,3102.1665,3111.0247,3111.1582
2012-07-22,3087.0972,3090.7512,3090.7551,3102.3345,3110.9216,3111.1658,3114.2456
2012-07-23,3090.734,3090.761,3102.1252,3111.2246,3111.1785,3114.2266,3121.4858
2012-07-24,3090.7644,3102.342,3110.9265,3111.2295,3114.1743,3121.4329,3121.4648
2012-07-25,3102.3599,3111.0884,3111.186,3114.2344,3121.5457,3121.4548,3132.8777
2012-07-26,3111.0522,3111.201,3114.2485,3121.4458,3121.4856,3133.3213,3152.458
2012-07-27,3111.1875,3114.1702,3121.3772,3121.507,3132.762,3152.469,3157.751
2012-07-29,3114.263,3121.6,3121.4739,3132.8303,3152.2773,3157.7407,3158.685
2012-07-30,3121.5066,3121.4634,3133.0015,3152.4612,3157.7996,3158.6765,3160.8892
2012-07-31,3121.4712,3133.1997,3152.3362,3157.797,3158.6646,3160.9055,3160.8423
2012-08-01,3132.86,3152.3281,3157.7913,3158.6182,3160.9185,3160.8335,3161.3767
2012-08-02,3152.3542,3157.8057,3158.6663,3160.865,3160.8281,3161.3997,3172.4626
2012-08-03,3157.7603,3158.63,3160.8555,3160.8967,3161.4436,3172.7087,3177.4746
2012-08-05,3158.643,3160.849,3160.8457,3161.3838,3172.718,3177.443,3188.677
2012-08-06,3160.8713,3160.881,3161.419,3172.4233,3177.4504,3188.849,3197.6238
2012-08-07,3160.894,3161.4277,3172.6797,3177.5178,3188.8518,3197.63,3197.6323
2012-08-08,3161.354,3172.4995,3177.4983,3188.3674,3197.6301,3197.6118,3208.1533
2012-08-09,3172.805,3177.4827,3188.6553,3197.6724,3197.5486,3208.2483,3216.0686
2012-08-10,3177.522,3189.0542,3197.499,3197.6199,3208.8323,3216.0437,3216.002
2012-08-12,3188.6982,3197.662,3197.645,3208.5457,3216.0232,3215.9402,3215.9275
2012-08-13,3197.6704,3197.5708,3208.2356,3216.0005,3215.9578,3215.9436,3215.9492
2012-08-14,3197.6082,3208.525,3216.01,3215.9258,3215.9526,3215.9287,3215.9685
2012-08-15,3208.8457,3216.087,3216.0232,3215.9563,3215.9492,3215.9531,3222.4421
2012-08-16,3216.0208,3215.946,3215.9907,3215.936,3215.9377,3222.3818,3233.767
2012-08-17,3215.9731,3215.9482,3215.8992,3215.9531,3222.3323,3233.4507,3258.3245
2012-08-19,3215.9246,3215.923,3215.8586,3222.424,3233.1843,3258.2104,3267.448
2012-08-20,3215.9714,3215.9316,3222.4924,3234.203,3258.311,3267.3652,3289.295
2012-08-21,3215.953,3222.3909,3233.8298,3258.251,3267.477,3289.1812,3299.776
2012-08-22,3222.4448,3233.3494,3258.3296,3267.3364,3289.1653,3299.6501,3307.763
2012-08-23,3233.7603,3258.3223,3267.4368,3289.2395,3299.582,3307.7603,3314.4866
2012-08-24,3258.2998,3267.469,3289.248,3299.7476,3307.6914,3314.5396,3323.8352
2012-08-26,3267.4204,3289.208,3299.7148,3307.747,3314.4114,3323.6824,3335.3242
2012-08-27,3289.2603,3299.6423,3307.7627,3314.4834,3324.049,3335.4114,3362.0703
2012-08-28,3299.7375,3307.7192,3314.4355,3323.8496,3335.224,3362.086,3388.169
2012-08-29,3307.7952,3314.3918,3324.293,3335.3518,3361.9053,3388.1345,3399.6077
2012-08-30,3314.3767,3324.1418,3335.2563,3362.1318,3387.9614,3399.611,3407.2095
2012-08-31,3324.318,3335.0566,3362.0686,3388.2583,3399.5767,3406.9214,3411.1587
2012-09-02,3335.2676,3361.778,3388.2195,3399.6155,3407.1255,3411.0981,3416.0667
2012-09-03,3362.0603,3387.8647,3399.6282,3407.0935,3411.1333,3416.1177,3418.3428
2012-09-04,3388.1938,3399.6084,3407.293,3411.1821,3416.122,3418.388,3418.3582
2012-09-05,3399.5159,3407.0498,3411.1724,3415.9753,3418.4033,3418.351,3426.8704
2012-09-06,3407.4666,3411.115,3416.2024,3418.3735,3418.3528,3426.496,3432.4001
2012-09-07,3411.1736,3416.0686,3418.357,3418.3892,3426.6694,3432.2488,3433.2832
2012-09-09,3416.067,3418.389,3418.351,3426.7546,3432.3574,3433.277,3433.4294
2012-09-10,3418.401,3418.3599,3426.7698,3432.4048,3433.3193,3433.4941,3436.4827
2012-09-11,3418.3445,3426.8262,3432.401,3433.2886,3433.5288,3436.444,3436.4646
2012-09-12,3426.8809,3432.4058,3433.2656,3433.5125,3436.444,3436.4622,3437.2505
2012-09-13,3432.3901,3433.3113,3433.5303,3436.4475,3436.486,3437.2214,3438.1086
2012-09-14,3433.2805,3433.5132,3436.5288,3436.4375,3437.2517,3438.1055,3442.645
2012-09-16,3433.5308,3436.485,3436.4795,3437.2542,3438.0955,3442.8635,3444.8987
2012-09-17,3436.428,3436.4976,3437.2568,3438.0857,3442.6382,3444.9075,3444.8037
2012-09-18,3436.459,3437.252,3438.0996,3442.8123,3444.8984,3444.878,3444.8748
2012-09-19,3437.286,3438.0737,3442.7354,3444.8696,3444.8044,3444.8708,3444.945
2012-09-20,3438.0737,3442.801,3444.854,3444.8464,3444.8748,3444.9297,3454.81
2012-09-21,3442.6729,3444.8716,3444.857,3444.8484,3444.9448,3455.0928,3461.415
2012-09-23,3444.856,3444.8687,3444.8308,3444.9263,3454.7988,3461.2893,3461.349
2012-09-24,3444.829,3444.8403,3444.9321,3454.664,3461.2627,3461.3237,3451.5627
2012-09-25,3444.8596,3444.9248,3455.1023,3461.2693,3461.331,3451.548,3442.5425
2012-09-26,3444.9282,3454.6924,3461.3467,3461.3467,3451.2441,3442.5474,3442.71
2012-09-27,3454.831,3461.3594,3461.33,3451.416,3442.5571,3442.6855,3439.6519
2012-09-28,3461.421,3461.302,3451.238,3442.746,3442.7727,3439.6035,3438.1064
2012-09-30,3461.2961,3451.4355,3442.6719,3442.7124,3439.6113,3438.0657,3432.3796
2012-10-01,3450.976,3442.7617,3442.75,3439.608,3438.1458,3432.2576,3432.3652
2012-10-02,3442.7969,3442.7078,3439.5647,3438.0479,3432.3691,3432.349,3432.3672
2012-10-03,3442.719,3439.6023,3438.1152,3432.3813,3432.3286,3432.4023,3432.343
2012-10-04,3439.6006,3438.1177,3432.2625,3432.3506,3432.3506,3432.3755,3430.059
2012-10-05,3438.1067,3432.2515,3432.3035,3432.3523,3432.397,3430.07,3421.058
2012-10-07,3432.2544,3432.421,3432.3677,3432.3777,3430.044,3421.2283,3421.394
2012-10-08,3432.368,3432.3696,3432.3538,3430.0862,3421.127,3421.4072,3421.4087
2012-10-09,3432.3418,3432.429,3430.0103,3421.1902,3421.3887,3421.392,3421.363
2012-10-10,3432.385,3430.0342,3421.151,3421.3867,3421.3713,3421.3652,3425.052
2012-10-11,3430.0566,3420.999,3421.399,3421.3804,3421.4153,3425.1062,3425.0735
2012-10-12,3421.0503,3421.371,3421.3794,3421.3713,3425.0654,3425.0613,3435.8413
2012-10-14,3421.4043,3421.4229,3421.3953,3425.0007,3425.0464,3436.1626,3439.6355
2012-10-15,3421.4033,3421.3726,3424.9976,3425.0916,3435.896,3439.571,3439.635
2012-10-16,3421.4084,3425.0244,3425.091,3436.002,3439.6582,3439.603,3437.8547
2012-10-17,3425.0532,3425.04,3436.1045,3439.5908,3439.6318,3437.9324,3439.5923
2012-10-18,3425.0925,3436.277,3439.6392,3439.644,3437.88,3439.59,3437.9082
2012-10-19,3436.2048,3439.556,3439.572,3437.922,3439.5864,3437.769,3431.6265
2012-10-21,3439.5535,3439.6023,3437.8982,3439.5798,3437.8506,3431.564,3427.9204
2012-10-22,3439.6406,3437.9004,3439.5698,3437.8662,3431.495,3427.967,3425.032
2012-10-23,3437.873,3439.597,3437.8367,3431.4414,3427.926,3425.0732,3421.393
2012-10-24,3439.6245,3437.8755,3431.4758,3427.9053,3425.0452,3421.3735,3421.3928
2012-10-25,3437.8499,3431.4778,3427.8997,3425.035,3421.3674,3421.4294,3421.3708
2012-10-26,3431.5022,3427.8767,3425.0413,3421.4346,3421.39,3421.4106,3421.393
2012-10-28,3427.9414,3425.1006,3421.4146,3421.429,3421.446,3421.3528,3421.391
2012-10-29,3424.9827,3421.4155,3421.4219,3421.398,3421.3442,3421.4426,3421.3699
2012-10-30,3421.3489,3421.402,3421.4285,3421.326,3421.458,3421.3787,3418.2417
2012-10-31,3421.39,3421.4104,3421.3645,3421.3655,3421.3706,3418.24,3421.3594
2012-11-01,3421.3933,3421.382,3421.3474,3421.3696,3418.2769,3421.3286,3421.374
2012-11-02,3421.3813,3421.4304,3421.4019,3418.239,3421.4182,3421.3984,3421.3293
2012-11-04,3421.4211,3421.4297,3418.2422,3421.3406,3421.3755,3421.4053,3418.2979
2012-11-05,3421.3933,3418.294,3421.3816,3421.3674,3421.4197,3418.3066,3416.268
2012-11-06,3418.2756,3421.41,3421.3413,3421.3726,3418.2693,3416.228,3416.2207
2012-11-07,3421.401,3421.365,3421.3406,3418.3333,3416.1477,3416.1882,3416.2158
2012-11-08,3421.3708,3421.3608,3418.1973,3416.2375,3416.1736,3416.2263,3416.197
2012-11-09,3421.4087,3418.3342,3416.23,3416.131,3416.1814,3416.196,3415.9119
2012-11-11,3418.24,3416.21,3416.203,3416.2463,3416.2397,3415.9224,3415.9065
2012-11-12,3416.1843,3416.1772,3416.15,3416.1577,3415.9368,3415.939,3415.9385
2012-11-13,3416.2344,3416.2163,3416.1748,3415.9597,3415.918,3415.895,3415.3057
2012-11-14,3416.209,3416.2122,3415.9404,3415.9343,3415.8594,3415.3281,3415.315
2012-11-15,3416.156,3415.901,3415.9004,3415.8809,3415.3044,3415.3171,3415.9297
2012-11-16,3415.9077,3415.9067,3415.9048,3415.3076,3415.3152,3415.899,3416.2124
2012-11-18,3415.912,3415.9324,3415.2908,3415.3674,3415.9316,3416.2034,3418.3286
2012-11-19,3415.9475,3415.3398,3415.2944,3416.009,3416.1458,3418.2898,3425.1467
2012-11-20,3415.306,3415.3376,3415.8794,3416.1824,3418.2778,3425.1191,3425.074
2012-11-21,3415.3586,3415.9683,3416.1565,3418.302,3425.1687,3425.0674,3427.9216
2012-11-22,3415.988,3416.167,3418.2546,3425.2017,3425.0378,3427.8994,3431.555
2012-11-23,3416.2383,3418.2532,3425.0916,3425.0771,3427.9116,3431.5706,3431.5977
2012-11-25,3418.3403,3425.0234,3425.0286,3427.9944,3431.5793,3431.5623,3431.626
2012-11-26,3425.1755,3425.0771,3427.898,3431.635,3431.609,3431.6238,3431.5798
2012-11-27,3425.0479,3428.0037,3431.654,3431.5977,3431.5664,3431.631,3427.91
2012-11-28,3427.9495,3431.623,3431.5608,3431.6064,3431.6196,3427.8699,3431.6301
2012-11-29,3431.6326,3431.5735,3431.5808,3431.6133,3427.8833,3431.62,3431.6255
2012-11-30,3431.6262,3431.5918,3431.6392,3427.8726,3431.5295,3431.5762,3432.814
2012-12-02,3431.5813,3431.6167,3427.8801,3431.6274,3431.5828,3432.8406,3444.2449
2012-12-03,3431.633,3427.906,3431.6187,3431.5923,3432.8472,3444.2703,3451.9084
2012-12-04,3427.9277,3431.6545,3431.6074,3432.8687,3444.2031,3452.2957,3452.176
2012-12-05,3431.6323,3431.562,3432.844,3444.2815,3452.0872,3452.1653,3455.3535
2012-12-06,3431.648,3432.889,3444.1191,3452.1755,3452.151,3455.287,3455.901
2012-12-07,3432.872,3444.225,3451.9565,3452.1443,3455.2805,3455.893,3457.7834
2012-12-09,3444.2659,3452.0178,3452.1938,3455.2495,3455.8813,3457.8174,3459.161
2012-12-10,3451.9968,3452.18,3455.304,3455.9326,3457.8008,3459.1655,3471.0342
2012-12-11,3452.135,3455.3203,3455.8875,3457.7693,3459.1765,3470.8972,3459.5657
