,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR
2012-12-12,3455.2703,3455.9097,3457.7173,3459.1902,3471.1196,3460.1611,3469.9502
2012-12-13,3455.9321,3457.7886,3459.164,3470.7754,3459.6797,3470.2102,3483.298
2012-12-14,3457.7856,3459.1567,3470.9695,3460.5942,3469.7195,3483.5054,3494.2122
2012-12-16,3459.1501,3471.2112,3459.927,3470.7925,3483.3904,3494.381,3498.5234
2012-12-17,3471.0564,3459.4165,3469.9365,3483.4016,3494.279,3498.6365,3501.087
2012-12-18,3459.6228,3470.4065,3483.4868,3494.36,3498.5527,3501.1055,3501.0913
2012-12-19,3469.6577,3483.3276,3494.4082,3498.5747,3501.0432,3501.135,3501.1875
2012-12-20,3483.322,3494.256,3498.6206,3501.0696,3501.0928,3501.22,3501.114
2012-12-21,3494.2732,3498.6274,3501.0337,3501.1443,3501.202,3501.1594,3513.3054
2012-12-23,3498.7075,3501.1423,3501.136,3501.1682,3501.1638,3512.8154,3545.1328
2012-12-24,3501.0994,3501.063,3501.2136,3501.228,3512.5789,3544.9285,3559.6428
2012-12-26,3501.0435,3501.174,3501.1824,3512.9634,3544.2612,3559.538,3568.2302
2012-12-27,3501.1448,3501.1914,3512.705,3545.1897,3559.2275,3568.3047,3577.6191
2012-12-28,3501.206,3512.5415,3544.8638,3559.84,3568.229,3577.9473,3588.7244
2012-12-30,3512.9326,3544.3237,3559.4895,3568.265,3577.879,3588.6387,3592.1206
2012-12-31,3544.75,3559.3264,3568.23,3577.9917,3588.3772,3592.0713,3592.0776
2013-01-02,3559.5112,3568.2131,3577.8967,3588.4468,3592.1006,3592.095,3596.3572
2013-01-03,3568.2559,3577.7373,3588.5767,3592.0918,3592.0828,3596.4436,3598.474
2013-01-04,3577.7031,3588.5132,3592.099,3592.069,3596.4216,3598.4731,3608.1152
2013-01-06,3588.504,3592.0947,3592.0564,3596.4487,3598.4453,3608.3518,3633.2764
2013-01-07,3592.087,3592.0493,3596.425,3598.4958,3608.2183,3633.3916,3633.912
2013-01-08,3592.0789,3596.3977,3598.4636,3608.7063,3633.232,3633.8892,3633.9138
2013-01-09,3596.3982,3598.444,3608.4973,3633.308,3633.8787,3633.8892,3634.433
2013-01-10,3598.4697,3608.378,3633.4229,3633.8706,3633.8616,3634.4233,3635.2039
2013-01-11,3608.132,3633.3022,3633.839,3633.8254,3634.411,3635.2126,3641.0854
2013-01-13,3633.2747,3633.8992,3633.849,3634.4421,3635.1694,3641.0503,3641.8213
2013-01-14,3633.8699,3633.8806,3634.4143,3635.2148,3641.1514,3641.7837,3647.8936
2013-01-15,3633.8796,3634.4175,3635.2078,3641.0767,3641.8127,3647.834,3647.7979
2013-01-16,3634.445,3635.1782,3641.165,3641.7935,3647.8906,3647.7456,3657.9453
2013-01-17,3635.2324,3641.1516,3641.797,3647.8496,3647.8052,3657.8723,3664.2656
2013-01-18,3641.0815,3641.833,3647.8657,3647.7593,3657.734,3664.287,3664.375
2013-01-20,3641.7903,3647.736,3647.8047,3657.8994,3664.284,3664.3494,3669.7603
2013-01-21,3647.7725,3647.7727,3657.877,3664.313,3664.3596,3669.8806,3677.581
2013-01-22,3647.7393,3657.6594,3664.267,3664.3745,3669.8298,3677.397,3677.4304
2013-01-23,3657.8657,3664.2102,3664.3372,3669.7585,3677.5376,3677.44,3687.8105
2013-01-24,3664.2788,3664.3774,3669.8828,3677.427,3677.416,3687.5396,3701.0437
2013-01-25,3664.346,3669.853,3677.617,3677.4321,3687.7178,3701.0579,3703.996
2013-01-27,3669.7954,3677.6223,3677.4238,3687.553,3700.9895,3703.9858,3707.7043
2013-01-28,3677.6055,3677.453,3687.6077,3701.0498,3703.967,3707.7068,3710.862
2013-01-29,3677.4,3687.4382,3701.012,3703.9873,3707.6543,3710.84,3710.8545
2013-01-30,3687.5564,3700.7874,3703.9446,3707.6892,3710.9375,3710.9353,3711.6064
2013-01-31,3700.8923,3703.952,3707.7683,3710.9775,3710.9019,3711.5908,3711.5728
2013-02-01,3703.9548,3707.648,3710.8643,3710.892,3711.5835,3711.574,3711.5627
2013-02-03,3707.6882,3710.8953,3710.9143,3711.569,3711.5798,3711.5913,3711.5852
2013-02-04,3710.854,3710.875,3711.5977,3711.5403,3711.5845,3711.574,3711.5745
2013-02-05,3710.859,3711.5977,3711.5945,3711.558,3711.5605,3711.5923,3711.5933
2013-02-06,3711.5835,3711.5918,3711.5635,3711.562,3711.6123,3711.574,3711.5813
2013-02-07,3711.5427,3711.5718,3711.5981,3711.5679,3711.5518,3711.5923,3711.546
2013-02-08,3711.5676,3711.5703,3711.5952,3711.5845,3711.5735,3711.5737,3711.5842
2013-02-10,3711.5894,3711.548,3711.5625,3711.5786,3711.5789,3711.5923,3710.906
2013-02-11,3711.5803,3711.5928,3711.5981,3711.5571,3711.5474,3710.8782,3707.7097
2013-02-12,3711.5823,3711.5957,3711.5952,3711.5886,3710.8896,3707.7307,3703.939
2013-02-13,3711.5671,3711.5476,3711.5615,3710.88,3707.7053,3703.9468,3703.9233
2013-02-14,3711.591,3711.5842,3710.908,3707.6484,3703.9814,3703.97,3703.9536
2013-02-15,3711.579,3710.893,3707.6238,3704.0544,3703.9875,3703.9512,3703.9265
2013-02-17,3710.8835,3707.6487,3703.9653,3703.9336,3703.9963,3703.9978,3700.9756
2013-02-18,3707.6897,3703.9717,3703.9775,3703.9478,3703.9756,3700.9458,3697.4429
2013-02-19,3703.9814,3703.9705,3703.9678,3704.0068,3700.9739,3697.4436,3691.2693
2013-02-20,3703.9553,3703.9805,3703.973,3701.0042,3697.4685,3691.2993,3697.454
2013-02-21,3703.9846,3703.9922,3700.891,3697.4817,3691.1653,3697.541,3691.1729
2013-02-22,3703.9539,3700.9426,3697.4675,3691.3547,3697.434,3691.354,3689.9656
2013-02-24,3700.95,3697.5115,3691.176,3697.523,3691.3499,3689.9448,3689.966
2013-02-25,3697.4832,3691.3484,3697.5464,3691.3472,3689.9285,3689.9177,3689.9307
2013-02-26,3691.3176,3697.6323,3691.1406,3689.9407,3689.9565,3689.9756,3689.0005
2013-02-27,3697.4463,3691.356,3689.9353,3689.9407,3689.9187,3688.9844,3689.8906
2013-02-28,3691.2842,3689.9692,3690.0188,3689.9343,3688.9888,3689.8967,3690.006
2013-03-01,3689.969,3689.972,3690.021,3688.9678,3689.9233,3689.9102,3689.918
2013-03-03,3689.931,3689.905,3689.019,3689.9333,3689.9312,3689.928,3689.9375
2013-03-04,3689.9338,3688.976,3689.9165,3689.9194,3689.9248,3689.9326,3689.9946
2013-03-05,3689.042,3689.9368,3689.9756,3689.9678,3689.9487,3689.9412,3689.0288
2013-03-06,3689.935,3689.9395,3689.9868,3689.9377,3689.9211,3688.9675,3689.9453
2013-03-07,3689.97,3689.9192,3689.9285,3689.939,3689.0242,3689.9565,3689.929
2013-03-08,3689.931,3689.9663,3689.9175,3689.042,3689.9902,3689.9119,3689.9688
2013-03-10,3689.935,3689.9385,3689.0117,3689.9338,3689.9177,3689.9253,3689.9646
2013-03-11,3689.97,3689.039,3689.9204,3689.9226,3689.9202,3689.9116,3689.929
2013-03-12,3688.9766,3689.8835,3689.9817,3690.0073,3689.9558,3689.9558,3688.9783
2013-03-13,3689.9663,3689.9443,3689.9934,3689.8853,3689.9165,3689.0225,3689.924
2013-03-14,3689.9268,3689.9387,3689.9348,3689.9626,3689.0125,3689.9102,3689.9639
2013-03-15,3689.9307,3689.9434,3689.9229,3689.0107,3689.9497,3689.91,3691.3374
2013-03-17,3689.9663,3689.9395,3688.9768,3689.9111,3689.891,3691.349,3694.6196
2013-03-18,3689.9268,3689.0078,3689.9224,3690.015,3691.263,3694.6208,3705.7007
2013-03-19,3688.9973,3689.9395,3689.9812,3691.2893,3694.6162,3705.7815,3705.147
2013-03-20,3689.9304,3689.94,3691.2976,3694.5686,3705.6887,3705.226,3711.4646
2013-03-21,3689.9658,3691.2764,3694.547,3705.7441,3705.1658,3711.5457,3714.399
2013-03-22,3691.3047,3694.5952,3705.6394,3705.122,3711.4482,3714.308,3714.3447
2013-03-24,3694.6443,3705.7046,3705.104,3711.52,3714.4133,3714.3733,3719.8853
2013-03-25,3705.583,3705.1714,3711.4446,3714.4155,3714.3865,3720.0916,3720.005
2013-03-26,3705.188,3711.4985,3714.3313,3714.4077,3720.0264,3720.0186,3720.0005
2013-03-27,3711.6206,3714.405,3714.42,3720.1604,3719.971,3720.0203,3721.5515
2013-03-28,3714.3633,3714.3926,3719.963,3720.0327,3719.9968,3721.517,3728.6753
2013-03-31,3714.3955,3720.0752,3720.058,3720.0344,3721.5369,3728.832,3741.3608
2013-04-01,3719.9175,3719.9805,3719.9407,3721.5327,3728.9048,3741.0308,3750.3188
2013-04-02,3719.989,3720.0325,3721.512,3728.836,3740.5325,3750.077,3750.3562
2013-04-03,3719.9893,3721.5276,3728.8813,3741.0505,3750.0337,3750.2998,3750.2507
2013-04-04,3721.5864,3728.865,3740.995,3750.0535,3750.2576,3750.3052,3750.3684
2013-04-05,3728.8232,3741.108,3750.0674,3750.3916,3750.3516,3750.302,3750.2778
2013-04-07,3741.0903,3750.3638,3750.2217,3750.386,3750.296,3750.339,3753.7312
2013-04-08,3750.2446,3750.2861,3750.2563,3750.3127,3750.3054,3753.6887,3753.8123
2013-04-09,3750.2917,3750.353,3750.3528,3750.3245,3753.7412,3753.7231,3753.75
2013-04-10,3750.2954,3750.3655,3750.395,3753.8052,3753.7554,3753.8206,3753.7637
2013-04-11,3750.332,3750.3057,3753.744,3753.778,3753.7415,3753.8638,3753.767
2013-04-12,3750.2917,3753.8052,3753.7576,3753.7173,3753.7407,3753.8286,3753.7676
2013-04-14,3753.7568,3753.7917,3753.7964,3753.7678,3753.7725,3753.7307,3750.3005
2013-04-15,3753.8247,3753.738,3753.779,3753.8083,3753.798,3750.3206,3744.701
2013-04-16,3753.718,3753.7644,3753.76,3753.7769,3750.3716,3744.7144,3732.1548
2013-04-17,3753.8367,3753.8174,3753.7747,3750.3684,3744.6865,3732.2053,3721.107
2013-04-18,3753.745,3753.7917,3750.2993,3744.801,3732.582,3721.0645,3721.0305
2013-04-19,3753.7646,3750.2793,3744.736,3732.3276,3721.0806,3721.0776,3721.025
2013-04-21,3750.3264,3744.746,3732.5444,3720.9468,3721.0579,3721.0195,3721.0686
2013-04-22,3744.7595,3732.338,3720.9644,3721.0596,3721.0662,3721.0176,3721.055
2013-04-23,3732.4177,3720.939,3721.0186,3721.0247,3721.0935,3721.017,3713.3008
2013-04-24,3720.8723,3721.094,3721.0703,3721.0635,3721.0305,3713.499,3713.2097
2013-04-25,3721.076,3721.0068,3721.0454,3721.0596,3713.3804,3713.265,3720.942
2013-04-26,3721.0398,3721.0261,3720.9932,3713.335,3713.1963,3720.8887,3713.4478
2013-04-28,3721.0742,3721.084,3713.4863,3713.169,3720.8972,3713.4832,3713.2593
2013-04-29,3721.037,3713.3174,3713.211,3720.9512,3713.394,3713.1807,3713.1797
2013-04-30,3713.3157,3713.2424,3720.7998,3713.447,3713.223,3713.2122,3701.685
2013-05-01,3713.1895,3720.7563,3713.4644,3713.2327,3713.226,3701.814,3702.276
2013-05-02,3720.9282,3713.2993,3713.226,3713.21,3701.7803,3702.2805,3713.683
2013-05-03,3713.371,3713.2002,3713.228,3701.8335,3702.2559,3713.7092,3713.179
2013-05-05,3713.211,3713.231,3701.7239,3702.2622,3713.6892,3713.1846,3713.2625
2013-05-06,3713.209,3701.7832,3702.2786,3713.7803,3713.252,3713.1853,3720.7805
2013-05-07,3701.8345,3702.2576,3713.6658,3713.2332,3713.1472,3720.8757,3709.0747
2013-05-08,3702.2834,3713.729,3713.1995,3713.2854,3720.9702,3709.4448,3719.2336
2013-05-09,3713.7478,3713.2146,3713.2031,3720.9492,3709.67,3719.6472,3734.827
2013-05-10,3713.208,3713.2817,3720.9893,3709.711,3719.7915,3734.992,3744.4846
2013-05-12,3713.1975,3720.9443,3709.633,3719.8523,3734.7222,3744.526,3744.6736
2013-05-13,3720.8887,3709.706,3719.8027,3734.818,3744.553,3744.7056,3744.6904
2013-05-14,3709.5037,3719.8477,3734.8003,3744.5342,3744.7466,3744.7012,3744.702
2013-05-15,3719.6692,3734.8125,3744.5337,3744.6934,3744.6504,3744.6995,3756.1384
2013-05-16,3734.6594,3744.5293,3744.6934,3744.6882,3744.6086,3756.0684,3759.139
2013-05-17,3744.526,3744.671,3744.6885,3744.6873,3756.0176,3759.1602,3763.552
2013-05-19,3744.7139,3744.715,3744.6863,3756.0269,3759.066,3763.5942,3776.0374
2013-05-20,3744.714,3744.6724,3756.0413,3759.0757,3763.6616,3775.38,3793.631
2013-05-21,3744.6875,3756.0176,3759.0576,3763.5693,3775.4116,3793.3892,3797.9058
2013-05-22,3756.0613,3759.066,3763.5679,3775.2769,3793.1978,3798.0388,3808.3706
2013-05-23,3759.127,3763.6836,3775.315,3793.3677,3797.9102,3808.357,3811.6282
2013-05-24,3763.5479,3775.307,3793.1272,3797.8772,3808.276,3811.677,3823.4082
2013-05-26,3775.5762,3793.1536,3797.885,3808.2021,3811.679,3823.3647,3852.6313
2013-05-27,3793.4363,3797.9114,3808.2288,3811.6357,3823.0557,3852.5503,3875.495
2013-05-28,3797.939,3808.3064,3811.6628,3823.0781,3852.3667,3875.5273,3885.7334
2013-05-29,3808.3333,3811.7266,3823.3293,3852.189,3875.396,3885.8245,3897.8003
2013-05-30,3811.649,3822.82,3852.3584,3875.1033,3885.5703,3897.9604,3914.192
2013-05-31,3823.137,3852.2488,3875.3557,3885.2307,3897.8052,3914.1523,3914.3152
2013-06-02,3852.4924,3875.3486,3885.5366,3897.6575,3914.2454,3914.329,3914.3225
2013-06-03,3875.3086,3885.5527,3897.7764,3914.2334,3914.2717,3914.3313,3914.2976
2013-06-04,3885.5042,3897.8147,3914.2244,3914.2747,3914.2903,3914.2847,3914.3267
2013-06-05,3897.773,3914.2737,3914.3352,3914.345,3914.3303,3914.271,3914.3152
2013-06-06,3914.251,3914.303,3914.3013,3914.3774,3914.311,3914.312,3914.2937
2013-06-07,3914.2778,3914.3032,3914.312,3914.3528,3914.269,3914.3203,3914.2754
2013-06-09,3914.2964,3914.314,3914.2974,3914.278,3914.289,3914.2815,3914.3071
2013-06-10,3914.3362,3914.3113,3914.3228,3914.2458,3914.3308,3914.3125,3914.3406
2013-06-11,3914.317,3914.3384,3914.291,3914.2722,3914.3098,3914.3328,3914.2952
2013-06-12,3914.2754,3914.3047,3914.317,3914.35,3914.2656,3914.2659,3914.3123
2013-06-13,3914.2954,3914.3062,3914.2974,3914.385,3914.287,3914.312,3914.309
2013-06-14,3914.338,3914.3572,3914.3425,3914.357,3914.3318,3914.3208,3914.318
2013-06-16,3914.3176,3914.2852,3914.3064,3914.2769,3914.3105,3914.337,3914.3096
2013-06-17,3914.2734,3914.3054,3914.309,3914.241,3914.2644,3914.313,3903.932
2013-06-18,3914.295,3914.2969,3914.2964,3914.2698,3914.2861,3903.8914,3874.306
2013-06-19,3914.3394,3914.315,3914.3035,3914.3115,3904.1394,3874.2073,3859.6167
2013-06-20,3914.3176,3914.327,3914.3184,3904.186,3874.6187,3859.609,3856.8242
2013-06-21,3914.2717,3914.312,3904.123,3874.723,3859.7275,3856.8752,3855.8892
2013-06-23,3914.293,3904.183,3874.5952,3859.764,3856.8538,3855.922,3846.5837
2013-06-24,3904.1365,3874.6143,3859.7024,3856.8467,3855.9854,3847.045,3837.6096
2013-06-25,3874.5884,3859.7065,3856.859,3855.9692,3846.5203,3837.4785,3834.7144
2013-06-26,3859.6885,3856.8608,3855.9827,3846.6692,3837.6196,3834.745,3834.725
2013-06-27,3856.8435,3855.9187,3846.765,3837.4536,3834.6792,3834.6865,3824.9556
2013-06-28,3855.9202,3846.7173,3837.5999,3834.6804,3834.6982,3825.2075,3804.5156
2013-06-30,3846.9827,3837.4414,3834.6533,3834.7068,3825.0354,3804.1814,3803.5903
2013-07-01,3837.4495,3834.7095,3834.689,3825.2258,3804.2964,3803.6287,3794.6853
2013-07-02,3834.7195,3834.7324,3825.0378,3804.2493,3803.6243,3794.6375,3781.1096
2013-07-03,3834.6787,3824.8608,3804.2952,3803.6252,3794.8457,3781.0137,3788.6965
2013-07-04,3825.1606,3804.4666,3803.6216,3794.8032,3781.018,3788.6238,3791.0725
2013-07-05,3804.3127,3803.6155,3794.8887,3781.2334,3788.5942,3791.066,3791.06
2013-07-07,3803.6033,3794.8315,3781.0764,3788.818,3791.0356,3791.035,3791.0496
2013-07-08,3794.5981,3781.2124,3788.645,3791.1182,3791.102,3791.0564,3791.0845
2013-07-09,3780.9773,3788.8208,3791.062,3791.0269,3791.0698,3791.0874,3781.53
2013-07-10,3788.586,3791.0686,3791.0613,3791.0972,3791.063,3781.1401,3789.8242
2013-07-11,3791.07,3791.069,3791.063,3791.0825,3781.4033,3789.4573,3791.0627
2013-07-12,3791.0732,3791.0864,3791.081,3781.0796,3789.709,3791.0767,3791.0654
2013-07-14,3791.0283,3791.0925,3781.4868,3789.373,3791.0623,3791.1094,3791.0605
2013-07-15,3791.0552,3781.3523,3789.7656,3791.0889,3791.079,3791.0625,3791.07
2013-07-16,3781.3757,3789.6677,3791.046,3791.0552,3791.0767,3791.0532,3780.6707
2013-07-17,3789.7087,3791.0527,3791.0823,3791.0454,3791.0664,3780.8696,3789.537
2013-07-18,3791.0488,3791.062,3791.0442,3791.0923,3780.824,3789.7747,3791.091
2013-07-19,3791.0273,3791.0889,3791.0498,3780.8271,3789.722,3791.09,3791.0845
2013-07-21,3791.077,3791.0798,3780.92,3789.692,3791.097,3791.0813,3791.1052
2013-07-22,3791.087,3780.494,3789.799,3791.058,3791.0615,3791.0408,3801.9468
2013-07-23,3780.527,3789.3757,3791.0576,3791.0557,3791.065,3802.2039,3792.6863
2013-07-24,3789.425,3791.1082,3791.1052,3791.0828,3802.1409,3792.9387,3802.0166
2013-07-25,3791.1016,3791.0706,3791.0825,3801.7778,3792.8813,3802.273,3814.4111
2013-07-26,3791.072,3791.0474,3801.5754,3792.5178,3802.2087,3814.6748,3815.3928
2013-07-28,3791.0142,3802.0925,3792.3066,3801.8464,3814.602,3815.3572,3815.3813
2013-07-29,3802.129,3792.8457,3801.6426,3814.2405,3815.396,3815.3887,3826.6543
2013-07-30,3792.898,3802.163,3814.0498,3815.3843,3815.402,3826.5818,3835.4785
2013-07-31,3802.1982,3814.5437,3815.3833,3815.3894,3826.5369,3835.5493,3847.1587
2013-08-01,3814.5625,3815.3936,3815.4336,3826.8203,3835.5276,3847.13,3858.1616
2013-08-02,3815.3677,3815.35,3826.6736,3835.4788,3847.1384,3858.1685,3863.135
2013-08-04,3815.4229,3826.768,3835.7043,3847.1787,3858.0847,3863.1675,3866.8118
2013-08-05,3826.812,3835.5786,3847.1838,3858.135,3863.181,3866.8071,3874.299
2013-08-06,3835.4785,3847.1475,3858.2473,3863.206,3866.8064,3874.2734,3874.3967
2013-08-07,3847.1868,3858.1306,3863.0942,3866.829,3874.3396,3874.364,3876.8386
2013-08-08,3858.1567,3863.1167,3866.882,3874.3901,3874.4578,3876.7605,3888.1064
2013-08-09,3863.1492,3866.8284,3874.1262,3874.3672,3876.8145,3888.4846,3909.026
2013-08-11,3866.8115,3874.3787,3874.3928,3876.8062,3888.005,3909.0352,3926.9277
2013-08-12,3874.2798,3874.3855,3876.81,3888.0918,3909.036,3926.919,3941.4675
2013-08-13,3874.4492,3876.7966,3888.0723,3909.0378,3927.014,3941.4478,3941.5986
2013-08-14,3876.7805,3888.4119,3909.1282,3926.957,3941.5022,3941.6663,3951.534
2013-08-15,3888.47,3909.3376,3927.126,3941.4272,3941.6406,3951.5342,3957.663
2013-08-16,3909.1445,3926.9688,3941.4578,3941.6252,3951.772,3957.7097,3967.6152
2013-08-18,3927.119,3941.5076,3941.6367,3951.5845,3957.6848,3967.6938,3981.0828
2013-08-19,3941.4326,3941.6187,3951.6116,3957.6858,3967.7043,3981.1592,3982.7449
2013-08-20,3941.6245,3951.6357,3957.711,3967.6748,3981.192,3982.6785,3982.7378
2013-08-21,3951.852,3957.7231,3967.5454,3981.0427,3982.6843,3982.7493,3984.8333
2013-08-22,3957.6924,3967.798,3981.0264,3982.7097,3982.7285,3984.8257,3992.0918
2013-08-23,3967.4705,3981.2026,3982.7158,3982.7473,3984.749,3991.9358,3992.1409
2013-08-25,3981.1914,3982.7236,3982.7512,3984.8015,3991.9333,3992.1233,3992.1084
2013-08-26,3982.7202,3982.6975,3984.7766,3991.9097,3992.1125,3992.1274,3992.1116
2013-08-27,3982.7625,3984.8174,3992.0322,3992.1062,3992.0872,3992.0876,3992.142
2013-08-28,3984.7761,3992.1384,3992.1143,3992.1375,3992.122,3992.0842,3996.3462
2013-08-29,3991.963,3992.1113,3992.1147,3992.0796,3992.112,3996.3257,3996.2485
2013-08-30,3992.1013,3992.1045,3992.099,3992.1074,3996.3486,3996.2866,3996.3506
2013-09-01,3992.123,3992.0732,3992.109,3996.3047,3996.326,3996.3113,3996.589
2013-09-02,3992.1284,3992.1255,3996.3027,3996.3135,3996.2788,3996.6108,4007.3015
2013-09-03,3992.1382,3996.365,3996.2957,3996.3203,3996.6392,4007.6306,4019.2944
2013-09-04,3996.2542,3996.3032,3996.2937,3996.6138,4006.9312,4019.6746,4024.4412
2013-09-05,3996.3047,3996.3176,3996.6147,4007.1335,4018.9392,4024.41,4029.1624
2013-09-06,3996.3123,3996.5833,4007.2336,4019.1775,4024.4988,4029.266,4033.3813
2013-09-08,3996.5916,4007.3987,4019.2898,4024.4353,4029.248,4033.3042,4033.778
2013-09-09,4007.6426,4019.4204,4024.4307,4029.2456,4033.3528,4033.8035,4037.7039
2013-09-10,4019.6687,4024.4158,4029.1465,4033.2917,4033.9026,4037.746,4033.854
2013-09-11,4024.4312,4029.2295,4033.2812,4033.829,4037.6365,4033.8423,4037.568
2013-09-12,4029.203,4033.2827,4033.8352,4037.7502,4033.8486,4037.6262,4037.6091
2013-09-13,4033.242,4033.7595,4037.5981,4033.74,4037.6125,4037.6787,4037.6768
2013-09-15,4033.8271,4037.641,4033.7725,4037.659,4037.642,4037.579,4048.9739
2013-09-16,4037.721,4033.8975,4037.6846,4037.6672,4037.654,4049.2417,4055.41
2013-09-17,4033.8337,4037.6953,4037.6287,4037.6504,4048.8027,4055.3528,4043.8625
2013-09-18,4037.7102,4037.6606,4037.631,4048.527,4055.2673,4044.3926,4053.4539
2013-09-19,4037.6394,4037.65,4049.044,4055.4617,4043.9133,4054.046,4055.3936
2013-09-20,4037.6138,4048.6016,4055.2961,4043.4292,4053.6555,4055.3604,4055.3384
2013-09-22,4048.8865,4055.3638,4043.5251,4052.995,4055.3606,4055.3237,4055.3538
2013-09-23,4055.2827,4044.1106,4053.1616,4055.3853,4055.3577,4055.3296,4055.338
2013-09-24,4044.037,4053.791,4055.356,4055.387,4055.3525,4055.3633,4043.9578
2013-09-25,4053.6921,4055.4219,4055.2896,4055.357,4055.384,4043.8442,4053.809
2013-09-26,4055.3845,4055.423,4055.327,4055.347,4043.3875,4053.706,4055.3682
2013-09-27,4055.3457,4055.358,4055.332,4044.2058,4053.3103,4055.3765,4058.1277
2013-09-29,4055.3179,4055.2732,4043.9727,4054.04,4055.2917,4058.2034,4058.8545
2013-09-30,4055.356,4043.535,4053.8545,4055.4146,4058.1677,4058.9307,4070.7354
2013-10-01,4043.4907,4053.4443,4055.388,4058.1387,4058.897,4070.7295,4083.8162
2013-10-02,4053.3542,4055.3677,4058.1243,4058.9216,4070.6824,4083.9067,4106.9434
2013-10-03,4055.3777,4058.2026,4058.9429,4070.6377,4083.8452,4106.879,4109.6006
2013-10-04,4058.2068,4058.9734,4070.5146,4083.7483,4106.8457,4109.52,4113.2925
2013-10-06,4058.9707,4070.942,4083.6758,4106.9194,4109.5635,4113.33,4123.806
2013-10-07,4070.4248,4084.2073,4106.9097,4109.583,4113.378,4124.121,4140.6094
2013-10-08,4083.6455,4106.8247,4109.578,4113.391,4123.6787,4140.689,4140.917
2013-10-09,4106.9717,4109.6606,4113.3286,4123.839,4140.7715,4140.8516,4142.3306
2013-10-10,4109.6113,4113.2773,4123.5024,4140.6875,4140.9023,4142.3486,4143.067
2013-10-11,4113.2153,4124.042,4140.7104,4140.8926,4142.3267,4143.0566,4143.651
2013-10-13,4124.239,4140.5874,4140.904,4142.3213,4143.048,4143.606,4144.354
2013-10-14,4140.5215,4140.9185,4142.335,4143.0347,4143.589,4144.353,4148.998
2013-10-15,4140.895,4142.3164,4143.054,4143.633,4144.403,4148.9453,4148.9585
2013-10-16,4142.3027,4143.049,4143.6436,4144.366,4149.008,4148.939,4154.9614
2013-10-17,4143.005,4143.659,4144.376,4148.9297,4149.001,4154.9385,4163.8813
2013-10-18,4143.672,4144.3555,4148.937,4148.9897,4155.027,4163.85,4169.308
2013-10-20,4144.3667,4149.015,4148.994,4155.0312,4163.7397,4169.249,4176.973
2013-10-21,4149.015,4149.034,4154.98,4163.798,4169.317,4177.008,4184.0054
2013-10-22,4149.0327,4154.995,4163.7773,4169.1846,4176.878,4183.894,4184.1157
2013-10-23,4154.9434,4163.751,4169.181,4176.923,4183.98,4184.091,4187.2583
2013-10-24,4163.49,4169.2705,4176.9443,4184.0366,4184.0386,4187.2124,4187.492
2013-10-25,4169.357,4176.909,4184.079,4184.0845,4187.2275,4187.4834,4188.0674
2013-10-27,4176.87,4184.1304,4184.0522,4187.2217,4187.446,4188.067,4195.05
2013-10-28,4184.0967,4184.0337,4187.2163,4187.4614,4188.0493,4195.126,4195.251
2013-10-29,4184.1094,4187.265,4187.4854,4188.053,4195.07,4195.2876,4188.153
2013-10-30,4187.247,4187.4595,4188.092,4195.1416,4195.2607,4188.2314,4195.1562
2013-10-31,4187.4546,4188.0713,4195.287,4195.261,4188.0347,4194.9663,4200.176
2013-11-01,4188.07,4195.0254,4195.243,4188.055,4195.188,4200.082,4211.178
2013-11-03,4195.283,4195.22,4188.109,4195.1436,4200.0957,4211.4478,4221.004
2013-11-04,4195.255,4188.074,4195.044,4200.207,4211.438,4221.0386,4230.7793
2013-11-05,4188.2607,4195.025,4200.158,4211.4785,4221.0127,4230.9863,4230.495
2013-11-06,4195.0713,4200.1445,4210.9756,4220.9595,4230.8374,4230.5107,4234.7397
2013-11-07,4200.156,4211.185,4220.983,4230.836,4230.5693,4234.723,4244.7866
2013-11-08,4210.976,4220.9688,4230.887,4230.521,4234.7383,4244.8423,4244.296
2013-11-10,4221.032,4230.8384,4230.512,4234.7476,4244.786,4244.3345,4246.2964
2013-11-11,4230.893,4230.572,4234.7515,4244.703,4244.3003,4246.3086,4248.527
2013-11-12,4230.495,4234.693,4244.728,4244.2783,4246.2466,4248.542,4248.512
2013-11-13,4234.673,4244.669,4244.2935,4246.225,4248.464,4248.5415,4252.9644
2013-11-14,4244.629,4244.286,4246.2705,4248.5005,4248.552,4252.9844,4255.337
2013-11-15,4244.318,4246.2593,4248.586,4248.5312,4252.893,4255.36,4255.4033
2013-11-17,4246.2544,4248.464,4248.5024,4253.0,4255.4224,4255.354,4255.4062
2013-11-18,4248.522,4248.577,4252.992,4255.3667,4255.3843,4255.4126,4259.42
2013-11-19,4248.5044,4252.9775,4255.427,4255.3467,4255.388,4259.476,4259.389
2013-11-20,4253.019,4255.3403,4255.3975,4255.3843,4259.3804,4259.3906,4262.7656
2013-11-21,4255.3994,4255.404,4255.3267,4259.3613,4259.369,4262.7446,4262.8633
2013-11-22,4255.3965,4255.4043,4259.4414,4259.367,4262.753,4262.8564,4263.497
2013-11-24,4255.3994,4259.4136,4259.4253,4262.739,4262.834,4263.4443,4266.0723
2013-11-25,4259.424,4259.3887,4262.7607,4262.8203,4263.4673,4266.055,4266.487
