,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY
2013-03-03,123.77971,123.80319,123.755196,123.81709,123.720726,123.725914,123.74209
2013-03-04,123.78132,123.73464,123.78678,123.706245,123.77011,123.7354,123.99403
2013-03-05,123.74215,123.72009,123.77733,123.73037,123.76527,123.99715,124.19493
2013-03-06,123.75076,123.79646,123.75927,123.80412,123.96207,124.15131,124.244705
2013-03-07,123.75786,123.72208,123.743774,123.959435,124.125114,124.18494,124.173256
2013-03-08,123.722305,123.766495,123.985596,124.22821,124.14974,124.2158,124.39376
2013-03-10,123.78111,123.98784,124.05795,124.18196,124.19898,124.35192,124.5402
2013-03-11,124.02092,124.17548,124.16676,124.20238,124.36505,124.47942,124.76185
2013-03-12,124.158134,124.14325,124.18706,124.41753,124.51693,124.77278,124.515434
2013-03-13,124.2034,124.217896,124.38849,124.55399,124.765526,124.52481,124.38819
2013-03-14,124.22349,124.39342,124.56484,124.774666,124.58182,124.35591,124.203766
2013-03-15,124.42246,124.52742,124.80547,124.55029,124.41299,124.18376,124.11867
2013-03-17,124.483574,124.77011,124.53425,124.39385,124.21176,124.18692,124.13992
2013-03-18,124.78216,124.531525,124.38594,124.19825,124.20226,124.156494,123.79495
2013-03-19,124.48205,124.30463,124.23556,124.22408,124.15568,123.70689,123.65834
2013-03-20,124.400024,124.18266,124.128296,124.14108,123.83417,123.6776,123.55292
2013-03-21,124.217186,124.187355,124.170525,123.75462,123.67021,123.61341,123.19203
2013-03-22,124.19346,124.01267,123.80305,123.63062,123.616486,123.265526,123.22364
2013-03-24,124.16663,123.73795,123.63633,123.582405,123.23244,123.11893,123.05903
2013-03-25,123.74493,123.622406,123.573494,123.27152,123.12019,123.01948,122.97193
2013-03-26,123.62996,123.6245,123.189575,123.08067,122.98689,123.030136,122.99194
2013-03-27,123.63071,123.288155,123.11077,123.064995,122.99832,122.90239,122.850586
2013-03-28,123.25998,123.139915,123.1195,122.96698,122.94734,122.87154,122.75544
2013-03-31,123.17077,123.022446,123.01596,122.932846,122.853325,122.79037,122.7414
2013-04-01,123.12313,122.98513,122.96243,122.87196,122.72029,122.701096,122.69905
2013-04-02,122.97575,122.985054,122.85136,122.69743,122.719795,122.66002,122.72896
2013-04-03,122.95926,122.906456,122.73806,122.72763,122.74981,122.692,122.78598
2013-04-04,122.88526,122.74357,122.732765,122.75113,122.709404,122.78678,122.76566
2013-04-05,122.71122,122.71998,122.760155,122.7242,122.710625,122.83012,122.87922
2013-04-07,122.71473,122.724724,122.71476,122.73624,122.74398,122.84848,122.96632
2013-04-08,122.748886,122.68255,122.71347,122.71679,122.84132,122.97269,123.124275
2013-04-09,122.71073,122.73407,122.74605,122.8966,122.94363,123.07268,123.250916
2013-04-10,122.71464,122.738495,122.85288,122.98558,123.08193,123.24516,123.40451
2013-04-11,122.75098,122.906685,122.978546,123.07536,123.243126,123.36388,123.542244
2013-04-12,122.944275,122.985344,123.13298,123.2202,123.38148,123.549164,123.63551
2013-04-14,123.022804,123.14247,123.20085,123.388336,123.637505,123.70967,124.559395
2013-04-15,123.087456,123.21809,123.317055,123.60315,123.60207,124.55506,124.744965
2013-04-16,123.17635,123.32048,123.61921,123.64933,124.48178,124.77705,124.89581
2013-04-17,123.40627,123.55688,123.646126,124.43559,124.79515,124.946304,124.9043
2013-04-18,123.55524,123.66358,124.554665,124.71486,124.86242,124.87786,124.97709
2013-04-19,123.623024,124.56569,124.78763,124.87006,124.91916,124.9894,125.004196
2013-04-21,124.55278,124.82067,124.93397,124.962425,125.01952,125.01669,125.062454
2013-04-22,124.77867,124.9468,124.90496,125.00619,124.99658,125.07517,125.430916
2013-04-23,124.800156,124.91613,125.053795,125.04108,125.06745,125.38451,127.385956
2013-04-24,124.90711,124.99496,125.01081,124.99801,125.41639,127.409615,127.56845
2013-04-25,125.05376,124.97608,125.015114,125.358315,127.41783,127.51582,127.91566
2013-04-26,125.03332,125.036705,125.42488,127.41755,127.54887,127.94227,128.02617
2013-04-28,124.96949,125.42561,127.43383,127.5746,127.868515,128.04501,128.05757
2013-04-29,125.42864,127.37373,127.50604,127.867645,128.01064,128.0451,128.10693
2013-04-30,127.382286,127.545044,127.89114,128.03708,128.03242,128.1101,128.14813
2013-05-01,127.54772,127.83301,128.04025,128.05351,128.08199,128.09126,128.21045
2013-05-02,127.91443,128.06401,128.06639,128.1281,128.11548,128.20326,128.3532
2013-05-03,128.05954,128.09216,128.10535,128.21341,128.21918,128.24698,128.38235
2013-05-05,128.086,128.10037,128.07901,128.22218,128.2903,128.30386,128.42587
2013-05-06,128.0792,128.1311,128.19989,128.28995,128.34756,128.3911,128.75024
2013-05-07,128.06175,128.24986,128.32571,128.35794,128.44351,128.85301,128.86386
2013-05-08,128.20442,128.23914,128.38681,128.40778,128.82,128.90536,128.95009
2013-05-09,128.3141,128.42438,128.41928,128.80226,128.82596,128.99677,129.18358
2013-05-10,128.406,128.45155,128.79907,128.83792,128.95161,129.22523,129.33167
2013-05-12,128.42882,128.8031,128.82996,128.9434,129.2021,129.3316,129.40623
2013-05-13,128.7677,128.85382,128.92375,129.19576,129.3026,129.40562,129.37021
2013-05-14,128.8531,128.91066,129.18445,129.37724,129.38594,129.44873,129.57748
2013-05-15,128.95468,129.18672,129.27193,129.38684,129.42271,129.57936,129.65164
2013-05-16,129.1544,129.3385,129.38907,129.39548,129.57333,129.64871,129.68642
2013-05-17,129.33543,129.43053,129.44302,129.58531,129.6234,129.69061,129.7712
2013-05-19,129.40535,129.4403,129.60638,129.6402,129.67023,129.83951,129.78326
2013-05-20,129.44429,129.61473,129.61572,129.6473,129.75061,129.75595,129.80586
2013-05-21,129.65642,129.62158,129.6691,129.793,129.79996,129.77417,129.91931
2013-05-22,129.59937,129.691,129.8263,129.74226,129.7754,129.91058,130.03464
2013-05-23,129.76596,129.77597,129.74263,129.76653,129.91206,129.98444,130.04486
2013-05-24,129.83289,129.81607,129.76086,129.90233,129.96935,130.02605,130.40634
2013-05-26,129.81581,129.73132,129.95547,129.97366,130.05406,130.44542,130.54128
2013-05-27,129.73283,129.96378,129.95413,130.10376,130.44823,130.60571,130.67209
2013-05-28,129.95541,129.96805,130.03415,130.46259,130.55435,130.67299,130.6914
2013-05-29,129.96689,130.06898,130.47272,130.53642,130.7262,130.70631,130.77367
2013-05-30,130.08488,130.39902,130.55823,130.68057,130.71172,130.70996,130.73802
2013-05-31,130.50516,130.54308,130.71094,130.74278,130.72227,130.80118,130.74449
2013-06-02,130.5376,130.65271,130.6649,130.67795,130.73483,130.81389,130.78558
2013-06-03,130.69652,130.70328,130.71394,130.75423,130.79242,130.75177,130.75107
2013-06-04,130.6807,130.73825,130.7417,130.79271,130.77136,130.73872,130.76575
2013-06-05,130.70602,130.78975,130.72966,130.78001,130.77429,130.80283,130.77258
2013-06-06,130.79057,130.782,130.78876,130.76418,130.75618,130.81622,130.73894
2013-06-07,130.8039,130.76675,130.80121,130.79716,130.72835,130.75027,130.78105
2013-06-09,130.73846,130.75354,130.73999,130.78705,130.78206,130.73653,130.74028
2013-06-10,130.72487,130.74649,130.72711,130.75392,130.77002,130.8042,130.75056
2013-06-11,130.79211,130.73314,130.79034,130.79462,130.78506,130.81827,130.80121
2013-06-12,130.80605,130.75854,130.80359,130.7611,130.77496,130.749,130.76941
2013-06-13,130.73718,130.79434,130.73853,130.75034,130.76657,130.73468,130.77853
2013-06-14,130.72293,130.7836,130.72491,130.80002,130.73903,130.8055,130.73323
2013-06-16,130.79338,130.76285,130.79185,130.78102,130.72523,130.82005,130.74115
2013-06-17,130.80789,130.79285,130.80576,130.75124,130.76073,130.74785,130.78976
2013-06-18,130.73604,130.7668,130.73717,130.80089,130.79659,130.73311,130.6925
2013-06-19,130.72128,130.74437,130.72296,130.79657,130.78339,130.71687,130.58873
2013-06-20,130.79436,130.79655,130.79312,130.76343,130.70924,130.58508,130.56264
2013-06-21,130.80925,130.79865,130.80757,130.65479,130.60349,130.55159,130.21992
2013-06-23,130.73495,130.7666,130.73247,130.71799,130.5661,130.21727,130.01663
2013-06-24,130.7198,130.7196,130.63295,130.55818,130.26802,130.00299,129.47623
2013-06-25,130.67357,130.69437,130.51236,130.20593,130.06383,129.4694,129.28407
2013-06-26,130.62497,130.588,130.22653,130.03079,129.41829,129.29202,129.27246
2013-06-27,130.56145,130.23021,129.98842,129.45921,129.26213,129.28864,129.3058
2013-06-28,130.24443,130.03255,129.52438,129.27243,129.30753,129.27318,129.28033
2013-06-30,130.06671,129.46284,129.25482,129.25954,129.34026,129.2664,129.33598
2013-07-01,129.50159,129.2714,129.29335,129.2962,129.28638,129.30821,129.27411
2013-07-02,129.28897,129.2784,129.25027,129.28897,129.28493,129.29561,129.31348
2013-07-03,129.29846,129.2322,129.30798,129.27988,129.27429,129.29018,129.30339
2013-07-04,129.29791,129.34056,129.32298,129.32294,129.26768,129.2791,129.25365
2013-07-05,129.27751,129.29797,129.29817,129.2724,129.24841,129.26854,129.21973
2013-07-07,129.2876,129.28989,129.25273,129.29774,129.26064,129.2535,129.27336
2013-07-08,129.26186,129.27829,129.28716,129.28502,129.28667,129.27696,129.22995
2013-07-09,129.33005,129.27055,129.29794,129.22043,129.24539,129.25923,129.28444
2013-07-10,129.29811,129.30571,129.25438,129.24252,129.25261,129.1969,129.27325
2013-07-11,129.27686,129.27505,129.22142,129.29694,129.2862,129.26927,129.24414
2013-07-12,129.25768,129.24988,129.2668,129.2266,129.23567,129.25427,129.27962
2013-07-14,129.25162,129.26729,129.27046,129.24715,129.24298,129.30147,129.25372
2013-07-15,129.19415,129.23393,129.24448,129.29874,129.27615,129.30968,129.25983
2013-07-16,129.2304,129.2496,129.25185,129.1931,129.21007,129.26659,129.38571
2013-07-17,129.27055,129.26144,129.21443,129.27734,129.2257,129.33356,129.29755
2013-07-18,129.22923,129.27235,129.26097,129.25114,129.28882,129.30933,129.26646
2013-07-19,129.1967,129.24094,129.26099,129.30746,129.34315,129.3736,129.36649
2013-07-21,129.27109,129.24971,129.37373,129.3099,129.31866,129.40822,129.52199
2013-07-22,129.2612,129.26768,129.29123,129.3474,129.42058,129.43575,129.57233
2013-07-23,129.32181,129.34709,129.38113,129.41663,129.41599,129.57877,129.63718
2013-07-24,129.32593,129.33633,129.3814,129.42798,129.53593,129.64322,129.64801
2013-07-25,129.36887,129.36584,129.4202,129.53723,129.62576,129.7284,129.79901
2013-07-26,129.40355,129.45833,129.62335,129.60435,129.77591,129.79562,129.85883
2013-07-28,129.47678,129.52171,129.63316,129.62787,129.828,129.96046,129.91052
2013-07-29,129.61252,129.5756,129.68607,129.79073,129.84929,129.85503,129.92303
2013-07-30,129.6354,129.65685,129.79695,129.8389,129.91203,129.96051,129.99539
2013-07-31,129.67809,129.8047,129.84645,129.97435,129.91208,130.04347,130.09984
2013-08-01,129.85588,129.89539,129.87085,130.02502,129.95142,130.0664,130.09596
2013-08-02,129.89716,129.97955,129.94603,129.95967,130.11977,130.08499,130.0654
2013-08-04,129.90721,129.91817,129.99525,130.05661,130.11096,130.03958,130.0969
2013-08-05,130.01036,129.94806,130.033,130.08589,130.07286,130.15593,130.06638
2013-08-06,130.01112,130.05807,130.11102,130.1006,130.05518,130.05592,130.09766
2013-08-07,130.02795,130.06377,130.02557,130.02052,130.04414,130.09471,130.0674
2013-08-08,130.06862,130.07384,130.08177,130.101,130.11841,130.05615,130.11937
2013-08-09,130.10313,130.04997,130.06416,130.09229,130.10661,130.1001,130.09053
2013-08-11,130.1485,130.0746,130.03139,130.02518,130.07483,130.01361,130.09026
2013-08-12,130.04866,130.10008,130.09286,130.07523,130.09406,130.03654,130.09003
2013-08-13,130.08614,130.09755,130.0699,130.02646,129.99725,130.13661,130.10983
2013-08-14,130.07135,130.08566,130.07214,130.07512,130.09988,130.06703,130.07837
2013-08-15,130.0567,130.08794,130.10071,130.10211,130.10979,130.08884,130.12105
2013-08-16,129.95915,130.05273,129.9951,130.06216,130.10385,130.10896,130.13715
2013-08-18,129.9646,130.0905,130.11835,130.0918,130.10088,130.15085,130.27766
2013-08-19,130.08908,130.07425,130.07243,130.10309,130.15456,130.29317,130.38052
2013-08-20,130.06773,130.14082,130.10294,130.13005,130.24399,130.35667,130.39236
2013-08-21,130.11641,130.11134,130.14546,130.30054,130.3667,130.34183,130.42998
2013-08-22,130.09685,130.14319,130.2928,130.32312,130.37283,130.43604,130.45201
2013-08-23,130.13316,130.2518,130.32341,130.37679,130.43329,130.45016,130.38153
2013-08-25,130.27023,130.32928,130.42271,130.46118,130.44942,130.41167,130.32314
2013-08-26,130.35759,130.42654,130.43915,130.44876,130.375,130.36049,130.34344
2013-08-27,130.41599,130.44579,130.44022,130.376,130.3545,130.33443,130.21094
2013-08-28,130.48389,130.43484,130.36624,130.36136,130.30553,130.20547,130.22443
2013-08-29,130.42113,130.37984,130.35274,130.31447,130.22055,130.18263,130.18318
2013-08-30,130.37454,130.3232,130.30235,130.21127,130.18382,130.2104,130.20663
2013-09-01,130.34454,130.31569,130.2165,130.19046,130.25131,130.21455,130.194
2013-09-02,130.32146,130.20125,130.19673,130.19644,130.17426,130.19437,130.22867
2013-09-03,130.21529,130.1821,130.20087,130.22375,130.23492,130.19621,130.16792
2013-09-04,130.21046,130.20474,130.20364,130.1991,130.22171,130.19948,130.29015
2013-09-05,130.20705,130.20752,130.20554,130.20398,130.17944,130.33737,130.39728
2013-09-06,130.20016,130.15149,130.21141,130.23222,130.25977,130.34016,130.32524
2013-09-08,130.19533,130.24539,130.2156,130.34526,130.36084,130.44139,130.47813
2013-09-09,130.21709,130.2091,130.32196,130.26723,130.42737,130.50916,130.49207
2013-09-10,130.21129,130.30922,130.35973,130.43568,130.52882,130.51686,130.5373
2013-09-11,130.32867,130.34563,130.40138,130.53822,130.54959,130.49623,130.45448
2013-09-12,130.3038,130.36497,130.53055,130.50098,130.50493,130.48653,130.53633
2013-09-13,130.43411,130.43605,130.51134,130.5267,130.51189,130.60762,130.58307
2013-09-15,130.50174,130.46053,130.49838,130.49127,130.60582,130.77423,130.98517
2013-09-16,130.50165,130.53467,130.50478,130.56827,130.6865,131.02701,131.12502
2013-09-17,130.52507,130.56906,130.61865,130.70598,130.92758,131.08014,131.35544
2013-09-18,130.48611,130.5957,130.59338,131.0098,131.06284,131.37314,131.44757
2013-09-19,130.59569,130.63052,131.01364,131.05945,131.35442,131.3985,131.48875
2013-09-20,130.64648,130.96976,131.06845,131.36243,131.39696,131.40913,131.56622
2013-09-22,131.02402,131.09032,131.37749,131.357,131.53679,131.6257,131.71577
2013-09-23,131.09105,131.37936,131.41415,131.61142,131.59053,131.66905,131.74442
2013-09-24,131.3686,131.4525,131.43013,131.5871,131.69502,131.69289,131.98347
2013-09-25,131.41699,131.39117,131.5678,131.73499,131.72885,132.01543,132.09639
2013-09-26,131.43335,131.59033,131.6907,131.69164,132.01677,132.0603,132.09718
2013-09-27,131.57024,131.66429,131.70691,131.96198,132.07454,132.05746,132.15094
2013-09-29,131.6636,131.7123,131.99672,132.07516,132.09631,132.11386,132.17107
2013-09-30,131.73486,131.91113,132.10995,132.06693,132.0999,132.1882,132.13394
2013-10-01,132.0069,132.06113,132.0923,132.10826,132.21904,132.12117,132.13199
2013-10-02,131.9892,132.08235,132.13744,132.16106,132.16283,132.1406,132.18718
2013-10-03,132.0184,132.11139,132.14365,132.14505,132.10811,132.18346,132.14532
2013-10-04,132.13084,132.18155,132.15363,132.16441,132.21123,132.13998,132.14127
2013-10-06,132.16574,132.09846,132.13136,132.15346,132.12033,132.143,132.13678
2013-10-07,132.15652,132.19759,132.17235,132.14413,132.14482,132.16617,132.22523
2013-10-08,132.17625,132.16914,132.14871,132.1652,132.21295,132.2198,132.21416
2013-10-09,132.19589,132.10213,132.15755,132.18869,132.22365,132.26517,132.40187
2013-10-10,132.1613,132.19052,132.19482,132.25842,132.26303,132.38916,132.42392
2013-10-11,132.1499,132.17471,132.23393,132.29193,132.42805,132.43845,132.56058
2013-10-13,132.2023,132.2331,132.24367,132.38773,132.46268,132.60155,132.62051
2013-10-14,132.22447,132.22255,132.34277,132.4834,132.54097,132.56209,132.61386
2013-10-15,132.22142,132.39603,132.41064,132.60771,132.59032,132.56094,132.63087
2013-10-16,132.42976,132.45256,132.55167,132.57663,132.62177,132.61095,132.84894
2013-10-17,132.46664,132.5658,132.618,132.63559,132.64552,132.8612,132.92657
2013-10-18,132.58528,132.60162,132.61972,132.63828,132.86613,132.9327,133.04538
2013-10-20,132.5838,132.59535,132.70657,132.88345,132.95473,133.1405,133.09137
2013-10-21,132.66203,132.65697,132.84462,132.9369,133.06264,133.15161,133.16315
2013-10-22,132.6283,132.85587,132.98456,133.03572,133.13327,133.13342,133.18939
2013-10-23,132.84895,132.91113,133.1359,133.09541,133.15948,133.20557,133.28984
2013-10-24,132.96228,133.05185,133.06288,133.13846,133.2129,133.26106,133.31357
2013-10-25,133.05765,133.14488,133.18541,133.21687,133.27414,133.33743,133.37096
2013-10-27,133.1011,133.18274,133.20604,133.27298,133.36775,133.3858,133.41177
2013-10-28,133.11385,133.1943,133.29756,133.35147,133.40765,133.4624,133.4293
2013-10-29,133.24773,133.24736,133.35649,133.43326,133.43137,133.45018,133.33487
2013-10-30,133.2462,133.34677,133.35262,133.47012,133.4109,133.36934,133.27301
2013-10-31,133.33437,133.33376,133.4557,133.40211,133.34003,133.27625,133.18732
2013-11-01,133.40903,133.44281,133.36824,133.33878,133.27486,133.22185,133.26875
2013-11-03,133.44707,133.45782,133.32011,133.27159,133.20682,133.22353,133.21954
2013-11-04,133.43033,133.26544,133.25943,133.19838,133.24033,133.25848,133.203
2013-11-05,133.3586,133.28305,133.20435,133.29146,133.29176,133.14928,133.22418
2013-11-06,133.27524,133.20549,133.30617,133.23177,133.13933,133.2183,133.25064
2013-11-07,133.26201,133.24985,133.22757,133.25041,133.20392,133.2248,133.27177
2013-11-08,133.27238,133.2642,133.23615,133.1966,133.21231,133.25877,133.32404
2013-11-10,133.23886,133.23076,133.16882,133.15863,133.28525,133.30753,133.31714
2013-11-11,133.15073,133.16855,133.15202,133.25195,133.30247,133.3393,133.36221
2013-11-12,133.23636,133.19885,133.27287,133.28802,133.36543,133.35281,133.46423
2013-11-13,133.26778,133.28963,133.26785,133.34471,133.40198,133.46184,133.69633
2013-11-14,133.24385,133.26588,133.33333,133.36154,133.46977,133.68387,133.73901
2013-11-15,133.30745,133.4254,133.39246,133.4192,133.6711,133.66714,133.72543
2013-11-17,133.29907,133.45314,133.42578,133.67645,133.69858,133.74594,133.8434
2013-11-18,133.42294,133.42642,133.68924,133.70555,133.79808,133.87703,133.92264
2013-11-19,133.43999,133.71114,133.71753,133.76013,133.86285,133.93895,133.95699
2013-11-20,133.67642,133.72842,133.72102,133.84534,133.9425,133.98053,134.0887
2013-11-21,133.71277,133.72353,133.83405,133.88953,133.93129,134.0406,134.28499
2013-11-22,133.76543,133.9233,133.8786,133.95262,134.0583,134.23325,134.23846
2013-11-24,133.8724,133.926,133.95668,134.06721,134.25096,134.2777,134.38991
2013-11-25,133.8971,133.92422,134.09901,134.23763,134.2909,134.32118,134.518
2013-11-26,133.94777,134.05785,134.23337,134.28325,134.332,134.49023,134.70398
2013-11-27,134.08064,134.18648,134.23055,134.38377,134.57675,134.68304,134.72168
2013-11-28,134.16997,134.23456,134.33624,134.5341,134.67874,134.73738,134.77826
2013-11-29,134.2847,134.33994,134.52615,134.7193,134.71283,134.83408,134.8153
2013-12-01,134.31348,134.50388,134.65025,134.7068,134.74707,134.74544,134.873
2013-12-02,134.48656,134.68628,134.75337,134.75246,134.75514,134.90953,134.97835
2013-12-03,134.6824,134.73082,134.73975,134.7627,134.865,134.99356,135.06364
2013-12-04,134.71451,134.75697,134.76024,134.89708,134.95761,135.04077,135.13313
2013-12-05,134.73186,134.79729,134.88693,135.01141,135.09625,135.1343,135.24054
2013-12-06,134.77798,134.85736,134.97258,135.00777,135.16125,135.17021,135.28722
2013-12-08,134.8723,135.00081,135.01347,135.10463,135.16263,135.28947,135.82222
2013-12-09,134.9913,135.02191,135.1436,135.2103,135.26953,135.83119,136.80615
2013-12-10,135.11392,135.0858,135.27792,135.25648,135.88484,136.77089,137.36528
2013-12-11,135.13744,135.20528,135.30318,135.8875,136.78423,137.42975,137.46706
2013-12-12,135.19655,135.25935,135.91927,136.78275,137.42664,137.49039,137.49306
2013-12-13,135.28716,135.87425,136.7428,137.37105,137.47331,137.4844,138.41946
2013-12-15,135.87868,136.78865,137.44835,137.50543,137.45122,138.48251,139.04855
2013-12-16,136.78896,137.35393,137.44443,137.4864,138.57391,139.03902,139.10016
2013-12-17,137.4427,137.49884,137.50229,138.47165,138.9931,139.09995,139.0654
2013-12-18,137.44138,137.50977,138.40808,139.02013,138.99033,139.14828,139.22327
2013-12-19,137.53944,138.43001,138.8763,139.0539,139.1552,139.17366,139.24217
2013-12-20,138.44086,139.0513,139.09468,139.16464,139.18759,139.24088,139.31978
2013-12-22,139.00418,139.01108,139.0965,139.20601,139.24028,139.35219,139.41765
2013-12-23,139.11024,139.08156,139.15613,139.27498,139.36624,139.48784,140.15889
2013-12-24,139.12442,139.14578,139.24474,139.33131,139.44063,140.09674,141.25526
2013-12-26,139.26883,139.22467,139.30704,139.40778,140.14316,141.24318,141.28183
2013-12-27,139.25664,139.35861,139.47815,140.13904,141.22806,141.28687,141.56934
2013-12-29,139.37244,139.45839,140.10643,141.26813,141.28294,141.57054,141.56854
2013-12-30,139.41304,140.17528,141.26848,141.24947,141.53731,141.55695,141.6073
2013-12-31,140.15456,141.18724,141.28023,141.51447,141.6091,141.67874,141.65154
2014-01-01,141.2786,141.30527,141.46465,141.53401,141.62555,141.68343,141.73286
2014-01-02,141.29915,141.5289,141.60815,141.62703,141.66205,141.7442,141.92987
2014-01-03,141.52835,141.6134,141.65501,141.65874,141.80156,141.92435,141.99509
2014-01-05,141.57481,141.58824,141.65163,141.73508,141.93497,142.00499,142.0233
2014-01-06,141.65416,141.68066,141.7115,141.93416,141.98602,142.05319,142.08942
2014-01-07,141.6685,141.71175,141.92949,141.97958,142.03064,142.01006,142.05748
2014-01-08,141.79295,141.8919,142.02069,141.98775,142.05289,142.15169,142.08243
2014-01-09,141.94359,142.02086,142.04852,142.06717,142.0641,142.0563,142.03737
2014-01-10,142.00868,142.0205,142.06268,142.09758,142.10837,142.07358,142.15111
2014-01-12,142.03802,142.08084,142.08833,142.08699,142.07048,142.2026,142.1453
2014-01-13,142.10283,142.07195,142.0801,142.04497,142.17886,142.19547,142.14822
2014-01-14,142.0991,142.03325,142.0406,142.13347,142.2286,142.18488,142.15346
2014-01-15,142.06267,142.096,142.18755,142.16661,142.22893,142.16827,142.24236
2014-01-16,142.10368,142.17542,142.21788,142.22456,142.1762,142.16295,142.20854
2014-01-17,142.15565,142.251,142.20438,142.19742,142.21066,142.19276,142.2408
2014-01-19,142.19221,142.24623,142.1858,142.17903,142.15974,142.18076,142.14883
2014-01-20,142.17056,142.16708,142.1743,142.18817,142.22906,142.19923,142.19424
2014-01-21,142.1925,142.15913,142.20563,142.16476,142.23735,142.17126,142.24115
2014-01-22,142.17024,142.18921,142.1817,142.227,142.21054,142.1772,142.15909
2014-01-23,142.19283,142.1805,142.21274,142.1978,142.19989,142.21414,142.2109
2014-01-24,142.16997,142.22757,142.15567,142.17824,142.20622,142.15674,142.14885
2014-01-26,142.19312,142.21541,142.17642,142.18799,142.21054,142.1792,142.24547
2014-01-27,142.16971,142.18907,142.21611,142.16315,142.17386,142.15793,142.1542
2014-01-28,142.19334,142.20985,142.1911,142.22906,142.18166,142.21901,142.14807
2014-01-29,142.16942,142.16223,142.21811,142.19815,142.18687,142.1983,142.0442
2014-01-30,142.19356,142.21582,142.16588,142.17757,142.164,142.07358,141.91867
2014-01-31,142.16917,142.16144,142.18825,142.12346,142.08304,141.99387,141.78331
2014-02-02,142.19377,142.20467,142.12393,142.11664,142.00333,141.82185,141.71324
2014-02-03,142.16898,142.12694,142.064,142.0522,141.8576,141.65205,141.60661
2014-02-04,142.11226,142.09818,141.97392,141.81886,141.66547,141.54796,141.47153
2014-02-05,142.04385,141.98972,141.8162,141.70222,141.6337,141.54968,141.424
2014-02-06,141.98807,141.83807,141.66118,141.51883,141.5123,141.45467,141.2619
2014-02-07,141.86565,141.65321,141.69887,141.53026,141.48625,141.19754,141.1211
2014-02-09,141.72704,141.63368,141.51358,141.44223,141.25891,141.07785,140.80528
2014-02-10,141.5625,141.51616,141.36023,141.22327,141.13553,140.77135,140.67603
2014-02-11,141.49962,141.4227,141.21217,141.14029,140.79535,140.6584,140.3748
2014-02-12,141.48517,141.24733,141.14725,140.81131,140.67456,140.38744,140.31708
2014-02-13,141.18903,141.18483,140.75543,140.65814,140.4153,140.31157,140.3017
2014-02-14,141.08394,140.78949,140.61803,140.41037,140.28995,140.34845,140.28833
2014-02-16,140.77174,140.67552,140.38391,140.32085,140.2816,140.30322,140.19263
2014-02-17,140.6947,140.39903,140.30083,140.30396,140.31973,140.16045,140.15675
2014-02-18,140.36401,140.32082,140.24022,140.28917,140.12825,140.12177,140.16153
2014-02-19,140.26956,140.29283,140.32443,140.16092,140.15195,140.16974,140.16324
2014-02-20,140.25533,140.27075,140.12518,140.18405,140.2245,140.16965,140.17194
2014-02-21,140.32579,140.08737,140.17233,140.1222,140.09332,140.13463,140.13528
2014-02-23,140.20573,140.13734,140.1677,140.22874,140.24014,140.19211,139.98444
2014-02-24,140.20598,140.17839,140.1243,140.15091,140.12668,140.02373,140.00786
2014-02-25,140.2062,140.17072,140.17287,140.12395,140.01709,139.9725,139.9149
2014-02-26,140.16075,140.16449,140.16801,139.9997,139.985,139.89766,139.85954
2014-02-27,140.15224,140.15933,139.91992,139.97418,139.94064,139.8561,139.8298
2014-02-28,140.19763,139.96722,140.07867,139.93974,139.87698,139.85986,139.88577
2014-03-02,139.94498,139.96506,139.9428,139.88722,139.88597,139.91219,139.88907
2014-03-03,140.0147,139.98343,139.85466,139.84239,139.86166,139.8373,139.85445
2014-03-04,139.9163,139.88965,139.90756,139.89247,139.87886,139.85632,139.90541
2014-03-05,139.81316,139.8521,139.87125,139.88754,139.89725,139.90903,139.90033
2014-03-06,139.80742,139.90312,139.88368,139.84183,139.86336,139.8348,139.9033
2014-03-07,139.86615,139.86182,139.85246,139.89285,139.81606,139.8539,139.95381
2014-03-09,139.84837,139.83281,139.83798,139.88783,139.87558,139.84439,139.90143
2014-03-10,139.86911,139.88736,139.88153,139.84132,139.8804,139.80891,140.13817
2014-03-11,139.8634,139.89975,139.87665,139.89317,139.83981,140.13242,140.22456
2014-03-12,139.85928,139.86249,139.97371,139.88805,140.23627,140.19066,140.38858
2014-03-13,139.8427,139.9122,139.92151,140.1697,140.11685,140.2984,140.32857
2014-03-14,139.9131,139.91049,140.12886,140.23352,140.26733,140.41373,140.45575
2014-03-16,139.90213,140.09053,140.11177,140.38264,140.39996,140.47034,140.52232
2014-03-17,140.14287,140.24223,140.26329,140.35973,140.44559,140.59563,140.6606
2014-03-18,140.28922,140.33534,140.33864,140.48077,140.5824,140.60168,140.59077
2014-03-19,140.30707,140.34937,140.40094,140.59595,140.59868,140.81891,140.66582
2014-03-20,140.39273,140.43076,140.58934,140.55467,140.62062,140.70497,140.78473
2014-03-21,140.44243,140.6005,140.67165,140.64677,140.72256,140.78981,140.7561
2014-03-23,140.53961,140.59802,140.6557,140.77478,140.68666,140.75027,140.81984
2014-03-24,140.61993,140.68593,140.70514,140.7596,140.81259,140.7408,140.83368
2014-03-25,140.66069,140.71461,140.71031,140.77766,140.77042,140.89134,140.87521
2014-03-26,140.66855,140.70134,140.7296,140.7641,140.86263,140.91284,140.96457
2014-03-27,140.71872,140.75044,140.75092,140.78923,140.91522,140.96819,141.02402
