,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY,EURJPY
2012-02-06,99.972244,100.04313,100.03523,99.998116,99.99495,100.018074,100.01691
2012-02-07,99.988304,100.02741,100.020355,100.05087,100.085884,100.07044,100.0086
2012-02-08,100.09708,99.991394,99.94927,99.97591,99.987366,99.98084,99.94196
2012-02-09,99.98644,99.997665,100.030464,99.98866,100.026245,100.066475,100.10857
2012-02-10,100.064766,100.00605,100.031944,100.0369,100.01212,100.10229,100.049194
2012-02-12,99.98255,100.00428,99.97947,100.01543,100.08014,100.12675,100.139725
2012-02-13,100.0303,100.05877,100.001945,100.09847,100.1027,100.206314,100.31002
2012-02-14,100.0002,100.00603,100.0324,100.07702,100.132866,100.33901,100.38857
2012-02-15,100.06348,100.01825,100.136,100.14007,100.32653,100.32915,100.40633
2012-02-16,100.03002,100.11811,100.1308,100.25696,100.38382,100.432495,100.46617
2012-02-17,100.08638,100.12082,100.283875,100.3298,100.39209,100.4716,100.933754
2012-02-19,100.12846,100.29967,100.384674,100.32905,100.43707,100.94451,101.086754
2012-02-20,100.31889,100.43013,100.45413,100.43479,100.94163,101.09411,101.256615
2012-02-21,100.37914,100.36419,100.41991,100.94821,101.06094,101.26759,101.37248
2012-02-22,100.43722,100.44675,101.00217,101.06696,101.19099,101.38255,101.56504
2012-02-23,100.433655,100.93555,101.047905,101.17644,101.37543,101.57648,101.67212
2012-02-24,100.92754,101.08675,101.2019,101.35387,101.567215,101.68886,102.122536
2012-02-26,101.07199,101.22045,101.38308,101.5975,101.71945,102.16912,102.550896
2012-02-27,101.25323,101.38676,101.62169,101.62363,102.135826,102.557465,102.58987
2012-02-28,101.3691,101.58932,101.67372,102.06893,102.479126,102.59781,102.6911
2012-02-29,101.55104,101.67793,102.10892,102.61148,102.59203,102.66807,102.735565
2012-03-01,101.69792,102.11201,102.46404,102.59421,102.65386,102.78604,102.81343
2012-03-02,102.18269,102.48745,102.592606,102.70473,102.78444,102.84126,102.953636
2012-03-04,102.5291,102.62399,102.681305,102.768974,102.841606,102.91799,103.03779
2012-03-05,102.60342,102.68505,102.72457,102.821526,102.85214,103.03906,104.178024
2012-03-06,102.65544,102.73303,102.82835,102.878746,103.08921,104.2576,105.16771
2012-03-07,102.7165,102.86253,102.947655,103.03502,104.21735,105.15814,105.35754
2012-03-08,102.78581,102.879745,103.05235,104.21055,105.20593,105.32063,105.60974
2012-03-09,102.95797,103.03942,104.22911,105.17428,105.31486,105.60146,106.25078
2012-03-11,103.043465,104.208885,105.12067,105.26522,105.60883,106.22009,106.35573
2012-03-12,104.206566,105.11544,105.33392,105.61076,106.21882,106.35245,106.421814
2012-03-13,105.18535,105.33703,105.61578,106.21623,106.376,106.3982,106.72897
2012-03-14,105.31514,105.60764,106.26348,106.440506,106.3797,106.75817,107.53318
2012-03-15,105.63305,106.2081,106.37322,106.412865,106.73697,107.50017,107.851326
2012-03-16,106.20737,106.35381,106.46163,106.75034,107.51911,107.78495,107.83706
2012-03-18,106.36591,106.40389,106.77478,107.53955,107.78604,107.90548,108.0091
2012-03-19,106.38085,106.7274,107.52335,107.82199,107.773575,107.90776,107.97474
2012-03-20,106.786095,107.430115,107.73679,107.92401,107.92651,107.97952,108.02497
2012-03-21,107.442474,107.789505,107.881226,107.89283,107.947464,108.0104,108.053955
2012-03-22,107.79397,107.87309,108.01147,107.96963,107.99252,108.04633,108.07753
2012-03-23,107.895676,107.93726,107.99079,108.04076,108.0502,108.02879,108.12439
2012-03-25,107.963234,108.00698,108.00559,108.03075,108.09396,108.13617,108.22348
2012-03-26,107.93465,108.01518,108.02773,108.038994,108.145706,108.25529,108.24383
2012-03-27,108.004745,108.032845,108.03638,108.0973,108.175186,108.24446,108.31489
2012-03-28,108.04069,108.05566,108.11468,108.21761,108.28614,108.300156,108.42672
2012-03-29,108.05056,108.142006,108.2069,108.3144,108.32277,108.41353,109.05873
2012-03-30,108.14017,108.25872,108.29202,108.31058,108.425705,109.01755,109.03966
2012-04-01,108.206184,108.29537,108.289024,108.40824,109.04565,109.05618,109.06347
2012-04-02,108.27193,108.32011,108.36396,109.07372,109.042114,109.01846,109.04531
2012-04-03,108.31407,108.41584,109.001755,109.04646,109.05336,109.02506,109.04225
2012-04-04,108.40027,109.02692,108.99,109.037445,109.037,109.063385,108.447235
2012-04-05,109.04643,109.0105,109.049,109.026566,109.02696,108.47124,108.4573
2012-04-08,109.07324,109.04448,109.00661,109.07654,108.43325,108.43138,108.52735
2012-04-09,109.03462,109.03532,109.0347,108.41541,108.427864,108.47203,108.46148
2012-04-10,109.041214,109.03666,108.50921,108.41356,108.43179,108.46638,108.51242
2012-04-11,109.04532,108.41382,108.41081,108.44662,108.42922,108.423805,108.45361
2012-04-12,108.4729,108.494606,108.43616,108.46132,108.437195,108.46751,108.51027
2012-04-13,108.45755,108.41731,108.50125,108.4846,108.45341,108.463356,108.482994
2012-04-15,108.44417,108.48088,108.46608,108.50743,108.467384,108.42207,108.42405
2012-04-16,108.48487,108.41193,108.4077,108.47986,108.474785,108.468544,108.45237
2012-04-17,108.43593,108.4629,108.44838,108.48652,108.444984,108.46464,108.513664
2012-04-18,108.43572,108.44256,108.49187,108.446465,108.468544,108.422104,108.48483
2012-04-19,108.48605,108.45743,108.48562,108.40698,108.48767,108.4706,108.42329
2012-04-20,108.48552,108.47377,108.425735,108.52985,108.428375,108.467064,108.454185
2012-04-22,108.445404,108.448456,108.4701,108.48911,108.44487,108.4234,108.51803
2012-04-23,108.48692,108.451324,108.51266,108.45659,108.45264,108.469536,107.5972
2012-04-24,108.45445,108.420746,108.47515,108.52513,108.43376,107.58997,107.57969
2012-04-25,108.479034,108.46082,108.413475,108.47376,107.60797,107.586555,107.56414
2012-04-26,108.43783,108.48242,108.42791,107.57901,107.61196,107.42925,107.43499
2012-04-27,108.481064,108.44882,107.632065,107.57733,107.53058,107.41526,107.01718
2012-04-29,108.472176,107.729034,107.591995,107.53358,107.4365,107.26899,107.016716
2012-04-30,107.60191,107.5939,107.49122,107.42797,107.38432,107.04794,107.04418
2012-05-01,107.58737,107.43815,107.46442,107.116005,107.12495,107.00935,106.790474
2012-05-02,107.48381,107.36522,107.08085,107.01841,106.78164,106.783295,106.66379
2012-05-03,107.393654,107.25051,107.01781,106.85933,106.655365,106.64982,106.62966
2012-05-04,107.12137,107.16306,107.02635,106.75049,106.640785,106.62092,106.60675
2012-05-06,107.08548,107.02801,106.63949,106.67226,106.72013,106.58294,106.52907
2012-05-07,107.01146,106.74324,106.70862,106.6267,106.59222,106.546104,106.472595
2012-05-08,106.73463,106.65528,106.62916,106.579926,106.54512,106.45131,106.27037
2012-05-09,106.653824,106.622635,106.57448,106.52572,106.45503,106.272644,106.2454
2012-05-10,106.65695,106.60457,106.56506,106.43956,106.32326,106.25097,106.09881
2012-05-11,106.61229,106.57889,106.472565,106.31543,106.234764,106.104996,106.02153
2012-05-13,106.5717,106.473175,106.328735,106.18236,106.07624,106.0556,105.95976
2012-05-14,106.4827,106.2753,106.288284,106.08614,106.03643,105.9841,105.93477
2012-05-15,106.282394,106.25765,106.06432,106.04736,106.04144,105.90769,105.795586
2012-05-16,106.194214,106.07805,106.03234,105.994804,105.94406,105.832,105.577896
2012-05-17,106.12244,106.00423,105.9506,105.94855,105.8376,105.61217,105.57542
2012-05-18,106.026405,105.93739,105.94639,105.8556,105.55111,105.55164,105.52678
2012-05-20,105.96245,105.851585,105.82772,105.534775,105.56567,105.524994,105.3086
2012-05-21,105.912415,105.79406,105.605225,105.4828,105.48536,105.28249,104.99385
2012-05-22,105.82835,105.54041,105.54427,105.52034,105.310005,105.050255,104.11251
2012-05-23,105.55764,105.56088,105.48632,105.3359,105.01473,104.09596,103.80327
2012-05-24,105.572655,105.50377,105.33785,105.03426,104.10595,103.837135,103.691864
2012-05-25,105.4607,105.37076,105.00934,104.10716,103.8617,103.618996,103.31541
2012-05-27,105.313835,105.05192,104.12628,103.83283,103.67347,103.379845,103.27665
2012-05-28,105.03225,104.068115,103.817696,103.69497,103.31432,103.242065,103.18772
2012-05-29,104.13885,103.86878,103.666084,103.27402,103.32122,103.23152,103.114006
2012-05-30,103.80534,103.631134,103.3179,103.23954,103.238075,103.14968,102.66726
2012-05-31,103.6702,103.31104,103.305786,103.16084,103.12569,102.68381,102.39185
2012-06-01,103.40837,103.25983,103.201775,103.08058,102.58753,102.3905,102.213005
2012-06-03,103.29042,103.14655,103.07747,102.65466,102.392654,102.21224,101.5868
2012-06-04,103.172676,103.13696,102.64597,102.3772,102.26292,101.63524,101.36886
2012-06-05,103.20178,102.68201,102.39775,102.22933,101.62212,101.3857,101.32105
2012-06-06,102.631805,102.41719,102.21007,101.586525,101.340195,101.309944,101.21911
2012-06-07,102.351234,102.21317,101.55916,101.38942,101.26017,101.127975,100.67969
2012-06-08,102.246506,101.58102,101.43331,101.41876,101.16916,100.65888,100.557915
2012-06-10,101.5312,101.3575,101.34054,101.16337,100.66479,100.56577,100.230705
2012-06-11,101.402695,101.333206,101.226524,100.69805,100.62744,100.16631,100.09898
2012-06-12,101.31072,101.217354,100.74239,100.63176,100.195244,100.04404,100.03277
2012-06-13,101.20374,100.71026,100.62846,100.17408,100.06093,99.99143,99.9336
2012-06-14,100.78849,100.54778,100.25968,100.106125,99.99463,100.0344,99.9148
2012-06-15,100.53278,100.25734,100.00448,100.056786,99.946075,99.87912,99.88565
2012-06-17,100.15341,99.984924,99.97718,99.99084,99.916115,99.83902,99.883644
2012-06-18,100.05684,100.0232,99.964165,99.91491,99.85449,99.92208,99.876274
2012-06-19,100.03095,99.870926,99.9041,99.90974,99.90999,99.92688,99.928215
2012-06-20,99.993675,99.95139,99.916466,99.940285,99.842735,99.93936,99.87133
2012-06-21,99.91489,99.88668,99.86439,99.85965,99.926636,99.783295,99.812195
2012-06-22,99.887794,99.93158,99.94263,99.867714,99.82332,99.81648,99.87132
2012-06-24,99.92022,99.910225,99.90972,99.903145,99.88006,99.83707,99.848114
2012-06-25,99.92962,99.918106,99.91177,99.82878,99.8135,99.72756,99.74793
2012-06-26,99.89218,99.916145,99.81178,99.78575,99.8965,99.82024,99.86861
2012-06-27,99.92981,99.83395,99.83717,99.83187,99.78446,99.77268,99.745804
2012-06-28,99.824455,99.81762,99.819214,99.775986,99.82938,99.74884,99.72658
2012-06-29,99.86512,99.83899,99.813866,99.760445,99.74775,99.84683,99.84582
2012-07-01,99.7587,99.77553,99.81094,99.728294,99.82685,99.88535,99.78164
2012-07-02,99.714676,99.76253,99.7822,99.77425,99.83289,99.683075,99.68229
2012-07-03,99.85557,99.78154,99.773384,99.797676,99.80823,99.735054,99.71276
2012-07-04,99.79583,99.837326,99.739075,99.789505,99.6905,99.60517,99.55902
2012-07-05,99.77842,99.73968,99.736664,99.73427,99.60072,99.57363,99.44676
2012-07-06,99.78114,99.75233,99.77569,99.6911,99.581635,99.52343,99.46381
2012-07-08,99.77087,99.77155,99.67903,99.57405,99.45215,99.49252,99.48126
2012-07-09,99.725784,99.72226,99.55811,99.4694,99.49112,99.510025,99.470764
2012-07-10,99.74189,99.59303,99.49499,99.474335,99.51266,99.502144,99.452194
2012-07-11,99.589836,99.45729,99.494125,99.487976,99.49321,99.51061,99.506454
2012-07-12,99.46443,99.429825,99.43339,99.46338,99.46525,99.48865,99.48202
2012-07-13,99.46874,99.51405,99.4766,99.47005,99.49737,99.48239,99.50299
2012-07-15,99.504456,99.49092,99.48245,99.49007,99.4645,99.48365,99.49238
2012-07-16,99.449844,99.442024,99.50785,99.51169,99.52482,99.471756,99.36943
2012-07-17,99.45257,99.48672,99.4902,99.494156,99.51496,99.4134,99.3932
2012-07-18,99.47481,99.4372,99.48919,99.524055,99.37727,99.404106,99.35881
2012-07-19,99.511894,99.49006,99.53415,99.453476,99.31555,99.38941,99.318146
2012-07-20,99.46964,99.48747,99.41545,99.3915,99.35976,99.24388,99.06467
2012-07-22,99.475105,99.375656,99.465294,99.37497,99.29228,99.223854,98.83843
2012-07-23,99.37023,99.37078,99.34845,99.26239,99.2164,98.8336,98.39283
2012-07-24,99.44281,99.332306,99.30867,99.191444,98.81836,98.441666,97.890854
2012-07-25,99.37362,99.24653,99.26337,98.83245,98.37636,97.91907,97.7333
2012-07-26,99.28313,99.23229,98.838264,98.32768,97.89668,97.77554,97.43199
2012-07-27,99.24125,98.837944,98.34834,97.881584,97.71607,97.39721,97.40243
2012-07-29,98.83735,98.3804,97.91182,97.77692,97.424934,97.388435,97.08855
2012-07-30,98.406456,97.918335,97.7505,97.40648,97.378975,97.13925,96.91384
2012-07-31,97.946976,97.7865,97.390594,97.34359,97.05355,96.97118,96.928604
2012-08-01,97.73161,97.40744,97.37,97.12351,96.88256,96.88544,96.94691
2012-08-02,97.42229,97.40245,97.03694,96.91909,96.89404,96.93988,96.93344
2012-08-03,97.40785,97.09768,96.98218,96.93663,96.95468,96.96478,96.91864
2012-08-05,97.11843,96.96005,96.96169,96.98331,96.84734,96.93952,96.793625
2012-08-06,97.026855,96.98065,96.96896,96.97618,96.79784,96.8798,96.81874
2012-08-07,96.91006,96.92048,96.89899,96.945694,96.913155,96.77574,96.71547
2012-08-08,96.935974,96.79251,96.81744,96.935844,96.8157,96.79007,96.68419
2012-08-09,96.96142,96.997574,96.86435,96.7962,96.81725,96.77096,96.69231
2012-08-10,96.95821,96.79896,96.75537,96.73492,96.67899,96.70351,96.70356
2012-08-12,96.93346,96.72642,96.732254,96.713806,96.72397,96.73111,96.69394
2012-08-13,96.799904,96.76391,96.692604,96.74491,96.71471,96.73536,96.70725
2012-08-14,96.74497,96.719826,96.662704,96.73011,96.745865,96.67759,96.78584
2012-08-15,96.70942,96.75322,96.74185,96.74019,96.750275,96.75914,96.69702
2012-08-16,96.687515,96.74284,96.72721,96.741066,96.7471,96.70335,96.68451
2012-08-17,96.68705,96.737236,96.74412,96.682106,96.7634,96.69625,96.729904
2012-08-19,96.67812,96.72602,96.70892,96.74948,96.74561,96.69339,96.774925
2012-08-20,96.73538,96.73599,96.7158,96.74171,96.72479,96.67333,96.666824
2012-08-21,96.72919,96.74493,96.717606,96.7397,96.70744,96.6392,96.65468
2012-08-22,96.71008,96.70899,96.7596,96.69777,96.69952,96.70203,96.718285
2012-08-23,96.750725,96.73897,96.73547,96.68619,96.701294,96.6895,96.75639
2012-08-24,96.7165,96.7087,96.70295,96.63547,96.748146,96.75376,96.810936
2012-08-26,96.737404,96.73267,96.76674,96.68759,96.73995,96.73325,96.92797
2012-08-27,96.6741,96.70887,96.74011,96.80684,96.79241,96.980865,96.99127
2012-08-28,96.68115,96.763306,96.75303,96.78525,96.90367,96.99303,97.085045
2012-08-29,96.69836,96.81441,96.78763,96.96875,97.00516,97.07689,97.12238
2012-08-30,96.78076,96.79642,97.0337,96.97988,97.089195,97.11488,97.353226
2012-08-31,96.76333,96.810326,97.01116,97.04302,97.08954,97.37784,97.44434
2012-09-02,96.96624,96.95852,97.07844,97.093666,97.33745,97.35074,97.71198
2012-09-03,97.00968,97.0677,97.07031,97.35862,97.40111,97.6737,97.908676
2012-09-04,97.05291,97.05221,97.296135,97.35157,97.69408,97.999725,98.05308
2012-09-05,97.09869,97.34802,97.41384,97.73005,97.98688,98.07203,98.16145
2012-09-06,97.34031,97.350685,97.724,98.054214,98.03258,98.084625,98.45011
2012-09-07,97.42588,97.677345,98.014305,98.13842,98.08217,98.247284,98.42202
2012-09-09,97.70464,97.975685,98.0546,98.14273,98.42561,98.35736,98.48959
2012-09-10,98.018394,97.98911,98.04905,98.19205,98.383,98.32861,98.418755
2012-09-11,98.05258,98.11833,98.341156,98.393074,98.46852,98.46454,98.43668
2012-09-12,98.11964,98.38026,98.4498,98.37069,98.4972,98.51365,98.50649
2012-09-13,98.44081,98.41951,98.41134,98.46416,98.51187,98.52369,98.602875
2012-09-14,98.30883,98.463875,98.423615,98.46502,98.54939,98.52959,98.54124
2012-09-16,98.44568,98.49076,98.52399,98.516014,98.53655,98.57176,98.547325
2012-09-17,98.447334,98.504105,98.51464,98.5559,98.62327,98.60887,98.63281
2012-09-18,98.47175,98.47899,98.52882,98.54111,98.53219,98.55849,98.599495
2012-09-19,98.49573,98.546974,98.58692,98.508194,98.60522,98.544014,98.63324
2012-09-20,98.49687,98.53536,98.54455,98.596794,98.57818,98.599884,98.607635
2012-09-21,98.61624,98.54367,98.6,98.605896,98.64642,98.65992,98.68449
2012-09-23,98.57795,98.54145,98.57719,98.59093,98.70263,98.68843,99.38733
2012-09-24,98.65791,98.587265,98.60645,98.702774,98.70547,99.37209,99.93318
2012-09-25,98.56135,98.608536,98.65419,98.69283,99.39414,99.958275,99.94275
2012-09-26,98.619865,98.63497,98.67853,99.38522,99.93112,99.95814,100.00571
2012-09-27,98.64699,98.688835,99.380684,99.93553,99.94447,99.94602,99.984116
2012-09-28,98.70475,99.382484,99.95546,99.93484,99.94495,100.02009,99.98747
2012-09-30,99.40373,99.959366,99.95232,99.956406,100.0137,100.01679,100.049484
2012-10-01,99.94306,99.91799,99.92716,99.99565,100.03862,100.03262,100.07852
2012-10-02,99.92629,99.985374,99.97711,100.01186,100.089195,100.10032,100.27159
2012-10-03,99.99121,99.97211,100.00417,100.076645,100.09807,100.28007,100.37255
2012-10-04,99.99704,100.00209,100.0558,100.10091,100.256676,100.402916,100.48088
2012-10-05,100.009125,100.065575,100.07422,100.276886,100.37641,100.4751,100.49054
2012-10-07,100.10013,100.16788,100.27095,100.3783,100.42448,100.51107,100.51596
2012-10-08,100.13607,100.28486,100.39127,100.44069,100.48957,100.53224,100.70952
2012-10-09,100.311646,100.37861,100.44946,100.47325,100.50513,100.639725,100.73294
2012-10-10,100.39555,100.43245,100.48851,100.52646,100.60706,100.75699,100.911995
2012-10-11,100.43526,100.49002,100.50409,100.664825,100.74896,100.90454,100.97876
2012-10-12,100.49269,100.574486,100.66368,100.71685,100.85198,101.02174,101.13003
2012-10-14,100.5039,100.69524,100.73114,100.8902,100.99549,101.09432,101.21744
2012-10-15,100.671844,100.728455,100.92251,100.978874,101.171326,101.23283,101.253334
2012-10-16,100.764175,100.91292,100.99834,101.121735,101.20953,101.261536,101.37564
2012-10-17,100.84581,101.007324,101.133545,101.219864,101.254845,101.37398,101.41132
2012-10-18,101.03029,101.138245,101.1964,101.24669,101.36815,101.42433,101.50673
2012-10-19,101.125465,101.22745,101.23693,101.38196,101.43103,101.57469,101.56036
2012-10-21,101.199425,101.2244,101.36553,101.40868,101.548256,101.56152,101.70569
2012-10-22,101.25064,101.38069,101.41697,101.59901,101.56226,101.630035,101.900276
2012-10-23,101.358345,101.45819,101.58128,101.553276,101.60839,101.84371,101.9227
2012-10-24,101.39908,101.52844,101.56411,101.6043,101.90124,101.880035,101.93995
2012-10-25,101.52452,101.5789,101.69431,101.89454,101.86365,101.93009,101.884315
2012-10-26,101.619,101.59491,101.92564,101.89554,101.88669,101.8898,101.88612
2012-10-28,101.61947,101.88372,101.87452,101.924286,101.93347,101.891785,101.8559
2012-10-29,101.89834,101.91099,101.90836,101.89783,101.91628,101.91478,102.02655
2012-10-30,101.9161,101.89758,101.865456,101.92521,101.87184,101.95879,102.28542
2012-10-31,101.88582,101.87649,101.88684,101.88574,101.896805,102.272316,102.35839
2012-11-01,101.891525,101.9133,101.868195,101.943214,102.30646,102.35081,102.65529
2012-11-02,101.90533,101.88478,102.01,102.295265,102.31349,102.64479,102.67679
2012-11-04,101.933334,101.916084,102.29729,102.37092,102.685555,102.67045,102.66609
2012-11-05,101.92719,102.25738,102.31886,102.61983,102.6518,102.65507,102.6672
2012-11-06,102.28538,102.333595,102.68401,102.662224,102.66104,102.65482,102.68396
2012-11-07,102.34771,102.662796,102.690384,102.6469,102.65769,102.631065,102.665306
2012-11-08,102.69206,102.64605,102.67173,102.69533,102.65912,102.680115,102.67113
2012-11-09,102.63892,102.69347,102.64143,102.69486,102.69681,102.68332,102.63319
2012-11-11,102.68651,102.66783,102.68388,102.675545,102.63829,102.654785,102.80917
2012-11-12,102.664955,102.695564,102.682594,102.65284,102.627655,102.715866,102.821724
2012-11-13,102.65776,102.68384,102.65244,102.680984,102.68426,102.934685,102.89384
2012-11-14,102.67735,102.6725,102.687775,102.72295,102.871216,102.90343,102.98919
2012-11-15,102.66234,102.652664,102.72756,102.8442,102.90745,102.97103,103.07236
2012-11-16,102.68441,102.71218,102.84597,102.972824,103.051506,103.06698,103.180626
2012-11-18,102.68064,102.84455,102.88352,103.02786,103.0411,103.1202,103.22877
2012-11-19,102.827644,102.91281,103.01448,103.080414,103.190575,103.211685,103.32262
2012-11-20,102.89958,103.00385,103.11168,103.181206,103.24588,103.35416,103.35449
2012-11-21,102.990875,103.03483,103.14969,103.22079,103.24492,103.36093,103.41822
2012-11-22,103.04469,103.09323,103.24669,103.2988,103.36084,103.412415,103.405014
2012-11-23,103.1584,103.16467,103.315155,103.37726,103.38089,103.46806,103.44702
2012-11-25,103.250114,103.32379,103.36259,103.44269,103.44129,103.415596,103.517586
2012-11-26,103.33329,103.37779,103.387695,103.44574,103.43233,103.44763,103.53206
2012-11-27,103.39212,103.36787,103.4499,103.45752,103.55716,103.47986,103.510376
2012-11-28,103.43573,103.45546,103.42447,103.500435,103.48211,103.474754,103.56206
2012-11-29,103.4149,103.48566,103.478195,103.54174,103.538605,103.58236,103.5064
2012-11-30,103.39576,103.481964,103.44382,103.51089,103.54021,103.66198,103.53751
2012-12-02,103.50711,103.48819,103.51341,103.67739,103.55442,103.677315,103.71069
2012-12-03,103.467735,103.54945,103.57096,103.50337,103.564865,103.69665,103.681595
2012-12-04,103.47457,103.56189,103.55165,103.54982,103.69699,103.68541,103.70728
2012-12-05,103.568375,103.49792,103.54034,103.68601,103.68615,103.71316,103.87283
2012-12-06,103.50339,103.55134,103.72577,103.72353,103.72791,103.93086,104.45927
2012-12-07,103.609764,103.61861,103.68224,103.73486,103.86881,104.41761,105.558525
2012-12-09,103.7108,103.70914,103.7213,103.8803,104.43988,105.48526,105.92474
2012-12-10,103.716835,103.78768,103.87401,104.4736,105.47269,105.95349,106.15088
2012-12-11,103.74033,103.8471,104.43294,105.506195,105.90239,106.125114,106.32468
2012-12-12,103.8832,104.41274,105.53066,105.90692,106.1444,106.37352,106.41722
2012-12-13,104.45161,105.4917,105.891975,106.14344,106.328354,106.462006,106.42749
2012-12-14,105.55997,105.92965,106.19842,106.33557,106.398605,106.40441,106.46046
2012-12-16,105.9098,106.153786,106.31464,106.43205,106.449844,106.46646,106.45504
2012-12-17,106.10638,106.320045,106.46257,106.44356,106.44574,106.45416,106.54827
2012-12-18,106.26724,106.351295,106.46654,106.46063,106.48548,106.56225,106.581436
2012-12-19,106.37892,106.42518,106.406235,106.4659,106.60969,106.68949,106.77515
2012-12-20,106.44916,106.4327,106.48356,106.55028,106.61519,106.789276,106.9749
2012-12-21,106.456665,106.49487,106.55879,106.70468,106.78534,107.07277,107.11687
2012-12-23,106.41626,106.55949,106.600395,106.791916,107.116264,107.19262,107.24525
2012-12-24,106.52871,106.62493,106.76907,107.1193,107.13555,107.21342,107.22882
2012-12-26,106.633766,106.82137,107.00123,107.17896,107.25331,107.24038,107.37708
2012-12-27,106.79821,107.08948,107.1549,107.15187,107.24946,107.349266,107.31242
2012-12-28,107.10856,107.17868,107.19389,107.199776,107.30523,107.28649,107.666916
2012-12-30,107.18457,107.14836,107.25151,107.30815,107.29239,107.68011,108.35685
2012-12-31,107.215294,107.229256,107.38778,107.30874,107.68161,108.388565,109.240776
2013-01-02,107.25744,107.30794,107.30387,107.68064,108.38332,109.276,109.71068
2013-01-03,107.28665,107.306305,107.678154,108.32464,109.250824,109.64839,110.36115
2013-01-04,107.30896,107.64482,108.375,109.30881,109.730934,110.37674,110.621315
2013-01-06,107.68892,108.395226,109.31961,109.659515,110.37067,110.646324,110.91077
2013-01-07,108.35678,109.2767,109.70546,110.402626,110.59331,110.94641,111.04239
2013-01-08,109.24809,109.65252,110.373665,110.60472,110.9303,111.03772,111.19188
2013-01-09,109.72681,110.36319,110.56381,110.94594,111.031525,111.12904,111.35146
2013-01-10,110.35464,110.63502,110.92533,111.04641,111.190704,111.37144,111.70388
2013-01-11,110.604515,110.96277,111.04202,111.215706,111.38772,111.61994,111.68706
2013-01-13,110.91076,111.01265,111.20832,111.37079,111.62997,111.732735,113.23978
2013-01-14,111.00575,111.20665,111.39381,111.648186,111.737,113.16641,113.55107
2013-01-15,111.20663,111.39947,111.65483,111.714264,113.21123,113.57392,113.85785
2013-01-16,111.42539,111.61943,111.69415,113.164696,113.6119,113.870636,113.93909
2013-01-17,111.67766,111.68359,113.08338,113.58773,113.79607,113.90146,114.060776
2013-01-18,111.75416,113.13539,113.6162,113.829994,113.8997,114.01677,114.1681
2013-01-20,113.19285,113.61728,113.81255,113.94351,113.91002,114.179955,114.26066
2013-01-21,113.56502,113.83971,113.902855,113.9504,114.14453,114.23496,114.677475
2013-01-22,113.872375,113.92166,113.982796,114.18203,114.25903,114.59171,114.75354
2013-01-23,113.918236,113.93586,114.18691,114.31627,114.66546,114.715965,114.841446
2013-01-24,113.985405,114.132286,114.277016,114.66124,114.76293,114.83829,115.0722
2013-01-25,114.19895,114.28838,114.599106,114.7231,114.86921,115.06715,115.24475
2013-01-27,114.28017,114.624214,114.77279,114.828255,115.039894,115.182106,116.58054
2013-01-28,114.69264,114.734116,114.813065,115.07613,115.27912,116.58557,117.37482
2013-01-29,114.76662,114.851425,115.03327,115.18844,116.56882,117.35679,117.903564
2013-01-30,114.82867,115.10283,115.15336,116.533035,117.31358,117.84469,118.110176
2013-01-31,115.08689,115.17113,116.52961,117.40648,117.898926,118.14041,118.21837
2013-02-01,115.182106,116.5933,117.3957,117.890526,118.16665,118.244606,118.536644
2013-02-03,116.565254,117.39713,117.85447,118.120445,118.24291,118.4317,119.320114
2013-02-04,117.32311,117.85954,118.085785,118.24054,118.43603,119.29078,119.33024
2013-02-05,117.865746,118.13453,118.23891,118.38568,119.3052,119.44328,119.509384
2013-02-06,118.13591,118.25538,118.47137,119.333534,119.43075,119.47686,119.633
2013-02-07,118.25744,118.514366,119.33916,119.41728,119.48951,119.63013,119.80121
2013-02-08,118.43783,119.335175,119.46753,119.46837,119.65212,119.7334,119.973946
2013-02-10,119.308464,119.46796,119.55039,119.62773,119.73697,119.981766,120.0642
2013-02-11,119.461006,119.466736,119.6137,119.713135,119.988846,120.06935,122.09537
2013-02-12,119.49941,119.67064,119.777306,119.995285,120.044655,122.067726,122.12577
2013-02-13,119.6664,119.75059,120.00566,120.098976,122.01187,122.09015,122.14963
2013-02-14,119.716225,119.98629,120.08017,122.109795,122.118835,122.13678,122.52588
2013-02-15,119.98081,120.041855,122.10325,122.12276,122.1723,122.52528,123.45027
2013-02-17,120.07507,122.05895,122.07158,122.164314,122.501656,123.44647,123.41626
2013-02-18,122.0616,122.07956,122.16717,122.48368,123.4257,123.463554,123.335464
2013-02-19,122.12417,122.201324,122.50464,123.4218,123.39214,123.396706,123.738716
2013-02-20,122.17408,122.51122,123.47404,123.4107,123.36148,123.73654,123.743126
2013-02-21,122.507835,123.447174,123.31764,123.35932,123.77339,123.75336,123.783455
2013-02-22,123.36474,123.4348,123.39363,123.79885,123.76407,123.76773,123.7384
2013-02-24,123.40594,123.366455,123.744965,123.67752,123.72241,123.77529,123.74279
2013-02-25,123.478065,123.80382,123.73749,123.81365,123.76903,123.78953,123.78464
2013-02-26,123.74282,123.66991,123.72328,123.708046,123.764496,123.76227,123.737915
2013-02-27,123.75089,123.79455,123.750465,123.73103,123.72153,123.7242,123.74248
2013-02-28,123.75758,123.7665,123.78847,123.80166,123.76964,123.73559,123.7856
2013-03-01,123.7236,123.7803,123.777054,123.67384,123.76494,123.757545,123.73736
