,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK
2012-12-21,7.3514457,7.345196,7.342308,7.3889093,7.3520594,7.345705,7.3474164
2012-12-23,7.3407116,7.3869934,7.34789,7.349804,7.356369,7.351694,7.351384
2012-12-24,7.3402944,7.3174915,7.3540206,7.350825,7.345695,7.347675,7.3552823
2012-12-26,7.350909,7.328837,7.35257,7.3513045,7.3440933,7.3514376,7.3378587
2012-12-27,7.3337555,7.3579855,7.3627877,7.3559203,7.3579907,7.361184,7.353008
2012-12-28,7.330299,7.3548894,7.327884,7.355693,7.3672724,7.3503065,7.361425
2012-12-30,7.3185134,7.355023,7.362021,7.3524303,7.351877,7.361534,7.365858
2012-12-31,7.364375,7.3622456,7.360744,7.345822,7.3602834,7.3526497,7.346788
2013-01-02,7.3615713,7.3546886,7.366396,7.3587523,7.3521667,7.346476,7.3569946
2013-01-03,7.3417544,7.360965,7.3559985,7.3438873,7.3589597,7.3589616,7.354351
2013-01-04,7.362068,7.3351927,7.3403788,7.3578877,7.3584456,7.354184,7.3511395
2013-01-06,7.340623,7.348159,7.3427086,7.347189,7.3508525,7.3568406,7.348098
2013-01-07,7.354196,7.3580685,7.3323655,7.349289,7.3540854,7.3459344,7.341962
2013-01-08,7.360678,7.3457108,7.345262,7.3519254,7.3564687,7.35006,7.343368
2013-01-09,7.3494005,7.355487,7.3486347,7.3469253,7.3609743,7.3553457,7.3527374
2013-01-10,7.345767,7.3446207,7.3569098,7.3452168,7.3478184,7.353247,7.353049
2013-01-11,7.3533387,7.351661,7.3541813,7.3481464,7.3542347,7.3560405,7.3524427
2013-01-13,7.343159,7.3559775,7.3511877,7.3537416,7.34828,7.343713,7.3596125
2013-01-14,7.3421116,7.3482203,7.3560386,7.356209,7.346977,7.347973,7.3620653
2013-01-15,7.3528666,7.350201,7.3479886,7.348518,7.3585086,7.3616757,7.347823
2013-01-16,7.3612375,7.3577147,7.3506465,7.358898,7.355913,7.3560147,7.3588114
2013-01-17,7.357219,7.355421,7.35094,7.3529553,7.35745,7.3565845,7.363095
2013-01-18,7.3336864,7.347509,7.348407,7.34849,7.3614054,7.367789,7.3820834
2013-01-20,7.369758,7.3537655,7.3456225,7.367973,7.368896,7.3734503,7.3663554
2013-01-21,7.358591,7.3523016,7.3622007,7.3616533,7.372954,7.3637075,7.369158
2013-01-22,7.349451,7.366083,7.3621764,7.3346186,7.3851337,7.3847513,7.388249
2013-01-23,7.357685,7.3615355,7.3661695,7.380739,7.3617673,7.369893,7.4000793
2013-01-24,7.3604574,7.368706,7.388214,7.376639,7.3738837,7.3709555,7.3643966
2013-01-25,7.368765,7.374362,7.3737082,7.3782806,7.4019804,7.387061,7.384892
2013-01-27,7.3780484,7.3638563,7.3966894,7.3652434,7.3900814,7.3706503,7.381855
2013-01-28,7.365965,7.3954,7.3725395,7.3911953,7.3699527,7.374025,7.3938937
2013-01-29,7.3745832,7.369151,7.38997,7.371827,7.380801,7.379619,7.381068
2013-01-30,7.379194,7.3902063,7.3668814,7.3701324,7.3790364,7.381727,7.388977
2013-01-31,7.388996,7.3707643,7.3783684,7.361429,7.4168143,7.394279,7.393831
2013-02-01,7.369205,7.3814473,7.3589807,7.385376,7.3961396,7.396763,7.402613
2013-02-03,7.398566,7.3743563,7.375682,7.3752446,7.396554,7.4090767,7.4091253
2013-02-04,7.379373,7.371815,7.3991046,7.3977575,7.403004,7.4046955,7.4008307
2013-02-05,7.3826523,7.378621,7.393237,7.394581,7.402701,7.407595,7.4106426
2013-02-06,7.3916736,7.396384,7.4136567,7.3979554,7.397375,7.4045978,7.4078007
2013-02-07,7.39194,7.410512,7.39939,7.412789,7.411078,7.407697,7.4103966
2013-02-08,7.4089885,7.404786,7.4117556,7.398434,7.414578,7.4044952,7.414208
2013-02-10,7.4005795,7.415286,7.4025574,7.4058824,7.4008503,7.4078064,7.4106164
2013-02-11,7.3983293,7.4093537,7.415096,7.3985267,7.3944073,7.404393,7.415763
2013-02-12,7.4151254,7.41827,7.3985214,7.4043527,7.404019,7.41561,7.3928027
2013-02-13,7.4020624,7.4038386,7.404584,7.4190235,7.4163694,7.3688736,7.417073
2013-02-14,7.397456,7.41648,7.3885145,7.406732,7.4101486,7.4217067,7.4114504
2013-02-15,7.413551,7.4148283,7.4031644,7.400671,7.4002633,7.4002914,7.414045
2013-02-17,7.414138,7.403949,7.4074187,7.4123626,7.412294,7.4158945,7.4097576
2013-02-18,7.4076877,7.395026,7.4184203,7.3962755,7.423532,7.415845,7.4095535
2013-02-19,7.3930407,7.401338,7.4255834,7.4157677,7.4105415,7.41188,7.424232
2013-02-20,7.3961406,7.4152746,7.4152846,7.411407,7.4050765,7.420765,7.416346
2013-02-21,7.418439,7.4167356,7.423841,7.4301734,7.4213715,7.414345,7.4234037
2013-02-22,7.4171333,7.4768896,7.41233,7.4052176,7.410173,7.428409,7.431292
2013-02-24,7.421462,7.4192195,7.420418,7.4064617,7.4304924,7.4120703,7.421093
2013-02-25,7.4305043,7.410073,7.4238706,7.43096,7.4229927,7.4279623,7.433481
2013-02-26,7.436696,7.413314,7.4216013,7.411046,7.411802,7.4189625,7.445015
2013-02-27,7.403806,7.4277463,7.412849,7.4315953,7.4294205,7.434061,7.439498
2013-02-28,7.4347787,7.427161,7.4219365,7.425523,7.41991,7.427159,7.410523
2013-03-01,7.4283676,7.4384174,7.4359436,7.4308224,7.4263406,7.4387164,7.4256153
2013-03-03,7.436629,7.4248223,7.429863,7.4269958,7.4271774,7.4358015,7.4120035
2013-03-04,7.445518,7.4230976,7.4240336,7.427296,7.4379597,7.4473405,7.4208355
2013-03-05,7.4295487,7.4274735,7.423887,7.4315276,7.4143744,7.4275875,7.4342613
2013-03-06,7.435811,7.4268346,7.4197426,7.422323,7.425287,7.4277554,7.431762
2013-03-07,7.4477506,7.444564,7.4430203,7.445663,7.4251227,7.4335384,7.428577
2013-03-08,7.4267755,7.4307275,7.4167995,7.4346905,7.4380693,7.434639,7.406959
2013-03-10,7.4211597,7.423639,7.4407353,7.4460473,7.416949,7.431843,7.438188
2013-03-11,7.4214334,7.4512277,7.427817,7.4269166,7.413063,7.429243,7.4456387
2013-03-12,7.4233546,7.41835,7.436133,7.4322453,7.4339967,7.4528375,7.4406424
2013-03-13,7.4359765,7.432125,7.4385443,7.438692,7.435742,7.432563,7.4351773
2013-03-14,7.429805,7.4284563,7.444415,7.436891,7.428575,7.440974,7.4367495
2013-03-15,7.436348,7.4423833,7.428471,7.442586,7.4479294,7.4436226,7.444392
2013-03-17,7.4326425,7.427777,7.4381623,7.44434,7.433692,7.44619,7.4445295
2013-03-18,7.4258337,7.4386616,7.4356856,7.439817,7.4370313,7.441614,7.448557
2013-03-19,7.4445887,7.4294925,7.434239,7.4494443,7.4389873,7.452853,7.4466696
2013-03-20,7.4345922,7.4236436,7.439985,7.447858,7.4533715,7.4542336,7.4521446
2013-03-21,7.4381824,7.440797,7.4395614,7.4485044,7.461341,7.454018,7.4599247
2013-03-22,7.445764,7.4429054,7.455794,7.445243,7.4635735,7.4541492,7.4738665
2013-03-24,7.4464164,7.445016,7.455945,7.45558,7.4571714,7.483391,7.4843473
2013-03-25,7.447886,7.4449677,7.45415,7.461986,7.452059,7.4725137,7.4696155
2013-03-26,7.456289,7.454197,7.462687,7.4496465,7.441563,7.4712005,7.463946
2013-03-27,7.4607706,7.45856,7.438322,7.4767756,7.4789553,7.467046,7.456989
2013-03-28,7.453104,7.4663787,7.4879427,7.4609833,7.4653044,7.4842234,7.486324
2013-03-31,7.4657693,7.486076,7.47251,7.476602,7.474889,7.472703,7.46217
2013-04-01,7.4725714,7.4777455,7.4823227,7.4905643,7.4702673,7.47844,7.4626484
2013-04-02,7.478696,7.489478,7.480318,7.4857035,7.482512,7.4734755,7.48249
2013-04-03,7.4474335,7.4778438,7.4809284,7.467805,7.478571,7.4783115,7.4720435
2013-04-04,7.4798307,7.46347,7.4719505,7.470039,7.4864635,7.4636745,7.472539
2013-04-05,7.4599867,7.4708443,7.4826765,7.4795876,7.4811273,7.466618,7.4763494
2013-04-07,7.487991,7.4771023,7.4657016,7.469458,7.470107,7.4688277,7.4826074
2013-04-08,7.483095,7.476516,7.476251,7.466884,7.4823055,7.4843283,7.4781904
2013-04-09,7.467816,7.472671,7.4719768,7.4710517,7.4551415,7.49214,7.4796443
2013-04-10,7.4799075,7.4706945,7.4808125,7.479952,7.478079,7.4804697,7.47923
2013-04-11,7.4744997,7.4643283,7.47174,7.4630594,7.480476,7.4800572,7.4803166
2013-04-12,7.484717,7.4814625,7.4861646,7.482997,7.4751477,7.4753537,7.480012
2013-04-14,7.472949,7.4849424,7.485276,7.4801407,7.484125,7.4617996,7.496078
2013-04-15,7.4587917,7.4648113,7.4817567,7.4793534,7.484685,7.445458,7.49315
2013-04-16,7.4669538,7.48017,7.4769826,7.487294,7.4806204,7.4668293,7.47414
2013-04-17,7.480693,7.493223,7.49731,7.4816856,7.486095,7.4835653,7.5083804
2013-04-18,7.467542,7.4717345,7.4755435,7.4979634,7.4829974,7.4717727,7.5106716
2013-04-19,7.4854407,7.4766965,7.48954,7.494653,7.4951286,7.4994645,7.5125437
2013-04-21,7.4856806,7.4768333,7.485381,7.5145855,7.4988694,7.4927955,7.516126
2013-04-22,7.4904294,7.490565,7.4985795,7.4958506,7.502877,7.4954185,7.507885
2013-04-23,7.4997816,7.514668,7.4981074,7.484739,7.5224314,7.502648,7.5149064
2013-04-24,7.50542,7.4816737,7.519865,7.490376,7.4783597,7.507035,7.5168476
2013-04-25,7.493739,7.4833727,7.517885,7.511082,7.5254836,7.514641,7.5153265
2013-04-26,7.4811506,7.507596,7.5103803,7.494923,7.4972925,7.5124784,7.5266
2013-04-28,7.51361,7.4906235,7.5053344,7.5036073,7.5154896,7.529184,7.5363836
2013-04-29,7.5027466,7.5108156,7.514733,7.5045967,7.5258102,7.5405593,7.5314603
2013-04-30,7.490474,7.5154448,7.514025,7.5317655,7.537249,7.528064,7.528496
2013-05-01,7.5217643,7.4939823,7.5370045,7.5259037,7.5308447,7.5335536,7.5333037
2013-05-02,7.518505,7.525639,7.526711,7.542037,7.5241203,7.528566,7.5282154
2013-05-03,7.5303636,7.5198145,7.5411043,7.533318,7.535488,7.539365,7.5513997
2013-05-05,7.529366,7.531774,7.536781,7.517364,7.539867,7.549557,7.561789
2013-05-06,7.536726,7.5252748,7.545296,7.5258183,7.572802,7.5696983,7.55299
2013-05-07,7.536369,7.532521,7.523266,7.5682116,7.543549,7.5546947,7.5567884
2013-05-08,7.532604,7.5322504,7.5456905,7.54938,7.566745,7.549128,7.558626
2013-05-09,7.5316553,7.560807,7.550052,7.5564933,7.5401287,7.5661664,7.5494757
2013-05-10,7.562094,7.551429,7.5625267,7.542156,7.562607,7.5564203,7.5611
2013-05-12,7.552269,7.5522785,7.5552297,7.565359,7.5715747,7.56174,7.549557
2013-05-13,7.5531654,7.56138,7.558798,7.5572786,7.5586815,7.5471025,7.552428
2013-05-14,7.562747,7.550993,7.551642,7.5401983,7.5652266,7.5729275,7.5674644
2013-05-15,7.5518117,7.5519414,7.5560417,7.5692463,7.5526404,7.553708,7.5592475
2013-05-16,7.5528126,7.5620656,7.5697684,7.5824947,7.5537906,7.546591,7.54915
2013-05-17,7.5634637,7.5505157,7.5806694,7.5692954,7.5660324,7.5683722,7.567983
2013-05-19,7.551312,7.551576,7.5584674,7.582721,7.5520697,7.5559144,7.5611963
2013-05-20,7.5524263,7.562825,7.547473,7.555945,7.5533476,7.574137,7.5475245
2013-05-21,7.564255,7.5499945,7.577559,7.5609465,7.5669107,7.552393,7.556248
2013-05-22,7.550765,7.551168,7.5534945,7.556112,7.5514402,7.595105,7.612803
2013-05-23,7.552,7.5636454,7.546594,7.549381,7.5528593,7.560334,7.5762253
2013-05-24,7.56511,7.549411,7.592175,7.5665784,7.5678644,7.5593524,7.5870953
2013-05-26,7.5501533,7.5507145,7.5266232,7.5656796,7.5630813,7.588886,7.5882945
2013-05-27,7.551519,7.564534,7.572397,7.5815063,7.606719,7.5909653,7.6036997
2013-05-28,7.5660305,7.5504074,7.560208,7.5798507,7.5940766,7.5857134,7.585421
2013-05-29,7.5558863,7.564431,7.573293,7.5747514,7.5908585,7.5795197,7.569506
2013-05-30,7.5499706,7.575138,7.5824623,7.598369,7.588727,7.5691423,7.6036406
2013-05-31,7.5647354,7.5694337,7.586602,7.5904303,7.587946,7.5955925,7.573278
2013-06-02,7.5888963,7.589485,7.588607,7.605974,7.5646114,7.5560403,7.5765357
2013-06-03,7.564659,7.593091,7.570703,7.599484,7.5936546,7.5659094,7.5940547
2013-06-04,7.581529,7.5893908,7.5560985,7.5724053,7.52883,7.590958,7.5543804
2013-06-05,7.586729,7.576156,7.5964136,7.5501394,7.592032,7.60653,7.566577
2013-06-06,7.5878205,7.597969,7.5989723,7.5591826,7.600767,7.567151,7.600429
2013-06-07,7.590281,7.5761094,7.5964804,7.5817423,7.598054,7.5724573,7.5908356
2013-06-09,7.587988,7.5987415,7.6068296,7.5967526,7.5769053,7.5826693,7.5949426
2013-06-10,7.546737,7.576125,7.5656176,7.572898,7.585339,7.6012487,7.5615454
2013-06-11,7.591554,7.5995264,7.6174707,7.570909,7.591906,7.6019254,7.578635
2013-06-12,7.580978,7.5903063,7.55809,7.589681,7.6017118,7.5827627,7.604721
2013-06-13,7.5982375,7.5732055,7.5720634,7.59197,7.6147184,7.5850887,7.605578
2013-06-14,7.592423,7.5822663,7.5989094,7.589815,7.599499,7.589545,7.605866
2013-06-16,7.588084,7.6010523,7.589221,7.6004124,7.5894976,7.604043,7.600366
2013-06-17,7.5899386,7.590457,7.599224,7.5894933,7.6014795,7.598833,7.583197
2013-06-18,7.593411,7.5959883,7.588913,7.6007314,7.6188455,7.604686,7.6298966
2013-06-19,7.596582,7.5844293,7.599534,7.5939045,7.593784,7.616178,7.6148376
2013-06-20,7.5820017,7.584952,7.5855093,7.5998116,7.6188993,7.632093,7.621769
2013-06-21,7.599382,7.578582,7.610681,7.5701485,7.6429467,7.602715,7.622246
2013-06-23,7.6022167,7.5773315,7.5880694,7.5979824,7.6520886,7.634049,7.642139
2013-06-24,7.5945935,7.5844707,7.5981193,7.6347847,7.6010823,7.616629,7.644945
2013-06-25,7.607653,7.585339,7.570622,7.615861,7.6204667,7.644963,7.6357956
2013-06-26,7.6384754,7.6314263,7.636828,7.6403265,7.6531262,7.665447,7.626389
2013-06-27,7.659693,7.616108,7.630183,7.625608,7.6575174,7.6326604,7.6291013
2013-06-28,7.6317635,7.641745,7.615801,7.6193314,7.654519,7.611272,7.6334805
2013-06-30,7.6040244,7.646018,7.62717,7.6441116,7.620111,7.665062,7.641302
2013-07-01,7.6440597,7.6242423,7.6408167,7.6315846,7.632253,7.644131,7.6640434
2013-07-02,7.6148143,7.632818,7.6321034,7.6478705,7.644472,7.6710124,7.679995
2013-07-03,7.6616516,7.6275373,7.646178,7.6651607,7.6698856,7.6640086,7.6834297
2013-07-04,7.623995,7.6553903,7.66349,7.6716747,7.6742,7.682117,7.696073
2013-07-05,7.6313906,7.647401,7.679402,7.6726537,7.6690993,7.682215,7.740662
2013-07-07,7.633317,7.666046,7.6534753,7.6727057,7.7104836,7.692325,7.8493376
2013-07-08,7.6579165,7.6929817,7.7011585,7.665168,7.6834803,7.8444915,7.8774195
2013-07-09,7.68129,7.6873736,7.6895833,7.748586,7.8383102,7.888895,7.8786063
2013-07-10,7.667632,7.672675,7.7041616,7.8503947,7.8902826,7.891126,7.9093027
2013-07-11,7.671094,7.716555,7.84004,7.87135,7.8885007,7.895141,7.897551
2013-07-12,7.7035685,7.8569255,7.8751736,7.8874207,7.897618,7.895099,7.8849416
2013-07-14,7.8556457,7.884599,7.880875,7.9084315,7.895462,7.8950567,7.883989
2013-07-15,7.8725214,7.896752,7.900848,7.8950806,7.8955517,7.895013,7.8988333
2013-07-16,7.8928194,7.9094696,7.890659,7.893256,7.891694,7.894968,7.894814
2013-07-17,7.892452,7.883339,7.8929453,7.886541,7.8947086,7.894921,7.8827252
2013-07-18,7.8890967,7.916693,7.904126,7.8968606,7.8883214,7.894873,7.9001613
2013-07-19,7.895427,7.891212,7.8864837,7.9121413,7.874568,7.8948245,7.8894978
2013-07-21,7.881396,7.9045343,7.908259,7.8966374,7.8974724,7.8947716,7.908142
2013-07-22,7.897159,7.900479,7.9039407,7.9019675,7.875679,7.8947163,7.886292
2013-07-23,7.892354,7.917161,7.886622,7.8949213,7.9142404,7.9264507,7.8947463
2013-07-24,7.908158,7.8739333,7.908363,7.903424,7.879626,7.869683,7.8935966
2013-07-25,7.892249,7.8925796,7.891403,7.891842,7.9094496,7.8945966,7.889033
2013-07-26,7.895983,7.9122677,7.8785477,7.9115443,7.9026594,7.902084,7.893106
2013-07-28,7.878482,7.8874736,7.9022017,7.880943,7.903804,7.891498,7.8873262
2013-07-29,7.8981347,7.9056582,7.893762,7.8857756,7.877217,7.8915234,7.8938046
2013-07-30,7.8959374,7.892102,7.9041166,7.897665,7.8955812,7.8915534,7.8914022
2013-07-31,7.8807917,7.894178,7.8712997,7.9133697,7.8866277,7.8899164,7.894762
2013-08-01,7.8975673,7.9130306,7.9028215,7.8766155,7.8727098,7.8803754,7.882881
2013-08-02,7.8924675,7.882459,7.8893046,7.8897467,7.8796678,7.8976674,7.895376
2013-08-04,7.909156,7.8927674,7.894884,7.880765,7.8975306,7.8840976,7.8620944
2013-08-05,7.9046607,7.890021,7.8853827,7.879276,7.877451,7.8723764,7.886736
2013-08-06,7.8708177,7.895561,7.8604307,7.879929,7.878202,7.8783526,7.8815975
2013-08-07,7.8993635,7.8751564,7.8994718,7.8977685,7.901064,7.875982,7.8729544
2013-08-08,7.8944907,7.8776865,7.866304,7.899418,7.862006,7.8761315,7.8666263
2013-08-09,7.852483,7.890052,7.8785872,7.887618,7.8890095,7.8893824,7.8642044
2013-08-11,7.877143,7.8679733,7.875718,7.8853145,7.8815484,7.864195,7.851186
2013-08-12,7.885466,7.865905,7.879563,7.87133,7.849737,7.861218,7.877716
2013-08-13,7.884794,7.847217,7.862948,7.860899,7.8617673,7.8821006,7.857827
2013-08-14,7.8819885,7.8651624,7.8785214,7.8631854,7.8725843,7.8614902,7.854533
2013-08-15,7.86393,7.867064,7.863689,7.8501773,7.872715,7.869352,7.8790426
2013-08-16,7.859062,7.8618875,7.865903,7.860705,7.8645515,7.8718224,7.8587074
2013-08-18,7.865784,7.8644137,7.8721123,7.8797274,7.867696,7.8543463,7.8673697
2013-08-19,7.8582406,7.858713,7.876299,7.8705626,7.8784747,7.868109,7.8948503
2013-08-20,7.8821177,7.8619413,7.87106,7.860356,7.8603306,7.8688912,7.8650503
2013-08-21,7.86697,7.8647547,7.875067,7.8497734,7.864116,7.870512,7.8628306
2013-08-22,7.8821588,7.8584075,7.8450603,7.868643,7.8515725,7.870965,7.870812
2013-08-23,7.8576756,7.8620067,7.856937,7.8734503,7.873835,7.8513923,7.8423204
2013-08-25,7.866549,7.865137,7.8513417,7.8631053,7.848891,7.8672476,7.8624024
2013-08-26,7.8661213,7.865661,7.8649545,7.853097,7.8604927,7.851806,7.860362
2013-08-27,7.8729434,7.895451,7.8566847,7.8651695,7.8646126,7.8664584,7.869138
2013-08-28,7.8575487,7.86213,7.869566,7.8791842,7.8757434,7.8761415,7.8745923
2013-08-29,7.847726,7.853349,7.8756356,7.8514805,7.8608184,7.882435,7.874093
2013-08-30,7.853376,7.854311,7.871645,7.875467,7.881764,7.8711376,7.8861237
2013-09-01,7.8605137,7.8610783,7.857777,7.890201,7.873197,7.889699,7.896645
2013-09-02,7.8761535,7.8533707,7.8792305,7.880647,7.8826165,7.884744,7.8829947
2013-09-03,7.853321,7.8720913,7.880328,7.885893,7.8949213,7.890637,7.9042244
2013-09-04,7.876338,7.8771343,7.883391,7.8972926,7.896392,7.8841004,7.9072323
2013-09-05,7.8782983,7.8796644,7.8910837,7.8904934,7.909362,7.9029784,7.897825
2013-09-06,7.88039,7.890798,7.8772635,7.8889275,7.910684,7.8957376,7.9375396
2013-09-08,7.8853173,7.889143,7.880694,7.8926697,7.8916035,7.89955,7.9148784
2013-09-09,7.8903117,7.887045,7.9024534,7.8945827,7.8973756,7.893267,7.967299
2013-09-10,7.8855677,7.8994684,7.8877125,7.8887205,7.894018,7.8968844,7.9459925
2013-09-11,7.890042,7.8861375,7.899327,7.895762,7.8959303,7.895507,7.9214344
2013-09-12,7.8993273,7.8980007,7.888282,7.893962,7.9192104,7.904023,7.9684176
2013-09-13,7.905099,7.8999243,7.895771,7.9007897,7.8830123,7.9196444,7.8921714
2013-09-15,7.8941855,7.8851466,7.906239,7.9009895,7.943539,7.896475,7.9015565
2013-09-16,7.905967,7.9037523,7.931522,7.9067955,7.906127,7.9055624,7.954027
2013-09-17,7.8883305,7.937419,7.944872,7.8925076,7.88061,7.9624243,7.9776597
2013-09-18,7.8963337,7.9486437,8.003887,7.9011097,7.9470387,7.978709,7.980705
2013-09-19,7.8880863,7.9686127,7.8864174,7.94384,7.9777784,7.981343,7.9947543
2013-09-20,7.974069,7.89538,7.9662843,7.98329,7.9755135,8.00267,7.990446
2013-09-22,7.9832973,7.969478,7.966959,7.9954195,7.993926,7.978332,7.9892516
2013-09-23,7.96403,7.962482,7.998685,7.981194,8.01744,7.9990063,8.014493
2013-09-24,7.975607,7.983083,8.004691,8.023202,7.992683,8.017675,8.009788
2013-09-25,7.986223,8.000622,7.995426,7.969136,7.992635,8.025558,8.035929
2013-09-26,7.9921675,8.013925,8.015509,7.993769,7.997305,8.018466,8.027465
2013-09-27,7.989525,8.00685,7.9963,8.013314,8.033529,8.003171,8.018318
2013-09-29,7.9894257,8.022392,8.0100565,8.018476,8.035597,8.001034,8.031081
2013-09-30,7.98098,8.006865,8.014652,8.007294,8.053284,8.030246,8.027042
2013-10-01,8.008755,8.024645,8.0256,8.020795,8.02441,8.035246,8.029648
2013-10-02,8.013821,8.035249,8.033142,8.034235,8.053776,8.051063,8.031877
2013-10-03,8.0389,8.038322,8.030026,8.041518,8.054169,8.035085,8.02093
2013-10-04,8.020662,8.021241,8.033863,8.046813,8.019728,8.022983,8.034201
2013-10-06,8.015501,8.035251,8.022427,8.014787,8.025717,8.025591,8.01262
2013-10-07,8.021476,8.039852,8.010079,8.019613,8.027514,8.0269,8.0303755
2013-10-08,8.028967,8.036784,8.0319395,8.033437,8.031153,8.038911,8.047806
2013-10-09,8.05259,8.049494,8.033584,8.035054,8.05471,8.028733,8.050402
2013-10-10,8.063991,8.022859,8.047322,8.050289,8.005682,8.029928,8.033639
2013-10-11,8.034576,8.0260725,8.056756,8.024502,8.050566,8.036417,8.088386
2013-10-13,8.052494,8.046063,8.053377,8.023129,8.061784,8.06207,8.139727
2013-10-14,8.049108,8.036346,8.026241,8.0488405,8.07596,8.079057,8.025057
2013-10-15,8.015117,8.04894,8.040085,8.046916,8.056494,8.103269,8.090076
2013-10-16,8.05339,8.028195,8.092084,8.096972,8.086701,8.108847,8.064264
2013-10-17,8.02958,8.068947,8.069669,8.084432,8.103222,8.10358,8.085174
2013-10-18,8.012671,7.9634852,8.1247015,8.086597,7.979913,8.0644045,8.084528
2013-10-20,8.078347,8.009928,8.097877,8.08561,8.107547,8.098447,8.080666
2013-10-21,8.05519,8.09774,8.088212,8.078419,8.097554,8.100196,8.103084
2013-10-22,8.073094,8.061139,8.080584,8.107236,8.086344,8.082801,8.101489
2013-10-23,8.085917,8.103476,8.099518,8.103711,8.106642,8.106408,8.114068
2013-10-24,8.115996,8.0841255,8.085948,8.112153,8.111965,8.080358,8.080982
2013-10-25,8.08998,8.093169,8.106703,8.092315,8.154019,8.112129,8.11044
2013-10-27,8.091462,8.112032,8.125593,8.106185,8.107208,8.113719,8.113353
2013-10-28,8.123694,8.110056,8.119689,8.088624,8.11506,8.11003,8.119335
2013-10-29,8.105813,8.129292,8.098605,8.101396,8.111323,8.10767,8.129282
2013-10-30,8.11367,8.084075,8.107212,8.107562,8.10685,8.142045,8.101663
2013-10-31,8.123791,8.105319,8.114418,8.116676,8.115334,8.117475,8.111438
2013-11-01,8.046471,8.115366,8.110914,8.128131,8.111257,8.112903,8.106791
2013-11-03,8.115161,8.125116,8.128996,8.107432,8.106386,8.108441,8.111948
2013-11-04,8.126706,8.107647,8.111495,8.115544,8.115602,8.104888,8.11428
2013-11-05,8.112088,8.129131,8.1137905,8.105282,8.115006,8.094299,8.105007
2013-11-06,8.108193,8.120544,8.116158,8.107491,8.10564,8.1228285,8.123872
2013-11-07,8.112194,8.104303,8.088863,8.113387,8.129478,8.12,8.130397
2013-11-08,8.108006,8.1184635,8.113661,8.098124,8.101169,8.1342125,8.12246
2013-11-10,8.1091175,8.129595,8.101291,8.110235,8.114957,8.1221,8.101072
2013-11-11,8.112847,8.10887,8.122629,8.115444,8.119327,8.118209,8.118082
2013-11-12,8.125448,8.11116,8.096252,8.1235485,8.117058,8.109184,8.11754
2013-11-13,8.124432,8.112311,8.099302,8.119313,8.110054,8.118669,8.108053
2013-11-14,8.106551,8.115237,8.1026535,8.106607,8.107599,8.122717,8.120419
2013-11-15,8.117498,8.116522,8.123233,8.109617,8.126039,8.112323,8.137472
2013-11-17,8.124569,8.123806,8.114752,8.129717,8.137075,8.136697,8.133109
2013-11-18,8.125099,8.118789,8.126188,8.127149,8.142634,8.163056,8.131161
2013-11-19,8.116613,8.138564,8.1376095,8.131664,8.09648,8.100233,8.130566
2013-11-20,8.128556,8.116248,8.145519,8.118713,8.126177,8.130806,8.119413
2013-11-21,8.131325,8.1291895,8.118838,8.123486,8.143177,8.126989,8.139936
2013-11-22,8.136225,8.147666,8.13018,8.150487,8.137948,8.1339245,8.144366
2013-11-24,8.099336,8.121697,8.1160145,8.137211,8.129942,8.140041,8.145353
2013-11-25,8.135725,8.136764,8.129783,8.139511,8.137458,8.143201,8.184244
2013-11-26,8.12634,8.137598,8.134529,8.140996,8.14383,8.178445,8.217513
2013-11-27,8.136884,8.126905,8.137893,8.154493,8.176909,8.1946335,8.23861
2013-11-28,8.1360235,8.133101,8.143281,8.179039,8.203328,8.206326,8.232391
2013-11-29,8.1320095,8.170542,8.180098,8.210906,8.222059,8.231587,8.230591
2013-12-01,8.148622,8.182885,8.205302,8.208913,8.214913,8.252975,8.227095
2013-12-02,8.178706,8.212122,8.220191,8.241703,8.252374,8.253456,8.230759
2013-12-03,8.203307,8.222754,8.208309,8.22282,8.246254,8.234584,8.248157
2013-12-04,8.21781,8.221759,8.238646,8.21769,8.236171,8.243026,8.252534
2013-12-05,8.22788,8.224387,8.192787,8.232313,8.244026,8.24957,8.253813
2013-12-06,8.221857,8.207455,8.241405,8.247328,8.245085,8.255936,8.254373
2013-12-08,8.234342,8.230508,8.231599,8.247836,8.253813,8.253659,8.268876
2013-12-09,8.222114,8.2360525,8.245061,8.259267,8.261653,8.253867,8.270999
2013-12-10,8.242923,8.242412,8.25842,8.2481,8.262423,8.264477,8.281654
2013-12-11,8.243571,8.254985,8.261606,8.2587595,8.265332,8.27295,8.28799
2013-12-12,8.252458,8.249397,8.2666855,8.269422,8.274178,8.279463,8.279911
2013-12-13,8.258688,8.269515,8.264832,8.283319,8.283902,8.293516,8.323499
2013-12-15,8.262664,8.2589035,8.280539,8.296245,8.292174,8.30187,8.304142
2013-12-16,8.276375,8.296424,8.280027,8.290968,8.300921,8.294479,8.29867
2013-12-17,8.279593,8.283756,8.299055,8.296588,8.297505,8.317966,8.326599
2013-12-18,8.293247,8.291029,8.307134,8.305807,8.298988,8.326467,8.33805
2013-12-19,8.294194,8.296773,8.31567,8.312386,8.318237,8.335217,8.320991
2013-12-20,8.318047,8.30584,8.315566,8.327849,8.327176,8.314586,8.322217
