,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK,EURNOK
2011-12-28,7.7655406,7.769425,7.780757,7.820303,7.7649035,7.767338,7.771424
2011-12-29,7.7801275,7.760116,7.757174,7.788367,7.7749963,7.7661104,7.7788463
2011-12-30,7.783716,7.7784414,7.7903748,7.7532325,7.769537,7.7684193,7.7595606
2012-01-02,7.7882547,7.772829,7.7779984,7.757296,7.7656174,7.7780995,7.7378774
2012-01-03,7.779635,7.7758865,7.7710333,7.7657065,7.7564044,7.7626157,7.749084
2012-01-04,7.785864,7.766376,7.750539,7.750237,7.763527,7.76017,7.740357
2012-01-05,7.7535067,7.767749,7.7478213,7.772524,7.7524395,7.7451453,7.744794
2012-01-06,7.7517962,7.759857,7.7534604,7.7515817,7.735486,7.7492857,7.733202
2012-01-08,7.7619896,7.7571487,7.751119,7.750792,7.753367,7.727956,7.732301
2012-01-09,7.7584224,7.756829,7.7567225,7.7459364,7.735683,7.7388,7.7141566
2012-01-10,7.7396145,7.744148,7.730004,7.7304645,7.7340665,7.730038,7.723383
2012-01-11,7.747768,7.7291636,7.738865,7.7406774,7.7149897,7.7270412,7.72166
2012-01-12,7.736649,7.7484007,7.731888,7.764464,7.7260447,7.710216,7.7234488
2012-01-13,7.7481565,7.739398,7.749947,7.7240586,7.7215157,7.7098684,7.7063336
2012-01-15,7.756658,7.7269583,7.7266345,7.698298,7.7038894,7.7135606,7.708745
2012-01-16,7.7141485,7.729802,7.711587,7.7164307,7.716739,7.708114,7.7065864
2012-01-17,7.723309,7.716208,7.7130446,7.698992,7.7036834,7.723033,7.724982
2012-01-18,7.7352333,7.720546,7.7304583,7.700055,7.705847,7.674064,7.6877255
2012-01-19,7.7303495,7.7223325,7.7059236,7.6963587,7.6905465,7.701527,7.699055
2012-01-20,7.702219,7.7163997,7.6872177,7.696569,7.6867504,7.706961,7.712522
2012-01-22,7.708022,7.7091193,7.709303,7.693752,7.6923275,7.673295,7.6894836
2012-01-23,7.7139935,7.7004747,7.7256494,7.685884,7.707868,7.694153,7.7074614
2012-01-24,7.7076197,7.6916294,7.7200975,7.6889987,7.670381,7.701612,7.685877
2012-01-25,7.697151,7.7024927,7.7127986,7.7091465,7.6801763,7.680929,7.6872606
2012-01-26,7.692834,7.70269,7.6922994,7.7010083,7.676725,7.6923013,7.679128
2012-01-27,7.7107453,7.6952763,7.6881824,7.7068615,7.678999,7.7273197,7.6738763
2012-01-29,7.704695,7.704627,7.6946616,7.6925898,7.662234,7.680135,7.7089124
2012-01-30,7.6963043,7.6885867,7.6702223,7.6525927,7.693012,7.7298493,7.6410418
2012-01-31,7.6865363,7.6656365,7.717929,7.6644588,7.6953583,7.652414,7.6892457
2012-02-01,7.6843266,7.663028,7.688696,7.7037983,7.6448097,7.69583,7.686729
2012-02-02,7.673993,7.673332,7.6773133,7.680938,7.670452,7.641422,7.679831
2012-02-03,7.675139,7.710835,7.664005,7.668301,7.695433,7.652887,7.673983
2012-02-05,7.6818233,7.686685,7.6739583,7.662718,7.650814,7.675066,7.658067
2012-02-06,7.675157,7.6709647,7.6791983,7.656004,7.6554627,7.6420484,7.6406837
2012-02-07,7.6623125,7.685911,7.670357,7.652938,7.648169,7.666687,7.6841764
2012-02-08,7.676538,7.6598105,7.6830893,7.6718388,7.660795,7.684515,7.6484804
2012-02-09,7.655052,7.658693,7.663741,7.657524,7.6710577,7.6467013,7.6683373
2012-02-10,7.687261,7.678897,7.6600814,7.6810865,7.643146,7.6720643,7.6573734
2012-02-12,7.652623,7.662054,7.643595,7.6498833,7.6444864,7.642268,7.6503
2012-02-13,7.675006,7.655044,7.67117,7.6667295,7.645022,7.673735,7.664832
2012-02-14,7.6510353,7.6767535,7.6692705,7.671367,7.631134,7.6509376,7.6708164
2012-02-15,7.6415815,7.6345496,7.638839,7.6394405,7.6334243,7.6655006,7.6410184
2012-02-16,7.6653314,7.6609507,7.6361794,7.6363,7.6694,7.643637,7.648774
2012-02-17,7.6667356,7.6615257,7.667801,7.6406,7.6546764,7.6391826,7.6596985
2012-02-19,7.6398945,7.650751,7.6737103,7.6482043,7.6551695,7.648605,7.653622
2012-02-20,7.657891,7.64373,7.6608195,7.6552978,7.638384,7.648265,7.628475
2012-02-21,7.6594863,7.6382494,7.6473703,7.6528587,7.645315,7.6456733,7.6368885
2012-02-22,7.6656103,7.646001,7.6444073,7.6517153,7.643975,7.638371,7.6346292
2012-02-23,7.6451817,7.6382732,7.651071,7.6446767,7.626467,7.6330447,7.635817
2012-02-24,7.644868,7.623922,7.6402617,7.629284,7.6327186,7.637071,7.619151
2012-02-26,7.6408644,7.6299615,7.6334434,7.643892,7.627841,7.620494,7.6155586
2012-02-27,7.6468773,7.6423492,7.6311316,7.6291146,7.6252174,7.616399,7.6140304
2012-02-28,7.6308236,7.63488,7.63589,7.6147313,7.6259317,7.614367,7.5827436
2012-02-29,7.6435313,7.63608,7.619205,7.612246,7.609667,7.585354,7.557943
2012-03-01,7.6314383,7.6243706,7.6134267,7.613515,7.5722375,7.559381,7.5389314
2012-03-02,7.628708,7.6186676,7.612575,7.573876,7.5607243,7.5471606,7.543503
2012-03-04,7.6134667,7.6097636,7.585855,7.563164,7.5471883,7.5393972,7.5316806
2012-03-05,7.6141925,7.5922246,7.561633,7.541548,7.532438,7.5233645,7.5202265
2012-03-06,7.582031,7.551819,7.5389967,7.5355167,7.523315,7.519368,7.504532
2012-03-07,7.556645,7.5358047,7.5367346,7.5243306,7.5221763,7.5050836,7.5101237
2012-03-08,7.5585413,7.5336475,7.5381446,7.5175467,7.507234,7.5107803,7.515651
2012-03-09,7.5307794,7.533886,7.521708,7.544114,7.4980764,7.530272,7.4983716
2012-03-11,7.521535,7.5215425,7.512468,7.509522,7.501261,7.5042377,7.5040708
2012-03-12,7.5198393,7.5365224,7.5106683,7.501239,7.5224295,7.514524,7.514493
2012-03-13,7.5116525,7.521377,7.501512,7.521728,7.5061607,7.5149126,7.49956
2012-03-14,7.501672,7.490938,7.5020294,7.4971347,7.500665,7.5091505,7.514992
2012-03-15,7.4936304,7.512299,7.521695,7.5056863,7.481593,7.4983196,7.5037227
2012-03-16,7.5010324,7.49031,7.481676,7.49376,7.493058,7.476733,7.5118604
2012-03-18,7.5129633,7.5124273,7.522562,7.4997234,7.50763,7.51418,7.507516
2012-03-19,7.4968996,7.489701,7.5045576,7.517005,7.492294,7.494311,7.5083027
2012-03-20,7.5017548,7.516829,7.4999933,7.547482,7.4995275,7.5083723,7.492284
2012-03-21,7.4991274,7.521489,7.500756,7.5092883,7.4844775,7.4883437,7.496522
2012-03-22,7.5035467,7.5098977,7.5020547,7.4942904,7.4947767,7.524875,7.4700155
2012-03-23,7.502893,7.4781585,7.497003,7.489429,7.502996,7.5167375,7.5136614
2012-03-25,7.499304,7.5002112,7.5003414,7.5043063,7.492645,7.507853,7.5187674
2012-03-26,7.5042534,7.498973,7.5267577,7.506143,7.502242,7.4926014,7.5212607
2012-03-27,7.490876,7.477414,7.492093,7.501908,7.4923024,7.5038347,7.50226
2012-03-28,7.515178,7.526348,7.526402,7.487797,7.5085917,7.509051,7.5102296
2012-03-29,7.4903016,7.507001,7.51381,7.4857316,7.4836464,7.5049095,7.5346847
2012-03-30,7.515147,7.5039005,7.486624,7.4913926,7.5119724,7.522149,7.5362325
2012-04-01,7.489717,7.5076222,7.503684,7.543861,7.5289536,7.5248647,7.5464945
2012-04-02,7.528633,7.5059047,7.505963,7.524764,7.5438924,7.5472775,7.55724
2012-04-03,7.5244083,7.5052156,7.5146127,7.5333114,7.5540257,7.5615606,7.558069
2012-04-04,7.534536,7.523633,7.5387297,7.5567145,7.572585,7.54301,7.567604
2012-04-05,7.5267615,7.5386963,7.53968,7.562214,7.5605903,7.5693765,7.5527277
2012-04-08,7.53581,7.547312,7.565755,7.5523095,7.568224,7.559972,7.5816226
2012-04-09,7.5430536,7.538411,7.529766,7.568004,7.5465965,7.5591125,7.59359
2012-04-10,7.535594,7.549781,7.5584197,7.552131,7.573825,7.572865,7.5520635
2012-04-11,7.5567927,7.5640125,7.5582886,7.5578184,7.568506,7.559562,7.575475
2012-04-12,7.558129,7.544583,7.575918,7.584461,7.572626,7.5873804,7.6007414
2012-04-13,7.549577,7.5435863,7.556131,7.566917,7.5632844,7.5593333,7.5881104
2012-04-15,7.571988,7.5695157,7.5866833,7.547603,7.5653176,7.567563,7.575737
2012-04-16,7.5786085,7.577954,7.562895,7.5743775,7.560593,7.579758,7.574274
2012-04-17,7.5972214,7.5977917,7.5674043,7.551324,7.581291,7.5881205,7.564503
2012-04-18,7.565274,7.607443,7.5570827,7.5522504,7.557911,7.556089,7.587207
2012-04-19,7.56437,7.5722265,7.568183,7.585545,7.5971804,7.595673,7.585768
2012-04-20,7.5889354,7.557353,7.5840883,7.555526,7.5530066,7.577877,7.5642653
2012-04-22,7.5516496,7.5710964,7.601568,7.55932,7.605747,7.595902,7.594431
2012-04-23,7.578704,7.566466,7.554622,7.570468,7.568025,7.5771375,7.560815
2012-04-24,7.607736,7.6135263,7.547519,7.58556,7.577944,7.577651,7.5789204
2012-04-25,7.5749173,7.6102133,7.6036763,7.5684795,7.5788846,7.5736923,7.576135
2012-04-26,7.5520973,7.5597477,7.5884686,7.5794754,7.5796103,7.5730515,7.577531
2012-04-27,7.557798,7.562362,7.5778637,7.5788736,7.579248,7.58549,7.5788794
2012-04-29,7.5787597,7.5760484,7.5742054,7.578169,7.5935555,7.577473,7.570041
2012-04-30,7.566228,7.5808873,7.5818257,7.5884876,7.572445,7.5774527,7.575943
2012-05-01,7.581008,7.5809116,7.5726104,7.5889235,7.571627,7.5725703,7.573147
2012-05-02,7.5774317,7.580936,7.5496154,7.57795,7.575806,7.5749445,7.5845504
2012-05-03,7.5833893,7.5809627,7.5871444,7.576181,7.5948734,7.584124,7.594077
2012-05-04,7.5748606,7.5759473,7.5685534,7.589465,7.588842,7.5511427,7.5739822
2012-05-06,7.574855,7.604393,7.5638256,7.579082,7.5768948,7.578548,7.574609
2012-05-07,7.572258,7.5912185,7.5788765,7.5764966,7.5739655,7.5821424,7.5579343
2012-05-08,7.552029,7.6138153,7.5537567,7.556286,7.5831013,7.5697494,7.5569434
2012-05-09,7.589152,7.576084,7.5551167,7.557225,7.5834737,7.5624266,7.554329
2012-05-10,7.5862765,7.565639,7.5786915,7.546203,7.574231,7.563053,7.5624866
2012-05-11,7.5468416,7.5792923,7.552817,7.581183,7.549281,7.5756507,7.573963
2012-05-13,7.5781755,7.58201,7.5699263,7.5769863,7.5825343,7.5505595,7.579999
2012-05-14,7.564016,7.5741506,7.5797806,7.5525355,7.556073,7.568061,7.570387
2012-05-15,7.585436,7.5440793,7.5683336,7.5710306,7.570022,7.5651603,7.5673723
2012-05-16,7.576587,7.570125,7.5830913,7.5572696,7.576211,7.5745707,7.567581
2012-05-17,7.5517,7.5660295,7.587245,7.566581,7.5730286,7.576276,7.573594
2012-05-18,7.572845,7.574078,7.58146,7.5770082,7.5635085,7.582538,7.572226
2012-05-20,7.551863,7.5759892,7.581659,7.5623465,7.5704575,7.5631337,7.5787096
2012-05-21,7.5633717,7.577647,7.576108,7.5675554,7.5531573,7.5732975,7.569581
2012-05-22,7.564352,7.569406,7.568214,7.559067,7.5763574,7.572902,7.56563
2012-05-23,7.592196,7.5614023,7.5879703,7.574827,7.571574,7.562303,7.581016
2012-05-24,7.5660596,7.5815067,7.5745716,7.5548415,7.571774,7.548463,7.564373
2012-05-25,7.5650253,7.5771837,7.562231,7.567033,7.575541,7.5606875,7.5736456
2012-05-27,7.560235,7.5695252,7.5480022,7.585472,7.568811,7.5731883,7.5684457
2012-05-28,7.56595,7.5702543,7.568779,7.563552,7.568208,7.5718074,7.570305
2012-05-29,7.5817432,7.5765467,7.586281,7.5648804,7.5627084,7.5689993,7.5693784
2012-05-30,7.5631227,7.5645337,7.5812764,7.569257,7.5742383,7.569284,7.5704985
2012-05-31,7.557057,7.5679917,7.581219,7.568459,7.5760417,7.583871,7.5653687
2012-06-01,7.569587,7.5683765,7.5627775,7.5725965,7.5589805,7.5785747,7.59589
2012-06-03,7.563086,7.564769,7.56444,7.576379,7.5781245,7.5794787,7.595521
2012-06-04,7.578134,7.5825634,7.58109,7.5661287,7.5953536,7.572714,7.5976677
2012-06-05,7.5688777,7.5749855,7.5629478,7.5996346,7.58078,7.577076,7.5773363
2012-06-06,7.563872,7.5647116,7.576614,7.5634055,7.5796013,7.5817237,7.575485
2012-06-07,7.575845,7.5761533,7.565197,7.575286,7.576211,7.5807295,7.5814724
2012-06-08,7.5720444,7.5797267,7.5824995,7.5875883,7.578766,7.5667233,7.566983
2012-06-10,7.6005664,7.578255,7.5800905,7.5797386,7.581634,7.57775,7.576769
2012-06-11,7.592739,7.6096277,7.5639997,7.5892735,7.5661883,7.5685873,7.567461
2012-06-12,7.555632,7.5862765,7.578996,7.5730343,7.5572906,7.5701156,7.579408
2012-06-13,7.584648,7.5720186,7.5711236,7.5787477,7.561694,7.566616,7.5696225
2012-06-14,7.5677323,7.5706015,7.584989,7.5696173,7.576402,7.5616007,7.563947
2012-06-15,7.5745916,7.579151,7.578281,7.5752926,7.554115,7.5674815,7.562386
2012-06-17,7.5709257,7.5839424,7.591159,7.559403,7.5701947,7.558391,7.5711074
2012-06-18,7.578926,7.564059,7.5706387,7.585012,7.557949,7.56311,7.5582404
2012-06-19,7.558482,7.5634546,7.5545816,7.551424,7.560555,7.563307,7.5577207
2012-06-20,7.568683,7.556179,7.567434,7.57603,7.5593586,7.5481334,7.5608807
2012-06-21,7.564475,7.5764427,7.5770125,7.559361,7.5534353,7.5495005,7.5529914
2012-06-22,7.5631933,7.5724263,7.5613337,7.5497365,7.546623,7.545747,7.5471134
2012-06-24,7.575559,7.555519,7.550781,7.552555,7.553846,7.539117,7.5462003
2012-06-25,7.559206,7.548022,7.5548663,7.552011,7.542104,7.543284,7.549203
2012-06-26,7.5471992,7.558955,7.556544,7.542365,7.538453,7.531431,7.527517
2012-06-27,7.543808,7.537424,7.547618,7.5317636,7.5268273,7.5242805,7.5431323
2012-06-28,7.5379276,7.5460167,7.5407734,7.5438576,7.553197,7.504719,7.5319204
2012-06-29,7.5400662,7.5510206,7.5708227,7.5342517,7.5379753,7.5208817,7.535963
2012-07-01,7.5394354,7.5403757,7.5019655,7.5151286,7.524131,7.534045,7.519989
2012-07-02,7.54399,7.542702,7.538582,7.5460835,7.5267916,7.5171585,7.530657
2012-07-03,7.544845,7.534392,7.5464115,7.535239,7.5391793,7.521977,7.539364
2012-07-04,7.5353603,7.5238304,7.5267963,7.520138,7.5460587,7.5246205,7.5270495
2012-07-05,7.5326414,7.526461,7.544924,7.537013,7.515689,7.5189824,7.5082774
2012-07-06,7.531114,7.5446343,7.532501,7.536614,7.5167117,7.5193686,7.517015
2012-07-08,7.5492053,7.5198526,7.5395036,7.5160728,7.5192685,7.526049,7.516984
2012-07-09,7.540502,7.534294,7.5262794,7.5698724,7.516673,7.526165,7.51637
2012-07-10,7.560911,7.5614333,7.52999,7.5241075,7.5120864,7.515538,7.5121393
2012-07-11,7.516532,7.5351214,7.5191126,7.5128465,7.525045,7.504698,7.518758
2012-07-12,7.525342,7.513574,7.523532,7.501366,7.5164022,7.5157065,7.503433
2012-07-13,7.5298443,7.521675,7.4976897,7.5141296,7.5269856,7.511386,7.507261
2012-07-15,7.519384,7.510862,7.5211163,7.523802,7.497194,7.52295,7.5183506
2012-07-16,7.5310974,7.5145183,7.5125747,7.515569,7.513155,7.498712,7.5048995
2012-07-17,7.5129504,7.5148325,7.505951,7.5034494,7.5068345,7.5069404,7.516318
2012-07-18,7.5423803,7.5087056,7.492561,7.5125437,7.5098424,7.5001974,7.4836698
2012-07-19,7.514624,7.5084434,7.5032954,7.5119376,7.497579,7.5094495,7.496561
2012-07-20,7.508047,7.496308,7.503333,7.499545,7.508432,7.49468,7.497569
2012-07-22,7.507408,7.519968,7.501871,7.4910045,7.5025973,7.4853764,7.492374
2012-07-23,7.5102925,7.496563,7.495164,7.4858346,7.4959717,7.492439,7.487365
2012-07-24,7.5079722,7.4777675,7.498235,7.5006733,7.493643,7.4909816,7.494439
2012-07-25,7.507034,7.4992533,7.495975,7.4960055,7.482849,7.481953,7.47836
2012-07-26,7.501011,7.5079303,7.4892693,7.4834595,7.4901958,7.487781,7.489381
2012-07-27,7.491867,7.4753323,7.491431,7.485872,7.472317,7.48949,7.4833374
2012-07-29,7.48712,7.486909,7.490686,7.477802,7.4739347,7.494081,7.4900146
2012-07-30,7.491588,7.483806,7.497063,7.468083,7.4913397,7.493427,7.460637
2012-07-31,7.470259,7.482264,7.4716554,7.4758015,7.473073,7.480217,7.4625673
2012-08-01,7.4887815,7.494546,7.484505,7.4769235,7.473821,7.469602,7.4605
2012-08-02,7.4757266,7.4757175,7.478198,7.478968,7.4668355,7.443943,7.456541
2012-08-03,7.4922814,7.479276,7.480022,7.455194,7.4667373,7.460615,7.4567847
2012-08-05,7.4637384,7.4692183,7.442093,7.471915,7.453181,7.454359,7.4496784
2012-08-06,7.4685063,7.467533,7.4670725,7.4548016,7.4622965,7.452822,7.4464436
2012-08-07,7.459501,7.4529166,7.457353,7.4578757,7.4333134,7.4458027,7.430033
2012-08-08,7.453684,7.4580874,7.473434,7.4525666,7.4481525,7.429944,7.4238205
2012-08-09,7.461233,7.4526343,7.4512115,7.4532275,7.4325843,7.4073844,7.415678
2012-08-10,7.456263,7.4475374,7.4534073,7.4325705,7.427404,7.419104,7.409647
2012-08-12,7.455599,7.451318,7.4358616,7.422266,7.414969,7.4091654,7.401877
2012-08-13,7.4545827,7.4303775,7.431053,7.4150834,7.402194,7.3869915,7.399057
2012-08-14,7.4392743,7.414767,7.4175196,7.409243,7.398904,7.401181,7.389723
2012-08-15,7.4206867,7.4117026,7.423254,7.411861,7.394725,7.3944983,7.3676553
2012-08-16,7.41057,7.409893,7.3925834,7.400209,7.393479,7.390104,7.3781114
2012-08-17,7.4156885,7.3969483,7.4062862,7.3891225,7.3824797,7.41061,7.390431
2012-08-19,7.417863,7.3927865,7.3993044,7.383042,7.3650446,7.3793716,7.392919
2012-08-20,7.390277,7.394513,7.3835387,7.3539977,7.3694882,7.3564086,7.349929
2012-08-21,7.381275,7.3720293,7.3725595,7.4073267,7.3798475,7.3650146,7.3630567
2012-08-22,7.388103,7.387133,7.364071,7.398666,7.3794045,7.3550525,7.3645573
2012-08-23,7.366645,7.3992815,7.393315,7.3632402,7.3689647,7.3658886,7.3486676
2012-08-24,7.386586,7.372264,7.375035,7.3421464,7.3798647,7.3500404,7.3447437
2012-08-26,7.367742,7.3472633,7.369791,7.3345304,7.385542,7.34489,7.344488
2012-08-27,7.367627,7.3859797,7.3713193,7.349598,7.337215,7.3294044,7.3448462
2012-08-28,7.3549547,7.3412857,7.358267,7.340771,7.3422446,7.346003,7.3144355
2012-08-29,7.3694754,7.3562765,7.341185,7.3297153,7.3275046,7.325058,7.3774886
2012-08-30,7.3605385,7.3523054,7.33138,7.3249607,7.3568954,7.330599,7.289936
2012-08-31,7.3424916,7.357081,7.3299103,7.3347135,7.321455,7.3009844,7.3230114
2012-09-02,7.335344,7.3452077,7.3254833,7.3175454,7.31766,7.3092246,7.3241205
2012-09-03,7.331467,7.3783994,7.27398,7.3170724,7.323013,7.3350143,7.323813
2012-09-04,7.3961515,7.2932467,7.3312607,7.347931,7.2869024,7.302625,7.304686
2012-09-05,7.354349,7.315557,7.345394,7.337821,7.341258,7.351664,7.3304396
2012-09-06,7.331626,7.337804,7.3206344,7.3231206,7.3428507,7.3209305,7.316318
2012-09-07,7.3526673,7.346611,7.332027,7.3244634,7.2992506,7.3206997,7.3243566
2012-09-09,7.3333907,7.318471,7.3318534,7.3021493,7.3056164,7.317193,7.303752
2012-09-10,7.3161044,7.3174505,7.3171277,7.321841,7.329143,7.32264,7.3297067
2012-09-11,7.327933,7.29497,7.311129,7.3392754,7.3120914,7.3233852,7.3154707
2012-09-12,7.336473,7.317916,7.3148932,7.3189983,7.323633,7.3370137,7.324904
2012-09-13,7.334208,7.3287487,7.3221517,7.309414,7.3240457,7.2959437,7.3130474
2012-09-14,7.3100967,7.2958746,7.3193135,7.313064,7.3378158,7.3337526,7.3053684
2012-09-16,7.3177915,7.3342686,7.315884,7.315483,7.298436,7.3017254,7.3222055
2012-09-17,7.294667,7.3009377,7.320044,7.3132205,7.332998,7.3209734,7.3231034
2012-09-18,7.2961483,7.3395567,7.3207235,7.3145933,7.300842,7.322399,7.331004
2012-09-19,7.3341656,7.304975,7.3456016,7.333091,7.322377,7.326967,7.3211255
2012-09-20,7.314382,7.3231297,7.2885413,7.3122654,7.3302574,7.3325634,7.33218
2012-09-21,7.2962565,7.33205,7.3246703,7.3272367,7.336557,7.337162,7.335378
2012-09-23,7.3221545,7.3200045,7.3460274,7.3404555,7.3262773,7.3396792,7.3496532
2012-09-24,7.326351,7.325995,7.346455,7.334024,7.333917,7.333674,7.36879
2012-09-25,7.326821,7.34241,7.33918,7.3428965,7.3455477,7.353374,7.366728
2012-09-26,7.340683,7.325595,7.336566,7.343304,7.3677855,7.3657966,7.3701987
2012-09-27,7.3356833,7.333054,7.3491282,7.368648,7.3678026,7.367592,7.3925686
2012-09-28,7.335256,7.345521,7.364399,7.3630786,7.3668647,7.366463,7.381006
2012-09-30,7.346785,7.3588815,7.356026,7.3746786,7.367508,7.36975,7.36799
2012-10-01,7.373493,7.3647165,7.3703976,7.3771906,7.378283,7.3873577,7.3633657
2012-10-02,7.3691254,7.3703966,7.3725405,7.3730955,7.3836284,7.384628,7.3886933
2012-10-03,7.371311,7.383942,7.3737397,7.369791,7.345192,7.3768497,7.384108
2012-10-04,7.3838906,7.3652177,7.3776927,7.374572,7.3823385,7.422071,7.3710327
2012-10-05,7.389778,7.3967075,7.4125586,7.3773255,7.383834,7.3880954,7.387555
2012-10-07,7.3777227,7.395445,7.367346,7.3800573,7.395043,7.3866005,7.401221
2012-10-08,7.392626,7.3874626,7.388134,7.4031806,7.394617,7.4045777,7.3858943
2012-10-09,7.3842254,7.379601,7.392967,7.3801975,7.3946247,7.3889413,7.3904295
2012-10-10,7.369511,7.3744445,7.3912706,7.3838835,7.390808,7.404482,7.3985243
2012-10-11,7.388536,7.384943,7.3942556,7.3925395,7.3820043,7.3998938,7.3888097
2012-10-12,7.3968067,7.3931956,7.3995657,7.4022255,7.3933487,7.4039483,7.4101777
2012-10-14,7.386882,7.4076314,7.4077077,7.394023,7.393518,7.4089417,7.3836284
2012-10-15,7.3963833,7.383843,7.415362,7.3788204,7.3846498,7.3845453,7.39829
2012-10-16,7.412346,7.408814,7.3975573,7.402398,7.40336,7.4078813,7.380659
2012-10-17,7.3992825,7.370819,7.3960752,7.4003477,7.3869705,7.385853,7.389758
2012-10-18,7.4186387,7.401269,7.388871,7.375621,7.3802013,7.3878584,7.386253
2012-10-19,7.406582,7.40221,7.4176083,7.4079504,7.3990264,7.41175,7.36969
2012-10-21,7.3852987,7.388258,7.4036913,7.3860207,7.3815517,7.4228115,7.3849683
2012-10-22,7.406913,7.3963284,7.3810935,7.4135013,7.406692,7.387688,7.4058394
2012-10-23,7.388998,7.4120264,7.4056473,7.412057,7.4126353,7.413738,7.396373
2012-10-24,7.3859415,7.3794017,7.409414,7.406465,7.379531,7.422442,7.4100866
2012-10-25,7.3869886,7.3910737,7.408036,7.41417,7.4102983,7.416101,7.405349
2012-10-26,7.404875,7.411168,7.411087,7.379603,7.3983126,7.419211,7.396774
2012-10-28,7.3861494,7.411251,7.387383,7.412012,7.4087753,7.4084005,7.39869
2012-10-29,7.397688,7.422026,7.407057,7.3858314,7.404842,7.4155693,7.378345
2012-10-30,7.384406,7.4103355,7.374322,7.4132786,7.404504,7.396373,7.418153
2012-10-31,7.395237,7.425737,7.411893,7.3874826,7.3728127,7.4176135,7.3710685
2012-11-01,7.4126234,7.413327,7.3878274,7.414177,7.4178677,7.3735275,7.4073095
2012-11-02,7.3757553,7.396902,7.3924136,7.384405,7.367142,7.402716,7.3820205
2012-11-04,7.4080634,7.3916354,7.4147024,7.3840575,7.407844,7.3789306,7.397416
2012-11-05,7.4116654,7.413866,7.3764853,7.4106894,7.370017,7.385931,7.3812814
2012-11-06,7.4076877,7.369272,7.401744,7.3855705,7.3908043,7.3785963,7.3994308
2012-11-07,7.376793,7.3824596,7.388659,7.378653,7.3772154,7.3893,7.3728623
2012-11-08,7.370909,7.383945,7.393474,7.405543,7.3849053,7.4033875,7.3604646
2012-11-09,7.3862243,7.376951,7.3773737,7.3967047,7.365936,7.3879933,7.4041653
2012-11-11,7.382437,7.369987,7.3872566,7.3830614,7.3848515,7.3763995,7.3866367
2012-11-12,7.409103,7.3992443,7.383653,7.4029293,7.396446,7.3749666,7.3834734
2012-11-13,7.391816,7.370922,7.375882,7.383455,7.3838954,7.3733044,7.3775835
2012-11-14,7.3890867,7.407148,7.4023833,7.384327,7.387177,7.377987,7.374897
2012-11-15,7.3822255,7.39686,7.389762,7.380389,7.3827415,7.377022,7.3803368
2012-11-16,7.3769364,7.3921804,7.370091,7.380375,7.3829207,7.370845,7.368974
2012-11-18,7.394131,7.3831854,7.390863,7.376376,7.376373,7.367319,7.368782
2012-11-19,7.3922286,7.375206,7.3774447,7.3663454,7.373894,7.3664002,7.3590493
2012-11-20,7.3799667,7.3766046,7.3730907,7.3710823,7.365836,7.3648477,7.3609395
2012-11-21,7.374359,7.375323,7.3682117,7.3606257,7.36692,7.3555675,7.3580747
2012-11-22,7.372803,7.374877,7.3614097,7.362704,7.362423,7.3571014,7.3504705
2012-11-23,7.36633,7.3664885,7.366284,7.37032,7.354598,7.3409944,7.3503647
2012-11-25,7.3703012,7.361358,7.355473,7.360183,7.35997,7.3458223,7.374047
2012-11-26,7.358648,7.367569,7.361774,7.3437934,7.3582535,7.360223,7.356006
2012-11-27,7.365237,7.3727245,7.359277,7.356132,7.3475456,7.352783,7.3510995
2012-11-28,7.353514,7.3569155,7.3780856,7.352823,7.342335,7.3346195,7.358843
2012-11-29,7.362144,7.347055,7.350186,7.353133,7.3512664,7.359668,7.3965335
2012-11-30,7.3542485,7.3512845,7.3640947,7.348104,7.3457985,7.349263,7.3645744
2012-12-02,7.3499227,7.35891,7.3576007,7.358206,7.3469434,7.295815,7.3546386
2012-12-03,7.3481846,7.355585,7.35555,7.3470182,7.3446817,7.3225484,7.350694
2012-12-04,7.342666,7.3513293,7.368754,7.3510203,7.334469,7.3314357,7.3481126
2012-12-05,7.350779,7.3414936,7.4233546,7.344466,7.341754,7.331641,7.3398037
2012-12-06,7.3145375,7.356349,7.35013,7.296237,7.3550544,7.3498893,7.340575
2012-12-07,7.341729,7.337148,7.3472757,7.3493624,7.3568387,7.3432837,7.341714
2012-12-09,7.353899,7.2777605,7.3556056,7.3452454,7.3544865,7.3422346,7.3447914
2012-12-10,7.3845015,7.341034,7.358085,7.335573,7.3483996,7.3418493,7.3396053
2012-12-11,7.3464947,7.353359,7.3431377,7.3729515,7.33554,7.338485,7.351311
2012-12-12,7.352846,7.3475275,7.3271646,7.338433,7.3411818,7.350617,7.345158
2012-12-13,7.3468227,7.341585,7.355386,7.3405085,7.3392997,7.3470116,7.3512974
2012-12-14,7.33536,7.339981,7.3496456,7.34043,7.339219,7.350191,7.348206
2012-12-16,7.3525496,7.3391395,7.332063,7.3403473,7.34316,7.3788724,7.3386917
2012-12-17,7.3520722,7.3390193,7.337946,7.344908,7.3519216,7.33184,7.3533034
2012-12-18,7.338307,7.3389378,7.3404365,7.340319,7.3419633,7.3441906,7.346858
2012-12-19,7.325535,7.3447886,7.3390026,7.347987,7.353253,7.3568354,7.33084
2012-12-20,7.344866,7.350215,7.3382497,7.3451967,7.351431,7.3507257,7.360642
