,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF
2011-12-27,1578.9086,1578.5767,1578.3004,1576.9775,1560.602,1559.2957,1558.7484
2011-12-28,1578.3414,1578.2811,1576.9672,1560.3856,1559.3907,1558.7281,1555.4133
2011-12-29,1578.3395,1576.8887,1560.6885,1559.403,1558.6691,1555.4274,1554.6512
2011-12-30,1576.9205,1561.5358,1559.401,1558.7251,1555.399,1554.671,1552.5602
2012-01-02,1560.9626,1559.2954,1558.7847,1555.381,1554.648,1552.5808,1551.2445
2012-01-03,1559.4039,1558.7395,1555.4419,1554.6637,1552.5372,1551.0656,1546.1693
2012-01-04,1558.7827,1555.3381,1554.6202,1552.5563,1551.2345,1546.2012,1540.2595
2012-01-05,1555.3549,1554.6133,1552.4922,1551.2473,1546.1919,1540.2592,1540.2705
2012-01-06,1554.6519,1552.5125,1551.1804,1546.2386,1540.33,1540.2711,1540.2863
2012-01-08,1552.5116,1551.1837,1546.1598,1540.3264,1540.2435,1540.293,1540.2926
2012-01-09,1551.191,1546.2007,1540.2148,1540.2411,1540.2275,1540.253,1540.2527
2012-01-10,1546.0544,1540.3003,1540.2949,1540.2252,1540.3069,1540.2612,1540.2646
2012-01-11,1540.2563,1540.2892,1540.3107,1540.3037,1540.3228,1540.2671,1540.2695
2012-01-12,1540.2465,1540.3273,1540.232,1540.3197,1540.2428,1540.2709,1540.2802
2012-01-13,1540.294,1540.2693,1540.2163,1540.2402,1540.2268,1540.2815,1540.2902
2012-01-15,1540.2411,1540.2601,1540.2954,1540.2245,1540.3071,1540.2892,1540.2946
2012-01-16,1540.2465,1540.307,1540.3112,1540.3041,1540.3231,1540.2943,1540.2594
2012-01-17,1540.2942,1540.2869,1540.2313,1540.3203,1540.2423,1540.2539,1540.2677
2012-01-18,1540.2408,1540.2761,1540.2153,1540.2401,1540.2263,1540.2627,1540.2711
2012-01-19,1540.2462,1540.222,1540.2954,1540.2241,1540.3074,1540.2683,1540.2867
2012-01-20,1540.2947,1540.2562,1540.3116,1540.3046,1540.3236,1540.2719,1540.2933
2012-01-22,1540.2408,1540.2424,1540.2311,1540.3206,1540.2423,1540.2831,1540.252
2012-01-23,1540.2462,1540.2289,1540.2148,1540.2397,1540.2261,1540.2899,1540.2643
2012-01-24,1540.2949,1540.2719,1540.2958,1540.2236,1540.3076,1540.2946,1540.27
2012-01-25,1540.2408,1540.2546,1540.3119,1540.3047,1540.3239,1540.2535,1546.1827
2012-01-26,1540.2462,1540.2981,1540.2308,1540.3209,1540.2423,1546.211,1546.8503
2012-01-27,1540.2953,1540.2906,1540.2146,1540.2395,1546.1993,1546.7776,1548.0006
2012-01-29,1540.2406,1540.3304,1540.2959,1546.2179,1546.788,1548.0201,1548.1134
2012-01-30,1540.2462,1540.269,1546.2081,1546.882,1547.9238,1548.1493,1551.0453
2012-01-31,1540.2955,1546.1791,1546.8259,1548.0076,1548.1053,1551.0905,1554.7988
2012-02-01,1546.1272,1546.8442,1548.0403,1548.1904,1551.0623,1554.8749,1556.5112
2012-02-02,1546.7834,1548.0524,1548.2218,1551.0597,1554.9441,1556.4672,1558.0234
2012-02-03,1547.9478,1548.075,1551.0972,1554.8752,1556.4713,1558.0928,1560.8629
2012-02-05,1548.1185,1551.0358,1554.8553,1556.3579,1558.127,1560.8237,1561.1676
2012-02-06,1551.0436,1554.824,1556.501,1558.081,1560.8214,1561.026,1561.2711
2012-02-07,1554.8761,1556.5381,1558.132,1560.9292,1561.2131,1561.2985,1562.5149
2012-02-08,1556.4569,1558.1102,1560.8535,1561.1746,1561.2632,1562.4792,1563.928
2012-02-09,1558.0889,1560.7965,1561.1948,1561.28,1562.51,1563.9733,1569.2976
2012-02-10,1560.8398,1561.221,1561.2838,1562.4705,1563.8645,1569.4388,1571.5745
2012-02-12,1561.2402,1561.243,1562.5015,1563.9305,1569.31,1571.553,1574.3389
2012-02-13,1561.2363,1562.4922,1563.9244,1569.3319,1571.4974,1574.3556,1576.8312
2012-02-14,1562.4718,1563.9083,1569.2496,1571.582,1574.3928,1576.8066,1577.4088
2012-02-15,1563.9048,1569.2549,1571.5342,1574.3473,1576.7661,1577.4131,1579.2101
2012-02-16,1569.3997,1571.446,1574.3196,1576.8098,1577.4252,1579.2379,1580.402
2012-02-17,1571.5356,1574.3698,1576.7645,1577.4447,1579.2449,1580.3768,1581.3912
2012-02-19,1574.3436,1576.7866,1577.3163,1579.1346,1580.4136,1581.3896,1581.8696
2012-02-20,1576.8179,1577.456,1579.1356,1580.4657,1581.3339,1581.7983,1583.9504
2012-02-21,1577.3955,1579.1912,1580.599,1581.3058,1581.9453,1583.9294,1585.5465
2012-02-22,1579.2341,1580.4039,1581.3771,1581.8906,1584.0111,1585.6619,1585.8434
2012-02-23,1580.4287,1581.351,1581.7938,1583.9895,1585.5994,1585.8923,1586.3423
2012-02-24,1581.2524,1581.8843,1583.9883,1585.586,1585.899,1586.3795,1586.3904
2012-02-26,1581.8059,1583.9851,1585.5637,1585.8652,1586.3672,1586.3715,1586.3658
2012-02-27,1584.0164,1585.5774,1585.807,1586.4229,1586.3176,1586.3884,1586.4315
2012-02-28,1585.533,1585.7827,1586.4005,1586.398,1586.4257,1586.4161,1586.3186
2012-02-29,1585.8813,1586.4156,1586.3237,1586.3801,1586.382,1586.378,1586.4006
2012-03-01,1586.3899,1586.4253,1586.4623,1586.371,1586.3909,1586.3529,1586.4287
2012-03-02,1586.3511,1586.4601,1586.3077,1586.3534,1586.4299,1586.4194,1586.3418
2012-03-04,1586.4113,1586.3823,1586.4266,1586.3875,1586.3943,1586.3884,1586.3899
2012-03-05,1586.4113,1586.3936,1586.4008,1586.3801,1586.4011,1586.4177,1586.3655
2012-03-06,1586.3678,1586.437,1586.3224,1586.3658,1586.3947,1586.378,1586.3933
2012-03-07,1586.4258,1586.3943,1586.4635,1586.3936,1586.4305,1586.3522,1586.3907
2012-03-08,1586.4235,1586.2944,1586.3062,1586.432,1586.4302,1586.4194,1586.3656
2012-03-09,1586.3772,1586.3484,1586.4274,1586.4204,1586.4305,1586.3884,1581.8419
2012-03-11,1586.384,1586.3545,1586.4012,1586.3987,1586.3944,1581.7798,1581.3478
2012-03-12,1586.3894,1586.285,1586.3217,1586.3798,1581.9197,1581.2926,1579.1495
2012-03-13,1586.3497,1586.3523,1586.465,1581.8528,1581.3478,1579.2128,1577.3585
2012-03-14,1586.4117,1586.36,1581.8162,1581.2766,1579.2083,1577.4304,1576.8401
2012-03-15,1586.412,1581.8796,1581.3036,1579.2446,1577.2927,1576.7108,1574.3604
2012-03-16,1581.8247,1581.3873,1579.2256,1577.378,1576.7794,1574.3389,1573.9604
2012-03-18,1581.3159,1579.2849,1577.4218,1576.8577,1574.402,1573.9578,1571.5731
2012-03-19,1579.1968,1577.3705,1576.8312,1574.3309,1573.9324,1571.4381,1565.1929
2012-03-20,1577.4272,1576.8102,1574.3473,1573.909,1571.4034,1565.296,1562.2592
2012-03-21,1576.7456,1574.3335,1573.9443,1571.4645,1565.3356,1562.2747,1561.744
2012-03-22,1574.3484,1573.9418,1571.493,1565.2235,1562.2766,1561.7277,1558.3563
2012-03-23,1573.9486,1571.4152,1565.232,1562.3395,1561.7136,1558.4183,1555.4374
2012-03-25,1571.4875,1565.3424,1562.2981,1561.7584,1558.3844,1555.344,1554.9526
2012-03-26,1565.249,1562.2639,1561.6858,1558.2828,1555.4476,1554.9447,1554.6586
2012-03-27,1562.3367,1561.7643,1558.3601,1555.4912,1554.9883,1554.7513,1545.3036
2012-03-28,1561.746,1558.319,1555.4376,1555.0195,1554.6906,1545.454,1541.997
2012-03-29,1558.3845,1555.4086,1554.9504,1554.659,1545.4523,1541.7727,1541.6156
2012-03-30,1555.4044,1554.978,1554.6764,1545.3411,1541.8264,1541.7063,1534.3933
2012-04-01,1554.8945,1554.6266,1545.3699,1541.7291,1541.7463,1534.4352,1528.1554
2012-04-02,1554.6552,1545.4247,1541.7565,1541.7456,1534.3489,1528.2167,1524.1332
2012-04-03,1545.3824,1541.8022,1541.7346,1534.224,1528.2167,1524.1534,1522.205
2012-04-04,1541.7751,1541.5791,1534.4471,1528.2267,1524.1239,1522.2676,1521.3646
2012-04-05,1541.7096,1534.2957,1528.2688,1524.1158,1522.295,1521.2692,1519.7278
2012-04-08,1534.3951,1528.1483,1524.1382,1522.2072,1521.2743,1519.7133,1519.6837
2012-04-09,1528.3757,1524.1765,1522.2618,1521.2332,1519.704,1519.7051,1519.7032
2012-04-10,1524.1302,1522.2145,1521.3649,1519.6989,1519.7205,1519.7463,1519.7134
2012-04-11,1522.2675,1521.3118,1519.7212,1519.7535,1519.6785,1519.7318,1518.817
2012-04-12,1521.2633,1519.7526,1519.5659,1519.7485,1519.7441,1518.8456,1517.4612
2012-04-13,1519.6812,1519.7367,1519.7914,1519.7014,1518.8782,1517.4011,1516.3605
2012-04-15,1519.7274,1519.7245,1519.8369,1518.9307,1517.4491,1516.3861,1515.7965
2012-04-16,1519.7203,1519.7148,1518.8298,1517.3784,1516.3351,1515.7362,1512.12
2012-04-17,1519.715,1518.9146,1517.3759,1516.3735,1515.7747,1512.172,1511.221
2012-04-18,1518.8877,1517.4231,1516.387,1515.7053,1512.0842,1511.2292,1510.4386
2012-04-19,1517.486,1516.4225,1515.7327,1512.1448,1511.1879,1510.4316,1510.334
2012-04-20,1516.3959,1515.7145,1512.129,1511.1592,1510.4994,1510.3536,1508.6895
2012-04-22,1515.7191,1512.182,1511.1975,1510.4998,1510.3754,1508.712,1508.351
2012-04-23,1512.1095,1511.2084,1510.4165,1510.3748,1508.6985,1508.3694,1507.5526
2012-04-24,1511.254,1510.4375,1510.254,1508.7245,1508.3898,1507.4979,1507.5272
2012-04-25,1510.3779,1510.3551,1508.7329,1508.3156,1507.5304,1507.5765,1507.5537
2012-04-26,1510.3069,1508.7242,1508.3477,1507.5516,1507.4939,1507.5924,1507.5272
2012-04-27,1508.6515,1508.3171,1507.5951,1507.5538,1507.5481,1507.5134,1507.5537
2012-04-29,1508.3508,1507.5198,1507.487,1507.5106,1507.5526,1507.4977,1507.527
2012-04-30,1507.5013,1507.5076,1507.5305,1507.5188,1507.5087,1507.5771,1507.554
2012-05-01,1507.492,1507.5406,1507.5216,1507.5249,1507.5177,1507.5933,1508.292
2012-05-02,1507.4572,1507.5254,1507.4824,1507.5289,1507.5237,1508.2703,1508.5505
2012-05-03,1507.5354,1507.5562,1507.5176,1507.5409,1508.2449,1508.5094,1508.2721
2012-05-04,1507.5354,1507.489,1507.5105,1508.3242,1508.5432,1508.2855,1507.5249
2012-05-06,1507.4526,1507.4829,1508.2513,1508.4739,1508.3191,1507.5367,1507.3159
2012-05-07,1507.4524,1508.2474,1508.5546,1508.2909,1507.528,1507.2699,1507.0222
2012-05-08,1508.3478,1508.5514,1508.3801,1507.4922,1507.2448,1506.9861,1506.9618
2012-05-09,1508.5228,1508.283,1507.5745,1507.1521,1507.0243,1506.9855,1507.0046
2012-05-10,1508.334,1507.5203,1507.1986,1507.0476,1507.0319,1506.9796,1506.5607
2012-05-11,1507.5063,1507.2445,1507.025,1507.0267,1507.0154,1506.5089,1502.823
2012-05-13,1507.1771,1507.0359,1506.9836,1506.9663,1506.6227,1502.8447,1502.6661
2012-05-14,1507.0269,1506.9954,1506.9957,1506.4867,1502.742,1502.6727,1502.7097
2012-05-15,1506.9977,1507.027,1506.552,1502.8192,1502.6736,1502.6674,1502.6506
2012-05-16,1507.0173,1506.5957,1502.8148,1502.6084,1502.6327,1502.7162,1498.6431
2012-05-17,1506.5157,1502.8542,1502.6138,1502.6652,1502.6416,1498.7023,1498.0956
2012-05-18,1502.8198,1502.6107,1502.6191,1502.6757,1498.7837,1498.0594,1497.9929
2012-05-20,1502.7305,1502.6158,1502.667,1498.6862,1498.1328,1498.0336,1497.9062
2012-05-21,1502.6539,1502.6636,1498.6848,1498.0781,1498.0865,1497.9683,1497.9355
2012-05-22,1502.6377,1498.6841,1498.1025,1498.0916,1497.9247,1497.9312,1497.9246
2012-05-23,1498.6986,1498.1024,1497.9175,1497.8862,1497.9846,1497.942,1497.9615
2012-05-24,1498.0918,1497.918,1497.9473,1497.9554,1497.8523,1497.9121,1497.9457
2012-05-25,1497.9917,1497.9446,1497.9208,1497.8992,1497.8768,1497.9692,1497.9756
2012-05-27,1497.9308,1497.921,1497.9434,1497.8806,1497.9025,1497.8558,1497.924
2012-05-28,1497.9567,1497.9437,1497.9205,1497.8649,1497.9734,1497.8755,1497.9624
2012-05-29,1497.902,1497.9208,1497.9435,1497.9897,1497.9108,1497.9377,1498.0022
2012-05-30,1497.9366,1497.9438,1497.9203,1497.9612,1497.8519,1497.9639,1498.1282
2012-05-31,1497.9602,1497.9208,1497.9437,1497.9003,1497.9233,1498.1144,1498.298
2012-06-01,1497.9082,1497.944,1497.9203,1497.9485,1498.1099,1498.2943,1498.744
2012-06-03,1497.9054,1497.9204,1497.9973,1498.1449,1498.2676,1498.7249,1502.5665
2012-06-04,1497.9083,1497.9874,1498.181,1498.3513,1498.7522,1502.4989,1502.5411
2012-06-05,1497.9879,1498.1075,1498.2878,1498.7297,1502.5206,1502.5367,1502.5686
2012-06-06,1498.135,1498.338,1498.7797,1502.519,1502.5853,1502.5294,1502.5359
2012-06-07,1498.3018,1498.7229,1502.5696,1502.4822,1502.4716,1502.5657,1502.5033
2012-06-08,1498.7466,1502.5687,1502.5973,1502.573,1502.6002,1502.5532,1502.5255
2012-06-10,1502.5138,1502.5408,1502.5282,1502.5363,1502.5001,1502.5037,1502.5681
2012-06-11,1502.5305,1502.5269,1502.5167,1502.5433,1502.5221,1502.5464,1505.1171
2012-06-12,1502.5853,1502.5577,1502.5496,1502.5781,1502.5895,1505.1113,1505.2019
2012-06-13,1502.5452,1502.5414,1502.5343,1502.547,1505.0896,1505.1896,1505.1798
2012-06-14,1502.5681,1502.5271,1502.5643,1505.0997,1505.219,1505.1395,1505.2021
2012-06-15,1502.517,1502.5586,1505.2085,1505.3114,1505.179,1505.217,1508.958
2012-06-17,1502.4927,1505.2067,1505.1829,1505.1862,1505.2273,1508.9056,1508.9438
2012-06-18,1505.1305,1505.1864,1505.172,1505.2367,1508.9327,1508.961,1508.9688
2012-06-19,1505.1532,1505.1914,1505.1716,1508.8828,1508.9609,1508.9613,1508.9377
2012-06-20,1505.2015,1505.1636,1509.0173,1508.9141,1508.9031,1508.922,1515.213
2012-06-21,1505.2089,1508.8818,1508.8748,1508.9204,1508.8972,1515.0231,1515.287
2012-06-22,1508.9156,1508.9121,1508.9907,1508.9683,1515.127,1515.2548,1515.3021
2012-06-24,1508.9642,1508.9719,1508.9655,1515.257,1515.2483,1515.3188,1515.2267
2012-06-25,1508.9097,1508.9321,1515.1604,1515.295,1515.2732,1515.2881,1515.2114
2012-06-26,1508.9417,1515.2037,1515.2997,1515.2965,1515.2986,1515.2223,1515.5416
2012-06-27,1515.2241,1515.249,1515.248,1515.2599,1515.3071,1515.5504,1515.8601
2012-06-28,1515.2748,1515.3169,1515.2908,1515.2677,1515.5935,1515.8135,1519.7759
2012-06-29,1515.2858,1515.2843,1515.273,1515.5138,1515.8354,1519.6733,1520.7354
2012-07-01,1515.2583,1515.2157,1515.4714,1515.7411,1519.6478,1520.7365,1521.6417
2012-07-02,1515.2642,1515.5795,1515.8296,1519.7128,1520.718,1521.6832,1522.8097
2012-07-03,1515.5472,1515.7744,1519.6714,1520.7284,1521.629,1522.7949,1527.1726
2012-07-04,1515.7999,1519.7908,1520.6947,1521.6439,1522.7512,1527.1344,1531.1125
2012-07-05,1519.8032,1520.7439,1521.6554,1522.7765,1527.1595,1531.1143,1532.5898
2012-07-06,1520.692,1521.6434,1522.8087,1527.1781,1530.8844,1532.5803,1537.6833
2012-07-08,1521.6399,1522.8472,1527.1119,1531.0287,1532.5813,1537.7166,1539.3052
2012-07-09,1522.7598,1527.2153,1531.0552,1532.5145,1537.8175,1539.3549,1539.6904
2012-07-10,1527.0995,1531.0259,1532.6897,1537.7897,1539.3464,1539.7302,1541.6578
2012-07-11,1531.0375,1532.5885,1537.7119,1539.3004,1539.7307,1541.679,1541.7263
2012-07-12,1532.5951,1537.8224,1539.2765,1539.604,1541.6818,1541.6713,1541.5881
2012-07-13,1537.6654,1539.2728,1539.7228,1541.6691,1541.6462,1541.7076,1541.7426
2012-07-15,1539.3855,1539.7357,1541.7134,1541.6917,1541.7047,1541.648,1541.6232
2012-07-16,1539.7246,1541.6143,1541.6758,1541.6688,1541.6749,1541.6466,1541.8046
2012-07-17,1541.6406,1541.6881,1541.6854,1541.6919,1541.6863,1541.7905,1543.5187
2012-07-18,1541.6956,1541.6992,1541.7021,1541.6688,1541.8005,1543.5538,1543.8407
2012-07-19,1541.6906,1541.6649,1541.7158,1541.8125,1543.4812,1543.8218,1545.1838
2012-07-20,1541.6447,1541.6808,1541.7942,1543.5714,1543.8136,1545.0942,1545.4868
2012-07-22,1541.6958,1541.827,1543.6172,1543.8624,1545.211,1545.536,1545.553
2012-07-23,1541.7402,1543.5284,1543.8109,1545.1823,1545.5122,1545.513,1545.4258
2012-07-24,1543.5177,1543.826,1545.1836,1545.53,1545.4967,1545.536,1546.0737
2012-07-25,1543.7986,1545.1449,1545.4957,1545.6057,1545.5743,1545.8784,1546.1359
2012-07-26,1545.1562,1545.5358,1545.5298,1545.4692,1546.0491,1546.1042,1547.4464
2012-07-27,1545.5685,1545.53,1545.5547,1546.0444,1546.1177,1547.4076,1547.8088
2012-07-29,1545.5356,1545.5177,1546.0632,1546.1768,1547.4916,1547.8127,1548.1829
2012-07-30,1545.4672,1546.0208,1546.1482,1547.4524,1547.8185,1548.1829,1549.1743
2012-07-31,1546.1094,1546.2097,1547.4523,1547.8195,1548.1813,1549.1898,1552.5757
2012-08-01,1546.1357,1547.4519,1547.805,1548.2057,1549.2095,1552.5726,1555.1575
2012-08-02,1547.4525,1547.765,1548.2314,1549.1847,1552.5314,1555.2238,1555.366
2012-08-03,1547.7361,1548.1772,1549.239,1552.6069,1555.2366,1555.3452,1556.1681
2012-08-05,1548.1571,1549.1741,1552.6113,1555.251,1555.3627,1556.1525,1556.2529
2012-08-06,1549.1556,1552.6055,1555.1877,1555.2871,1556.1993,1556.2798,1557.8666
2012-08-07,1552.6353,1555.2212,1555.3334,1556.1708,1556.2402,1557.9601,1558.5717
2012-08-08,1555.1351,1555.356,1556.1282,1556.275,1557.8717,1558.5184,1560.7057
2012-08-09,1555.3091,1556.1085,1556.2433,1557.9822,1558.5593,1560.6836,1560.9207
2012-08-10,1556.1521,1556.2701,1557.9124,1558.4708,1560.7446,1560.934,1561.053
2012-08-12,1556.2579,1557.8896,1558.4865,1560.7482,1561.0016,1561.0763,1561.5741
2012-08-13,1557.8656,1558.4653,1560.6677,1560.801,1561.073,1561.5759,1562.094
2012-08-14,1558.5068,1560.6312,1560.9701,1561.0812,1561.5676,1562.1178,1563.9799
2012-08-15,1560.6215,1560.9637,1561.0466,1561.5531,1562.1167,1563.9409,1565.012
2012-08-16,1560.9639,1561.0618,1561.5796,1562.1193,1563.9331,1565.0571,1565.855
2012-08-17,1561.063,1561.6328,1562.1517,1563.9982,1565.0736,1565.7935,1568.2615
2012-08-19,1561.5955,1562.1163,1563.9615,1565.0214,1565.7698,1568.148,1568.8477
2012-08-20,1562.141,1563.947,1565.0397,1565.7716,1568.1501,1568.8904,1569.1984
2012-08-21,1563.9349,1565.0714,1565.8171,1568.2794,1568.8513,1569.2922,1571.5325
2012-08-22,1565.0114,1565.7996,1568.2289,1568.8365,1569.3177,1571.3916,1572.6221
2012-08-23,1565.7671,1568.2476,1568.965,1569.2445,1571.4861,1572.6293,1575.0272
2012-08-24,1568.2184,1568.8885,1569.3464,1571.5012,1572.6552,1575.0657,1575.1025
2012-08-26,1568.9431,1569.24,1571.5358,1572.6544,1575.0078,1575.1409,1575.1285
2012-08-27,1569.2595,1571.4465,1572.6433,1575.0436,1575.0713,1575.1683,1575.1825
2012-08-28,1571.4469,1572.6326,1575.0266,1575.1462,1575.175,1575.1663,1576.1943
2012-08-29,1572.6409,1575.0652,1575.0818,1575.145,1575.1772,1576.1962,1579.0469
2012-08-30,1575.0282,1575.0901,1575.1687,1575.1448,1576.1874,1579.0171,1581.2224
2012-08-31,1575.1414,1575.1882,1575.2472,1576.1888,1579.0378,1581.2758,1581.3785
2012-09-02,1575.099,1575.1959,1576.1876,1578.9669,1581.2267,1581.438,1581.4912
2012-09-03,1575.1604,1576.2513,1578.8829,1581.2839,1581.4307,1581.3889,1581.7311
2012-09-04,1576.1943,1578.9891,1581.1932,1581.4847,1581.4617,1581.6898,1582.813
2012-09-05,1579.0149,1581.2012,1581.48,1581.4326,1581.7391,1582.7748,1582.7748
2012-09-06,1581.268,1581.5414,1581.4124,1581.7053,1582.7721,1582.7054,1582.7035
2012-09-07,1581.4069,1581.409,1581.7062,1582.7439,1582.727,1582.8302,1584.9922
2012-09-09,1581.4696,1581.7314,1582.7512,1582.8112,1582.7673,1585.1074,1588.3064
2012-09-10,1581.7317,1582.741,1582.7303,1582.7792,1585.0729,1588.3483,1590.5272
2012-09-11,1582.7523,1582.8032,1582.7853,1585.0676,1588.3413,1590.4695,1593.4924
2012-09-12,1582.7826,1582.7555,1585.0521,1588.313,1590.4628,1593.5305,1593.9441
2012-09-13,1582.7635,1585.0249,1588.4355,1590.3936,1593.5599,1593.9888,1594.2166
2012-09-14,1585.0675,1588.3452,1590.4619,1593.6188,1593.9171,1594.2368,1597.9949
2012-09-16,1588.3871,1590.4578,1593.6188,1593.8965,1594.1707,1597.9763,1601.8955
2012-09-17,1590.4258,1593.5448,1593.9302,1594.2114,1597.998,1601.8357,1607.2986
2012-09-18,1593.5853,1593.9209,1594.1564,1598.0183,1601.8528,1607.1582,1613.0428
2012-09-19,1593.9099,1594.1652,1598.0035,1601.8951,1607.1245,1612.9495,1613.5323
2012-09-20,1594.174,1597.9761,1601.864,1607.1062,1612.96,1613.6332,1617.3806
2012-09-21,1597.9408,1601.8641,1607.0724,1612.9314,1613.5121,1617.3286,1618.8164
2012-09-23,1601.9056,1607.2495,1613.0222,1613.4856,1617.237,1618.8378,1624.5619
2012-09-24,1607.1687,1613.0453,1613.5088,1617.3125,1618.822,1624.5385,1626.0629
2012-09-25,1612.8541,1613.5547,1617.2911,1618.8214,1624.6539,1626.0458,1629.6455
2012-09-26,1613.5347,1617.3666,1618.867,1624.4543,1626.0371,1629.5614,1630.5736
2012-09-27,1617.3275,1618.8945,1624.5375,1626.0405,1629.5394,1630.5186,1636.891
2012-09-28,1618.7087,1624.5897,1625.9908,1629.5421,1630.5671,1636.901,1637.2532
2012-09-30,1624.415,1626.0552,1629.6174,1630.5732,1636.7697,1637.2288,1637.4265
2012-10-01,1626.0315,1629.5643,1630.5364,1636.8639,1637.0524,1637.2169,1637.6772
2012-10-02,1629.5822,1630.5725,1636.9412,1637.3005,1637.2135,1637.6288,1641.0336
2012-10-03,1630.574,1636.9321,1637.31,1637.3193,1637.6481,1641.0664,1643.4233
2012-10-04,1636.7815,1637.2373,1637.3774,1637.6735,1641.0034,1643.4469,1643.4824
2012-10-05,1637.1874,1637.3627,1637.6815,1641.0957,1643.49,1643.5021,1646.8535
2012-10-07,1637.5479,1637.6522,1641.0878,1643.3912,1643.4751,1646.878,1647.335
2012-10-08,1637.7064,1641.0526,1643.4174,1643.5752,1646.843,1647.3203,1647.3125
2012-10-09,1641.0204,1643.38,1643.5408,1646.8973,1647.4099,1647.2551,1647.3372
2012-10-10,1643.4592,1643.471,1646.9004,1647.3319,1647.3705,1647.3331,1647.3114
2012-10-11,1643.5461,1646.8848,1647.3519,1647.2705,1647.2556,1647.3237,1647.3344
2012-10-12,1646.8994,1647.3417,1647.3281,1647.2882,1647.2045,1647.3214,1647.3115
2012-10-14,1647.3159,1647.3455,1647.2561,1647.3143,1647.2451,1647.3019,1647.339
2012-10-15,1647.3574,1647.3157,1647.386,1647.3497,1647.3629,1647.2526,1647.3138
2012-10-16,1647.3126,1647.3417,1647.2408,1647.32,1647.4154,1647.3226,1647.3829
2012-10-17,1647.3228,1647.3069,1647.3529,1647.2678,1647.3735,1647.3339,1647.3503
2012-10-18,1647.2864,1647.2832,1647.3286,1647.3507,1647.2528,1647.3015,1647.2815
2012-10-19,1647.307,1647.3457,1647.2539,1647.3197,1647.1992,1647.3167,1647.3146
2012-10-21,1647.3123,1647.3164,1647.3885,1647.342,1647.2423,1647.2877,1647.3837
2012-10-22,1647.2864,1647.3425,1647.2384,1647.3718,1647.3658,1647.3528,1647.3503
2012-10-23,1647.3707,1647.3062,1647.3547,1647.3022,1647.421,1647.3591,1646.9562
2012-10-24,1647.3127,1647.2812,1647.3296,1647.3301,1647.3768,1646.937,1646.9138
2012-10-25,1647.2856,1647.343,1647.253,1647.3113,1646.8737,1646.9318,1646.8354
2012-10-26,1647.3021,1647.3057,1647.391,1646.903,1646.8638,1646.8622,1646.8629
2012-10-28,1647.3125,1647.2812,1646.8595,1646.9117,1646.8246,1646.9385,1646.9292
2012-10-29,1647.2856,1646.8715,1646.907,1646.865,1646.9117,1646.9178,1646.1766
2012-10-30,1646.9343,1646.9491,1646.8972,1646.9427,1646.9524,1646.1775,1630.7848
2012-10-31,1646.9086,1646.8087,1646.8572,1646.9512,1646.1733,1630.8202,1624.2306
2012-11-01,1646.8308,1646.965,1646.8917,1646.1547,1630.706,1624.2224,1617.198
2012-11-02,1646.9708,1646.8448,1646.1923,1630.6421,1624.0927,1616.9512,1617.0455
2012-11-04,1646.8146,1646.1016,1630.657,1624.2816,1617.1062,1617.081,1617.0549
2012-11-05,1646.1875,1630.7279,1624.1995,1617.0159,1617.0481,1617.0548,1617.0667
2012-11-06,1630.734,1624.2296,1616.9811,1617.052,1617.0537,1616.9751,1617.0688
2012-11-07,1624.2446,1617.116,1617.0673,1617.0328,1617.0369,1617.1185,1617.0734
2012-11-08,1617.1543,1617.0656,1616.9993,1617.0597,1617.0292,1616.9587,1617.0316
2012-11-09,1617.0604,1617.0541,1617.0371,1617.0343,1617.0199,1617.0817,1617.0383
2012-11-11,1617.0365,1616.9858,1617.1119,1617.0375,1617.0085,1617.0549,1617.0458
2012-11-12,1617.0706,1617.0383,1617.079,1617.0621,1617.0038,1616.9744,1617.0289
2012-11-13,1617.0603,1617.0338,1617.0073,1617.0374,1616.9517,1617.1193,1617.0608
2012-11-14,1617.0408,1617.0696,1617.0435,1617.0621,1617.0432,1616.958,1617.0712
2012-11-15,1617.0243,1617.064,1617.0234,1617.0374,1617.0735,1617.0822,1617.0735
2012-11-16,1617.0156,1617.012,1617.0568,1617.0621,1617.0052,1617.0552,1617.0266
2012-11-18,1616.999,1617.0942,1617.0344,1617.0374,1617.037,1616.9739,1617.0732
2012-11-19,1617.0303,1617.0443,1617.016,1617.0621,1617.0073,1617.1198,1617.0674
2012-11-20,1617.0736,1617.0509,1617.051,1617.0374,1617.0461,1616.9576,1617.0458
2012-11-21,1617.0609,1616.9745,1617.0294,1617.0621,1617.072,1617.0822,1617.0397
2012-11-22,1617.0364,1617.0061,1617.0621,1617.0372,1617.0037,1617.0552,1617.0375
2012-11-23,1617.0713,1617.016,1617.0383,1617.0621,1617.0355,1616.9739,1614.6191
2012-11-25,1617.0605,1617.0663,1616.9738,1617.0372,1617.006,1614.5521,1610.3491
2012-11-26,1617.0406,1617.0546,1617.0167,1617.0621,1614.4858,1610.3566,1606.3658
2012-11-27,1617.0237,1616.9845,1617.0355,1614.471,1610.3262,1606.3619,1606.3063
2012-11-28,1617.0156,1617.038,1614.5249,1610.3456,1606.3063,1606.3163,1606.3494
2012-11-29,1616.9995,1614.5514,1610.4274,1606.3092,1606.3604,1606.3304,1606.3964
