,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF
2012-11-30,1614.6162,1610.2794,1606.4032,1606.3418,1606.3479,1606.3484,1606.3888
2012-12-02,1610.3309,1606.4062,1606.3727,1606.3339,1606.3392,1606.3152,1606.375
2012-12-03,1606.3492,1606.2432,1606.328,1606.3184,1606.3243,1606.3368,1606.3726
2012-12-04,1606.2943,1606.3685,1606.3372,1606.3461,1606.3717,1606.3606,1606.3688
2012-12-05,1606.3442,1606.3413,1606.3458,1606.3853,1606.4023,1606.3248,1606.3156
2012-12-06,1606.3348,1606.2594,1606.3066,1606.3734,1606.2986,1606.3341,1606.3063
2012-12-07,1606.2944,1606.4066,1606.3715,1606.3513,1606.337,1606.3381,1606.3055
2012-12-09,1606.2948,1606.243,1606.3733,1606.3331,1606.2656,1606.3553,1606.3043
2012-12-10,1606.3356,1606.3688,1606.329,1606.3237,1606.3127,1606.3628,1606.3741
2012-12-11,1606.2946,1606.3413,1606.3386,1606.3058,1606.3424,1606.3158,1606.3367
2012-12-12,1606.4094,1606.2594,1606.3466,1606.3418,1606.3441,1606.3304,1606.3386
2012-12-13,1606.3591,1606.4069,1606.3074,1606.3347,1606.3806,1606.3368,1606.3394
2012-12-14,1606.4114,1606.243,1606.3717,1606.374,1606.3207,1606.349,1606.3022
2012-12-16,1606.4113,1606.369,1606.3733,1606.3038,1606.3098,1606.3605,1599.7615
2012-12-17,1606.2983,1606.3416,1606.3445,1606.3431,1606.3545,1599.7935,1598.085
2012-12-18,1606.3441,1606.2594,1606.3666,1606.3347,1599.6643,1598.0078,1596.3525
2012-12-19,1606.335,1606.4069,1606.3257,1599.6796,1597.9435,1596.3092,1595.7295
2012-12-20,1606.2943,1606.243,1599.7834,1598.0304,1596.3192,1595.6954,1594.6418
2012-12-21,1606.2943,1599.7812,1597.969,1596.3192,1595.6964,1594.6213,1590.5372
2012-12-23,1599.838,1598.0267,1596.3262,1595.7424,1594.5422,1590.5826,1588.9532
2012-12-24,1597.9825,1596.3,1595.7346,1594.5408,1590.53,1588.8925,1588.7223
2012-12-26,1596.3104,1595.7333,1594.5729,1590.621,1588.9307,1588.6913,1588.2166
2012-12-27,1595.6897,1594.5845,1590.488,1588.8534,1588.7478,1588.1853,1577.7347
2012-12-28,1594.6345,1590.5518,1588.9049,1588.7163,1588.2589,1577.6233,1575.2806
2012-12-30,1590.5988,1588.9497,1588.6241,1588.2563,1577.8479,1575.2924,1572.5505
2012-12-31,1588.8884,1588.6875,1588.2141,1577.708,1575.25,1572.5544,1568.7637
2013-01-02,1588.7017,1588.2401,1577.5222,1575.2858,1572.5167,1568.6141,1562.9695
2013-01-03,1588.2557,1577.6863,1575.2688,1572.4543,1568.7574,1563.083,1555.4878
2013-01-04,1577.8539,1575.1909,1572.471,1568.7162,1563.1296,1555.539,1555.461
2013-01-06,1575.2778,1572.5502,1568.7794,1563.0593,1555.4532,1555.4824,1544.2853
2013-01-07,1572.5275,1568.6718,1562.9027,1555.7607,1555.4652,1544.4259,1542.8037
2013-01-08,1568.7687,1563.0658,1555.6589,1555.4695,1544.2041,1542.8356,1541.8904
2013-01-09,1563.105,1555.4885,1555.4816,1544.4159,1542.7455,1541.9563,1535.4575
2013-01-10,1555.703,1555.4904,1544.4172,1542.7938,1541.9012,1535.4688,1535.4484
2013-01-11,1555.4255,1544.3889,1542.8423,1541.9965,1535.4835,1535.4551,1535.4688
2013-01-13,1544.3845,1542.8081,1542.0575,1535.5101,1535.4634,1535.4452,1535.4777
2013-01-14,1542.8694,1541.96,1535.4402,1535.4492,1535.4183,1535.4856,1535.437
2013-01-15,1541.998,1535.388,1535.4727,1535.4668,1535.4492,1535.4275,1535.4545
2013-01-16,1535.3608,1535.429,1535.4491,1535.4324,1535.4551,1535.4548,1535.4128
2013-01-17,1535.4161,1535.4563,1535.4727,1535.4526,1535.5387,1535.4873,1535.4714
2013-01-18,1535.4106,1535.4491,1535.4489,1535.5132,1535.4302,1535.437,1535.4854
2013-01-20,1535.4962,1535.4282,1535.4727,1535.4703,1535.469,1535.4832,1535.4075
2013-01-21,1535.5181,1535.457,1535.4487,1535.3915,1535.4485,1535.4569,1535.4551
2013-01-22,1535.4447,1535.4591,1535.4729,1535.4196,1535.4688,1535.4396,1535.4177
2013-01-23,1535.4338,1535.4941,1535.4487,1535.4873,1535.473,1535.4916,1535.4976
2013-01-24,1535.4681,1535.4364,1535.4729,1535.4487,1535.4607,1535.4801,1534.9657
2013-01-25,1535.4523,1535.4258,1535.4487,1535.4667,1535.4441,1535.0403,1534.795
2013-01-27,1535.4834,1535.4951,1535.4731,1535.4316,1535.033,1534.7991,1533.6215
2013-01-28,1535.4159,1535.457,1535.4486,1535.0088,1534.875,1533.6228,1532.7876
2013-01-29,1535.4097,1535.3818,1534.9685,1534.8186,1533.6575,1532.7776,1532.7118
2013-01-30,1535.4983,1534.9973,1534.8508,1533.6918,1532.7831,1532.7704,1532.8391
2013-01-31,1534.9635,1534.8245,1533.6005,1532.8087,1532.7279,1532.8162,1532.7458
2013-02-01,1534.8011,1533.5712,1532.7024,1532.8059,1532.7758,1532.7589,1532.7689
2013-02-03,1533.6157,1532.72,1532.6448,1532.6956,1532.7659,1532.7589,1532.7573
2013-02-04,1532.7178,1532.7416,1532.6918,1532.7451,1532.7655,1532.7998,1532.8123
2013-02-05,1532.6609,1532.7477,1532.8236,1532.7224,1532.7567,1532.7336,1532.7856
2013-02-06,1532.7876,1532.6976,1532.8813,1532.7822,1532.7988,1532.7755,1532.71
2013-02-07,1532.7595,1532.8092,1532.8342,1532.7742,1532.7834,1532.7638,1532.8396
2013-02-08,1532.7771,1532.7643,1532.7017,1532.81,1532.7268,1532.7662,1532.7451
2013-02-10,1532.8447,1532.7744,1532.6437,1532.7703,1532.7756,1532.8108,1531.119
2013-02-11,1532.6583,1532.8153,1532.6909,1532.8108,1532.7654,1531.0881,1530.574
2013-02-12,1532.7036,1532.7792,1532.8241,1532.6975,1531.0557,1530.6848,1530.5219
2013-02-13,1532.7885,1532.7866,1532.8823,1531.1656,1530.4136,1530.6423,1530.43
2013-02-14,1532.8209,1532.7416,1531.1005,1530.4385,1530.4946,1530.3904,1530.4745
2013-02-15,1532.7976,1531.1643,1530.4999,1530.5776,1530.4354,1530.3947,1530.3524
2013-02-17,1531.0518,1530.4427,1530.4551,1530.3938,1530.4066,1530.4298,1530.043
2013-02-18,1530.414,1530.4717,1530.4125,1530.3977,1530.4274,1530.101,1525.6072
2013-02-19,1530.4948,1530.4254,1530.3575,1530.4492,1530.1025,1525.5487,1525.5806
2013-02-20,1530.435,1530.3347,1530.3207,1530.0698,1525.5955,1525.57,1525.5935
2013-02-21,1530.4059,1530.3096,1530.0632,1525.4792,1525.5323,1525.5782,1520.7367
2013-02-22,1530.4264,1530.0099,1525.543,1525.5741,1525.5636,1520.6611,1518.9854
2013-02-24,1530.102,1525.555,1525.5692,1525.6093,1520.8438,1518.9543,1518.9344
2013-02-25,1525.6001,1525.6272,1525.6393,1520.7689,1518.9731,1518.9408,1518.063
2013-02-26,1525.5774,1525.6068,1520.7358,1518.976,1518.9022,1518.0747,1515.6185
2013-02-27,1525.6033,1520.6813,1518.9702,1519.0054,1518.1438,1515.6456,1513.0967
2013-02-28,1520.6881,1518.9797,1518.9006,1518.1122,1515.6168,1513.1288,1511.144
2013-03-01,1518.9753,1518.9067,1518.1366,1515.6315,1513.1077,1511.1582,1511.06
2013-03-03,1518.9298,1518.142,1515.5233,1513.1412,1511.174,1511.0182,1509.7596
2013-03-04,1518.0156,1515.6289,1513.1246,1511.1646,1511.0757,1509.7866,1495.8296
2013-03-05,1515.6488,1513.0603,1511.1489,1510.969,1509.7377,1496.1575,1494.8326
2013-03-06,1513.1578,1511.0553,1511.0585,1509.7954,1495.8318,1494.8579,1494.809
2013-03-07,1511.0717,1511.1016,1509.7561,1496.237,1494.8326,1494.848,1494.8389
2013-03-08,1510.979,1509.7341,1495.8407,1494.8379,1494.8093,1494.8423,1494.8701
2013-03-10,1509.6766,1495.8058,1494.7964,1494.846,1494.8075,1494.8383,1494.8656
2013-03-11,1496.0217,1494.8239,1494.8433,1494.8802,1494.8414,1494.8279,1494.8461
2013-03-12,1494.8768,1494.8947,1494.8208,1494.849,1494.8071,1494.8114,1494.8322
2013-03-13,1494.8307,1494.7661,1494.8806,1494.8553,1494.813,1494.8022,1494.8687
2013-03-14,1494.8353,1494.9099,1494.7773,1494.8005,1494.869,1494.7975,1494.8114
2013-03-15,1494.879,1494.7988,1494.8524,1494.8179,1494.8398,1494.7948,1494.8407
2013-03-17,1494.8301,1494.8229,1494.8785,1494.8229,1494.8662,1494.834,1494.8291
2013-03-18,1494.8347,1494.8971,1494.7977,1494.7775,1494.873,1494.8708,1494.87
2013-03-19,1494.8795,1494.7634,1494.8433,1494.8785,1494.8243,1494.8572,1494.8053
2013-03-20,1494.8295,1494.9126,1494.8198,1494.8373,1494.8429,1494.8501,1494.8381
2013-03-21,1494.8345,1494.7972,1494.883,1494.8456,1494.8063,1494.8462,1494.8724
2013-03-22,1494.8802,1494.8221,1494.8798,1494.883,1494.8667,1494.8444,1494.8671
2013-03-24,1494.8292,1494.8984,1494.7712,1494.8495,1494.8698,1494.8307,1494.8464
2013-03-25,1494.8344,1494.7609,1494.8186,1494.8566,1494.8741,1494.8611,1494.8313
2013-03-26,1494.8809,1494.9143,1494.7968,1494.798,1494.8396,1494.8497,1500.6996
2013-03-27,1494.829,1494.796,1494.8541,1494.8175,1494.805,1500.6842,1501.1302
2013-03-28,1494.8341,1494.8217,1494.8463,1494.8231,1500.7056,1501.1975,1501.125
2013-03-31,1494.8811,1494.8997,1494.8813,1500.8779,1501.0717,1501.0715,1501.0778
2013-04-01,1494.8284,1494.7594,1500.8314,1501.1516,1501.0974,1501.0157,1501.1305
2013-04-02,1494.8335,1500.7294,1501.1113,1501.1381,1501.1752,1501.0608,1501.1254
2013-04-03,1500.8464,1501.0787,1501.14,1501.0833,1501.0354,1501.1887,1501.0776
2013-04-04,1501.1249,1501.1248,1501.141,1501.1299,1501.1914,1501.245,1501.131
2013-04-05,1501.1211,1501.1146,1501.121,1501.1196,1501.0714,1501.1991,1501.1256
2013-04-07,1501.1599,1501.1062,1501.1052,1501.1116,1501.0974,1501.0697,1501.0774
2013-04-08,1501.1233,1501.1482,1501.0963,1501.1533,1501.1763,1501.0131,1501.1311
2013-04-09,1501.1337,1501.1337,1501.0808,1501.1533,1501.0342,1501.0592,1501.1256
2013-04-10,1501.0828,1501.078,1501.1116,1501.1383,1501.1923,1501.1897,1501.077
2013-04-11,1501.0912,1501.1254,1501.1534,1501.0819,1501.0702,1501.247,1501.1312
2013-04-12,1501.0859,1501.1144,1501.141,1501.1299,1501.0968,1501.2006,1501.1257
2013-04-14,1501.1208,1501.106,1501.1166,1501.1194,1501.1768,1501.0692,1501.0768
2013-04-15,1501.1016,1501.1482,1501.1509,1501.1112,1501.0328,1501.0115,1501.1312
2013-04-16,1501.0873,1501.1337,1501.1405,1501.1115,1501.193,1501.0585,1501.1257
2013-04-17,1501.0854,1501.078,1501.1046,1501.1536,1501.0697,1501.1908,1501.0767
2013-04-18,1501.1206,1501.1256,1501.0958,1501.1382,1501.0964,1501.2487,1500.8052
2013-04-19,1501.146,1501.1144,1501.0803,1501.0812,1501.1772,1500.7937,1484.788
2013-04-21,1501.1306,1501.106,1501.112,1501.1293,1500.7312,1484.8318,1475.8877
2013-04-22,1501.0872,1501.1482,1501.155,1500.7734,1484.8472,1475.7383,1474.184
2013-04-23,1501.1002,1501.1337,1500.756,1484.3214,1475.8368,1474.3541,1471.2245
2013-04-24,1501.1252,1500.7754,1484.857,1475.7266,1474.3741,1471.2648,1464.0181
2013-04-25,1500.7739,1484.7999,1475.8354,1474.377,1471.2439,1464.0055,1463.6256
2013-04-26,1484.5374,1475.7593,1474.358,1471.2289,1463.9255,1463.6525,1463.5503
2013-04-28,1475.7411,1474.3502,1471.2374,1464.0826,1463.6564,1463.5663,1452.0686
2013-04-29,1474.3976,1471.2357,1463.9124,1463.618,1463.5935,1452.0812,1438.3561
2013-04-30,1471.2758,1464.0142,1463.6514,1463.5842,1452.443,1437.7325,1410.811
2013-05-01,1463.9426,1463.6815,1463.5992,1452.3595,1436.5688,1410.2764,1381.7115
2013-05-02,1463.7224,1463.6313,1452.2488,1437.1028,1409.7837,1381.8678,1380.5112
2013-05-03,1463.5509,1452.3584,1436.9917,1410.1411,1381.9983,1380.4746,1378.9708
2013-05-05,1451.8492,1437.1777,1409.7987,1381.8284,1380.5486,1378.9174,1378.9523
2013-05-06,1438.1213,1410.2721,1381.959,1380.4797,1378.9952,1378.9033,1377.7728
2013-05-07,1410.9166,1381.8485,1380.5217,1378.9691,1378.9095,1377.838,1377.4478
2013-05-08,1381.479,1380.5109,1378.9297,1378.9606,1377.8232,1377.4923,1377.2201
2013-05-09,1380.4838,1378.9727,1378.9332,1377.8783,1377.4551,1377.2285,1376.2064
2013-05-10,1378.8932,1378.9435,1377.844,1377.4958,1377.2025,1376.2721,1375.0953
2013-05-12,1378.9149,1377.8663,1377.5018,1377.2886,1376.2866,1375.106,1373.8698
2013-05-13,1377.8009,1377.4976,1377.2395,1376.2206,1375.0509,1373.8676,1372.6132
2013-05-14,1377.4388,1377.2838,1376.262,1375.081,1373.8391,1372.595,1372.0339
2013-05-15,1377.2487,1376.2852,1375.0072,1373.8491,1372.5842,1372.0315,1371.8556
2013-05-16,1376.2915,1375.0607,1373.879,1372.5815,1371.9807,1371.8298,1367.0963
2013-05-17,1375.0507,1373.8754,1372.558,1371.9727,1371.8008,1367.0532,1364.7749
2013-05-19,1373.876,1372.5981,1372.0486,1371.8016,1366.9618,1364.8265,1364.5858
2013-05-20,1372.5342,1371.9968,1371.8062,1367.0695,1364.7734,1364.5262,1358.1189
2013-05-21,1372.0353,1371.7738,1367.0552,1364.7235,1364.5831,1358.101,1354.3032
2013-05-22,1371.7982,1367.0377,1364.7478,1364.5701,1358.1018,1354.175,1351.4725
2013-05-23,1367.1204,1364.7759,1364.5161,1358.0281,1354.3251,1351.4861,1351.569
2013-05-24,1364.7745,1364.6254,1358.0867,1354.2173,1351.4994,1351.5648,1351.5295
2013-05-26,1364.5592,1357.9923,1354.2393,1351.5304,1351.4708,1351.5153,1351.5377
2013-05-27,1358.141,1354.2068,1351.5647,1351.5833,1351.5524,1351.5406,1351.574
2013-05-28,1354.2688,1351.5404,1351.5769,1351.512,1351.512,1351.5662,1351.5415
2013-05-29,1351.51,1351.5391,1351.5039,1351.4703,1351.5631,1351.5804,1351.5485
2013-05-30,1351.517,1351.5391,1351.489,1351.5492,1351.5002,1351.4761,1351.4908
2013-05-31,1351.4719,1351.5391,1351.563,1351.5144,1351.4805,1351.5663,1351.5092
2013-06-02,1351.5712,1351.5391,1351.5781,1351.5367,1351.5347,1351.5533,1348.7388
2013-06-03,1351.5309,1351.5391,1351.5029,1351.5139,1351.5305,1348.6473,1345.2642
2013-06-04,1351.5393,1351.5391,1351.4879,1351.5492,1348.7661,1345.2643,1344.5399
2013-06-05,1351.5763,1351.5391,1351.564,1348.7262,1345.2354,1344.5707,1342.7114
2013-06-06,1351.5425,1351.5392,1348.7153,1345.3009,1344.523,1342.7238,1342.4265
2013-06-07,1351.5492,1348.661,1345.2642,1344.4683,1342.6503,1342.4313,1341.9706
2013-06-09,1348.6943,1345.2627,1344.537,1342.7472,1342.5328,1341.8575,1341.7062
2013-06-10,1345.2145,1344.4623,1342.7223,1342.458,1341.9813,1341.6964,1337.9244
2013-06-11,1344.5397,1342.7307,1342.459,1341.9093,1341.7474,1337.8381,1336.6945
2013-06-12,1342.7407,1342.4524,1341.9155,1341.7072,1337.88,1336.7214,1336.4951
2013-06-13,1342.4805,1341.924,1341.7917,1337.8431,1336.6349,1336.4786,1335.467
2013-06-14,1341.9258,1341.7634,1337.8867,1336.6172,1336.5022,1335.5465,1335.3689
2013-06-16,1341.7979,1337.8915,1336.7043,1336.5562,1335.5322,1335.3447,1333.3431
2013-06-17,1337.8594,1336.6045,1336.5,1335.5576,1335.3641,1333.2538,1330.4285
2013-06-18,1336.6792,1336.4725,1335.5809,1335.3893,1333.2477,1330.418,1328.7076
2013-06-19,1336.4492,1335.6445,1335.3519,1333.304,1330.4313,1328.847,1325.8733
2013-06-20,1335.605,1335.3289,1333.3131,1330.4109,1328.695,1325.8666,1323.6515
2013-06-21,1335.3351,1333.3182,1330.4863,1328.7899,1325.8027,1323.6656,1315.0951
2013-06-23,1333.2996,1330.4757,1328.7776,1325.873,1323.6854,1314.9497,1307.5203
2013-06-24,1330.4221,1328.7942,1325.8954,1323.7006,1315.1152,1307.635,1301.9247
2013-06-25,1328.7693,1325.9126,1323.6533,1315.152,1307.7441,1301.9318,1296.4778
2013-06-26,1325.9148,1323.7161,1315.0599,1307.8589,1301.9972,1296.4886,1294.5212
2013-06-27,1323.5986,1315.1696,1307.6776,1302.001,1296.4867,1294.564,1281.9851
2013-06-28,1314.9492,1307.8492,1301.8549,1296.4518,1294.6879,1282.1224,1279.1724
2013-06-30,1307.7554,1302.0145,1296.4617,1294.6403,1282.5159,1279.2836,1278.9348
2013-07-01,1302.0084,1296.3499,1294.6268,1282.0325,1279.1749,1279.0348,1276.9955
2013-07-02,1296.5024,1294.567,1282.1154,1279.1924,1278.9795,1276.9767,1276.4817
2013-07-03,1294.54,1282.3673,1279.1661,1279.076,1276.9929,1276.5265,1275.175
2013-07-04,1282.0583,1279.1849,1279.0927,1277.0127,1276.4651,1275.2188,1262.3555
2013-07-05,1279.2292,1278.997,1277.0721,1276.484,1275.2017,1262.4368,1257.1705
2013-07-07,1279.041,1277.037,1276.4075,1275.2457,1262.1508,1257.1709,1240.8064
2013-07-08,1277.0588,1276.4905,1275.226,1262.2676,1257.1422,1241.191,1214.3673
2013-07-09,1276.4634,1275.1886,1262.23,1257.143,1241.3241,1214.4979,1214.3068
2013-07-10,1275.2555,1262.425,1257.1329,1241.8604,1214.3088,1214.2623,1214.1829
2013-07-11,1262.3176,1257.0635,1241.9235,1214.5566,1214.2704,1214.2726,1214.322
2013-07-12,1257.1409,1241.6788,1214.4403,1214.3074,1214.2878,1214.225,1213.635
2013-07-14,1241.9232,1214.5201,1214.2078,1214.2915,1214.2623,1213.6483,1213.1196
2013-07-15,1214.5789,1214.2688,1214.2322,1214.2395,1213.65,1213.0906,1213.127
2013-07-16,1214.2863,1214.3193,1214.2909,1213.6315,1213.1392,1213.1626,1213.1013
2013-07-17,1214.2875,1214.2632,1213.6326,1213.2151,1213.1311,1213.1774,1213.1605
2013-07-18,1214.2501,1213.623,1213.131,1213.0723,1213.1315,1213.1042,1213.1713
2013-07-19,1213.648,1213.1289,1213.1425,1213.183,1213.1067,1213.0892,1213.1271
2013-07-21,1213.1611,1213.1367,1213.1503,1213.1588,1213.1316,1213.1633,1213.1005
2013-07-22,1213.1484,1213.0986,1213.1146,1213.0852,1213.1064,1213.1787,1213.1704
2013-07-23,1213.14,1213.146,1213.1245,1213.218,1213.1316,1213.1034,1213.1378
2013-07-24,1213.1348,1213.1007,1213.1306,1213.0695,1213.1062,1213.0879,1213.1029
2013-07-25,1213.1305,1213.1124,1213.1421,1213.1841,1213.1318,1213.1643,1213.1184
2013-07-26,1213.1185,1213.168,1213.1498,1213.1593,1213.1061,1213.1797,1213.1736
2013-07-28,1213.0632,1213.1329,1213.1503,1213.0831,1213.1318,1213.1027,1213.1378
2013-07-29,1213.1063,1213.1427,1213.1506,1213.2202,1213.106,1213.0872,1213.677
2013-07-30,1213.1498,1213.0936,1213.15,1213.0671,1213.1322,1213.6372,1213.7532
2013-07-31,1213.141,1213.1023,1213.1442,1213.185,1213.6298,1213.7416,1213.6896
2013-08-01,1213.1351,1213.1543,1213.0864,1213.6412,1213.6993,1213.6948,1213.7711
2013-08-02,1213.1313,1213.1111,1213.6738,1213.7512,1213.7163,1213.747,1213.7267
2013-08-04,1213.1196,1213.6802,1213.8179,1213.7278,1213.7391,1213.7418,1213.7355
2013-08-05,1213.5691,1213.7366,1213.7013,1213.7512,1213.7528,1213.6945,1213.7717
2013-08-06,1213.7493,1213.7455,1213.7267,1213.7275,1213.7153,1213.7472,1214.2256
2013-08-07,1213.7065,1213.6985,1213.8037,1213.7512,1213.7439,1214.2635,1215.1184
2013-08-08,1213.7091,1213.7191,1213.6647,1213.7273,1214.3313,1215.2329,1216.5085
2013-08-09,1213.7522,1213.73,1213.8197,1214.2664,1215.19,1216.5272,1218.2202
2013-08-11,1213.7606,1213.7839,1214.2511,1215.25,1216.4286,1218.1746,1218.328
2013-08-12,1213.7416,1214.292,1215.2463,1216.5382,1218.2102,1218.3201,1221.4072
2013-08-13,1214.2672,1215.225,1216.4736,1218.2157,1218.3868,1221.3635,1221.3676
2013-08-14,1215.2695,1216.4717,1218.1272,1218.3168,1221.3636,1221.3978,1225.875
2013-08-15,1216.4673,1218.206,1218.2626,1221.2142,1221.3826,1225.9435,1227.1881
2013-08-16,1218.2229,1218.3926,1221.2965,1221.3523,1225.9313,1227.213,1229.0532
2013-08-18,1218.337,1221.3801,1221.3898,1225.8733,1227.1886,1229.0802,1232.7184
2013-08-19,1221.3689,1221.4531,1225.8647,1227.1863,1229.0035,1232.7909,1233.2681
2013-08-20,1221.3585,1225.829,1227.2527,1229.0413,1232.7098,1233.1808,1233.2972
2013-08-21,1225.881,1227.2073,1229.0114,1232.7747,1233.2549,1233.3284,1234.1177
2013-08-22,1227.217,1229.0753,1232.7684,1233.2283,1233.292,1234.116,1234.1658
2013-08-23,1229.0599,1232.7766,1233.1139,1233.3186,1234.1447,1234.2897,1235.46
2013-08-25,1232.7339,1233.2247,1233.354,1234.1384,1234.2476,1235.4244,1235.9714
2013-08-26,1233.2354,1233.2786,1234.1537,1234.2003,1235.4229,1236.0105,1238.28
2013-08-27,1233.2927,1234.1354,1234.2678,1235.4307,1235.9972,1238.2635,1243.5469
2013-08-28,1234.0947,1234.1827,1235.4381,1236.0177,1238.2344,1243.5898,1243.9702
2013-08-29,1234.206,1235.4263,1236.0013,1238.1847,1243.5724,1243.9683,1245.4615
2013-08-30,1235.4198,1236.0469,1238.2778,1243.5901,1243.9836,1245.5198,1245.483
2013-09-01,1236.0529,1238.1577,1243.6361,1243.9716,1245.4764,1245.5468,1255.0615
2013-09-02,1238.2272,1243.5746,1243.9896,1245.4814,1245.5356,1255.1593,1256.9723
2013-09-03,1243.5887,1244.0374,1245.4565,1245.4165,1255.1466,1256.9314,1257.161
2013-09-04,1244.006,1245.4589,1245.4429,1255.0045,1256.9312,1257.1403,1266.272
2013-09-05,1245.5006,1245.4617,1254.9819,1256.9044,1257.1417,1266.251,1267.1488
2013-09-06,1245.4474,1254.9086,1256.8978,1257.1534,1266.1251,1267.1897,1267.8285
2013-09-08,1254.9406,1256.9075,1257.141,1266.1174,1267.1914,1267.8965,1267.8643
2013-09-09,1256.8552,1257.1283,1266.249,1267.2965,1267.8467,1267.761,1267.8055
2013-09-10,1257.1249,1266.14,1267.1925,1267.8701,1267.7914,1267.9127,1267.8003
2013-09-11,1266.3486,1267.2454,1267.8359,1267.7943,1267.8102,1267.7958,1267.8013
2013-09-12,1267.2023,1267.807,1267.79,1267.7788,1267.8158,1267.8213,1267.8427
2013-09-13,1267.8694,1267.8223,1267.8411,1267.8555,1267.7683,1267.8986,1267.8319
2013-09-15,1267.8962,1267.8757,1267.8359,1267.871,1267.8739,1267.7594,1267.8047
2013-09-16,1267.8107,1267.8304,1267.7898,1267.7933,1267.8308,1267.9144,1267.8428
2013-09-17,1267.8527,1267.8403,1267.8413,1267.7776,1267.8395,1267.7948,1267.8805
2013-09-18,1267.7996,1267.8485,1267.8363,1267.856,1267.8783,1267.8206,1267.8148
2013-09-19,1267.8646,1267.8079,1267.7892,1267.8717,1267.8434,1267.8992,1267.8011
2013-09-20,1267.8851,1267.8218,1267.8416,1267.793,1267.8505,1267.7577,1267.832
2013-09-22,1267.8286,1267.8772,1267.8363,1267.7771,1267.7899,1267.9155,1267.8036
2013-09-23,1267.833,1267.8304,1267.7885,1267.8566,1267.8097,1267.794,1267.8497
2013-09-24,1267.8456,1267.8403,1267.8416,1267.8724,1267.8151,1267.8206,1267.8322
2013-09-25,1267.9034,1267.8489,1267.8363,1267.7925,1267.7655,1267.9005,1267.1776
2013-09-26,1267.8242,1267.8068,1267.7882,1267.7764,1267.8746,1267.2649,1257.2
2013-09-27,1267.8123,1267.822,1267.8418,1267.8566,1267.1708,1257.1697,1257.1051
2013-09-29,1267.8219,1267.878,1267.8365,1267.2245,1257.029,1257.1294,1243.5387
2013-09-30,1267.828,1267.8302,1267.1613,1256.9772,1257.1449,1243.4104,1242.1057
2013-10-01,1267.8322,1267.2035,1256.9537,1257.1588,1243.1119,1242.1389,1229.0432
2013-10-02,1267.2122,1256.9095,1257.174,1243.119,1242.1676,1228.9431,1227.1882
2013-10-03,1256.9813,1257.1344,1243.5483,1242.1388,1228.8124,1227.1428,1225.0403
2013-10-04,1257.1196,1243.3647,1242.1682,1229.168,1227.1653,1224.9495,1219.4911
2013-10-06,1243.4115,1242.162,1228.8359,1227.1405,1225.0686,1219.7119,1219.3876
2013-10-07,1242.1321,1228.8914,1227.0842,1225.0813,1219.6426,1219.36,1213.9121
2013-10-08,1229.1692,1227.2118,1225.0037,1219.5934,1219.3224,1213.9701,1213.198
2013-10-09,1227.1436,1225.122,1219.6458,1219.3708,1213.9786,1213.1254,1209.739
2013-10-10,1224.9805,1219.5621,1219.3331,1213.9065,1213.1626,1209.6766,1208.8181
2013-10-11,1219.6251,1219.3477,1213.8562,1213.1556,1209.7697,1208.7645,1207.5508
2013-10-13,1219.4121,1213.7781,1213.2072,1209.7822,1208.7626,1207.52,1206.5638
2013-10-14,1213.8612,1213.1785,1209.8911,1208.8705,1207.5704,1206.625,1205.5784
2013-10-15,1213.167,1209.7731,1208.8491,1207.5762,1206.7126,1205.4559,1205.2935
2013-10-16,1209.8936,1208.7617,1207.6113,1206.573,1205.481,1205.297,1204.2539
2013-10-17,1208.8762,1207.5486,1206.5614,1205.49,1205.2471,1204.2157,1195.3743
2013-10-18,1207.5358,1206.5709,1205.5122,1205.2903,1204.1954,1195.436,1194.3326
2013-10-20,1206.6018,1205.414,1205.2576,1204.2393,1195.365,1194.3933,1194.3848
2013-10-21,1205.426,1205.3235,1204.1945,1195.5017,1194.3708,1194.3597,1194.3773
2013-10-22,1205.2931,1204.2834,1195.5531,1194.4337,1194.4054,1194.3806,1194.3713
2013-10-23,1204.282,1195.5145,1194.3514,1194.3855,1194.2891,1194.4418,1194.4146
2013-10-24,1195.5586,1194.3784,1194.421,1194.3801,1194.331,1194.3981,1194.4014
2013-10-25,1194.3625,1194.3838,1194.3867,1194.4908,1194.4141,1194.3186,1194.3464
2013-10-27,1194.4324,1194.3397,1194.3148,1194.431,1194.3926,1194.3473,1194.3951
2013-10-28,1194.3982,1194.4376,1194.3491,1194.4241,1194.3463,1194.415,1194.3859
2013-10-29,1194.3267,1194.398,1194.4213,1194.4471,1194.3807,1194.3757,1194.3335
2013-10-30,1194.361,1194.4059,1194.3867,1194.3721,1194.3999,1194.3933,1194.3842
2013-10-31,1194.4331,1194.3921,1194.3141,1194.3635,1194.338,1194.3588,1194.3771
2013-11-01,1194.3986,1194.3596,1194.3489,1194.331,1194.438,1194.3804,1194.3712
2013-11-03,1194.3262,1194.3657,1194.4218,1194.354,1194.4108,1194.4425,1194.4154
2013-11-04,1194.3608,1194.31,1194.387,1194.3433,1194.341,1194.3988,1193.1906
2013-11-05,1194.4333,1194.3773,1194.3138,1194.3032,1194.3801,1193.2443,1192.1412
