,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK
2012-01-29,25.560043,25.586113,25.561714,25.559387,25.550186,25.555496,25.55664
2012-01-30,25.571754,25.576141,25.542664,25.538239,25.553268,25.540138,25.545868
2012-01-31,25.595673,25.552315,25.546791,25.55339,25.534615,25.544075,25.568779
2012-02-01,25.558006,25.55516,25.543312,25.548317,25.555984,25.556442,25.554298
2012-02-02,25.553795,25.562317,25.547958,25.545227,25.568108,25.54158,25.536247
2012-02-03,25.547005,25.544037,25.550346,25.545403,25.539497,25.526772,25.513802
2012-02-05,25.540108,25.57631,25.54998,25.538696,25.520859,25.507584,25.455597
2012-02-06,25.537956,25.551743,25.53196,25.527992,25.501228,25.447624,25.438698
2012-02-07,25.556473,25.549614,25.535881,25.528717,25.456871,25.423477,25.388962
2012-02-08,25.544785,25.533356,25.495285,25.445923,25.413742,25.407104,25.363976
2012-02-09,25.54103,25.462364,25.43605,25.41137,25.397537,25.3628,25.332535
2012-02-10,25.51831,25.460884,25.406815,25.392944,25.389374,25.345497,25.329208
2012-02-12,25.471298,25.405571,25.391182,25.372429,25.3722,25.31649,25.265335
2012-02-13,25.450836,25.40915,25.363754,25.359169,25.319145,25.260162,25.248901
2012-02-14,25.389664,25.372635,25.325043,25.327927,25.244667,25.183334,25.164238
2012-02-15,25.375412,25.34803,25.32727,25.254654,25.200218,25.216385,25.205238
2012-02-16,25.335594,25.306091,25.250305,25.241714,25.21656,25.19629,25.168007
2012-02-17,25.321991,25.249039,25.236954,25.22393,25.196,25.16034,25.187935
2012-02-19,25.244156,25.226715,25.15828,25.213715,25.179466,25.17546,25.194801
2012-02-20,25.21148,25.204033,25.216988,25.176346,25.174255,25.170113,25.136536
2012-02-21,25.182503,25.170639,25.17994,25.179,25.176842,25.154877,25.155304
2012-02-22,25.19648,25.197266,25.181023,25.161247,25.168747,25.146622,25.145683
2012-02-23,25.179962,25.180176,25.164322,25.15644,25.160553,25.138039,25.119873
2012-02-24,25.19844,25.169693,25.149681,25.1539,25.133636,25.109924,25.122475
2012-02-26,25.173508,25.163132,25.15126,25.11155,25.123825,25.07225,25.156853
2012-02-27,25.15577,25.161118,25.13874,25.130714,25.09478,25.108109,25.090225
2012-02-28,25.14695,25.153793,25.126122,25.089996,25.088379,25.11258,25.04763
2012-02-29,25.126213,25.115074,25.116425,25.097076,25.154182,25.042274,25.013718
2012-03-01,25.129967,25.12387,25.153831,25.112,25.039436,25.040565,25.03292
2012-03-02,25.078308,25.069786,25.063248,25.084373,25.029823,25.00859,25.016602
2012-03-04,25.12513,25.054863,25.07048,25.03164,25.024963,25.02694,24.994812
2012-03-05,25.067085,25.102478,25.033195,25.022446,25.027199,25.018707,25.008286
2012-03-06,25.096748,25.037827,25.02269,25.004898,25.013336,24.97937,25.001602
2012-03-07,25.033173,25.028526,25.0103,24.999367,25.006943,24.982948,24.974854
2012-03-08,25.025253,25.013107,25.03769,25.010246,24.991646,24.975845,24.95819
2012-03-09,25.043785,25.007393,25.006104,24.99884,24.954597,24.964264,24.953484
2012-03-11,25.00489,25.020271,24.977646,24.950592,24.956688,24.938133,24.928589
2012-03-12,25.019821,25.015099,24.976273,24.962868,24.943527,24.928009,24.911522
2012-03-13,24.9971,24.997711,24.966095,24.948647,24.947632,24.905212,24.889526
2012-03-14,24.967354,24.953087,24.953072,24.936157,24.910912,24.89309,24.886314
2012-03-15,24.958664,24.958633,24.93348,24.928291,24.923347,24.875526,24.910736
2012-03-16,24.9589,24.924011,24.92611,24.907692,24.907219,24.863724,24.857697
2012-03-18,24.94831,24.909424,24.890121,24.87761,24.889664,24.893456,24.896568
2012-03-19,24.937515,24.905426,24.883781,24.88572,24.860435,24.86773,24.865486
2012-03-20,24.897179,24.904236,24.896454,24.882904,24.86734,24.854675,24.861153
2012-03-21,24.887962,24.884117,24.875282,24.866806,24.868126,24.846436,24.804077
2012-03-22,24.88124,24.875961,24.852844,24.870583,24.846169,24.83432,24.769447
2012-03-23,24.838692,24.855324,24.858658,24.848152,24.84417,24.731094,24.71975
2012-03-25,24.861076,24.856125,24.841515,24.796402,24.794167,24.782158,24.71579
2012-03-26,24.855072,24.828629,24.79367,24.789299,24.727432,24.743843,24.764511
2012-03-27,24.859467,24.794868,24.79615,24.742165,24.752022,24.73024,24.749847
2012-03-28,24.790138,24.757347,24.74633,24.745476,24.751434,24.75747,24.701874
2012-03-29,24.791245,24.736885,24.745499,24.722641,24.722115,24.736855,24.743103
2012-03-30,24.761658,24.76516,24.6893,24.721207,24.755013,24.708649,24.736618
2012-04-01,24.730453,24.748154,24.736763,24.77034,24.688286,24.697266,24.729317
2012-04-02,24.750069,24.7379,24.764862,24.725784,24.736,24.678246,24.721115
2012-04-03,24.738625,24.719238,24.718018,24.741005,24.724716,24.706879,24.721977
2012-04-04,24.707184,24.7397,24.736427,24.709908,24.685349,24.701622,24.688583
2012-04-05,24.759605,24.716377,24.695778,24.696144,24.721596,24.70858,24.693634
2012-04-08,24.719711,24.732521,24.693657,24.677803,24.72834,24.696068,24.701637
2012-04-09,24.692291,24.717583,24.708275,24.693642,24.728348,24.711708,24.724182
2012-04-10,24.715897,24.674675,24.70185,24.687607,24.694153,24.695091,24.741058
2012-04-11,24.688812,24.70459,24.70823,24.705574,24.706612,24.702072,24.691399
2012-04-12,24.69767,24.699097,24.724457,24.691437,24.701057,24.704506,24.676445
2012-04-13,24.709976,24.72696,24.7044,24.704666,24.696365,24.712685,24.71051
2012-04-15,24.705658,24.688835,24.692993,24.690857,24.692238,24.713364,24.713745
2012-04-16,24.66092,24.737099,24.69291,24.704666,24.710785,24.695953,24.700737
2012-04-17,24.710403,24.702415,24.677925,24.695564,24.695412,24.701637,24.703865
2012-04-18,24.70996,24.682808,24.69474,24.732788,24.700958,24.712883,24.74131
2012-04-19,24.709984,24.714699,24.70427,24.690544,24.70092,24.695206,24.716827
2012-04-20,24.702263,24.682968,24.692375,24.732635,24.72116,24.729897,24.750328
2012-04-22,24.694794,24.674301,24.701897,24.714302,24.717834,24.713287,24.73848
2012-04-23,24.719505,24.711906,24.720703,24.721558,24.718124,24.727577,24.74855
2012-04-24,24.69667,24.71701,24.742218,24.735168,24.732399,24.757416,24.753883
2012-04-25,24.740997,24.723,24.71434,24.710114,24.742859,24.74929,24.760948
2012-04-26,24.713058,24.732681,24.741364,24.736877,24.762993,24.750755,24.761528
2012-04-27,24.710335,24.732597,24.757957,24.745087,24.755806,24.763924,24.798012
2012-04-29,24.73825,24.744987,24.769737,24.756874,24.758133,24.784431,24.780525
2012-04-30,24.728523,24.759499,24.775589,24.771576,24.77491,24.793259,24.778595
2012-05-01,24.744446,24.750725,24.769775,24.750412,24.773659,24.80996,24.80098
2012-05-02,24.75695,24.766808,24.782394,24.765495,24.790901,24.786697,24.797775
2012-05-03,24.774773,24.779137,24.800812,24.788033,24.78257,24.786217,24.80185
2012-05-04,24.779724,24.793121,24.801628,24.77787,24.774864,24.797638,24.810654
2012-05-06,24.767052,24.779541,24.768524,24.805634,24.80661,24.807846,24.821701
2012-05-07,24.804283,24.787552,24.79528,24.793358,24.799828,24.817116,24.823257
2012-05-08,24.783531,24.798248,24.81218,24.808235,24.797897,24.82788,24.83155
2012-05-09,24.799736,24.795555,24.808968,24.830292,24.815186,24.817947,24.846382
2012-05-10,24.800697,24.804031,24.813904,24.834534,24.832932,24.837029,24.850624
2012-05-11,24.803185,24.813942,24.832611,24.821686,24.840874,24.858131,24.873146
2012-05-13,24.815865,24.82071,24.823235,24.85395,24.853104,24.868462,24.88659
2012-05-14,24.82138,24.824272,24.838737,24.853073,24.859253,24.898567,24.895866
2012-05-15,24.845963,24.839638,24.850311,24.876549,24.888916,24.923996,24.90715
2012-05-16,24.823433,24.85601,24.871857,24.908699,24.91861,24.940742,24.965233
2012-05-17,24.868256,24.863762,24.902542,24.914352,24.9272,24.976547,24.982521
2012-05-18,24.861115,24.892662,24.900658,24.919785,24.954758,24.972412,25.032814
2012-05-20,24.894577,24.925758,24.917122,24.923462,24.968285,24.989853,25.043892
2012-05-21,24.897964,24.942787,24.96296,24.972313,24.985245,25.023293,25.076317
2012-05-22,24.921463,24.956581,24.983368,25.019814,25.043732,25.044952,25.092758
2012-05-23,24.987,24.992126,24.989784,25.026917,25.057755,25.080307,25.148972
2012-05-24,24.991684,24.970673,25.02536,25.073761,25.110481,25.154839,25.188759
2012-05-25,24.98259,25.019783,25.048248,25.082016,25.150436,25.175697,25.209984
2012-05-27,25.015251,25.043999,25.090324,25.148712,25.19455,25.188332,25.252258
2012-05-28,25.057365,25.086655,25.144165,25.187859,25.20491,25.212463,25.207489
2012-05-29,25.082901,25.157097,25.19043,25.220238,25.21621,25.230927,25.240913
2012-05-30,25.14827,25.223251,25.214165,25.192528,25.242477,25.251839,25.25586
2012-05-31,25.19629,25.204071,25.218513,25.231476,25.226639,25.252968,25.267174
2012-06-01,25.21106,25.219933,25.249771,25.241814,25.275291,25.27787,25.289818
2012-06-03,25.191559,25.233543,25.254158,25.256432,25.284668,25.325745,25.330917
2012-06-04,25.240318,25.221619,25.239517,25.255379,25.315498,25.316734,25.332779
2012-06-05,25.210327,25.266205,25.271141,25.319496,25.330742,25.358727,25.333717
2012-06-06,25.258072,25.249504,25.29026,25.337448,25.335281,25.366089,25.330635
2012-06-07,25.278877,25.324608,25.347656,25.372032,25.36464,25.369446,25.37815
2012-06-08,25.317879,25.31443,25.345268,25.353073,25.353188,25.37519,25.380753
2012-06-10,25.333382,25.35701,25.343925,25.361313,25.405151,25.391403,25.391853
2012-06-11,25.333862,25.355186,25.355003,25.363815,25.401169,25.384407,25.400604
2012-06-12,25.363297,25.38543,25.39003,25.395332,25.407524,25.422226,25.39917
2012-06-13,25.362915,25.368309,25.383842,25.399582,25.434135,25.437843,25.41652
2012-06-14,25.357246,25.389526,25.402107,25.425064,25.400154,25.425339,25.451965
2012-06-15,25.38874,25.40068,25.415016,25.423454,25.446205,25.459,25.49965
2012-06-17,25.421715,25.423195,25.399849,25.429688,25.422272,25.456284,25.48809
2012-06-18,25.421509,25.410942,25.44674,25.468117,25.439583,25.451675,25.475494
2012-06-19,25.420189,25.41845,25.425385,25.441063,25.45874,25.493782,25.503181
2012-06-20,25.426208,25.419456,25.48909,25.47396,25.48317,25.514435,25.47956
2012-06-21,25.421982,25.491707,25.45823,25.453018,25.468864,25.491508,25.463486
2012-06-22,25.478348,25.461922,25.481125,25.50853,25.479813,25.494766,25.50058
2012-06-24,25.45639,25.476028,25.476242,25.513687,25.50373,25.496193,25.502174
2012-06-25,25.496872,25.484406,25.526749,25.5009,25.498573,25.497849,25.49273
2012-06-26,25.463974,25.48877,25.506454,25.501862,25.50454,25.536385,25.531754
2012-06-27,25.486885,25.513245,25.507599,25.512184,25.508957,25.518135,25.510765
2012-06-28,25.50238,25.526619,25.496582,25.496674,25.527084,25.520561,25.524857
2012-06-29,25.494705,25.510849,25.53286,25.516617,25.526535,25.52697,25.516884
2012-07-01,25.50618,25.523643,25.487564,25.522156,25.526718,25.523338,25.541107
2012-07-02,25.504517,25.523888,25.501945,25.54441,25.528809,25.522575,25.540215
2012-07-03,25.521675,25.503906,25.519424,25.50644,25.5279,25.561104,25.562378
2012-07-04,25.503387,25.5223,25.535225,25.515015,25.528877,25.563583,25.548416
2012-07-05,25.521706,25.527824,25.532974,25.541344,25.561829,25.555168,25.559715
2012-07-06,25.528458,25.503342,25.545258,25.580055,25.54956,25.559937,25.533089
2012-07-08,25.565346,25.546455,25.546387,25.58088,25.563911,25.55465,25.549652
2012-07-09,25.541412,25.548485,25.554169,25.559387,25.542313,25.550377,25.54525
2012-07-10,25.556908,25.547234,25.548042,25.557877,25.565628,25.55413,25.529572
2012-07-11,25.56369,25.554443,25.566193,25.567276,25.511375,25.52655,25.525093
2012-07-12,25.556244,25.547638,25.531189,25.532341,25.53067,25.52855,25.50531
2012-07-13,25.568909,25.553795,25.530952,25.532677,25.540848,25.514915,25.52983
2012-07-15,25.540184,25.54242,25.533356,25.528526,25.537552,25.509895,25.524567
2012-07-16,25.53286,25.511627,25.55513,25.515457,25.540054,25.52272,25.518883
2012-07-17,25.534645,25.52781,25.522957,25.520248,25.511314,25.508842,25.549675
2012-07-18,25.531952,25.527,25.526558,25.507416,25.50673,25.537193,25.526642
2012-07-19,25.52655,25.539246,25.51709,25.51741,25.532448,25.535492,25.529625
2012-07-20,25.49955,25.521324,25.526718,25.526955,25.541878,25.546509,25.511917
2012-07-22,25.525047,25.508408,25.52324,25.528877,25.529633,25.505165,25.52436
2012-07-23,25.513313,25.530113,25.527,25.523323,25.51799,25.502075,25.51477
2012-07-24,25.511482,25.52256,25.542542,25.508163,25.515404,25.509323,25.507965
2012-07-25,25.529625,25.524002,25.505432,25.546173,25.516998,25.523773,25.522026
2012-07-26,25.534569,25.528831,25.522446,25.529533,25.513878,25.525757,25.526665
2012-07-27,25.521996,25.532166,25.525398,25.523338,25.52607,25.52031,25.521835
2012-07-29,25.517227,25.515862,25.511398,25.543076,25.514328,25.522285,25.526665
2012-07-30,25.513756,25.511246,25.538498,25.52353,25.536003,25.526093,25.509789
2012-07-31,25.532776,25.510384,25.527534,25.524567,25.513878,25.519081,25.494194
2012-08-01,25.5262,25.513351,25.535355,25.509659,25.510452,25.500893,25.421585
2012-08-02,25.521751,25.51654,25.530556,25.514214,25.484848,25.427696,25.414146
2012-08-03,25.526329,25.550957,25.531647,25.501053,25.417336,25.405418,25.403442
2012-08-05,25.496971,25.514778,25.510376,25.412727,25.408356,25.406479,25.375916
2012-08-06,25.515,25.49794,25.416756,25.410103,25.40303,25.393372,25.370407
2012-08-07,25.495392,25.434921,25.40992,25.41098,25.37638,25.381119,25.381912
2012-08-08,25.416985,25.416946,25.406181,25.398132,25.390793,25.374832,25.360481
2012-08-09,25.430954,25.395294,25.390709,25.382645,25.3693,25.371887,25.352676
2012-08-10,25.407013,25.373795,25.382057,25.394196,25.36779,25.348389,25.327354
2012-08-12,25.383583,25.382195,25.37223,25.360771,25.352463,25.358513,25.290932
2012-08-13,25.374748,25.381012,25.368515,25.365562,25.33358,25.302109,25.317558
2012-08-14,25.386932,25.352798,25.34407,25.321922,25.305,25.306831,25.329964
2012-08-15,25.372185,25.344467,25.318138,25.316658,25.302597,25.302368,25.2696
2012-08-16,25.364029,25.333397,25.330894,25.310982,25.301048,25.304604,25.288307
2012-08-17,25.324203,25.31195,25.30555,25.305496,25.285439,25.282814,25.277397
2012-08-19,25.358162,25.300087,25.313438,25.3042,25.291428,25.268066,25.274979
2012-08-20,25.302094,25.301064,25.284393,25.285217,25.261696,25.24852,25.241417
2012-08-21,25.302094,25.297325,25.283768,25.285187,25.279236,25.24987,25.213646
2012-08-22,25.272491,25.281044,25.261497,25.26506,25.20031,25.199707,25.177261
2012-08-23,25.288818,25.273048,25.246521,25.20868,25.200668,25.158806,25.155357
2012-08-24,25.268494,25.246704,25.245964,25.209076,25.174995,25.140602,25.141243
2012-08-26,25.264084,25.245026,25.232468,25.169624,25.138985,25.138878,25.139008
2012-08-27,25.248611,25.21724,25.164886,25.151031,25.13456,25.128807,25.11219
2012-08-28,25.2145,25.169792,25.127144,25.128616,25.095222,25.116028,25.102303
2012-08-29,25.177795,25.14914,25.109215,25.125046,25.109505,25.094215,25.103897
2012-08-30,25.15422,25.125435,25.111618,25.104752,25.102371,25.08725,25.037758
2012-08-31,25.125954,25.111694,25.111992,25.095627,25.075806,25.056946,24.965706
2012-09-02,25.12513,25.115646,25.102905,25.088089,25.066147,24.970451,24.955978
2012-09-03,25.094788,25.073143,25.092987,25.046875,24.96666,24.951866,24.94291
2012-09-04,25.08339,25.082153,25.050919,24.96785,24.937485,24.915276,24.938065
2012-09-05,25.06987,25.062408,24.974998,24.958817,24.933968,24.93663,24.885101
2012-09-06,25.035484,24.961273,24.969185,24.939796,24.903282,24.901413,24.908684
2012-09-07,24.981087,24.93332,24.91919,24.891457,24.927254,24.882088,24.893517
2012-09-09,24.972984,24.913162,24.910805,24.907005,24.907944,24.902512,24.885292
2012-09-10,24.937805,24.904266,24.889473,24.905586,24.889183,24.89167,24.87239
2012-09-11,24.94513,24.916832,24.891495,24.89354,24.89148,24.88028,24.872307
2012-09-12,24.933151,24.874702,24.907112,24.872108,24.870071,24.870369,24.881233
2012-09-13,24.892914,24.884758,24.890793,24.86467,24.877945,24.85183,24.85276
2012-09-14,24.909584,24.904823,24.871208,24.855415,24.874352,24.855362,24.855812
2012-09-16,24.878738,24.858765,24.858444,24.864601,24.859978,24.848595,24.869576
2012-09-17,24.897919,24.859543,24.866776,24.865364,24.840866,24.868309,24.851494
2012-09-18,24.869102,24.890472,24.866814,24.866272,24.8703,24.843597,24.842857
2012-09-19,24.874336,24.860306,24.840149,24.863525,24.840202,24.832138,24.865456
2012-09-20,24.883614,24.864227,24.843086,24.835243,24.845657,24.835411,24.856705
2012-09-21,24.847862,24.845139,24.872597,24.862473,24.850883,24.83921,24.865585
2012-09-23,24.862999,24.826118,24.840431,24.866707,24.84533,24.832245,24.849922
2012-09-24,24.853333,24.851868,24.85353,24.83429,24.851074,24.86676,24.857086
2012-09-25,24.85241,24.846443,24.831062,24.842194,24.84507,24.834373,24.905151
2012-09-26,24.841812,24.852127,24.859344,24.837685,24.851334,24.866371,24.854301
2012-09-27,24.856339,24.846443,24.836914,24.852104,24.84507,24.835785,24.853806
2012-09-28,24.856812,24.852516,24.856339,24.841217,24.851715,24.865524,24.844437
2012-09-30,24.856522,24.846245,24.843658,24.851257,24.84475,24.838127,24.86097
2012-10-01,24.841171,24.852325,24.834785,24.850746,24.86222,24.837677,24.840828
2012-10-02,24.852386,24.84568,24.850296,24.84481,24.870384,24.856445,24.853447
2012-10-03,24.852592,24.852776,24.854301,24.859657,24.843445,24.852379,24.854965
2012-10-04,24.850983,24.878311,24.850296,24.8443,24.849014,24.846184,24.871101
2012-10-05,24.859573,24.863747,24.854301,24.859985,24.857872,24.851395,24.858711
2012-10-07,24.860733,24.846352,24.849976,24.84378,24.871933,24.859283,24.865784
2012-10-08,24.843437,24.837845,24.854683,24.863663,24.869438,24.863258,24.85176
2012-10-09,24.796906,24.856651,24.865936,24.860817,24.888763,24.856049,24.879356
2012-10-10,24.849747,24.856857,24.854454,24.86554,24.878319,24.88012,24.908516
2012-10-11,24.860031,24.862778,24.853119,24.865448,24.883026,24.892426,24.896805
2012-10-12,24.865974,24.871803,24.897903,24.871384,24.892357,24.895592,24.88662
2012-10-14,24.86126,24.871498,24.886536,24.881218,24.901962,24.893387,24.904442
2012-10-15,24.866951,24.872208,24.89206,24.884682,24.904129,24.898872,24.895256
2012-10-16,24.867546,24.895546,24.894348,24.872566,24.900032,24.893257,24.893776
2012-10-17,24.90142,24.89811,24.89801,24.882057,24.897705,24.898872,24.893944
2012-10-18,24.890099,24.901695,24.896416,24.905182,24.903908,24.892937,24.911491
2012-10-19,24.89907,24.89804,24.89376,24.885086,24.897133,24.914513,24.89331
2012-10-21,24.901627,24.897163,24.872948,24.89914,24.913101,24.903076,24.925217
2012-10-22,24.903664,24.898071,24.897339,24.892311,24.91996,24.917686,24.905296
2012-10-23,24.901741,24.904541,24.923737,24.92102,24.90477,24.915398,24.917252
2012-10-24,24.90184,24.895103,24.91423,24.91433,24.910591,24.934982,24.91668
2012-10-25,24.91529,24.908134,24.935081,24.92846,24.927185,24.925018,24.930176
2012-10-26,24.915436,24.920021,24.911469,24.934998,24.926598,24.922722,24.941597
2012-10-28,24.91047,24.9133,24.951424,24.914276,24.932259,24.952759,24.943268
2012-10-29,24.908203,24.921959,24.923737,24.910675,24.946388,24.933647,24.939667
2012-10-30,24.92543,24.941788,24.93821,24.922638,24.939857,24.928986,24.943802
2012-10-31,24.914963,24.942635,24.92138,24.92128,24.945274,24.94587,24.939125
2012-11-01,24.931213,24.936302,24.944786,24.936958,24.930176,24.960464,24.976067
2012-11-02,24.949272,24.916618,24.94387,24.958755,24.964287,24.971077,24.98944
2012-11-04,24.928299,24.922295,24.954514,24.94764,24.937782,24.964127,24.972458
2012-11-05,24.942017,24.957893,24.936127,24.9637,24.942642,24.972229,24.982224
2012-11-06,24.938423,24.963379,24.961823,24.959206,24.970665,24.973213,24.967064
2012-11-07,24.942535,24.94796,24.960869,24.982277,24.97232,24.956047,24.974052
2012-11-08,24.98191,24.974808,24.971657,24.96914,24.976967,24.964897,24.973785
2012-11-09,24.986748,24.959503,24.974335,24.965141,24.958282,24.957237,24.966942
2012-11-11,24.973305,24.961746,24.977104,24.958275,24.975174,24.966652,24.963356
2012-11-12,24.959183,24.97242,24.976295,24.96524,24.957771,24.971962,24.976051
2012-11-13,24.97757,24.960297,24.96666,24.975754,24.965324,24.960411,24.994896
2012-11-14,24.968216,24.973045,24.960068,24.97345,24.97828,24.97416,25.006332
2012-11-15,24.962967,24.963333,24.965721,24.971664,24.990685,25.028267,25.001411
2012-11-16,24.967873,24.96373,24.983315,24.985573,25.00869,25.022728,25.052261
2012-11-18,24.962646,24.97638,24.984596,24.996292,25.026833,25.067734,25.15493
2012-11-19,24.983025,24.988205,25.000198,25.014397,25.030594,25.156036,25.22689
2012-11-20,24.979317,25.005592,25.01641,25.056305,25.164162,25.210587,25.24649
2012-11-21,24.999344,25.012505,25.049942,25.155853,25.234924,25.24263,25.255135
2012-11-22,25.022026,25.047028,25.138664,25.233177,25.237106,25.252815,25.270027
2012-11-23,25.084259,25.166252,25.227814,25.230255,25.249191,25.254784,25.25756
2012-11-25,25.156357,25.22895,25.241898,25.238144,25.27314,25.271599,25.270378
2012-11-26,25.230919,25.222374,25.240128,25.263786,25.287323,25.279678,25.292976
2012-11-27,25.229836,25.245262,25.275703,25.277023,25.306236,25.287628,25.269218
2012-11-28,25.238403,25.296036,25.282799,25.281563,25.26184,25.28836,25.267113
2012-11-29,25.242195,25.284409,25.274284,25.302338,25.280563,25.279213,25.291298
2012-11-30,25.263489,25.291512,25.243599,25.252747,25.295013,25.265923,25.253632
2012-12-02,25.27517,25.272827,25.301956,25.30529,25.30774,25.293747,25.294647
2012-12-03,25.289299,25.262932,25.28437,25.297546,25.316925,25.279411,25.29039
2012-12-04,25.270592,25.2919,25.272041,25.261711,25.274101,25.302826,25.249664
2012-12-05,25.28144,25.291008,25.275002,25.305069,25.28772,25.303162,25.311813
2012-12-06,25.269043,25.29866,25.299454,25.292969,25.260307,25.27787,25.280968
2012-12-07,25.239647,25.280945,25.293465,25.28405,25.283684,25.283096,25.28038
2012-12-09,25.299187,25.28936,25.274254,25.28022,25.251534,25.331306,25.273369
2012-12-10,25.268837,25.249535,25.289322,25.247849,25.2817,25.294098,25.278397
2012-12-11,25.291595,25.285614,25.294212,25.27797,25.298096,25.274628,25.287323
2012-12-12,25.271927,25.254715,25.298592,25.262535,25.308647,25.28077,25.275993
2012-12-13,25.286415,25.304047,25.289215,25.30017,25.306313,25.309807,25.307335
2012-12-14,25.290756,25.289429,25.265251,25.294342,25.290962,25.311073,25.299126
2012-12-16,25.241165,25.27684,25.285156,25.268532,25.3218,25.28611,25.268433
2012-12-17,25.295067,25.327515,25.351677,25.243752,25.278778,25.277695,25.258667
2012-12-18,25.28675,25.29261,25.286407,25.28038,25.271622,25.27884,25.252235
2012-12-19,25.324951,25.30371,25.271698,25.262924,25.273842,25.254974,25.264961
2012-12-20,25.264648,25.283943,25.275742,25.255707,25.282806,25.231712,25.25772
2012-12-21,25.288475,25.272865,25.274765,25.263306,25.247307,25.276894,25.250214
2012-12-23,25.313042,25.243591,25.244072,25.26197,25.255241,25.250717,25.267403
2012-12-24,25.296463,25.276619,25.268997,25.256912,25.242928,25.244759,25.22519
2012-12-26,25.273575,25.262253,25.233818,25.248184,25.239601,25.253807,25.237747
2012-12-27,25.240852,25.25576,25.261757,25.230064,25.237534,25.245636,25.244911
2012-12-28,25.26236,25.255013,25.237877,25.244766,25.237312,25.213905,25.22905
2012-12-30,25.248657,25.243668,25.241318,25.239204,25.24047,25.236076,25.229027
2012-12-31,25.241348,25.220955,25.22467,25.230904,25.22596,25.220009,25.226685
2013-01-02,25.234283,25.24115,25.22734,25.212807,25.233688,25.225342,25.22165
2013-01-03,25.229294,25.237617,25.233612,25.233887,25.221718,25.225304,25.237114
2013-01-04,25.219742,25.23127,25.226074,25.218933,25.230179,25.229752,25.226692
2013-01-06,25.232422,25.22171,25.23413,25.226059,25.223099,25.230751,25.21875
2013-01-07,25.212502,25.212265,25.226006,25.219582,25.238136,25.224846,25.22129
2013-01-08,25.21167,25.219223,25.222504,25.233444,25.223099,25.224396,25.235222
2013-01-09,25.220482,25.22136,25.238083,25.219582,25.238586,25.217613,25.236938
2013-01-10,25.233063,25.240913,25.222473,25.232353,25.222778,25.255707,25.231651
2013-01-11,25.220032,25.223503,25.23861,25.228104,25.224655,25.241104,25.231895
2013-01-13,25.233192,25.23899,25.222473,25.219223,25.24208,25.25637,25.241058
2013-01-14,25.219643,25.223366,25.245598,25.221893,25.226494,25.222221,25.231377
2013-01-15,25.23339,25.214455,25.233353,25.25621,25.235237,25.228775,25.258827
2013-01-16,25.246399,25.222328,25.214699,25.251175,25.241028,25.247322,25.253113
2013-01-17,25.245941,25.230194,25.23574,25.257614,25.232025,25.25,25.248741
2013-01-18,25.220024,25.247803,25.213982,25.233978,25.254143,25.263817,25.284225
2013-01-20,25.234161,25.23153,25.254868,25.260933,25.261818,25.260818,25.252815
2013-01-21,25.212944,25.233902,25.261383,25.26072,25.249466,25.271194,25.328285
2013-01-22,25.251366,25.25267,25.255104,25.255402,25.259827,25.325241,25.375336
2013-01-23,25.256523,25.260475,25.255379,25.263412,25.349167,25.39801,25.508377
2013-01-24,25.255783,25.262222,25.267815,25.337296,25.384636,25.500656,25.556702
2013-01-25,25.257996,25.267784,25.335762,25.385399,25.504364,25.546524,25.537674
2013-01-27,25.274376,25.337181,25.383064,25.50425,25.534073,25.553612,25.515388
2013-01-28,25.340431,25.387634,25.501366,25.53019,25.559479,25.57367,25.55928
2013-01-29,25.385078,25.500618,25.540298,25.55326,25.561531,25.563187,25.584167
2013-01-30,25.51355,25.509514,25.550552,25.55552,25.563408,25.576843,25.57608
2013-01-31,25.548958,25.546112,25.563126,25.578743,25.576515,25.576874,25.58603
2013-02-01,25.555344,25.557816,25.549469,25.566177,25.575562,25.59327,25.577644
2013-02-03,25.568184,25.559013,25.568825,25.575417,25.590027,25.581116,25.588867
2013-02-04,25.54432,25.58326,25.565437,25.55249,25.587173,25.577644,25.587654
2013-02-05,25.551765,25.579712,25.608376,25.565193,25.598808,25.593971,25.577263
2013-02-06,25.568047,25.600105,25.60353,25.587166,25.59288,25.579498,25.589142
2013-02-07,25.588211,25.5755,25.607681,25.55735,25.559425,25.581665,25.588486
2013-02-08,25.581657,25.58905,25.572525,25.570168,25.589409,25.576294,25.576492
2013-02-10,25.552513,25.582558,25.567879,25.558151,25.58374,25.581856,25.55944
2013-02-11,25.573715,25.573387,25.58693,25.57405,25.562218,25.57592,25.582779
2013-02-12,25.562584,25.567322,25.591263,25.5878,25.591011,25.582115,25.600395
2013-02-13,25.583015,25.581123,25.581078,25.570396,25.599785,25.57592,25.56591
2013-02-14,25.56923,25.582253,25.581703,25.573242,25.579102,25.582436,25.575783
2013-02-15,25.589828,25.58271,25.587975,25.57013,25.586731,25.575851,25.591713
2013-02-17,25.617256,25.561378,25.579788,25.584663,25.588387,25.583008,25.585884
2013-02-18,25.563171,25.572388,25.592697,25.586311,25.583755,25.606491,25.574585
2013-02-19,25.585464,25.572151,25.577492,25.573944,25.588165,25.576859,25.576324
2013-02-20,25.569595,25.583717,25.579704,25.587753,25.579964,25.55513,25.568542
2013-02-21,25.58384,25.59108,25.586098,25.571556,25.57071,25.56852,25.549454
