,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK
2013-02-22,25.582794,25.584084,25.574715,25.56836,25.561523,25.555939,25.554573
2013-02-24,25.587776,25.57338,25.566566,25.558632,25.54979,25.543823,25.560432
2013-02-25,25.566612,25.568398,25.561142,25.546753,25.550934,25.545815,25.56292
2013-02-26,25.571312,25.571579,25.555283,25.557709,25.560944,25.568779,25.569923
2013-02-27,25.564568,25.559776,25.544449,25.556503,25.570107,25.567535,25.566269
2013-02-28,25.550117,25.54966,25.555374,25.563957,25.567467,25.573418,25.56166
2013-03-01,25.555214,25.550682,25.564674,25.571182,25.564865,25.56852,25.556778
2013-03-03,25.550827,25.56054,25.5682,25.567406,25.565804,25.554192,25.535126
2013-03-04,25.554504,25.570702,25.554726,25.565681,25.549545,25.55587,25.534882
2013-03-05,25.559074,25.57293,25.565887,25.550217,25.57875,25.515213,25.516678
2013-03-06,25.559761,25.566765,25.550148,25.580063,25.517609,25.523605,25.508629
2013-03-07,25.582535,25.546349,25.567924,25.544174,25.53112,25.551102,25.506058
2013-03-08,25.561966,25.548294,25.55465,25.529457,25.509308,25.551147,25.533562
2013-03-10,25.540665,25.535263,25.52259,25.53164,25.51413,25.513428,25.523651
2013-03-11,25.535873,25.51818,25.52192,25.523163,25.50708,25.510078,25.532272
2013-03-12,25.551422,25.519943,25.506378,25.50734,25.538307,25.550285,25.515137
2013-03-13,25.515732,25.514137,25.528572,25.527954,25.52156,25.513496,25.503304
2013-03-14,25.515862,25.513924,25.520378,25.50647,25.46708,25.52446,25.517662
2013-03-15,25.501282,25.522957,25.513618,25.535774,25.520813,25.502098,25.520645
2013-03-17,25.521774,25.494698,25.539696,25.529518,25.540321,25.511185,25.505966
2013-03-18,25.510864,25.523804,25.53386,25.521973,25.541283,25.53141,25.529816
2013-03-19,25.54496,25.536583,25.508118,25.56163,25.537575,25.522247,25.536896
2013-03-20,25.508507,25.49807,25.517021,25.534004,25.524086,25.519814,25.532875
2013-03-21,25.50528,25.54052,25.517342,25.513542,25.548592,25.541794,25.54132
2013-03-22,25.546318,25.528801,25.49012,25.522316,25.532707,25.547043,25.56958
2013-03-24,25.5307,25.524994,25.540817,25.541924,25.546562,25.552979,25.57795
2013-03-25,25.530891,25.546898,25.54557,25.540314,25.549652,25.595612,25.573326
2013-03-26,25.543587,25.545609,25.547134,25.54058,25.568886,25.6193,25.59739
2013-03-27,25.527473,25.544449,25.549751,25.584335,25.578949,25.603142,25.637047
2013-03-28,25.543846,25.575806,25.570595,25.575562,25.6204,25.632935,25.606407
2013-03-31,25.55568,25.58181,25.61734,25.56353,25.632393,25.618538,25.62165
2013-04-01,25.566925,25.58377,25.62648,25.642845,25.623688,25.629227,25.624176
2013-04-02,25.597595,25.57547,25.601288,25.622223,25.62069,25.652924,25.650505
2013-04-03,25.618683,25.623985,25.669212,25.616676,25.620384,25.644096,25.652847
2013-04-04,25.59494,25.605385,25.610489,25.630684,25.642487,25.640923,25.658821
2013-04-05,25.591492,25.622375,25.65783,25.651512,25.65461,25.690514,25.65818
2013-04-07,25.601967,25.62706,25.65036,25.656982,25.653656,25.668694,25.684761
2013-04-08,25.630997,25.647873,25.65036,25.668007,25.679443,25.678513,25.713005
2013-04-09,25.640923,25.647278,25.676552,25.657806,25.69017,25.736504,25.732796
2013-04-10,25.651062,25.662247,25.681808,25.693275,25.733093,25.692505,25.778748
2013-04-11,25.672691,25.685257,25.700485,25.72696,25.737366,25.776619,25.729225
2013-04-12,25.660667,25.681961,25.724655,25.73619,25.678566,25.732285,25.772865
2013-04-14,25.681587,25.736511,25.762093,25.782852,25.748367,25.754196,25.743095
2013-04-15,25.737328,25.703636,25.740364,25.750664,25.754074,25.76065,25.763046
2013-04-16,25.741287,25.717545,25.74649,25.752068,25.760956,25.776031,25.744263
2013-04-17,25.72097,25.746933,25.75898,25.764427,25.751549,25.764091,25.752441
2013-04-18,25.745995,25.761017,25.746346,25.744873,25.742645,25.78054,25.76995
2013-04-19,25.770226,25.731224,25.74878,25.760887,25.802246,25.784721,25.77842
2013-04-21,25.738014,25.740852,25.791176,25.765488,25.781487,25.779236,25.783974
2013-04-22,25.790619,25.758415,25.767761,25.771088,25.789627,25.788994,25.806252
2013-04-23,25.759789,25.787376,25.767517,25.78769,25.779861,25.796654,25.784721
2013-04-24,25.766785,25.776588,25.780884,25.784874,25.791153,25.784393,25.784058
2013-04-25,25.777596,25.781548,25.781433,25.790787,25.79345,25.791428,25.786987
2013-04-26,25.782112,25.78968,25.789757,25.788925,25.792038,25.78917,25.794556
2013-04-28,25.790321,25.794968,25.79071,25.783638,25.793121,25.78389,25.784653
2013-04-29,25.785576,25.786331,25.793045,25.787048,25.788765,25.78917,25.79068
2013-04-30,25.784874,25.788712,25.802452,25.800545,25.780334,25.783623,25.790115
2013-05-01,25.78711,25.784843,25.789314,25.790031,25.795166,25.789299,25.775002
2013-05-02,25.782509,25.78878,25.795013,25.798058,25.784912,25.792679,25.828133
2013-05-03,25.78247,25.784645,25.7958,25.780884,25.786598,25.785576,25.773659
2013-05-05,25.795593,25.789162,25.789284,25.77684,25.780777,25.78202,25.78154
2013-05-06,25.78167,25.784645,25.853363,25.775566,25.778908,25.79467,25.8126
2013-05-07,25.796509,25.78431,25.78524,25.774025,25.793167,25.80117,25.800598
2013-05-08,25.769974,25.781555,25.784142,25.795967,25.807747,25.812996,25.825172
2013-05-09,25.80503,25.775871,25.79728,25.804253,25.804443,25.782387,25.833511
2013-05-10,25.77974,25.786385,25.81112,25.808655,25.74923,25.825478,25.817062
2013-05-12,25.794754,25.813057,25.804893,25.807571,25.830833,25.78875,25.801743
2013-05-13,25.819115,25.817513,25.827385,25.81163,25.859207,25.84372,25.837982
2013-05-14,25.808472,25.805603,25.801231,25.819817,25.821457,25.828186,25.853096
2013-05-15,25.806183,25.837357,25.80297,25.841286,25.84414,25.803139,25.825844
2013-05-16,25.812668,25.844734,25.834015,25.810417,25.843689,25.877174,25.843498
2013-05-17,25.84317,25.81791,25.829025,25.846489,25.855774,25.854965,25.850327
2013-05-19,25.819672,25.870811,25.849724,25.874886,25.844406,25.856522,25.867195
2013-05-20,25.844345,25.85498,25.82756,25.83358,25.85987,25.850334,25.846916
2013-05-21,25.8395,25.846832,25.882301,25.861938,25.859825,25.857689,25.863632
2013-05-22,25.825539,25.831245,25.855095,25.863815,25.868355,25.857292,25.862892
2013-05-23,25.83815,25.870308,25.843132,25.863472,25.861542,25.861496,25.8611
2013-05-24,25.8638,25.858116,25.862457,25.86422,25.862068,25.84726,25.847092
2013-05-26,25.853378,25.867638,25.839737,25.859627,25.86779,25.858078,25.85566
2013-05-27,25.852104,25.856583,25.867905,25.860252,25.858315,25.857697,25.859917
2013-05-28,25.864166,25.866364,25.858437,25.85096,25.86615,25.85701,25.853973
2013-05-29,25.863922,25.843086,25.872932,25.855293,25.86454,25.856941,25.850525
2013-05-30,25.85308,25.858047,25.852722,25.85588,25.862656,25.859383,25.840202
2013-05-31,25.851318,25.861847,25.850723,25.855621,25.864029,25.843765,25.814102
2013-06-02,25.865814,25.853233,25.871078,25.849487,25.837845,25.81231,25.797455
2013-06-03,25.85514,25.870773,25.84961,25.839691,25.814774,25.801476,25.816345
2013-06-04,25.858665,25.853935,25.84259,25.825478,25.819038,25.7986,25.794205
2013-06-05,25.852608,25.840424,25.808975,25.817207,25.816162,25.797356,25.800476
2013-06-06,25.833908,25.811333,25.812958,25.794914,25.798897,25.796074,25.818253
2013-06-07,25.810432,25.801872,25.809372,25.794495,25.791412,25.795563,25.795761
2013-06-09,25.802994,25.81253,25.800209,25.81292,25.813545,25.810173,25.797264
2013-06-10,25.805443,25.79876,25.788391,25.789368,25.803192,25.790016,25.816673
2013-06-11,25.806496,25.799889,25.815239,25.813179,25.808075,25.814026,25.785057
2013-06-12,25.825508,25.808258,25.8134,25.789047,25.816399,25.790604,25.800354
2013-06-13,25.78601,25.823761,25.801224,25.813248,25.79641,25.814941,25.80558
2013-06-14,25.785858,25.799377,25.789253,25.78904,25.80465,25.79866,25.80088
2013-06-16,25.793198,25.800697,25.797989,25.81356,25.79007,25.803307,25.802696
2013-06-17,25.797134,25.79039,25.802834,25.789032,25.79596,25.78901,25.800545
2013-06-18,25.807938,25.790833,25.799866,25.81369,25.77816,25.791626,25.79647
2013-06-19,25.79406,25.799881,25.814072,25.790794,25.7958,25.804108,25.802979
2013-06-20,25.810974,25.789482,25.794968,25.797165,25.791977,25.81041,25.79757
2013-06-21,25.801758,25.805496,25.800987,25.808334,25.802834,25.803062,25.802979
2013-06-23,25.793152,25.789558,25.789711,25.810753,25.804344,25.797508,25.79731
2013-06-24,25.797829,25.795456,25.793175,25.803268,25.784584,25.803322,25.802986
2013-06-25,25.793686,25.803131,25.81018,25.797844,25.79914,25.797318,25.797112
2013-06-26,25.809433,25.797592,25.797623,25.803589,25.797798,25.803581,25.803055
2013-06-27,25.807976,25.803276,25.803627,25.797333,25.804459,25.797127,25.796669
2013-06-28,25.78917,25.797592,25.797302,25.80378,25.802277,25.803719,25.803055
2013-06-30,25.79535,25.803406,25.803627,25.797195,25.79914,25.796616,25.796295
2013-07-01,25.804123,25.79734,25.796867,25.803848,25.810356,25.803719,25.803505
2013-07-02,25.793083,25.803795,25.803757,25.796944,25.795967,25.796295,25.796158
2013-07-03,25.79486,25.797272,25.796738,25.80442,25.813255,25.804352,25.803635
2013-07-04,25.81668,25.803864,25.803757,25.796875,25.803833,25.796295,25.796028
2013-07-05,25.806808,25.7967,25.79654,25.80449,25.798042,25.804802,25.803894
2013-07-07,25.796684,25.804123,25.803955,25.796608,25.795647,25.796227,25.7957
2013-07-08,25.784416,25.796509,25.79654,25.804672,25.807938,25.805,25.819893
2013-07-09,25.80851,25.804634,25.804214,25.796288,25.796654,25.82534,25.835594
2013-07-10,25.799599,25.796509,25.796669,25.805054,25.810524,25.820663,25.839462
2013-07-11,25.817154,25.804955,25.804535,25.824959,25.82965,25.836288,25.871368
2013-07-12,25.814392,25.79631,25.797127,25.860512,25.834473,25.848457,25.870178
2013-07-14,25.794853,25.823654,25.813728,25.838768,25.89013,25.884048,25.8918
2013-07-15,25.809662,25.839928,25.873596,25.868744,25.877739,25.888573,25.894302
2013-07-16,25.853004,25.84636,25.863716,25.89183,25.889381,25.893463,25.906967
2013-07-17,25.861046,25.859642,25.881279,25.893127,25.907265,25.92952,25.923035
2013-07-18,25.871101,25.891457,25.895218,25.881134,25.888557,25.926086,25.909897
2013-07-19,25.88343,25.89988,25.89222,25.89006,25.956688,25.932442,25.940666
2013-07-21,25.89518,25.892914,25.86876,25.916664,25.917313,25.880913,25.905838
2013-07-22,25.895378,25.905945,25.904877,25.915222,25.926231,25.915962,25.944427
2013-07-23,25.903946,25.907555,25.955833,25.923988,25.922417,25.941208,25.945938
2013-07-24,25.911758,25.93068,25.916626,25.903748,25.914078,25.925262,25.917267
2013-07-25,25.909065,25.919327,25.920807,25.965355,25.911163,25.928505,25.935661
2013-07-26,25.921013,25.91101,25.909973,25.94368,25.944939,25.92794,25.951057
2013-07-28,25.948433,25.936104,25.909714,25.920685,25.907448,25.930061,25.919228
2013-07-29,25.944977,25.913635,25.923836,25.94072,25.933754,25.93193,25.917969
2013-07-30,25.957024,25.906998,25.929329,25.94532,25.943108,25.927864,25.938568
2013-07-31,25.940376,25.935394,25.931488,25.940918,25.945862,25.913132,25.922638
2013-08-01,25.927933,25.941101,25.93502,25.919449,25.904167,25.947952,25.940628
2013-08-02,25.938438,25.91066,25.940224,25.935577,25.928505,25.920204,25.944382
2013-08-04,25.934448,25.92855,25.934044,25.944267,25.947914,25.913643,25.94754
2013-08-05,25.939285,25.949371,25.952217,25.94014,25.941742,25.943718,25.926575
2013-08-06,25.927086,25.933174,25.926788,25.936111,25.944588,25.915657,25.942245
2013-08-07,25.922333,25.949844,25.929626,25.930344,25.936867,25.94542,25.92263
2013-08-08,25.931831,25.931442,25.944603,25.949234,25.932755,25.914948,25.929337
2013-08-09,25.944885,25.949966,25.928673,25.907349,25.936974,25.928673,25.931229
2013-08-11,25.94065,25.918198,25.939278,25.93306,25.937836,25.929443,25.92115
2013-08-12,25.93377,25.94387,25.929443,25.93367,25.917107,25.945244,25.914879
2013-08-13,25.918716,25.944809,25.934135,25.936249,25.918625,25.922531,25.923996
2013-08-14,25.916092,25.932259,25.956734,25.912643,25.927788,25.927826,25.910378
2013-08-15,25.939629,25.920227,25.917473,25.925034,25.91993,25.909271,25.906212
2013-08-16,25.928986,25.906853,25.919838,25.905418,25.905632,25.907532,25.909637
2013-08-18,25.922897,25.90783,25.924355,25.914001,25.90551,25.89502,25.905891
2013-08-19,25.913757,25.91121,25.913513,25.902344,25.908607,25.90216,25.88781
2013-08-20,25.92511,25.91027,25.89824,25.89981,25.90532,25.894524,25.867271
2013-08-21,25.91079,25.917175,25.887718,25.910316,25.891113,25.875465,25.868011
2013-08-22,25.904335,25.893562,25.900986,25.8936,25.87127,25.87899,25.868408
2013-08-23,25.906197,25.902473,25.883057,25.882187,25.866608,25.867683,25.861801
2013-08-25,25.908455,25.881668,25.876404,25.868233,25.877853,25.858604,25.849312
2013-08-26,25.88372,25.874184,25.880798,25.847366,25.863945,25.858215,25.836258
2013-08-27,25.872765,25.868256,25.869331,25.8667,25.855545,25.85392,25.86634
2013-08-28,25.876137,25.862602,25.860786,25.859962,25.8525,25.849022,25.84259
2013-08-29,25.86988,25.86168,25.858208,25.852982,25.834328,25.844688,25.831238
2013-08-30,25.86827,25.858887,25.855553,25.850433,25.83654,25.82888,25.81002
2013-09-01,25.843704,25.856285,25.851341,25.84401,25.832169,25.8209,25.833862
2013-09-02,25.84018,25.844162,25.85353,25.837624,25.804466,25.819366,25.808136
2013-09-03,25.838799,25.856415,25.836296,25.815742,25.822334,25.799805,25.800827
2013-09-04,25.850052,25.83992,25.824028,25.809746,25.808228,25.816956,25.787445
2013-09-05,25.826416,25.820457,25.80523,25.80365,25.808144,25.795372,25.783592
2013-09-06,25.809341,25.816269,25.80146,25.808624,25.800018,25.810951,25.811066
2013-09-08,25.819603,25.803658,25.80558,25.795265,25.798714,25.805138,25.795303
2013-09-09,25.804398,25.8107,25.802162,25.814056,25.800964,25.800072,25.786346
2013-09-10,25.794144,25.813934,25.814026,25.79461,25.79013,25.797005,25.782967
2013-09-11,25.805702,25.79834,25.793556,25.799522,25.789314,25.79538,25.785233
2013-09-12,25.806908,25.799782,25.789513,25.792603,25.767296,25.771675,25.78859
2013-09-13,25.793785,25.783546,25.782318,25.78743,25.756226,25.763458,25.791847
2013-09-15,25.790146,25.745628,25.780693,25.781898,25.789497,25.773613,25.757927
2013-09-16,25.797607,25.782524,25.776451,25.76867,25.760788,25.757202,25.774628
2013-09-17,25.79908,25.772133,25.739937,25.76867,25.753693,25.773674,25.765884
2013-09-18,25.79673,25.784386,25.773651,25.765182,25.793884,25.75103,25.783142
2013-09-19,25.75727,25.778915,25.78543,25.764137,25.768066,25.758064,25.783844
2013-09-20,25.786049,25.766335,25.7527,25.78379,25.752296,25.783058,25.779457
2013-09-22,25.770248,25.785591,25.782837,25.755241,25.784393,25.751053,25.747818
2013-09-23,25.758278,25.765862,25.753418,25.771004,25.764786,25.755302,25.771255
2013-09-24,25.762718,25.75261,25.776863,25.782967,25.781082,25.753136,25.764465
2013-09-25,25.755386,25.78141,25.753365,25.759956,25.745102,25.751213,25.74044
2013-09-26,25.778015,25.772095,25.782585,25.763702,25.748367,25.776306,25.73146
2013-09-27,25.778961,25.754745,25.75077,25.763702,25.765999,25.748291,25.752625
2013-09-29,25.766357,25.779945,25.76307,25.739967,25.728813,25.747925,25.739426
2013-09-30,25.781105,25.765419,25.753067,25.759712,25.746056,25.738289,25.750778
2013-10-01,25.746422,25.746185,25.73146,25.74553,25.753746,25.756577,25.739166
2013-10-02,25.756256,25.725258,25.768044,25.749474,25.730797,25.741028,25.750969
2013-10-03,25.7538,25.741745,25.731499,25.756813,25.755272,25.737656,25.738777
2013-10-04,25.751373,25.742325,25.746475,25.757774,25.740417,25.742714,25.75129
2013-10-06,25.742172,25.742256,25.746094,25.738441,25.746696,25.740631,25.738388
2013-10-07,25.759102,25.742004,25.751328,25.743233,25.743614,25.74482,25.751678
2013-10-08,25.736206,25.742004,25.746399,25.748245,25.734299,25.751877,25.738258
2013-10-09,25.739891,25.741936,25.754433,25.764809,25.735115,25.757843,25.747116
2013-10-10,25.73143,25.741936,25.736618,25.764595,25.742294,25.75586,25.74984
2013-10-11,25.753853,25.741745,25.75557,25.750076,25.737808,25.731735,25.74466
2013-10-13,25.746216,25.741745,25.7574,25.736877,25.754509,25.724113,25.716118
2013-10-14,25.744286,25.741745,25.747093,25.749023,25.74263,25.7275,25.708809
2013-10-15,25.732933,25.744461,25.72937,25.726334,25.733902,25.73191,25.721748
2013-10-16,25.741707,25.738884,25.736443,25.71946,25.730202,25.731956,25.740906
2013-10-17,25.741905,25.735466,25.728958,25.729988,25.709053,25.72779,25.71762
2013-10-18,25.736336,25.736374,25.728058,25.73439,25.729408,25.720596,25.708458
2013-10-20,25.73346,25.738113,25.719086,25.72142,25.719193,25.725891,25.722855
2013-10-21,25.727394,25.73954,25.72953,25.719856,25.720634,25.720467,25.726189
2013-10-22,25.714561,25.735268,25.72844,25.708237,25.71685,25.726082,25.71553
2013-10-23,25.720428,25.738403,25.718636,25.723724,25.726585,25.72287,25.71981
2013-10-24,25.734238,25.722885,25.72985,25.71666,25.702652,25.716125,25.709633
2013-10-25,25.727783,25.730148,25.728508,25.712517,25.7109,25.707306,25.71354
2013-10-27,25.713379,25.720222,25.707909,25.712128,25.7109,25.716599,25.71643
2013-10-28,25.727386,25.709457,25.711433,25.712128,25.7109,25.706306,25.696945
2013-10-29,25.704933,25.708221,25.714928,25.712196,25.71103,25.714203,25.729805
2013-10-30,25.72493,25.70752,25.717438,25.712196,25.711159,25.696823,25.721039
2013-10-31,25.71099,25.708878,25.72612,25.712196,25.711159,25.71437,25.720123
2013-11-01,25.707191,25.704819,25.719383,25.712196,25.711159,25.716934,25.718307
2013-11-03,25.717056,25.700996,25.706184,25.712196,25.711159,25.714417,25.703247
2013-11-04,25.712532,25.720688,25.706825,25.712196,25.711159,25.712547,25.698288
2013-11-05,25.710213,25.72142,25.71782,25.712196,25.711288,25.707,25.715286
2013-11-06,25.707268,25.70993,25.71109,25.712196,25.711418,25.72065,25.733528
2013-11-07,25.71785,25.708084,25.717361,25.712196,25.723717,25.716988,25.744118
2013-11-08,25.708206,25.707115,25.711998,25.728477,25.752617,25.733513,25.74318
2013-11-10,25.70716,25.707115,25.714294,25.717209,25.728645,25.755226,25.762978
2013-11-11,25.727814,25.721703,25.725784,25.730576,25.723969,25.745026,25.741295
2013-11-12,25.721107,25.732185,25.738068,25.757545,25.755707,25.745201,25.75724
2013-11-13,25.736588,25.77089,25.743767,25.764946,25.75866,25.767303,25.76123
2013-11-14,25.735123,25.77517,25.733925,25.749168,25.78907,25.776474,25.786926
2013-11-15,25.75978,25.746292,25.793884,25.771172,25.758362,25.778358,25.808228
2013-11-17,25.76297,25.760384,25.776192,25.759224,25.785973,25.795334,25.805016
2013-11-18,25.774063,25.766441,25.79078,25.769188,25.783058,25.805008,25.804382
2013-11-19,25.783073,25.782036,25.78849,25.793304,25.816734,25.820366,25.813797
2013-11-20,25.788872,25.81717,25.780144,25.797447,25.79535,25.816498,25.852623
2013-11-21,25.780106,25.781685,25.80774,25.79747,25.827156,25.846733,25.81559
2013-11-22,25.797386,25.806099,25.806519,25.820625,25.828918,25.85041,25.870888
2013-11-24,25.812744,25.79895,25.793175,25.819176,25.831512,25.852013,26.508873
2013-11-25,25.802979,25.776695,25.834328,25.847557,25.846931,26.504997,26.946243
2013-11-26,25.809166,25.835533,25.856522,25.84375,26.500427,26.978333,27.001389
2013-11-27,25.808311,25.834557,25.8536,26.526161,26.96556,27.003532,27.005463
2013-11-28,25.815697,25.865677,26.524872,26.966408,26.996162,27.009857,27.04818
2013-11-29,25.89534,26.508598,26.966797,26.985306,27.000557,27.014977,27.070633
2013-12-01,26.53772,26.96614,26.983574,27.005943,27.01941,27.06108,27.125778
2013-12-02,26.960052,27.000847,27.0074,27.020813,27.064667,27.135078,27.144112
2013-12-03,26.977257,26.998123,27.030228,27.056038,27.118721,27.13517,27.138283
2013-12-04,27.013481,27.013977,27.057983,27.111061,27.149803,27.155731,27.14344
2013-12-05,27.00856,27.059563,27.119102,27.12819,27.140099,27.151001,27.227066
2013-12-06,27.058891,27.117508,27.142288,27.142365,27.142838,27.228546,27.256218
2013-12-08,27.13176,27.130775,27.138893,27.162178,27.22528,27.24247,27.262817
2013-12-09,27.135277,27.141449,27.172096,27.227432,27.242691,27.293701,27.274986
2013-12-10,27.138336,27.151108,27.26677,27.244797,27.273743,27.266098,27.297142
2013-12-11,27.153992,27.21759,27.253609,27.27752,27.290794,27.313202,27.326233
2013-12-12,27.237106,27.242355,27.264267,27.272575,27.316582,27.303024,27.317589
2013-12-13,27.26921,27.268822,27.268547,27.311768,27.289001,27.344925,27.368225
2013-12-15,27.276352,27.287376,27.308556,27.309479,27.338486,27.350197,27.35579
2013-12-16,27.298103,27.28669,27.287766,27.32756,27.335945,27.327858,27.367172
2013-12-17,27.310326,27.334068,27.347542,27.337807,27.338058,27.351799,27.378479
2013-12-18,27.30233,27.31778,27.339417,27.348404,27.364365,27.38153,27.3927
2013-12-19,27.317162,27.336067,27.344734,27.341957,27.382263,27.41922,27.436417
2013-12-20,27.347343,27.359367,27.366234,27.374481,27.37629,27.41674,27.445892
2013-12-22,27.337975,27.353943,27.349152,27.37902,27.450645,27.420273,27.430405
2013-12-23,27.347763,27.379852,27.4217,27.409523,27.43216,27.444939,27.432991
2013-12-24,27.36184,27.384819,27.42147,27.44896,27.411598,27.440712,27.457062
2013-12-26,27.424667,27.407387,27.348106,27.448227,27.418694,27.451324,27.42247
2013-12-27,27.412094,27.35675,27.428268,27.464973,27.43795,27.445786,27.403397
2013-12-29,27.413307,27.449188,27.453484,27.430176,27.469467,27.444511,27.439354
2013-12-30,27.430466,27.418533,27.469322,27.453377,27.453506,27.456718,27.457664
2013-12-31,27.43937,27.47055,27.447182,27.429749,27.4786,27.46553,27.46653
2014-01-01,27.425789,27.471687,27.448425,27.437828,27.437782,27.453156,27.463806
2014-01-02,27.458855,27.449501,27.430573,27.459633,27.49672,27.510796,27.453201
2014-01-03,27.434166,27.442596,27.456375,27.473892,27.44336,27.441513,27.4626
2014-01-05,27.469322,27.484436,27.462593,27.465118,27.46859,27.454727,27.45459
2014-01-06,27.457054,27.454163,27.46959,27.468224,27.473831,27.469719,27.475159
2014-01-07,27.474281,27.459946,27.455734,27.471382,27.473701,27.450813,27.456573
2014-01-08,27.446198,27.443604,27.494781,27.45539,27.473633,27.47889,27.45594
2014-01-09,27.481659,27.44477,27.47982,27.476234,27.473633,27.453484,27.466652
2014-01-10,27.469582,27.44918,27.48381,27.455528,27.473198,27.473297,27.472557
2014-01-12,27.467049,27.478142,27.451584,27.475975,27.473198,27.458923,27.4823
2014-01-13,27.467422,27.445267,27.47213,27.455528,27.47313,27.481789,27.466751
2014-01-14,27.498756,27.483978,27.453224,27.475716,27.47013,27.475548,27.451645
2014-01-15,27.466202,27.45874,27.483887,27.465378,27.468735,27.488754,27.476746
2014-01-16,27.445847,27.48133,27.46231,27.482765,27.480774,27.49115,27.481369
2014-01-17,27.472168,27.449074,27.472359,27.470306,27.461807,27.475044,27.473564
2014-01-19,27.46566,27.452087,27.465591,27.48111,27.476074,27.49942,27.474396
2014-01-20,27.4721,27.49244,27.479614,27.463089,27.471413,27.487343,27.486382
2014-01-21,27.456367,27.480766,27.482124,27.475548,27.479141,27.481102,27.483223
2014-01-22,27.470726,27.482529,27.472824,27.48304,27.490044,27.483795,27.486382
2014-01-23,27.47622,27.470406,27.486847,27.49453,27.49302,27.487808,27.483032
2014-01-24,27.49765,27.489426,27.488365,27.491898,27.497986,27.489784,27.486511
2014-01-26,27.499565,27.492134,27.487755,27.486427,27.485977,27.489517,27.48265
2014-01-27,27.483963,27.478485,27.489891,27.482101,27.480927,27.485344,27.486702
2014-01-28,27.492096,27.480743,27.478333,27.48391,27.479324,27.484756,27.482643
2014-01-29,27.483276,27.486214,27.483734,27.472893,27.476974,27.491142,27.486511
2014-01-30,27.476562,27.480766,27.48693,27.482712,27.495224,27.48706,27.482513
2014-01-31,27.486298,27.484299,27.490051,27.487328,27.479164,27.48507,27.486832
2014-02-02,27.486809,27.485909,27.519356,27.490448,27.51233,27.478546,27.482384
2014-02-03,27.486946,27.49096,27.48182,27.503372,27.489807,27.491257,27.48684
2014-02-04,27.48388,27.478157,27.479088,27.467552,27.477356,27.489319,27.473297
2014-02-05,27.482582,27.495514,27.489212,27.486038,27.487915,27.483658,27.480606
2014-02-06,27.472328,27.482742,27.484222,27.480621,27.493752,27.492096,27.511398
2014-02-07,27.498688,27.488968,27.477097,27.485924,27.482353,27.483871,27.507431
2014-02-09,27.479248,27.490738,27.492424,27.503075,27.48938,27.513283,27.514587
2014-02-10,27.476082,27.49939,27.483963,27.47882,27.504623,27.49083,27.484444
2014-02-11,27.501778,27.483414,27.508224,27.515938,27.501541,27.50048,27.508224
2014-02-12,27.490501,27.486649,27.498604,27.492386,27.503464,27.5085,27.487755
2014-02-13,27.491684,27.490395,27.495735,27.501755,27.503098,27.490593,27.475395
2014-02-14,27.51184,27.501663,27.522354,27.481453,27.48439,27.494354,27.488297
2014-02-16,27.497055,27.509415,27.526535,27.52179,27.477478,27.490982,27.494865
2014-02-17,27.509583,27.490845,27.49588,27.496414,27.486618,27.494858,27.49176
2014-02-18,27.483116,27.498833,27.492805,27.498756,27.49479,27.486435,27.495468
2014-02-19,27.495674,27.489876,27.496384,27.491028,27.494339,27.468605,27.511017
2014-02-20,27.485565,27.499199,27.516739,27.499588,27.496048,27.493263,27.488083
2014-02-21,27.492546,27.499466,27.492249,27.501007,27.488258,27.491402,27.487022
2014-02-23,27.497452,27.464645,27.493797,27.48066,27.49572,27.479393,27.477158
2014-02-24,27.493393,27.511833,27.505394,27.491158,27.49871,27.503082,27.505371
2014-02-25,27.496864,27.48758,27.478912,27.490929,27.50364,27.485626,27.491432
2014-02-26,27.50364,27.51735,27.491783,27.487854,27.496147,27.493118,27.483559
2014-02-27,27.510239,27.488686,27.495018,27.486061,27.485703,27.491257,27.502762
2014-02-28,27.508698,27.492683,27.488861,27.487602,27.486038,27.489365,27.470993
2014-03-02,27.491829,27.488686,27.50064,27.495216,27.487915,27.476212,27.479958
2014-03-03,27.50296,27.493004,27.487816,27.496712,27.480545,27.430176,27.419868
2014-03-04,27.500595,27.488556,27.480164,27.462852,27.468857,27.41748,27.404907
2014-03-05,27.485138,27.480682,27.486923,27.460396,27.417717,27.397995,27.415054
2014-03-06,27.484055,27.482094,27.469742,27.463028,27.398003,27.402466,27.391174
2014-03-07,27.494171,27.466942,27.423668,27.418266,27.397087,27.377014,27.374512
2014-03-09,27.480568,27.42028,27.395721,27.3843,27.387253,27.398933,27.379059
2014-03-10,27.420143,27.405693,27.404709,27.38691,27.377747,27.38749,27.428543
2014-03-11,27.395882,27.40879,27.386871,27.375801,27.387054,27.367645,27.432213
2014-03-12,27.39093,27.385292,27.373016,27.372047,27.370148,27.384903,27.37693
2014-03-13,27.3769,27.393219,27.322891,27.322266,27.410736,27.367851,27.36454
2014-03-14,27.392311,27.381912,27.384712,27.369942,27.375206,27.364212,27.36679
2014-03-16,27.373192,27.4301,27.365555,27.359001,27.363846,27.368507,27.374054
2014-03-17,27.334534,27.413948,27.37149,27.371307,27.358688,27.363785,27.358307
2014-03-18,27.330437,27.370308,27.364517,27.364014,27.367683,27.363853,27.356415
