,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD
2012-11-25,1.223081,1.2238107,1.2236488,1.221912,1.2239553,1.2191497,1.2213067
2012-11-26,1.2222235,1.223712,1.2229581,1.223054,1.2214985,1.2235589,1.2231718
2012-11-27,1.222945,1.2237523,1.222888,1.2267835,1.223533,1.2230245,1.2228148
2012-11-28,1.2231503,1.2223048,1.2221079,1.2228104,1.2216737,1.2239954,1.2228229
2012-11-29,1.2238503,1.2182636,1.2220912,1.2213382,1.2212882,1.2219461,1.2228123
2012-11-30,1.2226186,1.2223587,1.2220843,1.2230945,1.2241194,1.2212498,1.2228382
2012-12-02,1.2227346,1.2221963,1.222065,1.2233084,1.223189,1.2232187,1.2200196
2012-12-03,1.2229809,1.2232608,1.2220559,1.2216963,1.221756,1.2226474,1.2240988
2012-12-04,1.2201694,1.2217469,1.2220426,1.2241955,1.2214395,1.2233695,1.2207036
2012-12-05,1.2218549,1.2226262,1.2252133,1.2218443,1.2215005,1.2208371,1.2212696
2012-12-06,1.2223804,1.2227643,1.2210706,1.2220824,1.2226496,1.223667,1.2205367
2012-12-07,1.2190771,1.2218664,1.2223337,1.2223756,1.2225703,1.2218097,1.220294
2012-12-09,1.222249,1.2233243,1.2207657,1.2228469,1.2227542,1.2223853,1.2217796
2012-12-10,1.2218121,1.2213786,1.22242,1.2238808,1.2247177,1.2201166,1.2214817
2012-12-11,1.2218982,1.2230434,1.2216251,1.2216611,1.2231045,1.2248027,1.2204223
2012-12-12,1.2221123,1.2215159,1.2238072,1.2242067,1.223063,1.223079,1.2224908
2012-12-13,1.2218767,1.2213382,1.2217326,1.2240688,1.2231566,1.2212099,1.2216496
2012-12-14,1.2213664,1.2215837,1.2221477,1.2220372,1.220712,1.2217691,1.2231282
2012-12-16,1.2202995,1.2218823,1.2219412,1.2220657,1.2215669,1.22122,1.2217088
2012-12-17,1.2218213,1.2228421,1.2228553,1.2233299,1.2230994,1.2227498,1.2218013
2012-12-18,1.2222681,1.2219988,1.2212636,1.2224962,1.2221797,1.2221437,1.2219927
2012-12-19,1.2221766,1.2226753,1.2220482,1.2227509,1.2217183,1.221321,1.2194858
2012-12-20,1.2216616,1.2209182,1.219417,1.2217944,1.2225331,1.2201204,1.2223362
2012-12-21,1.2225747,1.2215364,1.2228976,1.2186638,1.2244797,1.2227838,1.2192974
2012-12-23,1.221107,1.2218552,1.2222397,1.2208875,1.2192086,1.219051,1.218838
2012-12-24,1.2229068,1.2238579,1.2227308,1.223138,1.2217088,1.2211057,1.2194102
2012-12-26,1.2180159,1.2190175,1.2232028,1.2196279,1.21958,1.2189183,1.2232275
2012-12-27,1.2246251,1.222512,1.2217628,1.2218447,1.222734,1.2213619,1.2219874
2012-12-28,1.2187666,1.2227361,1.2230427,1.2197315,1.2231163,1.2224865,1.2226034
2012-12-30,1.2242572,1.2205946,1.219205,1.2192448,1.2212491,1.2222883,1.2196144
2012-12-31,1.2222801,1.2214056,1.2212214,1.2211399,1.2219701,1.2198551,1.2221197
2013-01-02,1.2210802,1.2233392,1.2224394,1.2227154,1.2212318,1.2218324,1.221039
2013-01-03,1.221791,1.2192292,1.2185034,1.2191179,1.2224053,1.2233183,1.2234297
2013-01-04,1.220969,1.2221828,1.2227639,1.2217032,1.2214563,1.2192893,1.222172
2013-01-06,1.2193136,1.2226278,1.2199028,1.2226079,1.2210042,1.2218126,1.2205017
2013-01-07,1.222055,1.2221415,1.2216119,1.2224739,1.2201337,1.2221694,1.2217472
2013-01-08,1.2221246,1.2191842,1.222023,1.2195086,1.220862,1.2203454,1.219666
2013-01-09,1.219058,1.2218796,1.2217503,1.2217492,1.2231233,1.21911,1.2236198
2013-01-10,1.2224374,1.2231698,1.219202,1.2207779,1.2211312,1.2203928,1.219502
2013-01-11,1.2196294,1.2209343,1.2231233,1.2202957,1.2211974,1.2222245,1.2232974
2013-01-13,1.2208865,1.2187479,1.2214206,1.2222528,1.2218504,1.2202948,1.2217636
2013-01-14,1.2206664,1.2193953,1.2199426,1.2217472,1.2197893,1.2222087,1.2215401
2013-01-15,1.2218349,1.2237005,1.2213323,1.2224149,1.2229548,1.2214794,1.2222784
2013-01-16,1.220053,1.2184565,1.2216324,1.2210613,1.2217598,1.2226013,1.2229714
2013-01-17,1.2204902,1.222189,1.2217484,1.2219902,1.2226534,1.2225108,1.2224646
2013-01-18,1.2229526,1.2216794,1.2218902,1.2223125,1.2230879,1.2222621,1.2232531
2013-01-20,1.2190738,1.2216598,1.2217879,1.2228351,1.2225829,1.2238975,1.2233915
2013-01-21,1.2218034,1.2219036,1.2217581,1.2232294,1.2230424,1.2236798,1.2237036
2013-01-22,1.2226938,1.2231555,1.2233537,1.2234197,1.2234176,1.2241302,1.2238685
2013-01-23,1.223156,1.2226167,1.223562,1.2236879,1.2236502,1.2241249,1.2237093
2013-01-24,1.2227845,1.2230525,1.2234093,1.2235588,1.2254503,1.2244098,1.2258531
2013-01-25,1.2225666,1.2243938,1.2250597,1.223455,1.2237685,1.2254732,1.225481
2013-01-27,1.2237478,1.2236438,1.2235348,1.2249327,1.2251608,1.2248088,1.2245638
2013-01-28,1.223941,1.2234004,1.2246041,1.2232695,1.2244945,1.2253995,1.2257487
2013-01-29,1.2241641,1.2238748,1.2245462,1.2248352,1.225204,1.2260103,1.2263857
2013-01-30,1.2237866,1.22507,1.2247761,1.2259463,1.2263798,1.2261714,1.2275137
2013-01-31,1.2253764,1.2252893,1.2254786,1.2263087,1.2253387,1.2273525,1.2278006
2013-02-01,1.2246271,1.2258126,1.2263223,1.2266462,1.2261841,1.2268653,1.2263508
2013-02-03,1.2258447,1.2255638,1.2259496,1.2267305,1.2280029,1.2276711,1.2260995
2013-02-04,1.2260373,1.2267592,1.227343,1.2276196,1.2260988,1.2278879,1.2283239
2013-02-05,1.2262841,1.2251453,1.2273853,1.2291452,1.2290859,1.2262516,1.2311044
2013-02-06,1.2272897,1.2261741,1.2265065,1.2282869,1.2267168,1.2303779,1.2291477
2013-02-07,1.2257415,1.2269433,1.2269801,1.2302128,1.2307355,1.2316366,1.2308042
2013-02-08,1.22707,1.2283686,1.2273614,1.2295334,1.229967,1.226404,1.2291768
2013-02-10,1.2284155,1.2293946,1.2290375,1.2292273,1.2298741,1.2290862,1.2320343
2013-02-11,1.2267411,1.22829,1.2289615,1.2297169,1.2284002,1.2278569,1.2307223
2013-02-12,1.2292194,1.2281079,1.2294415,1.2278996,1.2296065,1.2316436,1.2340713
2013-02-13,1.229171,1.2299887,1.2268646,1.2294937,1.2322018,1.2351034,1.2304463
2013-02-14,1.2308824,1.2308987,1.2310855,1.2324703,1.2333499,1.2342558,1.2370961
2013-02-15,1.2308774,1.2273564,1.232007,1.2359433,1.2363639,1.2375964,1.236406
2013-02-17,1.2347921,1.2324581,1.2315836,1.235338,1.2454103,1.2393103,1.2364397
2013-02-18,1.232148,1.2349517,1.233957,1.2402228,1.2366469,1.2315311,1.2314163
2013-02-19,1.2342813,1.235734,1.239468,1.236249,1.2312303,1.2392552,1.2377404
2013-02-20,1.2353994,1.2329988,1.2324106,1.2389153,1.2279023,1.2401747,1.2350961
2013-02-21,1.2274282,1.2385092,1.2292157,1.2400551,1.2323976,1.2348416,1.2358754
2013-02-22,1.2372007,1.2349529,1.2349566,1.2346618,1.2391757,1.2366118,1.2383782
2013-02-24,1.2367494,1.2373085,1.2367659,1.2352797,1.2355136,1.2365897,1.2362688
2013-02-25,1.2376391,1.2348824,1.2322096,1.2395773,1.236583,1.2364078,1.2353561
2013-02-26,1.2356635,1.233703,1.235857,1.2385314,1.2396415,1.2401543,1.2407867
2013-02-27,1.2385716,1.2394257,1.2365047,1.2356989,1.2353324,1.2376672,1.2380168
2013-02-28,1.2367113,1.2342994,1.2354038,1.23621,1.2366402,1.2297629,1.2380033
2013-03-01,1.2345508,1.2401849,1.2380112,1.2395978,1.236551,1.237733,1.2371228
2013-03-03,1.236445,1.2369657,1.2319629,1.2372823,1.2393302,1.2370629,1.2395015
2013-03-04,1.2389741,1.240083,1.2425561,1.2397709,1.238598,1.2391468,1.2461836
2013-03-05,1.2372863,1.2391682,1.2400715,1.2369134,1.2395841,1.2370613,1.2353325
2013-03-06,1.2366279,1.2376922,1.2386249,1.2393582,1.2452121,1.2366624,1.2365067
2013-03-07,1.2377456,1.2378318,1.2391415,1.2364163,1.2425312,1.2395346,1.237073
2013-03-08,1.240216,1.2379907,1.2392788,1.233659,1.2377337,1.2387736,1.238702
2013-03-10,1.2395931,1.2404107,1.2372488,1.2398096,1.2394187,1.2405032,1.2369888
2013-03-11,1.2413973,1.2392371,1.2383199,1.2376573,1.2373132,1.2397983,1.2365804
2013-03-12,1.2365323,1.2389079,1.2379878,1.2382205,1.2417759,1.2393631,1.23793
2013-03-13,1.2393178,1.2381332,1.238348,1.238133,1.23973,1.2388735,1.239003
2013-03-14,1.2384822,1.23917,1.2387823,1.2401408,1.2387239,1.239149,1.2390497
2013-03-15,1.2395387,1.2407694,1.2382658,1.2383215,1.2386438,1.2388409,1.2404327
2013-03-17,1.240086,1.2406902,1.23799,1.2386904,1.2403033,1.2402542,1.2401239
2013-03-18,1.2405269,1.2379297,1.241276,1.2387376,1.240255,1.240516,1.2409271
2013-03-19,1.2392644,1.2426904,1.2390177,1.2396388,1.2405171,1.2407415,1.2431036
2013-03-20,1.2411315,1.2403662,1.2397338,1.2403053,1.24122,1.2435465,1.2446716
2013-03-21,1.2406538,1.2393249,1.2407597,1.2408835,1.243465,1.2439437,1.2448419
2013-03-22,1.2403958,1.2410386,1.2413107,1.2432492,1.2438846,1.2441676,1.2437707
2013-03-24,1.2398598,1.2411044,1.2437773,1.2435609,1.2440999,1.2432703,1.2433386
2013-03-25,1.2406905,1.2430774,1.2435102,1.2437464,1.2432189,1.2436194,1.2434231
2013-03-26,1.2431574,1.2435023,1.2437936,1.2438531,1.2435637,1.2439874,1.2435763
2013-03-27,1.2446853,1.2428281,1.243504,1.2433987,1.2439215,1.2442415,1.2442768
2013-03-28,1.2448474,1.2435105,1.2438054,1.2435663,1.2441697,1.2432041,1.2441053
2013-03-31,1.2439276,1.2436242,1.2434925,1.2440724,1.2431484,1.2436033,1.2450413
2013-04-01,1.2430165,1.2436732,1.2438171,1.2444068,1.243542,1.2440215,1.2438576
2013-04-02,1.2437758,1.2434971,1.243481,1.2430826,1.2442619,1.2443122,1.2438872
2013-04-03,1.2435064,1.2444801,1.2438319,1.2449129,1.2440882,1.2431176,1.2451208
2013-04-04,1.2441087,1.2440195,1.2434695,1.2430499,1.2444686,1.2435772,1.245213
2013-04-05,1.2450075,1.2436948,1.2438464,1.2447692,1.2432466,1.2445703,1.2442418
2013-04-07,1.2438588,1.2433299,1.2434567,1.2447182,1.2451842,1.243958,1.2446147
2013-04-08,1.2440817,1.2445701,1.2438585,1.2430903,1.2444478,1.2429146,1.2428584
2013-04-09,1.2450478,1.2440381,1.2434435,1.2442507,1.2461518,1.2443858,1.2435869
2013-04-10,1.2428746,1.243659,1.2438755,1.2442806,1.2432014,1.2442987,1.2454189
2013-04-11,1.2436614,1.2432369,1.2434225,1.243057,1.2404581,1.2452115,1.2447928
2013-04-12,1.2454224,1.244674,1.2438982,1.2451429,1.2424603,1.2436365,1.2469246
2013-04-14,1.2444603,1.2434223,1.2442592,1.24839,1.2440805,1.243207,1.2411652
2013-04-15,1.2440557,1.2409432,1.244599,1.2408015,1.245117,1.2431961,1.2422675
2013-04-16,1.2432787,1.2449632,1.2438926,1.2438213,1.240766,1.238312,1.241681
2013-04-17,1.2452886,1.2443719,1.2375313,1.2421788,1.2419763,1.2411301,1.2408882
2013-04-18,1.2392337,1.2413626,1.2464924,1.241107,1.2419434,1.2385144,1.2398094
2013-04-19,1.2419312,1.2428468,1.242789,1.2429193,1.2428155,1.2397817,1.2421502
2013-04-21,1.2450914,1.2400453,1.2414926,1.2421184,1.2410134,1.2399138,1.2380025
2013-04-22,1.2387183,1.2418113,1.2381847,1.243438,1.2403938,1.2404373,1.2397361
2013-04-23,1.2428306,1.2397991,1.2430811,1.2418563,1.2428551,1.238131,1.2406769
2013-04-24,1.2439785,1.2433307,1.2408888,1.2397269,1.2392061,1.2416898,1.2388737
2013-04-25,1.2389383,1.2391824,1.2382348,1.2393657,1.2408364,1.2405338,1.2399663
2013-04-26,1.2420396,1.239125,1.2416899,1.2379503,1.2398348,1.2404916,1.2393111
2013-04-28,1.2419713,1.240891,1.2387817,1.2322367,1.2417676,1.2401806,1.2374735
2013-04-29,1.2392244,1.2422993,1.2400172,1.2336668,1.2400613,1.2469008,1.2369157
2013-04-30,1.2396848,1.2406716,1.2381775,1.2384042,1.2382393,1.2377328,1.2392552
2013-05-01,1.2399263,1.2398093,1.2407765,1.2380935,1.2377335,1.2395502,1.2404866
2013-05-02,1.2396649,1.2396948,1.2357235,1.2385068,1.2393442,1.2372415,1.237082
2013-05-03,1.2389741,1.2404084,1.2401669,1.2386508,1.2377474,1.2390783,1.2364287
2013-05-05,1.2401994,1.2399409,1.2371085,1.2368444,1.2356526,1.2374732,1.2375516
2013-05-06,1.2364826,1.2363347,1.2380223,1.2364756,1.2379198,1.2394636,1.2361575
2013-05-07,1.2377061,1.2369113,1.2351565,1.2355874,1.2387447,1.2361038,1.2360448
2013-05-08,1.2365686,1.2376053,1.2370279,1.2373286,1.2363605,1.2357445,1.2341713
2013-05-09,1.2391493,1.2393782,1.2362994,1.2364471,1.2374777,1.2366532,1.2346239
2013-05-10,1.2372074,1.2356359,1.2367438,1.2352334,1.2357914,1.2377594,1.2372762
2013-05-12,1.2360713,1.2381587,1.2384658,1.236376,1.2385936,1.2363482,1.2355767
2013-05-13,1.2334094,1.2337453,1.2353557,1.2369198,1.237798,1.2371033,1.2382053
2013-05-14,1.2392962,1.2357128,1.2360673,1.2341404,1.2352836,1.2374682,1.2395554
2013-05-15,1.2342267,1.2357323,1.2386413,1.2382073,1.2380453,1.234518,1.2355254
2013-05-16,1.2394838,1.2383175,1.2414371,1.233494,1.2357156,1.239094,1.2399482
2013-05-17,1.238291,1.2377963,1.2345407,1.2378131,1.2377486,1.2361922,1.2377813
2013-05-19,1.2381997,1.2376233,1.2346236,1.233827,1.2386458,1.2356606,1.2368255
2013-05-20,1.2349051,1.2361603,1.2386469,1.2382294,1.2364373,1.2361174,1.2347217
2013-05-21,1.2384813,1.2400804,1.2385465,1.2369697,1.2389153,1.2389973,1.2373096
2013-05-22,1.2342414,1.2383848,1.2387164,1.2358496,1.2370269,1.2388978,1.2379528
2013-05-23,1.2363224,1.2350194,1.2361583,1.2359521,1.2358847,1.2362473,1.2379634
2013-05-24,1.2378548,1.2408882,1.2386353,1.2367495,1.2365611,1.2392725,1.2396535
2013-05-26,1.2367376,1.2387514,1.2390157,1.2377555,1.2386016,1.2395117,1.2399238
2013-05-27,1.2386721,1.2372057,1.2371576,1.2382678,1.2391266,1.239214,1.239828
2013-05-28,1.2377893,1.2393544,1.2381628,1.238865,1.239608,1.2411073,1.240357
2013-05-29,1.2392522,1.2372948,1.2391893,1.2407742,1.2405478,1.2402136,1.2412128
2013-05-30,1.2383075,1.2379631,1.2385666,1.23882,1.2407045,1.2403218,1.2414145
2013-05-31,1.2388253,1.2397633,1.2394209,1.2407563,1.2413912,1.2423508,1.2448044
2013-06-02,1.2400697,1.2396805,1.2413311,1.2408496,1.2420468,1.2453542,1.2479762
2013-06-03,1.2404063,1.2402501,1.2414924,1.2417027,1.2453114,1.246422,1.246485
2013-06-04,1.2395588,1.2416358,1.2421197,1.2463163,1.2457871,1.2448645,1.2486296
2013-06-05,1.2401167,1.2415634,1.245472,1.246763,1.2457917,1.2502284,1.2506053
2013-06-06,1.2442949,1.2452673,1.2466228,1.2465606,1.2492851,1.2502501,1.2507274
2013-06-07,1.2445467,1.2467003,1.246171,1.2484833,1.2520864,1.2530881,1.2522553
2013-06-09,1.2462554,1.2475162,1.2485292,1.2511021,1.2519013,1.2528114,1.2526493
2013-06-10,1.2451675,1.2483568,1.2497727,1.2539676,1.2518902,1.2518852,1.2535048
2013-06-11,1.248698,1.2511501,1.2517204,1.252582,1.2536029,1.2532449,1.2533453
2013-06-12,1.2506295,1.252086,1.2505165,1.2527468,1.253991,1.2564714,1.2545851
2013-06-13,1.2529305,1.251343,1.2560853,1.2530657,1.2541561,1.2521683,1.2571352
2013-06-14,1.2504237,1.2521802,1.2535338,1.253885,1.2530011,1.2524374,1.2566055
2013-06-16,1.2530961,1.2527723,1.2500615,1.2566642,1.2561412,1.255478,1.2593023
2013-06-17,1.2521355,1.2539546,1.2506204,1.2560496,1.2549846,1.257924,1.254189
2013-06-18,1.2493753,1.256448,1.2558659,1.2571105,1.2548739,1.2562246,1.255854
2013-06-19,1.2541518,1.253481,1.2567623,1.2555441,1.2545472,1.2575364,1.2554678
2013-06-20,1.2527982,1.258338,1.2550104,1.2558088,1.2561333,1.2583818,1.2585001
2013-06-21,1.258235,1.2563019,1.2585526,1.2547033,1.2572738,1.258198,1.2593148
2013-06-23,1.2533668,1.2542536,1.2574995,1.2576286,1.258777,1.2549553,1.2608654
2013-06-24,1.2563354,1.2606585,1.2569603,1.2598951,1.2602054,1.2579403,1.2558649
2013-06-25,1.255007,1.2596316,1.2599392,1.2583787,1.2563641,1.2636665,1.262951
2013-06-26,1.2577044,1.2594652,1.2602208,1.2587769,1.2572036,1.2603525,1.2589127
2013-06-27,1.25889,1.2575145,1.2586887,1.2622335,1.2619268,1.2637366,1.2638719
2013-06-28,1.2539954,1.2567546,1.2604873,1.2588983,1.2582419,1.2614486,1.2631897
2013-06-30,1.2598727,1.2568966,1.2596023,1.2597693,1.2646949,1.2620134,1.2629962
2013-07-01,1.2611552,1.260823,1.2636467,1.2643659,1.2640417,1.259918,1.2642691
2013-07-02,1.2634958,1.2614901,1.2636319,1.2629203,1.2647064,1.2645783,1.262234
2013-07-03,1.2589098,1.2639339,1.2595623,1.2629056,1.2618439,1.2622079,1.2630632
2013-07-04,1.2641816,1.2628644,1.2629803,1.2629118,1.2648964,1.2632782,1.2646875
2013-07-05,1.2639945,1.2593359,1.263585,1.2629013,1.2623031,1.2637606,1.2658911
2013-07-07,1.2636145,1.2645706,1.2616197,1.2629008,1.2649429,1.2691855,1.2628903
2013-07-08,1.2630639,1.2639357,1.2636421,1.2661947,1.2661089,1.2659255,1.2660923
2013-07-09,1.2627031,1.2619108,1.2671632,1.2627298,1.262048,1.2649968,1.2655467
2013-07-10,1.2631661,1.2650487,1.2632201,1.262052,1.2638767,1.2636098,1.2647908
2013-07-11,1.2640846,1.2652245,1.2641222,1.2637054,1.2627685,1.2623413,1.2637577
2013-07-12,1.265299,1.2631817,1.2641245,1.264935,1.26274,1.2657108,1.2627254
2013-07-14,1.2649876,1.2632444,1.2617729,1.2670326,1.2647982,1.2641852,1.2645996
2013-07-15,1.2618295,1.2627506,1.2641231,1.2631886,1.265599,1.2669809,1.2654731
2013-07-16,1.2646754,1.264039,1.266036,1.2629488,1.2650951,1.2647719,1.2667274
2013-07-17,1.2625681,1.2640178,1.2623707,1.2661374,1.2661512,1.2671291,1.2641611
2013-07-18,1.2644962,1.2632484,1.2659465,1.2671503,1.2655367,1.2636796,1.2670932
2013-07-19,1.2648945,1.2669599,1.2665498,1.2648447,1.2648865,1.2640859,1.2649062
2013-07-21,1.2643068,1.2692976,1.264432,1.2652268,1.265093,1.265729,1.2678463
2013-07-22,1.2639803,1.2631326,1.2640691,1.2669954,1.2674211,1.2686336,1.2650301
2013-07-23,1.2606936,1.2675732,1.2655466,1.2673571,1.2658641,1.270058,1.2660332
2013-07-24,1.265525,1.2634143,1.2674781,1.2644601,1.2622584,1.2667662,1.271665
2013-07-25,1.2644869,1.2633705,1.2661836,1.2687614,1.2663424,1.2658427,1.2657459
2013-07-26,1.2670915,1.2668607,1.268086,1.2662892,1.2643237,1.2651556,1.2661331
2013-07-28,1.2662185,1.2669301,1.2648522,1.2642214,1.268158,1.2687612,1.2681124
2013-07-29,1.2677308,1.2646158,1.2668326,1.2671704,1.267432,1.2681687,1.2707376
2013-07-30,1.2647913,1.2667909,1.2675208,1.2694728,1.2643975,1.2685854,1.2643658
2013-07-31,1.2639174,1.2675338,1.2658265,1.2672137,1.2654576,1.2687213,1.2676178
2013-08-01,1.2679069,1.2687517,1.2643054,1.267216,1.2670492,1.267208,1.2679496
2013-08-02,1.2656496,1.2666531,1.2708975,1.2689611,1.2675505,1.268225,1.2683321
2013-08-04,1.2664522,1.2645456,1.2676362,1.2669568,1.2696246,1.264031,1.2662706
2013-08-05,1.2713084,1.2651298,1.2677732,1.26789,1.2695773,1.2661574,1.2666569
2013-08-06,1.2674785,1.266876,1.2698734,1.2669958,1.2661747,1.2658197,1.2663045
2013-08-07,1.2671707,1.2687091,1.2681069,1.2662278,1.268006,1.2665845,1.266042
2013-08-08,1.2654662,1.26631,1.2653536,1.2689981,1.2661605,1.2654464,1.2645268
2013-08-09,1.2690418,1.2659028,1.2672466,1.265838,1.2650664,1.2658777,1.2649426
2013-08-11,1.2677093,1.2670305,1.2677643,1.2648766,1.2657218,1.267604,1.2671732
2013-08-12,1.264334,1.2664781,1.2654887,1.2649015,1.267581,1.2656803,1.2672682
2013-08-13,1.2688068,1.2649623,1.2673558,1.2674804,1.2650617,1.2655661,1.2656107
2013-08-14,1.2651429,1.2647072,1.2653111,1.2668984,1.268011,1.2658846,1.2661219
2013-08-15,1.265552,1.2647572,1.2658458,1.2627152,1.2652613,1.2673745,1.2661953
2013-08-16,1.2647202,1.2666801,1.2676936,1.2678162,1.2661856,1.2677253,1.2650378
2013-08-18,1.2686024,1.2687461,1.2684906,1.2657831,1.265502,1.2649449,1.2658122
2013-08-19,1.268418,1.2687252,1.2686318,1.2668076,1.2657006,1.2656714,1.2676955
2013-08-20,1.2663057,1.2659044,1.2648882,1.264257,1.2646034,1.2672075,1.265116
2013-08-21,1.2659067,1.2652406,1.2643362,1.2678363,1.269841,1.2672803,1.2680228
2013-08-22,1.2652035,1.2649765,1.2642562,1.2689067,1.2689128,1.2666965,1.2719829
2013-08-23,1.2675226,1.2652171,1.2701623,1.2662508,1.2670133,1.266149,1.2724025
2013-08-25,1.2672964,1.2642312,1.2655765,1.2681584,1.2703388,1.2695899,1.2714291
2013-08-26,1.2654544,1.2658274,1.269037,1.2678113,1.2688749,1.2671287,1.2674593
2013-08-27,1.268178,1.2689861,1.2649134,1.2683991,1.272576,1.2711221,1.2688084
2013-08-28,1.2696086,1.2688392,1.2681781,1.2697752,1.2694676,1.2709191,1.2700365
2013-08-29,1.2657112,1.26809,1.270843,1.2694662,1.2687502,1.2681108,1.2721813
2013-08-30,1.2679462,1.2658743,1.272239,1.2719971,1.2729983,1.2723657,1.270338
2013-09-01,1.2708664,1.2698737,1.2701316,1.2700679,1.2707994,1.2712677,1.2727082
2013-09-02,1.2695062,1.269084,1.2728664,1.2719338,1.2748034,1.2720182,1.2717612
2013-09-03,1.2701784,1.2707748,1.2689693,1.2717891,1.2723202,1.272348,1.2708614
2013-09-04,1.2712326,1.2700642,1.2710221,1.2719196,1.2748873,1.2729944,1.2714411
2013-09-05,1.270674,1.2704468,1.271877,1.2734264,1.2744656,1.2716835,1.271687
2013-09-06,1.2729661,1.2722392,1.273158,1.2749015,1.274586,1.2764169,1.2712517
2013-09-08,1.2735562,1.2771051,1.270561,1.2740042,1.2714016,1.275147,1.2773504
2013-09-09,1.2753675,1.2732546,1.2749776,1.2752535,1.2712119,1.2776937,1.273112
2013-09-10,1.273082,1.2700886,1.2747486,1.2746286,1.2738966,1.2734149,1.270643
2013-09-11,1.2724767,1.2741287,1.274025,1.2729028,1.2748477,1.2739127,1.271996
2013-09-12,1.2756705,1.2704585,1.2712052,1.2743243,1.2730929,1.2714249,1.2710433
2013-09-13,1.2700382,1.2731051,1.2728343,1.2734556,1.2712476,1.2718987,1.2711692
2013-09-15,1.2708491,1.2736642,1.2713324,1.2724111,1.2713661,1.271408,1.271482
2013-09-16,1.2686685,1.2713451,1.2718858,1.2721206,1.2723156,1.2719222,1.2718632
2013-09-17,1.2716284,1.2708704,1.2709534,1.2714934,1.2712348,1.2713935,1.272058
2013-09-18,1.2725761,1.2717471,1.2723999,1.2717922,1.2713349,1.271945,1.2711611
2013-09-19,1.2711341,1.2716688,1.2714865,1.2711123,1.2723895,1.2713741,1.271401
2013-09-20,1.2712951,1.2709576,1.2716236,1.2714921,1.2711837,1.2719643,1.2715681
2013-09-22,1.270519,1.2713466,1.2709113,1.271822,1.271293,1.2713518,1.2719071
2013-09-23,1.2720486,1.273266,1.2712181,1.2710688,1.2724708,1.2719887,1.2721512
2013-09-24,1.2722952,1.2714345,1.2712082,1.2714903,1.2711263,1.27133,1.2710776
2013-09-25,1.2703876,1.2729006,1.2723935,1.2718582,1.2712487,1.2720113,1.27069
2013-09-26,1.2720847,1.2725656,1.2707112,1.2710165,1.2725575,1.2723203,1.2742019
2013-09-27,1.2723551,1.2752672,1.273833,1.2714828,1.2694206,1.2686098,1.2681336
2013-09-29,1.2702322,1.2706215,1.2710277,1.2700379,1.2664243,1.269684,1.2654747
2013-09-30,1.2721161,1.2713816,1.2706895,1.2713008,1.2678668,1.2685204,1.2633375
2013-10-01,1.2724271,1.2706428,1.2742071,1.2744756,1.2669415,1.2628907,1.2617042
2013-10-02,1.271146,1.2690394,1.2681332,1.2647239,1.2663487,1.2611566,1.261607
2013-10-03,1.2696905,1.2685657,1.2654754,1.2670712,1.2622454,1.2601736,1.2601304
2013-10-04,1.2718444,1.2674962,1.2633327,1.2621489,1.2607803,1.259578,1.2580785
2013-10-06,1.2647964,1.2661507,1.2617005,1.2607894,1.2661206,1.2599168,1.2560991
2013-10-07,1.2667704,1.2622089,1.2614509,1.2575669,1.256347,1.25909,1.2544274
2013-10-08,1.2619491,1.2642754,1.2584972,1.2579837,1.2553153,1.2594256,1.2512721
2013-10-09,1.2620095,1.2536483,1.2577686,1.2612044,1.2590518,1.2558022,1.2519958
2013-10-10,1.2604698,1.2574189,1.2549682,1.2573056,1.2631999,1.2580893,1.2521378
2013-10-11,1.2663791,1.2603638,1.2509815,1.2527027,1.2562493,1.2507429,1.2569474
2013-10-13,1.2572336,1.2575362,1.2572858,1.2576101,1.2548978,1.2551423,1.2514817
2013-10-14,1.2467949,1.2603335,1.2564888,1.2535264,1.2520723,1.2510548,1.2550074
2013-10-15,1.2564757,1.2525034,1.2553996,1.2495608,1.2486312,1.2522163,1.2487836
2013-10-16,1.2531921,1.2509527,1.2533572,1.2533118,1.2478317,1.2538917,1.2485609
2013-10-17,1.2542292,1.2544165,1.251672,1.252139,1.2518933,1.2502096,1.2512348
2013-10-18,1.2545785,1.2528379,1.2489123,1.2515398,1.2501496,1.2486887,1.2525277
2013-10-20,1.2514681,1.2517172,1.2534297,1.2521156,1.2498542,1.2489332,1.24901
2013-10-21,1.2544658,1.2514658,1.2519569,1.2469602,1.2489341,1.2462713,1.2485983
2013-10-22,1.2504613,1.2482989,1.2499571,1.2504528,1.2496066,1.2485808,1.2491797
2013-10-23,1.2498808,1.2484984,1.2485878,1.2490778,1.2479923,1.2494344,1.2451751
2013-10-24,1.2503966,1.2481308,1.2479017,1.2505782,1.2489994,1.248102,1.2490308
2013-10-25,1.2510866,1.2486447,1.2476681,1.2455244,1.247962,1.2472014,1.2461283
2013-10-27,1.2493467,1.250745,1.2455016,1.2493185,1.2478018,1.2480104,1.2454109
2013-10-28,1.249048,1.2483051,1.2483606,1.2480671,1.2468938,1.2454035,1.2467566
2013-10-29,1.2488916,1.2469647,1.2448657,1.2462574,1.2464113,1.2455384,1.2464285
2013-10-30,1.2490529,1.2466896,1.2474662,1.2460904,1.2461295,1.2457423,1.2446152
