,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD,USDSGD
2011-12-18,1.2925864,1.294138,1.2946682,1.293588,1.2981911,1.2981415,1.2947117
2011-12-19,1.2953625,1.295861,1.297049,1.2963107,1.2967604,1.2985106,1.2987905
2011-12-20,1.2977843,1.2935147,1.2944723,1.2972467,1.2984937,1.2974741,1.296333
2011-12-21,1.294847,1.2955511,1.2974768,1.295414,1.2983563,1.2940946,1.2951632
2011-12-22,1.2935793,1.2958772,1.2962627,1.2995555,1.2938591,1.2994301,1.3051213
2011-12-23,1.3008025,1.292078,1.2939129,1.3006139,1.2954946,1.3022788,1.2970428
2011-12-27,1.2907054,1.2932738,1.2952355,1.2981212,1.2958984,1.2960333,1.2957753
2011-12-28,1.2940177,1.2957321,1.2946881,1.2952855,1.2985287,1.2946389,1.29715
2011-12-29,1.2929834,1.2949531,1.3024892,1.2961274,1.2996974,1.2969918,1.2983296
2011-12-30,1.2949753,1.297578,1.2975291,1.2975328,1.2985549,1.298447,1.2974596
2012-01-02,1.2968963,1.2954494,1.2979506,1.2994823,1.298997,1.2983623,1.2958716
2012-01-03,1.2983179,1.2972045,1.2960832,1.2968035,1.2962682,1.2969291,1.2971982
2012-01-04,1.2973789,1.2965865,1.2976004,1.295943,1.296073,1.297437,1.2953639
2012-01-05,1.3019294,1.2995564,1.2982888,1.2974794,1.2972636,1.2993631,1.2957946
2012-01-06,1.2969995,1.2985498,1.2936609,1.295644,1.2947109,1.2960191,1.2953353
2012-01-08,1.2961463,1.2946619,1.2949268,1.2970343,1.2944902,1.2959108,1.2937617
2012-01-09,1.2969296,1.2960713,1.2951564,1.2949483,1.296595,1.2953265,1.2930278
2012-01-10,1.2960701,1.2983878,1.2977623,1.2928354,1.2954104,1.2919664,1.2912018
2012-01-11,1.2969882,1.29249,1.2956276,1.2940993,1.294312,1.2918118,1.2927686
2012-01-12,1.2972023,1.2971603,1.2938204,1.2948332,1.2937351,1.293153,1.2898629
2012-01-13,1.2957373,1.295182,1.2971567,1.2968519,1.296687,1.2938579,1.2963833
2012-01-15,1.2940384,1.2934222,1.2947371,1.2945266,1.2923105,1.294199,1.2938974
2012-01-16,1.2923567,1.2938876,1.2918435,1.2904311,1.2932273,1.2943377,1.2908621
2012-01-17,1.2961434,1.2926383,1.2946177,1.2905202,1.2942088,1.2921524,1.2939498
2012-01-18,1.2923305,1.2929976,1.293616,1.294238,1.2933763,1.2921178,1.2911961
2012-01-19,1.2960916,1.2940453,1.2955419,1.292743,1.294691,1.2922081,1.2924409
2012-01-20,1.2964944,1.2931993,1.2943251,1.2961648,1.2928952,1.293559,1.2935802
2012-01-22,1.2928573,1.2934425,1.2945197,1.2932186,1.2925805,1.292508,1.2918013
2012-01-23,1.2884967,1.2915072,1.2959384,1.2961702,1.2931187,1.294974,1.2918634
2012-01-24,1.2940073,1.2913496,1.2932065,1.2933292,1.2934525,1.2917366,1.2955972
2012-01-25,1.2909629,1.2944162,1.291468,1.2922953,1.2950972,1.2920408,1.291516
2012-01-26,1.2925383,1.292907,1.2921978,1.2919971,1.2913795,1.2907798,1.2924316
2012-01-27,1.2932278,1.292849,1.2921664,1.2922523,1.2907044,1.2900275,1.2869792
2012-01-29,1.294417,1.2937853,1.2901748,1.2868167,1.2881223,1.2886143,1.2870607
2012-01-30,1.2909485,1.291527,1.2902461,1.2909621,1.2900654,1.2901419,1.2888072
2012-01-31,1.2924668,1.2947316,1.289545,1.2910836,1.2915534,1.2909175,1.2879033
2012-02-01,1.2922809,1.2881835,1.29128,1.2923911,1.2840935,1.2861261,1.2866735
2012-02-02,1.2945083,1.2912052,1.2867262,1.2863177,1.2846843,1.28627,1.2833778
2012-02-03,1.2908729,1.2889049,1.2883935,1.287633,1.2861788,1.2850205,1.2776542
2012-02-05,1.289925,1.2866416,1.2871854,1.2860023,1.2829161,1.2771591,1.2745141
2012-02-06,1.2878144,1.2868469,1.2864767,1.2832949,1.2777145,1.2749144,1.2747754
2012-02-07,1.287777,1.2871482,1.2818779,1.2780641,1.2765374,1.2740418,1.2724583
2012-02-08,1.2854102,1.2841606,1.2782285,1.2734327,1.2758869,1.2738974,1.2676758
2012-02-09,1.2836065,1.2799782,1.2764225,1.2730471,1.273147,1.2698687,1.2676798
2012-02-10,1.2775551,1.2744365,1.272519,1.2719508,1.2695515,1.2684135,1.2635764
2012-02-12,1.275628,1.2748616,1.2730585,1.269242,1.2659807,1.2665453,1.2652562
2012-02-13,1.2742952,1.2726991,1.2697397,1.266321,1.2646667,1.2647374,1.2673345
2012-02-14,1.2716494,1.2689769,1.2667038,1.2630299,1.267091,1.2634989,1.2580355
2012-02-15,1.2698015,1.2653692,1.2667184,1.2637137,1.2642415,1.2611408,1.2638781
2012-02-16,1.2629166,1.265056,1.2630587,1.2650646,1.2611965,1.2574358,1.2580581
2012-02-17,1.2651374,1.2642977,1.2609468,1.2648375,1.2636817,1.2598281,1.2573704
2012-02-19,1.2608721,1.2628247,1.2599944,1.256613,1.2585803,1.2567494,1.259427
2012-02-20,1.2631905,1.2608235,1.2615943,1.2587382,1.2648257,1.2556982,1.2689807
2012-02-21,1.258702,1.2598326,1.2555673,1.2591366,1.2565176,1.2555959,1.2594751
2012-02-22,1.2627453,1.2604878,1.2578876,1.2573068,1.2565707,1.2631205,1.2572343
2012-02-23,1.2574131,1.2555404,1.259658,1.2594645,1.2554507,1.2607278,1.2581434
2012-02-24,1.2589474,1.2577746,1.2550408,1.2575183,1.258035,1.2573124,1.2565501
2012-02-26,1.2572885,1.2546244,1.2600431,1.2565315,1.2546209,1.2622913,1.2549801
2012-02-27,1.2505081,1.2686647,1.2563317,1.2548633,1.2565186,1.2555208,1.2579639
2012-02-28,1.2582858,1.2567475,1.2542905,1.2553035,1.2583426,1.2552339,1.2555323
2012-02-29,1.2582347,1.2554902,1.2547245,1.2565632,1.2544062,1.2531958,1.2562196
2012-03-01,1.2541816,1.2550349,1.25413,1.2545007,1.2566502,1.2527294,1.2571902
2012-03-02,1.2591894,1.2580237,1.2528342,1.2528193,1.255666,1.2548529,1.2523419
2012-03-04,1.2524126,1.2556345,1.2553766,1.2548159,1.2552811,1.2555028,1.2535342
2012-03-05,1.2530781,1.2555153,1.2561684,1.2558974,1.2520726,1.2552383,1.2534204
2012-03-06,1.2552427,1.2538166,1.2528328,1.2574356,1.254055,1.2536428,1.2528528
2012-03-07,1.2537515,1.2529151,1.2551055,1.2546206,1.2511969,1.2539378,1.2551007
2012-03-08,1.2551692,1.2533503,1.2524933,1.2527255,1.2552857,1.2541347,1.2538891
2012-03-09,1.2567644,1.2553151,1.2557441,1.2549415,1.257409,1.2551031,1.2552619
2012-03-11,1.2556119,1.2533889,1.2559292,1.253355,1.2561495,1.2542255,1.2565229
2012-03-12,1.255069,1.2562511,1.256254,1.2532918,1.2555792,1.2551944,1.2565391
2012-03-13,1.2548845,1.2526261,1.2550737,1.2558136,1.2576861,1.2540617,1.2553141
2012-03-14,1.2563106,1.2526388,1.2548145,1.2538335,1.2552023,1.2559464,1.2564237
2012-03-15,1.2539659,1.253991,1.2535872,1.2562435,1.2545406,1.2575055,1.2567759
2012-03-16,1.2566628,1.2550396,1.255601,1.2560506,1.2557187,1.2577026,1.2574542
2012-03-18,1.2528385,1.2567999,1.2543192,1.2563589,1.2551341,1.2557037,1.2569772
2012-03-19,1.2569122,1.2551446,1.2564157,1.2563622,1.2572962,1.2562313,1.2569807
2012-03-20,1.2544168,1.2593992,1.256189,1.2566864,1.25669,1.2592835,1.2588192
2012-03-21,1.2581147,1.2564735,1.256871,1.2579104,1.2582283,1.258068,1.2583764
2012-03-22,1.2577864,1.256676,1.2571815,1.2584376,1.2546785,1.2583257,1.2600772
2012-03-23,1.2561966,1.2566729,1.2569945,1.2613266,1.2572973,1.2589533,1.2590361
2012-03-25,1.2577974,1.2611837,1.2563357,1.2582947,1.2587124,1.2567761,1.2569823
2012-03-26,1.2563626,1.2581124,1.2577384,1.2571414,1.2573662,1.2573113,1.2569919
2012-03-27,1.2596279,1.2576075,1.2568733,1.2582172,1.2559446,1.2615762,1.2561792
2012-03-28,1.2576476,1.2587812,1.2575221,1.2570128,1.2571725,1.2562809,1.2615848
2012-03-29,1.2580659,1.2546511,1.2612054,1.2572079,1.2585055,1.258977,1.2598624
2012-03-30,1.2573645,1.2541411,1.256853,1.2583466,1.2572731,1.2570002,1.2568623
2012-04-01,1.2551262,1.2609663,1.2597342,1.2587574,1.2551119,1.2615443,1.260788
2012-04-02,1.2611892,1.2551012,1.2556145,1.2573979,1.2568481,1.2570525,1.256818
2012-04-03,1.2525985,1.2579554,1.2583739,1.2568231,1.2574787,1.2572236,1.2584665
2012-04-04,1.257878,1.259625,1.2572486,1.2574608,1.2596122,1.2573457,1.2580717
2012-04-05,1.2572658,1.2578282,1.2549306,1.2609733,1.2580881,1.2582382,1.2583141
2012-04-08,1.2574553,1.2565544,1.2569467,1.2569237,1.2585135,1.2571926,1.2571831
2012-04-09,1.257576,1.2590424,1.2575074,1.2590706,1.257805,1.2579584,1.258229
2012-04-10,1.2566488,1.257971,1.2588053,1.2580595,1.259281,1.2579446,1.2566276
2012-04-11,1.2604389,1.2585969,1.2577448,1.2578412,1.25787,1.2605346,1.2578487
2012-04-12,1.2579905,1.2570915,1.2588614,1.2596881,1.2577281,1.2580593,1.258748
2012-04-13,1.2580158,1.2585967,1.2580475,1.2586658,1.2588825,1.2574391,1.2583678
2012-04-15,1.2581346,1.2587217,1.2581908,1.2587694,1.2579298,1.2564238,1.2577677
2012-04-16,1.2581054,1.257475,1.2593062,1.256693,1.2570943,1.2579241,1.2583908
2012-04-17,1.2584413,1.258204,1.2584218,1.2590815,1.2569377,1.2567236,1.2581005
2012-04-18,1.2581242,1.2586632,1.2573103,1.2591364,1.2573174,1.2588176,1.256985
2012-04-19,1.2598822,1.2591375,1.2584385,1.2575246,1.2583989,1.2565348,1.2583479
2012-04-20,1.2580585,1.2583535,1.260241,1.2581606,1.2563512,1.2574453,1.256427
2012-04-22,1.2573073,1.2584615,1.258471,1.2571586,1.2583355,1.2583317,1.25707
2012-04-23,1.2575277,1.2575927,1.257907,1.2578799,1.257537,1.2555277,1.2578859
2012-04-24,1.257251,1.2585075,1.258807,1.2574145,1.2559432,1.2575548,1.2567141
2012-04-25,1.2567365,1.2580187,1.2567792,1.2562704,1.255488,1.2553155,1.2554615
2012-04-26,1.257415,1.2554569,1.2574089,1.2558068,1.2535806,1.252283,1.255413
2012-04-27,1.2584407,1.2536517,1.2555349,1.2546586,1.2575859,1.2532482,1.2531704
2012-04-29,1.2573972,1.2557232,1.2555612,1.2553053,1.2558436,1.2521055,1.252588
2012-04-30,1.2574496,1.2550958,1.2516986,1.2536055,1.2536055,1.2515274,1.2527922
2012-05-01,1.2557858,1.2527328,1.2551553,1.2533286,1.2513614,1.2515116,1.2505825
2012-05-02,1.2561648,1.2517337,1.2533104,1.2524078,1.2492422,1.2510206,1.2489667
2012-05-03,1.254511,1.2525097,1.2527921,1.253726,1.2525306,1.2531816,1.2539564
2012-05-04,1.2529993,1.2524166,1.2489614,1.2478544,1.2507169,1.2500756,1.250238
2012-05-06,1.2529404,1.2488698,1.2510607,1.2499162,1.2502662,1.2501717,1.2500148
2012-05-07,1.2522852,1.2491779,1.2528236,1.251093,1.2491554,1.2505183,1.249899
2012-05-08,1.2513947,1.2507515,1.2524322,1.2503629,1.2484906,1.2495096,1.2496116
2012-05-09,1.2501245,1.2500451,1.2490484,1.2517884,1.2477119,1.2536306,1.2483625
2012-05-10,1.250525,1.2500172,1.2524407,1.2497268,1.2508252,1.248259,1.2492929
2012-05-11,1.2478793,1.2502891,1.2511117,1.2466257,1.2493057,1.2490108,1.2506375
2012-05-13,1.2505314,1.2477114,1.2494466,1.2479045,1.2508274,1.2491962,1.2502815
2012-05-14,1.2515595,1.2471654,1.2472849,1.2499111,1.2535127,1.2476513,1.2504382
2012-05-15,1.2517054,1.2513993,1.2511809,1.249741,1.2497519,1.2474327,1.250258
2012-05-16,1.2493008,1.2490393,1.2495918,1.2556081,1.2498586,1.2497715,1.2485192
2012-05-17,1.2507764,1.2502105,1.2501049,1.2490528,1.2505913,1.2496887,1.2510161
2012-05-18,1.2511775,1.250718,1.2500837,1.2490388,1.2505095,1.2482543,1.2497122
2012-05-20,1.2507048,1.2465696,1.2530568,1.24979,1.2502577,1.2479577,1.247994
2012-05-21,1.2505218,1.2497952,1.2558333,1.2496868,1.2513394,1.2503436,1.2493693
2012-05-22,1.2496146,1.2498938,1.2478578,1.2495608,1.2497287,1.2497542,1.2540157
2012-05-23,1.2495238,1.2494963,1.2496008,1.2496006,1.2488124,1.2491372,1.252784
2012-05-24,1.2495232,1.2504717,1.2496179,1.249526,1.2463932,1.2506295,1.2511191
2012-05-25,1.2495227,1.2517238,1.2495893,1.247396,1.2509457,1.2507739,1.2507209
2012-05-27,1.2495534,1.2496972,1.2499446,1.2489188,1.2506574,1.2520097,1.2497799
2012-05-28,1.2495079,1.2494557,1.2497921,1.2549732,1.2505919,1.2498257,1.2521367
2012-05-29,1.2477014,1.2473042,1.2502114,1.2511227,1.2515107,1.2531464,1.2529368
2012-05-30,1.2480913,1.2519369,1.2526852,1.2523973,1.2534407,1.2528121,1.2560182
2012-05-31,1.252727,1.252815,1.2492335,1.2519873,1.2544229,1.255502,1.2582988
2012-06-01,1.2499263,1.2537249,1.2513658,1.2545242,1.2557302,1.258949,1.2676146
2012-06-03,1.2530482,1.2530313,1.2523576,1.2559748,1.2606771,1.268016,1.268538
2012-06-04,1.2514956,1.253429,1.2561077,1.2596028,1.2666659,1.2697053,1.2712433
2012-06-05,1.2548716,1.2539444,1.2612462,1.2663988,1.2683592,1.2705942,1.26945
2012-06-06,1.257204,1.2612984,1.2669852,1.2690035,1.2687693,1.2689171,1.2709965
2012-06-07,1.2574126,1.2670211,1.2680689,1.2707274,1.2710931,1.2726934,1.2727416
2012-06-08,1.2664158,1.2687194,1.2706685,1.26898,1.2714521,1.2746613,1.2756017
2012-06-10,1.2670302,1.2713981,1.2690027,1.2726765,1.2736187,1.2726374,1.2763433
2012-06-11,1.2704328,1.2734773,1.2719504,1.2763499,1.2713541,1.2768433,1.272105
2012-06-12,1.2749896,1.2717538,1.268845,1.2762899,1.2737486,1.2767507,1.2780547
2012-06-13,1.2724524,1.2726372,1.2707894,1.2727668,1.2757878,1.2745048,1.2732387
2012-06-14,1.2737263,1.2783339,1.2710568,1.2784566,1.2745521,1.2750041,1.2769096
2012-06-15,1.2719426,1.2810602,1.2737603,1.2724143,1.2740695,1.2718637,1.2721937
2012-06-17,1.2756368,1.2753856,1.2774824,1.2783995,1.2747642,1.272773,1.2755841
2012-06-18,1.2730545,1.2779975,1.2734513,1.2785615,1.2751629,1.2750738,1.2778405
2012-06-19,1.2784567,1.2716733,1.2751245,1.2726806,1.2738372,1.274426,1.2780455
2012-06-20,1.2748379,1.276475,1.274816,1.277327,1.2738948,1.2728704,1.2803686
2012-06-21,1.2753577,1.273494,1.27538,1.2748966,1.280267,1.280473,1.2781405
2012-06-22,1.275663,1.2743278,1.2718325,1.278442,1.2742275,1.2750858,1.2760344
2012-06-24,1.2788322,1.275095,1.2772043,1.2735388,1.27754,1.2773885,1.2785325
2012-06-25,1.2718637,1.2779322,1.2786278,1.2804995,1.2753723,1.2793173,1.2762227
2012-06-26,1.2778302,1.2751107,1.2770035,1.2729428,1.2774092,1.2771901,1.2764513
2012-06-27,1.2769022,1.2784297,1.2757776,1.2798128,1.2747605,1.2781407,1.2769306
2012-06-28,1.2753971,1.2758603,1.2764055,1.2766151,1.2772708,1.2782589,1.2783384
2012-06-29,1.2773389,1.274322,1.2766428,1.2776217,1.2807631,1.2809696,1.2743834
2012-07-01,1.2778826,1.2739193,1.279223,1.2779804,1.2751987,1.2796085,1.2752731
2012-07-02,1.2738731,1.2774875,1.2761146,1.2768012,1.279242,1.2771307,1.2780622
2012-07-03,1.2779901,1.278856,1.27847,1.275171,1.2775779,1.2766646,1.2759213
2012-07-04,1.2782263,1.2792399,1.2795894,1.2744867,1.277574,1.2768346,1.2787952
2012-07-05,1.2764486,1.2753527,1.277058,1.2755368,1.2754781,1.2781358,1.2743831
2012-07-06,1.278304,1.2757838,1.27737,1.2766927,1.2753092,1.2792511,1.273619
2012-07-08,1.2784657,1.2773765,1.2803442,1.2748657,1.2756908,1.275619,1.2744462
2012-07-09,1.2745869,1.2761014,1.2785292,1.2754159,1.2770581,1.2767373,1.2734838
2012-07-10,1.2783307,1.2760723,1.2777319,1.2743843,1.2742255,1.2741014,1.2722976
2012-07-11,1.2761037,1.2747364,1.2788401,1.2740152,1.2750984,1.2728496,1.2714679
2012-07-12,1.2748702,1.2761993,1.2740119,1.2747157,1.2716342,1.2708824,1.2729731
2012-07-13,1.2772974,1.277031,1.2741565,1.27266,1.2723582,1.2704816,1.2688727
2012-07-15,1.2736919,1.2711189,1.2723149,1.2716277,1.2705839,1.2691483,1.2705123
2012-07-16,1.2752928,1.2715441,1.2717601,1.268512,1.2707349,1.2723583,1.269432
2012-07-17,1.273819,1.271766,1.2698953,1.2694722,1.2696812,1.2673811,1.2688358
2012-07-18,1.2727498,1.2706574,1.2698722,1.2717414,1.2694137,1.2700474,1.270699
2012-07-19,1.2710991,1.2682772,1.2663754,1.2679485,1.2691947,1.2674148,1.2727802
2012-07-20,1.2737976,1.2699251,1.2679685,1.2677144,1.2719232,1.2713226,1.2721121
2012-07-22,1.2675388,1.2718062,1.2720824,1.2690309,1.2686722,1.266129,1.2668282
2012-07-23,1.269995,1.2682908,1.2691574,1.2711412,1.2676623,1.2644979,1.2677197
2012-07-24,1.2689636,1.2676727,1.269628,1.2666866,1.2708061,1.2681406,1.2656974
2012-07-25,1.2647552,1.2705054,1.2676508,1.2651517,1.2681903,1.2672702,1.2659664
2012-07-26,1.2695442,1.2685368,1.2696489,1.2668625,1.2640457,1.2665133,1.2660589
2012-07-27,1.2689892,1.2665946,1.2640394,1.265645,1.2649636,1.2652595,1.2659628
2012-07-29,1.2695909,1.2685829,1.2654355,1.2668793,1.2660615,1.26488,1.2655294
2012-07-30,1.2683272,1.2671632,1.265723,1.2635529,1.2645055,1.264286,1.2668195
2012-07-31,1.2664737,1.2652624,1.2653908,1.266785,1.2663896,1.264637,1.2652903
2012-08-01,1.2686701,1.2662652,1.2645977,1.2643468,1.2642281,1.2631752,1.262578
2012-08-02,1.265781,1.2659864,1.2658083,1.2653239,1.264417,1.2627882,1.2624073
2012-08-03,1.265506,1.2609804,1.266499,1.2637606,1.2616154,1.2626141,1.2595344
2012-08-05,1.2642131,1.2640322,1.2626923,1.2620697,1.2598171,1.2598193,1.2609696
2012-08-06,1.2616036,1.2683377,1.2622991,1.2616785,1.2619247,1.2606587,1.2593793
2012-08-07,1.2635261,1.2625456,1.2630152,1.2608048,1.2615392,1.2580582,1.2591155
2012-08-08,1.2624182,1.2614851,1.2606277,1.2580845,1.2592746,1.2593842,1.2575063
2012-08-09,1.2609336,1.2589138,1.258929,1.2600695,1.2581003,1.2573857,1.25479
2012-08-10,1.2613813,1.2601124,1.2601376,1.2590542,1.2574165,1.2557887,1.2538788
2012-08-12,1.2596986,1.2610452,1.2589734,1.2563717,1.2557064,1.2526966,1.2520311
2012-08-13,1.2595892,1.2574217,1.2579352,1.2568182,1.2553115,1.2524152,1.2509495
2012-08-14,1.2576951,1.2572632,1.2564588,1.2535515,1.2523639,1.2508435,1.2541025
2012-08-15,1.2565312,1.2562511,1.2545327,1.2514076,1.2511723,1.2513733,1.2506304
2012-08-16,1.2551979,1.2543521,1.2522535,1.2502996,1.2507339,1.2484313,1.2496014
2012-08-17,1.2528967,1.2525163,1.2533853,1.2533455,1.2495701,1.2480499,1.2523248
2012-08-19,1.2523876,1.2524822,1.251799,1.2518364,1.2517335,1.2517884,1.2514224
2012-08-20,1.2520638,1.2540407,1.2529694,1.2493579,1.2517865,1.248888,1.2485847
2012-08-21,1.2522286,1.2542653,1.2514458,1.2506925,1.2522224,1.251158,1.250684
2012-08-22,1.2490315,1.2540522,1.2522879,1.2486277,1.2491751,1.2480844,1.2479138
2012-08-23,1.2535403,1.2533872,1.2512693,1.2428067,1.2520919,1.2494361,1.2528036
2012-08-24,1.253963,1.2441616,1.2525423,1.2501156,1.2460237,1.2542369,1.2486701
2012-08-26,1.2485644,1.2593124,1.2484864,1.2492859,1.2487211,1.2486538,1.2510647
2012-08-27,1.2523437,1.2482531,1.2502657,1.2463486,1.2513055,1.247022,1.2488886
2012-08-28,1.2486124,1.2492268,1.2506415,1.2480145,1.249773,1.2506132,1.2502017
2012-08-29,1.2501292,1.2484522,1.2512138,1.2502689,1.2499353,1.2505403,1.2487915
2012-08-30,1.2495711,1.2508919,1.2491024,1.2502428,1.2477756,1.2477435,1.2475278
2012-08-31,1.2500384,1.2472099,1.2482227,1.2500181,1.2478138,1.2519729,1.2505448
2012-09-02,1.2521656,1.2480285,1.2503959,1.2518966,1.2474039,1.2487954,1.2466094
2012-09-03,1.250169,1.2488476,1.2482024,1.24856,1.2481266,1.2474114,1.2449753
2012-09-04,1.2498786,1.2483394,1.2484154,1.2488217,1.247913,1.2473134,1.2452905
2012-09-05,1.2491184,1.246695,1.249052,1.2502011,1.2469077,1.254896,1.2472858
2012-09-06,1.2493113,1.2485217,1.24773,1.2487968,1.2525388,1.2455163,1.2476903
2012-09-07,1.248438,1.2467619,1.2469532,1.2464948,1.2448564,1.2479922,1.2472901
2012-09-09,1.2451274,1.2468232,1.246038,1.2474988,1.2493911,1.2486085,1.2476498
2012-09-10,1.2446575,1.2493246,1.247801,1.2460594,1.2460333,1.2471836,1.2485437
2012-09-11,1.2457936,1.2465794,1.2460492,1.2461094,1.2473176,1.2447912,1.2460624
2012-09-12,1.250873,1.2459103,1.2451512,1.2445785,1.2475572,1.2436738,1.2450124
2012-09-13,1.2443631,1.2472465,1.2481568,1.2435954,1.2478279,1.2463506,1.2457918
2012-09-14,1.246572,1.2484416,1.2456813,1.2456983,1.244607,1.2453997,1.2449558
2012-09-16,1.2464169,1.2464384,1.242904,1.2475712,1.246781,1.2473228,1.2457874
2012-09-17,1.2471175,1.2464178,1.2494736,1.2444001,1.2447634,1.2463251,1.2449237
2012-09-18,1.245275,1.2437212,1.2461921,1.24691,1.247146,1.2461758,1.2451409
2012-09-19,1.2471449,1.2474121,1.2473972,1.2450824,1.2457243,1.246984,1.2440755
2012-09-20,1.2465417,1.2466763,1.2444183,1.2478306,1.2467448,1.2445889,1.2419959
2012-09-21,1.2466284,1.2455978,1.2486056,1.247224,1.2446775,1.2444167,1.2413015
2012-09-23,1.2447774,1.2464597,1.2459643,1.2445444,1.244677,1.2452904,1.2448598
2012-09-24,1.2464899,1.2451614,1.2461231,1.2479423,1.2466502,1.243517,1.238119
2012-09-25,1.2478373,1.2453105,1.247699,1.2450522,1.243766,1.2403551,1.238155
2012-09-26,1.2437844,1.2489622,1.2450303,1.2445319,1.2376094,1.2376989,1.2354248
2012-09-27,1.2455237,1.2465141,1.2444566,1.2380311,1.2355299,1.2354066,1.2320764
2012-09-28,1.2444913,1.2454293,1.2392819,1.2364885,1.2350373,1.2317946,1.2318379
2012-09-30,1.2433503,1.2386281,1.2355766,1.234826,1.2316113,1.231108,1.2296613
2012-10-01,1.2387115,1.2368145,1.2349515,1.2325028,1.2310431,1.2303956,1.2304074
2012-10-02,1.2351105,1.2339363,1.2309935,1.2319003,1.2313058,1.229782,1.2313751
2012-10-03,1.2356269,1.2312557,1.2312899,1.2307696,1.2300811,1.2293932,1.2262061
2012-10-04,1.2327428,1.2304994,1.2297841,1.2291704,1.229476,1.2288159,1.2300353
2012-10-05,1.2303543,1.2303748,1.2325926,1.2245246,1.2317035,1.2298701,1.2280709
2012-10-07,1.2320231,1.2294872,1.2312316,1.2292851,1.230427,1.2275237,1.2302712
2012-10-08,1.2305013,1.2260213,1.2297995,1.2326379,1.2319945,1.2300804,1.2301503
2012-10-09,1.2303548,1.2278292,1.2276648,1.2278619,1.2345626,1.2281572,1.2298088
2012-10-10,1.2297231,1.231518,1.231031,1.2313302,1.2291067,1.2284229,1.2308788
2012-10-11,1.2268513,1.2310692,1.223937,1.2292027,1.2294064,1.2289186,1.2266983
2012-10-12,1.2309419,1.2285588,1.2295856,1.2283659,1.231235,1.2272063,1.2273445
2012-10-14,1.2291546,1.2297825,1.2279084,1.2273128,1.2294682,1.2266054,1.2281632
2012-10-15,1.227153,1.2293155,1.2277112,1.2314545,1.2275386,1.2292489,1.2268801
2012-10-16,1.2286723,1.2265388,1.2249222,1.2279136,1.225729,1.2259643,1.2254767
2012-10-17,1.2252284,1.2274609,1.228732,1.22653,1.2284131,1.2271188,1.2239287
2012-10-18,1.2281145,1.2273679,1.2265915,1.2266679,1.2257613,1.2249621,1.2271887
2012-10-19,1.2272983,1.2243882,1.22837,1.2253716,1.2261417,1.2237749,1.2253513
2012-10-21,1.225138,1.2254872,1.2255651,1.2262975,1.227839,1.2257563,1.2238775
2012-10-22,1.228118,1.2262397,1.225426,1.2247951,1.2249396,1.2252163,1.2250996
2012-10-23,1.2264354,1.2266057,1.2257595,1.2252092,1.2242676,1.2227143,1.2246348
2012-10-24,1.226079,1.2265474,1.226108,1.2253361,1.2254713,1.2263067,1.2251263
2012-10-25,1.2261772,1.2263188,1.2248926,1.2255555,1.2264429,1.2226785,1.2246227
2012-10-26,1.2256153,1.2244147,1.225654,1.223709,1.2259252,1.2241968,1.2235086
2012-10-28,1.2260395,1.2248969,1.2231148,1.2268758,1.225887,1.2258197,1.2226295
2012-10-29,1.2235891,1.2255635,1.2245799,1.2232223,1.2235186,1.2234565,1.224236
2012-10-30,1.2261502,1.2265341,1.2243137,1.2231157,1.2242182,1.2175227,1.2257222
2012-10-31,1.2263131,1.2241989,1.2227772,1.2220784,1.2227101,1.2225847,1.2248212
2012-11-01,1.2256823,1.223439,1.2241814,1.2234694,1.2231272,1.2217014,1.2286987
2012-11-02,1.2261114,1.2244201,1.2259938,1.2238731,1.2218945,1.2239263,1.2235253
2012-11-04,1.2235284,1.2287037,1.2245718,1.2234647,1.2219014,1.2239118,1.2250316
2012-11-05,1.2226384,1.2202687,1.2255952,1.2227453,1.2259396,1.2216499,1.2202512
2012-11-06,1.224004,1.2229812,1.219796,1.2211485,1.2204685,1.2347388,1.224526
2012-11-07,1.2233012,1.2226635,1.2244909,1.2231712,1.221103,1.2241503,1.221158
2012-11-08,1.2240816,1.2230353,1.2228218,1.2223978,1.2228283,1.2236632,1.220955
2012-11-09,1.2246311,1.2250271,1.222674,1.2234824,1.2227392,1.2196709,1.2304707
2012-11-11,1.2239169,1.2222695,1.2226254,1.2204361,1.224256,1.2257591,1.2228842
2012-11-12,1.2194189,1.2222977,1.2220999,1.2241904,1.2243639,1.2216015,1.2221406
2012-11-13,1.2237334,1.2238915,1.2230115,1.2209529,1.222487,1.2222658,1.2221622
2012-11-14,1.2223295,1.2192115,1.2253257,1.2198048,1.2217805,1.2170283,1.220428
2012-11-15,1.2259192,1.2227018,1.2202765,1.222229,1.223099,1.2235811,1.222674
2012-11-16,1.22092,1.2207178,1.2211484,1.2223963,1.2226102,1.2219974,1.2221968
2012-11-18,1.2308154,1.2202386,1.2241828,1.2208399,1.221968,1.2226973,1.2231531
2012-11-19,1.2272617,1.2282059,1.2231164,1.2214347,1.2223555,1.2227468,1.223941
2012-11-20,1.2215762,1.224336,1.2219427,1.2226458,1.222191,1.2226876,1.2214408
2012-11-21,1.2225485,1.2228692,1.2233012,1.2225188,1.2225977,1.2231787,1.221769
2012-11-22,1.2228991,1.223875,1.2218857,1.221425,1.2231767,1.2216334,1.2220991
2012-11-23,1.222168,1.2224698,1.2211257,1.2206461,1.2238227,1.2214823,1.2232401
