,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY
2013-01-18,9879.234,9910.318,9942.4795,9975.935,10008.232,10037.707,10067.381
2013-01-20,9910.436,9943.132,9976.642,10008.764,10037.762,10068.527,10095.325
2013-01-21,9943.2705,9977.346,10009.388,10038.329,10068.581,10096.328,10120.289
2013-01-22,9977.503,10010.009,10038.9795,10069.164,10096.385,10121.198,10144.883
2013-01-23,10010.133,10039.647,10069.802,10096.903,10121.253,10145.883,10171.452
2013-01-24,10039.777,10070.455,10097.457,10121.711,10145.9375,10172.543,10199.59
2013-01-25,10070.596,10098.041,10122.229,10146.432,10172.598,10200.765,10228.884
2013-01-27,10098.154,10122.796,10146.997,10173.137,10200.819,10230.123,10258.962
2013-01-28,10122.892,10147.612,10173.753,10201.397,10230.178,10260.26,10289.527
2013-01-29,10147.728,10174.412,10202.054,10230.793,10260.314,10290.875,10320.344
2013-01-30,10174.544,10202.76,10231.489,10260.961,10290.93,10321.733,10350.95
2013-01-31,10202.904,10232.23,10261.689,10291.602,10321.789,10352.31,10378.743
2013-02-01,10232.389,10262.462,10292.355,10322.48,10352.364,10380.066,10404.065
2013-02-03,10262.63,10293.155,10323.259,10353.02,10380.12,10405.272,10428.77
2013-02-04,10293.334,10324.079,10353.758,10380.752,10405.327,10429.964,10453.781
2013-02-05,10324.266,10354.522,10381.463,10405.8955,10429.992,10455.032,10479.512
2013-02-06,10354.676,10382.1875,10406.563,10430.574,10455.064,10480.76,10503.981
2013-02-07,10382.328,10407.256,10431.228,10455.678,10480.794,10505.186,10528.505
2013-02-08,10407.394,10431.909,10456.361,10481.399,10505.22,10529.761,10553.862
2013-02-10,10432.035,10457.08,10482.07,10505.808,10529.796,10555.167,10578.648
2013-02-11,10457.217,10482.78,10506.463,10530.419,10555.205,10579.958,10600.931
2013-02-12,10482.911,10507.158,10531.101,10555.854,10579.999,10602.166,10620.601
2013-02-13,10507.299,10531.83,10556.564,10580.643,10602.206,10621.71,10638.877
2013-02-14,10531.98,10557.322,10581.354,10602.823,10621.75,10640.044,10658.421
2013-02-15,10557.481,10582.086,10603.49,10622.311,10640.086,10659.62,10679.276
2013-02-17,10582.255,10604.196,10622.913,10640.645,10659.664,10680.516,10701.311
2013-02-18,10604.3545,10623.546,10641.305,10660.257,10680.561,10702.599,10723.211
2013-02-19,10623.69,10641.9375,10660.929,10681.187,10702.644,10724.536,10744.833
2013-02-20,10642.084,10661.607,10681.879,10703.284,10724.582,10746.194,10763.639
2013-02-21,10661.756,10682.59,10704.009,10725.243,10746.238,10764.782,10781.0625
2013-02-22,10682.745,10704.739,10725.99,10746.915,10764.8125,10782.233,10798.563
2013-02-24,10704.899,10726.747,10747.654,10765.388,10782.265,10799.774,10816.9
2013-02-25,10726.911,10748.3955,10766.029,10782.873,10799.807,10818.056,10835.36
2013-02-26,10748.55,10766.694,10783.529,10800.434,10818.09,10836.4795,10853.008
2013-02-27,10766.837,10784.215,10801.109,10818.701,10836.516,10854.156,10871.912
2013-02-28,10784.365,10801.822,10819.347,10837.096,10854.193,10873.088,10892.123
2013-03-01,10801.978,10820.022,10837.7295,10854.8,10873.125,10893.289,10912.238
2013-03-03,10820.167,10838.374,10855.452,10873.77,10893.325,10913.339,10932.294
2013-03-04,10838.525,10856.118,10874.437,10893.974,10913.36,10933.421,10953.51
2013-03-05,10856.284,10875.138,10894.623,10914.002,10933.443,10954.683,10974.672
2013-03-06,10875.309,10895.316,10914.618,10934.105,10954.707,10975.886,10996.754
2013-03-07,10895.48,10915.288,10934.733,10955.3955,10975.912,10998.004,11019.777
2013-03-08,10915.456,10935.439,10956.038,10976.622,10998.034,11021.067,11043.611
2013-03-10,10935.611,10956.782,10977.287,10998.765,11021.1,11044.934,11067.079
2013-03-11,10956.961,10978.057,10999.449,11021.845,11044.966,11068.428,11090.09
2013-03-12,10978.24,11000.244,11022.554,11045.732,11068.465,11091.465,11112.699
2013-03-13,11000.435,11023.37,11046.459,11069.246,11091.501,11114.098,11134.194
2013-03-14,11023.565,11047.291,11069.99,11092.297,11114.132,11135.534,11155.083
2013-03-15,11047.488,11070.837,11093.054,11114.94,11135.57,11156.448,11175.798
2013-03-17,11071.04,11093.918,11115.71,11136.343,11156.484,11177.186,11196.355
2013-03-18,11094.123,11116.589,11137.096,11157.271,11177.224,11197.758,11216.349
2013-03-19,11116.796,11137.942,11158.035,11178.02,11197.798,11217.697,11236.275
2013-03-20,11138.136,11158.8955,11178.796,11198.606,11217.721,11237.577,11255.593
2013-03-21,11159.093,11179.669,11199.394,11218.494,11237.604,11256.847,11274.301
2013-03-22,11179.868,11200.278,11219.265,11238.347,11256.875,11275.522,11292.291
2013-03-24,11200.481,11220.1,11239.08,11257.582,11275.549,11293.531,11310.323
2013-03-25,11220.302,11239.886,11258.304,11276.221,11293.559,11311.588,11329.391
2013-03-26,11240.073,11259.081,11276.923,11294.25,11311.618,11330.666,11349.53
2013-03-27,11259.264,11277.685,11294.971,11312.329,11330.703,11350.796,11367.981
2013-03-28,11277.854,11295.744,11313.066,11331.444,11350.832,11369.177,11385.97
2013-03-31,11295.919,11313.849,11332.192,11351.552,11369.199,11387.191,11404.009
2013-04-01,11314.027,11332.981,11352.291,11369.885,11387.216,11405.257,11422.1
2013-04-02,11333.162,11353.058,11370.599,11387.921,11405.283,11423.365,11440.667
2013-04-03,11353.243,11371.322,11388.6455,11406.007,11423.394,11441.88,11459.798
2013-04-04,11371.493,11389.391,11406.75,11424.138,11441.91,11461.052,11479.045
2013-04-05,11389.567,11407.505,11424.898,11442.619,11461.082,11480.31,11498.239
2013-04-07,11407.686,11425.668,11443.358,11461.802,11480.341,11499.544,11518.385
2013-04-08,11425.849,11444.096,11462.549,11481.085,11499.576,11519.716,11538.882
2013-04-09,11444.266,11463.319,11481.8545,11500.337,11519.75,11540.162,11559.863
2013-04-10,11463.495,11482.629,11501.105,11520.518,11540.196,11561.174,11580.787
2013-04-11,11482.807,11501.901,11521.306,11540.937,11561.21,11582.123,11601.533
2013-04-12,11502.086,11522.117,11541.695,11561.965,11582.161,11602.891,11622.115
2013-04-14,11522.305,11542.487,11562.737,11582.929,11602.929,11623.495,11642.554
2013-04-15,11542.666,11563.548,11583.717,11603.711,11623.534,11643.952,11662.856
2013-04-16,11563.73,11584.541,11604.514,11624.33,11643.99,11664.274,11683.036
2013-04-17,11584.729,11605.351,11625.141,11644.795,11664.313,11684.473,11703.108
2013-04-18,11605.541,11625.99,11645.618,11665.127,11684.512,11704.556,11723.077
2013-04-19,11626.185,11646.48,11665.959,11685.335,11704.596,11724.536,11742.951
2013-04-21,11646.678,11666.83,11686.175,11705.428,11724.575,11744.426,11762.744
2013-04-22,11667.031,11687.055,11706.276,11725.417,11744.467,11764.226,11782.459
2013-04-23,11687.258,11707.165,11726.273,11745.316,11764.267,11783.953,11802.099
2013-04-24,11707.37,11727.171,11746.178,11765.121,11783.993,11803.603,11821.672
2013-04-25,11727.379,11747.08,11765.989,11784.853,11803.643,11823.185,11841.186
2013-04-26,11747.29,11766.9,11785.727,11804.512,11823.227,11842.706,11860.646
2013-04-28,11767.112,11786.641,11805.39,11824.099,11842.748,11862.174,11880.056
2013-04-29,11786.854,11806.31,11824.984,11843.625,11862.215,11881.592,11899.421
2013-04-30,11806.525,11825.912,11844.516,11863.097,11881.633,11900.957,11918.73
2013-05-01,11826.128,11845.446,11863.99,11882.52,11901.0,11920.274,11938.006
2013-05-02,11845.667,11864.928,11883.414,11901.885,11920.317,11939.557,11957.255
2013-05-03,11865.148,11884.351,11902.783,11921.207,11939.599,11958.808,11976.448
2013-05-05,11884.571,11903.725,11922.109,11940.493,11958.851,11978.008,11995.629
2013-05-06,11903.946,11923.055,11941.401,11959.744,11978.051,11997.195,12014.766
2013-05-07,11923.278,11942.349,11960.652,11978.949,11997.24,12016.332,12033.893
2013-05-08,11942.574,11961.601,11979.862,11998.142,12016.377,12035.468,12052.973
2013-05-09,11961.825,11980.814,11999.057,12017.278,12035.512,12054.548,12072.051
2013-05-10,11981.041,12000.009,12018.195,12036.416,12054.592,12073.626,12091.092
2013-05-12,12000.234,12019.151,12037.332,12055.498,12073.671,12092.676,12110.113
2013-05-13,12019.379,12038.289,12056.419,12074.577,12092.72,12111.696,12129.137
2013-05-14,12038.517,12057.379,12075.499,12093.63,12111.741,12130.72,12148.123
2013-05-15,12057.608,12076.459,12094.557,12112.652,12130.765,12149.715,12167.09
2013-05-16,12076.688,12095.52,12113.578,12131.675,12149.761,12168.679,12186.054
2013-05-17,12095.751,12114.542,12132.602,12150.675,12168.726,12187.644,12205.019
2013-05-19,12114.773,12133.564,12151.606,12169.64,12187.689,12206.609,12223.952
2013-05-20,12133.795,12152.573,12170.57,12188.604,12206.654,12225.549,12242.859
2013-05-21,12152.806,12171.539,12189.534,12207.569,12225.596,12244.457,12261.767
2013-05-22,12171.7705,12190.503,12208.499,12226.514,12244.503,12263.364,12280.674
2013-05-23,12190.735,12209.467,12227.449,12245.421,12263.41,12282.271,12299.581
2013-05-24,12209.701,12228.421,12246.357,12264.328,12282.318,12301.179,12318.488
2013-05-26,12228.655,12247.328,12265.265,12283.236,12301.226,12320.087,12337.355
2013-05-27,12247.563,12266.236,12284.172,12302.145,12320.133,12338.963,12356.205
2013-05-28,12266.471,12285.144,12303.08,12321.052,12339.007,12357.811,12375.056
2013-05-29,12285.379,12304.051,12321.987,12339.932,12357.857,12376.661,12393.906
2013-05-30,12304.286,12322.959,12340.87,12358.781,12376.708,12395.512,12412.757
2013-05-31,12323.193,12341.847,12359.721,12377.631,12395.559,12414.362,12431.607
2013-06-02,12342.083,12360.697,12378.571,12396.481,12414.409,12433.213,12450.458
2013-06-03,12360.933,12379.548,12397.422,12415.332,12433.26,12452.063,12469.307
2013-06-04,12379.783,12398.397,12416.271,12434.182,12452.108,12470.913,12488.157
2013-06-05,12398.634,12417.247,12435.122,12453.032,12470.959,12489.764,12507.007
2013-06-06,12417.484,12436.098,12453.973,12471.882,12489.809,12508.614,12525.856
2013-06-07,12436.334,12454.947,12472.822,12490.732,12508.659,12527.463,12544.65
2013-06-09,12455.183,12473.798,12491.673,12509.583,12527.51,12546.264,12563.443
2013-06-10,12474.033,12492.648,12510.522,12528.433,12546.311,12565.058,12582.235
2013-06-11,12492.884,12511.498,12529.372,12547.238,12565.1045,12583.849,12601.028
2013-06-12,12511.734,12530.349,12548.182,12566.03,12583.8955,12602.643,12619.822
2013-06-13,12530.585,12549.162,12566.976,12584.824,12602.689,12621.436,12638.614
2013-06-14,12549.4,12567.955,12585.769,12603.616,12621.482,12640.228,12657.407
2013-06-16,12568.191,12586.747,12604.561,12622.408,12640.275,12659.0205,12676.2
2013-06-17,12586.985,12605.541,12623.354,12641.202,12659.067,12677.814,12694.459
2013-06-18,12605.778,12624.333,12642.147,12659.996,12677.861,12695.994,12712.317
2013-06-19,12624.571,12643.126,12660.939,12678.788,12696.028,12713.86,12729.574
2013-06-20,12643.363,12661.919,12679.732,12696.916,12713.894,12731.039,12746.127
2013-06-21,12662.157,12680.713,12697.808,12714.784,12731.073,12747.511,12762.287
2013-06-23,12680.95,12698.735,12715.679,12731.915,12747.545,12763.686,12778.602
2013-06-24,12698.959,12716.609,12732.764,12748.338,12763.72,12780.01,12794.767
2013-06-25,12716.833,12733.661,12749.15,12764.521,12780.047,12796.094,12810.345
2013-06-26,12733.876,12749.998,12765.343,12780.855,12796.13,12811.687,12826.095
2013-06-27,12750.2,12766.199,12781.682,12796.892,12811.721,12827.452,12842.014
2013-06-28,12766.404,12782.547,12797.686,12812.492,12827.487,12843.385,12858.097
2013-06-30,12782.754,12798.5,12813.295,12828.268,12843.42,12859.48,12874.33
2013-07-01,12798.693,12814.117,12829.077,12844.211,12859.518,12875.73,12890.716
2013-07-02,12814.314,12829.909,12845.027,12860.3125,12875.769,12892.127,12906.689
2013-07-03,12830.108,12845.869,12861.138,12876.572,12892.163,12908.026,12922.269
2013-07-04,12846.07,12861.986,12877.404,12892.976,12908.048,12923.618,12938.02
2013-07-05,12862.189,12878.26,12893.814,12908.824,12923.642,12939.384,12953.94
2013-07-07,12878.464,12894.68,12909.611,12924.426,12939.41,12955.318,12969.322
2013-07-08,12894.887,12910.423,12925.222,12940.201,12955.345,12970.603,12984.337
2013-07-09,12910.616,12926.041,12941.007,12956.144,12970.633,12985.557,12998.489
2013-07-10,12926.239,12941.835,12956.958,12971.373,12985.575,12999.707,13012.391
2013-07-11,12942.034,12957.796,12972.15,12986.282,12999.723,13013.536,13025.731
2013-07-12,12957.998,12972.936,12987.008,13000.434,13013.553,13026.854,13037.422
2013-07-14,12973.124,12987.741,13001.163,13014.213,13026.871,13038.393,13048.705
2013-07-15,12987.916,13001.908,13014.892,13027.496,13038.411,13049.707,13061.429
2013-07-16,13002.086,13015.581,13028.133,13038.958,13049.725,13062.455,13075.731
2013-07-17,13015.759,13028.788,13039.541,13050.285,13062.476,13076.728,13089.167
2013-07-18,13028.954,13040.134,13050.877,13063.048,13076.749,13090.161,13102.745
2013-07-19,13040.283,13051.481,13063.655,13077.293,13090.185,13103.767,13116.562
2013-07-21,13051.634,13064.275,13077.869,13090.729,13103.791,13117.609,13131.876
2013-07-22,13064.431,13078.442,13091.308,13104.352,13117.636,13132.948,13148.814
2013-07-23,13078.6045,13091.885,13104.945,13118.21,13132.975,13149.922,13167.306
2013-07-24,13092.047,13105.539,13118.818,13133.562,13149.948,13168.433,13186.036
2013-07-25,13105.705,13119.429,13134.1875,13150.547,13168.459,13187.034,13204.634
2013-07-26,13119.599,13134.822,13151.184,13169.064,13187.06,13205.616,13224.556
2013-07-28,13134.992,13151.833,13169.688,13187.609,13205.642,13225.613,13245.812
2013-07-29,13152.012,13170.3545,13188.205,13206.23,13225.643,13246.908,13268.23
2013-07-30,13170.537,13188.815,13206.841,13226.244,13246.9375,13269.355,13290.469
2013-07-31,13188.985,13207.457,13226.866,13247.555,13269.385,13291.626,13312.391
2013-08-01,13207.626,13227.487,13248.181,13270.014,13291.655,13313.581,13335.1875
2013-08-02,13227.659,13248.845,13270.673,13292.303,13313.612,13336.402,13358.696
2013-08-04,13249.021,13271.363,13292.9795,13314.275,13336.436,13359.863,13381.945
2013-08-05,13271.543,13293.682,13314.938,13337.122,13359.897,13383.129,13405.967
2013-08-06,13293.855,13315.639,13337.801,13360.573,13383.165,13407.166,13429.591
2013-08-07,13315.807,13338.5205,13361.241,13383.853,13407.203,13430.818,13452.741
2013-08-08,13338.693,13361.944,13384.546,13407.901,13430.8545,13453.99,13475.476
2013-08-09,13362.108,13385.267,13408.617,13431.566,13454.027,13476.738,13497.839
2013-08-11,13385.436,13409.36,13432.297,13454.75,13476.775,13499.117,13519.873
2013-08-12,13409.538,13433.059,13455.492,13477.509,13499.153,13521.167,13541.617
2013-08-13,13433.238,13456.266,13478.259,13499.896,13521.204,13542.897,13562.108
2013-08-14,13456.45,13479.045,13500.655,13521.953,13542.936,13563.368,13581.575
2013-08-15,13479.233,13501.451,13522.722,13543.663,13563.407,13582.723,13598.585
2013-08-16,13501.644,13523.53,13544.405,13564.13,13582.745,13599.779,13614.573
2013-08-18,13523.725,13545.199,13564.863,13583.4,13599.805,13615.794,13628.617
2013-08-19,13545.385,13565.66,13584.058,13600.46,13615.82,13629.759,13642.3125
2013-08-20,13565.843,13584.787,13601.12,13616.469,13629.787,13643.368,13653.786
2013-08-21,13584.961,13601.854,13617.106,13630.414,13643.381,13654.567,13662.227
2013-08-22,13602.032,13617.823,13631.038,13643.947,13654.579,13663.013,13669.581
2013-08-23,13617.993,13631.746,13644.507,13655.031,13663.029,13670.388,13675.256
2013-08-25,13631.915,13645.113,13655.468,13663.495,13670.403,13675.849,13677.7705
2013-08-26,13645.255,13655.939,13663.935,13670.88,13675.869,13678.229,13678.657
2013-08-27,13656.065,13664.411,13671.328,13676.165,13678.248,13679.116,13678.074
2013-08-28,13664.539,13671.822,13676.453,13678.507,13679.139,13678.529,13677.2705
2013-08-29,13671.963,13676.749,13678.781,13679.397,13678.551,13677.728,13676.47
2013-08-30,13676.838,13679.067,13679.682,13678.81,13677.747,13676.926,13675.666
2013-09-01,13679.155,13679.977,13679.093,13678.007,13676.946,13676.117,13675.416
2013-09-02,13680.068,13679.387,13678.29,13677.206,13676.137,13675.428,13675.414
2013-09-03,13679.478,13678.584,13677.488,13676.393,13675.416,13675.417,13675.416
2013-09-04,13678.676,13677.782,13676.673,13675.476,13675.424,13675.413,13675.414
2013-09-05,13677.874,13676.96,13675.756,13675.412,13675.416,13675.411,13676.328
2013-09-06,13677.051,13676.043,13675.423,13675.416,13675.407,13676.341,13677.36
2013-09-08,13676.134,13675.418,13675.42,13675.418,13676.365,13677.373,13680.373
2013-09-09,13675.411,13675.406,13675.407,13676.317,13677.3955,13680.3955,13683.766
2013-09-10,13675.408,13675.42,13676.354,13677.348,13680.417,13683.796,13687.28
2013-09-11,13675.423,13676.367,13677.385,13680.371,13683.818,13687.318,13688.986
2013-09-12,13676.354,13677.398,13680.414,13683.777,13687.342,13688.994,13690.247
2013-09-13,13677.385,13680.43,13683.824,13687.305,13689.017,13690.255,13691.542
2013-09-15,13680.416,13683.845,13687.355,13688.98,13690.277,13691.559,13692.624
2013-09-16,13683.832,13687.381,13689.003,13690.241,13691.582,13692.615,13693.896
2013-09-17,13687.371,13689.033,13690.264,13691.549,13692.614,13693.924,13697.929
2013-09-18,13689.025,13690.294,13691.575,13692.63,13693.908,13697.965,13705.115
2013-09-19,13690.286,13691.612,13692.606,13693.881,13697.952,13705.171,13715.605
2013-09-20,13691.604,13692.602,13693.945,13697.927,13705.158,13715.684,13726.731
2013-09-22,13692.613,13693.952,13697.998,13705.137,13715.67,13726.831,13738.124
2013-09-23,13693.942,13698.009,13705.22,13715.663,13726.818,13738.256,13751.475
2013-09-24,13698.0,13705.239,13715.761,13726.832,13738.243,13751.643,13766.263
2013-09-25,13705.23,13715.795,13726.946,13738.269,13751.63,13766.46,13784.533
2013-09-26,13715.791,13727.0,13738.398,13751.631,13766.448,13784.757,13806.058
2013-09-27,13726.999,13738.465,13751.777,13766.47,13784.744,13806.31,13830.437
2013-09-29,13738.469,13751.8125,13766.634,13784.802,13806.301,13830.725,13857.185
2013-09-30,13751.82,13766.695,13784.991,13806.375,13830.718,13857.514,13883.871
2013-10-01,13766.708,13785.074,13806.595,13830.8125,13857.509,13884.23,13911.322
2013-10-02,13785.091,13806.712,13831.051,13857.621,13884.226,13911.685,13935.672
2013-10-03,13806.734,13831.212,13857.876,13884.33,13911.681,13936.052,13959.35
2013-10-04,13831.24,13858.069,13884.602,13911.816,13936.048,13959.754,13984.106
2013-10-06,13858.105,13884.778,13912.076,13936.201,13959.751,13984.466,14008.886
2013-10-07,13884.82,13912.271,13936.472,13959.917,13984.468,14009.271,14034.461
2013-10-08,13912.318,13936.6875,13960.199,13984.649,14009.273,14034.831,14059.073
2013-10-09,13936.734,13960.433,13984.914,14009.468,14034.836,14059.428,14080.942
2013-10-10,13960.484,13985.136,14009.741,14035.04,14059.432,14081.251,14103.494
2013-10-11,13985.1875,14009.982,14035.29,14059.616,14081.255,14103.822,14126.556
2013-10-13,14010.037,14035.508,14059.848,14081.432,14103.826,14126.881,14149.812
2013-10-14,14035.565,14060.083,14081.616,14104.009,14126.886,14150.13,14173.33
2013-10-15,14060.112,14081.835,14104.212,14127.076,14150.134,14173.663,14197.13
2013-10-16,14081.868,14104.453,14127.274,14150.3125,14173.669,14197.46,14221.691
2013-10-17,14104.492,14127.503,14150.508,14173.871,14197.465,14222.057,14245.891
2013-10-18,14127.544,14150.754,14174.092,14197.654,14222.061,14246.273,14269.534
2013-10-20,14150.77,14174.351,14197.866,14222.27,14246.281,14269.938,14292.701
2013-10-21,14174.372,14198.144,14222.502,14246.5,14269.944,14293.121,14313.301
2013-10-22,14198.17,14222.788,14246.749,14270.175,14293.127,14313.667,14330.128
2013-10-23,14222.819,14247.046,14270.441,14293.366,14313.674,14330.454,14343.556
2013-10-24,14247.079,14270.747,14293.6455,14313.87,14330.46,14343.889,14355.696
2013-10-25,14270.783,14293.961,14314.114,14330.652,14343.896,14355.981,14367.298
2013-10-27,14294.0,14314.387,14330.852,14344.093,14355.988,14367.596,14379.099
2013-10-28,14314.409,14331.103,14344.298,14356.162,14367.602,14379.376,14387.244
2013-10-29,14331.124,14344.555,14356.349,14367.784,14379.383,14387.51,14393.24
2013-10-30,14344.581,14356.556,14367.985,14379.553,14387.518,14393.517,14397.069
2013-10-31,14356.583,14368.202,14379.744,14387.686,14393.524,14397.352,14398.596
2013-11-01,14368.233,14379.923,14387.871,14393.694,14397.358,14398.852,14397.639
2013-11-03,14379.955,14388.042,14393.889,14397.533,14398.859,14397.595,14393.988
2013-11-04,14388.078,14394.067,14397.733,14398.802,14397.603,14393.941,14387.48
2013-11-05,14394.106,14397.921,14398.81,14397.598,14393.949,14387.427,14377.963
2013-11-06,14397.964,14398.803,14397.661,14393.942,14387.435,14377.898,14367.814
2013-11-07,14398.811,14397.685,14394.004,14387.422,14377.906,14367.7705,14358.398
2013-11-08,14397.653,14394.025,14387.48,14377.89,14367.776,14358.383,14350.743
2013-11-10,14393.993,14387.49,14377.941,14367.752,14358.353,14350.718,14347.855
2013-11-11,14387.458,14377.943,14367.763,14358.362,14350.686,14347.868,14349.101
2013-11-12,14377.912,14367.752,14358.368,14350.69,14347.837,14349.114,14351.439
2013-11-13,14367.752,14358.351,14350.687,14347.84,14349.081,14351.403,14356.311
2013-11-14,14358.351,14350.654,14347.834,14349.086,14351.421,14356.28,14364.282
2013-11-15,14350.649,14347.845,14349.08,14351.429,14356.297,14364.266,14373.249
2013-11-17,14347.841,14349.094,14351.423,14356.309,14364.281,14373.246,14384.345
2013-11-18,14349.089,14351.436,14356.306,14364.297,14373.263,14384.354,14397.62
2013-11-19,14351.432,14356.321,14364.297,14373.28,14384.368,14397.64,14408.494
2013-11-20,14356.322,14364.318,14373.286,14384.398,14397.655,14408.521,14420.079
2013-11-21,14364.32,14373.317,14384.41,14397.695,14408.538,14420.113,14430.604
2013-11-22,14373.321,14384.398,14397.713,14408.535,14420.127,14430.6455,14441.388
2013-11-24,14384.403,14397.708,14408.562,14420.133,14430.66,14441.44,14452.443
2013-11-25,14397.716,14408.572,14420.116,14430.671,14441.452,14452.509,14463.77
2013-11-26,14408.585,14420.137,14430.663,14441.472,14452.521,14463.843,14475.355
2013-11-27,14420.152,14430.689,14441.472,14452.547,14463.8545,14475.438,14487.206
2013-11-28,14430.707,14441.508,14452.555,14463.889,14475.449,14487.304,14499.326
2013-11-29,14441.528,14452.6,14463.902,14475.49,14487.314,14499.434,14509.289
2013-12-01,14452.622,14463.953,14475.511,14487.364,14499.443,14509.343,14521.391
2013-12-02,14463.977,14475.57,14487.394,14499.499,14509.35,14521.458,14538.765
2013-12-03,14475.598,14487.46,14499.534,14509.346,14521.465,14538.843,14557.906
2013-12-04,14487.491,14499.607,14509.387,14521.469,14538.85,14558.005,14580.199
2013-12-05,14499.642,14509.466,14521.509,14538.863,14558.012,14580.307,14606.768
2013-12-06,14509.503,14521.598,14538.922,14558.037,14580.314,14606.892,14636.703
2013-12-08,14521.638,14539.025,14558.047,14580.348,14606.897,14636.84,14669.006
2013-12-09,14539.07,14558.173,14580.388,14606.951,14636.845,14669.171,14701.65
2013-12-10,14558.222,14580.527,14607.012,14636.911,14669.174,14701.772,14733.264
2013-12-11,14580.577,14607.164,14636.99,14669.25,14701.775,14733.403,14766.064
2013-12-12,14607.218,14637.156,14669.347,14701.859,14733.405,14766.216,14799.518
2013-12-13,14637.212,14669.521,14701.973,14733.495,14766.22,14799.682,14833.225
2013-12-15,14669.58,14702.151,14733.615,14766.314,14799.684,14833.397,14866.915
2013-12-16,14702.16,14733.801,14766.442,14799.786,14833.4,14867.091,14900.3955
2013-12-17,14733.818,14766.631,14799.918,14833.505,14867.092,14900.574,14933.551
2013-12-18,14766.658,14800.108,14833.64,14867.199,14900.576,14933.737,14966.313
2013-12-19,14800.143,14833.835,14867.344,14900.685,14933.74,14966.505,14998.651
2013-12-20,14833.879,14867.541,14900.833,14933.848,14966.509,14998.847,15030.387
2013-12-22,14867.585,14901.03,14933.999,14966.617,14998.85,15030.587,15060.399
2013-12-23,14901.081,14934.196,14966.7705,14998.959,15030.589,15060.603,15090.285
2013-12-24,14934.248,14966.969,14999.111,15030.678,15060.606,15090.487,15118.817
2013-12-26,14967.021,14999.311,15030.832,15060.691,15090.491,15119.022,15146.108
2013-12-27,14999.363,15031.033,15060.847,15090.58,15119.026,15146.3125,15170.21
2013-12-29,15031.086,15061.048,15090.734,15119.119,15146.314,15170.395,15193.188
2013-12-30,15061.101,15090.935,15119.275,15146.409,15170.397,15193.372,15215.892
2013-12-31,15090.988,15119.476,15146.565,15170.477,15193.374,15216.082,15238.2295
2014-01-01,15119.529,15146.766,15170.617,15193.457,15216.086,15238.422,15260.239
2014-01-02,15146.818,15170.801,15193.6,15216.168,15238.424,15260.432,15281.967
2014-01-03,15170.854,15193.783,15216.315,15238.51,15260.436,15282.163,15302.873
2014-01-05,15193.837,15216.499,15238.66,15260.524,15282.165,15303.051,15321.705
2014-01-06,15216.552,15238.846,15260.675,15282.256,15303.053,15321.884,15339.949
2014-01-07,15238.898,15260.863,15282.409,15303.129,15321.887,15340.116,15357.576
2014-01-08,15260.916,15282.6,15303.268,15321.966,15340.119,15357.75,15375.198
2014-01-09,15282.652,15303.445,15322.104,15340.2,15357.754,15375.366,15391.523
2014-01-10,15303.483,15322.281,15340.34,15357.847,15375.37,15391.672,15406.897
2014-01-12,15322.321,15340.503,15357.987,15375.469,15391.675,15407.049,15422.429
2014-01-13,15340.545,15358.15,15375.599,15391.773,15407.053,15422.583,15439.051
2014-01-14,15358.192,15375.755,15391.888,15407.151,15422.585,15439.192,15454.684
2014-01-15,15375.798,15392.038,15407.268,15422.686,15439.194,15454.8125,15470.564
2014-01-16,15392.066,15407.42,15422.804,15439.285,15454.814,15470.692,15486.745
2014-01-17,15407.448,15422.959,15439.394,15454.904,15470.695,15486.881,15503.072
2014-01-19,15422.987,15439.523,15454.998,15470.786,15486.883,15503.21,15519.535
2014-01-20,15439.554,15455.126,15470.884,15486.978,15503.212,15519.678,15535.606
2014-01-21,15455.157,15471.018,15487.077,15503.309,15519.681,15535.736,15550.964
2014-01-22,15471.051,15487.213,15503.41,15519.777,15535.74,15551.103,15566.211
2014-01-23,15487.248,15503.551,15519.884,15535.839,15551.105,15566.337,15580.381
2014-01-24,15503.586,15520.027,15535.933,15551.208,15566.34,15580.511,15593.433
2014-01-26,15520.0625,15536.082,15551.306,15566.443,15580.513,15593.57,15606.6875
2014-01-27,15536.097,15551.461,15566.527,15580.605,15593.574,15606.83,15618.813
2014-01-28,15551.479,15566.668,15580.688,15593.66,15606.833,15618.962,15629.606
2014-01-29,15566.6875,15580.815,15593.754,15606.923,15618.965,15629.757,15639.0205
2014-01-30,15580.836,15593.879,15607.02,15619.056,15629.76,15639.172,15646.081
2014-01-31,15593.902,15607.148,15619.16,15629.851,15639.174,15646.212,15650.742
2014-02-02,15607.172,15619.297,15629.961,15639.267,15646.213,15650.875,15653.733
2014-02-03,15619.322,15630.099,15639.375,15646.289,15650.877,15653.869,15654.928
2014-02-04,15630.123,15639.515,15646.374,15650.954,15653.87,15655.065,15654.162
2014-02-05,15639.54,15646.472,15651.042,15653.949,15655.068,15654.3,15651.324
2014-02-06,15646.499,15651.14,15654.036,15655.148,15654.304,15651.462,15646.245
2014-02-07,15651.168,15654.138,15655.24,15654.384,15651.465,15646.381,15639.402
2014-02-09,15654.167,15655.346,15654.475,15651.546,15646.382,15639.478,15633.679
