,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD
2012-11-22,1.6016581,1.600994,1.6031107,1.6011186,1.6009805,1.6039829,1.59995
2012-11-23,1.6008592,1.5999427,1.6014253,1.6014607,1.6010062,1.6022574,1.5995464
2012-11-25,1.6016877,1.6001642,1.5995274,1.602262,1.6000463,1.5999366,1.5995722
2012-11-26,1.598049,1.5982163,1.6014955,1.5983264,1.6062921,1.5959634,1.599355
2012-11-27,1.6008258,1.6013821,1.5994728,1.5941746,1.5967882,1.5988683,1.5978136
2012-11-28,1.6027503,1.6007228,1.6030113,1.5956793,1.5935574,1.5992423,1.6008985
2012-11-29,1.5947897,1.6031004,1.6021249,1.6034149,1.5938983,1.5998235,1.5959647
2012-11-30,1.6011562,1.6019495,1.6058517,1.603305,1.5999236,1.60011,1.5923573
2012-12-02,1.5972226,1.6000669,1.6035619,1.5942615,1.5968095,1.5932688,1.5998085
2012-12-03,1.5908426,1.5951543,1.5961797,1.5989099,1.5994266,1.6038898,1.5975587
2012-12-04,1.6055158,1.596577,1.5958343,1.6009078,1.6013291,1.6000931,1.6022276
2012-12-05,1.6044774,1.5987847,1.5992242,1.5966637,1.6056898,1.6033547,1.5988417
2012-12-06,1.6002747,1.603272,1.596952,1.5973132,1.6025128,1.5953637,1.6043122
2012-12-07,1.6046036,1.604429,1.5972662,1.5970074,1.6032468,1.5966544,1.5990428
2012-12-09,1.5935826,1.5986428,1.6030866,1.602128,1.6017264,1.5991704,1.6002593
2012-12-10,1.5951757,1.5957135,1.5963153,1.6003021,1.603492,1.6009223,1.5965402
2012-12-11,1.5994713,1.5970113,1.5963418,1.6003095,1.5929482,1.6029903,1.6027329
2012-12-12,1.6033518,1.603788,1.5964435,1.6021285,1.599771,1.6025693,1.6053611
2012-12-13,1.6032703,1.6037525,1.600288,1.6002178,1.5964563,1.599674,1.602773
2012-12-14,1.6033494,1.5977869,1.5989447,1.6058555,1.5997866,1.6040627,1.6022832
2012-12-16,1.598977,1.6015486,1.6006522,1.600314,1.5966301,1.6015153,1.5985214
2012-12-17,1.6025721,1.5999411,1.5976077,1.6024379,1.6027954,1.6035981,1.6078622
2012-12-18,1.5997148,1.5993866,1.5987936,1.5993396,1.5996094,1.599858,1.6035663
2012-12-19,1.6002218,1.5950243,1.604883,1.6066422,1.6088864,1.6015788,1.6053456
2012-12-20,1.603688,1.5995486,1.6057742,1.5995468,1.6030023,1.5965519,1.5979877
2012-12-21,1.5988264,1.605623,1.5998867,1.604238,1.5979404,1.6070808,1.6122435
2012-12-23,1.6040751,1.606493,1.6021581,1.6059347,1.6065876,1.6122501,1.6062274
2012-12-24,1.6005316,1.6010246,1.6107037,1.6044545,1.604421,1.6092614,1.6091942
2012-12-26,1.6061561,1.6051291,1.60807,1.6064308,1.6036189,1.6078898,1.6038781
2012-12-27,1.5965652,1.6074593,1.6045356,1.608438,1.6090398,1.6114888,1.6128533
2012-12-28,1.6104115,1.6085916,1.6044263,1.6071501,1.6082214,1.6108539,1.6056944
2012-12-30,1.6048902,1.6074499,1.60668,1.6042836,1.6083448,1.6102904,1.6105807
2012-12-31,1.607325,1.6097507,1.6111755,1.6120837,1.6107953,1.6105169,1.6064038
2013-01-02,1.6085321,1.6105106,1.6089486,1.6106484,1.606522,1.6097028,1.6130906
2013-01-03,1.6071329,1.6100519,1.6109102,1.6166469,1.6119344,1.612704,1.6108022
2013-01-04,1.6090882,1.6087165,1.6092691,1.6065,1.6073241,1.609584,1.6123928
2013-01-06,1.6028287,1.6119792,1.6069303,1.6110282,1.6143883,1.6127913,1.6099055
2013-01-07,1.6147562,1.6127713,1.6128157,1.6138198,1.6077529,1.6159122,1.6104215
2013-01-08,1.6120385,1.6160384,1.6088789,1.6111264,1.6091899,1.6103585,1.6053191
2013-01-09,1.6128224,1.6123692,1.6129243,1.6139226,1.6102102,1.6087004,1.6122595
2013-01-10,1.611461,1.6111264,1.621676,1.6131676,1.6105751,1.6092755,1.6090752
2013-01-11,1.60858,1.61623,1.60887,1.6089741,1.609343,1.6028782,1.6087153
2013-01-13,1.6095394,1.6084993,1.6048807,1.6074225,1.6134202,1.6176226,1.6089821
2013-01-14,1.6072215,1.6114016,1.6080234,1.6114466,1.6106222,1.6105465,1.6138779
2013-01-15,1.6072727,1.6111188,1.6120338,1.6164727,1.6057956,1.6171248,1.6148183
2013-01-16,1.6103743,1.6092304,1.6086967,1.6093446,1.6111803,1.604682,1.6147629
2013-01-17,1.609785,1.606827,1.6094295,1.6088264,1.6121261,1.6153789,1.6133641
2013-01-18,1.6115783,1.611962,1.6076243,1.6131152,1.6147531,1.6131761,1.6110599
2013-01-20,1.6088398,1.6120744,1.6114184,1.6110429,1.6095905,1.6126657,1.6062138
2013-01-21,1.6168597,1.60928,1.6111995,1.6057106,1.6143022,1.6102935,1.6178063
2013-01-22,1.6108975,1.6120659,1.606137,1.6123447,1.610248,1.6043745,1.6180286
2013-01-23,1.6087363,1.6098831,1.6084259,1.6135033,1.6192794,1.6102813,1.6118586
2013-01-24,1.6130888,1.6068628,1.6149651,1.6087871,1.6092796,1.607672,1.6084436
2013-01-25,1.6103617,1.6109909,1.6052454,1.6154065,1.6093163,1.6084465,1.6068442
2013-01-27,1.6083934,1.6068071,1.6113853,1.6098692,1.6089307,1.6070483,1.6076467
2013-01-28,1.6059334,1.6086086,1.608469,1.6088777,1.6086766,1.607993,1.6048168
2013-01-29,1.6109176,1.6115069,1.6088936,1.6064476,1.6066184,1.6070517,1.6050572
2013-01-30,1.6114842,1.6091539,1.6064067,1.6063128,1.6076299,1.6043607,1.6032277
2013-01-31,1.6087577,1.611768,1.606677,1.6047705,1.6056883,1.6005998,1.6038162
2013-02-01,1.6070285,1.6070237,1.606405,1.601925,1.6044313,1.6033716,1.6043248
2013-02-03,1.6049536,1.6044933,1.6080339,1.6047062,1.6016737,1.6000354,1.6008663
2013-02-04,1.604084,1.604944,1.6028824,1.6027138,1.6001171,1.5998389,1.5941854
2013-02-05,1.6012522,1.6027348,1.6036918,1.600585,1.5977895,1.5925524,1.5811813
2013-02-06,1.6046284,1.6025274,1.6021159,1.5990154,1.5935175,1.5919319,1.5849851
2013-02-07,1.6010877,1.6001623,1.5987517,1.5907074,1.5918381,1.5878128,1.5856276
2013-02-08,1.6012336,1.5989203,1.5905282,1.5925593,1.5823077,1.5865974,1.5866717
2013-02-10,1.5994989,1.5910735,1.5872943,1.5851152,1.5856241,1.5792458,1.5799491
2013-02-11,1.5915374,1.5875611,1.5857327,1.5813252,1.5786026,1.5874053,1.585026
2013-02-12,1.5862929,1.5862192,1.5886834,1.5815933,1.5811397,1.586569,1.5771472
2013-02-13,1.5895884,1.5867995,1.5839257,1.5836952,1.5891762,1.5782818,1.5801343
2013-02-14,1.5903386,1.5826161,1.5798222,1.5752132,1.5739586,1.579225,1.5779042
2013-02-15,1.5823946,1.5855198,1.5829339,1.5806317,1.5822215,1.5759256,1.5774553
2013-02-17,1.58688,1.582209,1.5826025,1.5773377,1.5728136,1.5782323,1.5771949
2013-02-18,1.5789716,1.5838369,1.5769005,1.5821855,1.5780305,1.5790346,1.5759331
2013-02-19,1.5755509,1.5718061,1.5819231,1.5748861,1.5782617,1.5811299,1.5757085
2013-02-20,1.5768774,1.5752106,1.5798476,1.5819207,1.579936,1.5761293,1.5730437
2013-02-21,1.5861772,1.5768802,1.5777072,1.5799068,1.5753664,1.5729289,1.5762295
2013-02-22,1.5767617,1.5770106,1.5728029,1.5716872,1.5723058,1.5717987,1.5718911
2013-02-24,1.5710052,1.5780582,1.5737764,1.565032,1.5777358,1.5729027,1.5672504
2013-02-25,1.5742221,1.5745107,1.57248,1.5727856,1.5693154,1.56674,1.5705427
2013-02-26,1.5728267,1.5731573,1.5694035,1.5747281,1.5697005,1.572347,1.5690086
2013-02-27,1.5773479,1.572906,1.568186,1.5701678,1.5692942,1.563242,1.5618266
2013-02-28,1.5742267,1.5613079,1.5716218,1.5698407,1.5686818,1.568077,1.5667137
2013-03-01,1.5682802,1.5700045,1.56032,1.571239,1.5682547,1.5613588,1.5545312
2013-03-03,1.5655692,1.5596204,1.5720304,1.5650597,1.5600168,1.5534621,1.555112
2013-03-04,1.5732446,1.5673995,1.5644519,1.5643543,1.5570309,1.5521146,1.5496459
2013-03-05,1.5669242,1.5726953,1.5647063,1.5598725,1.5555974,1.5493615,1.548634
2013-03-06,1.5595556,1.5606493,1.5598353,1.5511254,1.5478653,1.5483586,1.5490476
2013-03-07,1.5565754,1.5580649,1.5524086,1.5519607,1.5456716,1.5439321,1.5451317
2013-03-08,1.5558695,1.5534693,1.550982,1.548723,1.5466255,1.5442986,1.531842
2013-03-10,1.5503044,1.550038,1.5518878,1.5488715,1.5482689,1.5325092,1.5264785
2013-03-11,1.5515515,1.5490414,1.5440761,1.5437373,1.5301522,1.5274855,1.5193841
2013-03-12,1.5467,1.5459933,1.5459583,1.5302854,1.5278287,1.5236955,1.5187781
2013-03-13,1.5468383,1.5461075,1.5365398,1.5279863,1.5255913,1.5386815,1.515127
2013-03-14,1.5454316,1.5289153,1.529427,1.5225949,1.5286406,1.517946,1.5256864
2013-03-15,1.5286716,1.5272758,1.5261722,1.5263485,1.5128838,1.5173681,1.5170665
2013-03-17,1.526147,1.5224844,1.5264869,1.5044127,1.5204006,1.5185212,1.5112836
2013-03-18,1.5253034,1.5161895,1.5285964,1.5177279,1.5163152,1.5030329,1.5159932
2013-03-19,1.514247,1.5142514,1.5177175,1.5280781,1.5178727,1.5093415,1.5133141
2013-03-20,1.5212654,1.515076,1.5074947,1.5223843,1.5110362,1.5135167,1.5132798
2013-03-21,1.5179464,1.5238814,1.5168916,1.511152,1.5165535,1.5160195,1.5150574
2013-03-22,1.514034,1.5162436,1.5178504,1.5151374,1.5096527,1.513839,1.5111496
2013-03-24,1.5183933,1.5153648,1.5105116,1.5129461,1.5142758,1.5116401,1.5155911
2013-03-25,1.5093737,1.5142956,1.511869,1.5104983,1.5237595,1.5081658,1.5192876
2013-03-26,1.5167017,1.5131669,1.5079186,1.5074766,1.5045699,1.5063343,1.5178418
2013-03-27,1.5202842,1.515291,1.5238976,1.5182743,1.5198325,1.5159926,1.5094502
2013-03-28,1.5127665,1.5071584,1.5077468,1.5132021,1.5073524,1.5135288,1.5090852
2013-03-31,1.5248096,1.5219998,1.5193931,1.5142201,1.517492,1.5138135,1.5111805
2013-04-01,1.5059369,1.5080229,1.5147903,1.5111288,1.5072834,1.5103761,1.5101831
2013-04-02,1.5200077,1.5189663,1.5137933,1.5020583,1.5142033,1.516366,1.4978147
2013-04-03,1.5119324,1.5149564,1.5125339,1.5131179,1.5111595,1.5145475,1.526089
2013-04-04,1.5129415,1.5136391,1.5135548,1.5130675,1.5145974,1.5127193,1.5128367
2013-04-05,1.5119493,1.5132098,1.5130725,1.5169101,1.5138286,1.5096344,1.5117563
2013-04-07,1.5202177,1.5126984,1.512496,1.5081235,1.5128338,1.5106156,1.5146103
2013-04-08,1.5101271,1.5137093,1.513634,1.5119429,1.5131763,1.5126847,1.5133495
2013-04-09,1.5049891,1.5132327,1.5114489,1.5132806,1.5111352,1.5128495,1.5139444
2013-04-10,1.520197,1.51855,1.5170904,1.5155445,1.5153722,1.5148165,1.5149033
2013-04-11,1.5073904,1.5112288,1.5106506,1.5148802,1.5139681,1.5143726,1.5146434
2013-04-12,1.5138558,1.5131515,1.5147305,1.5115538,1.5159242,1.5117378,1.5141386
2013-04-14,1.5132977,1.5128355,1.5118392,1.5166405,1.5194284,1.5133265,1.5151138
2013-04-15,1.5133109,1.5150814,1.5149245,1.5162044,1.512676,1.5221174,1.5163696
2013-04-16,1.5153021,1.514516,1.5134479,1.5154022,1.5218916,1.5141236,1.5166738
2013-04-17,1.5148914,1.5133107,1.5145899,1.5158405,1.5180571,1.5175318,1.5202339
2013-04-18,1.5158769,1.5111389,1.513788,1.5171247,1.5168698,1.5207015,1.5220476
2013-04-19,1.5176436,1.5146403,1.5185206,1.5182741,1.524015,1.5229731,1.52092
2013-04-21,1.5176634,1.5143931,1.518441,1.5215162,1.5217227,1.5202857,1.5238765
2013-04-22,1.5141559,1.5184482,1.5210133,1.5216167,1.5212877,1.525162,1.5227017
2013-04-23,1.517372,1.5188929,1.5225971,1.5222217,1.5203955,1.524612,1.5241547
2013-04-24,1.5208302,1.516848,1.5218295,1.5218335,1.5234993,1.5253252,1.5234746
2013-04-25,1.5218699,1.5220877,1.5220623,1.5234972,1.5206963,1.5291537,1.5249834
2013-04-26,1.5227292,1.5220934,1.5223188,1.524962,1.5284815,1.5280273,1.5294456
2013-04-28,1.5225607,1.5240084,1.525928,1.5243247,1.5248436,1.5272752,1.5320647
2013-04-29,1.5226142,1.5257051,1.5229818,1.5265384,1.5280843,1.5280372,1.5312374
2013-04-30,1.5216943,1.5294172,1.5298023,1.5254369,1.5293086,1.5234281,1.5283041
2013-05-01,1.5291361,1.5327083,1.5242677,1.5313569,1.5306818,1.5263506,1.5290871
2013-05-02,1.5243894,1.525132,1.52933,1.5294856,1.5294365,1.5305803,1.5259901
2013-05-03,1.5261385,1.5311186,1.5298862,1.5242442,1.5324965,1.5277369,1.5340225
2013-05-05,1.5271256,1.5309281,1.5253854,1.5330496,1.5230323,1.5315732,1.5330566
2013-05-06,1.5246547,1.5301701,1.526159,1.5249912,1.5322454,1.5293417,1.5345016
2013-05-07,1.5311357,1.5264533,1.5337168,1.5285867,1.5296661,1.5326673,1.5313869
2013-05-08,1.5300862,1.5323176,1.528226,1.5320454,1.528951,1.53602,1.5308666
2013-05-09,1.5266814,1.5286483,1.5361506,1.5319575,1.5357274,1.5319728,1.5348563
2013-05-10,1.5302236,1.5330441,1.5338356,1.534056,1.5323346,1.535791,1.5318372
2013-05-12,1.5321527,1.5342228,1.5325185,1.5314624,1.5333633,1.5309594,1.5280402
2013-05-13,1.5315769,1.5346568,1.5310938,1.5287526,1.5368071,1.5352159,1.5341454
2013-05-14,1.5316936,1.5315716,1.5345125,1.5385826,1.5311704,1.5295861,1.5333885
2013-05-15,1.5345715,1.5462053,1.535779,1.5384439,1.5344415,1.5350078,1.5336987
2013-05-16,1.5354376,1.5341961,1.5322394,1.5319414,1.535819,1.5347614,1.532007
2013-05-17,1.5367289,1.5280917,1.5332528,1.5361671,1.5352168,1.5340401,1.534361
2013-05-19,1.5326067,1.5322527,1.5354536,1.5308048,1.5365865,1.5333165,1.5355
2013-05-20,1.5381916,1.5347617,1.5292492,1.5385284,1.5309048,1.5368508,1.5278873
2013-05-21,1.5372878,1.5354686,1.5326307,1.5398657,1.5380149,1.5320894,1.5377297
2013-05-22,1.5329111,1.534138,1.5318424,1.5390048,1.5376244,1.531121,1.5336037
2013-05-23,1.5351837,1.5328375,1.5347956,1.5315182,1.5273557,1.530099,1.5349393
2013-05-24,1.535808,1.5355418,1.5311388,1.5243942,1.5338005,1.5313752,1.5324951
2013-05-26,1.5317211,1.5311856,1.5339534,1.5315396,1.5322471,1.5286477,1.527513
2013-05-27,1.5337038,1.5296803,1.5358216,1.5287527,1.5330232,1.5373821,1.5234979
2013-05-28,1.5347625,1.5266064,1.5303305,1.5323503,1.5319947,1.5285938,1.5349921
2013-05-29,1.5363166,1.5366166,1.5243039,1.5286002,1.5253617,1.5178835,1.536138
2013-05-30,1.5295464,1.5306406,1.5328357,1.5266517,1.5255543,1.526891,1.5255735
2013-05-31,1.5220374,1.5196358,1.5301551,1.5226434,1.5218632,1.5263292,1.5292968
2013-06-02,1.5223272,1.5298146,1.5291877,1.5232552,1.5238749,1.5279027,1.53013
2013-06-03,1.5300814,1.52528,1.5277928,1.5283587,1.5284319,1.5347108,1.5281837
2013-06-04,1.5260307,1.5302309,1.5280398,1.5276893,1.5284674,1.5293913,1.5312387
2013-06-05,1.5271543,1.5276214,1.5313809,1.5325911,1.5282698,1.5274832,1.5320477
2013-06-06,1.5281031,1.527557,1.5308481,1.5347711,1.5310977,1.5323468,1.5331391
2013-06-07,1.5275441,1.5330625,1.5324832,1.5316,1.5316856,1.5316572,1.5285618
2013-06-09,1.5318866,1.5329822,1.5273049,1.5292159,1.5344274,1.5319066,1.5291986
2013-06-10,1.5288479,1.5293871,1.5271729,1.535495,1.5321939,1.5288746,1.5298084
2013-06-11,1.5312725,1.5327873,1.5292413,1.5312365,1.5300192,1.531819,1.530751
2013-06-12,1.5319118,1.5293566,1.5267968,1.5300189,1.5273771,1.5287362,1.5298367
2013-06-13,1.5295471,1.5297548,1.5268158,1.5301737,1.5272617,1.5318823,1.5293837
2013-06-14,1.5316765,1.5259993,1.5297256,1.5301642,1.5247966,1.5285952,1.5338898
2013-06-16,1.5284791,1.5291845,1.5330919,1.5324337,1.5280553,1.5319464,1.5297858
2013-06-17,1.529845,1.5327351,1.5334107,1.5283942,1.5316617,1.5284462,1.5298795
2013-06-18,1.5322652,1.5357695,1.5304779,1.5310556,1.5332997,1.5320103,1.532647
2013-06-19,1.5344766,1.5294012,1.5342371,1.5303398,1.5277628,1.5282874,1.5310718
2013-06-20,1.53388,1.5290899,1.5315434,1.5297192,1.5317181,1.5320716,1.5300615
2013-06-21,1.5298287,1.5289084,1.5289062,1.5324022,1.53561,1.5281193,1.5318146
2013-06-23,1.5287433,1.5249428,1.5296862,1.5310009,1.5266936,1.5343902,1.5324837
2013-06-24,1.5273457,1.5347948,1.5258226,1.5298188,1.5317243,1.5349963,1.5263528
2013-06-25,1.5309895,1.5271437,1.5299491,1.5315467,1.5349997,1.5321934,1.5276138
2013-06-26,1.5325397,1.5375639,1.5322723,1.536125,1.5382086,1.5433683,1.5327708
2013-06-27,1.5308323,1.5336822,1.5356296,1.5315344,1.5340264,1.5338851,1.5382364
2013-06-28,1.5347155,1.5343064,1.5392524,1.5374095,1.5329213,1.5360551,1.5436645
2013-06-30,1.5364493,1.5355576,1.5346768,1.5344467,1.5317286,1.5368265,1.5349708
2013-07-01,1.5335265,1.5411584,1.5298432,1.5390624,1.5316628,1.5418073,1.5337822
2013-07-02,1.5450197,1.5424286,1.5328537,1.5340531,1.5328577,1.5350242,1.536467
2013-07-03,1.5290749,1.532538,1.535965,1.5370313,1.5389143,1.532617,1.5349468
2013-07-04,1.5345682,1.541133,1.5400147,1.5349963,1.533928,1.5348216,1.5336274
2013-07-05,1.5363134,1.5328937,1.5274036,1.5371672,1.5329057,1.5333123,1.5366011
2013-07-07,1.5432028,1.5337417,1.5333612,1.5349226,1.5314302,1.535657,1.5349159
2013-07-08,1.5308251,1.5380106,1.5338542,1.5388787,1.5275512,1.5336987,1.5334558
2013-07-09,1.5447688,1.5332893,1.5377983,1.5347508,1.5318694,1.5368087,1.536746
2013-07-10,1.5430621,1.5441453,1.5323081,1.5371189,1.533165,1.5348359,1.5348839
2013-07-11,1.5314907,1.5301392,1.5338073,1.534688,1.5345707,1.5330819,1.5332731
2013-07-12,1.5280496,1.5341809,1.5381578,1.5371978,1.5325735,1.5358161,1.536906
2013-07-14,1.5328413,1.5335605,1.5321095,1.539985,1.540747,1.5335469,1.5330943
2013-07-15,1.5308942,1.5349272,1.5337648,1.5408106,1.5377853,1.5343158,1.5202631
2013-07-16,1.533507,1.5343229,1.5385514,1.5353743,1.533729,1.5336088,1.5275803
2013-07-17,1.5361261,1.537494,1.5319095,1.5296481,1.531814,1.5265448,1.5294774
2013-07-18,1.5389011,1.5326788,1.523971,1.5153385,1.5271667,1.5273681,1.5292461
2013-07-19,1.5348768,1.5267763,1.5190226,1.5328887,1.5259764,1.524355,1.5290004
2013-07-21,1.5294927,1.5285587,1.5267081,1.5286255,1.5244133,1.5249028,1.522091
2013-07-22,1.5332006,1.5310977,1.5241437,1.5261502,1.5221875,1.5291378,1.5223234
2013-07-23,1.5192157,1.5253317,1.5241046,1.5251205,1.5243454,1.5225735,1.5225195
2013-07-24,1.5318907,1.5258592,1.5245279,1.5216485,1.5222286,1.5266196,1.5288694
2013-07-25,1.5191677,1.5209082,1.5206438,1.523898,1.5240635,1.5274804,1.522535
2013-07-26,1.5310153,1.5237985,1.5200962,1.5264565,1.5255913,1.5144327,1.5257379
2013-07-28,1.5190637,1.5262645,1.534794,1.5224497,1.5272971,1.5249796,1.534101
2013-07-29,1.5220934,1.5286751,1.5231426,1.5305872,1.5242635,1.5297784,1.5190277
2013-07-30,1.5289823,1.5238243,1.527914,1.5253279,1.5192723,1.5170952,1.5266914
2013-07-31,1.5263124,1.5154734,1.5230598,1.5147274,1.5253006,1.522843,1.5251675
2013-08-01,1.5260816,1.5241072,1.5277929,1.5239322,1.5263102,1.5200914,1.5285399
2013-08-02,1.5195776,1.51918,1.5281951,1.520035,1.5279043,1.5200498,1.5235522
2013-08-04,1.5225203,1.5212243,1.520533,1.5106832,1.5253847,1.5245489,1.5275182
2013-08-05,1.5267797,1.5244316,1.5208108,1.522615,1.5282423,1.5236999,1.5203254
2013-08-06,1.5282856,1.5236789,1.5267454,1.524432,1.5223019,1.5219617,1.5215576
2013-08-07,1.5237701,1.5200689,1.5187875,1.5282878,1.5213182,1.5273447,1.5240936
2013-08-08,1.5177661,1.521644,1.5233856,1.5244498,1.5242264,1.5252635,1.5241445
2013-08-09,1.5255603,1.5261074,1.5267206,1.5227878,1.5291679,1.524653,1.5265193
2013-08-11,1.5240617,1.5173854,1.5185891,1.5248342,1.5227603,1.5298928,1.5311416
2013-08-12,1.519605,1.5292159,1.5218363,1.5267947,1.5193446,1.5305886,1.5255009
2013-08-13,1.5215131,1.5255995,1.5301428,1.5257653,1.5369886,1.5192126,1.5284257
2013-08-14,1.5290928,1.5267113,1.5230037,1.5297279,1.5296541,1.527934,1.5365188
2013-08-15,1.5302231,1.5259535,1.5292735,1.5255419,1.527721,1.5260051,1.5358396
2013-08-16,1.5263696,1.5217822,1.5314181,1.5286857,1.5310577,1.5306051,1.5282989
2013-08-18,1.5309395,1.5284518,1.5339062,1.5287516,1.5220457,1.5360997,1.542855
2013-08-19,1.5254016,1.5387696,1.524145,1.5297774,1.5316681,1.5321729,1.5358673
2013-08-20,1.5375214,1.5300455,1.5312076,1.5416007,1.5375438,1.5352792,1.5313771
2013-08-21,1.530932,1.5285326,1.5384328,1.5347652,1.5402851,1.5296307,1.5392885
2013-08-22,1.5335505,1.5412799,1.5330482,1.5329002,1.5459964,1.5431895,1.5408853
2013-08-23,1.5292023,1.5401654,1.5291185,1.5252671,1.5411099,1.5423795,1.5410854
2013-08-25,1.530818,1.5445237,1.5469444,1.5354718,1.5411408,1.5457724,1.5492798
2013-08-26,1.5374695,1.5430586,1.540052,1.5388849,1.5448781,1.5469177,1.5462998
2013-08-27,1.5435035,1.5389495,1.5415645,1.5446341,1.543994,1.5455612,1.5486552
2013-08-28,1.5359035,1.5364556,1.5439404,1.5478958,1.5471087,1.542917,1.5512913
2013-08-29,1.541494,1.5440836,1.5471264,1.5471358,1.5433453,1.5471786,1.5512652
2013-08-30,1.5463917,1.5447187,1.5465616,1.5507313,1.5506382,1.5526761,1.550356
2013-09-01,1.5463715,1.5462891,1.5556428,1.5400741,1.5516865,1.5523899,1.5495412
2013-09-02,1.5479405,1.5549555,1.5507734,1.5499036,1.5485293,1.5521395,1.5510782
2013-09-03,1.5413314,1.5574327,1.5545183,1.552781,1.5496893,1.5486014,1.5498576
2013-09-04,1.5490928,1.5535641,1.5495582,1.5492349,1.5608215,1.5522214,1.5554551
2013-09-05,1.5489719,1.5495878,1.5519797,1.5512052,1.5559254,1.5516708,1.5486405
2013-09-06,1.5471516,1.5566653,1.5545183,1.5560378,1.5564308,1.5565307,1.5538894
2013-09-08,1.5511578,1.55504,1.5486627,1.5569977,1.5543423,1.5501354,1.554378
2013-09-09,1.5515718,1.5474732,1.550739,1.5540665,1.559406,1.5577782,1.5589764
2013-09-10,1.5550765,1.5508132,1.5561204,1.5559331,1.555167,1.5542419,1.5561532
2013-09-11,1.554265,1.554242,1.5577116,1.5614352,1.554089,1.5551457,1.557715
2013-09-12,1.5537825,1.554203,1.55709,1.5594406,1.5619584,1.5603774,1.5611874
2013-09-13,1.5573452,1.5576382,1.5562652,1.5609182,1.5519872,1.5584837,1.5535845
2013-09-15,1.5513176,1.557433,1.558601,1.5613651,1.5595282,1.5585492,1.5613707
2013-09-16,1.5518968,1.5552152,1.5591998,1.5609077,1.5574809,1.5599253,1.557556
2013-09-17,1.5599326,1.5588782,1.5584764,1.5555732,1.5567467,1.5635353,1.5586288
2013-09-18,1.5597559,1.5571276,1.5633726,1.5573051,1.5664529,1.5598907,1.5586421
2013-09-19,1.5603169,1.5588427,1.5641314,1.5615819,1.5615561,1.5560925,1.5604366
2013-09-20,1.5571197,1.5627948,1.5610473,1.5617839,1.5606619,1.5599372,1.5636773
2013-09-22,1.5610887,1.5619996,1.5611355,1.5611413,1.5621536,1.5619047,1.5628226
2013-09-23,1.5588869,1.5621347,1.5631672,1.5635943,1.563751,1.5650266,1.565553
2013-09-24,1.5621471,1.5581975,1.5610873,1.5656044,1.5637606,1.5661654,1.5670301
2013-09-25,1.565598,1.5624025,1.5674412,1.564614,1.5681558,1.5662934,1.5715673
2013-09-26,1.5641235,1.5639098,1.5637449,1.5663332,1.5648279,1.5672522,1.5728172
2013-09-27,1.5655662,1.5708938,1.5697494,1.5663805,1.5680401,1.5698978,1.5788528
2013-09-29,1.564347,1.5637473,1.5654016,1.5705163,1.5714281,1.5778921,1.580939
2013-09-30,1.5667398,1.5688424,1.5684482,1.5735544,1.5794221,1.5824125,1.5808275
2013-10-01,1.5657604,1.5662209,1.5785289,1.5777816,1.5810072,1.5809947,1.5902888
2013-10-02,1.5736841,1.5727596,1.578976,1.5814023,1.5808904,1.5910583,1.5883591
2013-10-03,1.5715564,1.5791168,1.5808303,1.5885261,1.5930063,1.5903935,1.5892181
2013-10-04,1.5787739,1.5843087,1.5844052,1.5863065,1.5889839,1.5939859,1.5969402
2013-10-06,1.5800678,1.5840334,1.5898201,1.5886023,1.5928793,1.6009816,1.5981168
2013-10-07,1.5810788,1.5891881,1.5919445,1.5930002,1.598003,1.5961531,1.5977292
2013-10-08,1.5895675,1.5937259,1.5996114,1.5969638,1.5975181,1.5861455,1.601738
2013-10-09,1.5926543,1.5941108,1.5960703,1.5978408,1.5734775,1.5990582,1.5964681
2013-10-10,1.5944778,1.598047,1.5974036,1.591851,1.6010662,1.5938288,1.5952704
2013-10-11,1.5974218,1.5941085,1.5978863,1.596003,1.5959797,1.5996674,1.600074
2013-10-13,1.5951685,1.5928203,1.5950342,1.5999858,1.5923332,1.5974553,1.5988126
2013-10-14,1.581899,1.5929034,1.6019754,1.5949045,1.5949054,1.6004214,1.6045351
2013-10-15,1.5867406,1.5953054,1.602749,1.6058369,1.597089,1.6029377,1.6001813
2013-10-16,1.6038957,1.5955644,1.5976785,1.6007069,1.6028663,1.6058154,1.6008186
2013-10-17,1.598637,1.5974665,1.5979385,1.5989536,1.606055,1.6014919,1.6039524
2013-10-18,1.6047862,1.59524,1.6012611,1.6043543,1.6022286,1.602383,1.6062458
2013-10-20,1.6006906,1.6044086,1.6037874,1.6011198,1.6055984,1.602624,1.6082662
2013-10-21,1.6008933,1.6015458,1.6050581,1.6002527,1.6039612,1.6101873,1.6059339
2013-10-22,1.6021178,1.600772,1.6005545,1.6061083,1.6023046,1.607709,1.6065316
2013-10-23,1.6085817,1.6075878,1.6001079,1.6031593,1.6081487,1.6070726,1.6073222
2013-10-24,1.5981915,1.6114881,1.6066282,1.6072586,1.6099684,1.6066352,1.6071917
2013-10-25,1.6030715,1.606417,1.6047541,1.6087133,1.6093395,1.6052703,1.5994443
2013-10-27,1.6053517,1.6014677,1.6052998,1.6084753,1.61001,1.6047717,1.6057374
2013-10-28,1.6096718,1.60981,1.6095054,1.6125184,1.6070712,1.6022619,1.6083176
