,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD,GBPUSD
2011-12-16,1.5633659,1.5706043,1.5681008,1.5725272,1.5706148,1.5628215,1.5557672
2011-12-18,1.5830418,1.5674267,1.5760596,1.5566858,1.5709633,1.5648373,1.5676274
2011-12-19,1.5751218,1.5678282,1.5695171,1.5662451,1.5588253,1.5615724,1.5672475
2011-12-20,1.5784956,1.565522,1.570367,1.5638001,1.5625782,1.5606738,1.562412
2011-12-21,1.5613207,1.5669607,1.5532568,1.5679847,1.561869,1.5619812,1.5615122
2011-12-22,1.56491,1.5565166,1.5716643,1.567707,1.5671082,1.5731636,1.5708551
2011-12-23,1.5671219,1.5672034,1.5669174,1.5605812,1.5579896,1.5589782,1.5647985
2011-12-27,1.5542845,1.5671175,1.5686516,1.5667808,1.558924,1.5571721,1.5568947
2011-12-28,1.5618011,1.5615625,1.560935,1.5660831,1.5556579,1.5678654,1.5725319
2011-12-29,1.56593,1.5512861,1.5694107,1.5552428,1.5581131,1.5583148,1.5616094
2011-12-30,1.5677278,1.5565315,1.5703282,1.5594991,1.5580215,1.5630696,1.5612655
2012-01-02,1.5700682,1.5580423,1.5615529,1.5607072,1.5609151,1.5586253,1.5604075
2012-01-03,1.5650632,1.5599331,1.5613497,1.5602145,1.5612246,1.5597839,1.5592124
2012-01-04,1.5590397,1.5607724,1.5499295,1.5612415,1.5590153,1.5597258,1.559809
2012-01-05,1.5618806,1.5614742,1.560841,1.5587214,1.560914,1.5579665,1.5602251
2012-01-06,1.5648289,1.5600225,1.5612335,1.5575883,1.5585409,1.5582415,1.5590352
2012-01-08,1.5596397,1.5587254,1.5600713,1.555763,1.5586668,1.5605491,1.557927
2012-01-09,1.5615642,1.5593814,1.5562065,1.5606501,1.5592339,1.5570767,1.5584534
2012-01-10,1.5584964,1.5582455,1.5557646,1.5585264,1.5551362,1.5570462,1.5553179
2012-01-11,1.5578103,1.558626,1.5582105,1.560657,1.5616944,1.5556432,1.5521556
2012-01-12,1.5602208,1.5575534,1.5591213,1.5567291,1.5532641,1.5561669,1.5581542
2012-01-13,1.557526,1.5574985,1.5582322,1.555825,1.5555348,1.5549214,1.5490645
2012-01-15,1.5532677,1.5601816,1.558505,1.5534226,1.553057,1.5531414,1.5514387
2012-01-16,1.5601183,1.5559992,1.5531055,1.5515459,1.5536362,1.5534216,1.5499523
2012-01-17,1.5508982,1.5532644,1.5514226,1.550006,1.5521281,1.5476844,1.5499266
2012-01-18,1.5557293,1.5507388,1.5491884,1.5504206,1.5504609,1.5515091,1.5499283
2012-01-19,1.5552189,1.5515548,1.547831,1.5495216,1.5493027,1.5520533,1.5499423
2012-01-20,1.5569338,1.5505933,1.546227,1.552737,1.5454185,1.5506797,1.5499475
2012-01-22,1.5545409,1.5544313,1.5509723,1.5482949,1.5521101,1.5548002,1.5497444
2012-01-23,1.5557162,1.5515971,1.5589375,1.55166,1.54881,1.5488349,1.5499427
2012-01-24,1.5588934,1.5498123,1.5562036,1.5480862,1.5505581,1.5516355,1.5499548
2012-01-25,1.5513644,1.5492252,1.5540371,1.5481656,1.5491104,1.549831,1.5514053
2012-01-26,1.5499644,1.549804,1.5517073,1.5468696,1.5510328,1.5522045,1.551523
2012-01-27,1.555901,1.5540063,1.5553062,1.5500748,1.5520921,1.5568249,1.5511658
2012-01-29,1.5493077,1.5497941,1.5553539,1.5498174,1.5531381,1.5528519,1.5558224
2012-01-30,1.5526929,1.5596663,1.5472636,1.5493473,1.5563064,1.5568151,1.5546367
2012-01-31,1.5520544,1.5540531,1.5497428,1.5561548,1.555006,1.5560554,1.5568563
2012-02-01,1.5502363,1.5527033,1.5485508,1.5533454,1.5542462,1.5547118,1.5543036
2012-02-02,1.5516381,1.5519907,1.5525807,1.5540217,1.5553675,1.5522312,1.5563934
2012-02-03,1.5529348,1.5530509,1.5531644,1.5546415,1.5546638,1.555315,1.5578382
2012-02-05,1.5546207,1.5556853,1.5557121,1.553096,1.5540264,1.5582231,1.5518932
2012-02-06,1.5552145,1.5542023,1.555012,1.5557812,1.5551,1.5545304,1.5580535
2012-02-07,1.5551804,1.5550932,1.5543509,1.554511,1.554448,1.5544891,1.5598099
2012-02-08,1.5534463,1.5556759,1.5533626,1.5559561,1.5583384,1.558901,1.5662638
2012-02-09,1.5537477,1.554251,1.5546474,1.5550609,1.55731,1.5602957,1.5581665
2012-02-10,1.5556409,1.5552273,1.5568435,1.5585494,1.561204,1.5659662,1.564041
2012-02-12,1.5546007,1.5558796,1.5599871,1.563021,1.559275,1.5678504,1.5712922
2012-02-13,1.5596077,1.5597675,1.5620158,1.5631462,1.5641534,1.5706586,1.566191
2012-02-14,1.5590973,1.560404,1.5621238,1.5667207,1.5713799,1.5646737,1.5563807
2012-02-15,1.5584284,1.5660381,1.5699654,1.5580933,1.5683204,1.5742208,1.5673608
2012-02-16,1.5607425,1.5589738,1.5636452,1.5648503,1.5634527,1.5665417,1.568735
2012-02-17,1.5616364,1.565863,1.5672588,1.5700517,1.5698706,1.5654024,1.571907
2012-02-19,1.5604122,1.5635077,1.5598934,1.5668913,1.5741515,1.5742272,1.5550712
2012-02-20,1.5644053,1.5641048,1.5703868,1.5649173,1.5738636,1.5761982,1.5721488
2012-02-21,1.5724835,1.5732294,1.576488,1.582667,1.5575433,1.5749619,1.5744892
2012-02-22,1.5599935,1.5720795,1.5597597,1.5773064,1.5634265,1.5771968,1.5708224
2012-02-23,1.5794595,1.573596,1.5628344,1.574024,1.5745995,1.5756383,1.5765146
2012-02-24,1.5733027,1.572822,1.5733342,1.5816324,1.5752625,1.577478,1.5805392
2012-02-26,1.5744481,1.5713329,1.577036,1.5809301,1.5756714,1.5767319,1.5778941
2012-02-27,1.570655,1.5757902,1.5739098,1.5773604,1.5801914,1.5781472,1.5810087
2012-02-28,1.5775765,1.5740716,1.5767202,1.5733591,1.579718,1.5829803,1.5784172
2012-02-29,1.5775377,1.5775155,1.5800173,1.5775666,1.5836405,1.5818038,1.5828296
2012-03-01,1.577048,1.5769053,1.57894,1.5785465,1.5766903,1.5776753,1.5772244
2012-03-02,1.5759302,1.5775955,1.5781169,1.5724552,1.5753603,1.5829637,1.5790462
2012-03-04,1.5788072,1.5827818,1.5729978,1.5792432,1.5764891,1.5807443,1.5776949
2012-03-05,1.58237,1.5738565,1.5828748,1.5872095,1.5767123,1.5804404,1.58476
2012-03-06,1.57188,1.5859619,1.5844247,1.5779084,1.5869509,1.581668,1.5792766
2012-03-07,1.5715894,1.578807,1.5792289,1.5830781,1.5756377,1.5797887,1.5837581
2012-03-08,1.5809954,1.5830764,1.5759557,1.5768396,1.5823438,1.5763977,1.583687
2012-03-09,1.5727865,1.5773154,1.583625,1.5777609,1.5851493,1.5778435,1.5779338
2012-03-11,1.5757681,1.577103,1.582344,1.5838493,1.5775851,1.5792148,1.5775388
2012-03-12,1.5760374,1.5784037,1.5785558,1.5770745,1.5801121,1.5789673,1.577359
2012-03-13,1.5765862,1.576272,1.5861392,1.5767504,1.5833216,1.5796691,1.5767744
2012-03-14,1.5780423,1.574753,1.5853428,1.5797362,1.5811373,1.577976,1.5813594
2012-03-15,1.581425,1.5840875,1.581131,1.5787096,1.5814118,1.5794997,1.5842198
2012-03-16,1.5769264,1.5796474,1.579107,1.5815017,1.5795567,1.5787042,1.5823891
2012-03-18,1.5788721,1.578249,1.5793798,1.579939,1.5825572,1.5774102,1.5818172
2012-03-19,1.5796937,1.5801299,1.5796652,1.5860102,1.5798953,1.5844351,1.5828397
2012-03-20,1.5783978,1.5790392,1.5806048,1.580749,1.5791122,1.5831145,1.5805275
2012-03-21,1.5785311,1.5816091,1.5817204,1.5786232,1.5826659,1.5850381,1.5822432
2012-03-22,1.5829592,1.5778532,1.579386,1.5781825,1.5781568,1.5818151,1.5814898
2012-03-23,1.583331,1.5728772,1.5816475,1.5813974,1.5834396,1.5821695,1.5845358
2012-03-25,1.5857594,1.5763333,1.580322,1.5879567,1.5805277,1.5742402,1.5846307
2012-03-26,1.5809381,1.5786395,1.5838428,1.5780842,1.5865964,1.5865141,1.5800741
2012-03-27,1.5799656,1.5773821,1.5809453,1.5830313,1.5840945,1.5836196,1.5825564
2012-03-28,1.5813802,1.5735028,1.5822301,1.5821966,1.5894651,1.5847006,1.5859344
2012-03-29,1.581281,1.573383,1.5843441,1.5831058,1.5798965,1.5901242,1.5841315
2012-03-30,1.5784138,1.582155,1.5894215,1.5871314,1.5855676,1.584714,1.5893732
2012-04-01,1.5792729,1.5844978,1.5807844,1.5823914,1.5842401,1.580496,1.5783895
2012-04-02,1.5845654,1.581169,1.5906477,1.585429,1.5858438,1.5887039,1.5887624
2012-04-03,1.5834937,1.5841544,1.5842857,1.5869468,1.5830843,1.5922972,1.584347
2012-04-04,1.577748,1.585453,1.5798669,1.576761,1.5835795,1.5757297,1.5852014
2012-04-05,1.583114,1.5844105,1.5829196,1.590973,1.5899805,1.5889134,1.5866265
2012-04-08,1.5850596,1.5892632,1.5820211,1.5856069,1.5814724,1.5835657,1.588232
2012-04-09,1.5836474,1.5763791,1.5864344,1.5765903,1.591213,1.5896046,1.5827509
2012-04-10,1.5891069,1.5913403,1.5885313,1.5876305,1.5819077,1.5818228,1.5834861
2012-04-11,1.586066,1.5881826,1.5861142,1.5826983,1.5898317,1.5863643,1.5819061
2012-04-12,1.5883855,1.5834602,1.5878831,1.585757,1.5811273,1.5870519,1.5870492
2012-04-13,1.5877783,1.581733,1.5843108,1.5883951,1.5873458,1.5869648,1.5876777
2012-04-15,1.5887315,1.5917752,1.5852679,1.5897563,1.5861572,1.5903356,1.5876784
2012-04-16,1.5824667,1.5886899,1.5831732,1.5808927,1.586066,1.5835223,1.5859069
2012-04-17,1.5900284,1.5903498,1.5847178,1.590183,1.5847293,1.5905986,1.5865929
2012-04-18,1.5846833,1.5852386,1.5855243,1.5864606,1.5838134,1.5886949,1.5843099
2012-04-19,1.5794762,1.5889508,1.5900103,1.5879561,1.5853736,1.5890201,1.5880058
2012-04-20,1.5914233,1.58726,1.5886008,1.5901834,1.5846201,1.5893558,1.5908831
2012-04-22,1.5818224,1.58884,1.5904552,1.5871425,1.5899781,1.5900277,1.5913591
2012-04-23,1.5875392,1.5850028,1.5922571,1.5875113,1.5901353,1.5923721,1.5912669
2012-04-24,1.5889733,1.5863369,1.5886703,1.5907866,1.5895687,1.590925,1.591881
2012-04-25,1.5883553,1.5856761,1.589845,1.5888388,1.5923257,1.5920029,1.5935402
2012-04-26,1.5903112,1.5907419,1.5894892,1.5903124,1.5923939,1.5918334,1.5941824
2012-04-27,1.5896981,1.5894691,1.591526,1.5912919,1.5931958,1.5935893,1.5953994
2012-04-29,1.5908567,1.5905199,1.5902449,1.5916027,1.5929526,1.5939298,1.5939991
2012-04-30,1.5901297,1.593031,1.5946156,1.595152,1.594315,1.5965667,1.5996118
2012-05-01,1.5915469,1.5934398,1.5932462,1.5956192,1.5946478,1.596845,1.5990692
2012-05-02,1.5927981,1.5929899,1.5960335,1.5950698,1.5997443,1.5991031,1.6024413
2012-05-03,1.5921501,1.5903124,1.5962281,1.5974542,1.5968475,1.6023811,1.6035111
2012-05-04,1.5945835,1.5973995,1.5983539,1.5970434,1.6016847,1.6014327,1.6020532
2012-05-06,1.5950608,1.5946317,1.5980537,1.6021643,1.5987691,1.6036125,1.6073806
2012-05-07,1.5963805,1.5965685,1.6024045,1.6004617,1.5995411,1.6046127,1.6099961
2012-05-08,1.5986983,1.6005253,1.5990798,1.6028377,1.6061449,1.6185249,1.6100144
2012-05-09,1.5960059,1.5984516,1.6019971,1.6048948,1.6073462,1.6013855,1.6100239
2012-05-10,1.5999107,1.6027564,1.6036875,1.6100322,1.61024,1.6086541,1.6100414
2012-05-11,1.6021746,1.6045893,1.6024768,1.6081444,1.6112896,1.6093758,1.610054
2012-05-13,1.6025236,1.6105285,1.6111786,1.6109124,1.6069815,1.6078275,1.6106641
2012-05-14,1.6067381,1.6080079,1.6085826,1.6094422,1.6114497,1.6107739,1.6086916
2012-05-15,1.6051571,1.6093553,1.6158864,1.6080711,1.6068844,1.6114479,1.6150846
2012-05-16,1.5999628,1.6089473,1.6088517,1.6088163,1.6115876,1.6088315,1.5989195
2012-05-17,1.6060473,1.6106462,1.6069522,1.6092236,1.6067747,1.6096655,1.6061273
2012-05-18,1.6081014,1.6104473,1.6117332,1.6109726,1.6117588,1.6088775,1.6102892
2012-05-20,1.6087909,1.6099443,1.6017225,1.6044493,1.6066831,1.6073782,1.6072894
2012-05-21,1.6073155,1.6093774,1.6096487,1.6092763,1.611944,1.6106982,1.6124549
2012-05-22,1.6077874,1.6092985,1.6095369,1.6045758,1.6066062,1.6090491,1.6101162
2012-05-23,1.6085227,1.6096058,1.608968,1.606892,1.6095036,1.6073167,1.605253
2012-05-24,1.6094362,1.6075077,1.6088336,1.6055288,1.6069794,1.6111236,1.6056514
2012-05-25,1.6087437,1.6106044,1.6085652,1.6073898,1.6046605,1.6093321,1.6067843
2012-05-27,1.6108466,1.6080487,1.6106178,1.6060758,1.6003675,1.6072884,1.6054403
2012-05-28,1.6054276,1.6113317,1.6101825,1.6100247,1.60553,1.611316,1.60888
2012-05-29,1.6094942,1.6089177,1.6072246,1.6089003,1.6048112,1.6094126,1.6092353
2012-05-30,1.6070763,1.6061676,1.6090643,1.6073383,1.6091825,1.609524,1.6037014
2012-05-31,1.6035889,1.6155108,1.6099374,1.6101991,1.6083165,1.6060655,1.6002669
2012-06-01,1.602481,1.610664,1.608217,1.6089746,1.6059669,1.6020199,1.5939964
2012-06-03,1.6114155,1.611589,1.6088203,1.6064683,1.5982983,1.5966332,1.5817298
2012-06-04,1.6088538,1.6086812,1.6079065,1.5987408,1.5945185,1.5802686,1.58273
2012-06-05,1.60746,1.6050247,1.6074619,1.5936842,1.5898322,1.572875,1.5797886
2012-06-06,1.605909,1.6026456,1.5957779,1.5854983,1.5922548,1.5917984,1.5775858
2012-06-07,1.6033086,1.5946704,1.5894992,1.5866172,1.5800697,1.5790424,1.572592
2012-06-08,1.5929445,1.5797018,1.5833932,1.571815,1.5824034,1.570338,1.569267
2012-06-10,1.5824203,1.5898008,1.5782509,1.5791249,1.5770861,1.5775543,1.5702677
2012-06-11,1.5871545,1.5756379,1.5804017,1.5772356,1.5712501,1.567285,1.5701402
2012-06-12,1.5835476,1.5713307,1.5778183,1.5750724,1.563381,1.5780715,1.567286
2012-06-13,1.5691625,1.5754416,1.573132,1.5693127,1.5715374,1.5640016,1.5707424
2012-06-14,1.5749191,1.5787853,1.5692526,1.5638878,1.5736703,1.571744,1.5704715
2012-06-15,1.5733136,1.5722729,1.5733272,1.5696775,1.5584445,1.5613863,1.5652437
2012-06-17,1.5681179,1.5690529,1.5660014,1.5622996,1.5733511,1.5716797,1.5637655
2012-06-18,1.5740469,1.5690743,1.5760504,1.564348,1.5684366,1.5672708,1.575228
2012-06-19,1.57153,1.566643,1.5790036,1.5760131,1.5584214,1.5721765,1.5731214
2012-06-20,1.5753387,1.558162,1.5674431,1.5754952,1.5650139,1.5556188,1.5617855
2012-06-21,1.5646936,1.5642409,1.558812,1.5637836,1.5647693,1.5617965,1.562129
2012-06-22,1.5724828,1.555615,1.5626897,1.5649959,1.5639206,1.5620444,1.5572262
2012-06-24,1.5710226,1.5633447,1.5648932,1.5621817,1.5628568,1.5575703,1.5539421
2012-06-25,1.5618088,1.5568553,1.563421,1.5618476,1.5618548,1.5632228,1.5558243
2012-06-26,1.5666754,1.5620065,1.5602245,1.5585785,1.5603594,1.5609719,1.5630921
2012-06-27,1.5621632,1.561348,1.5566065,1.559945,1.5598713,1.5656049,1.5660907
2012-06-28,1.56466,1.5663704,1.5581831,1.553681,1.5638856,1.5615565,1.5587878
2012-06-29,1.5608552,1.5576085,1.5581604,1.5572926,1.5604224,1.544516,1.5599701
2012-07-01,1.5631149,1.5617491,1.560051,1.5638674,1.5634829,1.5558646,1.5632207
2012-07-02,1.5600773,1.5594156,1.5583136,1.563376,1.5547699,1.5605626,1.5547608
2012-07-03,1.5574875,1.5597093,1.5582937,1.5624661,1.5588319,1.5623968,1.5571419
2012-07-04,1.5579271,1.5612717,1.5582694,1.5589814,1.5549475,1.5560006,1.5592169
2012-07-05,1.556785,1.5558741,1.5608983,1.5553769,1.5649014,1.5624151,1.5558691
2012-07-06,1.5657165,1.5614009,1.546479,1.5567974,1.5573573,1.5535908,1.5495424
2012-07-08,1.5580828,1.5485537,1.5528368,1.5613164,1.5603716,1.5520184,1.5530524
2012-07-09,1.563819,1.5606471,1.5534657,1.559623,1.5588027,1.5543303,1.5589023
2012-07-10,1.5494369,1.5524701,1.5543754,1.553648,1.549512,1.5512339,1.5588481
2012-07-11,1.5625312,1.555398,1.5551094,1.5586171,1.5597001,1.5566617,1.5546831
2012-07-12,1.5500256,1.5599023,1.5568571,1.548843,1.5537881,1.5570502,1.5569806
2012-07-13,1.5512819,1.5579379,1.5551884,1.5557966,1.553289,1.5582767,1.5564902
2012-07-15,1.5559285,1.5610608,1.5599555,1.5589831,1.5501376,1.5646752,1.5568674
2012-07-16,1.5534163,1.5609417,1.5565974,1.5561202,1.5613842,1.5591707,1.5638916
2012-07-17,1.5573997,1.556033,1.5573809,1.5589912,1.5580517,1.5584794,1.5572684
2012-07-18,1.5563375,1.5547699,1.5568733,1.5574679,1.5586197,1.5553747,1.5653224
2012-07-19,1.557456,1.5574721,1.5580155,1.5584005,1.5577252,1.5614775,1.5567827
2012-07-20,1.5572561,1.5584822,1.55939,1.5563573,1.5583216,1.5603142,1.5597795
2012-07-22,1.5581826,1.5595093,1.555723,1.561058,1.5605365,1.5650938,1.5610728
2012-07-23,1.5572357,1.5553108,1.5580196,1.5629041,1.56126,1.5620466,1.5557698
2012-07-24,1.5620835,1.556994,1.5593549,1.5634267,1.5577903,1.5574974,1.5587554
2012-07-25,1.5593796,1.5582801,1.5576758,1.559124,1.559555,1.5604066,1.5614965
2012-07-26,1.5593762,1.5582824,1.5606269,1.5618682,1.5613053,1.5576358,1.5590053
2012-07-27,1.557945,1.5594625,1.5619578,1.5588262,1.5611488,1.5595193,1.561455
2012-07-29,1.5600154,1.5631173,1.5633018,1.5611651,1.5605451,1.5569282,1.5602676
2012-07-30,1.5559123,1.5600216,1.5565555,1.560787,1.557504,1.5582685,1.5626644
2012-07-31,1.5607331,1.5602882,1.5632988,1.5625273,1.5555388,1.5589385,1.5587443
2012-08-01,1.559483,1.5594695,1.5625037,1.5603304,1.5560585,1.5610287,1.5612211
2012-08-02,1.563969,1.5583098,1.5654721,1.5588717,1.5624533,1.5563372,1.5588834
2012-08-03,1.5590444,1.5605171,1.5577365,1.5562359,1.5613041,1.5582858,1.5592589
2012-08-05,1.5590767,1.558666,1.5609715,1.5606098,1.5590363,1.5579174,1.5508261
2012-08-06,1.5599375,1.5604067,1.5606323,1.55399,1.5583404,1.5544411,1.5579512
2012-08-07,1.5573394,1.5594705,1.563055,1.5589893,1.5646274,1.5670578,1.558341
2012-08-08,1.5601119,1.5625331,1.560066,1.5566968,1.5569044,1.553713,1.5611267
2012-08-09,1.5632994,1.5630279,1.5614872,1.5590577,1.5668314,1.5627077,1.5609484
2012-08-10,1.5586251,1.5582786,1.5618889,1.5576994,1.5566996,1.5659624,1.562413
2012-08-12,1.5597731,1.5681396,1.5610487,1.5579717,1.5655831,1.5671778,1.5576288
2012-08-13,1.5582308,1.5640258,1.5619246,1.5584965,1.5587044,1.5557523,1.5602278
2012-08-14,1.5666301,1.559917,1.5610256,1.5640236,1.5628426,1.5627574,1.5648866
2012-08-15,1.5615667,1.5664651,1.561968,1.5653466,1.5566722,1.5659671,1.5664833
2012-08-16,1.5672075,1.5570573,1.5561162,1.5651885,1.561533,1.5608592,1.5667601
2012-08-17,1.5633185,1.5595989,1.5659668,1.5589064,1.5658603,1.5659968,1.5624049
2012-08-19,1.5587342,1.5576224,1.5648097,1.5581445,1.5557631,1.5692651,1.5618602
2012-08-20,1.559574,1.5619876,1.563354,1.5622659,1.560404,1.5697186,1.5683967
2012-08-21,1.5598198,1.560396,1.5614609,1.5660903,1.5620308,1.5658284,1.5666565
2012-08-22,1.5731637,1.5597069,1.5635636,1.5659802,1.5604467,1.5687052,1.5679864
2012-08-23,1.5735449,1.5631535,1.5679195,1.5652153,1.5625656,1.567565,1.5640347
2012-08-24,1.5680449,1.5639098,1.5616175,1.5668089,1.5715644,1.5696293,1.5710326
2012-08-26,1.560874,1.5587552,1.5635922,1.5677664,1.5677404,1.5675219,1.5675818
2012-08-27,1.5641186,1.558173,1.5669643,1.5597466,1.5670515,1.5640025,1.5733933
2012-08-28,1.5669193,1.5664173,1.5605915,1.5624669,1.5689794,1.5700649,1.5663369
2012-08-29,1.5649161,1.5644488,1.5734009,1.5660759,1.5689869,1.5779642,1.5678389
2012-08-30,1.5651902,1.5699073,1.5677933,1.568228,1.569285,1.5691729,1.5707276
2012-08-31,1.563054,1.5673795,1.5677286,1.5685811,1.5678672,1.5605222,1.5803835
2012-09-02,1.5658351,1.5670712,1.5638196,1.5692039,1.5737492,1.5710114,1.5727795
2012-09-03,1.5639656,1.5660738,1.5666215,1.564823,1.5726007,1.5713253,1.5750754
2012-09-04,1.5677044,1.5709044,1.5606142,1.5740664,1.5675374,1.5700651,1.5703666
2012-09-05,1.5661385,1.5620081,1.5663924,1.5704457,1.5719732,1.5725206,1.5733159
2012-09-06,1.5741686,1.5734199,1.568985,1.5700027,1.5747644,1.5758426,1.5768905
2012-09-07,1.5700828,1.5712947,1.5722666,1.5760931,1.5756634,1.5769085,1.5776598
2012-09-09,1.5884078,1.5772259,1.5723505,1.5716941,1.5787889,1.5793341,1.5772964
2012-09-10,1.5656476,1.5697465,1.5763733,1.5778095,1.5815117,1.5771307,1.5804863
2012-09-11,1.5700812,1.5695038,1.5767055,1.5803472,1.5783323,1.5789071,1.5831592
2012-09-12,1.57207,1.5772073,1.5786757,1.580641,1.5802934,1.5796174,1.5820422
2012-09-13,1.5775685,1.574681,1.5812092,1.575058,1.5788437,1.5822142,1.586751
2012-09-14,1.579612,1.5855262,1.5821345,1.5822437,1.5788138,1.5858299,1.5825677
2012-09-16,1.5778545,1.5788622,1.5789462,1.584637,1.5847434,1.5766726,1.5827684
2012-09-17,1.5765011,1.5803621,1.5842311,1.583498,1.5887729,1.5866091,1.5874598
2012-09-18,1.5879487,1.5821965,1.5841508,1.5827512,1.5801038,1.5876312,1.5906839
2012-09-19,1.5813489,1.5828787,1.5808977,1.5899484,1.5848509,1.5911833,1.5877664
2012-09-20,1.5805756,1.5818484,1.5887693,1.587473,1.5870246,1.5876102,1.5844667
2012-09-21,1.5857244,1.587545,1.5860031,1.5867667,1.5891128,1.5947833,1.5894524
2012-09-23,1.5878175,1.5890186,1.5875028,1.5871483,1.5899229,1.5921923,1.5920279
2012-09-24,1.5834265,1.5873327,1.5867606,1.5866513,1.593853,1.5926487,1.5984656
2012-09-25,1.5887938,1.5863669,1.5892352,1.5922596,1.5916711,1.5968152,1.5995966
2012-09-26,1.5856284,1.5879694,1.5907952,1.5897065,1.5957719,1.5993602,1.599523
2012-09-27,1.5863601,1.5922623,1.5919757,1.5990434,1.5966471,1.6022578,1.604749
2012-09-28,1.5875162,1.5954037,1.5965288,1.5960858,1.5989966,1.6032531,1.6095631
2012-09-30,1.5931331,1.5986425,1.6004944,1.6014532,1.6034908,1.6078657,1.6046116
2012-10-01,1.5957412,1.6002479,1.601389,1.6054575,1.6092049,1.6111364,1.6176028
2012-10-02,1.5982352,1.6031877,1.6032822,1.6103003,1.6053244,1.6070431,1.6098478
2012-10-03,1.6011444,1.6067691,1.6063043,1.6159558,1.6120557,1.611563,1.6174808
2012-10-04,1.6055666,1.6101505,1.6095493,1.6067336,1.6067939,1.6149001,1.6116387
2012-10-05,1.6105717,1.6153631,1.6089835,1.61005,1.6154442,1.6116583,1.6170398
2012-10-07,1.6093755,1.6100504,1.6131446,1.6134902,1.6125904,1.6155814,1.613971
2012-10-08,1.612827,1.614474,1.611994,1.6097105,1.6126763,1.6098055,1.6136403
2012-10-09,1.6133547,1.6112311,1.6107645,1.611259,1.6100832,1.6107968,1.6110086
2012-10-10,1.6094798,1.61971,1.6148125,1.6137697,1.6151254,1.6101098,1.6115757
2012-10-11,1.6153128,1.61708,1.6113391,1.6132172,1.6101608,1.6098834,1.6116579
2012-10-12,1.6168207,1.6161895,1.6147991,1.6113338,1.6150798,1.6179502,1.5974805
2012-10-14,1.6119096,1.61062,1.6114239,1.6096563,1.6152046,1.6162057,1.6142176
2012-10-15,1.6142832,1.6146922,1.6107692,1.6174371,1.6122818,1.620083,1.6129746
2012-10-16,1.6124991,1.6111187,1.6098529,1.6111071,1.6154282,1.6104015,1.611884
2012-10-17,1.6130171,1.6096075,1.6086895,1.6130338,1.613341,1.6151731,1.612438
2012-10-18,1.6115483,1.6114323,1.6103076,1.6128683,1.613406,1.6118419,1.6122874
2012-10-19,1.6076806,1.6119978,1.6117147,1.6094408,1.6132649,1.6161852,1.6123482
2012-10-21,1.612377,1.6106392,1.6150932,1.6126721,1.6107175,1.6129968,1.6123266
2012-10-22,1.6120473,1.6188529,1.6145365,1.6100837,1.6170679,1.6137035,1.6102962
2012-10-23,1.6132054,1.6082962,1.6136556,1.6152171,1.6145446,1.6170465,1.6168067
2012-10-24,1.6121136,1.618618,1.6084149,1.6056811,1.6126547,1.6124383,1.6120366
2012-10-25,1.611048,1.6136787,1.6157701,1.6105915,1.6130337,1.6115923,1.6129475
2012-10-26,1.6084684,1.6152886,1.6118776,1.6144454,1.6093119,1.6096511,1.6092184
2012-10-28,1.6119809,1.6142261,1.6135385,1.6103404,1.6087192,1.6039113,1.6070428
2012-10-29,1.6136338,1.6088878,1.6100594,1.612958,1.611964,1.6074607,1.6082273
2012-10-30,1.6119972,1.6128418,1.6150694,1.6081369,1.6130506,1.6059703,1.6090178
2012-10-31,1.6128659,1.6123204,1.6092355,1.6126893,1.6097934,1.6085734,1.6046791
2012-11-01,1.6086866,1.6137127,1.6113389,1.613622,1.6091924,1.6088408,1.6069757
2012-11-02,1.612458,1.6120305,1.6138979,1.6063553,1.6075358,1.6071937,1.6081825
2012-11-04,1.6131613,1.606563,1.6152686,1.6037014,1.6053154,1.6087838,1.6006658
2012-11-05,1.6087443,1.6111579,1.6097332,1.6073421,1.6055462,1.6075203,1.6090366
2012-11-06,1.6130084,1.6136646,1.6063261,1.6106101,1.6092662,1.6067481,1.6077998
2012-11-07,1.6055645,1.6084661,1.6074201,1.6022409,1.6056443,1.608061,1.6063683
2012-11-08,1.6132753,1.6109627,1.6045403,1.6016408,1.6037526,1.6024933,1.6043184
2012-11-09,1.6091309,1.6042135,1.6033125,1.6035335,1.608632,1.6069024,1.6047653
2012-11-11,1.6061107,1.6078118,1.608123,1.6073325,1.6042008,1.6057286,1.6038938
2012-11-12,1.6102405,1.6058517,1.6048867,1.6061697,1.6028634,1.6033969,1.602787
2012-11-13,1.6055477,1.6034065,1.6004431,1.6030563,1.601232,1.6039047,1.6083535
2012-11-14,1.6072083,1.5998666,1.6025013,1.6067877,1.6014516,1.6019506,1.5999156
2012-11-15,1.6058669,1.6034607,1.6050446,1.60219,1.6009909,1.6012439,1.6072216
2012-11-16,1.5999308,1.6040089,1.6039507,1.6011841,1.6049691,1.602366,1.6007663
2012-11-18,1.6065971,1.6028485,1.6069468,1.5999188,1.5992408,1.6013541,1.6020336
2012-11-19,1.6053486,1.6006958,1.6012564,1.6008508,1.6076411,1.6005768,1.5984426
2012-11-20,1.6022137,1.6011212,1.6002469,1.6029164,1.6003408,1.6051084,1.6013494
2012-11-21,1.600857,1.6055838,1.6006194,1.601889,1.5988878,1.5991216,1.6065841
