,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD
2015-08-02,1057.4971,1057.521,1057.4856,1057.475,1057.5253,1057.609,1057.5522
2015-08-03,1058.2378,1058.2617,1058.2263,1058.2157,1058.266,1058.3497,1058.293
2015-08-04,1058.9785,1059.0024,1058.967,1058.9564,1059.0067,1059.0905,1059.0337
2015-08-05,1059.7192,1059.7432,1059.7078,1059.6971,1059.7474,1059.8312,1059.7744
2015-08-06,1060.46,1060.4839,1060.4485,1060.4379,1060.4882,1060.5719,1060.5151
2015-08-07,1061.2007,1061.2246,1061.1892,1061.1786,1061.2289,1061.3126,1061.2559
2015-08-09,1061.9414,1061.9653,1061.9299,1061.9193,1061.9696,1062.0533,1061.9966
2015-08-10,1062.6821,1062.706,1062.6707,1062.66,1062.7103,1062.7941,1062.7373
2015-08-11,1063.4229,1063.4468,1063.4114,1063.4008,1063.451,1063.5348,1063.478
2015-08-12,1064.1636,1064.1875,1064.1521,1064.1415,1064.1918,1064.2755,1064.2188
2015-08-13,1064.9043,1064.9282,1064.8928,1064.8822,1064.9325,1065.0162,1064.9595
2015-08-14,1065.645,1065.669,1065.6335,1065.6229,1065.6732,1065.757,1065.7002
2015-08-16,1066.3857,1066.4097,1066.3743,1066.3636,1066.414,1066.4977,1066.4409
2015-08-17,1067.1265,1067.1504,1067.115,1067.1044,1067.1547,1067.2384,1067.1816
2015-08-18,1067.8672,1067.8911,1067.8557,1067.8451,1067.8954,1067.9791,1067.9224
2015-08-19,1068.6079,1068.6318,1068.5964,1068.5858,1068.6361,1068.7198,1068.6631
2015-08-20,1069.3486,1069.3726,1069.3372,1069.3265,1069.3768,1069.4606,1069.4038
2015-08-21,1070.0894,1070.1133,1070.0779,1070.0673,1070.1176,1070.2013,1070.1445
2015-08-23,1070.8301,1070.854,1070.8186,1070.808,1070.8583,1070.942,1070.8853
2015-08-24,1071.5708,1071.5947,1071.5593,1071.5487,1071.599,1071.6827,1071.626
2015-08-25,1072.3115,1072.3354,1072.3,1072.2894,1072.3397,1072.4235,1072.3667
2015-08-26,1073.0522,1073.0762,1073.0408,1073.0302,1073.0804,1073.1642,1073.1074
2015-08-27,1073.793,1073.8169,1073.7815,1073.7709,1073.8212,1073.9049,1073.8481
2015-08-28,1074.5337,1074.5576,1074.5222,1074.5116,1074.5619,1074.6456,1074.5889
2015-08-30,1075.2744,1075.2983,1075.263,1075.2523,1075.3026,1075.3864,1075.3296
2015-08-31,1076.0151,1076.0391,1076.0037,1075.993,1076.0433,1076.1271,1076.0703
2015-09-01,1076.7559,1076.7798,1076.7444,1076.7338,1076.784,1076.8678,1076.811
2015-09-02,1077.4966,1077.5205,1077.4851,1077.4745,1077.5248,1077.6085,1077.5518
2015-09-03,1078.2373,1078.2612,1078.2258,1078.2152,1078.2655,1078.3492,1078.2925
2015-09-04,1078.978,1079.002,1078.9666,1078.9559,1079.0062,1079.09,1079.0332
2015-09-06,1079.7188,1079.7427,1079.7073,1079.6967,1079.747,1079.8307,1079.7739
2015-09-07,1080.4595,1080.4834,1080.448,1080.4374,1080.4877,1080.5714,1080.5146
2015-09-08,1081.2002,1081.2241,1081.1887,1081.1781,1081.2284,1081.3121,1081.2554
2015-09-09,1081.9409,1081.9648,1081.9294,1081.9188,1081.9691,1082.0529,1081.9961
2015-09-10,1082.6816,1082.7056,1082.6702,1082.6595,1082.7098,1082.7936,1082.7368
2015-09-11,1083.4224,1083.4463,1083.4109,1083.4003,1083.4506,1083.5343,1083.4775
2015-09-13,1084.1631,1084.187,1084.1516,1084.141,1084.1913,1084.275,1084.2183
2015-09-14,1084.9038,1084.9277,1084.8923,1084.8817,1084.932,1085.0157,1084.959
2015-09-15,1085.6445,1085.6685,1085.633,1085.6224,1085.6727,1085.7565,1085.6997
2015-09-16,1086.3853,1086.4092,1086.3738,1086.3632,1086.4135,1086.4972,1086.4404
2015-09-17,1087.126,1087.1499,1087.1145,1087.1039,1087.1542,1087.2379,1087.1812
2015-09-18,1087.8667,1087.8906,1087.8552,1087.8446,1087.8949,1087.9786,1087.9219
2015-09-20,1088.6074,1088.6313,1088.596,1088.5853,1088.6356,1088.7194,1088.6626
2015-09-21,1089.3481,1089.3721,1089.3367,1089.326,1089.3763,1089.4601,1089.4033
2015-09-22,1090.0889,1090.1128,1090.0774,1090.0668,1090.1171,1090.2008,1090.144
2015-09-23,1090.8296,1090.8535,1090.8181,1090.8075,1090.8578,1090.9415,1090.8848
2015-09-24,1091.5703,1091.5942,1091.5588,1091.5482,1091.5985,1091.6823,1091.6255
2015-09-25,1092.311,1092.335,1092.2996,1092.289,1092.3392,1092.423,1092.3662
2015-09-27,1093.0518,1093.0757,1093.0403,1093.0297,1093.08,1093.1637,1093.1069
2015-09-28,1093.7925,1093.8164,1093.781,1093.7704,1093.8207,1093.9044,1093.8477
2015-09-29,1094.5332,1094.5571,1094.5217,1094.5111,1094.5614,1094.6451,1094.5884
2015-09-30,1095.2739,1095.2979,1095.2625,1095.2518,1095.3021,1095.3859,1095.3291
2015-10-01,1096.0146,1096.0386,1096.0032,1095.9926,1096.0428,1096.1266,1096.0698
2015-10-02,1096.7554,1096.7793,1096.7439,1096.7333,1096.7836,1096.8673,1096.8105
2015-10-04,1097.4961,1097.52,1097.4846,1097.474,1097.5243,1097.608,1097.5513
2015-10-05,1098.2368,1098.2607,1098.2253,1098.2147,1098.265,1098.3488,1098.292
2015-10-06,1098.9775,1099.0015,1098.9661,1098.9554,1099.0057,1099.0895,1099.0327
2015-10-07,1099.7183,1099.7422,1099.7068,1099.6962,1099.7465,1099.8302,1099.7734
2015-10-08,1100.459,1100.4829,1100.4475,1100.4369,1100.4872,1100.5709,1100.5142
2015-10-09,1101.1997,1101.2236,1101.1882,1101.1776,1101.2279,1101.3116,1101.2549
2015-10-11,1101.9404,1101.9644,1101.929,1101.9183,1101.9686,1102.0524,1101.9956
2015-10-12,1102.6812,1102.7051,1102.6697,1102.659,1102.7094,1102.7931,1102.7363
2015-10-13,1103.4219,1103.4458,1103.4104,1103.3998,1103.4501,1103.5338,1103.477
2015-10-14,1104.1626,1104.1865,1104.1511,1104.1405,1104.1908,1104.2745,1104.2178
2015-10-15,1104.9033,1104.9272,1104.8918,1104.8812,1104.9315,1105.0153,1104.9585
2015-10-16,1105.644,1105.668,1105.6326,1105.622,1105.6722,1105.756,1105.6992
2015-10-18,1106.3848,1106.4087,1106.3733,1106.3627,1106.413,1106.4967,1106.44
2015-10-19,1107.1255,1107.1494,1107.114,1107.1034,1107.1537,1107.2374,1107.1807
2015-10-20,1107.8662,1107.8901,1107.8547,1107.8441,1107.8944,1107.9781,1107.9214
2015-10-21,1108.6069,1108.6309,1108.5955,1108.5848,1108.6351,1108.7189,1108.6621
2015-10-22,1109.3477,1109.3716,1109.3362,1109.3256,1109.3759,1109.4596,1109.4028
2015-10-23,1110.0884,1110.1123,1110.0769,1110.0663,1110.1166,1110.2003,1110.1436
2015-10-25,1110.8291,1110.853,1110.8176,1110.807,1110.8573,1110.941,1110.8843
2015-10-26,1111.5698,1111.5938,1111.5583,1111.5477,1111.598,1111.6818,1111.625
2015-10-27,1112.3105,1112.3345,1112.2991,1112.2885,1112.3387,1112.4225,1112.3657
2015-10-28,1113.0513,1113.0752,1113.0398,1113.0292,1113.0795,1113.1632,1113.1064
2015-10-29,1113.792,1113.8159,1113.7805,1113.7699,1113.8202,1113.9039,1113.8472
2015-10-30,1114.5327,1114.5566,1114.5212,1114.5106,1114.5609,1114.6447,1114.5879
2015-11-01,1115.2734,1115.2974,1115.262,1115.2513,1115.3016,1115.3854,1115.3286
2015-11-02,1116.0142,1116.0381,1116.0027,1115.9921,1116.0424,1116.1261,1116.0693
2015-11-03,1116.7549,1116.7788,1116.7434,1116.7328,1116.7831,1116.8668,1116.81
2015-11-04,1117.4956,1117.5195,1117.4841,1117.4735,1117.5238,1117.6075,1117.5508
2015-11-05,1118.2363,1118.2603,1118.2249,1118.2142,1118.2645,1118.3483,1118.2915
2015-11-06,1118.977,1119.001,1118.9656,1118.955,1119.0052,1119.089,1119.0322
2015-11-08,1119.7178,1119.7417,1119.7063,1119.6957,1119.746,1119.8297,1119.773
2015-11-09,1120.4585,1120.4824,1120.447,1120.4364,1120.4867,1120.5704,1120.5137
2015-11-10,1121.1992,1121.2231,1121.1877,1121.1771,1121.2274,1121.3112,1121.2544
2015-11-11,1121.94,1121.9639,1121.9285,1121.9178,1121.9681,1122.0519,1121.9951
2015-11-12,1122.6807,1122.7046,1122.6692,1122.6586,1122.7089,1122.7926,1122.7358
2015-11-13,1123.4214,1123.4453,1123.4099,1123.3993,1123.4496,1123.5333,1123.4766
2015-11-15,1124.1621,1124.186,1124.1506,1124.14,1124.1903,1124.274,1124.2173
2015-11-16,1124.9028,1124.9268,1124.8914,1124.8807,1124.931,1125.0148,1124.958
2015-11-17,1125.6436,1125.6675,1125.6321,1125.6215,1125.6718,1125.7555,1125.6987
2015-11-18,1126.3843,1126.4082,1126.3728,1126.3622,1126.4125,1126.4962,1126.4395
2015-11-19,1127.125,1127.1489,1127.1135,1127.1029,1127.1532,1127.2369,1127.1802
2015-11-20,1127.8657,1127.8896,1127.8542,1127.8436,1127.8939,1127.9777,1127.9209
2015-11-22,1128.6064,1128.6304,1128.595,1128.5844,1128.6346,1128.7184,1128.6616
2015-11-23,1129.3472,1129.3711,1129.3357,1129.3251,1129.3754,1129.4591,1129.4023
2015-11-24,1130.0879,1130.1118,1130.0764,1130.0658,1130.1161,1130.1998,1130.1431
2015-11-25,1130.8286,1130.8525,1130.8171,1130.8065,1130.8568,1130.9406,1130.8838
2015-11-26,1131.5693,1131.5933,1131.5579,1131.5472,1131.5975,1131.6813,1131.6245
2015-11-27,1132.31,1132.334,1132.2986,1132.288,1132.3383,1132.422,1132.3652
2015-11-29,1133.0508,1133.0747,1133.0393,1133.0287,1133.079,1133.1627,1133.106
2015-11-30,1133.7915,1133.8154,1133.78,1133.7694,1133.8197,1133.9034,1133.8467
2015-12-01,1134.5322,1134.5562,1134.5208,1134.5101,1134.5604,1134.6442,1134.5874
2015-12-02,1135.273,1135.2969,1135.2615,1135.2509,1135.3011,1135.3849,1135.3281
2015-12-03,1136.0137,1136.0376,1136.0022,1135.9916,1136.0419,1136.1256,1136.0688
2015-12-04,1136.7544,1136.7783,1136.7429,1136.7323,1136.7826,1136.8663,1136.8096
2015-12-06,1137.4951,1137.519,1137.4836,1137.473,1137.5233,1137.607,1137.5503
2015-12-07,1138.2358,1138.2598,1138.2244,1138.2137,1138.264,1138.3478,1138.291
2015-12-08,1138.9766,1139.0005,1138.9651,1138.9545,1139.0048,1139.0885,1139.0317
2015-12-09,1139.7173,1139.7412,1139.7058,1139.6952,1139.7455,1139.8292,1139.7725
2015-12-10,1140.458,1140.4819,1140.4465,1140.4359,1140.4862,1140.57,1140.5132
2015-12-11,1141.1987,1141.2227,1141.1873,1141.1766,1141.2269,1141.3107,1141.2539
2015-12-13,1141.9395,1141.9634,1141.928,1141.9174,1141.9677,1142.0514,1141.9946
2015-12-14,1142.6802,1142.7041,1142.6687,1142.6581,1142.7084,1142.7921,1142.7354
2015-12-15,1143.4209,1143.4448,1143.4094,1143.3988,1143.4491,1143.5328,1143.4761
2015-12-16,1144.1616,1144.1855,1144.1501,1144.1395,1144.1898,1144.2736,1144.2168
2015-12-17,1144.9023,1144.9263,1144.8909,1144.8802,1144.9305,1145.0143,1144.9575
2015-12-18,1145.6431,1145.667,1145.6316,1145.621,1145.6713,1145.755,1145.6982
2015-12-20,1146.3838,1146.4077,1146.3723,1146.3617,1146.412,1146.4957,1146.439
2015-12-21,1147.1245,1147.1484,1147.113,1147.1024,1147.1527,1147.2365,1147.1797
2015-12-22,1147.8652,1147.8892,1147.8538,1147.8431,1147.8934,1147.9772,1147.9204
2015-12-23,1148.606,1148.6299,1148.5945,1148.5839,1148.6342,1148.7179,1148.6611
2015-12-24,1149.3467,1149.3706,1149.3352,1149.3246,1149.3749,1149.4586,1149.4019
2015-12-27,1150.0874,1150.1113,1150.0759,1150.0653,1150.1156,1150.1993,1150.1426
2015-12-28,1150.8281,1150.852,1150.8167,1150.806,1150.8563,1150.9401,1150.8833
2015-12-29,1151.5688,1151.5928,1151.5574,1151.5468,1151.597,1151.6808,1151.624
2015-12-30,1152.3096,1152.3335,1152.2981,1152.2875,1152.3378,1152.4215,1152.3647
2015-12-31,1153.0503,1153.0742,1153.0388,1153.0282,1153.0785,1153.1622,1153.1055
2016-01-03,1153.791,1153.815,1153.7795,1153.7689,1153.8192,1153.903,1153.8462
2016-01-04,1154.5317,1154.5557,1154.5203,1154.5096,1154.5599,1154.6437,1154.5869
2016-01-05,1155.2725,1155.2964,1155.261,1155.2504,1155.3007,1155.3844,1155.3276
2016-01-06,1156.0132,1156.0371,1156.0017,1155.9911,1156.0414,1156.1251,1156.0684
2016-01-07,1156.7539,1156.7778,1156.7424,1156.7318,1156.7821,1156.8658,1156.8091
2016-01-08,1157.4946,1157.5186,1157.4832,1157.4725,1157.5228,1157.6066,1157.5498
2016-01-10,1158.2354,1158.2593,1158.2239,1158.2133,1158.2635,1158.3473,1158.2905
2016-01-11,1158.9761,1159.0,1158.9646,1158.954,1159.0043,1159.088,1159.0312
2016-01-12,1159.7168,1159.7407,1159.7053,1159.6947,1159.745,1159.8287,1159.772
2016-01-13,1160.4575,1160.4814,1160.446,1160.4354,1160.4857,1160.5695,1160.5127
2016-01-14,1161.1982,1161.2222,1161.1868,1161.1761,1161.2264,1161.3102,1161.2534
2016-01-15,1161.939,1161.9629,1161.9275,1161.9169,1161.9672,1162.0509,1161.9941
2016-01-17,1162.6797,1162.7036,1162.6682,1162.6576,1162.7079,1162.7916,1162.7349
2016-01-18,1163.4204,1163.4443,1163.4089,1163.3983,1163.4486,1163.5323,1163.4756
2016-01-19,1164.1611,1164.185,1164.1497,1164.139,1164.1893,1164.2731,1164.2163
2016-01-20,1164.9019,1164.9258,1164.8904,1164.8798,1164.93,1165.0138,1164.957
2016-01-21,1165.6426,1165.6665,1165.6311,1165.6205,1165.6708,1165.7545,1165.6978
2016-01-22,1166.3833,1166.4072,1166.3718,1166.3612,1166.4115,1166.4952,1166.4385
2016-01-24,1167.124,1167.148,1167.1125,1167.1019,1167.1522,1167.236,1167.1792
2016-01-25,1167.8647,1167.8887,1167.8533,1167.8427,1167.893,1167.9767,1167.9199
2016-01-26,1168.6055,1168.6294,1168.594,1168.5834,1168.6337,1168.7174,1168.6606
2016-01-27,1169.3462,1169.3701,1169.3347,1169.3241,1169.3744,1169.4581,1169.4014
2016-01-28,1170.0869,1170.1108,1170.0754,1170.0648,1170.1151,1170.1989,1170.1421
2016-01-29,1170.8276,1170.8516,1170.8162,1170.8055,1170.8558,1170.9396,1170.8828
2016-01-31,1171.5684,1171.5923,1171.5569,1171.5463,1171.5966,1171.6803,1171.6235
2016-02-01,1172.3091,1172.333,1172.2976,1172.287,1172.3373,1172.421,1172.3643
2016-02-02,1173.0498,1173.0737,1173.0383,1173.0277,1173.078,1173.1617,1173.105
2016-02-03,1173.7905,1173.8145,1173.779,1173.7684,1173.8187,1173.9025,1173.8457
2016-02-04,1174.5312,1174.5552,1174.5198,1174.5092,1174.5594,1174.6432,1174.5864
2016-02-05,1175.272,1175.2959,1175.2605,1175.2499,1175.3002,1175.3839,1175.3271
2016-02-07,1176.0127,1176.0366,1176.0012,1175.9906,1176.0409,1176.1246,1176.0679
2016-02-08,1176.7534,1176.7773,1176.742,1176.7313,1176.7816,1176.8654,1176.8086
2016-02-09,1177.4941,1177.5181,1177.4827,1177.472,1177.5223,1177.6061,1177.5493
2016-02-10,1178.2349,1178.2588,1178.2234,1178.2128,1178.2631,1178.3468,1178.29
2016-02-11,1178.9756,1178.9995,1178.9641,1178.9535,1179.0038,1179.0875,1179.0308
2016-02-12,1179.7163,1179.7402,1179.7048,1179.6942,1179.7445,1179.8282,1179.7715
2016-02-14,1180.457,1180.481,1180.4456,1180.4349,1180.4852,1180.569,1180.5122
2016-02-15,1181.1978,1181.2217,1181.1863,1181.1757,1181.226,1181.3097,1181.2529
2016-02-16,1181.9385,1181.9624,1181.927,1181.9164,1181.9667,1182.0504,1181.9937
2016-02-17,1182.6792,1182.7031,1182.6677,1182.6571,1182.7074,1182.7911,1182.7344
2016-02-18,1183.4199,1183.4438,1183.4084,1183.3978,1183.4481,1183.5319,1183.4751
2016-02-19,1184.1606,1184.1846,1184.1492,1184.1385,1184.1888,1184.2726,1184.2158
2016-02-21,1184.9014,1184.9253,1184.8899,1184.8793,1184.9296,1185.0133,1184.9565
2016-02-22,1185.6421,1185.666,1185.6306,1185.62,1185.6703,1185.754,1185.6973
2016-02-23,1186.3828,1186.4067,1186.3713,1186.3607,1186.411,1186.4948,1186.438
2016-02-24,1187.1235,1187.1475,1187.112,1187.1014,1187.1517,1187.2355,1187.1787
2016-02-25,1187.8643,1187.8882,1187.8528,1187.8422,1187.8925,1187.9762,1187.9194
2016-02-26,1188.605,1188.6289,1188.5935,1188.5829,1188.6332,1188.7169,1188.6602
2016-02-28,1189.3457,1189.3696,1189.3342,1189.3236,1189.3739,1189.4576,1189.4009
2016-02-29,1190.0864,1190.1104,1190.075,1190.0643,1190.1146,1190.1984,1190.1416
2016-03-01,1190.8271,1190.8511,1190.8157,1190.805,1190.8553,1190.9391,1190.8823
2016-03-02,1191.5679,1191.5918,1191.5564,1191.5458,1191.5961,1191.6798,1191.623
2016-03-03,1192.3086,1192.3325,1192.2971,1192.2865,1192.3368,1192.4205,1192.3638
2016-03-04,1193.0493,1193.0732,1193.0378,1193.0272,1193.0775,1193.1613,1193.1045
2016-03-06,1193.79,1193.814,1193.7786,1193.768,1193.8182,1193.902,1193.8452
2016-03-07,1194.5308,1194.5547,1194.5193,1194.5087,1194.559,1194.6427,1194.5859
2016-03-08,1195.2715,1195.2954,1195.26,1195.2494,1195.2997,1195.3834,1195.3267
2016-03-09,1196.0122,1196.0361,1196.0007,1195.9901,1196.0404,1196.1241,1196.0674
2016-03-10,1196.7529,1196.7769,1196.7415,1196.7308,1196.7811,1196.8649,1196.8081
2016-03-11,1197.4937,1197.5176,1197.4822,1197.4716,1197.5219,1197.6056,1197.5488
2016-03-13,1198.2344,1198.2583,1198.2229,1198.2123,1198.2626,1198.3463,1198.2896
2016-03-14,1198.9751,1198.999,1198.9636,1198.953,1199.0033,1199.087,1199.0303
2016-03-15,1199.7158,1199.7397,1199.7043,1199.6937,1199.744,1199.8278,1199.771
2016-03-16,1200.4565,1200.4805,1200.4451,1200.4344,1200.4847,1200.5685,1200.5117
2016-03-17,1201.1973,1201.2212,1201.1858,1201.1752,1201.2255,1201.3092,1201.2524
2016-03-18,1201.938,1201.9619,1201.9265,1201.9159,1201.9662,1202.0499,1201.9932
2016-03-20,1202.6787,1202.7026,1202.6672,1202.6566,1202.7069,1202.7906,1202.7339
2016-03-21,1203.4194,1203.4434,1203.408,1203.3973,1203.4476,1203.5314,1203.4746
2016-03-22,1204.1602,1204.1841,1204.1487,1204.1381,1204.1884,1204.2721,1204.2153
2016-03-23,1204.9009,1204.9248,1204.8894,1204.8788,1204.9291,1205.0128,1204.956
2016-03-24,1205.6416,1205.6655,1205.6301,1205.6195,1205.6698,1205.7535,1205.6968
2016-03-27,1206.3823,1206.4062,1206.3708,1206.3602,1206.4105,1206.4943,1206.4375
2016-03-28,1207.123,1207.147,1207.1116,1207.101,1207.1512,1207.235,1207.1782
2016-03-29,1207.8638,1207.8877,1207.8523,1207.8417,1207.892,1207.9757,1207.919
2016-03-30,1208.6045,1208.6284,1208.593,1208.5824,1208.6327,1208.7164,1208.6597
2016-03-31,1209.3452,1209.3691,1209.3337,1209.3231,1209.3734,1209.4572,1209.4004
2016-04-01,1210.0859,1210.1099,1210.0745,1210.0638,1210.1141,1210.1979,1210.1411
2016-04-03,1210.8267,1210.8506,1210.8152,1210.8046,1210.8549,1210.9386,1210.8818
2016-04-04,1211.5674,1211.5913,1211.5559,1211.5453,1211.5956,1211.6793,1211.6226
2016-04-05,1212.3081,1212.332,1212.2966,1212.286,1212.3363,1212.42,1212.3633
2016-04-06,1213.0488,1213.0728,1213.0374,1213.0267,1213.077,1213.1608,1213.104
2016-04-07,1213.7896,1213.8135,1213.7781,1213.7675,1213.8177,1213.9015,1213.8447
2016-04-08,1214.5303,1214.5542,1214.5188,1214.5082,1214.5585,1214.6422,1214.5854
2016-04-10,1215.271,1215.2949,1215.2595,1215.2489,1215.2992,1215.3829,1215.3262
2016-04-11,1216.0117,1216.0356,1216.0002,1215.9896,1216.0399,1216.1237,1216.0669
2016-04-12,1216.7524,1216.7764,1216.741,1216.7303,1216.7806,1216.8644,1216.8076
2016-04-13,1217.4932,1217.5171,1217.4817,1217.4711,1217.5214,1217.6051,1217.5483
2016-04-14,1218.2339,1218.2578,1218.2224,1218.2118,1218.2621,1218.3458,1218.2891
2016-04-15,1218.9746,1218.9985,1218.9631,1218.9525,1219.0028,1219.0865,1219.0298
2016-04-17,1219.7153,1219.7393,1219.7039,1219.6932,1219.7435,1219.8273,1219.7705
2016-04-18,1220.456,1220.48,1220.4446,1220.434,1220.4843,1220.568,1220.5112
2016-04-19,1221.1968,1221.2207,1221.1853,1221.1747,1221.225,1221.3087,1221.252
2016-04-20,1221.9375,1221.9614,1221.926,1221.9154,1221.9657,1222.0494,1221.9927
2016-04-21,1222.6782,1222.7021,1222.6667,1222.6561,1222.7064,1222.7902,1222.7334
2016-04-22,1223.419,1223.4429,1223.4075,1223.3969,1223.4471,1223.5309,1223.4741
2016-04-24,1224.1597,1224.1836,1224.1482,1224.1376,1224.1879,1224.2716,1224.2148
2016-04-25,1224.9004,1224.9243,1224.8889,1224.8783,1224.9286,1225.0123,1224.9556
2016-04-26,1225.6411,1225.665,1225.6296,1225.619,1225.6693,1225.753,1225.6963
2016-04-27,1226.3818,1226.4058,1226.3704,1226.3597,1226.41,1226.4938,1226.437
2016-04-28,1227.1226,1227.1465,1227.1111,1227.1005,1227.1508,1227.2345,1227.1777
2016-04-29,1227.8633,1227.8872,1227.8518,1227.8412,1227.8915,1227.9752,1227.9185
2016-05-01,1228.604,1228.6279,1228.5925,1228.5819,1228.6322,1228.716,1228.6592
2016-05-02,1229.3447,1229.3687,1229.3333,1229.3226,1229.3729,1229.4567,1229.3999
2016-05-03,1230.0854,1230.1094,1230.074,1230.0634,1230.1136,1230.1974,1230.1406
2016-05-04,1230.8262,1230.8501,1230.8147,1230.8041,1230.8544,1230.9381,1230.8813
2016-05-05,1231.5669,1231.5908,1231.5554,1231.5448,1231.5951,1231.6788,1231.6221
2016-05-06,1232.3076,1232.3315,1232.2961,1232.2855,1232.3358,1232.4196,1232.3628
2016-05-08,1233.0483,1233.0723,1233.0369,1233.0262,1233.0765,1233.1603,1233.1035
2016-05-09,1233.7891,1233.813,1233.7776,1233.767,1233.8173,1233.901,1233.8442
2016-05-10,1234.5298,1234.5537,1234.5183,1234.5077,1234.558,1234.6417,1234.585
2016-05-11,1235.2705,1235.2944,1235.259,1235.2484,1235.2987,1235.3824,1235.3257
2016-05-12,1236.0112,1236.0352,1235.9998,1235.9891,1236.0394,1236.1232,1236.0664
2016-05-13,1236.752,1236.7759,1236.7405,1236.7299,1236.7802,1236.8639,1236.8071
2016-05-15,1237.4927,1237.5166,1237.4812,1237.4706,1237.5209,1237.6046,1237.5479
2016-05-16,1238.2334,1238.2573,1238.2219,1238.2113,1238.2616,1238.3453,1238.2886
2016-05-17,1238.9741,1238.998,1238.9626,1238.952,1239.0023,1239.086,1239.0293
2016-05-18,1239.7148,1239.7388,1239.7034,1239.6927,1239.743,1239.8268,1239.77
2016-05-19,1240.4556,1240.4795,1240.4441,1240.4335,1240.4838,1240.5675,1240.5107
2016-05-20,1241.1963,1241.2202,1241.1848,1241.1742,1241.2245,1241.3082,1241.2515
2016-05-22,1241.937,1241.9609,1241.9255,1241.9149,1241.9652,1242.049,1241.9922
2016-05-23,1242.6777,1242.7017,1242.6663,1242.6556,1242.7059,1242.7897,1242.7329
2016-05-24,1243.4185,1243.4424,1243.407,1243.3964,1243.4467,1243.5304,1243.4736
2016-05-25,1244.1592,1244.1831,1244.1477,1244.1371,1244.1874,1244.2711,1244.2144
2016-05-26,1244.8999,1244.9238,1244.8884,1244.8778,1244.9281,1245.0118,1244.9551
2016-05-27,1245.6406,1245.6646,1245.6292,1245.6185,1245.6688,1245.7526,1245.6958
2016-05-29,1246.3813,1246.4053,1246.3699,1246.3593,1246.4095,1246.4933,1246.4365
2016-05-30,1247.1221,1247.146,1247.1106,1247.1,1247.1503,1247.234,1247.1772
2016-05-31,1247.8628,1247.8867,1247.8513,1247.8407,1247.891,1247.9747,1247.918
2016-06-01,1248.6035,1248.6274,1248.592,1248.5814,1248.6317,1248.7155,1248.6587
2016-06-02,1249.3442,1249.3682,1249.3328,1249.3221,1249.3724,1249.4562,1249.3994
2016-06-03,1250.085,1250.1089,1250.0735,1250.0629,1250.1132,1250.1969,1250.1401
2016-06-05,1250.8257,1250.8496,1250.8142,1250.8036,1250.8539,1250.9376,1250.8809
2016-06-06,1251.5664,1251.5903,1251.5549,1251.5443,1251.5946,1251.6783,1251.6216
2016-06-07,1252.3071,1252.331,1252.2957,1252.285,1252.3353,1252.4191,1252.3623
2016-06-08,1253.0479,1253.0718,1253.0364,1253.0258,1253.076,1253.1598,1253.103
2016-06-09,1253.7886,1253.8125,1253.7771,1253.7665,1253.8168,1253.9005,1253.8438
2016-06-10,1254.5293,1254.5532,1254.5178,1254.5072,1254.5575,1254.6412,1254.5845
2016-06-12,1255.27,1255.294,1255.2585,1255.2479,1255.2982,1255.382,1255.3252
2016-06-13,1256.0107,1256.0347,1255.9993,1255.9886,1256.039,1256.1227,1256.0659
2016-06-14,1256.7515,1256.7754,1256.74,1256.7294,1256.7797,1256.8634,1256.8066
2016-06-15,1257.4922,1257.5161,1257.4807,1257.4701,1257.5204,1257.6041,1257.5474
2016-06-16,1258.2329,1258.2568,1258.2214,1258.2108,1258.2611,1258.3448,1258.2881
2016-06-17,1258.9736,1258.9976,1258.9622,1258.9515,1259.0018,1259.0856,1259.0288
2016-06-19,1259.7144,1259.7383,1259.7029,1259.6923,1259.7426,1259.8263,1259.7695
2016-06-20,1260.4551,1260.479,1260.4436,1260.433,1260.4833,1260.567,1260.5103
2016-06-21,1261.1958,1261.2197,1261.1843,1261.1737,1261.224,1261.3077,1261.251
2016-06-22,1261.9365,1261.9604,1261.925,1261.9144,1261.9647,1262.0485,1261.9917
2016-06-23,1262.6772,1262.7012,1262.6658,1262.6552,1262.7054,1262.7892,1262.7324
2016-06-24,1263.418,1263.4419,1263.4065,1263.3959,1263.4462,1263.5299,1263.4731
2016-06-26,1264.1587,1264.1826,1264.1472,1264.1366,1264.1869,1264.2706,1264.2139
2016-06-27,1264.8994,1264.9233,1264.888,1264.8773,1264.9276,1265.0114,1264.9546
2016-06-28,1265.6401,1265.6641,1265.6287,1265.618,1265.6683,1265.7521,1265.6953
2016-06-29,1266.3809,1266.4048,1266.3694,1266.3588,1266.409,1266.4928,1266.436
2016-06-30,1267.1216,1267.1455,1267.1101,1267.0995,1267.1498,1267.2335,1267.1768
2016-07-01,1267.8623,1267.8862,1267.8508,1267.8402,1267.8905,1267.9742,1267.9175
2016-07-03,1268.603,1268.627,1268.5916,1268.5809,1268.6312,1268.715,1268.6582
2016-07-04,1269.3438,1269.3677,1269.3323,1269.3217,1269.372,1269.4557,1269.3989
2016-07-05,1270.0845,1270.1084,1270.073,1270.0624,1270.1127,1270.1964,1270.1396
2016-07-06,1270.8252,1270.8491,1270.8137,1270.8031,1270.8534,1270.9371,1270.8804
