,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD,XAUAUD
2016-07-07,1271.5659,1271.5898,1271.5544,1271.5438,1271.5941,1271.6779,1271.6211
2016-07-08,1272.3066,1272.3306,1272.2952,1272.2845,1272.3348,1272.4186,1272.3618
2016-07-10,1273.0474,1273.0713,1273.0359,1273.0253,1273.0756,1273.1593,1273.1025
2016-07-11,1273.7881,1273.812,1273.7766,1273.766,1273.8163,1273.9,1273.8433
2016-07-12,1274.5288,1274.5527,1274.5173,1274.5067,1274.557,1274.6407,1274.584
2016-07-13,1275.2695,1275.2935,1275.258,1275.2474,1275.2977,1275.3815,1275.3247
2016-07-14,1276.0103,1276.0342,1275.9988,1275.9882,1276.0385,1276.1222,1276.0654
2016-07-15,1276.751,1276.7749,1276.7395,1276.7289,1276.7792,1276.8629,1276.8062
2016-07-17,1277.4917,1277.5156,1277.4802,1277.4696,1277.5199,1277.6036,1277.5469
2016-07-18,1278.2324,1278.2563,1278.221,1278.2103,1278.2606,1278.3444,1278.2876
2016-07-19,1278.9731,1278.9971,1278.9617,1278.951,1279.0013,1279.0851,1279.0283
2016-07-20,1279.7139,1279.7378,1279.7024,1279.6918,1279.7421,1279.8258,1279.769
2016-07-21,1280.4546,1280.4785,1280.4431,1280.4325,1280.4828,1280.5665,1280.5098
2016-07-22,1281.1953,1281.2192,1281.1838,1281.1732,1281.2235,1281.3073,1281.2505
2016-07-24,1281.936,1281.96,1281.9246,1281.914,1281.9642,1282.048,1281.9912
2016-07-25,1282.6768,1282.7007,1282.6653,1282.6547,1282.705,1282.7887,1282.7319
2016-07-26,1283.4175,1283.4414,1283.406,1283.3954,1283.4457,1283.5294,1283.4727
2016-07-27,1284.1582,1284.1821,1284.1467,1284.1361,1284.1864,1284.2701,1284.2134
2016-07-28,1284.8989,1284.9229,1284.8875,1284.8768,1284.9271,1285.0109,1284.9541
2016-07-29,1285.6396,1285.6636,1285.6282,1285.6176,1285.6678,1285.7516,1285.6948
2016-07-31,1286.3804,1286.4043,1286.3689,1286.3583,1286.4086,1286.4923,1286.4355
2016-08-01,1287.1211,1287.145,1287.1096,1287.099,1287.1493,1287.233,1287.1763
2016-08-02,1287.8618,1287.8857,1287.8503,1287.8397,1287.89,1287.9738,1287.917
2016-08-03,1288.6025,1288.6265,1288.5911,1288.5804,1288.6307,1288.7145,1288.6577
2016-08-04,1289.3433,1289.3672,1289.3318,1289.3212,1289.3715,1289.4552,1289.3984
2016-08-05,1290.084,1290.1079,1290.0725,1290.0619,1290.1122,1290.1959,1290.1392
2016-08-07,1290.8247,1290.8486,1290.8132,1290.8026,1290.8529,1290.9366,1290.8799
2016-08-08,1291.5654,1291.5894,1291.554,1291.5433,1291.5936,1291.6774,1291.6206
2016-08-09,1292.3062,1292.3301,1292.2947,1292.284,1292.3344,1292.4181,1292.3613
2016-08-10,1293.0469,1293.0708,1293.0354,1293.0248,1293.0751,1293.1588,1293.102
2016-08-11,1293.7876,1293.8115,1293.7761,1293.7655,1293.8158,1293.8995,1293.8428
2016-08-12,1294.5283,1294.5522,1294.5168,1294.5062,1294.5565,1294.6403,1294.5835
2016-08-14,1295.269,1295.293,1295.2576,1295.247,1295.2972,1295.381,1295.3242
2016-08-15,1296.0098,1296.0337,1295.9983,1295.9877,1296.038,1296.1217,1296.065
2016-08-16,1296.7505,1296.7744,1296.739,1296.7284,1296.7787,1296.8624,1296.8057
2016-08-17,1297.4912,1297.5151,1297.4797,1297.4691,1297.5194,1297.6031,1297.5464
2016-08-18,1298.2319,1298.2559,1298.2205,1298.2098,1298.2601,1298.3439,1298.2871
2016-08-19,1298.9727,1298.9966,1298.9612,1298.9506,1299.0009,1299.0846,1299.0278
2016-08-21,1299.7134,1299.7373,1299.7019,1299.6913,1299.7416,1299.8253,1299.7686
2016-08-22,1300.4541,1300.478,1300.4426,1300.432,1300.4823,1300.566,1300.5093
2016-08-23,1301.1948,1301.2188,1301.1833,1301.1727,1301.223,1301.3068,1301.25
2016-08-24,1301.9355,1301.9595,1301.9241,1301.9135,1301.9637,1302.0475,1301.9907
2016-08-25,1302.6763,1302.7002,1302.6648,1302.6542,1302.7045,1302.7882,1302.7314
2016-08-26,1303.417,1303.4409,1303.4055,1303.3949,1303.4452,1303.5289,1303.4722
2016-08-28,1304.1577,1304.1816,1304.1462,1304.1356,1304.1859,1304.2697,1304.2129
2016-08-29,1304.8984,1304.9224,1304.887,1304.8763,1304.9266,1305.0104,1304.9536
2016-08-30,1305.6392,1305.6631,1305.6277,1305.6171,1305.6674,1305.7511,1305.6943
2016-08-31,1306.3799,1306.4038,1306.3684,1306.3578,1306.4081,1306.4918,1306.435
2016-09-01,1307.1206,1307.1445,1307.1091,1307.0985,1307.1488,1307.2325,1307.1758
2016-09-02,1307.8613,1307.8853,1307.8499,1307.8392,1307.8895,1307.9733,1307.9165
2016-09-04,1308.602,1308.626,1308.5906,1308.58,1308.6302,1308.714,1308.6572
2016-09-05,1309.3428,1309.3667,1309.3313,1309.3207,1309.371,1309.4547,1309.398
2016-09-06,1310.0835,1310.1074,1310.072,1310.0614,1310.1117,1310.1954,1310.1387
2016-09-07,1310.8242,1310.8481,1310.8127,1310.8021,1310.8524,1310.9362,1310.8794
2016-09-08,1311.565,1311.5889,1311.5535,1311.5428,1311.5931,1311.6769,1311.6201
2016-09-09,1312.3057,1312.3296,1312.2942,1312.2836,1312.3339,1312.4176,1312.3608
2016-09-11,1313.0464,1313.0703,1313.0349,1313.0243,1313.0746,1313.1583,1313.1016
2016-09-12,1313.7871,1313.811,1313.7756,1313.765,1313.8153,1313.899,1313.8423
2016-09-13,1314.5278,1314.5518,1314.5164,1314.5057,1314.556,1314.6398,1314.583
2016-09-14,1315.2686,1315.2925,1315.2571,1315.2465,1315.2968,1315.3805,1315.3237
2016-09-15,1316.0093,1316.0332,1315.9978,1315.9872,1316.0375,1316.1212,1316.0645
2016-09-16,1316.75,1316.7739,1316.7385,1316.7279,1316.7782,1316.8619,1316.8052
2016-09-18,1317.4907,1317.5146,1317.4792,1317.4686,1317.5189,1317.6027,1317.5459
2016-09-19,1318.2314,1318.2554,1318.22,1318.2094,1318.2596,1318.3434,1318.2866
2016-09-20,1318.9722,1318.9961,1318.9607,1318.9501,1319.0004,1319.0841,1319.0273
2016-09-21,1319.7129,1319.7368,1319.7014,1319.6908,1319.7411,1319.8248,1319.7681
2016-09-22,1320.4536,1320.4775,1320.4421,1320.4315,1320.4818,1320.5656,1320.5088
2016-09-23,1321.1943,1321.2183,1321.1829,1321.1722,1321.2225,1321.3063,1321.2495
2016-09-25,1321.935,1321.959,1321.9236,1321.913,1321.9633,1322.047,1321.9902
2016-09-26,1322.6758,1322.6997,1322.6643,1322.6537,1322.704,1322.7877,1322.731
2016-09-27,1323.4165,1323.4404,1323.405,1323.3944,1323.4447,1323.5284,1323.4717
2016-09-28,1324.1572,1324.1812,1324.1458,1324.1351,1324.1854,1324.2692,1324.2124
2016-09-29,1324.898,1324.9219,1324.8865,1324.8759,1324.9261,1325.0099,1324.9531
2016-09-30,1325.6387,1325.6626,1325.6272,1325.6166,1325.6669,1325.7506,1325.6938
2016-10-02,1326.3794,1326.4033,1326.3679,1326.3573,1326.4076,1326.4913,1326.4346
2016-10-03,1327.1201,1327.144,1327.1086,1327.098,1327.1483,1327.232,1327.1753
2016-10-04,1327.8608,1327.8848,1327.8494,1327.8387,1327.889,1327.9728,1327.916
2016-10-05,1328.6016,1328.6255,1328.5901,1328.5795,1328.6298,1328.7135,1328.6567
2016-10-06,1329.3423,1329.3662,1329.3308,1329.3202,1329.3705,1329.4542,1329.3975
2016-10-07,1330.083,1330.1069,1330.0715,1330.0609,1330.1112,1330.195,1330.1382
2016-10-09,1330.8237,1330.8477,1330.8123,1330.8016,1330.8519,1330.9357,1330.8789
2016-10-10,1331.5645,1331.5884,1331.553,1331.5424,1331.5927,1331.6764,1331.6196
2016-10-11,1332.3052,1332.3291,1332.2937,1332.2831,1332.3334,1332.4171,1332.3604
2016-10-12,1333.0459,1333.0698,1333.0344,1333.0238,1333.0741,1333.1578,1333.1011
2016-10-13,1333.7866,1333.8105,1333.7751,1333.7645,1333.8148,1333.8986,1333.8418
2016-10-14,1334.5273,1334.5513,1334.5159,1334.5052,1334.5555,1334.6393,1334.5825
2016-10-16,1335.2681,1335.292,1335.2566,1335.246,1335.2963,1335.38,1335.3232
2016-10-17,1336.0088,1336.0327,1335.9973,1335.9867,1336.037,1336.1207,1336.064
2016-10-18,1336.7495,1336.7734,1336.738,1336.7274,1336.7777,1336.8615,1336.8047
2016-10-19,1337.4902,1337.5142,1337.4788,1337.4681,1337.5184,1337.6022,1337.5454
2016-10-20,1338.231,1338.2549,1338.2195,1338.2089,1338.2592,1338.3429,1338.2861
2016-10-21,1338.9717,1338.9956,1338.9602,1338.9496,1338.9999,1339.0836,1339.0269
2016-10-23,1339.7124,1339.7363,1339.7009,1339.6903,1339.7406,1339.8243,1339.7676
2016-10-24,1340.4531,1340.477,1340.4417,1340.431,1340.4813,1340.5651,1340.5083
2016-10-25,1341.1938,1341.2178,1341.1824,1341.1718,1341.222,1341.3058,1341.249
2016-10-26,1341.9346,1341.9585,1341.9231,1341.9125,1341.9628,1342.0465,1341.9897
2016-10-27,1342.6753,1342.6992,1342.6638,1342.6532,1342.7035,1342.7872,1342.7305
2016-10-28,1343.416,1343.44,1343.4045,1343.3939,1343.4442,1343.528,1343.4712
2016-10-30,1344.1567,1344.1807,1344.1453,1344.1346,1344.1849,1344.2687,1344.2119
2016-10-31,1344.8975,1344.9214,1344.886,1344.8754,1344.9257,1345.0094,1344.9526
2016-11-01,1345.6382,1345.6621,1345.6267,1345.6161,1345.6664,1345.7501,1345.6934
2016-11-02,1346.3789,1346.4028,1346.3674,1346.3568,1346.4071,1346.4908,1346.4341
2016-11-03,1347.1196,1347.1436,1347.1082,1347.0975,1347.1478,1347.2316,1347.1748
2016-11-04,1347.8604,1347.8843,1347.8489,1347.8383,1347.8885,1347.9723,1347.9155
2016-11-06,1348.6011,1348.625,1348.5896,1348.579,1348.6293,1348.713,1348.6562
2016-11-07,1349.3418,1349.3657,1349.3303,1349.3197,1349.37,1349.4537,1349.397
2016-11-08,1350.0825,1350.1064,1350.071,1350.0604,1350.1107,1350.1945,1350.1377
2016-11-09,1350.8232,1350.8472,1350.8118,1350.8011,1350.8514,1350.9352,1350.8784
2016-11-10,1351.564,1351.5879,1351.5525,1351.5419,1351.5922,1351.6759,1351.6191
2016-11-11,1352.3047,1352.3286,1352.2932,1352.2826,1352.3329,1352.4166,1352.3599
2016-11-13,1353.0454,1353.0693,1353.0339,1353.0233,1353.0736,1353.1573,1353.1006
2016-11-14,1353.7861,1353.81,1353.7747,1353.764,1353.8143,1353.8981,1353.8413
2016-11-15,1354.5269,1354.5508,1354.5154,1354.5048,1354.555,1354.6388,1354.582
2016-11-16,1355.2676,1355.2915,1355.2561,1355.2455,1355.2958,1355.3795,1355.3228
2016-11-17,1356.0083,1356.0322,1355.9968,1355.9862,1356.0365,1356.1202,1356.0635
2016-11-18,1356.749,1356.773,1356.7375,1356.7269,1356.7772,1356.861,1356.8042
2016-11-20,1357.4897,1357.5137,1357.4783,1357.4677,1357.518,1357.6017,1357.5449
2016-11-21,1358.2305,1358.2544,1358.219,1358.2084,1358.2587,1358.3424,1358.2856
2016-11-22,1358.9712,1358.9951,1358.9597,1358.9491,1358.9994,1359.0831,1359.0264
2016-11-23,1359.7119,1359.7358,1359.7004,1359.6898,1359.7401,1359.8239,1359.7671
2016-11-24,1360.4526,1360.4766,1360.4412,1360.4305,1360.4808,1360.5646,1360.5078
2016-11-25,1361.1934,1361.2173,1361.1819,1361.1713,1361.2216,1361.3053,1361.2485
2016-11-27,1361.9341,1361.958,1361.9226,1361.912,1361.9623,1362.046,1361.9893
2016-11-28,1362.6748,1362.6987,1362.6633,1362.6527,1362.703,1362.7867,1362.73
2016-11-29,1363.4155,1363.4395,1363.404,1363.3934,1363.4437,1363.5275,1363.4707
2016-11-30,1364.1562,1364.1802,1364.1448,1364.1342,1364.1844,1364.2682,1364.2114
2016-12-01,1364.897,1364.9209,1364.8855,1364.8749,1364.9252,1365.0089,1364.9521
2016-12-02,1365.6377,1365.6616,1365.6262,1365.6156,1365.6659,1365.7496,1365.6929
2016-12-04,1366.3784,1366.4023,1366.367,1366.3563,1366.4066,1366.4904,1366.4336
2016-12-05,1367.1191,1367.1431,1367.1077,1367.097,1367.1473,1367.2311,1367.1743
2016-12-06,1367.8599,1367.8838,1367.8484,1367.8378,1367.8881,1367.9718,1367.915
2016-12-07,1368.6006,1368.6245,1368.5891,1368.5785,1368.6288,1368.7125,1368.6558
2016-12-08,1369.3413,1369.3652,1369.3298,1369.3192,1369.3695,1369.4532,1369.3965
2016-12-09,1370.082,1370.106,1370.0706,1370.0599,1370.1102,1370.194,1370.1372
2016-12-11,1370.8228,1370.8467,1370.8113,1370.8007,1370.851,1370.9347,1370.8779
2016-12-12,1371.5635,1371.5874,1371.552,1371.5414,1371.5917,1371.6754,1371.6187
2016-12-13,1372.3042,1372.3281,1372.2927,1372.2821,1372.3324,1372.4161,1372.3594
2016-12-14,1373.0449,1373.0688,1373.0334,1373.0228,1373.0731,1373.1569,1373.1001
2016-12-15,1373.7856,1373.8096,1373.7742,1373.7635,1373.8138,1373.8976,1373.8408
2016-12-16,1374.5264,1374.5503,1374.5149,1374.5043,1374.5546,1374.6383,1374.5815
2016-12-18,1375.2671,1375.291,1375.2556,1375.245,1375.2953,1375.379,1375.3223
2016-12-19,1376.0078,1376.0317,1375.9963,1375.9857,1376.036,1376.1198,1376.063
2016-12-20,1376.7485,1376.7725,1376.737,1376.7264,1376.7767,1376.8605,1376.8037
2016-12-21,1377.4893,1377.5132,1377.4778,1377.4672,1377.5175,1377.6012,1377.5444
2016-12-22,1378.23,1378.2539,1378.2185,1378.2079,1378.2582,1378.3419,1378.2852
2016-12-23,1378.9707,1378.9946,1378.9592,1378.9486,1378.9989,1379.0826,1379.0259
2016-12-26,1379.7114,1379.7354,1379.7,1379.6893,1379.7396,1379.8234,1379.7666
2016-12-27,1380.4521,1380.4761,1380.4407,1380.43,1380.4803,1380.5641,1380.5073
2016-12-28,1381.1929,1381.2168,1381.1814,1381.1708,1381.2211,1381.3048,1381.248
2016-12-29,1381.9336,1381.9575,1381.9221,1381.9115,1381.9618,1382.0455,1381.9888
2016-12-30,1382.6743,1382.6982,1382.6628,1382.6522,1382.7025,1382.7863,1382.7295
2017-01-02,1383.415,1383.439,1383.4036,1383.393,1383.4432,1383.527,1383.4702
2017-01-03,1384.1558,1384.1797,1384.1443,1384.1337,1384.184,1384.2677,1384.2109
2017-01-04,1384.8965,1384.9204,1384.885,1384.8744,1384.9247,1385.0084,1384.9517
2017-01-05,1385.6372,1385.6611,1385.6257,1385.6151,1385.6654,1385.7491,1385.6924
2017-01-06,1386.3779,1386.4019,1386.3665,1386.3558,1386.4061,1386.4899,1386.4331
2017-01-08,1387.1187,1387.1426,1387.1072,1387.0966,1387.1469,1387.2306,1387.1738
2017-01-09,1387.8594,1387.8833,1387.8479,1387.8373,1387.8876,1387.9713,1387.9146
2017-01-10,1388.6001,1388.624,1388.5886,1388.578,1388.6283,1388.712,1388.6553
2017-01-11,1389.3408,1389.3647,1389.3293,1389.3187,1389.369,1389.4528,1389.396
2017-01-12,1390.0815,1390.1055,1390.0701,1390.0594,1390.1097,1390.1935,1390.1367
2017-01-13,1390.8223,1390.8462,1390.8108,1390.8002,1390.8505,1390.9342,1390.8774
2017-01-15,1391.563,1391.5869,1391.5515,1391.5409,1391.5912,1391.6749,1391.6182
2017-01-16,1392.3037,1392.3276,1392.2922,1392.2816,1392.3319,1392.4156,1392.3589
2017-01-17,1393.0444,1393.0684,1393.033,1393.0223,1393.0726,1393.1564,1393.0996
2017-01-18,1393.7852,1393.8091,1393.7737,1393.7631,1393.8134,1393.8971,1393.8403
2017-01-19,1394.5259,1394.5498,1394.5144,1394.5038,1394.5541,1394.6378,1394.581
2017-01-20,1395.2666,1395.2905,1395.2551,1395.2445,1395.2948,1395.3785,1395.3218
2017-01-22,1396.0073,1396.0312,1395.9958,1395.9852,1396.0355,1396.1193,1396.0625
2017-01-23,1396.748,1396.772,1396.7366,1396.726,1396.7762,1396.86,1396.8032
2017-01-24,1397.4888,1397.5127,1397.4773,1397.4667,1397.517,1397.6007,1397.544
2017-01-25,1398.2295,1398.2534,1398.218,1398.2074,1398.2577,1398.3414,1398.2847
2017-01-26,1398.9702,1398.9941,1398.9587,1398.9481,1398.9984,1399.0822,1399.0254
2017-01-27,1399.7109,1399.7349,1399.6995,1399.6888,1399.7391,1399.8229,1399.7661
2017-01-29,1400.4517,1400.4756,1400.4402,1400.4296,1400.4799,1400.5636,1400.5068
2017-01-30,1401.1924,1401.2163,1401.1809,1401.1703,1401.2206,1401.3043,1401.2476
2017-01-31,1401.9331,1401.957,1401.9216,1401.911,1401.9613,1402.045,1401.9883
2017-02-01,1402.6738,1402.6978,1402.6624,1402.6517,1402.702,1402.7858,1402.729
2017-02-02,1403.4146,1403.4385,1403.4031,1403.3925,1403.4427,1403.5265,1403.4697
2017-02-03,1404.1553,1404.1792,1404.1438,1404.1332,1404.1835,1404.2672,1404.2104
2017-02-05,1404.896,1404.9199,1404.8845,1404.8739,1404.9242,1405.0079,1404.9512
2017-02-06,1405.6367,1405.6606,1405.6252,1405.6146,1405.6649,1405.7487,1405.6919
2017-02-07,1406.3774,1406.4014,1406.366,1406.3553,1406.4056,1406.4894,1406.4326
2017-02-08,1407.1182,1407.1421,1407.1067,1407.0961,1407.1464,1407.2301,1407.1733
2017-02-09,1407.8589,1407.8828,1407.8474,1407.8368,1407.8871,1407.9708,1407.9141
2017-02-10,1408.5996,1408.6235,1408.5881,1408.5775,1408.6278,1408.7115,1408.6548
2017-02-12,1409.3403,1409.3643,1409.3289,1409.3182,1409.3685,1409.4523,1409.3955
2017-02-13,1410.081,1410.105,1410.0696,1410.059,1410.1093,1410.193,1410.1362
2017-02-14,1410.8218,1410.8457,1410.8103,1410.7997,1410.85,1410.9337,1410.877
2017-02-15,1411.5625,1411.5864,1411.551,1411.5404,1411.5907,1411.6744,1411.6177
2017-02-16,1412.3032,1412.3271,1412.2917,1412.2811,1412.3314,1412.4152,1412.3584
2017-02-17,1413.044,1413.0679,1413.0325,1413.0219,1413.0721,1413.1559,1413.0991
2017-02-26,1413.7847,1413.8086,1413.7732,1413.7626,1413.8129,1413.8966,1413.8398
2017-02-27,1414.5254,1414.5493,1414.5139,1414.5033,1414.5536,1414.6373,1414.5806
2017-02-28,1415.2661,1415.29,1415.2546,1415.244,1415.2943,1415.378,1415.3213
2017-03-01,1416.0068,1416.0308,1415.9954,1415.9847,1416.035,1416.1188,1416.062
2017-03-02,1416.7476,1416.7715,1416.7361,1416.7255,1416.7758,1416.8595,1416.8027
2017-03-03,1417.4883,1417.5122,1417.4768,1417.4662,1417.5165,1417.6002,1417.5435
2017-03-05,1418.229,1418.2529,1418.2175,1418.2069,1418.2572,1418.341,1418.2842
2017-03-06,1418.9697,1418.9937,1418.9583,1418.9476,1418.9979,1419.0817,1419.0249
2017-03-07,1419.7104,1419.7344,1419.699,1419.6884,1419.7386,1419.8224,1419.7656
2017-03-08,1420.4512,1420.4751,1420.4397,1420.4291,1420.4794,1420.5631,1420.5063
2017-03-09,1421.1919,1421.2158,1421.1804,1421.1698,1421.2201,1421.3038,1421.2471
2017-03-10,1421.9326,1421.9565,1421.9211,1421.9105,1421.9608,1422.0446,1421.9878
2017-03-12,1422.6733,1422.6973,1422.6619,1422.6512,1422.7015,1422.7853,1422.7285
2017-03-13,1423.4141,1423.438,1423.4026,1423.392,1423.4423,1423.526,1423.4692
2017-03-14,1424.1548,1424.1787,1424.1433,1424.1327,1424.183,1424.2667,1424.21
2017-03-15,1424.8955,1424.9194,1424.884,1424.8734,1424.9237,1425.0074,1424.9507
2017-03-16,1425.6362,1425.6602,1425.6248,1425.6141,1425.6644,1425.7482,1425.6914
2017-03-17,1426.377,1426.4009,1426.3655,1426.3549,1426.4052,1426.4889,1426.4321
2017-03-19,1427.1177,1427.1416,1427.1062,1427.0956,1427.1459,1427.2296,1427.1729
2017-03-20,1427.8584,1427.8823,1427.8469,1427.8363,1427.8866,1427.9703,1427.9136
2017-03-21,1428.5991,1428.623,1428.5876,1428.577,1428.6273,1428.711,1428.6543
2017-03-22,1429.3398,1429.3638,1429.3284,1429.3177,1429.368,1429.4518,1429.395
2017-03-23,1430.0806,1430.1045,1430.0691,1430.0585,1430.1088,1430.1925,1430.1357
2017-03-24,1430.8213,1430.8452,1430.8098,1430.7992,1430.8495,1430.9332,1430.8765
2017-03-26,1431.562,1431.5859,1431.5505,1431.5399,1431.5902,1431.674,1431.6172
2017-03-27,1432.3027,1432.3267,1432.2913,1432.2806,1432.3309,1432.4147,1432.3579
2017-03-28,1433.0435,1433.0674,1433.032,1433.0214,1433.0717,1433.1554,1433.0986
2017-03-29,1433.7842,1433.8081,1433.7727,1433.7621,1433.8124,1433.8961,1433.8394
2017-03-30,1434.5249,1434.5488,1434.5134,1434.5028,1434.5531,1434.6368,1434.5801
2017-03-31,1435.2656,1435.2896,1435.2542,1435.2435,1435.2938,1435.3776,1435.3208
2017-04-02,1436.0063,1436.0303,1435.9949,1435.9843,1436.0345,1436.1183,1436.0615
2017-04-03,1436.7471,1436.771,1436.7356,1436.725,1436.7753,1436.859,1436.8022
2017-04-04,1437.4878,1437.5117,1437.4763,1437.4657,1437.516,1437.5997,1437.543
2017-04-05,1438.2285,1438.2524,1438.217,1438.2064,1438.2567,1438.3405,1438.2837
2017-04-06,1438.9692,1438.9932,1438.9578,1438.9471,1438.9974,1439.0812,1439.0244
2017-04-07,1439.71,1439.7339,1439.6985,1439.6879,1439.7382,1439.8219,1439.7651
2017-04-09,1440.4507,1440.4746,1440.4392,1440.4286,1440.4789,1440.5626,1440.5059
2017-04-10,1441.1914,1441.2153,1441.1799,1441.1693,1441.2196,1441.3033,1441.2466
2017-04-11,1441.9321,1441.956,1441.9207,1441.91,1441.9603,1442.0441,1441.9873
2017-04-12,1442.6729,1442.6968,1442.6614,1442.6508,1442.701,1442.7848,1442.728
2017-04-13,1443.4136,1443.4375,1443.4021,1443.3915,1443.4418,1443.5255,1443.4688
2017-04-16,1444.1543,1444.1782,1444.1428,1444.1322,1444.1825,1444.2662,1444.2095
2017-04-17,1444.895,1444.919,1444.8835,1444.8729,1444.9232,1445.007,1444.9502
2017-04-18,1445.6357,1445.6597,1445.6243,1445.6136,1445.664,1445.7477,1445.6909
2017-04-19,1446.3765,1446.4004,1446.365,1446.3544,1446.4047,1446.4884,1446.4316
2017-04-20,1447.1172,1447.1411,1447.1057,1447.0951,1447.1454,1447.2291,1447.1724
2017-04-21,1447.8579,1447.8818,1447.8464,1447.8358,1447.8861,1447.9698,1447.9131
2017-04-23,1448.5986,1448.6226,1448.5872,1448.5765,1448.6268,1448.7106,1448.6538
2017-04-24,1449.3394,1449.3633,1449.3279,1449.3173,1449.3676,1449.4513,1449.3945
2017-04-25,1450.0801,1450.104,1450.0686,1450.058,1450.1083,1450.192,1450.1353
2017-04-26,1450.8208,1450.8447,1450.8093,1450.7987,1450.849,1450.9327,1450.876
2017-04-27,1451.5615,1451.5854,1451.55,1451.5394,1451.5897,1451.6735,1451.6167
2017-04-28,1452.3022,1452.3262,1452.2908,1452.2802,1452.3304,1452.4142,1452.3574
2017-04-30,1453.043,1453.0669,1453.0315,1453.0209,1453.0712,1453.1549,1453.0981
2017-05-01,1453.7837,1453.8076,1453.7722,1453.7616,1453.8119,1453.8956,1453.8389
2017-05-02,1454.5244,1454.5483,1454.513,1454.5023,1454.5526,1454.6364,1454.5796
2017-05-03,1455.2651,1455.2891,1455.2537,1455.243,1455.2933,1455.3771,1455.3203
2017-05-04,1456.0059,1456.0298,1455.9944,1455.9838,1456.034,1456.1178,1456.061
2017-05-05,1456.7466,1456.7705,1456.7351,1456.7245,1456.7748,1456.8585,1456.8018
2017-05-07,1457.4873,1457.5112,1457.4758,1457.4652,1457.5155,1457.5992,1457.5425
2017-05-08,1458.228,1458.252,1458.2166,1458.2059,1458.2562,1458.34,1458.2832
2017-05-09,1458.9688,1458.9927,1458.9573,1458.9467,1458.997,1459.0807,1459.0239
2017-05-10,1459.7095,1459.7334,1459.698,1459.6874,1459.7377,1459.8214,1459.7646
2017-05-11,1460.4502,1460.4741,1460.4387,1460.4281,1460.4784,1460.5621,1460.5054
2017-05-12,1461.1909,1461.2148,1461.1794,1461.1688,1461.2191,1461.3029,1461.2461
2017-05-14,1461.9316,1461.9556,1461.9202,1461.9095,1461.9598,1462.0436,1461.9868
2017-05-15,1462.6724,1462.6963,1462.6609,1462.6503,1462.7006,1462.7843,1462.7275
2017-05-16,1463.4131,1463.437,1463.4016,1463.391,1463.4413,1463.525,1463.4683
2017-05-17,1464.1538,1464.1777,1464.1423,1464.1317,1464.182,1464.2657,1464.209
2017-05-18,1464.8945,1464.9185,1464.883,1464.8724,1464.9227,1465.0065,1464.9497
2017-05-19,1465.6353,1465.6592,1465.6238,1465.6132,1465.6635,1465.7472,1465.6904
2017-05-21,1466.376,1466.3999,1466.3645,1466.3539,1466.4042,1466.4879,1466.4312
2017-05-22,1467.1167,1467.1406,1467.1052,1467.0946,1467.1449,1467.2286,1467.1719
2017-05-23,1467.8574,1467.8813,1467.846,1467.8353,1467.8856,1467.9694,1467.9126
2017-05-24,1468.5981,1468.6221,1468.5867,1468.576,1468.6263,1468.7101,1468.6533
2017-05-25,1469.3389,1469.3628,1469.3274,1469.3168,1469.3671,1469.4508,1469.394
2017-05-26,1470.0796,1470.1035,1470.0681,1470.0575,1470.1078,1470.1915,1470.1348
2017-05-28,1470.8203,1470.8442,1470.8088,1470.7982,1470.8485,1470.9323,1470.8755
2017-05-29,1471.561,1471.585,1471.5496,1471.539,1471.5892,1471.673,1471.6162
2017-05-30,1472.3018,1472.3257,1472.2903,1472.2797,1472.33,1472.4137,1472.3569
2017-05-31,1473.0425,1473.0664,1473.031,1473.0204,1473.0707,1473.1544,1473.0977
2017-06-01,1473.7832,1473.8071,1473.7717,1473.7611,1473.8114,1473.8951,1473.8384
2017-06-02,1474.5239,1474.5479,1474.5125,1474.5018,1474.5521,1474.6359,1474.5791
2017-06-04,1475.2646,1475.2886,1475.2532,1475.2426,1475.2928,1475.3766,1475.3198
2017-06-05,1476.0054,1476.0293,1475.9939,1475.9833,1476.0336,1476.1173,1476.0605
2017-06-06,1476.7461,1476.77,1476.7346,1476.724,1476.7743,1476.858,1476.8013
2017-06-07,1477.4868,1477.5107,1477.4753,1477.4647,1477.515,1477.5988,1477.542
2017-06-08,1478.2275,1478.2515,1478.2161,1478.2054,1478.2557,1478.3395,1478.2827
2017-06-09,1478.9683,1478.9922,1478.9568,1478.9462,1478.9965,1479.0802,1479.0234
2017-06-11,1479.709,1479.7329,1479.6975,1479.6869,1479.7372,1479.8209,1479.7642
2017-06-12,1480.4497,1480.4736,1480.4382,1480.4276,1480.4779,1480.5616,1480.5049
2017-06-13,1481.1904,1481.2144,1481.179,1481.1683,1481.2186,1481.3024,1481.2456
2017-06-14,1481.9312,1481.9551,1481.9197,1481.909,1481.9594,1482.0431,1481.9863
2017-06-15,1482.6719,1482.6958,1482.6604,1482.6498,1482.7001,1482.7838,1482.727
2017-06-16,1483.4126,1483.4365,1483.4011,1483.3905,1483.4408,1483.5245,1483.4678
2017-06-18,1484.1533,1484.1772,1484.1418,1484.1312,1484.1815,1484.2653,1484.2085
2017-06-19,1484.894,1484.918,1484.8826,1484.872,1484.9222,1485.006,1484.9492
