,USDPLN,USDPLN,USDPLN,USDPLN,USDPLN,USDPLN,USDPLN
2012-12-05,3.2030494,3.2025497,3.1945796,3.1944315,3.208933,3.2028677,3.211419
2012-12-06,3.20359,3.206403,3.1929665,3.1972818,3.2060876,3.1925344,3.1878464
2012-12-07,3.1971374,3.203747,3.2037475,3.1970596,3.1955135,3.1967032,3.1925094
2012-12-09,3.216607,3.2031682,3.1971848,3.2016463,3.1866589,3.194094,3.2025738
2012-12-10,3.2009969,3.188897,3.172796,3.2008495,3.192447,3.1882005,3.176846
2012-12-11,3.2080598,3.204215,3.1970286,3.1900914,3.1835127,3.193922,3.1979172
2012-12-12,3.2096887,3.1973228,3.1892815,3.1931422,3.1942132,3.1969407,3.1808558
2012-12-13,3.1967185,3.1998262,3.205673,3.1853971,3.191032,3.1846719,3.1862078
2012-12-14,3.1977859,3.1888955,3.1790998,3.1926322,3.1812437,3.1704452,3.173746
2012-12-16,3.192752,3.1773825,3.1883216,3.1858315,3.1823428,3.169345,3.1680627
2012-12-17,3.1857293,3.1875682,3.1879041,3.1791508,3.1810112,3.1734862,3.1793318
2012-12-18,3.1902273,3.1954823,3.1958919,3.1673417,3.182789,3.1676097,3.1624403
2012-12-19,3.1805778,3.1791735,3.1715915,3.18446,3.173015,3.1631098,3.1640553
2012-12-20,3.1815748,3.182622,3.1797767,3.1715546,3.1702905,3.1709716,3.148531
2012-12-21,3.1811924,3.1837268,3.1567986,3.1619253,3.1726964,3.1662214,3.1527305
2012-12-23,3.1744351,3.169259,3.1793935,3.1591425,3.1640584,3.1570125,3.1614823
2012-12-24,3.1672087,3.1685662,3.1592553,3.1605096,3.165828,3.1609774,3.1560435
2012-12-26,3.1697884,3.1708102,3.1757424,3.150373,3.1482584,3.1663806,3.148245
2012-12-27,3.1578736,3.1550362,3.145805,3.1466577,3.1435585,3.1417005,3.152944
2012-12-28,3.185985,3.1623201,3.1625152,3.160151,3.1278133,3.1352916,3.1517894
2012-12-30,3.1648679,3.146117,3.1615353,3.147881,3.1501727,3.1523414,3.1268873
2012-12-31,3.1439357,3.1508453,3.150075,3.1424057,3.1483102,3.1394377,3.137683
2013-01-02,3.1622093,3.1451437,3.1399968,3.1526518,3.1428328,3.1461647,3.1359699
2013-01-03,3.1520576,3.1476665,3.1517975,3.1508753,3.1143837,3.1352131,3.156372
2013-01-04,3.148394,3.1499095,3.1480613,3.1484647,3.1109974,3.1418092,3.147625
2013-01-06,3.1210096,3.1499362,3.1261246,3.1378438,3.1460352,3.1391034,3.1296988
2013-01-07,3.1219916,3.1499767,3.1572435,3.1304653,3.144327,3.139476,3.1345482
2013-01-08,3.120743,3.150007,3.1474144,3.132473,3.1391006,3.1238782,3.11419
2013-01-09,3.1290495,3.1426437,3.1343288,3.1308255,3.1301076,3.123964,3.1205242
2013-01-10,3.1478715,3.137184,3.1276803,3.1337485,3.1180863,3.118759,3.1127057
2013-01-11,3.1378694,3.1333377,3.1282496,3.1185467,3.116404,3.1107147,3.1094987
2013-01-13,3.1317585,3.118954,3.1248782,3.1143951,3.106777,3.1121686,3.1019108
2013-01-14,3.1299553,3.1172426,3.1134741,3.0983264,3.1048405,3.090592,3.0946355
2013-01-15,3.1230743,3.1203656,3.0995898,3.1017535,3.0960026,3.0998683,3.1050875
2013-01-16,3.116923,3.101963,3.106593,3.1130893,3.1002264,3.0972838,3.0968528
2013-01-17,3.1148276,3.0993736,3.099719,3.106193,3.1183007,3.0877435,3.1091125
2013-01-18,3.1065533,3.1040444,3.0996895,3.096999,3.100355,3.0994077,3.1016762
2013-01-20,3.1017,3.1021817,3.0996637,3.100453,3.099973,3.1054235,3.1040406
2013-01-21,3.1046743,3.0897028,3.0996387,3.1041532,3.1001322,3.0995681,3.1084146
2013-01-22,3.104674,3.100508,3.0996041,3.0976577,3.1040483,3.0514896,3.096427
2013-01-23,3.1046238,3.0966985,3.0995617,3.1004524,3.0993276,3.073929,3.1039312
2013-01-24,3.1046727,3.1048884,3.0995417,3.1149724,3.0965059,3.0994258,3.1010385
2013-01-25,3.104701,3.0919428,3.0995154,3.101671,3.0981402,3.1060376,3.1020565
2013-01-27,3.104682,3.0996842,3.0889318,3.0999954,3.0955024,3.0982301,3.1051807
2013-01-28,3.1046755,3.10157,3.0989041,3.0972388,3.090665,3.098598,3.1024315
2013-01-29,3.0971122,3.0963912,3.086657,3.0958173,3.106287,3.0921006,3.10425
2013-01-30,3.0875628,3.1004055,3.104932,3.1034343,3.09144,3.099562,3.101242
2013-01-31,3.1064894,3.0945277,3.100168,3.1033504,3.0917768,3.0967128,3.0929472
2013-02-01,3.10097,3.099154,3.0956242,3.096722,3.089647,3.096543,3.0987053
2013-02-03,3.0945647,3.1032102,3.1003795,3.0896368,3.102808,3.0966725,3.1042697
2013-02-04,3.1032524,3.1055515,3.0955157,3.105134,3.1023538,3.0983074,3.0946498
2013-02-05,3.0976877,3.1058502,3.1006026,3.0888283,3.1010273,3.0957425,3.0932446
2013-02-06,3.1033018,3.0988173,3.0954034,3.0941448,3.1036875,3.0949936,3.0965016
2013-02-07,3.0871863,3.1031802,3.1081502,3.092616,3.0996273,3.1016247,3.107079
2013-02-08,3.0965412,3.1070213,3.0980878,3.0995522,3.1077292,3.100588,3.0947075
2013-02-10,3.0978703,3.1007805,3.104348,3.1014185,3.1076608,3.0954802,3.1053557
2013-02-11,3.0971422,3.0968988,3.0974905,3.1068523,3.108162,3.0990415,3.0991256
2013-02-12,3.1085672,3.0996113,3.107816,3.094216,3.1076968,3.1043136,3.1063504
2013-02-13,3.10024,3.0973442,3.0925694,3.1032724,3.1115386,3.1065886,3.1057434
2013-02-14,3.1134355,3.102268,3.1027396,3.1095269,3.0892706,3.1044989,3.0929966
2013-02-15,3.091607,3.0943494,3.1036067,3.1068056,3.1003628,3.10423,3.1059895
2013-02-17,3.0897021,3.1094058,3.103004,3.112773,3.1065185,3.1124752,3.1049852
2013-02-18,3.1009612,3.1068313,3.1086526,3.1031144,3.0992017,3.1089735,3.1049407
2013-02-19,3.1052818,3.098571,3.100721,3.1096318,3.096603,3.0921543,3.1158671
2013-02-20,3.1035032,3.1042347,3.1014206,3.1019742,3.1024857,3.1162353,3.1095588
2013-02-21,3.1041079,3.1064737,3.0999842,3.0946367,3.1069262,3.1181474,3.1132338
2013-02-22,3.1028645,3.1044095,3.1068432,3.09979,3.103543,3.096634,3.110342
2013-02-24,3.1116302,3.1122465,3.1085916,3.1126127,3.1110308,3.0977867,3.1145751
2013-02-25,3.0967834,3.103413,3.0900164,3.1191876,3.1091409,3.1136897,3.1193786
2013-02-26,3.1003475,3.1232536,3.109223,3.1153312,3.1068382,3.1167321,3.1218827
2013-02-27,3.109045,3.1223512,3.1119993,3.11707,3.1199577,3.1229315,3.1199965
2013-02-28,3.107825,3.1127949,3.1195014,3.1181602,3.1142035,3.117034,3.1224608
2013-03-01,3.1128113,3.1219645,3.1188085,3.1213133,3.128831,3.1233537,3.119869
2013-03-03,3.1113596,3.1225095,3.1248941,3.1173155,3.1197207,3.1168232,3.1225135
2013-03-04,3.1236176,3.1176257,3.121705,3.1218443,3.118819,3.1235719,3.1197846
2013-03-05,3.123695,3.1210568,3.1193616,3.117606,3.1258867,3.1166036,3.1267943
2013-03-06,3.1186056,3.1256962,3.1164408,3.1236875,3.1232274,3.1237693,3.1322136
2013-03-07,3.1217103,3.1252654,3.1182303,3.1174595,3.125638,3.1264584,3.1440527
2013-03-08,3.1276193,3.11758,3.1281486,3.1251454,3.1334283,3.143874,3.1449013
2013-03-10,3.1230688,3.1254802,3.1162019,3.1359649,3.1383657,3.1364248,3.1450832
2013-03-11,3.1169116,3.1319256,3.127206,3.1330445,3.1420672,3.1564558,3.140582
2013-03-12,3.1250625,3.136655,3.1347294,3.144317,3.1329222,3.157568,3.1579924
2013-03-13,3.1284137,3.1377869,3.1397107,3.1500845,3.150382,3.1591303,3.1674275
2013-03-14,3.1342041,3.1353643,3.1329172,3.1487975,3.1437774,3.1490865,3.1617146
2013-03-15,3.140714,3.1563861,3.1549323,3.150775,3.1673913,3.1466246,3.1521704
2013-03-17,3.136245,3.1605146,3.159556,3.1598723,3.1677296,3.1679885,3.165955
2013-03-18,3.1483011,3.1647131,3.1793778,3.1611722,3.1721425,3.1506293,3.1654425
2013-03-19,3.142338,3.152618,3.1649923,3.167142,3.1681685,3.183211,3.1850526
2013-03-20,3.1605136,3.161205,3.1697683,3.1662805,3.160561,3.1780946,3.1687999
2013-03-21,3.166641,3.1683748,3.1823733,3.1865282,3.174694,3.1731968,3.1809814
2013-03-22,3.1674054,3.1524482,3.148965,3.1748064,3.1579285,3.159284,3.1748927
2013-03-24,3.1550753,3.1596277,3.1756928,3.1698458,3.1558607,3.1760507,3.1727448
2013-03-25,3.1846979,3.1718986,3.1706507,3.1719654,3.1856282,3.1795785,3.1718087
2013-03-26,3.1580334,3.1805458,3.1808705,3.1919131,3.1862152,3.1872106,3.183729
2013-03-27,3.178268,3.1752903,3.1921892,3.1942275,3.198666,3.183227,3.1811113
2013-03-28,3.173804,3.1898966,3.1927495,3.2006133,3.1762252,3.1738524,3.174457
2013-03-31,3.1899092,3.1866155,3.168566,3.1980648,3.1860104,3.1939294,3.1877818
2013-04-01,3.1769373,3.1695018,3.18616,3.1927586,3.1974213,3.1696873,3.1881526
2013-04-02,3.1913192,3.1703963,3.1991873,3.1896055,3.1843286,3.2150183,3.1876678
2013-04-03,3.1748655,3.1863122,3.1865737,3.2030544,3.1888254,3.1927705,3.1992993
2013-04-04,3.1800613,3.1948826,3.185677,3.1873183,3.1967485,3.200464,3.1960223
2013-04-05,3.1859572,3.1749256,3.2159672,3.1957636,3.194288,3.1971533,3.1964176
2013-04-07,3.1944654,3.1885145,3.1918073,3.194592,3.1989534,3.190652,3.1966152
2013-04-08,3.190505,3.194878,3.2000716,3.194755,3.1959643,3.1942182,3.1963863
2013-04-09,3.198176,3.1907086,3.1938803,3.1958756,3.1968307,3.1965683,3.1965964
2013-04-10,3.1970758,3.1894732,3.1888647,3.1963263,3.1939964,3.1989856,3.1963515
2013-04-11,3.198299,3.1961017,3.1915085,3.1972668,3.199377,3.1977012,3.1965778
2013-04-12,3.1971333,3.1966019,3.2010663,3.19427,3.1959326,3.1956449,3.1963158
2013-04-14,3.195549,3.196585,3.1939425,3.1956139,3.1969318,3.1937885,3.1965563
2013-04-15,3.1985464,3.1965675,3.1881788,3.1963677,3.1936693,3.1965973,3.196276
2013-04-16,3.1976173,3.19655,3.1912234,3.1974504,3.199863,3.1994815,3.1965346
2013-04-17,3.196213,3.1965303,3.2022045,3.193997,3.1958978,3.197946,3.1962361
2013-04-18,3.2003381,3.1965103,3.1940265,3.1955462,3.1970465,3.1954927,3.1965141
2013-04-19,3.190451,3.196489,3.1914415,3.196412,3.1932964,3.193282,3.1961973
2013-04-21,3.1919017,3.1964674,3.1898124,3.1976578,3.2004108,3.1931164,3.1964974
2013-04-22,3.2004728,3.1964443,3.2025046,3.1936872,3.195862,3.1913695,3.196164
2013-04-23,3.1988726,3.196422,3.1933308,3.1954687,3.1971807,3.2048552,3.1983783
2013-04-24,3.184964,3.1963928,3.1859694,3.1964614,3.1928833,3.1809864,3.157971
2013-04-25,3.1930761,3.1963718,3.2004647,3.1978996,3.1918678,3.1880872,3.199761
2013-04-26,3.1971366,3.1963463,3.193466,3.1883335,3.190167,3.2024288,3.1922283
2013-04-28,3.2000453,3.1963181,3.2013137,3.1984925,3.1837907,3.1839101,3.1788445
2013-04-29,3.1962752,3.1831722,3.194766,3.176374,3.1769018,3.1849186,3.1934621
2013-04-30,3.1859994,3.1892126,3.179767,3.1998205,3.1657512,3.1838431,3.1740506
2013-05-01,3.203668,3.1886334,3.1980836,3.1975763,3.1768699,3.15881,3.1603806
2013-05-02,3.1897335,3.178521,3.180539,3.1796536,3.1694765,3.1571727,3.1587057
2013-05-03,3.1838064,3.1777184,3.1785457,3.168593,3.1786005,3.1598032,3.1619496
2013-05-05,3.1761029,3.1828768,3.1950173,3.1622927,3.1776373,3.164607,3.1533906
2013-05-06,3.1788476,3.1698904,3.1579888,3.1714373,3.1722708,3.1596508,3.1609976
2013-05-07,3.175223,3.1651785,3.168159,3.1696923,3.163121,3.1582654,3.1663725
2013-05-08,3.165264,3.1769257,3.1738772,3.1655352,3.171219,3.154577,3.1675887
2013-05-09,3.1683948,3.1640759,3.1562743,3.1585855,3.1614895,3.1672988,3.1570504
2013-05-10,3.1679602,3.150716,3.1648347,3.163264,3.1623101,3.1693733,3.162538
2013-05-12,3.164621,3.1707518,3.1651084,3.1620798,3.1694052,3.1598725,3.162533
2013-05-13,3.1539795,3.1687608,3.1578681,3.1607118,3.1630538,3.1631224,3.1565855
2013-05-14,3.1670115,3.1572266,3.1597292,3.1660395,3.1624193,3.1644323,3.166295
2013-05-15,3.1630678,3.1642306,3.155537,3.1580968,3.1623333,3.1619847,3.1655598
2013-05-16,3.1610928,3.1653938,3.159477,3.1633074,3.159379,3.1634178,3.1674876
2013-05-17,3.1621687,3.1601584,3.152756,3.1619987,3.1698453,3.1618826,3.1712942
2013-05-19,3.1630754,3.1638722,3.1631007,3.1604996,3.168601,3.1580071,3.1569936
2013-05-20,3.1681256,3.1556253,3.165856,3.1570027,3.1699672,3.1657994,3.1722841
2013-05-21,3.17222,3.1641839,3.1648188,3.160343,3.1637616,3.17182,3.1828187
2013-05-22,3.1527581,3.1719735,3.1728835,3.1722987,3.1686258,3.1706948,3.1826086
2013-05-23,3.156664,3.1707509,3.1684725,3.169627,3.178105,3.1851842,3.1872263
2013-05-24,3.1594448,3.164438,3.1756132,3.1755896,3.1725514,3.1877465,3.1801713
2013-05-26,3.1654167,3.1706536,3.1787083,3.185911,3.1880765,3.1772156,3.184934
2013-05-27,3.1790364,3.1812775,3.1693265,3.1794612,3.192327,3.1980948,3.187859
2013-05-28,3.1755426,3.1872728,3.1768656,3.183385,3.1945662,3.192171,3.1975565
2013-05-29,3.18076,3.182861,3.181633,3.179714,3.1932163,3.1949394,3.2030058
2013-05-30,3.166331,3.1766384,3.178117,3.190127,3.1921287,3.1989417,3.2154312
2013-05-31,3.1845722,3.1984634,3.2048423,3.1935928,3.2009568,3.2116356,3.1975446
2013-06-02,3.19705,3.1920877,3.1983147,3.2080977,3.212008,3.2134736,3.2326844
2013-06-03,3.1946359,3.200958,3.2103057,3.2170572,3.2007136,3.2161105,3.2397146
2013-06-04,3.2005618,3.2000961,3.2111783,3.1903737,3.2119706,3.224112,3.2019455
2013-06-05,3.2005162,3.208198,3.2380567,3.2586808,3.2266645,3.2164657,3.2533894
2013-06-06,3.2147775,3.1965277,3.211208,3.240244,3.2399793,3.227316,3.2278595
2013-06-07,3.1992495,3.2580304,3.199039,3.231337,3.2241433,3.2118235,3.2583551
2013-06-09,3.2158582,3.209908,3.2522442,3.2430727,3.2303123,3.2322593,3.2332366
2013-06-10,3.2223878,3.2253788,3.2180424,3.2585692,3.2410786,3.2437859,3.223492
2013-06-11,3.2321742,3.238067,3.2290666,3.2035484,3.2313282,3.2387714,3.2387123
2013-06-12,3.2401097,3.2216856,3.2156725,3.230741,3.2355943,3.2436476,3.2301075
2013-06-13,3.2222414,3.2147427,3.2524529,3.2545469,3.2315288,3.2389905,3.2380135
2013-06-14,3.2183304,3.2402234,3.2380753,3.2221515,3.2339377,3.2305791,3.2468781
2013-06-16,3.2162838,3.2288296,3.24772,3.2392244,3.2185402,3.2554333,3.2285962
2013-06-17,3.2413285,3.2151382,3.2322373,3.2290084,3.2383475,3.2445786,3.2446356
2013-06-18,3.2265925,3.2289326,3.246222,3.246782,3.23705,3.2350895,3.2410529
2013-06-19,3.225279,3.256721,3.2507517,3.2372978,3.2545455,3.2298875,3.2314851
2013-06-20,3.2396045,3.239124,3.2371054,3.2513504,3.2384803,3.2203615,3.257018
2013-06-21,3.2529852,3.2008893,3.241078,3.250129,3.219387,3.240311,3.2392478
2013-06-23,3.243054,3.239121,3.2435863,3.2367537,3.2270353,3.2497365,3.2520852
2013-06-24,3.2544236,3.2408214,3.2553644,3.244459,3.2636976,3.2442102,3.2493505
2013-06-25,3.251822,3.2579772,3.2396455,3.2572465,3.2308967,3.256624,3.24643
2013-06-26,3.2428172,3.2467923,3.2445035,3.2491837,3.2584343,3.2484875,3.2515416
2013-06-27,3.240903,3.2662718,3.2344017,3.2512712,3.248868,3.250941,3.2528832
2013-06-28,3.2413223,3.2520397,3.2544692,3.2507281,3.2541842,3.2532241,3.2548416
2013-06-30,3.2562604,3.2469718,3.249604,3.254518,3.252091,3.2529914,3.2618601
2013-07-01,3.248793,3.2611597,3.2487144,3.2518919,3.2610974,3.2597554,3.2697203
2013-07-02,3.257044,3.2313688,3.2550972,3.2553594,3.2563794,3.264256,3.2665992
2013-07-03,3.252377,3.2563279,3.2520964,3.2574468,3.2650683,3.2706141,3.2767735
2013-07-04,3.2534466,3.2544858,3.2618296,3.2692578,3.2742987,3.274103,3.2893553
2013-07-05,3.259791,3.258441,3.2691178,3.2732322,3.2787,3.2830794,3.285447
2013-07-07,3.265394,3.2674897,3.2736938,3.276021,3.277132,3.2799122,3.2907305
2013-07-08,3.2681532,3.2729058,3.2826269,3.280201,3.2872374,3.2891746,3.288222
2013-07-09,3.2743685,3.2723212,3.2763457,3.2829337,3.2930586,3.2957618,3.2969542
2013-07-10,3.2811084,3.2755184,3.2870934,3.2921293,3.2938678,3.2945206,3.2954254
2013-07-11,3.283872,3.2889152,3.2893395,3.2972546,3.288455,3.2869864,3.2895803
2013-07-12,3.2892916,3.294264,3.294526,3.296351,3.2896276,3.2887678,3.2904773
2013-07-14,3.2922344,3.2925494,3.2937536,3.2932417,3.2930508,3.288659,3.2956705
2013-07-15,3.296841,3.293092,3.301049,3.289768,3.2973533,3.2949796,3.2864137
2013-07-16,3.2965636,3.2940257,3.2935748,3.2932465,3.2906036,3.2968416,3.293382
2013-07-17,3.2822986,3.288898,3.2929835,3.290686,3.283232,3.2921321,3.2870436
2013-07-18,3.2960818,3.29199,3.2899652,3.293825,3.2890863,3.2840457,3.293511
2013-07-19,3.3040843,3.2871246,3.2868648,3.2927842,3.2878761,3.2890692,3.286758
2013-07-21,3.2831504,3.29095,3.295105,3.291051,3.2914286,3.2963006,3.2936342
2013-07-22,3.2914069,3.2959192,3.286298,3.289052,3.2933686,3.3018618,3.286447
2013-07-23,3.2917647,3.2893894,3.2940884,3.2883782,3.2954957,3.2885478,3.2937536
2013-07-24,3.2914724,3.2958694,3.2980497,3.3029032,3.2875905,3.305894,3.2861214
2013-07-25,3.2918,3.297226,3.2891343,3.2932417,3.2807975,3.2967935,3.2938695
2013-07-26,3.291484,3.2923014,3.290479,3.2994308,3.2965302,3.2775805,3.285777
2013-07-28,3.291832,3.2911382,3.2852283,3.2918491,3.3004308,3.295808,3.293982
2013-07-29,3.291494,3.2896078,3.293318,3.2929769,3.3056622,3.3032334,3.2854216
2013-07-30,3.2918632,3.3022532,3.2797685,3.2996259,3.2959485,3.2973814,3.296345
2013-07-31,3.2914999,3.295,3.285802,3.2913802,3.2899866,3.2928257,3.283884
2013-08-01,3.2918854,3.3079405,3.2838507,3.2925808,3.298224,3.2757998,3.2415648
2013-08-02,3.291491,3.2949038,3.2958584,3.2908735,3.2661986,3.2376463,3.240399
2013-08-04,3.291895,3.2859268,3.2698958,3.2800295,3.2487009,3.2422392,3.2408223
2013-08-05,3.2914777,3.2906086,3.2931793,3.2447147,3.2430506,3.2196617,3.2289186
2013-08-06,3.274309,3.2920268,3.26794,3.2299113,3.227347,3.2302744,3.2212894
2013-08-07,3.2758572,3.2466416,3.2297366,3.2270036,3.2383401,3.219052,3.2030444
2013-08-08,3.2461224,3.2409372,3.226712,3.2448318,3.2212303,3.212588,3.2050178
2013-08-09,3.2377064,3.2465835,3.2220025,3.2182946,3.2156858,3.2010112,3.2015758
2013-08-11,3.2462635,3.2270906,3.2156916,3.2074533,3.1849406,3.2039523,3.2053614
2013-08-12,3.2332962,3.2152903,3.2116778,3.2178571,3.1899135,3.2087283,3.1780162
2013-08-13,3.2134132,3.2166517,3.210667,3.2003546,3.2072399,3.1894999,3.1987672
2013-08-14,3.2047422,3.21535,3.2153633,3.196468,3.1942327,3.1784015,3.1969922
2013-08-15,3.229445,3.2074862,3.1950345,3.196493,3.1831527,3.2022488,3.177675
2013-08-16,3.2108588,3.197927,3.2137275,3.197953,3.1859777,3.2013822,3.174396
2013-08-18,3.1957455,3.2019694,3.2019458,3.197676,3.1955647,3.2039657,3.1777868
2013-08-19,3.1922405,3.206027,3.1988218,3.1938004,3.189118,3.170894,3.1816046
2013-08-20,3.208881,3.2051227,3.178849,3.1886702,3.1836495,3.1836467,3.1862168
2013-08-21,3.1863763,3.1789346,3.184062,3.17643,3.186062,3.1858892,3.1774182
2013-08-22,3.198291,3.1735754,3.166681,3.183834,3.1802626,3.178689,3.1751761
2013-08-23,3.1908247,3.1867886,3.184579,3.188711,3.1865523,3.1847308,3.183743
2013-08-25,3.1964178,3.1908398,3.185484,3.1841567,3.176075,3.1767695,3.1807785
2013-08-26,3.1865554,3.1699862,3.1632903,3.181135,3.17926,3.1803691,3.180673
2013-08-27,3.174342,3.186897,3.1825032,3.1662154,3.1779833,3.1796136,3.179006
2013-08-28,3.183114,3.1790028,3.1732266,3.1873264,3.1773474,3.1789627,3.1775336
2013-08-29,3.1822293,3.1811235,3.1765637,3.1793485,3.1861506,3.177933,3.1894674
2013-08-30,3.1771994,3.1768136,3.18143,3.177999,3.1802766,3.1822891,3.1791925
2013-09-01,3.1709669,3.16869,3.177867,3.1805563,3.1771717,3.1762013,3.176045
2013-09-02,3.1800814,3.1848545,3.178611,3.1792629,3.1908808,3.1806116,3.179712
2013-09-03,3.179444,3.180458,3.179253,3.1821415,3.1824298,3.1796887,3.1756334
2013-09-04,3.1788683,3.1783433,3.1802676,3.180408,3.1774943,3.1788952,3.1776066
2013-09-05,3.1779578,3.1805367,3.1759632,3.1787097,3.174077,3.1776464,3.1804762
2013-09-06,3.1818087,3.1782625,3.1819773,3.182116,3.1850686,3.177722,3.177848
2013-09-08,3.1764214,3.180619,3.1776206,3.1775408,3.1837192,3.192427,3.1798344
2013-09-09,3.1803231,3.178174,3.178532,3.1771092,3.1821725,3.1772132,3.1752934
2013-09-10,3.17951,3.1807096,3.1806724,3.2195773,3.178855,3.1765847,3.16881
2013-09-11,3.1788073,3.1873395,3.1804512,3.2057571,3.1865726,3.1618705,3.1782908
2013-09-12,3.1840985,3.1943402,3.1569223,3.1721032,3.1810653,3.1799204,3.1634016
2013-09-13,3.1768713,3.1783948,3.1726468,3.1760056,3.1727824,3.1655204,3.1778326
2013-09-15,3.1813436,3.1757848,3.1814973,3.1640694,3.1768928,3.1724224,3.1773841
2013-09-16,3.172106,3.2066305,3.1785777,3.175648,3.1763709,3.1636295,3.165922
2013-09-17,3.1691844,3.1689663,3.1762404,3.1739047,3.17482,3.1710482,3.1663074
2013-09-18,3.173428,3.1702828,3.1876545,3.164151,3.1672163,3.1614451,3.1738207
2013-09-19,3.171261,3.1675932,3.161311,3.1766872,3.170123,3.1791492,3.1930618
2013-09-20,3.1639621,3.172747,3.177003,3.1774044,3.1849165,3.175051,3.182908
2013-09-22,3.1714036,3.175596,3.1618829,3.1745026,3.174525,3.1653802,3.168831
2013-09-23,3.178944,3.1668427,3.1767735,3.1741369,3.1775851,3.173457,3.178773
2013-09-24,3.1786354,3.1725404,3.1668177,3.166418,3.1631002,3.1709073,3.1693254
2013-09-25,3.1710997,3.1725025,3.163714,3.169164,3.174842,3.16749,3.1653657
2013-09-26,3.163423,3.179865,3.1734383,3.1648579,3.1654484,3.168418,3.1659217
2013-09-27,3.1711657,3.1759782,3.1721084,3.168694,3.165981,3.1654286,3.1619859
2013-09-29,3.175726,3.1669831,3.1717067,3.1712053,3.1646402,3.1657562,3.1610608
2013-09-30,3.1646895,3.1701,3.163949,3.1608117,3.1663246,3.1609044,3.159525
2013-10-01,3.1751566,3.1660898,3.1654341,3.1641562,3.1588254,3.1656697,3.1477978
2013-10-02,3.1633327,3.162638,3.1699278,3.161202,3.1549659,3.1546416,3.1592684
2013-10-03,3.169212,3.1664176,3.163263,3.1543055,3.1526313,3.1342254,3.1489062
2013-10-04,3.169301,3.160582,3.1565688,3.1539402,3.1446187,3.1755435,3.1360314
2013-10-06,3.161626,3.1630933,3.1586986,3.1602993,3.1348267,3.1395557,3.1223989
2013-10-07,3.1546497,3.1527581,3.160766,3.1329007,3.1288197,3.1226757,3.133605
2013-10-08,3.1505017,3.1445458,3.1637607,3.1322794,3.1420395,3.1380067,3.1349359
2013-10-09,3.138347,3.1463592,3.144977,3.1333795,3.1319463,3.134406,3.1315048
2013-10-10,3.1322505,3.1323256,3.1481957,3.1379118,3.1266828,3.1334524,3.1345158
2013-10-11,3.1570816,3.143535,3.135892,3.1303854,3.1045468,3.1192636,3.113728
2013-10-13,3.1443856,3.11543,3.1300642,3.1237385,3.1191366,3.125496,3.1243372
2013-10-14,3.1262002,3.1155152,3.1247585,3.121704,3.128789,3.1268034,3.1210966
2013-10-15,3.1284904,3.1025746,3.12643,3.117743,3.1213188,3.1207905,3.114505
2013-10-16,3.1350362,3.120268,3.1217067,3.1103368,3.1270244,3.1175966,3.1121104
2013-10-17,3.1062791,3.1312706,3.1171815,3.121101,3.1200647,3.1144297,3.1057866
2013-10-18,3.1015568,3.1233964,3.1239393,3.1191974,3.115206,3.1103704,3.1041799
2013-10-20,3.1105757,3.1169055,3.1152925,3.116821,3.1071613,3.1049736,3.106989
2013-10-21,3.1166005,3.1219857,3.106,3.1095288,3.103224,3.0896027,3.1007853
2013-10-22,3.1212585,3.1139362,3.108156,3.1009312,3.1015916,3.1168048,3.0986273
2013-10-23,3.112601,3.1040576,3.0990548,3.1105206,3.0918758,3.0783923,3.0940921
2013-10-24,3.102789,3.10608,3.0765257,3.0989387,3.084527,3.0938761,3.089971
2013-10-25,3.1033478,3.1170056,3.10402,3.100234,3.0894108,3.1108108,3.0813506
2013-10-27,3.100517,3.0923095,3.0947504,3.0872192,3.0973327,3.093546,3.111586
2013-10-28,3.0889533,3.0943713,3.0778027,3.1130874,3.0815442,3.08338,3.0843685
2013-10-29,3.0775483,3.1071913,3.0879803,3.0887623,3.0704367,3.0991201,3.0882044
2013-10-30,3.0872262,3.1024365,3.0998518,3.0729754,3.0834436,3.0809114,3.0931573
2013-10-31,3.1194465,3.0873413,3.1058807,3.1037514,3.1068726,3.0862887,3.0923169
2013-11-01,3.1013577,3.0736208,3.0748687,3.0759134,3.0954282,3.0884132,3.0960097
2013-11-03,3.0840538,3.0845497,3.096847,3.064647,3.0930903,3.0787675,3.0839105
2013-11-04,3.0812633,3.0906274,3.0835369,3.0849786,3.0834775,3.0942957,3.0941305
2013-11-05,3.0960276,3.08858,3.0908778,3.0899746,3.0906048,3.084949,3.0850542
2013-11-06,3.0868165,3.0865479,3.0937974,3.08996,3.0920212,3.0947561,3.079647
2013-11-07,3.0979311,3.090472,3.0851104,3.0815082,3.0967908,3.092368,3.0490046
2013-11-08,3.0986218,3.0857935,3.0814698,3.080516,3.0878632,3.0863779,3.0874264
2013-11-10,3.0863476,3.081286,3.0994272,3.099739,3.0867972,3.0862129,3.0875928
2013-11-11,3.0761364,3.0923274,3.089736,3.0940073,3.0833936,3.0882387,3.0745394
2013-11-12,3.0919316,3.0900455,3.0880253,3.0910535,3.097596,3.084939,3.0844827
2013-11-13,3.088422,3.091793,3.09715,3.081833,3.1049037,3.069418,3.0960588
2013-11-14,3.0812228,3.0900931,3.1016438,3.089693,3.0968285,3.086711,3.0832875
2013-11-15,3.0854013,3.084177,3.0910592,3.096207,3.0920444,3.0833237,3.089729
