,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF
2011-12-11,0.91496515,0.9161885,0.9152767,0.9154524,0.91771126,0.9182032,0.9184841
2011-12-12,0.91501117,0.91768295,0.91799533,0.91588306,0.9189916,0.91796,0.91801155
2011-12-13,0.9148613,0.9175754,0.91718817,0.9185991,0.91810066,0.9197736,0.91836566
2011-12-14,0.91571593,0.91690624,0.9167693,0.91811436,0.91851825,0.91885716,0.91952115
2011-12-15,0.91728777,0.91859686,0.91865265,0.9183601,0.91905934,0.9198558,0.9206925
2011-12-16,0.91762394,0.91734594,0.9189114,0.91885257,0.9203576,0.920107,0.92035276
2011-12-18,0.9170353,0.9201948,0.9184928,0.9206392,0.91972584,0.9206669,0.921565
2011-12-19,0.9191722,0.9195259,0.9193609,0.92078996,0.9204447,0.92116696,0.92246574
2011-12-20,0.91946083,0.9196404,0.9204422,0.92046314,0.9207041,0.9225094,0.9241539
2011-12-21,0.92053455,0.9199131,0.9201513,0.91992635,0.9228518,0.9238971,0.92351633
2011-12-22,0.92045295,0.92122954,0.92076886,0.9227787,0.9242527,0.9239371,0.92644554
2011-12-23,0.92086667,0.9210183,0.92343676,0.92393124,0.92361695,0.9251543,0.9261629
2011-12-27,0.92144394,0.9223181,0.9243563,0.9248207,0.92462116,0.9255684,0.92584044
2011-12-28,0.92407495,0.923568,0.9249808,0.9249777,0.9249313,0.926752,0.92734826
2011-12-29,0.9245847,0.92345285,0.925475,0.9254589,0.92545134,0.92732877,0.9271874
2011-12-30,0.9251553,0.9257389,0.9260737,0.92584556,0.9284217,0.9276606,0.9318338
2012-01-02,0.9262045,0.92528135,0.9256743,0.9271254,0.9272754,0.9326159,0.9335548
2012-01-03,0.92664725,0.92663205,0.9266099,0.9274939,0.93084985,0.9330815,0.93252784
2012-01-04,0.9263263,0.92715555,0.9278896,0.9315841,0.9323228,0.9335881,0.930672
2012-01-05,0.926925,0.9280789,0.9309433,0.93185335,0.933741,0.9314468,0.93438816
2012-01-06,0.9294537,0.93176347,0.9331205,0.9343239,0.93534803,0.9353821,0.93674034
2012-01-08,0.93202055,0.93460965,0.93373996,0.9337801,0.9339581,0.9348307,0.9369721
2012-01-09,0.9334305,0.93231475,0.93400335,0.93408644,0.9357999,0.93672085,0.93613213
2012-01-10,0.93243474,0.9320117,0.9344737,0.9364343,0.93649876,0.93666947,0.93748266
2012-01-11,0.93322366,0.93398154,0.93563527,0.9368494,0.93603796,0.93755513,0.93827695
2012-01-12,0.9340455,0.9351586,0.93623656,0.93679476,0.93776655,0.9375461,0.9384027
2012-01-13,0.935708,0.93561125,0.9365391,0.9366016,0.93847823,0.93743,0.93875116
2012-01-15,0.93568194,0.9357466,0.9373646,0.9380333,0.93934727,0.93998504,0.9387259
2012-01-16,0.93686545,0.93712866,0.9378377,0.9373467,0.9383586,0.9381527,0.9395614
2012-01-17,0.93724406,0.93756545,0.9379948,0.9411657,0.93983585,0.93938774,0.9390354
2012-01-18,0.93862724,0.9378437,0.93949085,0.938635,0.93946314,0.93894136,0.9384758
2012-01-19,0.93843836,0.93952614,0.9393863,0.9383081,0.93906265,0.94000345,0.9409092
2012-01-20,0.9393902,0.93845564,0.93845546,0.9394866,0.9386908,0.9392895,0.9391297
2012-01-22,0.938222,0.938577,0.93833804,0.9386482,0.93876827,0.9393352,0.93929
2012-01-23,0.9399805,0.9401204,0.93965375,0.939097,0.938703,0.94053024,0.93905246
2012-01-24,0.9387276,0.9379064,0.9394948,0.93834096,0.9399774,0.93780047,0.9389537
2012-01-25,0.9389368,0.9395553,0.9393923,0.93950343,0.9387458,0.9391751,0.9384862
2012-01-26,0.9391722,0.93930084,0.9385036,0.9386754,0.9385004,0.93773013,0.93695694
2012-01-27,0.9394283,0.9385928,0.938388,0.9392202,0.9375064,0.93833685,0.9367906
2012-01-29,0.9382023,0.93914866,0.9388679,0.9379307,0.9386843,0.93770176,0.93541086
2012-01-30,0.93911344,0.9401616,0.9382186,0.937315,0.93798554,0.9364385,0.93648165
2012-01-31,0.9381933,0.93799263,0.9374007,0.93740886,0.9360822,0.9358054,0.93655974
2012-02-01,0.938471,0.93746865,0.9372264,0.9369897,0.9360498,0.93613994,0.93641174
2012-02-02,0.9370229,0.9369246,0.9365656,0.93611985,0.93639416,0.93579406,0.9357825
2012-02-03,0.9368835,0.93706876,0.93555146,0.9363035,0.9360372,0.93615115,0.9366863
2012-02-05,0.9365014,0.93631345,0.93659216,0.9364327,0.93640524,0.93567383,0.9357636
2012-02-06,0.9351655,0.9367401,0.93702644,0.9365252,0.93505466,0.9344241,0.9330814
2012-02-07,0.93642706,0.93556935,0.93623424,0.93491,0.9352547,0.9336977,0.93366206
2012-02-08,0.93592083,0.9362173,0.93529403,0.9352127,0.93377924,0.9336771,0.93202347
2012-02-09,0.9363135,0.93495756,0.9348499,0.93294734,0.9319913,0.9289096,0.9283503
2012-02-10,0.93604076,0.9350197,0.9331712,0.9321656,0.9301241,0.9276109,0.9268263
2012-02-12,0.93515337,0.9339112,0.9336379,0.9294905,0.9269552,0.9266152,0.9233717
2012-02-13,0.9328765,0.9330391,0.9290192,0.92683053,0.92716324,0.92363435,0.92091346
2012-02-14,0.9330208,0.9303097,0.92881376,0.92641366,0.92294025,0.92182344,0.9219629
2012-02-15,0.9328593,0.9274589,0.9269848,0.9243179,0.9216386,0.9221486,0.92128265
2012-02-16,0.92856485,0.9268307,0.92182416,0.9223364,0.92116946,0.92016906,0.9189238
2012-02-17,0.925847,0.92378294,0.9211931,0.92083675,0.9204442,0.918872,0.918798
2012-02-19,0.9225777,0.92311865,0.92148256,0.9215698,0.91697794,0.91995424,0.91815764
2012-02-20,0.9213258,0.9217245,0.92038286,0.91809064,0.91787845,0.91725624,0.91731083
2012-02-21,0.9211145,0.91985595,0.9191464,0.9198756,0.9186184,0.9170184,0.9182862
2012-02-22,0.92107236,0.9191261,0.917735,0.9166135,0.91767544,0.9172752,0.9167393
2012-02-23,0.920385,0.91830015,0.9196991,0.91628325,0.91644657,0.9175562,0.91709816
2012-02-24,0.91939425,0.9189162,0.9185488,0.9178797,0.91776025,0.91677046,0.91745293
2012-02-26,0.9189856,0.91763663,0.9165929,0.9171367,0.9169676,0.9168803,0.916394
2012-02-27,0.9202955,0.9167831,0.91717935,0.9163517,0.9170337,0.9173581,0.9144816
2012-02-28,0.9172138,0.9175937,0.91766423,0.91722614,0.91628164,0.9161373,0.91505325
2012-02-29,0.9172484,0.9169698,0.91709006,0.9153166,0.91573364,0.91665864,0.9143885
2012-03-01,0.91692466,0.91644216,0.9160209,0.91627854,0.91493064,0.9158704,0.91510034
2012-03-02,0.91604525,0.917126,0.91717625,0.9141977,0.9158385,0.9164023,0.9151028
2012-03-04,0.9160294,0.9159638,0.91589564,0.9138875,0.9158613,0.9150677,0.91599256
2012-03-05,0.9161459,0.9154208,0.9150884,0.9154416,0.9139812,0.91484565,0.91445255
2012-03-06,0.9160655,0.91492647,0.9150856,0.9160592,0.9146905,0.9147212,0.91461617
2012-03-07,0.9156776,0.91495484,0.9155232,0.9145646,0.91411036,0.91420734,0.91580474
2012-03-08,0.91403264,0.9151545,0.9141917,0.91435003,0.91477036,0.9144661,0.9142882
2012-03-09,0.9155071,0.91357523,0.9144805,0.9147799,0.9152185,0.91427696,0.9155901
2012-03-11,0.91508526,0.91405684,0.914758,0.914001,0.91609955,0.91525924,0.91510755
2012-03-12,0.9141718,0.9152249,0.91499907,0.91452426,0.9160812,0.91431856,0.9151051
2012-03-13,0.9141808,0.91420245,0.915082,0.91416764,0.91406214,0.91421264,0.91215724
2012-03-14,0.91267043,0.91411257,0.914354,0.9140325,0.9145985,0.91461545,0.9142705
2012-03-15,0.9138126,0.91491765,0.91553336,0.91480386,0.9140533,0.9143187,0.9145894
2012-03-16,0.9157736,0.91508657,0.91416866,0.91156393,0.91484046,0.91372865,0.9139456
2012-03-18,0.9156987,0.91495955,0.9155558,0.9146767,0.9144719,0.91385597,0.9143166
2012-03-19,0.91499513,0.9140561,0.9148881,0.9132329,0.91356623,0.9139053,0.9135627
2012-03-20,0.91572404,0.9149527,0.9136767,0.9136146,0.9135109,0.91330576,0.91382486
2012-03-21,0.9143014,0.9141751,0.91336316,0.9139613,0.91459876,0.91420865,0.9124012
2012-03-22,0.9135833,0.9142105,0.91515785,0.9140024,0.91352224,0.9126506,0.9125273
2012-03-23,0.9138403,0.9134202,0.91467583,0.9145721,0.9132575,0.9129945,0.9123091
2012-03-25,0.9129549,0.9142699,0.9129454,0.913116,0.91268307,0.91237485,0.91183203
2012-03-26,0.9133027,0.9133836,0.9127191,0.9128131,0.9123526,0.91142356,0.9112094
2012-03-27,0.91341454,0.91287524,0.9125663,0.9118669,0.91158736,0.91212934,0.91111255
2012-03-28,0.9134824,0.9124075,0.9121826,0.9119579,0.9116661,0.91165316,0.9113624
2012-03-29,0.9127798,0.91220015,0.91208774,0.9109931,0.91179687,0.9108486,0.91072947
2012-03-30,0.9123166,0.9122825,0.9109375,0.9119487,0.91110593,0.9104017,0.910749
2012-04-01,0.9120886,0.91154754,0.91164875,0.91062415,0.9092701,0.9107545,0.9112286
2012-04-02,0.9115745,0.91235924,0.91058695,0.9111951,0.91161525,0.9112165,0.91083306
2012-04-03,0.91148233,0.910418,0.9114051,0.910782,0.9115995,0.91001517,0.911906
2012-04-04,0.91152066,0.91055465,0.9108381,0.9110025,0.91110057,0.9109034,0.9131775
2012-04-05,0.9112894,0.9113408,0.9102007,0.9108596,0.91158843,0.913522,0.9150249
2012-04-08,0.91073596,0.911891,0.9113418,0.9123427,0.9106166,0.91351575,0.9123017
2012-04-09,0.911196,0.91063327,0.91249067,0.9120326,0.9135291,0.91475916,0.91564286
2012-04-10,0.9120606,0.9116679,0.91384387,0.9146857,0.9133344,0.9140835,0.91464037
2012-04-11,0.91172147,0.909964,0.9108685,0.9137775,0.91502213,0.91585755,0.9158777
2012-04-12,0.91275203,0.91259295,0.91190094,0.9128355,0.9147178,0.91548365,0.91431344
2012-04-13,0.91240495,0.9135635,0.9128228,0.9128741,0.9146245,0.91431767,0.9150334
2012-04-15,0.9145697,0.91418195,0.9138568,0.91547465,0.9153854,0.9149694,0.9163517
2012-04-16,0.914472,0.9146357,0.913376,0.91385645,0.9157217,0.9156739,0.9148
2012-04-17,0.91463536,0.91460586,0.91461205,0.91504806,0.91534775,0.91511595,0.91501075
2012-04-18,0.91615206,0.91601014,0.9159999,0.91540223,0.9148654,0.91378415,0.9147899
2012-04-19,0.915624,0.9145237,0.91471046,0.91492116,0.9155555,0.9151401,0.9141033
2012-04-20,0.914619,0.915826,0.9143171,0.91401565,0.9136328,0.9138983,0.9138036
2012-04-22,0.91466665,0.91580606,0.9153416,0.9150211,0.9137239,0.91450775,0.913704
2012-04-23,0.9149901,0.9147464,0.9146354,0.91340953,0.91453385,0.9132137,0.9130439
2012-04-24,0.9156435,0.9151456,0.91496885,0.9156713,0.91445804,0.9130977,0.9122176
2012-04-25,0.915424,0.915323,0.91463387,0.9136349,0.912447,0.91207147,0.9105158
2012-04-26,0.9146244,0.9130393,0.9134677,0.9129198,0.9117389,0.9121422,0.91127926
2012-04-27,0.9141986,0.91420585,0.9126475,0.91144055,0.9112284,0.91151243,0.910765
2012-04-29,0.9130311,0.9119596,0.91129804,0.9112299,0.91241604,0.910185,0.91077733
2012-04-30,0.9129184,0.91302603,0.9118405,0.9114228,0.91091746,0.91133803,0.9109761
2012-05-01,0.9129784,0.9109697,0.91047704,0.91066605,0.91112804,0.9116092,0.9118272
2012-05-02,0.9135915,0.9118937,0.91201276,0.91157806,0.9117989,0.91130763,0.9126663
2012-05-03,0.9114135,0.9118153,0.9112506,0.91136557,0.9112791,0.9135471,0.9119148
2012-05-04,0.9113905,0.91047126,0.9109098,0.91130376,0.9134369,0.91183585,0.91328883
2012-05-06,0.9113932,0.91108555,0.91154164,0.9126505,0.9141277,0.9139547,0.9141026
2012-05-07,0.9117514,0.9120207,0.91244906,0.9127852,0.91352874,0.9137212,0.91495806
2012-05-08,0.9112111,0.9132915,0.91364956,0.9145443,0.9131289,0.9151259,0.9149835
2012-05-09,0.913015,0.91306144,0.91269106,0.9146845,0.9137151,0.91470873,0.91529375
2012-05-10,0.9129055,0.9147267,0.9135471,0.9140637,0.91508913,0.91522753,0.91576755
2012-05-11,0.9145011,0.91440636,0.915846,0.91609406,0.91501737,0.9157528,0.91690886
2012-05-13,0.91235363,0.91616946,0.91452503,0.9141456,0.9150898,0.91612685,0.91614246
2012-05-14,0.9150814,0.916632,0.9148235,0.9160812,0.915285,0.9165272,0.9174215
2012-05-15,0.91482997,0.9152687,0.9161087,0.91591173,0.9162222,0.91660506,0.9173002
2012-05-16,0.9156138,0.9157964,0.9156726,0.9168635,0.9177999,0.91716915,0.91608596
2012-05-17,0.91475445,0.9164453,0.91703194,0.91700566,0.9166025,0.91664445,0.9167099
2012-05-18,0.9162752,0.91598934,0.9169944,0.9167364,0.91701174,0.91682917,0.9173998
2012-05-20,0.9166967,0.9163879,0.916471,0.9170155,0.9161942,0.9169901,0.919359
2012-05-21,0.91728014,0.91692734,0.9170683,0.9167268,0.91667175,0.9194969,0.9220217
2012-05-22,0.9172213,0.91680485,0.9170136,0.9170248,0.9190029,0.92189115,0.92167646
2012-05-23,0.9165936,0.9166989,0.91643345,0.9190673,0.92133844,0.92214704,0.9234104
2012-05-24,0.9173089,0.9172368,0.9193179,0.9214145,0.9220436,0.92301774,0.9242769
2012-05-25,0.9172431,0.91912,0.92150396,0.9223642,0.9229084,0.9246815,0.9273653
2012-05-27,0.91917944,0.9216827,0.92113984,0.9236365,0.92628413,0.92658824,0.92804706
2012-05-28,0.9211828,0.92383313,0.92348117,0.9260137,0.9274828,0.92768687,0.9290592
2012-05-29,0.9217833,0.92306453,0.92481697,0.9280698,0.9281183,0.92834896,0.9314447
2012-05-30,0.9223778,0.92426175,0.92626244,0.9278719,0.929821,0.93169653,0.9340809
2012-05-31,0.92505383,0.92694664,0.92767334,0.9282562,0.9321624,0.935088,0.9384295
2012-06-01,0.9264327,0.9281516,0.92941105,0.93211937,0.934608,0.94042724,0.940431
2012-06-03,0.9271553,0.9284741,0.93146485,0.9341259,0.9398487,0.9371261,0.94049746
2012-06-04,0.9293989,0.93190575,0.9350905,0.93709487,0.93923205,0.9417678,0.9436007
2012-06-05,0.9320759,0.93500763,0.9395116,0.9388533,0.9443027,0.9430734,0.94320685
2012-06-06,0.93427366,0.94190294,0.93909645,0.94137615,0.9424837,0.9453192,0.9428353
2012-06-07,0.94096357,0.9415566,0.93930227,0.9440328,0.94389474,0.9457877,0.9449015
2012-06-08,0.9400829,0.94261724,0.94276804,0.9426553,0.94501483,0.9447229,0.94961137
2012-06-10,0.94570214,0.9429731,0.94471246,0.9456387,0.94585574,0.94782823,0.95294917
2012-06-11,0.9434028,0.94404536,0.9437867,0.9474374,0.9508241,0.95281714,0.9513112
2012-06-12,0.94413674,0.94477636,0.9478193,0.9503132,0.9517428,0.9516973,0.950854
2012-06-13,0.9449893,0.9476409,0.9505522,0.9519449,0.9528634,0.9514482,0.95109516
2012-06-14,0.9448985,0.95001346,0.9514137,0.9521198,0.950174,0.95230895,0.9512904
2012-06-15,0.95087504,0.9516506,0.95255554,0.95228106,0.952825,0.9521888,0.951568
2012-06-17,0.95299363,0.95148134,0.95168597,0.9522592,0.95318717,0.9520906,0.9522605
2012-06-18,0.9523681,0.9529465,0.9530986,0.9520869,0.95163876,0.9520321,0.9539883
2012-06-19,0.95097834,0.95320755,0.9522712,0.95280343,0.9522162,0.95346993,0.9537633
2012-06-20,0.9534035,0.952445,0.95088506,0.9531259,0.9570351,0.95026267,0.95527124
2012-06-21,0.9505682,0.9527737,0.95489943,0.9531588,0.95520294,0.95673144,0.95615077
2012-06-22,0.95390224,0.9529222,0.95389104,0.95601565,0.9550341,0.9573939,0.9575019
2012-06-24,0.9533999,0.9528371,0.95486975,0.9553927,0.9563867,0.9574953,0.9572305
2012-06-25,0.9534948,0.954442,0.956087,0.955085,0.9563319,0.9569879,0.9571517
2012-06-26,0.95510143,0.9579028,0.95589757,0.9563953,0.9571533,0.9567904,0.95706666
2012-06-27,0.9552525,0.95563173,0.95622724,0.9576626,0.9565279,0.9572358,0.95707095
2012-06-28,0.9579321,0.95759016,0.95652354,0.9560334,0.95674765,0.95698357,0.9570736
2012-06-29,0.9565172,0.9566306,0.95744693,0.95783234,0.9563392,0.95676523,0.95768666
2012-07-01,0.9569152,0.9565666,0.9570313,0.95611376,0.9572072,0.9571436,0.9566826
2012-07-02,0.95714605,0.9564573,0.9566325,0.9579362,0.9573135,0.9577213,0.95831466
2012-07-03,0.9574114,0.95747447,0.95692503,0.957491,0.95670646,0.95742375,0.9579987
2012-07-04,0.95690846,0.95671636,0.9569821,0.95805293,0.9577082,0.95770293,0.9577893
2012-07-05,0.95715225,0.9566294,0.9575983,0.9570269,0.95764935,0.95890945,0.95872563
2012-07-06,0.9577659,0.9570346,0.95751405,0.95726943,0.95805305,0.95934284,0.95897245
2012-07-08,0.95736814,0.9583561,0.95727485,0.9575805,0.95874655,0.9586367,0.9579357
2012-07-09,0.95775974,0.9574037,0.9583106,0.959177,0.9580614,0.95826095,0.9583298
2012-07-10,0.95755273,0.9570744,0.95948017,0.9609644,0.9587525,0.9588037,0.9587324
2012-07-11,0.9581777,0.96054476,0.9596415,0.958063,0.95803237,0.95951945,0.9590033
2012-07-12,0.95916766,0.95808995,0.9586704,0.95897686,0.95875764,0.95844656,0.9578605
2012-07-13,0.95876575,0.9594082,0.95789766,0.9585824,0.95800257,0.9582123,0.95829356
2012-07-15,0.95823795,0.9584448,0.9595147,0.95830876,0.9587614,0.9583982,0.9598268
2012-07-16,0.9585315,0.95798457,0.959692,0.95800924,0.95797163,0.96037036,0.9609232
2012-07-17,0.9589915,0.9589681,0.9586093,0.95901614,0.9601624,0.9594954,0.9605204
2012-07-18,0.9582994,0.9580596,0.9587501,0.96061015,0.9608435,0.9606993,0.96162343
2012-07-19,0.95859283,0.9583809,0.96086633,0.96113974,0.95988494,0.9615539,0.96192974
2012-07-20,0.9590098,0.96038294,0.96032363,0.9611513,0.9619963,0.96179926,0.96471334
2012-07-22,0.95980096,0.9594471,0.96105915,0.9617046,0.96177065,0.96498924,0.966746
2012-07-23,0.9600111,0.9600665,0.9610753,0.9626877,0.9633757,0.9672085,0.9732647
2012-07-24,0.9610878,0.96118665,0.9620863,0.96368915,0.96705484,0.9730215,0.97528124
2012-07-25,0.9608438,0.96232116,0.96553534,0.96621597,0.97355306,0.97577703,0.9771068
2012-07-26,0.9620993,0.9644178,0.9667027,0.9730192,0.9762245,0.97703123,0.9762115
2012-07-27,0.964398,0.9657214,0.9725503,0.9762431,0.97619987,0.9768482,0.9768509
2012-07-29,0.9659488,0.97482085,0.97524875,0.97642094,0.9771891,0.9761903,0.9759571
2012-07-30,0.9737222,0.9756986,0.975292,0.9760321,0.97759455,0.97721475,0.97737664
2012-07-31,0.97619486,0.9769329,0.97746485,0.979095,0.9759732,0.9789339,0.9770838
2012-08-01,0.976326,0.9764695,0.9765804,0.97780854,0.9776087,0.9785512,0.9779863
2012-08-02,0.9774599,0.9777035,0.9777726,0.9792765,0.97769266,0.97818685,0.977621
2012-08-03,0.9769986,0.97724193,0.9774966,0.97742504,0.9780967,0.97816235,0.9768984
2012-08-05,0.97889066,0.9770675,0.97658056,0.97772497,0.979117,0.97816545,0.9776084
2012-08-06,0.9785915,0.9779824,0.97880197,0.977206,0.9787549,0.9781686,0.97720397
2012-08-07,0.9790953,0.97798467,0.9775364,0.97778285,0.9775267,0.9781715,0.97761
2012-08-08,0.9764847,0.97798705,0.978595,0.97738457,0.9774514,0.9781744,0.97807556
2012-08-09,0.9780672,0.9779895,0.9776918,0.9778014,0.97714347,0.97817695,0.9774156
2012-08-10,0.97527313,0.9779917,0.97842944,0.977686,0.97867894,0.9781796,0.97741735
2012-08-12,0.9773318,0.97799385,0.97742814,0.97714114,0.9771287,0.9781822,0.9783589
2012-08-13,0.97721833,0.9779957,0.9776814,0.9788987,0.9790217,0.9781846,0.9780919
2012-08-14,0.9776132,0.9779975,0.978854,0.97701377,0.97782505,0.97818685,0.9778588
2012-08-15,0.97784907,0.9779994,0.9771485,0.9782284,0.978513,0.9781891,0.97752184
2012-08-16,0.9782281,0.97800094,0.9772887,0.9779041,0.9780215,0.978033,0.9773993
2012-08-17,0.97737575,0.97800255,0.9765514,0.9786558,0.97856945,0.97682697,0.97743416
2012-08-19,0.9773552,0.978004,0.9785694,0.97730577,0.9767829,0.97885907,0.9778278
2012-08-20,0.9785276,0.97800535,0.9780207,0.97797453,0.9777183,0.9781596,0.97650295
2012-08-21,0.9780458,0.97812706,0.97746915,0.9780137,0.9769445,0.97723955,0.9769398
2012-08-22,0.97761625,0.97755986,0.97762716,0.9776995,0.97686505,0.9769004,0.9770529
2012-08-23,0.9779253,0.9769051,0.9771521,0.97720444,0.97645634,0.9757212,0.9761646
2012-08-24,0.97837675,0.9781422,0.9767838,0.97673386,0.97668296,0.9755427,0.9754797
2012-08-26,0.9775829,0.9778155,0.97614634,0.97688085,0.9758233,0.97558564,0.9740228
2012-08-27,0.9767252,0.9770057,0.9761212,0.974858,0.97546995,0.9745749,0.9735532
2012-08-28,0.9765126,0.9769006,0.9764406,0.9753292,0.9742975,0.9741364,0.974254
2012-08-29,0.97649753,0.9758149,0.975485,0.9748445,0.97448754,0.97209233,0.97494745
2012-08-30,0.9747434,0.974874,0.9747859,0.9743361,0.97393894,0.97267413,0.9734234
2012-08-31,0.975019,0.9745234,0.9736389,0.97363967,0.97320765,0.9746726,0.97307646
2012-09-02,0.97444904,0.9733888,0.973883,0.9723362,0.9731129,0.9728365,0.97027874
2012-09-03,0.974142,0.97402126,0.97287494,0.9732948,0.973148,0.9716577,0.96959853
2012-09-04,0.9736891,0.9725536,0.97371763,0.97040653,0.9711953,0.96979856,0.96910846
2012-09-05,0.973013,0.97447675,0.972838,0.97127914,0.96970785,0.9684457,0.9680989
2012-09-06,0.9734753,0.9724923,0.97189057,0.96933335,0.96851623,0.9676823,0.9653338
2012-09-07,0.9732583,0.9713577,0.96926415,0.9680672,0.96798337,0.9645956,0.96141213
2012-09-09,0.97123015,0.96987575,0.968988,0.96786344,0.9645511,0.9614604,0.96042836
2012-09-10,0.96974033,0.9686628,0.968589,0.9659011,0.96091133,0.96094036,0.9588237
2012-09-11,0.96919024,0.96798193,0.9655044,0.9609363,0.9592477,0.96098936,0.95827734
2012-09-12,0.9685625,0.9656925,0.9604371,0.96109664,0.96008444,0.9580541,0.959484
2012-09-13,0.964645,0.9614196,0.9603694,0.9591082,0.9586721,0.95761096,0.9569149
2012-09-14,0.9618708,0.95926166,0.95986474,0.95779055,0.95770687,0.95798874,0.9573254
2012-09-16,0.9594898,0.9586091,0.95840394,0.95874417,0.95729446,0.95743525,0.9557247
2012-09-17,0.9601611,0.95826805,0.9594375,0.9570534,0.95658785,0.9567573,0.95687616
2012-09-18,0.9583524,0.95833254,0.95690924,0.9571579,0.9569862,0.9564414,0.9560442
2012-09-19,0.9577128,0.9568543,0.95628965,0.95684296,0.9566471,0.9558506,0.95597035
2012-09-20,0.9576487,0.95612746,0.95557857,0.955586,0.95462203,0.9559422,0.9551327
2012-09-21,0.9568942,0.9565185,0.9570439,0.95638114,0.956311,0.95439386,0.95441717
2012-09-23,0.95720005,0.9562022,0.9566653,0.95556736,0.9547673,0.9555791,0.9542721
2012-09-24,0.95498025,0.95592254,0.9557606,0.95499384,0.9543942,0.9534417,0.9517123
2012-09-25,0.9549884,0.9558319,0.9551804,0.9534691,0.9534103,0.9504915,0.9457743
2012-09-26,0.95449144,0.95506585,0.9552002,0.95426905,0.94992346,0.9469057,0.9454719
2012-09-27,0.9544696,0.9532185,0.9539277,0.9499132,0.9453812,0.94483536,0.94278544
2012-09-28,0.95308506,0.95395124,0.95099443,0.9467956,0.94470936,0.9429466,0.9414462
2012-09-30,0.954622,0.94977987,0.9460317,0.94471073,0.942474,0.94070864,0.9399191
2012-10-01,0.94938153,0.9457762,0.94379747,0.94252205,0.9410515,0.9397903,0.9389501
2012-10-02,0.94601434,0.94520295,0.94253445,0.9405254,0.93930656,0.93712926,0.9363585
2012-10-03,0.94425565,0.94164246,0.9397808,0.9389394,0.9379129,0.93890065,0.93792224
2012-10-04,0.9421891,0.9401193,0.939797,0.93947405,0.93818635,0.93841827,0.93746436
2012-10-05,0.94159704,0.9391353,0.93897825,0.9374947,0.93778914,0.9376392,0.9375064
2012-10-07,0.9413198,0.9384844,0.9380737,0.93784726,0.9377922,0.938377,0.937547
2012-10-08,0.9381803,0.9390427,0.93679416,0.9377679,0.93779546,0.93888634,0.9370394
2012-10-09,0.93827605,0.93800664,0.9368912,0.9387223,0.9363316,0.9371886,0.9369363
2012-10-10,0.9373918,0.937695,0.9379124,0.93835455,0.93684226,0.93651026,0.9363558
2012-10-11,0.93817806,0.9381339,0.93679357,0.93567425,0.9362159,0.93676925,0.9363856
2012-10-12,0.937128,0.93868697,0.9361647,0.9362124,0.9363619,0.93623084,0.93641067
2012-10-14,0.9366124,0.93601257,0.93707067,0.9365258,0.9355488,0.9355987,0.9355939
2012-10-15,0.9372102,0.9361246,0.9366432,0.9361373,0.9367754,0.93477494,0.93405104
2012-10-16,0.935697,0.93715125,0.93458563,0.9365115,0.9355396,0.93572897,0.9328576
2012-10-17,0.93651015,0.9356092,0.9347191,0.9356734,0.935006,0.93345994,0.9342265
2012-10-18,0.9373682,0.9359866,0.93542516,0.93513095,0.9346985,0.9342163,0.93436617
2012-10-19,0.9356524,0.9360978,0.9351237,0.9336181,0.93454164,0.9292324,0.9333864
2012-10-21,0.93509126,0.9363569,0.93362564,0.93419915,0.9305709,0.9340967,0.9338264
2012-10-22,0.9345259,0.9332116,0.9338028,0.933646,0.9332303,0.9324929,0.93224776
2012-10-23,0.93552107,0.93331724,0.9336125,0.93459857,0.9312126,0.93225604,0.9330566
2012-10-24,0.9345194,0.93299246,0.9343142,0.933329,0.93282944,0.93140924,0.9341226
2012-10-25,0.9331918,0.93482643,0.9320195,0.93325543,0.9334593,0.9333776,0.9341063
2012-10-26,0.9325521,0.9316262,0.93284506,0.9329156,0.9329232,0.9342459,0.9343058
2012-10-28,0.93254375,0.9335601,0.9343321,0.93603325,0.9340793,0.9329351,0.93286467
2012-10-29,0.93350065,0.93415976,0.9334125,0.93296075,0.9331387,0.93362516,0.93342006
2012-10-30,0.9342753,0.93334544,0.9346367,0.9344619,0.9340758,0.9335347,0.93405586
2012-10-31,0.9330764,0.93317693,0.93292606,0.93339914,0.93250793,0.9339784,0.93525004
2012-11-01,0.93316454,0.93342817,0.93325275,0.933109,0.9338694,0.9351253,0.9350783
2012-11-02,0.9361719,0.93328494,0.9331464,0.93388194,0.93546087,0.93378836,0.9348461
2012-11-04,0.9344443,0.93403155,0.93352896,0.9344667,0.9352414,0.9339071,0.9350785
2012-11-05,0.9332702,0.9336233,0.9353305,0.93382215,0.9352549,0.9336033,0.9348381
2012-11-06,0.93308645,0.93415034,0.9352018,0.93553126,0.9345362,0.93427795,0.9350872
2012-11-07,0.9348455,0.934879,0.93464315,0.93518513,0.93395776,0.93487734,0.93482935
2012-11-08,0.93491197,0.934408,0.933453,0.9347456,0.9342657,0.93490314,0.9350964
2012-11-09,0.9351702,0.9352743,0.9349872,0.93520826,0.93536574,0.93487483,0.93481994
2012-11-11,0.9348838,0.9354462,0.934914,0.934737,0.93454957,0.93490314,0.93510634
2012-11-12,0.9349913,0.9347721,0.93530214,0.93522996,0.9338942,0.9348735,0.93450826
2012-11-13,0.93519515,0.9349955,0.93503344,0.93472844,0.9342446,0.93530023,0.93553597
