,EURGBP,EURGBP,EURGBP,EURGBP,EURGBP,EURGBP,EURGBP
2011-12-14,0.8603562,0.8581755,0.85911953,0.85983515,0.8597737,0.85849303,0.8596275
2011-12-15,0.859457,0.8581345,0.85627234,0.8557614,0.8559032,0.85563487,0.8565506
2011-12-16,0.85568386,0.857779,0.8557526,0.85771245,0.8571665,0.8555858,0.8564348
2011-12-18,0.8558682,0.8565494,0.8595396,0.85898817,0.85614264,0.8552393,0.85749793
2011-12-19,0.8550868,0.8540585,0.8551829,0.8560883,0.85465676,0.85707474,0.8541372
2011-12-20,0.8575034,0.85840505,0.8554373,0.8536997,0.8573401,0.8564751,0.8540498
2011-12-21,0.85620433,0.8544841,0.8544131,0.8545618,0.85603637,0.855955,0.85541093
2011-12-22,0.85710037,0.8530717,0.8553902,0.8559276,0.8552989,0.85696834,0.8557122
2011-12-23,0.8566902,0.8578212,0.8566761,0.8579973,0.85347843,0.85510546,0.8552165
2011-12-27,0.85626554,0.85699177,0.8572782,0.8553262,0.8542702,0.85583556,0.8539691
2011-12-28,0.85543036,0.85601914,0.8568592,0.8538056,0.8528542,0.8531593,0.854167
2011-12-29,0.8564643,0.85436696,0.85184157,0.85170114,0.8540505,0.852879,0.85234773
2011-12-30,0.8560524,0.8558754,0.8547557,0.85538125,0.8553748,0.85062164,0.84852743
2012-01-02,0.8546877,0.85530066,0.8534187,0.8537506,0.85294443,0.8472219,0.8436246
2012-01-03,0.8531921,0.85280937,0.8528363,0.8519574,0.8464743,0.842827,0.8392969
2012-01-04,0.8551597,0.85381335,0.8531492,0.84841496,0.8434217,0.842651,0.83986616
2012-01-05,0.853137,0.8531016,0.8480789,0.8438947,0.8395531,0.841518,0.83937275
2012-01-06,0.8528604,0.84822524,0.8433215,0.841099,0.8399998,0.83950835,0.84077847
2012-01-08,0.84774846,0.84343946,0.83973163,0.8441392,0.8390075,0.8386897,0.8393925
2012-01-09,0.8444282,0.84021485,0.8408516,0.83850205,0.83869505,0.83919007,0.83906925
2012-01-10,0.84367675,0.8430824,0.8402583,0.83958125,0.83688116,0.8367007,0.8374096
2012-01-11,0.84017205,0.8413081,0.83661455,0.84041226,0.8384095,0.83619314,0.83500147
2012-01-12,0.83948195,0.8381726,0.83823866,0.83892834,0.83482134,0.83679163,0.83570766
2012-01-13,0.8418368,0.8385425,0.83731234,0.83737814,0.83835745,0.83568776,0.83691704
2012-01-15,0.83595204,0.8392148,0.8372222,0.83618015,0.8377708,0.83540416,0.83571887
2012-01-16,0.8389809,0.83689034,0.83677965,0.8365259,0.83642936,0.83686274,0.8354833
2012-01-17,0.8362535,0.8354738,0.8348498,0.8344163,0.83669406,0.83517605,0.83572173
2012-01-18,0.83626544,0.8354543,0.8352107,0.83343834,0.83334684,0.83606684,0.8310758
2012-01-19,0.8369359,0.83737254,0.8358986,0.83617985,0.8359791,0.8331605,0.83610266
2012-01-20,0.83686435,0.8378093,0.8369629,0.83607656,0.83655953,0.8335595,0.83644915
2012-01-22,0.836614,0.83523583,0.83779156,0.83686316,0.83707374,0.83767736,0.8362501
2012-01-23,0.83641016,0.83581984,0.83099955,0.83574283,0.8324259,0.8352668,0.8358543
2012-01-24,0.8363211,0.8344221,0.8351954,0.83873355,0.835765,0.83375365,0.8336768
2012-01-25,0.83399844,0.8362784,0.8331169,0.833967,0.8328111,0.8337185,0.83438206
2012-01-26,0.8340252,0.83701247,0.8328497,0.83281654,0.82939607,0.83424366,0.8335824
2012-01-27,0.8315742,0.8321442,0.83290243,0.83226085,0.8325192,0.83256143,0.8309686
2012-01-29,0.83278525,0.83167624,0.83242404,0.8322232,0.83141184,0.8309656,0.83199596
2012-01-30,0.8361207,0.8366692,0.8355908,0.835293,0.83592874,0.83542305,0.8346558
2012-01-31,0.83145416,0.8332669,0.83255494,0.8333975,0.8304596,0.8343522,0.83294773
2012-02-01,0.83297384,0.8323592,0.83288765,0.8333434,0.83229923,0.8328452,0.8333881
2012-02-02,0.83457494,0.8335794,0.83231574,0.83096313,0.8335576,0.8318057,0.83232987
2012-02-03,0.8328793,0.83366925,0.8330755,0.83260345,0.83192766,0.83179456,0.8320852
2012-02-05,0.8340524,0.8332333,0.8324182,0.833792,0.8330046,0.83418596,0.83324283
2012-02-06,0.8337264,0.8355885,0.8334351,0.834332,0.83348906,0.8332407,0.8330544
2012-02-07,0.83300364,0.83226126,0.8334701,0.8331486,0.83332896,0.8331791,0.8331256
2012-02-08,0.8325982,0.83241355,0.832881,0.8335459,0.8326416,0.8320868,0.83279616
2012-02-09,0.83281505,0.8326396,0.8322558,0.8340926,0.8333355,0.8330525,0.8322579
2012-02-10,0.83251554,0.8320804,0.832819,0.83250594,0.8329756,0.8323975,0.83243895
2012-02-12,0.8316829,0.8310921,0.83176523,0.8313575,0.83087146,0.8314177,0.8311513
2012-02-13,0.83204687,0.8327577,0.83083194,0.8319016,0.8323802,0.83227503,0.83359545
2012-02-14,0.83174825,0.83332866,0.83293974,0.83266366,0.83353806,0.8325008,0.8333117
2012-02-15,0.83281505,0.8325044,0.832423,0.8323581,0.8334985,0.83219624,0.8328466
2012-02-16,0.8326503,0.8318635,0.83330363,0.83158976,0.8338101,0.8315165,0.83263624
2012-02-17,0.832095,0.83229953,0.83157617,0.8328948,0.83314407,0.83337057,0.83416057
2012-02-19,0.835073,0.83273065,0.83248067,0.8341079,0.8345209,0.83466387,0.8345716
2012-02-20,0.8330086,0.8335545,0.8343281,0.8328488,0.8327512,0.83288556,0.834233
2012-02-21,0.832799,0.8323178,0.8331488,0.8339157,0.8338052,0.8344389,0.83215034
2012-02-22,0.8337915,0.83288616,0.8329879,0.8344849,0.83513653,0.83608216,0.83647573
2012-02-23,0.8343303,0.8350409,0.8355511,0.8366941,0.8352302,0.8339829,0.83382595
2012-02-24,0.83332217,0.83350897,0.83524275,0.835485,0.8374394,0.8346038,0.8358623
2012-02-26,0.833543,0.83375,0.83485186,0.83354735,0.83514214,0.834812,0.8348735
2012-02-27,0.8352816,0.8356101,0.8356677,0.8362106,0.8346914,0.8343966,0.83724284
2012-02-28,0.83363515,0.83428407,0.83623224,0.8375664,0.83604515,0.8346449,0.8358829
2012-02-29,0.83450276,0.8331009,0.8356791,0.83560336,0.8363429,0.8352382,0.83571684
2012-03-01,0.8351846,0.83633316,0.83596194,0.8371094,0.83577,0.8349403,0.8362833
2012-03-02,0.83461267,0.83674705,0.8344762,0.8341532,0.8365706,0.83464915,0.83615685
2012-03-04,0.83585286,0.8363904,0.8375995,0.8362394,0.8353694,0.83665454,0.8375684
2012-03-05,0.8365616,0.83441913,0.8371027,0.8341248,0.8344448,0.8351714,0.83510476
2012-03-06,0.83438754,0.83368677,0.83566636,0.8353421,0.8363148,0.8341594,0.83406943
2012-03-07,0.8364632,0.8374423,0.8369979,0.83931446,0.83502775,0.83560175,0.8362373
2012-03-08,0.83260727,0.83603,0.83706534,0.834011,0.8371849,0.8369555,0.8350506
2012-03-09,0.8363011,0.8360026,0.8368987,0.8358589,0.836348,0.8357848,0.8362248
2012-03-11,0.8380164,0.8381728,0.8361225,0.8384485,0.8380679,0.83596766,0.8378829
2012-03-12,0.83633775,0.83735764,0.8369462,0.83594656,0.8381006,0.8355088,0.8365215
2012-03-13,0.83517265,0.83590907,0.83687466,0.8352536,0.8354714,0.8369602,0.83614534
2012-03-14,0.83641475,0.835564,0.83533037,0.8356076,0.8349308,0.8369469,0.83594036
2012-03-15,0.83674157,0.8375314,0.8371965,0.83555466,0.8363086,0.8364217,0.83641934
2012-03-16,0.83520174,0.83555293,0.8363023,0.8355539,0.8352074,0.8347558,0.8350656
2012-03-18,0.8377127,0.8378346,0.8369218,0.8375577,0.83803314,0.83607525,0.8359175
2012-03-19,0.83679885,0.83851004,0.8374794,0.8364662,0.8378974,0.83800364,0.8373257
2012-03-20,0.83625865,0.83560944,0.83568263,0.83542067,0.8342471,0.83557683,0.8345945
2012-03-21,0.82493514,0.84019387,0.8287279,0.83482033,0.8343017,0.8374102,0.8443934
2012-03-22,0.8348897,0.83603793,0.8353727,0.83565223,0.8361427,0.8363544,0.8373177
2012-03-23,0.8350644,0.83490044,0.8349813,0.83515817,0.83468336,0.83477104,0.8342986
2012-03-25,0.83558387,0.83625185,0.8347687,0.835799,0.8348975,0.8351949,0.83623636
2012-03-26,0.8360702,0.83732736,0.8364035,0.8377749,0.8363998,0.83658314,0.8374322
2012-03-27,0.83421457,0.8346982,0.8345691,0.83418727,0.8333453,0.8368064,0.83505726
2012-03-28,0.8357494,0.83682203,0.83615685,0.83414245,0.83528423,0.8358076,0.8338728
2012-03-29,0.8323324,0.8320197,0.83352137,0.8325763,0.8325671,0.83400625,0.83387077
2012-03-30,0.8358167,0.8357441,0.8356304,0.83636165,0.8348137,0.83573014,0.83426434
2012-04-01,0.83570224,0.83689594,0.83607423,0.8357677,0.8360646,0.8337425,0.8364189
2012-04-02,0.83486474,0.8367111,0.8365623,0.83576745,0.8353085,0.8334454,0.834061
2012-04-03,0.8364568,0.83481646,0.8373858,0.8361507,0.83598804,0.8336283,0.83323246
2012-04-04,0.8364244,0.83685064,0.83584696,0.83386004,0.8328245,0.8363068,0.835295
2012-04-05,0.8340518,0.8335966,0.8328592,0.8347255,0.83336616,0.83505464,0.8334915
2012-04-08,0.8356837,0.8356406,0.83401704,0.833027,0.8334249,0.8325222,0.8317001
2012-04-09,0.8341711,0.8328922,0.8348235,0.83101165,0.83337826,0.831596,0.8333099
2012-04-10,0.8338605,0.83422554,0.83553076,0.8345258,0.83506,0.83484185,0.82997227
2012-04-11,0.83503085,0.8351135,0.834387,0.8349677,0.8352744,0.83459103,0.8349848
2012-04-12,0.8324467,0.8341065,0.8337058,0.83276206,0.8311096,0.8332267,0.83285964
2012-04-13,0.83378273,0.8340687,0.83388495,0.83095896,0.8328785,0.8321326,0.8340057
2012-04-15,0.8349476,0.8332849,0.8343402,0.83315873,0.8328004,0.83330464,0.8326411
2012-04-16,0.83221304,0.83364403,0.83300275,0.8326756,0.8332541,0.8326576,0.832052
2012-04-17,0.83529246,0.83528054,0.83503413,0.8337549,0.8354634,0.8346651,0.8348258
2012-04-18,0.83413696,0.8322914,0.83225775,0.8317832,0.8309773,0.8331605,0.8311621
2012-04-19,0.8323881,0.83475566,0.8336983,0.8328538,0.82997835,0.83262193,0.8318623
2012-04-20,0.8314527,0.8318611,0.8329675,0.83161986,0.83163136,0.82817364,0.83106256
2012-04-22,0.83291346,0.8328662,0.8322314,0.83169913,0.8296572,0.8294524,0.82761866
2012-04-23,0.83389306,0.8314043,0.8309477,0.832558,0.8309506,0.8284711,0.82683855
2012-04-24,0.8337471,0.83183366,0.8308114,0.8303287,0.82856905,0.82643574,0.82597584
2012-04-25,0.83241004,0.83266854,0.82985413,0.82756484,0.8255626,0.8254088,0.8255365
2012-04-26,0.82911754,0.83013034,0.8278669,0.8268342,0.82615036,0.824546,0.8257563
2012-04-27,0.8303896,0.82868564,0.8254671,0.826603,0.8243084,0.8240893,0.82495606
2012-04-29,0.8277762,0.8255252,0.8254199,0.82596076,0.8254255,0.8240839,0.8238306
2012-04-30,0.82813525,0.82478917,0.8255085,0.8245668,0.8238536,0.82395816,0.8230246
2012-05-01,0.82618463,0.8250917,0.8250459,0.8258071,0.8252513,0.82363933,0.8241956
2012-05-02,0.82601213,0.8243873,0.82710123,0.8251201,0.82539856,0.8230058,0.8245155
2012-05-03,0.8234402,0.8249455,0.8237641,0.82326066,0.8253816,0.82228494,0.82163453
2012-05-04,0.8245072,0.82425773,0.82418364,0.8238064,0.82336754,0.8233472,0.81915325
2012-05-06,0.82309735,0.8254001,0.82327676,0.8225692,0.8221863,0.8195671,0.81833327
2012-05-07,0.8244333,0.8247146,0.8243556,0.8230719,0.82001966,0.8191896,0.8182104
2012-05-08,0.82315636,0.8216777,0.82251453,0.8189359,0.8190595,0.8185704,0.81765556
2012-05-09,0.8222254,0.82249475,0.81870985,0.81839657,0.8180979,0.81875694,0.8172057
2012-05-10,0.82370245,0.8199953,0.8196131,0.8200852,0.8193766,0.815742,0.81607133
2012-05-11,0.81956905,0.81834996,0.81935287,0.8172849,0.8171041,0.8170307,0.81617844
2012-05-13,0.8193303,0.82056594,0.8167895,0.81772524,0.8162135,0.8170233,0.81595635
2012-05-14,0.8215004,0.818357,0.81765676,0.8176898,0.81588954,0.816473,0.81539434
2012-05-15,0.8189394,0.81837195,0.81748426,0.8159175,0.815665,0.8160134,0.8145952
2012-05-16,0.81883734,0.8159144,0.818636,0.8158597,0.814965,0.81560045,0.81446236
2012-05-17,0.8181265,0.81727153,0.81687784,0.8157327,0.81520927,0.8143494,0.81346667
2012-05-18,0.8163644,0.81516016,0.81543887,0.8131366,0.8140987,0.8129895,0.813275
2012-05-20,0.8150595,0.8150057,0.8143842,0.8134345,0.8128993,0.81255186,0.8116869
2012-05-21,0.8168861,0.8150722,0.8155165,0.8152335,0.8137721,0.8137207,0.8127978
2012-05-22,0.8130916,0.8147056,0.81208175,0.8132667,0.8124535,0.810958,0.80989015
2012-05-23,0.8144778,0.81495196,0.81283236,0.8116761,0.8114948,0.8088826,0.80649227
2012-05-24,0.8129265,0.8131582,0.812585,0.80896956,0.8082342,0.80623496,0.8076033
2012-05-25,0.8126472,0.8120235,0.81101894,0.80748,0.80710435,0.8055711,0.8052952
2012-05-27,0.811328,0.8093543,0.8082006,0.8074237,0.806597,0.80566716,0.80491173
2012-05-28,0.81218994,0.8097596,0.8085265,0.80736405,0.8053204,0.80445945,0.80653256
2012-05-29,0.8071367,0.8097881,0.8071096,0.8054414,0.80600065,0.8050245,0.8046982
2012-05-30,0.8090049,0.80712765,0.8048738,0.8044722,0.8031664,0.80415016,0.8053317
2012-05-31,0.8070334,0.8056405,0.80537593,0.8036361,0.80617875,0.8062722,0.8060692
2012-06-01,0.804947,0.80604905,0.806869,0.80446076,0.80555606,0.80569357,0.8055829
2012-06-03,0.80712366,0.80506706,0.80724305,0.8078928,0.8065567,0.8056888,0.80538744
2012-06-04,0.80482966,0.8049818,0.80545557,0.8035687,0.8045753,0.80450886,0.80618316
2012-06-05,0.8035011,0.8040159,0.8043029,0.8031354,0.80565155,0.8045551,0.80501103
2012-06-06,0.8069765,0.8055308,0.80602473,0.8035703,0.8069366,0.80382276,0.8060774
2012-06-07,0.80545866,0.80473775,0.8026546,0.80308926,0.80305254,0.8046714,0.8027786
2012-06-08,0.8039134,0.8034911,0.80589324,0.8036699,0.80382925,0.8051287,0.8041531
2012-06-10,0.80571234,0.80529284,0.80452716,0.8049071,0.80391115,0.803002,0.80395615
2012-06-11,0.8037431,0.8054013,0.80298907,0.804271,0.80390483,0.8042091,0.8020556
2012-06-12,0.80530345,0.8069846,0.80577004,0.8059637,0.8059128,0.80588096,0.8061471
2012-06-13,0.8061311,0.80512863,0.8049569,0.8046181,0.8036597,0.80519915,0.8050909
2012-06-14,0.80499846,0.8035487,0.80459356,0.80423045,0.80378455,0.8048605,0.80627596
2012-06-15,0.8044007,0.8048823,0.8044609,0.8042735,0.80322134,0.80477595,0.8053878
2012-06-17,0.80591595,0.80455077,0.805462,0.8057877,0.8051623,0.8047556,0.8053863
2012-06-18,0.804643,0.80517083,0.80444837,0.8052704,0.80545247,0.8065461,0.8056942
2012-06-19,0.8052532,0.80673075,0.8064253,0.80579317,0.80567276,0.8057493,0.8086636
2012-06-20,0.80569875,0.8056779,0.8040007,0.80576193,0.80593103,0.80670106,0.807008
2012-06-21,0.8052749,0.80449116,0.8062786,0.80806816,0.806408,0.80407727,0.80623394
2012-06-22,0.8055669,0.8049257,0.8032828,0.80536026,0.8043612,0.8063623,0.80387986
2012-06-24,0.80748785,0.8070743,0.8067204,0.80610263,0.80568755,0.8037268,0.8062684
2012-06-25,0.80484015,0.80631095,0.8053572,0.8060025,0.80750537,0.8076468,0.8064237
2012-06-26,0.8045996,0.8044305,0.8065105,0.8076872,0.80482805,0.8050474,0.80667454
2012-06-27,0.80733573,0.8067123,0.807227,0.8062143,0.8075131,0.8073511,0.8051571
2012-06-28,0.8056717,0.8053645,0.8057458,0.80619854,0.8059126,0.8047719,0.8054114
2012-06-29,0.80546886,0.80643743,0.8045678,0.8056036,0.80800354,0.8059514,0.8052621
2012-07-01,0.80543613,0.8048187,0.80521286,0.8052373,0.8045829,0.80508864,0.8064922
2012-07-02,0.8040199,0.80571234,0.80584645,0.80397177,0.8048442,0.80601346,0.8043445
2012-07-03,0.8058928,0.8056219,0.8051444,0.8042767,0.8038146,0.8064914,0.80551994
2012-07-04,0.8039297,0.8062656,0.8051316,0.80490553,0.8050952,0.8070101,0.8060583
2012-07-05,0.80591005,0.8060612,0.8061451,0.8055131,0.80499005,0.80563444,0.8046757
2012-07-06,0.8053342,0.80429673,0.80455315,0.80425245,0.8042395,0.8041582,0.80507827
2012-07-08,0.8030914,0.8036703,0.8043604,0.80435956,0.8044679,0.805292,0.8046142
2012-07-09,0.80567104,0.8039092,0.8053062,0.80408776,0.8061818,0.8056809,0.80528134
2012-07-10,0.80426866,0.805413,0.8048978,0.80561405,0.80385226,0.80565196,0.80602807
2012-07-11,0.80362755,0.8066637,0.80579466,0.80545956,0.80541337,0.80451953,0.80356073
2012-07-12,0.80585134,0.8054545,0.8048128,0.80756307,0.805675,0.8046403,0.80569834
2012-07-13,0.8048568,0.8042038,0.804092,0.8037748,0.804815,0.8025884,0.80361116
2012-07-15,0.80443954,0.80477786,0.8033883,0.80455923,0.80422914,0.80395365,0.80432636
2012-07-16,0.80535406,0.80448127,0.8027072,0.80450743,0.8041755,0.80352116,0.8028438
2012-07-17,0.80427563,0.8041872,0.8018659,0.80298996,0.80180204,0.80090356,0.803553
2012-07-18,0.8037982,0.8058015,0.8041155,0.8022467,0.8023878,0.80256474,0.8014643
2012-07-19,0.8036273,0.80394864,0.80251956,0.80317235,0.8017609,0.8018824,0.800606
2012-07-20,0.8041864,0.8004079,0.803177,0.80381876,0.8020331,0.8008802,0.80053985
2012-07-22,0.8042685,0.80309105,0.8027742,0.8008629,0.8002526,0.80044854,0.79891366
2012-07-23,0.8035526,0.8010622,0.8015747,0.80062,0.79924065,0.7980211,0.79512453
2012-07-24,0.8024104,0.80243886,0.8005707,0.800297,0.7993566,0.7949895,0.7931544
2012-07-25,0.8016188,0.80282825,0.79984766,0.7994135,0.7948546,0.7931943,0.7922976
2012-07-26,0.80137545,0.8006236,0.79940283,0.7957946,0.79336,0.7929221,0.79102874
2012-07-27,0.7999596,0.7996926,0.79478043,0.79257834,0.7925708,0.791541,0.7887298
2012-07-29,0.7996113,0.7946149,0.79486287,0.7938129,0.791581,0.78983426,0.7880487
2012-07-30,0.79411113,0.79366267,0.79355544,0.791044,0.78994197,0.78946835,0.7866709
2012-07-31,0.7936854,0.7928179,0.7910868,0.79102796,0.78911877,0.78774756,0.78807354
2012-08-01,0.7922883,0.79008687,0.78987724,0.7888838,0.78966385,0.7898729,0.7879555
2012-08-02,0.7916713,0.79050183,0.7882839,0.7894884,0.78821814,0.7886716,0.78960955
2012-08-03,0.7901786,0.7887007,0.7888001,0.7887099,0.7875798,0.78947794,0.7879095
2012-08-05,0.7888183,0.7891192,0.7887206,0.78981876,0.7891327,0.7886606,0.78878284
2012-08-06,0.787672,0.7899113,0.7874023,0.78852296,0.7894016,0.7876586,0.7871274
2012-08-07,0.78859764,0.7887333,0.7887475,0.7889657,0.78837997,0.7882909,0.7874135
2012-08-08,0.7871021,0.7880267,0.7886061,0.7891904,0.7858252,0.7872515,0.78684133
2012-08-09,0.7902607,0.78970253,0.78953433,0.78780854,0.78878295,0.78895754,0.7884517
2012-08-10,0.7875498,0.78771436,0.7873172,0.78583765,0.78625166,0.7851733,0.7855534
2012-08-12,0.7893392,0.78695494,0.7869402,0.7871781,0.78603506,0.78532004,0.78529555
2012-08-13,0.78755695,0.7869036,0.78558505,0.7855953,0.78389966,0.7850587,0.7827835
2012-08-14,0.7868356,0.7856553,0.7854192,0.7852942,0.7861157,0.7866366,0.78524137
2012-08-15,0.7831682,0.7840781,0.78406847,0.78453165,0.7845828,0.7872167,0.7841413
2012-08-16,0.7867071,0.78604573,0.7859236,0.7864679,0.78682095,0.7880737,0.78378415
2012-08-17,0.7876482,0.78637993,0.78518987,0.78673184,0.7844735,0.7874086,0.7839134
2012-08-19,0.78658295,0.78446203,0.78534615,0.7874955,0.78593653,0.78508776,0.78471005
2012-08-20,0.7850446,0.78578174,0.78523356,0.7844517,0.7857906,0.78465676,0.78297997
2012-08-21,0.78464943,0.78590727,0.7836395,0.7851151,0.7840602,0.78342706,0.7841115
2012-08-22,0.7846011,0.78349113,0.78586507,0.7853541,0.7846632,0.7851246,0.78539944
2012-08-23,0.7818171,0.783722,0.7851507,0.78520507,0.78494513,0.7837389,0.7830603
2012-08-24,0.78884804,0.7856698,0.78404444,0.78533286,0.7863181,0.7862938,0.78716356
2012-08-26,0.7843636,0.78383005,0.7842026,0.7865514,0.7857549,0.7851753,0.78771657
2012-08-27,0.7870576,0.7843727,0.78505045,0.7843807,0.7841865,0.7880048,0.78600335
2012-08-28,0.784155,0.7855113,0.7859989,0.78440726,0.78461266,0.7876346,0.78531504
2012-08-29,0.78599906,0.78511864,0.7854518,0.787123,0.78609955,0.7868024,0.7868465
2012-08-30,0.7848836,0.7842555,0.7879923,0.78469205,0.78734183,0.786916,0.78716236
2012-08-31,0.7856915,0.78467476,0.7869053,0.7864464,0.7870821,0.7887441,0.78803825
2012-09-02,0.7852981,0.7871376,0.78635985,0.78673244,0.7875457,0.7884811,0.78858465
2012-09-03,0.78748506,0.7880119,0.78697765,0.7876317,0.7890277,0.7885025,0.7901026
2012-09-04,0.78766286,0.7874642,0.78710175,0.78864574,0.78982615,0.78917354,0.7913238
2012-09-05,0.7874236,0.7881025,0.78868985,0.7895163,0.78879213,0.7907907,0.79138434
2012-09-06,0.7886641,0.7884568,0.78917575,0.78856575,0.7907524,0.791782,0.7907481
2012-09-07,0.7883674,0.78921705,0.78881174,0.7901255,0.7896865,0.7896968,0.78946185
2012-09-09,0.78985524,0.78955007,0.787362,0.78901374,0.7920462,0.7920777,0.79426503
2012-09-10,0.78787136,0.7895349,0.7893915,0.789314,0.78906184,0.79051256,0.7901404
2012-09-11,0.7883112,0.7892061,0.78851867,0.7908759,0.78953934,0.7900303,0.7929735
2012-09-12,0.79006743,0.7901435,0.7915095,0.7916722,0.7908331,0.7916298,0.7915087
2012-09-13,0.78907096,0.7915973,0.7911667,0.79122674,0.79152393,0.7908003,0.79207206
2012-09-14,0.7904296,0.7897164,0.7905148,0.79129744,0.7912073,0.790027,0.7906469
2012-09-16,0.78867227,0.79082435,0.7915243,0.79227364,0.7920642,0.79278696,0.791602
2012-09-17,0.79350686,0.7926896,0.792835,0.79221964,0.7910639,0.7905171,0.791051
2012-09-18,0.7914468,0.7914542,0.79064244,0.7911751,0.7911316,0.79230124,0.7912806
2012-09-19,0.79065627,0.7920971,0.7905118,0.7909989,0.7915317,0.79244286,0.7934401
2012-09-20,0.790885,0.7907703,0.79167205,0.7919853,0.7918124,0.7925751,0.7932566
2012-09-21,0.7919354,0.7912029,0.79268515,0.79235923,0.79275024,0.792409,0.79309344
2012-09-23,0.7921577,0.79325897,0.7921414,0.7926303,0.7931628,0.7937367,0.79413056
2012-09-24,0.7916355,0.79263616,0.79165673,0.79450154,0.7933847,0.7939992,0.79521585
2012-09-25,0.7928102,0.7941997,0.792516,0.79176146,0.79332983,0.79353046,0.7954103
2012-09-26,0.7924057,0.79281116,0.79329526,0.79408956,0.7949099,0.7941999,0.79650426
2012-09-27,0.7924262,0.7932881,0.7937478,0.79451257,0.7950563,0.7954228,0.79562277
2012-09-28,0.79235446,0.79328406,0.79417443,0.7952375,0.79617393,0.7964676,0.7959688
2012-09-30,0.79394,0.79519594,0.7951208,0.79630005,0.79674065,0.79605067,0.7959243
2012-10-01,0.7945583,0.7946722,0.79581964,0.795766,0.79621446,0.7962171,0.7967944
2012-10-02,0.7955609,0.7964422,0.79572505,0.7963759,0.7979629,0.7980394,0.7970034
2012-10-03,0.7946163,0.7968491,0.7962183,0.79684305,0.79652494,0.7950955,0.7961895
2012-10-04,0.7949141,0.7976268,0.79825747,0.79785526,0.798588,0.79795575,0.7992295
2012-10-05,0.7946159,0.79677594,0.7973813,0.79886186,0.79717654,0.79752356,0.80092347
2012-10-07,0.7977365,0.79608107,0.79711866,0.7963812,0.7977484,0.79763657,0.7973381
2012-10-08,0.7966234,0.7967285,0.79563975,0.79764867,0.7984383,0.79848766,0.79908705
2012-10-09,0.7986305,0.7987414,0.79872227,0.8000752,0.80035794,0.80022067,0.80156016
2012-10-10,0.79843915,0.79845786,0.7978637,0.8004439,0.79899156,0.7988813,0.80050826
2012-10-11,0.7987524,0.7984062,0.7994007,0.79924124,0.80011505,0.8000471,0.80054766
2012-10-12,0.7991543,0.7991205,0.7998636,0.7985112,0.8010436,0.8001508,0.8017566
2012-10-14,0.79919976,0.7999196,0.7993881,0.8000559,0.8001515,0.80073196,0.80182505
2012-10-15,0.800544,0.80073863,0.800602,0.8017688,0.8026547,0.80356175,0.8018991
2012-10-16,0.8009975,0.80102533,0.8010758,0.80189025,0.803668,0.80127114,0.804296
2012-10-17,0.79976165,0.801903,0.8019949,0.80142283,0.80402017,0.8031108,0.80363065
2012-10-18,0.8003659,0.8015949,0.8028659,0.8021673,0.80426097,0.80316657,0.80519
2012-10-19,0.802192,0.80205846,0.80222946,0.8036891,0.8059071,0.8047546,0.8051992
2012-10-21,0.80223614,0.8036605,0.8035669,0.804813,0.8032893,0.803944,0.80472827
2012-10-22,0.80235,0.8018414,0.8037349,0.8021826,0.8066493,0.80483824,0.8037261
2012-10-23,0.8026376,0.8036214,0.8046915,0.804285,0.8042274,0.80476975,0.8042443
2012-10-24,0.80456483,0.8038652,0.80415463,0.8042173,0.80410635,0.80472004,0.8049431
2012-10-25,0.80318725,0.80257446,0.804829,0.8037843,0.80366015,0.80212814,0.8038107
2012-10-26,0.805627,0.807394,0.8065934,0.80668825,0.80539477,0.80521554,0.8056779
2012-10-28,0.8047801,0.80436707,0.8038012,0.8047887,0.80338603,0.8040675,0.8055257
2012-10-29,0.80617726,0.806556,0.8059017,0.80508363,0.80542654,0.8045213,0.8030384
2012-10-30,0.8038491,0.8037278,0.80323344,0.80378497,0.8037907,0.80394423,0.80465657
2012-10-31,0.8041304,0.8044548,0.8041154,0.8043175,0.80410063,0.8033916,0.8042068
2012-11-01,0.80366004,0.80292416,0.8040505,0.8037865,0.8045689,0.8037858,0.8042661
2012-11-02,0.8059906,0.80321425,0.80356044,0.8035594,0.8047892,0.80374414,0.8035533
2012-11-04,0.8045875,0.80413526,0.8043163,0.80386364,0.8043107,0.8035993,0.804067
2012-11-05,0.80329794,0.80393857,0.8045006,0.803446,0.80457735,0.80582553,0.80415267
2012-11-06,0.80366945,0.8042492,0.8051956,0.8050077,0.8058569,0.8044946,0.8046067
2012-11-07,0.8051795,0.80409485,0.8050513,0.8050208,0.80462015,0.80444217,0.8052082
2012-11-08,0.8051183,0.80373526,0.80407774,0.80376935,0.80400574,0.80516946,0.8052588
2012-11-09,0.8038354,0.80379176,0.80423844,0.8041825,0.8041318,0.80330247,0.8034473
2012-11-11,0.80384475,0.80356836,0.8037793,0.8032957,0.80290926,0.8029599,0.8047445
2012-11-12,0.8055079,0.8046973,0.80407107,0.8043767,0.8045653,0.8033336,0.80378306
2012-11-13,0.8031458,0.80530727,0.80387306,0.8050231,0.8049613,0.8053211,0.8043349
2012-11-14,0.8037752,0.8041479,0.80544245,0.80465025,0.80467886,0.80393237,0.8037637
2012-11-15,0.80447894,0.8047176,0.80435777,0.80548406,0.8046126,0.8039533,0.80465853
2012-11-16,0.80531895,0.80635417,0.8058178,0.8054575,0.8050658,0.805862,0.8047718
