,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD
2012-11-23,1.2906947,1.2888374,1.2943081,1.289786,1.2901186,1.2870567,1.2907473
2012-11-25,1.2896844,1.2912326,1.2820601,1.2899412,1.2911558,1.2911841,1.2898624
2012-11-26,1.290159,1.2908479,1.2844667,1.2916882,1.2900779,1.2915502,1.2907742
2012-11-27,1.2919687,1.2913206,1.289538,1.2896668,1.2912047,1.287093,1.2897992
2012-11-28,1.2873635,1.2898196,1.2963184,1.2896987,1.2900419,1.2837518,1.2896637
2012-11-29,1.2902528,1.2892327,1.2766651,1.2915659,1.2912464,1.2921011,1.2902597
2012-11-30,1.295617,1.2877123,1.2928483,1.2893255,1.2900212,1.2844841,1.2879188
2012-12-02,1.2813752,1.2857503,1.285853,1.289415,1.2912977,1.2880546,1.2913817
2012-12-03,1.2937222,1.2855685,1.2876842,1.2918962,1.2900555,1.2805836,1.295522
2012-12-04,1.2951899,1.2887024,1.2875428,1.2894497,1.2914625,1.2918525,1.2813889
2012-12-05,1.2808194,1.2907102,1.2881533,1.2896158,1.2900023,1.2904179,1.2941957
2012-12-06,1.2827213,1.2814162,1.2877649,1.2918003,1.2878133,1.2827088,1.2938492
2012-12-07,1.2952393,1.2877054,1.2926223,1.2966335,1.2959716,1.2870616,1.2904639
2012-12-09,1.2919222,1.2943009,1.2887757,1.294206,1.2962334,1.2915561,1.2871488
2012-12-10,1.2894753,1.2907178,1.2883079,1.2899601,1.2824275,1.2911686,1.2893376
2012-12-11,1.290392,1.2935843,1.290895,1.289514,1.2889957,1.2950541,1.2925897
2012-12-12,1.2883648,1.2865325,1.2895148,1.2911158,1.2876976,1.2889813,1.290494
2012-12-13,1.2797151,1.28837,1.2901659,1.2903339,1.2929628,1.2892194,1.2863407
2012-12-14,1.2880702,1.2878556,1.2892362,1.2954344,1.2934667,1.2999902,1.2952393
2012-12-16,1.2876976,1.2858722,1.2895411,1.2948861,1.2988231,1.2942675,1.2924167
2012-12-17,1.283417,1.2877043,1.2919906,1.2914555,1.2942438,1.2949238,1.2970431
2012-12-18,1.2904985,1.2920014,1.2909899,1.298857,1.2968563,1.2976142,1.2964957
2012-12-19,1.2877653,1.2951396,1.2939564,1.2906938,1.2948692,1.2990944,1.2991874
2012-12-20,1.2932745,1.2947096,1.2921022,1.2950929,1.2998335,1.2985789,1.2977849
2012-12-21,1.2970781,1.2958697,1.3031727,1.2964559,1.2960496,1.2971581,1.3007786
2012-12-23,1.2956728,1.2960358,1.2959204,1.2988555,1.3004377,1.2996595,1.2958444
2012-12-24,1.2984273,1.2961804,1.2974715,1.3008299,1.3038737,1.2995425,1.3012352
2012-12-26,1.2951059,1.2978104,1.296455,1.2962229,1.29961,1.3027813,1.3054664
2012-12-27,1.298223,1.2982378,1.2998304,1.3008709,1.3002781,1.3045299,1.309465
2012-12-28,1.2977906,1.299983,1.3026478,1.3001447,1.3037308,1.3098882,1.3056545
2012-12-30,1.2999349,1.3012769,1.3013992,1.3030356,1.308653,1.3080614,1.3037801
2012-12-31,1.2989129,1.3047049,1.3033395,1.3060886,1.312015,1.3009192,1.305722
2013-01-02,1.302022,1.3054059,1.3006077,1.305122,1.3035173,1.3065549,1.3053734
2013-01-03,1.2980089,1.304071,1.3100058,1.3075631,1.3067163,1.3107266,1.3112512
2013-01-04,1.3051059,1.3108647,1.3113627,1.3042915,1.3117049,1.302025,1.3115329
2013-01-06,1.3076715,1.3082125,1.3051386,1.3114648,1.3061453,1.3030794,1.30965
2013-01-07,1.310278,1.3028216,1.3070936,1.3027992,1.3094193,1.3053644,1.3121927
2013-01-08,1.3068225,1.3068479,1.3068943,1.3027303,1.3078942,1.3137556,1.3047588
2013-01-09,1.3065202,1.3116652,1.3068987,1.3107514,1.3035889,1.3211565,1.3098379
2013-01-10,1.3120985,1.3106407,1.3009828,1.3158451,1.3166907,1.3098572,1.3159035
2013-01-11,1.312852,1.3090045,1.3116074,1.3112881,1.3149525,1.3161224,1.3151153
2013-01-13,1.3104511,1.3079175,1.3119528,1.3173859,1.3148249,1.3155313,1.3194783
2013-01-14,1.3076437,1.3123906,1.3117837,1.3147296,1.315416,1.3165892,1.316011
2013-01-15,1.3168257,1.3131603,1.3131361,1.318991,1.3195481,1.3094275,1.3181195
2013-01-16,1.3121694,1.3136693,1.3180172,1.3154467,1.3168854,1.3129579,1.323086
2013-01-17,1.3150864,1.3230764,1.3155313,1.3238125,1.3181525,1.317579,1.3196012
2013-01-18,1.3191134,1.317083,1.318826,1.3150951,1.3200662,1.3207889,1.321054
2013-01-20,1.3174593,1.3195337,1.3149343,1.3186449,1.3119575,1.3137432,1.3203253
2013-01-21,1.3166217,1.3223413,1.3180027,1.3196127,1.319693,1.3169163,1.3251714
2013-01-22,1.3194801,1.3178884,1.3236116,1.325459,1.3222961,1.321504,1.3204241
2013-01-23,1.3192997,1.3217921,1.3214784,1.3161244,1.3181959,1.323746,1.3244352
2013-01-24,1.3242484,1.320763,1.3202517,1.3221087,1.3248764,1.3254873,1.3230047
2013-01-25,1.3177125,1.3210531,1.3220501,1.3211381,1.3248289,1.3226874,1.3125095
2013-01-27,1.3207084,1.3205552,1.3203816,1.3226541,1.3209752,1.3228786,1.3274833
2013-01-28,1.324321,1.3241873,1.3203305,1.3240644,1.3266714,1.3216677,1.3298738
2013-01-29,1.3265703,1.3239977,1.3236035,1.3238289,1.328726,1.3286718,1.3256176
2013-01-30,1.3222876,1.3247768,1.3229513,1.325252,1.3283911,1.3357712,1.32859
2013-01-31,1.3145125,1.328602,1.3304775,1.3282809,1.3276966,1.3311161,1.3336482
2013-02-01,1.3263786,1.3284711,1.3269849,1.325597,1.32724,1.3297194,1.3365409
2013-02-03,1.3262672,1.3271933,1.3223157,1.3315048,1.3283412,1.3284676,1.3277977
2013-02-04,1.3293499,1.3271128,1.3277541,1.325902,1.3312227,1.3291936,1.3333609
2013-02-05,1.3245906,1.3314109,1.3339653,1.331396,1.3320577,1.328718,1.335868
2013-02-06,1.3283893,1.3319767,1.332876,1.3366413,1.334326,1.3318298,1.3343141
2013-02-07,1.3350558,1.3253728,1.3288057,1.3295728,1.3338753,1.3425186,1.3364985
2013-02-08,1.3279908,1.3277824,1.3351116,1.3350009,1.3315825,1.3286965,1.3368471
2013-02-10,1.3374023,1.3328342,1.3329781,1.3321968,1.3329427,1.3388598,1.3348784
2013-02-11,1.32789,1.3345126,1.3363247,1.338103,1.3363395,1.336674,1.341529
2013-02-12,1.3387669,1.3353529,1.3366907,1.3389059,1.3382722,1.3379028,1.3423808
2013-02-13,1.3345658,1.3378446,1.3381721,1.338667,1.3376462,1.3376042,1.3408544
2013-02-14,1.3356354,1.3350217,1.336326,1.3351104,1.334444,1.3356568,1.3384006
2013-02-15,1.332963,1.335389,1.3391627,1.3334506,1.3382263,1.3280072,1.3373711
2013-02-17,1.3406119,1.3388484,1.3377916,1.3361807,1.3341649,1.3352625,1.3376107
2013-02-18,1.3430932,1.3395985,1.3404466,1.3442917,1.3329715,1.3365035,1.3379886
2013-02-19,1.3463207,1.3433464,1.3426332,1.3356165,1.3397104,1.3385413,1.3456187
2013-02-20,1.335329,1.3353558,1.3455164,1.3421375,1.3362408,1.3304129,1.3415363
2013-02-21,1.338994,1.344254,1.3372505,1.3423675,1.337552,1.3338673,1.3327745
2013-02-22,1.3365154,1.3395995,1.3318247,1.3421644,1.3364866,1.3369434,1.3373334
2013-02-24,1.3472422,1.3273134,1.3416802,1.3372966,1.3391192,1.3377359,1.3351569
2013-02-25,1.3383226,1.3384757,1.3373787,1.3339285,1.3393819,1.3350456,1.3367641
2013-02-26,1.3426954,1.3358282,1.3319033,1.3354278,1.3376235,1.3384302,1.3382165
2013-02-27,1.3393548,1.3379384,1.3395561,1.3378539,1.332848,1.3361597,1.3362343
2013-02-28,1.3376842,1.3365769,1.3363321,1.3365775,1.336886,1.3359607,1.3374403
2013-03-01,1.3383305,1.3352813,1.3398832,1.3348956,1.33663,1.3358104,1.3365375
2013-03-03,1.3357418,1.3360276,1.3334633,1.3373319,1.3363848,1.3342668,1.3358948
2013-03-04,1.3353344,1.3376952,1.3383799,1.3355886,1.3341159,1.3362397,1.335374
2013-03-05,1.3361648,1.3359094,1.3329111,1.3360554,1.3333955,1.3360839,1.3338183
2013-03-06,1.3345752,1.3351027,1.3367522,1.3413953,1.3365941,1.3356683,1.3349211
2013-03-07,1.3355179,1.3385671,1.3338636,1.335973,1.3341175,1.3318983,1.3186014
2013-03-08,1.3350421,1.3353395,1.3393688,1.3403242,1.3369098,1.3335791,1.33344
2013-03-10,1.3360574,1.3323864,1.3337866,1.3341872,1.3344824,1.3315647,1.320003
2013-03-11,1.3386177,1.3405693,1.3299359,1.3334544,1.3308153,1.32031,1.3179792
2013-03-12,1.335405,1.3391967,1.3339258,1.3264652,1.3249449,1.3199074,1.319881
2013-03-13,1.3282207,1.3265779,1.3285685,1.3205072,1.3187915,1.3209105,1.317409
2013-03-14,1.3309745,1.3299259,1.320244,1.3216239,1.3176575,1.3166889,1.3118987
2013-03-15,1.3212659,1.3214464,1.318686,1.314278,1.3153378,1.3129983,1.3068173
2013-03-17,1.3204672,1.31705,1.3171265,1.3124616,1.3099985,1.3097126,1.3094696
2013-03-18,1.320611,1.3182461,1.3168802,1.3090268,1.3086553,1.3102939,1.3212115
2013-03-19,1.3198066,1.3142607,1.3106728,1.3113003,1.3083919,1.3049109,1.300618
2013-03-20,1.3161871,1.3099682,1.3110673,1.315033,1.3014965,1.3154447,1.3146982
2013-03-21,1.3102486,1.3105688,1.3085667,1.3060291,1.302668,1.3049896,1.3134714
2013-03-22,1.3141227,1.3098965,1.3036605,1.3111359,1.3044462,1.3072855,1.3004615
2013-03-24,1.3074887,1.3047643,1.310787,1.3035207,1.3057078,1.3084188,1.3030051
2013-03-25,1.309593,1.3048288,1.2959096,1.2979219,1.3053192,1.298709,1.3023787
2013-03-26,1.3055872,1.3106185,1.3106549,1.3028193,1.3106214,1.3063555,1.3056902
2013-03-27,1.3020647,1.3010244,1.3060243,1.3060498,1.2975572,1.3001204,1.3008513
2013-03-28,1.3042035,1.2992036,1.2978928,1.3006892,1.3041241,1.2960527,1.2991077
2013-03-31,1.3147324,1.2955595,1.3028275,1.3004467,1.3007258,1.3025122,1.2994062
2013-04-01,1.3056593,1.3051186,1.3014061,1.300953,1.2988765,1.293581,1.2972705
2013-04-02,1.2978563,1.3007343,1.303508,1.2977371,1.2978576,1.3042802,1.3002146
2013-04-03,1.3026994,1.3047129,1.3019257,1.3048213,1.29764,1.2927351,1.2924248
2013-04-04,1.2985476,1.3010168,1.3027794,1.2922765,1.2988987,1.3074324,1.303438
2013-04-05,1.2995578,1.3029236,1.299613,1.3082857,1.303186,1.3002441,1.2955211
2013-04-07,1.2978156,1.2908049,1.2965134,1.29123,1.2979203,1.2976345,1.3032254
2013-04-08,1.3068644,1.3061146,1.2996306,1.2986671,1.2984899,1.3003415,1.2945814
2013-04-09,1.2915236,1.2945477,1.2975383,1.2966491,1.3009338,1.2972832,1.3034511
2013-04-10,1.3055863,1.297333,1.2988602,1.3024611,1.2907892,1.2946233,1.2996036
2013-04-11,1.2981898,1.3003436,1.2982035,1.2950835,1.2982228,1.298421,1.2991289
2013-04-12,1.3027663,1.2975608,1.3001428,1.3024716,1.299643,1.3021193,1.2986416
2013-04-14,1.2941276,1.3010104,1.299095,1.2949717,1.2989701,1.3005905,1.2995845
2013-04-15,1.3053927,1.2990209,1.2983513,1.2993103,1.3024122,1.2958555,1.2992479
2013-04-16,1.2945702,1.2994351,1.3011532,1.2987356,1.2987103,1.2970307,1.298538
2013-04-17,1.2984444,1.294724,1.2954459,1.2990094,1.2968702,1.2983503,1.2996215
2013-04-18,1.299043,1.2973653,1.2997519,1.2994319,1.2966236,1.2990949,1.2978654
2013-04-19,1.2988566,1.2979375,1.298049,1.2980056,1.2976636,1.2990707,1.2988648
2013-04-21,1.3001637,1.2965266,1.2997742,1.2994758,1.3021106,1.2995933,1.2986015
2013-04-22,1.2996584,1.3013549,1.301982,1.29519,1.2963256,1.2996119,1.2932636
2013-04-23,1.2986097,1.2998376,1.3010561,1.3001075,1.2992655,1.2994788,1.298779
2013-04-24,1.2995486,1.3003085,1.2992325,1.3001813,1.3024449,1.3027998,1.2995849
2013-04-25,1.2988659,1.298609,1.2985996,1.3017912,1.299509,1.3025985,1.3059953
2013-04-26,1.3010286,1.2959664,1.2966409,1.2984724,1.2983806,1.3036009,1.3016255
2013-04-28,1.302662,1.302489,1.2987843,1.301065,1.2991043,1.3033271,1.3033509
2013-04-29,1.2962542,1.2997577,1.3031477,1.3002317,1.2989559,1.3012553,1.3013085
2013-04-30,1.3004074,1.2996458,1.3002061,1.2927663,1.3034812,1.3039966,1.3009377
2013-05-01,1.2985777,1.3014923,1.3120766,1.3001081,1.3012387,1.3032284,1.2998209
2013-05-02,1.3030645,1.2972873,1.3033283,1.2890252,1.3013839,1.2946804,1.3055341
2013-05-03,1.3019645,1.3022212,1.3025906,1.3068522,1.3061488,1.3092257,1.310667
2013-05-05,1.2993736,1.3032999,1.3025763,1.3033314,1.3003403,1.3004087,1.3039548
2013-05-06,1.2999635,1.2985239,1.3061255,1.3036472,1.3063939,1.3006626,1.3038664
2013-05-07,1.3035676,1.3041117,1.3035114,1.3025885,1.3044312,1.3044288,1.3100532
2013-05-08,1.3031914,1.3061138,1.3041878,1.3104267,1.3071371,1.3084104,1.3095127
2013-05-09,1.3083873,1.3015418,1.3087639,1.3059562,1.3062394,1.3057773,1.3033013
2013-05-10,1.3001447,1.3026018,1.3069181,1.3083229,1.3032467,1.3101822,1.3069712
2013-05-12,1.3016019,1.3012736,1.3059678,1.3047564,1.3069569,1.3000188,1.306011
2013-05-13,1.3050125,1.3102618,1.3086307,1.304589,1.3095403,1.3038503,1.3067667
2013-05-14,1.3027464,1.3082082,1.3081324,1.3054594,1.3095839,1.3046696,1.306097
2013-05-15,1.3050705,1.3037206,1.3061695,1.3093913,1.3065598,1.3012084,1.306536
2013-05-16,1.3055133,1.3056018,1.306924,1.304889,1.3081504,1.3090978,1.3032341
2013-05-17,1.3085535,1.3033824,1.3027093,1.3062038,1.3068565,1.301169,1.3054624
2013-05-19,1.3024585,1.3051808,1.3026476,1.3101203,1.3092917,1.3063964,1.3015342
2013-05-20,1.3092027,1.3068973,1.3065132,1.3092479,1.304924,1.3060361,1.3037329
2013-05-21,1.3072176,1.3060491,1.3013034,1.3059454,1.3060951,1.3043411,1.3034898
2013-05-22,1.3047047,1.3075529,1.3046203,1.3052802,1.3038675,1.3046473,1.3039758
2013-05-23,1.3052294,1.3057698,1.3125017,1.3047954,1.3041859,1.3011703,1.3036878
2013-05-24,1.3061967,1.3061082,1.305485,1.3037528,1.3047304,1.3019106,1.2996428
2013-05-26,1.3070165,1.3056453,1.3037647,1.3032713,1.3036096,1.3016285,1.301423
2013-05-27,1.304978,1.3052871,1.3053706,1.301668,1.2984238,1.2997031,1.2975938
2013-05-28,1.3039784,1.3038617,1.301773,1.3009412,1.3016809,1.2999551,1.3001499
2013-05-29,1.3016058,1.3016411,1.3005537,1.3047907,1.3012681,1.3038449,1.2988794
2013-05-30,1.3027058,1.3003385,1.3012736,1.2956282,1.3018329,1.3012952,1.2996706
2013-05-31,1.3004113,1.3025542,1.299996,1.30093,1.2940056,1.2999618,1.2987972
2013-06-02,1.3032235,1.3057578,1.2988207,1.298453,1.2950809,1.29904,1.3008883
2013-06-03,1.3014014,1.2942773,1.3007717,1.30179,1.2993841,1.3024478,1.2991371
2013-06-04,1.2942244,1.3008687,1.3017696,1.2990215,1.2992326,1.3042809,1.3001072
2013-06-05,1.3000067,1.2962289,1.3031363,1.3023322,1.3013349,1.2979296,1.2988317
2013-06-06,1.2993357,1.3017925,1.3004031,1.2970141,1.3011477,1.3012768,1.300775
2013-06-07,1.2959511,1.302103,1.3034337,1.3017389,1.3020177,1.3005121,1.3003254
2013-06-09,1.2999045,1.2980652,1.3011717,1.305582,1.3012753,1.3012995,1.3007143
2013-06-10,1.3027405,1.3026967,1.3021163,1.3024092,1.3009932,1.3049375,1.3004991
2013-06-11,1.2944984,1.2991145,1.3018695,1.3004746,1.3003647,1.3073936,1.3011084
2013-06-12,1.3032763,1.3008753,1.3007243,1.299923,1.3020915,1.3055097,1.3025122
2013-06-13,1.3021033,1.2990774,1.3019803,1.3001366,1.3012228,1.3005683,1.301086
2013-06-14,1.3014525,1.30256,1.3006861,1.3045971,1.3008859,1.2991828,1.3024195
2013-06-16,1.3008368,1.2996584,1.3019872,1.3029081,1.3001784,1.3027315,1.300929
2013-06-17,1.3011854,1.3023744,1.3006316,1.3018019,1.3020917,1.3016539,1.3023452
2013-06-18,1.3031446,1.3063545,1.3019886,1.3009312,1.3011787,1.3027017,1.3002728
2013-06-19,1.3006798,1.2988118,1.3005177,1.3037,1.3013778,1.3024164,1.3062589
2013-06-20,1.2972605,1.3048204,1.301889,1.301041,1.3008692,1.3004742,1.3063459
2013-06-21,1.3026197,1.3011187,1.3004171,1.3052058,1.304951,1.3062887,1.3080289
2013-06-23,1.3034161,1.2996955,1.3034428,1.3062873,1.3079315,1.3069034,1.3081305
2013-06-24,1.2973328,1.3029985,1.304508,1.3067715,1.305062,1.3093667,1.3105013
2013-06-25,1.2992443,1.3056697,1.3072281,1.3079453,1.307363,1.3072337,1.3068119
2013-06-26,1.3041399,1.3029779,1.3074074,1.3067464,1.3082595,1.3079096,1.302984
2013-06-27,1.305365,1.3089993,1.3055309,1.3059279,1.3092542,1.3088671,1.3081012
2013-06-28,1.3065335,1.303121,1.3047045,1.3085763,1.3044102,1.3087959,1.3034341
2013-06-30,1.3071332,1.3075005,1.3101522,1.3060048,1.2995847,1.308139,1.3122805
2013-07-01,1.3061532,1.305841,1.304129,1.3099155,1.3095492,1.3061882,1.3076158
2013-07-02,1.3075755,1.3078029,1.2977977,1.3108093,1.3078586,1.3057067,1.308411
2013-07-03,1.308597,1.3096861,1.313716,1.3080453,1.3167762,1.3069152,1.3107015
2013-07-04,1.3053223,1.3089525,1.3006091,1.3021278,1.3076254,1.2938861,1.3072491
2013-07-05,1.310765,1.3085612,1.31066,1.3119943,1.3081584,1.3099635,1.3058366
2013-07-07,1.2897793,1.3089136,1.3107324,1.3017035,1.3074832,1.3052316,1.3090148
2013-07-08,1.3091564,1.3029823,1.3062147,1.3115159,1.3080506,1.3038855,1.3063037
2013-07-09,1.3064225,1.3066356,1.3074327,1.3075609,1.3050537,1.3051809,1.3044358
2013-07-10,1.3063778,1.3048645,1.3081418,1.3048668,1.3070062,1.3107584,1.3085532
2013-07-11,1.3054593,1.3062941,1.3082709,1.3099177,1.3098565,1.320427,1.3086824
2013-07-12,1.3079743,1.3140608,1.3076024,1.3057188,1.3119655,1.308445,1.3107669
2013-07-14,1.3105396,1.3124738,1.3064749,1.3283446,1.3125697,1.3062618,1.308541
2013-07-15,1.3091376,1.305149,1.31161,1.2999157,1.3089732,1.3122182,1.3090676
2013-07-16,1.3285902,1.3084413,1.3065506,1.3101017,1.3085141,1.3094338,1.3058243
2013-07-17,1.3110902,1.3119134,1.3066971,1.3129618,1.311288,1.3086114,1.3108042
2013-07-18,1.3114412,1.3070843,1.3144983,1.3098412,1.3159748,1.3120193,1.3060164
2013-07-19,1.306696,1.3152832,1.3098046,1.3107232,1.3118141,1.3091741,1.3094176
2013-07-21,1.31151,1.3079199,1.3072736,1.3120613,1.3103182,1.3084381,1.308968
2013-07-22,1.3071712,1.3094807,1.3049686,1.3138511,1.3116472,1.3121202,1.2963876
2013-07-23,1.3109149,1.305434,1.3124425,1.309737,1.3076196,1.3090626,1.3092293
2013-07-24,1.311343,1.3069322,1.3121401,1.3064519,1.3094709,1.3129368,1.305782
2013-07-25,1.3077737,1.3089044,1.3112804,1.3088522,1.3080363,1.3111091,1.3090307
2013-07-26,1.3117546,1.3103098,1.306291,1.3158722,1.3103911,1.311966,1.3079138
2013-07-28,1.3107507,1.3118894,1.3114543,1.3095859,1.3096755,1.3120966,1.3144133
2013-07-29,1.3070776,1.307125,1.3100816,1.3090006,1.3128984,1.3056217,1.3090411
2013-07-30,1.3132548,1.3121349,1.3085814,1.3098078,1.3050814,1.3074255,1.3109094
2013-07-31,1.3126562,1.3094413,1.3115027,1.3142073,1.3071363,1.3070182,1.3132255
2013-08-01,1.3118811,1.3086246,1.3101212,1.3106177,1.3100767,1.3137089,1.31052
2013-08-02,1.3061769,1.3151355,1.3085407,1.3131162,1.310282,1.3122852,1.313132
2013-08-04,1.3126569,1.3098176,1.3116381,1.3102288,1.308778,1.3142471,1.3110408
2013-08-05,1.3096666,1.3090987,1.312699,1.3164287,1.3092767,1.3137581,1.3137333
2013-08-06,1.3076681,1.3075688,1.311334,1.3090886,1.3111924,1.3133247,1.3135443
2013-08-07,1.3128451,1.3029066,1.3053832,1.309779,1.3125367,1.3139337,1.3212125
2013-08-08,1.3059355,1.3096987,1.3172774,1.3157946,1.3156974,1.3179234,1.3198963
2013-08-09,1.3112382,1.312762,1.3160964,1.3116916,1.3201439,1.3195157,1.321209
2013-08-11,1.3131752,1.3145133,1.3166234,1.3172259,1.3206236,1.322422,1.3235475
2013-08-12,1.3151634,1.3144403,1.3222733,1.320091,1.3171859,1.3236415,1.3207194
2013-08-13,1.3175062,1.3201207,1.3203106,1.3218278,1.3261214,1.3396933,1.3316742
2013-08-14,1.3181952,1.3203278,1.3218464,1.3225808,1.3132944,1.3221071,1.3196362
2013-08-15,1.3203669,1.3235677,1.3255268,1.3143768,1.3229885,1.3299459,1.3186823
2013-08-16,1.3204176,1.3194258,1.3107454,1.3205681,1.3243074,1.3243048,1.3304766
2013-08-18,1.3362987,1.3218893,1.335373,1.3322581,1.3283961,1.3250276,1.3253727
2013-08-19,1.3152739,1.3105803,1.3163121,1.3292941,1.3283606,1.3320416,1.3283802
2013-08-20,1.3143048,1.3315005,1.3268082,1.3242664,1.3269888,1.3257549,1.3296466
2013-08-21,1.3318034,1.3227738,1.3229772,1.3300776,1.3229548,1.3287883,1.3241223
2013-08-22,1.3228153,1.3296652,1.3326043,1.3259847,1.3279374,1.3304937,1.3314129
2013-08-23,1.3246013,1.3238739,1.3292272,1.3262887,1.3256489,1.327955,1.3291891
2013-08-25,1.3252921,1.3297644,1.3257658,1.3261538,1.3247671,1.3273418,1.3253698
2013-08-26,1.3259909,1.3226116,1.3247229,1.3259933,1.3294771,1.3276472,1.3309354
2013-08-27,1.3305612,1.3212891,1.3244503,1.3303816,1.3300779,1.3276087,1.3304889
2013-08-28,1.3276619,1.3259963,1.3303725,1.3333306,1.3325226,1.3334256,1.3276402
2013-08-29,1.3274895,1.3274926,1.3276513,1.3277111,1.3304762,1.3305315,1.3263822
2013-08-30,1.327866,1.3297126,1.3321939,1.3265655,1.3305452,1.331636,1.3274877
2013-09-01,1.3297116,1.3278245,1.3309768,1.3323206,1.3272611,1.3279927,1.3270253
2013-09-02,1.3251671,1.3274059,1.3317211,1.3287879,1.3224648,1.3262872,1.3299787
2013-09-03,1.3314254,1.3306962,1.3278844,1.3299328,1.3315322,1.328943,1.3282481
2013-09-04,1.3285062,1.3281034,1.3284938,1.3283665,1.3273374,1.3246446,1.3285669
2013-09-05,1.3296926,1.331177,1.3276641,1.3298746,1.328203,1.3329937,1.326235
2013-09-06,1.330005,1.3330092,1.3310206,1.3252628,1.33092,1.3340257,1.3299491
2013-09-08,1.3231289,1.3270059,1.3269955,1.3324778,1.3261389,1.3271093,1.3294791
2013-09-09,1.3252134,1.3330566,1.327566,1.3291886,1.3275908,1.329431,1.3301041
2013-09-10,1.3296187,1.3301047,1.3233695,1.3284161,1.3290002,1.331705,1.3320884
2013-09-11,1.3271255,1.3273498,1.3341136,1.3297598,1.3303964,1.3277931,1.3284267
2013-09-12,1.3286076,1.3333006,1.3289549,1.3323748,1.3303311,1.33336,1.3305918
2013-09-13,1.3282396,1.3277094,1.3275347,1.3275406,1.3331742,1.3320986,1.3314886
2013-09-15,1.3295468,1.3270895,1.3297398,1.3313656,1.3309866,1.332292,1.3334466
2013-09-16,1.3310578,1.33485,1.3299873,1.3298545,1.3312382,1.3299494,1.3326248
2013-09-17,1.328259,1.3304508,1.3325619,1.331639,1.3395107,1.3282753,1.3316116
2013-09-18,1.3282799,1.3327528,1.3327705,1.332387,1.3336147,1.3311431,1.3327409
2013-09-19,1.329191,1.3294924,1.3315938,1.3266342,1.3297032,1.3281312,1.3319179
2013-09-20,1.3336697,1.3318816,1.3318338,1.3279678,1.3255919,1.3314158,1.3325112
2013-09-22,1.3341213,1.3372415,1.3315969,1.327144,1.3240263,1.3305014,1.3353306
2013-09-23,1.3285311,1.3304234,1.335204,1.3364067,1.3323752,1.3352306,1.3329995
2013-09-24,1.3304627,1.3328285,1.329667,1.338335,1.3388983,1.3334438,1.3304535
2013-09-25,1.3266554,1.3290294,1.3375901,1.3330107,1.3342128,1.3396995,1.336971
2013-09-26,1.3289183,1.332746,1.3337218,1.3352549,1.3349094,1.336154,1.3354429
2013-09-27,1.3341273,1.3337497,1.3265395,1.3281611,1.3319317,1.3411841,1.3364489
2013-09-29,1.3316568,1.3356199,1.3347087,1.3366182,1.3338252,1.3309634,1.3328307
2013-09-30,1.3315128,1.330765,1.3358389,1.3356047,1.3360777,1.3367767,1.3366537
2013-10-01,1.3370162,1.3401762,1.3322897,1.3293501,1.3341641,1.3404262,1.3391963
2013-10-02,1.3374355,1.3341299,1.337195,1.3366636,1.3340946,1.3364842,1.3356262
2013-10-03,1.3403866,1.3351319,1.3337452,1.3431251,1.3380898,1.3363252,1.3368621
2013-10-04,1.331907,1.3362052,1.3404317,1.3382237,1.3361151,1.3370473,1.3414935
2013-10-06,1.3360023,1.3378047,1.3394057,1.3367939,1.3368485,1.3423197,1.3495682
2013-10-07,1.3356731,1.3369318,1.3386495,1.3397958,1.3426276,1.3467916,1.3400021
2013-10-08,1.3338915,1.3362128,1.3395376,1.343279,1.3439999,1.3494964,1.3456745
2013-10-09,1.3430969,1.3455429,1.3419021,1.3480185,1.3434675,1.3494858,1.3499186
2013-10-10,1.3388805,1.3416498,1.350021,1.3394394,1.3419768,1.3365631,1.3375866
2013-10-11,1.3417511,1.346158,1.3511542,1.3469219,1.3543915,1.3464595,1.3431495
2013-10-13,1.3484595,1.3491744,1.3394177,1.3518488,1.3373849,1.3524326,1.3447558
2013-10-14,1.3478408,1.3558729,1.3356113,1.348284,1.328383,1.3561485,1.3536633
2013-10-15,1.3483067,1.344282,1.3519539,1.3465637,1.3476365,1.3509401,1.353435
2013-10-16,1.3466239,1.3457168,1.3529155,1.3498462,1.3524826,1.3506485,1.3484646
2013-10-17,1.3441896,1.3522929,1.351153,1.3437295,1.3509398,1.3454354,1.3506567
2013-10-18,1.3483313,1.349755,1.3452127,1.3506398,1.3477,1.347382,1.3518516
2013-10-20,1.3500795,1.3565135,1.346193,1.3523159,1.3525383,1.353529,1.3501185
2013-10-21,1.3377892,1.3507054,1.3562865,1.3540063,1.3574557,1.3536605,1.3478742
2013-10-22,1.3513347,1.3540847,1.3534522,1.3543398,1.3547361,1.3559188,1.3594737
2013-10-23,1.3526608,1.3500806,1.3508639,1.3523699,1.3535684,1.3554096,1.3582816
2013-10-24,1.354909,1.3525207,1.3503785,1.3554196,1.3578708,1.3547479,1.3614379
2013-10-25,1.3542678,1.3519975,1.3544432,1.3543836,1.3579979,1.3550832,1.3563294
2013-10-27,1.3529516,1.350243,1.35451,1.3536708,1.3548677,1.3590792,1.3559262
2013-10-28,1.3615965,1.3524153,1.3498234,1.3556257,1.3568884,1.3564116,1.3582597
2013-10-29,1.3557527,1.3531133,1.3502157,1.3574302,1.3523834,1.3575977,1.3582499
