,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD,EURUSD
2011-12-18,1.343623,1.3484671,1.3472958,1.3385986,1.3400534,1.3367782,1.3409784
2011-12-19,1.3450232,1.3363224,1.3394163,1.3434062,1.3369894,1.3430214,1.3357599
2011-12-20,1.3411214,1.3323178,1.3406442,1.3419166,1.3393646,1.3346481,1.3382719
2011-12-21,1.3417132,1.3408742,1.3390487,1.3463163,1.3299994,1.3370192,1.3355274
2011-12-22,1.3392336,1.3417445,1.343681,1.3472881,1.3330467,1.3374553,1.331424
2011-12-23,1.3397229,1.3412802,1.3324168,1.3398159,1.3368874,1.3353465,1.3391259
2011-12-27,1.3368249,1.3391775,1.3410012,1.3337871,1.3377388,1.3300934,1.3345354
2011-12-28,1.3379003,1.3336759,1.3377995,1.3294332,1.3356299,1.3293703,1.3308728
2011-12-29,1.3381945,1.3326544,1.3369254,1.333325,1.3326592,1.3306763,1.3253918
2011-12-30,1.3346077,1.3329676,1.3286637,1.3332343,1.3323288,1.324801,1.3214171
2012-01-02,1.3290292,1.329537,1.3242873,1.3312479,1.3261821,1.3229831,1.3139938
2012-01-03,1.3316703,1.3322833,1.3296889,1.3267164,1.3220036,1.3108,1.3080919
2012-01-04,1.3308858,1.3314638,1.3255038,1.3273609,1.3153414,1.305523,1.3099123
2012-01-05,1.3289853,1.3246884,1.3235208,1.3110715,1.3084556,1.3119345,1.3164785
2012-01-06,1.3254273,1.3216878,1.3102922,1.3170657,1.3068966,1.301194,1.3066756
2012-01-08,1.3214234,1.3129764,1.3228567,1.3043185,1.3066171,1.3098339,1.3060571
2012-01-09,1.3258612,1.3085903,1.3088343,1.3147688,1.3051596,1.3041904,1.2988719
2012-01-10,1.3145431,1.3174622,1.3110013,1.2975433,1.3033049,1.3018215,1.2993753
2012-01-11,1.3018932,1.3111901,1.3008084,1.3032851,1.3060282,1.3043113,1.2996969
2012-01-12,1.3039253,1.3070068,1.3068784,1.3029194,1.3054253,1.3057746,1.3016194
2012-01-13,1.297763,1.2958462,1.3014618,1.3022217,1.3014696,1.2976614,1.3030369
2012-01-15,1.3053966,1.3054581,1.3044077,1.3078601,1.3069755,1.3003478,1.2992504
2012-01-16,1.3016273,1.3086028,1.3029435,1.3049287,1.3008022,1.2995837,1.2932485
2012-01-17,1.2971271,1.3035822,1.3044782,1.2983971,1.3007802,1.3016582,1.2956948
2012-01-18,1.3024141,1.304011,1.2996767,1.3000646,1.3000995,1.298792,1.2957218
2012-01-19,1.3036461,1.306148,1.293021,1.2977248,1.2940636,1.2956121,1.2973082
2012-01-20,1.3012078,1.2993661,1.2980108,1.2972274,1.2998834,1.2918091,1.2967341
2012-01-22,1.3013219,1.3018442,1.303767,1.297599,1.3050046,1.3035727,1.2970705
2012-01-23,1.2989842,1.296333,1.2981892,1.2973368,1.2913129,1.3032655,1.2860954
2012-01-24,1.2983003,1.295274,1.3005564,1.2833304,1.2910407,1.2949936,1.2763131
2012-01-25,1.3041416,1.2996273,1.2995061,1.3011856,1.3076113,1.298815,1.3014611
2012-01-26,1.2979239,1.2950895,1.2950348,1.2928057,1.29523,1.2958204,1.2976408
2012-01-27,1.296951,1.2946914,1.3028553,1.2976646,1.2971288,1.2975119,1.2974434
2012-01-29,1.2935903,1.2857168,1.2939004,1.2948251,1.295713,1.2946408,1.2952833
2012-01-30,1.2963758,1.295479,1.2886016,1.2964368,1.29629,1.2963802,1.2971864
2012-01-31,1.2947187,1.2914613,1.2971413,1.2920465,1.2959013,1.2941464,1.2966704
2012-02-01,1.2973214,1.296095,1.298466,1.3005736,1.2942845,1.2958013,1.2984059
2012-02-02,1.2966588,1.2949039,1.2957689,1.2913177,1.2963836,1.2990885,1.2971195
2012-02-03,1.2953497,1.2977434,1.297361,1.2997915,1.2966516,1.2912142,1.2967895
2012-02-05,1.2944894,1.2959177,1.293957,1.2933786,1.2946793,1.2993028,1.2975762
2012-02-06,1.2977235,1.2976689,1.2952032,1.2967888,1.2943972,1.2968024,1.2952178
2012-02-07,1.2979873,1.2953867,1.2987677,1.2968311,1.2989115,1.2971218,1.2961886
2012-02-08,1.2981391,1.2967017,1.296486,1.2953067,1.2997047,1.2985249,1.3000466
2012-02-09,1.2979784,1.2998437,1.2968043,1.2956481,1.296975,1.3001108,1.3019986
2012-02-10,1.297669,1.2983196,1.2991259,1.2975701,1.3033231,1.3012199,1.3063483
2012-02-12,1.295022,1.2956582,1.3022263,1.3036501,1.2992665,1.3051281,1.3080065
2012-02-13,1.2958332,1.2994289,1.3006275,1.3025259,1.3046455,1.3047658,1.3264612
2012-02-14,1.3012414,1.3057777,1.3072642,1.304794,1.3100796,1.3123766,1.3102632
2012-02-15,1.301454,1.3095741,1.3075953,1.3203144,1.3089381,1.2955276,1.310719
2012-02-16,1.3033297,1.2988138,1.3072546,1.3057714,1.308989,1.312907,1.3110067
2012-02-17,1.3067536,1.3062539,1.3092339,1.3135922,1.3129637,1.3202306,1.3139408
2012-02-19,1.3069695,1.3039829,1.3098576,1.3109856,1.3119056,1.3147609,1.3010339
2012-02-20,1.3063145,1.3117601,1.3169005,1.3065543,1.3026292,1.309279,1.309296
2012-02-21,1.3114069,1.308634,1.3116707,1.3133956,1.3138312,1.3172778,1.3172439
2012-02-22,1.307772,1.3081946,1.3117256,1.3044748,1.306487,1.3123133,1.3218162
2012-02-23,1.3121789,1.307529,1.3155874,1.311778,1.3179727,1.308577,1.3157223
2012-02-24,1.3074993,1.3173361,1.3088475,1.3176044,1.3098726,1.3141538,1.3165631
2012-02-26,1.318069,1.3118945,1.3082298,1.3069868,1.3199044,1.3194907,1.3148174
2012-02-27,1.3057618,1.309651,1.3152124,1.3112774,1.3171211,1.3180437,1.3173556
2012-02-28,1.3218242,1.3172045,1.3159151,1.3185729,1.3186281,1.3195614,1.3168083
2012-02-29,1.3205657,1.3168377,1.3197539,1.3156207,1.3175722,1.3227781,1.3194847
2012-03-01,1.3157914,1.318392,1.3190441,1.3115957,1.325468,1.3174231,1.3155823
2012-03-02,1.3260157,1.3186995,1.318209,1.3173634,1.3184416,1.3188916,1.3186141
2012-03-04,1.3243885,1.3175716,1.3223882,1.3216972,1.3230861,1.3243146,1.3276579
2012-03-05,1.318573,1.321703,1.3175544,1.326311,1.3184133,1.3177922,1.3197926
2012-03-06,1.3180867,1.3207029,1.3205831,1.3189945,1.3249917,1.3177463,1.3179033
2012-03-07,1.3208331,1.3196334,1.3209379,1.3226709,1.3235912,1.3241132,1.3218973
2012-03-08,1.32743,1.3197855,1.3186841,1.3264682,1.3147624,1.3192871,1.3222156
2012-03-09,1.3203471,1.31864,1.3196957,1.3197128,1.3197517,1.3204187,1.3200846
2012-03-11,1.320402,1.3271986,1.3196939,1.3187497,1.3195691,1.323743,1.3219041
2012-03-12,1.3256826,1.3208269,1.3194565,1.3238778,1.3187234,1.319317,1.315095
2012-03-13,1.3189614,1.3213776,1.3203499,1.3174127,1.3179495,1.320776,1.3213626
2012-03-14,1.3277775,1.317503,1.3202364,1.3235029,1.3205253,1.3219993,1.3135743
2012-03-15,1.3204093,1.3236023,1.3183098,1.3180268,1.3153851,1.321295,1.320889
2012-03-16,1.3266675,1.3177699,1.322143,1.321036,1.3238827,1.3200939,1.3238407
2012-03-18,1.3226461,1.3188905,1.3207732,1.3226681,1.3235049,1.31812,1.3225617
2012-03-19,1.326106,1.3188796,1.3198593,1.3196677,1.3165178,1.3242105,1.3274541
2012-03-20,1.3203757,1.3228333,1.324315,1.3215092,1.316582,1.3180996,1.3193519
2012-03-21,1.3221921,1.3172905,1.3262603,1.3190696,1.318818,1.3220694,1.3199654
2012-03-22,1.3216435,1.3266788,1.3195977,1.3229467,1.323987,1.3226998,1.3185401
2012-03-23,1.3176191,1.3232255,1.3145545,1.3216412,1.3213738,1.3220898,1.3200579
2012-03-25,1.3236297,1.3230779,1.3233941,1.3198595,1.3202779,1.3194875,1.3182995
2012-03-26,1.3222554,1.3200213,1.323129,1.3196479,1.3226187,1.3206913,1.3226835
2012-03-27,1.3198656,1.3230343,1.3183116,1.3135961,1.3199121,1.3255093,1.3215101
2012-03-28,1.3214276,1.3152088,1.3206029,1.3207253,1.323711,1.323436,1.3232263
2012-03-29,1.3173314,1.3225188,1.3224182,1.3173876,1.3182272,1.3231565,1.3246917
2012-03-30,1.3250854,1.3241216,1.3243346,1.3187486,1.3236482,1.3312402,1.3337674
2012-04-01,1.3220255,1.3178186,1.3258936,1.3224738,1.3253282,1.3253194,1.3234447
2012-04-02,1.3206549,1.3201821,1.324538,1.3240175,1.3257523,1.3206651,1.3223197
2012-04-03,1.3212445,1.3266162,1.3241712,1.3235877,1.3286589,1.324329,1.3200915
2012-04-04,1.324371,1.3282566,1.3236179,1.3288667,1.3239768,1.3227558,1.3208905
2012-04-05,1.331885,1.3226898,1.3261492,1.3221197,1.326119,1.3207848,1.3212806
2012-04-08,1.3307079,1.3216518,1.3238313,1.3205764,1.3200748,1.318877,1.3208923
2012-04-09,1.3233418,1.3224051,1.3220553,1.3230889,1.3163626,1.3173857,1.3184726
2012-04-10,1.3222986,1.3244058,1.3241928,1.3203562,1.321125,1.3193297,1.3162233
2012-04-11,1.32224,1.3203349,1.3224733,1.3181891,1.3201685,1.3167441,1.316232
2012-04-12,1.3217267,1.3222699,1.3224367,1.319422,1.3187454,1.3185292,1.3171473
2012-04-13,1.320031,1.3221284,1.3199167,1.3201525,1.3194752,1.3098056,1.3231574
2012-04-15,1.3183708,1.3182299,1.3201711,1.317587,1.3131555,1.3215327,1.3151311
2012-04-16,1.3183144,1.3181914,1.3183656,1.3213942,1.3135324,1.3167496,1.3190517
2012-04-17,1.3191433,1.3156083,1.3233954,1.3178122,1.3200892,1.3169807,1.3148626
2012-04-18,1.3158463,1.3157994,1.315522,1.3157644,1.3213594,1.3162122,1.3168528
2012-04-19,1.3166654,1.3144667,1.3152524,1.3155124,1.3178867,1.3192471,1.3138739
2012-04-20,1.3125172,1.3112777,1.3158944,1.3164684,1.3148046,1.3139962,1.3178446
2012-04-22,1.3260411,1.3120779,1.3166409,1.3119346,1.3157661,1.3149076,1.3145738
2012-04-23,1.320334,1.3137207,1.3235071,1.3144264,1.3150887,1.31898,1.3149228
2012-04-24,1.3159575,1.3127887,1.3190696,1.3138741,1.3164968,1.3168148,1.3197873
2012-04-25,1.3109577,1.3169386,1.3164961,1.313967,1.3168473,1.3192946,1.3170267
2012-04-26,1.3138515,1.3163188,1.3167528,1.3186004,1.3157463,1.3224015,1.3195281
2012-04-27,1.3154714,1.3148583,1.3171837,1.3165892,1.3220139,1.3191735,1.3170116
2012-04-29,1.3172214,1.3175026,1.3208485,1.3186064,1.3189582,1.3201666,1.3154373
2012-04-30,1.3161395,1.3172559,1.3170874,1.3270859,1.3175304,1.3226781,1.3212385
2012-05-01,1.3210506,1.3178412,1.32284,1.3252435,1.3189449,1.3237936,1.3159266
2012-05-02,1.3185474,1.3200946,1.3198221,1.3200257,1.3219404,1.3149966,1.3189315
2012-05-03,1.3226444,1.3190368,1.3207786,1.3169805,1.318574,1.3182044,1.3173099
2012-05-04,1.3230238,1.3175132,1.3172455,1.316228,1.3160789,1.3145804,1.3171409
2012-05-06,1.3210989,1.3187437,1.3141661,1.317028,1.3200796,1.3142176,1.315653
2012-05-07,1.3173147,1.3206148,1.3197262,1.3159105,1.31838,1.3130013,1.3128946
2012-05-08,1.3197815,1.3168987,1.3161519,1.3156855,1.3209268,1.316439,1.3168991
2012-05-09,1.3216642,1.3129549,1.3187907,1.3152487,1.3184543,1.3160101,1.3105428
2012-05-10,1.3164842,1.3148987,1.3175195,1.3176565,1.3176621,1.3109136,1.3105801
2012-05-11,1.3144481,1.3180084,1.3100992,1.315512,1.3126192,1.3127966,1.307187
2012-05-13,1.3189074,1.3123757,1.313281,1.3157053,1.3095536,1.3108501,1.31045
2012-05-14,1.3194048,1.315377,1.3114711,1.3099301,1.3132267,1.3084993,1.3101696
2012-05-15,1.3117297,1.3127366,1.3105401,1.3073694,1.3074045,1.3107901,1.3111441
2012-05-16,1.3134847,1.3143603,1.3157657,1.3103316,1.309933,1.3102947,1.3102894
2012-05-17,1.3191209,1.3153254,1.3103596,1.3128796,1.3120232,1.3139973,1.3114699
2012-05-18,1.3080727,1.3133096,1.311791,1.308376,1.3095999,1.3143327,1.3103633
2012-05-20,1.3134731,1.3112425,1.3119076,1.3070054,1.3097667,1.3112756,1.3030399
2012-05-21,1.311679,1.3078219,1.3084005,1.3046159,1.3084375,1.3068713,1.3057632
2012-05-22,1.3098936,1.3045149,1.3099006,1.3044271,1.3075982,1.3037554,1.3014122
2012-05-23,1.3116338,1.3128903,1.3042098,1.3075137,1.3042169,1.302949,1.3003232
2012-05-24,1.3114932,1.3123187,1.308013,1.305327,1.3038213,1.3000168,1.2942777
2012-05-25,1.3095452,1.3060563,1.3045655,1.3004316,1.3013325,1.2986678,1.2936509
2012-05-27,1.3060038,1.3023623,1.3020602,1.3000838,1.2990763,1.2964333,1.2950225
2012-05-28,1.3039478,1.302732,1.299573,1.2978227,1.2964249,1.2916402,1.2919515
2012-05-29,1.3023939,1.3019288,1.2963562,1.2950217,1.2958899,1.2930784,1.2878561
2012-05-30,1.3001518,1.2951667,1.2950447,1.2952948,1.2908142,1.2847918,1.2844161
2012-05-31,1.2982652,1.2968234,1.2939241,1.2888494,1.2880851,1.2872635,1.2831452
2012-06-01,1.2963179,1.2942399,1.2915492,1.2856586,1.2804844,1.2806176,1.2811552
2012-06-03,1.3012122,1.2935121,1.2888138,1.286482,1.2771615,1.2770678,1.2719586
2012-06-04,1.2939903,1.289397,1.2828795,1.27776,1.2764841,1.2766832,1.2734723
2012-06-05,1.2908596,1.2834305,1.279798,1.2825729,1.2776598,1.2708101,1.2681347
2012-06-06,1.2837551,1.2889282,1.2818052,1.2804852,1.2661898,1.2736667,1.2693255
2012-06-07,1.2798266,1.2746844,1.2714045,1.273206,1.2817814,1.2676247,1.2731702
2012-06-08,1.281643,1.2708151,1.270359,1.2664784,1.272365,1.2700198,1.2635305
2012-06-10,1.2656378,1.2745913,1.277636,1.2697201,1.2632003,1.2646497,1.2613959
2012-06-11,1.2798932,1.2714795,1.2649187,1.2739835,1.2636527,1.2624233,1.2624645
2012-06-12,1.2747011,1.2673616,1.2718621,1.263743,1.2604566,1.2611184,1.2637124
2012-06-13,1.2755507,1.2684662,1.2649516,1.2590673,1.260335,1.268108,1.2590389
2012-06-14,1.2647728,1.2636526,1.2611737,1.2626958,1.2623912,1.2589293,1.2627819
2012-06-15,1.2648321,1.2652954,1.262161,1.2635328,1.2575923,1.2598096,1.2607023
2012-06-17,1.2605683,1.2624549,1.2598529,1.2646968,1.2590779,1.2623186,1.2594192
2012-06-18,1.2591759,1.263829,1.2645632,1.2604326,1.2626503,1.2584581,1.2599993
2012-06-19,1.2632865,1.2673373,1.262615,1.2595994,1.2579174,1.2629381,1.2572048
2012-06-20,1.2625593,1.2591364,1.2575104,1.2558507,1.2540852,1.2624282,1.2542385
2012-06-21,1.2595786,1.260331,1.2572387,1.2597948,1.2580967,1.2598939,1.2519337
2012-06-22,1.2650322,1.2575798,1.2480271,1.2606223,1.263361,1.2574161,1.2603276
2012-06-24,1.2577693,1.2604728,1.2610908,1.2631092,1.2585721,1.2628473,1.2572036
2012-06-25,1.2598509,1.2575915,1.2572398,1.2578092,1.2548234,1.2551138,1.2622143
2012-06-26,1.2557355,1.2641544,1.2626731,1.2576222,1.252162,1.2602301,1.2526996
2012-06-27,1.2626572,1.2587748,1.2541317,1.2569087,1.2583892,1.2502564,1.2556024
2012-06-28,1.2619671,1.2585214,1.2563685,1.2559748,1.2563854,1.2547647,1.2508993
2012-06-29,1.2570024,1.257227,1.2557228,1.2558658,1.2587367,1.2545425,1.2544699
2012-07-01,1.2569989,1.259279,1.2528818,1.2568414,1.2516886,1.2526042,1.2508523
2012-07-02,1.2575696,1.2596499,1.2536845,1.2572463,1.2586356,1.2523949,1.2516416
2012-07-03,1.2540234,1.2581838,1.2522697,1.2531428,1.2573338,1.2522174,1.2493994
2012-07-04,1.2559599,1.2557691,1.2514061,1.2474004,1.2477493,1.2541122,1.2495847
2012-07-05,1.2559973,1.2503527,1.2571102,1.2541434,1.2520065,1.2551436,1.2522081
2012-07-06,1.2576541,1.2564888,1.2536536,1.2528224,1.2540402,1.2545493,1.2507449
2012-07-08,1.252205,1.2491542,1.2527261,1.2553617,1.2516022,1.2521117,1.2524476
2012-07-09,1.2529532,1.2539473,1.2542884,1.2530789,1.252852,1.2501979,1.2523509
2012-07-10,1.2556491,1.2581172,1.2470479,1.2469169,1.2511415,1.2536553,1.2508736
2012-07-11,1.2493416,1.2516856,1.253559,1.2511202,1.2519581,1.2545865,1.2527332
2012-07-12,1.2559075,1.2542932,1.2519118,1.2521188,1.2459422,1.252288,1.2573493
2012-07-13,1.2511321,1.250886,1.250727,1.2528148,1.2518897,1.253007,1.2516418
2012-07-15,1.2568966,1.2510229,1.2450588,1.2561014,1.2500753,1.250597,1.2500572
2012-07-16,1.2510462,1.2541877,1.2560455,1.2516682,1.2568291,1.2493278,1.2560275
2012-07-17,1.2537421,1.2533224,1.2527556,1.2489966,1.2520099,1.2544111,1.25523
2012-07-18,1.2550075,1.2524134,1.2529076,1.2498279,1.2476746,1.2496648,1.2401857
2012-07-19,1.2508073,1.250272,1.2519335,1.2519155,1.245697,1.2461531,1.2471764
2012-07-20,1.2492827,1.2555654,1.2509682,1.2470767,1.2519611,1.2476373,1.2444746
2012-07-22,1.2529123,1.248127,1.2507281,1.2440741,1.2477249,1.2461413,1.2403777
2012-07-23,1.2523885,1.2489886,1.2508636,1.2464342,1.2480729,1.2399476,1.2339144
2012-07-24,1.2458543,1.2499216,1.2451881,1.2458353,1.244693,1.23525,1.2265122
2012-07-25,1.2477096,1.2471954,1.2458072,1.2411412,1.2355915,1.2241173,1.2316384
2012-07-26,1.2442442,1.2460309,1.2430702,1.2319344,1.2294145,1.2436897,1.2369206
2012-07-27,1.2434976,1.2408985,1.2340287,1.2354609,1.2474812,1.2397522,1.2313592
2012-07-29,1.2430003,1.2347556,1.2412885,1.2423867,1.2282431,1.2312986,1.2303056
2012-07-30,1.2317477,1.2230341,1.2341543,1.2294072,1.231761,1.2378492,1.2383779
2012-07-31,1.247519,1.2329392,1.2351705,1.2304531,1.236528,1.2530512,1.2296393
2012-08-01,1.2441677,1.2248585,1.2237847,1.2233661,1.229971,1.228887,1.2313795
2012-08-02,1.2286562,1.2342283,1.2290365,1.2272716,1.2315563,1.2262937,1.2233616
2012-08-03,1.2289106,1.2331586,1.220414,1.2306424,1.2235308,1.2259153,1.2256708
2012-08-05,1.2288816,1.2253454,1.2231362,1.2298024,1.2311352,1.2317255,1.231336
2012-08-06,1.2285774,1.2322742,1.2252885,1.2244027,1.228804,1.2304972,1.2335788
2012-08-07,1.2289836,1.2313173,1.2297146,1.2266684,1.2304492,1.2291514,1.223644
2012-08-08,1.2427744,1.2320952,1.2293599,1.2296243,1.2261938,1.2194769,1.2237273
2012-08-09,1.2390107,1.2236917,1.2285955,1.2299445,1.2260813,1.2283198,1.2294898
2012-08-10,1.2220037,1.2326801,1.2318094,1.2274343,1.2269055,1.2249461,1.2296776
2012-08-12,1.2227212,1.2311734,1.2251704,1.2338729,1.2293508,1.2337636,1.2300293
2012-08-13,1.22826,1.2281086,1.2295421,1.2308702,1.2301366,1.221104,1.23058
2012-08-14,1.2295809,1.2354153,1.2301466,1.2295543,1.2285252,1.235271,1.2300619
2012-08-15,1.2303605,1.2207571,1.2316308,1.2263699,1.2262039,1.2232615,1.2252994
2012-08-16,1.235329,1.227362,1.2291355,1.223489,1.2291207,1.2313559,1.2282262
2012-08-17,1.2238443,1.2318308,1.2268022,1.2289141,1.2287844,1.2259297,1.2332208
2012-08-19,1.2331586,1.2228343,1.2269253,1.2266142,1.2303469,1.2286268,1.2299654
2012-08-20,1.2274925,1.2302983,1.2290356,1.2258451,1.2290738,1.2302765,1.2252858
2012-08-21,1.2267675,1.2297324,1.2313931,1.227947,1.2309123,1.228387,1.2279487
2012-08-22,1.2287871,1.2279769,1.2278705,1.228453,1.2265717,1.2294585,1.2269127
2012-08-23,1.2282072,1.2276622,1.2256012,1.2319415,1.2301013,1.2302549,1.2311398
2012-08-24,1.2277247,1.2288228,1.2294831,1.228055,1.2284588,1.2311376,1.2318717
2012-08-26,1.2253351,1.2305275,1.2296398,1.2247841,1.2303104,1.2305213,1.2337688
2012-08-27,1.2308728,1.2309518,1.230221,1.2332141,1.2273141,1.2331582,1.2313132
2012-08-28,1.2280276,1.2322388,1.231336,1.2289015,1.2295948,1.2327192,1.231916
2012-08-29,1.2323277,1.2307097,1.2291992,1.2307473,1.2339275,1.2317907,1.2332797
2012-08-30,1.2300057,1.2321692,1.2310447,1.2309537,1.2366619,1.2332343,1.2306324
2012-08-31,1.2327071,1.230501,1.2315439,1.2329828,1.2333157,1.2353449,1.2381637
2012-09-02,1.2319025,1.2329575,1.2260315,1.2358199,1.2356706,1.2361096,1.2379316
2012-09-03,1.232747,1.2326818,1.2359763,1.2340623,1.2388542,1.2379905,1.2394713
2012-09-04,1.2334384,1.2328401,1.2338514,1.2351534,1.2361846,1.2381967,1.2370658
2012-09-05,1.2333105,1.2353072,1.239083,1.2373813,1.2366312,1.2401098,1.2430489
2012-09-06,1.2318665,1.2349653,1.2359208,1.2377391,1.2378998,1.2447015,1.2438165
2012-09-07,1.2360728,1.2366669,1.2414395,1.2402694,1.2391727,1.244721,1.2492447
2012-09-09,1.2342985,1.2399664,1.2399166,1.241238,1.2441272,1.248147,1.2495084
2012-09-10,1.2381209,1.2393315,1.2438045,1.2442462,1.2499368,1.2498074,1.2503814
2012-09-11,1.2387046,1.2419605,1.2424787,1.246544,1.2485137,1.2511858,1.2510989
2012-09-12,1.2416446,1.2445711,1.2485931,1.2502457,1.2523277,1.2496655,1.2511003
2012-09-13,1.2437493,1.2486874,1.2503952,1.2521266,1.2524623,1.2511178,1.2526664
2012-09-14,1.2483418,1.2495155,1.2508413,1.251445,1.252567,1.2536085,1.2536341
2012-09-16,1.248692,1.2526116,1.2514852,1.2527152,1.2543283,1.2551744,1.2567039
2012-09-17,1.2507501,1.2515831,1.2543566,1.2541277,1.2541325,1.2549994,1.259537
2012-09-18,1.2527243,1.2539945,1.2539026,1.2546628,1.2541403,1.255866,1.2502894
2012-09-19,1.2520714,1.2560341,1.2566314,1.2605147,1.256383,1.2559317,1.2613083
2012-09-20,1.2541194,1.2532585,1.2536048,1.2529144,1.2551067,1.2577688,1.259947
2012-09-21,1.253863,1.2539413,1.2528869,1.2577503,1.256114,1.2551471,1.2746027
2012-09-23,1.2525364,1.2593285,1.2599573,1.2601297,1.2566564,1.2612896,1.2641231
2012-09-24,1.2565908,1.2549036,1.2598333,1.2593927,1.2653517,1.260743,1.2722042
2012-09-25,1.255496,1.2569441,1.2650846,1.2667077,1.2767844,1.271732,1.2789624
2012-09-26,1.2596145,1.2595549,1.2648513,1.26281,1.2719277,1.2789665,1.2802507
2012-09-27,1.252761,1.2564398,1.2649137,1.271364,1.2779171,1.2790043,1.2808771
2012-09-28,1.2732465,1.2616805,1.2691817,1.278229,1.2803614,1.2820888,1.2824614
2012-09-30,1.2634676,1.2736206,1.2786436,1.2800604,1.283721,1.2823937,1.2856059
2012-10-01,1.2731539,1.2775322,1.2805778,1.2835333,1.2839918,1.2785082,1.2830486
2012-10-02,1.2773281,1.2806537,1.2831415,1.2779412,1.2868437,1.2898221,1.2970483
2012-10-03,1.2777851,1.2819324,1.2837116,1.2823288,1.2862123,1.2850794,1.2888417
2012-10-04,1.2823474,1.2857591,1.2878127,1.2793599,1.2887032,1.2867626,1.2950953
2012-10-05,1.2841722,1.2866962,1.2959363,1.2870961,1.2876084,1.2890456,1.2885835
2012-10-07,1.2807919,1.2951885,1.2877308,1.2919173,1.2883322,1.2867529,1.2877657
2012-10-08,1.2889688,1.2843204,1.2946228,1.289771,1.2779603,1.2875196,1.3009204
2012-10-09,1.2914455,1.287434,1.2882421,1.2914646,1.2963723,1.2862598,1.2907274
2012-10-10,1.2874343,1.2812079,1.2880592,1.2902384,1.2860097,1.2969717,1.2918332
2012-10-11,1.2855008,1.2950487,1.2913268,1.2959315,1.292014,1.2951263,1.2946732
2012-10-12,1.2865648,1.2903193,1.2807004,1.2953479,1.294386,1.2894181,1.298237
2012-10-14,1.2943169,1.2955382,1.2948519,1.2916684,1.2847292,1.2879698,1.2954352
2012-10-15,1.2967826,1.2864957,1.29562,1.2926896,1.299863,1.291498,1.2931994
2012-10-16,1.296526,1.289039,1.2946984,1.2880555,1.291502,1.290892,1.2933651
2012-10-17,1.2927755,1.2942656,1.2902703,1.2946303,1.2988989,1.2977136,1.2951167
2012-10-18,1.2888862,1.2937263,1.2936506,1.2989867,1.2933863,1.2968963,1.2949016
2012-10-19,1.2935355,1.2895969,1.2982959,1.2926302,1.2950394,1.3012494,1.297506
2012-10-21,1.2907107,1.2916801,1.2951009,1.2932969,1.2992568,1.2903585,1.2976067
2012-10-22,1.297376,1.295285,1.2951545,1.2910308,1.2918422,1.2988298,1.2972189
2012-10-23,1.2951301,1.2881336,1.2995754,1.2960802,1.2977965,1.2984023,1.2951298
2012-10-24,1.2909061,1.300759,1.2967219,1.2981646,1.2964156,1.2913697,1.3020059
2012-10-25,1.294639,1.2934626,1.2988575,1.293083,1.2907318,1.2976848,1.3009303
2012-10-26,1.2919396,1.2956095,1.29395,1.3017467,1.2962837,1.3011994,1.3022189
2012-10-28,1.2941375,1.2968044,1.2963462,1.2990153,1.2984078,1.3029386,1.2907779
2012-10-29,1.2992685,1.2983114,1.2973669,1.2974582,1.2991774,1.2898204,1.2982063
2012-10-30,1.2998618,1.2975234,1.2975603,1.2967719,1.2976758,1.2951736,1.2948154
2012-10-31,1.2998248,1.2946767,1.2982426,1.2931585,1.2981675,1.2954578,1.2931609
2012-11-01,1.2969774,1.298601,1.2956188,1.2936205,1.2951677,1.2961307,1.2954847
2012-11-02,1.2928655,1.2902145,1.2942882,1.2962788,1.2952119,1.2931592,1.292949
2012-11-04,1.2887987,1.2928046,1.2971039,1.2883226,1.2929077,1.2909077,1.2917088
2012-11-05,1.2931566,1.2926874,1.2924589,1.2944512,1.2949327,1.2956314,1.2907729
2012-11-06,1.293489,1.296245,1.2928578,1.2922945,1.295608,1.2923329,1.2967937
2012-11-07,1.2947124,1.2921174,1.2939919,1.2949319,1.2919879,1.2911243,1.2929673
2012-11-08,1.2956412,1.292744,1.2949679,1.2901084,1.2926081,1.2954243,1.2951201
2012-11-09,1.2948595,1.295784,1.2915252,1.2920536,1.295506,1.2903037,1.2891064
2012-11-11,1.2912836,1.291962,1.294857,1.2951013,1.292376,1.2910503,1.2949897
2012-11-12,1.2918485,1.2934579,1.2946364,1.2969397,1.2939525,1.295441,1.2947083
2012-11-13,1.2953118,1.2956338,1.2917213,1.2918195,1.2922556,1.2924236,1.2925695
2012-11-14,1.2950376,1.2923155,1.2956711,1.2930586,1.2937753,1.292416,1.2908167
2012-11-15,1.2927856,1.2932866,1.2926177,1.2942672,1.293086,1.2911068,1.2910334
2012-11-16,1.2916628,1.295109,1.295845,1.29037,1.288687,1.2913353,1.2900512
2012-11-18,1.2920614,1.2927636,1.2925245,1.2870612,1.2906224,1.2915572,1.2900286
2012-11-19,1.293072,1.2943232,1.2930131,1.2883766,1.2912345,1.2893305,1.2899365
2012-11-20,1.2943633,1.289843,1.2910979,1.2903723,1.2911165,1.2888558,1.2899168
2012-11-21,1.2927177,1.2934908,1.2902453,1.2889721,1.2901545,1.290785,1.2913642
2012-11-22,1.2924153,1.2942431,1.2905735,1.2915318,1.2911389,1.2879333,1.2899524
