,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD
2011-12-15,0.7747569,0.7733615,0.7712501,0.77067196,0.76965976,0.7651137,0.76555717
2011-12-16,0.7739455,0.7727712,0.7706007,0.7672559,0.7674587,0.7651408,0.76721215
2011-12-18,0.77246046,0.7696265,0.77019525,0.7668215,0.7666669,0.76511943,0.7667255
2011-12-19,0.77033406,0.76791036,0.76778257,0.7656993,0.76559865,0.7668357,0.7648628
2011-12-20,0.76891315,0.7659402,0.76729715,0.76530194,0.76683736,0.76531315,0.7679324
2011-12-21,0.7677556,0.7654104,0.7695626,0.766148,0.7663872,0.76730245,0.7662907
2011-12-22,0.7654505,0.7671274,0.7640179,0.76895493,0.76598513,0.7634828,0.7660972
2011-12-23,0.76508284,0.7624137,0.7658955,0.76346177,0.76646256,0.76412785,0.7654245
2011-12-27,0.7622253,0.76574457,0.76103777,0.7610923,0.76643956,0.7679174,0.7654889
2011-12-28,0.76780295,0.76584125,0.76665646,0.76880413,0.76415884,0.7660874,0.76623434
2011-12-29,0.76629746,0.7656084,0.76980746,0.764622,0.7656406,0.76698923,0.76937187
2011-12-30,0.764904,0.7643629,0.7654972,0.7645704,0.76608336,0.76908696,0.76953197
2012-01-02,0.7659906,0.7664814,0.76643044,0.7709148,0.76990557,0.7707087,0.7723842
2012-01-03,0.7646277,0.76625013,0.76929176,0.7718939,0.7730906,0.77113134,0.7708143
2012-01-04,0.7649003,0.76948047,0.76850855,0.77118975,0.7718096,0.7725849,0.7731105
2012-01-05,0.76653194,0.7716905,0.76928526,0.76855195,0.7722553,0.7733835,0.7705686
2012-01-06,0.7655733,0.77119327,0.77036023,0.7711483,0.77409697,0.770898,0.7741901
2012-01-08,0.77071244,0.76845837,0.7739448,0.77206624,0.77104187,0.7740625,0.7745718
2012-01-09,0.7709336,0.7694098,0.77492154,0.7685585,0.7728231,0.77383447,0.77509254
2012-01-10,0.7691136,0.7735082,0.7739763,0.7706286,0.77309406,0.776204,0.77538455
2012-01-11,0.77757716,0.7739572,0.77509487,0.781268,0.7760401,0.7767213,0.77645636
2012-01-12,0.7703488,0.77354354,0.7726449,0.7730456,0.7759026,0.7769976,0.77362466
2012-01-13,0.77319634,0.77382725,0.77761745,0.7743379,0.7760425,0.7764901,0.77959937
2012-01-15,0.76984715,0.776804,0.7767149,0.7741101,0.77683073,0.7815739,0.77702117
2012-01-16,0.7751576,0.7774564,0.7786316,0.77693677,0.7784437,0.7780839,0.7812314
2012-01-17,0.77689075,0.7781084,0.77644575,0.78014374,0.776207,0.77724123,0.7764555
2012-01-18,0.7782103,0.77375066,0.7791024,0.7781941,0.7790503,0.7756863,0.77929914
2012-01-19,0.77815175,0.77674794,0.7790607,0.7793822,0.78060746,0.7793336,0.78102493
2012-01-20,0.77765906,0.779335,0.7787524,0.7799475,0.780566,0.7790674,0.7813296
2012-01-22,0.7747966,0.7760309,0.7781087,0.7769985,0.78153217,0.7822176,0.78120947
2012-01-23,0.7783234,0.7781155,0.78041553,0.7810396,0.78126657,0.7827352,0.7879796
2012-01-24,0.7749895,0.7783694,0.77982706,0.78149545,0.78252435,0.7867307,0.7872205
2012-01-25,0.78022313,0.7795533,0.78162813,0.78519833,0.78722066,0.78943825,0.78813505
2012-01-26,0.7773432,0.78221107,0.78067946,0.7862674,0.78679717,0.79015815,0.7915621
2012-01-27,0.78322685,0.78474474,0.7873677,0.78838706,0.79142416,0.794471,0.7929915
2012-01-29,0.78279227,0.78611875,0.78636295,0.7880101,0.79293096,0.7926127,0.7958677
2012-01-30,0.7829353,0.78523266,0.78580403,0.78726554,0.7930586,0.79236335,0.79177964
2012-01-31,0.78872144,0.7885417,0.7922424,0.7937306,0.7942523,0.7939209,0.7957592
2012-02-01,0.791539,0.79248977,0.7930002,0.79188466,0.79520726,0.794755,0.79622334
2012-02-02,0.78917027,0.7933879,0.79065466,0.7961067,0.7944321,0.7946241,0.8008088
2012-02-03,0.7924873,0.79444915,0.7947609,0.7953753,0.79548466,0.8020685,0.8027673
2012-02-05,0.7942358,0.79200137,0.7964656,0.7960732,0.79786056,0.8020046,0.80475104
2012-02-06,0.7946037,0.79351866,0.7953973,0.79802597,0.8012353,0.80381763,0.8052376
2012-02-07,0.7954162,0.7988583,0.7989938,0.80267286,0.80413914,0.80580246,0.80620956
2012-02-08,0.7959589,0.79902995,0.8019073,0.8021984,0.8041131,0.80527115,0.81071556
2012-02-09,0.7994904,0.8029467,0.8032094,0.80642414,0.8050667,0.81005955,0.8117
2012-02-10,0.8005204,0.8015729,0.80377114,0.8076663,0.80682325,0.81188905,0.810669
2012-02-12,0.8025733,0.80404776,0.8044882,0.80815375,0.8098204,0.81106097,0.8168553
2012-02-13,0.80441415,0.8083079,0.8079933,0.8112004,0.8105455,0.82106996,0.8211973
2012-02-14,0.8077505,0.81029737,0.8102708,0.81113213,0.81777966,0.82141703,0.8222184
2012-02-15,0.8096437,0.8098154,0.81687313,0.8191412,0.8183321,0.82260144,0.8225906
2012-02-16,0.80932176,0.8164593,0.81843865,0.82007873,0.8218399,0.8214233,0.827319
2012-02-17,0.81296915,0.81975967,0.8215083,0.82189596,0.8250258,0.82625675,0.82755136
2012-02-19,0.81918323,0.819167,0.8214834,0.826496,0.82617044,0.8293266,0.8284444
2012-02-20,0.8217675,0.8227725,0.8219148,0.8249677,0.8263072,0.825292,0.8310254
2012-02-21,0.8198559,0.82134444,0.8255404,0.8276179,0.8296251,0.8304899,0.82782805
2012-02-22,0.8233144,0.8266877,0.827542,0.82519054,0.83100766,0.83090514,0.8318875
2012-02-23,0.82577044,0.8220092,0.83455276,0.8273734,0.82863975,0.8277074,0.8312658
2012-02-24,0.82636297,0.8294393,0.8288335,0.8307134,0.8305012,0.8283299,0.8309577
2012-02-26,0.8234343,0.83097607,0.8313873,0.8333858,0.83271384,0.83354807,0.8321179
2012-02-27,0.82981193,0.831485,0.8336046,0.8300203,0.8324773,0.83399796,0.832289
2012-02-28,0.8326893,0.83037573,0.8294333,0.8293959,0.8320214,0.8311806,0.83048606
2012-02-29,0.83071196,0.8312588,0.83062124,0.83282757,0.8316529,0.8315085,0.83343637
2012-03-01,0.8304522,0.8322938,0.8312606,0.8315479,0.832373,0.8314806,0.832574
2012-03-02,0.83109105,0.83033425,0.8343218,0.834823,0.8314884,0.8318893,0.8327457
2012-03-04,0.83193606,0.83152056,0.8313856,0.8323132,0.8328018,0.8310905,0.8323553
2012-03-05,0.83271563,0.8338866,0.8307924,0.83125895,0.8326764,0.83185595,0.8332252
2012-03-06,0.8319333,0.8338818,0.8338696,0.8341876,0.83425325,0.83401036,0.83279526
2012-03-07,0.8305752,0.8292011,0.83094835,0.83133966,0.8319066,0.82978696,0.83132714
2012-03-08,0.832789,0.8319519,0.8329031,0.8324144,0.8312728,0.8314542,0.8331455
2012-03-09,0.8334927,0.832782,0.8321018,0.833441,0.8333789,0.8334764,0.83295524
2012-03-11,0.8310336,0.83434284,0.8312954,0.8316729,0.8318,0.8310249,0.83162284
2012-03-12,0.83187604,0.8329538,0.8316611,0.83191574,0.8346045,0.8336153,0.8326691
2012-03-13,0.83158517,0.8320192,0.8325677,0.8321588,0.83130646,0.8320184,0.83333135
2012-03-14,0.8347999,0.8319093,0.83391786,0.83284765,0.83230233,0.831839,0.83151454
2012-03-15,0.8326006,0.83261025,0.8324878,0.8338888,0.8312643,0.8323661,0.83038807
2012-03-16,0.8325259,0.8325012,0.8320931,0.83074963,0.8307754,0.83164424,0.83001333
2012-03-18,0.83417094,0.8333428,0.8332758,0.83202577,0.83092487,0.8308156,0.8305031
2012-03-19,0.83168966,0.8314957,0.8300216,0.8318926,0.83136064,0.8290407,0.83000565
2012-03-20,0.8323358,0.83097315,0.83089113,0.83073026,0.82914436,0.82878304,0.8283286
2012-03-21,0.83221525,0.83164436,0.8303224,0.8296212,0.8285383,0.82869065,0.8266128
2012-03-22,0.830353,0.8313167,0.8285887,0.8280752,0.82898796,0.8269351,0.8261222
2012-03-23,0.8314513,0.8302273,0.8292409,0.82920486,0.82604337,0.8260812,0.8246786
2012-03-25,0.8298538,0.82802236,0.82754683,0.82642823,0.8257905,0.8243344,0.8226869
2012-03-26,0.82813597,0.8272008,0.824864,0.8247405,0.8237958,0.8220579,0.82082087
2012-03-27,0.82965606,0.82658654,0.8256222,0.8247829,0.82583416,0.8216661,0.8244475
2012-03-28,0.8270293,0.82645977,0.8237381,0.8233693,0.8229294,0.82201767,0.8231616
2012-03-29,0.82520443,0.82558656,0.82372737,0.82316124,0.82321256,0.8241525,0.8192291
2012-03-30,0.82358855,0.82220876,0.8223969,0.8203437,0.8255046,0.8241939,0.8195007
2012-04-01,0.8236358,0.8234701,0.82287014,0.82403755,0.8240068,0.82079977,0.8238119
2012-04-02,0.8220898,0.82290906,0.8207708,0.8213663,0.82206714,0.82167536,0.82204056
2012-04-03,0.8204969,0.82407355,0.825579,0.82050276,0.81750965,0.8182904,0.8182989
2012-04-04,0.819725,0.82127565,0.82088876,0.820112,0.8206353,0.81922024,0.81797683
2012-04-05,0.8246636,0.822188,0.81900114,0.821733,0.82233477,0.8217286,0.8194048
2012-04-08,0.8215772,0.82100856,0.82012653,0.82206035,0.82281387,0.8162959,0.8183172
2012-04-09,0.82177323,0.8202229,0.8195949,0.8212683,0.81943893,0.8210405,0.8193319
2012-04-10,0.82205963,0.81881994,0.8206148,0.82005167,0.822321,0.8174878,0.81739974
2012-04-11,0.82093644,0.8197448,0.8211173,0.81951547,0.8218713,0.82056946,0.81903446
2012-04-12,0.8197268,0.8187535,0.8196479,0.8208606,0.8210169,0.82061076,0.8224717
2012-04-13,0.8183969,0.8215389,0.8191451,0.82240415,0.8204187,0.8194703,0.82031256
2012-04-15,0.81891227,0.8202106,0.81936896,0.8197459,0.8206577,0.82151914,0.8206767
2012-04-16,0.8191358,0.817818,0.8174424,0.8185694,0.8179878,0.8183998,0.81791306
2012-04-17,0.8194732,0.8184748,0.8191527,0.8179903,0.81806153,0.81828684,0.8171407
2012-04-18,0.82013893,0.8195903,0.8193189,0.81885326,0.81937635,0.81827,0.81946886
2012-04-19,0.8192258,0.8186722,0.8189666,0.8190141,0.8182673,0.8177519,0.8175985
2012-04-20,0.8183514,0.8187759,0.8185787,0.82075274,0.81841004,0.81834495,0.81828386
2012-04-22,0.81901133,0.8190979,0.8185206,0.8184993,0.818249,0.8172879,0.8182686
2012-04-23,0.819412,0.81752956,0.81844676,0.8175007,0.81803644,0.8177861,0.81910074
2012-04-24,0.82054317,0.8193805,0.81912607,0.8183754,0.81726897,0.8181738,0.82027924
2012-04-25,0.81830335,0.8183595,0.81782347,0.8180252,0.8164743,0.8161149,0.81701016
2012-04-26,0.8195325,0.8186072,0.81883097,0.8190634,0.81827956,0.81828356,0.8186782
2012-04-27,0.8182852,0.81821233,0.81774473,0.8183453,0.81769717,0.8185983,0.81774664
2012-04-29,0.8194741,0.8183157,0.82070166,0.820425,0.81945276,0.8192382,0.81896937
2012-04-30,0.8190294,0.8191296,0.81983596,0.8185152,0.8171835,0.8180698,0.81728494
2012-05-01,0.8168862,0.8180035,0.81853366,0.8169695,0.81700706,0.81829363,0.81863546
2012-05-02,0.8185156,0.8186634,0.81919134,0.81705177,0.8171704,0.81834376,0.81772566
2012-05-03,0.8183354,0.8177953,0.8187228,0.8179792,0.8176713,0.817252,0.81679106
2012-05-04,0.81783634,0.816139,0.8164796,0.817097,0.81556606,0.8166404,0.81660366
2012-05-06,0.8180951,0.8155546,0.8171706,0.8168291,0.8156327,0.81600916,0.81635594
2012-05-07,0.81612456,0.8184328,0.8172835,0.8173773,0.8159327,0.81653655,0.81691647
2012-05-08,0.81615424,0.81804216,0.817089,0.8157473,0.8158431,0.81617177,0.8141057
2012-05-09,0.81964517,0.817291,0.8172429,0.8175082,0.8171109,0.81683886,0.8147186
2012-05-10,0.8175795,0.8176231,0.81955564,0.81587756,0.81827974,0.81715304,0.81513125
2012-05-11,0.81553537,0.81633645,0.81508577,0.81616133,0.8155297,0.8139042,0.8136319
2012-05-13,0.8156023,0.8156054,0.8143193,0.8149918,0.8149635,0.81269825,0.81466055
2012-05-14,0.8147821,0.8165729,0.81495523,0.8143546,0.8127706,0.812223,0.8140881
2012-05-15,0.816228,0.8168568,0.81447613,0.8165711,0.81480896,0.81480443,0.8134564
2012-05-16,0.8163041,0.8149786,0.8145186,0.8154667,0.8139733,0.8129614,0.81448877
2012-05-17,0.8144469,0.8149647,0.8144274,0.8145155,0.81192505,0.81180865,0.8130092
2012-05-18,0.8156165,0.814047,0.8141008,0.8129158,0.81284094,0.8129409,0.81019753
2012-05-20,0.8165368,0.8145429,0.81384504,0.8140243,0.813112,0.8105261,0.8027358
2012-05-21,0.81417936,0.8132065,0.8122474,0.8123168,0.8110962,0.8012969,0.7973099
2012-05-22,0.8143755,0.8122783,0.8107765,0.8093624,0.8021771,0.7979114,0.79427475
2012-05-23,0.813569,0.8110275,0.81110555,0.8019324,0.7981447,0.7952162,0.79207695
2012-05-24,0.81178725,0.810983,0.8019732,0.7967968,0.79421043,0.79230976,0.7888478
2012-05-25,0.8104514,0.8017702,0.7979434,0.7946955,0.7919768,0.7891847,0.78597397
2012-05-27,0.80155337,0.7980987,0.79460996,0.7922617,0.7881407,0.7867005,0.7843374
2012-05-28,0.7965987,0.79325515,0.79274035,0.7881641,0.7858809,0.78473246,0.7834251
2012-05-29,0.79498535,0.7925559,0.78867835,0.7858418,0.7863379,0.78413236,0.78097486
2012-05-30,0.792987,0.7890744,0.78596175,0.7851812,0.785113,0.7811309,0.77774894
2012-05-31,0.7893931,0.7858231,0.7840047,0.78533554,0.78116,0.7772577,0.772601
2012-06-01,0.7857218,0.78576064,0.7850282,0.78166795,0.7773235,0.77198255,0.76601887
2012-06-03,0.78478515,0.7848829,0.7808189,0.7781842,0.7729088,0.7667135,0.7667048
2012-06-04,0.78412545,0.7813747,0.7779622,0.7720894,0.76580584,0.76539046,0.76654613
2012-06-05,0.7819326,0.7794323,0.7733675,0.76645875,0.76691604,0.7668478,0.767177
2012-06-06,0.7768375,0.7718648,0.76637936,0.7670677,0.76615655,0.7654144,0.765797
2012-06-07,0.77287686,0.7667126,0.7667395,0.76647854,0.76621974,0.76598585,0.7676763
2012-06-08,0.7678988,0.7655853,0.7667979,0.7659304,0.7661823,0.7661303,0.76749116
2012-06-10,0.7675745,0.7659572,0.7661562,0.76684105,0.7649832,0.7653358,0.766937
2012-06-11,0.76438195,0.7678045,0.76594484,0.7644515,0.76386654,0.7659971,0.7685777
2012-06-12,0.76619166,0.7684064,0.7646035,0.7645781,0.76667166,0.7658378,0.7662679
2012-06-13,0.764113,0.76579714,0.76388896,0.76321554,0.7646756,0.7634067,0.7651601
2012-06-14,0.7659607,0.76674736,0.7674367,0.7660298,0.7649592,0.7658087,0.7663233
2012-06-15,0.76476485,0.7669338,0.7667222,0.7658706,0.7663916,0.76694393,0.7676628
2012-06-17,0.76495874,0.76574683,0.7647509,0.7649192,0.7665527,0.7663063,0.76730955
2012-06-18,0.7647468,0.7640523,0.76648796,0.7642286,0.76354355,0.7661146,0.7643281
2012-06-19,0.7660327,0.76718134,0.7663406,0.7686415,0.7687938,0.7672136,0.76702976
2012-06-20,0.7659648,0.7666743,0.7673172,0.7669816,0.76529753,0.7658721,0.7655121
2012-06-21,0.76578367,0.76623654,0.7684352,0.7668341,0.7660272,0.76352096,0.7656336
2012-06-22,0.7655184,0.76682603,0.7640568,0.76344264,0.7633561,0.76552707,0.7653971
2012-06-24,0.76840496,0.76695037,0.76958865,0.76594734,0.76604164,0.7691822,0.7675761
2012-06-25,0.76364505,0.76667565,0.7655888,0.7667946,0.7657949,0.7652134,0.7680656
2012-06-26,0.7645784,0.76414675,0.7643014,0.76527053,0.7669531,0.7689208,0.77097636
2012-06-27,0.7658453,0.7692617,0.7686371,0.7660536,0.76864856,0.7719108,0.7752826
2012-06-28,0.7654768,0.7659724,0.7699121,0.76824653,0.7724337,0.77538264,0.7761451
2012-06-29,0.7652339,0.76513225,0.77019763,0.7709489,0.77414113,0.7761277,0.7780341
2012-07-01,0.76533616,0.7690929,0.77114433,0.7735814,0.776603,0.77588654,0.7799914
2012-07-02,0.76926804,0.77207404,0.77539754,0.7772087,0.7772336,0.78146887,0.7862095
2012-07-03,0.7720347,0.77465624,0.7759732,0.7764642,0.7798419,0.7856163,0.7850477
2012-07-04,0.7743002,0.7758053,0.7791617,0.7808387,0.7863378,0.7837913,0.7854253
2012-07-05,0.77466846,0.7790834,0.7789866,0.7845015,0.7882725,0.7882212,0.78908074
2012-07-06,0.77754873,0.7820576,0.78500694,0.78796834,0.7864033,0.7885802,0.78952837
2012-07-08,0.7769655,0.7861477,0.7853038,0.78489774,0.78742754,0.7883214,0.7874708
2012-07-09,0.78704196,0.78772604,0.7884482,0.7870517,0.7894627,0.79017305,0.79014206
2012-07-10,0.7879143,0.7875244,0.7898228,0.787598,0.7897579,0.7891585,0.7889445
2012-07-11,0.7898582,0.78959477,0.78949904,0.79218185,0.79058385,0.7920804,0.7920279
2012-07-12,0.7891555,0.78882277,0.7890121,0.791165,0.7917702,0.79110104,0.7912338
2012-07-13,0.7889528,0.7900915,0.790997,0.7900219,0.79197,0.79132557,0.79169714
2012-07-15,0.7930531,0.7926084,0.79234123,0.7933761,0.7905407,0.7942021,0.7963269
2012-07-16,0.789595,0.79203355,0.7909484,0.7936597,0.79341954,0.79471767,0.7930225
2012-07-17,0.7895074,0.7917368,0.7914778,0.79446155,0.79673684,0.7926477,0.794134
2012-07-18,0.7914504,0.79381067,0.7932329,0.79291576,0.79182315,0.7898105,0.79245126
2012-07-19,0.7953326,0.79636395,0.7953213,0.79762197,0.7973047,0.797557,0.79799247
2012-07-20,0.79129064,0.792603,0.79281795,0.79533994,0.7948416,0.7940873,0.7927857
2012-07-22,0.79473275,0.79573286,0.79419684,0.7939309,0.7952961,0.793743,0.79354477
2012-07-23,0.79464054,0.79234743,0.79197717,0.7942803,0.7958417,0.7910485,0.7952246
2012-07-24,0.7976217,0.79532653,0.7954488,0.79227215,0.7955762,0.79687846,0.7962205
2012-07-25,0.79615015,0.79630226,0.7938838,0.7964906,0.79514736,0.7949964,0.7952477
2012-07-26,0.7940893,0.79466236,0.79461706,0.79424345,0.7954678,0.79656756,0.7968359
2012-07-27,0.79516697,0.7956964,0.7957617,0.795492,0.7968031,0.79670686,0.7975986
2012-07-29,0.7936718,0.8001284,0.7968075,0.79666567,0.79820764,0.79719365,0.7973389
2012-07-30,0.7966333,0.7970736,0.79664314,0.798811,0.7986543,0.79705346,0.7978965
2012-07-31,0.7952244,0.79512334,0.7976111,0.79741263,0.7969048,0.7971295,0.7971232
2012-08-01,0.79706335,0.79723835,0.79618245,0.7974285,0.79675305,0.7971216,0.7966712
2012-08-02,0.7952135,0.7966841,0.7978147,0.7972913,0.7977818,0.7974283,0.7984391
2012-08-03,0.7971965,0.7976387,0.798604,0.7971879,0.79873943,0.79804534,0.7995226
2012-08-05,0.797438,0.79758656,0.79821026,0.79870546,0.8004542,0.80004895,0.80048394
2012-08-06,0.79666495,0.79696006,0.7980625,0.79875636,0.7992923,0.80092466,0.8009412
2012-08-07,0.7976477,0.79974353,0.79938555,0.7999743,0.7996887,0.8020841,0.8034575
2012-08-08,0.7982984,0.7998897,0.7984673,0.80026436,0.8009242,0.8012165,0.8044232
2012-08-09,0.79969895,0.8000963,0.8001927,0.8026841,0.8011804,0.8028327,0.80322146
2012-08-10,0.79900676,0.80000246,0.8012189,0.80169797,0.8030769,0.80267316,0.80291265
2012-08-12,0.80066377,0.8004589,0.80135536,0.8015919,0.8023137,0.8045759,0.8028996
2012-08-13,0.8014102,0.80355036,0.8047645,0.8034066,0.8028551,0.80261827,0.8061297
2012-08-14,0.8021949,0.800897,0.8038237,0.80216527,0.80416965,0.80508214,0.80578065
2012-08-15,0.8009338,0.803547,0.8041234,0.8042153,0.80600464,0.80705976,0.80625737
2012-08-16,0.80316126,0.8032117,0.8047018,0.804312,0.8073716,0.80799496,0.80629575
2012-08-17,0.8037281,0.80208516,0.8064891,0.80645746,0.8061411,0.8081906,0.8091049
2012-08-19,0.80157226,0.8054433,0.80449134,0.80583286,0.80627096,0.8062655,0.8071933
2012-08-20,0.8055581,0.8046898,0.80745906,0.80765176,0.8094151,0.8074552,0.81025505
2012-08-21,0.80554426,0.8056451,0.8083776,0.8050092,0.806735,0.81002855,0.80905104
2012-08-22,0.80582285,0.8066933,0.80756843,0.8079788,0.808297,0.80884004,0.8088552
2012-08-23,0.8054546,0.80670244,0.8078375,0.8090477,0.8070728,0.809513,0.8075756
2012-08-24,0.80782086,0.8083317,0.8095502,0.80797,0.8091402,0.8087139,0.8096335
2012-08-26,0.8088023,0.8096338,0.81224495,0.8099302,0.80999434,0.8100665,0.8100135
2012-08-27,0.8080275,0.80973524,0.80832136,0.80924356,0.80843323,0.80929327,0.8092142
2012-08-28,0.8088694,0.8083438,0.8093657,0.80856615,0.80891365,0.80950934,0.80848765
2012-08-29,0.8076332,0.80839664,0.8078623,0.80877066,0.80901134,0.80895114,0.80939764
2012-08-30,0.80952966,0.80833256,0.8075712,0.8085738,0.8077656,0.8078095,0.8091837
2012-08-31,0.8079548,0.8095081,0.8106085,0.81063354,0.8080361,0.8102511,0.8090536
2012-09-02,0.8105316,0.8088214,0.8102051,0.80922705,0.8086699,0.80989647,0.81036997
2012-09-03,0.80883515,0.810163,0.8086255,0.8096337,0.80787885,0.81009495,0.80918825
2012-09-04,0.8093883,0.8093099,0.80892974,0.809932,0.81103504,0.8089621,0.81015617
2012-09-05,0.80902946,0.8084291,0.80935097,0.8093148,0.8093461,0.8091738,0.8097439
2012-09-06,0.8084078,0.81071496,0.80919826,0.810044,0.8090582,0.809422,0.8102433
2012-09-07,0.80926913,0.8080614,0.8087828,0.8094855,0.8086191,0.8074148,0.8086177
2012-09-09,0.80877864,0.80801016,0.80842036,0.8094364,0.80912364,0.8086295,0.81013036
2012-09-10,0.8098552,0.8079207,0.8076356,0.8098788,0.8104116,0.80886525,0.8093718
2012-09-11,0.80959773,0.80937266,0.8120235,0.8086058,0.80967927,0.810578,0.81172484
2012-09-12,0.81046665,0.8106891,0.811013,0.8116092,0.8108715,0.81125325,0.81032825
2012-09-13,0.8101927,0.80886745,0.8099445,0.811101,0.80813277,0.8096601,0.8097993
2012-09-14,0.81033653,0.8095351,0.8099785,0.8106718,0.8105979,0.8106916,0.810509
2012-09-16,0.8120224,0.8105388,0.8113138,0.81001186,0.8106127,0.8095017,0.811447
2012-09-17,0.8109653,0.8111534,0.8101427,0.8110327,0.8104533,0.8085503,0.81066835
2012-09-18,0.80955666,0.8107055,0.8110956,0.8105116,0.80952543,0.8114936,0.81051517
2012-09-19,0.81050646,0.81110394,0.81086797,0.8108369,0.81103003,0.80838305,0.8091905
2012-09-20,0.8093669,0.811278,0.81030023,0.8102399,0.81064606,0.8110603,0.8098289
2012-09-21,0.81071526,0.8104857,0.8108306,0.81004715,0.81132305,0.81023145,0.81101537
2012-09-23,0.80991364,0.81155777,0.8111705,0.8109992,0.8100222,0.8118562,0.81095624
2012-09-24,0.810688,0.809968,0.80995077,0.8094001,0.8105891,0.8107401,0.8123598
2012-09-25,0.81003803,0.80964106,0.81043726,0.81073385,0.8111658,0.810931,0.8129289
2012-09-26,0.8104734,0.81095725,0.80942357,0.811561,0.8104136,0.8125266,0.8144138
2012-09-27,0.8115901,0.81039256,0.8118239,0.81249994,0.81105953,0.81487066,0.81566876
2012-09-28,0.8102682,0.8116879,0.8113345,0.81216234,0.81548864,0.8167363,0.82085896
2012-09-30,0.8118809,0.8109683,0.812667,0.8151463,0.81779623,0.82065,0.8199282
2012-10-01,0.8111866,0.8125582,0.814975,0.81696266,0.81940293,0.8203298,0.82078135
2012-10-02,0.81190115,0.81526434,0.8156681,0.81853116,0.8209446,0.8206355,0.82138854
2012-10-03,0.81485426,0.8164819,0.8195685,0.82098246,0.8210362,0.8206181,0.821139
2012-10-04,0.816429,0.8186794,0.8207805,0.82098055,0.8213641,0.8222281,0.8213921
2012-10-05,0.82019067,0.820884,0.8207586,0.8217733,0.8209259,0.8213547,0.82141125
2012-10-07,0.8205085,0.82172006,0.82158065,0.82160497,0.82152736,0.82072324,0.8201858
2012-10-08,0.82077515,0.822139,0.8213093,0.8220067,0.8215318,0.82141256,0.8212836
2012-10-09,0.82038367,0.82008225,0.81913793,0.8213122,0.8219268,0.81999445,0.81937355
2012-10-10,0.82129383,0.8214017,0.821552,0.8208266,0.82144827,0.8203711,0.8218144
2012-10-11,0.8221739,0.8209158,0.81965166,0.8201713,0.8219737,0.8190655,0.8204615
2012-10-12,0.8213116,0.82192343,0.819962,0.82179344,0.82289886,0.821201,0.821223
2012-10-14,0.820948,0.8217931,0.8210016,0.82107484,0.8212732,0.82253575,0.8218528
2012-10-15,0.8222449,0.8206198,0.82190186,0.82115054,0.82161725,0.8205706,0.82109296
2012-10-16,0.8216669,0.82226753,0.8228849,0.8224118,0.82130617,0.8220262,0.82401013
2012-10-17,0.8209581,0.8206336,0.82033914,0.82044584,0.8230969,0.82018244,0.8226392
2012-10-18,0.820913,0.8213245,0.8225858,0.8196907,0.8214633,0.8197136,0.8199298
2012-10-19,0.82112867,0.8214351,0.82150126,0.8202062,0.8210567,0.82180053,0.82002634
2012-10-21,0.8221805,0.8209822,0.8213019,0.82164013,0.82167596,0.8207128,0.8205213
2012-10-22,0.8219122,0.82251155,0.8216306,0.8201458,0.8198463,0.82083386,0.8194044
2012-10-23,0.8207915,0.8236165,0.82243866,0.82103485,0.822878,0.82130396,0.8196535
2012-10-24,0.8200276,0.8227813,0.8215481,0.82242453,0.8222523,0.82207024,0.82155037
2012-10-25,0.821611,0.82038516,0.8221052,0.82080984,0.8217358,0.8216193,0.8178585
2012-10-26,0.8209816,0.8217513,0.82023823,0.8203802,0.8213428,0.8218442,0.8212089
2012-10-28,0.8220189,0.81982064,0.8213959,0.81916845,0.82120323,0.82044286,0.82126474
2012-10-29,0.82087886,0.8217268,0.8216442,0.8212708,0.82129633,0.82130665,0.8197566
2012-10-30,0.8194566,0.81943405,0.819337,0.8183708,0.8206066,0.8202498,0.82011914
2012-10-31,0.82005847,0.82237256,0.8218571,0.82300246,0.82152265,0.82143277,0.82165384
2012-11-01,0.82114434,0.82030654,0.8204249,0.82161933,0.82012,0.8211287,0.8204558
2012-11-02,0.8213787,0.8217564,0.81863344,0.82000035,0.82046294,0.8224686,0.8206923
2012-11-04,0.82054484,0.8199625,0.82021177,0.82035947,0.82101405,0.819912,0.8212185
2012-11-05,0.82146895,0.81963754,0.81972754,0.8202355,0.8193263,0.82006454,0.8189834
2012-11-06,0.82064676,0.821375,0.82020175,0.8206197,0.82027185,0.81999564,0.81954914
2012-11-07,0.82036555,0.8209612,0.82059455,0.8214786,0.8194271,0.82139957,0.820979
2012-11-08,0.8207334,0.81979775,0.8195271,0.8203074,0.8197541,0.8196491,0.8201012
2012-11-09,0.8205659,0.8196565,0.8207059,0.818915,0.81946987,0.8199607,0.8184389
2012-11-11,0.8204711,0.8195332,0.81912893,0.8195655,0.81949747,0.8197469,0.81980723
2012-11-12,0.8218912,0.819201,0.8200712,0.8198256,0.8186955,0.8187322,0.8181723
2012-11-13,0.8200401,0.81903154,0.8190294,0.81827146,0.8182545,0.8180428,0.81712544
2012-11-14,0.8191252,0.81901,0.81898123,0.81811225,0.81834626,0.8181207,0.8172913
2012-11-15,0.81819427,0.81999683,0.81786734,0.8186316,0.81860685,0.818866,0.81883883
2012-11-16,0.8186084,0.81788427,0.8179397,0.81782055,0.8174486,0.81733066,0.8173615
2012-11-18,0.8188738,0.8180147,0.81848127,0.81832355,0.81833243,0.81785554,0.8196255
