,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD
2012-11-19,0.8177922,0.81719947,0.8171115,0.81611836,0.8167707,0.8169415,0.8176353
2012-11-20,0.81822586,0.8179621,0.8177154,0.8161764,0.8173946,0.8168978,0.81821555
2012-11-21,0.8179327,0.81878793,0.818629,0.8174057,0.81769735,0.81756663,0.81714356
2012-11-22,0.8177318,0.818154,0.8171076,0.8185282,0.8179673,0.8185017,0.8205147
2012-11-23,0.81734055,0.81727546,0.817749,0.8175973,0.81746495,0.81913877,0.81883883
2012-11-25,0.81696105,0.81738853,0.81830716,0.8173832,0.8180791,0.81798136,0.8177851
2012-11-26,0.8173203,0.8171232,0.81801283,0.8183927,0.8188292,0.81863874,0.8197831
2012-11-27,0.8169757,0.81803876,0.8199605,0.81798637,0.8201268,0.8203426,0.81944674
2012-11-28,0.8185071,0.8177321,0.8201008,0.81875956,0.8196212,0.8206279,0.81984466
2012-11-29,0.8178291,0.8200026,0.81851125,0.82002515,0.82039833,0.81940806,0.82113814
2012-11-30,0.8180224,0.8191783,0.8195302,0.81914425,0.81905717,0.81971043,0.8193631
2012-12-02,0.8196511,0.81956124,0.8207511,0.81986105,0.8201967,0.81852496,0.82013613
2012-12-03,0.8192993,0.81969666,0.8196931,0.8162104,0.8214042,0.8226104,0.8232965
2012-12-04,0.8198159,0.82055616,0.8211392,0.82110405,0.8214973,0.8209434,0.8206685
2012-12-05,0.81844664,0.8197167,0.8180123,0.82269144,0.81913537,0.82150537,0.8209809
2012-12-06,0.8176683,0.8219265,0.82182866,0.82021916,0.82151276,0.8210638,0.8216071
2012-12-07,0.8209522,0.819614,0.821624,0.81950516,0.81969714,0.82200044,0.8217176
2012-12-09,0.8216446,0.82089806,0.82019454,0.82050717,0.8217337,0.8215575,0.82318497
2012-12-10,0.8215636,0.82212126,0.8203605,0.8204879,0.82157683,0.8225919,0.8227201
2012-12-11,0.8201804,0.8216996,0.8214348,0.82197416,0.8217467,0.822754,0.82303613
2012-12-12,0.82167375,0.8224108,0.82285106,0.8216491,0.82298493,0.8219067,0.8229385
2012-12-13,0.8217246,0.8220649,0.8222756,0.8223639,0.8223255,0.8233932,0.8227597
2012-12-14,0.82086194,0.8225479,0.82196057,0.82226646,0.8223357,0.82203615,0.822026
2012-12-16,0.8229324,0.8220087,0.8223897,0.8217399,0.8233323,0.8232518,0.8230651
2012-12-17,0.82198685,0.8228475,0.82293427,0.82249403,0.82303405,0.8222875,0.8221552
2012-12-18,0.82206845,0.82281685,0.8231548,0.8215633,0.8227156,0.82349426,0.823444
2012-12-19,0.8227174,0.82169604,0.8240528,0.82246095,0.8226687,0.82351655,0.8239989
2012-12-20,0.82261443,0.822126,0.8223368,0.82391346,0.8218543,0.82154816,0.822541
2012-12-21,0.8220514,0.8213497,0.8223836,0.8239263,0.82300645,0.82145697,0.82322896
2012-12-23,0.8217542,0.82074624,0.82291365,0.82358253,0.8226154,0.822442,0.8235639
2012-12-24,0.82303286,0.8226908,0.82239556,0.82164526,0.8227651,0.823323,0.82233644
2012-12-26,0.82255816,0.82359266,0.82382643,0.82238543,0.82369345,0.8237046,0.82447803
2012-12-27,0.82449484,0.82402545,0.82395834,0.82349735,0.82299936,0.8216101,0.8239302
2012-12-28,0.82374626,0.8246774,0.8247806,0.82206845,0.82435256,0.8249161,0.8258849
2012-12-30,0.8231456,0.82439005,0.82203937,0.8233067,0.8252573,0.823373,0.823954
2012-12-31,0.82357764,0.82385606,0.82303226,0.8244803,0.82341504,0.82594734,0.82445467
2013-01-02,0.8228231,0.8232281,0.82396376,0.8247027,0.82428896,0.8253377,0.8269551
2013-01-03,0.82414484,0.82506377,0.82358766,0.82391614,0.82522464,0.82458675,0.82662594
2013-01-04,0.8239541,0.8241268,0.8234549,0.8253531,0.8249393,0.82820964,0.82744145
2013-01-06,0.8241444,0.82418114,0.82586074,0.82645625,0.8270343,0.8289844,0.831547
2013-01-07,0.82564217,0.82387877,0.8268021,0.82627404,0.83106494,0.8307477,0.83048743
2013-01-08,0.8256622,0.8253194,0.82840216,0.8292326,0.8297828,0.8312005,0.83178747
2013-01-09,0.8266429,0.8260752,0.83024955,0.8301397,0.83201754,0.83277905,0.8339348
2013-01-10,0.8264682,0.82986486,0.83152825,0.8313904,0.8326365,0.832327,0.83407855
2013-01-11,0.829312,0.8297588,0.83259004,0.83214563,0.83275425,0.83325714,0.8336563
2013-01-13,0.83080053,0.83256173,0.8324465,0.83336425,0.8342501,0.83397824,0.8339666
2013-01-14,0.83112854,0.832595,0.83172834,0.834775,0.8332759,0.83480346,0.8349904
2013-01-15,0.83178234,0.83294827,0.8335088,0.8346697,0.8347885,0.83465415,0.8346325
2013-01-16,0.83381134,0.8329452,0.8356137,0.8362871,0.83586645,0.83565533,0.83464533
2013-01-17,0.83271194,0.8341447,0.83416003,0.8337764,0.83383465,0.83417463,0.8361056
2013-01-18,0.83335763,0.835241,0.83407605,0.83422816,0.8361706,0.8356408,0.8380406
2013-01-20,0.8342862,0.8332046,0.8352263,0.83465576,0.83630204,0.83652127,0.83623874
2013-01-21,0.83459985,0.83696455,0.83706367,0.8354008,0.83614725,0.8376543,0.8374013
2013-01-22,0.8353621,0.83553064,0.83404374,0.837713,0.8391675,0.8378932,0.8353057
2013-01-23,0.83512056,0.83770514,0.83651197,0.8390231,0.83637816,0.8354143,0.83493745
2013-01-24,0.83506334,0.83707213,0.83622944,0.8372345,0.83744955,0.8365772,0.83682024
2013-01-25,0.83853126,0.8395605,0.8364275,0.8358513,0.8378936,0.8372433,0.837093
2013-01-27,0.8378742,0.8360628,0.8354595,0.83625317,0.83591706,0.8345655,0.83549786
2013-01-28,0.8357446,0.8377036,0.8358336,0.8346424,0.8341433,0.83586156,0.8357594
2013-01-29,0.8369042,0.8361988,0.83811456,0.8370614,0.83642197,0.8358647,0.83586705
2013-01-30,0.8364943,0.83612126,0.83647835,0.83553827,0.83553123,0.8360287,0.8357621
2013-01-31,0.8375246,0.8364747,0.8354907,0.83614683,0.83488166,0.837082,0.8372114
2013-02-01,0.83729684,0.8368236,0.8369914,0.8373618,0.8363832,0.8375621,0.83735573
2013-02-03,0.83618915,0.83542037,0.83643115,0.8366163,0.8357703,0.8373058,0.83619297
2013-02-04,0.8360484,0.8362833,0.8356967,0.83641785,0.8376769,0.8367729,0.8367094
2013-02-05,0.8349302,0.83502567,0.8357051,0.8367367,0.8368595,0.8368436,0.8359196
2013-02-06,0.8373053,0.83705693,0.83799267,0.8375386,0.83807456,0.83835775,0.8356731
2013-02-07,0.8359762,0.8366687,0.8359725,0.8358655,0.83658516,0.8375336,0.8377488
2013-02-08,0.83497614,0.836553,0.83588624,0.83505213,0.83569545,0.8372852,0.8368333
2013-02-10,0.8366614,0.8370379,0.8393706,0.8378973,0.8371705,0.8357842,0.83783156
2013-02-11,0.83818245,0.8375662,0.83814955,0.8392962,0.8359135,0.8389369,0.83771014
2013-02-12,0.8356635,0.837137,0.83762044,0.83748543,0.8379393,0.83762795,0.8375679
2013-02-13,0.83853805,0.8396503,0.83774245,0.83796203,0.8417087,0.8392471,0.8419241
2013-02-14,0.83792096,0.8385225,0.8381546,0.8399588,0.83904785,0.8395308,0.8408493
2013-02-15,0.8383192,0.83779156,0.8378235,0.838254,0.8387913,0.83815646,0.841007
2013-02-17,0.8375368,0.8397331,0.83969176,0.83866066,0.8377954,0.8394871,0.8388872
2013-02-18,0.84003514,0.8411355,0.8390396,0.84168327,0.8422842,0.83984745,0.84001935
2013-02-19,0.84074587,0.83984244,0.8377241,0.84048784,0.83785176,0.8394514,0.83906174
2013-02-20,0.83823,0.8380762,0.84034026,0.8389199,0.83980227,0.8392675,0.8394945
2013-02-21,0.83931005,0.83915555,0.83955824,0.8377946,0.83874935,0.83995885,0.837885
2013-02-22,0.8415559,0.8383562,0.838939,0.838522,0.83726555,0.8386393,0.8369936
2013-02-24,0.8399966,0.83777845,0.8381488,0.83765984,0.83855414,0.8384813,0.8379059
2013-02-25,0.83936226,0.8399058,0.8392441,0.8376344,0.83754027,0.8374957,0.8363178
2013-02-26,0.83878666,0.8396471,0.83926684,0.8379556,0.8381778,0.8376616,0.8382199
2013-02-27,0.8384954,0.8362176,0.83758813,0.83990335,0.8383008,0.83909976,0.8379514
2013-02-28,0.83850956,0.8381096,0.8384547,0.83817065,0.83798534,0.83733594,0.8377042
2013-03-01,0.8382315,0.8371643,0.837546,0.8370316,0.8375359,0.8366679,0.83658123
2013-03-03,0.83712614,0.8363473,0.8365401,0.8375394,0.8386366,0.8370036,0.8369819
2013-03-04,0.8368763,0.83716583,0.8374761,0.8372582,0.836392,0.8366842,0.83652395
2013-03-05,0.8376015,0.8371558,0.83711195,0.83709085,0.8369393,0.8361381,0.83667815
2013-03-06,0.83724153,0.83737975,0.8363737,0.8370537,0.8370854,0.8356886,0.8359366
2013-03-07,0.83758014,0.83684784,0.83614546,0.83680975,0.83679855,0.83651733,0.83600146
2013-03-08,0.83762455,0.8373434,0.8368479,0.8362967,0.83612204,0.8355506,0.8370922
2013-03-10,0.83789355,0.83642924,0.8356157,0.8353807,0.8351046,0.836058,0.83525676
2013-03-11,0.8357217,0.8358515,0.8356595,0.8355012,0.8350886,0.83568716,0.8336602
2013-03-12,0.8360859,0.83510226,0.83609307,0.8330347,0.83558095,0.83381116,0.8334007
2013-03-13,0.8376965,0.8385115,0.8348391,0.83548933,0.83528703,0.8352281,0.8357051
2013-03-14,0.8363062,0.83623683,0.8346292,0.8363048,0.83458453,0.8347967,0.8298224
2013-03-15,0.83523715,0.8353203,0.8346299,0.83356076,0.8339824,0.8302304,0.8292178
2013-03-17,0.8353678,0.83665276,0.8352158,0.8329963,0.8317108,0.8301724,0.8303413
2013-03-18,0.83444726,0.83454275,0.83279324,0.830213,0.8291917,0.82911825,0.82938737
2013-03-19,0.83471346,0.83431625,0.8293121,0.83010066,0.82825387,0.82952285,0.82891417
2013-03-20,0.83346975,0.8299738,0.8293874,0.8298599,0.83004427,0.828761,0.82938814
2013-03-21,0.83025396,0.8299402,0.8294579,0.8285817,0.8298258,0.83024645,0.82990706
2013-03-22,0.82936305,0.82981175,0.8295092,0.82943916,0.82869196,0.8287422,0.83006036
2013-03-24,0.8291106,0.82918805,0.82988846,0.8297777,0.8293582,0.83071035,0.8290002
2013-03-25,0.82800704,0.82977515,0.8278942,0.8293359,0.8305022,0.8288744,0.828855
2013-03-26,0.8300477,0.82893044,0.82797647,0.8294549,0.8298282,0.8285481,0.8274687
2013-03-27,0.8292267,0.8302249,0.82966936,0.82879436,0.8287299,0.82930624,0.82989395
2013-03-28,0.8287779,0.82802576,0.8287892,0.8289367,0.82988584,0.828898,0.8295351
2013-03-31,0.82912254,0.82993037,0.82945645,0.82924116,0.83000004,0.8289716,0.8288589
2013-04-01,0.8291735,0.83095264,0.8283124,0.82823825,0.83031535,0.8298367,0.829842
2013-04-02,0.82811034,0.83020383,0.8298603,0.83075744,0.828841,0.829458,0.8289493
2013-04-03,0.82948595,0.83002955,0.8309896,0.8288089,0.8298136,0.82881045,0.82993287
2013-04-04,0.8287266,0.8301903,0.82779527,0.8300979,0.8295201,0.8303116,0.8293745
2013-04-05,0.82903504,0.82914764,0.82998645,0.83014774,0.8275359,0.8302503,0.827747
2013-04-07,0.83029526,0.8287635,0.8297265,0.8278093,0.83028007,0.82975906,0.8303667
2013-04-08,0.82966965,0.8296099,0.8298205,0.8302982,0.8302768,0.83056843,0.8303478
2013-04-09,0.82909185,0.8298905,0.82867616,0.8308301,0.8300355,0.83265144,0.8334255
2013-04-10,0.82966816,0.82941073,0.828808,0.83060694,0.83092487,0.83348596,0.8339525
2013-04-11,0.82967407,0.8280292,0.8282739,0.8291842,0.83283603,0.83387196,0.8351002
2013-04-12,0.829038,0.8292762,0.8306285,0.83251065,0.83261347,0.83518094,0.83619505
2013-04-14,0.83056915,0.83264947,0.8349218,0.8357728,0.83598655,0.8338726,0.8399673
2013-04-15,0.8319268,0.83269775,0.8342916,0.83790463,0.8357269,0.83612394,0.8356316
2013-04-16,0.8329028,0.83495843,0.8336619,0.83461666,0.8356554,0.83675075,0.8386178
2013-04-17,0.83502626,0.8348327,0.83577824,0.8358488,0.8369477,0.8366708,0.83925843
2013-04-18,0.8333304,0.8362065,0.84020054,0.8352265,0.83850646,0.8364269,0.83891094
2013-04-19,0.8373441,0.83630556,0.83584785,0.83729553,0.8368581,0.83829755,0.8376645
2013-04-21,0.8354984,0.83653724,0.8352082,0.83588433,0.8387302,0.8401184,0.83907866
2013-04-22,0.8364152,0.83931744,0.8380955,0.83996075,0.83948517,0.8412008,0.840145
2013-04-23,0.8366251,0.83658844,0.8383038,0.8374768,0.84107023,0.8411292,0.84053457
2013-04-24,0.8372245,0.8375838,0.8405473,0.840831,0.8413536,0.8408282,0.8400332
2013-04-25,0.839374,0.83962685,0.8408589,0.8415065,0.84064615,0.8410005,0.84236264
2013-04-26,0.84055966,0.8403642,0.84110904,0.8418681,0.8424053,0.8439623,0.84372824
2013-04-28,0.8399596,0.84177786,0.8411264,0.8413621,0.84221864,0.843071,0.84309447
2013-04-29,0.8420722,0.8413835,0.84059244,0.8415783,0.84032637,0.84227306,0.8446905
2013-04-30,0.8402126,0.8416913,0.84208727,0.8432532,0.8433219,0.8439143,0.84501165
2013-05-01,0.8421449,0.8421429,0.84289575,0.8438276,0.84536463,0.84174275,0.8454767
2013-05-02,0.84199685,0.8428961,0.84280264,0.84471667,0.8460024,0.84577674,0.8465618
2013-05-03,0.8419627,0.84439474,0.8437162,0.84424925,0.84415126,0.84585166,0.84572196
2013-05-05,0.8434208,0.845009,0.84391004,0.8450489,0.8452526,0.84632415,0.8452332
2013-05-06,0.8427788,0.8442013,0.84537536,0.8461014,0.8457297,0.8455323,0.8447909
2013-05-07,0.8432885,0.8459497,0.8459348,0.84400845,0.8459402,0.8483556,0.8461828
2013-05-08,0.8457784,0.84676397,0.8451482,0.8461149,0.8450532,0.8445089,0.8455886
2013-05-09,0.8460209,0.84604293,0.844922,0.8422249,0.8470006,0.8437351,0.8441598
2013-05-10,0.84702057,0.8457497,0.84558713,0.8474252,0.8476529,0.8446153,0.8454726
2013-05-12,0.8499995,0.8466692,0.8472585,0.847141,0.84733987,0.84888846,0.846113
2013-05-13,0.84821725,0.84618866,0.84627295,0.8469893,0.8454416,0.8458693,0.84534925
2013-05-14,0.8470613,0.844278,0.84538037,0.84545505,0.84496176,0.84609395,0.8445451
2013-05-15,0.84507143,0.8445283,0.84498245,0.8451988,0.84610546,0.84521365,0.8448266
2013-05-16,0.8454604,0.8464966,0.8456473,0.8473027,0.8445568,0.8454468,0.8449287
2013-05-17,0.8451808,0.84723353,0.8443098,0.84670216,0.84591436,0.8451807,0.845452
2013-05-19,0.8460618,0.84513366,0.8469691,0.8447907,0.845921,0.8452162,0.8438194
2013-05-20,0.8464798,0.84404725,0.8450183,0.84534645,0.8450779,0.8439044,0.8433004
2013-05-21,0.84605914,0.8461453,0.84622085,0.8441998,0.84460497,0.843091,0.8428044
2013-05-22,0.8457214,0.84515053,0.8453351,0.84445405,0.8449144,0.84300256,0.84046626
2013-05-23,0.8443496,0.84456426,0.8427424,0.8420151,0.8435354,0.84105414,0.8404227
2013-05-24,0.8456005,0.8442226,0.84276515,0.8420495,0.8424515,0.84108984,0.8412014
2013-05-26,0.84434783,0.8434231,0.8412217,0.84389853,0.8397852,0.8410215,0.8405413
2013-05-27,0.84290165,0.84277844,0.84134275,0.8408419,0.83892643,0.8384911,0.8315306
2013-05-28,0.8426231,0.84271175,0.8420828,0.8416453,0.8403643,0.83154446,0.8277589
2013-05-29,0.8415743,0.8415707,0.84174347,0.84081256,0.83205014,0.8275167,0.8281663
2013-05-30,0.84145916,0.8409511,0.8397931,0.83133984,0.828493,0.826589,0.82318115
2013-05-31,0.8402396,0.83975613,0.8316448,0.8296043,0.8259468,0.8230915,0.8211021
2013-06-02,0.8387873,0.83233666,0.8277511,0.82689404,0.8232805,0.82249916,0.8162186
2013-06-03,0.8314541,0.8283128,0.82767755,0.8235756,0.8220742,0.81759995,0.81734854
2013-06-04,0.8283319,0.8260988,0.8230746,0.82153034,0.8172551,0.81708574,0.8150458
2013-06-05,0.82742745,0.8239104,0.82252336,0.81677127,0.8164173,0.8140779,0.8109018
2013-06-06,0.8232048,0.8217464,0.81665194,0.8153702,0.8167342,0.8134734,0.8129021
2013-06-07,0.8221362,0.8162602,0.815114,0.8141581,0.8109353,0.81351507,0.8117318
2013-06-09,0.81591314,0.8157752,0.8139261,0.8123001,0.81170905,0.8111344,0.8074327
2013-06-10,0.8165365,0.8138106,0.81167185,0.8113918,0.8126697,0.8089968,0.8092234
2013-06-11,0.81392246,0.8119234,0.80910033,0.8074343,0.81009185,0.8075515,0.8082285
2013-06-12,0.81460243,0.8120506,0.80821663,0.80955803,0.8110323,0.8076682,0.8092825
2013-06-13,0.81004727,0.81088436,0.80862904,0.80790573,0.8114687,0.8064709,0.8082771
2013-06-14,0.81037635,0.80936605,0.80971503,0.80913734,0.8098015,0.8096243,0.8090034
2013-06-16,0.8092559,0.80920225,0.8099506,0.80921155,0.80852103,0.8099041,0.8076898
2013-06-17,0.81122464,0.8076776,0.8079516,0.80865705,0.80719435,0.8082622,0.8080112
2013-06-18,0.80769527,0.80849946,0.8076311,0.80843353,0.806865,0.80762756,0.8058306
2013-06-19,0.8092087,0.8077597,0.80850744,0.8080768,0.8065975,0.8061199,0.8039076
2013-06-20,0.8079989,0.80729955,0.8079783,0.8078435,0.8063228,0.8040179,0.80215925
2013-06-21,0.80852926,0.80778646,0.80655223,0.8062628,0.80338174,0.80340606,0.8026668
2013-06-23,0.8082916,0.80705076,0.80665547,0.8033614,0.8035337,0.8015981,0.8013056
2013-06-24,0.80658025,0.805181,0.80396605,0.8035921,0.8011498,0.8013042,0.7986217
2013-06-25,0.8064349,0.80408424,0.8032875,0.8017435,0.8005856,0.80026436,0.7979218
2013-06-26,0.8037638,0.8028276,0.80225396,0.8015412,0.7989476,0.7983066,0.79758346
2013-06-27,0.80302995,0.803248,0.7999784,0.7995468,0.7985926,0.7964697,0.7969221
2013-06-28,0.80186146,0.8016987,0.80060637,0.8005749,0.79780257,0.7978732,0.79750395
2013-06-30,0.80116946,0.7992134,0.7993331,0.79764867,0.79680806,0.79666734,0.79654
2013-07-01,0.79863125,0.7984205,0.79655623,0.7955383,0.7969816,0.7952191,0.7936553
2013-07-02,0.7981435,0.79780567,0.7966238,0.79613715,0.7958177,0.7953051,0.79282475
2013-07-03,0.7975929,0.79651344,0.79634416,0.7957959,0.79498994,0.7934829,0.7875445
2013-07-04,0.7964075,0.79690766,0.79591143,0.79554224,0.79293495,0.7895744,0.7853453
2013-07-05,0.7964707,0.79466933,0.79458266,0.7928195,0.7884208,0.78638333,0.7850088
2013-07-07,0.7959973,0.79490936,0.79228145,0.7882836,0.7869992,0.78679436,0.78613806
2013-07-08,0.794921,0.7928517,0.7887271,0.784396,0.7856915,0.78377765,0.7854759
2013-07-09,0.7922499,0.789092,0.78618765,0.78508407,0.78543496,0.7846118,0.78182507
2013-07-10,0.78846073,0.7849731,0.7840312,0.78450054,0.78452134,0.78132993,0.78330237
2013-07-11,0.784176,0.7851008,0.7856945,0.78435874,0.7835984,0.7805422,0.7836842
2013-07-12,0.78558683,0.7865365,0.7853472,0.7822426,0.780783,0.78342414,0.78209937
2013-07-14,0.7857943,0.78157806,0.78498787,0.7822343,0.7825612,0.7823119,0.78173834
2013-07-15,0.783421,0.7838142,0.78210896,0.78088003,0.7823994,0.782614,0.7833642
2013-07-16,0.784015,0.7827115,0.78066844,0.78049463,0.7837028,0.78254545,0.7818615
2013-07-17,0.78125125,0.781664,0.780128,0.7826924,0.7814282,0.7818414,0.7808916
2013-07-18,0.7813345,0.78252274,0.782304,0.78167975,0.7826861,0.7837382,0.7828676
2013-07-19,0.78111625,0.78276134,0.7821866,0.78336257,0.78405195,0.7823762,0.78338194
2013-07-21,0.78141904,0.7827581,0.7808162,0.7809234,0.7815471,0.7832519,0.78255475
2013-07-22,0.78433293,0.7845282,0.78244466,0.7823974,0.782805,0.78277117,0.7835004
2013-07-23,0.78429174,0.78078824,0.7804733,0.7829855,0.7837287,0.78365743,0.7823135
2013-07-24,0.7818075,0.7809621,0.78118426,0.78093964,0.78267795,0.78170514,0.78115016
2013-07-25,0.77990067,0.7836061,0.78212166,0.78315085,0.7802329,0.7816123,0.7805761
2013-07-26,0.78129077,0.7817921,0.78535485,0.7822498,0.7821799,0.78045535,0.7831449
2013-07-28,0.7822854,0.7850619,0.78052163,0.7825726,0.78351593,0.7835643,0.78175336
2013-07-29,0.7807847,0.78161585,0.7830258,0.7839944,0.780544,0.7817585,0.78186893
2013-07-30,0.78305155,0.78243715,0.7842299,0.7818303,0.7804781,0.78369665,0.78475446
2013-07-31,0.781747,0.78119045,0.78325444,0.7824583,0.7839198,0.7846503,0.78387225
2013-08-01,0.78208876,0.78330696,0.784554,0.78499097,0.78272283,0.7859122,0.7840375
2013-08-02,0.7846992,0.78266776,0.78520054,0.7844182,0.7845925,0.78587365,0.78716254
2013-08-04,0.7847395,0.7848897,0.7851349,0.7837762,0.78379655,0.78655654,0.78527004
2013-08-05,0.78058803,0.7848776,0.78383416,0.7871076,0.7854742,0.78623945,0.7854543
2013-08-06,0.7827308,0.7843282,0.78531754,0.78723305,0.7861125,0.7861386,0.7871387
2013-08-07,0.78363824,0.7864698,0.78485245,0.7863909,0.7843362,0.787253,0.78889215
2013-08-08,0.78411674,0.786512,0.7844616,0.7865649,0.7893091,0.78900796,0.78860766
2013-08-09,0.78503126,0.7855589,0.78610986,0.7860306,0.78744435,0.7890217,0.7901981
2013-08-11,0.78561366,0.78708225,0.78644955,0.7873134,0.7889683,0.79093224,0.79106677
2013-08-12,0.7864583,0.7853056,0.78918433,0.7890711,0.7898517,0.7916775,0.79449314
2013-08-13,0.7860464,0.7902375,0.78912956,0.792127,0.7919382,0.79301614,0.794246
2013-08-14,0.7878196,0.7898539,0.7911837,0.7920597,0.7929326,0.7940231,0.79428506
2013-08-15,0.78965175,0.79030514,0.79197884,0.79382974,0.7938257,0.7950983,0.7945621
2013-08-16,0.79169494,0.79382074,0.793897,0.7939356,0.79455924,0.795556,0.7974027
2013-08-18,0.79256177,0.79270697,0.7944916,0.79699755,0.79647005,0.7961168,0.7956096
2013-08-19,0.7934559,0.7972256,0.795666,0.79795057,0.7955622,0.79693866,0.79542625
2013-08-20,0.79338515,0.7943667,0.79703826,0.79660046,0.7959013,0.79561377,0.796018
2013-08-21,0.7966142,0.7976562,0.7965124,0.795507,0.7970271,0.7980017,0.7965353
2013-08-22,0.7954337,0.79534304,0.79581016,0.7963834,0.79554856,0.79737186,0.7950289
2013-08-23,0.7956975,0.79624766,0.79486537,0.7962671,0.7965369,0.7959668,0.79567873
2013-08-25,0.7978892,0.7946324,0.7938827,0.79459435,0.7966182,0.7965168,0.7974736
2013-08-26,0.7964525,0.79596025,0.7958095,0.794811,0.7963802,0.79626524,0.7944624
2013-08-27,0.79606235,0.79674065,0.7969001,0.7968519,0.79566216,0.7957805,0.795148
2013-08-28,0.7962727,0.7956578,0.79517734,0.79560447,0.79439324,0.79782796,0.7964098
2013-08-29,0.79609,0.7963598,0.79641515,0.7962801,0.79493624,0.79429066,0.7957652
2013-08-30,0.7945249,0.79462355,0.79522526,0.79693943,0.7978049,0.7956989,0.7932677
2013-09-01,0.7946902,0.7966014,0.796295,0.7968384,0.7972441,0.79297197,0.7920245
2013-09-02,0.79653054,0.7957248,0.7953443,0.79631716,0.7930475,0.79123676,0.79193085
2013-09-03,0.795769,0.7960319,0.7946979,0.7927655,0.7906407,0.79206294,0.79153156
2013-09-04,0.7953402,0.795101,0.7929287,0.789793,0.790621,0.7905539,0.7908354
2013-09-05,0.7955638,0.794494,0.78979105,0.79115963,0.79133666,0.79144555,0.78976434
2013-09-06,0.7951085,0.7916872,0.7910667,0.79029965,0.79112124,0.7904664,0.79017884
2013-09-08,0.79246247,0.79111624,0.7911437,0.79163057,0.79171807,0.7912408,0.790894
2013-09-09,0.79038155,0.7908205,0.79071426,0.791667,0.7924712,0.791486,0.79397243
2013-09-10,0.79254824,0.79157937,0.79114103,0.79182374,0.79214454,0.792989,0.7970936
2013-09-11,0.79158145,0.7912454,0.78936994,0.78951985,0.79335874,0.7964838,0.7957184
2013-09-12,0.79163307,0.79137146,0.79088205,0.79403067,0.79627854,0.79634434,0.7985607
2013-09-13,0.79083604,0.79050225,0.7928283,0.79521316,0.7961454,0.7976331,0.7975897
2013-09-15,0.79186463,0.79266596,0.7948223,0.7971681,0.7988526,0.79871714,0.80027634
2013-09-16,0.7934784,0.79507774,0.79807377,0.79994273,0.8003304,0.80049634,0.80099666
2013-09-17,0.79560864,0.79775244,0.79761344,0.7990392,0.79803324,0.8022599,0.7992341
2013-09-18,0.79711777,0.79758686,0.79914564,0.7998134,0.8004779,0.8003285,0.7999461
2013-09-19,0.7980638,0.79859394,0.8004031,0.80144155,0.7987987,0.80137455,0.80161124
2013-09-20,0.7992833,0.7993903,0.8004934,0.80178064,0.79971266,0.80102146,0.80258787
2013-09-22,0.7987442,0.8012081,0.8014421,0.80007404,0.80070937,0.8031039,0.80484414
2013-09-23,0.80036634,0.7996918,0.801894,0.80245376,0.8041938,0.8062329,0.8058954
2013-09-24,0.80082184,0.79891104,0.80111635,0.80197614,0.8053973,0.80353826,0.80574155
2013-09-25,0.79989624,0.8007388,0.8043583,0.8055903,0.8037772,0.8067791,0.8049565
2013-09-26,0.80112946,0.80100095,0.8037671,0.80645657,0.8053588,0.80288374,0.805622
2013-09-27,0.8030969,0.8062112,0.8066276,0.8046099,0.8052667,0.80528164,0.80821663
2013-09-29,0.8028473,0.80757564,0.80542004,0.8046255,0.8051787,0.8086395,0.8147635
2013-09-30,0.80459625,0.8028594,0.8044437,0.80483276,0.8075697,0.80917454,0.8134881
2013-10-01,0.80544215,0.8058761,0.80641556,0.80764985,0.81210107,0.81287277,0.818171
2013-10-02,0.8071804,0.80645066,0.80855966,0.81101584,0.8157736,0.81833833,0.8192546
2013-10-03,0.80409634,0.80758226,0.8124964,0.81562865,0.8178191,0.8203169,0.82007366
2013-10-04,0.8094059,0.8120159,0.81787795,0.8173395,0.8197068,0.8219478,0.8234765
2013-10-06,0.8135119,0.8135375,0.81892014,0.82086974,0.8226664,0.823231,0.82652193
2013-10-07,0.8146626,0.81730205,0.81893504,0.82026833,0.8240704,0.82119584,0.8268577
2013-10-08,0.8185845,0.8207037,0.82111245,0.82558346,0.8258305,0.8225179,0.82768494
2013-10-09,0.8190649,0.82206964,0.823733,0.82508767,0.82497466,0.8272312,0.82830477
2013-10-10,0.8206405,0.8240314,0.82564634,0.82740575,0.82725376,0.8265316,0.8279689
2013-10-11,0.82516396,0.8270168,0.82939106,0.8274682,0.82863784,0.8274682,0.82775766
2013-10-13,0.81661415,0.8272307,0.82889694,0.82541823,0.8272137,0.82668716,0.82729936
2013-10-14,0.82708496,0.8278225,0.8281455,0.8271919,0.82692844,0.8279565,0.82878506
2013-10-15,0.8280246,0.82752424,0.8279359,0.82888025,0.8281419,0.8279724,0.8291594
2013-10-16,0.827485,0.8274026,0.82754886,0.82866484,0.8288627,0.82804,0.8296035
2013-10-17,0.82831323,0.8270574,0.82699287,0.8283533,0.8285029,0.82982844,0.82900363
2013-10-18,0.82756644,0.827564,0.82848614,0.8288282,0.830029,0.8292559,0.82941693
2013-10-20,0.82722735,0.82882243,0.82858753,0.8295751,0.82930887,0.82945967,0.8294164
2013-10-21,0.82808673,0.82940173,0.82984775,0.83033013,0.8299833,0.83005404,0.83032864
