,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY
2012-01-27,82.29365,82.295876,82.31259,82.32011,82.395004,82.46178,82.43494
2012-01-29,82.291214,82.30263,82.31227,82.45912,82.42094,82.49035,82.45225
2012-01-30,82.30282,82.30832,82.436264,82.51059,82.476845,82.44755,82.46029
2012-01-31,82.27757,82.478325,82.445915,82.42794,82.45027,82.434074,82.43381
2012-02-01,82.49239,82.43502,82.46159,82.49286,82.39295,82.43367,82.423645
2012-02-02,82.47586,82.4268,82.470215,82.431786,82.42049,82.43494,82.46031
2012-02-03,82.45099,82.46063,82.475105,82.42022,82.47974,82.44321,82.41691
2012-02-05,82.46103,82.40227,82.47793,82.44643,82.45148,82.39463,82.42108
2012-02-06,82.44669,82.4451,82.43956,82.42228,82.39078,82.443794,82.461136
2012-02-07,82.42542,82.46528,82.44833,82.45565,82.420074,82.44833,82.56336
2012-02-08,82.39711,82.47548,82.46227,82.47815,82.48256,82.505714,82.813324
2012-02-09,82.46291,82.46517,82.470085,82.41966,82.61393,82.808365,83.019226
2012-02-10,82.458015,82.45575,82.474495,82.5366,82.82592,82.98152,83.090385
2012-02-12,82.43,82.44951,82.5233,82.79869,82.996086,83.09345,83.09373
2012-02-13,82.44956,82.60259,82.79311,82.996124,83.07287,83.100555,83.16683
2012-02-14,82.59917,82.804794,83.026505,83.08098,83.15565,83.16612,83.24533
2012-02-15,82.84405,82.95628,83.11601,83.147446,83.15259,83.222565,83.22872
2012-02-16,82.95144,83.08052,83.11268,83.198265,83.23278,83.25678,83.33541
2012-02-17,83.05764,83.08646,83.17826,83.18896,83.243515,83.33374,83.558395
2012-02-19,83.091385,83.14895,83.20259,83.21005,83.299355,83.522705,83.74018
2012-02-20,83.148125,83.20219,83.234436,83.341,83.56227,83.73999,83.88653
2012-02-21,83.21047,83.26728,83.35414,83.53325,83.78355,83.87775,83.928665
2012-02-22,83.26298,83.41897,83.56284,83.78811,83.87471,83.94704,84.037476
2012-02-23,83.37964,83.58819,83.72921,83.89812,83.95642,84.07273,84.19171
2012-02-24,83.54506,83.788605,83.88761,83.937325,84.070526,84.22029,84.35883
2012-02-26,83.74695,83.92329,83.92243,84.05453,84.21118,84.33824,84.71036
2012-02-27,83.87919,83.89687,84.075554,84.22028,84.4013,84.74125,84.81371
2012-02-28,83.94668,84.09399,84.21743,84.37672,84.77348,84.8376,84.93722
2012-02-29,84.074875,84.199394,84.413826,84.72529,84.93099,84.965416,84.89917
2012-03-01,84.25358,84.31804,84.67446,84.8546,84.94092,84.95522,85.011505
2012-03-02,84.35761,84.79204,84.78025,84.909004,84.91491,85.097664,85.19442
2012-03-04,84.838066,84.887314,84.93998,84.903534,85.11161,85.18729,85.31816
2012-03-05,84.81855,84.97591,84.95956,85.04594,85.206924,85.39935,86.2984
2012-03-06,84.94268,85.01009,85.08135,85.19904,85.35916,86.21547,86.97518
2012-03-07,84.95785,85.06726,85.18549,85.31255,86.29108,86.9364,87.178986
2012-03-08,85.075264,85.24634,85.377625,86.218056,86.96008,87.21152,87.4646
2012-03-09,85.156975,85.34226,86.29708,86.943855,87.180695,87.50296,88.00645
2012-03-11,85.35876,86.2629,86.96384,87.165764,87.426155,88.03118,88.252396
2012-03-12,86.2327,86.94925,87.18456,87.40359,88.05582,88.23982,88.24408
2012-03-13,86.97666,87.17983,87.419975,87.99544,88.25925,88.24806,88.57379
2012-03-14,87.20172,87.46224,88.01814,88.17593,88.24831,88.55582,89.1456
2012-03-15,87.450584,88.048706,88.20811,88.285736,88.529945,89.168755,89.391464
2012-03-16,87.997154,88.251816,88.2871,88.56137,89.1272,89.38812,89.36178
2012-03-18,88.26167,88.269,88.587364,89.212,89.34631,89.45553,89.458824
2012-03-19,88.323265,88.56257,89.11289,89.37529,89.41239,89.55918,89.54884
2012-03-20,88.55754,89.103745,89.41237,89.412254,89.53256,89.54796,89.58447
2012-03-21,89.2187,89.38481,89.49149,89.48949,89.506584,89.58574,89.65874
2012-03-22,89.37857,89.4765,89.532555,89.53791,89.61454,89.5934,89.59032
2012-03-23,89.41322,89.468475,89.58321,89.58464,89.62784,89.68122,89.713486
2012-03-25,89.47903,89.57262,89.605576,89.6388,89.63362,89.67753,89.802605
2012-03-26,89.54279,89.54794,89.60591,89.65813,89.66185,89.77518,89.83431
2012-03-27,89.57964,89.61301,89.65192,89.65387,89.81099,89.81322,89.84333
2012-03-28,89.66108,89.65013,89.67581,89.802315,89.82232,89.879036,89.94214
2012-03-29,89.64987,89.78188,89.803055,89.83687,89.83031,89.87858,90.000305
2012-03-30,89.669846,89.7776,89.80662,89.832855,89.84013,90.042694,90.12084
2012-04-01,89.77735,89.81672,89.82239,89.85197,90.01675,90.10573,90.11301
2012-04-02,89.81003,89.85621,89.89157,89.97266,90.16003,90.09175,90.078064
2012-04-03,89.82926,89.86342,90.02108,90.05276,90.08207,90.06985,90.10956
2012-04-04,89.873535,90.03982,90.13207,90.135254,90.099045,90.11202,90.025085
2012-04-05,90.01874,90.15296,90.143295,90.17335,90.15264,90.01553,90.01946
2012-04-08,90.087326,90.208046,90.08965,90.14379,90.00211,89.934875,90.0156
2012-04-09,90.102295,90.189995,90.0782,89.99388,90.00772,89.93177,90.013016
2012-04-10,90.080246,90.11072,89.97232,90.030754,90.01168,89.99538,90.00512
2012-04-11,90.08666,89.99408,90.05897,90.027245,90.014366,90.08102,89.99973
2012-04-12,89.98908,90.00222,90.040146,89.99255,90.02242,90.084175,89.996
2012-04-13,90.03862,90.00933,89.98107,90.031654,90.02793,90.01675,90.02718
2012-04-15,90.01494,90.014145,90.088776,90.02794,90.03172,89.92644,90.02058
2012-04-16,89.963356,90.02358,89.967224,89.991264,89.99994,89.92328,90.01616
2012-04-17,89.98805,90.03006,90.06195,90.03255,90.006676,89.99424,90.01317
2012-04-18,90.04166,90.00099,90.041336,90.02856,90.01118,90.08894,90.00434
2012-04-19,90.01603,90.0088,89.97724,89.99005,90.014206,90.016884,89.99834
2012-04-20,89.9606,90.014046,90.093704,90.033325,90.02316,89.996506,89.99427
2012-04-22,89.98712,90.02428,89.96264,90.02911,90.02925,90.01668,90.028854
2012-04-23,90.04439,90.03125,90.06446,89.988945,90.03335,89.99627,89.561356
2012-04-24,90.01699,89.9998,90.04232,90.03403,89.99832,89.564804,89.52603
2012-04-25,89.95804,89.999626,89.97396,90.029655,89.53242,89.50239,89.491844
2012-04-26,89.98624,90.03656,90.097946,89.58218,89.49203,89.47832,89.400604
2012-04-27,90.0468,89.99419,89.59285,89.47904,89.49194,89.381996,89.07169
2012-04-29,90.01783,89.47129,89.49987,89.345024,89.406494,89.10233,89.08937
2012-04-30,89.561714,89.48869,89.5059,89.419,89.13928,89.08538,89.00607
2012-05-01,89.47298,89.41701,89.441315,89.166374,89.00253,88.87854,88.76363
2012-05-02,89.466446,89.41021,89.10871,89.11885,89.04627,88.80562,88.75637
2012-05-03,89.350815,89.08184,89.08635,89.017166,88.86736,88.75531,88.723015
2012-05-04,89.10053,89.09065,89.060455,88.80707,88.77095,88.722305,88.71464
2012-05-06,89.05621,88.98989,88.809715,88.74775,88.717766,88.71121,88.6293
2012-05-07,89.02811,88.76219,88.80188,88.71536,88.71602,88.63956,88.60282
2012-05-08,88.82474,88.76017,88.7111,88.68483,88.63688,88.57649,88.45326
2012-05-09,88.82292,88.726494,88.68663,88.6461,88.62802,88.43099,88.396164
2012-05-10,88.756454,88.71325,88.63782,88.59705,88.47657,88.43879,88.26502
2012-05-11,88.71867,88.64337,88.5757,88.47881,88.404465,88.33938,88.25635
2012-05-13,88.62207,88.590836,88.45472,88.38972,88.23172,88.2224,88.18187
2012-05-14,88.628525,88.42989,88.380516,88.23986,88.254814,88.143936,88.156944
2012-05-15,88.4706,88.4051,88.3419,88.24432,88.19071,88.16089,88.092354
2012-05-16,88.379974,88.25654,88.1642,88.16609,88.1092,88.00694,87.884186
2012-05-17,88.2572,88.26602,88.166885,88.15164,88.070724,87.88353,87.83564
2012-05-18,88.21651,88.20676,88.151024,88.12722,87.88689,87.82007,87.74503
2012-05-20,88.181465,88.15907,88.08848,87.839355,87.847984,87.68711,87.61955
2012-05-21,88.04961,88.09702,87.89438,87.79947,87.70889,87.62111,87.42308
2012-05-22,88.131096,87.88611,87.83436,87.74296,87.575035,87.40207,86.65287
2012-05-23,87.856804,87.81999,87.7609,87.59321,87.41846,86.696686,86.48103
2012-05-24,87.77065,87.68823,87.6131,87.43185,86.627045,86.42287,86.31219
2012-05-25,87.70077,87.6256,87.376854,86.65721,86.43019,86.26583,85.98384
2012-05-27,87.56957,87.401115,86.70669,86.44349,86.25973,86.11253,85.95671
2012-05-28,87.45339,86.66574,86.454994,86.26629,85.98536,85.979256,85.906975
2012-05-29,86.68534,86.494804,86.2548,85.97302,85.949615,85.92619,85.90381
2012-05-30,86.48318,86.31181,86.022026,85.938446,85.90421,85.861275,85.47422
2012-05-31,86.32054,85.99596,85.953705,85.896065,85.83189,85.452385,85.33964
2012-06-01,86.04526,86.03672,85.93291,85.763405,85.42139,85.26964,85.14601
2012-06-03,85.96726,85.83175,85.84923,85.46796,85.191284,85.09042,84.55373
2012-06-04,85.91924,85.85714,85.475586,85.34218,85.12371,84.59728,84.39753
2012-06-05,85.8386,85.4598,85.255035,85.116325,84.579735,84.38623,84.35057
2012-06-06,85.462944,85.27854,85.09599,84.61009,84.36966,84.356636,84.22512
2012-06-07,85.24324,85.177246,84.60232,84.47111,84.40057,84.2225,83.84596
2012-06-08,85.07106,84.54303,84.401566,84.34731,84.218155,83.82335,83.74333
2012-06-10,84.595436,84.438385,84.35717,84.22445,83.87754,83.71894,83.42201
2012-06-11,84.39831,84.368996,84.225395,83.88521,83.70216,83.44362,83.40068
2012-06-12,84.3756,84.27035,83.83351,83.701805,83.53057,83.404526,83.23423
2012-06-13,84.24776,83.86859,83.685295,83.43887,83.29804,83.218925,83.195274
2012-06-14,83.87321,83.710434,83.41736,83.232,83.21292,83.176575,83.124344
2012-06-15,83.72732,83.517624,83.229774,83.402565,83.24154,83.227104,83.20119
2012-06-17,83.468315,83.364296,83.20113,83.1586,83.21129,83.17016,83.20855
2012-06-18,83.38939,83.23412,83.17244,83.18902,83.176094,83.22487,83.16352
2012-06-19,83.33605,83.26677,83.18695,83.22911,83.16585,83.1746,83.20335
2012-06-20,83.190445,83.19551,83.17528,83.156975,83.20165,83.22494,83.089066
2012-06-21,83.179565,83.15972,83.21663,83.14811,83.20116,83.172066,83.081505
2012-06-22,83.19922,83.14823,83.18074,83.151665,83.1707,83.089745,83.04846
2012-06-24,83.251945,83.213684,83.17295,83.150475,83.12923,83.08969,83.07926
2012-06-25,83.21459,83.22399,83.14526,83.10447,83.0946,83.09666,83.079865
2012-06-26,83.17628,83.15164,83.09968,83.09253,83.05165,83.01786,82.976204
2012-06-27,83.16085,83.09152,83.11985,83.06431,82.998024,83.02731,83.03707
2012-06-28,83.08017,83.057655,83.05456,83.082,83.07906,83.02205,83.07325
2012-06-29,83.053345,83.06171,83.00816,83.06225,83.04686,83.03792,83.03625
2012-07-01,83.055695,83.05874,83.0441,83.03558,83.088524,83.07984,83.073906
2012-07-02,83.05257,83.060295,83.07363,83.03107,83.067986,83.02806,83.03082
2012-07-03,83.05411,83.05745,83.0732,83.09897,82.99644,83.03749,82.98305
2012-07-04,83.05116,83.05902,83.045044,83.06818,83.05142,82.95158,82.86983
2012-07-05,83.082825,83.056274,83.03769,82.96735,82.97283,82.89543,82.84137
2012-07-06,82.96164,82.9866,83.0547,82.95349,82.89491,82.829285,82.794235
2012-07-08,83.02786,83.023254,82.96674,82.90348,82.84083,82.83795,82.79197
2012-07-09,83.00276,82.96918,82.86883,82.81977,82.79545,82.84174,82.82947
2012-07-10,82.94991,82.89652,82.841415,82.83234,82.793236,82.82383,82.88117
2012-07-11,82.88621,82.82255,82.823425,82.829315,82.82942,82.83135,82.81395
2012-07-12,82.83391,82.825195,82.847885,82.82338,82.87929,82.81199,82.85078
2012-07-13,82.82855,82.79999,82.8473,82.83487,82.88167,82.83943,82.85886
2012-07-15,82.837845,82.83052,82.82672,82.851616,82.81966,82.84652,82.81983
2012-07-16,82.81904,82.833046,82.82975,82.84698,82.813156,82.82246,82.75524
2012-07-17,82.827934,82.81101,82.8323,82.8373,82.85084,82.76659,82.76548
2012-07-18,82.857346,82.86074,82.81256,82.828674,82.75097,82.73414,82.74981
2012-07-19,82.83653,82.84067,82.843216,82.75415,82.74547,82.73919,82.601
2012-07-20,82.79623,82.84529,82.76699,82.74505,82.70327,82.63115,82.63636
2012-07-22,82.8104,82.74555,82.781715,82.74497,82.66136,82.59912,82.30814
2012-07-23,82.744835,82.74291,82.67291,82.692924,82.642555,82.271164,81.923676
2012-07-24,82.82148,82.72603,82.66327,82.632195,82.28633,81.88964,81.51645
2012-07-25,82.738045,82.651375,82.63025,82.28654,81.90794,81.50164,81.38729
2012-07-26,82.64031,82.61457,82.28663,81.87531,81.50663,81.3541,81.128426
2012-07-27,82.625,82.28002,81.9005,81.51888,81.37024,81.13116,81.07451
2012-07-29,82.28308,81.891525,81.485855,81.39399,81.15872,81.105286,80.79575
2012-07-30,81.88761,81.54023,81.37746,81.137825,81.07231,80.83921,80.71487
2012-07-31,81.51322,81.37964,81.1382,81.09505,80.81861,80.75115,80.72678
2012-08-01,81.363556,81.14577,81.033966,80.81056,80.72245,80.70744,80.65246
2012-08-02,81.124275,81.093376,80.79305,80.72516,80.726204,80.64202,80.69111
2012-08-03,81.0568,80.79202,80.698425,80.685234,80.699,80.67722,80.69409
2012-08-05,80.81856,80.70512,80.684746,80.67624,80.705795,80.6878,80.61011
2012-08-06,80.64257,80.6615,80.6948,80.69397,80.682434,80.60955,80.618454
2012-08-07,80.74885,80.699875,80.700935,80.78518,80.6282,80.60214,80.55296
2012-08-08,80.65548,80.71939,80.709274,80.63593,80.578926,80.54104,80.50142
2012-08-09,80.609985,80.709465,80.69556,80.54416,80.45873,80.540306,80.504265
2012-08-10,80.728386,80.629616,80.6077,80.56923,80.523254,80.534874,80.55769
2012-08-12,80.59117,80.54307,80.57891,80.51528,80.505066,80.53017,80.52743
2012-08-13,80.635826,80.56961,80.544685,80.54877,80.5483,80.554634,80.497475
2012-08-14,80.57727,80.513756,80.54533,80.54217,80.52305,80.514,80.52512
2012-08-15,80.55607,80.51422,80.5192,80.51442,80.535225,80.51259,80.481514
2012-08-16,80.49667,80.56131,80.50168,80.550064,80.50089,80.48436,80.498116
2012-08-17,80.50606,80.50938,80.54665,80.51701,80.52635,80.48949,80.51934
2012-08-19,80.54242,80.50085,80.521,80.49258,80.52365,80.55705,80.49268
2012-08-20,80.51175,80.5269,80.50321,80.53393,80.51695,80.53183,80.547295
2012-08-21,80.51883,80.51495,80.548744,80.53547,80.52388,80.55649,80.48442
2012-08-22,80.55465,80.504166,80.5228,80.50668,80.47831,80.51363,80.48458
2012-08-23,80.49048,80.537476,80.504944,80.513664,80.51108,80.48172,80.55851
2012-08-24,80.50805,80.56636,80.55098,80.54577,80.55144,80.56916,80.51338
2012-08-26,80.5056,80.55323,80.52478,80.536736,80.5362,80.55749,80.69938
2012-08-27,80.54264,80.5107,80.50676,80.546524,80.54715,80.60477,80.75731
2012-08-28,80.489105,80.50165,80.57446,80.54638,80.64158,80.77007,80.8381
2012-08-29,80.50144,80.53203,80.617966,80.7137,80.7272,80.79083,80.82637
2012-08-30,80.61544,80.55933,80.72583,80.7367,80.827354,80.85737,81.02697
2012-08-31,80.55907,80.66344,80.756836,80.79566,80.82705,81.02817,81.02757
2012-09-02,80.70958,80.741486,80.79041,80.83125,80.99646,81.10358,81.37845
2012-09-03,80.7315,80.78709,80.82206,81.02668,81.022804,81.381065,81.63542
2012-09-04,80.81683,80.82643,80.987656,81.123825,81.32456,81.56123,81.634056
2012-09-05,80.86057,81.02301,81.06335,81.37682,81.60023,81.68628,81.65085
2012-09-06,81.03448,81.098434,81.38419,81.5931,81.61359,81.67115,81.86411
2012-09-07,81.07644,81.35603,81.6146,81.68063,81.69621,81.72609,81.874916
2012-09-09,81.34496,81.56719,81.62068,81.683174,81.906654,81.98047,81.870186
2012-09-10,81.60068,81.62602,81.810776,81.871284,81.86534,81.95021,81.97967
2012-09-11,81.62227,81.70481,81.934616,82.02498,81.92595,81.906235,81.99034
2012-09-12,81.69995,82.00001,81.68832,81.934746,82.00264,81.9993,81.994
2012-09-13,81.94588,81.8021,81.97223,82.0245,81.98819,81.99224,82.02357
2012-09-14,81.926125,81.98098,81.98359,82.000175,81.948044,81.998215,82.0268
2012-09-16,81.88217,81.97366,82.01186,82.01691,82.015274,82.04127,82.060974
2012-09-17,81.92684,81.96242,82.00848,82.01695,82.03738,82.06352,82.088554
2012-09-18,82.032555,82.021385,81.98891,82.06534,82.09115,82.04606,82.094315
2012-09-19,81.96429,82.02721,82.04007,82.07987,82.10077,82.0344,82.14961
2012-09-20,81.99178,82.08013,82.08329,82.07329,82.06573,82.14601,82.12457
2012-09-21,82.07255,82.07964,82.070335,82.11474,82.11846,82.12038,82.13511
2012-09-23,82.08087,82.0481,82.11043,82.13086,82.12645,82.1564,82.46252
2012-09-24,82.097374,82.11308,82.12567,82.10086,82.16217,82.48552,82.65035
2012-09-25,82.08752,82.11528,82.15399,82.174164,82.50489,82.667046,82.709595
2012-09-26,82.120094,82.1184,82.146324,82.49036,82.651184,82.68596,82.70635
2012-09-27,82.07158,82.16831,82.483116,82.644394,82.68979,82.72114,82.76589
2012-09-28,82.18961,82.48767,82.649345,82.620804,82.66974,82.72617,82.774025
2012-09-30,82.48648,82.684746,82.70752,82.692314,82.723785,82.75943,82.76932
2012-10-01,82.61631,82.698135,82.68106,82.7298,82.77189,82.78188,82.776695
2012-10-02,82.68771,82.70144,82.75465,82.76886,82.77027,82.77735,82.82036
2012-10-03,82.72911,82.719246,82.733955,82.77193,82.80208,82.7778,82.962036
2012-10-04,82.73388,82.753555,82.77892,82.772675,82.81515,82.91692,83.047806
2012-10-05,82.755684,82.75897,82.808205,82.80913,82.88924,83.041794,83.0731
2012-10-07,82.77968,82.80913,82.77378,82.90063,83.02359,83.06365,83.08902
2012-10-08,82.753654,82.818474,82.912704,83.044716,83.05954,83.077705,83.18681
2012-10-09,82.81222,82.916985,83.04828,83.05806,83.102745,83.18,83.275986
2012-10-10,82.927505,83.05348,83.079346,83.12927,83.22066,83.26607,83.379074
2012-10-11,83.03791,83.07587,83.075874,83.221924,83.27539,83.34411,83.44557
2012-10-12,83.083755,83.07425,83.173515,83.271255,83.3211,83.40578,83.55969
2012-10-14,83.10051,83.21046,83.27257,83.38311,83.42698,83.576965,83.63092
2012-10-15,83.183174,83.26219,83.37181,83.41486,83.60353,83.604225,83.68609
2012-10-16,83.24997,83.37382,83.43848,83.59416,83.63387,83.62974,83.81098
2012-10-17,83.403824,83.39267,83.6071,83.66103,83.64963,83.826836,83.824425
2012-10-18,83.4298,83.6129,83.64881,83.67922,83.900826,83.86258,83.89815
2012-10-19,83.55916,83.58629,83.68028,83.8208,83.86634,83.84358,83.94108
2012-10-21,83.61075,83.66305,83.8421,83.855606,83.864746,83.879654,83.948524
2012-10-22,83.67788,83.84525,83.82118,83.89734,83.901886,83.927734,83.9463
2012-10-23,83.85765,83.83362,83.88879,83.87718,83.9306,83.994774,84.118965
2012-10-24,83.8843,83.884865,83.90511,83.9357,83.99038,84.11931,84.1335
2012-10-25,83.86203,83.92392,83.9275,83.97382,84.093834,84.1531,84.118614
2012-10-26,83.87916,83.92382,84.0057,84.09392,84.17818,84.14223,84.13388
2012-10-28,83.92979,84.0033,84.06338,84.12435,84.11183,84.139114,84.11822
2012-10-29,84.01156,84.12023,84.11197,84.13191,84.12626,84.16912,84.27959
2012-10-30,84.1342,84.13116,84.17835,84.11888,84.17227,84.33998,84.428024
2012-10-31,84.13877,84.13683,84.18123,84.14591,84.31827,84.43948,84.45871
2012-11-01,84.11284,84.14781,84.128586,84.28585,84.40693,84.4296,85.04285
2012-11-02,84.115715,84.12692,84.29525,84.38711,84.456825,84.99431,85.01791
2012-11-04,84.12749,84.30124,84.42425,84.452805,85.0097,85.032455,85.0354
2012-11-05,84.27809,84.38031,84.50321,84.97784,85.064674,84.9973,85.01753
2012-11-06,84.377945,84.490746,85.04214,84.96455,84.977554,85.00066,85.03581
2012-11-07,84.48842,85.0072,85.05532,85.03934,84.964516,85.0339,85.01716
2012-11-08,85.04085,84.976006,85.01865,84.99957,85.00927,84.99641,85.03621
2012-11-09,85.00786,85.025795,85.03462,85.02108,85.07087,85.0,85.016785
2012-11-11,85.02048,85.02101,85.01834,85.00976,84.98766,85.03526,84.98002
2012-11-12,85.02638,84.99925,85.035,85.0384,84.97688,85.0542,85.08824
2012-11-13,84.997055,85.02214,85.018005,85.02197,85.019104,85.103836,85.11431
2012-11-14,85.03389,85.00449,85.03534,85.03532,85.072136,85.12776,85.15446
2012-11-15,84.998,85.01941,85.029274,85.05659,85.13965,85.16342,85.25945
2012-11-16,85.00706,85.02963,85.066505,85.123474,85.205025,85.24842,85.3289
2012-11-18,85.04914,85.07264,85.12603,85.209175,85.26318,85.28368,85.3404
2012-11-19,85.08905,85.11191,85.19152,85.26569,85.25426,85.43939,85.50234
2012-11-20,85.09607,85.167175,85.270195,85.33805,85.42104,85.48638,85.48527
2012-11-21,85.16677,85.27695,85.26326,85.42772,85.49284,85.546104,85.55546
2012-11-22,85.23313,85.29965,85.34575,85.478096,85.50764,85.52863,85.54003
2012-11-23,85.31023,85.47429,85.46485,85.55617,85.528854,85.56183,85.68922
2012-11-25,85.37287,85.47722,85.55763,85.48061,85.559204,85.68547,85.75306
2012-11-26,85.44787,85.51918,85.55249,85.54708,85.69333,85.72623,85.75176
2012-11-27,85.52525,85.63678,85.544846,85.72979,85.718575,85.70934,85.71324
2012-11-28,85.57244,85.62483,85.68897,85.70714,85.71983,85.783035,85.84977
2012-11-29,85.55511,85.70719,85.81713,85.831345,85.75601,85.86619,85.83184
2012-11-30,85.71613,85.655754,85.7107,85.75517,85.849655,85.79401,85.925575
2012-12-02,85.72741,85.64464,85.730225,85.81717,85.84728,85.87836,85.91162
2012-12-03,85.73807,85.772316,85.82996,85.85839,85.87081,85.93222,86.01078
2012-12-04,85.75299,85.82211,85.83297,85.90824,85.94449,85.97177,86.05246
2012-12-05,85.82782,85.84776,85.88049,85.98844,85.99625,86.04705,86.21005
2012-12-06,85.80666,85.948166,85.92094,85.97777,86.05423,86.19931,86.66895
2012-12-07,86.00969,85.99483,85.98505,86.06319,86.23386,86.721794,87.6051
2012-12-09,85.93819,85.98416,86.07577,86.19261,86.72224,87.56606,87.98921
2012-12-10,86.008736,86.05493,86.23784,86.74282,87.563896,87.947,88.11972
2012-12-11,86.071014,86.217926,86.686226,87.59433,87.975136,88.13638,88.11634
2012-12-12,86.24958,86.68831,87.62594,88.01615,88.096375,88.13711,88.152534
2012-12-13,86.72136,87.613434,88.03437,88.12747,88.08631,88.12501,88.18461
2012-12-14,87.62589,87.9759,88.123634,88.140465,88.13177,88.161476,88.29428
2012-12-16,88.0033,88.1004,88.11763,88.17471,88.19771,88.29672,88.36157
2012-12-17,88.10999,88.10409,88.18385,88.13532,88.29385,88.33086,88.397995
2012-12-18,88.138054,88.16799,88.2163,88.32632,88.30443,88.37065,88.412766
2012-12-19,88.145744,88.190216,88.286545,88.32934,88.392876,88.40253,88.46056
2012-12-20,88.17533,88.34517,88.315025,88.45084,88.36787,88.43063,88.54166
2012-12-21,88.25351,88.353714,88.38754,88.41677,88.42841,88.54056,88.53587
2012-12-23,88.33769,88.35155,88.44095,88.46104,88.529686,88.561424,88.70391
2012-12-24,88.4128,88.43282,88.46568,88.53336,88.55788,88.64282,88.78492
2012-12-26,88.38154,88.46129,88.50333,88.61745,88.68452,88.8137,88.89435
2012-12-27,88.442726,88.56347,88.60192,88.732796,88.82106,88.854836,88.94804
2012-12-28,88.54368,88.62683,88.75076,88.724236,88.904106,88.935234,89.094025
2012-12-30,88.56995,88.66913,88.841705,88.98237,88.961945,89.088104,89.44252
2012-12-31,88.67085,88.74574,88.86152,88.97205,89.028114,89.53165,90.39971
2013-01-02,88.713585,88.920105,88.97816,89.07499,89.41049,90.371124,90.761345
2013-01-03,88.88545,88.98527,89.07031,89.493286,90.39939,90.76235,91.34005
2013-01-04,88.95459,89.04367,89.40856,90.35366,90.724625,91.354805,91.47741
2013-01-06,89.022385,89.44469,90.37814,90.757965,91.35748,91.44136,91.91721
2013-01-07,89.498795,90.373344,90.75692,91.32879,91.467415,91.90476,91.9189
2013-01-08,90.35852,90.76051,91.339,91.45763,91.73052,91.897095,92.064445
2013-01-09,90.71712,91.35201,91.43983,91.86688,91.90197,92.10182,92.24616
2013-01-10,91.371185,91.491005,91.84475,91.919754,92.108536,92.18563,92.441864
2013-01-11,91.491394,91.86857,91.91103,92.053215,92.191925,92.427284,92.45062
2013-01-13,91.844765,91.929245,92.06273,92.219345,92.42978,92.46172,93.64604
2013-01-14,91.933304,92.0741,92.24546,92.449104,92.449135,93.689926,94.089264
2013-01-15,92.037224,92.267876,92.460686,92.472946,93.660065,94.096214,94.29421
2013-01-16,92.25522,92.46147,92.52967,93.727455,94.147865,94.26103,94.3461
2013-01-17,92.39953,92.44371,93.7085,94.0694,94.24603,94.33058,94.35267
2013-01-18,92.502716,93.70534,94.102516,94.27074,94.312225,94.349976,94.38896
2013-01-20,93.70945,94.10348,94.26688,94.29465,94.36817,94.415215,94.52851
2013-01-21,94.05922,94.28383,94.28436,94.32162,94.40652,94.5534,94.84014
2013-01-22,94.253525,94.19028,94.32319,94.36884,94.51748,94.757904,94.93094
2013-01-23,94.34822,94.37294,94.45921,94.54235,94.86984,94.8333,94.944496
2013-01-24,94.34344,94.38398,94.60131,94.8303,94.89794,94.946526,94.97923
2013-01-25,94.53572,94.57441,94.77199,94.86869,94.92525,94.99183,95.12143
2013-01-27,94.571815,94.8325,94.88715,94.952736,95.039925,95.19822,95.19766
2013-01-28,94.86247,94.85512,94.93237,94.99412,95.208664,95.25464,95.25412
2013-01-29,94.89688,94.91204,94.95713,95.12871,95.24745,95.292274,95.45991
2013-01-30,94.9327,94.97782,95.112465,95.1933,95.28443,95.41891,95.481224
2013-01-31,95.03065,95.14199,95.17281,95.28665,95.467316,95.47868,95.84554
2013-02-01,95.218254,95.287605,95.30476,95.43065,95.561226,95.853836,95.98897
2013-02-03,95.2931,95.23724,95.40111,95.519684,95.80212,96.02962,96.12013
2013-02-04,95.25012,95.48108,95.48822,95.85867,96.06854,96.12721,96.2266
2013-02-05,95.457855,95.50293,95.82763,96.0627,96.1758,96.24575,96.32196
2013-02-06,95.474365,95.86204,96.05652,96.18755,96.18838,96.253914,96.74533
2013-02-07,95.80478,95.99804,96.118454,96.27395,96.25786,96.69864,97.222305
2013-02-08,96.06017,96.15941,96.233696,96.32631,96.79048,97.25564,97.39588
2013-02-10,96.13048,96.24189,96.278114,96.6945,97.24828,97.41571,97.91561
2013-02-11,96.206924,96.25442,96.769516,97.26244,97.34283,97.884125,98.00949
2013-02-12,96.33747,96.70475,97.22183,97.405266,97.88336,98.001816,98.04295
2013-02-13,96.72562,97.23822,97.37276,97.900215,97.95821,98.054344,98.10015
2013-02-14,97.272156,97.37749,97.893654,97.96604,98.07099,98.27311,98.25062
2013-02-15,97.39863,97.9018,97.94087,98.08476,98.16006,98.277336,99.59394
2013-02-17,97.88949,97.98989,98.04077,98.121376,98.28038,99.59319,100.04947
2013-02-18,97.96863,98.0518,98.12768,98.24709,99.594444,100.068146,100.31352
2013-02-19,98.09395,98.11971,98.242676,99.58384,100.096794,100.26798,100.28714
2013-02-20,98.14612,98.26025,99.61874,100.04229,100.21356,100.313446,100.34263
