,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY,CHFJPY
2013-02-21,98.2443,99.53584,100.10243,100.23697,100.38771,100.26401,100.31755
2013-02-22,99.61178,100.07635,100.2867,100.25819,100.309364,100.345566,100.34205
2013-02-24,100.0549,100.22221,100.34684,100.376755,100.28376,100.36232,100.35157
2013-02-25,100.22155,100.40805,100.394325,100.37676,100.322205,100.4425,100.343155
2013-02-26,100.37755,100.28731,100.365,100.31225,100.28583,100.49202,100.338615
2013-02-27,100.276146,100.35554,100.27631,100.3353,100.32043,100.35192,100.32395
2013-02-28,100.32852,100.28144,100.33811,100.32617,100.284935,100.29072,100.30767
2013-03-01,100.33134,100.44698,100.38333,100.32175,100.318825,100.28486,100.33978
2013-03-03,100.346054,100.35263,100.355896,100.33638,100.28401,100.28196,100.3006
2013-03-04,100.31384,100.32082,100.27143,100.30728,100.31731,100.30266,100.834305
2013-03-05,100.29174,100.286545,100.33065,100.33492,100.28304,100.842926,100.87174
2013-03-06,100.31249,100.31946,100.374306,100.3328,100.836784,100.87456,100.96114
2013-03-07,100.33306,100.28562,100.34806,100.80749,100.974304,100.96343,101.007
2013-03-08,100.32875,100.318115,100.83352,100.876526,100.99704,100.98973,101.01236
2013-03-10,100.367485,100.83663,100.8733,100.98471,101.01254,101.04282,101.04943
2013-03-11,100.78849,100.848495,100.939545,101.01448,101.028046,100.98866,101.05224
2013-03-12,100.868576,100.96532,100.97264,101.03974,101.02897,101.109764,100.99011
2013-03-13,100.956955,101.00549,101.016014,101.035385,101.09049,101.000496,101.002754
2013-03-14,101.03197,101.01104,101.049965,101.069374,101.02989,100.98757,100.99958
2013-03-15,101.034996,101.02692,101.06287,100.93589,100.97155,100.96659,100.962746
2013-03-17,101.009415,101.103485,101.022804,100.99248,100.9751,100.98011,100.9712
2013-03-18,101.05578,101.01216,101.0168,100.96183,100.99812,100.93208,100.83417
2013-03-19,101.01335,100.97914,100.964325,100.96034,100.94942,100.9039,100.84564
2013-03-20,100.98796,100.95471,100.980484,100.944176,100.84817,100.83431,100.74184
2013-03-21,100.9658,100.97986,100.94835,100.88339,100.80495,100.748695,100.63544
2013-03-22,100.94195,100.93605,100.956566,100.79666,100.77764,100.62758,100.632545
2013-03-24,100.98455,100.8957,100.87245,100.74661,100.64395,100.65389,100.575836
2013-03-25,100.86222,100.79861,100.76431,100.64837,100.59979,100.57257,100.34082
2013-03-26,100.82678,100.75501,100.684296,100.628426,100.577385,100.35452,100.29402
2013-03-27,100.76613,100.72239,100.61973,100.56362,100.37015,100.302216,100.25801
2013-03-28,100.62192,100.62765,100.49136,100.35657,100.33334,100.26263,100.27693
2013-03-31,100.59753,100.49464,100.35477,100.30487,100.223526,100.24101,100.2546
2013-04-01,100.53477,100.32173,100.34195,100.27519,100.211426,100.24415,100.277756
2013-04-02,100.33062,100.266884,100.27647,100.24209,100.19791,100.2754,100.26324
2013-04-03,100.305695,100.27631,100.25333,100.2453,100.29531,100.29476,100.28869
2013-04-04,100.27312,100.25113,100.25976,100.27742,100.254196,100.27594,100.27444
2013-04-05,100.27318,100.268456,100.237915,100.24214,100.27853,100.29222,100.347046
2013-04-07,100.23155,100.25075,100.284935,100.25809,100.27858,100.354904,100.59512
2013-04-08,100.268616,100.275955,100.31694,100.28941,100.39699,100.56652,100.647064
2013-04-09,100.29097,100.31058,100.27693,100.34417,100.515465,100.61259,100.61823
2013-04-10,100.27319,100.283905,100.41142,100.60098,100.66926,100.6678,100.74325
2013-04-11,100.29132,100.36947,100.57054,100.61261,100.66313,100.757385,100.97741
2013-04-12,100.32127,100.54769,100.64911,100.6682,100.70686,100.96893,100.95799
2013-04-14,100.56388,100.64936,100.67732,100.795265,100.85646,100.97595,101.00755
2013-04-15,100.58949,100.68173,100.71709,100.928085,100.94737,100.98382,101.16758
2013-04-16,100.626595,100.74379,100.97466,100.97028,100.99192,101.16538,101.18811
2013-04-17,100.723755,100.90587,100.978455,101.002235,101.13945,101.20863,101.23922
2013-04-18,100.99073,100.977165,101.007126,101.17856,101.19854,101.29241,101.37469
2013-04-19,100.99969,101.01913,101.14364,101.17028,101.37271,101.41951,101.4658
2013-04-21,101.0323,101.14715,101.21064,101.329,101.42786,101.4788,101.68073
2013-04-22,101.14556,101.26422,101.30468,101.3725,101.474754,101.64097,103.250496
2013-04-23,101.130554,101.372284,101.40628,101.48412,101.614944,103.13987,103.78399
2013-04-24,101.37134,101.36117,101.49908,101.60782,103.18605,103.80626,104.300476
2013-04-25,101.35476,101.47502,101.632256,103.236435,103.78643,104.266075,104.30535
2013-04-26,101.4908,101.63112,103.16589,103.77978,104.28171,104.37508,104.54192
2013-04-28,101.59618,103.20053,103.76761,104.20828,104.4031,104.514175,104.78749
2013-04-29,103.16493,103.78233,104.28345,104.264534,104.55887,104.740776,104.85031
2013-04-30,103.77076,104.2633,104.31815,104.54735,104.84881,104.88533,104.90442
2013-05-01,104.24898,104.288284,104.5849,104.83712,104.884834,104.92342,105.017334
2013-05-02,104.31718,104.571724,104.79964,104.88753,104.93859,105.081436,105.10162
2013-05-03,104.48387,104.770645,104.91698,104.94697,105.03237,105.103455,105.2939
2013-05-05,104.82096,104.83483,104.8813,105.016785,105.0849,105.21554,105.35953
2013-05-06,104.92695,104.89979,104.97334,105.11713,105.24169,105.35277,105.43294
2013-05-07,104.92968,104.99723,105.08953,105.256454,105.36187,105.41653,105.394
2013-05-08,105.06189,105.08528,105.27311,105.33977,105.34545,105.43713,105.49518
2013-05-09,105.06751,105.22802,105.3903,105.38363,105.42876,105.48702,105.55587
2013-05-10,105.29473,105.360405,105.39414,105.452614,105.55395,105.50448,105.52555
2013-05-12,105.375015,105.382324,105.423965,105.48985,105.51727,105.53451,105.5824
2013-05-13,105.40025,105.514244,105.43901,105.544785,105.645424,105.58125,105.758354
2013-05-14,105.38167,105.5049,105.52826,105.5261,105.626015,105.76411,105.83849
2013-05-15,105.51709,105.5416,105.55615,105.67294,105.74674,105.773186,105.86138
2013-05-16,105.54902,105.58228,105.6453,105.76683,105.80008,105.804695,105.80284
2013-05-17,105.5285,105.585754,105.71047,105.82923,105.82618,105.82591,105.84501
2013-05-19,105.58983,105.74309,105.78089,105.82815,105.82243,105.70448,105.75762
2013-05-20,105.80761,105.720146,105.84856,105.77384,105.84288,105.75383,105.63285
2013-05-21,105.73274,105.80622,105.87559,105.74839,105.757866,105.60796,105.62592
2013-05-22,105.85035,105.81995,105.7272,105.76289,105.62619,105.56734,105.518776
2013-05-23,105.86517,105.77604,105.75117,105.64276,105.531204,105.49803,105.57117
2013-05-24,105.814705,105.7587,105.605354,105.54774,105.54886,105.52509,105.502365
2013-05-26,105.76938,105.6235,105.56399,105.55147,105.5484,105.50581,105.4484
2013-05-27,105.62622,105.57843,105.56916,105.58374,105.52857,105.538155,105.57995
2013-05-28,105.56852,105.562035,105.52632,105.51003,105.529236,105.46231,105.49558
2013-05-29,105.570465,105.54142,105.52721,105.51396,105.58165,105.50277,105.37745
2013-05-30,105.5304,105.5171,105.583,105.52335,105.477615,105.38134,105.36166
2013-05-31,105.49699,105.5601,105.53895,105.46819,105.37741,105.38837,105.36919
2013-06-02,105.44257,105.55736,105.50256,105.37394,105.350044,105.36724,105.354004
2013-06-03,105.62304,105.48727,105.373665,105.317505,105.352615,105.37619,105.38805
2013-06-04,105.50424,105.33923,105.36637,105.314896,105.37869,105.35307,105.39178
2013-06-05,105.415726,105.37847,105.38696,105.40231,105.34893,105.35675,105.44162
2013-06-06,105.33394,105.387054,105.35161,105.39217,105.35172,105.43875,105.443405
2013-06-07,105.39835,105.34551,105.34985,105.34981,105.45033,105.48719,105.43627
2013-06-09,105.38431,105.33644,105.35921,105.444885,105.4604,105.47353,105.46764
2013-06-10,105.33955,105.38029,105.43897,105.44219,105.41158,105.405525,105.45258
2013-06-11,105.42171,105.454185,105.39837,105.414444,105.40105,105.37805,105.37002
2013-06-12,105.46465,105.44774,105.45489,105.445984,105.452194,105.341125,105.307556
2013-06-13,105.47485,105.4442,105.44804,105.44311,105.39512,105.2813,105.202415
2013-06-14,105.425385,105.44229,105.446434,105.355446,105.25965,105.213,105.12939
2013-06-16,105.41471,105.44125,105.36726,105.30638,105.18847,105.172325,105.22308
2013-06-17,105.46654,105.354996,105.30232,105.23877,105.09289,105.15853,105.01877
2013-06-18,105.31389,105.28809,105.20994,105.202805,105.12204,105.16213,105.04325
2013-06-19,105.297035,105.21591,105.13913,105.09582,105.02374,104.97696,105.041405
2013-06-20,105.216515,105.1649,105.11096,105.10059,105.04074,105.03708,105.03648
2013-06-21,105.117584,105.08582,105.08022,105.011696,104.99222,104.9846,104.93402
2013-06-23,105.21495,105.04686,105.039604,105.06531,105.010216,104.96179,104.94911
2013-06-24,105.104065,105.03043,105.021996,104.96239,104.950676,104.96424,104.9498
2013-06-25,105.04806,105.03407,104.98672,104.95958,104.96463,104.9347,104.9264
2013-06-26,105.04784,104.96277,105.02122,104.94104,104.9564,104.92202,104.921524
2013-06-27,104.968575,104.94027,104.98846,104.947136,104.92315,104.94013,104.939316
2013-06-28,104.95986,104.94902,104.92432,104.93078,104.92018,104.929405,104.93751
2013-06-30,105.00881,104.94228,104.956085,104.92339,104.93219,104.95952,104.8677
2013-07-01,104.931175,104.92679,104.9247,104.95474,104.93076,104.910995,104.90409
2013-07-02,104.93096,104.932045,104.955795,104.92368,104.89831,104.91532,104.917946
2013-07-03,104.93086,104.937126,104.925,104.90434,104.917946,104.8977,104.886475
2013-07-04,104.93077,104.89949,104.92838,104.887886,104.917435,104.85499,104.88819
2013-07-05,104.93067,104.90449,104.91886,104.89005,104.881485,104.87489,104.8163
2013-07-07,104.97421,104.89775,104.91387,104.875015,104.81771,104.82927,104.789474
2013-07-08,104.905464,104.92977,104.888275,104.816696,104.791756,104.75976,104.75786
2013-07-09,104.91757,104.87953,104.83383,104.79673,104.75911,104.75091,104.74281
2013-07-10,104.87288,104.84583,104.81959,104.76315,104.76203,104.77451,104.77668
2013-07-11,104.84295,104.87939,104.7755,104.75833,104.74952,104.74853,104.7317
2013-07-12,104.81926,104.76654,104.741066,104.75585,104.76241,104.71552,104.74096
2013-07-14,104.79034,104.773544,104.75156,104.75055,104.749146,104.714645,104.77126
2013-07-15,104.74507,104.75854,104.780815,104.74725,104.76281,104.71808,104.748566
2013-07-16,104.759094,104.748474,104.74083,104.750084,104.74876,104.758125,104.76871
2013-07-17,104.747734,104.75344,104.751976,104.75499,104.76319,104.77042,104.85382
2013-07-18,104.76291,104.74001,104.78301,104.755516,104.79798,104.80134,104.766106
2013-07-19,104.750305,104.77146,104.76437,104.761475,104.79511,104.84131,104.84699
2013-07-21,104.76589,104.74987,104.79871,104.89113,104.832726,104.82219,104.8838
2013-07-22,104.75212,104.769066,104.80856,104.81277,104.830345,104.88134,104.88472
2013-07-23,104.79454,104.80718,104.79123,104.83668,104.84056,104.90626,104.92947
2013-07-24,104.82589,104.8335,104.83326,104.869194,104.88165,104.93719,104.95296
2013-07-25,104.82812,104.8222,104.87812,104.91883,104.89654,104.90733,105.02274
2013-07-26,104.85877,104.88087,104.898636,104.934654,104.95007,104.934364,105.069374
2013-07-28,104.88886,104.899414,104.89198,104.94868,104.98023,105.06706,105.16136
2013-07-29,104.895294,104.9235,104.95037,104.9873,105.06417,105.190414,105.280106
2013-07-30,104.909035,104.95667,104.96948,105.06823,105.164566,105.287,105.33851
2013-07-31,104.9959,104.95705,105.09313,105.143036,105.20033,105.34359,105.38818
2013-08-01,104.94422,105.0789,105.14882,105.2699,105.34678,105.35152,105.41039
2013-08-02,105.04355,105.17164,105.27327,105.330475,105.37251,105.38491,105.43083
2013-08-04,105.16513,105.2531,105.36335,105.38491,105.441376,105.42092,105.424095
2013-08-05,105.3028,105.35331,105.37565,105.44031,105.40099,105.41618,105.38487
2013-08-06,105.36037,105.36844,105.40001,105.39954,105.42699,105.38434,105.40319
2013-08-07,105.3754,105.42043,105.418465,105.425705,105.44133,105.44087,105.391365
2013-08-08,105.393585,105.429504,105.40971,105.44016,105.3877,105.43049,105.44369
2013-08-09,105.42256,105.42069,105.399895,105.3862,105.45678,105.39429,105.40571
2013-08-11,105.4235,105.42324,105.39452,105.455666,105.378075,105.41226,105.27534
2013-08-12,105.43051,105.41291,105.41938,105.39577,105.37173,105.23918,105.266045
2013-08-13,105.42692,105.42211,105.44385,105.39432,105.267365,105.25607,105.27857
2013-08-14,105.40138,105.37703,105.35355,105.27078,105.275894,105.30367,105.400085
2013-08-15,105.426895,105.38415,105.289734,105.27666,105.30285,105.417786,105.44018
2013-08-16,105.37554,105.24655,105.33049,105.30154,105.4037,105.4763,105.572525
2013-08-18,105.2549,105.30372,105.36015,105.43124,105.51312,105.53858,105.644135
2013-08-19,105.30158,105.32527,105.39602,105.465546,105.5606,105.55592,105.622215
2013-08-20,105.318245,105.42712,105.43153,105.55309,105.60339,105.64713,105.6047
2013-08-21,105.43488,105.44919,105.58128,105.55951,105.63883,105.65607,105.85144
2013-08-22,105.49726,105.55782,105.53134,105.60019,105.64231,105.79546,105.865875
2013-08-23,105.5803,105.632805,105.62654,105.65267,105.849075,105.857666,105.87408
2013-08-25,105.58397,105.61408,105.63516,105.83252,105.89137,105.90769,105.93498
2013-08-26,105.6178,105.65063,105.83887,105.89484,105.90301,105.922264,105.838974
2013-08-27,105.64591,105.8009,105.85005,105.90271,105.87155,105.84373,105.64598
2013-08-28,105.85731,105.84832,105.923294,105.90489,105.877495,105.70798,105.666016
2013-08-29,105.8486,105.87781,105.91312,105.85792,105.6649,105.67149,105.68887
2013-08-30,105.89677,105.81262,105.84274,105.660324,105.668625,105.64625,105.64733
2013-09-01,105.92387,105.857635,105.65074,105.66668,105.671104,105.73363,105.66972
2013-09-02,105.81593,105.69123,105.66949,105.67098,105.67874,105.69955,105.66069
2013-09-03,105.6365,105.67176,105.68313,105.679535,105.68401,105.67244,105.623314
2013-09-04,105.673904,105.69022,105.64202,105.68541,105.688446,105.67271,105.683975
2013-09-05,105.72152,105.66492,105.66789,105.657135,105.65704,105.6598,105.87912
2013-09-06,105.66303,105.64748,105.6396,105.64335,105.68405,105.70287,105.90993
2013-09-08,105.68883,105.64265,105.670815,105.67899,105.85358,105.86062,105.940315
2013-09-09,105.70096,105.63874,105.767746,105.81992,105.83809,105.98082,105.951515
2013-09-10,105.681725,105.67972,105.83861,105.87961,105.97884,105.855286,105.901566
2013-09-11,105.64667,105.870415,105.90671,105.92183,105.963356,105.89146,105.919846
2013-09-12,105.891785,105.96837,105.89433,105.89692,105.90586,105.972725,105.97986
2013-09-13,105.863686,105.94739,105.9086,105.91225,105.903404,105.97651,106.034
2013-09-15,105.92596,105.973785,105.92242,105.94494,105.96831,106.06425,106.07184
2013-09-16,105.895836,105.95777,105.91418,105.950874,106.05649,106.066124,106.232765
2013-09-17,105.925095,105.89914,105.97625,106.054085,106.0955,106.232216,106.283676
2013-09-18,105.89487,105.96354,106.04307,106.12429,106.23937,106.29991,106.33798
2013-09-19,105.977066,106.06521,106.107895,106.242874,106.2753,106.35945,106.39574
2013-09-20,106.05456,106.098595,106.25069,106.30225,106.36712,106.38921,106.60513
2013-09-22,106.0922,106.24251,106.28272,106.35483,106.41528,106.53802,106.71105
2013-09-23,106.24301,106.25055,106.34143,106.414795,106.551094,106.64481,106.74244
2013-09-24,106.31086,106.33362,106.37161,106.55326,106.63107,106.76859,106.81264
2013-09-25,106.31933,106.40582,106.61959,106.69338,106.74264,106.82721,106.86719
2013-09-26,106.400894,106.58966,106.68491,106.72769,106.8726,106.84644,106.86544
2013-09-27,106.57587,106.66081,106.73803,106.71947,106.819664,106.90228,106.95969
2013-09-29,106.65461,106.72258,106.880394,106.89779,106.85933,107.00841,107.03064
2013-09-30,106.726616,106.85589,106.893005,106.87136,106.92713,107.05117,107.0617
2013-10-01,106.802956,106.90748,106.84505,106.93169,107.036064,107.05864,107.09735
2013-10-02,106.793945,106.86282,106.957,107.05017,107.082275,107.1149,107.14736
2013-10-03,106.890755,106.943405,107.03082,107.10535,107.11212,107.16116,107.211105
2013-10-04,106.96411,107.041855,107.062416,107.10059,107.18767,107.203125,107.20055
2013-10-06,107.03081,107.106964,107.08006,107.18527,107.23375,107.172554,107.28132
2013-10-07,107.10714,107.142685,107.13325,107.2152,107.23346,107.22653,107.30113
2013-10-08,107.0941,107.19369,107.20886,107.215904,107.246284,107.26921,107.31787
2013-10-09,107.12933,107.20002,107.184494,107.229866,107.27699,107.3391,107.4037
2013-10-10,107.22248,107.21997,107.23326,107.27461,107.32114,107.37456,107.61875
2013-10-11,107.207466,107.21717,107.285995,107.28889,107.36752,107.63102,107.67185
2013-10-13,107.258965,107.29757,107.31403,107.45657,107.638115,107.61898,107.81091
2013-10-14,107.29137,107.354866,107.365654,107.64171,107.67788,107.72502,107.88266
2013-10-15,107.25988,107.337234,107.59205,107.685905,107.73654,107.8915,107.951096
2013-10-16,107.348854,107.60147,107.67073,107.81784,107.86782,107.91671,107.96425
2013-10-17,107.61863,107.65983,107.74443,107.868034,107.94797,107.99117,108.03921
2013-10-18,107.66418,107.76735,107.841255,107.96746,107.98422,108.03306,108.105705
2013-10-20,107.79103,107.908455,107.917786,108.02439,108.10876,108.07193,108.13657
2013-10-21,107.89028,107.96222,108.01833,107.97777,108.12053,108.21029,108.257454
2013-10-22,107.917656,108.00044,108.01316,108.07006,108.13572,108.23069,108.23239
2013-10-23,108.01715,108.02908,108.04252,108.12313,108.22569,108.23995,108.29194
2013-10-24,107.99929,108.03604,108.1379,108.20161,108.211105,108.29175,108.34265
2013-10-25,108.03035,108.19312,108.21334,108.16705,108.2895,108.298645,108.32657
2013-10-27,108.128395,108.17141,108.2585,108.21576,108.32293,108.37772,108.36736
2013-10-28,108.170044,108.238144,108.25455,108.30525,108.3043,108.46391,108.34717
2013-10-29,108.21746,108.26335,108.29931,108.3805,108.41335,108.35973,108.32749
2013-10-30,108.28718,108.31172,108.295555,108.40768,108.4048,108.310616,108.234024
2013-10-31,108.30119,108.370865,108.39203,108.35917,108.288315,108.21184,108.25381
2013-11-01,108.42633,108.39442,108.32454,108.31205,108.33531,108.265015,108.2199
2013-11-03,108.39004,108.36969,108.30484,108.22874,108.243256,108.22124,108.20315
2013-11-04,108.34251,108.2708,108.25229,108.26927,108.19713,108.21164,108.18657
2013-11-05,108.34381,108.255165,108.29188,108.20964,108.19678,108.16422,108.192665
2013-11-06,108.36257,108.2406,108.204384,108.20584,108.1849,108.190544,108.195625
2013-11-07,108.21756,108.219986,108.19107,108.18979,108.187645,108.172195,108.17161
2013-11-08,108.22511,108.20065,108.18591,108.16626,108.16178,108.19103,108.17663
2013-11-10,108.23023,108.17057,108.18129,108.16864,108.17575,108.16176,108.21725
2013-11-11,108.19945,108.113785,108.19399,108.1928,108.18235,108.203476,108.19849
2013-11-12,108.17041,108.19133,108.18092,108.165405,108.21609,108.194695,108.19282
2013-11-13,108.14874,108.17929,108.19433,108.207664,108.19187,108.22043,108.32879
2013-11-14,108.18289,108.191895,108.17736,108.20208,108.23436,108.368,108.418686
2013-11-15,108.18847,108.187454,108.20324,108.22149,108.378105,108.43635,108.461975
2013-11-17,108.199326,108.1826,108.23502,108.39282,108.42368,108.44291,108.475334
2013-11-18,108.1862,108.23025,108.3428,108.4587,108.45973,108.48414,108.498
2013-11-19,108.233284,108.34767,108.40085,108.48304,108.50885,108.56362,108.625244
2013-11-20,108.384544,108.43001,108.46466,108.499825,108.566284,108.64526,108.73193
2013-11-21,108.462555,108.45412,108.512726,108.568115,108.631195,108.69875,108.928345
2013-11-22,108.456314,108.50522,108.57349,108.619125,108.70851,108.88066,108.9993
2013-11-24,108.47057,108.497925,108.64332,108.697044,108.90583,108.98694,108.99971
2013-11-25,108.531715,108.64002,108.73465,108.884865,108.97629,109.03278,109.06731
2013-11-26,108.63652,108.69282,108.951324,108.9816,109.041725,109.052925,109.13734
2013-11-27,108.749374,108.90734,108.97939,108.998344,109.04985,109.08967,109.11235
2013-11-28,108.955086,108.95244,109.040726,109.07439,109.15258,109.23307,109.293915
2013-11-29,108.9665,109.03253,109.07675,109.11796,109.233795,109.303024,109.2749
2013-12-01,109.02591,109.078285,109.058754,109.13873,109.263664,109.32572,109.33289
2013-12-02,109.03576,109.13922,109.18386,109.25466,109.30047,109.40433,109.3934
2013-12-03,109.15147,109.13126,109.27096,109.284874,109.35234,109.40302,109.48925
2013-12-04,109.138916,109.266235,109.2911,109.34976,109.42794,109.476364,109.51421
2013-12-05,109.31943,109.26961,109.374176,109.42061,109.49322,109.51724,109.55579
2013-12-06,109.23438,109.36694,109.38819,109.49339,109.4778,109.554214,109.73402
2013-12-08,109.38801,109.38953,109.457054,109.50814,109.52415,109.66552,110.29848
2013-12-09,109.400444,109.47855,109.52407,109.51562,109.6978,110.33324,111.20031
2013-12-10,109.48786,109.456635,109.526184,109.742935,110.32181,111.17789,111.52997
2013-12-11,109.47223,109.55648,109.702774,110.33402,111.178734,111.60536,111.649086
2013-12-12,109.548904,109.68279,110.29588,111.16204,111.608795,111.67735,111.75865
2013-12-13,109.69632,110.279366,111.13672,111.4222,111.69501,111.77775,112.321335
2013-12-15,110.298355,111.209076,111.58229,111.62849,111.80371,112.40094,112.92882
2013-12-16,111.18711,111.62334,111.61497,111.80108,112.3663,112.8779,112.99536
2013-12-17,111.579666,111.68106,111.80049,112.4122,112.87799,113.08303,113.06826
2013-12-18,111.6445,111.805954,112.42522,112.882675,113.093575,113.05861,113.25235
2013-12-19,111.832695,112.442986,112.9218,113.07001,113.06946,113.26413,113.3179
2013-12-20,112.39903,112.881485,113.03643,113.107834,113.26373,113.31326,113.375084
2013-12-22,112.91903,113.08115,113.0681,113.263626,113.311516,113.345695,113.36346
2013-12-23,113.07978,113.07818,113.28295,113.30609,113.33576,113.35582,114.50598
2013-12-24,113.08436,113.24573,113.346306,113.33758,113.377205,114.40221,115.47009
2013-12-26,113.2858,113.357124,113.33428,113.39444,114.507286,115.40281,115.60881
2013-12-27,113.292336,113.36104,113.37204,114.464645,115.43902,115.61941,115.74304
2013-12-29,113.3483,113.30272,114.43485,115.512436,115.59059,115.71312,115.83554
2013-12-30,113.34963,114.480316,115.44905,115.65263,115.759254,115.86745,115.91257
2013-12-31,114.49201,115.44103,115.62646,115.747246,115.84241,115.84364,115.79861
2014-01-01,115.48188,115.621376,115.769806,115.92454,115.89006,115.8225,115.81885
2014-01-02,115.63185,115.7896,115.70118,115.86865,115.78395,115.939255,115.91582
2014-01-03,115.76117,115.86526,115.96776,115.792755,115.78375,115.87365,115.8702
2014-01-05,115.95364,115.868034,115.8813,115.93888,115.922455,115.891335,115.88386
2014-01-06,115.81886,115.866974,115.78866,115.86727,115.73884,115.93018,115.8397
2014-01-07,115.8818,115.86961,115.79735,115.781006,115.83468,115.874695,115.85934
2014-01-08,115.849075,115.86853,115.82176,115.81811,115.83673,115.85262,115.87247
2014-01-09,115.882576,115.871086,115.825356,115.84205,115.837944,115.82136,115.88616
2014-01-10,115.85038,115.87009,115.77954,115.88195,115.74367,115.833244,115.84209
2014-01-12,115.88359,115.87251,115.80178,115.8371,115.84814,115.785,115.8864
2014-01-13,115.85166,115.87141,115.87692,115.85709,115.76332,115.89348,115.886024
2014-01-14,115.88453,115.87377,115.88098,115.87043,115.85373,115.90433,115.77815
2014-01-15,115.85283,115.80218,115.82775,115.88428,115.89909,115.776054,115.85573
2014-01-16,115.88547,115.901665,115.80259,115.83954,115.78624,115.84137,115.851395
2014-01-17,115.854004,115.88046,115.90818,115.859474,115.82714,115.857956,115.78142
2014-01-19,115.88642,115.78829,115.83268,115.87282,115.812744,115.83245,115.71731
2014-01-20,115.855095,115.796,115.789696,115.886665,115.882774,115.70948,115.69172
2014-01-21,115.887375,115.821045,115.84359,115.85974,115.69382,115.679436,115.523605
2014-01-22,115.856224,115.84403,115.88035,115.69735,115.70597,115.50584,115.45013
2014-01-23,115.88833,115.83267,115.69586,115.68844,115.52948,115.43851,115.382965
2014-01-24,115.857285,115.732376,115.66436,115.522415,115.46369,115.4094,115.4029
2014-01-26,115.737305,115.6734,115.484,115.442825,115.3849,115.296684,115.292015
2014-01-27,115.71048,115.467094,115.42011,115.443016,115.40748,115.181175,115.160576
2014-01-28,115.500465,115.42158,115.33451,115.38283,115.2183,115.15812,115.12703
2014-01-29,115.47147,115.39808,115.32259,115.2443,115.18273,115.142105,115.149155
2014-01-30,115.421486,115.41136,115.24779,115.18247,115.164665,115.10546,115.09629
2014-01-31,115.30883,115.23548,115.198166,115.11468,115.12756,115.09303,115.04892
2014-02-02,115.25889,115.1827,115.12653,115.10043,115.11319,115.06268,115.0015
2014-02-03,115.1864,115.18266,115.13057,115.133156,115.023285,115.03517,114.85972
2014-02-04,115.16485,115.13344,115.08411,115.06865,115.03413,114.883705,114.5961
2014-02-05,115.103546,115.041115,115.06115,115.01076,114.85215,114.574715,114.55746
2014-02-06,115.10723,115.03549,115.01822,114.925415,114.62111,114.60943,114.56132
2014-02-07,115.083435,114.99968,114.865135,114.62463,114.61626,114.56827,114.58691
2014-02-09,115.00613,114.85658,114.586174,114.58613,114.56319,114.56945,114.53036
2014-02-10,114.89886,114.62932,114.630905,114.58042,114.55709,114.531136,114.45824
2014-02-11,114.61658,114.599915,114.57384,114.55065,114.48839,114.47728,114.388535
2014-02-12,114.571724,114.57214,114.57553,114.53823,114.49538,114.44365,114.300995
2014-02-13,114.58648,114.58142,114.53569,114.49262,114.475464,114.320015,114.3219
2014-02-14,114.54543,114.537964,114.498665,114.38802,114.3721,114.44939,114.37434
2014-02-16,114.53372,114.48325,114.426186,114.35352,114.366005,114.37665,114.36281
2014-02-17,114.530106,114.40147,114.426865,114.39714,114.31294,114.36981,114.40501
2014-02-18,114.47118,114.3383,114.384315,114.379684,114.43512,114.39263,114.34653
2014-02-19,114.33524,114.41859,114.32921,114.3207,114.42027,114.33497,114.328354
2014-02-20,114.33325,114.32955,114.33534,114.323784,114.332054,114.34116,114.404724
2014-02-21,114.33438,114.33387,114.327736,114.35935,114.407524,114.34432,114.33035
2014-02-23,114.33246,114.4125,114.4293,114.31189,114.29885,114.31633,114.40485
2014-02-24,114.33357,114.35147,114.31642,114.348434,114.33853,114.34399,114.32222
2014-02-25,114.331635,114.29159,114.40675,114.338875,114.33666,114.315414,114.37626
2014-02-26,114.33275,114.359276,114.426636,114.35777,114.33779,114.34337,114.45676
2014-02-27,114.33078,114.38394,114.38903,114.32661,114.33589,114.3918,114.47944
2014-02-28,114.33191,114.34953,114.33137,114.31925,114.43135,114.45083,114.445885
2014-03-02,114.32993,114.32383,114.31532,114.39309,114.51995,114.4817,114.449
2014-03-03,114.33108,114.35446,114.49655,114.515816,114.426025,114.47869,114.48075
2014-03-04,114.32906,114.283066,114.47682,114.47423,114.499794,114.44919,114.4449
2014-03-05,114.38432,114.472084,114.48548,114.41193,114.48373,114.48242,114.588104
2014-03-06,114.456726,114.463776,114.49439,114.41712,114.43288,114.63123,114.76013
2014-03-07,114.45967,114.48424,114.46761,114.48111,114.597145,114.77618,114.845314
2014-03-09,114.490166,114.445145,114.4788,114.54378,114.73933,114.882744,114.97688
2014-03-10,114.45581,114.46442,114.61715,114.706924,114.891884,114.98571,115.03445
2014-03-11,114.459206,114.60441,114.759895,114.88125,114.99474,115.05145,115.02824
2014-03-12,114.619804,114.77339,114.85287,115.014725,115.006035,115.09898,115.154205
2014-03-13,114.79446,114.84425,114.970146,115.0302,115.03309,115.13793,115.17281
2014-03-14,114.8089,114.922386,115.05934,115.125984,115.165405,115.16543,115.26218
2014-03-16,114.97427,115.01262,115.158875,115.16004,115.18392,115.22667,115.29428
2014-03-17,115.04459,115.02831,115.140495,115.21848,115.27125,115.26889,115.28806
