,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD
2011-12-16,1.0155518,1.0150121,1.0145513,1.0119525,1.0101655,1.0084606,1.0074153
2011-12-18,1.0128074,1.0124412,1.0139649,1.0132246,1.010761,1.0073898,1.0050054
2011-12-19,1.0132562,1.015559,1.0111139,1.0093713,1.0080056,1.009057,1.0128245
2011-12-20,1.0130894,1.0126073,1.0086265,1.0094384,1.0083995,1.0110668,1.0135124
2011-12-21,1.009064,1.0085651,1.009349,1.0074668,1.0127075,1.006734,1.0069721
2011-12-22,1.0077586,1.011275,1.0113192,1.0071993,1.0100107,1.0112495,1.0104731
2011-12-23,1.0098388,1.0040793,1.0096323,1.0093107,1.007355,1.0103283,1.0072001
2011-12-27,1.0006095,1.0046954,0.9981115,1.005193,1.0022713,0.9997388,1.0025558
2011-12-28,1.0049411,1.0090382,1.0055631,1.0076325,1.0084721,1.0102272,1.0087854
2011-12-29,1.0090519,1.0100422,1.0092028,1.0098919,1.0100229,1.0124854,1.015979
2011-12-30,1.0116546,1.0099025,1.0101786,1.0099418,1.0090783,1.012775,1.0115997
2012-01-02,1.0077475,1.0085853,1.0064896,1.0117555,1.0089829,1.0112307,1.0124369
2012-01-03,1.0085865,1.0063442,1.0091374,1.0117514,1.00927,1.0149899,1.0139651
2012-01-04,1.0060835,1.011945,1.0113106,1.0122478,1.0145385,1.0162914,1.0110524
2012-01-05,1.0073106,1.0075932,1.0111843,1.0103877,1.0129659,1.0116012,1.017146
2012-01-06,1.0108398,1.0132964,1.0164477,1.0133655,1.0175748,1.020272,1.0171918
2012-01-08,1.0105587,1.0148022,1.0105743,1.0129833,1.0181662,1.0157449,1.0194597
2012-01-09,1.01401,1.0157619,1.0159092,1.0163331,1.0175446,1.0173541,1.0161426
2012-01-10,1.0145681,1.0170864,1.0151532,1.0191703,1.0174843,1.0237141,1.0201478
2012-01-11,1.0153365,1.0168289,1.0180354,1.0193669,1.0200326,1.016594,1.0256214
2012-01-12,1.0181865,1.0168124,1.0159231,1.0194752,1.0208583,1.0183105,1.02468
2012-01-13,1.0144676,1.0165696,1.0191091,1.0193217,1.0159822,1.023214,1.0209088
2012-01-15,1.0197873,1.0229415,1.0256737,1.0160036,1.0162005,1.0217623,1.0207287
2012-01-16,1.0127264,1.0209277,1.0172688,1.0185428,1.0146878,1.0215472,1.019488
2012-01-17,1.021857,1.020184,1.0253034,1.0216973,1.0194064,1.0231842,1.021876
2012-01-18,1.0215137,1.0250311,1.0212373,1.0236845,1.0218322,1.0217981,1.0226936
2012-01-19,1.02131,1.0203208,1.0200256,1.0189054,1.0216908,1.0213351,1.022597
2012-01-20,1.0216542,1.0208149,1.0195907,1.022838,1.0213486,1.0267667,1.0222965
2012-01-22,1.0200967,1.0222609,1.0215716,1.0169237,1.01643,1.0231098,1.022695
2012-01-23,1.0220072,1.0216594,1.022152,1.0228605,1.0234284,1.0247533,1.0278537
2012-01-24,1.0218852,1.0214114,1.0232089,1.0274172,1.0224661,1.0280292,1.0286283
2012-01-25,1.022397,1.0177226,1.0241239,1.0254276,1.0238527,1.0244051,1.0269625
2012-01-26,1.0205393,1.0245737,1.0270159,1.0237902,1.0283666,1.0273858,1.0333053
2012-01-27,1.0244284,1.0247536,1.025783,1.0276892,1.0301844,1.0311362,1.0294826
2012-01-29,1.0273845,1.0267376,1.0252104,1.0298259,1.0343468,1.0327424,1.0355816
2012-01-30,1.0268543,1.0298377,1.0293976,1.0309379,1.0343707,1.0323201,1.0359745
2012-01-31,1.0261824,1.0299915,1.0280939,1.0302427,1.0336962,1.0301682,1.0356019
2012-02-01,1.031028,1.0299301,1.0340775,1.0312749,1.0324342,1.0329564,1.0336461
2012-02-02,1.0323207,1.029505,1.0361011,1.0320783,1.0297401,1.0370058,1.038966
2012-02-03,1.033948,1.0335684,1.0369084,1.0342035,1.0401063,1.0386889,1.042352
2012-02-05,1.0350274,1.0364974,1.0343838,1.0340939,1.0377952,1.0379727,1.0426993
2012-02-06,1.0359764,1.0344518,1.0340621,1.0337727,1.0393152,1.039611,1.0421588
2012-02-07,1.0389621,1.034441,1.0397315,1.0400904,1.040401,1.0438248,1.0470446
2012-02-08,1.0335631,1.0395914,1.0390038,1.04107,1.0440161,1.0463154,1.0483226
2012-02-09,1.0397317,1.0421193,1.044337,1.044395,1.046901,1.0497187,1.0536467
2012-02-10,1.0378499,1.04329,1.0458305,1.0461735,1.0525966,1.053007,1.0537283
2012-02-12,1.0400755,1.0440781,1.0470164,1.0477186,1.0523015,1.0544407,1.0583994
2012-02-13,1.044674,1.0435425,1.0486302,1.0523893,1.0537055,1.0586101,1.0605803
2012-02-14,1.0446256,1.0505321,1.0524673,1.0532627,1.0583497,1.0606337,1.063673
2012-02-15,1.0499681,1.0534112,1.0533751,1.05955,1.058579,1.0603899,1.0656595
2012-02-16,1.0505477,1.0549632,1.0607941,1.063032,1.0593383,1.0627772,1.0638633
2012-02-17,1.0540283,1.0545626,1.0603874,1.0630466,1.0587364,1.0567111,1.0644865
2012-02-19,1.0580457,1.0632128,1.0577433,1.06352,1.0581899,1.0668597,1.0676703
2012-02-20,1.063468,1.0599678,1.0665066,1.0636964,1.0648183,1.0688385,1.0604638
2012-02-21,1.0598303,1.0652466,1.064951,1.0668917,1.0661309,1.0701325,1.0675364
2012-02-22,1.0583147,1.0612997,1.0573385,1.055917,1.0681397,1.0676074,1.0718988
2012-02-23,1.0613048,1.0678482,1.0627342,1.068941,1.0711849,1.0676656,1.0673975
2012-02-24,1.0651686,1.0734425,1.0738958,1.0738975,1.0663879,1.0718606,1.0723665
2012-02-26,1.0638351,1.0570091,1.0720639,1.0668514,1.0669756,1.0658214,1.0685456
2012-02-27,1.0728394,1.0688385,1.0706755,1.0671256,1.0701938,1.0717142,1.072831
2012-02-28,1.0710071,1.0655189,1.066325,1.0685151,1.0653875,1.0673745,1.0673149
2012-02-29,1.0683653,1.0659999,1.0668746,1.0689673,1.0717987,1.0686641,1.072248
2012-03-01,1.0651474,1.0699,1.0712185,1.0714881,1.0709686,1.0679057,1.0731902
2012-03-02,1.0700699,1.0691978,1.0695146,1.0708447,1.0700824,1.0706383,1.0700533
2012-03-04,1.0662106,1.0709655,1.0707015,1.0701019,1.0705951,1.0714612,1.0701287
2012-03-05,1.0687805,1.0696081,1.067759,1.0708506,1.0683967,1.0709167,1.0704126
2012-03-06,1.0736127,1.0735282,1.0713189,1.0726073,1.0704463,1.0726473,1.074825
2012-03-07,1.0729678,1.0697958,1.0698543,1.0711203,1.0708811,1.0733757,1.0710561
2012-03-08,1.0706468,1.0720037,1.0730927,1.0710423,1.0704526,1.0689256,1.0702468
2012-03-09,1.0692616,1.0692376,1.0703999,1.0722988,1.0734571,1.0699499,1.0707225
2012-03-11,1.0713301,1.0728717,1.0696886,1.070938,1.0698768,1.0709462,1.0695769
2012-03-12,1.0701606,1.0707201,1.0718466,1.0677875,1.0707043,1.0754975,1.0711095
2012-03-13,1.0706847,1.0741547,1.0722585,1.0749193,1.073695,1.071573,1.0701916
2012-03-14,1.0731316,1.069367,1.0718501,1.0709212,1.0697494,1.0699153,1.0694939
2012-03-15,1.0714619,1.0730819,1.0720208,1.0658901,1.0690947,1.0706637,1.0688311
2012-03-16,1.0684308,1.0705103,1.06722,1.0675246,1.068511,1.0683172,1.0676422
2012-03-18,1.0686624,1.071679,1.0708644,1.0673155,1.070052,1.0693538,1.0683556
2012-03-19,1.0745726,1.0729063,1.0726085,1.0718465,1.0679803,1.0697334,1.0683621
2012-03-20,1.0714886,1.070283,1.0696092,1.0694993,1.0679581,1.0659204,1.0651226
2012-03-21,1.0704876,1.069892,1.0691819,1.0683945,1.0673938,1.0664997,1.0637181
2012-03-22,1.068507,1.06885,1.0679036,1.0666351,1.067263,1.0649564,1.0629996
2012-03-23,1.0676571,1.0682849,1.0678,1.065634,1.063618,1.0627042,1.0596505
2012-03-25,1.0665972,1.0680329,1.0660639,1.0647261,1.0634989,1.0605037,1.0601265
2012-03-26,1.0686991,1.0670869,1.064558,1.0633392,1.0602597,1.0595931,1.0596601
2012-03-27,1.0685058,1.0642503,1.0643749,1.0606658,1.0605986,1.0605536,1.0589275
2012-03-28,1.064522,1.0625968,1.0599015,1.0592053,1.0580931,1.057741,1.0546982
2012-03-29,1.0611763,1.0594077,1.0607073,1.0583847,1.0568357,1.0556773,1.0554148
2012-03-30,1.0608995,1.0602343,1.0601056,1.0605798,1.0567735,1.0558441,1.0538573
2012-04-01,1.0601405,1.0579138,1.0564436,1.0542607,1.0548068,1.0539372,1.0523207
2012-04-02,1.0588833,1.0584474,1.0560403,1.0556686,1.0553808,1.0530934,1.0540272
2012-04-03,1.0581546,1.0558282,1.0572486,1.0536257,1.0539474,1.05165,1.0503418
2012-04-04,1.0567096,1.0555961,1.0548029,1.0539186,1.0522172,1.0515225,1.0500299
2012-04-05,1.0564333,1.0551183,1.0552459,1.050983,1.05042,1.0511255,1.0510579
2012-04-08,1.0554509,1.0535841,1.0522745,1.0514781,1.0501244,1.0513965,1.0490403
2012-04-09,1.0541146,1.0517075,1.0522614,1.0505344,1.0479316,1.0491945,1.0493281
2012-04-10,1.0512447,1.0505365,1.0490409,1.0489193,1.0498052,1.0480925,1.0464399
2012-04-11,1.0526234,1.0492959,1.0496207,1.0477306,1.0474911,1.0473922,1.04688
2012-04-12,1.050168,1.050071,1.0494828,1.0467544,1.0459919,1.0427833,1.0455085
2012-04-13,1.0492634,1.0460961,1.045841,1.0443866,1.0439079,1.0422105,1.0394303
2012-04-15,1.0471053,1.044515,1.0432506,1.0471002,1.044176,1.0397282,1.0455295
2012-04-16,1.0464907,1.0443995,1.0457133,1.04163,1.0432534,1.0435649,1.0431526
2012-04-17,1.0442711,1.0422078,1.0413173,1.0408506,1.0392725,1.0375261,1.0393682
2012-04-18,1.046078,1.0442231,1.0399733,1.0410726,1.0388794,1.0389099,1.0370153
2012-04-19,1.043227,1.0430151,1.0400476,1.0426024,1.040139,1.0386653,1.0397254
2012-04-20,1.0417861,1.0387279,1.0416069,1.0408963,1.0404127,1.0368048,1.0398759
2012-04-22,1.0441552,1.0430113,1.0412561,1.0407679,1.0383326,1.0374079,1.0377035
2012-04-23,1.0427251,1.040804,1.0376948,1.0397321,1.038194,1.0375826,1.0380206
2012-04-24,1.0390286,1.039142,1.0392594,1.0399473,1.0409174,1.0387852,1.0425061
2012-04-25,1.036653,1.0348803,1.0351256,1.0323896,1.039505,1.0338589,1.0343419
2012-04-26,1.0375984,1.0396383,1.0365193,1.0382552,1.0363514,1.0385774,1.0371028
2012-04-27,1.0394583,1.0369209,1.0362465,1.0381567,1.0363951,1.038691,1.0376179
2012-04-29,1.0357065,1.033948,1.0349693,1.03648,1.0364854,1.0354311,1.0355322
2012-04-30,1.041087,1.0387672,1.0398483,1.0394461,1.0387039,1.0381073,1.0377564
2012-05-01,1.0395124,1.0386757,1.0357308,1.0364323,1.0376823,1.0375662,1.0365129
2012-05-02,1.0382495,1.0388236,1.0375046,1.0363283,1.0364283,1.0373203,1.0339534
2012-05-03,1.0361822,1.0359396,1.0357862,1.0352722,1.037155,1.0344322,1.0336185
2012-05-04,1.0377924,1.036259,1.0355873,1.0351208,1.0339293,1.034549,1.030798
2012-05-06,1.0349624,1.0336123,1.0334597,1.0324378,1.034153,1.0343351,1.0323528
2012-05-07,1.0378242,1.0331842,1.0342917,1.0354215,1.0337806,1.0341603,1.0326275
2012-05-08,1.0338764,1.0342172,1.034755,1.0329808,1.0314329,1.0331836,1.0337017
2012-05-09,1.0329714,1.0352215,1.0355101,1.0333095,1.0354593,1.0309372,1.0325246
2012-05-10,1.0336272,1.0318985,1.0337023,1.0341333,1.0323288,1.0313426,1.033159
2012-05-11,1.0333221,1.034129,1.0326288,1.031099,1.0322616,1.0309118,1.0319777
2012-05-13,1.0333427,1.0338302,1.0325913,1.03206,1.0321264,1.0311071,1.0296437
2012-05-14,1.0334723,1.0337577,1.0322274,1.0309882,1.0289767,1.0302671,1.0296867
2012-05-15,1.0351542,1.0324008,1.0302347,1.0327232,1.0287423,1.0312954,1.0296954
2012-05-16,1.0330508,1.0329837,1.03233,1.0314351,1.0308833,1.029655,1.0289197
2012-05-17,1.031116,1.0291817,1.0293303,1.0318983,1.0312681,1.0309956,1.0280024
2012-05-18,1.0314682,1.0286789,1.0291705,1.0312018,1.0294881,1.0292412,1.0295272
2012-05-20,1.0296516,1.0290443,1.0308495,1.0292121,1.0291132,1.0281103,1.0265218
2012-05-21,1.0286925,1.0298269,1.0293841,1.0301553,1.0287597,1.0265821,1.0222812
2012-05-22,1.0302117,1.0297697,1.0285423,1.0284209,1.0270092,1.0218341,1.0187416
2012-05-23,1.0290818,1.0292734,1.0301306,1.0270218,1.0226793,1.0198424,1.0132282
2012-05-24,1.0273888,1.0295165,1.0265359,1.0224183,1.0188812,1.0159135,1.0114172
2012-05-25,1.0298421,1.028007,1.0218018,1.0178646,1.0140057,1.0117365,1.0092353
2012-05-27,1.0280384,1.0224721,1.0190862,1.0156083,1.0126376,1.0085237,1.007208
2012-05-28,1.0222216,1.0189615,1.0126762,1.0105908,1.0089409,1.0054238,1.0034046
2012-05-29,1.019908,1.0138243,1.012853,1.0101798,1.0075709,1.0067632,1.0022535
2012-05-30,1.0153556,1.0109634,1.0099773,1.0070322,1.0043802,1.0003624,0.9965789
2012-05-31,1.0131967,1.0092219,1.0073915,1.0048256,1.0001138,0.9976365,0.9974904
2012-06-01,1.0100021,1.008354,1.0036945,1.0020671,0.9967724,0.99779326,0.9945342
2012-06-03,1.0049794,1.0025618,0.9991965,0.99837184,0.99719626,0.99202585,0.99160033
2012-06-04,1.0041364,1.0003465,0.996914,0.9959229,0.9910172,0.9913728,0.99102324
2012-06-05,1.0024354,0.9978864,0.9946161,0.99415696,0.9945224,0.98921144,0.9901906
2012-06-06,1.0011393,0.9955943,0.99201345,0.9916419,0.99012613,0.99099654,0.98744524
2012-06-07,0.995505,0.99207777,0.9917188,0.9927073,0.99099046,0.994142,0.9872658
2012-06-08,0.9926707,0.99100304,0.9893861,0.98955995,0.9905563,0.98786104,0.98754513
2012-06-10,0.9924742,0.9903871,0.9934524,0.9912272,0.9894637,0.98980397,0.99478436
2012-06-11,0.98910147,0.99262965,0.9917977,0.9918959,0.9834652,0.9931863,0.988294
2012-06-12,0.99339586,0.98708236,0.99201906,0.9912535,0.99178195,0.99203575,0.99421173
2012-06-13,0.99360573,0.99336433,0.98900187,0.99044365,0.99256635,0.9866952,0.9971992
2012-06-14,0.99071866,0.99174285,0.99124795,0.9911474,0.99074274,0.99068224,0.99037397
2012-06-15,0.99169046,0.9895952,0.987075,0.99061966,0.9908166,0.9873293,0.99154353
2012-06-17,0.9932413,0.99548876,0.9899468,0.99084735,0.9913199,0.9933706,0.9929522
2012-06-18,0.9927878,0.9878294,0.98852736,0.98941696,0.9922911,0.98604894,0.99065363
2012-06-19,0.99154913,0.9909777,0.99018276,0.98919934,0.99079925,0.9915975,0.99349475
2012-06-20,0.98941624,0.9906514,0.99021816,0.9888437,0.9902086,0.989911,0.9886652
2012-06-21,0.98206884,0.98426855,0.9904219,0.9861317,0.9895935,0.9880496,0.9900148
2012-06-22,0.9898296,0.989967,0.9892155,0.9927011,0.9844256,0.9931301,0.9944216
2012-06-24,0.9891202,0.98695683,0.99163705,0.99143857,0.9880797,0.98848414,0.9926791
2012-06-25,0.9912491,0.99164724,0.9864391,0.9909235,0.99101734,0.99018043,0.98960745
2012-06-26,0.9910271,0.9919099,0.98874825,0.9901306,0.9891216,0.9927964,0.9910096
2012-06-27,0.9905901,0.9915118,0.9905413,0.98934555,0.9903711,0.990626,0.99199665
2012-06-28,0.99197567,0.9920864,0.99267286,0.9927949,0.9943837,0.9912852,0.99902964
2012-06-29,0.98815167,0.98996013,0.9883218,0.99025416,0.9932076,0.9964467,0.99726886
2012-07-01,0.9877794,0.9889535,0.9963008,0.9909143,0.99647033,0.99680996,0.9977464
2012-07-02,0.99152565,0.9938667,0.9972202,0.9976864,0.99568987,1.0011814,0.9996319
2012-07-03,0.9905578,0.99193764,0.9963498,0.9984033,0.99708104,1.0006769,1.003571
2012-07-04,0.99085236,0.9950583,0.99486744,0.99785244,0.99997854,0.9981761,1.0061686
2012-07-05,0.99242437,0.99517834,0.99790454,1.0006043,0.9997586,1.0033683,1.0033196
2012-07-06,0.9942888,0.996094,1.0014182,0.99559414,1.0040014,1.0001032,1.006265
2012-07-08,0.9974785,1.0012972,1.0008917,1.0053463,1.0021403,1.003202,1.004373
2012-07-09,1.0018568,0.9981092,1.0035625,1.0082393,1.006274,1.0105032,1.0086468
2012-07-10,1.0033805,1.0036858,1.0017303,1.0023563,1.0072417,1.007776,1.009731
2012-07-11,1.0037761,1.0051819,1.0063715,1.0077937,1.0079634,1.0094012,1.0108501
2012-07-12,1.0058737,1.0038095,1.0049775,1.0077807,1.0064788,1.0120369,1.0113956
2012-07-13,1.0065839,1.0071037,1.0085071,1.010916,1.0120502,1.0121886,1.0135089
2012-07-15,1.005144,1.0085578,1.0102652,1.0147563,1.0093096,1.0127971,1.0161436
2012-07-16,1.0081627,1.008938,1.0093762,1.0151353,1.0148541,1.0149477,1.0174005
2012-07-17,1.0095577,1.0137757,1.0094855,1.0145814,1.0176358,1.0173365,1.0175389
2012-07-18,1.0088074,1.0104132,1.0116667,1.0162442,1.0167993,1.0183254,1.0190228
2012-07-19,1.0143102,1.0145714,1.0223203,1.0192659,1.020997,1.017328,1.0206649
2012-07-20,1.0134834,1.0140606,1.0157009,1.0200782,1.0143774,1.0213423,1.0250993
2012-07-22,1.0164773,1.0169107,1.0186934,1.0211601,1.022265,1.0206218,1.0205387
2012-07-23,1.01986,1.0183666,1.0175681,1.0184169,1.021414,1.0178642,1.0220659
2012-07-24,1.0177141,1.0163962,1.0190825,1.0191742,1.0208423,1.0176104,1.0254583
2012-07-25,1.0184095,1.0192335,1.019676,1.0173798,1.0213344,1.0250006,1.0230862
2012-07-26,1.0245655,1.0230964,1.0237088,1.0203005,1.0219704,1.0242244,1.023192
2012-07-27,1.0177863,1.0179513,1.019583,1.0194608,1.0228354,1.0229367,1.0195379
2012-07-29,1.0203884,1.0173652,1.020858,1.0219779,1.0245067,1.0265727,1.0210483
2012-07-30,1.0242758,1.0264196,1.0219351,1.0258656,1.0252967,1.0229795,1.029111
2012-07-31,1.021544,1.024976,1.0249463,1.0260525,1.0265006,1.0263139,1.027061
2012-08-01,1.026353,1.0243982,1.0243794,1.0285845,1.0295413,1.0266626,1.0249336
2012-08-02,1.023549,1.0249212,1.0276306,1.0260142,1.0248638,1.0261369,1.028387
2012-08-03,1.0241971,1.0218298,1.0256882,1.0247594,1.0256827,1.0279438,1.0321451
2012-08-05,1.0255277,1.0298083,1.0274718,1.0287807,1.0290887,1.0286616,1.0275037
2012-08-06,1.0258063,1.0260959,1.028185,1.027439,1.0297884,1.0278492,1.0305994
2012-08-07,1.0277891,1.0240052,1.024225,1.0279006,1.0259373,1.0268613,1.0313299
2012-08-08,1.02539,1.0310221,1.0303829,1.028226,1.0305151,1.0311259,1.0346632
2012-08-09,1.0312213,1.0277108,1.028271,1.0315948,1.0323052,1.0343143,1.0389698
2012-08-10,1.0279851,1.0322703,1.0305024,1.0334108,1.0347376,1.0393243,1.039304
2012-08-12,1.0284654,1.0288627,1.0329933,1.0340629,1.0388424,1.039552,1.0410459
2012-08-13,1.0303923,1.033924,1.0344763,1.0381734,1.0390438,1.0421064,1.0451587
2012-08-14,1.0335382,1.0349501,1.0378942,1.0382006,1.0416322,1.0444024,1.043142
2012-08-15,1.0335002,1.0374484,1.0402616,1.0400891,1.041067,1.0435824,1.0440028
2012-08-16,1.036882,1.0389938,1.0410633,1.0412998,1.0438833,1.0466175,1.0440245
2012-08-17,1.0400997,1.0417738,1.0433786,1.0443044,1.045878,1.04477,1.0486162
2012-08-19,1.0408952,1.04404,1.0435734,1.0439745,1.0461907,1.0462242,1.0488995
2012-08-20,1.0406253,1.0408106,1.044912,1.0454028,1.0445956,1.0456395,1.04553
2012-08-21,1.0420232,1.0431217,1.0435492,1.0458763,1.047505,1.0461891,1.0467019
2012-08-22,1.0438299,1.047825,1.0462469,1.0480489,1.0477126,1.0493776,1.0483515
2012-08-23,1.0447314,1.0453762,1.0475087,1.0467677,1.0436631,1.0475781,1.0472991
2012-08-24,1.0454757,1.0434039,1.0453414,1.0452819,1.0459111,1.0438162,1.0443963
2012-08-26,1.0451998,1.0479784,1.0452807,1.0476482,1.0476513,1.0456948,1.0492989
2012-08-27,1.0468633,1.0475277,1.0439361,1.0432742,1.0473907,1.0438999,1.0447204
2012-08-28,1.0450779,1.0460786,1.0440881,1.041988,1.0422108,1.045466,1.0437636
2012-08-29,1.0485175,1.0470183,1.0480815,1.0462427,1.0456402,1.0474312,1.0467005
2012-08-30,1.0467697,1.0462718,1.0483495,1.0443636,1.0453334,1.047679,1.0466114
2012-08-31,1.0453392,1.0480577,1.0468322,1.0473006,1.0465542,1.0455346,1.0477717
2012-09-02,1.0443242,1.0439712,1.0458343,1.0464206,1.0453491,1.047562,1.0454538
2012-09-03,1.045429,1.0451946,1.0440803,1.0459311,1.0439758,1.0437598,1.0449487
2012-09-04,1.0444129,1.0466527,1.0449703,1.0454211,1.0472711,1.0456182,1.0484363
2012-09-05,1.0451859,1.0437056,1.0447465,1.0467379,1.0474567,1.0454001,1.0462871
2012-09-06,1.0471139,1.0469968,1.047766,1.0462269,1.0462778,1.0470953,1.0453856
2012-09-07,1.045769,1.0473937,1.045692,1.0468056,1.0473679,1.0452949,1.0461168
2012-09-09,1.0478601,1.0471001,1.0441383,1.0480003,1.0468717,1.0433834,1.04614
2012-09-10,1.0489252,1.0446138,1.0465558,1.0452397,1.0430107,1.0447915,1.0457959
2012-09-11,1.0471952,1.0471361,1.0455338,1.0456069,1.0449659,1.0480403,1.0449276
2012-09-12,1.0463139,1.0451657,1.0458114,1.0442075,1.046221,1.0453786,1.0450339
2012-09-13,1.0436535,1.0452827,1.044271,1.0463295,1.0455128,1.0439277,1.0436951
2012-09-14,1.0442581,1.0438936,1.0449134,1.0448749,1.0440402,1.0430917,1.0471873
2012-09-16,1.045357,1.0415196,1.0424423,1.0458465,1.0432872,1.0469408,1.0445334
2012-09-17,1.0441285,1.0438349,1.0449694,1.0453827,1.0445606,1.0422647,1.0438333
2012-09-18,1.0462563,1.0454087,1.0452842,1.0433764,1.0417063,1.043473,1.0418332
2012-09-19,1.0483977,1.0469809,1.0446124,1.0449381,1.0444694,1.0439124,1.0420277
2012-09-20,1.0449581,1.0432904,1.0435078,1.0419298,1.0416187,1.0435,1.0417612
2012-09-21,1.044436,1.0485781,1.0455028,1.0457412,1.044113,1.0420446,1.0440601
2012-09-23,1.0431559,1.0431161,1.0411309,1.0397038,1.0416268,1.0402019,1.0415804
2012-09-24,1.0446329,1.0426563,1.0405071,1.0428439,1.0409888,1.0407053,1.041878
2012-09-25,1.0481603,1.0462507,1.0420156,1.0414021,1.0418,1.0419409,1.041804
2012-09-26,1.0415049,1.0410645,1.0436666,1.0371703,1.0427809,1.0392085,1.0381947
2012-09-27,1.041382,1.0436435,1.041414,1.0451798,1.0426716,1.0375402,1.0410073
2012-09-28,1.0435092,1.0462048,1.0417844,1.0442393,1.0395792,1.0395956,1.0440273
2012-09-30,1.0408149,1.0395207,1.0403724,1.0445526,1.0394785,1.0393717,1.0369465
2012-10-01,1.0364215,1.0378935,1.0381001,1.0392071,1.0404794,1.0379171,1.0417472
2012-10-02,1.0413058,1.0397555,1.0400164,1.0400995,1.0369685,1.0363567,1.034582
2012-10-03,1.0381622,1.0397861,1.0384665,1.0383191,1.038167,1.0351037,1.0386143
2012-10-04,1.0421453,1.03884,1.0374198,1.037991,1.0376949,1.0364654,1.0362198
2012-10-05,1.0413141,1.0392506,1.0387323,1.0364747,1.0367334,1.0367367,1.0371672
2012-10-07,1.0381368,1.0369292,1.0367569,1.0364562,1.0372322,1.0356051,1.0354443
2012-10-08,1.0355246,1.0380964,1.0376117,1.0361729,1.0353888,1.0368307,1.0364854
2012-10-09,1.0366474,1.0354977,1.0375868,1.0369761,1.0369105,1.0367143,1.0367196
2012-10-10,1.0394242,1.0357016,1.0327766,1.0362015,1.0354772,1.0347619,1.0370083
2012-10-11,1.0362346,1.035172,1.0365957,1.0350304,1.0343821,1.0354104,1.0352008
2012-10-12,1.0350556,1.0363945,1.0334759,1.0344869,1.0333283,1.036113,1.0374618
2012-10-14,1.0347543,1.0345017,1.0340061,1.0350876,1.0351748,1.0332675,1.0352279
2012-10-15,1.0349216,1.034133,1.0362358,1.0345259,1.0383581,1.0361414,1.0352262
2012-10-16,1.0357977,1.0352879,1.0346636,1.0358114,1.0350642,1.0356278,1.0358044
2012-10-17,1.0342128,1.0344701,1.0327011,1.0365635,1.0360401,1.0347463,1.0355489
2012-10-18,1.0352685,1.0360765,1.0358586,1.0360024,1.0359415,1.0348585,1.0350242
2012-10-19,1.0339884,1.0367552,1.03792,1.037926,1.0352349,1.035102,1.0360526
2012-10-21,1.0348312,1.0362886,1.0361365,1.035457,1.03624,1.0352302,1.0337433
2012-10-22,1.0367069,1.0363625,1.0360224,1.0361544,1.0360515,1.0358039,1.034756
2012-10-23,1.0362068,1.0370266,1.0364857,1.0359406,1.0366449,1.0356731,1.0368208
2012-10-24,1.0333287,1.0336509,1.0344887,1.03532,1.0327394,1.033681,1.0291038
2012-10-25,1.036025,1.0355213,1.0360553,1.035206,1.0345073,1.0316269,1.0356153
2012-10-26,1.0355518,1.0352218,1.0343307,1.0350634,1.0327209,1.034446,1.036216
2012-10-28,1.0363045,1.0371248,1.0364832,1.0371672,1.0370042,1.0376221,1.0349485
2012-10-29,1.0322793,1.0334693,1.034433,1.0306813,1.0354645,1.0333917,1.0285372
2012-10-30,1.0338763,1.0337843,1.0342611,1.0337529,1.0348624,1.0365567,1.0340685
2012-10-31,1.0350415,1.0348557,1.0358492,1.0339692,1.0334674,1.0346595,1.0356364
2012-11-01,1.0365341,1.0366598,1.037705,1.0351796,1.0322192,1.031112,1.0345557
2012-11-02,1.0336881,1.0341055,1.034874,1.0341644,1.0304554,1.0343252,1.0369688
2012-11-04,1.036391,1.0367777,1.0317203,1.0376124,1.0326207,1.0379709,1.0358728
2012-11-05,1.0347459,1.0371453,1.0340558,1.0334605,1.0348407,1.0356653,1.0345734
2012-11-06,1.0317694,1.0323701,1.0320789,1.0291846,1.0330884,1.0324349,1.033661
2012-11-07,1.0336459,1.0355594,1.0357289,1.0352046,1.0359049,1.0353143,1.0360405
2012-11-08,1.0349076,1.0342019,1.0343034,1.0350561,1.0352601,1.0354792,1.0346426
2012-11-09,1.0353541,1.035049,1.0332196,1.0350558,1.033837,1.0344907,1.0351756
2012-11-11,1.034236,1.0339693,1.0353009,1.0362308,1.0339328,1.0356253,1.0344462
2012-11-12,1.0349731,1.0362147,1.0334994,1.0330648,1.0352285,1.0359327,1.0346751
2012-11-13,1.0334711,1.0342689,1.0337741,1.0356526,1.0338655,1.0344193,1.035836
2012-11-14,1.0353208,1.0337834,1.0359311,1.0340654,1.0333412,1.034509,1.034553
2012-11-15,1.0371538,1.0355172,1.0352566,1.0350077,1.0354797,1.0357897,1.0368779
2012-11-16,1.0345907,1.0339111,1.0346649,1.0354275,1.0354593,1.035432,1.0352827
2012-11-18,1.0335113,1.0340185,1.0345869,1.0347235,1.0350609,1.0365014,1.0343235
2012-11-19,1.035341,1.0354227,1.0363351,1.0369079,1.0371386,1.0364203,1.0364125
2012-11-20,1.034548,1.0351647,1.0353982,1.0353293,1.0357177,1.0339757,1.0385356
2012-11-21,1.0354558,1.0374199,1.0377386,1.0365753,1.0366298,1.0375965,1.0384808
