,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD,AUDUSD
2012-11-22,1.0354567,1.0363271,1.0371189,1.0357742,1.034915,1.0373232,1.0370858
2012-11-23,1.0379757,1.0372024,1.0396149,1.0374769,1.0382888,1.0378063,1.0398413
2012-11-25,1.0358764,1.0350238,1.0374396,1.0375916,1.0385488,1.0371578,1.0374829
2012-11-26,1.0341785,1.0364184,1.0365865,1.0359658,1.0383723,1.037588,1.0367135
2012-11-27,1.0377514,1.0379517,1.0386202,1.039728,1.0385854,1.0390964,1.0395845
2012-11-28,1.0356662,1.0384467,1.0373902,1.0386252,1.0381558,1.038846,1.0380695
2012-11-29,1.0371869,1.0373389,1.0381837,1.0380814,1.0393713,1.0389503,1.038333
2012-11-30,1.0370157,1.0362737,1.0371406,1.0381136,1.0389547,1.0387387,1.039979
2012-12-02,1.0388292,1.03778,1.0381322,1.0377669,1.0385876,1.0393009,1.039697
2012-12-03,1.0375218,1.0384754,1.040106,1.0389967,1.0386094,1.040351,1.0395911
2012-12-04,1.0384028,1.0385516,1.0398,1.0407957,1.0396172,1.0400256,1.0410123
2012-12-05,1.0402226,1.0397305,1.0393536,1.0396876,1.0391963,1.041111,1.0392523
2012-12-06,1.0369115,1.0382402,1.0406988,1.0393078,1.0408518,1.0388803,1.0411847
2012-12-07,1.0396118,1.0387158,1.0406746,1.0409975,1.038776,1.0395541,1.0434947
2012-12-09,1.0386888,1.0396469,1.0387883,1.0396055,1.0417137,1.040395,1.0437928
2012-12-10,1.0407875,1.0419247,1.042634,1.0421056,1.0407488,1.043139,1.0437337
2012-12-11,1.0405686,1.0423772,1.0407593,1.0429902,1.0411865,1.0452971,1.0432129
2012-12-12,1.0396122,1.0405972,1.0429478,1.0423083,1.043037,1.0419668,1.042622
2012-12-13,1.0401717,1.0423065,1.039979,1.0445848,1.0405867,1.0431868,1.0420883
2012-12-14,1.0409142,1.0413108,1.0427024,1.0429736,1.0426452,1.0417418,1.041533
2012-12-16,1.0440995,1.043426,1.0411122,1.0448726,1.0429106,1.0436699,1.0462867
2012-12-17,1.0429976,1.0452149,1.0420864,1.0477962,1.0445709,1.0435578,1.0449722
2012-12-18,1.0392948,1.0401958,1.0451516,1.043392,1.0436416,1.0463674,1.0447972
2012-12-19,1.0427155,1.043419,1.0443738,1.0469443,1.0469108,1.0449212,1.0438476
2012-12-20,1.0454047,1.0441488,1.0454249,1.0445926,1.0453732,1.0469469,1.0486906
2012-12-21,1.0452425,1.0454375,1.0435436,1.0440532,1.0446048,1.0446758,1.0435264
2012-12-23,1.0462346,1.0457621,1.0442162,1.0439181,1.0453849,1.0450851,1.0427006
2012-12-24,1.0459026,1.0462048,1.0455756,1.0462804,1.0463569,1.0443728,1.0437036
2012-12-26,1.0397724,1.0435123,1.0432936,1.0430852,1.0432316,1.0436196,1.0447003
2012-12-27,1.046929,1.0446143,1.0444114,1.0465564,1.0445472,1.045146,1.0482078
2012-12-28,1.0431093,1.0441307,1.0456638,1.044297,1.0439432,1.0453904,1.0450168
2012-12-30,1.0448694,1.0455923,1.0469075,1.0443352,1.0458525,1.0472108,1.0444374
2012-12-31,1.0446024,1.0450975,1.0442078,1.0462153,1.0472115,1.0451765,1.0463605
2013-01-02,1.0462872,1.0447385,1.0447712,1.0449765,1.0464276,1.0444703,1.0491022
2013-01-03,1.0440145,1.0455221,1.0448637,1.0462968,1.0460371,1.046263,1.0472378
2013-01-04,1.0470047,1.0442519,1.0459232,1.0470828,1.0467095,1.0453535,1.0488472
2013-01-06,1.043671,1.0421313,1.0421448,1.0463203,1.0473224,1.0480528,1.0461602
2013-01-07,1.0475206,1.045592,1.0496163,1.0496116,1.047151,1.0470511,1.0495338
2013-01-08,1.0425222,1.0460082,1.0435072,1.0461972,1.0455415,1.0462941,1.0461313
2013-01-09,1.0467284,1.0483813,1.0493116,1.0465276,1.0480762,1.0479026,1.0494673
2013-01-10,1.04739,1.0472157,1.0472345,1.0477881,1.0474863,1.0454667,1.046873
2013-01-11,1.0475106,1.0465865,1.0481985,1.0477711,1.0484277,1.0479602,1.048032
2013-01-13,1.0476136,1.0503466,1.0467968,1.0494254,1.0481894,1.046809,1.0505112
2013-01-14,1.0459394,1.0506123,1.0484003,1.047556,1.0454711,1.0488249,1.0508888
2013-01-15,1.0487186,1.0485286,1.0491016,1.0491029,1.04855,1.048364,1.0485234
2013-01-16,1.0475159,1.0490913,1.0496045,1.0489411,1.0490174,1.0490667,1.0498743
2013-01-17,1.0454695,1.048819,1.0488489,1.0496297,1.0497414,1.0485799,1.0501151
2013-01-18,1.0508641,1.0514802,1.049376,1.0510573,1.0491034,1.0505602,1.0508888
2013-01-20,1.0489848,1.0493898,1.049772,1.0480242,1.0501419,1.0506856,1.0512791
2013-01-21,1.0500412,1.0493907,1.0507989,1.0520785,1.051343,1.0506263,1.0529854
2013-01-22,1.0525801,1.0487573,1.0498738,1.0508945,1.0511662,1.0509117,1.0512577
2013-01-23,1.0503366,1.0506432,1.0504819,1.0513705,1.0511912,1.0501869,1.050034
2013-01-24,1.0498687,1.0506243,1.0496055,1.0523946,1.050134,1.050687,1.0497549
2013-01-25,1.051115,1.0511022,1.0496852,1.0504162,1.0491724,1.0499527,1.0476482
2013-01-27,1.0510411,1.051713,1.0504887,1.0486641,1.0516016,1.0499324,1.0479686
2013-01-28,1.0485736,1.0489254,1.0489421,1.0466878,1.0488814,1.0487769,1.0461782
2013-01-29,1.0504527,1.0480042,1.04952,1.0472171,1.0481089,1.0495266,1.048532
2013-01-30,1.0505655,1.0502273,1.0497444,1.0489006,1.0484502,1.0477914,1.044899
2013-01-31,1.0482347,1.0478973,1.0493215,1.0487169,1.0475769,1.0468563,1.0476197
2013-02-01,1.0493715,1.0487046,1.0483369,1.0466964,1.0482696,1.0466244,1.0489588
2013-02-03,1.0475687,1.0462554,1.0472362,1.0471103,1.0474503,1.0463939,1.0469015
2013-02-04,1.048137,1.0479381,1.0472258,1.0460854,1.0469583,1.0464456,1.0487595
2013-02-05,1.0475367,1.048043,1.0468447,1.0463216,1.0463201,1.0468504,1.0468888
2013-02-06,1.0470628,1.0474386,1.0471466,1.0482836,1.0475552,1.048191,1.0470788
2013-02-07,1.0472018,1.04702,1.0470085,1.0474262,1.04661,1.0487523,1.0471554
2013-02-08,1.0470116,1.0469403,1.0461247,1.0467308,1.0472765,1.0469395,1.0476741
2013-02-10,1.0479693,1.0479946,1.0460057,1.0470092,1.0468456,1.0482877,1.0451546
2013-02-11,1.0479691,1.0469257,1.046844,1.0469201,1.0460347,1.0464375,1.045006
2013-02-12,1.0470321,1.0465639,1.0459018,1.04725,1.0448996,1.0438598,1.0432289
2013-02-13,1.0462612,1.046236,1.0482448,1.0466571,1.0438282,1.0424645,1.0420263
2013-02-14,1.047037,1.0459776,1.045,1.0438342,1.0434275,1.042255,1.0421491
2013-02-15,1.0471816,1.04564,1.043788,1.0440487,1.0424082,1.0443349,1.0427245
2013-02-17,1.0478895,1.0447543,1.0432036,1.0416229,1.0409337,1.0425204,1.0402362
2013-02-18,1.0427494,1.0443964,1.0409291,1.0401318,1.0403646,1.0403416,1.041153
2013-02-19,1.0455067,1.0458446,1.044148,1.0418229,1.0417883,1.041364,1.0397394
2013-02-20,1.0432574,1.041857,1.0418499,1.0420468,1.0418147,1.0409217,1.039132
2013-02-21,1.041971,1.0420057,1.0404533,1.0407035,1.0409667,1.0400965,1.0381665
2013-02-22,1.0420945,1.0430472,1.040995,1.0393213,1.0394642,1.0392382,1.0349808
2013-02-24,1.0427765,1.0414953,1.0415269,1.0405672,1.0395794,1.0361614,1.0328712
2013-02-25,1.0419029,1.0421927,1.0405052,1.0393913,1.035024,1.0338929,1.0353686
2013-02-26,1.0394744,1.0393053,1.0392327,1.0369909,1.0350745,1.0330896,1.0336356
2013-02-27,1.0409245,1.037647,1.0333936,1.0348121,1.034766,1.0327961,1.0312982
2013-02-28,1.0371532,1.0365728,1.0320336,1.0326276,1.0326371,1.0321537,1.0320318
2013-03-01,1.0373536,1.0351214,1.0338233,1.0312498,1.0338606,1.0355031,1.0343693
2013-03-03,1.0360789,1.0359584,1.0353204,1.0320948,1.031698,1.0310619,1.0328981
2013-03-04,1.0364871,1.0311403,1.0268154,1.0299412,1.0301368,1.0307131,1.0317819
2013-03-05,1.0319315,1.0312195,1.0308874,1.0296713,1.030554,1.0292854,1.02881
2013-03-06,1.0318598,1.0334802,1.0333437,1.0300728,1.0343364,1.0304756,1.0288235
2013-03-07,1.0312345,1.0295582,1.030323,1.0297889,1.0293528,1.0275397,1.0272435
2013-03-08,1.0323389,1.0308961,1.0300078,1.0297453,1.0309689,1.0288566,1.0283098
2013-03-10,1.03284,1.0319879,1.0290648,1.0315831,1.0282238,1.0302782,1.0295701
2013-03-11,1.0294895,1.0312773,1.0298207,1.0301936,1.0297362,1.0315495,1.031786
2013-03-12,1.030246,1.0280576,1.0252703,1.0315747,1.0285144,1.0289005,1.0286837
2013-03-13,1.0319113,1.0295868,1.03018,1.0279057,1.0305364,1.029213,1.029208
2013-03-14,1.0303334,1.027718,1.0288855,1.0322725,1.0309256,1.0280868,1.0313613
2013-03-15,1.0315733,1.0280777,1.0306504,1.0279541,1.029236,1.0288222,1.0277948
2013-03-17,1.0293024,1.0309825,1.0301769,1.0290022,1.0314912,1.029457,1.0298492
2013-03-18,1.0306827,1.0296171,1.0261617,1.0301975,1.028183,1.0291402,1.0300567
2013-03-19,1.0287628,1.0287582,1.0298486,1.0285959,1.0305486,1.0289907,1.0302786
2013-03-20,1.0307678,1.0287107,1.0286956,1.0274695,1.0275998,1.0304228,1.0311354
2013-03-21,1.0288179,1.0298808,1.0273479,1.028656,1.0303452,1.0293812,1.0282423
2013-03-22,1.0283477,1.0283059,1.0292118,1.0315607,1.0307244,1.0328825,1.0310689
2013-03-24,1.0303682,1.0303488,1.031126,1.0295926,1.0305941,1.0317284,1.0320622
2013-03-25,1.0282004,1.0307648,1.0294769,1.0295532,1.0313287,1.0316916,1.0306857
2013-03-26,1.0311806,1.0287037,1.02982,1.0307734,1.0303959,1.0313436,1.0305169
2013-03-27,1.0304291,1.0288832,1.0318944,1.0309443,1.0301061,1.0309992,1.0310404
2013-03-28,1.0309303,1.0295408,1.0296209,1.0310019,1.0309155,1.0306052,1.0310054
2013-03-31,1.0317997,1.0316542,1.0318261,1.0311755,1.0297678,1.0315979,1.0328076
2013-04-01,1.0309463,1.0300139,1.0304233,1.031637,1.0308801,1.0335203,1.0359919
2013-04-02,1.0298743,1.0322585,1.0321034,1.0350156,1.0316771,1.0376339,1.0354903
2013-04-03,1.032843,1.0327976,1.031364,1.0313362,1.0372894,1.0366676,1.0362556
2013-04-04,1.0315559,1.0309377,1.0338578,1.0346164,1.0343556,1.0381422,1.0371435
2013-04-05,1.033307,1.0325778,1.032689,1.0351197,1.0363575,1.0394146,1.040125
2013-04-07,1.0320063,1.0352936,1.0365489,1.0375066,1.0366229,1.0388436,1.0370563
2013-04-08,1.0351266,1.0326161,1.0366869,1.038538,1.0395252,1.037879,1.0417442
2013-04-09,1.0372463,1.0374312,1.0380844,1.038132,1.0389405,1.0392884,1.038815
2013-04-10,1.0359632,1.0322509,1.0385559,1.0353105,1.0361918,1.0398784,1.0392405
2013-04-11,1.039853,1.0384905,1.0373114,1.0394495,1.0397177,1.0373775,1.0408267
2013-04-12,1.036015,1.0387588,1.0370102,1.0414811,1.040055,1.0386078,1.0373302
2013-04-14,1.0390239,1.0381603,1.0378289,1.0396434,1.0395944,1.0388861,1.0376376
2013-04-15,1.0376621,1.0401127,1.0386297,1.0400243,1.0394328,1.0407038,1.0388608
2013-04-16,1.0392152,1.0384296,1.043005,1.0385969,1.0395191,1.0430267,1.0398428
2013-04-17,1.0418377,1.0385498,1.0396991,1.0391039,1.0415792,1.04165,1.0396864
2013-04-18,1.0396901,1.0402205,1.0380096,1.0398304,1.0375503,1.0391467,1.0415313
2013-04-19,1.041672,1.0411333,1.0391375,1.0394664,1.0389483,1.0399572,1.0388654
2013-04-21,1.0404794,1.0416241,1.0397117,1.0392542,1.0403692,1.0391345,1.039301
2013-04-22,1.0390855,1.0394465,1.0363137,1.0389262,1.0400075,1.0389237,1.0431719
2013-04-23,1.0394402,1.0375887,1.0383799,1.0386267,1.0395548,1.0388161,1.039169
2013-04-24,1.0395725,1.0401386,1.0383905,1.0392137,1.0400445,1.0399164,1.0401518
2013-04-25,1.0395067,1.0403924,1.0411233,1.0401553,1.0384941,1.0384027,1.0380195
2013-04-26,1.0423936,1.0401214,1.0406644,1.0418038,1.0397816,1.0420492,1.039611
2013-04-28,1.0403616,1.0387831,1.0408175,1.039531,1.0392845,1.0407321,1.0374428
2013-04-29,1.0392091,1.0382998,1.0403945,1.0408051,1.0366837,1.0389624,1.0382453
2013-04-30,1.0386784,1.0383685,1.0384464,1.0387158,1.038165,1.0383506,1.0371301
2013-05-01,1.0382882,1.0400827,1.0387373,1.0394282,1.0404841,1.0409766,1.0370381
2013-05-02,1.0398564,1.0405012,1.0410295,1.0405174,1.0380613,1.0371218,1.0362298
2013-05-03,1.040281,1.0412676,1.0386252,1.038147,1.038341,1.0370538,1.0355756
2013-05-05,1.0367517,1.0386516,1.0374838,1.0369072,1.0366354,1.0358796,1.0336044
2013-05-06,1.0410445,1.0398334,1.0365181,1.0345929,1.0362543,1.0341415,1.033044
2013-05-07,1.0371368,1.0371842,1.0360516,1.035536,1.0340489,1.0314758,1.0327952
2013-05-08,1.0377271,1.0368896,1.0351667,1.0342565,1.0321046,1.0328006,1.0310366
2013-05-09,1.0368156,1.0358635,1.0340439,1.0329565,1.0316167,1.0311446,1.0304849
2013-05-10,1.0357378,1.0337458,1.0315121,1.0307394,1.0320741,1.0286126,1.027786
2013-05-12,1.0337554,1.0316694,1.0314525,1.0305549,1.0300558,1.0294832,1.0280741
2013-05-13,1.029691,1.031426,1.0309345,1.0312624,1.0296292,1.0291344,1.0312637
2013-05-14,1.032732,1.0320711,1.0291901,1.0294793,1.0294814,1.0291204,1.0279758
2013-05-15,1.0321531,1.0312662,1.0296748,1.0303327,1.0287167,1.0281521,1.0295267
2013-05-16,1.0308702,1.0301564,1.0283226,1.0296216,1.027774,1.0283306,1.0285556
2013-05-17,1.0312037,1.0292778,1.0302601,1.0292242,1.0292437,1.026889,1.0277797
2013-05-19,1.0283089,1.0312958,1.0267065,1.026712,1.0274093,1.0273676,1.027478
2013-05-20,1.0282397,1.0296056,1.0267922,1.0295227,1.0256369,1.0259858,1.0242007
2013-05-21,1.028094,1.0265136,1.0285094,1.0261812,1.0271399,1.0234449,1.0238715
2013-05-22,1.029674,1.0284573,1.0288545,1.02657,1.0281019,1.0259651,1.0227351
2013-05-23,1.0263467,1.0258535,1.0262504,1.0259311,1.0236549,1.0227302,1.0199652
2013-05-24,1.0268621,1.025716,1.0250899,1.0261794,1.0194405,1.0179666,1.0177094
2013-05-26,1.0265617,1.0262821,1.0238001,1.0253801,1.0199175,1.0172703,1.0144283
2013-05-27,1.0258479,1.0232849,1.0254631,1.0179123,1.0187621,1.0143666,1.0021784
2013-05-28,1.0250161,1.0240904,1.0183276,1.0173118,1.0164752,1.0028156,0.9979274
2013-05-29,1.0250118,1.0201626,1.0181134,1.0175284,1.0020239,1.0011377,0.9984302
2013-05-30,1.0191374,1.0174327,1.0159607,1.0017966,0.9988773,0.99645853,0.9928184
2013-05-31,1.0180212,1.0140494,1.0023491,0.99929667,0.997875,0.99257624,0.9881568
2013-06-02,1.0161496,1.0026349,0.997349,0.9972213,0.991232,0.98773956,0.9824968
2013-06-03,1.0024643,0.99974203,0.9971017,0.99166715,0.9891075,0.98200357,0.978904
2013-06-04,0.9972539,0.99766886,0.9927242,0.98951375,0.9811599,0.98035306,0.97831446
2013-06-05,0.9970776,0.99321663,0.9887155,0.98184025,0.98086154,0.9798488,0.97604334
2013-06-06,0.9917767,0.98824406,0.9826578,0.9791807,0.978412,0.9769404,0.97288316
2013-06-07,0.9878886,0.98145705,0.9804232,0.9791953,0.9747156,0.972645,0.97197735
2013-06-09,0.98401,0.9800546,0.97913855,0.9758327,0.97389585,0.97014046,0.97022057
2013-06-10,0.9812819,0.97993124,0.9759055,0.9743954,0.97116107,0.9699999,0.9689363
2013-06-11,0.97915196,0.9760148,0.9746288,0.97113585,0.97010577,0.9697795,0.96833724
2013-06-12,0.97715056,0.97378016,0.9711205,0.97025913,0.96995616,0.966542,0.96734214
2013-06-13,0.97509027,0.9711094,0.9704822,0.9707751,0.96704876,0.967656,0.966822
2013-06-14,0.9721093,0.9710827,0.9689464,0.9677408,0.966417,0.9658066,0.96246165
2013-06-16,0.97237414,0.96985114,0.9664453,0.96785736,0.96487045,0.96808916,0.96195114
2013-06-17,0.9699858,0.9657475,0.9660109,0.9655827,0.96646667,0.96018136,0.96040523
2013-06-18,0.9700109,0.96548146,0.96348214,0.9645232,0.9624097,0.9653633,0.96213484
2013-06-19,0.968343,0.9643645,0.96706045,0.96217346,0.96444523,0.96142817,0.96278405
2013-06-20,0.96474445,0.96357787,0.9642954,0.96449363,0.9638301,0.9619714,0.9577413
2013-06-21,0.96470183,0.9624159,0.96043724,0.96401995,0.9591701,0.96046877,0.9595363
2013-06-23,0.9649105,0.9609642,0.9634732,0.9603107,0.9601972,0.9586859,0.96009326
2013-06-24,0.96506935,0.96279216,0.95977134,0.96213776,0.9578837,0.9575366,0.9573388
2013-06-25,0.96437293,0.96322966,0.96140313,0.9609811,0.9606231,0.9550742,0.95789915
2013-06-26,0.9590634,0.9608104,0.9613918,0.9590956,0.9584608,0.95661515,0.9551203
2013-06-27,0.9604856,0.9595088,0.9598007,0.9605869,0.9541879,0.9528657,0.94971853
2013-06-28,0.9596386,0.9595065,0.95693636,0.9573445,0.95508146,0.9551103,0.95185816
2013-06-30,0.9582134,0.9561752,0.95696,0.95331675,0.95129967,0.94898576,0.94614244
2013-07-01,0.9573319,0.95858765,0.95425045,0.9538408,0.9488933,0.9478653,0.9496972
2013-07-02,0.9569571,0.9554155,0.9508068,0.9492198,0.9486494,0.9467693,0.9435135
2013-07-03,0.95401657,0.9512372,0.94983274,0.94730926,0.94753325,0.9444329,0.9429997
2013-07-04,0.9534129,0.9523591,0.9478489,0.94752264,0.944958,0.94266856,0.94297385
2013-07-05,0.949052,0.9492634,0.9459964,0.9431265,0.9419354,0.94250333,0.9404491
2013-07-07,0.9479544,0.94672024,0.94307685,0.94356304,0.9423718,0.94105417,0.93140596
2013-07-08,0.94840795,0.94445515,0.9435702,0.9425348,0.9413055,0.92899287,0.92596745
2013-07-09,0.9437871,0.9428712,0.9423259,0.9380541,0.9291707,0.9247466,0.92527854
2013-07-10,0.9430388,0.941278,0.9417425,0.9282237,0.9288229,0.92549443,0.92496765
2013-07-11,0.94207,0.93773544,0.92978275,0.9263203,0.92555726,0.9229726,0.92395425
2013-07-12,0.9399343,0.9303382,0.9280282,0.92520607,0.9218178,0.9231105,0.92182696
2013-07-14,0.92864335,0.9269882,0.9253974,0.92323375,0.9201747,0.9215401,0.92184806
2013-07-15,0.92867804,0.9285685,0.9270468,0.9259708,0.9255873,0.92457664,0.92630154
2013-07-16,0.9246837,0.9212706,0.92393005,0.9237378,0.92183995,0.92346126,0.92041606
2013-07-17,0.9219881,0.9210825,0.9207144,0.9229386,0.9211833,0.9195995,0.9212529
2013-07-18,0.9207771,0.9204736,0.9245488,0.9208442,0.92163193,0.9203657,0.9204931
2013-07-19,0.9261369,0.91931844,0.92186654,0.9213823,0.9224844,0.9211891,0.9214758
2013-07-21,0.92209536,0.92091894,0.9228271,0.92217827,0.91925645,0.9212309,0.92173004
2013-07-22,0.9215164,0.92051554,0.9211253,0.9205792,0.9215436,0.9205793,0.9186038
2013-07-23,0.920082,0.92085445,0.9206542,0.9192694,0.92155796,0.9217147,0.91956687
2013-07-24,0.9205955,0.92178965,0.920085,0.9212062,0.91957146,0.92043763,0.9186824
2013-07-25,0.92301935,0.9222732,0.9196896,0.92392844,0.9205875,0.9224801,0.9218962
2013-07-26,0.92253137,0.92150056,0.92106867,0.9206803,0.9204707,0.9196351,0.92050946
2013-07-28,0.9199953,0.9197676,0.92074037,0.92096734,0.919737,0.918731,0.9201629
2013-07-29,0.91922665,0.9207204,0.9186671,0.92009103,0.9200611,0.92008626,0.9197678
2013-07-30,0.9201785,0.92086035,0.9194279,0.9195323,0.91908467,0.9200344,0.91916907
2013-07-31,0.9214778,0.92082006,0.92040193,0.920075,0.92104256,0.9203115,0.9188893
2013-08-01,0.9184636,0.9204667,0.9199767,0.91938484,0.91802466,0.917385,0.91741884
2013-08-02,0.91949534,0.9193064,0.9183624,0.91836566,0.9187784,0.91824,0.9158447
2013-08-04,0.9194246,0.9191871,0.9172672,0.9184474,0.9156228,0.9166106,0.9148321
2013-08-05,0.9174751,0.9200385,0.9181571,0.91758794,0.9155824,0.9154565,0.91450524
2013-08-06,0.917472,0.9178263,0.91651803,0.9165013,0.9158255,0.91513574,0.91407394
2013-08-07,0.9183784,0.9173218,0.9163231,0.91610724,0.9157738,0.9135752,0.9164903
2013-08-08,0.91735065,0.91665316,0.9163091,0.9163538,0.91719717,0.91421956,0.9158857
2013-08-09,0.91609704,0.9152119,0.91579723,0.9157524,0.9158851,0.91548896,0.9138148
2013-08-11,0.9154215,0.91520244,0.91729015,0.9163277,0.91502106,0.91299903,0.9146731
2013-08-12,0.91560805,0.9151888,0.9148112,0.91345215,0.9132741,0.9139937,0.9151299
2013-08-13,0.9167825,0.9157935,0.91539025,0.91395104,0.9141842,0.91668034,0.9164301
2013-08-14,0.9172157,0.9149757,0.91439253,0.9167714,0.9163942,0.91808033,0.916067
2013-08-15,0.9127711,0.9141164,0.9134133,0.91427714,0.9158957,0.91532093,0.9163578
2013-08-16,0.9136699,0.9143833,0.9160572,0.9166169,0.9176016,0.91565937,0.91530305
2013-08-18,0.91475296,0.9159835,0.9155626,0.91588444,0.9166277,0.9143317,0.9150042
2013-08-19,0.916112,0.9154007,0.91521746,0.91552037,0.9146507,0.9145647,0.91342807
2013-08-20,0.9162915,0.91618454,0.91555166,0.914734,0.91511196,0.91237485,0.9147272
2013-08-21,0.915396,0.91477823,0.9158422,0.9135993,0.91487217,0.91475356,0.914683
2013-08-22,0.91513234,0.91348755,0.9143416,0.9146207,0.9154683,0.9125806,0.91331875
2013-08-23,0.9143024,0.9136559,0.9140879,0.91128963,0.91355526,0.91400814,0.9130661
2013-08-25,0.91469383,0.9159671,0.9149097,0.913445,0.9137285,0.91152894,0.909726
2013-08-26,0.9139807,0.9149358,0.9146559,0.91468966,0.91080135,0.9099578,0.91033894
2013-08-27,0.9147099,0.9147637,0.9131343,0.912563,0.91147876,0.91030866,0.9070803
2013-08-28,0.9143193,0.9126397,0.91347104,0.9125054,0.909714,0.9077934,0.90591025
2013-08-29,0.91466784,0.91292435,0.9108472,0.908866,0.90571237,0.9050818,0.9049345
2013-08-30,0.91262734,0.9111116,0.9090271,0.9079662,0.9061483,0.9039724,0.9048365
2013-09-01,0.91001904,0.90922916,0.9077812,0.90536654,0.9049875,0.9052765,0.9037291
2013-09-02,0.9105208,0.9063045,0.9037186,0.9050373,0.906129,0.9055503,0.9050275
2013-09-03,0.9111295,0.9054338,0.9035359,0.9047971,0.90421784,0.90635985,0.9041782
2013-09-04,0.9050455,0.9055403,0.9045182,0.90477383,0.90527064,0.9038567,0.90593123
2013-09-05,0.904363,0.9051508,0.9027989,0.9032048,0.9032532,0.904588,0.9037159
2013-09-06,0.90502703,0.90475386,0.9054138,0.90405285,0.9039712,0.90552145,0.9041558
2013-09-08,0.9056256,0.9039749,0.90504,0.9039216,0.90544903,0.9061823,0.9040469
2013-09-09,0.9044328,0.90496176,0.9049504,0.9044755,0.9029238,0.9056828,0.9094652
2013-09-10,0.9059169,0.90580857,0.9060364,0.9048769,0.9066516,0.9090179,0.9131746
2013-09-11,0.9039886,0.9048968,0.90396297,0.9051596,0.9079914,0.9104819,0.9121628
2013-09-12,0.90222687,0.90470904,0.9054845,0.90930593,0.9103013,0.9098486,0.91050416
2013-09-13,0.9061171,0.90700996,0.91041213,0.91217446,0.9116542,0.91467243,0.9135705
2013-09-15,0.90580845,0.9080535,0.90972507,0.9106905,0.9148768,0.9130615,0.9134237
2013-09-16,0.90816456,0.91132355,0.914594,0.9126113,0.9117947,0.9145662,0.9146204
2013-09-17,0.90798736,0.9098262,0.9121431,0.9152352,0.91390777,0.91371053,0.9137037
2013-09-18,0.9117169,0.91215956,0.91484284,0.9137022,0.9151263,0.9152502,0.9161012
2013-09-19,0.9129547,0.9125662,0.9138972,0.9153374,0.91545415,0.91524,0.9144583
2013-09-20,0.9147596,0.9142706,0.91462195,0.9128724,0.9168054,0.9138018,0.9177257
2013-09-22,0.9143683,0.9132551,0.91480714,0.91511345,0.9174569,0.91730386,0.91854453
2013-09-23,0.91460407,0.91455096,0.91514266,0.91663235,0.91641617,0.9171181,0.91940296
2013-09-24,0.9157698,0.91528267,0.9153413,0.91700566,0.91796947,0.91916275,0.9209678
2013-09-25,0.91567236,0.916,0.91755134,0.91645133,0.9193811,0.9196974,0.9218092
2013-09-26,0.9145882,0.9172476,0.9166854,0.9205115,0.9195835,0.9217925,0.923908
2013-09-27,0.9162032,0.9176735,0.9179256,0.9197513,0.9210692,0.92535317,0.9234003
2013-09-29,0.9171086,0.91642183,0.92151797,0.92255485,0.9237331,0.92565393,0.92796886
2013-09-30,0.91929865,0.9216715,0.92171174,0.92488915,0.9263027,0.92920333,0.93058956
2013-10-01,0.92024493,0.9208083,0.9243283,0.9258391,0.92877185,0.9291402,0.93033785
2013-10-02,0.92078537,0.92411923,0.9246216,0.9278661,0.9302399,0.92892766,0.93065685
2013-10-03,0.9253287,0.9250096,0.9295061,0.9319456,0.9302914,0.9315951,0.93254495
2013-10-04,0.92639637,0.9262163,0.9278747,0.9323297,0.9325173,0.93180394,0.93220127
2013-10-06,0.9280033,0.9296493,0.9290461,0.93194926,0.93458295,0.9335939,0.9355434
2013-10-07,0.92985237,0.9308636,0.93439585,0.9339092,0.9326765,0.93426645,0.9360937
2013-10-08,0.930368,0.9313179,0.9321066,0.9333788,0.93317723,0.9327851,0.936092
2013-10-09,0.93054175,0.93370885,0.9328623,0.9358853,0.93451166,0.9352772,0.9362454
2013-10-10,0.931316,0.9336944,0.9319439,0.9342668,0.934013,0.9335658,0.9377918
2013-10-11,0.9354152,0.933352,0.9351629,0.9387739,0.9389183,0.9371395,0.93859446
2013-10-13,0.93206716,0.9325514,0.9372665,0.93772495,0.93433774,0.9382521,0.93867147
2013-10-14,0.93470544,0.93485343,0.93326014,0.93772465,0.94158363,0.9391324,0.9392242
2013-10-15,0.9353958,0.9351079,0.9380479,0.9353673,0.9398912,0.93753725,0.9384637
2013-10-16,0.9385549,0.93660986,0.93835104,0.9393486,0.9404832,0.94002306,0.94430953
2013-10-17,0.9400267,0.9377268,0.9391608,0.93754053,0.9422721,0.94544053,0.9434942
2013-10-18,0.93831927,0.94019747,0.9407866,0.94100964,0.93942136,0.9407329,0.94192594
2013-10-20,0.9380557,0.9377746,0.94038904,0.9414992,0.94107085,0.9393833,0.9406384
2013-10-21,0.9390577,0.9381059,0.941078,0.9408621,0.9410965,0.94341266,0.9429134
2013-10-22,0.9408722,0.9419206,0.9421587,0.9424503,0.94321644,0.9415171,0.9435632
2013-10-23,0.93982,0.940104,0.9431686,0.9430025,0.9407156,0.94276714,0.9427701
2013-10-24,0.9417817,0.94004834,0.94250304,0.9441532,0.94237566,0.94594586,0.9415047
2013-10-25,0.9426329,0.94301295,0.94390774,0.9417951,0.94370556,0.9436492,0.9441873
2013-10-27,0.94252354,0.94426274,0.9434523,0.9428943,0.9448832,0.94853127,0.9446647
