,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD
2015-01-11,1.4154854,1.4163032,1.4166305,1.4150571,1.4111663,1.4124191,1.4135625
2015-01-12,1.4164606,1.4154167,1.4151447,1.4142702,1.412498,1.4122543,1.4127842
2015-01-13,1.4157442,1.4156495,1.4122751,1.4124563,1.4127848,1.4127036,1.4127345
2015-01-14,1.41503,1.4124223,1.4125384,1.4122739,1.4114072,1.4115012,1.4118159
2015-01-15,1.4146774,1.4118773,1.4118134,1.41143,1.4111034,1.4120681,1.4116689
2015-01-16,1.4133426,1.4125874,1.4126385,1.4121957,1.4125662,1.4124618,1.4116794
2015-01-18,1.4112608,1.4123983,1.4125625,1.4135871,1.4128879,1.4122671,1.4128073
2015-01-19,1.4136472,1.412269,1.4117657,1.413199,1.4113377,1.4127911,1.4115115
2015-01-20,1.4117618,1.412008,1.4126722,1.4112277,1.4109973,1.4106317,1.4094878
2015-01-21,1.4121718,1.4118246,1.4125882,1.41042,1.4131519,1.4114923,1.4078904
2015-01-22,1.4134959,1.4116944,1.4117153,1.4120563,1.4109502,1.4092606,1.4078714
2015-01-23,1.4110569,1.411701,1.4115165,1.4121413,1.4100797,1.4094274,1.4086952
2015-01-25,1.4138446,1.4085177,1.4120018,1.4126071,1.4082577,1.409629,1.4086652
2015-01-26,1.4115665,1.4068302,1.4123033,1.4100735,1.4103185,1.4107963,1.4083705
2015-01-27,1.4097407,1.4089938,1.4091619,1.4087998,1.4083135,1.4094622,1.407957
2015-01-28,1.4085033,1.4086515,1.410213,1.4087102,1.4102802,1.4098462,1.4089987
2015-01-29,1.4091347,1.4095789,1.4102376,1.4099624,1.4089576,1.4090056,1.4094623
2015-01-30,1.4110397,1.4088055,1.407879,1.4094869,1.4091276,1.4086983,1.4105183
2015-02-01,1.4096878,1.407673,1.4083288,1.4090072,1.4088318,1.4100063,1.410281
2015-02-02,1.4087635,1.4095736,1.4075117,1.4108104,1.4103111,1.4095138,1.4093527
2015-02-03,1.4105325,1.4066232,1.4075441,1.4100009,1.4072272,1.4090177,1.4089847
2015-02-04,1.4105659,1.4100776,1.4084337,1.4095784,1.4097317,1.4092313,1.4099305
2015-02-05,1.4095191,1.409382,1.410358,1.4090931,1.4097917,1.4101051,1.4098388
2015-02-06,1.4094253,1.4088551,1.4084235,1.4087725,1.4097564,1.4096098,1.4087447
2015-02-08,1.4104168,1.4097015,1.409272,1.4101446,1.4109623,1.4091108,1.4066564
2015-02-09,1.4085238,1.4066745,1.4099569,1.4096287,1.4081118,1.4120432,1.4106348
2015-02-10,1.4095715,1.4094144,1.409463,1.4091114,1.4101647,1.4109948,1.4102479
2015-02-11,1.4093056,1.4078382,1.4085051,1.4084908,1.4092627,1.4108611,1.4125683
2015-02-12,1.4077195,1.4101766,1.4098171,1.4100716,1.4102583,1.4121287,1.4124475
2015-02-13,1.408654,1.4093169,1.4105967,1.4110564,1.4126765,1.413242,1.4127606
2015-02-15,1.4102716,1.4100516,1.4116307,1.4122852,1.4135984,1.4157044,1.4144975
2015-02-16,1.4114853,1.4113368,1.4122801,1.4133723,1.41374,1.4156944,1.4160471
2015-02-17,1.4110467,1.4122092,1.4125055,1.4159282,1.4167535,1.4175788,1.4163462
2015-02-18,1.4127296,1.4128984,1.4148957,1.4165196,1.4135164,1.4164025,1.4178586
2015-02-19,1.4131396,1.4148308,1.4150857,1.417509,1.4182729,1.4201776,1.4186348
2015-02-20,1.4150665,1.4172146,1.4152265,1.4153092,1.4172945,1.417973,1.4187647
2015-02-22,1.4161509,1.4144129,1.4163942,1.4151796,1.4174174,1.4169453,1.4186277
2015-02-23,1.4177557,1.4159487,1.4199141,1.4198552,1.4173683,1.4194967,1.4171027
2015-02-24,1.416791,1.4158411,1.4159797,1.4183398,1.4169315,1.4176706,1.4186082
2015-02-25,1.4186571,1.4181566,1.4176698,1.4184865,1.4192258,1.4180739,1.4171278
2015-02-26,1.4189111,1.41774,1.4203652,1.4176563,1.4178314,1.4187304,1.4185685
2015-02-27,1.4185152,1.4185041,1.4164965,1.4183544,1.4184132,1.4181278,1.4171449
2015-03-01,1.417948,1.4178575,1.418763,1.4175974,1.4174353,1.4182198,1.4186333
2015-03-02,1.4177569,1.4187607,1.4164491,1.4169046,1.4185095,1.4178773,1.4167536
2015-03-03,1.4179265,1.418923,1.4175849,1.4169881,1.4180595,1.4170752,1.417471
2015-03-04,1.4188831,1.4185598,1.418926,1.417536,1.4176334,1.4170806,1.418032
2015-03-05,1.4190056,1.418666,1.4175985,1.4165297,1.4172839,1.4173867,1.4175177
2015-03-06,1.417002,1.4162436,1.4175471,1.417838,1.4172094,1.4177018,1.41703
2015-03-08,1.4174093,1.4166907,1.417741,1.4183917,1.41733,1.4179168,1.4186997
2015-03-09,1.417304,1.4177392,1.4169358,1.4170638,1.4167033,1.4170187,1.4163513
2015-03-10,1.4176025,1.4172053,1.4172432,1.4174083,1.417558,1.4179734,1.4160032
2015-03-11,1.4178084,1.4174405,1.417561,1.4158146,1.4168922,1.4164641,1.4129274
2015-03-12,1.4169477,1.4162881,1.4177779,1.416464,1.4161905,1.4137602,1.4125174
2015-03-13,1.4172761,1.417451,1.4177144,1.415882,1.413284,1.4133096,1.4124187
2015-03-15,1.4176142,1.4167336,1.4169699,1.4137635,1.4131299,1.4130563,1.4051272
2015-03-16,1.4162437,1.4155521,1.41504,1.4137629,1.4121518,1.4044806,1.4019405
2015-03-17,1.4156774,1.414117,1.4128085,1.4129124,1.4044578,1.4023348,1.4001734
2015-03-18,1.4140455,1.4125003,1.412089,1.4042312,1.4020644,1.4004546,1.3980778
2015-03-19,1.4134631,1.4128716,1.4053787,1.4027433,1.3999722,1.3981339,1.3965982
2015-03-20,1.4130751,1.4050356,1.4015526,1.3999923,1.3965487,1.3956194,1.3830612
2015-03-22,1.4048833,1.4014322,1.4006994,1.3984435,1.3975955,1.3837142,1.3749496
2015-03-23,1.4022653,1.4004612,1.397218,1.3967326,1.3840346,1.3756883,1.3722608
2015-03-24,1.4005984,1.3966073,1.3967116,1.3845444,1.3750143,1.3715059,1.3704113
2015-03-25,1.3978229,1.3967999,1.3835225,1.3758444,1.370889,1.3714265,1.3710938
2015-03-26,1.3964372,1.3839567,1.375132,1.3707949,1.371232,1.3709495,1.3695453
2015-03-27,1.3831161,1.375296,1.3713617,1.371548,1.3712835,1.3684257,1.367572
2015-03-29,1.3754396,1.3712943,1.3705581,1.3706862,1.3701634,1.3687016,1.3676785
2015-03-30,1.3704275,1.3716435,1.3714715,1.3695688,1.3689247,1.3679062,1.3670053
2015-03-31,1.3714089,1.3702971,1.3702232,1.3681221,1.369116,1.368725,1.3682808
2015-04-01,1.3718976,1.3678026,1.3692012,1.3672013,1.3685629,1.3657544,1.3663203
2015-04-02,1.3705429,1.3675244,1.3672255,1.3662243,1.3674145,1.3661369,1.3654159
2015-04-05,1.3682358,1.3675072,1.368137,1.3679062,1.3659886,1.3655967,1.3672918
2015-04-06,1.3678052,1.3674492,1.3669608,1.3674622,1.366274,1.3653891,1.3647348
2015-04-07,1.3684976,1.3674921,1.36661,1.3665683,1.3648801,1.3655568,1.3634098
2015-04-08,1.366848,1.3675896,1.3670168,1.3651222,1.365324,1.3652936,1.3615208
2015-04-09,1.367147,1.3663522,1.3661692,1.3649626,1.3628262,1.3610688,1.3602118
2015-04-10,1.3674791,1.3656607,1.3642733,1.3640343,1.3620346,1.3604966,1.3615825
2015-04-12,1.3654915,1.3647418,1.364168,1.3621686,1.361056,1.3589537,1.3596051
2015-04-13,1.3657402,1.3634659,1.3611264,1.3598623,1.361218,1.3595314,1.3593113
2015-04-14,1.3645742,1.3620524,1.359789,1.3607378,1.3594306,1.3597713,1.35861
2015-04-15,1.362759,1.3608637,1.3615355,1.359063,1.35922,1.3579642,1.3559701
2015-04-16,1.3620346,1.361861,1.3608776,1.3595138,1.3573,1.3565494,1.3554432
2015-04-17,1.3609049,1.359929,1.3586133,1.3580027,1.3564923,1.3554909,1.3541389
2015-04-19,1.3595036,1.3593184,1.357342,1.3561724,1.3548216,1.355421,1.350825
2015-04-20,1.3590516,1.3562249,1.3564333,1.3542435,1.3541337,1.3528634,1.3533181
2015-04-21,1.3570708,1.3551077,1.3551744,1.3537898,1.3524398,1.3513995,1.3527753
2015-04-22,1.3562778,1.3551474,1.3544555,1.3514405,1.3533013,1.3521013,1.3510424
2015-04-23,1.3552765,1.3520949,1.3519357,1.3534262,1.352532,1.3525858,1.3542252
2015-04-24,1.3541319,1.3521205,1.3528419,1.3526245,1.3527048,1.352346,1.3506047
2015-04-26,1.3518256,1.3531758,1.3528392,1.3528095,1.3512845,1.3529849,1.3482865
2015-04-27,1.3523921,1.3519795,1.3528453,1.3525275,1.3517417,1.349149,1.3490977
2015-04-28,1.351807,1.3520919,1.3528364,1.3518046,1.3514428,1.3479662,1.3508807
2015-04-29,1.3524078,1.3532314,1.3514299,1.349421,1.3493171,1.3505776,1.3500292
2015-04-30,1.3517915,1.3519418,1.349398,1.3484298,1.3485725,1.3495053,1.347034
2015-05-01,1.3524238,1.3491757,1.3510051,1.3496015,1.3508538,1.3463142,1.3467324
2015-05-03,1.3485622,1.3498515,1.3498285,1.3497432,1.3456324,1.3475435,1.3482177
2015-05-04,1.3504564,1.3491565,1.3505254,1.3476477,1.3484889,1.3473668,1.3456948
2015-05-05,1.349659,1.3498669,1.3481871,1.3481718,1.3495368,1.3493847,1.3493007
2015-05-06,1.3488494,1.3464247,1.3469617,1.3476528,1.3479313,1.347542,1.3473233
2015-05-07,1.3469734,1.3484204,1.3468121,1.3473065,1.3454355,1.3468406,1.3477688
2015-05-08,1.3476545,1.3476369,1.3483238,1.3472656,1.3483552,1.3476976,1.3466127
2015-05-10,1.3483735,1.3468127,1.3480096,1.3471979,1.3494246,1.34822,1.3485775
2015-05-11,1.346369,1.349099,1.347007,1.3484448,1.347781,1.3476579,1.3478503
2015-05-12,1.3499098,1.3465915,1.348189,1.3465272,1.3452339,1.3465822,1.3484614
2015-05-13,1.3462613,1.3476638,1.3465686,1.3474041,1.3477678,1.3450358,1.3477831
2015-05-14,1.348714,1.3479794,1.3467143,1.348674,1.3477942,1.3469551,1.3484533
2015-05-15,1.3479326,1.3473077,1.3481994,1.3470381,1.347798,1.3476169,1.3477675
2015-05-17,1.347297,1.3480271,1.3465255,1.3473922,1.3478018,1.3473173,1.3481891
2015-05-18,1.3482429,1.3485454,1.3466871,1.3486385,1.3478049,1.3475507,1.3496689
2015-05-19,1.3471777,1.3465624,1.3482444,1.3476121,1.3478079,1.3509665,1.3506149
2015-05-20,1.3469005,1.3500811,1.3464953,1.348889,1.3479759,1.349306,1.3511165
2015-05-21,1.348844,1.3462753,1.3466644,1.3493211,1.3503946,1.3490599,1.351396
2015-05-22,1.3468828,1.3484857,1.3484428,1.3482659,1.3496019,1.3492349,1.3513584
2015-05-24,1.3476467,1.3493392,1.3492651,1.3491883,1.351754,1.3499283,1.3520311
2015-05-25,1.3498515,1.3496504,1.3490175,1.3518623,1.3512487,1.3516123,1.3520441
2015-05-26,1.3503426,1.3506867,1.3521699,1.3484446,1.3523048,1.3519531,1.3527869
2015-05-27,1.3522109,1.349486,1.3527875,1.3529309,1.3535049,1.3524164,1.3534561
2015-05-28,1.3496493,1.35094,1.3519988,1.3524481,1.3518958,1.3539548,1.3560193
2015-05-29,1.351796,1.3530321,1.3522166,1.3529773,1.3540094,1.3559831,1.357951
2015-05-31,1.3513793,1.3522327,1.3528347,1.3540337,1.3564405,1.3562585,1.3571447
2015-06-01,1.3514278,1.351829,1.3537306,1.356345,1.3554369,1.3573711,1.3583645
2015-06-02,1.3524839,1.3534871,1.3562675,1.3558259,1.3567686,1.3581028,1.3588194
2015-06-03,1.3533612,1.3539416,1.3558553,1.3565776,1.3578784,1.3589513,1.3597922
2015-06-04,1.357156,1.3580449,1.3570778,1.3577101,1.3588983,1.359994,1.3612412
2015-06-05,1.356504,1.3570335,1.3579992,1.3589121,1.3602031,1.3612535,1.3600134
2015-06-07,1.3568648,1.3594717,1.35819,1.3589585,1.3611975,1.360347,1.3604437
2015-06-08,1.3575774,1.358081,1.3600199,1.3599279,1.3630078,1.3624548,1.3633808
2015-06-09,1.3587835,1.359104,1.3613502,1.3614442,1.3620366,1.3638846,1.3642905
2015-06-10,1.3589524,1.3610307,1.3612766,1.3629264,1.3631897,1.3640631,1.3634728
2015-06-11,1.3604671,1.3593749,1.3632206,1.3637974,1.3648943,1.3649359,1.3665446
2015-06-12,1.3618786,1.3612094,1.3617122,1.3637154,1.3643601,1.367878,1.365817
2015-06-14,1.3630704,1.3637213,1.3637309,1.3640445,1.3659155,1.3644117,1.3671575
2015-06-15,1.3628467,1.3652682,1.3654934,1.3649924,1.3661591,1.3671453,1.3712124
2015-06-16,1.3654631,1.3645958,1.3655604,1.3677316,1.3658856,1.3690718,1.3746654
2015-06-17,1.3651339,1.3651944,1.3664736,1.3670297,1.3712282,1.3740783,1.3764604
2015-06-18,1.3661125,1.366805,1.3676236,1.3701669,1.3751781,1.3764789,1.3802174
2015-06-19,1.3643575,1.3671837,1.3688588,1.3746364,1.3755665,1.3806411,1.3812724
2015-06-21,1.3666306,1.369519,1.3747973,1.375402,1.3798617,1.3799611,1.3823428
2015-06-22,1.369534,1.376281,1.375766,1.3805733,1.3818204,1.3819507,1.3825504
2015-06-23,1.3746115,1.3751485,1.3798847,1.3808299,1.3818904,1.3827134,1.3818208
2015-06-24,1.3758508,1.3808051,1.3810861,1.3807229,1.3822638,1.3821293,1.3808535
2015-06-25,1.3793386,1.38139,1.3811612,1.3814628,1.3818406,1.3817246,1.3821473
2015-06-26,1.3812611,1.3828661,1.381139,1.3823367,1.3814846,1.3827659,1.383172
2015-06-28,1.3821249,1.3828696,1.3822018,1.3823439,1.3831291,1.3843485,1.383765
2015-06-29,1.3829185,1.3827901,1.3827263,1.3814167,1.3834826,1.3830423,1.3825657
2015-06-30,1.3815316,1.3818097,1.3839371,1.3822377,1.3840832,1.3829681,1.3832909
2015-07-01,1.3836672,1.3823864,1.3820649,1.3837802,1.3833936,1.3848293,1.3859391
2015-07-02,1.3824364,1.3818634,1.384767,1.3856274,1.3859954,1.386036,1.3871614
2015-07-03,1.3840634,1.382252,1.3841182,1.3835851,1.3862373,1.3858439,1.3873025
2015-07-05,1.3830403,1.3842866,1.3845484,1.387816,1.3878394,1.3869246,1.3872671
2015-07-06,1.383851,1.3843776,1.3868517,1.3856283,1.38605,1.3869538,1.388981
2015-07-07,1.3860297,1.383926,1.3871614,1.3885599,1.3884006,1.3900084,1.3890479
2015-07-08,1.3848467,1.3859559,1.3877903,1.3878121,1.3899405,1.3867242,1.3885993
2015-07-09,1.3846022,1.3872805,1.3886502,1.3884497,1.3894309,1.3904033,1.3908308
2015-07-10,1.3886989,1.388058,1.3880044,1.3899615,1.388001,1.390299,1.3910416
2015-07-12,1.387755,1.3887159,1.3866569,1.3891567,1.391341,1.3910669,1.3904717
2015-07-13,1.3878983,1.3879995,1.3878757,1.3884219,1.3908259,1.3905528,1.3909785
2015-07-14,1.3892517,1.3900536,1.3894794,1.3915017,1.3911318,1.3910252,1.3908614
2015-07-15,1.3890156,1.3883566,1.3915681,1.3924118,1.39215,1.390916,1.393424
2015-07-16,1.3894168,1.3906866,1.3914361,1.3915563,1.3914025,1.3927956,1.3929664
2015-07-17,1.3906423,1.3905793,1.3911624,1.391463,1.3927674,1.3922406,1.393953
2015-07-19,1.3912896,1.3906926,1.3909162,1.3928783,1.3933786,1.3929993,1.3938377
2015-07-20,1.391195,1.391503,1.393546,1.393716,1.3941473,1.393263,1.394682
2015-07-21,1.3911135,1.393207,1.3931929,1.3930485,1.3909981,1.3956536,1.3958191
2015-07-22,1.3933473,1.3929431,1.3936245,1.3933864,1.3946985,1.3953713,1.3960536
2015-07-23,1.3938949,1.3939847,1.395335,1.3956031,1.396371,1.3960407,1.3965986
2015-07-24,1.3922861,1.3934797,1.3946521,1.3969433,1.3952683,1.397699,1.4036136
2015-07-26,1.3937567,1.3928256,1.3955061,1.3959618,1.3964243,1.4038019,1.4059815
2015-07-27,1.3972504,1.396359,1.3961453,1.3977439,1.4038917,1.4042611,1.4073782
2015-07-28,1.3930128,1.3962803,1.3977629,1.4041579,1.4041557,1.4061098,1.409638
2015-07-29,1.3956126,1.397539,1.4039782,1.4049375,1.4058377,1.4072379,1.4066597
2015-07-30,1.397493,1.4038209,1.405929,1.4064133,1.4063649,1.4068351,1.4080166
2015-07-31,1.4035841,1.4050028,1.4045277,1.4076531,1.4069407,1.4075985,1.409194
2015-08-02,1.4042615,1.4050604,1.4058247,1.4069558,1.4078535,1.409974,1.4115943
2015-08-03,1.4047196,1.4053905,1.4078323,1.4079754,1.40882,1.4110626,1.4108963
2015-08-04,1.4066911,1.4064916,1.4085042,1.4092649,1.4065776,1.4106553,1.4129393
2015-08-05,1.4064573,1.407405,1.4093162,1.410474,1.4110173,1.4118845,1.4135344
2015-08-06,1.408855,1.4099332,1.4083533,1.4107778,1.412915,1.4128894,1.4161495
2015-08-07,1.4099592,1.4090685,1.4109132,1.4136493,1.4149631,1.4153856,1.421155
2015-08-09,1.4105295,1.411586,1.4133439,1.4158235,1.4161811,1.4208077,1.422809
2015-08-10,1.4101642,1.4138925,1.4137491,1.4154574,1.4224213,1.4216795,1.4258528
2015-08-11,1.4129248,1.4135866,1.4155732,1.4207938,1.4222392,1.4261526,1.4304498
2015-08-12,1.4152851,1.4154058,1.4204429,1.4211115,1.4260833,1.4302381,1.4319226
2015-08-13,1.4160954,1.4204171,1.4214932,1.4267613,1.4287035,1.4306221,1.4318593
2015-08-14,1.4205816,1.4240288,1.4256303,1.4301314,1.4293152,1.4324948,1.4310559
2015-08-16,1.4222577,1.4255744,1.4284341,1.4313024,1.4318386,1.4324642,1.4323953
2015-08-17,1.4264404,1.4317302,1.4306915,1.4342136,1.4328314,1.4323851,1.4323561
2015-08-18,1.4318243,1.4303181,1.4318709,1.4319303,1.4343265,1.4330974,1.4348907
2015-08-19,1.4308504,1.4332204,1.4326324,1.4320557,1.4342177,1.4342884,1.4354566
2015-08-20,1.4318943,1.4326997,1.4349513,1.436384,1.435277,1.4350063,1.4369816
2015-08-21,1.4314716,1.4327518,1.4320065,1.4348608,1.436142,1.4370449,1.4379311
2015-08-23,1.4329886,1.4290206,1.4342922,1.4345838,1.437196,1.438038,1.4382199
2015-08-24,1.4315971,1.4341397,1.4359965,1.437009,1.4377507,1.4387283,1.4409685
2015-08-25,1.43529,1.4347194,1.4367212,1.437009,1.4386197,1.4403392,1.4416305
2015-08-26,1.436831,1.4370027,1.4375108,1.4388918,1.4410716,1.4436272,1.4426428
2015-08-27,1.4371388,1.4376522,1.4389981,1.4403062,1.4409828,1.4438089,1.4447635
2015-08-28,1.4392544,1.4388835,1.4409575,1.4408878,1.4426117,1.4437256,1.4447788
2015-08-30,1.4381491,1.4404849,1.4423116,1.4422196,1.4449147,1.446044,1.4498142
2015-08-31,1.440346,1.4409086,1.4439046,1.4437023,1.44706,1.450383,1.4525474
2015-09-01,1.4407152,1.443503,1.4446471,1.4476178,1.4502379,1.4510285,1.4523077
2015-09-02,1.4419818,1.4439039,1.4463402,1.4505628,1.4519747,1.4519581,1.4530079
2015-09-03,1.4437226,1.4452022,1.4511495,1.4518112,1.4512718,1.4531525,1.4553248
2015-09-04,1.4442167,1.4517738,1.4506614,1.4513023,1.4526392,1.4520289,1.4561743
2015-09-06,1.448315,1.451527,1.4515148,1.4536141,1.4543102,1.4537369,1.4673096
2015-09-07,1.4510084,1.45228,1.452319,1.4533696,1.4564178,1.467554,1.4736959
2015-09-08,1.4509258,1.4524635,1.4540619,1.4555982,1.4656495,1.4728922,1.4759887
2015-09-09,1.452555,1.4546645,1.4553617,1.4671556,1.4735173,1.4776119,1.4794614
2015-09-10,1.4529179,1.4552232,1.4676633,1.4723654,1.4761921,1.4751017,1.4785959
2015-09-11,1.4554657,1.4661833,1.4738224,1.4756936,1.4810197,1.4832925,1.4813906
2015-09-13,1.4676822,1.4740824,1.4748199,1.4785532,1.4786228,1.4796138,1.4819068
2015-09-14,1.4724363,1.4754499,1.478642,1.4789689,1.480077,1.483045,1.4827858
2015-09-15,1.4763172,1.4785962,1.4803364,1.4805723,1.4821452,1.4835199,1.4841167
2015-09-16,1.4781805,1.4814852,1.4811276,1.4828018,1.4843663,1.4843806,1.4833122
2015-09-17,1.4817723,1.4802598,1.4832667,1.4819558,1.4846506,1.483458,1.4839872
2015-09-18,1.4811031,1.4823618,1.4835792,1.4815484,1.4841468,1.4838799,1.4857506
2015-09-20,1.482563,1.4809685,1.4837323,1.4839401,1.4835213,1.4862651,1.4861318
2015-09-21,1.4812587,1.4828976,1.484201,1.483157,1.4853134,1.4861531,1.4871346
2015-09-22,1.4836706,1.4825482,1.4831643,1.484866,1.4857626,1.4879173,1.4883654
2015-09-23,1.4837323,1.4862984,1.4859818,1.485526,1.488275,1.4868946,1.488812
2015-09-24,1.4837804,1.4858403,1.4852401,1.4865925,1.4869057,1.489032,1.4891156
2015-09-25,1.485307,1.4867971,1.4864612,1.4874034,1.4869994,1.4893638,1.4901724
2015-09-27,1.486676,1.4864525,1.4879365,1.4872328,1.4897215,1.4918097,1.4901961
2015-09-28,1.4861077,1.4866633,1.4859084,1.4878206,1.4892641,1.4891142,1.4895074
2015-09-29,1.4888737,1.4872917,1.4875242,1.488667,1.488747,1.4886944,1.4893827
2015-09-30,1.4902388,1.488582,1.4891639,1.4888161,1.4888717,1.4883869,1.4860175
2015-10-01,1.4887792,1.4892554,1.4886062,1.4903312,1.4890225,1.4878808,1.4888864
2015-10-02,1.4900558,1.4899032,1.4901155,1.4900604,1.4890718,1.4881781,1.4879831
2015-10-04,1.4900738,1.4884003,1.4906236,1.4893228,1.4901516,1.4890624,1.4863648
2015-10-05,1.4895324,1.4892333,1.4889742,1.4876957,1.488051,1.4870392,1.485923
2015-10-06,1.4887874,1.4886097,1.4879636,1.4887568,1.4858648,1.4858751,1.4852451
2015-10-07,1.4904608,1.4883686,1.4880645,1.486814,1.4855405,1.4850448,1.4841089
2015-10-08,1.4883134,1.4877105,1.4866493,1.4854771,1.4844424,1.4846853,1.4846498
2015-10-09,1.4878532,1.4865367,1.4859437,1.4848685,1.4845163,1.4850566,1.4833794
2015-10-11,1.4859612,1.486594,1.484233,1.4850855,1.4852892,1.484376,1.483023
2015-10-12,1.4863614,1.4846768,1.4843092,1.4846303,1.4831764,1.4832219,1.4835806
2015-10-13,1.4844058,1.4840798,1.484655,1.4834312,1.483133,1.4831017,1.4838041
2015-10-14,1.4851105,1.4855597,1.4838226,1.4840724,1.4830098,1.4828696,1.482731
2015-10-15,1.4841518,1.4836017,1.4826645,1.4830778,1.4828472,1.4826612,1.4829757
2015-10-16,1.4826077,1.4830917,1.4819595,1.483655,1.4827238,1.484126,1.4824106
2015-10-18,1.4833037,1.4825207,1.4832472,1.4826972,1.4837736,1.4847537,1.4822857
2015-10-19,1.4830518,1.4828972,1.4843779,1.4841479,1.4810724,1.4832512,1.4835299
2015-10-20,1.483618,1.4831953,1.4817829,1.4832917,1.4832875,1.4826659,1.4828538
2015-10-21,1.4841814,1.4828813,1.4831436,1.4826002,1.4823146,1.4821534,1.4801365
2015-10-22,1.4826775,1.482699,1.483222,1.4812354,1.4818469,1.4817894,1.4786797
2015-10-23,1.4822148,1.4837086,1.4826434,1.4816672,1.479091,1.4791126,1.4770908
2015-10-25,1.4830533,1.4830902,1.4815849,1.4802814,1.4782193,1.4759247,1.4752017
2015-10-26,1.4819378,1.4814442,1.4808306,1.4786605,1.477045,1.4743717,1.4733791
2015-10-27,1.4829999,1.4819121,1.4784971,1.4766214,1.4746155,1.4741207,1.4717035
2015-10-28,1.4815837,1.4784938,1.4764596,1.473092,1.4735178,1.4708434,1.470571
2015-10-29,1.4786631,1.4768062,1.4754914,1.4728302,1.4725965,1.4711078,1.4702438
2015-10-30,1.4761745,1.4740962,1.4755055,1.470368,1.4706678,1.4688314,1.4698411
2015-11-01,1.4746035,1.4740412,1.4721191,1.4724066,1.4702358,1.469817,1.4688531
2015-11-02,1.4741693,1.4722842,1.471386,1.4698849,1.4696106,1.4688003,1.4681485
2015-11-03,1.4709051,1.4694293,1.4691831,1.4688903,1.4690505,1.4691644,1.4684076
2015-11-04,1.4699235,1.4706221,1.469359,1.4690132,1.4679569,1.4681426,1.4678328
2015-11-05,1.4721969,1.4704384,1.4683448,1.4684983,1.4676821,1.4676958,1.4675169
2015-11-06,1.4688649,1.4698951,1.4687976,1.4678793,1.4670824,1.4668642,1.4671754
2015-11-08,1.4689437,1.4674424,1.467889,1.4681495,1.467478,1.4667596,1.4657894
2015-11-09,1.4675524,1.4675661,1.467798,1.467515,1.4666514,1.4654825,1.4603785
2015-11-10,1.4683665,1.4683151,1.4672506,1.4655573,1.4665557,1.4629508,1.4535198
2015-11-11,1.467465,1.4671875,1.4670722,1.4665504,1.4601372,1.4530892,1.4523789
2015-11-12,1.4679687,1.4674083,1.4654939,1.4618604,1.4528812,1.4519023,1.451356
2015-11-13,1.4668752,1.4657599,1.4617735,1.4533199,1.4517419,1.4522989,1.4512522
2015-11-15,1.4659473,1.4604586,1.4534578,1.4533315,1.4506192,1.4500996,1.4454415
2015-11-16,1.4600972,1.4524119,1.4529932,1.4524742,1.4507122,1.4462955,1.4450055
2015-11-17,1.4539601,1.4521835,1.4516121,1.4497329,1.4452097,1.4448225,1.4433974
2015-11-18,1.453298,1.451748,1.4518725,1.4453977,1.4441577,1.4418429,1.4408209
2015-11-19,1.4523407,1.4513283,1.4460464,1.444272,1.4423933,1.4415861,1.435276
2015-11-20,1.450579,1.445979,1.4450412,1.4436498,1.4407797,1.4344139,1.4324952
2015-11-22,1.4466474,1.4451454,1.4440504,1.4415073,1.4355115,1.4327502,1.4312433
2015-11-23,1.4431732,1.443833,1.4415629,1.4334079,1.4323463,1.4311662,1.4301609
2015-11-24,1.4432789,1.4414669,1.4348516,1.4332571,1.4309262,1.431423,1.431298
2015-11-25,1.4422708,1.4352059,1.4323503,1.431291,1.4300278,1.4296198,1.429279
2015-11-26,1.4352186,1.4321892,1.4330542,1.4306672,1.4302691,1.4291602,1.4316046
2015-11-27,1.4333384,1.4317702,1.4316494,1.4305226,1.4297152,1.4282465,1.428532
2015-11-29,1.430935,1.430282,1.4308733,1.4285461,1.4278011,1.4282979,1.4285496
2015-11-30,1.4322205,1.4291476,1.4298097,1.4296929,1.4289343,1.4285041,1.4282782
2015-12-01,1.4298695,1.4292465,1.4284571,1.4278021,1.4285033,1.4281181,1.428302
2015-12-02,1.4288568,1.431308,1.4283153,1.4285847,1.4278061,1.4285399,1.4282836
2015-12-03,1.427353,1.4275895,1.4299339,1.428531,1.4281803,1.4275571,1.4286704
2015-12-04,1.427639,1.4274914,1.4289052,1.4283897,1.4275461,1.427989,1.4283357
2015-12-06,1.4283336,1.4271157,1.4282253,1.4275366,1.4301232,1.4278116,1.428156
2015-12-07,1.4290723,1.4288731,1.4284235,1.428352,1.4282918,1.4283289,1.4278337
2015-12-08,1.4278468,1.429652,1.4272903,1.4286023,1.4280802,1.4288661,1.4292994
2015-12-09,1.4282345,1.4274645,1.42912,1.4274054,1.4277177,1.4279519,1.4273729
2015-12-10,1.4279996,1.427449,1.4288347,1.428093,1.4275886,1.4286202,1.4280393
2015-12-11,1.4285399,1.4286531,1.4283774,1.4277853,1.4289254,1.4287219,1.4279344
2015-12-13,1.4273276,1.4278927,1.4272522,1.4288098,1.4274758,1.4279492,1.4284837
2015-12-14,1.428041,1.4286746,1.4285899,1.4274863,1.4291,1.4285188,1.427389
2015-12-15,1.4286681,1.4278904,1.4284503,1.4293318,1.4268746,1.4282373,1.4286199
