,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD,EURCAD
2015-12-16,1.4287575,1.4287057,1.4284481,1.4281784,1.428441,1.4279181,1.4280163
2015-12-17,1.4275649,1.427889,1.4294554,1.4295659,1.4276026,1.4284106,1.4299728
2015-12-18,1.4294457,1.4287386,1.42637,1.4274344,1.4283248,1.4303852,1.4323914
2015-12-20,1.4277941,1.4278913,1.4283555,1.4283148,1.4303813,1.4319079,1.4413469
2015-12-21,1.4276816,1.4287723,1.4282413,1.4307734,1.430958,1.4387865,1.4561064
2015-12-22,1.4294995,1.4285871,1.4316951,1.4320202,1.4407759,1.4522139,1.4550667
2015-12-23,1.4285115,1.4293976,1.4320033,1.4400696,1.4521989,1.4578114,1.4602787
2015-12-24,1.4299146,1.4313602,1.4404141,1.4532727,1.4547031,1.4594772,1.4742857
2015-12-27,1.4319812,1.4400266,1.4539514,1.4542103,1.4606924,1.4784447,1.4900573
2015-12-28,1.4402163,1.4547822,1.4539918,1.460459,1.4758224,1.4886655,1.4923526
2015-12-29,1.45413,1.4557896,1.4610513,1.4763371,1.488487,1.4910436,1.5013258
2015-12-30,1.4571422,1.4591285,1.4780285,1.4898236,1.4891926,1.5020874,1.5041344
2015-12-31,1.4604666,1.4752045,1.4886731,1.4882636,1.5025816,1.5026959,1.5043632
2016-01-03,1.475776,1.4865599,1.4903567,1.5008082,1.5030104,1.5045127,1.5039961
2016-01-04,1.4881237,1.4879838,1.5028248,1.5029242,1.5045137,1.5061331,1.5054909
2016-01-05,1.4901265,1.5016532,1.5037233,1.5042053,1.5041169,1.5069906,1.5066057
2016-01-06,1.5013728,1.5037919,1.5028925,1.5067031,1.5055497,1.5061707,1.508247
2016-01-07,1.5017369,1.5038401,1.5055869,1.5053499,1.5065645,1.5070087,1.5087212
2016-01-08,1.5034934,1.5040799,1.5060843,1.5061126,1.5074883,1.50805,1.5106082
2016-01-10,1.5048859,1.5055989,1.5071305,1.5077007,1.5091473,1.5095865,1.5105761
2016-01-11,1.5053515,1.505577,1.5085771,1.5077761,1.5107396,1.5108342,1.5105968
2016-01-12,1.5070885,1.5061448,1.5087596,1.511381,1.5108395,1.5123006,1.5158255
2016-01-13,1.5087249,1.508729,1.5106206,1.5094825,1.5116057,1.5136604,1.5145936
2016-01-14,1.508657,1.5101501,1.5115212,1.5112323,1.5141973,1.5190706,1.5154089
2016-01-15,1.509164,1.5108134,1.511109,1.5153074,1.5155543,1.5156659,1.5166538
2016-01-17,1.5109197,1.5113841,1.5151309,1.5152206,1.5159596,1.5160781,1.5163113
2016-01-18,1.5108595,1.5146933,1.5148569,1.5158167,1.5161778,1.5166062,1.5175227
2016-01-19,1.5139849,1.5141201,1.5170151,1.5163081,1.5176525,1.5168041,1.5197854
2016-01-20,1.5158045,1.5159216,1.5150154,1.5168389,1.5165635,1.516819,1.5200614
2016-01-21,1.5162671,1.5157365,1.5164684,1.5176065,1.5179445,1.520159,1.5256462
2016-01-22,1.5168302,1.5168006,1.5179538,1.51776,1.5215926,1.5249398,1.5250585
2016-01-24,1.5168078,1.5167403,1.5181339,1.5216084,1.5232265,1.5240955,1.5277666
2016-01-25,1.5165193,1.519071,1.5198133,1.5244007,1.5254015,1.5274106,1.528019
2016-01-26,1.5181124,1.5212078,1.5239967,1.5254693,1.5267891,1.5281552,1.5272878
2016-01-27,1.5200729,1.523578,1.5258207,1.5277914,1.5264235,1.5280482,1.5276366
2016-01-28,1.5244172,1.5248326,1.5283024,1.5284305,1.5281938,1.5269103,1.5325699
2016-01-29,1.5252386,1.5275258,1.5275713,1.5264747,1.5285785,1.5330637,1.5322453
2016-01-31,1.5275952,1.5275738,1.5270144,1.5275854,1.5302863,1.5322005,1.5328993
2016-02-01,1.5275363,1.5283653,1.5286272,1.5321043,1.530434,1.5339298,1.5331686
2016-02-02,1.5275397,1.5270776,1.5335383,1.533026,1.5320244,1.5333433,1.5338583
2016-02-03,1.5276207,1.5306993,1.5306312,1.5340414,1.5317839,1.5345944,1.5363253
2016-02-04,1.5328767,1.5320988,1.5327302,1.5334042,1.5318509,1.5362478,1.5348934
2016-02-05,1.5329018,1.5338544,1.5315166,1.534072,1.5364072,1.5342932,1.5356339
2016-02-07,1.5335615,1.5351623,1.5344988,1.5331709,1.534766,1.5366935,1.5370536
2016-02-08,1.5349352,1.5343792,1.537155,1.5366995,1.5365539,1.5371192,1.5409529
2016-02-09,1.5347941,1.5377847,1.5356383,1.5358092,1.5366948,1.5406289,1.5413115
2016-02-10,1.5331703,1.5375865,1.5358738,1.5364343,1.5412307,1.5415074,1.5436106
2016-02-11,1.5349832,1.53612,1.5379425,1.5403719,1.5410534,1.5425378,1.5431564
2016-02-12,1.5364399,1.5366559,1.5408709,1.5409364,1.542244,1.5432478,1.5424854
2016-02-14,1.5385298,1.5410331,1.5419647,1.5424076,1.5435249,1.5423247,1.5425171
2016-02-15,1.5386595,1.5418179,1.5432322,1.5431244,1.5426089,1.5432426,1.5435245
2016-02-16,1.5423235,1.5427701,1.5432771,1.5427766,1.5435195,1.54229,1.5435675
2016-02-17,1.5435067,1.5429648,1.5417258,1.5424696,1.5425738,1.5432342,1.5419759
2016-02-18,1.5422424,1.5430062,1.5430808,1.5422608,1.5435119,1.5427321,1.5413502
2016-02-19,1.5430537,1.5429506,1.5414047,1.5438901,1.5415572,1.5410373,1.5409491
2016-02-21,1.5426868,1.542993,1.5429913,1.5419241,1.537983,1.5396303,1.5362641
2016-02-22,1.5434098,1.5429349,1.5424416,1.5409083,1.541211,1.5383866,1.5349488
2016-02-23,1.5422137,1.5424801,1.540452,1.5409273,1.5392474,1.5359204,1.5344135
2016-02-24,1.5436603,1.5404484,1.5401399,1.5370113,1.5369215,1.5336335,1.5332792
2016-02-25,1.5422004,1.5401306,1.5386621,1.5353596,1.5345176,1.5339888,1.5327111
2016-02-26,1.5394545,1.5363872,1.536114,1.5350217,1.5333009,1.5339818,1.5312959
2016-02-28,1.5384388,1.5344653,1.534168,1.5333687,1.5334526,1.5326664,1.5319757
2016-02-29,1.5355364,1.5346524,1.5365223,1.533038,1.5338966,1.5320046,1.5316652
2016-03-01,1.5346445,1.5339421,1.5328401,1.5323031,1.5317163,1.5317142,1.531748
2016-03-02,1.5341727,1.5321404,1.5315834,1.5318191,1.5315001,1.5296851,1.5303335
2016-03-03,1.5349405,1.5321419,1.5325521,1.5304881,1.5308682,1.529669,1.528868
2016-03-04,1.5309846,1.532433,1.5315007,1.5304173,1.5309472,1.5296391,1.5247498
2016-03-06,1.5319922,1.5311885,1.5290277,1.5296032,1.5295647,1.5251365,1.5239872
2016-03-07,1.5305345,1.530692,1.5309951,1.5264187,1.5259116,1.5229102,1.5225252
2016-03-08,1.531441,1.5289876,1.5291675,1.5252254,1.5230566,1.5213418,1.5192682
2016-03-09,1.5305105,1.528951,1.5246669,1.5241269,1.5229962,1.5204818,1.5166863
2016-03-10,1.5287069,1.5250685,1.5247698,1.521862,1.517319,1.5172156,1.5154096
2016-03-11,1.5246321,1.5240967,1.5231907,1.5181661,1.5177734,1.5163038,1.5146854
2016-03-13,1.5242724,1.5218245,1.5194674,1.5163199,1.5157297,1.5147717,1.5000834
2016-03-14,1.5232198,1.5197343,1.5169607,1.5148314,1.5153631,1.5011989,1.4875383
2016-03-15,1.5159885,1.5171127,1.5155389,1.515812,1.5013963,1.4860406,1.4840825
2016-03-16,1.5158803,1.5152861,1.5142426,1.4983323,1.4866651,1.4825372,1.478734
2016-03-17,1.5165375,1.5149531,1.5016084,1.4863981,1.4828142,1.4788245,1.478117
2016-03-18,1.5139642,1.5007392,1.4865421,1.4834088,1.4786379,1.4776946,1.4733546
2016-03-20,1.500448,1.4880484,1.4841365,1.4783164,1.4783317,1.4765787,1.4767104
2016-03-21,1.4861664,1.4837515,1.479248,1.4776798,1.4769123,1.474777,1.474851
2016-03-22,1.4821587,1.4774923,1.4766971,1.4738735,1.4757004,1.4772536,1.4758233
2016-03-23,1.4789145,1.4770004,1.476458,1.4756889,1.4769251,1.4753551,1.474655
2016-03-24,1.4764259,1.4768776,1.4762188,1.4768513,1.4764878,1.4758592,1.4765186
2016-03-27,1.4760628,1.4750894,1.4761674,1.4762381,1.4755232,1.4753898,1.4748663
2016-03-28,1.4754033,1.4766786,1.4754505,1.4758784,1.4762701,1.475761,1.4732933
2016-03-29,1.4767839,1.4760681,1.4770353,1.4754473,1.4756333,1.4734242,1.4749695
2016-03-30,1.4759852,1.4774214,1.4747735,1.4740539,1.47468,1.4762274,1.4748365
2016-03-31,1.476702,1.4753249,1.4761919,1.4744418,1.4759408,1.47418,1.4752823
2016-04-01,1.4759738,1.475276,1.4744768,1.4751232,1.4739437,1.4758153,1.4757013
2016-04-03,1.4753549,1.4749217,1.4761081,1.4756151,1.4749337,1.475541,1.4751829
2016-04-04,1.4750506,1.4742295,1.4739337,1.4754059,1.4746431,1.4743828,1.4761349
2016-04-05,1.4751782,1.4751925,1.4762769,1.4753323,1.4750874,1.4767574,1.4755774
2016-04-06,1.4752403,1.4750152,1.4762247,1.4751636,1.4757859,1.4758579,1.4780194
2016-04-07,1.4763639,1.4753466,1.4746089,1.4753214,1.4750026,1.476977,1.4759105
2016-04-08,1.4746567,1.4751896,1.4758506,1.4753498,1.4760844,1.4735619,1.4746425
2016-04-10,1.4754775,1.4749998,1.4757494,1.4730783,1.4742838,1.4748971,1.47471
2016-04-11,1.4736639,1.475355,1.4749207,1.473964,1.4735247,1.4733533,1.4744375
2016-04-12,1.4748371,1.4751871,1.4756113,1.476184,1.4756521,1.4747766,1.474441
2016-04-13,1.4755421,1.4747826,1.4757713,1.4749335,1.4751327,1.4746249,1.4749411
2016-04-14,1.4750104,1.4745417,1.4742538,1.4754484,1.4754388,1.4734886,1.4733027
2016-04-15,1.474966,1.4746585,1.4753997,1.475075,1.4749657,1.4749006,1.4745932
2016-04-17,1.474182,1.4745764,1.4758047,1.4744759,1.475462,1.4747488,1.4754013
2016-04-18,1.4752059,1.4741766,1.475057,1.4745371,1.4749562,1.4736176,1.4746697
2016-04-19,1.4753352,1.4746438,1.4745023,1.4744929,1.4754846,1.4750241,1.4742038
2016-04-20,1.4752914,1.4726768,1.474713,1.4732847,1.4749484,1.4721887,1.4725261
2016-04-21,1.4745264,1.474768,1.475191,1.4745033,1.4748591,1.4720186,1.4710886
2016-04-22,1.4746476,1.4763683,1.4742081,1.4745698,1.4712552,1.4708647,1.4707854
2016-04-24,1.4750589,1.4729127,1.4748601,1.4717677,1.4716989,1.4712045,1.4709535
2016-04-25,1.4748056,1.4740916,1.4713004,1.4712123,1.4715058,1.4707971,1.4699072
2016-04-26,1.4742314,1.4729847,1.4705372,1.471659,1.4704317,1.4699275,1.4661078
2016-04-27,1.4733617,1.4711009,1.4702629,1.4713205,1.4679961,1.4670979,1.4658375
2016-04-28,1.4717892,1.4708437,1.4701116,1.4695569,1.4674338,1.4654392,1.4628489
2016-04-29,1.4714692,1.4705621,1.469009,1.4666004,1.4665612,1.4633907,1.4637703
2016-05-01,1.4702812,1.4702691,1.467315,1.4660146,1.4634092,1.4631506,1.4633313
2016-05-02,1.4688993,1.4665993,1.4661688,1.4636964,1.4625868,1.4626703,1.4623458
2016-05-03,1.4664094,1.465845,1.4620358,1.4631507,1.4631025,1.4635599,1.4628149
2016-05-04,1.4658936,1.463573,1.463807,1.4633086,1.4629436,1.4632328,1.4638664
2016-05-05,1.4630629,1.4635079,1.4634213,1.4627343,1.4628711,1.4634413,1.4633652
2016-05-06,1.4634506,1.4628379,1.462175,1.4638921,1.4634658,1.4632858,1.4622431
2016-05-08,1.4630507,1.4636008,1.464472,1.4628159,1.4630891,1.4632058,1.4618343
2016-05-09,1.4634631,1.4635295,1.4618444,1.462571,1.462847,1.4629105,1.4601616
2016-05-10,1.4630369,1.4627912,1.4639184,1.4638408,1.4621605,1.461191,1.461913
2016-05-11,1.4634762,1.4636304,1.4634672,1.4636734,1.4606874,1.4618175,1.4600629
2016-05-12,1.4630227,1.4635527,1.462163,1.4631672,1.4612021,1.4588116,1.462055
2016-05-13,1.46349,1.4615512,1.4628994,1.4617248,1.4596194,1.4593192,1.4596542
2016-05-15,1.4625453,1.4621729,1.4603547,1.4604566,1.4607,1.4620534,1.4593676
2016-05-16,1.4622189,1.4620032,1.4616172,1.4613557,1.454606,1.4608521,1.4603693
2016-05-17,1.4602914,1.4604317,1.4598148,1.4602818,1.4620079,1.4613049,1.4592488
2016-05-18,1.4622293,1.4601654,1.4606917,1.4634913,1.4580078,1.4606442,1.4602109
2016-05-19,1.4621449,1.4597924,1.4620628,1.4598023,1.4593009,1.4612465,1.4620079
2016-05-20,1.4583149,1.4603075,1.4578209,1.4601735,1.4613254,1.4602877,1.4596846
2016-05-22,1.4609258,1.4589761,1.4586612,1.4592892,1.4603375,1.4602576,1.4591444
2016-05-23,1.4612157,1.460682,1.4600177,1.459982,1.4607158,1.4607239,1.4596852
2016-05-24,1.4597884,1.4606587,1.4608196,1.4586235,1.4606371,1.4573021,1.4601693
2016-05-25,1.4592832,1.4591401,1.4607401,1.4605494,1.4593036,1.4602778,1.4575741
2016-05-26,1.4610336,1.4593827,1.4610839,1.4608876,1.4594465,1.4577672,1.4577211
2016-05-27,1.4596308,1.4601518,1.459224,1.4602141,1.458182,1.4575138,1.4588672
2016-05-29,1.4590603,1.4605607,1.4587431,1.4582769,1.4578686,1.4593668,1.4591472
2016-05-30,1.4613189,1.4594079,1.4578227,1.457954,1.4600313,1.4619757,1.4629345
2016-05-31,1.4580789,1.4572015,1.4594275,1.4579488,1.4585081,1.4603109,1.4591651
2016-06-01,1.4575617,1.4577029,1.459988,1.462778,1.4592085,1.4597776,1.4625007
2016-06-02,1.4578868,1.4610032,1.4605135,1.4610089,1.4624214,1.4613922,1.460288
2016-06-03,1.4592061,1.4614028,1.4604144,1.4608468,1.4613417,1.4616678,1.4617863
2016-06-05,1.460602,1.4626772,1.459596,1.4611845,1.4610944,1.460996,1.4612732
2016-06-06,1.461271,1.4617867,1.4609804,1.4620693,1.462266,1.4612643,1.4616616
2016-06-07,1.4610325,1.4632914,1.4612392,1.461877,1.4618851,1.4618965,1.4612681
2016-06-08,1.4608238,1.4617319,1.4610776,1.4609095,1.4609296,1.460966,1.4623702
2016-06-09,1.4613101,1.4620514,1.4620062,1.4617254,1.4606054,1.4610046,1.4619755
2016-06-10,1.4614848,1.4610155,1.4616022,1.4623324,1.4615431,1.4616688,1.4618946
2016-06-12,1.46249,1.4632784,1.4613223,1.4622526,1.4614216,1.4617587,1.4610817
2016-06-13,1.461372,1.4610963,1.4610158,1.4616894,1.4619943,1.4609306,1.4616594
2016-06-14,1.4606751,1.4608814,1.4620445,1.4625876,1.4606143,1.461889,1.4611071
2016-06-15,1.4619468,1.4600736,1.4615958,1.4602568,1.4603535,1.4605136,1.4592483
2016-06-16,1.4610549,1.460038,1.4631723,1.461701,1.4611609,1.459707,1.4578439
2016-06-17,1.4619048,1.4590057,1.4601563,1.4605348,1.4596134,1.4581213,1.456397
2016-06-19,1.4610825,1.4594275,1.4594804,1.459942,1.4577913,1.4573997,1.4559424
2016-06-20,1.460873,1.4603002,1.4597484,1.4588598,1.4566981,1.4561529,1.4553145
2016-06-21,1.4604137,1.4602406,1.4592538,1.4568924,1.4559191,1.4554473,1.4532003
2016-06-22,1.4599882,1.4579246,1.4569039,1.4570506,1.4565461,1.4540732,1.4532965
2016-06-23,1.457177,1.4568032,1.4561899,1.4558811,1.4537662,1.4527954,1.4520843
2016-06-24,1.4568977,1.4566739,1.4557285,1.4541653,1.4533705,1.4526889,1.4505903
2016-06-26,1.4557226,1.4562296,1.454114,1.4533749,1.4523436,1.4517593,1.4510759
2016-06-27,1.4561491,1.4545114,1.4529997,1.4524802,1.451861,1.4512211,1.4505551
2016-06-28,1.4533988,1.4534645,1.4525541,1.4513314,1.4523553,1.450406,1.4504555
2016-06-29,1.4538193,1.45292,1.4525073,1.4514217,1.4523098,1.4505079,1.4495852
2016-06-30,1.4523797,1.4520863,1.4504737,1.4512191,1.4510862,1.4500417,1.4493076
2016-07-01,1.451833,1.4518113,1.4509815,1.4508445,1.4492439,1.4497955,1.446118
2016-07-03,1.4524862,1.4505733,1.4501445,1.4496099,1.4479029,1.445581,1.4462978
2016-07-04,1.4505973,1.4503174,1.4492865,1.4489834,1.4465854,1.4443752,1.4449719
2016-07-05,1.4499975,1.4501944,1.4497281,1.445937,1.4447863,1.4441823,1.4434093
2016-07-06,1.4494538,1.4490433,1.4470432,1.4459248,1.4434854,1.4430094,1.4432251
2016-07-07,1.4496832,1.4473007,1.4468371,1.4441172,1.4417921,1.4438576,1.4430693
2016-07-08,1.4476484,1.4445112,1.4435252,1.4433026,1.4443426,1.4419572,1.4434274
2016-07-10,1.445334,1.4438695,1.4429902,1.4441925,1.443622,1.4432458,1.4434224
2016-07-11,1.4442965,1.4439688,1.4437683,1.4427178,1.4442104,1.4419348,1.440407
2016-07-12,1.4455616,1.4419262,1.4428836,1.4433343,1.4417475,1.442982,1.4435357
2016-07-13,1.4436761,1.4446511,1.4414082,1.4422425,1.4419132,1.4421763,1.4406276
2016-07-14,1.4436239,1.4440658,1.443765,1.4436889,1.4413966,1.4410688,1.4412274
2016-07-15,1.4452888,1.4427159,1.4420607,1.4418069,1.4410634,1.4403313,1.4404597
2016-07-17,1.442603,1.4415647,1.4426652,1.4409404,1.4403684,1.4410001,1.4404813
2016-07-18,1.4417799,1.4415243,1.4410229,1.4409841,1.4405829,1.4411925,1.4404871
2016-07-19,1.4414611,1.4410869,1.4411018,1.4408119,1.4401493,1.4398427,1.4407604
2016-07-20,1.441628,1.4410368,1.4415343,1.4398689,1.4404347,1.4412161,1.4409271
2016-07-21,1.4414339,1.4409113,1.4403424,1.4406083,1.4406112,1.440314,1.4412302
2016-07-22,1.4397851,1.4407464,1.4408476,1.4409692,1.4415908,1.4414188,1.4403162
2016-07-24,1.4406105,1.440418,1.4404429,1.4395308,1.4402928,1.4407461,1.4412041
2016-07-25,1.4405366,1.440171,1.4406612,1.440231,1.4400511,1.4413548,1.4409288
2016-07-26,1.4405133,1.4404328,1.4404696,1.4412096,1.4417683,1.4406698,1.4405832
2016-07-27,1.4414926,1.441283,1.440861,1.4403176,1.439966,1.4411049,1.4408967
2016-07-28,1.4406966,1.4400303,1.4416853,1.441205,1.4412208,1.4403347,1.4412142
2016-07-29,1.440321,1.4405622,1.4400641,1.4403058,1.4420599,1.4413711,1.4402571
2016-07-31,1.4395757,1.441019,1.4414824,1.4412596,1.4404222,1.4405589,1.4410231
2016-08-01,1.4398724,1.4411987,1.4404652,1.4402767,1.4404252,1.4410434,1.4406037
2016-08-02,1.4423556,1.4419793,1.442015,1.4412662,1.4413276,1.4408334,1.4411411
2016-08-03,1.4400861,1.4403248,1.4416901,1.4402463,1.4411932,1.4416322,1.4418806
2016-08-04,1.4406004,1.4411814,1.4398814,1.4412706,1.4411902,1.4411335,1.4403125
2016-08-05,1.4407492,1.4410274,1.441553,1.440957,1.441936,1.4412466,1.4426363
2016-08-07,1.4409148,1.4410057,1.4413253,1.4419417,1.4417499,1.4414368,1.4446834
2016-08-08,1.4411014,1.441569,1.4417189,1.4417298,1.4421352,1.443215,1.4449165
2016-08-09,1.4411967,1.4411411,1.4423125,1.4425389,1.4434407,1.445981,1.4459912
2016-08-10,1.4411771,1.4422653,1.4415509,1.4449439,1.4451524,1.4455988,1.4458264
2016-08-11,1.4420338,1.4415879,1.4452006,1.4464415,1.4458691,1.4469908,1.446672
2016-08-12,1.4417536,1.4449881,1.4454131,1.4463404,1.4464346,1.4474562,1.4476608
2016-08-14,1.4450095,1.4452523,1.4468273,1.4456881,1.4474379,1.4480914,1.4492034
2016-08-15,1.4457324,1.447344,1.4463772,1.447433,1.4477022,1.4502261,1.4484879
2016-08-16,1.4470372,1.4471143,1.4472904,1.4475704,1.4488237,1.4493935,1.449362
2016-08-17,1.4458108,1.4468699,1.447543,1.4490106,1.4498522,1.4499813,1.4500672
2016-08-18,1.4465383,1.447421,1.44874,1.4494601,1.4501299,1.4504133,1.4499222
2016-08-19,1.447904,1.4491583,1.4488794,1.4498105,1.4511853,1.4516412,1.4525086
2016-08-21,1.4495997,1.4493778,1.4493599,1.4509355,1.4516389,1.4531671,1.4523079
2016-08-22,1.449981,1.4495142,1.4494674,1.4505117,1.4535055,1.4517372,1.4522054
2016-08-23,1.4503293,1.4510539,1.4509498,1.4504573,1.4525326,1.4524685,1.4549575
2016-08-24,1.4513055,1.4519483,1.4523329,1.4524299,1.4532734,1.4542173,1.4547234
2016-08-25,1.451217,1.453376,1.452405,1.4529241,1.4549108,1.4552287,1.4552106
2016-08-26,1.4523665,1.4516672,1.4543201,1.4550767,1.4549439,1.4558629,1.456061
2016-08-28,1.4529322,1.4534587,1.4540884,1.4547577,1.4545759,1.4565809,1.4556328
2016-08-29,1.4525225,1.4546279,1.4551396,1.4551963,1.4559237,1.4560003,1.4548237
2016-08-30,1.4545074,1.454868,1.4560417,1.4560349,1.4563283,1.45716,1.4575441
2016-08-31,1.4553888,1.4565645,1.4566547,1.4552525,1.4571837,1.457732,1.4563208
2016-09-01,1.454925,1.4561269,1.4566206,1.4580635,1.4568425,1.4561931,1.4579641
2016-09-02,1.4561552,1.4559478,1.4569151,1.4554608,1.4570158,1.4567506,1.4576149
2016-09-04,1.4570857,1.4568287,1.4566756,1.4569461,1.4573141,1.4578702,1.4570142
2016-09-05,1.4570142,1.4576921,1.4588656,1.4563862,1.4562309,1.458,1.4568313
2016-09-06,1.4570476,1.4569496,1.457607,1.4573246,1.4563823,1.4565593,1.4569573
2016-09-07,1.4572252,1.4575076,1.4566916,1.4581919,1.4564676,1.4565539,1.4571404
2016-09-08,1.4565775,1.4577568,1.4571637,1.4571859,1.4577751,1.4568179,1.4568652
2016-09-09,1.4570547,1.4564147,1.4570192,1.4576945,1.4574926,1.4565595,1.4571497
2016-09-11,1.4549774,1.4576263,1.4562093,1.4567653,1.4565855,1.4568166,1.4568552
2016-09-12,1.4573529,1.4570744,1.4574718,1.4562715,1.4578245,1.4565922,1.457351
2016-09-13,1.4564359,1.4565364,1.457093,1.4564906,1.4574361,1.4575405,1.4572445
2016-09-14,1.4565066,1.457179,1.4575449,1.4571964,1.4573146,1.4572885,1.4583806
2016-09-15,1.4567406,1.4571153,1.4569225,1.4562064,1.4573425,1.4576594,1.4574032
2016-09-16,1.4573965,1.4562182,1.4568954,1.4575102,1.4579704,1.4573778,1.4575341
2016-09-18,1.4570621,1.4575018,1.4576436,1.4577074,1.4580023,1.4577568,1.4576945
2016-09-19,1.4569663,1.4579042,1.4576131,1.4578121,1.4580722,1.4574678,1.4583724
2016-09-20,1.4574742,1.4573947,1.4576441,1.4573486,1.4576975,1.4582366,1.4596872
2016-09-21,1.4571149,1.4571291,1.4576119,1.4574726,1.4584672,1.4593154,1.4604048
2016-09-22,1.4570935,1.4579953,1.4576443,1.4590725,1.4583639,1.4587842,1.4624106
2016-09-23,1.4570092,1.4577448,1.4581082,1.4595945,1.4605261,1.462199,1.4630284
2016-09-25,1.4577765,1.4576391,1.4588293,1.460682,1.4608684,1.4608659,1.4627197
2016-09-26,1.4582676,1.4599221,1.4602149,1.4616106,1.4605111,1.4623221,1.4627452
2016-09-27,1.4594948,1.460202,1.4609282,1.4611346,1.4625919,1.4637318,1.4648172
2016-09-28,1.4601327,1.4609401,1.4615276,1.4626031,1.463977,1.4642311,1.4673771
2016-09-29,1.4614544,1.4630526,1.4628255,1.4637672,1.4641583,1.466098,1.4678411
2016-09-30,1.4612677,1.4621844,1.4642375,1.4644037,1.4645883,1.4700546,1.4684184
2016-10-02,1.4614962,1.4637431,1.4645196,1.4659532,1.4679599,1.4686068,1.4700791
2016-10-03,1.4633632,1.4645895,1.466822,1.4679058,1.467854,1.4695266,1.4700593
2016-10-04,1.4649819,1.468698,1.4673501,1.4679615,1.4699061,1.4688395,1.4711275
2016-10-05,1.4656181,1.4667501,1.4694382,1.471009,1.471014,1.471516,1.4727201
2016-10-06,1.4667921,1.4694738,1.4704349,1.4706565,1.4707359,1.4717382,1.471892
2016-10-07,1.4674308,1.4703072,1.4714303,1.4726421,1.4714606,1.4724598,1.4714397
2016-10-09,1.4708072,1.471034,1.4710532,1.4715633,1.4729346,1.4725075,1.4721892
2016-10-10,1.4716918,1.4721063,1.4727191,1.4720578,1.471671,1.4719533,1.4715081
2016-10-11,1.4709728,1.4718424,1.4716151,1.4725823,1.4725611,1.4720128,1.4716605
2016-10-12,1.4730992,1.4719867,1.4732496,1.4716506,1.4720482,1.4721738,1.4724615
2016-10-13,1.4723027,1.4719137,1.4713188,1.4720918,1.472559,1.4727372,1.4727283
2016-10-14,1.4728799,1.4720439,1.472741,1.4718193,1.4716957,1.4714684,1.4729388
2016-10-16,1.471831,1.4720836,1.4713553,1.4721713,1.4717182,1.4718881,1.4725087
2016-10-17,1.4718457,1.472037,1.4727464,1.4712381,1.4725488,1.4723436,1.4720201
2016-10-18,1.4726957,1.4720036,1.4713858,1.4724174,1.4719213,1.472865,1.4724482
2016-10-19,1.4716696,1.4720398,1.4727532,1.4724216,1.4720707,1.4727012,1.4716916
2016-10-20,1.472468,1.4720049,1.4714147,1.4718513,1.4725598,1.47177,1.4722925
2016-10-21,1.4713182,1.4720987,1.4727621,1.4718384,1.4716864,1.4723911,1.4706088
2016-10-23,1.471438,1.4720184,1.4714406,1.4718595,1.4714898,1.4710715,1.46916
2016-10-24,1.4723535,1.4724187,1.472772,1.4720494,1.4714788,1.4713266,1.4697875
2016-10-25,1.4714965,1.4717283,1.471465,1.4719545,1.4713584,1.469397,1.4708023
2016-10-26,1.4717335,1.472418,1.4718468,1.470859,1.4699246,1.4706979,1.4696285
2016-10-27,1.4725915,1.4717566,1.4715996,1.4698858,1.4708953,1.4684675,1.4679061
2016-10-28,1.4718008,1.4708676,1.4684317,1.4701871,1.4688139,1.4697286,1.4693425
2016-10-30,1.4707807,1.4712348,1.4700314,1.4692811,1.469636,1.4700093,1.469929
2016-10-31,1.470181,1.4699878,1.4688979,1.4696847,1.4695604,1.4693036,1.4707675
2016-11-01,1.4703496,1.469251,1.4688841,1.469268,1.4702837,1.4718325,1.4715728
2016-11-02,1.4677261,1.4698875,1.4702909,1.470198,1.4715258,1.4729667,1.471575
2016-11-03,1.4694571,1.4696236,1.4711144,1.4709471,1.471429,1.4724704,1.4723082
2016-11-04,1.4695922,1.4707282,1.4704635,1.4707658,1.472068,1.470466,1.4717809
2016-11-06,1.4700676,1.4701889,1.4723822,1.4699349,1.4718696,1.4718271,1.4712853
2016-11-07,1.4713032,1.4718095,1.4709018,1.4706757,1.4717392,1.4704156,1.4689596
2016-11-08,1.4722351,1.471593,1.4720122,1.4723227,1.4710677,1.4703429,1.4692701
2016-11-09,1.4725767,1.4714274,1.4713821,1.470734,1.4700377,1.46963,1.4664867
2016-11-10,1.470693,1.4711032,1.4717062,1.4697976,1.4690282,1.4662023,1.4661041
2016-11-11,1.4724963,1.4717386,1.4700471,1.4683157,1.4666668,1.4651634,1.4635861
2016-11-13,1.4702802,1.4711092,1.4680356,1.4661458,1.4651926,1.4647524,1.4643384
2016-11-14,1.4701877,1.4691379,1.4667697,1.4648515,1.4646548,1.4615395,1.4620792
2016-11-15,1.4681947,1.4657049,1.4648763,1.4617233,1.4616451,1.4605633,1.4604254
2016-11-16,1.4664334,1.4648656,1.4644442,1.463272,1.4613338,1.4603872,1.4587185
2016-11-17,1.464996,1.4636061,1.4633176,1.4606565,1.4596941,1.4598955,1.458484
2016-11-18,1.4618429,1.4610748,1.4616874,1.4600055,1.4597669,1.4588159,1.4575628
2016-11-20,1.463341,1.4600132,1.4591604,1.4565501,1.4568892,1.4560853,1.452143
