,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY
2017-03-02,3.7559946,3.7380538,3.7423954,3.7326996,3.7182703,3.7362397,3.7138314
2017-03-03,3.7420108,3.7380762,3.7238436,3.7196414,3.7175727,3.7205806,3.71834
2017-03-05,3.736972,3.7310133,3.7365408,3.7231374,3.7239053,3.7187562,3.7136216
2017-03-06,3.7351007,3.7296524,3.71031,3.7243733,3.7157495,3.7127917,3.704897
2017-03-07,3.7227497,3.7029006,3.7116098,3.718482,3.7214816,3.7256474,3.7380764
2017-03-08,3.7273736,3.72138,3.7228053,3.7247949,3.7263613,3.7251866,3.7191637
2017-03-09,3.724246,3.7184083,3.712332,3.710698,3.721091,3.7171903,3.7198925
2017-03-10,3.7163835,3.7185335,3.7225447,3.7024655,3.7153907,3.7117639,3.702992
2017-03-12,3.7159357,3.7119577,3.7131162,3.717369,3.7131233,3.7224092,3.7174125
2017-03-13,3.7171113,3.7217317,3.7146459,3.7221937,3.7213345,3.700642,3.7093725
2017-03-14,3.716482,3.7314408,3.725867,3.713457,3.7166047,3.7081587,3.702959
2017-03-15,3.7175567,3.7190008,3.7132466,3.7175586,3.7093487,3.7097316,3.6951442
2017-03-16,3.7169323,3.7095008,3.7110367,3.6942022,3.7094693,3.7021863,3.6952777
2017-03-17,3.7064323,3.7148595,3.7126932,3.7082489,3.6987534,3.6902375,3.6975806
2017-03-19,3.7153926,3.7076302,3.70541,3.6973999,3.6955166,3.6963081,3.6807134
2017-03-20,3.7147815,3.7029579,3.6985078,3.689374,3.6839192,3.6966114,3.6938047
2017-03-21,3.7094264,3.695294,3.6884923,3.6891243,3.6981273,3.687615,3.6762073
2017-03-22,3.6957126,3.6923928,3.6874998,3.6878269,3.685345,3.682426,3.6806726
2017-03-23,3.6964722,3.6967244,3.6894627,3.6805954,3.6861067,3.66199,3.666821
2017-03-24,3.6901438,3.6935751,3.6885548,3.6881523,3.6714625,3.6621494,3.6608713
2017-03-26,3.6844118,3.6895401,3.6815815,3.67465,3.6682038,3.658589,3.6637807
2017-03-27,3.6762042,3.6777093,3.6725466,3.6616485,3.669039,3.6526597,3.649897
2017-03-28,3.6794631,3.6821742,3.6652179,3.656782,3.6541066,3.6509144,3.6485043
2017-03-29,3.6801786,3.6665182,3.666688,3.656574,3.6568394,3.658443,3.6458743
2017-03-30,3.657113,3.652124,3.6567378,3.6550214,3.645755,3.6481733,3.6441941
2017-03-31,3.6651964,3.6679442,3.661082,3.6469107,3.6400676,3.646869,3.651701
2017-04-02,3.6517086,3.6525688,3.655138,3.6433568,3.6396902,3.649468,3.6480048
2017-04-03,3.6617956,3.648759,3.6450403,3.6477778,3.6497052,3.6467822,3.6478636
2017-04-04,3.6536267,3.6496553,3.652096,3.6451468,3.647729,3.649557,3.6521268
2017-04-05,3.6455991,3.6544857,3.6422365,3.6449285,3.6497865,3.6466866,3.6491647
2017-04-06,3.655216,3.6432657,3.6477697,3.6326735,3.6478267,3.6594014,3.6566963
2017-04-07,3.6472583,3.6479664,3.6388674,3.6476898,3.6552386,3.67058,3.6672478
2017-04-09,3.6497228,3.6459327,3.6487882,3.6562464,3.6601253,3.672994,3.674204
2017-04-10,3.6506934,3.6460085,3.6520624,3.671275,3.676343,3.6680439,3.6554713
2017-04-11,3.6548502,3.659611,3.6680522,3.6643345,3.6733177,3.663184,3.6554174
2017-04-12,3.655422,3.658559,3.6712403,3.6774683,3.6765816,3.6635528,3.669012
2017-04-13,3.6677215,3.6730793,3.6666362,3.6614764,3.670439,3.6631403,3.6628697
2017-04-16,3.6746757,3.6705477,3.6615195,3.6597896,3.6654654,3.663487,3.6596751
2017-04-17,3.669657,3.6535041,3.6641319,3.6812277,3.6709852,3.6750987,3.6536555
2017-04-18,3.660971,3.6632886,3.662219,3.6526976,3.6525066,3.6628585,3.6349134
2017-04-19,3.659506,3.6707919,3.656088,3.6456766,3.646294,3.6560552,3.6481223
2017-04-20,3.6482277,3.6629543,3.6470575,3.6497862,3.645593,3.6471503,3.642173
2017-04-21,3.6682098,3.6676805,3.6510186,3.6484685,3.6461506,3.645916,3.6340406
2017-04-23,3.6578653,3.6365035,3.6591299,3.6340706,3.6294122,3.647066,3.638911
2017-04-24,3.6589103,3.6387308,3.6466732,3.6415393,3.6438398,3.6415057,3.6387753
2017-04-25,3.6488113,3.6383514,3.6575108,3.6277323,3.6421628,3.6395588,3.6352813
2017-04-26,3.6383765,3.645469,3.6587186,3.6423807,3.6446815,3.6332848,3.640314
2017-04-27,3.647701,3.6464493,3.6409798,3.6388361,3.631821,3.637874,3.6315813
2017-04-28,3.6568568,3.6313252,3.6343625,3.641487,3.6350965,3.6332526,3.6333477
2017-04-30,3.6333745,3.6343894,3.6333487,3.6363535,3.6389267,3.6379871,3.6379564
2017-05-01,3.6399503,3.6399808,3.6302528,3.6359727,3.6429863,3.6332326,3.6308858
2017-05-02,3.6317556,3.6329675,3.6348138,3.6366782,3.6396148,3.6381018,3.640248
2017-05-03,3.6399198,3.6417701,3.6402547,3.6373963,3.6353726,3.633223,3.6356544
2017-05-04,3.6399949,3.6351392,3.641284,3.6367533,3.6383944,3.6382184,3.6346714
2017-05-05,3.6413107,3.6385183,3.6338794,3.6340215,3.6385605,3.633226,3.6326919
2017-05-07,3.6312609,3.6286829,3.6381207,3.6361587,3.63877,3.638338,3.635057
2017-05-08,3.6344824,3.6347485,3.6393268,3.6378279,3.6334636,3.6283264,3.6284363
2017-05-09,3.6393244,3.63023,3.6381974,3.6316178,3.6336336,3.6279242,3.6156492
2017-05-10,3.6403716,3.6391115,3.6301978,3.6247556,3.6266758,3.6105702,3.6092136
2017-05-11,3.6315026,3.6364698,3.632947,3.623451,3.6074884,3.6018548,3.595858
2017-05-12,3.636166,3.6321015,3.625926,3.613788,3.6009429,3.584365,3.5955381
2017-05-14,3.6315262,3.636971,3.614632,3.606871,3.5904174,3.6017146,3.595317
2017-05-15,3.62952,3.612235,3.6086164,3.5942483,3.5896392,3.5960443,3.588975
2017-05-16,3.6202142,3.6078482,3.595751,3.5770779,3.582536,3.5828807,3.5937
2017-05-17,3.6062865,3.5957694,3.5782866,3.6017148,3.587419,3.5775683,3.5777009
2017-05-18,3.593078,3.5796123,3.5887148,3.5904007,3.589149,3.5789304,3.5680134
2017-05-19,3.586216,3.5890346,3.5896058,3.5904527,3.590391,3.5836828,3.5769444
2017-05-21,3.5930486,3.590063,3.5715554,3.5866365,3.5730267,3.5788913,3.5808308
2017-05-22,3.5891135,3.5813622,3.5816112,3.5891535,3.5721145,3.5765774,3.571328
2017-05-23,3.582531,3.5873861,3.571959,3.5829806,3.5664005,3.57117,3.5762188
2017-05-24,3.594967,3.5816703,3.5836127,3.557383,3.5694373,3.5614235,3.576968
2017-05-25,3.5823786,3.5602345,3.561207,3.5752494,3.5724134,3.5692093,3.5693986
2017-05-26,3.5775332,3.5654478,3.5740244,3.5720158,3.5713065,3.570166,3.5715446
2017-05-28,3.5757973,3.5787115,3.575725,3.5645392,3.5605717,3.5652225,3.5688798
2017-05-29,3.5838096,3.5637422,3.5833998,3.5583124,3.5753822,3.562185,3.561956
2017-05-30,3.576402,3.5732684,3.5713203,3.5730958,3.5736153,3.5687466,3.5564218
2017-05-31,3.5859015,3.5773082,3.5783296,3.571453,3.5561023,3.5704489,3.5674183
2017-06-01,3.5791914,3.5690062,3.5616994,3.569297,3.568946,3.5606756,3.5601194
2017-06-02,3.564911,3.57097,3.5631883,3.5714498,3.5589542,3.561833,3.5580845
2017-06-04,3.5661206,3.5680428,3.5723658,3.557837,3.56164,3.5647166,3.5597162
2017-06-05,3.5755966,3.5564795,3.5605013,3.5538461,3.562795,3.5592232,3.5593743
2017-06-06,3.5659819,3.5680237,3.5576324,3.565918,3.5584474,3.553903,3.556698
2017-06-07,3.5619998,3.570137,3.5484495,3.557616,3.552977,3.5546937,3.5539298
2017-06-08,3.5615945,3.5521352,3.5594537,3.5585537,3.5573099,3.5575333,3.5570855
2017-06-09,3.5552545,3.5591657,3.5598617,3.5562456,3.5542166,3.5542836,3.5567973
2017-06-11,3.5576177,3.5583425,3.5626569,3.5553777,3.5554466,3.5545802,3.553719
2017-06-12,3.5584707,3.5590272,3.5567002,3.5601528,3.5542657,3.5578165,3.5572326
2017-06-13,3.5541568,3.5545375,3.55579,3.5589833,3.555923,3.5573978,3.552252
2017-06-14,3.558484,3.5504622,3.560802,3.558604,3.5571706,3.55466,3.5563188
2017-06-15,3.5568624,3.5555682,3.553681,3.5577812,3.5525746,3.5533514,3.5394053
2017-06-16,3.5580184,3.5609536,3.5527534,3.5562832,3.5512633,3.5457242,3.548239
2017-06-18,3.5529845,3.5596175,3.554121,3.5533612,3.537818,3.5396783,3.5357718
2017-06-19,3.5543325,3.5534034,3.551948,3.5476446,3.539158,3.5577383,3.537192
2017-06-20,3.5538707,3.5540657,3.5461628,3.541689,3.5724084,3.5537472,3.5501223
2017-06-21,3.5502548,3.5434804,3.5490332,3.5389876,3.5399942,3.5355217,3.5374618
2017-06-22,3.546254,3.5328655,3.534213,3.5285268,3.5330217,3.531447,3.5355415
2017-06-23,3.542511,3.528798,3.5282564,3.543736,3.5287066,3.5466368,3.5258138
2017-06-25,3.5436547,3.537605,3.5446434,3.529849,3.5295024,3.5236812,3.5361702
2017-06-26,3.5503368,3.5254319,3.5347352,3.5195086,3.532505,3.515372,3.5298538
2017-06-27,3.521663,3.5491946,3.5313325,3.5240226,3.5285091,3.529332,3.5271053
2017-06-28,3.5285172,3.5255125,3.5262241,3.5381331,3.52022,3.5211973,3.529191
2017-06-29,3.5280755,3.5277727,3.543062,3.5271275,3.5275705,3.5245972,3.514476
2017-06-30,3.5382843,3.5290914,3.5241294,3.5168777,3.5247962,3.519789,3.5303998
2017-07-02,3.5466394,3.534378,3.535681,3.526223,3.5282917,3.5247087,3.525109
2017-07-03,3.517539,3.5241733,3.5256824,3.5245256,3.530101,3.5196116,3.5214338
2017-07-04,3.522705,3.530772,3.5265331,3.5099545,3.5236855,3.5178735,3.525663
2017-07-05,3.5268412,3.5333393,3.524917,3.5270338,3.5206375,3.5247915,3.5185795
2017-07-06,3.529213,3.52442,3.5343554,3.52505,3.523106,3.50868,3.5352085
2017-07-07,3.517927,3.5265508,3.5276816,3.523293,3.5232267,3.5264587,3.5238035
2017-07-09,3.53293,3.5308318,3.523508,3.5276117,3.5205061,3.5322783,3.532619
2017-07-10,3.5303142,3.5347662,3.5197117,3.5242417,3.5231938,3.5261087,3.5344863
2017-07-11,3.526188,3.5250506,3.5247297,3.5178905,3.523323,3.5302577,3.525279
2017-07-12,3.5216131,3.536024,3.5346413,3.514967,3.5203524,3.5341065,3.5230117
2017-07-13,3.5224595,3.5196085,3.5272672,3.5334127,3.5320215,3.5231702,3.5403101
2017-07-14,3.5215907,3.5191834,3.5145361,3.526635,3.5123112,3.5303395,3.5199075
2017-07-16,3.5208192,3.5210266,3.5201304,3.532738,3.533607,3.5300384,3.527138
2017-07-17,3.5225601,3.5272427,3.5256348,3.5303597,3.5217605,3.5298522,3.527613
2017-07-18,3.5215728,3.5279849,3.5317516,3.5238914,3.5189438,3.527797,3.5312045
2017-07-19,3.5249598,3.531279,3.5301588,3.5282495,3.5298622,3.5308738,3.5314865
2017-07-20,3.5293903,3.5297518,3.5290093,3.5315304,3.5305161,3.5295591,3.532042
2017-07-21,3.5335717,3.5278344,3.5276346,3.5283165,3.5266438,3.537273,3.5435317
2017-07-23,3.5243568,3.5299087,3.5290031,3.5290987,3.5286283,3.5268154,3.5347095
2017-07-24,3.527824,3.529359,3.5275853,3.5400167,3.5333588,3.5261433,3.5276382
2017-07-25,3.5267215,3.5289793,3.5294757,3.5328984,3.5381,3.524621,3.5409055
2017-07-26,3.5316565,3.5270562,3.5322108,3.524878,3.5302458,3.517174,3.5422692
2017-07-27,3.5264146,3.540461,3.5310369,3.5277143,3.545612,3.5378618,3.525199
2017-07-28,3.5201666,3.528954,3.5410485,3.5506554,3.5377574,3.5299048,3.5335329
2017-07-30,3.5390122,3.5358155,3.5344532,3.5402656,3.5385733,3.536598,3.5322342
2017-07-31,3.5306885,3.5343874,3.536456,3.5433931,3.545239,3.5446622,3.5382607
2017-08-01,3.5268958,3.532403,3.5362284,3.5276895,3.5418324,3.549491,3.5420222
2017-08-02,3.5227587,3.530186,3.5211618,3.5458598,3.5403118,3.5407138,3.5306811
2017-08-03,3.5257084,3.540792,3.5321662,3.5308814,3.5327911,3.5292063,3.5440881
2017-08-04,3.5364907,3.5363417,3.5315952,3.53973,3.5273983,3.5249796,3.5367877
2017-08-06,3.541901,3.5438972,3.5274823,3.530496,3.540093,3.5279882,3.5301504
2017-08-07,3.5278897,3.5396533,3.530974,3.5453699,3.534494,3.538913,3.5484612
2017-08-08,3.5338938,3.5375032,3.5210457,3.5332947,3.5301294,3.5333233,3.537427
2017-08-09,3.5281563,3.5362868,3.5346332,3.546412,3.5368285,3.5459738,3.538859
2017-08-10,3.5299678,3.535458,3.540454,3.5319967,3.5397863,3.531165,3.542292
2017-08-11,3.5430856,3.5371695,3.5386655,3.5472507,3.5451686,3.5474665,3.5388122
2017-08-13,3.5385816,3.5374784,3.5384111,3.5353913,3.5279574,3.5422611,3.5395548
2017-08-14,3.5328338,3.5410373,3.5369508,3.5285635,3.5456338,3.5401707,3.5269833
2017-08-15,3.533757,3.5360723,3.5586262,3.5427985,3.5278482,3.5382028,3.5381238
2017-08-16,3.5334835,3.552123,3.5399728,3.5352402,3.5365944,3.5342033,3.5344868
2017-08-17,3.5367694,3.5431457,3.5422761,3.5366604,3.536095,3.5512736,3.5385153
2017-08-18,3.5372171,3.5369794,3.5278988,3.5400534,3.524611,3.5377743,3.542329
2017-08-20,3.5428863,3.5357962,3.539329,3.5398014,3.531041,3.5250406,3.5356157
2017-08-21,3.5338326,3.5328991,3.5299761,3.534295,3.5231724,3.5321178,3.5267901
2017-08-22,3.5381887,3.5395646,3.537022,3.5389729,3.5342646,3.5317326,3.5295951
2017-08-23,3.5392747,3.5248623,3.5317988,3.5316913,3.5354805,3.5289683,3.530819
2017-08-24,3.5250082,3.5300136,3.5325675,3.5314617,3.5237937,3.5307171,3.5295951
2017-08-25,3.5368977,3.5265167,3.5384703,3.532246,3.5299964,3.5330262,3.526434
2017-08-27,3.5278077,3.5293515,3.5328135,3.5267181,3.5295763,3.5311453,3.5300999
2017-08-28,3.5248325,3.5330267,3.5160427,3.532805,3.5283227,3.5290375,3.5273523
2017-08-29,3.5257149,3.5275245,3.5251079,3.524142,3.5258367,3.5282502,3.5256195
2017-08-30,3.5281227,3.5300474,3.5275805,3.5281138,3.5281453,3.5254705,3.5235682
2017-08-31,3.5281396,3.5268767,3.5251827,3.5304146,3.5242715,3.523837,3.5228772
2017-09-01,3.5312276,3.5186737,3.5279908,3.5263493,3.525967,3.5234132,3.5248353
2017-09-03,3.5270672,3.5254974,3.5257409,3.525541,3.5231133,3.522037,3.5201309
2017-09-04,3.5281878,3.5248427,3.5241663,3.5235476,3.5223198,3.5238667,3.5207903
2017-09-05,3.5254686,3.5276804,3.5227416,3.5207245,3.5226893,3.5224137,3.515916
2017-09-06,3.5247016,3.5241706,3.5205398,3.518097,3.5195103,3.5176685,3.5041184
2017-09-07,3.523483,3.5215745,3.5237782,3.5170553,3.5163355,3.502125,3.4987192
2017-09-08,3.524695,3.5204213,3.5199792,3.5153499,3.4999113,3.496872,3.486809
2017-09-10,3.516399,3.5231166,3.5180793,3.504066,3.4939258,3.4871097,3.4838703
2017-09-11,3.5218318,3.5155466,3.506612,3.4930334,3.4888244,3.4830213,3.4701917
2017-09-12,3.51741,3.5045557,3.4959366,3.4923797,3.4839344,3.4722803,3.4560237
2017-09-13,3.5035813,3.4975886,3.490275,3.4825785,3.467908,3.4535444,3.4571965
2017-09-14,3.4954524,3.4863195,3.4848773,3.4726427,3.4578252,3.4551818,3.4559813
2017-09-15,3.4916773,3.4822202,3.467882,3.455775,3.456208,3.458875,3.4572406
2017-09-17,3.483075,3.4677095,3.4551225,3.4554057,3.456585,3.457118,3.4559343
2017-09-18,3.4687881,3.454835,3.4574285,3.4551277,3.4573376,3.4531476,3.4572878
2017-09-19,3.4570982,3.4587772,3.4547913,3.4573374,3.4558854,3.4550357,3.4558837
2017-09-20,3.4554713,3.4596639,3.4550323,3.4568772,3.453747,3.459301,3.4573379
2017-09-21,3.4559608,3.4554293,3.4576046,3.4565601,3.454323,3.457271,3.455828
2017-09-22,3.4596684,3.4544756,3.4546645,3.4563415,3.4555578,3.4526863,3.457391
2017-09-24,3.4576662,3.4590263,3.4549325,3.4556565,3.456673,3.454867,3.4557714
2017-09-25,3.4554336,3.4600506,3.4577994,3.455166,3.4572902,3.4597912,3.4574518
2017-09-26,3.4563708,3.4551594,3.4545233,3.4548094,3.4585056,3.4574492,3.455712
2017-09-27,3.4539201,3.4540598,3.4548213,3.4576511,3.4562159,3.4521637,3.457516
2017-09-28,3.4573922,3.4593139,3.4580152,3.45706,3.4567573,3.4546764,3.4556482
2017-09-29,3.4583044,3.4604948,3.4543693,3.456654,3.4578354,3.466195,3.457583
2017-10-01,3.453308,3.454853,3.4547021,3.4563737,3.4557579,3.4579234,3.455579
2017-10-02,3.456403,3.4535868,3.4582555,3.4554958,3.452706,3.4522676,3.4576535
2017-10-03,3.4537792,3.459643,3.4542012,3.454871,3.4535322,3.4546683,3.4555042
2017-10-04,3.4575377,3.461002,3.454572,3.4544177,3.455296,3.45696,3.4870331
2017-10-05,3.4563837,3.4545043,3.4585223,3.4540792,3.456883,3.4688654,3.4897208
2017-10-06,3.458776,3.453048,3.4540155,3.4594312,3.4740958,3.481279,3.494095
2017-10-08,3.4533954,3.4600148,3.4544268,3.4716105,3.485963,3.4971502,3.4921224
2017-10-09,3.4577677,3.4615753,3.4761605,3.4888563,3.5021682,3.4975245,3.497263
2017-10-10,3.4548533,3.474408,3.4882808,3.4887578,3.4917967,3.5109067,3.501953
2017-10-11,3.4760666,3.4845495,3.4871697,3.4956484,3.4957724,3.5117135,3.5318308
2017-10-12,3.4763863,3.495297,3.4973218,3.5057194,3.514056,3.5256693,3.5509024
2017-10-13,3.4841938,3.4975357,3.5043218,3.5016003,3.531375,3.548606,3.5582156
2017-10-15,3.4930885,3.495417,3.5094929,3.5305374,3.5447328,3.555542,3.564129
2017-10-16,3.496933,3.5132194,3.5333552,3.5418317,3.5562675,3.5699549,3.564729
2017-10-17,3.5073736,3.53828,3.5382469,3.5541394,3.5626812,3.563838,3.569377
2017-10-18,3.536435,3.5314493,3.553947,3.5582814,3.5656548,3.5707848,3.5724444
2017-10-19,3.550804,3.5567646,3.5727243,3.557847,3.5775146,3.581011,3.5717726
2017-10-20,3.5542767,3.5609806,3.5634387,3.571235,3.5594685,3.576709,3.567762
2017-10-22,3.5674727,3.5800507,3.5705738,3.5799067,3.5651226,3.581176,3.5766962
2017-10-23,3.5648541,3.5621028,3.5758724,3.5674374,3.575441,3.5858333,3.5986772
2017-10-24,3.564304,3.5805717,3.5749025,3.5643325,3.5852163,3.6129005,3.641457
2017-10-25,3.6021538,3.5707154,3.5782948,3.5979679,3.616846,3.6479204,3.640454
2017-10-26,3.5762105,3.5728197,3.5799153,3.6156316,3.6406024,3.6363904,3.6529584
2017-10-27,3.579081,3.5904036,3.609664,3.6393049,3.6440003,3.6416676,3.6538596
2017-10-29,3.5747046,3.6077428,3.6323562,3.6466234,3.6398067,3.6535714,3.6594634
2017-10-30,3.610414,3.6135383,3.6449447,3.6539078,3.6494257,3.655339,3.6659036
2017-10-31,3.6418374,3.641757,3.6518013,3.653351,3.661599,3.6676755,3.6690888
2017-11-01,3.6303787,3.648488,3.6489863,3.6625457,3.6521494,3.6652942,3.669491
2017-11-02,3.6417294,3.6626954,3.662642,3.6517048,3.6675105,3.6682465,3.684423
2017-11-03,3.649386,3.6571894,3.6643171,3.6661215,3.6745796,3.6837559,3.6729982
2017-11-05,3.660419,3.6687706,3.675256,3.6682549,3.6749382,3.676043,3.6860867
2017-11-06,3.6626477,3.6616151,3.6620293,3.6846273,3.6875615,3.7060025,3.692482
2017-11-07,3.668399,3.6723495,3.6707323,3.7007687,3.6857693,3.7146544,3.7140906
2017-11-08,3.6701105,3.6708229,3.684424,3.6894453,3.7077162,3.709601,3.7161665
2017-11-09,3.6743746,3.6688523,3.683448,3.6935482,3.7155669,3.7223513,3.730081
