,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY,USDTRY
2016-03-14,2.9294212,2.9477253,2.927518,2.9335177,2.9245744,2.9432025,2.9321795
2016-03-15,2.9402032,2.935044,2.9326224,2.930345,2.9279876,2.9247715,2.9227693
2016-03-16,2.933954,2.9304442,2.929531,2.932705,2.9286954,2.916841,2.9285376
2016-03-17,2.931258,2.9284458,2.9261112,2.9338984,2.9292557,2.9337318,2.9262133
2016-03-18,2.9371164,2.9258494,2.9318986,2.9286373,2.9287708,2.9255118,2.9251666
2016-03-20,2.9282274,2.9317331,2.9251876,2.933365,2.9202719,2.9239423,2.9188788
2016-03-21,2.9286628,2.925895,2.921931,2.9292912,2.922587,2.9215689,2.9141645
2016-03-22,2.9327242,2.9315252,2.9194143,2.9238741,2.9218743,2.9121761,2.9183102
2016-03-23,2.925888,2.9281464,2.932575,2.920075,2.9129014,2.910607,2.9075155
2016-03-24,2.929953,2.917079,2.9276273,2.9215498,2.91142,2.9103482,2.9109497
2016-03-27,2.923258,2.9192052,2.923376,2.9058151,2.9096687,2.9026592,2.897095
2016-03-28,2.918473,2.9135225,2.9153714,2.9112403,2.9049582,2.8998332,2.893718
2016-03-29,2.9122312,2.9108624,2.9021308,2.9042053,2.8994923,2.8874187,2.8825636
2016-03-30,2.901867,2.9139042,2.9041166,2.903536,2.8996575,2.893656,2.9015245
2016-03-31,2.914494,2.9109192,2.9016383,2.8920963,2.89524,2.8862977,2.8783658
2016-04-01,2.909418,2.902206,2.891045,2.8989801,2.8880823,2.87867,2.8708878
2016-04-03,2.9005883,2.908276,2.8878431,2.8911877,2.8751256,2.881443,2.8788772
2016-04-04,2.8946135,2.8903537,2.8924963,2.886196,2.8814764,2.887285,2.88085
2016-04-05,2.8960736,2.892589,2.8977811,2.8899374,2.8616972,2.8855224,2.874649
2016-04-06,2.8957932,2.8624134,2.8626862,2.8828857,2.8773732,2.8707924,2.8678746
2016-04-07,2.8769798,2.8831277,2.8820632,2.8675835,2.8749843,2.8646905,2.8727858
2016-04-08,2.865167,2.8818698,2.8661523,2.8582802,2.8898222,2.8700442,2.8773808
2016-04-10,2.8825803,2.8795538,2.8600278,2.8765283,2.8724303,2.8724349,2.8827968
2016-04-11,2.8703785,2.8839018,2.8758018,2.875503,2.8671384,2.8682737,2.8648446
2016-04-12,2.8835497,2.8756003,2.87198,2.8739,2.8670394,2.8682683,2.8554134
2016-04-13,2.8569167,2.8698597,2.86703,2.863353,2.8673458,2.860658,2.8572993
2016-04-14,2.8754573,2.8676214,2.8685212,2.8675396,2.8606105,2.864217,2.8574786
2016-04-15,2.8679607,2.8720074,2.8644774,2.855269,2.8432555,2.8482938,2.8550568
2016-04-17,2.86908,2.8678343,2.8355403,2.8556075,2.8465247,2.8631022,2.8465729
2016-04-18,2.8684268,2.8567913,2.860863,2.8642516,2.8507955,2.8545783,2.8448868
2016-04-19,2.8581407,2.8625472,2.8518045,2.8544219,2.858428,2.85031,2.8485475
2016-04-20,2.8534265,2.8547103,2.8495674,2.859323,2.8604112,2.8519583,2.8589141
2016-04-21,2.8598604,2.8635108,2.8643959,2.8516579,2.8518155,2.8507724,2.8570044
2016-04-22,2.8576572,2.8646195,2.853054,2.8486304,2.8497944,2.8512378,2.8450334
2016-04-24,2.852066,2.8510258,2.8478181,2.8459609,2.853298,2.8484685,2.8527024
2016-04-25,2.8508813,2.8523953,2.8525076,2.840765,2.8531785,2.849484,2.8445823
2016-04-26,2.8479702,2.8493583,2.8534088,2.850007,2.840486,2.8396595,2.847457
2016-04-27,2.85467,2.8544226,2.850407,2.8509693,2.844593,2.8494227,2.838925
2016-04-28,2.851859,2.848588,2.846736,2.846049,2.837258,2.8479884,2.8354855
2016-04-29,2.8549702,2.8448963,2.8461225,2.842976,2.84406,2.8365428,2.8430204
2016-05-01,2.8479123,2.8335154,2.8405647,2.8376515,2.834933,2.8421364,2.8386261
2016-05-02,2.8412611,2.8502493,2.8411903,2.8409374,2.8422923,2.8360093,2.8351307
2016-05-03,2.8454297,2.8461401,2.8434129,2.8339958,2.8380058,2.8363624,2.8434591
2016-05-04,2.8397653,2.836473,2.8422506,2.839679,2.8345952,2.8424861,2.8423212
2016-05-05,2.8363953,2.8387604,2.8374066,2.841179,2.8426833,2.8357499,2.8385284
2016-05-06,2.8416784,2.8355162,2.8393,2.83355,2.8379648,2.8391278,2.8349519
2016-05-08,2.8376918,2.8350177,2.8390152,2.8397899,2.8342175,2.8390615,2.8393142
2016-05-09,2.8363597,2.8383198,2.8366418,2.8414292,2.8430943,2.8419492,2.8409762
2016-05-10,2.8416429,2.8398724,2.8339403,2.8330755,2.8442893,2.8329384,2.8391654
2016-05-11,2.8374329,2.8384035,2.8394723,2.8451536,2.825806,2.8488164,2.8467247
2016-05-12,2.8340812,2.834507,2.8429759,2.834046,2.8405616,2.8506577,2.85461
2016-05-13,2.8420289,2.8396041,2.8471148,2.8417947,2.8512406,2.8468425,2.858836
2016-05-15,2.8383172,2.834193,2.8461215,2.849483,2.8415537,2.8521037,2.8580072
2016-05-16,2.8379955,2.8409927,2.8493936,2.8480353,2.861349,2.8546941,2.8581514
2016-05-17,2.848281,2.8398337,2.8471189,2.854524,2.8605957,2.842535,2.8473816
2016-05-18,2.845316,2.8536434,2.8385396,2.8515646,2.8610847,2.851604,2.8534875
2016-05-19,2.8446822,2.8484077,2.8592927,2.8519647,2.8505106,2.85607,2.8676586
2016-05-20,2.8484597,2.8532228,2.856056,2.8500338,2.8526814,2.8624606,2.8999207
2016-05-22,2.8595977,2.8548877,2.8530643,2.8548632,2.8536696,2.8978727,2.926625
2016-05-23,2.8493,2.863033,2.8651776,2.862013,2.8994076,2.926611,2.9251313
2016-05-24,2.859124,2.8581994,2.8721058,2.8982887,2.9207468,2.9256353,2.9330978
2016-05-25,2.8564286,2.8614771,2.900834,2.905404,2.9229121,2.9345438,2.9341557
2016-05-26,2.86523,2.8971112,2.8997464,2.9190116,2.9214222,2.935874,2.9365757
2016-05-27,2.9010181,2.9274175,2.9253054,2.9400744,2.9315948,2.9386716,2.9411511
2016-05-29,2.9070303,2.9295077,2.9384012,2.933993,2.937757,2.9428217,2.9442477
2016-05-30,2.9337845,2.917009,2.9421551,2.9381998,2.9388492,2.945757,2.9457011
2016-05-31,2.9329262,2.9327884,2.938683,2.939056,2.9501038,2.9386067,2.9495773
2016-06-01,2.9368322,2.9390895,2.9432604,2.9470036,2.9396582,2.9403899,2.946004
2016-06-02,2.9342923,2.940446,2.9446075,2.9552593,2.944539,2.9404202,2.9474812
2016-06-03,2.940581,2.9358852,2.944584,2.9452257,2.9436316,2.9452906,2.9404194
2016-06-05,2.9412467,2.9415255,2.9445655,2.9416435,2.9395792,2.9282901,2.941407
2016-06-06,2.9393303,2.9419637,2.9445481,2.9383802,2.9418826,2.9406967,2.9359531
2016-06-07,2.9343543,2.9415693,2.944531,2.9421768,2.9436681,2.939241,2.940234
2016-06-08,2.9405675,2.9420285,2.9445133,2.9454424,2.9404564,2.9313543,2.9494464
2016-06-09,2.9419305,2.9416213,2.9444942,2.9391122,2.938061,2.9422972,2.9387105
2016-06-10,2.940878,2.942102,2.9495535,2.9412625,2.940884,2.9378424,2.9414017
2016-06-12,2.9427886,2.941684,2.9390717,2.9466524,2.9463172,2.9467492,2.938758
2016-06-13,2.9390984,2.9421854,2.9468415,2.943213,2.9395816,2.9376516,2.9361844
2016-06-14,2.9453335,2.9417562,2.9359136,2.9359598,2.9452202,2.9474986,2.9493194
2016-06-15,2.942847,2.9422774,2.9443538,2.9455748,2.941074,2.9375577,2.9384036
2016-06-16,2.9415517,2.941838,2.9476306,2.9483995,2.9426558,2.9463575,2.9370043
2016-06-17,2.9402988,2.9423802,2.9390352,2.9393702,2.9432926,2.9375222,2.9328094
2016-06-19,2.9439,2.9419322,2.9406471,2.9352305,2.9362912,2.9399664,2.9521067
2016-06-20,2.948014,2.942493,2.9411576,2.9349332,2.9413016,2.935903,2.9474936
2016-06-21,2.9421268,2.942037,2.942459,2.9419935,2.9381366,2.9497817,2.9325826
2016-06-22,2.9399977,2.942618,2.940985,2.9366915,2.9290237,2.9293585,2.9250972
2016-06-23,2.9453666,2.9409084,2.934452,2.9265413,2.9470482,2.9323783,2.9387524
2016-06-24,2.936355,2.949099,2.9366632,2.9380577,2.9450655,2.9329495,2.936184
2016-06-26,2.9316812,2.9241214,2.9330876,2.9306414,2.9367964,2.9324112,2.920568
2016-06-27,2.9446383,2.9370532,2.9400504,2.938566,2.9355102,2.923642,2.9318721
2016-06-28,2.9220402,2.9466968,2.930697,2.9258091,2.9229746,2.932195,2.9212883
2016-06-29,2.9393213,2.9279816,2.9293375,2.9360967,2.931517,2.9175081,2.9297721
2016-06-30,2.9325092,2.9362361,2.934822,2.927786,2.9204974,2.9239411,2.9228995
2016-07-01,2.9291062,2.914874,2.9325957,2.9295108,2.9145498,2.9242845,2.9249823
2016-07-03,2.9165938,2.9214547,2.9251556,2.9173307,2.9256704,2.9244003,2.927636
2016-07-04,2.9276214,2.9214127,2.9196053,2.928193,2.9276013,2.92424,2.9199033
2016-07-05,2.927255,2.9286594,2.9245143,2.9242027,2.9259808,2.9215527,2.9161224
2016-07-06,2.9304247,2.923071,2.9258366,2.91823,2.9182396,2.9151568,2.910316
2016-07-07,2.924133,2.9229472,2.9238338,2.9244044,2.9148896,2.9100575,2.9186113
2016-07-08,2.9213512,2.9258118,2.9203963,2.9161417,2.9121397,2.9100502,2.9130821
2016-07-10,2.924819,2.9174047,2.9154994,2.9128919,2.917595,2.9121792,2.9013264
2016-07-11,2.9213617,2.9142654,2.9188128,2.9113452,2.9091172,2.9086192,2.9013705
2016-07-12,2.9174478,2.9111648,2.9050322,2.912827,2.9065285,2.9114096,2.909672
2016-07-13,2.9163551,2.9077642,2.9094355,2.9088814,2.9049025,2.9039085,2.9104168
2016-07-14,2.910498,2.9107547,2.885148,2.9020753,2.9134924,2.9118385,2.9081202
2016-07-15,2.9161367,2.910219,2.9150822,2.9123144,2.9099565,2.9056072,2.9084654
2016-07-17,2.908767,2.9052777,2.8997383,2.9107118,2.9066854,2.9126215,2.9118907
2016-07-18,2.9065788,2.9049447,2.9055643,2.9120696,2.9120922,2.9154055,2.9142983
2016-07-19,2.9067993,2.9068139,2.9058347,2.9111047,2.9111161,2.9175313,2.9268286
2016-07-20,2.9116025,2.9056792,2.9063883,2.911101,2.9173965,2.9234483,2.9177263
2016-07-21,2.9078288,2.9101186,2.9108953,2.9190757,2.920575,2.9226182,2.9261756
2016-07-22,2.907945,2.914647,2.9194148,2.9168804,2.9261296,2.924985,2.921591
2016-07-24,2.910829,2.925832,2.92436,2.9138625,2.9247367,2.925507,2.9215074
2016-07-25,2.918042,2.923091,2.9227777,2.926045,2.9228864,2.9200358,2.9250636
2016-07-26,2.9245236,2.9270644,2.9265792,2.9273095,2.9248164,2.9233873,2.920209
2016-07-27,2.9205582,2.9220154,2.9195318,2.9219937,2.92282,2.9270723,2.9334292
2016-07-28,2.9244225,2.9223769,2.9220495,2.92677,2.9248886,2.9306612,2.9339027
2016-07-29,2.9237618,2.92622,2.922608,2.9263344,2.9305742,2.9381237,2.9456336
2016-07-31,2.923192,2.9218345,2.922904,2.9317484,2.9301493,2.9366782,2.9396453
2016-08-01,2.9262192,2.922237,2.9353776,2.935853,2.9388967,2.9381392,2.9452922
2016-08-02,2.9211574,2.9264154,2.935896,2.9375577,2.9445112,2.9517736,2.9616747
2016-08-03,2.9333043,2.9330597,2.9310246,2.94436,2.951103,2.963454,2.9688003
2016-08-04,2.9351113,2.9360666,2.9473188,2.9489644,2.9605908,2.9724364,2.9782996
2016-08-05,2.9302018,2.9394789,2.947948,2.960645,2.9748824,2.9585848,2.9809022
2016-08-07,2.9475436,2.9480112,2.9630287,2.9698553,2.970751,2.9742503,2.9726207
2016-08-08,2.9494348,2.9581065,2.9647527,2.9781957,2.97147,2.9880278,2.9712024
2016-08-09,2.9667246,2.9707372,2.9754927,2.9766917,2.9668996,2.9726284,2.9753063
2016-08-10,2.9684615,2.9697251,2.9710422,2.9717202,2.9738872,2.963544,2.9733365
2016-08-11,2.9787507,2.9698653,2.973607,2.9786487,2.979982,2.9886258,2.9773338
2016-08-12,2.9805775,2.975104,2.9754477,2.978042,2.962423,2.9742055,2.968368
2016-08-14,2.9719744,2.9743364,2.9703991,2.9714882,2.9690197,2.977667,2.974171
2016-08-15,2.9700565,2.9736795,2.9730198,2.9789486,2.9757915,2.9880555,2.9783776
2016-08-16,2.979253,2.9787755,2.9747157,2.9782603,2.9806216,2.9695683,2.9757488
2016-08-17,2.9813018,2.9708583,2.9703078,2.971068,2.9807844,2.9767323,2.9741538
2016-08-18,2.9714828,2.970724,2.978782,2.9792492,2.979911,2.963256,2.9793873
2016-08-19,2.9693012,2.9705954,2.9745922,2.9784904,2.9737375,2.9757657,2.9685168
2016-08-21,2.9797757,2.9701915,2.9696147,2.970622,2.9569397,2.9842577,2.9749024
2016-08-22,2.9820995,2.9791598,2.9787087,2.9795558,2.9645567,2.9700253,2.9794683
2016-08-23,2.9709437,2.9730859,2.9737818,2.9787219,2.978795,2.978731,2.9679394
2016-08-24,2.9684756,2.9679337,2.9764178,2.9701545,2.9863384,2.9616392,2.974689
2016-08-25,2.9803407,2.978364,2.9697008,2.9798732,2.9721427,2.9613357,2.98355
2016-08-26,2.9829571,2.9741125,2.973565,2.978964,2.969592,2.969342,2.958858
2016-08-28,2.9703548,2.9772909,2.9763136,2.9696813,2.9670906,2.9640613,2.9544332
2016-08-29,2.9854968,2.9696226,2.9687986,2.9802043,3.0000484,2.9633112,2.9830058
2016-08-30,2.9775522,2.9774375,2.9726985,2.9693973,2.9808824,2.9718843,2.958456
2016-08-31,2.9734054,2.9736383,2.9611456,2.9521315,2.9635077,2.9560075,2.9572349
2016-09-01,2.9776838,2.9463603,2.9769444,2.96669,2.969686,2.9543424,2.9772959
2016-09-02,2.9830322,2.973743,2.9968913,2.9570436,2.9749012,2.9582224,2.948767
2016-09-04,2.9633286,2.9852586,2.960886,2.9734828,2.9544716,2.9507303,2.9543653
2016-09-05,2.9626675,2.9698455,2.9616175,2.9609156,2.9512758,2.9592223,2.960108
2016-09-06,2.9641523,2.9400673,2.974766,2.9567702,2.957743,2.9518728,2.9453945
2016-09-07,2.981725,2.9716191,2.960906,2.95359,2.9532166,2.9591634,2.9643652
2016-09-08,2.9601154,2.9603434,2.949974,2.9581757,2.9541614,2.9527826,2.9654095
2016-09-09,2.954867,2.9536595,2.962553,2.952035,2.95919,2.9617662,2.950284
2016-09-11,2.9563694,2.9577186,2.9496083,2.953658,2.960037,2.9595845,2.962255
2016-09-12,2.9473972,2.952296,2.9579086,2.9583597,2.9548092,2.959575,2.949241
2016-09-13,2.956364,2.9553962,2.9444911,2.952076,2.9537344,2.9456327,2.955178
2016-09-14,2.959352,2.9524443,2.9485364,2.9537423,2.9564586,2.9504387,2.9483354
2016-09-15,2.9604812,2.9555845,2.9510584,2.9542625,2.9562395,2.9545817,2.9523985
2016-09-16,2.9514632,2.952337,2.9480505,2.9530118,2.9583023,2.9560344,2.9538271
2016-09-18,2.9477856,2.95379,2.959177,2.957661,2.9535139,2.9571252,2.9594288
2016-09-19,2.9599748,2.9563365,2.9629235,2.9543562,2.9546187,2.95647,2.9590094
2016-09-20,2.9460223,2.9527962,2.9576893,2.9530437,2.9584627,2.9503448,2.953032
2016-09-21,2.957299,2.9561357,2.9582586,2.9489124,2.9524448,2.9576325,2.954012
2016-09-22,2.9461203,2.9538445,2.9580545,2.9553182,2.953208,2.9524415,2.9543636
2016-09-23,2.9562557,2.9541535,2.9548497,2.9473639,2.9502034,2.957718,2.9516335
2016-09-25,2.9516766,2.9543736,2.9509737,2.957085,2.959916,2.9505222,2.955768
2016-09-26,2.9517379,2.9500384,2.947957,2.9514163,2.955227,2.9594502,2.9510279
2016-09-27,2.9495964,2.9516325,2.9495313,2.9551656,2.9589217,2.9652762,2.9592066
2016-09-28,2.9542212,2.9545834,2.9582171,2.9557226,2.9601705,2.9641614,2.9599001
2016-09-29,2.952834,2.9567747,2.9551706,2.9747527,2.961025,2.9659858,2.9685416
2016-09-30,2.9566367,2.9568782,2.9572947,2.9644923,2.9653628,2.9678173,2.9730918
2016-10-02,2.9604778,2.9584658,2.9626675,2.964048,2.968654,2.9858482,2.9731045
2016-10-03,2.959475,2.9613113,2.967579,2.9665687,2.9678888,2.982736,2.9727492
2016-10-04,2.96227,2.9627528,2.969868,2.9726784,2.9656627,2.9662282,2.9706805
2016-10-05,2.9697583,2.9684641,2.970588,2.9737332,2.9662282,2.9723158,2.9796226
2016-10-06,2.96949,2.968989,2.965163,2.9724436,2.9721847,2.9699326,2.9859488
2016-10-07,2.9725254,2.978262,2.9827144,2.967406,2.9781291,2.9821296,2.9855502
2016-10-09,2.9862387,2.9662557,2.9739766,2.9804323,2.9680974,2.9746969,2.9744656
2016-10-10,2.9818063,2.9800603,2.9738336,2.9729202,2.9754303,2.9730601,2.98525
2016-10-11,2.9774766,2.9621854,2.980126,2.9877121,2.985134,2.9807703,2.9699898
2016-10-12,2.98203,2.9664612,2.986707,2.982108,2.976407,2.977187,2.981664
2016-10-13,2.9785671,2.9730325,2.9715238,2.9855855,2.987998,2.992762,2.9817631
2016-10-14,2.976973,2.9802349,2.9998543,2.977041,2.9819853,2.985416,2.9878347
2016-10-16,2.9829848,2.9835496,2.9798243,2.983859,2.9871411,2.991514,2.997664
2016-10-17,2.9888034,2.9822102,2.9771113,2.9829965,2.9901237,2.9989693,3.001441
2016-10-18,2.9947324,2.985656,2.9856853,2.9878716,2.9961607,3.0007594,3.0039334
2016-10-19,2.9968097,2.9918604,2.9888628,2.9929957,3.0015922,3.0059037,3.0096443
2016-10-20,2.9712462,2.989406,2.9975243,2.9977283,3.0003808,3.015811,3.0383804
2016-10-21,2.9898574,2.9960442,3.006996,3.0005815,3.01162,3.0431437,3.0426526
2016-10-23,2.9996986,3.0009894,3.0024548,3.0149987,3.0423813,3.0489454,3.0478365
2016-10-24,3.001776,3.0021243,3.0179439,3.046413,3.049748,3.0530875,3.0534577
2016-10-25,3.0111237,3.0147674,3.0470943,3.048228,3.0485346,3.04866,3.0545442
2016-10-26,3.0168216,3.0449321,3.0460367,3.048829,3.0521166,3.056243,3.0635734
2016-10-27,3.045607,3.04349,3.0474303,3.0531473,3.0560079,3.061587,3.0653734
2016-10-28,3.0435195,3.047475,3.051341,3.0576785,3.0597622,3.0645964,3.0685406
2016-10-30,3.048718,3.050241,3.0556495,3.0635436,3.065242,3.0743246,3.0713825
2016-10-31,3.0513387,3.0560293,3.0613215,3.0666056,3.0729747,3.0759666,3.0844183
2016-11-01,3.0545216,3.0635114,3.0654094,3.069813,3.0785334,3.0801506,3.072709
2016-11-02,3.0577,3.0692625,3.0716028,3.0713654,3.0766835,3.0765176,3.0790703
2016-11-03,3.0625339,3.0698287,3.0725317,3.0691884,3.0705178,3.0775783,3.0837436
2016-11-04,3.074816,3.065579,3.0693483,3.0757494,3.0868528,3.0840147,3.080935
2016-11-06,3.0727053,3.0722399,3.0772147,3.074022,3.0813518,3.0875626,3.084083
2016-11-07,3.0769775,3.0728266,3.0788183,3.0839162,3.0890212,3.083003,3.0838299
2016-11-08,3.0789297,3.086708,3.0775042,3.0853083,3.0846376,3.085774,3.0921762
2016-11-09,3.081666,3.0825205,3.082205,3.0870607,3.0845747,3.089894,3.0999532
2016-11-10,3.083409,3.0843475,3.0836432,3.081509,3.0903702,3.0918417,3.0987606
2016-11-11,3.0817266,3.087851,3.0883992,3.0888207,3.0924072,3.0984547,3.1023686
2016-11-13,3.0827188,3.0871844,3.0879312,3.0900211,3.1012037,3.100322,3.1002893
2016-11-14,3.085558,3.0877895,3.0968616,3.094098,3.0951824,3.1018481,3.097466
2016-11-15,3.0906265,3.0936067,3.093509,3.0949125,3.1009924,3.0994103,3.1079075
2016-11-16,3.0915298,3.0950756,3.1029596,3.0969725,3.1036599,3.105739,3.106327
2016-11-17,3.0954473,3.0967321,3.0987854,3.1023312,3.1055295,3.0973928,3.1141326
2016-11-18,3.0975122,3.097042,3.1052103,3.1104288,3.1052248,3.1163752,3.11802
2016-11-20,3.1018252,3.1049623,3.1008062,3.1102726,3.117895,3.1117566,3.1259534
2016-11-21,3.0966625,3.1082242,3.1122766,3.1161792,3.119353,3.1179874,3.1456342
2016-11-22,3.0988514,3.1113164,3.1093266,3.1141078,3.1148221,3.147823,3.159704
2016-11-23,3.11205,3.1108773,3.1129603,3.1217308,3.146415,3.1552477,3.165279
2016-11-24,3.1209884,3.1188831,3.11774,3.1521778,3.151792,3.1617546,3.168031
2016-11-25,3.1104853,3.1175637,3.1517017,3.1604762,3.162874,3.1737912,3.2121162
2016-11-27,3.115965,3.142067,3.1563878,3.1724718,3.1778562,3.2111375,3.2354763
2016-11-28,3.139046,3.1593518,3.1717262,3.1746492,3.2043593,3.2354767,3.2510438
2016-11-29,3.1512473,3.1690333,3.1818016,3.2088642,3.231725,3.252536,3.2557037
2016-11-30,3.1616664,3.1727128,3.207813,3.2378986,3.2507749,3.2611895,3.2867603
2016-12-01,3.1727595,3.2120562,3.2377417,3.2548501,3.2617323,3.2782438,3.2850146
2016-12-02,3.2097108,3.235288,3.2582338,3.2472715,3.2860227,3.2997181,3.3181067
2016-12-04,3.232833,3.2468724,3.2484136,3.2738776,3.2995117,3.3175216,3.3574424
2016-12-05,3.238904,3.2531052,3.2842739,3.3034492,3.3217435,3.3419607,3.3652918
2016-12-06,3.2527273,3.2726011,3.290319,3.3153443,3.3486755,3.3570225,3.3678932
2016-12-07,3.2828052,3.305639,3.3168218,3.345762,3.3581119,3.3671823,3.379191
2016-12-08,3.282228,3.3176634,3.3507922,3.373496,3.3702495,3.3795538,3.376888
2016-12-09,3.320866,3.3500938,3.373547,3.3652213,3.3843818,3.3840523,3.3922367
2016-12-11,3.348135,3.3707588,3.3759265,3.3735788,3.383371,3.3946843,3.4115405
2016-12-12,3.3549316,3.373841,3.3801305,3.3880022,3.4047558,3.4134562,3.4134033
2016-12-13,3.3779309,3.3709004,3.3814077,3.3919973,3.4140327,3.412255,3.4213219
2016-12-14,3.38376,3.3797483,3.3969638,3.4058387,3.4192383,3.4257817,3.4292521
2016-12-15,3.3850596,3.390208,3.4062495,3.4243815,3.4173307,3.418402,3.424455
2016-12-16,3.3884463,3.4090688,3.41493,3.4185748,3.4216,3.4241261,3.4333596
2016-12-18,3.4088333,3.4138098,3.408496,3.4266686,3.430037,3.4250815,3.4348085
2016-12-19,3.4165301,3.4177601,3.4257238,3.416582,3.4308445,3.4289324,3.4490511
2016-12-20,3.4195495,3.4250927,3.4229946,3.43418,3.4461799,3.4412808,3.4719102
2016-12-21,3.418184,3.4279895,3.432638,3.4384112,3.4489868,3.4646287,3.4793425
2016-12-22,3.4299479,3.4238029,3.4429688,3.4532216,3.4667463,3.4720461,3.4810684
2016-12-23,3.4325025,3.4252017,3.4472442,3.4545794,3.4823194,3.4708877,3.487201
2016-12-26,3.4377885,3.4442954,3.4620147,3.4720826,3.4748461,3.479506,3.490942
2016-12-27,3.453418,3.435816,3.4728088,3.4755113,3.48291,3.4778097,3.498801
2016-12-28,3.473888,3.4692664,3.4828458,3.4876974,3.5280356,3.5023599,3.5051548
2016-12-29,3.4833148,3.4778266,3.4926338,3.4971094,3.4840798,3.4920478,3.4972174
2016-12-30,3.476066,3.4855475,3.5023139,3.4998064,3.4932446,3.4952397,3.5059721
2017-01-02,3.4805496,3.4917722,3.4910789,3.4968,3.4950879,3.5184112,3.5180092
2017-01-03,3.497007,3.4891205,3.4827852,3.4933925,3.506569,3.5041506,3.5082548
2017-01-04,3.4992793,3.4975164,3.504345,3.4987056,3.5048053,3.5098476,3.512169
2017-01-05,3.4986372,3.489161,3.513658,3.5148993,3.5095143,3.510045,3.5104456
2017-01-06,3.5179894,3.4940093,3.5013962,3.5038116,3.5120661,3.5216548,3.5144246
2017-01-08,3.5079257,3.5084853,3.5135446,3.5182042,3.5129304,3.5092726,3.5185995
2017-01-09,3.5071874,3.5105016,3.5000987,3.5104346,3.5235248,3.5137842,3.5191019
2017-01-10,3.5090966,3.5088,3.5139916,3.5058837,3.5178902,3.5175,3.5185754
2017-01-11,3.5023143,3.5100758,3.5148122,3.5169709,3.5194695,3.5199926,3.5184803
2017-01-12,3.5214837,3.5115938,3.5171173,3.518542,3.5188222,3.5189898,3.5225015
2017-01-13,3.5118623,3.5180547,3.5173068,3.5176473,3.5174448,3.5248408,3.523682
2017-01-15,3.5188398,3.5161076,3.5220954,3.5257819,3.5310462,3.5257046,3.5255034
2017-01-16,3.5158138,3.5232291,3.5229986,3.526226,3.51835,3.525443,3.5318186
2017-01-17,3.5291636,3.521531,3.5216677,3.5257888,3.525539,3.5293884,3.5413766
2017-01-18,3.526361,3.5248878,3.5244403,3.5294564,3.5281749,3.5278475,3.5447848
2017-01-19,3.526363,3.524399,3.5155568,3.5345693,3.531784,3.5525255,3.5740952
2017-01-20,3.5277214,3.524821,3.522794,3.5380402,3.5408711,3.5757203,3.5819845
2017-01-22,3.5329947,3.5248017,3.5299218,3.5439403,3.572158,3.5948684,3.5936737
2017-01-23,3.534732,3.5292165,3.554412,3.5796342,3.5791202,3.5981731,3.6228523
2017-01-24,3.5424154,3.5419064,3.5713866,3.5847938,3.5959153,3.628455,3.641475
2017-01-25,3.533702,3.5752633,3.5800781,3.5945334,3.6217074,3.645746,3.7074213
2017-01-26,3.5719795,3.5839338,3.5934937,3.623934,3.642222,3.706983,3.73549
2017-01-27,3.5804212,3.5950694,3.6214066,3.6381736,3.7075322,3.741865,3.773163
2017-01-29,3.5939033,3.6321933,3.640928,3.7050169,3.7396512,3.7668371,3.7594788
2017-01-30,3.6301348,3.6515486,3.7077985,3.743861,3.7627013,3.7520657,3.7658288
2017-01-31,3.6421797,3.7086868,3.74267,3.7562852,3.7697728,3.7504673,3.7594445
2017-02-01,3.7106287,3.7384696,3.752145,3.7626238,3.755016,3.760338,3.7660937
2017-02-02,3.743641,3.7580965,3.7631636,3.7641392,3.7534175,3.7681444,3.759421
2017-02-03,3.764023,3.763026,3.7504094,3.755999,3.7631967,3.7519064,3.766368
2017-02-05,3.7560384,3.7666233,3.750226,3.7607577,3.7645636,3.7501857,3.7594123
2017-02-06,3.760634,3.746364,3.757319,3.7642093,3.7492042,3.7610333,3.7666488
2017-02-07,3.7609591,3.751775,3.7625916,3.7557654,3.749674,3.7695718,3.7594156
2017-02-08,3.7623806,3.7667098,3.7662535,3.7448232,3.756568,3.7518756,3.7669318
2017-02-09,3.7485352,3.7629578,3.7456498,3.7655888,3.7668314,3.750045,3.7594345
2017-02-10,3.7556753,3.7519543,3.7354527,3.7624102,3.762955,3.7607055,3.767221
2017-02-12,3.76051,3.7689924,3.7502651,3.7574742,3.759027,3.7634249,3.7594697
2017-02-13,3.764037,3.7526417,3.7663314,3.7488072,3.75641,3.7606359,3.7675157
2017-02-14,3.7554166,3.7311213,3.759094,3.745745,3.7675283,3.7632055,3.7595222
2017-02-15,3.7606764,3.7591164,3.7512796,3.7635312,3.7588592,3.7457201,3.7678156
2017-02-16,3.7491562,3.7662315,3.765947,3.7579694,3.7631705,3.7636602,3.7595968
2017-02-17,3.7491028,3.7661555,3.7634926,3.766611,3.7619379,3.7497802,3.7471383
2017-02-26,3.7555404,3.7640796,3.7673447,3.7561984,3.7619448,3.7422566,3.7449813
2017-02-27,3.7662427,3.7492416,3.746685,3.7442498,3.7281814,3.7365637,3.732638
2017-02-28,3.7521837,3.763534,3.768231,3.7580047,3.7390797,3.738091,3.7236767
2017-03-01,3.762953,3.7733057,3.7457082,3.7502742,3.722193,3.731439,3.7202713
