,AUDCHF,AUDCHF,AUDCHF,AUDCHF,AUDCHF,AUDCHF,AUDCHF
2011-12-12,0.92274034,0.9236192,0.9247219,0.92554766,0.92586374,0.9261688,0.9286556
2011-12-13,0.9241847,0.92361146,0.92630374,0.92597353,0.92671585,0.92972547,0.9285466
2011-12-14,0.92349786,0.92591494,0.92561173,0.92689914,0.9277855,0.92711043,0.9300115
2011-12-15,0.9258474,0.925545,0.92741054,0.927959,0.93005323,0.9305935,0.9300675
2011-12-16,0.9259154,0.9279092,0.92944175,0.928482,0.9290556,0.92924374,0.930231
2011-12-18,0.92725646,0.92834705,0.92900527,0.9299363,0.92965585,0.9309861,0.93055195
2011-12-19,0.9280907,0.9281928,0.92855406,0.9284758,0.93115133,0.9306934,0.93282366
2011-12-20,0.92857325,0.929551,0.93031377,0.9300341,0.9306202,0.93107337,0.93377274
2011-12-21,0.9281531,0.9305544,0.92943144,0.93231297,0.93283385,0.9342554,0.9343787
2011-12-22,0.9294121,0.9290609,0.93020463,0.9313102,0.933265,0.9354927,0.9342371
2011-12-23,0.93185955,0.9306087,0.9317141,0.93401873,0.93694633,0.9344906,0.9358435
2011-12-27,0.9301462,0.9308541,0.93416774,0.9324004,0.9354403,0.9387947,0.93760663
2011-12-28,0.9320277,0.9334905,0.9350369,0.93579113,0.9358474,0.9391147,0.9390417
2011-12-29,0.93403757,0.9340691,0.93632716,0.93715006,0.9386371,0.94094604,0.94225615
2011-12-30,0.9357224,0.9346248,0.93584436,0.93774325,0.9387705,0.9422076,0.9430262
2012-01-02,0.93486273,0.9377352,0.9379786,0.9396738,0.94212157,0.94386524,0.94247395
2012-01-03,0.9399657,0.93857497,0.93903357,0.9427211,0.94302905,0.94378644,0.943444
2012-01-04,0.9386482,0.94091636,0.9424216,0.94275576,0.94223666,0.94273645,0.94437325
2012-01-05,0.938737,0.94276863,0.94422024,0.9432399,0.944515,0.94433534,0.94453245
2012-01-06,0.9427726,0.94161177,0.94388646,0.94290113,0.9437011,0.9444113,0.94634324
2012-01-08,0.9398028,0.94319004,0.9445739,0.9431385,0.9441093,0.9457819,0.9478448
2012-01-09,0.9431385,0.9438037,0.94415927,0.9443551,0.9457753,0.9471592,0.9477205
2012-01-10,0.94442886,0.9441872,0.94466376,0.94617695,0.9465814,0.9480204,0.94699866
2012-01-11,0.9444424,0.94418,0.9461556,0.9456473,0.946528,0.9473782,0.9498134
2012-01-12,0.9449644,0.94476694,0.94669545,0.94937533,0.9476017,0.94831413,0.9506121
2012-01-13,0.9452972,0.94642395,0.9472186,0.94798416,0.94901115,0.95040554,0.9502069
2012-01-15,0.9470073,0.9488623,0.9486921,0.9495839,0.9497391,0.9523508,0.9519535
2012-01-16,0.94828814,0.9479399,0.9487789,0.94917554,0.9521034,0.9506253,0.95156753
2012-01-17,0.94799346,0.9501245,0.9503652,0.950643,0.9515532,0.9517347,0.9557813
2012-01-18,0.9479245,0.9494581,0.9500882,0.9503346,0.9530784,0.9566078,0.96178406
2012-01-19,0.9499371,0.9515484,0.9530378,0.9550873,0.9557691,0.9625038,0.9660668
2012-01-20,0.95061207,0.95073915,0.9529226,0.9567293,0.96260697,0.9657894,0.9719455
2012-01-22,0.9510827,0.952063,0.95775425,0.9632388,0.96550804,0.97341275,0.9715798
2012-01-23,0.952561,0.9574841,0.96224576,0.96507114,0.97248787,0.9721522,0.9733549
2012-01-24,0.95737356,0.9611579,0.9668661,0.97132736,0.97357213,0.9742558,0.9733447
2012-01-25,0.9619156,0.96595335,0.9730755,0.97240275,0.9726952,0.9720126,0.9733378
2012-01-26,0.96689093,0.9666259,0.97212803,0.97186154,0.9726656,0.97274613,0.97316825
2012-01-27,0.97168773,0.9735581,0.9718251,0.9711776,0.97147006,0.97257197,0.97242826
2012-01-29,0.97503126,0.9720376,0.9738939,0.9723452,0.9757137,0.97658783,0.9747687
2012-01-30,0.97413117,0.9733557,0.97322905,0.9740021,0.97264755,0.9749012,0.9750954
2012-01-31,0.9716823,0.97210395,0.97603923,0.97548145,0.97341716,0.97542435,0.97598374
2012-02-01,0.9734117,0.9719413,0.97253793,0.97442526,0.97749615,0.97573113,0.9775338
2012-02-02,0.9742215,0.9757884,0.9751323,0.9751129,0.9774222,0.97501236,0.9752757
2012-02-03,0.97337675,0.97429246,0.97506696,0.97601044,0.9753276,0.9777103,0.97655773
2012-02-05,0.97533315,0.9754223,0.9753307,0.97760516,0.9780473,0.9779446,0.97824407
2012-02-06,0.9753379,0.9755933,0.97557026,0.9753758,0.9784806,0.9770477,0.97819775
2012-02-07,0.9755463,0.975918,0.9755328,0.97707796,0.9775496,0.9772712,0.97774297
2012-02-08,0.97646207,0.9744758,0.97673327,0.9769715,0.9774069,0.9784314,0.9783406
2012-02-09,0.97619975,0.97666115,0.9773664,0.97761995,0.97793114,0.97792,0.9775576
2012-02-10,0.97737193,0.9763715,0.97782457,0.97730964,0.977895,0.9782985,0.97874254
2012-02-12,0.97704184,0.97717685,0.97797924,0.9783579,0.97840995,0.9788975,0.97960645
2012-02-13,0.9772753,0.97659284,0.9786119,0.9786323,0.9787792,0.9789185,0.978671
2012-02-14,0.97740513,0.9772857,0.9788428,0.9786081,0.9796168,0.9800087,0.98161125
2012-02-15,0.97790766,0.9785534,0.9799618,0.9791825,0.98048437,0.9803325,0.9803711
2012-02-16,0.97784865,0.9791528,0.97897243,0.97884285,0.97958666,0.9796255,0.9804211
2012-02-17,0.9790762,0.97862154,0.9793886,0.9795891,0.9806613,0.97911346,0.979768
2012-02-19,0.97958404,0.9794029,0.98032326,0.98077196,0.979988,0.9802572,0.97985023
2012-02-20,0.9793095,0.9796002,0.98113245,0.9800304,0.98041075,0.97991467,0.9798132
2012-02-21,0.9790706,0.9799253,0.9800234,0.9812381,0.9799985,0.97957045,0.9798486
2012-02-22,0.9811911,0.9804884,0.98001987,0.98002285,0.97977275,0.9798705,0.97935593
2012-02-23,0.9800524,0.98053664,0.9803351,0.9796431,0.9796854,0.9797043,0.9786506
2012-02-24,0.97911423,0.97941345,0.9802801,0.98005563,0.9789437,0.9787748,0.9777103
2012-02-26,0.98015296,0.97926265,0.97971976,0.9793763,0.9799822,0.97822505,0.97735673
2012-02-27,0.98000133,0.9793839,0.9796147,0.9777705,0.97812283,0.9784212,0.97811925
2012-02-28,0.97928876,0.97990644,0.9792319,0.97940195,0.9772404,0.9784183,0.979199
2012-02-29,0.9793361,0.978855,0.9773397,0.9773316,0.9783382,0.97754997,0.97829825
2012-03-01,0.9795044,0.9780824,0.9771411,0.97909224,0.97873366,0.9782511,0.9777802
2012-03-02,0.9776456,0.9780677,0.9782473,0.9800448,0.97844195,0.9782543,0.9781618
2012-03-04,0.9781449,0.97819304,0.9786208,0.9786202,0.9784988,0.97825736,0.9777679
2012-03-05,0.9784701,0.97951037,0.9780691,0.97793835,0.9778751,0.9782603,0.97772014
2012-03-06,0.97865075,0.978474,0.9786978,0.9775808,0.9780116,0.97709054,0.9765343
2012-03-07,0.9776331,0.9767497,0.9791943,0.9785227,0.9763951,0.9759943,0.97640437
2012-03-08,0.97782457,0.9778337,0.9778805,0.97656024,0.97618246,0.9779379,0.97800815
2012-03-09,0.978138,0.9796821,0.9765756,0.9762985,0.97684234,0.97754395,0.9784559
2012-03-11,0.9777475,0.977544,0.9774157,0.97753304,0.9764308,0.97734934,0.9757947
2012-03-12,0.9782119,0.9769394,0.97733814,0.9778066,0.9773161,0.9750921,0.97420406
2012-03-13,0.97711074,0.97728646,0.97652686,0.9764917,0.9762574,0.9733984,0.9734497
2012-03-14,0.9766099,0.9775345,0.977449,0.97525215,0.97414297,0.97259414,0.97294253
2012-03-15,0.9770092,0.97685385,0.9745472,0.97412175,0.97364956,0.97203267,0.9730937
2012-03-16,0.97763044,0.97595465,0.97431254,0.97291803,0.9720916,0.9731532,0.97071576
2012-03-18,0.97585994,0.9739042,0.9727879,0.9725496,0.96954304,0.97054005,0.970767
2012-03-19,0.97433734,0.97303414,0.97203374,0.9730341,0.97042125,0.9724948,0.9702603
2012-03-20,0.9732615,0.9711292,0.9695548,0.97170544,0.97107565,0.97092545,0.97030294
2012-03-21,0.9722542,0.97515434,0.9704488,0.97031415,0.97242767,0.9693157,0.9686432
2012-03-22,0.97436535,0.9731931,0.97152424,0.97113293,0.97024035,0.9707625,0.9697871
2012-03-23,0.97297055,0.9727839,0.97068703,0.9701785,0.96967465,0.9706223,0.96916443
2012-03-25,0.9693589,0.9706753,0.9698698,0.9685042,0.97014225,0.96959853,0.9687756
2012-03-26,0.9715544,0.9701525,0.96910346,0.9694323,0.9695756,0.9688277,0.9674074
2012-03-27,0.9705834,0.9697315,0.9700431,0.96965206,0.9707183,0.96864885,0.9688754
2012-03-28,0.97114676,0.9694708,0.96890116,0.9689229,0.96811897,0.96934795,0.9681338
2012-03-29,0.969667,0.969949,0.9693398,0.9691403,0.9687475,0.9677117,0.9660948
2012-03-30,0.9703166,0.969157,0.9684834,0.9685777,0.9670139,0.9670691,0.96462464
2012-04-01,0.9679317,0.9690142,0.9685088,0.9685467,0.96679014,0.9663603,0.96378464
2012-04-02,0.9693122,0.96716464,0.9677714,0.9680347,0.9652858,0.96549064,0.9629061
2012-04-03,0.9686203,0.9680091,0.96808463,0.9650088,0.9648905,0.9628301,0.9633837
2012-04-04,0.96832216,0.96766037,0.96609515,0.96540856,0.9630316,0.9640523,0.9633042
2012-04-05,0.9672804,0.9662216,0.96361136,0.9630778,0.96345925,0.96325463,0.9575434
2012-04-08,0.9659555,0.96341455,0.9632559,0.9631457,0.9633218,0.9578061,0.9535697
2012-04-09,0.9651668,0.9634997,0.96336144,0.9632189,0.9571148,0.95313066,0.95210916
2012-04-10,0.9636657,0.9631077,0.96384645,0.95658517,0.953259,0.95243305,0.9518938
2012-04-11,0.9631182,0.9639873,0.95793873,0.9530761,0.95155805,0.9519371,0.9516434
2012-04-12,0.963226,0.9570054,0.95322835,0.9527004,0.9518231,0.9542116,0.9495872
2012-04-13,0.95752543,0.9526329,0.95147073,0.9503418,0.95080215,0.951929,0.9508053
2012-04-15,0.9546103,0.95161134,0.95273817,0.95224303,0.9520253,0.95047,0.94958216
2012-04-16,0.952845,0.95139885,0.9523673,0.95068437,0.95096767,0.9510858,0.94852364
2012-04-17,0.95156723,0.9528152,0.95054114,0.9511083,0.9516711,0.9481167,0.9489963
2012-04-18,0.9483181,0.9505648,0.95118165,0.950105,0.95003974,0.9497699,0.94837743
2012-04-19,0.95136684,0.95226,0.94932526,0.9506688,0.95018977,0.9491444,0.9471107
2012-04-20,0.95045257,0.9511064,0.950469,0.94873047,0.94888175,0.9485459,0.9478566
2012-04-22,0.9506733,0.9504228,0.9494249,0.9485738,0.9473409,0.947506,0.94668716
2012-04-23,0.94861686,0.95007926,0.94886804,0.9476735,0.9470584,0.94700223,0.9473334
2012-04-24,0.94911575,0.9487539,0.9474194,0.9470851,0.94715565,0.94620705,0.94726884
2012-04-25,0.94808483,0.94849956,0.9470315,0.9468994,0.94651526,0.9466811,0.94664323
2012-04-26,0.9482599,0.9465199,0.9463466,0.9462184,0.9456306,0.9467569,0.94566786
2012-04-27,0.9479665,0.9472066,0.9464305,0.9457196,0.94605756,0.94519556,0.9450023
2012-04-29,0.94629675,0.9467814,0.94639647,0.9466948,0.94502467,0.94575185,0.94490975
2012-04-30,0.9468169,0.9462319,0.9460032,0.9462643,0.9466677,0.9447146,0.944918
2012-05-01,0.9465525,0.9462189,0.94545245,0.9440168,0.9452857,0.94472796,0.94345695
2012-05-02,0.94594514,0.94568443,0.9442156,0.9453299,0.94250727,0.9430202,0.9422114
2012-05-03,0.9456744,0.94531,0.9447667,0.9449912,0.943019,0.9442694,0.94404465
2012-05-04,0.94611734,0.944523,0.9450086,0.9435602,0.9421194,0.94337714,0.940808
2012-05-06,0.9451248,0.9444063,0.94423914,0.94403964,0.94367766,0.943305,0.9414758
2012-05-07,0.94361436,0.9440027,0.94364566,0.9454047,0.94108385,0.94257915,0.9416497
2012-05-08,0.9438317,0.94319385,0.9435955,0.9418545,0.940511,0.9417897,0.942823
2012-05-09,0.94300824,0.9443107,0.943881,0.94207484,0.9420309,0.9416526,0.9419094
2012-05-10,0.9424658,0.94200444,0.942268,0.9416532,0.94197917,0.9420496,0.94187444
2012-05-11,0.9408235,0.94174194,0.94194597,0.94189185,0.94105786,0.9418587,0.94190776
2012-05-13,0.9422864,0.94263625,0.94172597,0.9420987,0.94170773,0.9418076,0.9418716
2012-05-14,0.9418532,0.9412135,0.9425937,0.9416325,0.9420116,0.9413746,0.9419062
2012-05-15,0.9420261,0.9429273,0.94219047,0.941896,0.942022,0.9420582,0.941099
2012-05-16,0.94163096,0.94162476,0.94128364,0.9421245,0.94230443,0.940032,0.9408094
2012-05-17,0.94185185,0.94025856,0.94229764,0.9416097,0.9415674,0.9401415,0.9389349
2012-05-18,0.94204295,0.9422431,0.9419139,0.94053054,0.9391956,0.93889725,0.93836284
2012-05-20,0.9416061,0.94149965,0.9408796,0.9404587,0.9394836,0.93887025,0.9401877
2012-05-21,0.9418503,0.9416927,0.93988204,0.94141847,0.9375908,0.93777573,0.937019
2012-05-22,0.94147724,0.9388071,0.93955624,0.93924826,0.9378584,0.9374686,0.9374624
2012-05-23,0.93988395,0.93845737,0.9380724,0.9383985,0.93741256,0.9374258,0.93770885
2012-05-24,0.93792737,0.9378927,0.9377083,0.93786454,0.93717134,0.9374641,0.9380981
2012-05-25,0.9392405,0.9391381,0.9373515,0.9367551,0.93812174,0.93741816,0.937443
2012-05-27,0.9384198,0.9368965,0.9382305,0.93749964,0.9364135,0.93745744,0.9379658
2012-05-28,0.93731964,0.93775487,0.9368791,0.93654686,0.9380753,0.93740904,0.9373298
2012-05-29,0.93775654,0.93783253,0.93794554,0.9376319,0.9372161,0.9374492,0.9374392
2012-05-30,0.9372708,0.9366669,0.9373836,0.9373264,0.93763185,0.9362842,0.93691754
2012-05-31,0.9367817,0.93811524,0.9386581,0.93764883,0.9370507,0.93879366,0.93675405
2012-06-01,0.9373123,0.9374648,0.9380479,0.9375299,0.93614095,0.93697816,0.9357413
2012-06-03,0.9374907,0.9383907,0.9369813,0.93703055,0.9366697,0.93668777,0.93676275
2012-06-04,0.93736607,0.93761075,0.93688416,0.9365891,0.937134,0.93709534,0.93646574
2012-06-05,0.93643844,0.9370427,0.93668467,0.93692213,0.9363997,0.9361018,0.9368318
2012-06-06,0.9366362,0.9363783,0.9368903,0.93679374,0.93637794,0.9370151,0.93654907
2012-06-07,0.9363256,0.9361552,0.9376609,0.9360957,0.9365723,0.9361666,0.93758583
2012-06-08,0.93621653,0.9369964,0.9369751,0.93706954,0.93690413,0.9371647,0.93696886
2012-06-10,0.93673027,0.9366232,0.936165,0.93635905,0.9371971,0.93628263,0.93643194
2012-06-11,0.9371409,0.93686545,0.93665355,0.93723065,0.9364238,0.93666434,0.9369596
2012-06-12,0.9363158,0.9367841,0.93662304,0.93687034,0.93705755,0.9364545,0.93712056
2012-06-13,0.9363002,0.93718153,0.93665487,0.936682,0.937079,0.9371388,0.9380843
2012-06-14,0.9375071,0.93647677,0.9366231,0.93646204,0.93686986,0.93815887,0.9392922
2012-06-15,0.9371342,0.9370417,0.9366566,0.9370108,0.9382295,0.93930835,0.9397204
2012-06-17,0.9372757,0.93629587,0.93803495,0.93851423,0.9392288,0.93941915,0.94161665
2012-06-18,0.93924004,0.9377958,0.93864197,0.9379887,0.93968946,0.94068676,0.9423812
2012-06-19,0.93767226,0.93879867,0.93949735,0.94030213,0.93963164,0.9428758,0.94236225
2012-06-20,0.93890077,0.93930006,0.9379688,0.9404414,0.942613,0.9423931,0.94420433
2012-06-21,0.937298,0.9396515,0.9398422,0.94182914,0.9433202,0.9450678,0.944655
2012-06-22,0.9393418,0.940585,0.9426903,0.9430715,0.9435676,0.94443417,0.94686395
2012-06-24,0.940402,0.94169486,0.94297636,0.9428698,0.9445991,0.9466058,0.94863886
2012-06-25,0.94240534,0.94314057,0.94397074,0.9468397,0.94547004,0.94670004,0.94544876
2012-06-26,0.94331694,0.9447444,0.94489044,0.94700825,0.9488669,0.9482357,0.94918776
2012-06-27,0.9432155,0.9450911,0.94776934,0.94830567,0.94947374,0.9492927,0.9503172
2012-06-28,0.944762,0.94703424,0.950315,0.9507849,0.9485321,0.9498552,0.95095634
2012-06-29,0.94723713,0.9475912,0.94827366,0.94937253,0.9514863,0.9500785,0.953322
2012-07-01,0.9475681,0.9481288,0.94778425,0.9509493,0.9516165,0.9536351,0.953088
2012-07-02,0.94961,0.94781566,0.95115113,0.951137,0.9520055,0.95294577,0.9551283
2012-07-03,0.9502741,0.9499994,0.9517633,0.95266527,0.9537689,0.95498824,0.9571878
2012-07-04,0.9493725,0.9516118,0.9510598,0.9548543,0.9541809,0.95552033,0.96086633
2012-07-05,0.95142037,0.95376617,0.95417345,0.95380145,0.95537454,0.96034366,0.95933795
2012-07-06,0.9524364,0.9536941,0.95539623,0.95604247,0.9605382,0.959335,0.9597431
2012-07-08,0.95473945,0.9558088,0.9570992,0.960237,0.9616858,0.9615481,0.96215725
2012-07-09,0.95496076,0.9559329,0.9602601,0.9633205,0.9617971,0.9649884,0.9625779
2012-07-10,0.95579624,0.95968467,0.96129566,0.9597611,0.9619578,0.9625802,0.96328366
2012-07-11,0.9591206,0.9615234,0.9613679,0.9623234,0.9625825,0.9643032,0.96538746
2012-07-12,0.9617949,0.9613636,0.96297985,0.96221346,0.963817,0.9641164,0.9658123
2012-07-13,0.960132,0.96108276,0.961487,0.96408224,0.9647325,0.9648894,0.96864206
2012-07-15,0.9624414,0.96220934,0.96408015,0.9646146,0.9662607,0.9682779,0.97077173
2012-07-16,0.9613319,0.9648619,0.96563256,0.9662553,0.9703822,0.9721184,0.97078246
2012-07-17,0.9633221,0.96513885,0.96542984,0.9691984,0.9700664,0.9705938,0.9725898
2012-07-18,0.96587515,0.96586293,0.96980625,0.96922445,0.97066146,0.9721314,0.97578895
2012-07-19,0.9659318,0.9687039,0.9684775,0.9708492,0.9724975,0.97648907,0.9787728
2012-07-20,0.968944,0.9711826,0.9710171,0.9720122,0.9765871,0.9791429,0.9834823
2012-07-22,0.96994907,0.97030866,0.97446346,0.97608936,0.97954947,0.9835931,0.9934133
2012-07-23,0.971659,0.97356683,0.9772455,0.98002285,0.9824024,0.9919911,0.99444294
2012-07-24,0.97322947,0.9764908,0.9799905,0.98260117,0.9920613,0.99490106,0.99614227
2012-07-25,0.97685415,0.9794643,0.98189974,0.99243385,0.99581873,0.9973506,0.99749935
2012-07-26,0.98106974,0.98437136,0.9922703,0.9937481,0.9959107,0.996899,0.9961218
2012-07-27,0.9841973,0.98974866,0.9953873,0.9969856,0.9956889,0.99882865,0.99864906
2012-07-29,0.9927859,0.99496657,0.9971034,0.99828,0.9968748,0.99824375,1.0010753
2012-07-30,0.9949558,0.9952127,0.9970739,0.9973106,0.9996267,1.0018667,1.0032978
2012-07-31,0.9959299,0.9966649,0.99867266,0.9992942,1.0023265,1.0006965,1.0065815
2012-08-01,0.99696326,0.9982463,0.99886197,1.0006727,1.0037938,1.0036353,1.0066099
2012-08-02,0.99834216,0.9994476,1.0008259,1.001469,1.0044899,1.0039111,1.0068977
2012-08-03,0.9987017,1.0003486,1.0044401,1.0023777,1.0026758,1.0061303,1.012467
2012-08-05,0.99992913,1.0016942,1.0034823,1.0032692,1.0068578,1.0127958,1.0136667
2012-08-06,1.0014882,1.0022583,1.0040147,1.0064322,1.0110192,1.0156528,1.0207224
2012-08-07,1.0030566,1.0041494,1.0081507,1.0124253,1.0140214,1.0142556,1.0170274
2012-08-08,1.0017624,1.0047058,1.0111818,1.0167029,1.0211611,1.0179083,1.0177581
2012-08-09,1.0072529,1.0105324,1.01217,1.0191258,1.0234146,1.0188397,1.0193814
2012-08-10,1.0119894,1.0158163,1.017564,1.0151125,1.0188081,1.0184464,1.0190094
2012-08-12,1.0170901,1.0164386,1.016787,1.0186472,1.0187434,1.0217838,1.0204176
2012-08-13,1.0193636,1.0226448,1.0181701,1.0197126,1.0201577,1.0207698,1.0215929
2012-08-14,1.0196636,1.0185325,1.0184307,1.0189695,1.0218536,1.0227636,1.0216014
2012-08-15,1.0181959,1.0197556,1.0192797,1.0226059,1.0214193,1.0214055,1.0203818
2012-08-16,1.0192958,1.0197726,1.0216894,1.0217805,1.02272,1.022618,1.0218152
2012-08-17,1.0195009,1.0211989,1.0202492,1.0240723,1.0213684,1.021044,1.0187662
2012-08-19,1.0206608,1.0221812,1.0216951,1.0216593,1.0227306,1.0195048,1.0223532
2012-08-20,1.0205086,1.0214955,1.0189637,1.021933,1.0213283,1.0200933,1.0224988
2012-08-21,1.0216371,1.0216894,1.0216922,1.0202686,1.0225756,1.0182935,1.0215659
2012-08-22,1.0218506,1.0210743,1.0220336,1.0227274,1.0209166,1.0210763,1.0213952
2012-08-23,1.0214885,1.0210624,1.0211252,1.0222948,1.0203131,1.0218564,1.0222857
2012-08-24,1.0225029,1.0214125,1.020916,1.0210848,1.0220411,1.0207845,1.0215622
2012-08-26,1.0206934,1.0216393,1.0207927,1.020284,1.0220146,1.022834,1.02072
2012-08-27,1.0224026,1.0212346,1.0217531,1.022628,1.021055,1.0214083,1.0218534
2012-08-28,1.0215185,1.0212473,1.0225202,1.0212289,1.0211812,1.0206984,1.0190846
2012-08-29,1.0224618,1.0209681,1.0206498,1.0204594,1.0204732,1.0217551,1.0179032
2012-08-30,1.0214612,1.0210432,1.0217623,1.0219744,1.0185249,1.018355,1.0190734
2012-08-31,1.0220107,1.0208582,1.0216035,1.0193713,1.018041,1.0182269,1.0172442
2012-09-02,1.020637,1.0217197,1.0187738,1.0194869,1.019446,1.017752,1.0180713
2012-09-03,1.0194123,1.018983,1.0184425,1.0181576,1.0175499,1.0172834,1.0166333
2012-09-04,1.0193298,1.0194507,1.0172793,1.0181012,1.0174003,1.0172061,1.0151002
2012-09-05,1.0188429,1.0187029,1.0189489,1.0182146,1.0160217,1.0156608,1.0160515
2012-09-06,1.0184819,1.0186698,1.0177639,1.0178114,1.0161408,1.0137546,1.0127462
2012-09-07,1.0175022,1.0185091,1.0173599,1.016465,1.0159715,1.0118879,1.0054133
2012-09-09,1.0180657,1.0180088,1.0150142,1.0147935,1.0125282,1.0075204,1.0003463
2012-09-10,1.017584,1.0162611,1.013549,1.0123,1.0073549,1.0009674,0.99832845
2012-09-11,1.016826,1.0131402,1.0118467,1.007476,1.0001142,0.99879086,0.9974418
2012-09-12,1.0139176,1.0123757,1.0082148,1.000785,0.99937654,0.99809223,0.9957297
2012-09-13,1.012723,1.0071145,1.001265,0.9986986,0.99790615,0.996176,0.99283576
2012-09-14,1.0063491,1.0006967,0.9983412,0.99614716,0.99544436,0.993232,0.9912095
2012-09-16,1.0011462,0.9989652,0.9977222,0.99594194,0.99191123,0.9899831,0.98972505
2012-09-17,0.9980188,0.99742794,0.99568003,0.99121827,0.99171543,0.9883662,0.98600614
2012-09-18,0.99691796,0.9954698,0.99174047,0.9913497,0.98890793,0.9867451,0.9866627
2012-09-19,0.99574864,0.99353737,0.99154204,0.98766166,0.9868596,0.9839473,0.98141235
2012-09-20,0.9936119,0.9910352,0.9885749,0.985981,0.98234487,0.9825427,0.9822897
2012-09-21,0.99176294,0.9881237,0.9864007,0.9839809,0.98319626,0.98083377,0.98133117
2012-09-23,0.98781264,0.9869668,0.98467815,0.98281276,0.98201287,0.98114103,0.9808987
2012-09-24,0.9876366,0.98368347,0.9842468,0.9840002,0.98070794,0.9795032,0.9811813
2012-09-25,0.9853029,0.98224455,0.9821298,0.98136216,0.97851115,0.97878546,0.9793701
2012-09-26,0.9850545,0.9836129,0.98237556,0.9848686,0.98158884,0.9797904,0.97808725
2012-09-27,0.98320276,0.9817923,0.98118234,0.9821823,0.9804509,0.97812015,0.97891897
2012-09-28,0.9819203,0.9805414,0.98006284,0.98067504,0.9810758,0.97836506,0.97829187
2012-09-30,0.9825391,0.981152,0.98054683,0.9791592,0.97807443,0.97801214,0.9777626
2012-10-01,0.9793434,0.97984684,0.98063964,0.97854525,0.97690403,0.9775199,0.9767063
2012-10-02,0.98186046,0.98039633,0.97837824,0.9780657,0.97811127,0.97633845,0.97515583
2012-10-03,0.9790498,0.97820354,0.97790337,0.97729045,0.9771811,0.9766863,0.9755272
2012-10-04,0.9781927,0.9788809,0.977096,0.9779882,0.97645086,0.9766527,0.97575516
2012-10-05,0.9778579,0.9761146,0.9770163,0.97650605,0.9761444,0.97593105,0.97425014
2012-10-07,0.9773236,0.9777643,0.97605,0.97587323,0.975453,0.9763716,0.97543454
2012-10-08,0.9773844,0.97701657,0.9757065,0.9754576,0.9763062,0.975898,0.9750446
2012-10-09,0.9760191,0.97597605,0.97586054,0.9750621,0.9746583,0.9738081,0.9738275
2012-10-10,0.97590804,0.97585446,0.9760388,0.97559685,0.9758779,0.97476524,0.9736666
2012-10-11,0.976304,0.9755343,0.97446024,0.9749749,0.973799,0.973066,0.9725133
2012-10-12,0.97425103,0.97494465,0.97392184,0.97468764,0.97368354,0.97370267,0.97273266
2012-10-14,0.9752762,0.9742958,0.97510844,0.9744899,0.97292435,0.9733479,0.9717329
2012-10-15,0.97439194,0.9746412,0.97437704,0.97294825,0.97261745,0.97310054,0.9716412
2012-10-16,0.9741844,0.97196114,0.97365326,0.9728849,0.9720526,0.9708231,0.97103167
2012-10-17,0.973927,0.9729628,0.97334135,0.97273797,0.97125566,0.96994984,0.96819544
2012-10-18,0.97297984,0.97308546,0.9716862,0.97176445,0.970745,0.96834284,0.9622878
2012-10-19,0.9735164,0.9718528,0.9710816,0.9698588,0.9693249,0.96238995,0.96329916
2012-10-21,0.9707327,0.97172326,0.9702741,0.9689745,0.96328086,0.9633844,0.9628091
2012-10-22,0.9720872,0.97032154,0.96859014,0.96255463,0.96224535,0.9630222,0.9632806
2012-10-23,0.97026676,0.96841854,0.96307963,0.96289355,0.96277434,0.9630356,0.96263087
2012-10-24,0.9693548,0.9629347,0.9629205,0.9623843,0.9633529,0.9636745,0.9621765
2012-10-25,0.96283895,0.96293193,0.9628109,0.96256304,0.96327096,0.96222985,0.9633763
2012-10-26,0.962293,0.96269614,0.96258897,0.96340585,0.96290964,0.96312386,0.962805
2012-10-28,0.9630592,0.9632981,0.96243244,0.96261936,0.9626283,0.96380025,0.9633524
2012-10-29,0.96218663,0.9631525,0.9631347,0.9625512,0.9633566,0.9626663,0.9625982
2012-10-30,0.9636929,0.96154964,0.96294767,0.96330625,0.96219474,0.9626235,0.9620735
2012-10-31,0.9634514,0.96231914,0.9628192,0.9621835,0.9627962,0.96344036,0.9634593
2012-11-01,0.96243596,0.96326214,0.96256024,0.9631279,0.96254766,0.96228665,0.9632227
2012-11-02,0.963306,0.96329814,0.9623783,0.9638312,0.96214515,0.96234363,0.96382904
2012-11-04,0.9631096,0.963294,0.9631944,0.9625398,0.9631789,0.96347386,0.96224725
2012-11-05,0.96207595,0.9619365,0.96297675,0.9624609,0.96231383,0.96229815,0.96370524
2012-11-06,0.96306807,0.9636934,0.96282816,0.96332484,0.96363,0.96335423,0.96162176
2012-11-07,0.9631217,0.9633075,0.9625301,0.9632707,0.9636388,0.9641341,0.96313196
2012-11-08,0.96205187,0.96363133,0.9623221,0.9627103,0.96257734,0.962697,0.963244
2012-11-09,0.9640481,0.9626569,0.9632594,0.96327263,0.96274537,0.9626097,0.9651842
2012-11-11,0.96369815,0.96179307,0.96300936,0.96340066,0.9635532,0.964918,0.9659259
2012-11-12,0.96240604,0.9621829,0.9628391,0.9626975,0.96592563,0.96601236,0.96653616
2012-11-13,0.963436,0.96348345,0.96249914,0.96323234,0.96615005,0.96649134,0.96636015
2012-11-14,0.9631635,0.9637748,0.96427715,0.96615183,0.96728635,0.9675892,0.968565
