,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY
2013-03-01,74.70781,74.72758,74.75374,74.84331,74.944176,74.909195,75.06938
2013-03-03,74.7294,74.78182,74.886246,74.9284,74.99588,75.06029,75.087395
2013-03-04,74.77801,74.86794,74.939186,74.93126,75.06885,75.127815,75.11066
2013-03-05,74.89511,74.96365,74.978546,75.05141,75.07958,75.10462,75.13221
2013-03-06,74.92591,74.927734,75.03254,75.11384,75.13483,75.148926,75.18062
2013-03-07,74.92215,75.03305,75.09936,75.10754,75.125,75.21437,75.2317
2013-03-08,75.0396,75.051544,75.08245,75.15997,75.183975,75.24308,75.30098
2013-03-10,75.04993,75.10534,75.1851,75.192535,75.25199,75.29515,75.36235
2013-03-11,75.12881,75.12048,75.23096,75.26254,75.29556,75.36506,75.37453
2013-03-12,75.14811,75.19947,75.21066,75.32041,75.37885,75.356064,75.43301
2013-03-13,75.18034,75.226875,75.30111,75.32219,75.40263,75.3587,75.443146
2013-03-14,75.26186,75.30333,75.37736,75.41129,75.375916,75.46148,75.48311
2013-03-15,75.24548,75.33497,75.389366,75.41617,75.418564,75.43778,75.53153
2013-03-17,75.34845,75.36583,75.3655,75.45173,75.4987,75.50942,75.49657
2013-03-18,75.34645,75.399994,75.417114,75.464806,75.47289,75.525826,75.54331
2013-03-19,75.37066,75.43988,75.5124,75.49182,75.48443,75.548195,75.57383
2013-03-20,75.432785,75.47914,75.53575,75.5144,75.53476,75.66976,75.68741
2013-03-21,75.49219,75.52826,75.48404,75.54882,75.572334,75.71783,75.74219
2013-03-22,75.50504,75.49049,75.584625,75.55263,75.71539,75.72955,75.78747
2013-03-24,75.48648,75.55231,75.58984,75.7117,75.75775,75.76186,75.83065
2013-03-25,75.53913,75.53846,75.70457,75.74082,75.78821,75.807655,75.90549
2013-03-26,75.58035,75.67227,75.72802,75.753716,75.83089,75.850784,75.79986
2013-03-27,75.6133,75.738396,75.77019,75.79378,75.71385,75.806625,75.761505
2013-03-28,75.74619,75.75655,75.80407,75.78846,75.75817,75.74542,75.76731
2013-03-31,75.742096,75.79376,75.81255,75.82477,75.79392,75.77174,75.82159
2013-04-01,75.77658,75.91665,75.83721,75.82334,75.823204,75.85919,75.884605
2013-04-02,75.91203,75.81623,75.79473,75.78796,75.891556,75.89016,75.89572
2013-04-03,75.83643,75.78387,75.792175,75.83325,75.89116,75.91885,75.907906
2013-04-04,75.76381,75.80759,75.89244,75.871475,75.9038,75.93041,75.94072
2013-04-05,75.758026,75.85672,75.88826,75.91986,75.90633,76.001625,75.96133
2013-04-07,75.89061,75.876015,75.90677,75.904816,75.90718,75.93615,76.02583
2013-04-08,75.89117,75.90285,75.912964,75.96875,75.972824,76.05203,76.07488
2013-04-09,75.89703,75.89712,75.94224,75.97114,76.00515,76.099365,76.08482
2013-04-10,75.927704,75.918625,75.977455,76.00972,76.07059,76.102066,76.167755
2013-04-11,75.90817,75.97255,76.01318,76.045525,76.130005,76.15406,76.4377
2013-04-12,75.971245,76.0378,76.08704,76.08195,76.183014,76.41421,76.720116
2013-04-14,76.014786,76.060234,76.09103,76.158516,76.417274,76.76279,76.78079
2013-04-15,76.06837,76.114784,76.180374,76.398636,76.724915,76.756096,76.83385
2013-04-16,76.12838,76.16791,76.4372,76.72035,76.757835,76.833595,76.91096
2013-04-17,76.19404,76.43305,76.7091,76.796936,76.78799,76.87922,76.89893
2013-04-18,76.4335,76.75525,76.76479,76.819855,76.887375,76.93898,76.97163
2013-04-19,76.741974,76.71805,76.8255,76.9165,76.90687,76.992165,76.97401
2013-04-21,76.839485,76.800934,76.90377,76.97652,76.96522,77.009415,77.218636
2013-04-22,76.82783,76.938545,76.96318,76.99417,77.00648,77.25911,78.00276
2013-04-23,76.88844,76.92819,77.01832,76.98859,77.239136,77.98155,78.76643
2013-04-24,76.94566,76.99466,76.99771,77.25482,78.01358,78.80898,79.06109
2013-04-25,77.07188,77.0194,77.22918,78.00527,78.79071,79.05498,79.096214
2013-04-26,76.97268,77.2318,77.99789,78.734856,79.079605,79.08959,79.10199
2013-04-28,77.284294,77.98311,78.81664,79.03539,79.125336,79.09385,79.08717
2013-04-29,77.97705,78.74308,79.08805,79.06858,79.09214,79.12543,79.170616
2013-04-30,78.77009,79.07811,79.100876,79.07777,79.08262,79.16512,79.28702
2013-05-01,79.064026,79.07992,79.080284,79.10764,79.15169,79.28907,79.281525
2013-05-02,79.11303,79.119965,79.15269,79.14962,79.26895,79.29417,79.313675
2013-05-03,79.09753,79.0921,79.115326,79.26568,79.32005,79.33013,79.46053
2013-05-05,79.13832,79.13519,79.304214,79.30032,79.31277,79.459274,79.476204
2013-05-06,79.12122,79.21953,79.330635,79.30212,79.46126,79.49283,79.598114
2013-05-07,79.19904,79.26222,79.36431,79.45386,79.53674,79.516624,79.66221
2013-05-08,79.27871,79.29831,79.46448,79.49232,79.59825,79.6926,79.841576
2013-05-09,79.34141,79.44253,79.425896,79.60907,79.65453,79.87108,79.87755
2013-05-10,79.4698,79.465675,79.50127,79.73029,79.85661,79.83613,79.909546
2013-05-12,79.45339,79.55989,79.727486,79.828835,79.89496,79.87592,80.09362
2013-05-13,79.59937,79.70129,79.82533,79.916374,79.90918,80.06238,80.05589
2013-05-14,79.74026,79.82123,79.8759,79.91501,80.06712,80.06565,80.1329
2013-05-15,79.8313,79.86429,79.945946,80.06423,80.082405,80.10815,80.18753
2013-05-16,79.88729,79.92182,80.103546,80.044716,80.12793,80.18214,80.21066
2013-05-17,79.907005,80.08219,80.074684,80.10526,80.188576,80.208855,80.36216
2013-05-19,80.02808,80.05448,80.100334,80.116585,80.18753,80.28898,80.30302
2013-05-20,80.077385,80.17337,80.170296,80.18613,80.33076,80.41634,80.22916
2013-05-21,80.10312,80.14885,80.20346,80.35344,80.346855,80.20358,80.25533
2013-05-22,80.15587,80.172806,80.36835,80.36905,80.15694,80.18039,80.18908
2013-05-23,80.20406,80.34149,80.34334,80.20097,80.21239,80.17388,80.36521
2013-05-24,80.358025,80.33521,80.248116,80.1651,80.17259,80.34842,80.40363
2013-05-26,80.38501,80.18009,80.129074,80.201324,80.35807,80.38038,80.37245
2013-05-27,80.179855,80.2107,80.18494,80.32191,80.393555,80.37738,80.355125
2013-05-28,80.21773,80.24629,80.38579,80.34154,80.347275,80.34714,80.35704
2013-05-29,80.22081,80.35624,80.34863,80.385506,80.43284,80.38135,80.2009
2013-05-30,80.40434,80.33517,80.36525,80.36453,80.373764,80.1389,80.17977
2013-05-31,80.3794,80.40597,80.35795,80.31844,80.19719,80.18034,80.12937
2013-06-02,80.39454,80.379944,80.354675,80.1805,80.15777,80.16556,80.2216
2013-06-03,80.361786,80.395706,80.28134,80.17304,80.13496,80.1734,80.11697
2013-06-04,80.34018,80.25594,80.15201,80.16248,80.204796,80.13564,80.19889
2013-06-05,80.25992,80.17381,80.147736,80.18357,80.17033,80.153786,80.18108
2013-06-06,80.13721,80.16059,80.13563,80.136696,80.17522,80.20765,80.12496
2013-06-07,80.184,80.17347,80.1471,80.13186,80.11918,80.11415,80.22738
2013-06-09,80.15961,80.160034,80.15104,80.19501,80.14243,80.183105,80.11159
2013-06-10,80.16927,80.13604,80.11438,80.21209,80.14955,80.166046,80.20199
2013-06-11,80.173935,80.15988,80.195435,80.15671,80.18826,80.17493,80.18234
2013-06-12,80.18966,80.17504,80.162254,80.14762,80.17937,80.211494,80.102806
2013-06-13,80.16108,80.16762,80.16918,80.17418,80.12456,80.07611,80.05275
2013-06-14,80.130714,80.15294,80.200424,80.16166,80.05981,80.0489,79.99196
2013-06-16,80.178154,80.186165,80.17237,80.104,80.028946,79.968094,79.93646
2013-06-17,80.15371,80.1746,80.12059,80.06331,79.93539,79.92676,79.892105
2013-06-18,80.16763,80.05967,80.0415,79.94351,79.86218,79.79813,79.770195
2013-06-19,80.04458,80.04126,79.97292,79.862335,79.7672,79.6859,79.716805
2013-06-20,80.02242,79.956856,79.8915,79.75641,79.71862,79.66879,79.57276
2013-06-21,79.96747,79.931854,79.75765,79.71337,79.6283,79.54225,79.48558
2013-06-23,79.85993,79.74917,79.693344,79.66407,79.62163,79.52055,78.655136
2013-06-24,79.798584,79.7942,79.66846,79.55576,79.43914,78.646484,78.39744
2013-06-25,79.68976,79.65469,79.556595,79.46971,78.64576,78.443,78.29274
2013-06-26,79.618546,79.65464,79.51056,78.667915,78.37061,78.297035,78.314896
2013-06-27,79.61187,79.54454,78.672325,78.37786,78.32021,78.28544,78.2983
2013-06-28,79.49579,78.65179,78.43731,78.270905,78.25392,78.34197,78.27599
2013-06-30,78.628975,78.469505,78.278114,78.300735,78.33122,78.354,78.326744
2013-07-01,78.38821,78.28809,78.30686,78.329765,78.31876,78.29525,78.28835
2013-07-02,78.32308,78.31102,78.36168,78.31809,78.31931,78.282845,78.276535
2013-07-03,78.307434,78.33269,78.34219,78.27577,78.31939,78.34372,78.39097
2013-07-04,78.31523,78.31737,78.294044,78.303444,78.319466,78.35655,78.35255
2013-07-05,78.2949,78.302765,78.32192,78.35329,78.319565,78.29363,78.315155
2013-07-07,78.348946,78.36755,78.308624,78.33344,78.31964,78.28044,78.30607
2013-07-08,78.323524,78.31785,78.27266,78.274925,78.31973,78.345276,78.34513
2013-07-09,78.306305,78.33415,78.37637,78.37624,78.31981,78.35879,78.3869
2013-07-10,78.31489,78.31854,78.31069,78.30172,78.31989,78.29215,78.28211
2013-07-11,78.29271,78.37193,78.34551,78.34215,78.31997,78.27829,78.28864
2013-07-12,78.35161,78.30692,78.28835,78.27735,78.32005,78.34667,78.388466
2013-07-14,78.32396,78.31138,78.32448,78.300964,78.32012,78.30868,78.34783
2013-07-15,78.30532,78.30161,78.34978,78.37537,78.32019,78.32963,78.30855
2013-07-16,78.31461,78.37519,78.34864,78.27359,78.32026,78.30818,78.393166
2013-07-17,78.29085,78.3361,78.31897,78.35769,78.32032,78.36912,78.50976
2013-07-18,78.35396,78.33048,78.28374,78.31738,78.42111,78.44077,78.54704
2013-07-19,78.32436,78.316376,78.371895,78.34666,78.467064,78.5444,78.520706
2013-07-21,78.30453,78.342224,78.33874,78.44601,78.478645,78.5246,78.50487
2013-07-22,78.31442,78.36575,78.47558,78.52276,78.52173,78.57749,78.54314
2013-07-23,78.376724,78.47626,78.56457,78.47299,78.54457,78.53351,78.52322
2013-07-24,78.46906,78.48514,78.516495,78.53964,78.56539,78.55993,78.53277
2013-07-25,78.50558,78.516235,78.49518,78.6058,78.55118,78.54393,78.555145
2013-07-26,78.48699,78.486465,78.583405,78.49141,78.566025,78.53465,78.5189
2013-07-28,78.570244,78.57989,78.493416,78.537674,78.52562,78.53603,78.56628
2013-07-29,78.49306,78.541916,78.505775,78.53379,78.515465,78.59719,78.526665
2013-07-30,78.49678,78.53435,78.555084,78.5359,78.54012,78.507774,78.49917
2013-07-31,78.54176,78.535835,78.56752,78.518936,78.53712,78.515686,78.49375
2013-08-01,78.55894,78.56373,78.54522,78.54421,78.51768,78.55284,78.535736
2013-08-02,78.54863,78.54746,78.53311,78.56648,78.542725,78.5279,78.55832
2013-08-04,78.5188,78.51371,78.52004,78.53599,78.5397,78.54218,78.523705
2013-08-05,78.54481,78.536606,78.53517,78.53818,78.52007,78.53867,78.53605
2013-08-06,78.544815,78.538185,78.53219,78.520905,78.54543,78.52927,78.554825
2013-08-07,78.528725,78.56673,78.58815,78.54674,78.542404,78.5282,78.50509
2013-08-08,78.535446,78.550095,78.54412,78.52454,78.5226,78.53659,78.54876
2013-08-09,78.519875,78.49434,78.503914,78.504074,78.548195,78.505264,78.5604
2013-08-11,78.54626,78.53151,78.53146,78.52558,78.564705,78.4784,78.46006
2013-08-12,78.48458,78.58228,78.58815,78.512764,78.48891,78.49766,77.949585
2013-08-13,78.51033,78.497574,78.54139,78.472374,78.46868,77.94537,77.88617
2013-08-14,78.5109,78.53873,78.48093,78.493385,77.94153,77.88422,77.77508
2013-08-15,78.52075,78.48112,78.49,77.92068,77.90367,77.78199,77.73415
2013-08-16,78.48727,78.504005,77.94091,77.88834,77.764244,77.732834,77.52744
2013-08-18,78.49962,77.90689,77.90062,77.77173,77.6744,77.53781,77.49413
2013-08-19,77.953766,77.89274,77.783936,77.726494,77.54139,77.496254,77.403854
2013-08-20,77.893486,77.76769,77.73196,77.560776,77.51924,77.36501,77.256256
2013-08-21,77.774414,77.73457,77.56448,77.48385,77.39633,77.27231,77.25677
2013-08-22,77.69947,77.56411,77.46036,77.38967,77.27536,77.25039,77.211205
2013-08-23,77.54401,77.488976,77.37755,77.26073,77.22901,77.25058,77.19934
2013-08-25,77.48328,77.38262,77.26254,77.22514,77.17335,77.222,77.19375
2013-08-26,77.377335,77.26972,77.235,77.2251,77.19365,77.13305,77.13594
2013-08-27,77.26933,77.22639,77.20256,77.169,77.182884,77.14115,77.16447
2013-08-28,77.23848,77.16533,77.17338,77.15985,77.147095,77.15597,77.16234
2013-08-29,77.20981,77.1959,77.19337,77.10478,77.10971,77.14023,77.14033
2013-08-30,77.18615,77.19439,77.06985,77.12891,77.1255,77.13374,77.16539
2013-09-01,77.1421,77.12597,77.13829,77.15309,77.11882,77.15697,77.16304
2013-09-02,77.143005,77.09955,77.1116,77.15913,77.17823,77.12912,77.13898
2013-09-03,77.13941,77.111145,77.089905,77.132614,77.124344,77.131714,77.16631
2013-09-04,77.136856,77.174126,77.18572,77.10328,77.149506,77.15786,77.1638
2013-09-05,77.1577,77.13738,77.07633,77.16717,77.144646,77.128235,77.13769
2013-09-06,77.153305,77.12933,77.141815,77.184265,77.05634,77.131,77.16739
2013-09-08,77.15033,77.14143,77.16394,77.0955,77.17594,77.159256,77.15124
2013-09-09,77.14831,77.152725,77.1375,77.12876,77.15096,77.16686,77.20766
2013-09-10,77.14211,77.11503,77.13998,77.14219,77.16474,77.183464,77.207535
2013-09-11,77.1378,77.09282,77.16536,77.142494,77.16891,77.163734,77.207405
2013-09-12,77.13476,77.156364,77.17897,77.18932,77.13949,77.1842,77.207344
2013-09-13,77.159744,77.19951,77.166916,77.17592,77.1754,77.176506,77.23092
2013-09-15,77.197586,77.19713,77.18612,77.162575,77.15474,77.1918,77.21465
2013-09-16,77.1725,77.19839,77.17416,77.1546,77.18242,77.19829,77.23731
2013-09-17,77.179855,77.16754,77.16382,77.19965,77.20453,77.259415,77.3866
2013-09-18,77.15773,77.16195,77.16231,77.20137,77.26059,77.333275,77.81372
2013-09-19,77.19979,77.186295,77.21166,77.21271,77.40228,77.81084,77.94953
2013-09-20,77.20321,77.23405,77.20927,77.383484,77.8006,77.831314,77.945244
2013-09-22,77.23774,77.22371,77.368385,77.818634,77.95151,77.9851,78.13529
2013-09-23,77.26355,77.35974,77.8299,77.87884,77.91528,78.09785,78.15054
2013-09-24,77.361755,77.790146,77.89767,77.90206,78.1478,78.16467,78.119675
2013-09-25,77.80721,77.894714,77.99591,78.10983,78.144455,78.17081,78.14965
2013-09-26,77.9062,77.96424,78.11397,78.131096,78.14317,78.118416,78.21871
2013-09-27,77.94592,78.10947,78.155136,78.14712,78.13312,78.2238,78.20191
2013-09-29,78.090965,78.12956,78.131645,78.13586,78.16387,78.19017,78.191345
2013-09-30,78.21679,78.169075,78.1398,78.1922,78.18889,78.16555,78.23816
2013-10-01,78.109024,78.12207,78.26248,78.14962,78.26698,78.20175,78.22088
2013-10-02,78.182526,78.18997,78.20055,78.172844,78.18492,78.24653,78.20412
2013-10-03,78.20886,78.19903,78.18769,78.247154,78.20542,78.18612,78.19353
2013-10-04,78.248985,78.23235,78.19337,78.19435,78.219086,78.24129,78.21991
2013-10-06,78.239746,78.21588,78.24139,78.15468,78.23324,78.15918,78.30651
2013-10-07,78.22516,78.199814,78.21837,78.178,78.18761,78.297104,78.26837
2013-10-08,78.2274,78.18959,78.19437,78.25246,78.18259,78.269646,78.312996
2013-10-09,78.2406,78.23469,78.200356,78.30112,78.27745,78.326546,78.39739
2013-10-10,78.20651,78.21803,78.27104,78.28703,78.32207,78.33037,78.41463
2013-10-11,78.17698,78.2723,78.303795,78.355515,78.36447,78.423615,78.418564
2013-10-13,78.19263,78.32872,78.35077,78.40422,78.42383,78.4145,78.41548
2013-10-14,78.30042,78.31772,78.432335,78.39005,78.39382,78.438484,78.45804
2013-10-15,78.34258,78.34025,78.37088,78.37589,78.40605,78.418915,78.531906
2013-10-16,78.30678,78.4356,78.41653,78.43031,78.42849,78.50911,78.69565
2013-10-17,78.35851,78.41345,78.42884,78.48483,78.57113,78.63242,78.71083
2013-10-18,78.37821,78.43703,78.51137,78.62329,78.61699,78.67839,78.6441
2013-10-20,78.42494,78.46162,78.55286,78.65373,78.67797,78.67244,78.61974
2013-10-21,78.4613,78.59085,78.7056,78.68284,78.60021,78.56799,78.62413
2013-10-22,78.55658,78.70703,78.7565,78.619675,78.595566,78.66826,78.72384
2013-10-23,78.61749,78.623215,78.640236,78.6135,78.66553,78.689575,78.67664
2013-10-24,78.69875,78.57904,78.656425,78.660645,78.572556,78.66832,78.67281
2013-10-25,78.61723,78.689735,78.64605,78.64881,78.71733,78.75132,78.72165
2013-10-27,78.608536,78.6621,78.66689,78.718956,78.712204,78.77184,78.8182
2013-10-28,78.65018,78.673454,78.64072,78.787544,78.821,78.79783,78.888214
2013-10-29,78.63839,78.67554,78.75577,78.74592,78.86494,78.80311,78.87846
2013-10-30,78.68228,78.741005,78.75048,78.86251,78.840965,78.87735,78.87292
2013-10-31,78.71916,78.789215,78.84396,78.862755,78.87091,78.88717,78.862885
2013-11-01,78.75411,78.80243,78.83116,78.846886,78.83449,78.81907,78.87572
2013-11-03,78.87231,78.80102,78.839035,78.87686,78.85039,78.846756,78.93921
2013-11-04,78.8606,78.847946,78.79292,78.88359,78.89777,78.90995,78.87821
2013-11-05,78.87263,78.83011,78.799484,78.83178,78.8848,78.88629,78.971245
2013-11-06,78.86025,78.830925,78.89821,78.91234,78.90747,78.96278,78.97493
2013-11-07,78.87298,78.86885,78.86987,78.90632,78.954666,78.97422,78.95009
2013-11-08,78.87662,78.90304,78.90242,78.947075,78.97689,78.947655,78.98959
2013-11-10,78.90029,78.91303,78.93065,78.94314,78.97517,78.99436,78.99946
2013-11-11,78.91604,78.946014,78.98065,79.006256,79.01952,79.00875,79.04141
2013-11-12,78.94961,78.97126,79.01405,79.004745,79.03225,79.03434,79.120186
2013-11-13,78.99242,78.99004,79.00549,78.995804,79.04609,79.149635,79.18992
2013-11-14,78.982025,78.97633,79.01864,79.044205,79.05255,79.157104,79.160835
2013-11-15,78.9927,79.00215,79.0689,79.14449,79.139984,79.145485,79.16982
2013-11-17,79.02365,79.06088,79.133255,79.17637,79.14699,79.17578,79.1951
2013-11-18,79.07965,79.15145,79.187584,79.166214,79.183395,79.20193,79.218956
2013-11-19,79.11635,79.19172,79.1849,79.21506,79.21542,79.209206,79.27406
2013-11-20,79.13367,79.19964,79.20172,79.20555,79.27613,79.27298,79.30253
2013-11-21,79.167435,79.15764,79.195114,79.23095,79.287476,79.329025,79.303276
2013-11-22,79.197525,79.19273,79.237305,79.27374,79.27048,79.293106,79.35412
2013-11-24,79.257996,79.19947,79.304665,79.285194,79.32071,79.33412,79.38586
2013-11-25,79.22181,79.25414,79.291115,79.31612,79.3557,79.39814,79.41963
2013-11-26,79.2655,79.296616,79.31811,79.38316,79.38213,79.422874,79.43105
2013-11-27,79.31296,79.312584,79.35386,79.39148,79.40893,79.40778,79.4343
2013-11-28,79.33855,79.38353,79.36601,79.41206,79.41177,79.436356,79.656746
2013-11-29,79.335846,79.37392,79.40864,79.44558,79.45115,79.582306,79.67644
2013-12-01,79.38495,79.39751,79.410736,79.4362,79.694305,79.68437,80.132904
2013-12-02,79.35492,79.407036,79.49835,79.64329,79.76251,80.13033,80.14762
2013-12-03,79.449394,79.4826,79.67739,79.74153,80.12624,80.19891,80.33017
2013-12-04,79.44636,79.62093,79.71485,80.09651,80.184395,80.242546,80.367035
2013-12-05,79.658585,79.71371,80.1097,80.150314,80.26421,80.31992,80.36232
2013-12-06,79.66033,80.15759,80.20739,80.33262,80.36644,80.394165,80.39434
2013-12-08,80.119865,80.2366,80.340904,80.28876,80.38464,80.38734,80.783
2013-12-09,80.18703,80.32964,80.35306,80.36524,80.40116,80.80627,80.872444
2013-12-10,80.32381,80.344536,80.359985,80.41454,80.779465,80.85513,80.96945
2013-12-11,80.35936,80.334915,80.43499,80.79528,80.906845,81.0034,81.12149
2013-12-12,80.38879,80.39769,80.80525,80.83418,80.96341,81.13494,81.20727
2013-12-13,80.385315,80.781654,80.87394,80.95098,81.11613,81.16271,81.24518
2013-12-15,80.753746,80.88597,80.953415,81.1113,81.1571,81.2588,81.25894
2013-12-16,80.847534,80.96304,81.12238,81.170784,81.258316,81.26898,81.443184
2013-12-17,80.95096,81.168655,81.185745,81.22379,81.29461,81.469864,81.49124
2013-12-18,81.17294,81.18754,81.21426,81.34994,81.44574,81.54083,81.60385
2013-12-19,81.149605,81.258354,81.23874,81.49411,81.52726,81.592155,81.626015
2013-12-20,81.17567,81.23276,81.42536,81.53541,81.57941,81.63245,81.764145
2013-12-22,81.25635,81.46116,81.526344,81.60017,81.64454,81.68173,81.83151
2013-12-23,81.45374,81.492256,81.57803,81.62323,81.79744,81.79423,81.79629
2013-12-24,81.51281,81.56434,81.64894,81.74585,81.763374,81.80543,81.88123
2013-12-26,81.61725,81.62095,81.7901,81.79718,81.84897,81.93875,81.94917
2013-12-27,81.61762,81.7334,81.83264,81.8037,81.87973,81.93006,82.00914
2013-12-29,81.774956,81.83306,81.82687,81.94979,81.91447,82.02478,82.046036
2013-12-30,81.79878,81.80761,81.92416,81.99233,81.97897,82.040474,82.06315
2013-12-31,81.84328,81.88813,81.891846,82.025856,82.03094,82.059395,82.12859
2014-01-01,81.85087,81.988144,82.03808,82.04777,82.089806,82.10687,82.12532
2014-01-02,81.944115,82.01127,82.01253,82.10735,82.12277,82.135216,82.14006
2014-01-03,82.01571,82.08328,82.07632,82.12782,82.12363,82.16703,82.20813
2014-01-05,82.04512,82.073364,82.1169,82.125145,82.145546,82.23348,82.2571
2014-01-06,82.07831,82.1095,82.16371,82.07727,82.20842,82.276764,82.251305
2014-01-07,82.13667,82.12822,82.09825,82.21639,82.229805,82.25383,82.27396
2014-01-08,82.18725,82.13561,82.236565,82.22769,82.28854,82.27155,82.26919
2014-01-09,82.145584,82.1943,82.205696,82.225586,82.25617,82.2728,82.26598
2014-01-10,82.24737,82.248726,82.25211,82.265015,82.22056,82.29291,82.26377
2014-01-12,82.24663,82.238556,82.26552,82.256676,82.28644,82.23171,82.25709
2014-01-13,82.243416,82.20177,82.276985,82.25096,82.25253,82.28123,82.252464
2014-01-14,82.26366,82.25543,82.259514,82.27674,82.31663,82.24937,82.24921
2014-01-15,82.25591,82.25955,82.27264,82.26986,82.25624,82.3015,82.276054
2014-01-16,82.28413,82.229095,82.2551,82.265175,82.251144,82.2814,82.24314
2014-01-17,82.27329,82.281136,82.269615,82.2559,82.27385,82.267265,82.22856
2014-01-19,82.25318,82.22078,82.25176,82.249504,82.22805,82.19439,82.178375
2014-01-20,82.28028,82.268936,82.26752,82.23421,82.23258,82.14683,82.145035
2014-01-21,82.2366,82.27012,82.24897,82.229996,82.16893,82.21286,82.21036
2014-01-22,82.280624,82.23895,82.23674,82.201035,82.15927,82.19771,82.13182
2014-01-23,82.243385,82.18307,82.16322,82.19601,82.17028,82.11852,82.1465
2014-01-24,82.22451,82.176445,82.149605,82.2165,82.15835,82.13196,82.09525
2014-01-26,82.100914,82.16993,82.124954,82.11256,82.12542,82.11817,82.109375
2014-01-27,82.178665,82.13801,82.122574,82.09422,82.15597,82.132324,82.147484
2014-01-28,82.12161,82.11259,82.118614,82.13501,82.103264,82.117805,82.08389
2014-01-29,82.121445,82.09234,82.11075,82.11148,82.09195,82.10994,82.079445
2014-01-30,82.12002,82.129654,82.105316,82.09506,82.10522,82.00779,81.97173
2014-01-31,82.12012,82.10601,82.12971,82.08426,82.06885,82.01527,81.88255
2014-02-02,82.120224,82.11691,82.09049,82.10917,81.96397,81.89575,81.78459
2014-02-03,82.12032,82.075386,82.023544,82.07493,81.87363,81.86061,81.644165
2014-02-04,82.06402,82.063995,82.0045,81.95327,81.855354,81.688484,81.59072
2014-02-05,82.04368,81.96241,81.84756,81.85634,81.7095,81.63621,81.58089
2014-02-06,81.98205,81.846886,81.876335,81.64443,81.66724,81.60221,81.5599
2014-02-07,81.8954,81.88471,81.66588,81.60557,81.64363,81.56115,81.580315
2014-02-09,81.77063,81.67454,81.63222,81.61556,81.60088,81.55802,81.08548
2014-02-10,81.655685,81.606834,81.64224,81.6065,81.48184,81.05766,80.90704
2014-02-11,81.640015,81.651535,81.61257,81.56316,81.024185,80.85252,80.85475
2014-02-12,81.647415,81.573235,81.54795,81.060555,80.89275,80.84329,80.81193
2014-02-13,81.62538,81.52779,81.07583,80.86035,80.81878,80.83419,80.87803
2014-02-14,81.55964,81.084335,80.86822,80.829155,80.84659,80.84304,80.85109
2014-02-16,81.09355,80.89134,80.84458,80.81952,80.86937,80.84191,80.834435
2014-02-17,80.90206,80.781044,80.84119,80.83444,80.80338,80.854256,80.79371
2014-02-18,80.84312,80.778404,80.86568,80.81128,80.80287,80.81481,80.79705
2014-02-19,80.81366,80.88684,80.85508,80.816605,80.80413,80.76447,80.79688
2014-02-20,80.86985,80.87059,80.8178,80.81653,80.758545,80.80757,80.81577
2014-02-21,80.860855,80.833336,80.80886,80.80386,80.818985,80.77928,80.805145
2014-02-23,80.77988,80.80689,80.812256,80.826454,80.78481,80.81447,80.71132
2014-02-24,80.816696,80.77754,80.79777,80.78119,80.817795,80.77711,80.76871
2014-02-25,80.816635,80.796135,80.785416,80.78351,80.80178,80.7045,80.70974
2014-02-26,80.78346,80.8062,80.78549,80.79066,80.76291,80.7051,80.655655
2014-02-27,80.802826,80.79773,80.76965,80.742645,80.70679,80.66623,80.61103
2014-02-28,80.78697,80.742714,80.735054,80.72178,80.65818,80.58734,80.610954
2014-03-02,80.78026,80.76231,80.70368,80.6669,80.673035,80.55808,80.610855
2014-03-03,80.75576,80.699135,80.63336,80.58423,80.638535,80.63031,80.61076
2014-03-04,80.71784,80.63368,80.71177,80.64661,80.6494,80.64472,80.73035
2014-03-05,80.61434,80.641205,80.544075,80.58157,80.57705,80.64991,80.650444
2014-03-06,80.624344,80.58517,80.575005,80.58569,80.67842,80.66815,80.71443
2014-03-07,80.59971,80.60242,80.60893,80.59588,80.65686,80.71846,80.68819
2014-03-09,80.64215,80.66073,80.612885,80.70236,80.711395,80.69307,80.74469
2014-03-10,80.601524,80.63295,80.63522,80.72158,80.71184,80.697296,80.70846
2014-03-11,80.6228,80.652824,80.69482,80.72412,80.72872,80.72551,80.71147
2014-03-12,80.65771,80.71175,80.72632,80.702934,80.71848,80.70152,80.71819
2014-03-13,80.74763,80.696945,80.72748,80.707375,80.713684,80.7118,80.696465
2014-03-14,80.73759,80.71731,80.70467,80.74724,80.70536,80.70697,80.73803
2014-03-16,80.72839,80.73142,80.709656,80.69867,80.69956,80.72737,80.747246
2014-03-17,80.75636,80.6941,80.71391,80.710655,80.72565,80.72137,80.71962
2014-03-18,80.68935,80.71184,80.69174,80.69912,80.71867,80.72535,80.69554
2014-03-19,80.71214,80.694984,80.72871,80.77771,80.71395,80.69039,80.69086
2014-03-20,80.71888,80.71817,80.73004,80.72299,80.70458,80.67897,80.68684
2014-03-21,80.72032,80.73416,80.703445,80.699585,80.69128,80.67347,80.64619
2014-03-23,80.68927,80.72311,80.709274,80.69175,80.70101,80.6715,80.66847
2014-03-24,80.716286,80.74289,80.65765,80.684944,80.668076,80.65493,80.685295
2014-03-25,80.70825,80.63238,80.7038,80.65442,80.598915,80.71249,80.673004
