,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY
2012-02-05,59.91123,59.98477,60.06603,60.058517,60.080788,60.008713,60.39667
2012-02-06,60.030712,60.06565,60.043617,60.040577,60.064575,60.379883,60.468388
2012-02-07,60.005264,60.01161,60.053593,60.0217,60.365177,60.4785,60.494934
2012-02-08,60.031868,60.030025,60.029266,60.356014,60.459496,60.485867,60.69699
2012-02-09,60.037346,60.010616,60.36841,60.469666,60.50766,60.692596,60.744167
2012-02-10,60.01547,60.38213,60.486343,60.4827,60.658127,60.74663,60.777153
2012-02-12,60.37648,60.46367,60.455048,60.641743,60.726143,60.73554,60.803406
2012-02-13,60.481766,60.504814,60.666695,60.73571,60.81484,60.822243,61.020824
2012-02-14,60.555943,60.718567,60.74384,60.797626,60.869286,61.041176,61.114044
2012-02-15,60.694153,60.71967,60.79649,60.841507,61.0371,61.087112,61.214397
2012-02-16,60.75751,60.75669,60.85106,61.047195,61.088764,61.143063,61.319466
2012-02-17,60.781322,60.83694,61.067806,61.12524,61.188026,61.24584,61.279037
2012-02-19,60.81699,61.008533,61.141956,61.25553,61.232872,61.236664,61.461384
2012-02-20,60.978176,61.18822,61.158455,61.290916,61.28656,61.468082,61.534958
2012-02-21,61.047188,61.18553,61.218597,61.3143,61.390167,61.576622,61.586166
2012-02-22,61.172096,61.233673,61.272926,61.373524,61.571754,61.5846,61.599567
2012-02-23,61.311153,61.399418,61.345444,61.541763,61.58778,61.65388,61.622795
2012-02-24,61.369293,61.445614,61.509975,61.592216,61.648262,61.618706,61.640186
2012-02-26,61.36649,61.49827,61.565834,61.530804,61.644154,61.66411,61.762413
2012-02-27,61.57084,61.609383,61.60595,61.594223,61.68193,61.76991,61.78951
2012-02-28,61.573338,61.646408,61.634773,61.704483,61.78857,61.812557,61.802788
2012-02-29,61.61756,61.617516,61.662457,61.735924,61.81423,61.90182,61.87701
2012-03-01,61.61919,61.659466,61.697407,61.819016,61.857613,61.875053,62.079018
2012-03-02,61.695957,61.766766,61.80689,61.86087,61.90843,62.002197,62.11738
2012-03-04,61.724247,61.772087,61.860584,61.89703,62.04327,62.126656,62.30369
2012-03-05,61.763706,61.858776,61.884254,62.042145,62.087017,62.298443,62.922813
2012-03-06,61.850777,61.93674,62.01061,62.106567,62.34022,62.90962,63.422844
2012-03-07,61.89318,62.046562,62.135822,62.269188,62.932877,63.290035,63.580784
2012-03-08,61.973316,62.102253,62.294624,62.968082,63.47312,63.494305,63.518616
2012-03-09,62.08091,62.253613,62.963726,63.396885,63.49515,63.540455,63.720524
2012-03-11,62.264065,62.931004,63.485977,63.492676,63.569244,63.70848,63.81998
2012-03-12,62.953606,63.432877,63.507423,63.53256,63.743626,63.755848,64.045685
2012-03-13,63.353844,63.51921,63.53325,63.717377,63.85618,64.073616,64.09906
2012-03-14,63.47869,63.522163,63.74689,63.7551,64.05817,64.06882,64.23308
2012-03-15,63.52817,63.71244,63.852985,64.03306,64.06263,64.27341,64.28328
2012-03-16,63.748325,63.78868,64.01762,64.08413,64.20923,64.26142,64.35714
2012-03-18,63.857487,63.91069,64.099266,64.20161,64.26737,64.31806,64.64903
2012-03-19,63.9847,64.0903,64.196495,64.26815,64.33819,64.6244,64.71066
2012-03-20,64.0709,64.22761,64.36072,64.33837,64.662964,64.666664,64.76923
2012-03-21,64.23488,64.28997,64.33592,64.64843,64.67742,64.74361,64.975395
2012-03-22,64.299355,64.377396,64.61492,64.71222,64.71751,64.9056,65.07445
2012-03-23,64.389496,64.62917,64.71325,64.8083,64.95755,65.07558,65.17055
2012-03-25,64.67907,64.70058,64.730736,64.89464,65.064476,65.11366,65.265396
2012-03-26,64.70914,64.77299,64.91608,64.969864,65.115425,65.20961,65.226494
2012-03-27,64.77013,64.87345,65.05662,65.09476,65.21772,65.35098,65.33257
2012-03-28,64.9439,65.037155,65.112816,65.163826,65.26314,65.34368,65.393654
2012-03-29,64.94437,65.13285,65.25166,65.22831,65.37932,65.34777,65.37689
2012-03-30,65.07106,65.23368,65.25494,65.351906,65.43047,65.44281,65.438995
2012-04-01,65.227554,65.2598,65.34889,65.3876,65.350075,65.41899,65.42971
2012-04-02,65.26276,65.32977,65.332054,65.38181,65.44609,65.441345,65.42305
2012-04-03,65.34909,65.3852,65.45204,65.43057,65.42117,65.39443,65.43356
2012-04-04,65.46252,65.35075,65.437164,65.42644,65.445694,65.448105,65.42163
2012-04-05,65.39275,65.43023,65.41713,65.42785,65.42123,65.40288,65.42623
2012-04-08,65.44297,65.44872,65.42658,65.43257,65.44543,65.43242,65.43434
2012-04-09,65.40537,65.411995,65.43658,65.40686,65.421265,65.41144,65.43969
2012-04-10,65.43362,65.43061,65.417114,65.43179,65.44523,65.42996,65.43437
2012-04-11,65.40446,65.44793,65.42633,65.40595,65.421295,65.44755,65.43264
2012-04-12,65.43294,65.41214,65.43611,65.431465,65.445045,65.441124,65.42855
2012-04-13,65.403534,65.43031,65.41704,65.405045,65.42132,65.4185,65.42783
2012-04-15,65.432236,65.44728,65.426056,65.43107,65.444916,65.41336,65.42505
2012-04-16,65.402596,65.412186,65.43571,65.40409,65.42134,65.417534,65.420586
2012-04-17,65.4315,65.43004,65.41693,65.43059,65.44477,65.42826,65.43233
2012-04-18,65.40166,65.446754,65.42581,65.40315,65.42136,65.39154,65.404205
2012-04-19,65.430725,65.41218,65.42625,65.430084,65.44466,65.4345,65.38092
2012-04-20,65.400696,65.42977,65.39986,65.40223,65.41821,65.36414,65.41503
2012-04-22,65.42488,65.44628,65.43632,65.41555,65.424545,65.36609,65.3529
2012-04-23,65.40286,65.41214,65.40194,65.3752,65.37775,65.33227,65.31849
2012-04-24,65.43456,65.40164,65.349236,65.38439,65.36642,65.31288,65.29692
2012-04-25,65.45075,65.36111,65.40851,65.34166,65.301285,65.3327,65.27707
2012-04-26,65.38384,65.367004,65.365456,65.33043,65.30527,65.28379,65.21322
2012-04-27,65.415535,65.39779,65.292336,65.304794,65.27836,65.22487,65.199036
2012-04-29,65.32353,65.33108,65.31576,65.275246,65.23619,65.16017,65.1594
2012-04-30,65.333534,65.32505,65.28175,65.19982,65.18649,65.132,65.1661
2012-05-01,65.31948,65.29823,65.237495,65.16763,65.11664,65.11619,65.02597
2012-05-02,65.23729,65.28152,65.180695,65.10427,65.144615,65.01195,64.97494
2012-05-03,65.20352,65.22296,65.147385,65.11509,64.98608,64.97814,64.96003
2012-05-04,65.16962,65.15408,65.12082,65.0991,65.00035,64.972664,64.84438
2012-05-06,65.15253,65.03344,65.03752,64.93643,64.949425,64.91515,64.8432
2012-05-07,65.11117,65.00563,65.063736,64.92112,64.90941,64.81306,64.735886
2012-05-08,65.01644,64.991806,64.95452,64.942215,64.814224,64.739685,64.65195
2012-05-09,64.939415,64.95979,64.88681,64.81577,64.75011,64.7263,64.68872
2012-05-10,64.91841,64.88264,64.84131,64.71391,64.70427,64.69826,64.69673
2012-05-11,64.85093,64.82954,64.69722,64.711494,64.64821,64.7025,64.56743
2012-05-13,64.82335,64.72148,64.70092,64.707985,64.67606,64.62647,64.626
2012-05-14,64.74,64.7349,64.66014,64.68045,64.61424,64.5447,64.49941
2012-05-15,64.671455,64.63539,64.70846,64.64998,64.63621,64.59312,64.52936
2012-05-16,64.6563,64.6656,64.63336,64.59357,64.65642,64.578384,64.53508
2012-05-17,64.74039,64.60042,64.63707,64.602516,64.522224,64.57149,64.38518
2012-05-18,64.6016,64.57659,64.643456,64.567474,64.51466,64.40752,64.41354
2012-05-20,64.59539,64.58353,64.5683,64.52458,64.39759,64.38919,64.42447
2012-05-21,64.583084,64.595146,64.60815,64.427795,64.40294,64.37346,64.32768
2012-05-22,64.54694,64.565994,64.443115,64.4148,64.38782,64.36919,64.06818
2012-05-23,64.59203,64.40888,64.39653,64.373726,64.40216,64.06582,63.963333
2012-05-24,64.39104,64.398994,64.36763,64.37796,64.03482,63.9759,63.876213
2012-05-25,64.38734,64.39225,64.3849,64.04576,63.987133,63.855392,63.8189
2012-05-27,64.38742,64.37603,64.03021,63.998234,63.88875,63.821835,63.812286
2012-05-28,64.31382,64.02164,63.98947,63.86089,63.82056,63.806732,63.802208
2012-05-29,64.05262,63.97781,63.841564,63.86407,63.81327,63.81825,63.60032
2012-05-30,63.996128,63.893654,63.825832,63.83429,63.79737,63.628937,63.598812
2012-05-31,63.87287,63.848354,63.778393,63.79982,63.6251,63.562244,63.555702
2012-06-01,63.892376,63.809418,63.797855,63.6037,63.610176,63.546726,63.366287
2012-06-03,63.81952,63.805893,63.62578,63.55902,63.567154,63.3729,62.83808
2012-06-04,63.798607,63.603554,63.608322,63.555096,63.400772,62.843605,62.727467
2012-06-05,63.642483,63.565422,63.542362,63.32533,62.850834,62.76585,62.403786
2012-06-06,63.56314,63.53588,63.343605,62.837925,62.781464,62.443058,62.37599
2012-06-07,63.535465,63.360798,62.859463,62.76167,62.3948,62.380177,62.31309
2012-06-08,63.33306,62.853245,62.793465,62.423447,62.327923,62.311733,62.284393
2012-06-10,62.822853,62.76816,62.42921,62.325924,62.271034,62.233025,62.23175
2012-06-11,62.78048,62.363167,62.36575,62.265884,62.268345,62.262188,62.227924
2012-06-12,62.376766,62.354225,62.27166,62.281197,62.20564,62.088375,62.239212
2012-06-13,62.34574,62.288143,62.290974,62.267548,62.206192,62.177048,62.255104
2012-06-14,62.312534,62.258533,62.285572,62.30551,62.30676,62.239758,62.241333
2012-06-15,62.241962,62.21254,62.24626,62.180477,62.210957,62.241558,62.20667
2012-06-17,62.28071,62.258125,62.193504,62.2265,62.255676,62.19655,62.204266
2012-06-18,62.268776,62.23293,62.214973,62.266834,62.254593,62.250656,62.223667
2012-06-19,62.255535,62.250828,62.25131,62.206154,62.176113,62.228302,62.20432
2012-06-20,62.157463,62.22862,62.2081,62.22759,62.255283,62.205776,62.20088
2012-06-21,62.183765,62.22204,62.204285,62.226334,62.272995,62.199287,62.170483
2012-06-22,62.180367,62.183838,62.212536,62.187683,62.166702,62.23592,62.23543
2012-06-24,62.216904,62.19052,62.192036,62.22154,62.212322,62.195602,62.200726
2012-06-25,62.200798,62.179714,62.235283,62.214275,62.218998,62.202442,62.1896
2012-06-26,62.21989,62.18955,62.190998,62.204967,62.201073,62.20768,62.17474
2012-06-27,62.203632,62.22285,62.20171,62.173428,62.180927,62.21538,62.223465
2012-06-28,62.150482,62.19272,62.1963,62.186127,62.19729,62.201706,62.193626
2012-06-29,62.19835,62.206192,62.195198,62.204628,62.212902,62.202503,62.20797
2012-07-01,62.19518,62.18519,62.190876,62.23462,62.204926,62.2017,62.2143
2012-07-02,62.175762,62.22344,62.205254,62.215405,62.18327,62.20655,62.218597
2012-07-03,62.212524,62.1981,62.220352,62.197727,62.224243,62.21281,62.234406
2012-07-04,62.196285,62.208294,62.23375,62.214386,62.217884,62.209686,62.237206
2012-07-05,62.19834,62.20144,62.244576,62.219063,62.22515,62.233143,62.26677
2012-07-06,62.20771,62.213566,62.25441,62.228455,62.24157,62.273247,62.31563
2012-07-08,62.197174,62.216614,62.283253,62.227238,62.281235,62.320385,62.318638
2012-07-09,62.18389,62.262238,62.24613,62.291126,62.301254,62.320652,62.371708
2012-07-10,62.214813,62.204685,62.256012,62.310158,62.313534,62.366795,62.416264
2012-07-11,62.21118,62.292507,62.306293,62.321472,62.350506,62.400806,62.422737
2012-07-12,62.296673,62.3227,62.332554,62.39877,62.391872,62.416073,62.434895
2012-07-13,62.29309,62.320343,62.340637,62.41147,62.393353,62.45372,62.495636
2012-07-15,62.32713,62.376263,62.411762,62.391518,62.421906,62.46443,62.515606
2012-07-16,62.37223,62.39835,62.408886,62.423702,62.47161,62.492516,62.541737
2012-07-17,62.3885,62.373,62.415924,62.485546,62.512554,62.507175,62.5231
2012-07-18,62.400528,62.45878,62.453156,62.51483,62.485706,62.516582,62.52927
2012-07-19,62.453583,62.470062,62.549164,62.543068,62.50452,62.553017,62.534496
2012-07-20,62.487045,62.487762,62.537125,62.533115,62.533463,62.53977,62.53441
2012-07-22,62.530735,62.523098,62.51181,62.50507,62.49125,62.54759,62.507362
2012-07-23,62.531094,62.53557,62.521263,62.543404,62.55556,62.531467,62.55674
2012-07-24,62.52128,62.54274,62.534393,62.504475,62.548286,62.54415,62.57864
2012-07-25,62.537327,62.520058,62.53795,62.526466,62.558807,62.533676,62.568092
2012-07-26,62.52591,62.508633,62.521126,62.545574,62.570705,62.58913,62.607136
2012-07-27,62.537647,62.53921,62.54188,62.536163,62.58266,62.585636,62.608433
2012-07-29,62.52559,62.528145,62.531284,62.604187,62.62374,62.62083,62.638264
2012-07-30,62.54234,62.58254,62.605507,62.596558,62.574768,62.639023,62.614895
2012-07-31,62.573475,62.570908,62.592823,62.63446,62.61653,62.629425,62.64272
2012-08-01,62.574863,62.603825,62.636887,62.65762,62.635193,62.639084,62.645004
2012-08-02,62.585938,62.65368,62.639145,62.62936,62.653217,62.62942,62.659874
2012-08-03,62.644653,62.64031,62.595215,62.614563,62.6479,62.630165,62.677593
2012-08-05,62.635845,62.620388,62.65599,62.60508,62.6532,62.67286,62.662563
2012-08-06,62.62711,62.64816,62.609337,62.631306,62.679092,62.702076,62.727615
2012-08-07,62.64387,62.62882,62.640835,62.666405,62.6659,62.71909,62.70895
2012-08-08,62.635925,62.62472,62.644424,62.723183,62.711037,62.70502,62.699306
2012-08-09,62.64077,62.660275,62.671722,62.71651,62.70623,62.72335,62.715836
2012-08-10,62.65579,62.665726,62.70166,62.707047,62.71294,62.6928,62.680763
2012-08-12,62.67027,62.705654,62.726997,62.727085,62.708557,62.69166,62.74883
2012-08-13,62.729805,62.71789,62.705162,62.716972,62.683334,62.71386,62.698246
2012-08-14,62.7429,62.705322,62.710117,62.70008,62.711548,62.709034,62.706535
2012-08-15,62.70166,62.718243,62.714344,62.70282,62.708862,62.7049,62.76861
2012-08-16,62.727627,62.704987,62.692955,62.726654,62.681866,62.77878,62.810776
2012-08-17,62.698704,62.718624,62.700317,62.699413,62.75793,62.800793,62.776505
2012-08-19,62.701378,62.704647,62.73042,62.77675,62.794773,62.821606,62.821297
2012-08-20,62.729027,62.718994,62.749496,62.855354,62.813522,62.873962,62.86509
2012-08-21,62.69775,62.761986,62.825268,62.78112,62.79191,62.87371,62.863197
2012-08-22,62.761055,62.79066,62.827656,62.81462,62.853313,62.861385,62.83483
2012-08-23,62.760647,62.837296,62.818417,62.832424,62.824787,62.86237,62.867725
2012-08-24,62.86094,62.829227,62.84102,62.83334,62.86515,62.84168,62.860687
2012-08-26,62.790176,62.872837,62.866585,62.865158,62.825066,62.843918,62.83519
2012-08-27,62.872623,62.858124,62.788433,62.8041,62.8137,62.86163,62.859776
2012-08-28,62.827877,62.838734,62.904118,62.826035,62.892487,62.860146,62.85982
2012-08-29,62.869846,62.84148,62.841446,62.8542,62.83107,62.877354,62.85594
2012-08-30,62.848446,62.86161,62.862206,62.854454,62.87916,62.858032,62.868015
2012-08-31,62.84837,62.836674,62.8644,62.85453,62.854023,62.866592,62.859592
2012-09-02,62.848286,62.86736,62.848824,62.854603,62.85457,62.85921,62.85853
2012-09-03,62.84821,62.85705,62.860584,62.87365,62.840942,62.87179,62.868687
2012-09-04,62.848133,62.846935,62.85606,62.867584,62.881447,62.88023,62.90257
2012-09-05,62.84804,62.819458,62.855988,62.868366,62.89904,62.89289,62.93348
2012-09-06,62.83253,62.879066,62.8684,62.88585,62.90652,62.969406,63.007214
2012-09-07,62.887207,62.88498,62.901203,62.913975,62.975227,62.999622,63.020977
2012-09-09,62.8609,62.89829,62.94294,63.011066,62.975838,63.009403,63.02235
2012-09-10,62.903244,62.924805,62.96244,62.98372,62.993774,63.039787,63.070465
2012-09-11,62.944267,62.96034,62.960873,63.014153,63.01856,63.070473,63.10566
2012-09-12,62.915195,63.013836,63.005554,63.039707,63.06653,63.126816,63.087254
2012-09-13,63.038162,62.99826,63.024864,63.092266,63.107864,63.093445,63.143364
2012-09-14,63.02843,63.038,63.078793,63.115467,63.084553,63.122658,63.116737
2012-09-16,63.044357,63.080894,63.107307,63.11644,63.135258,63.14593,63.13143
2012-09-17,63.052006,63.10086,63.091915,63.114098,63.136215,63.17497,63.200016
2012-09-18,63.106316,63.096756,63.126984,63.13562,63.165585,63.184246,63.251083
2012-09-19,63.125046,63.14461,63.124805,63.128815,63.18175,63.275337,63.186306
2012-09-20,63.12646,63.129826,63.170345,63.16407,63.23172,63.225666,63.33851
2012-09-21,63.12864,63.136585,63.22199,63.257915,63.23767,63.314613,63.331085
2012-09-23,63.15127,63.20222,63.27963,63.23273,63.280598,63.29198,63.31995
2012-09-24,63.185795,63.289253,63.30314,63.269672,63.281643,63.3232,63.292637
2012-09-25,63.222794,63.24669,63.289658,63.327423,63.34593,63.26407,63.243057
2012-09-26,63.27725,63.26668,63.32011,63.258034,63.258293,63.327934,63.30717
2012-09-27,63.32404,63.35285,63.277737,63.28606,63.283592,63.362076,63.287098
2012-09-28,63.289577,63.32047,63.264515,63.31062,63.341175,63.300022,63.311962
2012-09-30,63.323437,63.329166,63.240948,63.32895,63.308296,63.269703,63.306557
2012-10-01,63.290108,63.318127,63.309334,63.28715,63.288124,63.338543,63.340664
2012-10-02,63.32295,63.287514,63.273617,63.306545,63.31028,63.32445,63.3449
2012-10-03,63.290535,63.293552,63.23815,63.336613,63.327187,63.339367,63.374584
2012-10-04,63.322594,63.265747,63.284092,63.297684,63.36109,63.384544,63.381115
2012-10-05,63.29091,63.321384,63.330143,63.353966,63.367706,63.373344,63.445717
2012-10-07,63.313095,63.310783,63.363564,63.35249,63.37342,63.42638,63.403915
2012-10-08,63.306202,63.336067,63.370235,63.383606,63.408726,63.43941,63.455917
2012-10-09,63.359325,63.343716,63.404915,63.459225,63.431473,63.46852,63.495224
2012-10-10,63.374977,63.357704,63.428333,63.448555,63.44587,63.5025,63.55322
2012-10-11,63.397762,63.419136,63.442066,63.48594,63.48358,63.58251,63.62911
2012-10-12,63.36807,63.452026,63.488327,63.498657,63.571583,63.62702,63.628117
2012-10-14,63.428986,63.4786,63.50532,63.5756,63.62305,63.63404,63.675175
2012-10-15,63.464684,63.475315,63.583054,63.609062,63.613045,63.600018,63.739834
2012-10-16,63.481953,63.601162,63.622448,63.612022,63.726223,63.703514,63.831257
2012-10-17,63.574066,63.640667,63.63638,63.687683,63.726913,63.786087,63.833084
2012-10-18,63.6261,63.65597,63.5818,63.71661,63.789536,63.821503,63.896824
2012-10-19,63.599937,63.61988,63.706722,63.800808,63.837757,63.872143,63.870636
2012-10-21,63.638,63.696083,63.789135,63.827545,63.84737,63.910778,63.889557
2012-10-22,63.70559,63.80436,63.84087,63.867344,63.88333,63.91963,63.920048
2012-10-23,63.798683,63.864223,63.875305,63.904,63.923332,63.941998,64.029236
2012-10-24,63.84821,63.84539,63.87535,63.912636,63.93816,64.00175,63.9508
2012-10-25,63.878914,63.887257,63.90214,63.941673,63.99448,64.024506,63.981148
2012-10-26,63.890553,63.92245,63.947063,63.978783,64.002625,63.94113,64.00774
2012-10-28,63.86148,63.93087,63.968307,63.97303,63.963467,63.958218,63.993427
2012-10-29,63.92139,63.968246,63.96633,63.988365,63.954887,63.966118,64.12033
2012-10-30,63.9787,63.986576,63.965115,63.947422,63.996334,64.10594,64.13804
2012-10-31,64.00053,63.95232,63.9874,63.966736,64.0935,64.136955,64.40299
2012-11-01,63.974716,63.964687,63.993607,64.160614,64.15034,64.40583,64.61477
2012-11-02,63.975964,63.989265,64.11241,64.16433,64.381226,64.61176,64.77687
2012-11-04,63.994602,64.125084,64.139854,64.40654,64.602264,64.77313,64.88153
2012-11-05,64.13504,64.15301,64.36525,64.59902,64.72103,64.86753,64.91143
2012-11-06,64.11467,64.38193,64.578224,64.79699,64.8847,64.88281,64.98684
2012-11-07,64.41739,64.59456,64.811615,64.92445,64.90309,64.879486,64.93386
2012-11-08,64.574905,64.77908,64.87244,64.90263,64.9315,64.94252,64.930786
2012-11-09,64.74603,64.882416,64.90571,64.94503,64.9523,64.90885,64.97777
2012-11-11,64.87054,64.927734,64.93029,64.95254,64.9468,65.00714,64.99383
2012-11-12,64.8683,64.95231,64.89869,64.92519,64.98074,64.99113,65.05577
2012-11-13,64.966705,64.95881,64.95032,64.94505,65.01625,65.07586,65.14836
2012-11-14,64.92653,64.95079,64.94967,65.01729,65.05211,65.16864,65.26333
2012-11-15,64.93409,64.96873,64.94464,65.034386,65.09076,65.20519,65.19799
2012-11-16,64.94032,65.01114,65.04275,65.15529,65.20634,65.220184,65.22669
2012-11-18,65.031296,65.02743,65.18183,65.20674,65.23509,65.24929,65.29184
2012-11-19,65.05829,65.1467,65.21606,65.230446,65.23689,65.26489,65.28511
2012-11-20,65.17326,65.22632,65.223145,65.24548,65.28213,65.31153,65.3303
2012-11-21,65.1681,65.202705,65.237946,65.25063,65.310356,65.32231,65.38953
2012-11-22,65.2788,65.25771,65.25897,65.34101,65.291336,65.37533,65.41838
2012-11-23,65.29277,65.264915,65.30952,65.32925,65.39837,65.47323,65.49472
2012-11-25,65.271324,65.322876,65.29086,65.4453,65.40673,65.495926,65.5104
2012-11-26,65.31446,65.337296,65.40383,65.4468,65.49311,65.49656,65.592285
2012-11-27,65.32809,65.376366,65.437386,65.48427,65.506424,65.54133,65.61044
2012-11-28,65.35675,65.47602,65.490295,65.49908,65.53813,65.63633,65.67461
2012-11-29,65.438774,65.49479,65.51917,65.60395,65.66845,65.70405,65.7236
2012-11-30,65.493645,65.53142,65.604,65.646194,65.649864,65.732895,65.78268
2012-12-02,65.53303,65.56259,65.6017,65.678246,65.7311,65.829605,66.07889
2012-12-03,65.54934,65.6406,65.63517,65.69472,65.73187,66.09608,66.17322
2012-12-04,65.60573,65.70685,65.78633,65.74839,66.07583,66.18636,66.25292
2012-12-05,65.68691,65.68834,65.79958,66.09141,66.20609,66.265274,66.32497
2012-12-06,65.66439,65.730675,66.08193,66.19874,66.33454,66.341965,66.60974
2012-12-07,65.76271,66.047806,66.18003,66.29085,66.35065,66.61763,66.9648
2012-12-09,66.08598,66.21107,66.29296,66.34913,66.63203,66.95316,67.145645
2012-12-10,66.198784,66.30238,66.357834,66.58045,66.965416,67.18229,67.17047
2012-12-11,66.33044,66.31687,66.61004,66.977135,67.18271,67.151474,67.18182
2012-12-12,66.406715,66.585846,67.00513,67.09319,67.08643,67.21315,67.23764
2012-12-13,66.593124,66.95985,67.20164,67.15624,67.218544,67.246925,67.25099
2012-12-14,66.99732,67.11625,67.19066,67.16596,67.24931,67.26324,67.28444
2012-12-16,67.130844,67.27199,67.18394,67.205315,67.25331,67.28772,67.31047
2012-12-17,67.13372,67.19205,67.24267,67.28227,67.3067,67.29448,67.27767
2012-12-18,67.21254,67.21481,67.29298,67.300446,67.27034,67.33872,67.36713
2012-12-19,67.240654,67.273224,67.28382,67.28875,67.350784,67.369125,67.37811
2012-12-20,67.30288,67.25853,67.296616,67.34869,67.373566,67.39448,67.4847
2012-12-21,67.29017,67.29401,67.37318,67.373375,67.44287,67.40076,67.50108
2012-12-23,67.304924,67.37562,67.390366,67.43377,67.453705,67.50623,67.50684
2012-12-24,67.36514,67.36656,67.415146,67.46421,67.48652,67.502846,67.513885
2012-12-26,67.35563,67.39817,67.49535,67.49051,67.50614,67.47184,67.53254
2012-12-27,67.3871,67.473885,67.46243,67.513115,67.5064,67.54972,67.53847
2012-12-28,67.46152,67.49228,67.45818,67.50233,67.4924,67.519066,67.58915
2012-12-30,67.4958,67.481186,67.51789,67.506966,67.539825,67.594246,68.01869
2012-12-31,67.50673,67.48882,67.4774,67.528076,67.58452,68.00873,68.42941
2013-01-02,67.53227,67.532684,67.57541,67.60537,68.0121,68.41308,68.47968
2013-01-03,67.52819,67.562225,67.59197,68.02499,68.43804,68.49462,68.713486
2013-01-04,67.54298,67.5923,68.02408,68.4464,68.468765,68.72848,68.876915
2013-01-06,67.59135,68.017334,68.41601,68.51779,68.7475,68.84328,68.90172
2013-01-07,67.997604,68.43006,68.46149,68.70535,68.84759,68.90056,68.97621
2013-01-08,68.4243,68.470055,68.723946,68.83199,68.89213,69.0009,69.02874
2013-01-09,68.47818,68.713394,68.8531,68.95081,69.01649,69.007195,69.05168
2013-01-10,68.74648,68.85331,68.88027,69.024734,69.069145,69.07499,69.17046
2013-01-11,68.83777,68.902214,68.98567,69.02967,69.06325,69.17355,69.25842
2013-01-13,68.88434,69.02802,69.0355,69.08394,69.18281,69.27674,69.93311
2013-01-14,68.997635,69.0275,69.05335,69.14719,69.26215,69.92831,70.24042
2013-01-15,69.03373,69.067314,69.15425,69.23607,69.931175,70.281555,70.35061
2013-01-16,69.04797,69.17859,69.29441,69.94285,70.271385,70.3477,70.43013
2013-01-17,69.13604,69.2911,69.908,70.25095,70.34277,70.40236,70.599075
2013-01-18,69.290436,69.95494,70.25249,70.34322,70.37782,70.62429,71.00657
2013-01-20,69.950165,70.23896,70.328575,70.395195,70.659645,70.98582,71.195305
2013-01-21,70.246735,70.30446,70.42929,70.68098,71.05438,71.247505,71.29949
2013-01-22,70.34053,70.37608,70.60326,71.00784,71.243614,71.31363,71.38442
2013-01-23,70.46007,70.642746,71.064896,71.26036,71.27751,71.33487,71.50085
2013-01-24,70.67971,71.00544,71.20986,71.31092,71.36173,71.54604,71.62879
2013-01-25,70.96319,71.10671,71.295364,71.321075,71.50928,71.71309,71.70346
2013-01-27,71.24071,71.32337,71.35106,71.515854,71.58726,71.69233,72.06065
2013-01-28,71.27014,71.33639,71.46184,71.64231,71.72384,72.0394,72.182625
2013-01-29,71.400314,71.53673,71.671684,71.71941,72.01327,72.13961,72.22009
2013-01-30,71.50922,71.59143,71.73126,72.10028,72.12435,72.23597,72.25259
2013-01-31,71.617485,71.710434,72.10568,72.21067,72.182304,72.28021,72.321144
2013-02-01,71.71716,72.132095,72.15853,72.20525,72.27901,72.35871,72.66232
2013-02-03,72.181465,72.2221,72.20784,72.329094,72.3009,72.67223,72.93806
2013-02-04,72.140854,72.24606,72.30737,72.41375,72.67356,72.824776,72.780106
2013-02-05,72.20469,72.27576,72.33848,72.671265,72.90184,72.98947,72.950294
2013-02-06,72.31558,72.342674,72.670586,72.85519,72.99926,73.028534,73.06028
2013-02-07,72.3075,72.7022,72.93784,72.910034,72.942566,73.092834,73.10924
2013-02-08,72.65556,72.78305,73.04107,73.024345,73.09095,73.13528,73.16061
2013-02-10,72.81543,72.86271,72.985344,73.12944,73.16132,73.22012,73.27213
2013-02-11,72.884674,72.9693,73.10716,73.135574,73.1984,73.28493,73.306915
2013-02-12,72.97434,73.044426,73.15854,73.14954,73.224365,73.38099,73.36777
2013-02-13,73.07769,73.13323,73.141235,73.24635,73.27538,73.43362,73.664825
2013-02-14,73.10896,73.18043,73.29821,73.26981,73.387695,73.67599,73.65563
2013-02-15,73.18321,73.264854,73.345245,73.391205,73.649635,73.62768,73.72643
2013-02-17,73.26438,73.27719,73.37409,73.58416,73.66603,73.698524,73.71524
2013-02-18,73.33972,73.41159,73.6174,73.649925,73.69472,73.70577,74.390884
2013-02-19,73.37598,73.65771,73.67615,73.6816,73.71332,74.37657,74.62424
2013-02-20,73.54647,73.66985,73.72919,73.7493,74.405624,74.707405,74.7392
2013-02-21,73.57779,73.72486,73.71843,74.36492,74.698456,74.80046,74.718056
2013-02-22,73.69737,73.74194,74.38495,74.727806,74.76952,74.72925,74.723785
2013-02-24,73.77045,74.38945,74.68416,74.75254,74.729416,74.707825,74.76715
2013-02-25,74.373085,74.713646,74.76324,74.72663,74.75624,74.74912,74.82335
2013-02-26,74.7119,74.7443,74.72576,74.7273,74.74669,74.780365,74.86432
2013-02-27,74.785934,74.751045,74.73526,74.79247,74.77108,74.87546,74.95622
2013-02-28,74.75386,74.75687,74.76536,74.757,74.852615,75.0306,74.939705
