,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR
2011-12-19,1284.5461,1284.6293,1284.5281,1283.4229,1281.9565,1278.7677,1277.3367
2011-12-20,1284.6417,1284.6461,1283.2576,1282.0278,1278.6932,1277.3687,1275.26
2011-12-21,1284.5353,1283.4576,1282.0552,1278.7784,1277.3971,1275.4403,1271.2438
2011-12-22,1283.33,1281.9827,1278.8351,1277.2535,1275.2742,1271.3347,1269.8265
2011-12-23,1281.9434,1278.8379,1277.3499,1275.2577,1271.2676,1269.8779,1268.9731
2011-12-27,1278.7606,1277.5005,1275.338,1271.2296,1269.6687,1268.9977,1264.9426
2011-12-28,1277.3224,1275.2687,1271.3319,1269.7646,1269.004,1264.8469,1262.193
2011-12-29,1275.3008,1271.497,1269.6627,1268.9824,1264.923,1262.3307,1258.3643
2011-12-30,1271.2979,1269.7505,1268.9664,1264.9846,1262.4302,1258.3508,1258.4294
2012-01-02,1269.8292,1268.8844,1264.8728,1262.1969,1258.3904,1258.4019,1260.2668
2012-01-03,1268.8857,1264.9666,1262.3794,1258.5388,1258.3646,1260.22,1262.3744
2012-01-04,1264.7705,1262.2438,1258.3383,1258.3795,1260.3779,1262.0437,1262.2253
2012-01-05,1262.2739,1258.3394,1258.3231,1260.3363,1262.3027,1262.037,1262.1942
2012-01-06,1258.4232,1258.2793,1260.3406,1262.2256,1262.1968,1262.2174,1262.358
2012-01-08,1258.3191,1260.4036,1262.2395,1262.346,1262.2935,1262.4513,1262.199
2012-01-09,1260.4163,1262.326,1262.2344,1262.346,1262.2745,1262.4565,1262.2936
2012-01-10,1262.4336,1262.3572,1262.2329,1262.1606,1262.1702,1262.2751,1262.3264
2012-01-11,1262.3027,1262.1992,1262.2328,1262.1072,1262.2726,1262.04,1262.0925
2012-01-12,1262.2668,1262.1676,1262.2327,1262.2506,1262.2573,1262.0348,1262.254
2012-01-13,1262.2175,1262.326,1262.2534,1262.4551,1262.2449,1262.2169,1262.0734
2012-01-15,1262.293,1262.3579,1262.2675,1262.4342,1262.3329,1262.4528,1262.2725
2012-01-16,1262.435,1262.1989,1262.2928,1262.2308,1262.3062,1262.4578,1262.2798
2012-01-17,1262.2109,1262.167,1262.3093,1262.1643,1262.196,1262.2751,1262.2955
2012-01-18,1262.2812,1262.3265,1262.3094,1262.2975,1262.2941,1262.0385,1262.4261
2012-01-19,1262.2557,1262.3584,1262.3102,1262.3065,1262.2748,1262.0334,1262.2148
2012-01-20,1262.2124,1262.1985,1262.332,1262.2252,1262.1703,1262.2167,1262.3761
2012-01-22,1262.2991,1262.1665,1262.3961,1262.3469,1262.2725,1262.4536,1262.2245
2012-01-23,1262.2673,1262.327,1262.3966,1262.3474,1262.2574,1262.4585,1266.0266
2012-01-24,1262.3352,1262.3591,1262.2971,1262.1597,1262.2443,1266.1034,1268.491
2012-01-25,1262.2112,1262.1984,1262.2925,1262.1066,1265.9685,1268.5089,1270.385
2012-01-26,1262.2814,1262.1663,1262.1937,1265.9086,1268.4668,1270.2484,1276.4967
2012-01-27,1262.344,1262.3274,1266.0321,1268.424,1270.2672,1276.462,1280.2291
2012-01-29,1262.2104,1265.8691,1268.5177,1270.3004,1276.5583,1280.5273,1281.6289
2012-01-30,1266.0052,1268.5049,1270.2145,1276.4036,1280.4929,1281.6466,1283.6091
2012-01-31,1268.5753,1270.4403,1276.3666,1280.3778,1281.7782,1283.6769,1285.3627
2012-02-01,1270.259,1276.607,1280.371,1281.6088,1283.7091,1285.4785,1289.1223
2012-02-02,1276.4666,1280.4711,1281.6421,1283.8213,1285.3335,1289.1025,1289.309
2012-02-03,1280.3627,1281.6423,1283.5469,1285.2698,1289.104,1289.2906,1289.39
2012-02-05,1281.9193,1283.6779,1285.3083,1289.0223,1289.3732,1289.3892,1289.8118
2012-02-06,1283.6572,1285.4843,1289.0001,1289.276,1289.4647,1289.7875,1291.2749
2012-02-07,1285.389,1289.0924,1289.1835,1289.2781,1289.8119,1291.3411,1292.6553
2012-02-08,1288.9843,1289.3171,1289.456,1289.7516,1291.2684,1292.6794,1294.249
2012-02-09,1289.3219,1289.4353,1289.8159,1291.4108,1292.8632,1294.177,1297.9691
2012-02-10,1289.2993,1289.8386,1291.3671,1292.682,1294.2076,1297.9504,1299.071
2012-02-12,1289.7736,1291.4343,1292.5374,1294.3278,1297.9973,1299.1471,1301.4938
2012-02-13,1291.4486,1292.5443,1294.3608,1298.0073,1299.0869,1301.493,1303.8789
2012-02-14,1292.666,1294.3275,1297.8998,1299.0497,1301.495,1303.9658,1304.4391
2012-02-15,1294.2695,1297.9661,1299.1056,1301.4905,1303.8737,1304.4655,1305.9907
2012-02-16,1297.9408,1299.0962,1301.5632,1303.8829,1304.366,1306.0516,1307.4966
2012-02-17,1299.1436,1301.5,1303.6748,1304.4264,1306.0657,1307.6132,1309.2681
2012-02-19,1301.4219,1303.9187,1304.3481,1306.1952,1307.5978,1309.3145,1309.8749
2012-02-20,1303.7358,1304.4088,1305.9347,1307.7227,1309.129,1309.9868,1310.7996
2012-02-21,1304.4257,1305.9462,1307.6932,1309.3623,1309.8241,1310.8175,1312.4778
2012-02-22,1306.0231,1307.5374,1309.2733,1309.6771,1310.9817,1312.5376,1312.684
2012-02-23,1307.5021,1309.3134,1309.8557,1310.9364,1312.5746,1312.6317,1313.7148
2012-02-24,1309.2175,1309.8739,1310.882,1312.4594,1312.4973,1313.7354,1313.7131
2012-02-26,1309.8448,1310.8484,1312.5438,1312.6129,1313.7832,1313.7656,1313.7131
2012-02-27,1310.7938,1312.2885,1312.6774,1313.579,1313.7032,1313.6141,1313.6052
2012-02-28,1312.5073,1312.5635,1313.6344,1313.642,1313.5558,1313.5837,1313.7943
2012-02-29,1312.5729,1313.6858,1313.683,1313.7751,1313.6094,1313.7365,1313.6954
2012-03-01,1313.6796,1313.6857,1313.6868,1313.7112,1313.736,1313.7675,1313.6866
2012-03-02,1313.652,1313.6858,1313.754,1313.5759,1313.6632,1313.6132,1313.6866
2012-03-04,1313.6545,1313.6859,1313.6454,1313.6403,1313.6973,1313.5823,1313.6958
2012-03-05,1313.8059,1313.6859,1313.6256,1313.7767,1313.6315,1313.7374,1313.722
2012-03-06,1313.6698,1313.6859,1313.708,1313.7114,1313.6714,1313.7689,1313.7352
2012-03-07,1313.6444,1313.6859,1313.5674,1313.574,1313.7897,1313.6128,1312.518
2012-03-08,1313.7205,1313.6859,1313.6696,1313.6398,1313.7057,1312.4818,1310.8262
2012-03-09,1313.8063,1313.6859,1313.7161,1313.7784,1312.5106,1310.7141,1309.7969
2012-03-11,1313.7557,1313.686,1313.7389,1312.5433,1310.7932,1309.865,1307.6367
2012-03-12,1313.6559,1313.6862,1312.5464,1310.8905,1309.9193,1307.6448,1305.9675
2012-03-13,1313.6843,1312.5356,1310.8593,1309.8295,1307.6089,1305.8005,1305.3162
2012-03-14,1312.4155,1311.0111,1309.8116,1307.6487,1305.9885,1305.2263,1304.5431
2012-03-15,1310.9159,1309.8297,1307.5398,1306.0485,1305.0833,1304.4335,1303.8458
2012-03-16,1309.9105,1307.4087,1306.0007,1305.1571,1304.2272,1303.8507,1303.7039
2012-03-18,1307.4767,1306.042,1305.1328,1304.3761,1303.9547,1303.57,1301.482
2012-03-19,1305.9634,1305.1484,1304.5319,1303.8488,1303.8208,1301.3677,1297.8049
2012-03-20,1305.2607,1304.362,1303.77,1303.7295,1301.4736,1297.6686,1295.7335
2012-03-21,1304.5906,1303.9452,1303.7545,1301.48,1297.8068,1295.8368,1294.6448
2012-03-22,1303.8396,1303.8533,1301.5332,1297.9901,1295.7861,1294.7067,1292.5753
2012-03-23,1303.8494,1301.6018,1297.5754,1295.7793,1294.723,1292.6522,1289.7668
2012-03-25,1301.4937,1297.8021,1295.7958,1294.6483,1292.7222,1289.9121,1289.6333
2012-03-26,1297.8247,1295.781,1294.5759,1292.7501,1289.9604,1289.6345,1288.4312
2012-03-27,1295.7605,1294.6305,1292.5741,1289.9747,1289.7544,1288.4783,1282.0485
2012-03-28,1294.852,1292.6353,1289.892,1289.5962,1288.5437,1281.9854,1279.1058
2012-03-29,1292.6982,1289.9916,1289.7086,1288.4459,1282.0763,1279.0643,1278.9281
2012-03-30,1289.9006,1289.6603,1288.5134,1282.0508,1279.0936,1278.9629,1266.8086
2012-04-01,1289.7446,1288.5967,1282.1293,1279.0096,1278.9093,1266.8755,1263.9863
2012-04-02,1288.5298,1282.0183,1279.089,1278.9602,1266.8738,1263.9863,1263.9843
2012-04-03,1281.9781,1279.0588,1278.9556,1267.001,1264.062,1263.769,1261.2213
2012-04-04,1279.003,1278.9636,1266.779,1263.9662,1263.9424,1261.3322,1261.1045
2012-04-05,1278.9365,1266.8346,1264.0708,1264.0096,1261.3276,1261.174,1261.023
2012-04-08,1266.7633,1263.9961,1263.9703,1261.0706,1261.2266,1261.1453,1261.1136
2012-04-09,1263.9963,1263.9114,1261.1636,1261.1372,1260.9816,1261.1915,1261.2589
2012-04-10,1263.72,1261.2864,1261.1733,1261.1964,1261.1912,1261.156,1261.1254
2012-04-11,1261.2236,1261.095,1261.172,1261.1869,1261.1991,1261.2123,1261.1951
2012-04-12,1261.2126,1261.1002,1261.1782,1261.2764,1261.1626,1261.1785,1260.5127
2012-04-13,1261.1779,1261.2771,1261.1764,1261.1145,1261.1321,1260.6652,1260.4081
2012-04-15,1261.1506,1260.9346,1261.1823,1261.153,1260.5498,1260.4369,1257.5751
2012-04-16,1261.212,1261.1318,1261.1807,1260.6718,1260.4321,1257.7234,1256.953
2012-04-17,1261.1776,1261.118,1260.7073,1260.6138,1257.6147,1256.9017,1255.8242
2012-04-18,1261.1492,1260.5824,1260.5723,1257.7327,1256.8761,1255.7913,1255.1455
2012-04-19,1260.6461,1260.6124,1257.6647,1256.8818,1255.8043,1255.1527,1254.994
2012-04-20,1260.5973,1257.7817,1256.9012,1255.7667,1255.3528,1255.001,1254.7059
2012-04-22,1257.8369,1256.8823,1255.6194,1255.1775,1255.1134,1254.6285,1254.0857
2012-04-23,1256.8402,1255.6124,1255.5054,1255.0786,1254.6892,1254.1571,1254.0754
2012-04-24,1255.7755,1255.1975,1254.9539,1254.6454,1254.0549,1253.9321,1254.0887
2012-04-25,1255.1975,1254.9087,1254.7587,1254.1323,1253.9034,1253.7316,1254.0948
2012-04-26,1255.1147,1254.6998,1254.1122,1253.9187,1254.0532,1253.7122,1253.9786
2012-04-27,1254.753,1254.0343,1253.9106,1253.9058,1254.0769,1253.8315,1254.0764
2012-04-29,1254.0582,1253.8887,1254.0385,1254.0297,1253.9785,1254.0497,1254.0029
2012-04-30,1253.8469,1254.0797,1254.0688,1254.1201,1253.8762,1254.0822,1254.0924
2012-05-01,1253.9119,1253.9623,1253.9681,1253.9413,1254.0646,1253.9852,1254.2894
2012-05-02,1254.1012,1253.9476,1254.0132,1253.9281,1253.9456,1253.9788,1254.5697
2012-05-03,1253.9702,1253.9077,1254.043,1254.0437,1254.2783,1254.7018,1254.2793
2012-05-04,1253.8762,1254.0757,1254.0741,1254.0992,1254.773,1254.135,1254.0636
2012-05-06,1253.9343,1253.9539,1254.1279,1254.7375,1254.0942,1253.9651,1252.7742
2012-05-07,1254.1094,1253.9692,1254.6346,1254.1135,1253.9417,1252.7484,1251.7437
2012-05-08,1254.0972,1254.7233,1254.2605,1254.0608,1252.5742,1251.7142,1251.6644
2012-05-09,1254.6782,1254.1853,1253.959,1252.8131,1251.7009,1251.786,1251.6991
2012-05-10,1254.0796,1253.957,1252.7711,1251.6957,1251.8066,1251.793,1251.7976
2012-05-11,1253.8743,1252.7554,1251.6884,1251.7184,1251.7736,1251.7334,1250.5679
2012-05-13,1252.709,1251.7432,1251.7972,1251.7385,1251.7648,1250.5507,1250.1605
2012-05-14,1251.6572,1251.755,1251.8203,1251.8223,1250.5626,1250.1979,1250.2134
2012-05-15,1251.8835,1251.7655,1251.707,1250.5538,1250.3234,1250.0764,1250.233
2012-05-16,1251.7072,1251.7107,1250.4978,1250.2328,1250.171,1250.297,1247.7411
2012-05-17,1251.7454,1250.4745,1250.1364,1250.1265,1250.1208,1247.8627,1247.0449
2012-05-18,1250.5653,1250.2024,1250.1437,1250.179,1247.8826,1247.1311,1246.9269
2012-05-20,1250.1204,1250.214,1250.2172,1247.9086,1247.0369,1246.8204,1246.8209
2012-05-21,1250.2224,1250.1549,1247.8253,1247.0172,1246.816,1246.7382,1246.5187
2012-05-22,1250.146,1247.8611,1247.0165,1246.8252,1246.573,1246.7058,1246.4171
2012-05-23,1247.7894,1247.0641,1246.717,1246.7834,1246.6918,1246.7213,1246.469
2012-05-24,1247.1094,1246.8615,1246.8258,1246.7341,1246.8099,1246.652,1246.64
2012-05-25,1246.8225,1246.7892,1246.7533,1246.7941,1246.7653,1246.7395,1246.9027
2012-05-27,1246.7482,1246.6946,1246.8279,1246.7488,1246.7845,1246.8063,1246.8546
2012-05-28,1246.758,1246.753,1246.7576,1246.7804,1246.7747,1246.7292,1246.5778
2012-05-29,1246.7656,1246.793,1246.8296,1246.7433,1246.7507,1246.8044,1246.8071
2012-05-30,1246.7847,1246.701,1246.7611,1246.7809,1246.7946,1246.8312,1246.9677
2012-05-31,1246.7574,1246.758,1246.7788,1246.7424,1246.8461,1246.8884,1247.1603
2012-06-01,1246.8004,1246.798,1246.7784,1246.8545,1247.0331,1247.2599,1247.7938
2012-06-03,1246.7761,1246.7068,1246.9922,1246.9138,1247.1136,1247.7916,1250.5298
2012-06-04,1246.7528,1246.7959,1246.9354,1247.1277,1247.895,1250.627,1250.7255
2012-06-05,1246.8467,1247.0216,1247.0736,1247.9487,1250.5287,1250.7819,1250.735
2012-06-06,1247.0338,1247.0511,1247.8646,1250.6923,1250.6504,1250.8228,1250.6768
2012-06-07,1247.0923,1247.8938,1250.5315,1250.6807,1250.7306,1250.7158,1250.6942
2012-06-08,1247.8148,1250.5815,1250.6775,1250.7278,1250.7231,1250.558,1250.7017
2012-06-10,1250.6041,1250.6516,1250.8486,1250.7086,1250.6484,1250.5721,1250.7177
2012-06-11,1250.7958,1250.6951,1250.8546,1250.6122,1250.7324,1250.732,1252.1924
2012-06-12,1250.6166,1250.7567,1250.7198,1250.6727,1250.724,1252.1316,1253.1909
2012-06-13,1250.6558,1250.7385,1250.5396,1250.6477,1252.1317,1253.3539,1253.206
2012-06-14,1250.7772,1250.7021,1250.5334,1252.2474,1253.1958,1253.3601,1253.2345
2012-06-15,1250.5559,1250.755,1252.13,1253.1843,1253.0922,1253.2092,1255.2178
2012-06-17,1250.8053,1252.0825,1253.3,1253.2435,1253.1646,1255.2324,1255.3502
2012-06-18,1252.1853,1253.1222,1253.1049,1253.1855,1255.313,1255.2305,1255.3771
2012-06-19,1253.1293,1253.2142,1253.1469,1255.2671,1255.2489,1255.3081,1255.2429
2012-06-20,1253.2391,1253.2323,1255.2244,1255.2513,1255.2766,1255.2778,1261.4216
2012-06-21,1253.2743,1255.1901,1255.1069,1255.2366,1255.2325,1261.588,1261.6488
2012-06-22,1255.2878,1255.2792,1255.2188,1255.3043,1261.6958,1261.6396,1261.728
2012-06-24,1255.2451,1255.2723,1255.2313,1261.5449,1261.846,1261.6812,1261.6426
2012-06-25,1255.287,1255.3308,1261.5027,1261.6355,1261.777,1261.6393,1261.652
2012-06-26,1255.2449,1261.5898,1261.6458,1261.6963,1261.5793,1261.6814,1261.6407
2012-06-27,1261.5645,1261.7197,1261.6659,1261.7169,1261.7146,1261.6385,1262.1301
2012-06-28,1261.7062,1261.9122,1261.6848,1261.6494,1261.811,1262.1434,1265.2466
2012-06-29,1261.6559,1261.6122,1261.6932,1261.6453,1262.1196,1265.3855,1265.8007
2012-07-01,1261.6238,1261.7155,1261.6259,1261.9374,1265.324,1265.8218,1266.5067
2012-07-02,1261.6826,1261.6428,1262.0437,1265.3518,1265.8636,1266.5638,1267.9144
2012-07-03,1261.6392,1262.0223,1265.292,1265.916,1266.4646,1268.0164,1271.4762
2012-07-04,1262.203,1265.3876,1266.0078,1266.5035,1268.0142,1271.6066,1274.6343
2012-07-05,1265.3915,1265.8636,1266.5917,1267.7814,1271.3925,1274.6166,1275.7898
2012-07-06,1265.9227,1266.6166,1267.9114,1271.3885,1274.6777,1275.7031,1280.3834
2012-07-08,1266.4994,1267.9274,1271.2719,1274.6738,1275.7534,1280.3976,1281.39
2012-07-09,1267.7803,1271.2937,1274.6776,1275.7909,1280.4263,1281.359,1282.0358
2012-07-10,1271.4646,1274.6328,1275.6014,1280.467,1281.5327,1282.0016,1283.6014
2012-07-11,1274.4851,1275.6655,1280.498,1281.4419,1282.0361,1283.7491,1283.6771
2012-07-12,1275.8147,1280.378,1281.4199,1281.9832,1283.7452,1283.7792,1283.8185
2012-07-13,1280.4674,1281.4612,1281.9517,1283.7034,1283.6425,1283.7222,1283.768
2012-07-15,1281.3765,1281.9478,1283.7792,1283.6835,1283.6415,1283.6432,1283.646
2012-07-16,1282.0358,1283.6598,1283.6818,1283.6682,1283.803,1283.6669,1283.9026
2012-07-17,1283.7697,1283.6498,1283.6912,1283.737,1283.8505,1284.0773,1285.2363
2012-07-18,1283.8052,1283.7783,1283.7808,1283.7186,1283.9196,1285.2004,1285.5367
2012-07-19,1283.6705,1283.5702,1283.681,1284.0219,1285.2355,1285.4767,1286.3602
2012-07-20,1283.6483,1283.7698,1283.9379,1285.1711,1285.5466,1286.3861,1286.6692
2012-07-22,1283.7988,1283.9369,1285.104,1285.5535,1286.4069,1286.9851,1286.8976
2012-07-23,1283.8337,1285.2396,1285.4065,1286.3604,1286.7388,1286.8767,1286.7721
2012-07-24,1285.1443,1285.7037,1286.3206,1286.9619,1286.9572,1286.8677,1287.0122
2012-07-25,1285.6417,1286.4376,1286.9269,1286.7909,1286.8636,1287.1917,1287.1721
2012-07-26,1286.396,1286.8408,1286.905,1286.8782,1287.2798,1287.526,1288.4954
2012-07-27,1286.7268,1286.9126,1286.9001,1286.9957,1287.2574,1288.467,1288.7002
2012-07-29,1286.9235,1286.8657,1287.2512,1287.223,1288.5997,1288.7134,1289.1108
2012-07-30,1286.8569,1287.1257,1287.3473,1288.495,1288.7263,1289.0037,1289.9036
2012-07-31,1287.1293,1287.3113,1288.5284,1288.7837,1289.0146,1289.8087,1292.6259
2012-08-01,1287.1963,1288.4941,1288.6587,1289.0591,1289.7954,1292.591,1294.1212
2012-08-02,1288.6317,1288.7437,1289.0151,1289.9357,1292.6351,1294.1526,1294.7365
2012-08-03,1288.6777,1289.0376,1289.8751,1292.607,1293.8662,1294.7775,1295.6754
2012-08-05,1289.0631,1289.9185,1292.582,1293.848,1294.9144,1295.7332,1295.9279
2012-08-06,1289.9393,1292.5566,1293.9061,1294.8026,1295.6973,1295.9243,1297.0387
2012-08-07,1292.4683,1293.8691,1294.8232,1295.7766,1295.9084,1297.0754,1297.6384
2012-08-08,1293.8994,1294.6262,1295.7622,1295.9202,1297.1501,1297.5981,1299.1361
2012-08-09,1294.6329,1295.8385,1295.8689,1297.0947,1297.5227,1299.0352,1299.1471
2012-08-10,1295.681,1295.8834,1297.0737,1297.6481,1298.9948,1299.2123,1299.7261
2012-08-12,1295.9543,1297.0317,1297.5676,1299.0032,1299.2487,1299.6653,1300.0496
2012-08-13,1297.1575,1297.5673,1299.1372,1299.2404,1299.8834,1299.8439,1300.5507
2012-08-14,1297.6847,1299.0979,1299.1746,1299.8585,1299.8185,1300.434,1302.003
2012-08-15,1299.1951,1299.2421,1299.771,1299.9355,1300.5315,1302.1887,1302.8402
2012-08-16,1299.2577,1299.9121,1299.9539,1300.562,1302.1987,1302.7924,1303.8375
2012-08-17,1299.6426,1300.04,1300.5153,1302.2142,1302.8771,1303.7399,1305.8138
2012-08-19,1300.006,1300.568,1302.2266,1302.8086,1303.7709,1305.7852,1305.9745
2012-08-20,1300.58,1302.3639,1302.9382,1303.8208,1305.8865,1306.0166,1306.2802
2012-08-21,1302.0825,1302.7874,1303.7261,1305.8357,1305.9983,1306.3181,1308.1659
2012-08-22,1302.7997,1303.7676,1305.8209,1306.0039,1306.2743,1308.0636,1309.4371
2012-08-23,1303.7926,1305.732,1306.0417,1306.1692,1308.1099,1309.6283,1310.8928
2012-08-24,1305.8505,1306.0195,1306.2343,1308.0002,1309.429,1311.1018,1311.4032
2012-08-26,1306.0455,1306.2755,1308.1289,1309.4935,1311.2993,1311.385,1311.3718
2012-08-27,1306.293,1308.1133,1309.4677,1311.2621,1311.3604,1311.5223,1311.5518
2012-08-28,1307.9802,1309.4337,1311.2573,1311.3545,1311.3959,1311.4197,1312.3318
2012-08-29,1309.3464,1311.0132,1311.4464,1311.499,1311.4513,1312.3179,1314.7667
2012-08-30,1311.2925,1311.2787,1311.4631,1311.4508,1312.3667,1314.8612,1316.6274
2012-08-31,1311.3394,1311.4965,1311.5009,1312.3678,1314.7637,1316.6155,1316.7208
2012-09-02,1311.4657,1311.4349,1312.3754,1314.9712,1316.6467,1316.7288,1316.76
2012-09-03,1311.5704,1312.3253,1314.786,1316.5454,1316.7504,1316.6754,1316.6459
2012-09-04,1312.4541,1314.7906,1316.548,1316.7001,1316.6481,1316.7205,1317.7858
2012-09-05,1314.7412,1316.6332,1316.6799,1316.7596,1316.7306,1317.9421,1317.8182
2012-09-06,1316.6084,1316.6571,1316.7067,1316.7306,1317.9191,1317.8921,1317.8904
2012-09-07,1316.7152,1316.7809,1316.713,1317.8302,1317.8687,1317.7839,1319.8202
2012-09-09,1316.7911,1316.7701,1317.9115,1317.8376,1317.8804,1319.7809,1322.6365
2012-09-10,1316.7377,1317.9258,1317.789,1317.9132,1319.7826,1322.5916,1324.3035
2012-09-11,1317.9374,1317.8821,1317.904,1319.883,1322.6163,1324.3219,1326.8839
2012-09-12,1317.87,1317.8193,1319.8068,1322.5884,1324.3029,1326.9534,1327.2415
2012-09-13,1317.9055,1319.8156,1322.5824,1324.3184,1326.8978,1327.2946,1327.5612
2012-09-14,1319.8052,1322.583,1324.3911,1326.9485,1327.3138,1327.4547,1330.6583
2012-09-16,1322.6729,1324.2572,1326.7966,1327.0697,1327.5077,1330.7003,1333.7828
2012-09-17,1324.3401,1326.945,1327.1781,1327.5753,1330.692,1333.713,1338.1453
2012-09-18,1327.0004,1327.1879,1327.5726,1330.6777,1333.7208,1338.1956,1343.2384
2012-09-19,1327.1605,1327.6421,1330.7792,1333.7563,1338.1815,1343.1267,1343.5858
2012-09-20,1327.4591,1330.8013,1333.6635,1338.143,1343.1349,1343.6564,1345.1201
2012-09-21,1330.6149,1333.7452,1338.2919,1343.0851,1343.7391,1345.0768,1345.5887
2012-09-23,1333.7046,1338.1256,1343.1663,1343.5134,1345.0634,1345.5435,1346.4083
2012-09-24,1338.2184,1343.1229,1343.6133,1345.1339,1345.5892,1346.4475,1346.5525
2012-09-25,1343.0935,1343.5975,1345.1318,1345.5654,1346.4252,1346.4633,1346.8202
2012-09-26,1343.5833,1345.1312,1345.5358,1346.4984,1346.4569,1346.7327,1348.0593
2012-09-27,1345.134,1345.6191,1346.4176,1346.6487,1346.7704,1348.0865,1350.0781
2012-09-28,1345.5308,1346.4833,1346.5029,1346.9991,1348.191,1350.1721,1350.573
2012-09-30,1346.4978,1346.5668,1346.9375,1348.1063,1350.2119,1350.487,1350.5927
2012-10-01,1346.5779,1346.9948,1348.1361,1350.1406,1350.5216,1350.7898,1352.2694
2012-10-02,1346.8843,1348.0648,1350.2561,1350.5382,1350.724,1352.3313,1354.1827
2012-10-03,1348.1382,1350.1432,1350.4451,1350.7501,1352.4454,1354.3401,1354.6157
2012-10-04,1350.1107,1350.6849,1350.6622,1352.3242,1354.1857,1354.542,1357.133
2012-10-05,1350.4766,1350.6796,1352.6681,1354.27,1354.6375,1357.2697,1357.6613
2012-10-07,1350.6322,1352.3804,1354.247,1354.6877,1357.1847,1357.7423,1361.636
2012-10-08,1352.4252,1354.3208,1354.6097,1357.1282,1357.5975,1361.7576,1361.758
2012-10-09,1354.1703,1354.602,1357.1487,1357.9086,1361.7106,1361.5787,1361.7422
2012-10-10,1354.759,1357.2338,1357.6812,1361.7831,1361.7491,1361.5958,1361.7384
2012-10-11,1357.0929,1357.7952,1361.8247,1361.6586,1361.7657,1361.7758,1361.6584
2012-10-12,1357.8315,1361.6707,1361.7792,1361.7214,1361.7983,1361.8365,1361.7222
2012-10-14,1361.7256,1361.8229,1361.6333,1361.7633,1361.7352,1361.7172,1361.8887
2012-10-15,1361.7198,1361.7368,1361.8967,1361.7422,1361.7495,1361.7087,1361.7075
2012-10-16,1361.7941,1361.782,1361.6024,1361.7948,1361.7762,1361.7827,1361.719
2012-10-17,1361.7681,1361.6606,1361.8298,1361.6558,1361.7245,1361.671,1361.7247
2012-10-18,1361.6677,1361.8695,1361.7805,1361.721,1361.6522,1361.6707,1361.7458
2012-10-19,1361.7535,1361.717,1361.6302,1361.7642,1361.6736,1361.8445,1361.656
2012-10-21,1361.7346,1361.6642,1361.901,1361.7428,1361.7145,1361.8951,1361.6577
2012-10-22,1361.7191,1361.8263,1361.5986,1361.7969,1361.7494,1361.7601,1361.7561
2012-10-23,1361.797,1361.7352,1361.832,1361.6538,1361.7675,1361.566,1361.6268
2012-10-24,1361.7694,1361.7828,1361.7812,1361.7207,1361.8013,1361.5852,1361.7563
2012-10-25,1361.6649,1361.6558,1361.6277,1361.7646,1361.7356,1361.7793,1361.764
2012-10-26,1361.754,1361.8738,1361.904,1361.7427,1361.7499,1361.8433,1361.6747
2012-10-28,1361.7347,1361.7147,1361.5961,1361.7974,1361.7777,1361.7322,1361.625
2012-10-29,1361.7185,1361.6604,1361.8333,1361.6527,1361.7235,1361.8059,1361.3809
2012-10-30,1361.7988,1361.8282,1361.7816,1361.7206,1361.6488,1361.5117,1349.8005
2012-10-31,1361.7706,1361.7341,1361.6259,1361.7649,1361.4818,1349.6858,1343.6588
2012-11-01,1361.6628,1361.7831,1361.9064,1361.4401,1349.7664,1343.5375,1337.323
2012-11-02,1361.7546,1361.6525,1361.6104,1349.7836,1343.731,1337.2777,1337.4312
2012-11-04,1361.7341,1361.601,1349.6824,1343.8176,1337.413,1337.168,1337.3259
2012-11-05,1361.6094,1349.6805,1343.7595,1337.3668,1337.4678,1337.3711,1337.3364
2012-11-06,1349.4493,1343.627,1337.4292,1337.2834,1337.3098,1337.3668,1337.4319
2012-11-07,1343.7006,1337.2809,1337.2872,1337.3859,1337.2778,1337.2839,1337.3257
2012-11-08,1337.2489,1337.3744,1337.3625,1337.3081,1337.4366,1337.3519,1337.3362
2012-11-09,1337.3307,1337.3555,1337.3273,1337.3281,1337.4685,1337.4661,1337.4323
2012-11-11,1337.3575,1337.253,1337.3959,1337.4584,1337.3093,1337.3337,1337.3257
2012-11-12,1337.394,1337.3542,1337.3544,1337.3629,1337.2772,1337.4294,1337.3362
2012-11-13,1337.4543,1337.339,1337.233,1337.4171,1337.437,1337.3507,1337.4327
2012-11-14,1337.3502,1337.3263,1337.32,1337.299,1337.4689,1337.322,1337.3257
2012-11-15,1337.3726,1337.4141,1337.4785,1337.2454,1337.3087,1337.3115,1337.3362
2012-11-16,1337.3054,1337.3876,1337.4214,1337.3286,1337.2769,1337.5221,1337.4331
2012-11-18,1337.5393,1337.278,1337.287,1337.2625,1337.4376,1337.4104,1337.3254
2012-11-19,1337.4537,1337.3746,1337.3639,1337.486,1337.4695,1337.402,1337.3362
2012-11-20,1337.2871,1337.3557,1337.3284,1337.4034,1337.3086,1337.4745,1337.4333
2012-11-21,1337.3298,1337.2518,1337.3976,1337.4492,1337.2766,1337.3766,1337.3253
2012-11-22,1337.422,1337.3539,1337.3553,1337.3474,1337.4377,1337.2734,1337.3362
2012-11-23,1337.3529,1337.3383,1337.232,1337.2827,1337.4697,1337.2675,1334.8607
