,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR
2013-11-12,968.0933,968.05383,967.8937,967.8193,967.9254,967.904,967.8928
2013-11-13,968.1019,967.90735,967.91437,967.93964,967.9351,967.9526,967.1327
2013-11-14,967.8887,967.83887,967.9436,967.88855,967.848,967.11536,962.69073
2013-11-15,967.86847,967.9649,967.7823,967.9988,967.1158,962.81494,962.7806
2013-11-17,967.8547,967.919,967.8817,967.0837,962.74896,962.70154,962.58405
2013-11-18,967.84546,967.8325,967.0765,963.08905,962.69037,962.57697,962.68115
2013-11-19,967.92303,967.21497,962.8439,962.69617,962.6183,962.69916,962.4925
2013-11-20,967.07245,962.7691,962.62976,962.5964,962.66205,962.6806,962.48004
2013-11-21,962.87775,962.73,962.6128,962.60034,962.55334,962.44836,962.60175
2013-11-22,962.707,962.44507,962.57043,962.672,962.54956,962.53485,962.69183
2013-11-24,962.6658,962.43396,962.5638,962.51996,962.7055,962.6772,962.5153
2013-11-25,962.5641,962.5751,962.6137,962.5403,962.5897,962.64264,962.5025
2013-11-26,962.6371,962.6761,962.5945,962.69617,962.5799,962.7023,962.61707
2013-11-27,962.58453,962.4811,962.659,962.6152,962.61176,962.67126,957.42267
2013-11-28,962.55646,962.46875,962.6306,962.6186,962.4578,957.50574,955.7173
2013-11-29,962.664,962.59424,962.68494,962.6221,957.5296,955.778,954.7777
2013-12-01,962.51776,962.686,962.48224,957.3418,955.7,954.8481,954.2251
2013-12-02,962.59937,962.50555,957.4484,955.73035,954.75995,954.33356,949.7859
2013-12-03,962.66437,957.4733,955.67303,954.9109,954.4762,949.6816,949.2506
2013-12-04,957.3333,955.652,954.8026,954.34216,949.8008,949.2011,946.3911
2013-12-05,955.69653,954.85956,954.33997,949.72876,949.3397,946.4186,942.0116
2013-12-06,954.8553,954.367,949.67474,949.2731,946.4448,942.07996,933.6308
2013-12-08,954.4002,949.8231,949.29016,946.446,941.9588,933.64087,924.78845
2013-12-09,949.8027,949.3031,946.5118,942.08484,933.89417,924.74945,920.26324
2013-12-10,949.2721,946.42395,942.0774,933.71906,924.9632,920.2211,919.3784
2013-12-11,946.41547,942.0338,933.73676,924.95325,920.19257,919.37195,918.05853
2013-12-12,942.1358,933.86755,925.04767,920.3401,919.347,918.0076,917.14923
2013-12-13,933.7937,924.9601,920.2294,919.3719,918.0996,917.16895,917.05176
2013-12-15,924.69867,920.2358,919.4598,917.8917,917.1087,916.8984,915.8144
2013-12-16,920.2184,919.34845,917.9985,917.1958,916.9421,915.77594,915.292
2013-12-17,919.3828,918.0025,917.043,916.8732,915.7159,915.5242,913.32996
2013-12-18,918.1245,917.1923,917.1342,915.86334,915.4367,913.3679,911.97296
2013-12-19,917.13544,917.0931,915.72424,915.3799,913.3987,912.1268,911.3913
2013-12-20,916.95044,915.88684,915.3024,913.2981,912.07446,911.4192,907.7817
2013-12-22,915.84784,915.3236,913.32245,911.98987,911.4093,907.78546,905.75757
2013-12-23,915.3679,913.396,912.11,911.349,907.93256,905.6551,901.66986
2013-12-24,913.3099,912.1183,911.67194,907.84973,905.6562,901.42267,899.797
2013-12-26,912.04004,911.4518,907.7778,905.6275,901.3828,899.79224,899.5572
2013-12-27,911.33484,907.78125,905.628,901.4969,899.55774,899.46173,899.2635
2013-12-29,907.8201,905.6615,901.4435,899.65045,899.4548,899.3017,898.90643
2013-12-30,905.74603,901.4972,899.85504,899.3557,899.28815,898.9454,898.8989
2013-12-31,901.47974,899.7493,899.4898,899.237,898.8057,898.92944,898.8845
2014-01-01,899.78986,899.5011,899.208,898.8729,898.9543,899.00037,898.85785
2014-01-02,899.432,899.19366,898.922,898.88257,898.91406,898.8816,898.9306
2014-01-03,899.30273,898.917,898.97064,898.79016,898.8616,898.94916,899.0102
2014-01-05,899.0316,898.9685,899.03436,898.99493,898.8888,899.0077,899.00824
2014-01-06,898.9509,898.93665,898.8866,898.9116,899.035,898.92566,899.00385
2014-01-07,898.8021,898.9023,898.9779,898.9282,898.99243,899.0027,898.99475
2014-01-08,898.8556,898.96124,898.8484,899.0035,898.9294,898.78827,898.9774
2014-01-09,898.98254,898.91473,898.92004,898.9354,898.954,898.88135,898.9432
2014-01-10,898.91003,898.9667,899.0636,898.94934,898.9187,898.8685,898.922
2014-01-12,898.94415,898.9165,899.0013,898.83136,898.86725,898.82916,898.91986
2014-01-13,898.8775,898.87683,898.8658,898.8694,898.80023,898.9475,898.90515
2014-01-14,898.91833,898.9625,898.93616,898.88043,898.9547,899.0113,898.8966
2014-01-15,899.03656,898.9185,898.89746,898.78394,898.9131,898.9308,899.2677
2014-01-16,898.9523,898.9081,898.9616,898.9972,898.85864,899.31415,899.41455
2014-01-17,898.7977,898.96643,898.9182,898.9107,899.2158,899.50525,901.35944
2014-01-19,898.8537,898.9167,898.88275,899.27167,899.4103,901.48883,901.45276
2014-01-20,898.9851,898.9708,899.289,899.5714,901.5375,901.33136,901.60815
2014-01-21,898.9094,899.2107,899.4035,901.49506,901.52765,901.6128,902.9309
2014-01-22,899.1553,899.48334,901.4315,901.3371,901.4321,902.9344,905.0955
2014-01-23,899.469,901.549,901.56287,901.6188,903.09863,905.1218,905.2089
2014-01-24,901.45795,901.4374,901.33844,903.06195,904.9948,905.41205,908.9427
2014-01-26,901.4575,901.5221,902.91223,905.0587,905.4976,908.93207,910.11884
2014-01-27,901.4575,903.0158,905.07086,905.3448,908.98846,910.2716,910.43207
2014-01-28,902.8664,905.0045,905.38116,908.91656,910.2214,910.52747,911.46405
2014-01-29,904.9788,905.479,908.86896,910.2933,910.36426,911.54205,911.80273
2014-01-30,905.14935,908.83014,910.091,910.4766,911.4259,911.6889,911.9986
2014-01-31,908.9196,910.25275,910.5367,911.6175,911.83514,911.9483,913.8072
2014-02-02,910.1095,910.45734,911.5374,911.69446,911.9197,913.8468,914.1236
2014-02-03,910.514,911.5096,911.7431,911.9136,913.7364,914.1872,914.75433
2014-02-04,911.3929,911.8881,911.9012,913.76373,914.1192,914.73627,918.12683
2014-02-05,911.883,911.92615,913.91516,914.11285,914.7971,917.87213,917.9902
2014-02-06,911.8125,913.7697,914.08905,914.79614,918.0551,918.10004,918.25433
2014-02-07,913.8182,914.1969,914.82434,918.02484,918.13995,918.11835,918.24713
2014-02-09,914.08484,914.8608,918.0006,918.0928,918.0839,918.31824,919.27
2014-02-10,914.74396,917.9656,917.99774,918.2322,918.1958,919.2378,920.0348
2014-02-11,917.9901,917.9645,918.13586,918.2111,919.29785,920.0349,922.2439
2014-02-12,918.09076,918.1775,918.38715,919.2157,920.0147,922.3319,922.4596
2014-02-13,918.1532,918.28815,919.19403,920.02527,922.2707,922.4293,923.36444
2014-02-14,918.22534,919.38983,919.99854,922.33057,922.47565,923.28094,923.4885
2014-02-16,919.232,920.0479,922.2492,922.439,923.2556,923.55176,925.6145
2014-02-17,919.97595,922.23175,922.37366,923.1611,923.56244,925.75665,927.3146
2014-02-18,922.2994,922.4222,923.1945,923.3684,925.64484,927.253,927.3801
2014-02-19,922.3793,923.4767,923.4309,925.58844,927.1547,927.32715,927.67426
2014-02-20,923.2982,923.6219,925.46173,927.27484,927.37506,927.67365,928.32587
2014-02-21,923.50684,925.54364,927.27795,927.33844,927.6919,928.3673,928.7508
2014-02-23,925.6728,927.32275,927.33826,927.58575,928.33057,928.784,929.6685
2014-02-24,927.2967,927.41974,927.709,928.407,928.9551,929.6992,929.844
2014-02-25,927.48285,927.79846,928.37744,928.837,929.4271,929.82324,930.56226
2014-02-26,927.6449,928.3707,928.66235,929.7267,929.90594,930.4789,934.81775
2014-02-27,928.355,928.7379,929.6682,929.83246,930.56384,934.63654,941.8579
2014-02-28,928.76733,929.66327,929.8986,930.5785,934.676,942.1116,948.05554
2014-03-02,929.7268,929.89435,930.572,934.6399,942.05664,948.0368,948.78705
2014-03-03,930.06726,930.5838,934.80164,941.9419,948.01874,948.7161,957.1467
2014-03-04,930.5429,934.6957,941.9501,948.10474,948.7435,957.143,959.248
2014-03-05,934.5682,941.80396,948.0808,948.7495,957.1268,959.2499,959.68854
2014-03-06,941.87085,947.99384,948.7166,957.0552,959.2118,959.61816,959.8035
2014-03-07,948.1428,948.7413,957.3131,959.38513,959.51825,959.8142,962.0034
2014-03-09,948.81256,957.2249,959.09454,959.6383,959.80554,961.8335,962.2827
2014-03-10,957.25586,959.2126,959.6179,959.76025,961.999,962.3019,962.8639
2014-03-11,959.1724,959.6375,959.87427,961.9427,962.3147,962.9132,963.40027
2014-03-12,959.5549,959.83154,962.00226,962.3091,962.7999,963.50824,963.90894
2014-03-13,959.8246,961.86346,962.3841,962.8391,963.394,963.9542,966.29193
2014-03-14,962.041,962.3981,962.73535,963.34607,964.0369,966.18695,966.256
2014-03-16,962.3536,962.92523,963.4984,963.78284,966.26306,966.2179,966.23425
2014-03-17,962.78253,963.4094,963.9225,966.1497,966.19507,966.14154,967.2896
2014-03-18,963.46277,963.9897,966.2377,966.24713,966.1821,967.3043,967.18286
2014-03-19,963.9455,966.21906,966.0913,966.2378,967.25885,967.2408,967.2584
2014-03-20,966.16504,966.1239,966.3539,967.233,967.33093,967.27075,967.24713
2014-03-21,966.26434,966.2181,967.1744,967.2713,967.26776,967.21234,967.2525
2014-03-23,966.2549,967.2603,967.2401,967.3221,967.23303,967.3401,967.31445
2014-03-24,967.3162,967.25745,967.2135,967.2957,967.29816,967.35175,967.3053
2014-03-25,967.2156,967.2529,967.18744,967.15295,967.3253,967.1842,967.3948
2014-03-26,967.2516,967.2473,967.26843,967.19415,967.20996,967.14087,967.2671
2014-03-27,967.3417,967.23694,967.23553,967.25494,967.3369,967.28436,965.2316
2014-03-28,967.2151,967.22156,967.3186,967.23096,967.2673,965.3563,965.241
2014-03-30,967.24536,967.3141,967.30444,967.2653,965.2751,965.2249,965.2528
2014-03-31,967.3983,967.3118,967.38043,965.2265,965.25836,965.2422,965.241
2014-04-01,967.34326,967.30804,965.24365,965.23535,965.1387,965.2533,965.253
2014-04-02,967.21326,965.26324,965.2886,965.2531,965.1869,965.2605,965.2408
2014-04-03,965.1681,965.3198,965.30493,965.1631,965.2819,965.2817,963.81836
2014-04-04,965.27234,965.1746,965.33575,965.2747,965.25916,963.8914,963.7795
2014-04-06,965.26215,965.2427,965.2757,965.27454,964.0106,963.9296,963.7171
2014-04-07,965.1675,965.2872,965.1931,963.9662,963.973,963.8872,963.4911
2014-04-08,965.2727,965.2654,964.0624,963.7353,963.8011,963.4952,962.0582
2014-04-09,965.2624,964.019,963.8131,963.8456,963.45294,961.7064,958.3486
2014-04-10,964.1592,964.02325,963.8142,963.45294,961.9664,958.35406,957.64056
2014-04-11,963.6672,963.7987,963.329,961.84814,958.46655,957.57886,953.3849
2014-04-13,963.7614,963.5836,961.9496,958.42896,957.5259,953.2414,950.55115
2014-04-14,963.44415,961.9928,958.3983,957.6609,953.42676,950.6414,950.64557
2014-04-15,961.99896,958.47314,957.59247,953.3737,950.66296,950.58685,949.7206
2014-04-16,958.30707,957.5869,953.3127,950.67957,950.5022,949.7653,949.62646
2014-04-17,957.5852,953.3762,950.6468,950.5076,949.8452,949.6568,949.20996
2014-04-20,953.34467,950.74725,950.54175,949.7359,949.7468,949.22455,948.178
2014-04-21,950.58276,950.5139,949.80414,949.627,949.2402,948.08936,947.2133
2014-04-22,950.4811,949.77814,949.5788,949.25757,948.0032,947.2626,945.866
2014-04-23,949.7329,949.65955,949.249,947.9224,947.2729,945.8607,945.40985
2014-04-24,949.66797,949.3239,948.06335,947.28766,945.63824,945.4611,944.4755
2014-04-25,949.3207,947.9857,947.4795,945.8352,945.5217,944.3809,942.71844
2014-04-27,948.0489,947.33374,945.8134,945.3363,944.42694,942.75446,942.60913
2014-04-28,947.2968,945.8035,945.4022,944.51294,942.83545,942.6325,941.57715
2014-04-29,945.7383,945.35394,944.51935,942.7678,942.663,941.64264,941.1767
2014-04-30,945.39185,944.41534,942.7485,942.61743,941.6191,941.12744,941.12976
2014-05-01,944.6109,942.7833,942.6521,941.577,941.25696,941.0418,940.9328
2014-05-02,942.80304,942.5947,941.6456,941.0851,941.0159,941.17896,939.8656
2014-05-04,942.6077,941.5876,941.00366,941.1907,941.0618,939.92126,939.5284
2014-05-05,941.6344,941.2319,941.3405,940.9926,939.9635,939.4953,938.2161
2014-05-06,941.1016,941.125,940.9505,939.8487,939.4527,938.335,937.9362
2014-05-07,941.0808,941.0283,939.80005,939.58954,938.33875,937.8653,937.7738
2014-05-08,940.95135,939.96594,939.54816,938.3242,937.7295,937.5319,937.55963
2014-05-09,939.8689,939.4985,938.22235,937.7031,937.7229,937.6129,938.2211
2014-05-11,939.57294,938.2874,937.7976,937.8237,937.8259,938.3088,939.48865
2014-05-12,938.3314,937.7229,937.6991,937.7357,938.21655,939.4128,939.95245
2014-05-13,937.80554,937.783,937.6811,938.22815,939.4906,939.9263,940.8265
2014-05-14,937.81683,937.7371,938.26526,939.4547,939.8508,940.9073,940.9578
2014-05-15,937.65466,938.2997,939.4567,939.9234,940.825,940.7846,940.8952
2014-05-16,938.2329,939.4693,939.86383,940.7381,940.8685,940.8425,940.7622
2014-05-18,939.52423,939.89636,940.80475,940.84436,940.8242,940.7894,940.8259
2014-05-19,939.8105,940.6973,940.77686,940.875,940.8687,940.8617,940.9605
2014-05-20,940.8148,940.98236,940.83105,940.8238,940.8239,940.9098,940.8962
2014-05-21,940.8273,940.76196,940.9069,940.73676,940.86914,940.78284,940.7603
2014-05-22,940.84595,940.80975,940.8842,940.8434,940.8239,940.8424,940.03534
2014-05-23,940.8482,940.95636,940.8405,940.8547,940.8695,939.9761,939.49786
2014-05-25,940.85095,940.6919,940.90326,940.9835,939.8704,939.62317,938.2609
2014-05-26,940.85504,940.9872,940.8846,939.86896,939.4346,938.35443,937.81335
2014-05-27,940.8617,940.75934,939.9786,939.46826,938.2625,937.74524,937.2646
2014-05-28,940.87164,939.90765,939.4648,938.30774,937.9369,937.2494,937.19916
2014-05-29,939.95825,939.43066,938.28796,937.7321,937.12494,937.2938,937.061
2014-05-30,939.4171,938.19116,937.5845,937.178,937.3498,937.15027,937.12744
2014-06-02,938.21783,937.7282,937.2261,937.12994,937.3558,937.1271,937.2666
2014-06-03,937.7816,937.08795,937.3564,937.10754,937.18097,937.19385,937.1998
2014-06-04,937.216,937.1899,937.23035,937.0494,936.95337,937.16284,935.7179
2014-06-05,937.19073,937.1799,937.21625,937.2441,936.9481,935.64716,934.7155
2014-06-06,937.1278,937.08673,937.1613,937.1724,935.67426,934.90765,934.50806
2014-06-08,937.14014,937.19037,937.10614,935.68884,934.8705,934.3685,934.52
2014-06-09,937.0326,937.18005,935.539,934.93677,934.49976,934.5811,934.8992
2014-06-10,937.16296,935.63684,934.95795,934.58844,934.5313,934.8263,936.33795
2014-06-11,935.6313,934.8523,934.6135,934.5753,934.7215,936.2738,939.4987
2014-06-12,934.8238,934.5469,934.3788,934.81915,936.22076,939.51215,936.2599
2014-06-13,934.5477,934.4626,934.82214,936.26697,939.5407,936.2042,936.235
2014-06-15,934.6094,934.79596,936.1291,939.5927,936.1747,936.27686,936.24994
2014-06-16,934.78815,936.2363,939.526,936.3558,936.1455,936.1569,937.3152
2014-06-17,936.2375,939.4813,936.2411,936.1768,936.30084,937.40936,939.99146
2014-06-18,939.4558,936.22345,936.30176,936.22015,937.54645,940.14417,940.9976
2014-06-19,936.18677,936.18854,936.08527,937.3741,939.92584,940.80255,941.2232
2014-06-20,936.329,936.17236,937.34766,939.9746,940.87415,941.3344,942.498
2014-06-22,936.28564,937.66327,939.91394,940.77997,941.2059,942.6532,943.4379
2014-06-23,937.3937,939.9609,940.74,941.35474,942.552,943.40515,943.2842
2014-06-24,939.94745,940.84296,941.1914,942.4494,943.15283,943.3622,943.25354
2014-06-25,940.8126,941.2948,942.63336,943.3555,943.49255,943.3272,943.4073
2014-06-26,941.3358,942.4492,943.14276,943.41315,943.274,943.39404,943.6152
2014-06-27,942.50934,943.3732,943.3564,943.4164,943.26373,943.52673,943.5231
2014-06-29,943.3019,943.2939,943.444,943.4836,943.5647,943.66925,943.62616
2014-06-30,943.41644,943.4143,943.3449,943.5337,943.56934,943.65314,945.00665
2014-07-01,943.4688,943.36615,943.60144,943.5647,943.5033,945.1198,945.05304
2014-07-02,943.3888,943.7577,943.471,943.60504,945.0373,945.11096,944.9864
2014-07-03,943.13965,943.3743,943.45654,945.07556,945.00665,945.01697,945.00635
2014-07-04,943.50055,943.3729,945.10535,945.0834,945.0342,945.1214,945.04407
2014-07-06,943.6008,944.9827,945.03815,945.0599,945.0932,945.1111,953.5692
2014-07-07,945.06934,945.1545,945.0758,945.02844,945.0935,953.60846,963.72577
2014-07-08,944.87823,944.9126,945.013,944.99786,953.6401,963.7557,964.98883
2014-07-09,944.98126,945.0886,945.05566,953.47797,963.6925,965.0758,965.17523
2014-07-10,944.99274,945.0446,953.5562,963.83624,964.67786,965.0991,965.1078
2014-07-11,944.8589,953.6079,963.743,965.1602,965.0511,965.0648,965.0972
2014-07-13,953.68616,963.6637,965.0301,965.0926,965.1231,965.0129,965.30316
2014-07-14,963.874,965.066,965.0896,965.1188,965.0998,965.04926,965.1842
2014-07-15,965.08,964.98505,965.1266,965.1454,965.1541,965.3074,965.48627
2014-07-16,965.1043,965.05194,965.15405,965.2087,965.2611,965.50275,966.1893
2014-07-17,965.1042,965.1406,965.24396,965.27576,965.46375,966.2106,966.6467
2014-07-18,965.1042,965.22473,965.2886,965.47363,966.3675,966.693,967.0355
2014-07-20,965.2649,965.2754,965.3908,966.2252,966.72815,967.0542,967.09515
2014-07-21,965.2261,965.4933,966.2798,966.7083,967.02966,966.99695,967.07776
2014-07-22,965.4465,966.27734,966.6899,967.03503,967.11346,967.0314,967.5511
2014-07-23,966.256,966.6187,967.0393,966.987,967.0195,967.54626,968.0234
2014-07-24,966.5859,967.06415,966.9949,966.9238,967.6976,968.1213,968.60016
2014-07-25,966.9812,966.9742,967.11505,967.60144,968.1311,968.65546,968.5918
2014-07-27,967.05255,967.07477,967.53174,968.04755,968.5879,968.6084,968.66406
2014-07-28,967.01917,967.48065,968.00916,968.5824,968.6233,968.6558,968.6029
2014-07-29,967.6635,968.08167,968.59064,968.6132,968.6872,968.6083,968.5677
2014-07-30,968.0661,968.6664,968.6664,968.6847,968.5701,968.6562,968.6965
2014-07-31,968.69104,968.62256,968.66327,968.5807,968.68866,968.6077,968.5649
2014-08-01,968.6656,968.668,968.6629,968.50616,968.5595,968.65674,968.54114
2014-08-03,968.5766,968.6224,968.6318,968.656,968.60724,968.6076,968.7519
2014-08-04,968.59235,968.6681,968.6066,968.63824,968.7147,968.6522,968.85187
2014-08-05,968.62415,968.622,968.6635,968.6411,968.69366,968.9582,969.0197
2014-08-06,968.49774,968.6682,968.6683,968.6995,968.9312,968.9813,969.03955
2014-08-07,968.66956,968.62164,968.7237,968.88477,969.02106,969.0446,969.263
2014-08-08,968.6211,968.7534,968.8631,969.0742,969.08844,969.2965,969.3308
2014-08-10,968.7145,968.9232,968.96313,969.0686,969.3488,969.33514,969.3676
2014-08-11,968.89813,968.98706,969.11975,969.2972,969.34033,969.386,969.4743
2014-08-12,968.97974,969.1309,969.3255,969.4978,969.38306,969.5712,969.5625
2014-08-13,969.1083,969.1876,969.3609,969.3406,969.4532,969.50555,970.25586
2014-08-14,969.33136,969.4101,969.2265,969.508,969.474,970.61316,970.42804
2014-08-15,969.41925,969.34216,969.5068,969.4112,970.3224,970.4812,970.71497
2014-08-17,969.2882,969.4487,969.471,970.48956,970.5765,970.68494,970.3955
2014-08-18,969.6123,969.4226,970.5488,970.81537,970.66656,970.7979,970.3358
2014-08-19,969.4243,970.44476,970.65875,970.6905,970.5122,970.4607,969.50494
2014-08-20,970.0548,970.4921,970.68414,970.4225,970.5115,969.43164,969.3598
2014-08-21,970.68964,970.63574,970.652,970.2866,969.59784,969.33215,969.5156
2014-08-22,970.6807,970.4853,970.4441,969.55225,969.35175,969.60284,970.513
2014-08-24,970.6096,970.52466,969.5858,969.32324,969.5719,970.4907,970.61566
2014-08-25,970.4481,969.5558,969.411,969.512,970.548,970.6504,970.69226
2014-08-26,969.4953,969.42694,969.53516,970.31714,970.5723,970.7529,970.7173
2014-08-27,969.3389,969.5166,970.4939,970.44727,970.6819,970.74457,971.34393
2014-08-28,969.4197,970.46704,970.6838,970.6743,970.769,971.31213,971.289
2014-08-29,970.5195,970.52374,970.6248,970.79974,971.31586,971.3455,971.2491
2014-08-31,970.5209,970.70526,970.8098,971.2726,971.3057,971.3898,971.4939
2014-09-01,970.6894,970.73083,971.30835,971.38837,971.2858,971.63965,972.7256
2014-09-02,970.80774,971.40137,971.2699,971.26965,971.6147,972.75543,972.93036
2014-09-03,971.2686,971.3399,971.30914,971.5447,972.7194,972.919,973.0676
2014-09-04,971.29,971.3002,971.486,972.7268,972.8842,973.15137,973.09283
2014-09-05,971.37305,971.54236,972.92664,972.9898,973.03235,973.11206,972.9712
2014-09-07,971.5239,972.665,972.93585,973.0765,973.07874,972.93787,972.9458
2014-09-08,972.78955,972.88696,973.0685,973.0689,972.96313,972.94354,973.0714
2014-09-09,972.9406,973.04834,973.0604,972.99567,973.0174,973.114,973.0974
2014-09-10,973.09406,973.0249,973.1393,973.0782,973.0543,973.0292,972.96826
2014-09-11,973.12036,973.0715,972.9656,973.0701,973.0361,973.04736,972.94165
2014-09-12,972.99194,972.96796,973.03644,972.9932,973.08295,973.0123,973.0743
2014-09-14,972.9654,972.9577,973.02155,973.0798,972.9581,972.95886,973.1019
2014-09-15,973.0969,973.09625,972.956,973.0715,973.01666,973.1155,972.96326
2014-09-16,973.1243,973.13336,973.01495,972.9914,973.0559,972.9653,971.69055
2014-09-17,972.98956,973.01263,973.0022,973.0812,972.8896,971.6155,971.4879
2014-09-18,972.96155,972.99335,973.1071,972.8495,971.672,971.5588,970.7302
2014-09-19,973.1,973.05066,972.8836,971.5671,971.5538,970.74493,968.16437
2014-09-21,973.12823,972.66516,971.6607,971.4615,970.8402,968.14276,967.824
2014-09-22,972.89087,971.58417,971.6239,970.68787,968.13873,967.86505,967.7714
2014-09-23,971.56024,971.4585,970.7275,968.122,967.7138,967.6936,967.2044
2014-09-24,971.48016,970.6457,968.1846,967.8909,967.7167,967.14935,964.9249
2014-09-25,970.68115,967.82,967.7587,967.4949,967.22534,965.00305,964.60913
2014-09-26,968.1371,967.722,967.7175,967.40424,964.8378,964.6722,963.3501
2014-09-28,967.78296,967.8183,967.1638,964.93915,964.6218,963.29004,961.0052
2014-09-29,967.68445,967.1918,964.92004,964.7326,963.28217,960.91266,960.60895
2014-09-30,967.28314,964.81146,964.5544,963.295,960.7844,960.5112,960.3026
2014-10-01,964.78766,964.6967,963.244,960.88,960.54224,960.30743,959.62177
2014-10-02,964.5202,963.2902,960.8659,960.5587,960.291,959.7079,959.4557
2014-10-03,963.2111,960.913,960.4288,960.24054,959.6537,959.48004,958.9066
2014-10-05,961.0905,960.4753,960.2853,959.6909,959.4901,958.8614,958.86176
2014-10-06,960.5004,960.2866,959.6798,959.4669,958.85675,958.7859,959.02686
2014-10-07,960.31116,959.5499,959.4754,958.7901,958.8371,958.9542,958.7782
2014-10-08,959.60474,959.5092,958.7912,958.9033,958.89764,958.8857,958.83405
2014-10-09,959.3863,958.9103,958.8855,958.83795,958.68646,958.90027,958.8068
2014-10-10,958.87195,958.89215,958.8579,958.86865,958.7622,958.87695,959.0159
2014-10-12,958.84076,958.85846,958.9179,958.8084,958.91406,958.8191,958.8716
2014-10-13,958.9077,958.8294,958.80743,958.84534,958.87506,958.83075,959.03546
2014-10-14,958.7835,958.8144,958.8705,958.9541,958.78955,958.73065,958.85394
2014-10-15,958.8535,958.7858,958.8473,958.87683,958.85376,958.85205,958.84656
2014-10-16,958.82764,958.841,958.80743,958.7336,958.88916,958.862,958.832
2014-10-17,958.88354,958.91754,958.8869,958.78516,958.7742,958.7798,958.71
2014-10-19,958.8717,958.8945,958.8578,958.9081,958.962,958.96295,958.90686
2014-10-20,958.8392,958.8502,958.92053,958.83746,959.01636,958.8893,958.7554
2014-10-21,958.9096,958.9134,958.80505,958.8706,958.78485,958.90436,959.42847
2014-10-22,958.7803,958.89417,958.8711,958.8061,958.8675,959.3319,959.6391
2014-10-23,958.8535,958.85785,958.84705,958.84515,959.5839,959.6061,960.32764
2014-10-24,958.8265,958.8266,958.80566,959.3395,959.6424,960.2196,960.8264
2014-10-26,958.8846,958.8105,959.58954,959.67535,960.3609,960.9294,960.9981
2014-10-27,958.8725,959.4044,959.6148,960.24286,960.9111,960.9129,960.908
2014-10-28,959.5868,959.79004,960.2817,960.9297,960.8928,961.00183,960.9003
2014-10-29,959.60846,960.1282,960.93365,960.9894,960.97455,960.96344,960.8962
2014-10-30,960.29376,961.07495,960.96606,960.86365,960.9523,960.93414,960.98737
2014-10-31,960.9773,960.832,960.88257,960.8518,960.93756,960.91187,960.906
2014-11-02,960.95013,960.72473,960.89703,961.0166,960.9099,960.97034,960.8696
2014-11-03,960.9382,960.8115,960.92395,961.05963,960.8916,960.9436,960.97455
2014-11-04,960.9145,961.0582,960.96716,960.91833,960.9755,960.83826,960.96826
2014-11-05,960.887,961.1672,960.99,960.8962,960.95337,960.9044,960.9645
2014-11-06,960.9597,961.0791,960.8203,960.9622,960.93823,960.8774,960.9445
2014-11-07,960.93445,960.82837,960.9663,960.9315,960.91016,960.8509,961.0594
2014-11-09,960.88666,960.71783,960.86206,960.9912,960.8916,960.83875,959.4729
2014-11-10,960.95,960.8075,960.9242,960.86017,960.9767,959.55054,958.8134
2014-11-11,960.9156,961.06067,960.87787,960.8481,959.33887,958.82513,958.9699
2014-11-12,960.88574,961.1721,960.81793,959.476,958.87445,958.83575,958.6881
2014-11-13,960.9601,961.0815,959.3877,958.94495,958.8391,958.92993,959.002
2014-11-14,960.94214,959.463,958.8043,958.84045,958.90796,958.82477,958.761
2014-11-16,959.23517,958.879,958.87244,958.85077,958.86676,958.8353,954.56555
2014-11-17,958.8551,958.85986,958.84094,958.9457,958.74554,954.5581,954.6125
2014-11-18,958.738,958.75793,958.90295,958.84,954.672,954.572,954.68304
2014-11-19,958.831,958.85846,958.76807,954.55237,954.6784,954.52655,954.5481
2014-11-20,958.8791,958.8436,954.7471,954.73145,954.5587,954.6729,954.58746
2014-11-21,958.8553,954.6342,954.7558,954.6646,954.59784,954.6899,954.645
2014-11-23,954.85144,954.8661,954.5055,954.55383,954.6094,954.75354,954.72
2014-11-24,954.8366,954.8715,954.68823,954.6969,954.51184,954.70905,954.3356
2014-11-25,954.7247,954.6928,954.6435,954.44006,954.7276,954.2197,950.65326
2014-11-26,954.5089,954.4603,954.66595,954.6165,954.1832,950.634,950.61804
2014-11-27,954.6057,954.4554,954.5578,954.23645,950.56915,950.53107,950.59326
2014-11-28,954.5602,954.6354,954.23865,950.5958,950.5763,950.59326,950.6847
2014-11-30,954.6783,954.2302,950.5842,950.5194,950.6183,950.56934,950.57153
2014-12-01,954.2963,950.53973,950.65265,950.6432,950.7244,950.65515,950.57214
2014-12-02,950.6463,950.5302,950.641,950.6462,950.6305,950.5206,950.65265
2014-12-03,950.50714,950.62604,950.62463,950.5612,950.67145,950.58887,950.52124
2014-12-04,950.4953,950.51917,950.7113,950.57916,950.72504,950.65894,950.60394
2014-12-05,950.6706,950.52985,950.57666,950.59436,950.6311,950.64746,950.5808
2014-12-07,950.7156,950.62616,950.55585,950.5184,950.6793,950.6052,950.586
2014-12-08,950.56683,950.51886,950.55475,950.64355,950.65155,950.5739,950.6742
2014-12-09,950.5435,950.52966,950.61786,950.64703,950.51575,950.6529,954.6144
2014-12-10,950.6126,950.6264,950.5932,950.5613,950.50366,954.3969,954.7855
