,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD
2011-12-22,1235.7106,1235.2006,1235.1937,1235.0619,1235.1056,1235.1699,1235.1962
2011-12-23,1235.169,1235.1626,1235.105,1235.1155,1235.0887,1235.0891,1235.1512
2011-12-27,1235.203,1235.138,1235.146,1235.1111,1235.1399,1235.1656,1224.0502
2011-12-28,1235.2192,1235.1938,1235.1185,1235.1547,1235.0875,1224.0941,1234.8162
2011-12-29,1235.1239,1235.1469,1235.1901,1235.1481,1224.052,1234.8032,1236.5592
2011-12-30,1235.1176,1235.1437,1235.1847,1224.0258,1235.06,1236.5398,1240.6542
2012-01-02,1235.1912,1235.1226,1224.0404,1234.8467,1236.5203,1240.6666,1243.5239
2012-01-03,1235.2155,1224.076,1234.847,1236.5273,1240.6069,1243.5443,1244.4752
2012-01-04,1223.9648,1234.7852,1236.4918,1240.5897,1243.5525,1244.4165,1245.1112
2012-01-05,1234.78,1236.4921,1240.5526,1243.4758,1244.4408,1244.991,1248.803
2012-01-06,1236.6016,1240.665,1243.5468,1244.5388,1245.126,1248.7837,1251.2456
2012-01-08,1240.5134,1243.5499,1244.4515,1245.0168,1248.7915,1251.1709,1252.0817
2012-01-09,1243.5875,1244.5554,1245.0723,1248.8259,1251.318,1251.9891,1252.4021
2012-01-10,1244.5621,1245.1672,1248.8899,1251.3522,1252.1465,1252.4592,1253.0555
2012-01-11,1245.0791,1248.9204,1251.2457,1252.1156,1252.3817,1253.0345,1254.7407
2012-01-12,1248.8351,1251.2823,1252.0725,1252.3525,1252.9958,1254.7175,1256.0702
2012-01-13,1251.1942,1252.0996,1252.3171,1252.9122,1254.6726,1255.873,1256.3463
2012-01-15,1251.9961,1252.2778,1252.9146,1254.7651,1255.8882,1256.3055,1256.5143
2012-01-16,1252.438,1252.98,1254.6956,1255.9106,1256.3457,1256.5642,1257.1892
2012-01-17,1252.9653,1254.6534,1255.9834,1256.352,1256.5839,1257.1241,1259.2668
2012-01-18,1254.7054,1255.9645,1256.4307,1256.6664,1257.2234,1259.3018,1260.0541
2012-01-19,1255.8958,1256.3273,1256.6039,1257.2161,1259.3317,1260.0186,1268.8185
2012-01-20,1256.2404,1256.481,1257.0895,1259.222,1259.9192,1268.7098,1268.9524
2012-01-22,1256.6945,1257.3032,1259.2621,1260.1577,1268.9435,1269.0653,1270.2244
2012-01-23,1257.149,1259.3912,1260.0365,1268.8568,1269.027,1270.2689,1273.5206
2012-01-24,1259.2489,1259.9987,1268.9011,1269.1917,1270.1753,1273.5162,1273.6165
2012-01-25,1260.0479,1268.8932,1269.0302,1270.1621,1273.4534,1273.5665,1274.2821
2012-01-26,1268.7968,1269.0045,1270.1211,1273.52,1273.5969,1274.3541,1282.9841
2012-01-27,1269.1299,1270.1008,1273.4434,1273.5433,1274.2731,1283.0704,1284.8506
2012-01-29,1270.1995,1273.4486,1273.5525,1274.3384,1283.3494,1284.8477,1285.5217
2012-01-30,1273.359,1273.5289,1274.3602,1283.1433,1284.8993,1285.6002,1285.6412
2012-01-31,1273.5382,1274.2972,1283.2212,1284.9141,1285.6556,1285.6638,1287.5
2012-02-01,1274.3165,1283.2184,1284.8348,1285.6453,1285.6475,1287.5297,1289.3662
2012-02-02,1283.0656,1284.8619,1285.6208,1285.7273,1287.5718,1289.5089,1295.3676
2012-02-03,1284.8895,1285.5787,1285.666,1287.6132,1289.4102,1295.3805,1295.9978
2012-02-05,1285.5768,1285.7084,1287.5065,1289.4171,1295.3462,1296.0067,1305.0394
2012-02-06,1285.686,1287.5962,1289.3705,1295.2915,1296.0553,1305.1302,1306.2133
2012-02-07,1287.5758,1289.3914,1295.3438,1296.0032,1305.1132,1306.11,1306.2867
2012-02-08,1289.4235,1295.3748,1295.9874,1305.0945,1306.1744,1306.2726,1307.2084
2012-02-09,1295.2461,1296.0071,1305.057,1306.1434,1306.2643,1307.19,1307.5862
2012-02-10,1295.9642,1305.093,1306.1177,1306.3506,1307.1953,1307.6011,1307.9238
2012-02-12,1305.0281,1306.0916,1306.2238,1307.2201,1307.6473,1307.9386,1309.5627
2012-02-13,1306.1375,1306.2594,1307.1808,1307.6141,1308.0197,1309.7377,1310.0107
2012-02-14,1306.2988,1307.1659,1307.5994,1307.9185,1309.6262,1310.0073,1312.4926
2012-02-15,1307.2079,1307.625,1307.9941,1309.6654,1310.0675,1312.4999,1312.7874
2012-02-16,1307.5845,1308.0211,1309.6803,1310.074,1312.5742,1312.8204,1318.4802
2012-02-17,1307.9205,1309.694,1310.0667,1312.4965,1312.7512,1318.4933,1318.797
2012-02-19,1309.6392,1310.1001,1312.5166,1312.7783,1318.458,1318.7915,1321.1727
2012-02-20,1310.0415,1312.4547,1312.763,1318.5122,1318.8374,1321.195,1330.7094
2012-02-21,1312.4685,1312.8984,1318.5801,1318.7916,1321.1622,1330.5994,1335.5972
2012-02-22,1312.8385,1318.4784,1318.7703,1321.1469,1330.6069,1335.522,1336.4137
2012-02-23,1318.4683,1318.8848,1321.2106,1330.6362,1335.5483,1336.4764,1338.3997
2012-02-24,1318.8436,1321.2028,1330.3052,1335.5126,1336.4747,1338.4088,1339.7355
2012-02-26,1321.219,1330.6029,1335.6311,1336.3805,1338.3723,1339.6562,1344.4576
2012-02-27,1330.6201,1335.5535,1336.4387,1338.3545,1339.7028,1344.4265,1344.6985
2012-02-28,1335.5493,1336.428,1338.4086,1339.745,1344.4631,1344.579,1345.6676
2012-02-29,1336.5028,1338.4358,1339.6896,1344.4836,1344.6024,1345.6355,1346.2126
2012-03-01,1338.3688,1339.7135,1344.4891,1344.6882,1345.6859,1346.2273,1346.4131
2012-03-02,1339.6912,1344.5139,1344.6765,1345.7384,1346.1693,1346.454,1347.683
2012-03-04,1344.4865,1344.5724,1345.6442,1346.2451,1346.4054,1347.7322,1347.8411
2012-03-05,1344.9431,1345.6353,1346.1941,1346.3881,1347.7682,1347.9545,1348.7488
2012-03-06,1345.6608,1346.2462,1346.5122,1347.6442,1347.9536,1348.7269,1348.9478
2012-03-07,1346.221,1346.4493,1347.6744,1347.905,1348.726,1349.0469,1356.3185
2012-03-08,1346.4514,1347.6727,1347.9348,1348.6588,1348.986,1356.3806,1357.5967
2012-03-09,1347.6631,1347.8844,1348.7017,1349.0056,1356.5127,1357.5708,1358.9236
2012-03-11,1347.9158,1348.6978,1349.004,1356.4391,1357.5907,1358.907,1361.9021
2012-03-12,1348.7002,1348.9568,1356.4807,1357.5688,1358.8809,1361.8931,1362.0951
2012-03-13,1349.0022,1356.5736,1357.6332,1358.9235,1361.8235,1362.1025,1362.3582
2012-03-14,1356.6416,1357.5952,1358.9159,1361.8905,1362.1077,1362.3043,1362.3844
2012-03-15,1357.5654,1358.9062,1361.9673,1362.0889,1362.3682,1362.3945,1362.4937
2012-03-16,1358.8716,1361.8427,1362.1063,1362.3274,1362.4288,1362.5007,1365.1334
2012-03-18,1361.8082,1362.0931,1362.3064,1362.3999,1362.542,1365.1781,1365.2941
2012-03-19,1362.0565,1362.3185,1362.4509,1362.5708,1365.158,1365.3722,1367.4111
2012-03-20,1362.3423,1362.3844,1362.5054,1365.1365,1365.2765,1367.4161,1367.5656
2012-03-21,1362.4526,1362.4779,1365.1018,1365.3567,1367.4363,1367.6002,1368.5035
2012-03-22,1362.5063,1365.1935,1365.3392,1367.3647,1367.5658,1368.5264,1368.7822
2012-03-23,1365.1287,1365.3329,1367.3872,1367.5778,1368.5316,1368.7747,1369.1097
2012-03-25,1365.346,1367.4001,1367.6527,1368.5293,1368.756,1369.0634,1369.9745
2012-03-26,1367.3861,1367.5883,1368.5093,1368.7784,1369.0922,1369.9839,1370.3262
2012-03-27,1367.5677,1368.5188,1368.7749,1369.1118,1369.9169,1370.2325,1370.5413
2012-03-28,1368.5244,1368.7826,1369.0999,1369.9847,1370.3607,1370.479,1370.7871
2012-03-29,1368.8011,1369.0685,1369.9309,1370.2161,1370.5249,1370.812,1385.182
2012-03-30,1369.1583,1370.016,1370.3224,1370.472,1370.7739,1385.2037,1389.5251
2012-04-01,1370.0079,1370.2765,1370.4933,1370.7194,1385.2048,1389.4272,1389.6681
2012-04-02,1370.2854,1370.5139,1370.7998,1385.2645,1389.5376,1389.5737,1389.6119
2012-04-03,1370.4581,1370.7129,1385.2037,1389.4452,1389.631,1389.5417,1389.606
2012-04-04,1370.7898,1385.3234,1389.4374,1389.546,1389.598,1389.5615,1389.6282
2012-04-05,1385.2635,1389.5305,1389.5059,1389.5095,1389.5286,1389.6198,1389.5568
2012-04-08,1389.3906,1389.5974,1389.5762,1389.5668,1389.562,1389.5785,1389.548
2012-04-09,1389.4723,1389.6128,1389.587,1389.575,1389.6323,1389.502,1389.5166
2012-04-10,1389.5256,1389.5371,1389.5542,1389.5292,1389.5985,1389.5295,1389.5392
2012-04-11,1389.6111,1389.5216,1389.5695,1389.5487,1389.5278,1389.5948,1389.5288
2012-04-12,1389.5931,1389.5983,1389.5394,1389.5588,1389.5616,1389.5574,1389.4894
2012-04-13,1389.537,1389.6136,1389.6049,1389.6122,1389.633,1389.5747,1389.5767
2012-04-15,1389.5793,1389.5364,1389.6111,1389.579,1389.5988,1389.5402,1389.618
2012-04-16,1389.5669,1389.5209,1389.5254,1389.5927,1389.5272,1389.561,1389.5692
2012-04-17,1389.5145,1389.5989,1389.5033,1389.6056,1389.5615,1389.6212,1389.564
2012-04-18,1389.5616,1389.6146,1389.576,1389.5591,1389.6338,1389.5781,1389.6754
2012-04-19,1389.6431,1389.5359,1389.5875,1389.567,1389.5991,1389.4993,1389.6151
2012-04-20,1389.6188,1389.52,1389.553,1389.6135,1389.5267,1389.5272,1389.6079
2012-04-22,1389.5079,1389.599,1389.5691,1389.5807,1389.5614,1389.5946,1389.6312
2012-04-23,1389.4653,1389.6149,1389.5381,1389.5787,1389.6342,1389.5562,1389.5562
2012-04-24,1389.5226,1389.5354,1389.6055,1389.5928,1389.5992,1389.5741,1389.5476
2012-04-25,1389.6129,1389.5193,1389.6117,1389.6067,1389.5261,1389.5392,1389.515
2012-04-26,1389.5944,1389.5992,1389.5234,1389.564,1389.5613,1389.5596,1389.5382
2012-04-27,1389.5345,1389.6156,1389.5007,1389.5807,1389.6345,1389.6217,1389.5275
2012-04-29,1389.5793,1389.5352,1389.5759,1389.5367,1389.5992,1389.578,1389.4869
2012-04-30,1389.5663,1389.5187,1389.5869,1389.5931,1389.5259,1389.4977,1389.4634
2012-05-01,1389.5118,1389.5997,1389.5521,1389.5438,1389.561,1389.5328,1389.4083
2012-05-02,1389.5608,1389.6157,1389.5685,1389.6077,1389.4703,1389.4114,1381.8464
2012-05-03,1389.6453,1389.5347,1389.5372,1389.4325,1389.3818,1381.8992,1381.6951
2012-05-04,1389.6204,1389.5183,1389.4779,1389.4373,1381.7877,1381.805,1378.9547
2012-05-06,1389.5054,1389.4575,1389.4166,1381.8708,1381.7671,1378.835,1377.6266
2012-05-07,1389.4298,1389.418,1381.9417,1381.7617,1378.8539,1377.6428,1377.2766
2012-05-08,1389.4255,1381.8038,1381.845,1378.8245,1377.6788,1377.2712,1376.946
2012-05-09,1381.9418,1381.7706,1378.9171,1377.5839,1377.3241,1376.9357,1376.7555
2012-05-10,1381.8156,1378.8633,1377.6217,1377.3097,1376.829,1376.7957,1376.7421
2012-05-11,1378.8622,1377.6716,1377.2909,1376.866,1376.7566,1376.6606,1375.5641
2012-05-13,1377.5698,1377.2863,1376.8542,1376.7946,1376.7238,1375.5157,1373.6886
2012-05-14,1377.3276,1376.9312,1376.7412,1376.6685,1375.5867,1373.6553,1372.607
2012-05-15,1377.0425,1376.8146,1376.7094,1375.5958,1373.6604,1372.6227,1368.191
2012-05-16,1376.7828,1376.6935,1375.5166,1373.6461,1372.5826,1368.2485,1368.0413
2012-05-17,1376.7192,1375.5367,1373.7603,1372.589,1368.3137,1368.0148,1366.0449
2012-05-18,1375.5511,1373.6863,1372.6187,1368.1852,1368.0208,1366.0764,1365.6832
2012-05-20,1373.666,1372.6456,1368.2195,1367.9629,1366.0753,1365.6499,1362.7075
2012-05-21,1372.6078,1368.1385,1368.0211,1366.04,1365.6561,1362.7274,1362.389
2012-05-22,1368.2395,1368.0276,1365.9689,1365.6881,1362.7295,1362.3597,1359.8033
2012-05-23,1368.0077,1365.9371,1365.6888,1362.6964,1362.4095,1359.76,1356.3264
2012-05-24,1366.0299,1365.6442,1362.7069,1362.4175,1359.8123,1356.3021,1354.2659
2012-05-25,1365.6428,1362.7654,1362.468,1359.8499,1356.3044,1354.1906,1352.1119
2012-05-27,1362.7352,1362.3766,1359.8872,1356.2692,1354.2747,1352.068,1350.9481
2012-05-28,1362.3889,1359.8353,1356.1973,1354.2583,1352.0839,1350.8141,1348.4702
2012-05-29,1359.8247,1356.3519,1354.3352,1352.1265,1350.9252,1348.5016,1346.4348
2012-05-30,1356.2766,1354.0938,1351.8536,1350.6982,1348.3552,1346.2937,1339.1892
2012-05-31,1354.2474,1352.0414,1350.8754,1348.4768,1346.6078,1339.1527,1336.6476
2012-06-01,1352.0325,1350.8478,1348.4258,1346.3354,1339.1705,1336.5024,1328.1022
2012-06-03,1350.782,1348.3436,1346.2021,1338.9384,1336.3074,1328.0005,1325.9968
2012-06-04,1348.4144,1346.3904,1339.2495,1336.6492,1328.0293,1326.3097,1323.9453
2012-06-05,1346.3745,1339.081,1336.533,1328.2263,1326.2571,1324.0443,1324.1364
2012-06-06,1338.7931,1336.2123,1327.6891,1325.6404,1324.1466,1324.1735,1324.0438
2012-06-07,1336.7002,1328.4983,1326.5011,1324.387,1324.3392,1324.1826,1323.6782
2012-06-08,1328.6052,1326.6238,1324.3422,1324.2407,1324.1981,1324.0536,1321.4731
2012-06-10,1326.399,1324.3641,1324.3064,1324.3839,1323.6019,1321.0175,1319.6315
2012-06-11,1324.2609,1324.2551,1324.2621,1322.9498,1320.8293,1319.2429,1319.2335
2012-06-12,1323.7662,1323.7266,1323.0376,1320.799,1319.0504,1319.317,1319.2959
2012-06-13,1323.5651,1323.5281,1320.8986,1319.3411,1319.0748,1319.3384,1319.206
2012-06-14,1323.6234,1320.995,1319.5459,1319.4238,1319.4822,1319.4731,1319.3551
2012-06-15,1320.7994,1319.4403,1319.1935,1319.4596,1319.155,1319.2378,1319.4747
2012-06-17,1319.9131,1319.8749,1319.9998,1319.879,1320.0071,1319.7511,1319.9308
2012-06-18,1319.4915,1319.4783,1319.3279,1319.3773,1319.5475,1319.3362,1319.5184
2012-06-19,1318.881,1318.8341,1318.7795,1318.9883,1318.9789,1318.9008,1318.8993
2012-06-20,1319.5665,1319.6752,1319.6317,1319.6171,1319.7124,1319.6049,1318.7888
2012-06-21,1319.6079,1319.787,1319.7455,1319.8036,1319.6338,1318.7085,1317.1516
2012-06-22,1318.8779,1319.0923,1318.7231,1318.7786,1318.0457,1316.388,1316.3363
2012-06-24,1320.6292,1320.6279,1320.795,1319.4739,1318.7338,1318.642,1318.7131
2012-06-25,1319.354,1319.323,1318.317,1316.5045,1316.6216,1316.5062,1318.2106
2012-06-26,1319.4567,1318.7555,1316.8514,1316.8137,1316.8987,1318.1931,1318.7971
2012-06-27,1318.4755,1316.5654,1316.4019,1316.611,1318.5033,1318.7253,1319.3107
2012-06-28,1316.7411,1316.5521,1317.076,1317.7236,1318.2854,1318.879,1319.9158
2012-06-29,1316.7944,1316.8043,1318.5608,1318.8058,1319.6176,1320.8263,1320.9452
2012-07-01,1316.5785,1318.6956,1318.6445,1319.4962,1320.7069,1321.0048,1321.2952
2012-07-02,1318.644,1318.852,1319.4756,1320.8682,1321.0879,1321.3842,1323.6342
2012-07-03,1318.6478,1319.4888,1320.7755,1320.989,1321.2604,1323.491,1323.646
2012-07-04,1319.6656,1320.9026,1321.042,1321.514,1323.6233,1323.7775,1323.836
2012-07-05,1320.5488,1320.9011,1321.1249,1323.2988,1323.4281,1323.4911,1325.5482
2012-07-06,1320.8085,1321.1704,1323.5256,1323.6268,1323.4868,1325.831,1325.7262
2012-07-08,1321.3815,1323.618,1323.7977,1323.6132,1325.7825,1325.9008,1329.2068
2012-07-09,1323.4171,1323.5985,1323.6063,1325.6378,1325.6891,1329.0385,1329.6918
2012-07-10,1323.7074,1323.5947,1325.7323,1325.8032,1329.1147,1329.7794,1335.9055
2012-07-11,1323.7241,1325.94,1325.9463,1329.1373,1329.8027,1336.0797,1336.6367
2012-07-12,1325.7992,1325.8801,1329.0521,1329.7197,1336.0275,1336.5101,1337.3843
2012-07-13,1325.9061,1329.0912,1329.7855,1335.9722,1336.6376,1337.3535,1339.001
2012-07-15,1329.1705,1329.7324,1335.9565,1336.5815,1337.391,1339.0887,1343.6124
2012-07-16,1329.6819,1335.9493,1336.4585,1337.2289,1339.0198,1343.4277,1343.5939
2012-07-17,1336.0977,1336.5178,1337.4113,1339.0557,1343.4993,1343.6437,1343.8954
2012-07-18,1336.576,1337.3636,1339.0979,1343.5839,1343.6636,1343.9443,1343.9888
2012-07-19,1337.3925,1339.092,1343.6288,1343.6719,1343.9401,1343.9921,1343.9379
2012-07-20,1339.015,1343.4865,1343.6223,1343.9141,1343.8658,1343.9478,1343.9355
2012-07-22,1343.4974,1343.5681,1343.9113,1343.9053,1343.921,1343.9326,1344.0448
2012-07-23,1343.6028,1343.9797,1343.9839,1343.9948,1343.9164,1344.0468,1345.5122
2012-07-24,1343.9686,1344.0085,1344.0416,1343.9387,1344.121,1345.5656,1346.3938
2012-07-25,1343.9296,1343.9462,1343.9436,1344.0778,1345.5936,1346.3395,1346.8379
2012-07-26,1343.932,1343.897,1344.0798,1345.5221,1346.314,1346.8845,1348.3813
2012-07-27,1343.9846,1344.065,1345.5668,1346.4539,1346.8882,1348.3472,1348.5314
2012-07-29,1344.1292,1345.5374,1346.3782,1346.9653,1348.4048,1348.5535,1348.5399
2012-07-30,1345.5474,1346.4662,1346.8971,1348.3142,1348.5027,1348.6051,1349.329
2012-07-31,1346.3365,1346.9071,1348.3221,1348.5386,1348.5873,1349.331,1352.8661
2012-08-01,1346.9291,1348.3026,1348.5815,1348.58,1349.3673,1352.9229,1353.1338
2012-08-02,1348.4023,1348.5665,1348.472,1349.341,1352.9127,1353.1202,1353.8931
2012-08-03,1348.5983,1348.6019,1349.3359,1352.9318,1353.1008,1353.8384,1355.5643
2012-08-05,1348.5774,1349.3153,1352.8872,1353.0132,1353.8744,1355.5787,1356.3562
2012-08-06,1349.2975,1352.897,1353.0614,1353.8868,1355.682,1356.3066,1362.0548
2012-08-07,1352.9386,1353.1449,1353.8788,1355.5865,1356.3772,1362.052,1362.0522
2012-08-08,1353.0569,1353.8441,1355.6812,1356.3323,1361.8201,1362.0238,1363.7938
2012-08-09,1353.8538,1355.5928,1356.3154,1361.824,1362.0518,1363.7185,1364.405
2012-08-10,1355.5734,1356.2885,1361.8705,1362.0566,1363.79,1364.4979,1364.8208
2012-08-12,1356.3276,1362.0226,1362.0397,1363.7767,1364.4393,1364.7728,1364.7491
2012-08-13,1362.0529,1362.0886,1363.7524,1364.415,1364.8196,1364.7714,1365.2333
2012-08-14,1362.1272,1363.7551,1364.4412,1364.7972,1364.7301,1365.2479,1370.9519
2012-08-15,1363.7606,1364.4218,1364.7878,1364.777,1365.213,1370.9985,1375.5447
2012-08-16,1364.3589,1364.7104,1364.7491,1365.2314,1370.9889,1375.545,1376.8331
2012-08-17,1364.7787,1364.7906,1365.2076,1371.0105,1375.4346,1376.8701,1378.6454
2012-08-19,1364.8119,1365.2418,1370.9366,1375.5483,1376.8395,1378.7399,1378.6918
2012-08-20,1365.2668,1370.9874,1375.5383,1376.8085,1378.6206,1378.7355,1379.5568
2012-08-21,1370.9784,1375.5449,1376.8495,1378.6187,1378.7728,1379.6661,1389.7659
2012-08-22,1375.4784,1376.803,1378.6943,1378.7378,1379.626,1389.6156,1391.4119
2012-08-23,1376.8472,1378.6896,1378.7615,1379.6489,1389.6906,1391.4191,1395.7173
2012-08-24,1378.6097,1378.7367,1379.658,1389.6182,1391.369,1395.7443,1395.822
2012-08-26,1378.8221,1379.6744,1389.4377,1391.352,1395.7281,1395.797,1396.0643
2012-08-27,1379.6371,1389.4476,1391.4043,1395.7014,1395.8438,1396.1364,1398.7908
2012-08-28,1389.6405,1391.3346,1395.7206,1395.74,1396.094,1398.8142,1399.5068
2012-08-29,1391.3837,1395.7131,1395.7719,1396.0634,1398.7246,1399.3983,1399.8827
2012-08-30,1395.5835,1395.7996,1396.09,1398.8632,1399.4613,1399.8634,1400.2626
2012-08-31,1395.803,1396.1094,1398.7352,1399.3835,1399.9274,1400.2936,1400.8047
2012-09-02,1396.0996,1398.7396,1399.4618,1399.9852,1400.2883,1400.7805,1401.4507
2012-09-03,1398.7461,1399.3938,1399.8793,1400.1719,1400.7537,1401.3986,1401.7308
2012-09-04,1399.5122,1399.8983,1400.2446,1400.7501,1401.542,1401.7375,1403.0768
2012-09-05,1399.9167,1400.2812,1400.7903,1401.5331,1401.6918,1403.1722,1403.4813
2012-09-06,1400.2747,1400.7477,1401.4276,1401.6885,1403.072,1403.4708,1403.7655
2012-09-07,1400.8213,1401.455,1401.7516,1403.0411,1403.4652,1403.7609,1403.8818
2012-09-09,1401.3785,1401.7654,1403.0433,1403.4064,1403.8217,1403.8029,1405.5942
2012-09-10,1401.714,1403.0743,1403.418,1403.7319,1403.8002,1405.4745,1407.4344
2012-09-11,1403.0747,1403.3907,1403.8041,1403.8243,1405.5388,1407.4507,1407.6141
2012-09-12,1403.4573,1403.7291,1403.8708,1405.478,1407.4879,1407.5677,1408.0869
2012-09-13,1403.7854,1403.934,1405.5203,1407.3931,1407.646,1408.061,1408.1215
2012-09-14,1403.8054,1405.6133,1407.4838,1407.6621,1408.1017,1408.1273,1409.9618
2012-09-16,1405.4664,1407.5018,1407.641,1408.0991,1408.1381,1409.9618,1410.37
2012-09-17,1407.458,1407.6279,1408.06,1408.1096,1409.976,1410.3568,1411.3035
2012-09-18,1407.6564,1408.1066,1408.1019,1409.971,1410.3877,1411.2382,1412.9205
2012-09-19,1408.1039,1408.1526,1409.9513,1410.3914,1411.3391,1412.9899,1414.4791
2012-09-20,1408.0717,1409.9541,1410.3722,1411.3236,1412.9178,1414.542,1415.1422
2012-09-21,1409.9548,1410.3958,1411.3387,1412.9893,1414.4979,1415.0927,1415.189
2012-09-23,1410.3973,1411.3414,1412.946,1414.4181,1415.1042,1415.1458,1420.9728
2012-09-24,1411.3209,1412.9773,1414.4839,1415.0852,1415.1234,1420.9634,1430.7727
2012-09-25,1412.9456,1414.5009,1415.0878,1415.2273,1420.9572,1430.7445,1431.0868
2012-09-26,1414.4553,1415.0768,1415.1284,1420.9531,1430.6686,1431.0647,1432.5848
2012-09-27,1415.1008,1415.1794,1420.8591,1430.8046,1430.9963,1432.6082,1432.605
2012-09-28,1415.1276,1420.989,1430.8812,1431.044,1432.4543,1432.5931,1434.7097
2012-09-30,1420.9104,1430.8846,1431.0513,1432.4976,1432.5892,1434.7767,1434.8212
2012-10-01,1430.9017,1431.0526,1432.5099,1432.6248,1434.7561,1434.8455,1436.148
2012-10-02,1431.0559,1432.4786,1432.6327,1434.7533,1434.7916,1436.2266,1436.6433
2012-10-03,1432.4761,1432.6262,1434.6964,1434.7767,1436.2036,1436.5708,1436.6869
2012-10-04,1432.6437,1434.7522,1434.8372,1436.1675,1436.5812,1436.6554,1439.3665
2012-10-05,1434.7291,1434.8054,1436.2219,1436.5729,1436.7792,1439.388,1439.4117
2012-10-07,1434.7886,1436.2339,1436.5116,1436.7568,1439.3857,1439.3434,1439.3748
2012-10-08,1436.2405,1436.538,1436.7717,1439.4198,1439.4526,1439.4135,1439.4362
2012-10-09,1436.5675,1436.6572,1439.3741,1439.3698,1439.4233,1439.426,1439.3744
2012-10-10,1436.7397,1439.4065,1439.3766,1439.375,1439.3599,1439.395,1439.374
2012-10-11,1439.3839,1439.4014,1439.4208,1439.4204,1439.3925,1439.429,1439.7245
2012-10-12,1439.4884,1439.5002,1439.3744,1439.3726,1439.4596,1439.6969,1442.8624
2012-10-14,1439.4928,1439.4524,1439.3806,1439.3789,1439.7528,1442.8645,1443.1377
2012-10-15,1439.4135,1439.34,1439.4261,1439.7234,1442.9226,1443.1008,1443.1343
2012-10-16,1439.3085,1439.3875,1439.782,1442.815,1443.1248,1443.1636,1443.1263
2012-10-17,1439.3075,1439.7361,1442.8317,1443.1575,1443.1715,1443.1611,1443.0897
2012-10-18,1439.7687,1442.747,1443.1246,1443.1211,1443.1228,1443.1632,1443.0757
2012-10-19,1442.8192,1443.1498,1443.0894,1443.132,1443.1293,1443.1235,1443.1538
2012-10-21,1443.0919,1443.0417,1443.1251,1443.1378,1443.1754,1443.1324,1443.1694
2012-10-22,1443.1448,1443.0391,1443.0945,1443.15,1443.124,1443.1395,1442.8539
2012-10-23,1443.1444,1443.1229,1443.18,1443.1578,1443.1287,1442.8414,1442.1726
2012-10-24,1443.1571,1443.2317,1443.125,1443.1873,1442.8466,1442.1403,1439.7202
2012-10-25,1443.1289,1443.2327,1443.1145,1442.8408,1442.1727,1439.6641,1439.4396
2012-10-26,1443.1259,1443.1433,1442.8413,1442.152,1439.6644,1439.3552,1436.6251
2012-10-28,1443.159,1442.7909,1442.0642,1439.7043,1439.3734,1436.7908,1436.5227
2012-10-29,1442.8109,1442.1356,1439.6993,1439.3271,1436.715,1436.5918,1432.6031
2012-10-30,1442.169,1439.655,1439.4346,1436.6061,1436.6384,1432.5199,1431.008
2012-10-31,1439.7317,1439.444,1436.7244,1436.5573,1432.5994,1431.0804,1430.741
2012-11-01,1439.4696,1436.7073,1436.5347,1432.6366,1431.0398,1430.6692,1430.6329
2012-11-02,1436.646,1436.552,1432.6211,1431.0801,1430.638,1430.5728,1429.3511
2012-11-04,1436.566,1432.6685,1431.1042,1430.658,1430.5703,1429.3273,1428.2157
2012-11-05,1432.6998,1431.051,1430.6521,1430.5603,1429.3218,1428.2003,1426.8127
2012-11-06,1431.0317,1430.6863,1430.5712,1429.3341,1428.2351,1426.7612,1424.3882
2012-11-07,1430.7012,1430.5808,1429.367,1428.2178,1426.6967,1424.3728,1420.761
2012-11-08,1430.6123,1429.2944,1428.3408,1426.736,1424.3875,1420.7079,1420.0144
2012-11-09,1429.3317,1428.2903,1426.7477,1424.4264,1420.7883,1420.0696,1418.8766
2012-11-11,1428.2682,1426.7521,1424.4117,1420.8286,1420.0325,1418.8528,1414.208
2012-11-12,1426.6746,1424.4186,1420.7834,1419.9485,1418.8569,1414.1779,1413.2976
2012-11-13,1424.3727,1420.7828,1419.9735,1418.7473,1414.1714,1413.3074,1409.2101
2012-11-14,1420.9175,1420.1389,1418.9038,1414.2551,1413.2552,1409.2946,1408.0604
2012-11-15,1420.1235,1419.0574,1414.2677,1413.4026,1409.3456,1408.1516,1407.9497
2012-11-16,1418.8868,1414.2102,1413.2205,1409.035,1407.8246,1407.7786,1407.5933
2012-11-18,1414.3231,1413.3356,1409.3029,1407.9724,1407.9666,1407.6005,1406.5208
2012-11-19,1413.3611,1409.031,1407.9742,1407.8174,1407.4833,1406.2842,1405.573
2012-11-20,1409.2592,1407.9425,1407.8828,1407.4673,1406.5239,1405.6799,1405.3127
2012-11-21,1407.9471,1407.9735,1407.6381,1406.5778,1405.6786,1405.4153,1404.029
2012-11-22,1407.7012,1407.4735,1406.3608,1405.5276,1405.2603,1403.8154,1401.6444
2012-11-23,1407.643,1406.4049,1405.5746,1405.4852,1403.9768,1401.7795,1401.4429
2012-11-25,1406.6757,1405.8331,1405.554,1404.0195,1401.7847,1401.6267,1401.6119
2012-11-26,1405.5079,1405.31,1403.842,1401.5449,1401.4008,1401.324,1401.2296
2012-11-27,1405.2955,1403.9772,1401.79,1401.4696,1401.4204,1401.4155,1401.4564
