,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD
2013-11-05,1697.9197,1697.887,1700.8625,1707.9614,1718.1802,1733.9385,1737.7616
2013-11-06,1697.873,1700.8861,1707.9025,1718.2404,1734.0197,1737.7717,1737.9457
2013-11-07,1700.853,1707.8088,1718.1217,1734.0872,1737.8324,1737.9694,1741.066
2013-11-08,1707.9559,1718.0344,1734.1416,1737.8304,1737.942,1741.0883,1744.7222
2013-11-10,1718.0464,1734.1354,1737.8104,1737.9595,1741.0894,1744.6909,1746.7219
2013-11-11,1734.1293,1737.8613,1737.9482,1741.0122,1744.7192,1746.8062,1748.1904
2013-11-12,1737.8491,1737.9436,1741.0212,1744.6823,1746.8284,1748.1857,1752.9512
2013-11-13,1737.9912,1741.0631,1744.6768,1746.7417,1748.1863,1752.9242,1753.3025
2013-11-14,1741.0312,1744.7579,1746.8033,1748.1874,1752.8832,1753.3593,1756.2479
2013-11-15,1744.7386,1746.7401,1748.1355,1753.0034,1753.3193,1756.2356,1756.6094
2013-11-17,1746.6694,1748.151,1752.961,1753.263,1756.2427,1756.6776,1757.0146
2013-11-18,1748.1066,1752.9816,1753.2976,1756.1581,1756.6307,1757.0355,1757.1145
2013-11-19,1752.9563,1753.3693,1756.1714,1756.6643,1757.026,1757.07,1757.6329
2013-11-20,1753.295,1756.2523,1756.6012,1757.0023,1757.1058,1757.7198,1759.0823
2013-11-21,1756.2454,1756.6234,1756.9653,1757.0608,1757.66,1759.0352,1759.5443
2013-11-22,1756.6536,1757.0068,1757.0808,1757.6128,1759.0591,1759.5763,1761.9968
2013-11-24,1756.9899,1757.1033,1757.5944,1758.9989,1759.5271,1761.9254,1763.1338
2013-11-25,1757.1735,1757.6779,1759.0645,1759.549,1762.0002,1763.1952,1764.158
2013-11-26,1757.6362,1759.0438,1759.5964,1761.9628,1763.0854,1764.0173,1764.2607
2013-11-27,1759.081,1759.5122,1762.004,1763.1494,1763.9833,1764.3005,1764.3915
2013-11-28,1759.5865,1761.92,1763.1475,1764.041,1764.3367,1764.316,1766.908
2013-11-29,1762.0463,1763.1654,1764.0587,1764.3368,1764.3645,1766.7769,1767.3655
2013-12-01,1763.1403,1764.0769,1764.2427,1764.3811,1766.8887,1767.3997,1782.4146
2013-12-02,1764.093,1764.2216,1764.3304,1766.9064,1767.436,1782.4193,1784.2812
2013-12-03,1764.2947,1764.336,1766.8513,1767.4476,1781.834,1784.2749,1787.1147
2013-12-04,1764.3701,1766.8262,1767.519,1781.657,1784.308,1787.1034,1787.1882
2013-12-05,1766.8456,1767.4026,1782.1615,1784.3093,1787.0493,1787.2008,1788.02
2013-12-06,1767.418,1782.2404,1784.3405,1787.0901,1787.1969,1788.0696,1790.6167
2013-12-08,1781.8499,1784.2402,1787.0876,1787.1755,1788.0442,1790.6313,1790.6403
2013-12-09,1784.3119,1787.0574,1787.2397,1788.105,1790.6022,1790.6273,1790.7124
2013-12-10,1787.0372,1787.1733,1788.0948,1790.6669,1790.643,1790.5834,1790.5815
2013-12-11,1787.1735,1788.0597,1790.6606,1790.6816,1790.6279,1790.684,1790.7283
2013-12-12,1788.1122,1790.6234,1790.6213,1790.6433,1790.6198,1790.6433,1790.6151
2013-12-13,1790.6798,1790.6387,1790.647,1790.659,1790.6154,1790.6522,1790.6772
2013-12-15,1790.6956,1790.6384,1790.6138,1790.6184,1790.6134,1790.7196,1791.0668
2013-12-16,1790.6237,1790.5985,1790.6133,1790.6255,1790.7115,1791.0278,1791.3588
2013-12-17,1790.6094,1790.637,1790.6644,1790.7122,1791.0554,1791.3877,1792.0618
2013-12-18,1790.682,1790.7295,1790.6887,1791.0817,1791.3927,1792.0312,1793.0936
2013-12-19,1790.6969,1790.6707,1791.0587,1791.4039,1792.1205,1793.0809,1793.9315
2013-12-20,1790.7219,1791.0681,1791.408,1792.0905,1793.0686,1793.8859,1796.1144
2013-12-22,1791.1035,1791.4009,1792.092,1793.1066,1793.84,1796.1135,1796.8585
2013-12-23,1791.3875,1792.1279,1793.123,1793.9008,1796.147,1796.8735,1803.0808
2013-12-24,1792.0208,1793.0746,1793.7625,1796.1124,1796.8524,1803.2045,1803.5243
2013-12-26,1793.0516,1793.9355,1796.0978,1796.8405,1803.0913,1803.4333,1804.4081
2013-12-27,1793.8655,1796.1277,1796.812,1803.0881,1803.455,1804.3539,1804.9049
2013-12-29,1796.1664,1796.7893,1803.1235,1803.502,1804.3633,1804.876,1805.7432
2013-12-30,1796.9438,1802.967,1803.4298,1804.3623,1804.873,1805.8838,1805.9863
2013-12-31,1803.1067,1803.438,1804.3455,1804.8734,1805.7925,1805.9707,1806.7593
2014-01-01,1803.4633,1804.3193,1804.9138,1805.8098,1805.8379,1806.7865,1807.1702
2014-01-02,1804.3643,1804.9529,1805.7617,1805.8285,1806.7314,1807.1625,1807.9917
2014-01-03,1804.8829,1805.848,1805.8298,1806.6978,1807.1361,1807.9579,1808.0801
2014-01-05,1805.8048,1805.9631,1806.7421,1807.1077,1807.9059,1808.0854,1808.1409
2014-01-06,1805.8723,1806.7406,1807.1262,1807.9753,1808.0582,1808.1108,1808.8108
2014-01-07,1806.7249,1807.2263,1807.9493,1808.0922,1808.1965,1808.8256,1812.4576
2014-01-08,1807.1506,1807.9186,1808.0168,1808.2499,1808.9016,1812.5874,1819.7852
2014-01-09,1807.9424,1808.086,1808.0895,1808.7325,1812.487,1819.6774,1821.7244
2014-01-10,1808.0514,1808.1018,1808.7803,1812.5563,1819.7659,1821.8077,1823.7363
2014-01-12,1808.1534,1808.7948,1812.4791,1819.6847,1821.706,1823.7904,1824.1907
2014-01-13,1808.7566,1812.5238,1819.7887,1821.7072,1823.7761,1824.2167,1824.3234
2014-01-14,1812.5396,1819.7548,1821.6741,1823.763,1824.1738,1824.2778,1825.3845
2014-01-15,1819.6406,1821.7213,1823.7095,1824.2095,1824.2618,1825.3707,1826.3984
2014-01-16,1821.7123,1823.7107,1824.2538,1824.2682,1825.3833,1826.3625,1826.9249
2014-01-17,1823.7792,1824.2415,1824.3014,1825.3379,1826.3715,1827.0282,1828.9761
2014-01-19,1824.2064,1824.241,1825.3567,1826.3525,1826.9335,1828.9498,1828.9503
2014-01-20,1824.2635,1825.4006,1826.3529,1826.8756,1828.9952,1828.9451,1829.0004
2014-01-21,1825.3328,1826.3004,1826.9515,1828.9299,1828.9403,1828.8981,1828.894
2014-01-22,1826.3903,1826.9712,1828.9113,1828.9747,1828.8833,1828.9504,1828.9376
2014-01-23,1826.8861,1828.9147,1828.981,1828.9229,1828.9272,1828.9453,1828.9283
2014-01-24,1828.9524,1828.9327,1828.9482,1828.9282,1828.857,1828.8977,1828.8878
2014-01-26,1828.983,1828.9791,1828.8792,1828.9752,1828.9713,1828.9509,1828.9528
2014-01-27,1828.9358,1828.9272,1828.9121,1828.9227,1828.9373,1828.9458,1828.9175
2014-01-28,1828.9313,1828.9325,1828.9817,1828.928,1828.9125,1828.8977,1828.8926
2014-01-29,1829.0397,1828.9795,1828.948,1828.9755,1828.9835,1828.9513,1829.0006
2014-01-30,1828.9816,1828.9269,1828.8773,1828.9224,1828.8925,1828.9458,1828.9562
2014-01-31,1828.9756,1828.9318,1828.9114,1828.9274,1828.926,1828.8972,1828.9763
2014-02-02,1828.998,1828.9797,1828.9823,1828.9755,1828.9835,1828.9513,1829.0027
2014-02-03,1828.9248,1828.9264,1828.9484,1828.922,1828.9116,1828.9458,1826.9054
2014-02-04,1828.9166,1828.9316,1828.877,1828.9274,1829.0415,1826.9343,1826.3993
2014-02-05,1828.8849,1828.9799,1828.9114,1828.976,1826.9031,1826.316,1826.1013
2014-02-06,1828.9071,1828.9261,1828.9835,1826.9844,1826.3105,1826.0847,1825.382
2014-02-07,1828.8966,1828.9314,1827.0001,1826.314,1826.1199,1825.3828,1824.2208
2014-02-09,1828.8569,1827.0382,1826.3873,1826.1118,1825.3572,1824.2279,1823.8468
2014-02-10,1826.861,1826.3512,1826.153,1825.3501,1824.2397,1823.7968,1823.7582
2014-02-11,1826.3644,1826.1718,1825.3922,1824.1843,1823.7705,1823.7175,1823.7714
2014-02-12,1826.1891,1825.336,1824.246,1823.8046,1823.7714,1823.8605,1823.7888
2014-02-13,1825.3809,1824.2709,1823.8015,1823.7604,1823.8203,1823.7014,1824.1729
2014-02-14,1824.3364,1823.7727,1823.7428,1823.7543,1823.7832,1824.267,1824.2346
2014-02-16,1823.7646,1823.813,1823.7416,1823.8005,1824.3403,1824.2671,1824.2413
2014-02-17,1823.7567,1823.7772,1823.7853,1824.2308,1824.2487,1824.2385,1824.2332
2014-02-18,1823.7664,1823.7844,1824.2031,1824.2651,1824.1296,1824.2683,1824.2291
2014-02-19,1823.7782,1824.2521,1824.2516,1824.1526,1824.127,1824.1893,1824.227
2014-02-20,1824.2065,1824.1718,1824.1975,1824.1941,1824.2189,1824.2162,1824.212
2014-02-21,1824.2448,1824.1558,1824.203,1824.1707,1824.3385,1824.2057,1826.1195
2014-02-23,1824.2637,1824.2361,1824.2516,1824.2219,1824.3412,1826.0483,1826.1539
2014-02-24,1824.2227,1824.2521,1824.1975,1824.2543,1826.0852,1826.0898,1826.0403
2014-02-25,1824.2336,1824.1713,1824.2031,1826.0924,1826.1346,1826.1693,1826.0826
2014-02-26,1824.2407,1824.155,1826.125,1826.1091,1826.0798,1826.1401,1826.0593
2014-02-27,1824.2864,1826.094,1826.0503,1826.1215,1826.0852,1826.071,1826.1106
2014-02-28,1826.086,1826.0894,1826.1042,1826.0775,1826.1348,1826.1091,1826.1426
2014-03-02,1826.1354,1826.1311,1826.0859,1826.1096,1826.0796,1826.1849,1826.1344
2014-03-03,1826.0807,1826.0704,1826.051,1826.0765,1826.0852,1826.1517,1826.5942
2014-03-04,1826.086,1826.0709,1826.0803,1826.1095,1826.1348,1826.6307,1829.1566
2014-03-05,1826.1354,1826.1641,1826.149,1826.0791,1826.5878,1829.1946,1831.5387
2014-03-06,1826.0806,1826.1908,1826.1102,1826.6233,1829.2306,1831.5911,1833.8712
2014-03-07,1826.0862,1826.1179,1826.6342,1829.1234,1831.6339,1833.8783,1834.0167
2014-03-09,1826.1357,1826.5785,1829.1736,1831.5371,1833.9541,1834.0399,1836.4492
2014-03-10,1826.5874,1829.2168,1831.5364,1833.9064,1834.029,1836.4958,1837.0264
2014-03-11,1829.1307,1831.637,1833.8608,1833.9982,1836.4845,1837.1086,1838.0468
2014-03-12,1831.6337,1833.8809,1834.0094,1836.4135,1836.9595,1838.0886,1839.644
2014-03-13,1833.8301,1834.0107,1836.4429,1837.0564,1838.0406,1839.5693,1841.2726
2014-03-14,1834.023,1836.4591,1837.1077,1837.9893,1839.6077,1841.2078,1842.0436
2014-03-16,1836.5176,1837.0449,1838.0364,1839.5815,1841.1234,1842.0901,1843.6497
2014-03-17,1837.0452,1837.988,1839.5702,1841.2295,1842.0701,1843.6193,1844.8972
2014-03-18,1838.0128,1839.5884,1841.1978,1842.1342,1843.5704,1844.924,1845.6072
2014-03-19,1839.5634,1841.1779,1842.1152,1843.5685,1844.9172,1845.6936,1846.3115
2014-03-20,1841.1814,1842.1906,1843.6084,1844.877,1845.6241,1846.3116,1846.912
2014-03-21,1842.1893,1843.5687,1844.9004,1845.6669,1846.3075,1846.9338,1852.624
2014-03-23,1843.5626,1844.8713,1845.5953,1846.3215,1846.9105,1852.4126,1852.4445
2014-03-24,1844.8905,1845.5869,1846.2849,1846.9667,1852.4382,1852.552,1852.4576
2014-03-25,1845.6965,1846.3822,1846.9648,1852.6232,1852.5171,1852.3915,1853.7909
2014-03-26,1846.2943,1846.9619,1852.4333,1852.4856,1852.5331,1853.7487,1855.713
2014-03-27,1846.9291,1852.6086,1852.539,1852.5178,1853.7189,1855.7874,1855.83
2014-03-28,1852.4833,1852.4724,1852.5063,1853.7023,1855.8364,1855.8544,1855.9229
2014-03-30,1852.4691,1852.5631,1853.7867,1855.8174,1855.876,1855.997,1856.7715
2014-03-31,1852.503,1853.767,1855.832,1855.8622,1855.9673,1856.6514,1858.3805
2014-04-01,1853.703,1855.7291,1855.8732,1855.9272,1856.6245,1858.3319,1858.7102
2014-04-02,1855.7747,1855.8217,1855.9385,1856.6528,1858.3754,1858.6664,1858.7255
2014-04-03,1855.866,1855.9338,1856.6564,1858.356,1858.5624,1858.6694,1858.6505
2014-04-04,1855.8708,1856.6757,1858.3528,1858.7397,1858.6476,1858.6715,1858.635
2014-04-06,1856.7136,1858.3694,1858.6938,1858.6243,1858.7594,1858.682,1858.7112
2014-04-07,1858.3398,1858.671,1858.6763,1858.6489,1858.7622,1858.6995,1858.7268
2014-04-08,1858.6355,1858.6636,1858.6423,1858.7255,1858.6749,1858.7096,1858.6495
2014-04-09,1858.6614,1858.6588,1858.6627,1858.5875,1858.5609,1858.715,1858.634
2014-04-10,1858.7393,1858.7013,1858.7219,1858.7417,1858.558,1858.7168,1858.7115
2014-04-11,1858.5991,1858.688,1858.6793,1858.623,1858.6465,1858.6748,1858.3594
2014-04-13,1858.7554,1858.6334,1858.602,1858.6486,1858.7615,1858.3245,1856.7374
2014-04-14,1858.6346,1858.6809,1858.6294,1858.7268,1858.3792,1856.6501,1856.5105
2014-04-15,1858.6609,1858.6738,1858.6709,1858.375,1856.6365,1856.704,1856.6564
2014-04-16,1858.7399,1858.6222,1858.4115,1856.6855,1856.6633,1856.6603,1856.8136
2014-04-17,1858.5975,1858.3335,1856.6674,1856.7113,1856.6306,1856.6636,1856.5842
2014-04-20,1858.4137,1856.6655,1856.605,1856.7059,1856.6409,1856.6638,1856.5385
2014-04-21,1856.6226,1856.6271,1856.6475,1856.6396,1856.659,1856.6255,1856.7947
2014-04-22,1856.5857,1856.689,1856.726,1856.6326,1856.6753,1856.7241,1856.7388
2014-04-23,1856.6655,1856.6912,1856.6973,1856.6699,1856.6835,1856.6829,1858.3933
2014-04-24,1856.6538,1856.6484,1856.6287,1856.6609,1856.7001,1858.3972,1858.6372
2014-04-25,1856.608,1856.6583,1856.667,1856.5994,1858.4141,1858.6704,1860.3154
2014-04-27,1856.6525,1856.6672,1856.6493,1858.3588,1858.632,1860.3329,1860.2992
2014-04-28,1856.7562,1856.6306,1858.4321,1858.663,1860.26,1860.3665,1860.3295
2014-04-29,1856.7013,1858.3645,1858.6766,1860.2999,1860.3132,1860.2888,1860.2714
2014-04-30,1858.4087,1858.6339,1860.3291,1860.2278,1860.308,1860.2662,1860.2964
2014-05-01,1858.6979,1860.3118,1860.267,1860.2618,1860.2595,1860.2965,1860.7172
2014-05-02,1860.2367,1860.2345,1860.2651,1860.3337,1860.3135,1860.7463,1861.3221
2014-05-04,1860.278,1860.263,1860.3076,1860.299,1860.719,1861.4255,1862.1554
2014-05-05,1860.3236,1860.3296,1860.2976,1860.6609,1861.3073,1862.1241,1862.6676
2014-05-06,1860.295,1860.2926,1860.7645,1861.2422,1862.227,1862.6172,1864.5042
2014-05-07,1860.3217,1860.712,1861.3774,1862.1315,1862.6498,1864.546,1867.1061
2014-05-08,1860.7178,1861.4076,1862.1655,1862.6611,1864.4199,1867.2058,1869.4747
2014-05-09,1861.332,1862.0651,1862.6196,1864.5076,1867.2444,1869.4259,1870.2028
2014-05-11,1862.0667,1862.7129,1864.4719,1867.2509,1869.4434,1870.212,1870.1041
2014-05-12,1862.642,1864.5845,1867.115,1869.5392,1870.2083,1870.1301,1869.526
2014-05-13,1864.5294,1867.1951,1869.5198,1870.1461,1870.0934,1869.5477,1869.5558
2014-05-14,1867.2434,1869.4783,1870.158,1870.1274,1869.4482,1869.4797,1869.5308
2014-05-15,1869.4973,1870.2373,1870.1965,1869.5251,1869.5154,1869.459,1870.0934
2014-05-16,1870.1812,1870.079,1869.3862,1869.5077,1869.5237,1870.1294,1871.0002
2014-05-18,1870.2288,1869.4944,1869.4329,1869.4979,1870.1396,1871.0448,1871.2317
2014-05-19,1869.5571,1869.4824,1869.5653,1870.1487,1870.9792,1871.187,1872.3276
2014-05-20,1869.5646,1869.4523,1870.2173,1870.922,1871.0917,1872.2737,1872.7683
2014-05-21,1869.4756,1870.1627,1870.9581,1871.2247,1872.301,1872.7986,1872.9424
2014-05-22,1870.1815,1870.9716,1871.2859,1872.3018,1872.7723,1872.9259,1873.3065
2014-05-23,1870.919,1871.1736,1872.3617,1872.783,1872.9526,1873.3079,1874.0386
2014-05-25,1871.217,1872.3292,1872.8812,1872.9554,1873.3077,1874.0074,1874.5253
2014-05-26,1872.3014,1872.7727,1872.9441,1873.1658,1873.9865,1874.5583,1875.0651
2014-05-27,1872.8271,1873.0237,1873.2689,1874.0458,1874.4773,1875.0667,1875.2368
2014-05-28,1872.9567,1873.2457,1874.0436,1874.4943,1874.9899,1875.2545,1875.3862
2014-05-29,1873.2463,1874.0732,1874.5131,1875.0392,1875.2731,1875.3389,1875.8401
2014-05-30,1874.1157,1874.5114,1875.0865,1875.264,1875.353,1875.8492,1876.5917
2014-06-02,1874.5415,1875.0767,1875.2924,1875.3175,1875.8175,1876.5657,1877.8014
2014-06-03,1875.0719,1875.2817,1875.4369,1875.7905,1876.5812,1877.7104,1877.8623
2014-06-04,1875.0968,1875.3711,1875.7987,1876.6271,1877.7699,1877.8291,1877.9277
2014-06-05,1875.3068,1875.7756,1876.6339,1877.7692,1877.8291,1877.9384,1885.4696
2014-06-06,1875.8154,1876.5736,1877.7727,1877.8187,1877.9637,1885.1969,1888.8903
2014-06-08,1876.6797,1877.8156,1877.8625,1877.9569,1885.2549,1888.8416,1889.6982
2014-06-09,1877.783,1877.7948,1878.0566,1885.3242,1888.8531,1889.5759,1893.5764
2014-06-10,1877.8129,1877.9547,1885.2202,1888.8649,1889.6771,1893.5204,1894.6271
2014-06-11,1878.0082,1885.2656,1888.8784,1889.7256,1893.4376,1894.638,1898.1403
2014-06-12,1885.2416,1888.8596,1889.6603,1893.6495,1894.6237,1898.1481,1901.6614
2014-06-13,1888.8351,1889.7128,1893.5875,1894.5522,1898.0349,1901.6372,1906.2258
2014-06-15,1889.6598,1893.5181,1894.6075,1898.1132,1901.638,1906.1449,1909.7766
2014-06-16,1893.5771,1894.5559,1898.1046,1901.6216,1906.2109,1909.7758,1912.6407
2014-06-17,1894.6477,1898.0746,1901.6428,1906.2864,1909.8439,1912.4531,1916.867
2014-06-18,1898.0714,1901.5991,1906.2272,1909.8962,1912.5013,1917.0267,1919.8895
2014-06-19,1901.6423,1906.2423,1909.7693,1912.3832,1916.89,1919.9866,1921.2632
2014-06-20,1906.259,1909.7605,1912.4923,1916.9374,1919.9854,1921.2521,1922.2086
2014-06-22,1909.7778,1912.5022,1916.9598,1919.909,1921.2114,1922.2351,1930.435
2014-06-23,1912.4586,1916.8827,1919.9895,1921.2883,1922.2107,1930.2401,1931.9625
2014-06-24,1916.9928,1919.9043,1921.2316,1922.2656,1930.1722,1931.881,1932.4987
2014-06-25,1919.9772,1921.2943,1922.2189,1930.2084,1932.045,1932.4576,1934.096
2014-06-26,1921.3209,1922.1532,1930.3583,1932.086,1932.3827,1934.1458,1936.0809
2014-06-27,1922.1403,1930.3894,1931.9889,1932.5061,1934.1036,1935.9427,1939.5543
2014-06-29,1930.1986,1932.0316,1932.5535,1934.1147,1936.0692,1939.6298,1943.2987
2014-06-30,1932.0294,1932.4906,1934.1772,1936.0789,1939.4996,1943.2577,1943.4327
2014-07-01,1932.4507,1934.1556,1935.9476,1939.4968,1943.2692,1943.479,1945.5221
2014-07-02,1934.0913,1936.0417,1939.5195,1943.2705,1943.5206,1945.5519,1946.5034
2014-07-03,1936.0284,1939.599,1943.1875,1943.5255,1945.5382,1946.5392,1946.6208
2014-07-04,1939.5237,1943.3462,1943.5072,1945.5449,1946.4883,1946.6816,1946.757
2014-07-06,1943.2924,1943.5718,1945.5396,1946.5941,1946.5776,1946.6549,1946.9745
2014-07-07,1943.4928,1945.5679,1946.5085,1946.6594,1946.7694,1946.9797,1948.9272
2014-07-08,1945.5668,1946.5533,1946.6516,1946.7075,1947.0286,1948.8975,1949.0543
2014-07-09,1946.5883,1946.6447,1946.7239,1946.9957,1948.862,1949.0034,1949.3423
2014-07-10,1946.6642,1946.7537,1946.9272,1948.9238,1949.0652,1949.3506,1952.0575
2014-07-11,1946.6893,1947.0134,1948.8536,1949.0486,1949.3564,1952.1981,1952.8394
2014-07-13,1947.0552,1948.9185,1949.0638,1949.3767,1952.0249,1952.8801,1952.9062
2014-07-14,1948.8889,1948.9937,1949.3016,1952.1188,1952.8019,1952.9075,1955.9762
2014-07-15,1949.063,1949.335,1952.1627,1952.757,1952.8926,1955.9404,1956.1256
2014-07-16,1949.3188,1952.089,1952.8419,1952.9263,1955.9333,1956.1653,1956.3589
2014-07-17,1952.1406,1952.7808,1952.9459,1955.9386,1956.1531,1956.2799,1956.8198
2014-07-18,1952.8967,1952.8937,1955.9187,1956.0575,1956.3262,1956.8058,1959.059
2014-07-20,1952.9174,1955.9252,1956.0892,1956.3185,1956.8925,1959.0994,1960.0546
2014-07-21,1955.9728,1956.1226,1956.3763,1956.8237,1959.138,1959.965,1961.559
2014-07-22,1956.141,1956.2596,1956.823,1959.0602,1960.027,1961.6084,1961.8373
2014-07-23,1956.2976,1956.8136,1959.125,1959.9354,1961.5802,1961.7952,1962.7009
2014-07-24,1956.8184,1959.0255,1959.9657,1961.5361,1961.8658,1962.7753,1962.7969
2014-07-25,1959.1383,1959.9067,1961.5544,1961.8267,1962.6853,1962.8619,1964.3219
2014-07-27,1960.1184,1961.6246,1961.7355,1962.7584,1962.8197,1964.2446,1964.3357
2014-07-28,1961.5397,1961.7844,1962.7465,1962.856,1964.2542,1964.2837,1964.2874
2014-07-29,1961.8064,1962.7695,1962.8057,1964.2882,1964.2875,1964.3756,1964.3411
2014-07-30,1962.6716,1962.8405,1964.2454,1964.3276,1964.3553,1964.3248,1964.2848
2014-07-31,1962.7838,1964.3081,1964.2676,1964.27,1964.3228,1964.319,1964.2772
2014-08-01,1964.2751,1964.312,1964.3441,1964.2697,1964.2542,1964.3843,1964.2682
2014-08-03,1964.2815,1964.285,1964.2445,1964.3119,1964.2871,1964.3207,1964.2914
2014-08-04,1964.2988,1964.293,1964.2291,1964.3105,1964.3562,1964.3141,1964.2855
2014-08-05,1964.2664,1964.3085,1964.3049,1964.2571,1964.3229,1964.2869,1964.3531
2014-08-06,1964.2863,1964.281,1964.3204,1964.2684,1964.2529,1964.2595,1964.2472
2014-08-07,1964.3444,1964.2935,1964.2435,1964.2684,1964.2865,1964.2509,1964.2917
2014-08-08,1964.3038,1964.2604,1964.228,1964.3269,1964.3569,1964.2162,1964.2764
2014-08-10,1964.2278,1964.2856,1964.3058,1964.292,1964.3231,1964.2941,1962.7335
2014-08-11,1964.2555,1964.3003,1964.3217,1964.259,1964.2521,1962.8153,1961.8131
2014-08-12,1964.3201,1964.3121,1964.2435,1964.2693,1962.7188,1961.7585,1961.6161
2014-08-13,1964.2826,1964.2903,1964.2274,1962.7277,1961.7627,1961.6023,1961.4965
2014-08-14,1964.2997,1964.2496,1962.7517,1961.8031,1961.5303,1961.5793,1961.5226
2014-08-15,1964.2653,1962.78,1961.7632,1961.5804,1961.5553,1961.5896,1961.6012
2014-08-17,1962.8181,1961.7257,1961.5109,1961.5817,1961.5496,1961.5898,1961.4596
2014-08-18,1961.8007,1961.6031,1961.5464,1961.539,1961.6122,1961.5896,1964.1321
2014-08-19,1961.5762,1961.5308,1961.5825,1961.5488,1961.5502,1964.1991,1964.2819
2014-08-20,1961.57,1961.6589,1961.5685,1961.5566,1964.1957,1964.3016,1965.17
2014-08-21,1961.5547,1961.5714,1961.5072,1964.1248,1964.2339,1965.1653,1965.1703
2014-08-22,1961.535,1961.6177,1964.1581,1964.3312,1965.1812,1965.2465,1965.1702
2014-08-24,1961.5454,1964.1786,1964.2822,1965.1288,1965.144,1965.2649,1965.2117
2014-08-25,1964.1699,1964.3759,1965.0938,1965.253,1965.1963,1965.1879,1966.6104
2014-08-26,1964.3107,1965.2064,1965.2162,1965.1251,1965.1849,1966.6183,1969.083
2014-08-27,1965.266,1965.2136,1965.2635,1965.1669,1966.5963,1968.9784,1969.1437
2014-08-28,1965.1884,1965.1531,1965.1548,1966.6095,1969.0859,1969.0328,1970.2603
2014-08-29,1965.1335,1965.173,1966.603,1969.104,1969.1635,1970.3021,1970.2161
2014-08-31,1965.1876,1966.6375,1969.0464,1969.1204,1970.2178,1970.209,1970.27
2014-09-01,1966.6447,1969.145,1969.1276,1970.2701,1970.2664,1970.2329,1970.2646
2014-09-02,1968.9684,1969.0984,1970.2473,1970.2505,1970.2125,1970.2213,1970.2161
2014-09-03,1969.0293,1970.2213,1970.2252,1970.1908,1970.218,1970.1783,1971.3939
2014-09-04,1970.1976,1970.3013,1970.2433,1970.2389,1970.2666,1971.4154,1973.7407
2014-09-05,1970.302,1970.272,1970.2262,1970.234,1971.3989,1973.826,1979.0283
2014-09-07,1970.2202,1970.2041,1970.215,1971.4006,1973.7686,1979.1368,1987.1604
2014-09-08,1970.1919,1970.2438,1971.4279,1973.7736,1979.0464,1987.1831,1987.977
2014-09-09,1970.2781,1971.4147,1973.7717,1979.0043,1987.2655,1988.0276,1987.977
2014-09-10,1971.3989,1973.8319,1978.9958,1987.1643,1987.9646,1987.9928,1987.9772
2014-09-11,1973.7255,1979.0289,1987.2158,1987.9481,1987.9602,1987.9202,1989.6777
2014-09-12,1979.0496,1987.1283,1987.9518,1987.9352,1988.0011,1989.6423,1990.3646
2014-09-14,1987.1603,1987.9607,1987.9159,1987.9784,1989.722,1990.374,1991.0897
2014-09-15,1988.014,1987.9753,1987.9447,1989.6825,1990.3982,1991.0564,1991.8374
2014-09-16,1988.0154,1987.9813,1989.6161,1990.3329,1991.084,1991.8218,1991.8625
2014-09-17,1988.0135,1989.652,1990.4196,1991.0476,1991.7927,1991.9181,1991.8928
2014-09-18,1989.754,1990.464,1991.072,1991.7932,1991.88,1991.9188,1991.9161
2014-09-19,1990.3098,1991.0682,1991.8099,1991.9714,1991.928,1991.8798,1991.9053
2014-09-21,1991.093,1991.7916,1992.0085,1991.8627,1991.8744,1991.8845,1991.9324
2014-09-22,1991.7814,1991.9037,1991.9199,1991.9064,1991.8798,1991.9059,1991.8186
2014-09-23,1991.9722,1991.8737,1991.9653,1991.8972,1991.9281,1991.8794,1991.8933
2014-09-24,1991.8531,1991.8643,1991.9114,1991.8578,1991.8741,1991.9061,1991.9166
2014-09-25,1991.8793,1991.8274,1991.9496,1991.8947,1991.8796,1991.9188,1991.9043
2014-09-26,1991.9573,1991.9072,1991.8822,1991.8866,1991.9281,1991.8807,1991.8619
2014-09-28,1991.8164,1991.8955,1991.8627,1991.9468,1991.8738,1991.9146,1991.9148
2014-09-29,1991.9739,1991.8501,1991.9159,1991.927,1991.8789,1991.8777,1991.893
2014-09-30,1991.8527,1991.8945,1991.9532,1991.9222,1991.9281,1991.905,1991.8604
2014-10-01,1991.8789,1991.9982,1992.0111,1991.9727,1991.8737,1991.8777,1991.792
2014-10-02,1991.9586,1991.9435,1991.9211,1991.8601,1991.8788,1991.84,1991.0646
2014-10-03,1991.8157,1991.9373,1991.9663,1991.8958,1991.8046,1991.0488,1990.3107
2014-10-05,1991.9753,1992.008,1991.9098,1991.7974,1991.0846,1990.3021,1990.2346
2014-10-06,1991.8529,1991.9395,1991.8112,1991.0352,1990.4725,1990.3625,1989.617
2014-10-07,1991.8793,1991.7764,1991.0597,1990.4747,1990.2999,1989.5775,1981.8494
2014-10-08,1991.7883,1991.111,1990.3646,1990.2206,1989.5878,1981.8025,1980.5825
2014-10-09,1991.0687,1990.3618,1990.3297,1989.6832,1982.0037,1980.6494,1979.3983
2014-10-10,1990.3143,1990.1776,1989.6301,1981.84,1980.6764,1979.3484,1977.9296
