,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF
2012-02-06,235.56027,235.52267,235.52939,235.55313,235.46469,235.56412,235.08968
2012-02-07,235.51614,235.59525,235.54813,235.55576,235.49889,235.02075,234.91432
2012-02-08,235.5617,235.55548,235.55617,235.56145,235.05983,234.89667,231.8534
2012-02-09,235.54382,235.5361,235.55786,235.10779,234.91002,231.89398,230.48627
2012-02-10,235.51758,235.54276,235.04881,234.91034,231.89792,230.52692,228.0063
2012-02-12,235.59,235.05,234.87056,231.84836,230.4768,227.96289,224.79965
2012-02-13,235.09702,234.88916,231.84401,230.44397,227.9602,224.84677,224.5383
2012-02-14,234.92336,231.8541,230.48956,227.91373,224.79694,224.53668,224.17938
2012-02-15,231.79445,230.50385,228.00357,224.7593,224.53506,224.24817,223.88187
2012-02-16,230.49239,228.00125,224.83269,224.59079,224.25064,223.79968,223.36398
2012-02-17,227.9831,224.8164,224.55426,224.25208,223.81723,223.31058,223.18118
2012-02-19,224.83255,224.51935,224.2005,223.8726,223.36674,223.14554,222.72302
2012-02-20,224.55719,224.20639,223.8167,223.358,223.18796,222.71967,222.04723
2012-02-21,224.20883,223.8558,223.33072,223.15503,222.74826,222.00534,221.9141
2012-02-22,223.87404,223.36484,223.17175,222.72726,222.06999,222.00009,221.89236
2012-02-23,223.34943,223.15907,222.73434,221.95992,221.97452,221.94992,221.82858
2012-02-24,223.14825,222.6934,222.02286,221.9615,221.90318,221.8613,221.7564
2012-02-26,222.75687,221.9599,221.96397,221.88184,221.82202,221.79034,221.645
2012-02-27,222.01385,221.97552,221.91315,221.81085,221.759,221.58984,221.56223
2012-02-28,221.9679,221.90295,221.7763,221.77592,221.6277,221.48044,221.44249
2012-02-29,221.90796,221.86325,221.75702,221.62027,221.5267,221.44006,220.79132
2012-03-01,221.80524,221.783,221.6088,221.49347,221.46672,220.8057,220.77132
2012-03-02,221.77011,221.66641,221.55316,221.52777,220.8497,220.83862,220.8215
2012-03-04,221.62202,221.55731,221.4326,220.76915,220.81136,220.81017,220.83852
2012-03-05,221.52692,221.4509,220.81113,220.8565,220.81038,220.81616,220.7854
2012-03-06,221.5185,220.84683,220.82617,220.75778,220.83412,220.82153,220.8139
2012-03-07,220.8316,220.81,220.811,220.83444,220.80518,220.79442,220.87054
2012-03-08,220.79523,220.82083,220.82654,220.81773,220.80234,220.7963,220.83829
2012-03-09,220.83023,220.7998,220.81088,220.76631,220.80098,220.8205,220.8348
2012-03-11,220.80896,220.81342,220.8268,220.85895,220.83102,220.80907,220.8782
2012-03-12,220.81374,220.82623,220.81068,220.75476,220.80441,220.80757,220.8357
2012-03-13,220.81631,220.80411,220.8268,220.8353,220.79214,220.81479,220.5548
2012-03-14,220.83734,220.82648,220.81055,220.81793,220.79225,220.56021,220.2768
2012-03-15,220.77663,220.79144,220.8268,220.76437,220.50995,220.3103,220.19724
2012-03-16,220.78836,220.77448,220.81042,220.56697,220.31627,220.19473,219.99586
2012-03-18,220.83423,220.81085,220.55902,220.25131,220.15498,219.9717,220.24149
2012-03-19,220.81767,220.54132,220.3169,220.22983,220.0903,220.25267,220.55325
2012-03-20,220.54279,220.24562,220.15964,219.9383,220.17587,220.56393,220.545
2012-03-21,220.33093,220.25146,220.04927,220.20462,220.55576,220.56328,220.25919
2012-03-22,220.21072,220.03764,220.20132,220.53616,220.58183,220.22101,220.01523
2012-03-23,220.00812,220.2428,220.57578,220.57266,220.21951,219.9514,219.92395
2012-03-25,220.21393,220.57545,220.58218,220.21013,220.04968,219.99979,219.93509
2012-03-26,220.54654,220.53394,220.23386,219.97894,219.9547,219.99583,219.98213
2012-03-27,220.54312,220.23366,219.99345,219.99731,219.90631,219.97153,219.89389
2012-03-28,220.22446,220.00095,219.99387,219.94714,220.00821,220.00784,219.97675
2012-03-29,220.03903,219.9903,219.94858,219.90204,220.00839,219.95435,220.43988
2012-03-30,219.94412,219.94661,219.97272,219.96738,219.96638,220.43863,220.54504
2012-04-01,219.90892,219.97784,219.98816,219.9935,220.43362,220.53882,220.83882
2012-04-02,219.9343,219.92853,219.98643,220.44565,220.57118,220.75317,220.80133
2012-04-03,220.0055,219.99585,220.4078,220.60107,220.82411,220.80789,220.99095
2012-04-04,219.99515,220.43274,220.55627,220.82524,220.85226,221.01868,221.28769
2012-04-05,220.44983,220.52809,220.81125,220.80983,221.03516,221.24738,221.35362
2012-04-08,220.58636,220.81253,220.84546,221.03075,221.24393,221.42596,221.49628
2012-04-09,220.8129,220.86652,221.04811,221.27167,221.39542,221.53288,221.54114
2012-04-10,220.85251,221.06177,221.24808,221.38945,221.5279,221.57373,221.68927
2012-04-11,221.02719,221.25443,221.40176,221.51726,221.56898,221.64233,221.99045
2012-04-12,221.29053,221.4549,221.50739,221.60414,221.69263,221.96968,222.25461
2012-04-13,221.44681,221.50739,221.54727,221.70381,221.97748,222.28732,222.5363
2012-04-15,221.52945,221.57452,221.70346,221.98888,222.28839,222.52187,222.52913
2012-04-16,221.59007,221.69409,221.95306,222.26846,222.51428,222.53198,222.54782
2012-04-17,221.72372,221.93869,222.33173,222.55566,222.54657,222.51282,222.87238
2012-04-18,221.98239,222.31244,222.51218,222.53476,222.51633,222.87753,223.11256
2012-04-19,222.26755,222.52803,222.54147,222.49011,222.85179,223.09198,223.27121
2012-04-20,222.50658,222.50076,222.50858,222.87238,223.04434,223.28596,223.05643
2012-04-22,222.53258,222.54286,222.83566,223.07436,223.2752,223.0704,222.8558
2012-04-23,222.52737,222.87259,223.07495,223.25072,223.04208,222.84624,222.32413
2012-04-24,222.8573,223.09198,223.2667,223.09718,222.85242,222.29164,221.55408
2012-04-25,223.0773,223.27284,223.05109,222.8808,222.31943,221.53406,221.51187
2012-04-26,223.2474,223.05722,222.90051,222.30118,221.53918,221.5582,221.53754
2012-04-27,223.06476,222.93924,222.33499,221.5528,221.57443,221.53824,221.5181
2012-04-29,222.88472,222.36295,221.56671,221.54022,221.57095,221.5429,221.55237
2012-04-30,222.30624,221.57495,221.55191,221.5116,221.53964,221.50653,221.55136
2012-05-01,221.54478,221.59766,221.5299,221.55592,221.575,221.54901,221.39133
2012-05-02,221.57108,221.53864,221.53217,221.56516,221.57126,221.3927,221.25336
2012-05-03,221.5651,221.5533,221.55426,221.57468,221.40344,221.23764,221.25183
2012-05-04,221.54532,221.54712,221.56763,221.44424,221.22693,221.2756,221.42456
2012-05-06,221.55289,221.55377,221.41989,221.19513,221.24435,221.43521,223.38103
2012-05-07,221.54639,221.4202,221.18066,221.32018,221.43398,223.32211,223.45462
2012-05-08,221.43002,221.28915,221.22696,221.41931,223.3453,223.43375,223.78348
2012-05-09,221.32738,221.23746,221.4096,223.36882,223.39946,223.79178,224.17819
2012-05-10,221.26562,221.39386,223.40811,223.42365,223.7663,224.16641,224.46753
2012-05-11,221.46002,223.34694,223.43497,223.80148,224.22832,224.47792,224.67224
2012-05-13,223.35089,223.48038,223.77286,224.18672,224.46394,224.70303,225.07767
2012-05-14,223.41022,223.80957,224.23001,224.47853,224.73845,225.09021,225.23425
2012-05-15,223.79544,224.20474,224.50247,224.70471,224.98407,225.22238,225.24342
2012-05-16,224.18541,224.45847,224.70215,225.01657,225.23587,225.20921,225.18845
2012-05-17,224.47733,224.67992,225.07169,225.20726,225.20583,225.25668,225.1774
2012-05-18,224.71819,225.04918,225.20886,225.21155,225.2365,225.25096,225.23334
2012-05-20,225.09195,225.2331,225.22931,225.20616,225.2237,225.18729,225.2447
2012-05-21,225.24292,225.22502,225.20776,225.26233,225.21735,225.25757,225.1882
2012-05-22,225.2249,225.19556,225.24072,225.17175,225.24988,225.20605,225.17715
2012-05-23,225.16885,225.26205,225.20897,225.2697,225.24329,225.29813,225.23412
2012-05-24,225.2696,225.23384,225.22266,225.21588,225.20485,225.23364,225.24548
2012-05-25,225.15717,225.23808,225.23196,225.20923,225.2366,225.26567,225.18805
2012-05-27,225.24387,225.26266,225.22966,225.18604,225.22348,225.22598,225.1767
2012-05-28,225.2251,225.17227,225.2085,225.20149,225.23706,225.18321,225.23438
2012-05-29,225.168,225.23679,225.22939,225.1932,225.21631,225.25458,227.06831
2012-05-30,225.27077,225.22006,225.19794,225.21902,225.24731,227.12901,227.25722
2012-05-31,225.15625,225.2254,225.2061,225.20563,227.07886,227.1882,229.39616
2012-06-01,225.24432,225.22086,225.2229,227.04578,227.1984,229.44774,232.18997
2012-06-03,225.22496,225.30005,227.0517,227.21906,229.37427,232.21858,232.4317
2012-06-04,225.16714,227.04504,227.20773,229.41832,232.16882,232.42882,233.19447
2012-06-05,227.04694,227.20894,229.3826,232.16531,232.42276,233.21097,233.16336
2012-06-06,227.17615,229.39015,232.27783,232.43512,233.17575,233.10812,234.00195
2012-06-07,229.41345,232.23267,232.42859,233.21652,233.18352,233.96252,234.44325
2012-06-08,232.19678,232.42296,233.17212,233.16977,233.95047,234.40938,234.67322
2012-06-10,232.42307,233.15771,233.12863,233.96237,234.46742,234.71353,234.94511
2012-06-11,233.13748,233.1981,233.97235,234.48907,234.84422,234.96529,234.98035
2012-06-12,233.17175,233.95793,234.40854,234.80475,235.00296,234.97186,234.9415
2012-06-13,233.97339,234.45323,234.8726,234.95674,234.9462,234.99582,234.94525
2012-06-14,234.46875,234.80896,234.94821,234.9588,234.93445,235.01549,234.98073
2012-06-15,234.83763,234.98979,235.0094,234.90538,234.99265,234.92902,234.94162
2012-06-17,234.91476,234.99158,234.9845,234.9304,235.00433,234.94489,234.94543
2012-06-18,234.94685,234.98996,234.93198,234.98274,234.94543,234.9208,234.98097
2012-06-19,235.00443,234.92398,234.95734,234.95746,234.93405,234.99524,234.94162
2012-06-20,234.98425,234.93723,235.00986,234.90468,234.99265,234.92154,234.94556
2012-06-21,234.93582,234.94638,234.98438,234.92996,235.0044,234.87949,234.98123
2012-06-22,234.96414,234.93536,234.93141,234.983,234.94534,234.94495,234.94173
2012-06-24,234.95146,234.96965,234.95706,234.95746,234.9336,234.91208,234.9456
2012-06-25,234.97748,234.93463,235.00998,234.90434,234.9927,234.95477,234.9816
2012-06-26,234.96286,234.96278,234.98438,234.92984,235.0047,234.98,234.94171
2012-06-27,234.9653,234.99245,234.93121,234.98325,234.9451,234.96417,234.94559
2012-06-28,234.94705,234.9469,234.957,234.95752,234.93341,234.88156,234.98172
2012-06-29,234.95422,234.96954,235.0103,234.90427,234.99295,234.9591,234.94171
2012-07-01,234.98706,234.95663,234.9845,234.92975,235.00482,234.95773,233.46426
2012-07-02,234.9151,234.98947,234.93094,234.98349,234.94513,233.52666,233.43515
2012-07-03,234.94664,234.93863,234.95686,234.95775,233.52402,233.42093,233.43678
2012-07-04,234.99017,234.96405,235.0106,233.57976,233.4465,233.39676,233.38821
2012-07-05,234.9722,234.95387,233.52063,233.40219,233.43384,233.45941,233.42026
2012-07-06,234.91748,233.58936,233.39822,233.45312,233.4452,233.45514,233.40869
2012-07-08,233.50037,233.49503,233.41745,233.42743,233.4508,233.43869,233.45828
2012-07-09,233.4324,233.3978,233.47662,233.43716,233.4183,233.45856,233.42911
2012-07-10,233.44722,233.35547,233.37048,233.4415,233.41779,233.43945,233.44241
2012-07-11,233.41306,233.39023,233.48837,233.45712,233.41614,233.41087,233.41628
2012-07-12,233.41864,233.48753,233.39764,233.42929,233.4798,233.45734,233.41281
2012-07-13,233.42151,233.53,233.41747,233.40027,233.40588,233.37448,232.6531
2012-07-15,233.42311,233.49509,233.47684,233.4537,233.3811,232.60963,232.24513
2012-07-16,233.43283,233.39754,233.37018,233.41046,232.67326,232.21481,232.24042
2012-07-17,233.44778,233.35477,233.42166,232.67078,232.25327,232.21753,232.20448
2012-07-18,233.45619,233.41327,232.6213,232.22939,232.19536,232.25284,232.2443
2012-07-19,233.42064,232.61362,232.2081,232.26437,232.21758,232.2136,232.24042
2012-07-20,232.64603,232.26497,232.26791,232.22049,232.26825,232.21771,232.2044
2012-07-22,232.2696,232.22946,232.27998,232.2389,232.2393,232.25308,232.2443
2012-07-23,232.23022,232.21683,232.22017,232.224,232.25269,232.21335,231.94156
2012-07-24,232.28787,232.30254,232.2081,232.22153,232.23672,231.9826,231.41739
2012-07-25,232.20856,232.2395,232.26825,232.2282,231.8927,231.44946,231.43108
2012-07-26,232.24191,232.25264,232.28024,231.96826,231.43794,231.4942,231.4167
2012-07-27,232.23575,232.25589,231.93323,231.46028,231.43848,231.46155,231.48276
2012-07-29,232.23709,231.96906,231.47551,231.5093,231.42438,231.4017,231.39552
2012-07-30,231.98404,231.42638,231.44905,231.43134,231.46524,231.42233,231.4577
2012-07-31,231.47443,231.48541,231.3917,231.45694,231.4627,231.4716,231.44351
2012-08-01,231.4159,231.49718,231.47815,231.47635,231.46146,231.44159,231.40964
2012-08-02,231.52145,231.4378,231.46306,231.47128,231.4537,231.45358,231.4413
2012-08-03,231.40414,231.42606,231.49196,231.43301,231.49792,231.44864,231.44656
2012-08-05,231.49442,231.48544,231.43092,231.47192,231.453,231.44002,231.43994
2012-08-06,231.47487,231.49744,231.45506,231.44914,231.44891,231.4279,230.28934
2012-08-07,231.41577,231.43768,231.47775,231.45895,231.44646,230.33142,230.31439
2012-08-08,231.52185,231.42569,231.42679,231.47345,230.26416,230.28326,230.26767
2012-08-09,231.40363,231.48575,231.46854,230.27165,230.32224,230.33327,230.26762
2012-08-10,231.49454,231.49774,230.26599,230.27287,230.2146,230.26372,230.26718
2012-08-12,231.47485,230.21762,230.24103,230.25674,230.3341,230.28108,230.262
2012-08-13,230.31421,230.18361,230.25702,230.27869,230.24234,230.27411,229.81866
2012-08-14,230.28775,230.37595,230.31778,230.26843,230.26242,229.81552,229.20601
2012-08-15,230.23373,230.3335,230.24858,230.27866,229.80487,229.20024,228.62549
2012-08-16,230.25961,230.16008,230.27382,229.81674,229.15189,228.6326,228.40184
2012-08-17,230.31369,230.27188,229.8039,229.17,228.55606,228.40634,227.99533
2012-08-19,230.28775,229.83325,229.13959,228.61447,228.38495,227.97432,227.79953
2012-08-20,229.83147,229.14294,228.62952,228.47333,227.93399,227.78271,226.87921
2012-08-21,229.15512,228.60742,228.43314,227.95665,227.76956,226.9192,226.60385
2012-08-22,228.63483,228.38531,227.95163,227.78699,226.86314,226.57565,226.26651
2012-08-23,228.37894,228.0028,227.818,226.93936,226.58876,226.21933,226.03668
2012-08-24,227.94736,227.81808,226.9393,226.60495,226.25485,226.00786,225.92546
2012-08-26,227.78976,226.90088,226.58957,226.22275,225.96198,225.99355,225.98648
2012-08-27,226.91437,226.59628,226.25635,225.98672,225.96713,225.93974,225.97655
2012-08-28,226.62958,226.24875,225.98792,225.97867,225.97885,225.96303,225.92883
2012-08-29,226.24258,225.95969,225.92307,225.95139,225.95892,225.98218,225.99176
2012-08-30,226.00525,225.98723,225.93445,225.8501,225.97885,225.93741,225.9857
2012-08-31,225.9878,225.91618,226.00401,225.87614,225.95891,225.97052,225.96129
2012-09-02,225.98349,225.95923,225.86783,225.9425,225.97885,225.9794,226.0008
2012-09-03,225.96683,225.9853,225.97516,225.99953,225.95891,225.9825,225.60919
2012-09-04,225.96603,225.97543,225.97177,225.96994,225.97885,225.66817,225.59029
2012-09-05,225.97983,225.96628,225.97757,225.97563,225.675,225.62955,225.47217
2012-09-06,225.95877,225.96211,225.98457,225.62495,225.59808,225.51685,225.33754
2012-09-07,225.9744,225.89189,225.64359,225.54594,225.48029,225.302,225.29428
2012-09-09,225.98709,225.61594,225.57275,225.5081,225.38367,225.25037,224.79428
2012-09-10,225.67822,225.5723,225.47443,225.35721,225.27744,224.8164,224.73158
2012-09-11,225.59174,225.49466,225.32675,225.28882,224.76257,224.71506,224.57567
2012-09-12,225.4823,225.36719,225.29413,224.7521,224.71346,224.63348,224.63126
2012-09-13,225.34291,225.29727,224.7521,224.6636,224.62802,224.62569,224.6567
2012-09-14,225.27109,224.8202,224.66696,224.638,224.62497,224.62283,224.6254
2012-09-16,224.73721,224.71892,224.62267,224.61383,224.59863,224.64243,224.62148
2012-09-17,224.72882,224.63011,224.64557,224.61937,224.66698,224.59814,223.33002
2012-09-18,224.60287,224.61807,224.63928,224.62427,224.59613,223.34328,222.86856
2012-09-19,224.63669,224.64017,224.59576,224.63246,223.4331,222.87888,222.38284
2012-09-20,224.63333,224.6321,224.59032,223.31952,222.9145,222.31445,222.22644
2012-09-21,224.60179,224.59723,223.38956,222.81528,222.36655,222.20053,222.04178
2012-09-23,224.6372,223.3505,222.91547,222.3652,222.24088,222.08551,221.81033
2012-09-24,223.34337,222.92711,222.36989,222.22449,222.08385,221.83206,221.69772
2012-09-25,222.85117,222.38171,222.2098,222.08408,221.78047,221.71967,221.71603
2012-09-26,222.29984,222.20398,222.10333,221.81107,221.74274,221.65816,221.7146
2012-09-27,222.22113,222.09824,221.80412,221.73056,221.6878,221.64429,221.63086
2012-09-28,222.06831,221.77396,221.66702,221.72083,221.69543,221.64676,221.53645
2012-09-30,221.815,221.71713,221.74814,221.63849,221.53047,221.51897,221.49744
2012-10-01,221.7164,221.69614,221.65237,221.60645,221.54248,221.49612,221.49301
2012-10-02,221.72644,221.67532,221.63551,221.53241,221.5149,221.53198,221.28815
2012-10-03,221.71478,221.61768,221.55637,221.5128,221.48843,221.23584,220.93611
2012-10-04,221.63309,221.55048,221.51035,221.52696,221.26627,220.93736,220.55312
2012-10-05,221.52502,221.46758,221.48941,221.28554,220.96109,220.60258,220.53906
2012-10-07,221.48071,221.5459,221.26558,220.96814,220.54895,220.49606,219.5875
2012-10-08,221.50954,221.24188,220.91714,220.55258,220.45639,219.59067,219.56833
2012-10-09,221.27611,220.9093,220.57117,220.49036,219.59366,219.5779,219.54243
2012-10-10,220.89493,220.54227,220.52621,219.57059,219.5241,219.55298,219.55362
2012-10-11,220.55829,220.5359,219.58841,219.535,219.54156,219.43582,219.20334
2012-10-12,220.52553,219.6022,219.5853,219.55429,219.5534,219.245,218.64633
2012-10-14,219.58478,219.55807,219.56276,219.5426,219.1954,218.594,218.56058
2012-10-15,219.55838,219.56061,219.4976,219.18292,218.60513,218.58246,218.36102
2012-10-16,219.5109,219.45334,219.17981,218.58902,218.56964,218.38315,218.19156
2012-10-17,219.53156,219.18893,218.59558,218.54967,218.33467,218.20789,218.08588
2012-10-18,219.15527,218.61438,218.56926,218.37137,218.18887,218.05667,217.37134
2012-10-19,218.56296,218.55606,218.36368,218.20755,218.07523,217.38293,217.27763
2012-10-21,218.51222,218.36644,218.17773,218.05699,217.39099,217.23894,217.20544
2012-10-22,218.36719,218.24069,218.0574,217.3266,217.20808,217.18779,217.22562
2012-10-23,218.24756,218.08742,217.34103,217.21971,217.22394,217.19405,217.27382
2012-10-24,218.06866,217.37373,217.2634,217.20662,217.20285,217.3133,217.3612
2012-10-25,217.34506,217.30443,217.15108,217.21509,217.33911,217.35513,217.74911
2012-10-26,217.29549,217.1759,217.22455,217.31589,217.34547,217.73639,218.1893
2012-10-28,217.19519,217.19153,217.29207,217.34515,217.80945,218.21838,218.17242
2012-10-29,217.23848,217.24454,217.3729,217.78241,218.2255,218.12807,218.19345
2012-10-30,217.32881,217.35284,217.70206,218.19366,218.20447,218.22891,218.28566
2012-10-31,217.37344,217.75392,218.18675,218.19012,218.15988,218.32642,218.40149
2012-11-01,217.74158,218.1871,218.2021,218.15945,218.32639,218.41122,218.39526
2012-11-02,218.17432,218.2257,218.18661,218.28247,218.3426,218.33507,218.3421
2012-11-04,218.20453,218.21202,218.34335,218.35686,218.33955,218.36598,218.36678
2012-11-05,218.17026,218.3465,218.34438,218.31427,218.354,218.38843,218.35573
2012-11-06,218.30746,218.36475,218.3616,218.37039,218.33948,218.34973,218.34824
2012-11-07,218.34116,218.33676,218.34412,218.33456,218.35446,218.34796,218.36465
2012-11-08,218.4242,218.3643,218.36179,218.35178,218.33923,218.3739,218.35443
2012-11-09,218.32791,218.32596,218.344,218.38571,218.3547,218.33945,218.36035
2012-11-11,218.37239,218.3815,218.36192,218.33252,218.33923,218.3703,218.35016
2012-11-12,218.35825,218.34781,218.34392,218.35977,218.35504,218.39763,218.37827
2012-11-13,218.37117,218.37296,218.36192,218.34277,218.33904,218.37943,218.50497
2012-11-14,218.3729,218.36783,218.34378,218.34503,218.35522,218.4766,218.77086
2012-11-15,218.35428,218.34973,218.3623,218.38187,218.44345,218.7462,219.35764
2012-11-16,218.3612,218.33823,218.34378,218.49146,218.74062,219.38226,219.05765
2012-11-18,218.37582,218.38077,218.45906,218.738,219.36844,219.08432,218.74146
2012-11-19,218.337,218.48433,218.74934,219.34717,219.03299,218.7495,218.78438
2012-11-20,218.46475,218.79807,219.38422,219.08264,218.77917,218.79816,218.76044
2012-11-21,218.72028,219.34225,219.11464,218.74512,218.77492,218.70975,218.73744
2012-11-22,219.37643,219.06451,218.71695,218.79242,218.74214,218.80942,218.74529
2012-11-23,219.08777,218.75237,218.74838,218.70488,218.77853,218.73257,218.76016
2012-11-25,218.72142,218.79813,218.7507,218.8034,218.77518,218.74902,218.73737
2012-11-26,218.80814,218.77618,218.7587,218.7272,218.74188,218.80077,218.74368
2012-11-27,218.71059,218.7294,218.74776,218.74367,218.77899,218.70755,218.75684
2012-11-28,218.78659,218.75198,218.76556,218.79462,218.77544,218.81213,218.76764
2012-11-29,218.77008,218.79974,218.73154,218.70224,218.7415,218.73116,218.7738
2012-11-30,218.71912,218.77676,218.76926,218.80573,218.77936,218.7485,218.78528
2012-12-02,218.81137,218.72794,218.7739,218.72571,218.7755,218.80246,218.76367
2012-12-03,218.70789,218.75134,218.74774,218.74275,218.74123,218.70566,219.06487
2012-12-04,218.7875,218.80075,218.74771,218.7963,218.7795,219.06525,219.15967
2012-12-05,218.7706,218.77713,218.7882,218.70003,219.06363,219.07556,219.167
2012-12-06,218.71725,218.72708,218.7626,219.04901,219.06352,219.20177,219.15987
2012-12-07,218.81332,218.75089,219.06631,219.08409,219.1669,219.09584,219.03987
2012-12-09,218.70575,219.04913,219.10904,219.15112,219.08862,219.04292,219.06491
2012-12-10,219.06982,219.1101,219.14247,219.07494,219.0003,218.99097,219.0491
2012-12-11,219.07272,219.16028,219.0801,219.06256,218.99591,219.0021,219.06534
2012-12-12,219.14697,219.07693,218.94464,219.03812,219.0477,218.99268,217.94006
2012-12-13,219.09398,219.03955,219.07474,219.07584,219.08627,217.99872,217.92151
2012-12-14,219.05505,219.0564,219.06958,219.0753,217.93654,217.94513,217.66138
2012-12-16,219.06558,219.03893,219.05237,217.97626,217.94717,217.6868,217.55972
2012-12-17,219.04984,219.07523,217.93771,217.9758,217.66434,217.61084,217.6352
2012-12-18,219.06082,217.96205,217.9577,217.64003,217.58846,217.63046,217.61862
2012-12-19,217.93234,217.9043,217.74348,217.58878,217.60742,217.61832,217.56805
2012-12-20,217.9632,217.6712,217.63,217.62213,217.61047,217.63152,217.6594
2012-12-21,217.63693,217.53586,217.56743,217.61853,217.62082,217.60898,217.55713
2012-12-23,217.61258,217.65323,217.63443,217.58806,217.58672,217.65788,217.63586
2012-12-24,217.6507,217.6211,217.60712,217.62259,217.64134,217.62953,217.61888
2012-12-26,217.65143,217.61717,217.63599,217.61935,217.6544,217.63379,217.56624
2012-12-27,217.62167,217.6388,217.61462,217.5873,217.60677,217.62877,217.6618
2012-12-28,217.63449,217.60605,217.6542,217.62279,217.59796,217.61748,217.59412
2012-12-30,217.59769,217.59578,217.60605,217.61949,217.64972,217.64975,217.63304
2012-12-31,217.62321,217.62125,217.59677,217.58653,217.63063,217.63159,217.61871
2013-01-02,217.64055,217.61716,217.6247,217.6233,217.56082,217.62619,217.6586
2013-01-03,217.60779,217.61453,217.598,217.61975,217.59058,217.63596,217.9689
2013-01-04,217.65414,217.60887,217.6379,217.58621,217.73868,217.96706,217.96582
2013-01-06,217.59921,217.60696,217.61267,217.70886,217.93137,218.01566,218.02155
2013-01-07,217.62509,217.6152,217.68842,217.94395,217.97348,218.0423,219.04933
2013-01-08,217.61902,217.69858,217.92657,217.96294,218.03986,219.05013,219.14624
2013-01-09,217.69214,217.9414,217.9898,218.01993,219.04782,219.18518,219.50598
2013-01-10,217.94843,217.9834,218.04805,219.0828,219.16325,219.4736,219.61894
2013-01-11,217.99065,218.05394,219.0691,219.08078,219.47122,219.65091,219.98209
2013-01-13,218.04976,219.09421,219.14781,219.51967,219.63968,219.9262,219.99332
2013-01-14,219.06027,219.14809,219.53264,219.66385,219.94554,219.95526,219.9393
2013-01-15,219.14621,219.50243,219.60963,219.9896,219.96545,220.00928,220.00137
2013-01-16,219.45905,219.68765,219.96777,219.95203,219.91046,219.99048,219.95564
2013-01-17,219.65231,219.94556,219.96149,219.95085,219.9706,219.96695,220.20494
2013-01-18,219.99452,220.00464,219.96188,220.0033,219.97406,220.16379,220.22005
2013-01-20,219.99773,219.96541,219.97842,219.97858,220.13043,220.19772,220.26309
2013-01-21,219.93704,219.9801,219.98169,220.15375,220.2107,220.29169,220.34589
2013-01-22,219.98027,219.99402,220.1376,220.21347,220.3461,220.32552,220.50793
2013-01-23,219.97975,220.17694,220.2193,220.25446,220.35864,220.54698,220.86005
2013-01-24,220.19254,220.14844,220.27457,220.363,220.53767,220.85632,220.84079
2013-01-25,220.20041,220.35648,220.38779,220.53072,220.85928,220.89014,220.8439
2013-01-27,220.31586,220.32852,220.56165,220.68631,220.84555,220.81458,220.87358
2013-01-28,220.31876,220.55872,220.79729,220.69952,220.86224,220.80391,220.84009
2013-01-29,220.50526,220.91916,220.87006,220.75879,220.85986,220.82217,220.84357
2013-01-30,220.78635,220.82797,220.7697,220.7659,220.86215,220.84457,220.87384
2013-01-31,220.80165,220.8482,220.90472,220.87631,220.84502,220.79051,220.83977
2013-02-01,220.8572,220.82317,220.84262,220.79037,220.8682,220.87769,220.84306
2013-02-03,220.85829,220.87935,220.82321,220.81937,220.86153,220.82861,220.87462
2013-02-04,220.8454,220.80537,220.74042,220.85858,220.87769,220.859,220.48325
2013-02-05,220.84366,220.84091,220.8166,220.84044,220.8483,220.5217,220.56363
2013-02-06,220.87608,220.81433,220.83145,220.87372,220.53342,220.53378,220.54626
2013-02-07,220.85817,220.88809,220.8521,220.53012,220.52649,220.53021,220.49304
2013-02-08,220.84326,220.81651,220.54257,220.55197,220.54915,220.52905,220.3733
2013-02-10,220.7757,220.50354,220.52835,220.5274,220.5347,220.36221,220.05087
2013-02-11,220.5069,220.5261,220.55283,220.52985,220.35193,220.0359,219.96053
2013-02-12,220.52393,220.50153,220.53998,220.33446,220.04431,219.95657,219.85185
2013-02-13,220.56148,220.51184,220.34601,220.0314,219.95593,219.81616,219.49286
2013-02-14,220.54355,220.36035,220.02179,219.93634,219.86804,219.52618,219.32281
2013-02-15,220.32669,220.0305,219.97624,219.86023,219.50227,219.34657,219.18436
2013-02-17,220.06674,219.9564,219.83635,219.54446,219.37917,219.22672,219.18747
2013-02-18,219.95685,219.84808,219.53818,219.3558,219.15295,219.2038,219.2214
2013-02-19,219.85342,219.5078,219.34146,219.20276,219.22601,219.1903,219.18372
2013-02-20,219.4904,219.35547,219.19864,219.20761,219.20038,219.22867,219.18733
2013-02-21,219.33578,219.22038,219.1932,219.18161,219.18445,219.21086,219.22171
2013-02-22,219.19855,219.21103,219.19302,219.2139,219.20532,219.23029,219.18344
2013-02-24,219.18008,219.19504,219.19272,219.21445,219.20963,219.16263,219.18707
2013-02-25,219.18123,219.19499,219.2145,219.20123,219.18518,219.21037,219.3681
2013-02-26,219.19618,219.21036,219.21729,219.18178,219.22987,219.33688,219.51445
2013-02-27,219.18643,219.19492,219.20694,219.18083,219.34616,219.54546,219.56409
2013-02-28,219.16107,219.21048,219.23389,219.30748,219.51767,219.54016,219.55516
2013-03-01,219.21631,219.19473,219.35081,219.49678,219.52786,219.5289,219.52933
2013-03-03,219.24301,219.36746,219.58218,219.55399,219.50468,219.52704,219.55399
