,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF
2013-03-04,219.36792,219.5202,219.54843,219.53406,219.54085,219.50171,219.50345
2013-03-05,219.49301,219.53123,219.54755,219.52742,219.55734,219.54266,219.53479
2013-03-06,219.50574,219.51073,219.52284,219.54526,219.52542,219.54431,219.5336
2013-03-07,219.55978,219.5245,219.49802,219.49854,219.53137,219.4881,219.50381
2013-03-08,219.49762,219.56433,219.54974,219.53598,219.5589,219.54378,219.51492
2013-03-10,219.52061,219.53596,219.51767,219.5159,219.5318,219.51624,221.61916
2013-03-11,219.55835,219.48361,219.50548,219.52695,219.52917,221.69998,222.22064
2013-03-12,219.5085,219.50089,219.5421,219.49738,221.68915,222.20592,222.56769
2013-03-13,219.59792,219.54486,219.51453,221.67567,222.26044,222.60335,223.25629
2013-03-14,219.53607,219.53568,221.65958,222.251,222.64532,223.23804,225.36441
2013-03-15,219.51645,221.67365,222.2362,222.53021,223.2157,225.3294,225.65057
2013-03-17,221.66827,222.22818,222.51025,223.25949,225.35513,225.5426,225.6738
2013-03-18,222.25122,222.55452,223.21725,225.34894,225.63974,225.60956,226.28146
2013-03-19,222.57895,223.17746,225.35806,225.60628,225.64476,226.27637,226.32614
2013-03-20,223.28746,225.40923,225.6353,225.67178,226.24594,226.32306,228.19772
2013-03-21,225.41888,225.54572,225.61551,226.26219,226.26279,228.18721,228.58447
2013-03-22,225.63416,225.7124,226.2687,226.27979,228.17908,228.60019,228.70206
2013-03-24,225.61417,226.23502,226.28767,228.21857,228.57666,228.65334,228.74109
2013-03-25,226.27084,226.27783,228.17612,228.61884,228.73694,228.77664,230.00963
2013-03-26,226.30066,228.15707,228.57352,228.6852,228.77132,230.05544,230.46954
2013-03-27,228.13116,228.58223,228.67906,228.76862,230.0545,230.45143,231.60129
2013-03-28,228.59068,228.681,228.76909,230.02254,230.46375,231.67131,233.34822
2013-03-31,228.66997,228.78317,230.00476,230.45192,231.64508,233.36739,234.1583
2013-04-01,228.73892,229.99866,230.46657,231.66011,233.36954,234.0919,234.10313
2013-04-02,230.03516,230.47577,231.64023,233.39218,234.14703,234.08679,234.09216
2013-04-03,230.46085,231.6728,233.31366,234.13632,234.13965,234.17728,234.14682
2013-04-04,231.69,233.39728,234.1608,234.14511,234.10205,234.06178,234.15784
2013-04-05,233.37216,234.15791,234.1087,234.1405,234.12616,234.14633,234.10248
2013-04-07,234.1895,234.16844,234.12994,234.1344,234.15509,234.12968,234.09114
2013-04-08,234.14352,234.11545,234.15837,234.14432,234.06808,234.14691,234.14752
2013-04-09,234.1377,234.1048,234.15018,234.12057,234.15503,234.12955,234.15855
2013-04-10,234.11401,234.15894,234.13405,234.16216,234.14821,234.14716,234.1019
2013-04-11,234.14743,234.16992,234.15771,234.16591,234.15588,234.12936,234.09042
2013-04-12,234.18991,234.11502,234.15019,234.142,234.10713,234.14719,234.14758
2013-04-14,234.17557,234.10391,234.13635,234.13376,234.06793,234.12936,234.15906
2013-04-15,234.13983,234.15964,234.12479,234.14017,234.14758,234.14719,234.10132
2013-04-16,234.12985,234.17093,234.11902,234.16605,234.10283,234.1291,234.0897
2013-04-17,234.14209,234.1146,234.13757,234.16827,234.14983,234.14749,234.14764
2013-04-18,234.12454,234.1035,234.14954,234.13849,234.13647,234.12878,234.15926
2013-04-19,234.13586,234.16013,234.13612,234.08527,234.14792,234.14749,234.10074
2013-04-21,234.10562,234.17123,234.1301,234.14545,234.1474,234.12866,233.40921
2013-04-22,234.14156,234.11407,234.1319,234.16473,234.16248,233.40508,231.58159
2013-04-23,234.10791,234.10266,234.15106,234.10022,233.36958,231.54912,231.48535
2013-04-24,234.1593,234.1602,234.1288,233.35785,231.56213,231.51968,231.42133
2013-04-25,234.10023,234.17175,233.41806,231.54573,231.50287,231.36539,230.9671
2013-04-26,234.07858,233.35605,231.58578,231.49355,231.44838,231.04059,230.66759
2013-04-28,233.38568,231.54816,231.49017,231.36539,230.9021,230.66574,230.32504
2013-04-29,231.52246,231.51053,231.38644,231.03732,230.72559,230.30307,229.88428
2013-04-30,231.47476,231.43321,231.00537,230.7059,230.28247,229.8797,229.1839
2013-05-01,231.37398,230.98834,230.70587,230.29453,229.80678,229.1008,229.08153
2013-05-02,230.981,230.69893,230.32927,229.8469,229.15308,229.02983,228.3671
2013-05-03,230.67822,230.28938,229.841,229.15845,228.96921,228.37076,228.23093
2013-05-05,230.34444,229.82614,229.16536,229.01703,228.35495,228.28796,228.12277
2013-05-06,229.76837,229.11945,228.98572,228.37524,228.22144,228.1631,228.06805
2013-05-07,229.16838,229.00775,228.37946,228.22827,228.1478,228.09512,227.7771
2013-05-08,229.02757,228.37561,228.26094,228.15314,228.12564,227.7916,227.41684
2013-05-09,228.31973,228.29434,228.13606,228.09143,227.826,227.4234,227.18939
2013-05-10,228.19312,228.17606,228.0727,227.72656,227.38324,227.18123,227.09972
2013-05-12,228.13055,228.11682,227.80104,227.37915,227.2699,227.11624,226.61975
2013-05-13,228.08759,227.7949,227.3852,227.15529,227.08533,226.6396,226.58951
2013-05-14,227.80896,227.42647,227.24612,227.08716,226.682,226.60439,226.55164
2013-05-15,227.4109,227.21278,227.14299,226.64105,226.59906,226.56558,226.58713
2013-05-16,227.25488,227.12592,226.61176,226.57956,226.56995,226.56702,226.47156
2013-05-17,227.12529,226.64005,226.5519,226.60243,226.52097,226.49448,226.491
2013-05-19,226.5964,226.54596,226.55856,226.55783,226.47382,226.45502,226.36911
2013-05-20,226.59048,226.57477,226.55911,226.48254,226.4612,226.36812,226.37117
2013-05-21,226.59712,226.53024,226.5112,226.42224,226.34236,226.3867,226.29214
2013-05-22,226.53607,226.51205,226.42593,226.30692,226.39133,226.39899,226.38231
2013-05-23,226.48901,226.47823,226.36478,226.32137,226.35718,226.41132,226.4155
2013-05-24,226.40128,226.37755,226.31882,226.42212,226.37051,226.37209,226.39198
2013-05-26,226.38924,226.37378,226.3377,226.31418,226.40169,226.38959,226.40686
2013-05-27,226.4213,226.369,226.43204,226.37057,226.36472,226.40118,226.3884
2013-05-28,226.327,226.37808,226.40996,226.3857,226.32953,226.4119,226.3917
2013-05-29,226.39236,226.43341,226.3114,226.36578,226.35046,226.37372,226.27896
2013-05-30,226.4016,226.43497,226.3725,226.37613,226.41373,226.27829,226.02744
2013-05-31,226.42088,226.4455,226.40001,226.33774,226.31749,225.99194,226.02846
2013-06-02,226.3984,226.43216,226.33345,226.31905,226.01465,226.02353,225.85513
2013-06-03,226.3776,226.33852,226.28891,226.02322,226.0022,225.82626,225.77238
2013-06-04,226.41188,226.29929,225.99997,226.00836,225.8028,225.80618,225.70377
2013-06-05,226.33545,226.01318,226.01392,225.85052,225.79312,225.77795,225.69098
2013-06-06,226.0123,226.0073,225.80948,225.76476,225.6937,225.70172,225.60724
2013-06-07,226.00302,225.82529,225.7454,225.68459,225.70392,225.57585,225.54523
2013-06-09,225.85542,225.7812,225.70856,225.70868,225.58856,225.55922,225.4964
2013-06-10,225.78076,225.73325,225.71193,225.62024,225.57191,225.5379,225.45457
2013-06-11,225.71835,225.71005,225.61159,225.60793,225.50754,225.45218,225.41246
2013-06-12,225.71591,225.59402,225.56216,225.55484,225.44254,225.42911,224.83539
2013-06-13,225.58885,225.56036,225.52026,225.48792,225.38486,224.87021,224.75958
2013-06-14,225.52118,225.52722,225.4302,225.39236,224.82602,224.78186,224.50745
2013-06-16,225.50787,225.52498,225.39978,224.9281,224.7428,224.50601,224.76416
2013-06-17,225.39728,225.39114,224.86526,224.78442,224.53221,224.76288,224.87459
2013-06-18,225.37793,224.85854,224.77304,224.52655,224.71933,224.85803,224.8567
2013-06-19,224.8494,224.7468,224.51443,224.75583,224.8682,224.86179,224.8559
2013-06-20,224.78128,224.59192,224.80257,224.86255,224.93529,224.89514,224.866
2013-06-21,224.51553,224.77031,224.84448,224.85367,224.93521,224.8712,224.86882
2013-06-23,224.78741,224.89629,224.87534,224.8654,224.90317,224.86267,224.89838
2013-06-24,224.9043,224.86545,224.87228,224.90082,224.82391,224.86119,224.8654
2013-06-25,224.8323,224.86835,224.84364,224.87585,224.91049,224.89647,224.86882
2013-06-26,224.84854,224.89685,224.87578,224.85779,224.86435,224.88309,224.89948
2013-06-27,224.89687,224.86491,224.8728,224.86623,224.85796,224.87036,224.86502
2013-06-28,224.80829,224.86807,224.84268,224.90472,224.83737,224.86946,225.37909
2013-06-30,224.90701,224.89764,224.87592,224.87987,224.85188,225.36006,225.42744
2013-07-01,224.83047,224.86407,224.87262,224.88036,225.41159,225.40729,225.41325
2013-07-02,224.84726,224.86761,224.84177,225.40346,225.43161,225.40512,225.47687
2013-07-03,224.89899,224.89828,225.36124,225.3626,225.45384,225.45862,225.54425
2013-07-04,224.80603,225.3816,225.43674,225.40305,225.46869,225.56288,225.67456
2013-07-05,225.37488,225.41284,225.44093,225.44995,225.55199,225.68666,226.16675
2013-07-07,225.41095,225.41614,225.4831,225.5896,225.70555,226.15297,226.20874
2013-07-08,225.38168,225.48712,225.53612,225.71817,226.18768,226.16434,226.19147
2013-07-09,225.45265,225.54251,225.68355,226.17886,226.18448,226.1835,225.74738
2013-07-10,225.53549,225.73074,226.1651,226.20245,226.18318,225.70004,225.61119
2013-07-11,225.72342,226.19467,226.2002,226.2031,225.68417,225.57056,225.58641
2013-07-12,226.25067,226.20117,226.18327,225.71169,225.5805,225.56265,225.60718
2013-07-14,226.22171,226.15149,225.73195,225.55289,225.58969,225.59349,225.40958
2013-07-15,226.13907,225.74393,225.57196,225.56148,225.56497,225.42415,225.38914
2013-07-16,225.7768,225.58842,225.57693,225.60399,225.45319,225.30795,225.36642
2013-07-17,225.58908,225.58502,225.60641,225.40681,225.38303,225.36513,225.31024
2013-07-18,225.58852,225.5875,225.3984,225.35916,225.42746,225.37344,224.9584
2013-07-19,225.591,225.41193,225.33931,225.38324,225.38249,224.91562,224.95416
2013-07-21,225.41403,225.34189,225.33704,225.40134,224.96088,224.99936,224.95068
2013-07-22,225.27917,225.37976,225.38687,224.93562,224.91483,224.90517,224.95511
2013-07-23,225.3384,225.32034,224.96042,224.94785,224.99908,224.97781,224.95523
2013-07-24,225.40363,224.95053,224.94861,224.93484,224.90488,224.96164,224.96112
2013-07-25,224.95215,224.94461,224.9391,224.95538,224.97882,224.91272,225.35875
2013-07-26,224.94783,224.93927,224.9307,224.94742,224.96243,225.40631,225.40631
2013-07-28,224.95871,224.95833,224.95384,224.93411,225.40866,225.40738,225.56
2013-07-29,224.96729,224.94713,224.95282,225.38803,225.40643,225.55557,225.60434
2013-07-30,224.95401,224.96204,225.36342,225.41702,225.58331,225.5629,225.40991
2013-07-31,224.91467,225.33362,225.39104,225.58533,225.56161,225.40533,225.37787
2013-08-01,225.35648,225.4247,225.61221,225.57924,225.39827,225.35454,225.18216
2013-08-02,225.37827,225.57047,225.50162,225.44339,225.38553,225.09674,224.97081
2013-08-04,225.54076,225.58517,225.37276,225.39517,225.18771,225.0124,224.92105
2013-08-05,225.56076,225.42401,225.38791,225.10953,224.96397,224.89159,224.87573
2013-08-06,225.43173,225.3914,225.10739,225.03613,224.93501,224.88525,224.83441
2013-08-07,225.38283,225.13547,224.95276,224.93802,224.82574,224.79254,224.59865
2013-08-08,225.12186,224.98488,224.92523,224.87582,224.80466,224.71024,224.55716
2013-08-09,225.01308,224.98172,224.87967,224.78317,224.65053,224.56393,224.56972
2013-08-11,224.92322,224.90814,224.79868,224.63469,224.6071,224.59476,224.55292
2013-08-12,224.87346,224.77759,224.61478,224.51169,224.5795,224.5679,224.53111
2013-08-13,224.8219,224.62643,224.56833,224.63333,224.5692,224.54224,224.54707
2013-08-14,224.65527,224.59605,224.55826,224.53082,224.57022,224.54779,224.51984
2013-08-15,224.60638,224.5763,224.53891,224.54375,224.5123,224.55223,224.50797
2013-08-16,224.58752,224.54623,224.58102,224.55563,224.57019,224.52744,224.43127
2013-08-18,224.55605,224.56134,224.54556,224.57117,224.43692,224.48926,224.42685
2013-08-19,224.55296,224.55882,224.52792,224.4963,224.4814,224.45999,224.46446
2013-08-20,224.5217,224.59146,224.48825,224.44066,224.46237,224.451,224.45059
2013-08-21,224.54274,224.47879,224.46487,224.48523,224.43541,224.45477,224.49396
2013-08-22,224.46057,224.45517,224.47781,224.46597,224.4831,224.4794,224.47833
2013-08-23,224.48364,224.49026,224.48566,224.45398,224.45331,224.52417,224.50928
2013-08-25,224.45602,224.46542,224.46457,224.49644,224.50397,224.5411,224.58438
2013-08-26,224.4811,224.44807,224.47804,224.49632,224.55989,224.58896,224.60368
2013-08-27,224.46706,224.47025,224.49088,224.56174,224.57878,224.58408,224.52753
2013-08-28,224.47815,224.48282,224.57718,224.57146,224.60562,224.5393,224.58328
2013-08-29,224.50848,224.48524,224.58937,224.54437,224.58542,224.59924,224.62625
2013-08-30,224.54813,224.56407,224.55495,224.54901,224.56406,224.57741,224.62843
2013-09-01,224.48029,224.55298,224.59357,224.58311,224.66415,224.62392,224.83124
2013-09-02,224.49155,224.54205,224.57333,224.622,224.60602,224.77353,224.84207
2013-09-03,224.59967,224.55359,224.57368,224.6278,224.80782,224.86655,224.90518
2013-09-04,224.51532,224.6865,224.63577,224.81851,224.85905,224.88403,224.96136
2013-09-05,224.63388,224.60928,224.80411,224.83296,224.90225,224.94284,225.12372
2013-09-06,224.65724,224.79819,224.83435,224.89392,225.00089,225.10985,225.1193
2013-09-08,224.8155,224.82832,224.88104,224.98004,225.09991,225.11563,225.11096
2013-09-09,224.84451,224.9003,224.97214,225.10419,225.10242,225.0983,225.10416
2013-09-10,224.86386,224.95847,225.1026,225.10883,225.07895,225.15866,224.95471
2013-09-11,224.95108,225.11871,225.12724,225.11151,225.12991,224.94356,224.97739
2013-09-12,225.11171,225.09235,225.10486,225.09293,225.00273,224.96643,224.90442
2013-09-13,225.07712,225.10925,225.1095,224.96915,224.93918,224.89464,224.8587
2013-09-15,225.14023,225.10309,224.9609,224.93509,224.89612,224.84529,224.83044
2013-09-16,225.06783,224.99686,224.97455,224.9034,224.82373,224.8157,224.76727
2013-09-17,224.9888,224.97675,224.84924,224.84894,224.79803,224.77571,224.79416
2013-09-18,224.94504,224.8981,224.85693,224.83621,224.81804,224.795,224.82089
2013-09-19,224.90683,224.831,224.8233,224.83252,224.83179,224.83618,224.82718
2013-09-20,224.80789,224.8003,224.84488,224.76923,224.82863,224.8164,224.82358
2013-09-22,224.82124,224.7915,224.80498,224.79617,224.77168,224.77359,224.64966
2013-09-23,224.80743,224.80986,224.78516,224.82216,224.83151,224.61617,224.56073
2013-09-24,224.82144,224.82315,224.7851,224.79578,224.57845,224.57372,224.5437
2013-09-25,224.80704,224.80966,224.84903,224.55762,224.61017,224.57901,224.31412
2013-09-26,224.82156,224.82333,224.65146,224.58061,224.55989,224.36688,224.29996
2013-09-27,224.80673,224.58517,224.60068,224.57504,224.33249,224.35367,224.31091
2013-09-29,224.59633,224.60922,224.57164,224.32811,224.3096,224.29547,223.91275
2013-09-30,224.59915,224.55885,224.3414,224.32184,224.29063,223.93219,223.29361
2013-10-01,224.552,224.33319,224.32278,224.33087,223.9484,223.28859,223.16696
2013-10-02,224.3668,224.30933,224.30838,223.88382,223.28447,223.12213,223.15211
2013-10-03,224.29288,224.34393,223.86182,223.26639,223.14905,223.14172,223.16722
2013-10-04,224.27844,223.88074,223.27475,223.14722,223.15768,223.18375,221.93549
2013-10-06,223.94125,223.27596,223.13766,223.15018,223.17642,221.96732,221.94258
2013-10-07,223.25604,223.16733,223.15396,223.17838,222.02563,221.87976,221.72845
2013-10-08,223.15726,223.13791,223.14468,221.97604,221.89322,221.77132,221.23361
2013-10-09,223.16812,223.15971,221.9886,221.94376,221.73242,221.2726,221.20685
2013-10-10,223.15186,221.96303,221.93025,221.72458,221.24455,221.19577,221.19675
2013-10-11,221.99533,221.93076,221.72574,221.2479,221.15363,221.13086,221.03357
2013-10-13,221.91469,221.72797,221.23042,221.20306,221.12202,221.06232,220.61014
2013-10-14,221.70905,221.2963,221.19554,221.15709,221.03407,220.63364,220.45412
2013-10-15,221.2143,221.2143,221.16504,221.05408,220.63354,220.42926,220.23315
2013-10-16,221.20523,221.16684,220.98872,220.65155,220.4205,220.23253,218.88904
2013-10-17,221.19745,221.01859,220.59628,220.42697,220.24324,218.83795,218.79027
2013-10-18,221.04977,220.60004,220.44138,220.24046,218.87903,218.81946,218.79858
2013-10-20,220.6241,220.4422,220.26773,218.94614,218.84396,218.82413,218.74371
2013-10-21,220.4415,220.24586,218.83746,218.83795,218.78995,218.72339,218.57834
2013-10-22,220.22485,218.84225,218.82988,218.82199,218.73941,218.56554,218.55157
2013-10-23,219.00351,218.83893,218.82014,218.73535,218.61748,218.52281,218.30113
2013-10-24,218.83481,218.81296,218.74232,218.5473,218.55753,218.26085,218.20636
2013-10-25,218.78961,218.74934,218.6193,218.52939,218.26067,218.21342,218.10316
2013-10-27,218.73424,218.59122,218.54195,218.25275,218.21799,218.16829,217.9882
2013-10-28,218.60252,218.54437,218.2509,218.22397,218.12714,217.95895,217.9779
2013-10-29,218.5455,218.25824,218.17294,218.19827,217.97229,218.00006,217.97827
2013-10-30,218.23831,218.1825,218.16391,217.99295,217.99,217.99536,217.97804
2013-10-31,218.18974,218.17227,217.96252,217.954,217.97964,218.03702,217.99191
2013-11-01,218.17322,217.96326,217.992,217.97289,217.94531,218.03836,217.97784
2013-11-03,217.96782,217.98872,217.98898,218.01315,217.96893,218.03523,217.99197
2013-11-04,217.94067,217.98494,217.96194,217.9938,218.01494,218.00165,217.97778
2013-11-05,218.00073,217.96996,217.99292,217.95226,217.99911,217.93597,217.99223
2013-11-06,217.97595,217.99048,217.98996,217.97244,217.95944,217.9658,217.97752
2013-11-07,217.98218,217.96251,217.96149,218.01547,217.98114,217.93335,217.9925
2013-11-08,218.00595,217.98422,217.99368,217.99484,217.99524,217.96443,217.97728
2013-11-10,217.93774,217.97197,217.99014,217.95084,217.99573,217.94934,217.99289
2013-11-11,217.99042,217.99147,217.9606,217.9718,217.95624,218.00732,218.18172
2013-11-12,217.96982,217.97034,217.99434,218.01709,217.991,218.17674,218.18767
2013-11-13,217.98154,217.98091,217.99106,217.99567,218.12346,218.20564,218.22343
2013-11-14,217.96417,217.99156,217.9602,218.17992,218.18042,218.15585,218.23018
2013-11-15,217.98729,217.99986,218.18793,218.17508,218.19551,218.31992,218.73492
2013-11-17,217.95944,218.15668,218.19656,218.21426,218.24829,218.73224,218.72803
2013-11-18,218.1901,218.2013,218.17026,218.26587,218.70705,218.72531,219.14664
2013-11-19,218.18352,218.18527,218.31805,218.71106,218.74783,219.15294,219.26443
2013-11-20,218.18054,218.2549,218.71326,218.716,219.12866,219.27884,219.47604
2013-11-21,218.25764,218.70938,218.7308,219.15556,219.26898,219.49841,219.605
2013-11-22,218.70453,218.71298,219.16763,219.2491,219.49713,219.56387,219.88809
2013-11-24,218.72626,219.14352,219.28247,219.48067,219.62064,219.80325,220.08646
2013-11-25,219.17374,219.2506,219.46893,219.55911,219.87167,220.10971,220.09332
2013-11-26,219.24936,219.42747,219.55249,219.90918,220.07782,220.09074,220.1427
2013-11-27,219.52466,219.56796,219.89523,220.10641,220.12366,220.14174,220.20068
2013-11-28,219.54535,219.89587,220.08084,220.12921,220.13754,220.17087,220.15517
2013-11-29,219.922,220.0981,220.20264,220.11386,220.13245,220.1456,220.38214
2013-12-01,219.90082,219.9654,220.19675,220.21199,220.1887,220.35626,220.41919
2013-12-02,220.10135,220.14886,220.12473,220.18324,220.36607,220.42938,220.43509
2013-12-03,220.13629,220.1235,220.1593,220.34879,220.41539,220.41571,220.41284
2013-12-04,220.169,220.14001,220.38689,220.44028,220.40376,220.41614,220.45065
2013-12-05,220.16852,220.34718,220.41058,220.42365,220.40012,220.41986,220.43085
2013-12-06,220.35304,220.42717,220.42412,220.3846,220.4368,220.43985,220.41243
2013-12-08,220.41559,220.43103,220.41943,220.4068,220.42212,220.42258,220.42047
2013-12-09,220.44876,220.42169,220.41699,220.41171,220.41446,220.4098,220.42606
2013-12-10,220.43774,220.40523,220.43576,220.40533,220.42796,220.43715,220.42123
2013-12-11,220.40948,220.4245,220.4099,220.44107,220.41931,220.43158,220.44655
2013-12-12,220.4258,220.40573,220.409,220.40535,220.43335,220.41068,220.419
2013-12-13,220.41745,220.41046,220.4041,220.40607,220.44939,220.42566,220.43161
2013-12-15,220.43246,220.42087,220.42151,220.42645,220.41473,220.40152,220.4164
2013-12-16,220.42311,220.42087,220.4613,220.43402,220.41719,220.42485,220.30484
2013-12-17,220.39456,220.42409,220.41621,220.4259,220.4317,220.31421,220.22089
2013-12-18,220.41548,220.40457,220.40173,220.40282,220.28204,220.18,220.16621
2013-12-19,220.45502,220.41043,220.40387,220.31084,220.24481,220.16971,220.2023
2013-12-20,220.44147,220.42282,220.33499,220.24635,220.16617,220.13492,220.13913
2013-12-22,220.39325,220.32784,220.24283,220.213,220.18564,220.13333,220.12357
2013-12-23,220.32614,220.22675,220.22589,220.20514,220.10416,220.11325,220.10324
2013-12-24,220.21762,220.16257,220.15112,220.11043,220.14511,220.11081,219.89377
2013-12-26,220.1513,220.15775,220.09161,220.16382,220.08217,219.91446,219.59973
2013-12-27,220.16821,220.15045,220.11806,220.07513,219.89966,219.59135,219.50389
2013-12-29,220.15108,220.11295,220.08017,219.90485,219.61154,219.50174,219.51419
2013-12-30,220.08505,220.02824,219.88297,219.60635,219.48312,219.52914,219.25882
2013-12-31,220.11238,219.9255,219.5758,219.49939,219.50412,219.26442,219.24982
2014-01-01,219.89395,219.55052,219.50996,219.53195,219.24976,219.23032,219.24251
2014-01-02,219.60222,219.52402,219.50026,219.24927,219.24646,219.24268,219.23842
2014-01-03,219.5051,219.53162,219.25656,219.25055,219.258,219.29337,219.24216
2014-01-05,219.51367,219.25587,219.25754,219.27682,219.25438,219.29263,219.26022
2014-01-06,219.23041,219.24814,219.23547,219.27365,219.22726,219.2482,219.24478
2014-01-07,219.23239,219.2215,219.26038,219.25772,219.22516,219.23233,219.17383
2014-01-08,219.25415,219.26326,219.25806,219.25531,219.251,219.19124,219.09073
2014-01-09,219.23737,219.25386,219.23444,219.1735,219.16798,219.0629,219.03383
2014-01-10,219.26863,219.2556,219.23764,219.17392,219.0668,219.00983,219.02853
2014-01-12,219.22986,219.20377,219.17653,219.08388,219.02629,219.02464,218.99435
2014-01-13,219.19675,219.12445,219.05484,219.04501,219.01952,219.01219,218.99265
2014-01-14,219.16278,219.0827,218.9635,218.97662,218.99051,218.99799,218.99223
2014-01-15,219.0787,218.99704,219.0463,218.94487,219.04292,219.01044,218.99405
2014-01-16,219.01892,219.00496,218.98169,218.96921,218.99023,218.99747,219.01878
2014-01-17,219.0109,219.02243,218.99532,219.0416,219.01349,219.01083,219.012
2014-01-19,218.99286,219.0197,219.03983,219.07457,219.03174,218.99728,219.00705
2014-01-20,218.9931,219.02003,218.95944,219.04874,218.98915,219.01122,218.99875
2014-01-21,218.99976,219.004,219.0503,218.97226,218.99042,218.99728,219.01465
2014-01-22,219.03291,218.99661,218.9797,218.93762,219.00192,219.01129,219.03723
2014-01-23,219.01508,219.0044,218.99532,218.96497,219.0134,218.99709,219.031
2014-01-24,219.02158,219.02272,219.0433,219.04382,219.01807,219.01166,219.18979
2014-01-26,218.99873,219.01788,218.9568,219.07944,219.02881,219.18585,219.76086
2014-01-27,218.98914,219.00699,219.0537,219.05084,219.17911,219.7457,219.79837
2014-01-28,218.98761,219.01479,218.97809,219.17844,219.74356,219.81973,220.17694
2014-01-29,218.98764,218.97589,219.17505,219.76572,219.77542,220.20996,220.30917
2014-01-30,218.98962,219.18237,219.73853,219.77322,220.15993,220.1955,220.3198
2014-01-31,219.19183,219.7012,219.79883,220.18521,220.21866,220.30655,220.79164
2014-02-02,219.73204,219.79453,220.1852,220.23701,220.37119,220.77057,220.82428
2014-02-03,219.79674,220.17886,220.25818,220.34697,220.7568,220.76135,221.4614
2014-02-04,220.22646,220.22647,220.35652,220.75903,220.81943,221.46161,222.4621
2014-02-05,220.22412,220.34602,220.81674,220.79092,221.4817,222.41673,222.47034
2014-02-06,220.34692,220.67285,220.80368,221.4497,222.41608,222.50027,222.50607
2014-02-07,220.79654,220.7971,221.44998,222.44533,222.47731,222.5352,222.56703
2014-02-09,220.79329,221.46959,222.40604,222.49376,222.51872,222.55682,222.87401
2014-02-10,221.38698,222.4398,222.47964,222.53993,222.54614,222.8887,223.0379
2014-02-11,222.44858,222.50746,222.5556,222.57307,222.9017,223.05399,223.09818
2014-02-12,222.49356,222.49146,222.58025,222.89957,223.06107,223.16974,223.27441
2014-02-13,222.5982,222.53242,222.9083,223.04387,223.12538,223.24084,223.50218
2014-02-14,222.5881,222.9143,223.08676,223.15163,223.24129,223.49142,224.9974
2014-02-16,222.89334,223.07597,223.11783,223.25247,223.5078,225.00516,225.05789
2014-02-17,223.04407,223.11751,223.27792,223.53024,224.96448,225.04852,225.05927
2014-02-18,223.10065,223.20999,223.526,225.0149,225.04195,225.11548,225.26334
2014-02-19,223.26062,223.53326,225.05463,225.04794,225.11264,225.26935,225.58469
2014-02-20,223.5323,224.9895,225.06354,225.11133,225.27951,225.578,225.55597
2014-02-21,225.03233,225.06244,225.11458,225.23999,225.56216,225.54633,225.67572
2014-02-23,225.04262,225.10925,225.26688,225.59601,225.58508,225.71585,225.75258
2014-02-24,225.08984,225.279,225.5585,225.5271,225.73013,225.69998,225.7558
2014-02-25,225.30487,225.57915,225.58456,225.6841,225.77213,225.68085,225.77524
2014-02-26,225.56094,225.60312,225.74902,225.7825,225.74802,225.84254,225.9162
2014-02-27,225.57242,225.65721,225.73856,225.80037,225.82495,225.89888,226.1572
2014-02-28,225.6867,225.69708,225.69257,225.81909,225.88573,226.13843,226.13275
2014-03-02,225.72885,225.70554,225.81577,225.932,226.15561,226.14873,226.14145
2014-03-03,225.8024,225.79169,225.86513,226.15115,226.13968,226.14873,226.14145
2014-03-04,225.8411,225.89365,226.13391,226.12463,226.15356,226.14873,226.14125
2014-03-05,225.88187,226.15218,226.16959,226.10025,226.13968,226.14874,226.14125
2014-03-06,226.12003,226.13953,226.08368,226.12599,226.15375,226.14893,226.14125
2014-03-07,226.1219,226.1534,226.09834,226.12524,226.13962,226.14893,226.14125
2014-03-09,226.15834,226.13907,226.1146,226.13545,226.13905,226.14893,226.14125
2014-03-10,226.08997,226.15366,226.16125,226.14352,226.15381,226.14905,226.02924
2014-03-11,226.08646,226.13907,226.11919,226.1525,226.13898,226.02025,225.838
2014-03-12,226.13058,226.1538,226.07831,226.09088,225.86896,225.84174,225.85864
2014-03-13,226.16278,226.1387,226.13881,226.0097,225.88692,225.85794,225.81427
2014-03-14,226.10101,226.16486,225.91737,225.90036,225.81696,225.80432,225.6947
2014-03-16,226.09781,225.89633,225.88696,225.87029,225.81195,225.71564,225.71057
2014-03-17,225.93869,225.89828,225.85559,225.7937,225.73924,225.711,225.77916
2014-03-18,225.87611,225.76398,225.81505,225.66766,225.6736,225.7092,225.70825
2014-03-19,225.85521,225.82794,225.7236,225.72699,225.71666,225.70166,225.80042
2014-03-20,225.80617,225.71487,225.69559,225.75629,225.69606,225.8082,225.78839
2014-03-21,225.7432,225.76324,225.73415,225.73764,225.77242,225.7628,225.74553
2014-03-23,225.7215,225.77454,225.72122,225.83017,225.71835,225.7464,225.75081
2014-03-24,225.7189,225.66895,225.80667,225.73376,225.7503,225.75076,225.6633
2014-03-25,225.74098,225.79703,225.75473,225.71548,225.7532,225.70764,225.53366
2014-03-26,225.81775,225.76985,225.73221,225.75739,225.7062,225.57785,225.64255
2014-03-27,225.74811,225.75299,225.78183,225.69794,225.59705,225.54202,225.64029
2014-03-28,225.77362,225.7191,225.73972,225.59665,225.56143,225.62437,225.54175
