DateTime Stamp,XAUEUR,XAUEUR Volume,USDNOK,USDNOK Volume,UDXUSD,UDXUSD Volume,AUDUSD,AUDUSD Volume,USDPLN,USDPLN Volume,NZDUSD,NZDUSD Volume,AUDCAD,AUDCAD Volume,EURSEK,EURSEK Volume,NZDCAD,NZDCAD Volume,USDCAD,USDCAD Volume,ETXEUR,ETXEUR Volume,AUXAUD,AUXAUD Volume,USDSGD,USDSGD Volume,XAUCHF,XAUCHF Volume,JPXJPY,JPXJPY Volume,EURHUF,EURHUF Volume,WTIUSD,WTIUSD Volume,SGDJPY,SGDJPY Volume,USDCZK,USDCZK Volume,USDTRY,USDTRY Volume,SPXUSD,SPXUSD Volume,GBPCHF,GBPCHF Volume,USDMXN,USDMXN Volume,USDZAR,USDZAR Volume,NZDJPY,NZDJPY Volume,CADCHF,CADCHF Volume,USDDKK,USDDKK Volume,USDJPY,USDJPY Volume,AUDJPY,AUDJPY Volume,EURCHF,EURCHF Volume,AUDCHF,AUDCHF Volume,XAUUSD,XAUUSD Volume,GBPNZD,GBPNZD Volume,NZDCHF,NZDCHF Volume,BCOUSD,BCOUSD Volume,AUDNZD,AUDNZD Volume,XAUAUD,XAUAUD Volume,GBPJPY,GBPJPY Volume,EURDKK,EURDKK Volume,USDCHF,USDCHF Volume,EURCAD,EURCAD Volume,EURPLN,EURPLN Volume,EURNZD,EURNZD Volume,CHFJPY,CHFJPY Volume,XAUGBP,XAUGBP Volume,HKXHKD,HKXHKD Volume,CADJPY,CADJPY Volume,EURUSD,EURUSD Volume,GRXEUR,GRXEUR Volume,EURJPY,EURJPY Volume,ZARJPY,ZARJPY Volume,EURTRY,EURTRY Volume,USDHKD,USDHKD Volume,USDSEK,USDSEK Volume,USDHUF,USDHUF Volume,NSXUSD,NSXUSD Volume,GBPUSD,GBPUSD Volume,XAGUSD,XAGUSD Volume,GBPCAD,GBPCAD Volume,EURGBP,EURGBP Volume,FRXEUR,FRXEUR Volume,EURNOK,EURNOK Volume,UKXGBP,UKXGBP Volume,GBPAUD,GBPAUD Volume,EURAUD,EURAUD Volume,EURCZK,EURCZK Volume
2000-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.39,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6865,0.0,,,,,,,,,,,,,,,0.9315,0.0,,,,,,,,,,,,,,,,,1.4987,0.0,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.06,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6805,0.0,,,,,,,,,,,,,,,0.9377,0.0,,,,,,,,,,,,,,,,,1.501,0.0,,,,,,,,,,,,,,,,,,
2000-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.36,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6873,0.0,,,,,,,,,,,,,,,0.9315,0.0,,,,,,,,,,,,,,,,,1.4953,0.0,,,,,,,,,,,,,,,,,,
2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6683,0.0,,,,,,,,,,,,,,,0.944,0.0,,,,,,,,,,,,,,,,,1.5075,0.0,,,,,,,,,,,,,,,,,,
2000-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.19,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6673,0.0,,,,,,,,,,,,,,,0.9443,0.0,,,,,,,,,,,,,,,,,1.5115,0.0,,,,,,,,,,,,,,,,,,
2000-06-05,,,,,,,0.5712,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.48,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6633,0.0,,,,,,,,,,,,,,,0.9463,0.0,,,,,,,,,,,,,,,,,1.5175,0.0,,,,,,,,,,,,,,,,,,
2000-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6465,0.0,,,,,,,,,,,,,,,0.9535,0.0,,,,,,,,,,,,,,,,,1.5255,0.0,,,,,,,,,,,,,,,,,,
2000-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.75,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6354,0.0,,,,,,,,,,,,,,,0.9596,0.0,,,,,,,,,,,,,,,,,1.5191,0.0,,,,,,,,,,,,,,,,,,
2000-06-08,,,,,,,0.5915,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6393,0.0,,,,,,,,,,,,,,,0.9554,0.0,,,,,,,,,,,,,,,,,1.5095,0.0,,,,,,,,,,,,,,,,,,
2000-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.11,0.0,,,,,,,,,,,,,,,,,,,,,,,1.645,0.0,,,,,,,,,,,,,,,0.9548,0.0,,,,,,,,,,,,,,,,,1.5095,0.0,,,,,,,,,,,,,,,,,,
2000-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.97,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6467,0.0,,,,,,,,,,,,,,,0.9505,0.0,,,,,,,,,,,,,,,,,1.5047,0.0,,,,,,,,,,,,,,,,,,
2000-06-12,,,,,,,0.592,0.0,,,,,,,,,,,1.472,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.88,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6387,0.0,,,,,,,,,,,,,,,0.9534,0.0,,,,,,,,,,,,,,,,,1.5129,0.0,,,,,,,,,,,,,,,,,,
2000-06-13,,,,,,,0.5925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.85,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6262,0.0,,,,,,,,,,,,,,,0.9616,0.0,,,,,,,,,,,,,,,,,1.5096,0.0,,,,,,,,,,,,,,,,,,
2000-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.61,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6326,0.0,,,,,,,,,,,,,,,0.958,0.0,,,,,,,,,,,,,,,,,1.5005,0.0,,,,,,,,,,,,,,,,,,
2000-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.54,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6371,0.0,,,,,,,,,,,,,,,0.9539,0.0,,,,,,,,,,,,,,,,,1.5105,0.0,,,,,,,,,,,,,,,,,,
2000-06-16,,,,,,,0.591,0.0,,,,,,,,,,,1.477,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.44,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6177,0.0,,,,,,,,,,,,,,,0.9649,0.0,,,,,,,,,,,,,,,,,1.5138,0.0,,,,,,,,,,,,,,,,,,
2000-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6176,0.0,,,,,,,,,,,,,,,0.9649,0.0,,,,,,,,,,,,,,,,,1.5141,0.0,,,,,,,,,,,,,,,,,,
2000-06-19,,,,,,,0.601,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.77,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6275,0.0,,,,,,,,,,,,,,,0.9583,0.0,,,,,,,,,,,,,,,,,1.5119,0.0,,,,,,,,,,,,,,,,,,
2000-06-20,,,,,,,0.6025,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6328,0.0,,,,,,,,,,,,,,,0.9516,0.0,,,,,,,,,,,,,,,,,1.5149,0.0,,,,,,,,,,,,,,,,,,
2000-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.27,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6381,0.0,,,,,,,,,,,,,,,0.9467,0.0,,,,,,,,,,,,,,,,,1.502,0.0,,,,,,,,,,,,,,,,,,
2000-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.75,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6569,0.0,,,,,,,,,,,,,,,0.9365,0.0,,,,,,,,,,,,,,,,,1.5114,0.0,,,,,,,,,,,,,,,,,,
2000-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6567,0.0,,,,,,,,,,,,,,,0.9367,0.0,,,,,,,,,,,,,,,,,1.5017,0.0,,,,,,,,,,,,,,,,,,
2000-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.58,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6582,0.0,,,,,,,,,,,,,,,0.9362,0.0,,,,,,,,,,,,,,,,,1.5021,0.0,,,,,,,,,,,,,,,,,,
2000-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.68,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6495,0.0,,,,,,,,,,,,,,,0.9387,0.0,,,,,,,,,,,,,,,,,1.4989,0.0,,,,,,,,,,,,,,,,,,
2000-06-27,,,,,,,0.599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.55,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6352,0.0,,,,,,,,,,,,,,,0.9456,0.0,,,,,,,,,,,,,,,,,1.506,0.0,,,,,,,,,,,,,,,,,,
2000-06-28,,,,,,,0.598,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.97,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6446,0.0,,,,,,,,,,,,,,,0.9436,0.0,,,,,,,,,,,,,,,,,1.5133,0.0,,,,,,,,,,,,,,,,,,
2000-06-29,,,,,,,0.599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.57,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6352,0.0,,,,,,,,,,,,,,,0.9526,0.0,,,,,,,,,,,,,,,,,1.5185,0.0,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.03,0.0,,,,,,,,,,,,,,,,,,,,,,,1.634,0.0,,,,,,,,,,,,,,,0.9538,0.0,,,,,,,,,,,,,,,,,1.5173,0.0,,,,,,,,,,,,,,,,,,
2000-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.98,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6333,0.0,,,,,,,,,,,,,,,0.9545,0.0,,,,,,,,,,,,,,,,,1.519,0.0,,,,,,,,,,,,,,,,,,
2000-07-03,,,,,,,0.5991,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.32,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6388,0.0,,,,,,,,,,,,,,,0.9482,0.0,,,,,,,,,,,,,,,,,1.5127,0.0,,,,,,,,,,,,,,,,,,
2000-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6315,0.0,,,,,,,,,,,,,,,0.9524,0.0,,,,,,,,,,,,,,,,,1.5128,0.0,,,,,,,,,,,,,,,,,,
2000-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.07,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6246,0.0,,,,,,,,,,,,,,,0.9531,0.0,,,,,,,,,,,,,,,,,1.5085,0.0,,,,,,,,,,,,,,,,,,
2000-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.67,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6284,0.0,,,,,,,,,,,,,,,0.9505,0.0,,,,,,,,,,,,,,,,,1.5084,0.0,,,,,,,,,,,,,,,,,,
2000-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.94,0.0,,,,,,,,,,,,,,,,,,,,,,,1.629,0.0,,,,,,,,,,,,,,,0.9476,0.0,,,,,,,,,,,,,,,,,1.5123,0.0,,,,,,,,,,,,,,,,,,
2000-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.41,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6243,0.0,,,,,,,,,,,,,,,0.95,0.0,,,,,,,,,,,,,,,,,1.515,0.0,,,,,,,,,,,,,,,,,,
2000-07-10,,,,,,,0.5986,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6238,0.0,,,,,,,,,,,,,,,0.9545,0.0,,,,,,,,,,,,,,,,,1.5153,0.0,,,,,,,,,,,,,,,,,,
2000-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.19,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6337,0.0,,,,,,,,,,,,,,,0.9504,0.0,,,,,,,,,,,,,,,,,1.516,0.0,,,,,,,,,,,,,,,,,,
2000-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.24,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6539,0.0,,,,,,,,,,,,,,,0.9417,0.0,,,,,,,,,,,,,,,,,1.5046,0.0,,,,,,,,,,,,,,,,,,
2000-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.35,0.0,,,,,,,,,,,,,,,,,,,,,,,1.656,0.0,,,,,,,,,,,,,,,0.9354,0.0,,,,,,,,,,,,,,,,,1.5025,0.0,,,,,,,,,,,,,,,,,,
2000-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.87,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6514,0.0,,,,,,,,,,,,,,,0.9388,0.0,,,,,,,,,,,,,,,,,1.5008,0.0,,,,,,,,,,,,,,,,,,
2000-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.14,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6531,0.0,,,,,,,,,,,,,,,0.9383,0.0,,,,,,,,,,,,,,,,,1.4977,0.0,,,,,,,,,,,,,,,,,,
2000-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.06,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6555,0.0,,,,,,,,,,,,,,,0.936,0.0,,,,,,,,,,,,,,,,,1.4941,0.0,,,,,,,,,,,,,,,,,,
2000-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6736,0.0,,,,,,,,,,,,,,,0.9256,0.0,,,,,,,,,,,,,,,,,1.4955,0.0,,,,,,,,,,,,,,,,,,
2000-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.11,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6763,0.0,,,,,,,,,,,,,,,0.9246,0.0,,,,,,,,,,,,,,,,,1.4978,0.0,,,,,,,,,,,,,,,,,,
2000-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.27,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6639,0.0,,,,,,,,,,,,,,,0.9325,0.0,,,,,,,,,,,,,,,,,1.511,0.0,,,,,,,,,,,,,,,,,,
2000-07-21,,,,,,,0.5825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.95,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6614,0.0,,,,,,,,,,,,,,,0.9365,0.0,,,,,,,,,,,,,,,,,1.5168,0.0,,,,,,,,,,,,,,,,,,
2000-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.76,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6605,0.0,,,,,,,,,,,,,,,0.9365,0.0,,,,,,,,,,,,,,,,,1.5187,0.0,,,,,,,,,,,,,,,,,,
2000-07-24,,,,,,,0.585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6663,0.0,,,,,,,,,,,,,,,0.933,0.0,,,,,,,,,,,,,,,,,1.5146,0.0,,,,,,,,,,,,,,,,,,
2000-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6494,0.0,,,,,,,,,,,,,,,0.9412,0.0,,,,,,,,,,,,,,,,,1.5171,0.0,,,,,,,,,,,,,,,,,,
2000-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6476,0.0,,,,,,,,,,,,,,,0.9435,0.0,,,,,,,,,,,,,,,,,1.5156,0.0,,,,,,,,,,,,,,,,,,
2000-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.04,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6642,0.0,,,,,,,,,,,,,,,0.9319,0.0,,,,,,,,,,,,,,,,,1.5113,0.0,,,,,,,,,,,,,,,,,,
2000-07-28,,,,,,,0.5785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6761,0.0,,,,,,,,,,,,,,,0.9239,0.0,,,,,,,,,,,,,,,,,1.5038,0.0,,,,,,,,,,,,,,,,,,
2000-07-30,,,,,,,0.579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.51,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6763,0.0,,,,,,,,,,,,,,,0.9241,0.0,,,,,,,,,,,,,,,,,1.5042,0.0,,,,,,,,,,,,,,,,,,
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.47,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6691,0.0,,,,,,,,,,,,,,,0.9274,0.0,,,,,,,,,,,,,,,,,1.4981,0.0,,,,,,,,,,,,,,,,,,
2000-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.79,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6849,0.0,,,,,,,,,,,,,,,0.9168,0.0,,,,,,,,,,,,,,,,,1.4934,0.0,,,,,,,,,,,,,,,,,,
2000-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.97,0.0,,,,,,,,,,,,,,,,,,,,,,,1.6842,0.0,,,,,,,,,,,,,,,0.917,0.0,,,,,,,,,,,,,,,,,1.4957,0.0,,,,,,,,,,,,,,,,,,
2000-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.46,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7079,0.0,,,,,,,,,,,,,,,0.905,0.0,,,,,,,,,,,,,,,,,1.4945,0.0,,,,,,,,,,,,,,,,,,
2000-08-04,,,,,,,0.5795,0.0,,,,,,,,,,,1.476,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.64,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7058,0.0,,,,,,,,,,,,,,,0.9084,0.0,,,,,,,,,,,,,,,,,1.506,0.0,,,,,,,,,,,,,,,,,,
2000-08-06,,,,,,,0.1006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.72,0.0,,,,,,,,,,,,,,,,,,,,,,,1.703,0.0,,,,,,,,,,,,,,,0.9088,0.0,,,,,,,,,,,,,,,,,1.5037,0.0,,,,,,,,,,,,,,,,,,
2000-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7043,0.0,,,,,,,,,,,,,,,0.9083,0.0,,,,,,,,,,,,,,,,,1.5116,0.0,,,,,,,,,,,,,,,,,,
2000-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7143,0.0,,,,,,,,,,,,,,,0.901,0.0,,,,,,,,,,,,,,,,,1.5033,0.0,,,,,,,,,,,,,,,,,,
2000-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7129,0.0,,,,,,,,,,,,,,,0.902,0.0,,,,,,,,,,,,,,,,,1.501,0.0,,,,,,,,,,,,,,,,,,
2000-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.73,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7054,0.0,,,,,,,,,,,,,,,0.9087,0.0,,,,,,,,,,,,,,,,,1.4974,0.0,,,,,,,,,,,,,,,,,,
2000-08-11,,,,,,,0.582,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.64,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7219,0.0,,,,,,,,,,,,,,,0.9033,0.0,,,,,,,,,,,,,,,,,1.502,0.0,,,,,,,,,,,,,,,,,,
2000-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7222,0.0,,,,,,,,,,,,,,,0.9029,0.0,,,,,,,,,,,,,,,,,1.5021,0.0,,,,,,,,,,,,,,,,,,
2000-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.44,0.0,,,,,,,,,,,,,,,,,,,,,,,1.718,0.0,,,,,,,,,,,,,,,0.9067,0.0,,,,,,,,,,,,,,,,,1.5065,0.0,,,,,,,,,,,,,,,,,,
2000-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1,0.0,,,,,,,,,,,,,,,,,,,,,,,1.709,0.0,,,,,,,,,,,,,,,0.9161,0.0,,,,,,,,,,,,,,,,,1.5051,0.0,,,,,,,,,,,,,,,,,,
2000-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.55,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7081,0.0,,,,,,,,,,,,,,,0.9152,0.0,,,,,,,,,,,,,,,,,1.501,0.0,,,,,,,,,,,,,,,,,,
2000-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.98,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7077,0.0,,,,,,,,,,,,,,,0.9164,0.0,,,,,,,,,,,,,,,,,1.4949,0.0,,,,,,,,,,,,,,,,,,
2000-08-18,,,,,,,0.584,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.42,0.0,,,,,,,,,,,,,,,,,,,,,,,1.722,0.0,,,,,,,,,,,,,,,0.9067,0.0,,,,,,,,,,,,,,,,,1.49,0.0,,,,,,,,,,,,,,,,,,
2000-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.29,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7203,0.0,,,,,,,,,,,,,,,0.9076,0.0,,,,,,,,,,,,,,,,,1.4908,0.0,,,,,,,,,,,,,,,,,,
2000-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.42,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7302,0.0,,,,,,,,,,,,,,,0.9025,0.0,,,,,,,,,,,,,,,,,1.4882,0.0,,,,,,,,,,,,,,,,,,
2000-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.51,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7458,0.0,,,,,,,,,,,,,,,0.8936,0.0,,,,,,,,,,,,,,,,,1.4793,0.0,,,,,,,,,,,,,,,,,,
2000-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.19,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7207,0.0,,,,,,,,,,,,,,,0.9015,0.0,,,,,,,,,,,,,,,,,1.4824,0.0,,,,,,,,,,,,,,,,,,
2000-08-24,,,,,,,0.573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.94,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7181,0.0,,,,,,,,,,,,,,,0.8993,0.0,,,,,,,,,,,,,,,,,1.4784,0.0,,,,,,,,,,,,,,,,,,
2000-08-25,,,,,,,0.573,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7102,0.0,,,,,,,,,,,,,,,0.9024,0.0,,,,,,,,,,,,,,,,,1.4701,0.0,,,,,,,,,,,,,,,,,,
2000-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.35,0.0,,,,,,,,,,,,,,,,,,,,,,,1.7078,0.0,,,,,,,,,,,,,,,0.9043,0.0,,,,,,,,,,,,,,,,,1.4718,0.0,,,,,,,,,,,,,,,,,,
