DateTime Stamp,XAUEUR CLOSE Bid Quote,USDNOK CLOSE Bid Quote,UDXUSD CLOSE Bid Quote,AUDUSD CLOSE Bid Quote,USDPLN CLOSE Bid Quote,NZDUSD CLOSE Bid Quote,AUDCAD CLOSE Bid Quote,EURSEK CLOSE Bid Quote,NZDCAD CLOSE Bid Quote,USDCAD CLOSE Bid Quote,ETXEUR CLOSE Bid Quote,AUXAUD CLOSE Bid Quote,USDSGD CLOSE Bid Quote,XAUCHF CLOSE Bid Quote,JPXJPY CLOSE Bid Quote,EURHUF CLOSE Bid Quote,WTIUSD CLOSE Bid Quote,SGDJPY CLOSE Bid Quote,USDCZK CLOSE Bid Quote,USDTRY CLOSE Bid Quote,SPXUSD CLOSE Bid Quote,GBPCHF CLOSE Bid Quote,USDMXN CLOSE Bid Quote,USDZAR CLOSE Bid Quote,NZDJPY CLOSE Bid Quote,CADCHF CLOSE Bid Quote,USDDKK CLOSE Bid Quote,USDJPY CLOSE Bid Quote,AUDJPY CLOSE Bid Quote,EURCHF CLOSE Bid Quote,AUDCHF CLOSE Bid Quote,XAUUSD CLOSE Bid Quote,GBPNZD CLOSE Bid Quote,NZDCHF CLOSE Bid Quote,BCOUSD CLOSE Bid Quote,AUDNZD CLOSE Bid Quote,XAUAUD CLOSE Bid Quote,GBPJPY CLOSE Bid Quote,EURDKK CLOSE Bid Quote,USDCHF CLOSE Bid Quote,EURCAD CLOSE Bid Quote,EURPLN CLOSE Bid Quote,EURNZD CLOSE Bid Quote,CHFJPY CLOSE Bid Quote,XAUGBP CLOSE Bid Quote,HKXHKD CLOSE Bid Quote,CADJPY CLOSE Bid Quote,EURUSD CLOSE Bid Quote,GRXEUR CLOSE Bid Quote,EURJPY CLOSE Bid Quote,ZARJPY CLOSE Bid Quote,EURTRY CLOSE Bid Quote,USDHKD CLOSE Bid Quote,USDSEK CLOSE Bid Quote,USDHUF CLOSE Bid Quote,NSXUSD CLOSE Bid Quote,GBPUSD CLOSE Bid Quote,XAGUSD CLOSE Bid Quote,GBPCAD CLOSE Bid Quote,EURGBP CLOSE Bid Quote,FRXEUR CLOSE Bid Quote,EURNOK CLOSE Bid Quote,UKXGBP CLOSE Bid Quote,GBPAUD CLOSE Bid Quote,EURAUD CLOSE Bid Quote,EURCZK CLOSE Bid Quote
2000-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.50720000000001,,,,,,,,,,,,1.688007692307693,,,,,,,,0.9307960317460319,,,,,,,,,1.497690909090909,,,,,,,,,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.62886363636363,,,,,,,,,,,,1.6861548872180467,,,,,,,,0.9335639158576042,,,,,,,,,1.497758593750002,,,,,,,,,
2000-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.66130067567572,,,,,,,,,,,,1.6854666666666667,,,,,,,,0.9325810483870979,,,,,,,,,1.4950953124999982,,,,,,,,,
2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.26414860681112,,,,,,,,,,,,1.6695629999999992,,,,,,,,0.9421699724517899,,,,,,,,,1.5062533898305082,,,,,,,,,
2000-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.94038961038963,,,,,,,,,,,,1.666866666666666,,,,,,,,0.9448712121212121,,,,,,,,,1.5112500000000004,,,,,,,,,
2000-06-05,,,,0.5712,,,,,,,,,,,,,,,,,,,,,,,,107.567595959596,,,,,,,,,,,,1.6652879446640307,,,,,,,,0.9456977072310412,,,,,,,,,1.5146159090909088,,,,,,,,,
2000-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28563197026018,,,,,,,,,,,,1.6501731203007501,,,,,,,,0.9530883071553242,,,,,,,,,1.5214947247706423,,,,,,,,,
2000-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61834080717482,,,,,,,,,,,,1.636101204819276,,,,,,,,0.9593537499999997,,,,,,,,,1.5230607142857158,,,,,,,,,
2000-06-08,,,,0.59175,,,,,,,,,,,,,,,,,,,,,,,,105.94418918918917,,,,,,,,,,,,1.635261746361744,,,,,,,,0.9585361169102288,,,,,,,,,1.5134922110552766,,,,,,,,,
2000-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7854468085106,,,,,,,,,,,,1.6472093750000008,,,,,,,,0.9507827160493826,,,,,,,,,1.5058462222222229,,,,,,,,,
2000-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.02666666666663,,,,,,,,,,,,1.6466792792792795,,,,,,,,0.9510141509433968,,,,,,,,,1.5065893617021278,,,,,,,,,
2000-06-12,,,,0.592,,,,,,1.4715,,,,,,,,,,,,,,,,,,106.75255411255408,,,,,,,,,,,,1.639133613445375,,,,,,,,0.95341511111111,,,,,,,,,1.5112860738255025,,,,,,,,,
2000-06-13,,,,0.5923333333333333,,,,,,,,,,,,,,,,,,,,,,,,106.75267062314545,,,,,,,,,,,,1.6295153439153458,,,,,,,,0.9596042690814994,,,,,,,,,1.5120469172932327,,,,,,,,,
2000-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66997512437815,,,,,,,,,,,,1.628318909899887,,,,,,,,0.9610115151515145,,,,,,,,,1.5035791566265062,,,,,,,,,
2000-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.49155038759706,,,,,,,,,,,,1.6386110975609711,,,,,,,,0.954287913486006,,,,,,,,,1.5073163475699551,,,,,,,,,
2000-06-16,,,,0.5918333333333333,,,,,,1.4744000000000002,,,,,,,,,,,,,,,,,,106.2799624765478,,,,,,,,,,,,1.625512112259971,,,,,,,,0.9601011070110698,,,,,,,,,1.5140690941385437,,,,,,,,,
2000-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.32840579710148,,,,,,,,,,,,1.6172338235294121,,,,,,,,0.9651612612612617,,,,,,,,,1.5152181818181827,,,,,,,,,
2000-06-19,,,,0.6012500000000001,,,,,,,,,,,,,,,,,,,,,,,,105.84627962085312,,,,,,,,,,,,1.6233678423236533,,,,,,,,0.9620588558855865,,,,,,,,,1.5135248374512362,,,,,,,,,
2000-06-20,,,,0.6025,,,,,,,,,,,,,,,,,,,,,,,,105.55651477832505,,,,,,,,,,,,1.6291272217025254,,,,,,,,0.9558863541666679,,,,,,,,,1.5128638246041421,,,,,,,,,
2000-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.47135285913521,,,,,,,,,,,,1.637192345436702,,,,,,,,0.9478462264150949,,,,,,,,,1.5045832266325225,,,,,,,,,
2000-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.79503125000001,,,,,,,,,,,,1.6469436397400186,,,,,,,,0.9404710553814012,,,,,,,,,1.5083770255271887,,,,,,,,,
2000-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.46694101508913,,,,,,,,,,,,1.653890226460071,,,,,,,,0.9377958277254366,,,,,,,,,1.50452312661499,,,,,,,,,
2000-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.60672727272734,,,,,,,,,,,,1.657329323308272,,,,,,,,0.936546846846847,,,,,,,,,1.5019128571428577,,,,,,,,,
2000-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.37264214046839,,,,,,,,,,,,1.6553353163361626,,,,,,,,0.9357455555555539,,,,,,,,,1.5001254047322534,,,,,,,,,
2000-06-27,,,,0.5982714285714286,,,,,,,,,,,,,,,,,,,,,,,,105.55406629834265,,,,,,,,,,,,1.642125398313025,,,,,,,,0.9428125654450258,,,,,,,,,1.5014785798816583,,,,,,,,,
2000-06-28,,,,0.5978333333333333,,,,,,,,,,,,,,,,,,,,,,,,105.49243715846985,,,,,,,,,,,,1.6426328804347845,,,,,,,,0.9434851738241294,,,,,,,,,1.5089786452353602,,,,,,,,,
2000-06-29,,,,0.5984999999999999,,,,,,,,,,,,,,,,,,,,,,,,105.03823913043476,,,,,,,,,,,,1.6387254995242595,,,,,,,,0.9503049504950478,,,,,,,,,1.5172102163461554,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.63229395604391,,,,,,,,,,,,1.630002843016072,,,,,,,,0.9563024675324685,,,,,,,,,1.5152042049934291,,,,,,,,,
2000-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.00023437499985,,,,,,,,,,,,1.6337421487603307,,,,,,,,0.9538769230769237,,,,,,,,,1.5179434426229503,,,,,,,,,
2000-07-03,,,,0.5991,,,,,,,,,,,,,,,,,,,,,,,,106.07307475317354,,,,,,,,,,,,1.6359582228116711,,,,,,,,0.9509902883156294,,,,,,,,,1.5135671521035574,,,,,,,,,
2000-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.22633257403199,,,,,,,,,,,,1.6366515151515142,,,,,,,,0.9495403263403267,,,,,,,,,1.5132927325581393,,,,,,,,,
2000-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7627402862987,,,,,,,,,,,,1.6257211320754725,,,,,,,,0.9540829488465388,,,,,,,,,1.5113934138309575,,,,,,,,,
