DateTime Stamp,HKXHKD CLOSE Bid Quote,GBPJPY CLOSE Bid Quote,GBPNZD CLOSE Bid Quote,XAUUSD CLOSE Bid Quote,AUDUSD CLOSE Bid Quote,USDCHF CLOSE Bid Quote,BCOUSD CLOSE Bid Quote,EURJPY CLOSE Bid Quote,AUDCAD CLOSE Bid Quote
2017-01-02,22065.327272727274,144.34546530612212,1.7715960791925514,1154.4664623955434,0.7190839681208049,1.0225085230769237,57.126393442622906,122.95007498087224,0.9654372939346811
2017-01-03,22136.797101449276,144.46267108938554,1.7702929236111091,1155.489258720931,0.7222122679692936,1.0271801322199023,56.83558441558448,122.73934375000006,0.9700757301808093
2017-01-04,22172.308724832215,144.29144475330108,1.7683752258512875,1165.7481640058065,0.7270159818308888,1.0232914902506987,55.979999999999976,122.80105489923574,0.9693554791666656
2017-01-05,22496.831357048748,143.32814843205563,1.765291131944445,1177.6894049346906,0.7322208989547027,1.013833602225313,56.667580071174385,122.44153723034093,0.9707047562674115
2017-01-06,22537.020512820513,143.63568302257104,1.7633597450980356,1175.1157522123904,0.7318673627450997,1.0139359803921568,56.96876332622601,123.0183901960787,0.969042612966599
2017-01-08,22528.775757575757,143.68749282296665,1.7595603095238088,1174.5472701949875,0.7311518401937045,1.0174084352078245,56.92251497005982,123.48062291169452,0.9681785885167471
2017-01-09,22565.73746701847,141.6128487394957,1.737639374565673,1180.156569343064,0.7342940807799446,1.0160037569444427,55.71082116788318,122.92054097222228,0.9717173486430053
2017-01-10,22773.407456724366,140.85878858350947,1.7384388656924152,1185.9384252539903,0.7363101184669006,1.0152520083391259,54.510980019029546,122.47455663655317,0.9739939650349677
2017-01-11,22957.40770252324,140.69505624999977,1.730783590277777,1190.1146153846166,0.7413123467966589,1.0165656993736938,54.55067033976127,122.06365462126462,0.9786990055632806
2017-01-12,22899.206307490145,139.77150905292453,1.7163368472222238,1199.0968455402478,0.7492681088625247,1.0093759722222198,55.84648401826483,121.68366990965943,0.9828600278164112
2017-01-13,22959.41919191919,139.77030784313726,1.7118720882352916,1195.9805500982322,0.7488565388397233,1.0087495784313736,55.678107526881796,122.0312794117645,0.9839112647058814
2017-01-15,22762.41212121212,137.50216467780442,1.6918721479713614,1202.2157381615602,0.7485979952267305,1.0102693333333321,55.63465517241381,121.3610928571429,0.9833147961630706
2017-01-16,22766.336912751678,137.47574541607906,1.6968909930555567,1203.8002631578956,0.7473940336134437,1.0111036217725036,55.487192982456264,120.98882986111111,0.9832709580419589
2017-01-17,22919.683311432327,139.02188881167456,1.7106452291666658,1214.1028229317856,0.7544042976356036,1.003115594162617,55.993918406072204,120.83300347463535,0.9855705976372494
2017-01-18,23100.289093298292,139.93962700069605,1.7147309867963842,1209.3915239477496,0.7535196870653686,1.0045667083333372,54.687955596669646,121.38146560111184,0.9922290062543393
